ben	本	ben	本		
újságíró	記者	újságíró	記者	N;NOM;SG	N
újságíró	記者	újságíró	記者	N;NOM;SG	N
írni	撰寫	ír	撰寫	V;NFIN;ACT	V
írni	寫	ír	寫	V;NFIN;ACT	V
írni	寫信	ír	寫信	V;NFIN;ACT	V
írni	寫入	ír	寫入	V;NFIN;ACT	V
víz	水	víz	水	N;NOM;SG	N
forradalom	革命	forradalom	革命	N;NOM;SG	N
hamarosan	很快	hamarosan	很快	ADV	ADV
vasúti	鐵路	vasúti	鐵路	N;NOM;SG	N
vasúti	鐵道	vasúti	鐵道	N;NOM;SG	N
vasúti	鐵路	vasúti	鐵路	N;NOM;SG	N
egyesület	協會	egyesület	協會	N;NOM;SG	N
leginkább	大多	inkább	大多	ADV	ADV
vége	終	vég	終	N;NOM;SG	N
vége	結尾	vég	結尾	N;NOM;SG	N
kiváló	傑出	kiváló	傑出	ADJ;NOM;SG	ADJ
szigetek	群島	sziget	群島	N;NOM;PL	N
szigetek	島嶼	sziget	島嶼	N;NOM;PL	N
püspök	主教	püspök	主教	N;NOM;SG	N
hercegnő	王妃	hercegnő	王妃	N;NOM;SG	N
hercegnő	公主	hercegnő	公主	N;NOM;SG	N
töltött	花費	tölt	花費	V;INDF;IND;SG;3;PST;FIN;ACT	V
tűnik	看	tűnik	看	V;INDF;IND;SG;3;PRS;FIN;ACT	V
szervezet	組織	szervezet	組織	N;NOM;SG	N
szervezet	組織	szervezet	組織	N;NOM;SG	N
akadémiai	學術	akadémiai	學術	N;NOM;SG	N
tagok	成員	tag	成員	N;NOM;PL	N
óra	時辰	óra	時辰	N;NOM;SG	N
óra	小時	óra	小時	N;NOM;SG	N
óra	鐘	óra	鐘	N;NOM;SG	N
óra	時鐘	óra	時鐘	N;NOM;SG	N
óra	手錶	óra	手錶	N;NOM;SG	N
óra	小時	óra	小時	N;NOM;SG	N
óra	階級	óra	階級	N;NOM;SG	N
óra	類	óra	類	N;NOM;SG	N
óra	類別	óra	類別	N;NOM;SG	N
óra	課堂	óra	課堂	N;NOM;SG	N
óra	班級	óra	班級	N;NOM;SG	N
tenger	大海	tenger	大海	N;NOM;SG	N
tenger	海上	tenger	海上	N;NOM;SG	N
tenger	海	tenger	海	N;NOM;SG	N
kastély	城堡	kastély	城堡	N;NOM;SG	N
kastély	城	kastély	城	N;NOM;SG	N
vidék	鄉村	vidék	鄉村	N;NOM;SG	N
vidék	鄉下	vidék	鄉下	N;NOM;SG	N
vidék	鄉間	vidék	鄉間	N;NOM;SG	N
vidék	農村	vidék	農村	N;NOM;SG	N
vidék	農村	vidék	農村	N;NOM;SG	N
városban	城鎮	város	城鎮	N;IN+ESS;SG	N
városban	鎮	város	鎮	N;IN+ESS;SG	N
bajnokok	冠軍	bajnok	冠軍	N;NOM;PL	N
temploma	神廟	temploma	神廟	N;NOM;SG	N
temploma	寺	temploma	寺	N;NOM;SG	N
temploma	寺廟	temploma	寺廟	N;NOM;SG	N
temploma	廟	temploma	廟	N;NOM;SG	N
temploma	聖殿	temploma	聖殿	N;NOM;SG	N
helyén	網站	hely	網站	N;ON+ESS;SG	N
helyén	工地	hely	工地	N;ON+ESS;SG	N
rendkívül	極	rendkívül	極		
könyvtár	圖書	Könyvtár	圖書	N;NOM;SG	N
kultúra	文化	kultúra	文化	N;NOM;SG	N
orvos	內科	orvos	內科	N;NOM;SG	N
orvos	醫師	orvos	醫師	N;NOM;SG	N
orvos	醫生	orvos	醫生	N;NOM;SG	N
orvos	博士	orvos	博士	N;NOM;SG	N
csatorna	運河	csator	運河	N;NOM;SG	N
csatorna	頻道	csator	頻道	N;NOM;SG	N
csatorna	海峽	csator	海峽	N;NOM;SG	N
csatorna	通道	csator	通道	N;NOM;SG	N
festő	畫師	festő	畫師	N;NOM;SG	N
festő	畫家	festő	畫家	N;NOM;SG	N
zene	音樂	zene	音樂	N;NOM;SG	N
híd	橋	híd	橋	N;NOM;SG	N
híd	艦橋	híd	艦橋	N;NOM;SG	N
híd	大橋	híd	大橋	N;NOM;SG	N
valójában	實際	valójában	實際	N;IN+ESS;SG	N
szakasz	階段	szakasz	階段	N;NOM;SG	N
szakasz	排	szakasz	排	N;NOM;SG	N
családi	家人	családi	家人	N;NOM;SG	N
családi	家屬	családi	家屬	N;NOM;SG	N
családi	家庭	családi	家庭	N;NOM;SG	N
címe	標題	cím	標題	N;NOM;SG	N
címe	地址	cím	地址	N;NOM;SG	N
címe	住址	cím	住址	N;NOM;SG	N
művész	藝術	művész	藝術	N;NOM;SG	N
művész	藝人	művész	藝人	N;NOM;SG	N
records	紀錄	records	紀錄	N;NOM;SG	N
katona	戰士	katona	戰士	N;NOM;SG	N
katona	兵	katona	兵	N;NOM;SG	N
katona	士兵	katona	士兵	N;NOM;SG	N
katona	軍人	katona	軍人	N;NOM;SG	N
ortodox	正統	ortodox	正統	N;NOM;SG	N
ortodox	正教	ortodox	正教	N;NOM;SG	N
patak	溪	patak	溪	N;NOM;SG	N
patak	流	patak	流	N;NOM;SG	N
patak	溪流	patak	溪流	N;NOM;SG	N
lány	女生	lány	女生	N;NOM;SG	N
lány	姑娘	lány	姑娘	N;NOM;SG	N
lány	女孩	lány	女孩	N;NOM;SG	N
lapok	報章	lap	報章	N;NOM;PL	N
lapok	報刊	lap	報刊	N;NOM;PL	N
lapok	紙牌	lap	紙牌	N;NOM;PL	N
lapok	卡片	lap	卡片	N;NOM;PL	N
lapok	牌	lap	牌	N;NOM;PL	N
lapok	頁	lap	頁	N;NOM;PL	N
szerepe	作用	szerep	作用	N;NOM;SG	N
szerepe	角色	szerep	角色	N;NOM;SG	N
csatlakozott	加入	csatlakozik	加入	V;INDF;IND;SG;3;PST;FIN;ACT	V
központ	中心	központ	中心	N;NOM;SG	N
központ	中心	központ	中心	N;NOM;SG	N
tanács	安理	tanács	安理	N;NOM;SG	N
galéria	畫廊	galéria	畫廊	N;NOM;SG	N
férje	丈夫	fér	丈夫	N;NOM;SG	N
dinasztia	朝代	dinasztia	朝代	N;NOM;SG	N
dinasztia	王朝	dinasztia	王朝	N;NOM;SG	N
gazdag	富	gazdag	富		
madarak	鳥類	madarak	鳥類	N;NOM;PL	N
madarak	鳥	madarak	鳥	N;NOM;PL	N
madarak	鳥兒	madarak	鳥兒	N;NOM;PL	N
színházi	劇場	színházi	劇場	N;NOM;SG	N
színházi	戰區	színházi	戰區	N;NOM;SG	N
színházi	戲劇	színházi	戲劇	N;NOM;SG	N
színházi	劇院	színházi	劇院	N;NOM;SG	N
színházi	戲院	színházi	戲院	N;NOM;SG	N
liga	聯盟	liga	聯盟	N;NOM;SG	N
liga	同盟	liga	同盟	N;NOM;SG	N
liga	聯賽	liga	聯賽	N;NOM;SG	N
rendezett	有序	rendezett	有序	V;INDF;IND;SG;3;PST;FIN;ACT	V
edző	教練	edző	教練	N;NOM;SG	N
lemez	碟片	lemez	碟片	N;NOM;SG	N
lemez	碟	lemez	碟	N;NOM;SG	N
lemez	磁碟	lemez	磁碟	N;NOM;SG	N
lemez	唱片	lemez	唱片	N;NOM;SG	N
lemez	紀錄	lemez	紀錄	N;NOM;SG	N
lemez	碟片	lemez	碟片	N;NOM;SG	N
lemez	碟	lemez	碟	N;NOM;SG	N
lemez	磁碟	lemez	磁碟	N;NOM;SG	N
lemez	板	lemez	板	N;NOM;SG	N
országban	國家	ország	國家	N;IN+ESS;SG	N
alkalmas	合適	alkalmas	合適	ADJ;NOM;SG	ADJ
énekes	歌手	énekes	歌手	N;NOM;SG	N
költözött	感動	költözött	感動	V;INDF;IND;SG;3;PST;FIN;ACT	V
típus	型態	típus	型態	N;NOM;SG	N
típus	類型	típus	類型	N;NOM;SG	N
pályára	軌道	pálya	軌道	N;ON+ALL;SG	N
hegység	山	hegység	山	N;NOM;SG	N
hegység	山脈	hegység	山脈	N;NOM;SG	N
hegység	山區	hegység	山區	N;NOM;SG	N
példa	範例	példa	範例	N;NOM;SG	N
példa	例子	példa	例子	N;NOM;SG	N
példa	範例	példa	範例	N;NOM;SG	N
kezdetben	最初	kezdet	最初	N;IN+ESS;SG	N
torna	錦標	torna	錦標	N;NOM;SG	N
torna	體操	torna	體操	N;NOM;SG	N
tag	會員	tag	會員	N;NOM;SG	N
tag	成員	tag	成員	N;NOM;SG	N
tag	標記	tag	標記	N;NOM;SG	N
tag	標籤	tag	標籤	N;NOM;SG	N
számok	數字	szám	數字	N;NOM;PL	N
számok	數字	szám	數字	N;NOM;PL	N
oka	理由	ok	理由	N;NOM;SG	N
oka	理性	ok	理性	N;NOM;SG	N
oka	原因	ok	原因	N;NOM;SG	N
gyermek	兒童	gyermek	兒童	N;NOM;SG	N
gyermek	兒童	gyermek	兒童	N;NOM;SG	N
gyermek	孩子	gyermek	孩子	N;NOM;SG	N
katonák	士兵	katona	士兵	N;NOM;PL	N
katonák	部隊	katona	部隊	N;NOM;PL	N
válasz	答	válasz	答	N;NOM;SG	N
válasz	答案	válasz	答案	N;NOM;SG	N
történelem	歷史	történel	歷史	N;NOM;SG	N
alacsony	簡短	alacsony	簡短	ADJ;NOM;SG	ADJ
nyelvek	語言	nyelv	語言	N;NOM;PL	N
nyelvek	語文	nyelv	語文	N;NOM;PL	N
eltérő	不同	eltérő	不同	ADJ;NOM;SG	ADJ
forduló	輪	forduló	輪	N;NOM;SG	N
települések	公社	település	公社	N;NOM;PL	N
települések	市鎮	település	市鎮	N;NOM;PL	N
települések	市	település	市	N;NOM;PL	N
települések	市鎮	település	市鎮	N;NOM;PL	N
lánya	女兒	lány	女兒	N;NOM;SG	N
védett	保護	védett	保護	V;INDF;IND;SG;3;PST;FIN;ACT	V
királyné	女王	király	女王	N;NOM;SG	N
királyné	皇后	király	皇后	N;NOM;SG	N
királyné	王后	király	王后	N;NOM;SG	N
népesség	人口	népesség	人口	N;NOM;SG	N
képviselő	議員	képviselő	議員	N;NOM;SG	N
képviselő	國會	képviselő	國會	N;NOM;SG	N
képviselő	代表	képviselő	代表	N;NOM;SG	N
hegy	山	hegy	山	N;NOM;SG	N
hegy	山區	hegy	山區	N;NOM;SG	N
hegy	山地	hegy	山地	N;NOM;SG	N
hegy	山	hegy	山	N;NOM;SG	N
hegy	山	hegy	山	N;NOM;SG	N
jelölés	標記	jelölés	標記	N;NOM;SG	N
jelölés	標識	jelölés	標識	N;NOM;SG	N
fajok	魚種	fajok	魚種	N;NOM;PL	N
fajok	物種	fajok	物種	N;NOM;PL	N
fiú	男孩	fiú	男孩	N;NOM;SG	N
probléma	問題	probléma	問題	N;NOM;SG	N
száz	成百	száz	成百	NUM;NOM;SG	NUM
száz	數百	száz	數百	NUM;NOM;SG	NUM
talált	找到	talál	找到	V;INDF;IND;SG;3;PST;FIN;ACT	V
talált	發現	talál	發現	V;INDF;IND;SG;3;PST;FIN;ACT	V
busz	公車	busz	公車	N;NOM;SG	N
busz	巴士	busz	巴士	N;NOM;SG	N
rádió	電台	rádió	電台	N;NOM;SG	N
rádió	廣播	rádió	廣播	N;NOM;SG	N
rádió	廣播	rádió	廣播	N;NOM;SG	N
hajó	船隻	hajó	船隻	N;NOM;SG	N
hajó	船	hajó	船	N;NOM;SG	N
hajó	船隻	hajó	船隻	N;NOM;SG	N
hajó	艦	hajó	艦	N;NOM;SG	N
hajó	船舶	hajó	船舶	N;NOM;SG	N
hajó	船	hajó	船	N;NOM;SG	N
hajó	船隻	hajó	船隻	N;NOM;SG	N
hajó	艇	hajó	艇	N;NOM;SG	N
centiméter	釐米	centiméter	釐米	N;NOM;SG	N
centiméter	公分	centiméter	公分	N;NOM;SG	N
centiméter	釐米	centiméter	釐米	N;NOM;SG	N
centiméter	釐米	centiméter	釐米	N;NOM;SG	N
képet	照片	kép	照片	N;ACC;SG	N
képet	圖片	kép	圖片	N;ACC;SG	N
képet	影象	kép	影象	N;ACC;SG	N
képet	影像	kép	影像	N;ACC;SG	N
képet	圖片	kép	圖片	N;ACC;SG	N
épített	建	épít	建	V;INDF;IND;SG;3;PST;FIN;ACT	V
dvd	dvd	dvd	dvd	N;NOM;SG	N
események	事件	esemény	事件	N;NOM;PL	N
események	活動	esemény	活動	N;NOM;PL	N
állatok	動物	állat	動物	N;NOM;PL	N
állatok	動物	állat	動物	N;NOM;PL	N
alakja	形狀	alak	形狀	N;NOM;SG	N
alapítvány	基金	alapítvány	基金	N;NOM;SG	N
kémiai	化學	kémiai	化學	N;NOM;SG	N
kémiai	化學	kémiai	化學	N;NOM;SG	N
anyag	物料	anyag	物料	N;NOM;SG	N
anyag	材質	anyag	材質	N;NOM;SG	N
anyag	材料	anyag	材料	N;NOM;SG	N
anyag	實質	anyag	實質	N;NOM;SG	N
anyag	物質	anyag	物質	N;NOM;SG	N
északra	北方	észak	北方	N;ON+ALL;SG	N
északra	北	észak	北	N;ON+ALL;SG	N
északra	北部	észak	北部	N;ON+ALL;SG	N
vasútvonal	鐵路	vasútvonal	鐵路	N;NOM;SG	N
vasútvonal	鐵道	vasútvonal	鐵道	N;NOM;SG	N
vállalat	公司	vállalat	公司	N;NOM;SG	N
vonal	線	vonal	線	N;NOM;SG	N
vonal	線路	vonal	線路	N;NOM;SG	N
helyzet	情況	helyzet	情況	N;NOM;SG	N
gép	機械	gép	機械	N;NOM;SG	N
gép	機	gép	機	N;NOM;SG	N
gép	機器	gép	機器	N;NOM;SG	N
gép	機械	gép	機械	N;NOM;SG	N
gép	機器	gép	機器	N;NOM;SG	N
hatása	特效	hatás	特效	N;NOM;SG	N
hatása	效果	hatás	效果	N;NOM;SG	N
hatása	效應	hatás	效應	N;NOM;SG	N
használni	利用	használ	利用	V;NFIN;ACT	V
használni	使用	használ	使用	V;NFIN;ACT	V
megjelenése	外觀	megjelenés	外觀	N;NOM;SG	N
megjelenése	外表	megjelenés	外表	N;NOM;SG	N
megjelenése	外貌	megjelenés	外貌	N;NOM;SG	N
kevesebb	少	kevesebb	少		
kevesebb	少	kevesebb	少		
palota	皇宮	palota	皇宮	N;NOM;SG	N
palota	宮殿	palota	宮殿	N;NOM;SG	N
palota	王宮	palota	王宮	N;NOM;SG	N
palota	宮廷	palota	宮廷	N;NOM;SG	N
palota	宮	palota	宮	N;NOM;SG	N
éva	夏娃	év	夏娃	N;NOM;SG	N
főiskola	學院	főiskola	學院	N;NOM;SG	N
főiskola	書院	főiskola	書院	N;NOM;SG	N
főiskola	大學	főiskola	大學	N;NOM;SG	N
napon	白天	nap	白天	N;ON+ESS;SG	N
sablonok	樣板	sablon	樣板	N;NOM;PL	N
sablonok	模板	sablon	模板	N;NOM;PL	N
lehetőség	選項	lehetőség	選項	N;NOM;SG	N
lehetőség	可能	lehetőség	可能	N;NOM;SG	N
lehetőség	潛力	lehetőség	潛力	N;NOM;SG	N
lehetőség	機遇	lehetőség	機遇	N;NOM;SG	N
lehetőség	機會	lehetőség	機會	N;NOM;SG	N
területek	領土	terület	領土	N;NOM;PL	N
területek	地區	terület	地區	N;NOM;PL	N
magasabb	更高	magas	更高	ADJ;NOM;CMPR;SG	ADJ
magasabb	較高	magas	較高	ADJ;NOM;CMPR;SG	ADJ
magasabb	更高	magas	更高	ADJ;NOM;CMPR;SG	ADJ
dalt	歌曲	dalt	歌曲	N;ACC;SG	N
dalt	首歌	dalt	首歌	N;ACC;SG	N
dalt	歌	dalt	歌	N;ACC;SG	N
lakói	居民	lakó	居民	N;NOM;PL	N
felfedezés	勘探	felfedezés	勘探	N;NOM;SG	N
nappal	白天	nap	白天	N;INS;SG	N
nappal	日間	nap	日間	N;INS;SG	N
diagram	圖表	diagram	圖表	N;NOM;SG	N
diagram	圖	diagram	圖	N;NOM;SG	N
diagram	圖表	diagram	圖表	N;NOM;SG	N
diagram	圖	diagram	圖	N;NOM;SG	N
egységes	均勻	egységes	均勻	ADJ;NOM;SG	ADJ
hossza	長度	hosszú	長度	N;NOM;SG	N
jog	法律	jog	法律	N;NOM;SG	N
villamos	電車	villamos	電車	N;NOM;SG	N
villamos	電車	villamos	電車	N;NOM;SG	N
villamos	電氣	villamos	電氣	N;NOM;SG	N
villamos	電	villamos	電	N;NOM;SG	N
villamos	電動	villamos	電動	N;NOM;SG	N
villamos	電車	villamos	電車	N;NOM;SG	N
pálya	曲目	pálya	曲目	N;NOM;SG	N
pálya	軌道	pálya	軌道	N;NOM;SG	N
pálya	軌跡	pálya	軌跡	N;NOM;SG	N
repülőgép	飛機	repülőgép	飛機	N;NOM;SG	N
repülőgép	平面	repülőgép	平面	N;NOM;SG	N
repülőgép	飛機	repülőgép	飛機	N;NOM;SG	N
repülőgép	飛機	repülőgép	飛機	N;NOM;SG	N
filmet	電影	film	電影	N;ACC;SG	N
filmet	影片	film	影片	N;ACC;SG	N
alkalmazott	受雇	alkalmazott	受雇	V;INDF;IND;SG;3;PST;FIN;ACT	V
epizód	插曲	epizód	插曲	N;NOM;SG	N
epizód	集	epizód	集	N;NOM;SG	N
szülei	父母	szül	父母	N;NOM;PL	N
szülei	父母	szül	父母	N;NOM;PL	N
szülei	家長	szül	家長	N;NOM;PL	N
színészek	演員	színész	演員	N;NOM;PL	N
értéke	價值	érték	價值	N;NOM;SG	N
értéke	數值	érték	數值	N;NOM;SG	N
értéke	值	érték	值	N;NOM;SG	N
kapitány	機長	kapitány	機長	N;NOM;SG	N
kapitány	隊長	kapitány	隊長	N;NOM;SG	N
lelkész	教士	lelkész	教士	N;NOM;SG	N
lelkész	神職	lelkész	神職	N;NOM;SG	N
interneten	網上	internet	網上	N;ON+ESS;SG	N
interneten	網路	internet	網路	N;ON+ESS;SG	N
interneten	網際	internet	網際	N;ON+ESS;SG	N
állomás	站	állomás	站	N;NOM;SG	N
állomás	車站	állomás	車站	N;NOM;SG	N
kifejezés	片語	kifejezés	片語	N;NOM;SG	N
kifejezés	任期	kifejezés	任期	N;NOM;SG	N
kifejezés	術語	kifejezés	術語	N;NOM;SG	N
kifejezés	學期	kifejezés	學期	N;NOM;SG	N
kifejezés	表情	kifejezés	表情	N;NOM;SG	N
lehetőséget	機遇	lehetőség	機遇	N;ACC;SG	N
lehetőséget	機會	lehetőség	機會	N;ACC;SG	N
intézmény	體制	intézmény	體制	N;NOM;SG	N
intézmény	機構	intézmény	機構	N;NOM;SG	N
nevek	人名	név	人名	N;NOM;PL	N
nevek	名稱	név	名稱	N;NOM;PL	N
nevek	姓名	név	姓名	N;NOM;PL	N
szavak	詞語	szó	詞語	N;NOM;PL	N
szavak	字	szó	字	N;NOM;PL	N
szavak	詞	szó	詞	N;NOM;PL	N
venni	購買	vesz	購買	V;NFIN;ACT	V
venni	買	vesz	買	V;NFIN;ACT	V
venni	購買	vesz	購買	V;NFIN;ACT	V
venni	買	vesz	買	V;NFIN;ACT	V
matematikai	數學	matematikai	數學	N;NOM;SG	N
matematikai	數學	matematikai	數學	N;NOM;SG	N
matematikai	數學	matematikai	數學	N;NOM;SG	N
dalok	歌曲	dalok	歌曲	N;NOM;PL	N
dalok	歌	dalok	歌	N;NOM;PL	N
hangja	語音	hang	語音	N;NOM;SG	N
hangja	嗓子	hang	嗓子	N;NOM;SG	N
hangja	聲音	hang	聲音	N;NOM;SG	N
könyvek	圖書	könyv	圖書	N;NOM;PL	N
könyvek	書	könyv	書	N;NOM;PL	N
könyvek	書籍	könyv	書籍	N;NOM;PL	N
jel	訊號	jel	訊號	N;NOM;SG	N
hónap	月	hónap	月	N;NOM;SG	N
hónap	月份	hónap	月份	N;NOM;SG	N
hónap	月	hónap	月	N;NOM;SG	N
hónap	個	hónap	個	N;NOM;SG	N
hónap	月份	hónap	月份	N;NOM;SG	N
kortárs	當代	kortárs	當代	N;NOM;SG	N
miniszter	大臣	miniszter	大臣	N;NOM;SG	N
miniszter	部長	miniszter	部長	N;NOM;SG	N
eredmények	成績	eredmény	成績	N;NOM;PL	N
eredmények	成果	eredmény	成果	N;NOM;PL	N
eredmények	結果	eredmény	結果	N;NOM;PL	N
állat	動物	állat	動物	N;NOM;SG	N
állat	動物	állat	動物	N;NOM;SG	N
művészet	藝術	művészet	藝術	N;NOM;SG	N
művészet	美術	művészet	美術	N;NOM;SG	N
művészet	藝術	művészet	藝術	N;NOM;SG	N
művészet	藝術	művészet	藝術	N;NOM;SG	N
albumok	相簿	album	相簿	N;NOM;PL	N
albumok	專輯	album	專輯	N;NOM;PL	N
szobor	雕塑	szobor	雕塑	N;NOM;SG	N
szobor	雕像	szobor	雕像	N;NOM;SG	N
szobor	雕塑	szobor	雕塑	N;NOM;SG	N
szobor	塑像	szobor	塑像	N;NOM;SG	N
tevékenység	活動	tevékenység	活動	N;NOM;SG	N
tevékenység	動態	tevékenység	動態	N;NOM;SG	N
tevékenység	活動	tevékenység	活動	N;NOM;SG	N
előadó	藝人	előadó	藝人	N;NOM;SG	N
előadó	講師	előadó	講師	N;NOM;SG	N
előadó	藝術	előadó	藝術	N;NOM;SG	N
előadó	藝人	előadó	藝人	N;NOM;SG	N
játszik	播放	játszik	播放	V;INDF;IND;SG;3;PRS;FIN;ACT	V
játszik	玩	játszik	玩	V;INDF;IND;SG;3;PRS;FIN;ACT	V
játszik	播放	játszik	播放	V;INDF;IND;SG;3;PRS;FIN;ACT	V
monarchia	君主	monarchia	君主	N;NOM;SG	N
monarchia	君主	monarchia	君主	N;NOM;SG	N
monarchia	君主	monarchia	君主	N;NOM;SG	N
összetett	復合	összetett	復合	V;INDF;IND;SG;3;PST;FIN;ACT	V
összetett	復合	összetett	復合	V;INDF;IND;SG;3;PST;FIN;ACT	V
összetett	化合	összetett	化合	V;INDF;IND;SG;3;PST;FIN;ACT	V
formájában	形式	forma	形式	N;IN+ESS;SG	N
formájában	表格	forma	表格	N;IN+ESS;SG	N
globe	全球	globe	全球	N;NOM;SG	N
megoldás	溶液	megoldás	溶液	N;NOM;SG	N
gyermeke	兒童	gyermeke	兒童	N;NOM;SG	N
gyermeke	孩子	gyermeke	孩子	N;NOM;SG	N
királynő	女王	királynő	女王	N;NOM;SG	N
királynő	皇后	királynő	皇后	N;NOM;SG	N
királynő	王后	királynő	王后	N;NOM;SG	N
buddhista	佛教	buddhista	佛教	N;NOM;SG	N
jelölt	質押	jelöl	質押		
tudomány	科學	tudomány	科學	N;NOM;SG	N
vezet	領先	vezet	領先	V;INDF;IND;SG;3;PRS;FIN;ACT	V
vezet	帶頭	vezet	帶頭	V;INDF;IND;SG;3;PRS;FIN;ACT	V
vezet	駕駛	vezet	駕駛	V;INDF;IND;SG;3;PRS;FIN;ACT	V
legfőbb	最高	fő	最高	ADJ;NOM;RL;SG	ADJ
hang	聲音	hang	聲音	N;NOM;SG	N
hang	音效	hang	音效	N;NOM;SG	N
hang	語音	hang	語音	N;NOM;SG	N
hang	嗓子	hang	嗓子	N;NOM;SG	N
hang	聲音	hang	聲音	N;NOM;SG	N
hang	音訊	hang	音訊	N;NOM;SG	N
téma	題目	téma	題目	N;NOM;SG	N
téma	話題	téma	話題	N;NOM;SG	N
téma	專題	téma	專題	N;NOM;SG	N
téma	主題	téma	主題	N;NOM;SG	N
téma	專題	téma	專題	N;NOM;SG	N
téma	主題	téma	主題	N;NOM;SG	N
eredete	原產	eredet	原產	N;NOM;SG	N
eredete	起源	eredet	起源	N;NOM;SG	N
társulat	劇團	társulat	劇團	N;NOM;SG	N
műfaj	類型	műfaj	類型	N;NOM;SG	N
műfaj	流派	műfaj	流派	N;NOM;SG	N
vallás	宗教	vallás	宗教	N;NOM;SG	N
vallás	宗教	vallás	宗教	N;NOM;SG	N
vallás	宗教	vallás	宗教	N;NOM;SG	N
keletre	東	keletr	東	N;ON+ALL;SG	N
keletre	東部	keletr	東部	N;ON+ALL;SG	N
keletre	東方	keletr	東方	N;ON+ALL;SG	N
keletre	東區	keletr	東區	N;ON+ALL;SG	N
pap	教士	pap	教士	N;NOM;SG	N
pap	神職	pap	神職	N;NOM;SG	N
pap	祭司	pap	祭司	N;NOM;SG	N
régió	區域	régió	區域	N;NOM;SG	N
keletkezett	生成	keletkezett	生成	V;INDF;IND;SG;3;PST;FIN;ACT	V
átlagos	平均	átlagos	平均	ADJ;NOM;SG	ADJ
történész	歷史	történész	歷史	N;NOM;SG	N
egyenes	直	egyenes	直		
barátja	男	barát	男	N;NOM;SG	N
barátja	男友	barát	男友	N;NOM;SG	N
lassan	緩慢	lassú	緩慢	ADJ;FRML;SG	ADJ
lassan	慢慢	lassú	慢慢	ADJ;FRML;SG	ADJ
kiállítás	展覽	kiállítás	展覽	N;NOM;SG	N
kiállítás	展品	kiállítás	展品	N;NOM;SG	N
kiállítás	展覽	kiállítás	展覽	N;NOM;SG	N
kiállítás	展	kiállítás	展	N;NOM;SG	N
kiállítás	展覽	kiállítás	展覽	N;NOM;SG	N
fesztivál	節慶	fesztivál	節慶	N;NOM;SG	N
fesztivál	節日	fesztivál	節日	N;NOM;SG	N
családok	家庭	családok	家庭	N;NOM;PL	N
nőtt	增加	nő	增加	V;INDF;IND;SG;3;PST;FIN;ACT	V
magazin	雜誌	magazin	雜誌	N;NOM;SG	N
esemény	事件	esemény	事件	N;NOM;SG	N
esemény	活動	esemény	活動	N;NOM;SG	N
esemény	事件	esemény	事件	N;NOM;SG	N
esemény	活動	esemény	活動	N;NOM;SG	N
ritka	難得	ritka	難得		
képviselők	代表	képviselő	代表	N;NOM;PL	N
képviselők	成員	képviselő	成員	N;NOM;PL	N
képviselők	國會	képviselő	國會	N;NOM;PL	N
határozat	決議	határozat	決議	N;NOM;SG	N
windows	窗	windows	窗	N;NOM;SG	N
érték	價值	ők	價值	N;NOM;SG	N
érték	價值	ők	價值	N;NOM;SG	N
érték	數值	ők	數值	N;NOM;SG	N
érték	值	ők	值	N;NOM;SG	N
érték	價值	ők	價值	N;NOM;SG	N
érték	數值	ők	數值	N;NOM;SG	N
érték	值	ők	值	N;NOM;SG	N
alkalmazni	適用	alkalmaz	適用	V;NFIN;ACT	V
szerelem	戀愛	szerelem	戀愛	N;NOM;SG	N
szerelem	愛情	szerelem	愛情	N;NOM;SG	N
stílus	樣式	stílus	樣式	N;NOM;SG	N
stílus	風格	stílus	風格	N;NOM;SG	N
kolostor	寺院	kolostor	寺院	N;NOM;SG	N
időszak	期間	időszak	期間	N;NOM;SG	N
dob	扔	dob	扔	V;INDF;IND;SG;3;PRS;FIN;ACT	V
dob	丟	dob	丟	V;INDF;IND;SG;3;PRS;FIN;ACT	V
torony	塔	torony	塔	N;NOM;SG	N
torony	塔台	torony	塔台	N;NOM;SG	N
műhely	購物	műhely	購物	N;NOM;SG	N
műhely	店鋪	műhely	店鋪	N;NOM;SG	N
műhely	店	műhely	店	N;NOM;SG	N
műhely	商店	műhely	商店	N;NOM;SG	N
városok	城鎮	város	城鎮	N;NOM;PL	N
városok	城市	város	城市	N;NOM;PL	N
színes	有色	színes	有色	N;NOM;SG	N
színes	彩色	színes	彩色	N;NOM;SG	N
színes	色彩繽	színes	色彩繽	N;NOM;SG	N
színes	色	színes	色	N;NOM;SG	N
színes	彩色	színes	彩色	N;NOM;SG	N
színes	顏色	színes	顏色	N;NOM;SG	N
színes	色彩	színes	色彩	N;NOM;SG	N
színes	彩色	színes	彩色	N;NOM;SG	N
színes	顏色	színes	顏色	N;NOM;SG	N
színes	色彩	színes	色彩	N;NOM;SG	N
színes	色彩繽	színes	色彩繽	N;NOM;SG	N
matematikus	數學	matematikus	數學	N;NOM;SG	N
információ	資訊	információ	資訊	N;NOM;SG	N
tiszta	純	tiszta	純		
vasút	鐵路	vasút	鐵路	N;NOM;SG	N
vasút	鐵道	vasút	鐵道	N;NOM;SG	N
vasút	鐵路	vasút	鐵路	N;NOM;SG	N
vasút	鐵道	vasút	鐵道	N;NOM;SG	N
vasút	鐵路	vasút	鐵路	N;NOM;SG	N
vasút	鐵路	vasút	鐵路	N;NOM;SG	N
vasút	鐵道	vasút	鐵道	N;NOM;SG	N
