קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
להשתמש	utilisez	השתמש	utiliser	V;NFIN	V;IMP;PL;2;PRS;FIN
לקראת	vers	לקראת	vers	ADP	ADP
בסיס	base	בסיס	base	N;MASC;SG	N;FEM;SG
בסיס	base	בסיס	base	N;MASC;SG	N;FEM;SG
בסיס	fondement	בסיס	fondement	N;MASC;SG	N;MASC;SG
לשעבר	anciennement	לשעבר	anciennement	ADV	ADV
לשעבר	jadis	לשעבר	jadis	ADV	ADV
לשעבר	auparavant	לשעבר	auparavant	ADV	ADV
לשעבר	autrefois	לשעבר	autrefois	ADV	ADV
נקודות	dots	נקודה	dot	N;FEM;PL	N;MASC;PL
נקודות	points	נקודה	point	N;FEM;PL	N;MASC;PL
נקודות	points	נקודה	point	N;FEM;PL	N;MASC;PL
נקודות	spots	נקודה	spot	N;FEM;PL	N;MASC;PL
נקודות	taches	נקודה	tache	N;FEM;PL	N;FEM;PL
קבוצה	groupe	קבוצה	groupe	N;FEM;SG	N;MASC;SG
קבוצה	équipe	קבוצה	équipe	N;FEM;SG	N;FEM;SG
קבוצה	equipe	קבוצה	equipe	N;FEM;SG	N;FEM;SG
הקרב	bataille	הקרב	bataille	N;MASC;SG	N;FEM;SG
הקרב	combat	הקרב	combat	N;MASC;SG	N;MASC;SG
שירים	poèmes	שיר	poème	N;MASC;PL	N;MASC;PL
שירים	chansons	שיר	chanson	N;MASC;PL	N;FEM;PL
עת	temps	עת	temps	N;FEM;SG	N;MASC;SG
עת	heure	עת	heure	N;FEM;SG	N;FEM;SG
תפקיד	rôle	תפקיד	rôle	N;MASC;SG	N;MASC;SG
למה	pourquoi	למה	pourquoi	ADV	ADV
נולדה	naître	נולד	naître	V;FEM;SG;3;PST;MID	V;NFIN
נולדה	né	נולד	naître	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נולדה	née	נולד	naître	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
שמות	noms	שם	nom	N;MASC;PL	N;MASC;PL
יחסית	comparativement	יחסית	comparativement	ADV	ADV
יחסית	relativement	יחסית	relativement	ADV	ADV
הקמת	etablissement	הקמה	etablissement	N;PSSD;FEM;SG	N;MASC;SG
הקמת	établissement	הקמה	établissement	N;PSSD;FEM;SG	N;MASC;SG
שערים	portails	שער	portail	N;MASC;PL	N;MASC;PL
שערים	vannes	שער	vanne	N;MASC;PL	N;MASC;PL
שערים	portes	שער	porte	N;MASC;PL	N;FEM;PL
שערים	portails	שער	portail	N;MASC;PL	N;MASC;PL
שערים	buts	שער	but	N;MASC;PL	N;MASC;PL
שערים	objectifs	שער	objectif	N;MASC;PL	N;MASC;PL
מערכות	systèmes	מערכת	système	N;FEM;PL	N;MASC;PL
ליצור	créer	יצר	créer	V;NFIN;ACT	V;NFIN
ליצור	créez	יצר	créer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
ליצור	crée	יצר	créer	V;NFIN;ACT	V;FEM;SG;PST;V.PTCP
ליצור	créent	יצר	créer	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
מטרים	compteurs	מטר	compteur	N;MASC;PL	N;MASC;PL
מטרים	mètres	מטר	mètre	N;MASC;PL	N;MASC;PL
מטרים	mètres	מטר	mètre	N;MASC;PL	N;MASC;PL
שר	char	שר	char	N;MASC;SG	N;MASC;SG
שר	chant	שר	chant	N;MASC;SG	N;MASC;SG
שר	ministre	שר	ministre	N;MASC;SG	N;MASC;SG
קו	ligne	קו	ligne	N;MASC;SG	N;FEM;SG
קו	line	קו	line	N;MASC;SG	N;SG
כסף	monnaie	כסף	monnaie	N;MASC;SG	N;FEM;SG
כסף	argent	כסף	argent	N;MASC;SG	N;MASC;SG
כסף	argent	כסף	argent	N;MASC;SG	N;MASC;SG
כסף	argenterie	כסף	argenterie	N;MASC;SG	N;FEM;SG
תמונות	photos	תמונה	photo	N;FEM;PL	N;FEM;PL
תמונות	photographies	תמונה	photographie	N;FEM;PL	N;FEM;PL
תמונות	images	תמונה	image	N;FEM;PL	N;FEM;PL
תמונות	photos	תמונה	photo	N;FEM;PL	N;FEM;PL
תמונות	images	תמונה	image	N;FEM;PL	N;FEM;PL
נשיא	présidente	נשיא	président	N;MASC;SG	N;FEM;SG
נשיא	président	נשיא	président	N;MASC;SG	N;MASC;SG
מוזיקה	musique	הוזיק	musique	N;FEM;SG	N;FEM;SG
חדשים	nouvelles	חדש	nouveau	ADJ;MASC;PL	ADJ;FEM;PL
חדשים	nouveaux	חדש	nouveau	ADJ;MASC;PL	ADJ;MASC;PL
מצב	état	מצב	état	N;MASC;SG	N;MASC;SG
מצב	statut	מצב	statut	N;MASC;SG	N;MASC;SG
מצב	mode	מצב	mode	N;MASC;SG	N;FEM;SG
מצב	situation	מצב	situation	N;MASC;SG	N;FEM;SG
מצב	état	מצב	état	N;MASC;SG	N;MASC;SG
מצב	condition	מצב	condition	N;MASC;SG	N;FEM;SG
היסטוריה	histoire	היסטוריה	histoire	N;FEM;SG	N;FEM;SG
שינוי	changement	שינוי	changement	N;MASC;SG	N;MASC;SG
כדורגל	football	כדורגל	football	N;MASC;SG	N;MASC;SG
כדורגל	foot	כדורגל	foot	N;MASC;SG	N;MASC;SG
כדורגל	soccer	כדורגל	soccer	N;MASC;SG	N;MASC;SG
כדורגל	football	כדורגל	football	N;MASC;SG	N;MASC;SG
ביקורת	revue	ביקורת	revue	N;FEM;SG	N;FEM;SG
ביקורת	examen	ביקורת	examen	N;FEM;SG	N;MASC;SG
ביקורת	révision	ביקורת	révision	N;FEM;SG	N;FEM;SG
עצמה	soi	עצמו	soi	PRO;FEM;SG;3;REFL	PRO;SG;3
שחקן	joueur	שחקן	joueur	N;MASC;SG	N;MASC;SG
שחקן	lecteur	שחקן	lecteur	N;MASC;SG	N;MASC;SG
שחקן	comédien	שחקן	comédien	N;MASC;SG	N;MASC;SG
שחקן	acteur	שחקן	acteur	N;MASC;SG	N;MASC;SG
משפט	essai	משפט	essai	N;MASC;SG	N;MASC;SG
משפט	procès	משפט	procès	N;MASC;SG	N;MASC;SG
משפט	tribunal	משפט	tribunal	N;MASC;SG	N;MASC;SG
משפט	cour	משפט	cour	N;MASC;SG	N;FEM;SG
משפט	phrase	משפט	phrase	N;MASC;SG	N;FEM;SG
משפט	sentence	משפט	sentence	N;MASC;SG	N;FEM;SG
משפט	peine	משפט	peine	N;MASC;SG	N;FEM;SG
אמריקאי	américaine	אמריקני	américain	ADJ;MASC;SG	ADJ;FEM;SG
אמריקאי	américain	אמריקני	américain	ADJ;MASC;SG	ADJ;MASC;SG
סרטים	films	סרט	film	N;MASC;PL	N;MASC;PL
סרטים	films	סרט	film	N;MASC;PL	N;MASC;PL
משפחה	famille	משפחה	famille	N;FEM;SG	N;FEM;SG
במקביל	simultanément	במקביל	simultanément	ADV	ADV
במקביל	parallèlement	במקביל	parallèlement	ADV	ADV
מזרח	orient	מזרח	orier	N;MASC;SG	N;MASC;SG
ערים	bourgs	עיר	bourg	N;FEM;PL	N;MASC;PL
ערים	villes	עיר	ville	N;FEM;PL	N;FEM;PL
הצליח	réussi	הצליח	réussir	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
שבע	sept	שבע	sept	NUM;FEM;SG	NUM
תהליך	processus	תהליך	processus	N;MASC;SG	N;MASC;SG
שיר	poème	שיר	poème	N;MASC;SG	N;MASC;SG
שיר	chant	שיר	chant	N;MASC;SG	N;MASC;SG
שיר	chanson	שיר	chanson	N;MASC;SG	N;FEM;SG
טלוויזיה	téléviseur	טלוויזיה	téléviseur	N;FEM;SG	N;MASC;SG
טלוויזיה	télévision	טלוויזיה	télévision	N;FEM;SG	N;FEM;SG
טלוויזיה	télé	טלוויזיה	télé	N;FEM;SG	N;FEM;SG
השתתף	participé	השתתף	participer	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
השתתף	participer	השתתף	participer	V;MASC;SG;3;PST	V;NFIN
השתתף	participé	השתתף	participer	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
חזר	retourné	חזר	retourner	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
חזר	retournée	חזר	retourner	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
אישים	personnalités	אישים	personnalité	N;MASC;PL	N;FEM;PL
גבוהה	haut	גבוה	haut	ADJ;FEM;SG	ADJ;MASC;SG
גבוהה	haute	גבוה	haut	ADJ;FEM;SG	ADJ;FEM;SG
גבוהה	élevé	גבוה	élevé	ADJ;FEM;SG	ADJ;MASC;SG
רוצה	vouloir	רצה	vouloir	V;MASC;SG;V.PTCP;ACT	V;NFIN
מעט	légèrement	מעט	légèrement	ADV	ADV
חברות	amitiés	חברה	amitié	N;FEM;PL	N;FEM;PL
חברות	compagnies	חברה	compagnie	N;FEM;PL	N;FEM;PL
חברות	entreprises	חברה	entreprise	N;FEM;PL	N;FEM;PL
חברות	sociétés	חברה	société	N;FEM;PL	N;FEM;PL
חברות	copines	חברה	copine	N;FEM;PL	N;FEM;PL
סיים	fini	סיים	finir	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סיים	terminée	סיים	terminer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
סיים	terminé	סיים	terminer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סיים	finir	סיים	finir	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	terminer	סיים	terminer	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	fait	סיים	faire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סיים	faite	סיים	faire	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
מבצע	fonctionnement	מבצע	fonctionnement	N;MASC;SG	N;MASC;SG
מבצע	opération	מבצע	opération	N;MASC;SG	N;FEM;SG
ברור	limpide	ברור	limpide	ADJ;MASC;SG	ADJ;MASC;SG
ברור	clair	ברור	clair	ADJ;MASC;SG	ADJ;MASC;SG
רשת	filet	רשת	filet	N;FEM;SG	N;MASC;SG
רשת	grid	רשת	grid	N;FEM;SG	N;MASC;SG
רשת	quadrillage	רשת	quadrillage	N;FEM;SG	N;MASC;SG
רשת	grille	רשת	grille	N;FEM;SG	N;FEM;SG
רשת	reseau	רשת	reseau	N;FEM;SG	N;MASC;SG
רשת	réseau	רשת	réseau	N;FEM;SG	N;MASC;SG
הערכים	valeurs	הערך	valeur	N;MASC;PL	N;FEM;PL
רקע	fond	רקע	fond	N;MASC;SG	N;MASC;SG
רקע	contexte	רקע	contexte	N;MASC;SG	N;MASC;SG
הגיעו	arrivés	הגיע	arriver	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
תיאטרון	théatre	תיאטרון	théatre	N;MASC;SG	N;MASC;SG
תיאטרון	théâtre	תיאטרון	théâtre	N;MASC;SG	N;MASC;SG
תיאטרון	théatre	תיאטרון	théatre	N;MASC;SG	N;MASC;SG
תיאטרון	théâtre	תיאטרון	théâtre	N;MASC;SG	N;MASC;SG
צורך	nécessité	צורך	nécessité	N;MASC;SG	N;FEM;SG
צורך	nécessité	צורך	nécessité	N;MASC;SG	N;FEM;SG
צורך	besoin	צורך	besoin	N;MASC;SG	N;MASC;SG
חדשה	nouveau	חדש	nouveau	ADJ;FEM;SG	ADJ;MASC;SG
חדשה	nouvelle	חדש	nouveau	ADJ;FEM;SG	ADJ;FEM;SG
אלבום	album	אלבום	album	N;MASC;SG	N;MASC;SG
גן	gène	גן	gène	N;MASC;SG	N;MASC;SG
גן	jardin	גן	jardin	N;MASC;SG	N;MASC;SG
עשרה	dix	עשרה	dix	NUM;MASC;SG	NUM
תמיד	toujours	תמיד	toujours	ADV	ADV
כלפי	vers	כלפי	vers	ADP	ADP
מחקר	etude	מחקר	etude	N;MASC;SG	N;FEM;SG
מחקר	étude	מחקר	étude	N;MASC;SG	N;FEM;SG
מחקר	recherche	מחקר	recherche	N;MASC;SG	N;FEM;SG
תרבות	culture	תרבות	culture	N;FEM;SG	N;FEM;SG
כללי	généralités	כלל	généralité	N;MASC;PL	N;FEM;PL
עונה	saison	עונה	saison	N;FEM;SG	N;FEM;SG
ארבע	quatre	ארבע	quatre	NUM;FEM;SG	NUM
חשיבות	importance	חשיבות	importance	N;FEM;SG	N;FEM;SG
חשיבות	signification	חשיבות	signification	N;FEM;SG	N;FEM;SG
חשיבות	importance	חשיבות	importance	N;FEM;SG	N;FEM;SG
סיום	achèvement	סיום	achèvement	N;MASC;SG	N;MASC;SG
סיום	end	סיום	end	N;MASC;SG	N;MASC;SG
סיום	fin	סיום	fin	N;MASC;SG	N;FEM;SG
ארבעה	quatre	ארבעה	quatre	NUM;MASC;SG	NUM
הכוחות	pouvoirs	הכוחה	pouvoir	N;FEM;PL	N;MASC;PL
הכוחות	forces	הכוחה	force	N;FEM;PL	N;FEM;PL
כדור	sphère	כדור	sphère	N;MASC;SG	N;FEM;SG
כדור	boule	כדור	boule	N;MASC;SG	N;FEM;SG
כדור	balle	כדור	balle	N;MASC;SG	N;FEM;SG
כדור	ballon	כדור	ballon	N;MASC;SG	N;MASC;SG
כדור	balle	כדור	balle	N;MASC;SG	N;FEM;SG
כדור	bullet	כדור	bullet	N;MASC;SG	N;MASC;SG
עשר	dix	עשר	dix	NUM;FEM;SG	NUM
עבד	fonctionné	עבד	fonctionner	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
עבד	travaillé	עבד	travailler	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
שער	porte	שער	porte	N;MASC;SG	N;FEM;SG
שער	objectif	שער	objectif	N;MASC;SG	N;MASC;SG
שער	but	שער	but	N;MASC;SG	N;MASC;SG
שער	passerelle	שער	passerelle	N;MASC;SG	N;FEM;SG
שער	gateway	שער	gateway	N;MASC;SG	N;MASC;SG
סביב	autour	סביב	autour	ADV	ADV
סביב	alentour	סביב	alentour	ADV	ADV
גבוה	haut	גבוה	haut	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	haute	גבוה	haut	ADJ;MASC;SG	ADJ;FEM;SG
גבוה	élevé	גבוה	élevé	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	supérieur	גבוה	supérieur	ADJ;MASC;SG	ADJ;MASC;SG
אכן	effectivement	אכן	effectivement	ADV	ADV
יודע	connaitre	ידע	connaître	V;MASC;SG;V.PTCP;ACT	V;NFIN
יודע	connaître	ידע	connaître	V;MASC;SG;V.PTCP;ACT	V;NFIN
יודע	savoir	ידע	savoir	V;MASC;SG;V.PTCP;ACT	V;NFIN
פה	ici	פה	ici	ADV	ADV
בלי	sans	בלי	sans	ADP	ADP
הוקם	établie	הוקם	établir	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוקם	établi	הוקם	établir	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוקם	érigée	הוקם	ériger	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוקם	érigé	הוקם	ériger	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
סמל	symbole	סמל	symbole	N;MASC;SG	N;MASC;SG
סמל	sergent	סמל	sergent	N;MASC;SG	N;MASC;SG
סמל	adjudant	סמל	adjuder	N;MASC;SG	N;MASC;SG
סמל	icône	סמל	icône	N;MASC;SG	N;FEM;SG
ראה	voir	ראה	voir	V;MASC;SG;3;PST;ACT	V;NFIN
גביע	trophée	גביע	trophée	N;MASC;SG	N;MASC;SG
גביע	trophy	גביע	trophy	N;MASC;SG	N;MASC;SG
גביע	gobelet	גביע	gobelet	N;MASC;SG	N;MASC;SG
גביע	tasse	גביע	tasse	N;MASC;SG	N;FEM;SG
גביע	coupe	גביע	coupe	N;MASC;SG	N;FEM;SG
משהו	quelquechose	משהו	quelquechose	N;MASC;SG	N;MASC;SG
דולר	dollar	דולר	dollar	N;MASC;SG	N;MASC;SG
הופיע	apparu	הופיע	apparaître	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הופיע	apparut	הופיע	apparaître	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיע	paru	הופיע	paraître	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הופיע	parut	הופיע	paraître	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מדליות	médailles	מדלית	médaille	N;FEM;PL	N;FEM;PL
חיילים	soldats	חייל	soldat	N;MASC;PL	N;MASC;PL
חיילים	troupes	חייל	troupe	N;MASC;PL	N;FEM;PL
דגל	pavillon	דגל	pavillon	N;MASC;SG	N;MASC;SG
דגל	flag	דגל	flag	N;MASC;SG	N;MASC;SG
דגל	drapeau	דגל	drapeau	N;MASC;SG	N;MASC;SG
מלחמה	guerre	מלחמה	guerre	N;FEM;SG	N;FEM;SG
מלחמה	war	מלחמה	war	N;FEM;SG	N;SG
צפון	nord	צפון	nord	N;MASC;SG	N;MASC;SG
צפון	nord	צפון	nord	N;MASC;SG	N;MASC;SG
כנראה	surement	כנראה	surement	ADV	ADV
כנראה	probablement	כנראה	probablement	ADV	ADV
כנראה	sûrement	כנראה	sûrement	ADV	ADV
כנראה	apparemment	כנראה	apparemment	ADV	ADV
כנראה	apparement	כנראה	apparement	ADV	ADV
בעלות	appropriation	בעלות	appropriation	N;FEM;SG	N;FEM;SG
בעלות	propriété	בעלות	propriété	N;FEM;SG	N;FEM;SG
ללמוד	apprenez	למד	apprendre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
ללמוד	apprendre	למד	apprendre	V;NFIN;ACT	V;NFIN
ללמוד	apprends	למד	apprendre	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
פרק	chapitre	פרק	chapitre	N;MASC;SG	N;MASC;SG
פרק	épisode	פרק	épisode	N;MASC;SG	N;MASC;SG
פרק	episode	פרק	episoder	N;MASC;SG	N;MASC;SG
המשיך	continué	המשיך	continuer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
חברה	copine	חברה	copine	N;FEM;SG	N;FEM;SG
חברה	compagnie	חברה	compagnie	N;FEM;SG	N;FEM;SG
חברה	société	חברה	société	N;FEM;SG	N;FEM;SG
חברה	gars	חברה	gars	N;FEM;SG	N;MASC;SG
חברה	ami	חברה	ami	N;FEM;SG	N;MASC;SG
חברה	amie	חברה	amie	N;FEM;SG	N;FEM;SG
דירוג	notation	דירוג	notation	N;MASC;SG	N;FEM;SG
דירוג	cotation	דירוג	cotation	N;MASC;SG	N;FEM;SG
דירוג	cote	דירוג	cote	N;MASC;SG	N;FEM;SG
דירוג	classement	דירוג	classement	N;MASC;SG	N;MASC;SG
הוקמה	établie	הוקם	établir	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוקמה	établi	הוקם	établir	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
טובה	bien	None	bien	ADV	ADV
שדה	champ	שדה	champ	N;MASC;SG	N;MASC;SG
שדה	domaine	שדה	domaine	N;MASC;SG	N;MASC;SG
מתחת	sous	מתחת	sous	ADP	ADP
הפכה	devenu	הפך	devenir	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
הפכה	devenue	הפך	devenir	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
הפכה	devint	הפך	devenir	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
אליפות	championnat	אליפות	championnat	N;FEM;SG	N;MASC;SG
משחקים	jeux	משחק	jeu	N;MASC;PL	N;MASC;PL
שניות	secondes	שנייה	seconde	N;FEM;PL	N;FEM;PL
שירות	service	שירות	service	N;MASC;SG	N;MASC;SG
גדולים	grands	גדול	grand	ADJ;MASC;PL	ADJ;MASC;PL
גדולים	grandes	גדול	grand	ADJ;MASC;PL	ADJ;FEM;PL
למנוע	empêcher	מנע	empêcher	V;NFIN;ACT	V;NFIN
למנוע	prévenir	מנע	prévenir	V;NFIN;ACT	V;NFIN
ספורט	sport	ספורט	sport	N;MASC;SG	N;MASC;SG
ספורט	sport	ספורט	sport	N;MASC;SG	N;MASC;SG
שיא	record	שיא	record	N;MASC;SG	N;MASC;SG
שיא	apogée	שיא	apogée	N;MASC;SG	N;MASC;SG
שיא	climax	שיא	climax	N;MASC;SG	N;MASC;SG
שיא	orgasme	שיא	orgasme	N;MASC;SG	N;MASC;SG
שיא	apogée	שיא	apogée	N;MASC;SG	N;MASC;SG
שיא	pic	שיא	pic	N;MASC;SG	N;MASC;SG
שיא	crête	שיא	crête	N;MASC;SG	N;FEM;SG
מס	taxe	מס	taxe	N;MASC;SG	N;FEM;SG
מס	fiscalité	מס	fiscalité	N;MASC;SG	N;FEM;SG
מס	impôt	מס	impôt	N;MASC;SG	N;MASC;SG
צוות	personnel	צוות	personnel	N;FEM;SG	N;MASC;SG
צוות	équipage	צוות	équipage	N;FEM;SG	N;MASC;SG
צוות	équipe	צוות	équipe	N;FEM;SG	N;FEM;SG
צוות	equipe	צוות	equipe	N;FEM;SG	N;FEM;SG
נושא	thème	נושא	thème	N;MASC;SG	N;MASC;SG
נושא	sujet	נושא	sujet	N;MASC;SG	N;MASC;SG
נושא	thème	נושא	thème	N;MASC;SG	N;MASC;SG
נושא	objet	נושא	objet	N;MASC;SG	N;MASC;SG
נושא	sujet	נושא	sujet	N;MASC;SG	N;MASC;SG
גיל	ère	גיל	ère	N;MASC;SG	N;FEM;SG
גיל	age	גיל	age	N;MASC;SG	N;MASC;SG
גיל	âge	גיל	âge	N;MASC;SG	N;MASC;SG
עורך	rédacteur	עורך	rédacteur	N;MASC;SG	N;MASC;SG
עורך	éditeur	עורך	éditeur	N;MASC;SG	N;MASC;SG
עורך	rédactrice	עורך	rédacteur	N;MASC;SG	N;FEM;SG
עורך	editeur	עורך	editeur	N;MASC;SG	N;MASC;SG
הרכבת	train	הרכבה	train	N;FEM;SG	N;MASC;SG
מסע	voyage	מסע	voyage	N;MASC;SG	N;MASC;SG
מסע	voyage	מסע	voyage	N;MASC;SG	N;MASC;SG
מסע	journey	מסע	journey	N;MASC;SG	N;MASC;SG
מסע	parcours	מסע	parcours	N;MASC;SG	N;MASC;SG
בעיות	problèmes	בעיה	problème	N;FEM;PL	N;MASC;PL
בעיות	problèmes	בעיה	problème	N;FEM;PL	N;MASC;PL
מערב	occident	מערב	occident	N;MASC;SG	N;MASC;SG
מערב	ouest	מערב	ouest	N;MASC;SG	N;MASC;SG
מערב	ouest	מערב	ouest	N;MASC;SG	N;MASC;SG
מערב	western	מערב	western	N;MASC;SG	N;MASC;SG
עברה	déplacé	עבר	déplacer	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
עברה	ému	עבר	émouvoir	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
עברה	déménagé	עבר	déménager	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
עברה	déplacée	עבר	déplacer	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
חושב	réfléchir	חשב	réfléchir	V;MASC;SG;V.PTCP;ACT	V;NFIN
חושב	pensant	חשב	penser	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
חושב	penser	חשב	penser	V;MASC;SG;V.PTCP;ACT	V;NFIN
חושב	penser	חשב	penser	V;MASC;SG;V.PTCP;ACT	V;NFIN
חושב	réfléchir	חשב	réfléchir	V;MASC;SG;V.PTCP;ACT	V;NFIN
לידה	naissance	לידה	naissance	N;FEM;SG	N;FEM;SG
בדיוק	exactement	בדיוק	exactement	ADV	ADV
שעות	horaires	שעה	horaire	N;FEM;PL	N;MASC;PL
שעות	heures	שעה	heure	N;FEM;PL	N;FEM;PL
הצטרף	joindre	הצטרף	joindre	V;MASC;SG;3;PST	V;NFIN
הצטרף	adhérer	הצטרף	adhérer	V;MASC;SG;3;PST	V;NFIN
הצטרף	rejoindre	הצטרף	rejoindre	V;MASC;SG;3;PST	V;NFIN
הצטרף	rejoint	הצטרף	rejoindre	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
נכתב	ecrit	נכתב	ecrire	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נכתב	écrite	נכתב	écrire	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נכתב	écrit	נכתב	écrire	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
הקשר	contexte	הקשר	contexte	N;MASC;SG	N;MASC;SG
ממש	vraiment	ממש	vraiment	ADV	ADV
ממש	réellement	ממש	réellement	ADV	ADV
האוניברסיטה	université	האוניברסיטה	université	N;FEM;SG	N;FEM;SG
אמר	dit	אמר	dire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
לתת	donner	נתן	donner	V;NFIN;ACT	V;NFIN
לתת	donne	נתן	donner	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לתת	donnez	נתן	donner	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
הימים	jours	הימה	jour	N;MASC;PL	N;MASC;PL
הימים	journées	הימה	journée	N;MASC;PL	N;FEM;PL
חדשות	nouveautés	חדשות	nouveauté	N;FEM;PL	N;FEM;PL
חדשות	actualités	חדשות	actualité	N;FEM;PL	N;FEM;PL
סיפור	récit	סיפור	récit	N;MASC;SG	N;MASC;SG
מיוחד	spécial	מיוחד	spécial	ADJ;MASC;SG	ADJ;MASC;SG
מיוחד	spéciale	מיוחד	spécial	ADJ;MASC;SG	ADJ;FEM;SG
חינוך	enseignement	חינוך	enseignement	N;MASC;SG	N;MASC;SG
חינוך	éducation	חינוך	éducation	N;MASC;SG	N;FEM;SG
הצי	flotte	הצי	flotte	N;MASC;SG	N;FEM;SG
תרגום	traduction	תרגום	traduction	N;MASC;SG	N;FEM;SG
פרסם	publier	פרסם	publier	V;MASC;SG;3;PST;ACT	V;NFIN
פרסם	publiée	פרסם	publier	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
פרסם	affiché	פרסם	afficher	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פרסם	posté	פרסם	posté	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פרסם	publié	פרסם	publier	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פרסם	annoncer	פרסם	annoncer	V;MASC;SG;3;PST;ACT	V;NFIN
פרסם	publier	פרסם	publier	V;MASC;SG;3;PST;ACT	V;NFIN
פרסם	publiée	פרסם	publier	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
פרסם	publié	פרסם	publier	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
לבסוף	éventuellement	לבסוף	éventuellement	ADV	ADV
לבסוף	finalement	לבסוף	finalement	ADV	ADV
לבסוף	enfin	לבסוף	enfin	ADV	ADV
לבסוף	finalement	לבסוף	finalement	ADV	ADV
מישהו	someone	מישהו	someone	N;MASC;SG	N;MASC;SG
קרן	fondement	קרן	fondement	N;FEM;SG	N;MASC;SG
קרן	fondation	קרן	fondation	N;FEM;SG	N;FEM;SG
קרן	fonds	קרן	fonds	N;FEM;SG	N;MASC;SG
הסכם	accord	הסכם	accord	N;MASC;SG	N;MASC;SG
חברים	amies	חבר	amie	N;MASC;PL	N;FEM;PL
חברים	amis	חבר	ami	N;MASC;PL	N;MASC;PL
גוף	organisme	גוף	organisme	N;MASC;SG	N;MASC;SG
גוף	carrosserie	גוף	carrosserie	N;MASC;SG	N;FEM;SG
גוף	organe	גוף	organe	N;MASC;SG	N;MASC;SG
גוף	corps	גוף	corps	N;MASC;SG	N;MASC;SG
רואה	voir	ראה	voir	V;MASC;SG;V.PTCP;ACT	V;NFIN
