categoría	категорія	categoría	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
línea	рядка	línea	рядок	N;FEM;SG	N;INAN;GEN;MASC;SG
francisco	франциск	francisco	франциск	N;MASC;SG	N;ANIM;NOM;MASC;SG
siguiente	наступний	siguiente	наступний	ADJ;SG	ADJ;NOM;MASC;SG
siguiente	наступна	siguiente	наступний	ADJ;SG	ADJ;NOM;FEM;SG
siguiente	наступне	siguiente	наступний	ADJ;SG	ADJ;NOM;NEUT;SG
área	область	área	область	N;FEM;SG	N;INAN;NOM;FEM;SG
área	ділянка	área	ділянка	N;FEM;SG	N;INAN;NOM;FEM;SG
área	площа	área	площа	N;FEM;SG	N;INAN;NOM;FEM;SG
área	місцевість	área	місцевість	N;FEM;SG	N;INAN;NOM;FEM;SG
grandes	великі	grande	великий	ADJ;PL	ADJ;NOM;PL
grandes	великих	grande	великий	ADJ;PL	ADJ;ANIM;ACC;PL
grandes	великі	grande	великий	ADJ;PL	ADJ;NOM;PL
censo	перепис	censo	перепис	N;MASC;SG	N;INAN;NOM;MASC;SG
liga	ліга	liga	ліг	N;FEM;SG	N;INAN;NOM;FEM;SG
liga	ліга	liga	ліг	N;FEM;SG	N;INAN;NOM;FEM;SG
muerte	смерть	muerte	смерть	N;FEM;SG	N;INAN;NOM;FEM;SG
medio	півтори	medio	півтори	NUM;MASC;SG	NUM;NOM
política	політика	política	політика	N;FEM;SG	N;INAN;NOM;FEM;SG
política	політикою	política	політика	N;FEM;SG	N;INAN;INS;FEM;SG
política	політика	política	політика	N;FEM;SG	N;INAN;NOM;FEM;SG
menos	менше	menos	менше	ADV	ADV;CMPR
largo	довгий	largo	довгий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
largo	довга	largo	довга	ADJ;MASC;SG	ADJ;NOM;FEM;SG
buenos	хороші	buen	хороший	ADJ;MASC;PL	ADJ;NOM;PL
buenos	гарні	buen	гарний	ADJ;MASC;PL	ADJ;NOM;PL
hijo	сина	hijo	син	N;MASC;SG	N;ANIM;NOM;MASC;SG
hijo	сину	hijo	син	N;MASC;SG	N;ANIM;VOC;MASC;SG
hijo	син	hijo	син	N;MASC;SG	N;ANIM;NOM;MASC;SG
algunas	дехто	alguno	дехто	PRO;FEM;PL	PRO;ANIM;NOM
carrera	кар	carrera	кар.	N;FEM;SG	N;INAN;NOM;FEM;SG
carrera	забіг	carrera	забігти	N;FEM;SG	N;INAN;NOM;MASC;SG
carrera	раса	carrera	рас	N;FEM;SG	N;INAN;NOM;FEM;SG
pueblo	містечко	pueblo	містечко	N;MASC;SG	N;INAN;NOM;NEUT;SG
pueblo	місто	pueblo	місто	N;MASC;SG	N;INAN;NOM;NEUT;SG
pueblo	народ	pueblo	народ	N;MASC;SG	N;INAN;NOM;MASC;SG
pueblo	село	pueblo	село	N;MASC;SG	N;INAN;NOM;NEUT;SG
departamento	департамент	departamento	департамент	N;MASC;SG	N;INAN;NOM;MASC;SG
departamento	відділ	departamento	відділ	N;MASC;SG	N;INAN;NOM;MASC;SG
departamento	квартира	departamento	квартира	N;MASC;SG	N;INAN;NOM;FEM;SG
localidades	місць	localidad	місце	N;FEM;PL	N;INAN;GEN;NEUT;PL
localidades	місця	localidad	місце	N;FEM;PL	N;INAN;NOM;NEUT;PL
localidades	місцини	localidad	місцина	N;FEM;PL	N;INAN;NOM;FEM;PL
localidades	адреси	localidad	адреса	N;FEM;PL	N;INAN;NOM;FEM;PL
localidades	місця	localidad	місце	N;FEM;PL	N;INAN;NOM;NEUT;PL
hizo	рахував	hacer	рахувати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
veces	часи	vez	час	N;FEM;PL	N;INAN;NOM;MASC;PL
reino	царство	reino	царство	N;MASC;SG	N;INAN;NOM;NEUT;SG
reino	королівство	reino	королівство	N;MASC;SG	N;INAN;NOM;NEUT;SG
central	центральний	central	центральний	ADJ;SG	ADJ;NOM;MASC;SG
central	центральна	central	центральний	ADJ;SG	ADJ;NOM;FEM;SG
ejemplo	зразок	ejemplo	зразок	N;MASC;SG	N;INAN;NOM;MASC;SG
ejemplo	приклад	ejemplo	приклад	N;MASC;SG	N;INAN;NOM;MASC;SG
ejemplo	зразка	ejemplo	зразка	N;MASC;SG	N;INAN;NOM;MASC;SG
ejemplo	приклад	ejemplo	приклад	N;MASC;SG	N;INAN;NOM;MASC;SG
género	жанр	género	жанр	N;MASC;SG	N;INAN;NOM;MASC;SG
género	стать	género	стать	N;MASC;SG	N;INAN;NOM;FEM;SG
género	рід	género	рід	N;MASC;SG	N;INAN;NOM;MASC;SG
padre	батька	padre	батько	N;MASC;SG	N;ANIM;ACC;MASC;SG
padre	батько	padre	батько	N;MASC;SG	N;ANIM;NOM;MASC;SG
padre	батьку	padre	батько	N;MASC;SG	N;ANIM;VOC;MASC;SG
padre	отець	padre	отець	N;MASC;SG	N;ANIM;NOM;MASC;SG
campo	поле	campo	поле	N;MASC;SG	N;INAN;NOM;NEUT;SG
campo	табір	campo	табір	N;MASC;SG	N;INAN;NOM;MASC;SG
isla	острів	isla	острів	N;FEM;SG	N;INAN;NOM;MASC;SG
hacer	зробити	hacer	зробити	V;NFIN	V;PFV;NFIN
hacer	творити	hacer	творити	V;NFIN	V;IPFV;NFIN
conocido	відома	conocido	відомий	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
conocido	відоме	conocido	відомий	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
países	країн	país	країна	N;MASC;PL	N;INAN;GEN;FEM;PL
países	країни	país	країна	N;MASC;PL	N;INAN;NOM;FEM;PL
frente	фронт	frente	фронт	N	N;INAN;NOM;MASC;SG
frente	чоло	frente	чоло	N	N;INAN;NOM;NEUT;SG
frente	лоб	frente	лоб	N	N;INAN;NOM;MASC;SG
antonio	антоній	antonio	антоній	N;MASC;SG	N;ANIM;NOM;MASC;SG
director	режисер	director	режисер	N;MASC;SG	N;ANIM;NOM;MASC;SG
director	директор	director	директор	N;MASC;SG	N;ANIM;NOM;MASC;SG
días	днів	día	день	N;MASC;PL	N;INAN;GEN;MASC;PL
días	дні	día	день	N;MASC;PL	N;INAN;NOM;MASC;PL
española	іспанською	español	іспанський	ADJ;FEM;SG	ADJ;INS;FEM;SG
española	іспанської	español	іспанський	ADJ;FEM;SG	ADJ;GEN;FEM;SG
española	іспанська	español	іспанський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
partir	їзду	partir	їзда	N	N;INAN;GEN;MASC;SG
versión	версія	versión	версія	N;FEM;SG	N;INAN;NOM;FEM;SG
actual	поточний	actual	поточний	ADJ;SG	ADJ;NOM;MASC;SG
actual	поточна	actual	поточний	ADJ;SG	ADJ;NOM;FEM;SG
momento	момент	momento	момент	N;MASC;SG	N;INAN;NOM;MASC;SG
momento	мить	momento	мить	N;MASC;SG	N;INAN;ACC;FEM;SG
lista	готовність	lista	готовність	N;FEM;SG	N;INAN;NOM;FEM;SG
lista	перелік	lista	перелік	N;FEM;SG	N;INAN;NOM;MASC;SG
lista	список	lista	список	N;FEM;SG	N;INAN;NOM;MASC;SG
densidad	щільність	densidad	щільність	N;FEM;SG	N;INAN;NOM;FEM;SG
densidad	щільності	densidad	щільність	N;FEM;SG	N;INAN;GEN;FEM;SG
campeonato	чемпіонат	campeonato	чемпіонат	N;MASC;SG	N;INAN;NOM;MASC;SG
tarde	пізно	tarde	пізно	ADV	ADV
tarde	запізно	tarde	запізно	ADV	ADV
ejército	армії	ejército	армія	N;MASC;SG	N;INAN;GEN;FEM;SG
ejército	армія	ejército	армія	N;MASC;SG	N;INAN;NOM;FEM;SG
ejército	військо	ejército	військо	N;MASC;SG	N;INAN;NOM;NEUT;SG
porque	адже	porque	адже	CONJ	CONJ
porque	бо	porque	бо	CONJ	CONJ
estación	станція	estación	станція	N;FEM;SG	N;INAN;NOM;FEM;SG
estación	вокзал	estación	вокзал	N;FEM;SG	N;INAN;NOM;MASC;SG
observatorio	обсерваторія	observatorio	обсерваторія	N;MASC;SG	N;INAN;NOM;FEM;SG
actualmente	зараз	actualmente	зараз	ADV	ADV
actualmente	наразі	actualmente	наразі	ADV	ADV
desarrollo	розвитку	desarrollo	розвиток	N;MASC;SG	N;INAN;GEN;MASC;SG
desarrollo	розвиток	desarrollo	розвиток	N;MASC;SG	N;INAN;NOM;MASC;SG
desarrollo	розробка	desarrollo	розробка	N;MASC;SG	N;INAN;NOM;FEM;SG
escuela	школа	escuela	школа	N;FEM;SG	N;INAN;NOM;FEM;SG
escuela	училище	escuela	училище	N;FEM;SG	N;INAN;NOM;NEUT;SG
programa	програма	programa	програма	N;MASC;SG	N;INAN;NOM;FEM;SG
programa	програма	programa	програма	N;MASC;SG	N;INAN;NOM;FEM;SG
información	інформація	información	інформація	N;FEM;SG	N;INAN;NOM;FEM;SG
información	інформація	información	інформація	N;FEM;SG	N;INAN;NOM;FEM;SG
importante	важлива	importante	важливий	ADJ;SG	ADJ;NOM;FEM;SG
importante	важливий	importante	важливий	ADJ;SG	ADJ;NOM;MASC;SG
importante	важливе	importante	важливий	ADJ;SG	ADJ;NOM;NEUT;SG
último	останній	último	останній	ADJ;MASC;SG	ADJ;NOM;MASC;SG
último	остання	último	останній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
último	останнє	último	останній	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
último	остання	último	останній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
canciones	пісень	canción	пісня	N;FEM;PL	N;INAN;GEN;FEM;PL
canciones	пісні	canción	пісня	N;FEM;PL	N;INAN;NOM;FEM;PL
uso	користування	uso	користування	N;MASC;SG	N;INAN;NOM;NEUT;SG
uso	використання	uso	використання	N;MASC;SG	N;INAN;NOM;NEUT;SG
uso	користування	uso	користування	N;MASC;SG	N;INAN;NOM;NEUT;SG
uso	використання	uso	використання	N;MASC;SG	N;INAN;NOM;NEUT;SG
juegos	ігри	juego	ігра	N;MASC;PL	N;INAN;NOM;MASC;PL
juegos	ігри	juego	ігра	N;MASC;PL	N;INAN;NOM;MASC;PL
localidad	кредитування	localidad	кредитування	N;FEM;SG	N;INAN;NOM;NEUT;SG
base	основа	base	основа	N;SG	N;INAN;NOM;FEM;SG
base	база	base	база	N;SG	N;INAN;NOM;FEM;SG
base	основою	base	основа	N;SG	N;INAN;INS;FEM;SG
punto	крапка	punto	крапка	N;MASC;SG	N;INAN;NOM;FEM;SG
punto	точка	punto	точка	N;MASC;SG	N;INAN;NOM;FEM;SG
punto	точку	punto	точка	N;MASC;SG	N;INAN;ACC;FEM;SG
posición	розташування	posición	розташування	N;FEM;SG	N;INAN;NOM;NEUT;SG
posición	позиція	posición	позиція	N;FEM;SG	N;INAN;NOM;FEM;SG
posición	положення	posición	положення	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	розміщення	ubicación	розміщення	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	розташування	ubicación	розташування	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	розміщення	ubicación	розміщення	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	місцезнаходження	ubicación	місцезнаходження	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	локація	ubicación	локація	N;FEM;SG	N;INAN;NOM;FEM;SG
ubicación	місце	ubicación	місце	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	розташування	ubicación	розташування	N;FEM;SG	N;INAN;NOM;NEUT;SG
partidos	матчів	partido	матч	N;MASC;PL	N;INAN;GEN;MASC;PL
partidos	сірники	partido	сірник	N;MASC;PL	N;INAN;NOM;MASC;PL
grupos	групи	grupo	група	N;MASC;PL	N;INAN;NOM;FEM;PL
grupos	груп	grupo	група	N;MASC;PL	N;INAN;GEN;FEM;PL
grupos	спільноти	grupo	спільнота	N;MASC;PL	N;INAN;NOM;FEM;PL
miembros	учасники	miembro	учасник	N;MASC;PL	N;ANIM;NOM;MASC;PL
miembros	члени	miembro	член	N;MASC;PL	N;ANIM;NOM;MASC;PL
capital	капітал	capital	капітал	N;FEM;SG	N;INAN;NOM;MASC;SG
capital	столиця	capital	столиця	N;FEM;SG	N;INAN;NOM;FEM;SG
teatro	театрі	teatro	театр	N;MASC;SG	N;INAN;DAT;MASC;SG
teatro	театр	teatro	театр	N;MASC;SG	N;INAN;NOM;MASC;SG
teatro	театр	teatro	театр	N;MASC;SG	N;INAN;NOM;MASC;SG
manera	спосіб	manera	спосіб	N;FEM;SG	N;INAN;NOM;MASC;SG
manera	шлях	manera	шлях	N;FEM;SG	N;INAN;NOM;MASC;SG
laboratorio	лабораторія	laboratorio	лабораторія	N;MASC;SG	N;INAN;NOM;FEM;SG
socorro	рельєф	socorro	рельєф	N;MASC;SG	N;INAN;NOM;MASC;SG
socorro	полегшенням	socorro	полегшення	N;MASC;SG	N;INAN;INS;NEUT;SG
libro	книжка	libro	книжка	N;MASC;SG	N;INAN;NOM;FEM;SG
libro	книга	libro	книга	N;MASC;SG	N;INAN;NOM;FEM;SG
estudios	студій	estudio	студія	N;MASC;PL	N;INAN;GEN;FEM;PL
diferentes	різні	diferente	різний	ADJ;PL	ADJ;NOM;PL
diferentes	різних	diferente	різний	ADJ;PL	ADJ;ACC;PL
diferentes	відмінні	diferente	відмінний	ADJ;PL	ADJ;NOM;PL
nivel	рівень	nivel	рівень	N;MASC;SG	N;INAN;NOM;MASC;SG
mayoría	більшість	mayoría	більшість	N;FEM;SG	N;INAN;NOM;FEM;SG
mayoría	більшістю	mayoría	більшість	N;FEM;SG	N;INAN;INS;FEM;SG
unión	союз	unión	союз	N;FEM;SG	N;INAN;NOM;MASC;SG
edad	вік	edad	вік	N;FEM;SG	N;INAN;NOM;MASC;SG
edad	ера	edad	ера	N;FEM;SG	N;INAN;NOM;FEM;SG
edad	доба	edad	доба	N;FEM;SG	N;INAN;NOM;FEM;SG
artículos	статті	artículo	стаття	N;MASC;PL	N;INAN;NOM;FEM;PL
artículos	статтями	artículo	стаття	N;MASC;PL	N;INAN;INS;FEM;PL
artículos	статей	artículo	стаття	N;MASC;PL	N;INAN;GEN;FEM;PL
artículos	елементів	artículo	елемент	N;MASC;PL	N;INAN;GEN;MASC;PL
artículos	пункти	artículo	пункт	N;MASC;PL	N;INAN;NOM;MASC;PL
artículos	елементи	artículo	елемент	N;MASC;PL	N;INAN;NOM;MASC;PL
juego	гра	juego	гра	N;MASC;SG	N;INAN;NOM;FEM;SG
juego	гру	juego	гра	N;MASC;SG	N;INAN;ACC;FEM;SG
juego	азарт	juego	азарт	N;MASC;SG	N;INAN;NOM;MASC;SG
arte	мистецтво	arte	мистецтво	N;SG	N;INAN;NOM;NEUT;SG
arte	мистецтво	arte	мистецтво	N;SG	N;INAN;NOM;NEUT;SG
arte	графіка	arte	графіка	N;SG	N;INAN;NOM;FEM;SG
especies	види	especie	вид	N;FEM;PL	N;INAN;NOM;MASC;PL
europa	уєфа	europa	увфа	N;FEM;SG	N;INAN;NOM;NEUT;SG
estilo	стиль	estilo	стиль	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кінематограф	cine	кінематограф	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кіно	cine	кіно	N;MASC;SG	N;INAN;NOM;NEUT;SG
cine	фільм	cine	фільм	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кіно	cine	кіно	N;MASC;SG	N;INAN;NOM;NEUT;SG
cine	кіно	cine	кіно	N;MASC;SG	N;INAN;NOM;NEUT;SG
cine	фільм	cine	фільм	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	плівка	cine	плівка	N;MASC;SG	N;INAN;NOM;FEM;SG
proyecto	проект	proyecto	проект	N;MASC;SG	N;INAN;NOM;MASC;SG
center	центр	center	центр	N;MASC;SG	N;INAN;NOM;MASC;SG
selección	вибір	selección	вибір	N;FEM;SG	N;INAN;NOM;MASC;SG
costa	узбережжя	costa	узбережжя	N;FEM;SG	N;INAN;NOM;NEUT;SG
costa	берег	costa	берег	N;FEM;SG	N;INAN;NOM;MASC;SG
equipos	команди	equipo	команда	N;MASC;PL	N;INAN;NOM;FEM;PL
origen	джерело	origen	джерело	N;MASC;SG	N;INAN;NOM;NEUT;SG
origen	походження	origen	походження	N;MASC;SG	N;INAN;NOM;NEUT;SG
origen	джерело	origen	джерело	N;MASC;SG	N;INAN;NOM;NEUT;SG
código	код	código	код	N;MASC;SG	N;INAN;NOM;MASC;SG
museo	музей	museo	музей	N;MASC;SG	N;INAN;NOM;MASC;SG
puntos	крапок	punto	крапка	N;MASC;PL	N;INAN;GEN;FEM;PL
puntos	крапки	punto	крапка	N;MASC;PL	N;INAN;NOM;FEM;PL
puntos	точки	punto	точка	N;MASC;PL	N;INAN;NOM;FEM;PL
puntos	очки	punto	очка	N;MASC;PL	N;INAN;NOM;MASC;PL
puntos	пункти	punto	пункт	N;MASC;PL	N;INAN;NOM;MASC;PL
puntos	очок	punto	очок	N;MASC;PL	N;INAN;GEN;FEM;PL
puntos	балів	punto	бал	N;MASC;PL	N;INAN;GEN;MASC;PL
puntos	шви	punto	шов	N;MASC;PL	N;INAN;NOM;MASC;PL
puntos	швів	punto	шов	N;MASC;PL	N;INAN;GEN;MASC;PL
militar	військовий	militar	військовий	ADJ;SG	ADJ;NOM;MASC;SG
ubicado	розташований	ubicado	розташований	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
producción	вивід	producción	вивід	N;FEM;SG	N;INAN;NOM;MASC;SG
producción	виведення	producción	виведення	N;FEM;SG	N;INAN;NOM;NEUT;SG
producción	висловлювання	producción	висловлювання	N;FEM;SG	N;INAN;NOM;NEUT;SG
producción	виводу	producción	вивід	N;FEM;SG	N;INAN;GEN;MASC;SG
producción	продакшн	producción	продакшн	N;FEM;SG	N;INAN;NOM;MASC;SG
producción	виробництво	producción	виробництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
producción	продукція	producción	продукція	N;FEM;SG	N;INAN;NOM;FEM;SG
tener	маю	tener	мати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
tener	маєш	tener	мати	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN
plantas	рослини	planta	рослина	N;FEM;PL	N;INAN;NOM;FEM;PL
plantas	заводи	planta	завод	N;FEM;PL	N;INAN;NOM;MASC;PL
plantas	рослини	planta	рослина	N;FEM;PL	N;INAN;NOM;FEM;PL
comenzó	почалося	comenzar	початися	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
comenzó	почалось	comenzar	початися	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
comenzó	почався	comenzar	початися	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
comenzó	почалось	comenzar	початися	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
comenzó	почався	comenzar	початися	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
debe	мусить	deber	мусити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
debe	має	deber	мати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
siempre	завжди	siempre	завжди	ADV	ADV
metros	метрах	metro	метр	N;MASC;PL	N;INAN;ESS;MASC;PL
metros	метрів	metro	метр	N;MASC;PL	N;INAN;GEN;MASC;PL
metros	метри	metro	метр	N;MASC;PL	N;INAN;NOM;MASC;PL
metros	метрів	metro	метр	N;MASC;PL	N;INAN;GEN;MASC;PL
metros	метри	metro	метр	N;MASC;PL	N;INAN;NOM;MASC;PL
oro	золота	oro	золото	N;MASC;SG	N;INAN;NOM;NEUT;SG
oro	золото	oro	золото	N;MASC;SG	N;INAN;NOM;NEUT;SG
posteriormente	послідовно	posteriormente	послідовно	ADV	ADV
posteriormente	згодом	posteriormente	згодом	ADV	ADV
posteriormente	пізніше	posteriormente	пізніше	ADV	ADV;CMPR
casi	майже	casi	майже	ADV	ADV
construcción	будівля	construcción	будівля	N;FEM;SG	N;INAN;NOM;FEM;SG
construcción	будівництво	construcción	будівництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
construcción	будівництво	construcción	будівництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
construcción	будівництва	construcción	будівництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
local	локальна	local	локальний	ADJ;SG	ADJ;NOM;FEM;SG
local	локальний	local	локальний	ADJ;SG	ADJ;NOM;MASC;SG
local	місцевий	local	місцевий	ADJ;SG	ADJ;NOM;MASC;SG
francés	француза	francés	француза	N;MASC;SG	N;ANIM;ACC;MASC;SG
francés	француз	francés	француз	N;MASC;SG	N;ANIM;NOM;MASC;SG
cultura	культура	cultura	культура	N;FEM;SG	N;INAN;NOM;FEM;SG
cerca	близько	cerca	близько	ADV	ADV
cerca	поблизу	cerca	поблизу	ADV	ADV
cerca	поруч	cerca	поруч	ADV	ADV
cerca	близько	cerca	близько	ADV	ADV
cerca	поблизу	cerca	поблизу	ADV	ADV
cerca	поруч	cerca	поруч	ADV	ADV
estudio	вивчення	estudio	вивчення	N;MASC;SG	N;INAN;NOM;NEUT;SG
estudio	навчання	estudio	навчання	N;MASC;SG	N;INAN;NOM;NEUT;SG
estudio	студія	estudio	студія	N;MASC;SG	N;INAN;NOM;FEM;SG
estudio	студію	estudio	студія	N;MASC;SG	N;INAN;ACC;FEM;SG
principales	головні	principal	головний	ADJ;PL	ADJ;NOM;PL
usuario	користувача	usuario	користувач	N;MASC;SG	N;ANIM;ACC;MASC;SG
usuario	користувач	usuario	користувач	N;MASC;SG	N;ANIM;NOM;MASC;SG
finalmente	нарешті	finalmente	нарешті	ADV	ADV
anterior	попереднє	anterior	попередній	ADJ;SG	ADJ;NOM;NEUT;SG
anterior	попередній	anterior	попередній	ADJ;SG	ADJ;NOM;MASC;SG
anterior	попередня	anterior	попередній	ADJ;SG	ADJ;NOM;FEM;SG
cargo	вантаж	cargo	вантаж	N;MASC;SG	N;INAN;NOM;MASC;SG
cargo	заряд	cargo	заряд	N;MASC;SG	N;INAN;NOM;MASC;SG
batalla	битва	batalla	битво	N;FEM;SG	N;INAN;NOM;FEM;SG
batalla	бій	batalla	бій	N;FEM;SG	N;INAN;NOM;MASC;SG
derecho	право	derecho	право	N;MASC;SG	N;INAN;NOM;NEUT;SG
derecho	закон	derecho	закон	N;MASC;SG	N;INAN;NOM;MASC;SG
derecho	право	derecho	право	N;MASC;SG	N;INAN;NOM;NEUT;SG
imagen	зображення	imagen	зображення	N;FEM;SG	N;INAN;NOM;NEUT;SG
gracias	дяка	gracias	дякий	N	N;ANIM;ACC;MASC;SG
puerto	порт	puerto	порт	N;MASC;SG	N;INAN;NOM;MASC;SG
