commerciaux	comerciales	commercial	comercial	ADJ;MASC;PL	ADJ;PL
sécession	secesión	sécession	secesión	N;FEM;SG	N;FEM;SG
intellectuelle	intelectual	intellectuel	intelectual	ADJ;FEM;SG	ADJ;SG
aluminium	aluminio	aluminium	aluminio	N;MASC;SG	N;MASC;SG
aluminium	aluminio	aluminium	aluminio	N;MASC;SG	N;MASC;SG
piège	trampa	piège	trampa	N;MASC;SG	N;FEM;SG
citations	citas	citation	cita	N;FEM;PL	N;FEM;PL
citations	frases	citation	frase	N;FEM;PL	N;FEM;PL
citations	cotizaciones	citation	cotización	N;FEM;PL	N;FEM;PL
citations	comillas	citation	comilla	N;FEM;PL	N;FEM;PL
citations	citas	citation	cita	N;FEM;PL	N;FEM;PL
citations	cotizaciones	citation	cotización	N;FEM;PL	N;FEM;PL
citations	citaciones	citation	citación	N;FEM;PL	N;FEM;PL
citations	menciones	citation	mención	N;FEM;PL	N;FEM;PL
tubes	tubos	tube	tubo	N;MASC;PL	N;MASC;PL
thématique	temático	thématique	temático	ADJ;MASC;SG	ADJ;MASC;SG
industrielles	industriales	industriel	industrial	ADJ;FEM;PL	ADJ;PL
tragédie	tragedia	tragédie	tragedia	N;FEM;SG	N;FEM;SG
mozart	mozart	mozart	mozart	N;MASC;SG	N;MASC;SG
organiste	organista	organiste	organista	N;MASC;SG	N;SG
excellent	excelente	excellent	excelente	ADJ;MASC;SG	ADJ;SG
hôtels	hoteles	hôtel	hotel	N;MASC;PL	N;MASC;PL
diminution	descenso	diminution	descenso	N;FEM;SG	N;MASC;SG
diminution	disminución	diminution	disminución	N;FEM;SG	N;FEM;SG
horizon	horizonte	horizon	horizonte	N;MASC;SG	N;MASC;SG
horizon	horizon	horizon	horizon	N;MASC;SG	N;MASC;SG
gorge	garganta	gorge	garganta	N;FEM;SG	N;FEM;SG
gorge	garganta	gorge	garganta	N;FEM;SG	N;FEM;SG
gorge	desfiladero	gorge	desfiladero	N;FEM;SG	N;MASC;SG
librement	libremente	librement	libremente	ADV	ADV
pauline	paulina	paulin	paulina	N;FEM;SG	N;FEM;SG
pauline	pauline	paulin	pauline	N;FEM;SG	N;FEM;SG
offrant	ofreciendo	offrir	ofrecer	V;PRS;V.PTCP	V;V.MSDR
chronologique	cronológica	chronologique	cronológico	ADJ;MASC;SG	ADJ;FEM;SG
chronologique	cronológico	chronologique	cronológico	ADJ;MASC;SG	ADJ;MASC;SG
amphibiens	anfibios	amphibien	anfibio	N;MASC;PL	N;MASC;PL
amphibiens	anfibios	amphibien	anfibio	N;MASC;PL	N;MASC;PL
érigée	erigió	ériger	eregir	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
pilier	pilar	pilier	pilar	N;MASC;SG	N;SG
diamant	diamond	diamant	diamond	N;MASC;SG	N
diamant	diamante	diamant	diamante	N;MASC;SG	N;MASC;SG
quinzaine	fifteen	quinzaine	fiftear	N;FEM;SG	N
quinzaine	quincena	quinzaine	quincena	N;FEM;SG	N;FEM;SG
drogue	droga	drogue	droga	N;FEM;SG	N;FEM;SG
drogue	fármaco	drogue	fármaco	N;FEM;SG	N;MASC;SG
drogue	droga	drogue	droga	N;FEM;SG	N;FEM;SG
drogue	medicamento	drogue	medicamento	N;FEM;SG	N;MASC;SG
soutenue	apoyó	soutenir	apoyar	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
derby	derby	derby	derby	N;MASC;SG	N;MASC;SG
derby	derbi	derby	derbi	N;MASC;SG	N;MASC;SG
libertés	libertades	liberté	libertad	N;FEM;PL	N;FEM;PL
libertés	libertades	liberté	libertad	N;FEM;PL	N;FEM;PL
magazines	cargadores	magazine	cargador	N;MASC;PL	N;MASC;PL
magazines	revistas	magazine	revista	N;MASC;PL	N;FEM;PL
tennessee	tennessee	tennessee	tennesse	N;FEM;SG	N;MASC;SG
chaos	caos	chaos	caos	N;MASC;SG	N;MASC
chaos	desmadre	chaos	desmadre	N;MASC;SG	N;MASC;SG
chanter	canta	chanter	cantar	V;NFIN	V;IND;SG;3;PRS;FIN
chanter	canten	chanter	cantar	V;NFIN	V;IMP;PL;3;FIN
chanter	cantar	chanter	cantar	V;NFIN	V;NFIN
chanter	cantando	chanter	cantar	V;NFIN	V;V.MSDR
chanter	cantar	chanter	cantar	V;NFIN	V;NFIN
historiquement	históricamente	historiquement	históricamente	ADV	ADV
fusil	escopeta	fusil	escopeta	N;MASC;SG	N;FEM;SG
fusil	gun	fusil	gun	N;MASC;SG	N
fusil	pistola	fusil	pistola	N;MASC;SG	N;FEM;SG
fusil	arma	fusil	arma	N;MASC;SG	N;FEM;SG
fusil	fusil	fusil	fusil	N;MASC;SG	N;MASC;SG
fusil	rifle	fusil	rifle	N;MASC;SG	N;MASC;SG
maintient	mantiene	maintenir	mantener	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
couverte	cubrió	couvrir	cubrir	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
reliques	reliquias	relique	reliquia	N;FEM;PL	N;FEM;PL
roumaine	rumana	roumain	rumana	ADJ;FEM;SG	ADJ;FEM;SG
législatif	legislativo	législatif	legislativo	ADJ;MASC;SG	ADJ;MASC;SG
législatif	legislativa	législatif	legislativo	ADJ;MASC;SG	ADJ;FEM;SG
législatif	legislativo	législatif	legislativo	ADJ;MASC;SG	ADJ;MASC;SG
salaire	salario	salaire	salario	N;MASC;SG	N;MASC;SG
salaire	sueldo	salaire	sueldo	N;MASC;SG	N;MASC;SG
salaire	salario	salaire	salario	N;MASC;SG	N;MASC;SG
salaire	salario	salaire	salario	N;MASC;SG	N;MASC;SG
rappeur	rapero	rappeur	rapero	N;MASC;SG	N;MASC;SG
rappeur	rap	rappeur	rap	N;MASC;SG	N;MASC;SG
plaines	llanuras	plaine	llanura	N;FEM;PL	N;FEM;PL
plaines	llanos	plaine	llano	N;FEM;PL	N;MASC;PL
plaines	planicies	plaine	planicie	N;FEM;PL	N;FEM;PL
ingénierie	ingeniería	ingénierie	ingeniería	N;FEM;SG	N;FEM;SG
asiatiques	asiáticas	asiatique	asiático	ADJ;MASC;PL	ADJ;FEM;PL
asiatiques	asiáticos	asiatique	asiático	ADJ;MASC;PL	ADJ;MASC;PL
asiatiques	asiáticas	asiatique	asiático	ADJ;MASC;PL	ADJ;FEM;PL
asiatiques	asiáticos	asiatique	asiático	ADJ;MASC;PL	ADJ;MASC;PL
bataillons	batallones	bataillon	batallón	N;MASC;PL	N;MASC;PL
magistrat	juez	magistrat	juez	N;MASC;SG	N;SG
magistrat	magistrado	magistrat	magistrado	N;MASC;SG	N;MASC;SG
magistrat	jueza	magistrat	jueza	N;MASC;SG	N;FEM;SG
magistrat	magistrado	magistrat	magistrado	N;MASC;SG	N;MASC;SG
chanteurs	cantantes	chanteur	cantante	N;MASC;PL	N;PL
admissible	elegible	admissible	elegible	ADJ;MASC;SG	ADJ;SG
admissible	admisible	admissible	admisible	ADJ;MASC;SG	ADJ;SG
admissible	permisible	admissible	permisible	ADJ;MASC;SG	ADJ;SG
admissible	admisible	admissible	admisible	ADJ;MASC;SG	ADJ;SG
admissible	permisible	admissible	permisible	ADJ;MASC;SG	ADJ;SG
ethnique	étnico	ethnique	étnico	ADJ;MASC;SG	ADJ;MASC;SG
ethnique	étnica	ethnique	étnico	ADJ;MASC;SG	ADJ;FEM;SG
ethnique	étnico	ethnique	étnico	ADJ;MASC;SG	ADJ;MASC;SG
ethnique	étnica	ethnique	étnico	ADJ;MASC;SG	ADJ;FEM;SG
comarque	comarca	comarque	comarca	N;FEM;SG	N;FEM;SG
haies	coberturas	haie	cobertura	N;FEM;PL	N;FEM;PL
haies	setos	haie	seto	N;FEM;PL	N;MASC;PL
haies	vallas	haie	valla	N;FEM;PL	N;FEM;PL
flanc	flanco	flanc	flanco	N;MASC;SG	N;MASC;SG
chambéry	chambéry	chambéry	chambéry	N;MASC;SG	N;MASC;SG
vignes	vides	vigne	vide	N;FEM;PL	N;FEM;PL
vignes	viñas	vigne	viña	N;FEM;PL	N;FEM;PL
vignes	viñedos	vigne	viñedo	N;FEM;PL	N;MASC;PL
vignes	viñas	vigne	viña	N;FEM;PL	N;FEM;PL
vignes	viñedos	vigne	viñedo	N;FEM;PL	N;MASC;PL
folk	folk	folk	folk	N;MASC;SG	N;SG
portails	puertas	portail	puerta	N;MASC;PL	N;FEM;PL
portails	portales	portail	portal	N;MASC;PL	N;MASC;PL
billets	entradas	billet	entrada	N;MASC;PL	N;FEM;PL
billets	billetes	billet	billete	N;MASC;PL	N;MASC;PL
billets	boletos	billet	boleto	N;MASC;PL	N;MASC;PL
billets	tickets	billet	ticket	N;MASC;PL	N;MASC;PL
billets	billetes	billet	billete	N;MASC;PL	N;MASC;PL
apogée	clímax	apogée	clímax	N;MASC;SG	N;MASC;SG
apogée	cúspide	apogée	cúspide	N;MASC;SG	N;FEM;SG
apogée	pináculo	apogée	pináculo	N;MASC;SG	N;MASC;SG
apogée	pico	apogée	pico	N;MASC;SG	N;MASC;SG
antarctique	antártica	antarctique	antártica	ADJ;MASC;SG	ADJ;FEM;SG
antarctique	antártica	antarctique	antártica	ADJ;MASC;SG	ADJ;FEM;SG
antarctique	antártico	antarctique	antártico	ADJ;MASC;SG	ADJ;MASC;SG
contenir	contener	contenir	contener	V;NFIN	V;NFIN
contenir	contengan	contenir	contener	V;NFIN	V;IMP;PL;3;FIN
contenir	contienen	contenir	contener	V;NFIN	V;IND;PL;3;PRS;FIN
contenir	contenga	contenir	contener	V;NFIN	V;SBJV;SG;3;PRS;FIN
conducteur	controlador	conducteur	controlador	N;MASC;SG	N;MASC;SG
conducteur	driver	conducteur	driver	N;MASC;SG	N;MASC;SG
conducteur	chofer	conducteur	chofer	N;MASC;SG	N;MASC;SG
conducteur	conductor	conducteur	conductor	N;MASC;SG	N;MASC;SG
conducteur	chófer	conducteur	chófer	N;MASC;SG	N;MASC;SG
conducteur	revisor	conducteur	revisor	N;MASC;SG	N;MASC;SG
conducteur	conductor	conducteur	conductor	N;MASC;SG	N;MASC;SG
sphère	esfera	sphère	esfera	N;FEM;SG	N;FEM;SG
libye	libio	libye	libio	N;FEM;SG	N;MASC;SG
chirurgie	cirugía	chirurgie	cirugía	N;FEM;SG	N;FEM;SG
chirurgie	cirugía	chirurgie	cirugía	N;FEM;SG	N;FEM;SG
sent	huele	sentir	huel	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
oublié	olvidé	oublier	olvidar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
oublié	olvidó	oublier	olvidar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
résidences	residencias	résidence	residencia	N;FEM;PL	N;FEM;PL
grammaire	gramática	grammaire	gramático	N;FEM;SG	N;FEM;SG
mineure	menor	mineur	menor	ADJ;FEM;SG	ADJ;SG
balles	cojones	balle	cojón	N;FEM;PL	N;MASC;PL
balles	bolas	balle	bola	N;FEM;PL	N;FEM;PL
balles	pelotas	balle	pelota	N;FEM;PL	N;FEM;PL
balles	balones	balle	balón	N;FEM;PL	N;MASC;PL
balles	balas	balle	bala	N;FEM;PL	N;FEM;PL
balles	viñetas	balle	viñeta	N;FEM;PL	N;FEM;PL
légendaire	legendario	légendaire	legendario	ADJ;MASC;SG	ADJ;MASC;SG
légendaire	legendaria	légendaire	legendario	ADJ;MASC;SG	ADJ;FEM;SG
tigre	tiger	tigre	tiger	N;MASC;SG	N;SG
tigre	tigre	tigre	tigre	N;MASC;SG	N;MASC;SG
tigre	tigre	tigre	tigre	N;MASC;SG	N;MASC;SG
compromis	compromiso	compromis	compromiso	N;MASC;SG	N;MASC;SG
horloge	reloj	horloge	reloj	N;FEM;SG	N;MASC;SG
chaine	cadena	chaîne	cadena	N;FEM;SG	N;FEM;SG
parts	acciones	part	acción	N;FEM;PL	N;FEM;PL
partager	compartir	partager	compartir	V;NFIN	V;NFIN
partager	compartiendo	partager	compartir	V;NFIN	V;V.MSDR
partager	compartan	partager	compartir	V;NFIN	V;IMP;PL;3;FIN
partager	comparte	partager	compartir	V;NFIN	V;IND;SG;3;PRS;FIN
partager	compartir	partager	compartir	V;NFIN	V;NFIN
partager	comparta	partager	compartir	V;NFIN	V;IMP;SG;3;FIN
dépôts	yacimientos	dépôt	yacimiento	N;MASC;PL	N;MASC;PL
dépôts	depósitos	dépôt	depósito	N;MASC;PL	N;MASC;PL
dépôts	limaduras	dépôt	limadura	N;MASC;PL	N;FEM;PL
pommes	manzanas	pomme	manzana	N;FEM;PL	N;FEM;PL
vannes	puertas	vanne	puerta	N;MASC;PL	N;FEM;PL
vannes	vannes	vanne	vanne	N;MASC;PL	N;MASC;PL
vannes	válvulas	vanne	válvula	N;MASC;PL	N;FEM;PL
haine	haine	haine	haine	N;FEM;SG	N;FEM;SG
haine	odio	haine	odio	N;FEM;SG	N;MASC;SG
haine	odio	haine	odio	N;FEM;SG	N;MASC;SG
motte	motte	motte	motte	N;FEM;SG	N;FEM;SG
nommer	nombrar	nommer	nombrar	V;NFIN	V;NFIN
lettonie	letonia	lettonie	letoniar	N;FEM;SG	N;FEM;SG
lettonie	letón	lettonie	letón	N;FEM;SG	N;MASC;SG
lettonie	letonia	lettonie	letoniar	N;FEM;SG	N;FEM;SG
alerte	alarma	alerte	alarma	N;FEM;SG	N;FEM;SG
alerte	aviso	alerte	aviso	N;FEM;SG	N;MASC;SG
alerte	advertencia	alerte	advertencia	N;FEM;SG	N;FEM;SG
alerte	alerta	alerte	alerta	N;FEM;SG	N;FEM;SG
échappe	escapa	échapper	escapar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
tunisienne	tunecina	tunisien	tunecino	ADJ;FEM;SG	ADJ;FEM;SG
copies	copias	copie	copia	N;FEM;PL	N;FEM;PL
copies	ejemplares	copie	ejemplar	N;FEM;PL	N;MASC;PL
restaurer	restablecer	restaurer	restablecer	V;NFIN	V;NFIN
restaurer	restaurar	restaurer	restaurar	V;NFIN	V;NFIN
restaurer	restaura	restaurer	restaura	V;NFIN	V;IND;SG;3;PRS;FIN
restaurer	restaurando	restaurer	restaurar	V;NFIN	V;V.MSDR
restaurer	restaurar	restaurer	restaurar	V;NFIN	V;NFIN
raid	raid	raid	raid	N;MASC;SG	N;SG
raid	redada	raid	redada	N;MASC;SG	N;FEM;SG
raid	incursión	raid	incursión	N;MASC;SG	N;FEM;SG
distances	distancias	distance	distancia	N;FEM;PL	N;FEM;PL
distances	distancias	distance	distancia	N;FEM;PL	N;FEM;PL
gardiens	guardas	gardien	guarda	N;MASC;PL	N;MASC;PL
gardiens	guardias	gardien	guardia	N;MASC;PL	N;PL
gardiens	guardianes	gardien	guardian	N;MASC;PL	N;PL
gardiens	tutores	gardien	tutor	N;MASC;PL	N;MASC;PL
gardiens	guardianes	gardien	guardian	N;MASC;PL	N;PL
gardiens	poseedores	gardien	poseedor	N;MASC;PL	N;MASC;PL
piscine	billar	piscine	billar	N;FEM;SG	N;MASC;SG
piscine	alberca	piscine	alberca	N;FEM;SG	N;FEM;SG
piscine	piscina	piscine	piscina	N;FEM;SG	N;FEM;SG
piscine	pool	piscine	pool	N;FEM;SG	N;MASC;SG
minorité	minoría	minorité	minoría	N;FEM;SG	N;FEM;SG
charité	beneficencia	charité	beneficencia	N;FEM;SG	N;FEM;SG
charité	caridad	charité	caridad	N;FEM;SG	N;FEM;SG
charité	beneficencia	charité	beneficencia	N;FEM;SG	N;FEM;SG
charité	caridad	charité	caridad	N;FEM;SG	N;FEM;SG
exceptionnelle	excepcional	exceptionnel	excepcional	ADJ;FEM;SG	ADJ;SG
explications	explicaciones	explication	explicación	N;FEM;PL	N;FEM;PL
extérieures	exteriores	extérieur	exterior	ADJ;FEM;PL	ADJ;PL
cave	sótano	cave	sótano	N;FEM;SG	N;MASC;SG
cave	bodega	cave	bodega	N;FEM;SG	N;FEM;SG
cave	gruta	cave	gruta	N;FEM;SG	N;FEM;SG
cave	cueva	cave	cueva	N;FEM;SG	N;FEM;SG
cave	cave	cave	cave	N;FEM;SG	N
cave	caverna	cave	caverna	N;FEM;SG	N;FEM;SG
cave	bodega	cave	bodega	N;FEM;SG	N;FEM;SG
cave	sótano	cave	sótano	N;FEM;SG	N;MASC;SG
cave	subsuelo	cave	subsuelo	N;FEM;SG	N;MASC;SG
cave	sotano	cave	sotano	N;FEM;SG	N;MASC;SG
acquérir	adquiera	acquérir	adquirir	V;NFIN	V;SBJV;SG;3;PRS;FIN
acquérir	adquiere	acquérir	adquirir	V;NFIN	V;IND;SG;3;PRS;FIN
acquérir	adquirir	acquérir	adquirir	V;NFIN	V;NFIN
acquérir	adquiriendo	acquérir	adquirir	V;NFIN	V;V.MSDR
acquérir	adquirir	acquérir	adquirir	V;NFIN	V;NFIN
séparé	separar	séparer	separar	V;MASC;SG;PST;V.PTCP	V;NFIN
graphe	grafo	graphe	grafo	N;MASC;SG	N;MASC;SG
enregistrée	salvó	enregistrer	salvar	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
archéologue	arqueólogo	archéologue	arqueólogo	N;MASC;SG	N;MASC;SG
recommandations	recomendaciones	recommandation	recomendación	N;FEM;PL	N;FEM;PL
plainte	queja	plainte	queja	N;FEM;SG	N;FEM;SG
plainte	reclamación	plainte	reclamación	N;FEM;SG	N;FEM;SG
plainte	denuncia	plainte	denuncia	N;FEM;SG	N;FEM;SG
hippolyte	hippolyte	hippolyte	hippolyte	N;MASC;SG	N;MASC;SG
activement	activamente	activement	activamente	ADV	ADV
égyptienne	egipcia	égyptien	egipcio	ADJ;FEM;SG	ADJ;FEM;SG
égyptienne	egipcio	égyptien	egipcio	ADJ;FEM;SG	ADJ;MASC;SG
idéologie	ideología	idéologie	ideología	N;FEM;SG	N;FEM;SG
idéologie	ideología	idéologie	ideología	N;FEM;SG	N;FEM;SG
cage	jaula	cage	jaula	N;FEM;SG	N;FEM;SG
cage	cage	cage	cager	N;FEM;SG	N
préserver	conservar	préserver	conservar	V;NFIN	V;NFIN
préserver	preservar	préserver	preservar	V;NFIN	V;NFIN
préserver	preservar	préserver	preservar	V;NFIN	V;NFIN
préserver	preservando	préserver	preservar	V;NFIN	V;V.MSDR
tronçon	tramo	tronçon	tramo	N;MASC;SG	N;MASC;SG
tronçon	estiramiento	tronçon	estiramiento	N;MASC;SG	N;MASC;SG
banc	banca	banc	banca	N;MASC;SG	N;FEM;SG
banc	banco	banc	banco	N;MASC;SG	N;MASC;SG
souverains	soberanos	souverain	soberano	N;MASC;PL	N;MASC;PL
souverains	gobernantes	souverain	gobernante	N;MASC;PL	N;PL
souverains	soberanos	souverain	soberano	N;MASC;PL	N;MASC;PL
souverains	soberanos	souverain	soberano	N;MASC;PL	N;MASC;PL
gaule	galo	gaule	galo	N;FEM;SG	N;MASC;SG
gaule	galia	gaule	galia	N;FEM;SG	N;FEM;SG
martine	martine	martine	martine	N;FEM;SG	N;FEM;SG
martine	martina	martine	martina	N;FEM;SG	N;FEM;SG
martine	martín	martine	martín	N;FEM;SG	N;MASC;SG
indochine	indochine	indochine	indochinir	N;FEM;SG	N;MASC;SG
ménages	hogares	ménage	hogar	N;MASC;PL	N;MASC;PL
juriste	jurista	juriste	jurista	N;MASC;SG	N;SG
juriste	letrado	juriste	letrado	N;MASC;SG	N;MASC;SG
juriste	jurista	juriste	jurista	N;MASC;SG	N;SG
juriste	abogada	juriste	abogada	N;MASC;SG	N;FEM;SG
juriste	abogado	juriste	abogado	N;MASC;SG	N;MASC;SG
enlever	quita	enlever	quitar	V;NFIN	V;IND;SG;3;PRS;FIN
enlever	eliminar	enlever	eliminar	V;NFIN	V;NFIN
enlever	quitar	enlever	quitar	V;NFIN	V;NFIN
démographie	demografía	démographie	demografía	N;FEM;SG	N;FEM;SG
démographie	demografía	démographie	demografía	N;FEM;SG	N;FEM;SG
sonate	sonata	sonate	sonata	N;FEM;SG	N;FEM;SG
asiatique	asiática	asiatique	asiático	ADJ;MASC;SG	ADJ;FEM;SG
asiatique	asiático	asiatique	asiático	ADJ;MASC;SG	ADJ;MASC;SG
asiatique	asiática	asiatique	asiático	ADJ;MASC;SG	ADJ;FEM;SG
asiatique	asiático	asiatique	asiático	ADJ;MASC;SG	ADJ;MASC;SG
regarde	mirar	regarder	mirar	V;IND;SG;3;PRS;FIN	V;NFIN
suffixe	sufijo	suffixe	sufijo	N;MASC;SG	N;MASC;SG
corde	cuerda	corde	cuerda	N;FEM;SG	N;FEM;SG
corde	soga	corde	sogar	N;FEM;SG	N;FEM;SG
pâte	masa	pâte	masa	N;FEM;SG	N;FEM;SG
pâte	pasta	pâte	pasta	N;FEM;SG	N;FEM;SG
pâte	pulpa	pâte	pulpa	N;FEM;SG	N;FEM;SG
organisateur	organizador	organisateur	organizador	N;MASC;SG	N;MASC;SG
organisateur	organizador	organisateur	organizador	N;MASC;SG	N;MASC;SG
papa	papá	papa	papá	N;MASC;SG	N;MASC;SG
papa	papa	papa	papa	N;MASC;SG	N;MASC;SG
papa	papá	papa	papá	N;MASC;SG	N;MASC;SG
papa	papá	papa	papá	N;MASC;SG	N;MASC;SG
papa	papa	papa	papa	N;MASC;SG	N;MASC;SG
rames	remos	rame	remo	N;FEM;PL	N;MASC;PL
archidiocèse	arquidiócesis	archidiocèse	arquidiócesis	N;MASC;SG	N;FEM
archidiocèse	archidiócesis	archidiocèse	archidiócesis	N;MASC;SG	N;FEM
imagine	imagínate	imaginer	imagínate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
imagine	imagina	imaginer	imaginar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
imagine	imaginar	imaginer	imaginar	V;IND;SG;3;PRS;FIN	V;NFIN
imagine	imagine	imaginer	imaginar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ordinateurs	computadores	ordinateur	computador	N;MASC;PL	N;MASC;PL
ordinateurs	computadoras	ordinateur	computador	N;MASC;PL	N;FEM;PL
ordinateurs	ordenadores	ordinateur	ordenador	N;MASC;PL	N;MASC;PL
ordinateurs	computadoras	ordinateur	computador	N;MASC;PL	N;FEM;PL
ordinateurs	ordenadores	ordinateur	ordenador	N;MASC;PL	N;MASC;PL
tables	mesas	table	mesa	N;FEM;PL	N;FEM;PL
tables	tablas	table	tabla	N;FEM;PL	N;FEM;PL
tables	cuadros	table	cuadro	N;FEM;PL	N;MASC;PL
bassiste	bajista	bassiste	bajista	N;MASC;SG	N;SG
bassiste	bass	bassiste	bas	N;MASC;SG	N
gang	pandilla	gang	pandilla	N;MASC;SG	N;FEM;SG
gang	banda	gang	banda	N;MASC;SG	N;FEM;SG
gang	gang	gang	gang	N;MASC;SG	N
martial	marcial	martial	marcial	N;MASC;SG	N;MASC;SG
bouton	botón	bouton	botón	N;MASC;SG	N;MASC;SG
bouton	button	bouton	button	N;MASC;SG	N;MASC;SG
bouton	boton	bouton	boton	N;MASC;SG	N;MASC;SG
toucher	tocar	toucher	tocar	V;NFIN	V;NFIN
toucher	tocando	toucher	tocar	V;NFIN	V;V.MSDR
aoste	aosta	aoste	aostar	N;FEM;SG	N;MASC;SG
combattant	combatiente	combattant	combatiente	N;MASC;SG	N;SG
combattant	peleador	combattant	peleador	N;MASC;SG	N;MASC;SG
combattant	luchador	combattant	luchador	N;MASC;SG	N;MASC;SG
combattant	combatiente	combattant	combatiente	N;MASC;SG	N;SG
tropicale	tropical	tropical	tropical	ADJ;FEM;SG	ADJ;SG
fossiles	fósiles	fossile	fósil	N;MASC;PL	N;MASC;PL
fossiles	fósiles	fossile	fósil	N;MASC;PL	N;MASC;PL
citadelle	ciudadela	citadelle	ciudadela	N;FEM;SG	N;FEM;SG
plastique	plástica	plastique	plástico	ADJ;MASC;SG	ADJ;FEM;SG
plastique	plástica	plastique	plástico	ADJ;MASC;SG	ADJ;FEM;SG
exister	existir	exister	existir	V;NFIN	V;NFIN
exister	existo	exister	existir	V;NFIN	V;IND;SG;1;PRS;FIN
exister	existen	exister	existir	V;NFIN	V;IND;PL;3;PRS;FIN
décider	decidir	décider	decidir	V;NFIN	V;NFIN
décider	decidiendo	décider	decidir	V;NFIN	V;V.MSDR
décider	decidir	décider	decidir	V;NFIN	V;NFIN
décider	decida	décider	decidir	V;NFIN	V;SBJV;SG;3;PRS;FIN
décider	decidan	décider	decidir	V;NFIN	V;IMP;PL;3;FIN
décider	decide	décider	decidir	V;NFIN	V;IND;SG;3;PRS;FIN
décider	deciden	décider	decidir	V;NFIN	V;IND;PL;3;PRS;FIN
menaces	amenazas	menace	amenaza	N;FEM;PL	N;FEM;PL
ventre	barriga	ventre	barriga	N;MASC;SG	N;FEM;SG
ventre	tripa	ventre	tripa	N;MASC;SG	N;FEM;SG
ventre	panza	ventre	panza	N;MASC;SG	N;FEM;SG
ventre	vientre	ventre	vientre	N;MASC;SG	N;MASC;SG
ventre	barriga	ventre	barriga	N;MASC;SG	N;FEM;SG
ventre	estomago	ventre	estomago	N;MASC;SG	N;MASC;SG
ventre	estómago	ventre	estómago	N;MASC;SG	N;MASC;SG
forestier	silvicultura	forestier	silvicultura	N;MASC;SG	N;FEM;SG
forestier	bosque	forestier	bosque	N;MASC;SG	N;MASC;SG
forestier	selva	forestier	selva	N;MASC;SG	N;FEM;SG
forestier	forestier	forestier	forestier	N;MASC;SG	N;SG
carrières	carrières	carrière	carridre	N;FEM;PL	N;MASC;PL
carrières	carreras	carrière	carrera	N;FEM;PL	N;FEM;PL
identiques	idénticas	identique	idéntico	ADJ;MASC;PL	ADJ;FEM;PL
identiques	idénticos	identique	idéntico	ADJ;MASC;PL	ADJ;MASC;PL
mécaniques	mecánicos	mécanique	mecánico	ADJ;MASC;PL	ADJ;MASC;PL
mécaniques	mecánicas	mécanique	mecánico	ADJ;MASC;PL	ADJ;FEM;PL
mécaniques	mecánicos	mécanique	mecánico	ADJ;MASC;PL	ADJ;MASC;PL
mécaniques	mecánicas	mécanique	mecánico	ADJ;MASC;PL	ADJ;FEM;PL
vicaire	vicario	vicaire	vicario	N;MASC;SG	N;MASC;SG
vicaire	párroco	vicaire	párroco	N;MASC;SG	N;MASC;SG
plages	playas	plage	playa	N;FEM;PL	N;FEM;PL
plages	playas	plage	playa	N;FEM;PL	N;FEM;PL
barrages	presas	barrage	presa	N;MASC;PL	N;FEM;PL
barrages	embalses	barrage	embalse	N;MASC;PL	N;MASC;PL
barrages	diques	barrage	dique	N;MASC;PL	N;MASC;PL
barrages	represas	barrage	represa	N;MASC;PL	N;FEM;PL
barrages	barricadas	barrage	barricada	N;MASC;PL	N;FEM;PL
réguliers	regulares	régulier	regular	ADJ;MASC;PL	ADJ;PL
réguliers	habituales	régulier	habitual	ADJ;MASC;PL	ADJ;PL
intérim	interino	intérim	interino	N;MASC;SG	N;MASC;SG
brasserie	brasserie	brasserie	brasserie	N;FEM;SG	N
brasserie	cervecería	brasserie	cervecería	N;FEM;SG	N;FEM;SG
prestige	prestigio	prestige	prestigio	N;MASC;SG	N;MASC;SG
prestige	prestige	prestige	prestigar	N;MASC;SG	N;MASC;SG
missionnaire	misionera	missionnaire	misionera	ADJ;MASC;SG	ADJ;FEM;SG
favorables	favorables	favorable	favorable	ADJ;MASC;PL	ADJ;PL
favorables	favorables	favorable	favorable	ADJ;MASC;PL	ADJ;PL
spirituel	espiritual	spirituel	espiritual	ADJ;MASC;SG	ADJ;SG
priorité	prelación	priorité	prelación	N;FEM;SG	N;FEM;SG
priorité	prioridad	priorité	prioridad	N;FEM;SG	N;FEM;SG
constitutionnelle	constitucional	constituinnnel	constitucional	ADJ;FEM;SG	ADJ;SG
rivalité	enemistad	rivalité	enemistad	N;FEM;SG	N;FEM;SG
