年	aasta	年	aasta	N	N;NOM;SG
信	kirja	信	kiri	N	N;IN+ALL;LGSPEC1;SG
信	kiri	信	kiri	N	N;NOM;SG
期間	periood	期間	periood	N	N;NOM;SG
期間	perioodi	期間	periood	N	N;PRT;SG
期間	ajavahemik	期間	aja_vahemik	N	N;NOM;SG
接受	leppis	接受	leppima	V	V;IND;SG;3;PST;FIN;ACT
接受	lepi	接受	leppima	V	V;IMP;SG;2;PRS;FIN;ACT
接受	nõustu	接受	nõustuma	V	V;IMP;SG;2;PRS;FIN;ACT
書	raamatu	書	raamat	N	N;GEN;SG
書	raamat	書	raamat	N	N;NOM;SG
書	raamatud	書	raamat	N	N;NOM;PL
交通	transport	交通	transport	N	N;NOM;SG
交通	liikluse	交通	liiklus	N	N;GEN;SG
交通	liiklus	交通	liiklus	N	N;NOM;SG
交通	liikluses	交通	liiklus	N	N;IN+ESS;SG
交通	vedu	交通	vedu	N	N;NOM;SG
交通	transport	交通	transport	N	N;NOM;SG
木	puust	木	puu	N	N;IN+ABL;SG
木	puidust	木	puidus	N	N;PRT;SG
木	puit	木	puis	N	N;NOM;SG
討論	arutada	討論	arutama	V	V;NFIN
討論	aruta	討論	arutama	V	V;IMP;SG;2;PRS;FIN;ACT
故事	jutt	故事	jutt	N	N;NOM;SG
故事	lugusid	故事	lugu	N	N;PRT;PL
故事	lood	故事	lugu	N	N;NOM;PL
故事	jutud	故事	jutt	N	N;NOM;PL
直接	otse	直接	otse	ADV	ADV
直接	otseselt	直接	otseselt	ADV	ADV
參與	osalevad	參與	osalema	V	V;IND;PL;3;PRS;FIN;ACT
湖	järve	湖	järv	N	N;IN+ALL;LGSPEC1;SG
湖	järv	湖	järv	N	N;NOM;SG
湖	lake	湖	lake	N	N;NOM;SG
希望	loodan	希望	lootma	V	V;IND;SG;1;PRS;FIN;ACT
手	kätt	手	käsi	N	N;PRT;SG
手	käe	手	käsi	N	N;GEN;SG
手	käega	手	käsi	N	N;COM;SG
手	käsi	手	käsi	N	N;NOM;PL
手	käed	手	käsi	N	N;NOM;PL
心	südant	心	süda	N	N;PRT;SG
心	südame	心	süda	N	N;GEN;SG
心	süda	心	süda	N	N;NOM;SG
心	südamed	心	süda	N	N;NOM;PL
巴士	buss	巴士	buss	N	N;NOM;SG
巴士	bussi	巴士	buss	N	N;PRT;SG
巴士	bussiga	巴士	buss	N	N;COM;SG
巴士	bussid	巴士	buss	N	N;NOM;PL
播放	mängi	播放	mängima	V	V;IMP;SG;2;PRS;FIN;ACT
播放	mängib	播放	mängima	V	V;IND;SG;3;PRS;FIN;ACT
播放	mängimas	播放	mängima	V	V;IN+ESS;V.CVB;ACT
播放	mängib	播放	mängima	V	V;IND;SG;3;PRS;FIN;ACT
播放	mängivad	播放	mängima	V	V;IND;PL;3;PRS;FIN;ACT
音	konsonant	音	konsonant	N	N;NOM;SG
音	toon	音	toon	N	N;NOM;SG
音	tooni	音	toon	N	N;PRT;SG
增加	suurenda	增加	suurendama	V	V;IMP;SG;2;PRS;FIN;ACT
增加	suureneb	增加	suurenema	V	V;IND;SG;3;PRS;FIN;ACT
增加	suurendab	增加	suurendama	V	V;IND;SG;3;PRS;FIN;ACT
增加	suurenenud	增加	suurenema	V	V;PST;V.PTCP;ACT
增加	suurendatud	增加	suurendama	V	V;PST;V.PTCP;PASS
角	nurk	角	nurk	N	N;NOM;SG
角	nurka	角	nurk	N	N;IN+ALL;LGSPEC1;SG
角	nurk	角	nurk	N	N;NOM;SG
角	cape	角	cape	N	N;NOM;SG
角	neeme	角	neem	N	N;NOM;SG
角	cabo	角	cabo	N	N;NOM;SG
角	keep	角	keep	N	N;NOM;SG
角	punkt	角	punkt	N	N;NOM;SG
角	punkti	角	punkt	N	N;PRT;SG
角	point	角	point	N	N;NOM;SG
太	liiga	太	liiga	ADV	ADV
歌	laulud	歌	laul	N	N;NOM;PL
歌	laule	歌	laul	N	N;PRT;PL
歌	laulu	歌	laul	N	N;PRT;SG
歌	laul	歌	laul	N	N;NOM;SG
圖	joonis	圖	joonis	N	N;NOM;SG
圖	diagramm	圖	dia_gramm	N	N;NOM;SG
圖	skeem	圖	skeem	N	N;NOM;SG
圖	graafik	圖	graafik	N	N;NOM;SG
圖	joonis	圖	joonis	N	N;NOM;SG
圖	diagramm	圖	dia_gramm	N	N;NOM;SG
圖	joonis	圖	joonis	N	N;NOM;SG
投票	hääleta	投票	hääletama	V	V;IMP;NFIN
灣	cove	灣	cove	N	N;NOM;SG
灣	laht	灣	laht	N	N;NOM;SG
灣	bay	灣	bay	N	N;NOM;SG
民主	demokraatia	民主	demo_kraatia	N	N;NOM;SG
寺	tempel	寺	tema	N	N;NOM;SG
寺	temple	寺	tema	N	N;NOM;SG
參加	osalevad	參加	osalema	V	V;IND;PL;3;PRS;FIN;ACT
參加	osalen	參加	osalema	V	V;IND;SG;1;PRS;FIN;ACT
戰	lahing	戰	lahing	N	N;NOM;SG
戰	sõda	戰	sõda	N	N;NOM;SG
電視	televiisor	電視	televiisor	N	N;NOM;SG
電視	televisiooni	電視	televisioon	N	N;PRT;SG
電視	televisioon	電視	televisioon	N	N;NOM;SG
然而	siiski	然而	siiski	ADV	ADV
七	seitse	七	seitse	NUM	NUM;NOM;SG
口	suu	口	suu	N	N;NOM;SG
委員	komisjon	委員	komisjon	N	N;NOM;SG
委員	komisjoni	委員	komisjon	N	N;PRT;SG
編輯	edit	編輯	edit	N	N;NOM;SG
編輯	redigeerimine	編輯	redigeerimine	N	N;NOM;SG
編輯	redigeerimine	編輯	redigeerimine	N	N;NOM;SG
編輯	redaktor	編輯	redaktor	N	N;NOM;SG
編輯	toimetaja	編輯	toimetaja	N	N;NOM;SG
資料	andmed	資料	andmed	N	N;NOM;PL
青	ching	青	ching	N	N;NOM;SG
青	qingi	青	qingi	N	N;NOM;SG
路線	marsruudid	路線	marsruut	N	N;NOM;PL
路線	marsruut	路線	marsruut	N	N;NOM;SG
年度	aasta	年度	aasta	N	N;NOM;SG
附近	läheduses	附近	lähedus	N	N;IN+ESS;SG
歌手	lauljad	歌手	laulja	N	N;NOM;PL
歌手	singer	歌手	singer	N	N;NOM;SG
歌手	laulja	歌手	laulja	N	N;NOM;SG
店	shop	店	shop	N	N;NOM;SG
店	pood	店	pood	N	N;NOM;SG
店	kauplus	店	kauplus	N	N;NOM;SG
店	poodi	店	pood	N	N;IN+ALL;LGSPEC1;SG
店	poe	店	pood	N	N;PRT;SG
店	pood	店	pood	N	N;NOM;SG
店	poodi	店	pood	N	N;IN+ALL;LGSPEC1;SG
二十	kakskümmend	二十	kaks_kümmend	NUM	NUM;NOM;SG
組織	organisatsioon	組織	organisatsioon	N	N;NOM;SG
組織	organisatsioon	組織	organisatsioon	N	N;NOM;SG
組織	kude	組織	kude	N	N;NOM;SG
組織	koe	組織	kude	N	N;NOM;SG
組織	koed	組織	kude	N	N;NOM;PL
組織	diviis	組織	diviis	N	N;NOM;SG
組織	rajoon	組織	rajoon	N	N;NOM;SG
組織	osakond	組織	osakond	N	N;NOM;SG
分類	liigitamine	分類	liigitamine	N	N;NOM;SG
分類	klassifitseerimine	分類	klassifitseeri=mine	N	N;NOM;SG
分類	klassifikatsioon	分類	klassifikatsioon	N	N;NOM;SG
分類	liigitus	分類	liigitus	N	N;NOM;SG
教授	professor	教授	professor	N	N;NOM;SG
盃	karikavõistlused	盃	karika_võistlus	N	N;NOM;PL
盃	cup	盃	cup	N	N;NOM;SG
盃	tops	盃	tops	N	N;NOM;SG
盃	tass	盃	tass	N	N;NOM;SG
盃	karikas	盃	karikas	N	N;NOM;SG
八	kaheksa	八	kaheksa	NUM	NUM;NOM;SG
文字	tekst	文字	tekst	N	N;NOM;SG
文字	teksti	文字	tekst	N	N;PRT;SG
民族	rahvuste	民族	rahvus	N	N;GEN;PL
主席	president	主席	president	N	N;NOM;SG
主席	esimees	主席	esi_mees	N	N;NOM;SG
主席	eesistuja	主席	ees_istuja	N	N;NOM;SG
主席	esimees	主席	esi_mees	N	N;NOM;SG
主席	eesistuja	主席	ees_istuja	N	N;NOM;SG
文物	esemeid	文物	ese	N	N;PRT;PL
文物	antiigi	文物	antiik	N	N;PRT;SG
文物	reliikviad	文物	reliikvia	N	N;NOM;PL
女子	naise	女子	naine	N	N;GEN;SG
女子	naine	女子	naine	N	N;NOM;SG
世紀	sajandi	世紀	sajand	N	N;GEN;SG
世紀	sajand	世紀	sajand	N	N;NOM;SG
票	piletid	票	pilet	N	N;NOM;PL
票	pilet	票	pilet	N	N;NOM;SG
關係	suhted	關係	suhe	N	N;NOM;PL
關係	seos	關係	seos	N	N;NOM;SG
關係	suhted	關係	suhe	N	N;NOM;PL
關係	suhe	關係	suhe	N	N;NOM;SG
關係	seos	關係	seos	N	N;NOM;SG
關係	suhted	關係	suhe	N	N;NOM;PL
能力	pädevus	能力	pädevus	N	N;NOM;SG
能力	võimsus	能力	võimsus	N	N;NOM;SG
能力	võimekus	能力	võimek	N	N;NOM;SG
能力	võimekus	能力	võimek	N	N;NOM;SG
網站	koduleht	網站	kodu_leht	N	N;NOM;SG
網站	veebileht	網站	veebi_leht	N	N;NOM;SG
網站	veebisait	網站	veebi_sait	N	N;NOM;SG
網站	kodulehekülg	網站	kodu_lehe_külg	N	N;NOM;SG
網站	saidi	網站	saima	N	N;GEN;SG
網站	ala	網站	ala	N	N;NOM;SG
模板	malle	模板	mall	N	N;NOM;SG
模板	mall	模板	mall	N	N;NOM;SG
模板	malli	模板	mall	N	N;PRT;SG
頭	pea	頭	pea	N	N;NOM;SG
學生	üliõpilased	學生	üli_õpilane	N	N;NOM;PL
學生	õpilased	學生	õpilane	N	N;NOM;PL
學生	tudengid	學生	tudeng	N	N;NOM;PL
學生	tudeng	學生	tudeng	N	N;NOM;SG
學生	õpilane	學生	õpilane	N	N;NOM;SG
學生	üliõpilane	學生	üli_õpilane	N	N;NOM;SG
鎮	linn	鎮	linn	N	N;NOM;SG
鎮	linna	鎮	linn	N	N;IN+ALL;LGSPEC1;SG
南部	lõuna	南部	lõuna	N	N;NOM;SG
南部	lõuna	南部	lõuna	N	N;NOM;SG
南部	lõunasse	南部	lõuna	N	N;IN+ALL;SG
南部	lõunas	南部	lõuna	N	N;IN+ESS;SG
語言	keeli	語言	keel	N	N;PRT;PL
語言	keeled	語言	keel	N	N;NOM;PL
語言	keel	語言	keel	N	N;NOM;SG
語言	keele	語言	keel	N	N;GEN;SG
模式	režiimid	模式	režiim	N	N;NOM;PL
模式	muster	模式	muster	N	N;NOM;SG
模式	mustri	模式	muster	N	N;GEN;SG
模式	mustrid	模式	muster	N	N;NOM;PL
模式	režiimi	模式	režiim	N	N;PRT;SG
模式	režiim	模式	režiim	N	N;NOM;SG
模式	mode	模式	mode	N	N;NOM;SG
相關	seotud	相關	siduma	V	V;PST;V.PTCP;PASS
決定	otsustab	決定	otsustama	V	V;IND;SG;3;PRS;FIN;ACT
方向	suunad	方向	suund	N	N;NOM;PL
方向	juhised	方向	juhis	N	N;NOM;PL
方向	suund	方向	suund	N	N;NOM;SG
方向	orientatsiooni	方向	orientatsioon	N	N;PRT;SG
方法	meetod	方法	meetod	N	N;NOM;SG
方法	meetodid	方法	meetod	N	N;NOM;PL
甚至	isegi	甚至	isegi	ADV	ADV
見	vaata	見	vaatama	V	V;IMP;SG;2;PRS;FIN;ACT
見	vt	見	vt	V	V;IMP;FIN
見	näed	見	nägema	V	V;IND;SG;2;PRS;FIN;ACT
只	lihtsalt	只	lihtsalt	ADV	ADV
保護	kaitsma	保護	kaitsma	V	V;IN+ALL;V.CVB;ACT
保護	kaitsta	保護	kaitsma	V	V;NFIN
加上	lisa	加上	lisa	V	V;IMP;SG;2;PRS;FIN;ACT
食	söömine	食	söömine	N	N;NOM;SG
獨立	indie	獨立	indie	N	N;NOM;SG
獨立	iseseisvus	獨立	ise_seisvus	N	N;NOM;SG
獨立	sõltumatus	獨立	sõltumatus	N	N;NOM;SG
包含	sisaldab	包含	sisaldama	V	V;IND;SG;3;PRS;FIN;ACT
社會	ühiskond	社會	ühiskond	N	N;NOM;SG
社會	ühiskonnad	社會	ühiskond	N	N;NOM;PL
兩	kaks	兩	kaks	NUM	NUM;NOM;SG
公尺	meetrit	公尺	meeter	N	N;PRT;SG
公尺	meetri	公尺	meeter	N	N;GEN;SG
公尺	meeter	公尺	meeter	N	N;NOM;SG
公尺	meetri	公尺	meeter	N	N;GEN;SG
公尺	meetrit	公尺	meeter	N	N;PRT;SG
還	samuti	還	samuti	ADV	ADV
還	ka	還	ka	ADV	ADV
鐵路	rail	鐵路	rail	N	N;NOM;SG
鐵路	raudtee	鐵路	raud_tee	N	N;NOM;SG
鐵路	raudtee	鐵路	raud_tee	N	N;NOM;SG
鐵路	raudteed	鐵路	raud_tee	N	N;NOM;SG
鐵路	raudteede	鐵路	raud_tee	N	N;GEN;PL
鐵路	raudtee	鐵路	raud_tee	N	N;NOM;SG
鐵路	raudteid	鐵路	raude	N	N;PRT;PL
居民	elanikud	居民	elanik	N	N;NOM;PL
居民	residendid	居民	resident	N	N;NOM;PL
功能	funktsiooni	功能	funktsioon	N	N;PRT;SG
功能	funktsioon	功能	funktsioon	N	N;NOM;SG
功能	omadused	功能	omadus	N	N;NOM;PL
功能	motiiv	功能	motiiv	N	N;NOM;SG
功能	funktsionaalsuse	功能	funktsionaal=sus	N	N;GEN;SG
聯盟	liit	聯盟	liit	N	N;NOM;SG
聯盟	liidu	聯盟	liit	N	N;GEN;SG
聯盟	league	聯盟	league	N	N;NOM;SG
聯盟	liit	聯盟	liit	N	N;NOM;SG
聯盟	liidud	聯盟	liit	N	N;NOM;PL
聯盟	koalitsiooni	聯盟	koalitsioon	N	N;PRT;SG
利用	kasuta	利用	kasutama	V	V;IMP;SG;2;PRS;FIN;ACT
再次	uuesti	再次	uuesti	ADV	ADV
再次	taas	再次	taas	ADV	ADV
再次	jälle	再次	jälle	ADV	ADV
網	veebi	網	veeb	N	N;PRT;SG
網	võrk	網	võrk	N	N;NOM;SG
網	võrgu	網	võrk	N	N;NOM;SG
網	võrgustik	網	võrgustik	N	N;NOM;SG
網	neto	網	neto	N	N;NOM;SG
網	võrk	網	võrk	N	N;NOM;SG
網	net	網	net	N	N;NOM;SG
量	kogus	量	kogus	N	N;NOM;SG
演員	näitlejad	演員	näitleja	N	N;NOM;PL
演員	näitleja	演員	näitleja	N	N;NOM;SG
演員	näitlejanna	演員	näitlejanna	N	N;NOM;SG
演員	näitleja	演員	näitleja	N	N;NOM;SG
全球	global	全球	globa	N	N;NOM;SG
北部	põhi	北部	põhi	N	N;NOM;SG
北部	põhja	北部	põhi	N	N;IN+ALL;LGSPEC1;SG
北部	põhjas	北部	põhi	N	N;IN+ESS;SG
北部	põhja	北部	põhi	N	N;IN+ALL;LGSPEC1;SG
運動	sport	運動	sport	N	N;NOM;SG
運動	spordi	運動	sport	N	N;PRT;SG
運動	liikumine	運動	liikumine	N	N;NOM;SG
運動	sport	運動	sport	N	N;NOM;SG
運動	spordiala	運動	spordi_ala	N	N;NOM;SG
運動	liikumine	運動	liikumine	N	N;NOM;SG
草	rohi	草	rohi	N	N;NOM;SG
草	muru	草	muru	N	N;NOM;SG
名字	nimi	名字	nimi	N	N;NOM;SG
名字	nimetus	名字	nimetus	N	N;NOM;SG
名字	name	名字	name	N	N;NOM;SG
名字	nime	名字	nimi	N	N;PRT;SG
戰爭	sõda	戰爭	sõda	N	N;NOM;SG
戰爭	sõjad	戰爭	sõda	N	N;NOM;PL
戰爭	sõdu	戰爭	sõda	N	N;PRT;PL
溪	creek	溪	creek	N	N;NOM;SG
溪	oja	溪	oja	N	N;NOM;SG
唱片	rekord	唱片	rekord	N	N;NOM;SG
唱片	kirje	唱片	kirje	N	N;NOM;SG
學院	akadeemia	學院	akadeemia	N	N;NOM;SG
學院	kolleegium	學院	kolleegium	N	N;NOM;SG
學院	kolledž	學院	kolledž	N	N;NOM;SG
勝	sheng	勝	sheng	N	N;NOM;SG
鄉	alevi	鄉	alev	N	N;PRT;SG
原因	põhjused	原因	põhjus	N	N;NOM;PL
原因	põhjus	原因	põhjus	N	N;NOM;SG
原因	põhjus	原因	põhjus	N	N;NOM;SG
辛	sheen	辛	sheen	N	N;NOM;SG
辛	patu	辛	patt	N	N;NOM;SG
辛	patt	辛	patt	N	N;NOM;SG
辛	xin	辛	xin	N	N;NOM;SG
法律	seadus	法律	seadus	N	N;NOM;SG
法律	seadused	法律	seadus	N	N;NOM;PL
法律	seadused	法律	seadus	N	N;NOM;PL
革命	revolutsioon	革命	revolutsioon	N	N;NOM;SG
革命	revolutsioonid	革命	revolutsioon	N	N;NOM;PL
時代	ajad	時代	aeg	N	N;NOM;PL
男性	meessoost	男性	mees_sugu	N	N;IN+ABL;SG
男性	meestele	男性	mees	N	N;AT+ALL;PL
男性	mehed	男性	mees	N	N;NOM;PL
目的	eesmärgid	目的	ees_märk	N	N;NOM;PL
形式	vormi	形式	vorm	N	N;PRT;SG
形式	vorm	形式	vorm	N	N;NOM;SG
形式	vorming	形式	vorming	N	N;NOM;SG
形式	vormindus	形式	vormindus	N	N;NOM;SG
形式	formaat	形式	formaat	N	N;NOM;SG
基本	põhi	基本	põhi	N	N;NOM;SG
單位	ühik	單位	ühik	N	N;NOM;SG
單位	ühikud	單位	ühik	N	N;NOM;PL
單位	üksused	單位	üksus	N	N;NOM;PL
單位	ühik	單位	ühik	N	N;NOM;SG
單位	üksus	單位	üksus	N	N;NOM;SG
修	paranda	修	parandama	V	V;IMP;SG;2;PRS;FIN;ACT
科技	tehnoloogia	科技	tehnoloogia	N	N;NOM;SG
科技	tech	科技	tech	N	N;NOM;SG
青年	noored	青年	noor	N	N;NOM;PL
青年	noorus	青年	noorus	N	N;NOM;SG
青年	noorte	青年	noor	N	N;GEN;PL
流	voo	流	voog	N	N;NOM;SG
流	voolu	流	vool	N	N;PRT;SG
流	vool	流	vool	N	N;NOM;SG
流	voog	流	voog	N	N;NOM;SG
流	vood	流	vood	N	N;NOM;PL
流	oja	流	oja	N	N;NOM;SG
結果	tulemus	結果	tulemus	N	N;NOM;SG
結果	tulemused	結果	tulemus	N	N;NOM;PL
結果	tulemus	結果	tulemus	N	N;NOM;SG
教	õpetamine	教	õpetamine	N	N;NOM;SG
教	õpetamise	教	õpetamine	N	N;GEN;SG
體	keha	體	keha	N	N;NOM;SG
球隊	meeskonnad	球隊	meeskond	N	N;NOM;PL
球隊	rühmad	球隊	rühm	N	N;NOM;PL
球隊	tiim	球隊	tiim	N	N;NOM;SG
球隊	meeskond	球隊	meeskond	N	N;NOM;SG
左	vasak	左	vasak	N	N;NOM;SG
戴	dai	戴	dai	N	N;NOM;SG
自然	loodus	自然	loodus	N	N;NOM;SG
新	uued	新	uus	ADJ	ADJ;NOM;PL
新	uus	新	uus	ADJ	ADJ;NOM;SG
經濟	majandus	經濟	majandus	N	N;NOM;SG
經濟	majandus	經濟	majandus	N	N;NOM;SG
學	õppimine	學	õppimine	N	N;NOM;SG
職業	ametid	職業	amet	N	N;NOM;PL
職業	karjäär	職業	karjäär	N	N;NOM;SG
職業	karjääri	職業	karjäär	N	N;PRT;SG
職業	elukutse	職業	elu_kutse	N	N;NOM;SG
職業	kutseala	職業	kutse_ala	N	N;NOM;SG
職業	karjäär	職業	karjäär	N	N;NOM;SG
職業	karjääri	職業	karjäär	N	N;PRT;SG
職業	okupatsiooni	職業	okupatsioon	N	N;PRT;SG
職業	amet	職業	amet	N	N;NOM;SG
團	rügement	團	rügement	N	N;NOM;SG
相同	identne	相同	identne	ADJ	ADJ;NOM;SG
相同	identsed	相同	identne	ADJ	ADJ;NOM;PL
類	klass	類	klass	N	N;NOM;SG
類	klassi	類	klass	N	N;IN+ALL;LGSPEC1;SG
兵	sõdur	兵	sõdur	N	N;NOM;SG
分鐘	minutid	分鐘	minut	N	N;NOM;PL
分鐘	minut	分鐘	minut	N	N;NOM;SG
發	karvad	發	karv	N	N;NOM;PL
發	soeng	發	soeng	N	N;NOM;SG
發	juuksed	發	juus	N	N;NOM;PL
政策	poliitika	政策	poliitika	N	N;NOM;SG
政策	poliitikad	政策	poliitika	N	N;NOM;PL
政策	poliitika	政策	poliitika	N	N;NOM;SG
銀	hõbeda	銀	hõbe	N	N;NOM;SG
銀	silver	銀	silver	N	N;NOM;SG
銀	hõbe	銀	hõbe	N	N;NOM;SG
日期	kuupäev	日期	kuu_päev	N	N;NOM;SG
日期	kuupäevad	日期	kuu_päev	N	N;NOM;PL
鰭	fin	鰭	fin	N	N;SG
男子	meestele	男子	mees	N	N;AT+ALL;PL
男子	mehed	男子	mees	N	N;NOM;PL
共和	vabariik	共和	vaba_riik	N	N;NOM;SG
理由	põhjused	理由	põhjus	N	N;NOM;PL
理由	põhjus	理由	põhjus	N	N;NOM;SG
交流	vahetus	交流	vahetus	N	N;NOM;SG
交流	vahetused	交流	vahetus	N	N;NOM;PL
總統	president	總統	president	N	N;NOM;SG
公分	sentimeeter	公分	senti_meeter	N	N;NOM;SG
標準	kriteeriumid	標準	kriteerium	N	N;NOM;PL
標準	standardid	標準	standard	N	N;NOM;PL
標準	kriteerium	標準	kriteerium	N	N;NOM;SG
標準	standard	標準	standard	N	N;NOM;SG
行動	tegevus	行動	tegevus	N	N;NOM;SG
行動	võte	行動	võte	N	N;NOM;SG
行動	toiming	行動	toiming	N	N;NOM;SG
行動	toimimine	行動	toimimine	N	N;NOM;SG
行動	toiming	行動	toiming	N	N;NOM;SG
行動	operatsioon	行動	operatsioon	N	N;NOM;SG
行動	toimingud	行動	toiming	N	N;NOM;PL
行動	meetmed	行動	meede	N	N;NOM;PL
行動	tegevused	行動	tegevus	N	N;NOM;PL
行動	teod	行動	tegu	N	N;NOM;PL
博士	arst	博士	arst	N	N;NOM;SG
博士	arsti	博士	arst	N	N;PRT;SG
博士	doktor	博士	doktor	N	N;NOM;SG
尾	saba	尾	saba	N	N;NOM;SG
尾	kiri	尾	kiri	N	N;NOM;SG
尾	sabad	尾	saba	N	N;NOM;PL
熱帶	troopika	熱帶	troopika	N	N;NOM;SG
議員	senaator	議員	senaator	N	N;NOM;SG
議員	nõunik	議員	nõunik	N	N;NOM;SG
議員	kongresmen	議員	kongresmen	N	N;NOM;SG
漫畫	koomiksid	漫畫	koomiks	N	N;NOM;PL
漫畫	koomikseid	漫畫	koomiks	N	N;PRT;PL
漫畫	koomiks	漫畫	koomiks	N	N;NOM;SG
坑	augud	坑	auk	N	N;NOM;PL
坑	auk	坑	auk	N	N;NOM;SG
坑	pit	坑	pit	N	N;NOM;SG
生物	bioloogia	生物	bioloogia	N	N;NOM;SG
生物	olendid	生物	olend	N	N;NOM;PL
生物	olevused	生物	olevus	N	N;NOM;PL
生物	elukad	生物	elukas	N	N;NOM;PL
生物	organismid	生物	organism	N	N;NOM;PL
生物	organismide	生物	organism	N	N;GEN;PL
生物	elukas	生物	elukas	N	N;NOM;SG
生物	olend	生物	olend	N	N;NOM;SG
生物	olevus	生物	olevus	N	N;NOM;SG
城鎮	linn	城鎮	linn	N	N;NOM;SG
城鎮	linna	城鎮	linn	N	N;IN+ALL;LGSPEC1;SG
城鎮	linnad	城鎮	linn	N	N;NOM;PL
春	kevad	春	kevad	N	N;NOM;SG
海軍	mereväe	海軍	mere_vägi	N	N;NOM;SG
海軍	merevägi	海軍	mere_vägi	N	N;NOM;SG
公路	teed	公路	tee	N	N;PRT;SG
公路	maantee	公路	maan_tee	N	N;NOM;SG
公路	tee	公路	tee	N	N;NOM;SG
公路	road	公路	road	N	N;NOM;SG
公路	maantee	公路	maan_tee	N	N;NOM;SG
公路	kiirtee	公路	kiir_tee	N	N;NOM;SG
冠	krooni	冠	kroon	N	N;PRT;SG
冠	crown	冠	crown	N	N;NOM;SG
冠	kroon	冠	kroon	N	N;NOM;SG
作家	kirjutaja	作家	kirjutaja	N	N;NOM;SG
作家	kirjanik	作家	kirjanik	N	N;NOM;SG
作家	kirjanikud	作家	kirjanik	N	N;NOM;PL
牛	veised	牛	veis	N	N;NOM;PL
牛	lehm	牛	lehm	N	N;NOM;SG
牛	pulli	牛	pull	N	N;PRT;SG
牛	pull	牛	pull	N	N;NOM;SG
牛	bull	牛	bull	N	N;NOM;SG
牛	härg	牛	härg	N	N;NOM;SG
火	tuli	火	tuli	N	N;NOM;SG
火	tulekahju	火	tule_kahju	N	N;NOM;SG
火	tuld	火	tuli	N	N;PRT;SG
攻擊	ründa	攻擊	ründ	V	V;IMP;SG;2;PRS;FIN;ACT
值	väärtused	值	väärtus	N	N;NOM;PL
值	väärtus	值	väärtus	N	N;NOM;SG
十二	kaksteist	十二	kaks_teist	NUM	NUM;NOM;SG
西部	west	西部	west	N	N;NOM;SG
西部	lääs	西部	lääs	N	N;NOM;SG
西部	lääne	西部	lääs	N	N;NOM;SG
西部	läänemaa	西部	lääne_maa	N	N;NOM;SG
西部	lääne	西部	lääs	N	N;NOM;SG
西部	western	西部	western	N	N;NOM;SG
土	pori	土	pori	N	N;NOM;SG
土	muld	土	muld	N	N;NOM;SG
土	mulla	土	muld	N	N;NOM;SG
土	pinnas	土	pind	N	N;NOM;SG
土	muld	土	muld	N	N;NOM;SG
早期	early	早期	early	N	N;NOM;SG
早期	vara	早期	vara	N	N;NOM;SG
速度	kiirus	速度	kiirus	N	N;NOM;SG
速度	pöörlemiskiirus	速度	pöörlemis_kiirus	N	N;NOM;SG
速度	kiirus	速度	kiirus	N	N;NOM;SG
合併	ühenda	合併	ühendama	V	V;IMP;SG;2;PRS;FIN;ACT
建築	hoone	建築	hoone	N	N;NOM;SG
建築	ehitamine	建築	ehitamine	N	N;NOM;SG
建築	ehitis	建築	ehitis	N	N;NOM;SG
建築	ehitised	建築	ehitis	N	N;NOM;PL
建築	hooned	建築	hoone	N	N;NOM;PL
建築	ehitamine	建築	ehitamine	N	N;NOM;SG
建築	ehitus	建築	ehitus	N	N;NOM;SG
建築	konstruktsioon	建築	konstruktsioon	N	N;NOM;SG
建築	arhitektuur	建築	arhitektuur	N	N;NOM;SG
道路	teed	道路	tee	N	N;PRT;SG
道路	maantee	道路	maan_tee	N	N;NOM;SG
道路	tee	道路	tee	N	N;NOM;SG
道路	road	道路	road	N	N;NOM;SG
發表	avalda	發表	avaldama	V	V;IMP;SG;2;PRS;FIN;ACT
發表	avaldab	發表	avaldama	V	V;IND;SG;3;PRS;FIN;ACT
色	värv	色	värv	N	N;NOM;SG
色	värvi	色	värv	N	N;PRT;SG
樂	lok	樂	lok	N	N;NOM;SG
仍然	ikkagi	仍然	ikkagi	ADV	ADV
仍然	ikka	仍然	ikka	ADV	ADV
技術	tehnoloogiad	技術	tehnoloogia	N	N;NOM;PL
技術	tehnoloogiate	技術	tehnoloogia	N	N;GEN;PL
技術	tehnoloogiaid	技術	tehnoloogia	N	N;PRT;PL
技術	tehnika	技術	tehnika	N	N;NOM;SG
技術	tehnoloogia	技術	tehnoloogia	N	N;NOM;SG
技術	tehnikad	技術	tehnika	N	N;NOM;PL
技術	tehnikaid	技術	tehnika	N	N;PRT;PL
主任	direktor	主任	direktor	N	N;NOM;SG
主任	režissöör	主任	režissöör	N	N;NOM;SG
主任	lavastaja	主任	lavastaja	N	N;NOM;SG
畢業	lõpetas	畢業	lõpetama	V	V;IND;SG;3;PST;FIN;ACT
設	seadis	設	seadma	V	V;IND;SG;3;PST;FIN;ACT
機場	lennujaam	機場	lennu_jaam	N	N;NOM;SG
機場	lennujaamade	機場	lennu_jaam	N	N;GEN;PL
機場	lennujaamad	機場	lennu_jaam	N	N;NOM;PL
館	paviljon	館	paviljon	N	N;NOM;SG
千	tuhat	千	tuhat	NUM	NUM;NOM;SG
程	cheng	程	cheng	N	N;NOM;SG
房	tuppa	房	tuba	N	N;IN+ALL;LGSPEC1;SG
