the	el	the	el	DET;DEF	DET;DEF;MASC;SG
field	campo	field	campo	N;SG	N;MASC;SG
near	cerca	near	cerca	ADV	ADV
video	vídeo	video	vídeo	N;SG	N;MASC;SG
video	video	video	video	N;SG	N;MASC;SG
need	necesitar	need	necesitar	V;IND;PRS;FIN	V;NFIN
need	necesito	need	necesitar	V;IND;PRS;FIN	V;IND;SG;1;PRS;FIN
need	necesita	need	necesitar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
island	isla	island	isla	N;SG	N;FEM;SG
form	forma	form	forma	N;SG	N;FEM;SG
form	formulario	form	formulario	N;SG	N;MASC;SG
find	encontrar	find	encontrar	V;IMP;FIN	V;NFIN
served	sirvió	serve	servir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
play	play	play	play	N;SG	N
project	project	project	project	N;SG	N
project	proyecto	project	proyecto	N;SG	N;MASC;SG
radio	radio	radio	radio	N;SG	N;FEM;SG
works	trabaja	work	trabajar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
works	funciona	work	funcionar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
proposed	propuso	propose	proponer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
every	cada	every	cada	DET	DET;SG
development	desarrollo	development	desarrollo	N;SG	N;MASC;SG
example	ejemplo	example	ejemplo	N;SG	N;MASC;SG
live	vivir	live	vivir	V;IMP;FIN	V;NFIN
union	union	union	union	N;SG	N;SG
union	unión	union	unión	N;SG	N;FEM;SG
union	sindicato	union	sindicato	N;SG	N;MASC;SG
special	especiales	special	especial	ADJ	ADJ;PL
special	especial	special	especial	ADJ	ADJ;SG
court	tribunal	court	tribunal	N;SG	N;MASC;SG
court	court	court	court	N;SG	N;MASC;SG
region	region	region	region	N;SG	N;FEM;SG
region	comarca	region	comarca	N;SG	N;FEM;SG
region	región	region	región	N;SG	N;FEM;SG
little	pequeño	little	pequeño	ADJ	ADJ;MASC;SG
little	pequeña	little	pequeño	ADJ	ADJ;FEM;SG
little	poquito	little	poquito	ADJ	ADJ;MASC;SG
short	corta	short	corto	ADJ	ADJ;FEM;SG
short	cortos	short	corto	ADJ	ADJ;MASC;PL
short	corto	short	corto	ADJ	ADJ;MASC;SG
short	breve	short	breve	ADJ	ADJ;SG
province	provincia	province	provincia	N;SG	N;FEM;SG
western	occidental	western	occidental	ADJ	ADJ;SG
western	occidentales	western	occidental	ADJ	ADJ;PL
son	hijo	son	hijo	N;SG	N;MASC;SG
council	concilio	council	concilio	N;SG	N;MASC;SG
council	consejo	council	consejo	N;SG	N;MASC;SG
council	concejo	council	concejo	N;SG	N;MASC;SG
current	actual	current	actual	ADJ	ADJ;SG
street	calle	street	calle	N;SG	N;FEM;SG
street	callejero	street	callejero	N;SG	N;MASC;SG
street	street	street	street	N;SG	N
full	lleno	full	lleno	ADJ	ADJ;MASC;SG
full	llena	full	lleno	ADJ	ADJ;FEM;SG
full	plena	full	pleno	ADJ	ADJ;FEM;SG
full	completo	full	completo	ADJ	ADJ;MASC;SG
red	rojas	red	rojo	ADJ	ADJ;FEM;PL
red	roja	red	rojo	ADJ	ADJ;FEM;SG
too	también	too	también	ADV	ADV
too	demasiado	too	demasiado	ADV	ADV
department	departamento	department	departamento	N;SG	N;MASC;SG
help	ayuda	help	ayuda	N;SG	N;FEM;SG
open	abierta	open	abierto	ADJ	ADJ;FEM;SG;V.PTCP
open	abierto	open	abierto	ADJ	ADJ;MASC;SG;V.PTCP
force	fuerza	force	fuerza	N;SG	N;FEM;SG
force	force	force	force	N;SG	N
position	posicion	position	posicion	N;SG	N;FEM;SG
position	posición	position	posición	N;SG	N;FEM;SG
head	head	head	head	N;SG	N
head	cabezal	head	cabezal	N;SG	N;MASC;SG
head	cabeza	head	cabeza	N;SG	N;FEM;SG
director	directora	director	directora	N;SG	N;FEM;SG
director	director	director	director	N;SG	N;MASC;SG
father	padre	father	padre	N;SG	N;MASC;SG
track	pista	track	pista	N;SG	N;FEM;SG
track	track	track	track	N;SG	N;SG
track	atletismo	track	atletismo	N;SG	N;MASC;SG
http	http	http	http	N;SG	N
never	nunca	never	nunca	ADV	ADV
never	jamás	never	jamás	ADV	ADV
australian	australianas	australian	australiano	ADJ	ADJ;FEM;PL
australian	australiana	australian	australiano	ADJ	ADJ;FEM;SG
level	nivel	level	nivel	N;SG	N;MASC;SG
level	level	level	level	N;SG	N
late	tarde	late	tarde	ADV	ADV
summer	summer	summer	summer	N;SG	N
summer	verano	summer	verano	N;SG	N;MASC;SG
society	society	society	society	N;SG	N;SG
society	sociedad	society	sociedad	N;SG	N;FEM;SG
office	oficina	office	oficina	N;SG	N;FEM;SG
office	office	office	office	N;SG	N;SG
office	despacho	office	despacho	N;SG	N;MASC;SG
period	periodo	period	periodo	N;SG	N;MASC;SG
period	período	period	período	N;SG	N;MASC;SG
championship	campeonato	championship	campeonato	N;SG	N;MASC;SG
championship	championship	championship	championship	N;SG	N;MASC;SG
story	historia	story	historia	N;SG	N;FEM;SG
story	story	story	story	N;SG	N
songs	cantos	song	canto	N;PL	N;MASC;PL
songs	canciones	song	canción	N;PL	N;FEM;PL
songs	songs	song	songs	N;PL	N
file	fichero	file	fichero	N;SG	N;MASC;SG
file	expediente	file	expediente	N;SG	N;MASC;SG
file	archivo	file	archivo	N;SG	N;MASC;SG
days	días	day	día	N;PL	N;MASC;PL
days	jornadas	day	jornada	N;PL	N;FEM;PL
days	dias	day	dia	N;PL	N;MASC;PL
days	days	day	day	N;PL	N
land	land	land	land	N;SG	N
land	terreno	land	terreno	N;SG	N;MASC;SG
land	tierra	land	tierra	N;SG	N;FEM;SG
business	empresa	business	empresa	N;SG	N;FEM;SG
business	negocio	business	negocio	N;SG	N;MASC;SG
reason	razón	reason	razón	N;SG	N;FEM;SG
reason	motivo	reason	motivo	N;SG	N;MASC;SG
reason	razon	reason	razon	N;SG	N;FEM;SG
european	europeo	european	europeo	ADJ	ADJ;MASC;SG
european	europea	european	europeo	ADJ	ADJ;FEM;SG
european	europeas	european	europeo	ADJ	ADJ;FEM;PL
term	término	term	término	N;SG	N;MASC;SG
six	seis	six	seis	NUM	NUM;PL
post	post	post	post	N;SG	N;MASC;SG
post	poste	post	poste	N;SG	N;MASC;SG
post	publicación	post	publicación	N;SG	N;FEM;SG
subject	asignatura	subject	asignatura	N;SG	N;FEM;SG
subject	asunto	subject	asunto	N;SG	N;MASC;SG
subject	súbdito	subject	súbdito	N;SG	N;MASC;SG
subject	tema	subject	tema	N;SG	N;MASC;SG
young	jóven	young	jóven	ADJ	ADJ;SG
total	totales	total	total	ADJ	ADJ;PL
total	total	total	total	ADJ	ADJ;SG
science	ciencia	science	ciencia	N;SG	N;FEM;SG
related	relacionada	related	relacionado	ADJ	ADJ;FEM;SG;V.PTCP
related	afines	related	afín	ADJ	ADJ;PL
related	conexo	related	conexo	ADJ	ADJ;MASC;SG
related	relacionado	related	relacionado	ADJ	ADJ;MASC;SG;V.PTCP
rock	piedra	rock	piedra	N;SG	N;FEM;SG
rock	roca	rock	roca	N;SG	N;FEM;SG
rock	rock	rock	rock	N;SG	N;MASC;SG
railway	ferrocarril	railway	ferrocarril	N;SG	N;MASC;SG
led	llevó	lead	llevar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
students	alumnos	student	alumno	N;PL	N;MASC;PL
students	estudiantes	student	estudiante	N;PL	N;PL
started	comenzó	start	comenzar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
started	comenzado	start	comenzar	V;IND;PST;FIN	V;MASC;SG;PST;V.PTCP
news	noticia	news	noticia	N;SG	N;FEM;SG
role	rol	role	rol	N;SG	N;MASC;SG
election	elección	election	elección	N;SG	N;FEM;SG
election	eleccion	election	eleccion	N;SG	N;FEM;SG
albums	álbumes	album	álbum	N;PL	N;MASC;PL
present	presente	present	presente	ADJ	ADJ;SG
books	libros	book	libro	N;PL	N;MASC;PL
important	importante	important	importante	ADJ	ADJ;SG
important	importantes	important	importante	ADJ	ADJ;PL
northern	septentrional	northern	septentrional	ADJ	ADJ;SG
northern	norteña	northern	norteño	ADJ	ADJ;FEM;SG
love	amar	love	amar	V;IND;FIN	V;NFIN
run	corran	run	correr	V;IMP;FIN	V;IMP;PL;3;FIN
run	correr	run	correr	V;IMP;FIN	V;NFIN
run	ejecutar	run	ejecutar	V;IMP;FIN	V;NFIN
press	prensa	press	prensa	N;SG	N;FEM;SG
type	type	type	type	N;SG	N
type	tipo	type	tipo	N;SG	N;MASC;SG
act	ley	act	ley	N;SG	N;FEM;SG
act	acta	act	acta	N;SG	N;FEM;SG
act	acto	act	acto	N;SG	N;MASC;SG
editor	redactor	editor	redactor	N;SG	N;MASC;SG
editor	editor	editor	editor	N;SG	N;MASC;SG
editor	editora	editor	editora	N;SG	N;FEM;SG
came	vinieron	come	venir	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
schools	escuelas	school	escuela	N;PL	N;FEM;PL
schools	colegios	school	colegio	N;PL	N;MASC;PL
program	programa	program	programa	N;SG	N;MASC;SG
issue	cuestión	issue	cuestión	N;SG	N;FEM;SG
social	sociales	social	social	ADJ	ADJ;PL
social	social	social	social	ADJ	ADJ;SG
production	produccion	production	produccion	N;SG	N;FEM;SG
production	producción	production	producción	N;SG	N;FEM;SG
male	macho	male	macho	N;SG	N;MASC;SG
male	varón	male	varón	N;SG	N;MASC;SG
awards	premios	award	premio	N;PL	N;MASC;PL
awards	galardones	award	galardón	N;PL	N;MASC;PL
points	puntos	point	punto	N;PL	N;MASC;PL
points	points	point	point	N;PL	N;MASC;PL
similar	parecido	similar	parecido	ADJ	ADJ;MASC;SG;V.PTCP
similar	similar	similar	similar	ADJ	ADJ;SG
similar	similares	similar	similar	ADJ	ADJ;PL
similar	parecidos	similar	parecido	ADJ	ADJ;MASC;PL;V.PTCP
professional	profesional	professional	profesional	ADJ	ADJ;SG
professional	professional	professional	professional	ADJ	ADJ;SG
say	decir	say	decir	V;IMP;FIN	V;NFIN
say	diga	say	decir	V;IMP;FIN	V;IMP;SG;3;FIN
background	trasfondo	background	trasfondo	N;SG	N;MASC;SG
background	fondo	background	fondo	N;SG	N;MASC;SG
enough	suficiente	enough	suficiente	ADJ	ADJ;SG
enough	suficientes	enough	suficiente	ADJ	ADJ;PL
lead	plomo	lead	plomo	N;SG	N;MASC;SG
common	comunes	common	común	ADJ	ADJ;PL
common	frecuente	common	frecuente	ADJ	ADJ;SG
common	común	common	común	ADJ	ADJ;SG
common	frecuentes	common	frecuente	ADJ	ADJ;PL
data	data	data	datar	N;SG	N;FEM;SG
data	dato	data	dato	N;SG	N;MASC;SG
color	color	color	color	N;SG	N;MASC;SG
better	mejores	better	mejor	ADJ;CMPR	ADJ;PL
person	persona	person	persona	N;SG	N;FEM;SG
services	servicios	service	servicio	N;PL	N;MASC;PL
museum	museo	museum	museo	N;SG	N;MASC;SG
battle	batalla	battle	batalla	N;SG	N;FEM;SG
battle	combate	battle	combate	N;SG	N;MASC;SG
sports	deportes	sport	deporte	N;PL	N;MASC;PL
already	ya	already	ya	ADV	ADV
currently	actualmente	currently	actualmente	ADV	ADV
hall	vestíbulo	hall	vestíbulo	N;SG	N;MASC;SG
hall	pasillo	hall	pasillo	N;SG	N;MASC;SG
hall	hall	hall	hall	N;SG	N;MASC;SG
hall	salón	hall	salón	N;SG	N;MASC;SG
buildings	edificaciones	building	edificación	N;PL	N;FEM;PL
buildings	construcciones	building	construcción	N;PL	N;FEM;PL
buildings	edificios	building	edificio	N;PL	N;MASC;PL
buildings	inmuebles	building	inmueble	N;PL	N;MASC;PL
historic	historico	historic	historico	ADJ	ADJ;MASC;SG
historic	histórico	historic	histórico	ADJ	ADJ;MASC;SG
historic	históricas	historic	histórico	ADJ	ADJ;FEM;PL
historic	histórica	historic	histórico	ADJ	ADJ;FEM;SG
historic	históricos	historic	histórico	ADJ	ADJ;MASC;PL
date	cita	date	cita	N;SG	N;FEM;SG
date	fecha	date	fecha	N;SG	N;FEM;SG
change	cambio	change	cambio	N;SG	N;MASC;SG
change	variación	change	variación	N;SG	N;FEM;SG
location	lugar	location	lugar	N;SG	N;MASC;SG
location	ubicacion	location	ubicacion	N;SG	N;FEM;SG
location	ubicación	location	ubicación	N;SG	N;FEM;SG
location	emplazamiento	location	emplazamiento	N;SG	N;MASC;SG
location	localización	location	localización	N;SG	N;FEM;SG
seems	parece	seem	parecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
southern	sureña	southern	sureño	ADJ	ADJ;FEM;SG
southern	meridional	southern	meridional	ADJ	ADJ;SG
southern	sureño	southern	sureño	ADJ	ADJ;MASC;SG
lost	perdió	lose	perder	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
something	algo	something	algo	PRO;SG	PRO;SG
review	examen	review	examen	N;SG	N;MASC;SG
review	revisión	review	revisión	N;SG	N;FEM;SG
review	reseña	review	reseñar	N;SG	N;FEM;SG
japanese	japonesas	japanese	japonés	ADJ	ADJ;FEM;PL
japanese	japonesa	japanese	japonés	ADJ	ADJ;FEM;SG
groups	grupos	group	grupo	N;PL	N;MASC;PL
groups	agrupaciones	group	agrupación	N;PL	N;FEM;PL
content	contenido	content	contenido	N;SG	N;MASC;SG
involved	implicado	involved	implicado	ADJ	ADJ;MASC;SG;V.PTCP
involved	implicada	involved	implicar	ADJ	ADJ;FEM;SG;V.PTCP
involved	involucrado	involved	involucrado	ADJ	ADJ;MASC;SG;V.PTCP
involved	involucrada	involved	involucrado	ADJ	ADJ;FEM;SG;V.PTCP
involved	involucrados	involved	involucrado	ADJ	ADJ;MASC;PL;V.PTCP
board	tabla	board	tabla	N;SG	N;FEM;SG
board	tablón	board	tablón	N;SG	N;MASC;SG
board	tablero	board	tablero	N;SG	N;MASC;SG
board	junta	board	junta	N;SG	N;FEM;SG
control	control	control	control	N;SG	N;MASC;SG
policy	póliza	policy	póliza	N;SG	N;FEM;SG
policy	politica	policy	politica	N;SG	N;FEM;SG
policy	política	policy	política	N;SG	N;FEM;SG
modern	moderna	modern	moderno	ADJ	ADJ;FEM;SG
modern	modernos	modern	moderno	ADJ	ADJ;MASC;PL
modern	modernas	modern	moderno	ADJ	ADJ;FEM;PL
modern	moderno	modern	moderno	ADJ	ADJ;MASC;SG
human	humano	human	humano	ADJ	ADJ;MASC;SG
human	humanas	human	humano	ADJ	ADJ;FEM;PL
human	humana	human	humano	ADJ	ADJ;FEM;SG
half	mitad	half	mitad	N;SG	N;FEM;SG
half	half	half	half	N;SG	N
design	concepción	design	concepción	N;SG	N;FEM;SG
design	diseño	design	diseño	N;SG	N;MASC;SG
event	acontecimiento	event	acontecimiento	N;SG	N;MASC;SG
event	evento	event	evento	N;SG	N;MASC;SG
events	eventos	event	evento	N;PL	N;MASC;PL
events	acontecimientos	event	acontecimiento	N;PL	N;MASC;PL
available	disponible	available	disponible	ADJ	ADJ;SG
available	disponibles	available	disponible	ADJ	ADJ;PL
real	real	real	real	ADJ	ADJ;SG
real	reales	real	real	ADJ	ADJ;PL
real	verdadero	real	verdadero	ADJ	ADJ;MASC;SG
start	empezar	start	empezar	V;IMP;FIN	V;NFIN
personal	personal	personal	personal	ADJ	ADJ;SG
personal	personales	personal	personal	ADJ	ADJ;PL
action	action	action	action	N;SG	N;SG
action	acción	action	acción	N;SG	N;FEM;SG
action	accion	action	accionar	N;SG	N;FEM;SG
space	space	space	spacer	N;SG	N
space	espacio	space	espacio	N;SG	N;MASC;SG
areas	áreas	area	área	N;PL	N;FEM;PL
areas	zonas	area	zona	N;PL	N;FEM;PL
areas	areas	area	area	N;PL	N;FEM;PL
notability	notabilidad	notability	notabilidad	N;SG	N;FEM;SG
star	estrella	star	estrella	N;SG	N;FEM;SG
star	star	star	star	N;SG	N
really	realmente	really	realmente	ADV	ADV
possible	posible	possible	posible	ADJ	ADJ;SG
possible	posibles	possible	posible	ADJ	ADJ;PL
working	trabajando	work	trabajar	V;V.MSDR	V;V.MSDR
working	funcionando	work	funcionar	V;V.MSDR	V;V.MSDR
working	trabajar	work	trabajar	V;V.MSDR	V;NFIN
far	lejos	far	lejos	ADV	ADV
going	va	go	ir	V;V.MSDR	V;IND;SG;3;PRS;FIN
going	yendo	go	ir	V;V.MSDR	V;V.MSDR
minister	ministro	minister	ministro	N;SG	N;MASC;SG
minister	pastor	minister	pastor	N;SG	N;MASC;SG
minister	ministra	minister	ministra	N;SG	N;FEM;SG
reported	informó	report	informar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
popular	popular	popular	popular	ADJ	ADJ;SG
married	casada	married	casado	ADJ	ADJ;FEM;SG;V.PTCP
married	casado	married	casado	ADJ	ADJ;MASC;SG;V.PTCP
married	casados	married	casado	ADJ	ADJ;MASC;PL;V.PTCP
founded	fundó	found	fundar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
author	autor	author	autor	N;SG	N;MASC;SG
author	autora	author	autora	N;SG	N;FEM;SG
away	lejos	away	lejos	ADV	ADV
independent	independiente	independent	independiente	ADJ	ADJ;SG
process	proceso	process	proceso	N;SG	N;MASC;SG
teams	equipos	team	equipo	N;PL	N;MASC;PL
character	carácter	character	carácter	N;SG	N;MASC;SG
character	caracter	character	caracter	N;SG	N;MASC;SG
character	personaje	character	personaje	N;SG	N;MASC;SG
low	bajos	low	bajo	ADJ	ADJ;MASC;PL
pages	páginas	page	página	N;PL	N;FEM;PL
pages	paginas	page	pagina	N;PL	N;FEM;PL
light	light	light	light	N;SG	N
light	luz	light	luz	N;SG	N;FEM;SG
big	grande	big	grande	ADJ	ADJ;SG
big	gran	big	gran	ADJ	ADJ;SG
big	grandes	big	grande	ADJ	ADJ;PL
release	liberación	release	liberación	N;SG	N;FEM;SG
release	lanzamiento	release	lanzamiento	N;SG	N;MASC;SG
release	excarcelación	release	excarcelación	N;SG	N;FEM;SG
want	quieres	want	querer	V;IND;PRS;FIN	V;IND;SG;2;PRS;FIN
want	quiero	want	querer	V;IND;PRS;FIN	V;IND;SG;1;PRS;FIN
want	querer	want	querer	V;IND;PRS;FIN	V;NFIN
want	quieren	want	querer	V;IND;PRS;FIN	V;IND;PL;3;PRS;FIN
episode	episodio	episode	episodio	N;SG	N;MASC;SG
wrote	escribí	write	escribir	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
wrote	escribió	write	escribir	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
companies	compañias	company	compañia	N;PL	N;FEM;PL
companies	empresas	company	empresa	N;PL	N;FEM;PL
companies	compañías	company	compañía	N;PL	N;FEM;PL
russian	rusas	russian	ruso	ADJ	ADJ;FEM;PL
russian	rusa	russian	ruso	ADJ	ADJ;FEM;SG
russian	ruso	russian	ruso	ADJ	ADJ;MASC;SG
thanks	gracias	thanks	gracias	N;SG	N
put	poner	put	poner	V;IMP;FIN	V;NFIN
race	race	race	race	N;SG	N
race	carrera	race	carrera	N;SG	N;FEM;SG
race	raza	race	raza	N;SG	N;FEM;SG
worked	trabajó	work	trabajar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
worked	funcionó	work	funcionar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
route	ruta	route	ruta	N;SG	N;FEM;SG
someone	alguien	someone	alguien	PRO;SG	PRO;SG
civil	civil	civil	civil	ADJ	ADJ;SG
police	police	police	police	N;PL	N
police	policías	police	policía	N;PL	N;PL
users	usuarios	user	usuario	N;PL	N;MASC;PL
template	plantilla	template	plantilla	N;SG	N;FEM;SG
eastern	orientales	eastern	oriental	ADJ	ADJ;PL
eastern	oriental	eastern	oriental	ADJ	ADJ;SG
body	cuerpo	body	cuerpo	N;SG	N;MASC;SG
body	cadáver	body	cadáver	N;SG	N;MASC;SG
body	body	body	body	N;SG	N
question	cuestión	question	cuestión	N;SG	N;FEM;SG
question	interrogante	question	interrogante	N;SG	N;SG
question	pregunta	question	pregunta	N;SG	N;FEM;SG
italian	italiana	italian	italiano	ADJ	ADJ;FEM;SG
week	week	week	week	N;SG	N;FEM;SG
week	semana	week	semana	N;SG	N;FEM;SG
editors	redactores	editor	redactor	N;PL	N;MASC;PL
editors	editores	editor	editor	N;PL	N;MASC;PL
chief	jefa	chief	jefa	N;SG	N;FEM;SG
chief	jefe	chief	jefe	N;SG	N;MASC;SG
match	cerilla	match	cerilla	N;SG	N;FEM;SG
match	partido	match	partido	N;SG	N;MASC;SG
match	coincidencia	match	coincidencia	N;SG	N;FEM;SG
match	match	match	match	N;SG	N;MASC;SG
roman	romana	roman	romano	ADJ	ADJ;FEM;SG
roman	romano	roman	romano	ADJ	ADJ;MASC;SG
come	vengan	come	venir	V;IMP;FIN	V;IMP;PL;3;FIN
tour	recorrido	tour	recorrido	N;SG	N;MASC;SG
tour	tour	tour	tour	N;SG	N;MASC;SG
tour	gira	tour	gira	N;SG	N;FEM;SG
sea	mar	sea	mar	N;SG	N;SG
cross	cruz	cross	cruz	N;SG	N;FEM;SG
cross	cross	cross	cross	N;SG	N
cross	cruce	cross	cruce	N;SG	N;MASC;SG
playing	jugando	play	jugar	V;V.MSDR	V;V.MSDR
playing	tocando	play	tocar	V;V.MSDR	V;V.MSDR
playing	jugar	play	jugar	V;V.MSDR	V;NFIN
health	sanidad	health	sanidad	N;SG	N;FEM;SG
health	salud	health	salud	N;SG	N;FEM;SG
institute	institute	institute	institute	N;SG	N;MASC;SG
institute	instituto	institute	instituto	N;SG	N;MASC;SG
caps	gorras	cap	gorra	N;PL	N;FEM;PL
caps	gorros	cap	gorro	N;PL	N;MASC;PL
forces	fuerzas	force	fuerza	N;PL	N;FEM;PL
forces	forces	force	force	N;PL	N;FEM
green	green	green	green	N;SG	N;SG
rights	derechos	rights	derecho	N;PL	N;MASC;PL
evidence	evidencia	evidence	evidencia	N;SG	N;FEM;SG
originally	originalmente	originally	originalmente	ADV	ADV
originally	originariamente	originally	originariamente	ADV	ADV
aircraft	avión	aircraft	avión	N;SG	N;MASC;SG
aircraft	aeronave	aircraft	aeronave	N;SG	N;FEM;SG
arts	arts	art	arts	N;PL	N
arts	artes	art	arte	N;PL	N;PL
range	alcance	range	alcance	N;SG	N;MASC;SG
range	intervalo	range	intervalo	N;SG	N;MASC;SG
range	gama	range	gama	N;SG	N;FEM;SG
range	rango	range	rango	N;SG	N;MASC;SG
range	cordillera	range	cordillera	N;SG	N;FEM;SG
probably	probablemente	probably	probablemente	ADV	ADV
consensus	consenso	consensus	consenso	N;SG	N;MASC;SG
bar	barra	bar	barra	N;SG	N;FEM;SG
bar	bar	bar	bar	N;SG	N;MASC;SG
problem	problemática	problem	problemática	N;SG	N;FEM;SG
problem	problema	problem	problema	N;SG	N;MASC;SG
look	mire	look	mirar	V;IMP;FIN	V;IMP;SG;3;FIN
look	miren	look	mirar	V;IMP;FIN	V;IMP;PL;3;FIN
look	mira	look	mirar	V;IMP;FIN	V;IMP;SG;2;FIN
issues	asuntos	issue	asunto	N;PL	N;MASC;PL
issues	cuestiones	issue	cuestión	N;PL	N;FEM;PL
issues	temas	issue	tema	N;PL	N;MASC;PL
alumni	alumnos	alumnus	alumno	N;PL	N;MASC;PL
network	network	network	network	N;SG	N;SG
network	red	network	red	N;SG	N;FEM;SG
win	ganar	win	ganar	V;IMP;FIN	V;NFIN
win	gane	win	ganar	V;IMP;FIN	V;IMP;SG;3;FIN
shows	espectáculos	show	espectáculo	N;PL	N;MASC;PL
shows	shows	show	show	N;PL	N;MASC;PL
wife	esposa	wife	esposa	N;SG	N;FEM;SG
wife	mujer	wife	mujer	N;SG	N;FEM;SG
returned	regresó	return	regresar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
night	noche	night	noche	N;SG	N;FEM;SG
night	night	night	night	N;SG	N
magazine	cargador	magazine	cargador	N;SG	N;MASC;SG
magazine	magazine	magazine	magazine	N;SG	N;SG
magazine	revista	magazine	revista	N;SG	N;FEM;SG
centre	centro	centre	centro	N;SG	N;MASC;SG
centre	centre	centre	centre	N;SG	N;MASC;SG
usually	habitualmente	usually	habitualmente	ADV	ADV
usually	normalmente	usually	normalmente	ADV	ADV
usually	generalmente	usually	generalmente	ADV	ADV
usually	usualmente	usually	usualmente	ADV	ADV
significant	significativos	significant	significativo	ADJ	ADJ;MASC;PL
significant	significativas	significant	significativo	ADJ	ADJ;FEM;PL
significant	significativo	significant	significativo	ADJ	ADJ;MASC;SG
significant	significativa	significant	significativo	ADJ	ADJ;FEM;SG
significant	significante	significant	significante	ADJ	ADJ;SG
able	capaz	able	capaz	ADJ	ADJ;SG
stage	etapa	stage	etapa	N;SG	N;FEM;SG
stage	escenario	stage	escenario	N;SG	N;MASC;SG
stage	stage	stage	stage	N;SG	N
addition	adición	addition	adición	N;SG	N;FEM;SG
today	today	today	today	N;SG	N
academy	academy	academy	academy	N;SG	N
academy	academia	academy	academia	N;SG	N;FEM;SG
continued	continuó	continue	continuar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
stations	estaciones	station	estación	N;PL	N;FEM;PL
stations	emisoras	station	emisora	N;PL	N;FEM;PL
mother	madre	mother	madre	N;SG	N;FEM;SG
appeared	aparecieron	appear	aparecer	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
appeared	apareció	appear	aparecer	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
culture	cultivo	culture	cultivo	N;SG	N;MASC;SG
culture	cultura	culture	cultura	N;SG	N;FEM;SG
spanish	española	spanish	español	ADJ	ADJ;FEM;SG
grand	gran	grand	gran	ADJ	ADJ;SG
committee	comisión	committee	comisión	N;SG	N;FEM;SG
committee	comite	committee	comite	N;SG	N;MASC;SG
committee	comité	committee	comité	N;SG	N;MASC;SG
things	cosas	thing	cosa	N;PL	N;FEM;PL
things	things	thing	thing	N;PL	N
fire	incendio	fire	incendio	N;SG	N;MASC;SG
fire	fuego	fire	fuego	N;SG	N;MASC;SG
changed	cambió	change	cambiar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gold	oro	gold	oro	N;SG	N;MASC;SG
gold	gold	gold	gold	N;SG	N
female	mujer	female	mujer	N;SG	N;FEM;SG
female	hembra	female	hembra	N;SG	N;FEM;SG
months	meses	month	mes	N;PL	N;MASC;PL
chinese	chinos	chinese	chino	N;PL	N;MASC;PL
previous	anterior	previous	anterior	ADJ	ADJ;SG
previous	previo	previous	previo	ADJ	ADJ;MASC;SG
previous	anteriores	previous	anterior	ADJ	ADJ;PL
previous	previos	previous	previo	ADJ	ADJ;MASC;PL
size	size	size	sizar	N;SG	N
size	talla	size	talla	N;SG	N;FEM;SG
size	tamaño	size	tamaño	N;SG	N;MASC;SG
mentioned	mencionó	mention	mencionar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
add	agregar	add	agregar	V;IMP;FIN	V;NFIN
