nicht	नहीं	nicht	नहीं	PART;NEG	PART;NEG
krieg	युद्धों	kriegen	युद्ध	N	N;ACC;MASC;PL;3
besser	बेहतर	gut	बेहतर	ADJ	ADJ
französischen	फ्रांसीसी	französisch	फ्रांसीसी	ADJ;NOM;MASC;PL	ADJ;NOM
meisten	सर्वाधिक	meist	सर्वाधिक	ADJ;NOM;INDF;PL	ADJ;NOM
meisten	सबसे	meist	सबसे	ADJ;NOM;INDF;PL	ADJ;NOM
sprache	भाषा	sprechen	भाषा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sprache	भाषण	sprechen	भाषण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sprache	भाषा	sprechen	भाषा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
lemma	lemma	lemma	lemma		
erster	प्रथम	erst	प्रथम	ADJ;NOM;MASC;SG	ADJ
erster	पहली	erst	पहला	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
erster	पहला	erst	पहला	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
danke	धन्यबाद	danken	धन्यबाद		
danke	धन्यवाद	danken	धन्यवाद		
kunst	कला	kunst	कला	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kunst	कला	kunst	कला	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kunst	आर्ट	kunst	आर्ट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
style	style	stylen	style		
auswahl	पसंद	auswahl	पसंद	N;NOM;SG	N;NOM;FEM;SG;3
auswahl	चुनाव	auswahl	चुनाव	N;NOM;SG	N;NOM;MASC;SG;3
auswahl	चयन	auswahl	चयन	N;NOM;SG	N;NOM;MASC;SG;3
auswahl	चयन	auswahl	चयन	N;NOM;SG	N;NOM;MASC;SG;3
beschreibung	विवरण	Beschreibung	विवरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beschreibung	वर्णन	Beschreibung	वर्णन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
direkt	सीधी	direkt	सीधा	ADJ	ADJ;FEM;SG
direkt	सीधा	direkt	सीधा	ADJ	ADJ;NOM;MASC;SG
direkt	सीधा	direkt	सीधा	ADJ	ADJ;NOM;MASC;SG
alter	पुराने	alt	पुराना	ADJ	ADJ;MASC;PL
alter	पुरानी	alt	पुराना	ADJ	ADJ;FEM;SG
alter	पुराना	alt	पुराना	ADJ	ADJ;MASC;SG
obwohl	हालाँकि	obwohl	हालाँकि	CONJ	CONJ
obwohl	हालांकि	obwohl	हालांकि	CONJ	CONJ
obwohl	हालांकि	obwohl	हालांकि	CONJ	CONJ
professor	प्रोफ़ेसर	professor	प्रोफ़ेसर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
professor	प्रोफेसर	professor	प्रोफेसर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
professor	प्राध्यापक	professor	प्राध्यापक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
darunter	नीचे	darunter	नीचे	ADV	ADV;NOM;MASC;SG;3
häufig	आम	häufig	आम	ADJ	ADJ
gruß	सलाम	gruß	सलाम		
gemacht	बनाया	machen	बना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gemacht	बना	machen	बन	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gemacht	किया	machen	कर	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kleinen	छोटे	klein	छोटा	ADJ;PL	ADJ;NOM;MASC;PL
letzte	अंतिम	letzt	अंतिम	ADJ;NOM;FEM;SG	ADJ;NOM
letzte	आखिरी	letzt	आखिरी	ADJ;NOM;FEM;SG	ADJ
letzte	पिछला	letzt	पिछला	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
letzte	अंतिम	letzt	अंतिम	ADJ;NOM;FEM;SG	ADJ;NOM
meister	मास्टर	meist	मास्टर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
meister	चैम्पियन	meist	चैम्पियन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
meister	चैंपियन	meist	चैंपियन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
meister	चैंपियंस	meist	चैंपियंस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
meister	champions	meist	champions	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zuvor	पहले	zuvor	पहले	ADV	ADV;NOM;MASC;SG;3
zuvor	पहले	zuvor	पहले	ADV	ADV;NOM;MASC;SG;3
sicher	सुरक्षित	sicher	सुरक्षित	ADJ	ADJ
sicher	निश्चित	sicher	निश्चित	ADJ	ADJ;NOM
sicher	सुरक्षित	sicher	सुरक्षित	ADJ	ADJ
insel	द्वीप	insel	द्वीप	N;NOM;FEM;SG	N;NOM;MASC;SG;3
klar	साफ	klar	साफ	ADJ	ADJ
klar	निश्चित	klar	निश्चित	ADJ	ADJ;NOM
ursprünglich	असली	ursprünglich	असली	ADJ	ADJ;NOM
regierung	gov	Regierung	gov		
sieben	सात	sieben	सात	NUM	NUM
osten	पूर्व	osten	पूर्व	ADV	ADV;NOM;MASC;SG;3
alte	प्राचीन	alt	प्राचीन	ADJ;NOM;FEM;PL	ADJ;NOM
alte	पुराने	alt	पुराना	ADJ;NOM;FEM;PL	ADJ;MASC;PL
problem	समस्या	probel	समस्या	N;NOM;SG	N;NOM;FEM;SG;3
problem	मुसीबत	probel	मुसीबत	N;NOM;SG	N;NOM;FEM;SG;3
problem	परेशानी	probel	परेशानी	N;NOM;SG	N;NOM;FEM;SG;3
mitglieder	सदस्य	mitglied	सदस्य	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
mitglieder	सदस्य	mitglied	सदस्य	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
betrieb	पकड़कर	betreiben	पकड़	V;IND;SG;3;PST;FIN	V;V.CVB
kaiser	कैसर	kaiser	कैसर		
arten	प्रजातियां	arten	प्रजाति	N;PL	N;NOM;FEM;PL;3
geboren	जन्मे	gebären	जन्मा	V;V.PTCP	V;MASC;IND;SG;3;FIN;ACT
sitz	मुख्यालय	sitz	मुख्यालय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sitz	मुख्यालय	sitz	मुख्यालय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sitz	सीट	sitz	सीट	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zog	खींचा	ziehen	खींच	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
zog	खींचा	ziehen	खींच	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
wasser	वाटर	wasser	वाटर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wasser	पानी	wasser	पानी	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wasser	जल	wasser	जल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
amerikanischen	अमरीकी	amerikanisch	अमरीकी	ADJ;NOM;PL	ADJ
zehn	दस	zehn	दस	NUM	NUM
system	तंत्र	system	तंत्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
system	सिस्टम	system	सिस्टम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
system	तन्त्र	system	तन्त्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
system	प्रणाली	system	प्रणाली	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
system	सिस्टम	system	सिस्टम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
bilder	छवियां	Bild	छवी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
bilder	छवियाँ	Bild	छवी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
bilder	छवियाँ	Bild	छवी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
bilder	पिक्चर्स	Bild	पिक्चर	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
bilder	तस्वीरें	Bild	तस्वीर	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
bilder	तस्वीरें	Bild	तस्वीर	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
bilder	तस्वीरें	Bild	तस्वीर	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
erreicht	पहुँच	erreichen	पहुँच	V;V.PTCP	V;ACT
erreicht	पहुंचा	erreichen	पहुंच	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
erreicht	पहुँचे	erreichen	पहुँच	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
beitrag	पोस्ट	beitregen	पोस्ट	N;SG	N;NOM;FEM;SG;3
beitrag	योगदान	beitregen	योगदान	N;SG	N;NOM;MASC;SG;3
mutter	माँ	mutter	माँ		
mutter	माँ	mutter	माँ		
linie	लाइन	linie	लाइन	N	N;NOM;FEM;SG;3
linie	पंक्ति	linie	पंक्ति	N	N;NOM;FEM;SG;3
linie	रेखा	linie	रेखा	N	N;NOM;FEM;SG;3
linie	लकीर	linie	लकीर	N	N;NOM;FEM;SG;3
bahnhof	ट्रेन	bahnhof	ट्रेन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
bahnhof	रेलगाड़ी	bahnhof	रेलगाड़ी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
bahnhof	स्टेशन	bahnhof	स्टेशन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
acht	आठ	acht	आठ	NUM	NUM
scheint	चमकता	scheinen	चमक	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
scheint	चमकता	scheinen	चमक	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
scheint	जगमगाता	scheinen	जगमगाता	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
ziel	उद्देश्य	ziel	उद्देश्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	मंज़िल	ziel	मंज़िल	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ziel	गंतव्य	ziel	गंतव्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	गोल	ziel	गोल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	ध्येय	ziel	ध्येय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	लक्ष्य	ziel	लक्ष्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	लक्ष्य	ziel	लक्ष्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	टार्गेट	ziel	टार्गेट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	टारगेट	ziel	टारगेट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	लक्ष्य	ziel	लक्ष्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ziel	निशाना	ziel	निशाना	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
roman	उपन्यास	roman	उपन्यास	N;NOM;MASC;SG	N;NOM;MASC;SG;3
liga	लीग	liga	लीग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
amerikanische	अमरीकी	amerikanisch	अमरीकी	ADJ;NOM;FEM;PL	ADJ
leider	दुर्भाग्यवश	leider	दुर्भाग्यवश	ADV	ADV
uhr	घड़ी	uhr	घड़ा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
geben	डालें	geben	डाल	V;NFIN	V;SBJV;PL;FIN;ACT
geben	दे	geben	दे	V;NFIN	V;FIN;ACT
vorhanden	उपलब्ध	vorhanden	उपलब्ध	ADJ	ADJ
vorhanden	मौजूद	vorhanden	मौजूद	ADJ	ADJ
vorhanden	उपस्थित	vorhanden	उपस्थित	ADJ	ADJ
armee	सेना	arme	सेना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armee	आर्मी	arme	आर्मी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armee	फ़ौज	arme	फ़ौज	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armee	सेना	arme	सेना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armee	फौज	arme	फौज	N;NOM;FEM;SG	N;NOM;FEM;SG;3
aufgenommen	लिया	aufnehmen	ले	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
strecke	मार्ग	strecken	मार्ग	N;SG	N;NOM;MASC;SG;3
strecke	रूट	strecken	रूट	N;SG	N;NOM;MASC;SG;3
strecke	लाइन	strecken	लाइन	N;SG	N;NOM;FEM;SG;3
strecke	पंक्ति	strecken	पंक्ति	N;SG	N;NOM;FEM;SG;3
strecke	रेखा	strecken	रेखा	N;SG	N;NOM;FEM;SG;3
strecke	लकीर	strecken	लकीर	N;SG	N;NOM;FEM;SG;3
gefunden	खोजा	finden	खोजा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gefunden	मिली	finden	मिल	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gefunden	मिले	finden	मिल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gefunden	पाये	finden	पा	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gefunden	पाया	finden	पा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gefunden	मिला	finden	मिल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
daten	तिथियाँ	daten	तिथी	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
erledigt	किया	erledigen	कर	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
theater	थिएटर	theat	थिएटर	N;NOM;SG	N;NOM;MASC;SG;3
theater	थिएटर	theat	थिएटर	N;NOM;SG	N;NOM;MASC;SG;3
theater	थिएटर	theat	थिएटर	N;NOM;SG	N;NOM;MASC;SG;3
theater	सिनेमाघर	theat	सिनेमाघर	N;NOM;SG	N;NOM;MASC;SG;3
theater	रंगमंच	theat	रंगमंच	N;NOM;SG	N;NOM;MASC;SG;3
theater	थिएटर	theat	थिएटर	N;NOM;SG	N;NOM;MASC;SG;3
dritten	तीसरे	dritt	तीसरा	ADJ;ACC;MASC;SG	ADJ;ACC;MASC;SG
schrieb	लिखा	schreiben	लिख	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
com	com	com	com		
hilfe	सहायता	helfen	सहायता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
hilfe	सहायता	helfen	सहायता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
hilfe	मदद	helfen	मदद	N;NOM;FEM;SG	N;NOM;FEM;SG;3
hilfe	सहायता	helfen	सहायता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
gegeben	दी	geben	दे	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gegeben	दिया	geben	दे	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gegeben	दिए	geben	दे	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
entstanden	उभरा	entstehen	उभर	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
schnell	तेज	schnell	तेज	ADJ	ADJ
einzelnen	व्यक्तिगत	einzeln	व्यक्तिगत	ADJ	ADJ
machte	बनाया	machen	बना	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
machte	बना	machen	बन	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
gmbh	llc	gmbh	llc	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gmbh	gmbh	gmbh	gmbh	N;NOM;FEM;SG	N;NOM;MASC;SG;3
besten	बेहतरीन	gut	बेहतरीन	ADJ	ADJ
republik	गणतंत्र	republik	गणतंत्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fragen	पूछें	fragen	पूछ	V;NFIN	V;SBJV;PL;FIN;ACT
fragen	पूछो	fragen	पूछ	V;NFIN	V;SBJV;SG;FIN;ACT
verbindung	कड़ी	verbindung	कडा	ADJ	ADJ;NOM;FEM;SG
nähe	निकटता	nähe	निकटता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
nähe	निकटता	nähe	निकटता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
nähe	निकटवर्ती	nähe	निकटवर्ती	N;NOM;FEM;SG	N;NOM;MASC;SG;3
top	ऊपर	top	ऊपर	ADV	ADV;NOM;MASC;SG;3
erfolg	सफल	erfolg	सफल	ADJ	ADJ
politische	राजनीतिक	politisch	राजनीतिक	ADJ;NOM;FEM;PL	ADJ;NOM
groß	बड़े	groß	बडा	ADJ	ADJ;NOM;MASC;PL
groß	बड़ा	groß	बड़ा	ADJ	ADJ;NOM;MASC;SG
groß	बड़ी	groß	बडा	ADJ	ADJ;NOM;FEM;SG
groß	विशाल	groß	विशाल	ADJ	ADJ;NOM
groß	बड़े	groß	बडा	ADJ	ADJ;NOM;MASC;PL
groß	बड़ा	groß	बड़ा	ADJ	ADJ;NOM;MASC;SG
groß	बड़ी	groß	बडा	ADJ	ADJ;NOM;FEM;SG
groß	महान	groß	महान	ADJ	ADJ
groß	बड़ा	groß	बड़ा	ADJ	ADJ;NOM;MASC;SG
groß	लंबा	groß	लंबा	ADJ	ADJ;MASC;SG
groß	लंबी	groß	लंबा	ADJ	ADJ;NOM;FEM;SG
groß	लम्बा	groß	लम्बा	ADJ	ADJ;NOM;MASC;SG
ganze	पूरे	ganz	पूरा	ADJ;NOM;FEM;PL	ADJ;MASC;PL
geschrieben	लिखी	schreiben	लिख	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
geschrieben	लिखा	schreiben	लिख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
geschrieben	लिखा	schreiben	लिख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
französische	फ्रांसीसी	französisch	फ्रांसीसी	ADJ;NOM;FEM;PL	ADJ;NOM
studium	अध्ययन	studium	अध्ययन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
studium	पढ़ाई	studium	पढ़ाई	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
studium	अध्ययन	studium	अध्ययन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ausbildung	शिक्षुता	ausbildung	शिक्षुता	N;FEM;SG	N;NOM;FEM;SG;3
ausbildung	प्रशिक्षण	ausbildung	प्रशिक्षण	N;FEM;SG	N;NOM;MASC;SG;3
ausbildung	शिक्षा	ausbildung	शिक्षा	N;FEM;SG	N;NOM;FEM;SG;3
wappen	कोट	wappen	कोट		
wort	वर्ड	wort	वर्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wort	शब्द	wort	शब्द	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
bahn	bahn	bahnen	ओप		
bahn	ट्रैन	bahnen	ट्रैन		
zahl	पूर्णांक	zahl	पूर्णांक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zahl	संख्या	zahl	संख्या	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zahl	नंबर	zahl	नंबर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
schreiben	लिखे	schreiben	लिख	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
schreiben	लिखें	schreiben	लिख	V;NFIN	V;SBJV;PL;FIN;ACT
schreiben	लिखकर	schreiben	लिख	V;NFIN	V;V.CVB
schreiben	लिखना	schreiben	लिख	V;NFIN	V;MASC;NFIN;ACT
schreiben	लिखने	schreiben	लिख	V;NFIN	V;NFIN;ACT
darstellung	प्रतिनिधित्व	darstellung	प्रतिनिधित्व	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	प्रस्तुति	darstellung	प्रस्तुति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
darstellung	प्रस्तुतिकरण	darstellung	प्रस्तुतिकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	प्रस्तुतीकरण	darstellung	प्रस्तुतीकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	प्रदर्शन	darstellung	प्रदर्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	प्रदर्शक	darstellung	प्रदर्शक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	चित्रण	darstellung	चित्रण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	उदाहरण	darstellung	उदाहरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
darstellung	कल्पना	darstellung	कल्पना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
tatsächlich	वास्तविक	tatsächlich	वास्तविक	ADJ	ADJ;NOM
firma	फर्म	firma	फर्म	N;NOM;FEM;SG	N;NOM;FEM;SG;3
firma	कंपनी	firma	कंपनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
firma	कम्पनी	firma	कम्पनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
nahe	बन्द	nahe	बंद		
politischen	राजनीतिक	politisch	राजनीतिक	ADJ;NOM;MASC;PL	ADJ;NOM
beste	बेहतरीन	gut	बेहतरीन	ADJ;NOM;FEM;PL	ADJ
schlacht	लड़ाई	schlacht	लड़ाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
schlacht	युद्ध	schlacht	युद्ध	N;NOM;FEM;SG	N;NOM;MASC;SG;3
akademie	अकादमी	akademie	अकादमी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
gehen	चलना	gehen	चल	V;NFIN	V;MASC;NFIN;ACT
anzahl	संख्या	anzahl	संख्या	N;SG	N;NOM;FEM;SG;3
anzahl	नंबर	anzahl	नंबर	N;SG	N;NOM;MASC;SG;3
anzahl	मात्रा	anzahl	मात्रा	N;SG	N;NOM;FEM;SG;3
deine	अपने	dein	अपना	PRO;NOM;MASC;SG	PRO;NOM;MASC
deine	अपना	dein	अपना	PRO;NOM;MASC;SG	PRO;NOM;MASC;SG
sagen	कहें	sagen	कह	V;NFIN	V;SBJV;PL;FIN;ACT
sagen	बोलो	sagen	बोलो	V;NFIN	V;SBJV;SG;FIN;ACT
sagen	कह	sagen	कह	V;NFIN	V;FIN;ACT
sagen	बताओ	sagen	बता	V;NFIN	V;SBJV;SG;FIN;ACT
sagen	बताना	sagen	बता	V;NFIN	V;MASC;NFIN;ACT
zusammenhang	संदर्भ	zusammenhang	संदर्भ	N	N;NOM;MASC;SG;3
zusammenhang	सन्दर्भ	zusammenhang	संदर्भ	N	N;NOM;MASC;SG;3
zusammenhang	कॉन्टेक्स्ट	zusammenhang	कॉन्टेक्स्ट	N	N;NOM;MASC;SG;3
zusammenhang	सहसंबंध	zusammenhang	सहसंबंध	N	N;NOM;MASC;SG;3
gebaut	बनवाया	bauen	बन	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gebaut	बनवाई	bauen	बन	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
funktion	फंक्शन	Funktion	फंक्शन	N;SG	N;NOM;MASC;SG;3
funktion	फ़ंक्शन	Funktion	फ़ंक्शन	N;SG	N;NOM;MASC;SG;3
funktion	प्रकार्य	Funktion	प्रकार्य	N;SG	N;NOM;MASC;SG;3
funktion	फलन	Funktion	फलन	N;SG	N;NOM;MASC;SG;3
funktion	कार्यक्षमता	Funktion	कार्यक्षमता	N;SG	N;NOM;FEM;SG;3
funktion	सुविधा	Funktion	सुविधा	N;SG	N;NOM;FEM;SG;3
funktion	विशेषता	Funktion	विशेषता	N;SG	N;NOM;FEM;SG;3
erreichen	पहुँच	erreichen	पहुँच	V;NFIN	V;ACT
erreichen	पहुँचें	erreichen	पहुँच	V;NFIN	V;SBJV;PL;FIN;ACT
verwendung	प्रयोग	verwendung	प्रयोग	N;SG	N;NOM;MASC;SG;3
verwendung	उपयोग	verwendung	उपयोग	N;SG	N;NOM;MASC;SG;3
verwendung	उपयोग	verwendung	उपयोग	N;SG	N;NOM;MASC;SG;3
verwendung	उपयोग	verwendung	उपयोग	N;SG	N;NOM;MASC;SG;3
sieg	जीत	seigen	जीत	N;NOM;SG	N;NOM;FEM;SG;3
eintrag	एन्ट्री	eintrag	एन्ट्री	N	N;NOM;MASC;SG;3
eintrag	एंट्री	eintrag	एंट्री	N	N;NOM;FEM;SG;3
eintrag	प्रविष्टि	eintrag	प्रविष्टि	N	N;NOM;FEM;SG;3
leicht	हल्का	leicht	हल्का	ADJ	ADJ;NOM;MASC;SG
leicht	पतला	leicht	पतला	ADJ	ADJ;NOM;MASC;SG
leicht	हल्का	leicht	हल्का	ADJ	ADJ;NOM;MASC;SG
leicht	आसान	leicht	आसान	ADJ	ADJ
leicht	थोड़े	leicht	थोड़ा	ADJ	ADJ;ACC;MASC;SG
leicht	थोड़ा	leicht	थोड़ा	ADJ	ADJ;NOM;MASC;SG
besitz	कब्जे	besitz	कब्जा	N	N;NOM;MASC;SG;3
besitz	कब्ज़ा	besitz	कब्ज़ा	N	N;NOM;MASC;SG;3
bald	जल्द	bald	जल्द	ADV	ADV
polen	कैंडल	polen	कैंडल		
link	लिंक	link	लिंक	N;SG	N;NOM;MASC;SG;3
sla	sla	sla	sla		
alt	पुराने	alt	पुराना	ADJ	ADJ;MASC;PL
alt	पुरानी	alt	पुराना	ADJ	ADJ;FEM;SG
alt	पुराना	alt	पुराना	ADJ	ADJ;MASC;SG
punkt	मद	punken	मद		
punkt	डॉट	punken	डॉट		
punkt	पाइंट	punken	पाइंट		
stiftung	न्यास	stiftung	न्यास	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aktiv	सक्रिय	aktiv	सक्रिय	ADJ	ADJ
sinne	होश	sinnen	होश	N	N;NOM;MASC;SG;3
bleiben	रहने	bleiben	रह	V;NFIN	V;NFIN;ACT
bleiben	रह	bleiben	रह	V;NFIN	V;ACT
bleiben	रहकर	bleiben	रह	V;NFIN	V;V.CVB
bleiben	रहें	bleiben	रह	V;NFIN	V;SBJV;PL;FIN;ACT
rang	पद	rang	पद	N;SG	N;NOM;MASC;SG;3
rang	दर्जा	rang	दर्जा	N;SG	N;NOM;MASC;SG;3
diente	परोसा	dienen	परोसा	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
historischen	ऐतिहासिक	historisch	ऐतिहासिक	ADJ;NOM;MASC;SG	ADJ
historischen	ऐतिहासिक	historisch	ऐतिहासिक	ADJ;NOM;MASC;SG	ADJ
finale	फाइनल	final	फाइनल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
finale	फाइनल	final	फाइनल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
falsch	गलत	falsch	गलत	ADJ	ADJ
falsch	गलत	falsch	गलत	ADJ	ADJ
falsch	गलत	falsch	गलत	ADJ	ADJ
gold	सोना	gold	सोना		
gold	गोल्ड	gold	गोल्ड		
gold	स्वर्ण	gold	स्वर्ण		
außer	अलावा	außer	अलावा	ADP	ADP
