категория	категория	категория	категория	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
наиболее	повечето	наиболее	повече	ADV	ADV;DEF;PL
изображения	изображения	изображение	изображение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
изображения	образи	изображение	образ	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
советский	съветска	советский	съветски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
советский	съветски	советский	съветски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
степени	градуси	степень	градус	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
степени	степени	степень	степен	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
изображение	имидж	изображение	имидж	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
изображение	картинка	изображение	картинка	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
изображение	образ	изображение	образ	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
изображение	изображение	изображение	изображение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
награды	почести	награда	почестя	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
награды	награди	награда	награда	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
награды	награди	награда	награда	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
ранее	досега	ранее	досега	ADV	ADV
википедия	уикипедия	википедия	уикипедия	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
перед	преди	перед	преди	ADP	ADP
германии	германец	германия	германец	N;INAN;ESS;NEUT;SG	N;INDF;MASC;SG
системы	системи	система	система	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
стороны	страни	сторона	страна	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
стороны	партита	сторона	партита	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
стороны	партии	сторона	партия	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
стороны	купони	сторона	купон	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
стороны	страни	сторона	страна	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
совет	съветът	совет	съвет	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
совет	съвет	совет	съвет	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
совет	съвета	совет	съвет	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
две	двама	два	двама	NUM;NOM;FEM	NUM;INDF;PL
две	две	два	два	NUM;NOM;FEM	NUM;INDF;FEM;PL
роль	роля	роль	роля	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
юго	югозапад	южный	югозапад	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
дом	дом	дом	дом	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дом	дом	дом	дом	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дом	house	дом	house	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
дом	къща	дом	къща	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
дом	къщата	дом	къща	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
дом	хаус	дом	хаус	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
значимость	значимост	значимость	значимост	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
значимость	значимост	значимость	значимост	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
высоты	височини	высота	височин	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
русский	руски	русский	руски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
русский	руска	русский	руски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
член	член	член	член	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	пенис	член	пенис	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	пениса	член	пенис	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
член	кур	член	кур	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	хуй	член	хуй	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	чеп	член	чеп	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	кур	член	кур	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	хуй	член	хуй	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
член	петел	член	петел	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
орден	ред	орден	ред	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
орден	поръчка	орден	поръчка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
сын	син	сын	син	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
общины	общности	община	общност	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
общины	общностите	община	общност	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
общины	комуни	община	комуна	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
число	брой	число	брой	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
число	число	число	число	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
число	номер	число	номер	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
большой	голям	большой	голям	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
большой	голяма	большой	голям	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
большой	голям	большой	голям	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
большой	голяма	большой	голям	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
количество	брой	количество	брой	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
количество	число	количество	число	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
количество	номер	количество	номер	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
количество	количество	количество	количество	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
институт	институт	институт	институт	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
институт	института	институт	институт	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
институт	институция	институт	институция	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
компании	дружества	компания	дружество	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
компании	фирми	компания	фирма	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
компании	компании	компания	компания	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
церковь	църква	церковь	църква	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
церковь	църквата	церковь	църква	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
советского	съветска	советский	съветски	ADJ;GEN;MASC;SG	ADJ;INDF;FEM;SG
советского	съветски	советский	съветски	ADJ;GEN;MASC;SG	ADJ;INDF;MASC;SG
проект	проект	проект	проект	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
проект	проектът	проект	проект	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
проект	проекта	проект	проект	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
проект	чернова	проект	чернова	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
много	много	много	много	ADV	ADV;INDF;PL
сельский	селски	сельский	селски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
сельский	селска	сельский	селски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
сельский	селска	сельский	селски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
вопрос	издаване	вопрос	издаване	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
вопрос	въпрос	вопрос	въпрос	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
новый	нов	новый	нов	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
новый	нова	новый	нов	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
образование	обучение	образование	обучение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
образование	образование	образование	образование	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
образование	възпитание	образование	възпитание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
момент	момент	момент	момент	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
момент	миг	момент	миг	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
фильмы	филми	фильм	филм	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
фильмы	филми	фильм	филм	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
часто	често	часто	често	ADV	ADV
почти	почти	почти	почти	ADV	ADV
партии	партита	партия	партита	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
партии	партии	партия	партия	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
партии	купони	партия	купон	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
партии	страни	партия	страна	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
глава	глава	глава	глава	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
организации	организации	организация	организация	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
сейчас	сега	сейчас	сега	ADV	ADV
империи	империи	империя	империя	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
река	ривър	река	ривър	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
река	река	река	река	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
река	реката	река	река	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
участников	участниците	участник	участник	N;ANIM;GEN;MASC;PL	N;DEF;MASC;PL
участников	участници	участник	участник	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
альбом	албум	альбый	албум	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
станции	станции	станция	станция	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
возможно	възможен	возможный	възможен	ADJ;NEUT;SG	ADJ;INDF;MASC;SG
возможно	възможна	возможный	възможен	ADJ;NEUT;SG	ADJ;INDF;FEM;SG
окончил	завърши	окончить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
окончил	завършила	окончить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
окончил	завършил	окончить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
иван	ванка	иван	ванка	N;ANIM;NOM;MASC;SG	N;INDF;FEM;SG
иван	иване	иван	ивана	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
пояс	колан	пояс	колан	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
пояс	колана	пояс	колан	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
команды	команди	команда	команд	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
команды	командите	команда	команд	N;INAN;NOM;FEM;PL	N;DEF;MASC;PL
команды	отбори	команда	отбор	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
команды	екипи	команда	екип	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
такие	такива	такой	такъв	DET;NOM;PL	DET;PL
шаблон	шаблон	шаблон	шаблон	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
ссылки	препратки	ссылка	препратка	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
ссылки	препоръки	ссылка	препоръка	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
ссылки	позовавания	ссылка	позовавам-(се)	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
ссылки	връзки	ссылка	връзка	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
жизнь	живот	жизнь	живот	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
жизнь	живота	жизнь	живот	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
жизнь	лайф	жизнь	лайф	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
жизнь	животът	жизнь	живот	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
серии	серии	серия	серия	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
участники	участниците	участник	участник	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
участники	участници	участник	участник	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
участники	членове	участник	член	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
участники	членовете	участник	член	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
начал	започна	начать	започна	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
проекта	проект	проект	проект	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
проекта	проектът	проект	проект	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
проекта	проекта	проект	проект	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
команда	екипаж	команда	екипаж	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
команда	отряд	команда	отряд	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
команда	взвод	команда	взвод	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
команда	командване	команда	командване	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
команда	команда	команда	команда	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
команда	командата	команда	команда	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
команда	отбор	команда	отбор	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
команда	отбора	команда	отбор	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
команда	екип	команда	екип	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
краткое	кратка	краткий	кратък	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
другой	друг	другой	друг	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
другой	друг	другой	друг	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
источники	източници	источник	източник	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
данные	данни	данные	данна	N;INAN;NOM;PL	N;INDF;FEM;PL
война	войната	война	война	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
война	война	война	война	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
школы	училища	школа	училище	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
школы	школи	школа	школа	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
школы	училищата	школа	училище	N;INAN;NOM;FEM;PL	N;DEF;NEUT;PL
герой	херо	герой	херо	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
герой	герой	герой	герой	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
текст	текст	текст	текст	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
первая	първи	первый	първи	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
песни	песните	песня	песен	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
песни	песни	песня	песен	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
которое	което	который	който	PRO;NOM	PRO;NOM;NEUT;SG
которое	която	который	който	PRO;NOM	PRO;NOM;FEM;SG
женщин	жени	женщина	жена	N;ANIM;GEN;FEM;PL	N;INDF;FEM;PL
женщин	жените	женщина	жена	N;ANIM;GEN;FEM;PL	N;DEF;FEM;PL
участником	участник	участник	участник	N;ANIM;INS;MASC;SG	N;INDF;MASC;SG
книги	книгите	книга	книга	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
книги	книги	книга	книга	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
полностью	напълно	полностью	напълно	ADV	ADV
полностью	изцяло	полностью	изцяло	ADV	ADV
полностью	напълно	полностью	напълно	ADV	ADV
полностью	напълно	полностью	напълно	ADV	ADV
жителей	обитатели	житель	обитател	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
жителей	жители	житель	жител	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
честь	чест	честь	чест	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
честь	честта	честь	чест	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
честь	чест	честь	чест	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
честь	честта	честь	чест	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
звание	ранг	звание	ранг	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
решение	решението	решение	решение	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
решение	решение	решение	решение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
решение	разтвор	решение	разтвор	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
решение	решение	решение	решение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
чемпионат	първенство	чемпионат	първенство	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
чемпионат	шампионат	чемпионат	шампионат	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
чемпионат	първенство	чемпионат	първенство	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
чемпионат	шампионат	чемпионат	шампионат	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
деятельность	дейност	деятельность	дейност	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
