van	de	van	de	ADP	ADP
vinden	encontrar	vinden	encontrar	V;NFIN	V;NFIN
vinden	encontre	vinden	encontre	V;NFIN	V;SBJV;SG;3;PRS;FIN
vinden	encontra	vinden	encontrar	V;NFIN	V;IND;SG;3;PRS;FIN
pagina	pagina	pagina	pagina	N;MASC+FEM;SG	N;FEM;SG
pagina	página	pagina	página	N;MASC+FEM;SG	N;FEM;SG
pagina	page	pagina	pagar	N;MASC+FEM;SG	N;MASC;SG
noord	norte	noord	norte	N;NEUT;SG	N;MASC;SG
noord	north	noord	north	N;NEUT;SG	N;MASC;SG
noord	noord	noord	noord	N;NEUT;SG	N;MASC;SG
bron	fonte	bron	fonte	N;MASC+FEM;SG	N;FEM;SG
bron	origem	bron	origem	N;MASC+FEM;SG	N;FEM;SG
john	joão	john	joão	N;MASC+FEM;SG	N;MASC;SG
john	joao	john	joao	N;MASC+FEM;SG	N;MASC;SG
district	distrito	district	distrito	N;NEUT;SG	N;MASC;SG
aug	ago	aug	ago	N;MASC+FEM;SG	N;MASC;SG
aug	agosto	aug	agosto	N;MASC+FEM;SG	N;MASC;SG
daarna	então	daarna	então	ADV	ADV
daarna	depois	daarna	depois	ADV	ADV
band	band	band	band	N;MASC+FEM;SG	N;MASC;SG
band	banda	band	banda	N;MASC+FEM;SG	N;FEM;SG
west	west	west	west	N;MASC+FEM;SG	N;MASC;SG
west	ocidente	west	ocidente	N;MASC+FEM;SG	N;MASC;SG
west	oeste	west	oeste	N;MASC+FEM;SG	N;MASC;SG
soorten	espécies	soort	espécie	N;PL	N;FEM;PL
soorten	tipos	soort	tipo	N;PL	N;MASC;PL
dec	dezembro	dec	dezembro	N;MASC+FEM;SG	N;MASC;SG
vorm	forma	vorm	forma	N;MASC+FEM;SG	N;FEM;SG
vorm	shape	vorm	shape	N;MASC+FEM;SG	N;MASC;SG
vorm	forma	vorm	forma	N;MASC+FEM;SG	N;FEM;SG
vorm	formulário	vorm	formulário	N;MASC+FEM;SG	N;MASC;SG
beschreven	descritos	beschrijven	descrever	V;V.PTCP	V;MASC;PL;V.PTCP
beschreven	descreveu	beschrijven	descrever	V;V.PTCP	V;IND;SG;3;PST;FIN
beschreven	descritas	beschrijven	descrever	V;V.PTCP	V;FEM;PL;V.PTCP
beschreven	descrita	beschrijven	descrever	V;V.PTCP	V;FEM;SG;V.PTCP
beschreven	descrito	beschrijven	descrever	V;V.PTCP	V;MASC;SG;V.PTCP
jun	jun	jun	jun	N;MASC+FEM;SG	N;MASC;SG
gebouwd	construída	bouwen	construir	V;V.PTCP	V;FEM;SG;V.PTCP
gebouwd	construídos	bouwen	construir	V;V.PTCP	V;MASC;PL;V.PTCP
gebouwd	construídas	bouwen	construir	V;V.PTCP	V;FEM;PL;V.PTCP
gebouwd	construído	bouwen	construir	V;V.PTCP	V;MASC;SG;V.PTCP
gebouwd	construída	bouwen	construir	V;V.PTCP	V;FEM;SG;V.PTCP
gebouwd	construídos	bouwen	construir	V;V.PTCP	V;MASC;PL;V.PTCP
gebouwd	construído	bouwen	construir	V;V.PTCP	V;MASC;SG;V.PTCP
huidige	atual	huidig	atual	ADJ	ADJ;MASC;SG
huidige	atuais	huidig	atual	ADJ	ADJ;MASC;PL
huidige	actual	huidig	actual	ADJ	ADJ;MASC;SG
actief	ativo	actief	ativo	ADJ	ADJ;MASC;SG
actief	activo	actief	activo	ADJ	ADJ;MASC;SG
actief	ativa	actief	ativo	ADJ	ADJ;FEM;SG
actief	activa	actief	activo	ADJ	ADJ;FEM;SG
wanneer	quando	wanneer	quando	ADV	ADV
toont	exibe	tonen	exibir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
toont	mostra	tonen	mostrar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
hoe	como	hoe	como	ADV	ADV
klasse	turma	klasse	turma	N;MASC+FEM;SG	N;FEM;SG
klasse	classe	klasse	classe	N;MASC+FEM;SG	N;FEM;SG
klasse	aula	klasse	aula	N;MASC+FEM;SG	N;FEM;SG
dag	dag	dag	dag	N;MASC+FEM;SG	N;MASC;SG
dag	tchau	dag	tchau	N;MASC+FEM;SG	N;MASC;SG
dag	dia	dag	dia	N;MASC+FEM;SG	N;MASC;SG
artikelen	artigos	artikel	artigo	N;PL	N;MASC;PL
universiteit	university	universiteit	university	N;MASC+FEM;SG	N;MASC;SG
universiteit	universidade	universiteit	universidade	N;MASC+FEM;SG	N;FEM;SG
universiteit	faculdade	universiteit	faculdade	N;MASC+FEM;SG	N;FEM;SG
universiteit	colégio	universiteit	colégio	N;MASC+FEM;SG	N;MASC;SG
universiteit	college	universiteit	college	N;MASC+FEM;SG	N;MASC;SG
universiteit	universidade	universiteit	universidade	N;MASC+FEM;SG	N;FEM;SG
grootste	maiores	groot	grande	ADJ;RL	ADJ;MASC;PL
grootste	maior	groot	grande	ADJ;RL	ADJ;MASC;SG
grootste	maiores	groot	grande	ADJ;RL	ADJ;MASC;PL
grootste	maior	groot	grande	ADJ;RL	ADJ;MASC;SG
vader	pai	vader	pai	N;MASC+FEM;SG	N;MASC;SG
vader	papai	vader	papar	N;MASC+FEM;SG	N;MASC;SG
vader	pai	vader	pai	N;MASC+FEM;SG	N;MASC;SG
vader	padre	vader	padre	N;MASC+FEM;SG	N;MASC;SG
indeling	repartição	indeling	repartição	N;MASC+FEM;SG	N;FEM;SG
indeling	detalhamento	indeling	detalhamento	N;MASC+FEM;SG	N;MASC;SG
indeling	desagregação	indeling	desagregação	N;MASC+FEM;SG	N;FEM;SG
indeling	discriminação	indeling	discriminação	N;MASC+FEM;SG	N;FEM;SG
indeling	disposição	indeling	disposição	N;MASC+FEM;SG	N;FEM;SG
indeling	layout	indeling	layout	N;MASC+FEM;SG	N;MASC;SG
indeling	classificação	indeling	classificação	N;MASC+FEM;SG	N;FEM;SG
indeling	formato	indeling	formato	N;MASC+FEM;SG	N;MASC;SG
indeling	formatação	indeling	formatação	N;MASC+FEM;SG	N;FEM;SG
jul	jul	jul	jul	N;MASC+FEM;SG	N;MASC;SG
opnieuw	novamente	opnieuw	novamente	ADV	ADV
nov	nov	nov	nov	N;MASC+FEM;SG	N;MASC;SG
serie	série	serie	série	N;MASC+FEM;SG	N;FEM;SG
rol	papel	rol	papel	N;MASC+FEM;SG	N;MASC;SG
rol	pergaminho	rol	pergaminho	N;MASC+FEM;SG	N;MASC;SG
rol	role	rol	role	N;MASC+FEM;SG	N;MASC;SG
rol	rola	rol	rola	N;MASC+FEM;SG	N;FEM;SG
rol	role	rol	role	N;MASC+FEM;SG	N;MASC;SG
rol	roll	rol	roll	N;MASC+FEM;SG	N;MASC;SG
rol	rolo	rol	rolo	N;MASC+FEM;SG	N;MASC;SG
sep	sep	sep	sep	N;MASC+FEM;SG	N;MASC;SG
figuur	figura	figuur	figura	N;MASC+FEM;SG	N;FEM;SG
figuur	figure	figuur	figure	N;MASC+FEM;SG	N;MASC;SG
oorlog	guerra	oorlog	guerra	N;MASC+FEM;SG	N;FEM;SG
oorlog	war	oorlog	war	N;MASC+FEM;SG	N;MASC;SG
oorlog	wars	oorlog	war	N;MASC+FEM;SG	N;MASC;SG
geschiedenis	historia	geschiedenis	historia	N;MASC+FEM;SG	N;FEM;SG
geschiedenis	história	geschiedenis	história	N;MASC+FEM;SG	N;FEM;SG
vervolgens	posteriormente	vervolgens	posteriormente	ADV	ADV
vervolgens	subsequentemente	vervolgens	subsequentemente	ADV	ADV
landen	países	land	país	N;PL	N;MASC;PL
huis	casa	huis	casa	N;NEUT;SG	N;FEM;SG
huis	home	huis	home	N;NEUT;SG	N;MASC;SG
huis	casa	huis	casa	N;NEUT;SG	N;FEM;SG
huis	lar	huis	lar	N;NEUT;SG	N;MASC;SG
shift	shift	shift	shift	N;MASC+FEM;SG	N;MASC;SG
shift	turno	shift	turno	N;MASC+FEM;SG	N;MASC;SG
finale	final	finale	final	N;MASC+FEM;SG	N;MASC;SG
finale	final	finale	final	N;MASC+FEM;SG	N;MASC;SG
opgericht	fundado	oprichten	fundar	V;V.PTCP	V;MASC;SG;V.PTCP
opgericht	fundou	oprichten	fundar	V;V.PTCP	V;IND;SG;3;PST;FIN
opgericht	fundada	oprichten	fundar	V;V.PTCP	V;FEM;SG;V.PTCP
opgericht	estabelecida	oprichten	estabelecer	V;V.PTCP	V;FEM;SG;V.PTCP
opgericht	estabelecido	oprichten	estabelecer	V;V.PTCP	V;MASC;SG;V.PTCP
nationale	nacional	nationaal	nacional	ADJ	ADJ;MASC;SG
geheel	inteiras	geheel	inteiro	ADJ	ADJ;FEM;PL
geheel	inteiro	geheel	inteiro	ADJ	ADJ;MASC;SG
boek	livro	boek	livro	N;NEUT;SG	N;MASC;SG
indonesië	indonésia	indonesië	indonésio	N;MASC+FEM;SG	N;MASC;SG
stadium	estádio	stadium	estádio	N;NEUT;SG	N;MASC;SG
stadium	stadium	stadium	stadium	N;NEUT;SG	N;MASC;SG
stadium	palco	stadium	palco	N;NEUT;SG	N;MASC;SG
stadium	etapa	stadium	etapa	N;NEUT;SG	N;FEM;SG
geboren	nascido	geboren	nascer	V;V.PTCP	V;MASC;SG;V.PTCP
geboren	nascida	geboren	nascer	V;V.PTCP	V;FEM;SG;V.PTCP
geboren	nasceu	geboren	nascer	V;V.PTCP	V;IND;SG;3;PST;FIN
altijd	sempre	altijd	sempre	ADV	ADV
vrouw	mulher	vrouw	mulher	N;MASC+FEM;SG	N;FEM;SG
vrouw	mulher	vrouw	mulher	N;MASC+FEM;SG	N;FEM;SG
vrouw	fêmea	vrouw	fêmea	N;MASC+FEM;SG	N;FEM;SG
vrouw	mulher	vrouw	mulher	N;MASC+FEM;SG	N;FEM;SG
vrouw	esposa	vrouw	esposo	N;MASC+FEM;SG	N;FEM;SG
vele	muitos	veel	muito	PRO	PRO;MASC;PL
vele	muitas	veel	muito	PRO	PRO;FEM;PL
meestal	geralmente	meestal	geralmente	ADV	ADV
meestal	normalmente	meestal	normalmente	ADV	ADV
meestal	habitualmente	meestal	habitualmente	ADV	ADV
meestal	usualmente	meestal	usualmente	ADV	ADV
meestal	principalmente	meestal	principalmente	ADV	ADV
vijf	cinco	vijf	cinco	NUM	NUM
muziek	music	muziek	music	N;MASC+FEM;SG	N;MASC;SG
muziek	música	muziek	música	N;MASC+FEM;SG	N;FEM;SG
muziek	musica	muziek	musica	N;MASC+FEM;SG	N;FEM;SG
partij	partido	partij	partido	N;MASC+FEM;SG	N;MASC;SG
partij	party	partij	party	N;MASC+FEM;SG	N;MASC;SG
partij	festa	partij	festa	N;MASC+FEM;SG	N;FEM;SG
partij	lote	partij	lote	N;MASC+FEM;SG	N;MASC;SG
geval	case	geval	case	N;NEUT;SG	N;MASC;SG
geval	caso	geval	caso	N;NEUT;SG	N;MASC;SG
voetballer	futebolista	voetballer	futebolista	N;MASC+FEM;SG	N;MASC;SG
wereld	world	wereld	world	N;MASC+FEM;SG	N;MASC;SG
wereld	mundo	wereld	mundo	N;MASC+FEM;SG	N;MASC;SG
einde	end	einde	end	N;NEUT;SG	N;MASC;SG
einde	final	einde	final	N;NEUT;SG	N;MASC;SG
einde	fim	einde	fim	N;NEUT;SG	N;MASC;SG
geschreven	escrito	schrijven	escrever	V;V.PTCP	V;MASC;SG;V.PTCP
geschreven	escritas	schrijven	escrever	V;V.PTCP	V;FEM;PL;V.PTCP
geschreven	escritos	schrijven	escrever	V;V.PTCP	V;MASC;PL;V.PTCP
informatie	informação	informatie	informação	N;MASC+FEM;SG	N;FEM;SG
lange	longa	lang	longo	ADJ	ADJ;FEM;SG
lange	longos	lang	longo	ADJ	ADJ;MASC;PL
paul	paulo	paul	paulo	N;MASC+FEM;SG	N;MASC;SG
paul	paul	paul	paul	N;MASC+FEM;SG	N;MASC;SG
kinderen	crianças	kind	criança	N;PL	N;FEM;PL
kinderen	filhos	kind	filho	N;PL	N;MASC;PL
kinderen	miúdos	kind	miúdo	N;PL	N;MASC;PL
kinderen	crianças	kind	criança	N;PL	N;FEM;PL
kinderen	filhos	kind	filho	N;PL	N;MASC;PL
midden	meio	midden	meio	ADV	ADV
bekende	conhecida	bekend	conhecido	ADJ	ADJ;FEM;SG
bekende	conhecido	bekend	conhecido	ADJ	ADJ;MASC;SG
bekende	conhecidas	bekend	conhecido	ADJ	ADJ;FEM;PL
bekende	conhecidos	bekend	conhecido	ADJ	ADJ;MASC;PL
united	united	united	united	N;NEUT;SG	N;MASC;SG
eerder	anteriormente	eerder	anteriormente	ADV	ADV
geven	dar	geven	dar	V;NFIN	V;NFIN
geven	dando	geven	dar	V;NFIN	V;V.MSDR
geven	dê	geven	dar	V;NFIN	V;SBJV;SG;3;PRS;FIN
geven	dar	geven	dar	V;NFIN	V;NFIN
geven	dá	geven	dar	V;NFIN	V;IND;SG;3;PRS;FIN
museum	museu	museum	museu	N;NEUT;SG	N;MASC;SG
nemen	levando	nemen	levar	V;NFIN	V;V.MSDR
nemen	tomando	nemen	tomar	V;NFIN	V;V.MSDR
nemen	pega	nemen	pegar	V;NFIN	V;IND;SG;3;PRS;FIN
nemen	levar	nemen	levar	V;NFIN	V;NFIN
nemen	pegue	nemen	pegar	V;NFIN	V;SBJV;SG;3;PRS;FIN
nemen	toma	nemen	tomar	V;NFIN	V;IND;SG;3;PRS;FIN
nemen	leve	nemen	levar	V;NFIN	V;SBJV;SG;3;PRS;FIN
hoewel	embora	hoewel	embora	CONJ	CONJ
hoewel	embora	hoewel	embora	CONJ	CONJ
snel	rápido	snel	rápido	ADJ	ADJ;MASC;SG
snel	rápido	snel	rápido	ADJ	ADJ;MASC;SG
snel	rápido	snel	rápido	ADJ	ADJ;MASC;SG
eind	end	eind	end	N;NEUT;SG	N;MASC;SG
eind	final	eind	final	N;NEUT;SG	N;MASC;SG
eind	fim	eind	fim	N;NEUT;SG	N;MASC;SG
departement	departamento	departement	departamento	N;NEUT;SG	N;MASC;SG
lichaam	body	lichaam	body	N;NEUT;SG	N;MASC;SG
lichaam	corpo	lichaam	corpo	N;NEUT;SG	N;MASC;SG
census	recenseamento	census	recenseamento	N;NEUT;SG	N;MASC;SG
census	censo	census	censo	N;NEUT;SG	N;MASC;SG
gespeeld	jogado	spelen	jogar	V;V.PTCP	V;MASC;SG;V.PTCP
gespeeld	jogou	spelen	jogar	V;V.PTCP	V;IND;SG;3;PST;FIN
gespeeld	tocou	spelen	tocar	V;V.PTCP	V;IND;SG;3;PST;FIN
gespeeld	joguei	spelen	joguar	V;V.PTCP	V;IND;SG;1;PST;FIN
gespeeld	jogaram	spelen	jogar	V;V.PTCP	V;IND;PL;3;FIN
bestaan	existem	bestaan	existir	V;NFIN	V;IND;PL;3;PRS;FIN
bestaan	existir	bestaan	existir	V;NFIN	V;NFIN
bestaan	existirem	bestaan	existir	V;NFIN	V;PL;3;NFIN
iemand	alguém	iemand	alguém	PRO;3	PRO;MASC;SG
iemand	alguém	iemand	alguém	PRO;3	PRO;MASC;SG
iemand	alguém	iemand	alguém	PRO;3	PRO;MASC;SG
wedstrijd	game	wedstrijd	game	N;MASC+FEM;SG	N;MASC;SG
wedstrijd	jogo	wedstrijd	jogo	N;MASC+FEM;SG	N;MASC;SG
wedstrijd	concurso	wedstrijd	concurso	N;MASC+FEM;SG	N;MASC;SG
wedstrijd	competição	wedstrijd	competição	N;MASC+FEM;SG	N;FEM;SG
valt	cai	vallen	cair	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
britse	britânico	brits	britânico	ADJ	ADJ;MASC;SG
taxonomische	taxonómico	taxonomisch	taxonómico	ADJ	ADJ;MASC;SG
school	escola	school	escola	N;MASC+FEM;SG	N;FEM;SG
willem	william	willem	williar	N;MASC+FEM;SG	N;MASC;SG
willem	willian	willem	willian	N;MASC+FEM;SG	N;MASC;SG
willem	guilherme	willem	guilherme	N;MASC+FEM;SG	N;MASC;SG
willem	willem	willem	willar	N;MASC+FEM;SG	N;MASC;SG
duidelijk	limpo	duidelijk	limpo	ADJ	ADJ;MASC;SG
beter	melhores	goed	bom	ADJ;CMPR	ADJ;MASC;PL
versie	versão	versie	versão	N;MASC+FEM;SG	N;FEM;SG
eiland	ilha	eiland	ilha	N;NEUT;SG	N;FEM;SG
nooit	nunca	nooit	nunca	ADV	ADV
geeft	devolve	geven	devolver	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
geeft	retorna	geven	retornar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
geeft	confere	geven	conferir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
geeft	dá	geven	dar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
diverse	diversos	divers	diverso	ADJ	ADJ;MASC;PL
diverse	diversos	divers	diverso	ADJ	ADJ;MASC;PL
diverse	diversas	divers	diverso	ADJ	ADJ;FEM;PL
dier	animal	dier	animal	N;NEUT;SG	N;MASC;SG
lijn	line	lijn	line	N;MASC+FEM;SG	N;MASC;SG
lijn	linha	lijn	linha	N;MASC+FEM;SG	N;FEM;SG
slag	battle	slag	battle	N;MASC+FEM;SG	N;MASC;SG
slag	batalha	slag	batalha	N;MASC+FEM;SG	N;FEM;SG
slag	derrame	slag	derrame	N;MASC+FEM;SG	N;MASC;SG
slag	avc	slag	avc	N;MASC+FEM;SG	N;MASC;SG
arrondissement	arrondissement	arrondissement	arrondissement	N;NEUT;SG	N;MASC;SG
park	parque	park	parque	N;NEUT;SG	N;MASC;SG
park	park	park	park	N;NEUT;SG	N;MASC;SG
vrij	livre	vrij	livre	ADJ	ADJ;MASC;SG
vrij	gratuito	vrij	gratuito	ADJ	ADJ;MASC;SG
weinig	poucas	weinig	pouco	PRO	PRO;FEM;PL
weinig	poucos	weinig	pouco	PRO	PRO;MASC;PL
belangrijke	importante	belangrijk	importante	ADJ	ADJ;MASC;SG
belangrijke	importantes	belangrijk	importante	ADJ	ADJ;MASC;PL
toegevoegd	adicionado	toevoegen	adicionar	V;V.PTCP	V;MASC;SG;V.PTCP
toegevoegd	adicionada	toevoegen	adicionar	V;V.PTCP	V;FEM;SG;V.PTCP
toegevoegd	acrescentado	toevoegen	acrescentar	V;V.PTCP	V;MASC;SG;V.PTCP
toegevoegd	adicionados	toevoegen	adicionar	V;V.PTCP	V;MASC;PL;V.PTCP
toegevoegd	adicionou	toevoegen	adicionar	V;V.PTCP	V;IND;SG;3;PST;FIN
toegevoegd	adicionadas	toevoegen	adicionar	V;V.PTCP	V;FEM;PL;V.PTCP
leger	exército	leger	exército	N;NEUT;SG	N;MASC;SG
leger	tropa	leger	tropa	N;NEUT;SG	N;FEM;SG
leger	army	leger	army	N;NEUT;SG	N;MASC;SG
peter	pedro	peter	pedro	N;MASC+FEM;SG	N;MASC;SG
peter	peter	peter	peter	N;MASC+FEM;SG	N;MASC;SG
overleden	morreu	overlijden	morrer	V;V.PTCP	V;IND;SG;3;PST;FIN
overleden	morri	overlijden	morrer	V;V.PTCP	V;IND;SG;1;PST;FIN
overleden	morreram	overlijden	morrer	V;V.PTCP	V;IND;PL;3;FIN
overleden	faleceu	overlijden	falecer	V;V.PTCP	V;IND;SG;3;PST;FIN
overleden	falecido	overlijden	falecer	V;V.PTCP	V;MASC;SG;V.PTCP
overleden	falecidos	overlijden	falecer	V;V.PTCP	V;MASC;PL;V.PTCP
oost	oriente	oost	oriente	N;MASC+FEM;SG	N;MASC;SG
oost	leste	oost	leste	N;MASC+FEM;SG	N;MASC;SG
oost	east	oost	east	N;MASC+FEM;SG	N;MASC;SG
oost	oost	oost	oost	N;MASC+FEM;SG	N;MASC;SG
opgenomen	gravou	opnemen	gravar	V;V.PTCP	V;IND;SG;3;PST;FIN
opgenomen	gravado	opnemen	gravar	V;V.PTCP	V;MASC;SG;V.PTCP
opgenomen	registrado	opnemen	registrar	V;V.PTCP	V;MASC;SG;V.PTCP
opgenomen	gravados	opnemen	gravado	V;V.PTCP	V;MASC;PL;V.PTCP
spelers	jogadores	speler	jogador	N;PL	N;MASC;PL
single	solteira	single	solteira	N;MASC+FEM;SG	N;FEM;SG
single	solteiro	single	solteiro	N;MASC+FEM;SG	N;MASC;SG
single	single	single	single	N;MASC+FEM;SG	N;MASC;SG
leden	sócios	lid	sócio	N;PL	N;MASC;PL
leden	membros	lid	membro	N;PL	N;MASC;PL
bureau	agencia	bureau	agencia	N;NEUT;SG	N;FEM;SG
bureau	agência	bureau	agência	N;NEUT;SG	N;FEM;SG
bureau	bureau	bureau	bureau	N;NEUT;SG	N;MASC;SG
bureau	estância	bureau	estância	N;NEUT;SG	N;FEM;SG
bureau	gabinete	bureau	gabinete	N;NEUT;SG	N;MASC;SG
bureau	escritório	bureau	escritório	N;NEUT;SG	N;MASC;SG
bureau	secretária	bureau	secretária	N;NEUT;SG	N;FEM;SG
bureau	escrivaninha	bureau	escrivaninha	N;NEUT;SG	N;FEM;SG
speelt	joga	spelen	jogar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
wetenschappelijk	científico	wetenschappelijk	científico	ADJ	ADJ;MASC;SG
onderdeel	componente	onderdeel	componente	N;NEUT;SG	N;MASC;SG
delen	partilhar	delen	partilhar	V;NFIN	V;NFIN
delen	compartilhando	delen	compartilhar	V;NFIN	V;V.MSDR
delen	compartilhar	delen	compartilhar	V;NFIN	V;NFIN
delen	compartilhem	delen	compartilher	V;NFIN	V;SBJV;PL;3;PRS;FIN
delen	compartilhar	delen	compartilhar	V;NFIN	V;NFIN
delen	partilhar	delen	partilhar	V;NFIN	V;NFIN
delen	compartilhe	delen	compartilhe	V;NFIN	V;SBJV;SG;3;PRS;FIN
bestaande	existindo	bestaan	existir	V;V.PTCP	V;V.MSDR
belangrijkste	principais	belangrijk	principal	ADJ;RL	ADJ;MASC;PL
belangrijkste	principal	belangrijk	principal	ADJ;RL	ADJ;MASC;SG
bijna	quase	bijna	quase	ADV	ADV
bijna	quase	bijna	quase	ADV	ADV
omgeving	ambiente	omgeving	ambiente	N;MASC+FEM;SG	N;MASC;SG
bedrijf	empresa	bedrijf	empresa	N;NEUT;SG	N;FEM;SG
bedrijf	company	bedrijf	company	N;NEUT;SG	N;MASC;SG
bedrijf	companhia	bedrijf	companhia	N;NEUT;SG	N;FEM;SG
bedrijf	negócio	bedrijf	negócio	N;NEUT;SG	N;MASC;SG
vrouwen	fêmeas	vrouw	fêmea	N;PL	N;FEM;PL
vrouwen	mulheres	vrouw	mulher	N;PL	N;FEM;PL
vrouwen	mulheres	vrouw	mulher	N;PL	N;FEM;PL
oud	velho	oud	velho	ADJ	ADJ;MASC;SG
oud	antigo	oud	antigo	ADJ	ADJ;MASC;SG
oud	velha	oud	velho	ADJ	ADJ;FEM;SG
niets	nada	niets	nada	PRO;3	PRO;MASC;SG
schip	nave	schip	nave	N;NEUT;SG	N;FEM;SG
schip	embarcação	schip	embarcação	N;NEUT;SG	N;FEM;SG
schip	navio	schip	navio	N;NEUT;SG	N;MASC;SG
krijgen	obtendo	krijgen	obter	V;PL;PRS;FIN	V;V.MSDR
krijgen	recebendo	krijgen	receber	V;PL;PRS;FIN	V;V.MSDR
krijgen	ficando	krijgen	ficar	V;PL;PRS;FIN	V;V.MSDR
krijgen	obter	krijgen	obter	V;PL;PRS;FIN	V;NFIN
county	condado	county	condar	N;MASC+FEM;SG	N;MASC;SG
hoge	altas	hoog	alto	ADJ	ADJ;FEM;PL
onderzoek	inquérito	onderzoek	inquérito	N;NEUT;SG	N;MASC;SG
onderzoek	investigação	onderzoek	investigação	N;NEUT;SG	N;FEM;SG
onderzoek	pesquisa	onderzoek	pesquisa	N;NEUT;SG	N;FEM;SG
maria	mary	maria	mary	N;MASC+FEM;SG	N;FEM;SG
maria	maria	maria	maria	N;MASC+FEM;SG	N;FEM;SG
maria	maria	maria	maria	N;MASC+FEM;SG	N;FEM;SG
afl	afl	afl	afl	N;MASC+FEM;SG	N;FEM;SG
geplaatst	colocados	plaatsen	colocar	V;V.PTCP	V;MASC;PL;V.PTCP
geplaatst	colocada	plaatsen	colocar	V;V.PTCP	V;FEM;SG;V.PTCP
geplaatst	colocadas	plaatsen	colocar	V;V.PTCP	V;FEM;PL;V.PTCP
geplaatst	colocado	plaatsen	colocar	V;V.PTCP	V;MASC;SG;V.PTCP
geplaatst	publicado	plaatsen	publicar	V;V.PTCP	V;MASC;SG;V.PTCP
geplaatst	postado	plaatsen	postar	V;V.PTCP	V;MASC;SG;V.PTCP
geplaatst	postou	plaatsen	postar	V;V.PTCP	V;IND;SG;3;PST;FIN
geplaatst	postei	plaatsen	postar	V;V.PTCP	V;IND;SG;1;PST;FIN
geplaatst	publicou	plaatsen	publicar	V;V.PTCP	V;IND;SG;3;PST;FIN
sterk	forte	sterk	forte	ADJ	ADJ;MASC;SG
sterk	fortes	sterk	forte	ADJ	ADJ;MASC;PL
sommige	alguns	sommig	algum	PRO	PRO;MASC;PL
sommige	algumas	sommig	algum	PRO	PRO;FEM;PL
functie	função	functie	função	N;MASC+FEM;SG	N;FEM;SG
functie	característica	functie	característica	N;MASC+FEM;SG	N;FEM;SG
functie	funcionalidade	functie	funcionalidade	N;MASC+FEM;SG	N;FEM;SG
zee	mar	zee	mar	N;MASC+FEM;SG	N;MASC;SG
punten	pontos	punt	ponto	N;PL	N;MASC;PL
schreef	escreveu	schrijven	escrever	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
schreef	escrevi	schrijven	escrever	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
laat	atrasada	laten	atrasar	V;SG;PRS;FIN	V;FEM;SG;V.PTCP
laat	atrasado	laten	atrasar	V;SG;PRS;FIN	V;MASC;SG;V.PTCP
laat	deixe	laten	deixar	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
laat	deixa	laten	deixar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
gaf	dei	geven	dar	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
gaf	deu	geven	dar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
meerdere	vários	meerdere	vários	PRO	PRO;MASC;PL
meerdere	várias	meerdere	várias	PRO	PRO;FEM;PL
dagen	dias	dag	dia	N;PL	N;MASC;PL
jean	jean	jean	jean	N;MASC+FEM;SG	N;MASC;SG
blijven	permanecendo	blijven	permanecer	V;PL;PRS;FIN	V;V.MSDR
blijven	ficar	blijven	ficar	V;PL;PRS;FIN	V;NFIN
blijven	ficando	blijven	ficar	V;PL;PRS;FIN	V;V.MSDR
blijven	permanecer	blijven	permanecer	V;PL;PRS;FIN	V;NFIN
blijven	ficar	blijven	ficar	V;PL;PRS;FIN	V;NFIN
korte	curto	kort	curto	ADJ	ADJ;MASC;SG
korte	curtas	kort	curto	ADJ	ADJ;FEM;PL
korte	curta	kort	curto	ADJ	ADJ;FEM;SG
mannen	homens	mannen	homem	N;PL	N;MASC;PL
taal	língua	taal	língua	N;MASC+FEM;SG	N;FEM;SG
taal	idioma	taal	idioma	N;MASC+FEM;SG	N;MASC;SG
taal	linguagem	taal	linguagem	N;MASC+FEM;SG	N;FEM;SG
hele	inteiras	heel	inteiro	ADJ	ADJ;FEM;PL
hele	inteiro	heel	inteiro	ADJ	ADJ;MASC;SG
generaal	geral	generaal	geral	N;MASC+FEM;SG	N;MASC;SG
generaal	general	generaal	general	N;MASC+FEM;SG	N;MASC;SG
leeftijd	idade	leeftijd	idade	N;MASC+FEM;SG	N;FEM;SG
miljoen	milhão	miljoen	milhão	N;NEUT;SG	N;MASC;SG
moment	momento	moment	momento	N;NEUT;SG	N;MASC;SG
president	presidente	president	presidente	N;MASC+FEM;SG	N;MASC;SG
programma	programa	programma	programa	N;NEUT;SG	N;MASC;SG
programma	programa	programma	programa	N;NEUT;SG	N;MASC;SG
nodig	preciso	nodig	preciso	ADJ	ADJ;MASC;SG
nodig	necessário	nodig	necessário	ADJ	ADJ;MASC;SG
