talent	талант	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;SG
prejeti	получени	prejeti	получа	V;PFV;NFIN	V;PFV;INDF;PL;V.PTCP;PASS
izginila	изчезнал	izginiti	изчезна	V;PFV;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
izginila	изчезнала	izginiti	изчезна	V;PFV;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
primerjavo	сравнение	primerjava	сравнение	N;ACC;FEM;SG	N;INDF;NEUT;SG
primerjavo	сравняване	primerjava	сравняване	N;ACC;FEM;SG	N;INDF;NEUT;SG
diska	диск	disk	диск	N;NOM;MASC;SG	N;INDF;MASC;SG
diska	диска	disk	дискам	N;NOM;MASC;SG	N;DEF;MASC;SG
diska	discus	disk	discus	N;NOM;MASC;SG	N;INDF;MASC;SG
vrhovi	върхове	vrh	връх	N;NOM;MASC;PL	N;INDF;MASC;PL
testiranje	изпитване	testiranje	изпитване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
testiranje	тестване	testiranje	тестване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
selena	селен	selen	селен	N;NOM;FEM;SG	N;INDF;MASC;SG
selena	селена	selen	селен	N;NOM;FEM;SG	N;INDF;FEM;SG
nakup	покупка	nakup	покупка	N;NOM;MASC;SG	N;INDF;FEM;SG
nakup	закупуване	nakup	закупуване	N;NOM;MASC;SG	N;INDF;NEUT;SG
nakup	купуване	nakup	купуване	N;NOM;MASC;SG	N;INDF;NEUT;SG
nakup	купуване	nakup	купуване	N;NOM;MASC;SG	N;INDF;NEUT;SG
brauchitsch	браухич	brauchitsch	браухич	N;NOM;MASC;SG	N;INDF;MASC;SG
cepivo	ваксина	cepiv	ваксина	N;ACC;FEM;SG	N;INDF;FEM;SG
ozračje	атмосфера	ozračje	атмосфера	N;NOM;NEUT;SG	N;INDF;FEM;SG
gospodarstvu	държане	gospodarstvo	държане	N;DAT;NEUT;SG	N;INDF;NEUT;SG
gospodarstvu	стопанство	gospodarstvo	стопанство	N;DAT;NEUT;SG	N;INDF;NEUT;SG
gospodarstvu	задържане	gospodarstvo	задържане	N;DAT;NEUT;SG	N;INDF;NEUT;SG
gospodarstvu	холдинг	gospodarstvo	холдинг	N;DAT;NEUT;SG	N;INDF;MASC;SG
kocke	кубчета	kocka	кубче	N;NOM;FEM;PL	N;INDF;NEUT;PL
kocke	зарове	kocka	зарова	N;NOM;FEM;PL	N;INDF;MASC;PL
kocke	заровете	kocka	заровя-(се)	N;NOM;FEM;PL	N;DEF;MASC;PL
hladno	студен	hladen	студен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
hladno	студена	hladen	студен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ocenjuje	оценява	ocenjevati	оценявам	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
prvenec	дебют	prvenec	дебют	N;NOM;MASC;SG	N;INDF;MASC;SG
čebele	пчелите	čebela	пчела	N;NOM;FEM;PL	N;DEF;FEM;PL
čebele	пчели	čebela	пчела	N;NOM;FEM;PL	N;INDF;FEM;PL
pruski	пруски	pruski	пруски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
encimov	ензимите	encimov	ензим	N;GEN;MASC;PL	N;DEF;MASC;PL
encimov	ензими	encimov	ензим	N;GEN;MASC;PL	N;INDF;MASC;PL
sužnji	робите	sužnja	роба	N;NOM;MASC;PL	N;DEF;FEM;PL
sužnji	роби	sužnja	роба	N;NOM;MASC;PL	N;INDF;FEM;PL
ravnotežje	баланс	ravnotežje	баланс	N;NOM;NEUT;SG	N;INDF;MASC;SG
ravnotežje	салдо	ravnotežje	салдо	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ravnotežje	равновесие	ravnotežje	равновесие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ravnotežje	равновесието	ravnotežje	равновесие	N;NOM;NEUT;SG	N;DEF;NEUT;SG
ravnotežje	равновесие	ravnotežje	равновесие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
desetletij	десетилетия	desetletje	десетилетие	N;GEN;NEUT;PL	N;INDF;NEUT;PL
zmanjšati	намали	zmanjšati	намаля	V;PFV;NFIN	V;PFV;IMP;SG;2;FIN
baranja	бараня	baranje	бараня	N;NOM;NEUT;SG	N;INDF;FEM;SG
spore	спорите	spora	спор	N;NOM;FEM;PL	N;DEF;MASC;PL
spore	спорове	spora	спор	N;NOM;FEM;PL	N;INDF;MASC;PL
spore	споровете	spora	спор	N;NOM;FEM;PL	N;DEF;MASC;PL
minuto	минута	minuta	минута	N;ACC;FEM;SG	N;INDF;FEM;SG
pojasnjuje	обяснява	pojasnjevati	обяснявам-(се)	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pastor	пасторе	pastor	пастор	N;NOM;MASC;SG	N;INDF;MASC;SG
pastor	пастор	pastor	пастор	N;NOM;MASC;SG	N;INDF;MASC;SG
pastor	пасторът	pastor	пастор	N;NOM;MASC;SG	N;DEF;MASC;SG
ust	усти	usta	уста	N;GEN;NEUT;PL	N;INDF;MASC;PL
telefon	телефон	telefon	телефон	N;NOM;MASC;SG	N;INDF;MASC;SG
telefon	телефона	telefon	телефон	N;NOM;MASC;SG	N;DEF;MASC;SG
telefon	телефонът	telefon	телефон	N;NOM;MASC;SG	N;DEF;MASC;SG
telefon	телефон	telefon	телефон	N;NOM;MASC;SG	N;INDF;MASC;SG
razmnoževanje	умножение	razmnoževanje	умножение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
razmnoževanje	възпроизвеждане	razmnoževanje	възпроизвеждане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
razmnoževanje	размножаване	razmnoževanje	размножаване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
pojasnil	обяснено	pojasniti	обясня-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
urbana	градска	urban	градски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
urbana	градски	urban	градски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
kovanci	монети	kovanec	монета	N;NOM;MASC;PL	N;INDF;MASC;PL
kovanci	монети	kovanec	монета	N;NOM;MASC;PL	N;INDF;MASC;PL
kovanci	монетата	kovanec	монета	N;NOM;MASC;PL	N;DEF;NEUT;PL
možgani	мозъци	možgani	мозък	N;NOM;MASC;PL	N;INDF;MASC;PL
kontrole	контроли	kontrola	контрола	N;NOM;FEM;PL	N;INDF;FEM;PL
prazen	празен	prazen	празен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
prazen	празна	prazen	празная-(се)	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
prazen	празен	prazen	празен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
prazen	празна	prazen	празная-(се)	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
usposabljanja	обучение	usposabljanje	обучение	N;GEN;NEUT;SG	N;INDF;NEUT;SG
usposabljanja	тренировка	usposabljanje	тренировка	N;GEN;NEUT;SG	N;INDF;FEM;SG
stroji	машини	stroj	машина	N;NOM;MASC;PL	N;INDF;FEM;PL
stroji	машини	stroj	машина	N;NOM;MASC;PL	N;INDF;FEM;PL
izboljšati	подобри	izboljšati	подобря-(се)	V;PFV;NFIN	V;PFV;IMP;SG;2;FIN
foster	фостър	foster	фостър	N;NOM;MASC;SG	N;INDF;MASC;SG
turnbull	търнбул	turnbull	търнбул	N;NOM;MASC;SG	N;INDF;MASC;SG
junaki	героите	junak	герой	N;NOM;MASC;PL	N;DEF;MASC;PL
junaki	герои	junak	герой	N;NOM;MASC;PL	N;INDF;MASC;PL
poteze	ходове	poteza	ход	N;NOM;FEM;PL	N;INDF;MASC;PL
poteze	движения	poteza	движение	N;NOM;FEM;PL	N;INDF;NEUT;PL
premikanje	местене	premikanje	местене	N;NOM;NEUT;SG	N;INDF;NEUT;SG
premikanje	преместване	premikanje	преместване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
premikanje	придвижване	premikanje	придвижване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
premikanje	движение	premikanje	движение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
vreden	достойна	vreden	достоен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
vreden	достоен	vreden	достоен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ujetništvu	пленник	ujetništvo	пленник	N;DAT;NEUT;SG	N;INDF;MASC;SG
ujetništvu	плен	ujetništvo	плен	N;DAT;NEUT;SG	N;INDF;MASC;SG
čevljev	обувките	čevelj	обувка	N;GEN;MASC;PL	N;DEF;FEM;PL
čevljev	обувки	čevelj	обувка	N;GEN;MASC;PL	N;INDF;FEM;PL
železnico	железница	železnica	железница	N;ACC;FEM;SG	N;INDF;FEM;SG
povabilo	покана	povabilo	покана	N;NOM;NEUT;SG	N;INDF;FEM;SG
povabilo	покана	povabilo	покана	N;NOM;NEUT;SG	N;INDF;FEM;SG
rotor	ротор	rotor	ротор	N;NOM;MASC;SG	N;INDF;MASC;SG
protokol	протокол	protokol	протокол	N;NOM;MASC;SG	N;INDF;MASC;SG
protokol	протоколът	protokol	протокол	N;NOM;MASC;SG	N;DEF;MASC;SG
protipapež	антипапа	protipapež	антипап	N;NOM;MASC;SG	N;INDF;MASC;SG
prepovedi	забрана	prepoved	забрана	N;NOM;FEM;SG	N;INDF;FEM;SG
nizek	нисък	nizek	нисък	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
nizek	ниска	nizek	нисък	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
kronanje	коронацията	kronanje	коронация	N;NOM;NEUT;SG	N;DEF;FEM;SG
kronanje	коронясването	kronanje	коронясване	N;NOM;NEUT;SG	N;DEF;NEUT;SG
žogo	топка	žoga	топка	N;ACC;FEM;SG	N;INDF;FEM;SG
žogo	бал	žoga	бал	N;ACC;FEM;SG	N;INDF;MASC;SG
žogo	бол	žoga	бол	N;ACC;FEM;SG	N;INDF;MASC;SG
pisatelji	писатели	pisatelj	писател	N;NOM;MASC;PL	N;INDF;MASC;PL
pisatelji	писателите	pisatelj	писател	N;NOM;MASC;PL	N;DEF;MASC;PL
pisatelji	сценаристи	pisatelj	сценарист	N;NOM;MASC;PL	N;INDF;MASC;PL
duhovne	духовни	duhoven	духовен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
romain	ромен	romain	ромен	N;NOM;MASC;SG	N;INDF;MASC;SG
temna	тъмна	temen	тъмен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
temna	тъмен	temen	тъмен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
hollywood	холивуд	hollywood	холивуд	N;NOM;MASC;SG	N;INDF;MASC;SG
zidovi	стени	zid	стена	N;NOM;MASC;PL	N;INDF;FEM;PL
zidovi	стените	zid	стена	N;NOM;MASC;PL	N;DEF;FEM;PL
šesta	шесто	šesti	шесто	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
šesta	шести	šesti	шести	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
šesta	шеста	šesti	шест	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
kentucky	кентъки	kentucky	кентък	N;NOM;MASC;SG	N;INDF;MASC;SG
lepi	прекрасни	lep	прекрасен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
chiron	хирон	chiron	хирон	N;NOM;MASC;SG	N;INDF;MASC;SG
jelen	сърна	jelen	сърна-(се)	N;NOM;MASC;SG	N;INDF;MASC;SG
jelen	елен	jelen	елен	N;NOM;MASC;SG	N;INDF;MASC;SG
geolog	геолог	geolog	геолог	N;NOM;MASC;SG	N;INDF;MASC;SG
centralno	централен	centralno	централен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
centralno	централна	centralno	централен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
sanj	сънища	sanja	сън	N;GEN;FEM;PL	N;INDF;MASC;PL
sanj	мечтите	sanja	мечта	N;GEN;FEM;PL	N;DEF;FEM;PL
sanj	мечти	sanja	мечта	N;GEN;FEM;PL	N;INDF;FEM;PL
sigismund	сигизмунд	sigismund	сигизмунд	N;NOM;MASC;SG	N;INDF;MASC;SG
dram	dram	drama	dram	N;NOM;FEM;SG	N;INDF;MASC;SG
antibiotiki	антибиотици	antibiotika	антибиотик	N;NOM;MASC;PL	N;INDF;MASC;PL
leseno	дървен	lesen	дървен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
leseno	дървена	lesen	дървен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
leseno	дървен	lesen	дървен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
petrov	петров	peter	петров	N;NOM;MASC;SG	N;INDF;MASC;SG
skrivaj	тайно	skrivaj	тайно	ADV	ADV
trupa	труп	trup	труп	N;NOM;MASC;SG	N;INDF;MASC;SG
trupa	трупа	trup	трупа	N;NOM;MASC;SG	N;INDF;FEM;SG
trupa	мърша	trup	мърша	N;NOM;MASC;SG	N;INDF;FEM;SG
trupa	торса	trup	торса	N;NOM;MASC;SG	N;DEF;MASC;SG
sporno	спорна	sporen	спорен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
sporno	спорен	sporen	спорен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
subjekt	субект	subjekt	субект	N;NOM;MASC;SG	N;INDF;MASC;SG
subjekt	обект	subjekt	обект	N;NOM;MASC;SG	N;INDF;MASC;SG
subjekt	образувание	subjekt	образувание	N;NOM;MASC;SG	N;INDF;NEUT;SG
apr	април	apr	април	N;NOM;MASC;SG	N;INDF;MASC;SG
kuga	чумата	kuga	чума	N;NOM;FEM;SG	N;DEF;FEM;SG
kuga	чума	kuga	чума	N;NOM;FEM;SG	N;INDF;FEM;SG
žile	вени	žila	вен	N;NOM;FEM;PL	N;INDF;FEM;PL
daljnogled	бинокъл	daljnogled	бинокъл	N;NOM;MASC;SG	N;INDF;MASC;SG
daljnogled	телескопа	daljnogled	телескоп	N;NOM;MASC;SG	N;DEF;MASC;SG
daljnogled	телескоп	daljnogled	телескоп	N;NOM;MASC;SG	N;INDF;MASC;SG
specifični	конкретни	specifičen	конкретен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
specifični	специфични	specifičen	специфичен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
rane	рани	ran	рана	N;NOM;FEM;PL	N;INDF;FEM;PL
rane	рани	ran	рана	N;NOM;FEM;PL	N;INDF;FEM;PL
rane	раните	ran	рана	N;NOM;FEM;PL	N;DEF;FEM;PL
kupole	куполи	kupola	купол	N;NOM;FEM;PL	N;INDF;MASC;PL
profesionalno	професионално	profesionalen	професионално	ADV	ADV
profesionalno	професионално	profesionalen	професионално	ADV	ADV
branilec	защитник	branilec	защитник	N;NOM;MASC;SG	N;INDF;MASC;SG
valentina	валентина	valentina	валентина	N;NOM;MASC;SG	N;INDF;FEM;SG
akt	акт	akt	акт	N;NOM;MASC;SG	N;INDF;MASC;SG
spremljanje	следене	spremljanje	следене	N;NOM;NEUT;SG	N;INDF;NEUT;SG
spremljanje	наблюдение	spremljanje	наблюдение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
spremljanje	мониторинг	spremljanje	мониторинг	N;NOM;NEUT;SG	N;INDF;MASC;SG
spremljanje	монитор	spremljanje	монитор	N;NOM;NEUT;SG	N;INDF;MASC;SG
spremljanje	следене	spremljanje	следене	N;NOM;NEUT;SG	N;INDF;NEUT;SG
demokracija	демокрация	demokracija	демокрация	N;NOM;FEM;SG	N;INDF;FEM;SG
demokracija	демокрацията	demokracija	демокрация	N;NOM;FEM;SG	N;DEF;FEM;SG
vojvodino	херцогството	vojvodina	херцогство	N;ACC;FEM;SG	N;DEF;NEUT;SG
dežja	рейн	dež	рейн	N;GEN;MASC;SG	N;INDF;MASC;SG
dežja	дъжд	dež	дъжд	N;GEN;MASC;SG	N;INDF;MASC;SG
okrogle	кръгли	okrogel	кръгъл	ADJ;NOM;FEM;PL	ADJ;INDF;PL
zaposlena	зает	zaposlen	зает	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
oxfordu	оксфорд	onford	оксфорд	N;DAT;MASC;SG	N;INDF;MASC;SG
čista	чист	čist	чист	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
čista	чиста	čist	чист	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
biološke	биологични	biološki	биологичен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
deseto	десети	deseti	десети	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
deseto	десета	deseti	десети	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
flora	флора	flora	флор	N;NOM;FEM;SG	N;INDF;FEM;SG
nevarna	опасен	nevaren	опася-(се)	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
nevarna	опасна	nevaren	опасен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
nevarna	опасен	nevaren	опася-(се)	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
nevarna	опасна	nevaren	опасен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ante	анте	anta	анте	N;NOM;MASC;SG	N;INDF;MASC;SG
montgomery	монтгомъри	montgomery	монтгомър	N;NOM;MASC;SG	N;INDF;MASC;SG
montgomery	монгомъри	montgomery	монгомър	N;NOM;MASC;SG	N;INDF;MASC;SG
brezovica	брезовица	brezovica	брезовица	N;NOM;FEM;SG	N;INDF;FEM;SG
pekel	ад	pečel	ад	N;NOM;MASC;SG	N;INDF;MASC;SG
pekel	ад	pečel	ад	N;NOM;MASC;SG	N;INDF;MASC;SG
obstajal	съществуваше	obstajati	съществувам	V;IPFV;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;IPFV;FIN;ACT
obstajal	съществувало	obstajati	съществувам	V;IPFV;MASC;SG;V.PTCP	V;IPFV;INDF;NEUT;SG;IPFV;V.PTCP;ACT
obstajal	съществувал	obstajati	съществувам	V;IPFV;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
trgovanje	търговия	trgovanje	търговия	N;NOM;NEUT;SG	N;INDF;FEM;SG
trgovanje	търгуване	trgovanje	търгуване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
trgovanje	търговия	trgovanje	търговия	N;NOM;NEUT;SG	N;INDF;FEM;SG
epizoda	епизод	epizod	епизод	N;NOM;FEM;SG	N;INDF;MASC;SG
ran	рани	ran	рана	N;GEN;FEM;PL	N;INDF;FEM;PL
ran	раните	ran	рана	N;GEN;FEM;PL	N;DEF;FEM;PL
aluminij	алуминий	aluminija	алуминий	N;NOM;MASC;SG	N;INDF;MASC;SG
aluminij	алуминий	aluminija	алуминий	N;NOM;MASC;SG	N;INDF;MASC;SG
flota	флота	flot	флот	N;NOM;FEM;SG	N;DEF;MASC;SG
flota	флот	flot	флот	N;NOM;FEM;SG	N;INDF;MASC;SG
kanadsko	канадска	kanadski	канадски	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
kanadsko	канадски	kanadski	канадски	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
akademski	академична	akademski	академичен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
popotnik	пътешественик	popotnik	пътешественик	N;NOM;MASC;SG	N;INDF;MASC;SG
popotnik	пътник	popotnik	пътник	N;NOM;MASC;SG	N;INDF;MASC;SG
popotnik	пътешественик	popotnik	пътешественик	N;NOM;MASC;SG	N;INDF;MASC;SG
popotnik	пътник	popotnik	пътник	N;NOM;MASC;SG	N;INDF;MASC;SG
popotnik	скитник	popotnik	скитник	N;NOM;MASC;SG	N;INDF;MASC;SG
popotnik	странник	popotnik	странник	N;NOM;MASC;SG	N;INDF;MASC;SG
moment	момент	moment	момент	N;NOM;MASC;SG	N;INDF;MASC;SG
moment	миг	moment	миг	N;NOM;MASC;SG	N;INDF;MASC;SG
semen	семки	seme	семка	N;GEN;NEUT;PL	N;INDF;FEM;PL
semen	семена	seme	семе	N;GEN;NEUT;PL	N;INDF;NEUT;PL
standardi	стандартите	standard	стандарт	N;NOM;MASC;PL	N;DEF;MASC;PL
standardi	стандарти	standard	стандарт	N;NOM;MASC;PL	N;INDF;MASC;PL
težavo	проблем	težava	проблем	N;ACC;FEM;SG	N;INDF;MASC;SG
brezplačno	свободно	brezplačno	свободно	ADV	ADV
brezplačno	безплатно	brezplačno	безплатно	ADV	ADV
kandidatov	кандидатите	kandidat	кандидат	N;GEN;MASC;PL	N;DEF;MASC;PL
kandidatov	кандидатки	kandidat	кандидатка	N;GEN;MASC;PL	N;INDF;FEM;PL
kandidatov	кандидати	kandidat	кандидат	N;GEN;MASC;PL	N;INDF;MASC;PL
televizijo	телевизия	televizija	телевизия	N;ACC;FEM;SG	N;INDF;FEM;SG
televizijo	телевизията	televizija	телевизия	N;ACC;FEM;SG	N;DEF;FEM;SG
televizijo	телевизор	televizija	телевизор	N;ACC;FEM;SG	N;INDF;MASC;SG
obraza	фейс	obraz	фейс	N;GEN;MASC;SG	N;INDF;MASC;SG
obraza	лицето	obraz	лице	N;GEN;MASC;SG	N;DEF;NEUT;SG
obraza	лице	obraz	лице	N;GEN;MASC;SG	N;INDF;NEUT;SG
produkti	продукти	produkt	продукт	N;NOM;MASC;PL	N;INDF;MASC;PL
produkti	продуктите	produkt	продукт	N;NOM;MASC;PL	N;DEF;MASC;PL
magister	магистър	magister	магистър	N;NOM;MASC;SG	N;INDF;MASC;SG
železna	железен	železen	железен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
železna	желязна	železen	железен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
razkol	схизма	razkol	схизъм	N;NOM;MASC;SG	N;INDF;FEM;SG
strehe	покриви	streha	покривя-(се)	N;NOM;FEM;PL	N;INDF;MASC;PL
strehe	покривите	streha	покрив	N;NOM;FEM;PL	N;DEF;MASC;PL
strehe	покриви	streha	покривя-(се)	N;NOM;FEM;PL	N;INDF;MASC;PL
strehe	покривите	streha	покрив	N;NOM;FEM;PL	N;DEF;MASC;PL
zastrupitev	натравяне	zastrupitev	натравяне	N;NOM;FEM;SG	N;INDF;NEUT;SG
zastrupitev	отравяне	zastrupitev	отравяне	N;NOM;FEM;SG	N;INDF;NEUT;SG
gas	бензин	gas	бензин	N;NOM;MASC;SG	N;INDF;MASC;SG
gas	газ	gas	газ	N;NOM;MASC;SG	N;INDF;MASC;SG
prusija	прусия	prusija	прусий	N;NOM;FEM;SG	N;INDF;FEM;SG
testi	изпитвания	testi	изпитване	N;NOM;MASC;PL	N;INDF;NEUT;PL
testi	тестове	testi	тест	N;NOM;MASC;PL	N;INDF;MASC;PL
testi	изследвания	testi	изследване	N;NOM;MASC;PL	N;INDF;NEUT;PL
rušilcev	разрушители	rušilec	разрушител	N;GEN;MASC;PL	N;INDF;MASC;PL
verstappen	верстапен	verstappen	верстапен	N;NOM;MASC;SG	N;INDF;MASC;SG
zdravi	здрави	zdrav	здрав	ADJ;NOM;MASC;PL	ADJ;INDF;PL
zdravi	здравословни	zdrav	здравословен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
madison	медисън	madison	медисън	N;NOM;MASC;SG	N;INDF;MASC;SG
privrženci	последователите	privrženec	последовател	N;NOM;MASC;PL	N;DEF;MASC;PL
privrženci	последователи	privrženec	последовател	N;NOM;MASC;PL	N;INDF;MASC;PL
operator	оператор	operator	оператор	N;NOM;MASC;SG	N;INDF;MASC;SG
pasme	породи	pasma	породя-(се)	N;NOM;FEM;PL	N;INDF;FEM;PL
stabilen	стабилен	stabilen	стабилен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
stabilen	стабилна	stabilen	стабилен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
klinični	клинични	kliničen	клиничен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
grafični	графичен	grafičen	графичен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
oddaljeno	далечно	oddaljen	далечен	ADV	ADV
oddaljeno	дистанционно	oddaljen	дистанционен	ADV	ADV
kemična	химична	kemičen	химичен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
kemična	химически	kemičen	химически	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
enotnost	съединението	enotnost	съединение	N;NOM;FEM;SG	N;DEF;NEUT;SG
enotnost	обединение	enotnost	обединение	N;NOM;FEM;SG	N;INDF;NEUT;SG
enotnost	единство	enotnost	единство	N;NOM;FEM;SG	N;INDF;NEUT;SG
globalno	глобално	globalen	глобален	ADV	ADV
globalno	световно	globalen	световен	ADV	ADV
globalno	глобално	globalen	глобален	ADV	ADV
opozorilo	предупреждение	opozoriti	предупреждение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
avtoceste	магистралите	avtocesta	магистрал	N;NOM;FEM;PL	N;DEF;FEM;PL
avtoceste	магистрали	avtocesta	магистрал	N;NOM;FEM;PL	N;INDF;FEM;PL
avtoceste	магистрали	avtocesta	магистрал	N;NOM;FEM;PL	N;INDF;FEM;PL
avtoceste	магистралите	avtocesta	магистрал	N;NOM;FEM;PL	N;DEF;FEM;PL
avtoceste	магистрали	avtocesta	магистрал	N;NOM;FEM;PL	N;INDF;FEM;PL
redna	редовен	reden	редовен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
redna	редовна	reden	редовен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
darilo	подарък	darilo	подарък	N;NOM;NEUT;SG	N;INDF;MASC;SG
darilo	дарба	darilo	дарба	N;NOM;NEUT;SG	N;INDF;FEM;SG
darilo	дар	darilo	дар	N;NOM;NEUT;SG	N;INDF;MASC;SG
euler	ойлер	euler	ойлер	N;NOM;MASC;SG	N;INDF;MASC;SG
uporniki	бунтовници	upornik	бунтовник	N;NOM;MASC;PL	N;INDF;MASC;PL
sloves	репутация	sloves	репутация	N;NOM;MASC;SG	N;INDF;FEM;SG
sloves	репутацията	sloves	репутация	N;NOM;MASC;SG	N;DEF;FEM;SG
ugodno	благоприятен	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ugodno	благоприятен	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ugodno	благоприятна	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ovire	прегради	ovira	преградя	N;NOM;FEM;PL	N;INDF;FEM;PL
ovire	бариери	ovira	бариера	N;NOM;FEM;PL	N;INDF;FEM;PL
ovire	пречки	ovira	пречка	N;NOM;FEM;PL	N;INDF;FEM;PL
ovire	спънки	ovira	спънка	N;NOM;FEM;PL	N;INDF;FEM;PL
ovire	пречки	ovira	пречка	N;NOM;FEM;PL	N;INDF;FEM;PL
ovire	препятствия	ovira	препятствие	N;NOM;FEM;PL	N;INDF;NEUT;PL
ovira	запушване	ovira	запушване	N;NOM;FEM;SG	N;INDF;NEUT;SG
ovira	възпрепятстване	ovira	възпрепятстване	N;NOM;FEM;SG	N;INDF;NEUT;SG
ovira	препятствие	ovira	препятствие	N;NOM;FEM;SG	N;INDF;NEUT;SG
ovira	пречка	ovira	пречка	N;NOM;FEM;SG	N;INDF;FEM;SG
ovira	преграда	ovira	преграда	N;NOM;FEM;SG	N;INDF;FEM;SG
ovira	бариера	ovira	бариера	N;NOM;FEM;SG	N;INDF;FEM;SG
