den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;SG;3
bli	bli	bli	bli	V;IMP;FIN;ACT	V;IMP;FIN
endast	berre	endast	berre	ADV	ADV
endast	bare	endast	bare	ADV	ADV
öar	øyer	öar	øyer	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
son	sønn	son	sønn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
son	son	son	son	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
river	river	riva	rive	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
river	elv	riva	elv	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
artiklar	artikler	artikel	artikke	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
redan	allerede	redan	allerede	ADV	ADV
redan	allereie	redan	allereie	ADV	ADV
cirka	omtrent	cirka	omtrent	ADV	ADV
cirka	cirka	cirka	cirka	ADV	ADV
före	før	före	før	ADP	ADP
känd	kjent	känd	kjent	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
känd	berømt	känd	berømme	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
engelska	engelsk	engelsk	engelsk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
departement	departementer	departement	departement	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
departement	avdelinger	departement	avdeling	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
antal	telle	antal	telle	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
antal	greve	antal	grave	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
antal	tell	antal	tell	N;NOM;INDF;NEUT;SG	N;INDF
antal	tall	antal	tall	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
antal	nummer	antal	nummer	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
antal	number	antal	number	N;NOM;INDF;NEUT;SG	N
antal	antall	antal	antall	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
vill	ønsker	vilja	ønske	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
vill	vil	vilja	vilje	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
des	des	de	des	N;NOM;INDF;NEUT;SG	N
cobar	cobar	coba	cobe	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cst	cst	cst	cst	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
äldre	eldre	gammal	gammal	ADJ;NOM;CMPR	ADJ;CMPR
äldre	eldre	gammal	gammal	ADJ;NOM;CMPR	ADJ;CMPR
äldre	eldre	gammal	gammal	ADJ;NOM;CMPR	ADJ;CMPR
gamla	gamle	gammal	gammal	ADJ;NOM;PL	ADJ;PL
allt	alt	all	alt	PRO;INDF;NEUT;SG	PRO;NEUT;SG;3
allt	alt	all	alt	PRO;INDF;NEUT;SG	PRO;NEUT;SG;3
lag	lag	lag	lag	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lag	team	lag	team	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lag	jus	lag	jus	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lag	lov	lag	lov	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lag	teamene	lag	team	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lag	team	lag	team	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
innebär	innebærer	innebära	innebære	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
innebär	betyr	innebära	bety	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
diskussion	diskusjon	diskussion	diskusjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medan	mens	medan	mens	CONJ	CONJ
kyrkan	kirken	kyrka	kirk	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
black	sort	black	sort	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
black	black	black	black	N;NOM;INDF;MASC+FEM;SG	N
bild	bilde	bild	bilde	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
bild	bilde	bild	bilde	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
france	frankrike	fra	frankrike	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
france	france	fra	france	N;NOM;INDF;MASC+FEM;SG	N
vik	brette	vik	brette	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
göra	lage	göra	lage	V;IMP;FIN;ACT	V;NFIN
left	venstre	lefa	venstre	N;NOM;INDF;MASC+FEM;SG	N;NEUT
left	left	lefa	left	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
band	band	band	band	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
band	band	band	band	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
band	teip	band	teip	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
band	tape	band	tape	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
band	bånd	band	bånd	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
rock	bergart	rock	bergar	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rock	stein	rock	stein	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rock	rock	rock	rock	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
delar	deler	del	del	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
delar	deler	del	del	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
delar	delinger	del	delinger	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
delar	andeler	del	andel	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
delar	deler	del	del	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
auto	auto	auto	auto	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hett	varm	hett	varm	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
hett	varmt	hett	varm	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
säsongen	sesongen	säsong	sesong	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
poäng	poeng	poäng	poeng	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
poäng	poeng	poäng	poeng	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
poäng	score	poäng	score	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
poäng	poengsum	poäng	poengsum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
poäng	snes	poäng	snes	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
poäng	poeng	poäng	poeng	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
poäng	punkt	poäng	punkt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
poäng	point	poäng	poin	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
arroyo	arroyo	arroyo	arroyo	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
tyska	tysk	tysk	tysk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sätt	veg	sätt	veg	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
sätt	måte	sätt	måte	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
sätt	way	sätt	way	N;NOM;INDF;NEUT;SG	N
wadi	wadi	wadi	wadi	N;NOM;SG	N;INDF;MASC;SG
stad	by	stad	by	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stad	city	stad	city	N;NOM;INDF;MASC+FEM;SG	N
stad	poststed	stad	poststed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stad	by	stad	by	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
area	areal	are	areal	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
area	område	are	område	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
area	area	are	area	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
loma	loma	loma	lome	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
därför	derfor	därför	derfor	ADV	ADV
peter	peter	peter	peter	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
franska	fransk	fransk	fransk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dominikanska	dominikanske	dominikansk	dominikansk	ADJ;NOM;PL	ADJ;PL
kallas	ringte	kalla	ringje	V;NFIN;PASS	V;IND;PST;FIN
fall	case	fall	case	N;NOM;INDF;NEUT;SG	N
fall	sak	fall	sak	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
fall	kasus	fall	kasus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fall	høst	fall	høst	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
bästa	beste	bra	god	ADJ;NOM;DEF;RL	ADJ;DEF;RL
style	stil	style	stil	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
artikeln	artikkelen	artikel	artikkel	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
fil	fil	fil	fil	N	N;INDF;MASC;SG
brasília	brasília	braslli	brasilium	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
källa	kilde	källa	kild	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bergstopp	fjelltopp	bergstopp	fjelltopp	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
olympiska	olympiske	olympisk	olympisk	ADJ;NOM;PL	ADJ;PL
ast	ast	ast	ast	N	N;INDF;NEUT;SG
mätare	meter	mäta	meter	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
film	movie	film	movie	N;NOM;INDF;MASC+FEM;SG	N;INDF
film	film	film	film	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
film	film	film	film	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
robert	robert	robert	robert	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fem	fem	fem	fem	NUM;NOM	NUM;PL
fem	fem	fem	fem	NUM;NOM	NUM;PL
thomas	thomas	thomas	thomas	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
deltog	deltok	delta	delta	V;IND;PST;FIN;ACT	V;IND;PST;FIN
deltog	deltok	delta	delta	V;IND;PST;FIN;ACT	V;IND;PST;FIN
vilka	kven	vilken	kven	PRO;INDF;PL	PRO;HUM
språk	språk	språk	språk	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
språk	språk	språk	språk	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kinesiska	kinesere	kinesisk	kinesere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
officiell	offisielt	officiell	offisiell	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
officiell	offisiell	officiell	offisiell	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
källor	kilder	källa	kilder	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
stort	stor	stor	stor	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
stort	stort	stor	stor	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
stort	stor	stor	stor	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
stort	stort	stor	stor	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
sång	vokalist	sång	vokalist	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sång	syngende	sång	syngende	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sång	synger	sång	synger	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sång	synging	sång	synging	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sång	sang	sång	sang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sång	sang	sång	sang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sång	låt	sång	låt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sång	song	sång	song	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
amerikanska	amerikanske	amerikansk	amerikansk	ADJ;NOM;PL	ADJ;PL
samband	forbindelse	samband	forbindelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
samband	tilkobling	samband	tilkobling	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
samband	korrelasjon	samband	korrelasjon	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
globalt	globalt	global	global	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
globalt	global	global	global	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
globalt	globalt	global	global	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
pst	pst	pst	pst	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
pdt	pdt	pdt	pdt	N	N;INDF;MASC;SG
utanför	utafor	utanför	utafor	ADP	ADP
utanför	ute	utanför	ute	ADP	ADP
mestadels	hovedsakelig	mestadel	hovedsakelig	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kvinnor	kvinner	kvinna	kvinne	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kvinnor	kvinner	kvinna	kvinne	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tredje	tredje	tre	tredje	ADJ;NOM	ADJ;DEF;SG
blivit	bli	bli	bli	V;V.CVB;ACT	V;IMP;FIN
art	art	art	art	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
art	kunst	art	kunst	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
art	art	art	art	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
riket	reich	rike	reich	N;NOM;DEF;NEUT;SG	N
riket	riket	rike	rike	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
sidan	sida	sida	side	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
sidan	sida	sida	side	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
resultat	forestilling	resultat	forestilling	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
resultat	performance	resultat	performance	N;NOM;INDF;NEUT;SG	N
resultat	ytelse	resultat	ytelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
resultat	resultat	resultat	resultat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
resultat	resultat	resultat	resultat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ibland	iblant	ibland	iblant	ADV	ADV
enda	enslig	enda	enslig	ADJ;NOM	ADJ;INDF;NEUT;SG
kända	kjente	känd	kjent	ADJ;NOM;PL;PST;V.PTCP	ADJ;PL
kända	berømte	känd	berømt	ADJ;NOM;PL;PST;V.PTCP	ADJ;PL
universitet	university	universitet	university	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
universitet	universitet	universitet	universitet	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
rgb	rgb	rgb	rgb	N	N;INDF;NEUT;SG
trots	trass	trots	trass	ADP	ADP
musik	music	musik	music	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
musik	musikk	musik	musikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kung	konge	kung	konge	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kung	dobbelseng	kung	dobbelseng	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
form	shape	form	shape	N;NOM;INDF;MASC+FEM;SG	N
form	form	form	form	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
form	fasong	form	fasong	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
form	skjema	form	skjeme	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fått	mottok	få	motta	V;V.CVB;ACT	V;IND;PST;FIN
historia	hendelse	historia	hendelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
historia	story	historia	story	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
historia	historie	historia	historie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
historia	historikk	historia	historikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
historia	history	historia	history	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
historia	historie	historia	historie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nova	nova	nova	nove	N;NOM;INDF;MASC+FEM;SG	N
dal	dal	dal	dal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dal	dal	dal	dal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dal	valley	dal	valley	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
låten	sangen	låt	sang	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
fiji	fiji	fiji	fiji	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
albumet	albumet	album	album	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
kring	rundt	kring	rundt	ADP	ADP
kring	omkring	kring	omkring	ADP	ADP
män	hanner	man	hanne	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
män	menn	man	mann	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
män	gubber	man	gubbe	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
lång	lenge	lång	lenge	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
lång	lang	lång	lang	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
gift	gift	gift	gift	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
gift	gifta	gift	gifte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
gift	gift	gift	gift	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
album	album	album	album	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
album	album	album	album	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
innehåller	inneheld	innehålla	innehalde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
disk	disk	disk	disk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
little	lille	littal	lilje	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gånger	tidspunkter	gång	tidspunkt	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
gånger	tider	gång	tid	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
gånger	ganger	gång	gange	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
brook	brook	brook	brook	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
professor	professor	professor	professor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
km	km²	km	km²	N	N;INDF;MASC;SG
division	divisjon	division	divisjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
urval	utvalg	urval	utvalg	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
urval	utvalg	urval	utvalg	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
urval	eksempel	urval	eksempel	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
city	city	city	city	N;NOM;INDF;NEUT;SG	N
city	poststed	city	poststed	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
city	by	city	by	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
period	punktum	period	punktum	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
period	periode	period	periode	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dag	dag	dag	dag	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dag	dag	dag	dag	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dag	day	dag	day	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
bogot	bogotá	bogot	bogotá	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
året	året	år	år	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
kalifornien	californias	kaliforniun	californias	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
aldrig	aldri	aldrig	aldri	ADV;NEG	ADV
gruppen	gruppen	grupp	grupp	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
miljoner	millioner	miljon	million	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
växter	planter	växt	plante	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
växter	planter	växt	plante	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
står	står	stå	stå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
står	står	stå	stå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
seed	sæd	seed	sæde	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
seed	frø	seed	frø	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
sex	seks	sex	seks	NUM;NOM	NUM;PL
spelar	spiller	spela	spille	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
spelar	spiller	spela	spille	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
peak	peak	peak	peak	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
ser	ser	se	sjå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ledamot	medlem	ledamot	medlem	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
liv	liv	liv	liv	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
liv	life	liv	life	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
medlemmar	medlemmer	medlem	medlem	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
medlemmar	medlemer	medlem	medlem	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
sida	side	sida	side	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sida	page	sida	page	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
område	areal	område	areal	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
område	område	område	område	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
område	area	område	area	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
fortfarande	framleis	fortfarande	framleis	ADV	ADV
fortfarande	likevel	fortfarande	likevel	ADV	ADV
min	mitt	jag	min	PRO;DEF;MASC+FEM;SG	PRO;NEUT;SG
min	min	jag	min	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
min	min	jag	min	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
airport	lufthavn	airport	lufthavn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
airport	flyplass	airport	flyplass	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
befolkningen	befolkningen	befolkning	befolkning	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
översättning	oversettelse	översättning	oversettelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ordförande	president	ordförande	president	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ordförande	formann	ordförande	formann	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ordförande	styreleder	ordförande	styrelede	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
http	http	http	http	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
kanske	kanskje	kanske	kanskje	ADV	ADV
kanske	kanskje	kanske	kanskje	ADV	ADV
världen	world	värld	world	N;NOM;DEF;MASC+FEM;SG	N
varierad	variert	variera	variere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
tar	tar	ta	ta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
tar	tar	ta	ta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
far	far	far	far	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
far	fader	far	fad	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
far	father	far	father	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
far	pater	far	pater	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
honduras	honduras	hondura	hondur	N;GEN;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guld	gull	guld	gull	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
center	sentrum	cent	sentrum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
center	center	cent	cente	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
center	senter	cent	senter	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
dotter	dotter	dott	dotter	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dotter	datter	dott	datter	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dotter	daughter	dott	daughter	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
god	flink	god	flink	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
god	godt	god	god	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
god	dyktig	god	dyktig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
god	god	god	god	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
god	bra	god	bra	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
grupp	gruppe	grupp	gruppe	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
väl	vel	väl	vel	ADV	ADV
rätt	korriger	rätt	korriger	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
roll	rolle	roll	rolle	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
svampar	svamper	svamp	svampe	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
praktfjärilar	flikvinger	praktfjäril	flikvinger	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
henne	henne	hon	ho	PRO;ACC;DEF;MASC+FEM;SG	PRO;ACC;FEM;SG;3
laguna	laguna	lagun	lagunne	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
matcher	kamper	matcher	kamp	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
matcher	kamper	matcher	kamp	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
arter	arter	art	arter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
hjälp	hjelp	hjälp	hjelp	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kriget	krigen	krig	krig	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
klassen	klassen	klass	klasse	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
university	university	university	university	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
university	universitet	university	universitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
van	varebil	van	varebil	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
van	van	van	van	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gitarr	guitar	gita	guit	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gitarr	gitar	gita	gitar	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
serie	serie	serie	serie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
