les	de	le	de	DET;DEF;PL	DET;DEF
chaque	elke	chaque	elk	DET;FEM;SG	DET
province	provincie	province	provincie	N;FEM;SG	N;MASC+FEM;SG
international	internationaal	international	internationaal	ADJ;MASC;SG	ADJ
conseil	raadpleging	conseil	raadpleging	N;MASC;SG	N;MASC+FEM;SG
conseil	advies	conseil	advies	N;MASC;SG	N;NEUT;SG
conseil	raad	conseil	raad	N;MASC;SG	N;MASC+FEM;SG
maison	huis	maison	huis	N;FEM;SG	N;NEUT;SG
maison	home	maison	home	N;FEM;SG	N;MASC+FEM;SG
maison	huis	maison	huis	N;FEM;SG	N;NEUT;SG
maison	startpagina	maison	startpagina	N;FEM;SG	N;MASC+FEM;SG
cela	dit	cela	dit	PRO;SG	PRO;3
cela	deze	cela	deze	PRO;SG	PRO
cela	dat	cela	dat	PRO;SG	PRO;3
demande	aanvraag	demande	aanvraag	N;FEM;SG	N;MASC+FEM;SG
demande	verzoek	demande	verzoek	N;FEM;SG	N;NEUT;SG
demande	vraag	demande	vraag	N;FEM;SG	N;MASC+FEM;SG
fonction	functie	fonction	functie	N;FEM;SG	N;MASC+FEM;SG
toujours	altijd	toujours	altijd	ADV	ADV
toujours	nog	toujours	nog	ADV	ADV
production	produktie	production	produktie	N;FEM;SG	N;MASC+FEM;SG
production	productie	production	productie	N;FEM;SG	N;MASC+FEM;SG
certains	enkele	certain	enkele	PRO;MASC;PL	PRO
certains	sommigen	certain	sommigen	PRO;MASC;PL	PRO
certains	sommige	certain	sommig	PRO;MASC;PL	PRO
membre	lid	membre	lid	N;MASC;SG	N;NEUT;SG
rôle	rol	rôle	rol	N;MASC;SG	N;MASC+FEM;SG
meilleur	beter	meilleur	goed	ADJ;MASC;SG	ADJ;CMPR
meilleur	best	meilleur	best	ADJ;MASC;SG	ADJ;RL
meilleur	beste	meilleur	goed	ADJ;MASC;SG	ADJ;RL
droit	wet	droit	wet	N;MASC;SG	N;MASC+FEM;SG
mois	maandje	mois	maand	N;MASC;SG	N;NEUT;SG
mois	maand	mois	maand	N;MASC;SG	N;MASC+FEM;SG
île	eiland	île	eiland	N;FEM;SG	N;NEUT;SG
république	republiek	république	republiek	N;FEM;SG	N;MASC+FEM;SG
service	dienst	service	dienst	N;MASC;SG	N;MASC+FEM;SG
service	service	service	service	N;MASC;SG	N;MASC+FEM;SG
score	score	score	score	N;MASC;SG	N;MASC+FEM;SG
ensuite	dan	ensuite	dan	ADV	ADV
ensuite	daarna	ensuite	daarna	ADV	ADV
langue	taal	langue	taal	N;FEM;SG	N;MASC+FEM;SG
langue	taalgebruik	langue	taalgebruik	N;FEM;SG	N;NEUT;SG
dit	zei	dire	zeggen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
dit	gezegd	dire	zeggen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
gouvernement	regering	gouvernement	regering	N;MASC;SG	N;MASC+FEM;SG
gouvernement	overheid	gouvernement	overheid	N;MASC;SG	N;MASC+FEM;SG
center	centrum	center	centrum	N;MASC;SG	N;NEUT;SG
elles	ze	il	ze	PRO;FEM;PL;3	PRO;3
elles	zij	il	zij	PRO;FEM;PL;3	PRO;NOM;3
petit	kleine	petit	klein	ADJ;MASC;SG	ADJ
petit	klein	petit	klein	ADJ;MASC;SG	ADJ
petit	smal	petit	smal	ADJ;MASC;SG	ADJ
petit	kleine	petit	klein	ADJ;MASC;SG	ADJ
petit	klein	petit	klein	ADJ;MASC;SG	ADJ
toutes	allen	tout	al	PRO;FEM;PL	PRO
toutes	alles	tout	alles	PRO;FEM;PL	PRO;3
argent	geld	argent	geld	N;MASC;SG	N;NEUT;SG
argent	zilver	argent	zilver	N;MASC;SG	N;NEUT;SG
argent	silver	argent	silver	N;MASC;SG	N;MASC+FEM;SG
argent	cash	argent	cash	N;MASC;SG	N;MASC+FEM;SG
souvent	dikwijls	souvent	dikwijls	ADV	ADV
style	stijl	style	stijl	N;MASC;SG	N;MASC+FEM;SG
style	styling	style	styling	N;MASC;SG	N;MASC+FEM;SG
face	gelaat	face	gelaat	N;FEM;SG	N;NEUT;SG
face	aangezicht	face	aanzichten	N;FEM;SG	N;NEUT;SG
face	gezicht	face	gezicht	N;FEM;SG	N;NEUT;SG
face	face	face	face	N;FEM;SG	N;MASC+FEM;SG
olympiques	olympisch	olympique	Olympisch	ADJ;MASC;PL	ADJ
olympiques	olympische	olympique	Olympisch	ADJ;MASC;PL	ADJ
top	top	top	top	N;MASC;SG	N;MASC+FEM;SG
top	bovenkant	top	bovenkant	N;MASC;SG	N;MASC+FEM;SG
ministre	minister	ministre	minister	N;MASC;SG	N;MASC+FEM;SG
mondiale	worldwide	mondial	worldwide	ADJ;FEM;SG	ADJ
mondiale	wereldwijde	mondial	wereldwijde	ADJ;FEM;SG	ADJ
mondiale	wereldwijd	mondial	wereldwijd	ADJ;FEM;SG	ADJ
mondiale	mondiale	mondial	mondiaal	ADJ;FEM;SG	ADJ
mondiale	globaal	mondial	globaal	ADJ;FEM;SG	ADJ
mondiale	wereldwijd	mondial	wereldwijd	ADJ;FEM;SG	ADJ
ensemble	samen	ensemble	samen	ADV	ADV
théâtre	bioscoop	théâtre	bioscoop	N;MASC;SG	N;MASC+FEM;SG
théâtre	theater	théâtre	theater	N;MASC;SG	N;NEUT;SG
théâtre	theater	théâtre	theater	N;MASC;SG	N;NEUT;SG
épisode	episode	épisode	episode	N;MASC;SG	N;MASC+FEM;SG
épisode	aflevering	épisode	aflevering	N;MASC;SG	N;MASC+FEM;SG
scène	scène	scène	scène	N;FEM;SG	N;MASC+FEM;SG
scène	scene	scène	scene	N;FEM;SG	N;MASC+FEM;SG
scène	podium	scène	podium	N;FEM;SG	N;NEUT;SG
scène	fase	scène	fase	N;FEM;SG	N;MASC+FEM;SG
scène	toneel	scène	toneel	N;FEM;SG	N;NEUT;SG
scène	stadium	scène	stadium	N;FEM;SG	N;NEUT;SG
situé	gelokaliseerd	situer	lokaliseren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
situé	gesitueerd	situer	situeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
toute	alle	tout	al	DET;FEM;SG	DET
asp	asp	asp	asp	N;MASC;SG	N;MASC+FEM;SG
musée	museum	musée	museum	N;MASC;SG	N;NEUT;SG
troisième	derde	troisième	drie	ADJ;MASC;SG	ADJ
nombreux	talrijk	nombreux	talrijk	ADJ;MASC;PL	ADJ
nombreux	talrijke	nombreux	talrijk	ADJ;MASC;PL	ADJ
auteur	auteur	auteur	auteur	N;MASC;SG	N;MASC+FEM;SG
auteur	schrijver	auteur	schrijver	N;MASC;SG	N;MASC+FEM;SG
auteur	schrijver	auteur	schrijver	N;MASC;SG	N;MASC+FEM;SG
auteur	schrijfster	auteur	schrijfster	N;MASC;SG	N;MASC+FEM;SG
cependant	echter	cependant	echter	ADV	ADV
système	systeem	système	systeem	N;MASC;SG	N;NEUT;SG
système	stelsel	système	stelsel	N;MASC;SG	N;NEUT;SG
création	schepping	création	schepping	N;FEM;SG	N;MASC+FEM;SG
création	creatie	création	creatie	N;FEM;SG	N;MASC+FEM;SG
stade	stade	stade	stade	N;MASC;SG	N;MASC+FEM;SG
stade	estadio	stade	estadio	N;MASC;SG	N;MASC+FEM;SG
stade	stadion	stade	stadion	N;MASC;SG	N;NEUT;SG
stade	stadium	stade	stadium	N;MASC;SG	N;NEUT;SG
stade	podium	stade	podium	N;MASC;SG	N;NEUT;SG
stade	fase	stade	fase	N;MASC;SG	N;MASC+FEM;SG
stade	toneel	stade	toneel	N;MASC;SG	N;NEUT;SG
stade	stadium	stade	stadium	N;MASC;SG	N;NEUT;SG
reste	blijf	rester	blijven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
seconde	tweede	second	twee	ADJ;FEM;SG	ADJ
roman	roman	roman	roman	N;MASC;SG	N;MASC+FEM;SG
jours	dagen	jour	dag	N;MASC;PL	N;PL
édition	edit	édition	edit	N;FEM;SG	N;MASC+FEM;SG
édition	editie	édition	editie	N;FEM;SG	N;MASC+FEM;SG
édition	uitgave	édition	uitgave	N;FEM;SG	N;MASC+FEM;SG
édition	publicatie	édition	publicatie	N;FEM;SG	N;MASC+FEM;SG
édition	uitgeverij	édition	uitgeverij	N;FEM;SG	N;MASC+FEM;SG
éditions	edities	édition	editie	N;FEM;PL	N;PL
éditions	éditions	édition	Ndition	N;FEM;PL	N;PL
historique	historische	historique	historisch	ADJ;MASC;SG	ADJ
historique	historisch	historique	historisch	ADJ;MASC;SG	ADJ
historique	historisch	historique	historisch	ADJ;MASC;SG	ADJ
historique	historische	historique	historisch	ADJ;MASC;SG	ADJ
âge	ouderdom	âge	ouderdom	N;MASC;SG	N;MASC+FEM;SG
âge	leeftijd	âge	leeftijd	N;MASC;SG	N;MASC+FEM;SG
robert	robert	robert	robert	N;MASC;SG	N;MASC+FEM;SG
officiel	officiële	officiel	officeel	ADJ;MASC;SG	ADJ
officiel	officieel	officiel	officieel	ADJ;MASC;SG	ADJ
environ	ongeveer	environ	ongeveer	ADV	ADV
effet	effect	effet	effect	N;MASC;SG	N;NEUT;SG
version	versie	version	versie	N;FEM;SG	N;MASC+FEM;SG
membres	leden	membre	lid	N;MASC;PL	N;PL
niveau	niveau	niveau	niveau	N;MASC;SG	N;NEUT;SG
niveau	level	niveau	level	N;MASC;SG	N;NEUT;SG
champion	kampioen	champion	kampioen	N;MASC;SG	N;MASC+FEM;SG
champion	champ	champion	champ	N;MASC;SG	N;MASC+FEM;SG
champion	kampioen	champion	kampioen	N;MASC;SG	N;MASC+FEM;SG
espèce	diersoort	espèce	diersoort	N;FEM;SG	N;MASC+FEM;SG
espèce	soort	espèce	soort	N;FEM;SG	N;SG
raison	reden	raison	reden	N;FEM;SG	N;MASC+FEM;SG
raison	rede	raison	rede	N;FEM;SG	N;MASC+FEM;SG
modèle	model	modèle	model	N;MASC;SG	N;NEUT;SG
modèle	sjabloon	modèle	sjabloon	N;MASC;SG	N;NEUT;SG
modèle	template	modèle	templaat	N;MASC;SG	N;MASC+FEM;SG
travail	werk	travail	werk	N;MASC;SG	N;NEUT;SG
travail	arbeid	travail	arbeid	N;MASC;SG	N;MASC+FEM;SG
femme	vrouw	femme	vrouw	N;FEM;SG	N;MASC+FEM;SG
femme	vrouw	femme	vrouw	N;FEM;SG	N;MASC+FEM;SG
femme	vrouwtje	femme	vrouwtje	N;FEM;SG	N;NEUT;SG
femme	vrouw	femme	vrouw	N;FEM;SG	N;MASC+FEM;SG
femme	echtgenote	femme	echtgenote	N;FEM;SG	N;MASC+FEM;SG
cinq	vijf	cinq	vijf	NUM	NUM
déjà	al	déjà	al	ADV	ADV
déjà	reeds	déjà	reeds	ADV	ADV
bas	laag	bas	laag	ADJ;MASC;SG	ADJ
bas	lage	bas	laag	ADJ;MASC;SG	ADJ
texte	tekst	texte	tekst	N;MASC;SG	N;MASC+FEM;SG
terre	aarde	terre	aarde	N;FEM;SG	N;MASC+FEM;SG
terre	earth	terre	earth	N;FEM;SG	N;MASC+FEM;SG
terre	grond	terre	grond	N;FEM;SG	N;MASC+FEM;SG
terre	land	terre	land	N;FEM;SG	N;NEUT;SG
terre	terre	terre	terre	N;FEM;SG	N;MASC+FEM;SG
terre	bodem	terre	bodem	N;FEM;SG	N;MASC+FEM;SG
terre	grond	terre	grond	N;FEM;SG	N;MASC+FEM;SG
compétition	concurrentie	compétition	concurrentie	N;FEM;SG	N;MASC+FEM;SG
compétition	mededinging	compétition	mededinging	N;FEM;SG	N;MASC+FEM;SG
compétition	competitie	compétition	competitie	N;FEM;SG	N;MASC+FEM;SG
allemand	allemand	allemand	allemand	N;MASC;SG	N;MASC+FEM;SG
britannique	britse	britannique	brits	ADJ;MASC;SG	ADJ
britannique	brits	britannique	brits	ADJ;MASC;SG	ADJ
porte	gate	porte	gaan	N;FEM;SG	N;MASC+FEM;SG
porte	poort	porte	poort	N;FEM;SG	N;MASC+FEM;SG
porte	hek	porte	hek	N;FEM;SG	N;NEUT;SG
porte	porte	porte	port	N;FEM;SG	N;MASC+FEM;SG
porte	deur	porte	deur	N;FEM;SG	N;MASC+FEM;SG
hommes	mannen	homme	mannen	N;MASC;PL	N;PL
hommes	reuen	homme	reuen	N;MASC;PL	N;PL
hommes	mannetjes	homme	man	N;MASC;PL	N;PL
bataille	battle	bataille	battle	N;FEM;SG	N;MASC+FEM;SG
bataille	slag	bataille	slag	N;FEM;SG	N;MASC+FEM;SG
bataille	strijd	bataille	strijd	N;FEM;SG	N;MASC+FEM;SG
bataille	gevecht	bataille	gevecht	N;FEM;SG	N;NEUT;SG
bataille	veldslag	bataille	veldslag	N;FEM;SG	N;MASC+FEM;SG
corps	lichaam	corps	lichaam	N;MASC;SG	N;NEUT;SG
corps	body	corps	body	N;MASC;SG	N;MASC+FEM;SG
corps	corps	corps	corps	N;MASC;SG	N;NEUT;SG
corps	korps	corps	korps	N;MASC;SG	N;NEUT;SG
demi	half	demi	half	ADJ;MASC;SG	ADJ
siège	belegering	siège	belegering	N;MASC;SG	N;MASC+FEM;SG
siège	beleg	siège	beleg	N;MASC;SG	N;NEUT;SG
siège	hoofdkantoor	siège	hoofdkantoor	N;MASC;SG	N;NEUT;SG
siège	hoofdkwartier	siège	hoofdkwartier	N;MASC;SG	N;NEUT;SG
siège	seat	siège	seten	N;MASC;SG	N;MASC+FEM;SG
siège	zitplaats	siège	zitplaats	N;MASC;SG	N;MASC+FEM;SG
siège	stoel	siège	stoel	N;MASC;SG	N;MASC+FEM;SG
siège	zetel	siège	zetel	N;MASC;SG	N;MASC+FEM;SG
personnes	personen	personne	persoon	N;FEM;PL	N;PL
personnes	mensen	personne	mens	N;FEM;PL	N;PL
personnes	personen	personne	persoon	N;FEM;PL	N;PL
nommé	genoemd	nommer	noemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nommé	genaamd	nommer	genaamd	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nommé	benoemde	nommer	benoemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nommé	aangesteld	nommer	aanstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nommé	benoemde	nommer	benoemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nommé	benoemd	nommer	benoemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
route	route	route	route	N;FEM;SG	N;MASC+FEM;SG
route	snelweg	route	snelweg	N;FEM;SG	N;MASC+FEM;SG
finale	finale	finale	finale	N;FEM;SG	N;MASC+FEM;SG
finale	finale	finale	finale	N;FEM;SG	N;MASC+FEM;SG
finale	finale	finale	finale	N;FEM;SG	N;MASC+FEM;SG
jeune	jonge	jeune	jong	ADJ;MASC;SG	ADJ
jeune	jong	jeune	jong	ADJ;MASC;SG	ADJ
match	wedstrijd	match	wedstrijd	N;MASC;SG	N;MASC+FEM;SG
match	spel	match	spel	N;MASC;SG	N;NEUT;SG
match	spelletje	match	spel	N;MASC;SG	N;NEUT;SG
match	match	match	match	N;MASC;SG	N;MASC+FEM;SG
peuvent	kunnen	pouvoir	kunnen	V;IND;PL;3;PRS;FIN	V;PL;PRS;FIN
royaume	koninkrijk	royaume	koninkrijk	N;MASC;SG	N;NEUT;SG
royaume	royaume	royaume	royaume	N;MASC;SG	N;MASC+FEM;SG
long	lang	long	lang	ADJ;MASC;SG	ADJ
long	lange	long	lang	ADJ;MASC;SG	ADJ
latitude	breedtegraad	latitude	breedtegraad	N;FEM;SG	N;MASC+FEM;SG
base	base	base	base	N;FEM;SG	N;MASC+FEM;SG
base	basis	base	basis	N;FEM;SG	N;MASC+FEM;SG
base	grondslag	base	grondslag	N;FEM;SG	N;MASC+FEM;SG
études	studies	étude	studie	N;FEM;PL	N;PL
communauté	gemeenschap	communauté	gemeenschap	N;FEM;SG	N;MASC+FEM;SG
communauté	community	communauté	community	N;FEM;SG	N;MASC+FEM;SG
association	vereniging	association	vereniging	N;FEM;SG	N;MASC+FEM;SG
association	associatie	association	associatie	N;FEM;SG	N;MASC+FEM;SG
militaire	militair	militaire	militair	ADJ;MASC;SG	ADJ
militaire	militaire	militaire	militair	ADJ;MASC;SG	ADJ
section	afdeling	section	afdeling	N;FEM;SG	N;MASC+FEM;SG
section	sectie	section	sectie	N;FEM;SG	N;MASC+FEM;SG
longitude	lengtegraad	longitude	lengtegraad	N;FEM;SG	N;MASC+FEM;SG
bronze	brons	bronze	brons	N;MASC;SG	N;NEUT;SG
livre	boek	livre	boek	N;MASC;SG	N;NEUT;SG
livre	pond	livre	pond	N;MASC;SG	N;NEUT;SG
livre	livre	livre	livre	N;MASC;SG	N;MASC+FEM;SG
américaine	amerikaans	américain	amerikaans	ADJ;FEM;SG	ADJ
américaine	amerikaanse	américain	amerikaans	ADJ;FEM;SG	ADJ
haut	hoog	haut	hoog	ADJ;MASC;SG	ADJ
haut	hoge	haut	hoog	ADJ;MASC;SG	ADJ
haut	bovenste	haut	boven	ADJ;MASC;SG	ADJ;RL
suisse	zwitserse	suisse	zwitsers	ADJ;MASC;SG	ADJ
canada	canada	canada	canada	N;MASC;SG	N;NEUT;SG
suivant	volgende	suivre	volgen	V;PRS;V.PTCP	V;V.PTCP
suivant	volgend	suivre	volgen	V;PRS;V.PTCP	V;V.PTCP
dire	zeg	dire	zeggen	V;NFIN	V;SG;PRS;FIN
dire	zeggen	dire	zeggen	V;NFIN	V;NFIN
fille	meis	fille	meis	N;FEM;SG	N;MASC+FEM;SG
fille	meisje	fille	meisje	N;FEM;SG	N;NEUT;SG
fille	meid	fille	meid	N;FEM;SG	N;MASC+FEM;SG
fille	dochter	fille	dochter	N;FEM;SG	N;MASC+FEM;SG
buts	doelstellingen	but	doelstelling	N;MASC;PL	N;PL
buts	doelpunten	but	doelpunt	N;MASC;PL	N;PL
buts	goals	but	goal	N;MASC;PL	N;PL
buts	doelen	but	doel	N;MASC;PL	N;PL
enfants	kinderen	enfant	kind	N;MASC;PL	N;PL
enfants	kinderen	enfant	kind	N;MASC;PL	N;PL
direction	richting	direction	richting	N;FEM;SG	N;MASC+FEM;SG
direction	directoraat	direction	directoraat	N;FEM;SG	N;NEUT;SG
position	positie	position	positie	N;FEM;SG	N;MASC+FEM;SG
but	doelstelling	but	doelstelling	N;MASC;SG	N;MASC+FEM;SG
but	doel	but	doel	N;MASC;SG	N;NEUT;SG
but	goal	but	goal	N;MASC;SG	N;MASC+FEM;SG
but	doelpunt	but	doelpunt	N;MASC;SG	N;NEUT;SG
but	doel	but	doel	N;MASC;SG	N;NEUT;SG
ailleurs	elders	ailleurs	elders	ADV	ADV
merci	thnx	merci	thnx	INTJ	INTJ
tête	hoofd	tête	hoofd	N;FEM;SG	N;NEUT;SG
tête	head	tête	head	N;FEM;SG	N;MASC+FEM;SG
tête	kop	tête	kop	N;FEM;SG	N;MASC+FEM;SG
territoire	grondgebied	territoire	grondgebied	N;MASC;SG	N;NEUT;SG
territoire	territorium	territoire	territorium	N;MASC;SG	N;NEUT;SG
union	union	union	union	N;FEM;SG	N;MASC+FEM;SG
union	vakbond	union	vakbond	N;FEM;SG	N;MASC+FEM;SG
union	unie	union	unie	N;FEM;SG	N;MASC+FEM;SG
construction	bouw	construction	bouw	N;FEM;SG	N;MASC+FEM;SG
construction	constructie	construction	constructie	N;FEM;SG	N;MASC+FEM;SG
construction	bouwnijverheid	construction	bouwnijverheid	N;FEM;SG	N;MASC+FEM;SG
construction	opbouw	construction	opbouw	N;FEM;SG	N;MASC+FEM;SG
ancienne	ouwe	ancien	oud	ADJ;FEM;SG	ADJ
ancienne	oude	ancien	oud	ADJ;FEM;SG	ADJ
ancienne	oud	ancien	oud	ADJ;FEM;SG	ADJ
ancienne	voormalig	ancien	voormalig	ADJ;FEM;SG	ADJ
ancienne	voormalige	ancien	voormalig	ADJ;FEM;SG	ADJ
premiers	eerste	premier	één	ADJ;MASC;PL	ADJ
prend	neem	prendre	nemen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
prend	nemen	prendre	nemen	V;IND;SG;3;PRS;FIN	V;NFIN
prend	neemt	prendre	nemen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
maire	maire	maire	maire	N;MASC;SG	N;MASC+FEM;SG
maire	burgemeester	maire	burgemeester	N;MASC;SG	N;MASC+FEM;SG
présente	aanwezig	présent	aanwezig	ADJ;FEM;SG	ADJ
personnalité	persoonlijkheid	personnalité	persoonlijkheid	N;FEM;SG	N;MASC+FEM;SG
ligue	league	ligue	league	N;FEM;SG	N;MASC+FEM;SG
ligue	liga	ligue	liga	N;FEM;SG	N;MASC+FEM;SG
public	openbaar	public	openbaar	ADJ;MASC;SG	ADJ
pages	bladzijden	page	bladzijde	N;FEM;PL	N;PL
externe	extern	externe	extern	ADJ;MASC;SG	ADJ
externe	uitwendig	externe	uitwendig	ADJ;MASC;SG	ADJ
externe	externe	externe	extern	ADJ;MASC;SG	ADJ
externe	poliklinische	externe	poliklinisch	ADJ;MASC;SG	ADJ
simple	eenvoudige	simple	eenvoudig	ADJ;MASC;SG	ADJ
simple	simpel	simple	simpel	ADJ;MASC;SG	ADJ
simple	eenvoudig	simple	eenvoudig	ADJ;MASC;SG	ADJ
dernière	laatste	dernier	laat	ADJ;FEM;SG	ADJ;RL
dernière	nieuwste	dernier	nieuw	ADJ;FEM;SG	ADJ;RL
dernière	laatste	dernier	laat	ADJ;FEM;SG	ADJ;RL
chanson	chanson	chanson	chanson	N;FEM;SG	N;MASC+FEM;SG
chanson	nummer	chanson	nummer	N;FEM;SG	N;MASC+FEM;SG
chanson	song	chanson	song	N;FEM;SG	N;MASC+FEM;SG
chanson	zang	chanson	zang	N;FEM;SG	N;MASC+FEM;SG
chanson	lied	chanson	lied	N;FEM;SG	N;NEUT;SG
chanson	liedje	chanson	liedje	N;FEM;SG	N;NEUT;SG
poste	bericht	poste	bericht	N;MASC;SG	N;NEUT;SG
poste	post	poste	post	N;MASC;SG	N;MASC+FEM;SG
culture	cultuur	culture	cultuur	N;FEM;SG	N;MASC+FEM;SG
grâce	gratie	grâce	gratie	N;FEM;SG	N;MASC+FEM;SG
grâce	grace	grâce	grace	N;FEM;SG	N;MASC+FEM;SG
développement	ontwikkeling	développement	ontwikkeling	N;MASC;SG	N;MASC+FEM;SG
empire	keizerrijk	empire	keizerrijk	N;MASC;SG	N;NEUT;SG
empire	imperium	empire	imperium	N;MASC;SG	N;NEUT;SG
empire	empire	empire	empire	N;MASC;SG	N;MASC+FEM;SG
québec	quebec	québec	quebec	N;MASC;SG	N;MASC+FEM;SG
loi	wet	loi	wet	N;FEM;SG	N;MASC+FEM;SG
loi	act	loi	act	N;FEM;SG	N;MASC+FEM;SG
équipes	ploegen	équipe	ploeg	N;FEM;PL	N;PL
équipes	teams	équipe	team	N;FEM;PL	N;PL
côté	côté	côté	côté	N;MASC;SG	N;MASC+FEM;SG
côté	kant	côté	kant	N;MASC;SG	N;MASC+FEM;SG
côté	zijde	côté	zijde	N;MASC;SG	N;MASC+FEM;SG
côté	zijkant	côté	zijkant	N;MASC;SG	N;MASC+FEM;SG
mer	zee	mer	zee	N;FEM;SG	N;MASC+FEM;SG
haute	hoog	haut	hoog	ADJ;FEM;SG	ADJ
haute	hoge	haut	hoog	ADJ;FEM;SG	ADJ
vue	bekijken	voir	bekijken	V;FEM;SG;PST;V.PTCP	V;NFIN
espagne	espagne	espagner	espagne	N;MASC;SG	N;MASC+FEM;SG
mère	mama	mère	mama	N;FEM;SG	N;MASC+FEM;SG
mère	moeder	mère	moeder	N;FEM;SG	N;MASC+FEM;SG
mère	ma	mère	ma	N;FEM;SG	N;MASC+FEM;SG
mère	mam	mère	mam	N;FEM;SG	N;MASC+FEM;SG
mère	moeder	mère	moeder	N;FEM;SG	N;MASC+FEM;SG
mère	moedertje	mère	moeder	N;FEM;SG	N;NEUT;SG
fichier	dossier	fichier	dossier	N;MASC;SG	N;NEUT;SG
fichier	bestand	fichier	bestand	N;MASC;SG	N;NEUT;SG
nombreuses	talrijk	nombreux	talrijk	ADJ;FEM;PL	ADJ
nombreuses	talrijke	nombreux	talrijk	ADJ;FEM;PL	ADJ
acteur	actor	acteur	actor	N;MASC;SG	N;MASC+FEM;SG
acteur	acteur	acteur	acteur	N;MASC;SG	N;MASC+FEM;SG
parcours	route	parcours	route	N;MASC;SG	N;MASC+FEM;SG
parcours	journey	parcours	journey	N;MASC;SG	N;MASC+FEM;SG
parcours	reis	parcours	reis	N;MASC;SG	N;MASC+FEM;SG
recherche	zoektocht	recherche	zoektocht	N;FEM;SG	N;MASC+FEM;SG
recherche	zoekopdracht	recherche	zoekopdracht	N;FEM;SG	N;MASC+FEM;SG
recherche	onderzoek	recherche	onderzoek	N;FEM;SG	N;NEUT;SG
recherche	research	recherche	research	N;FEM;SG	N;MASC+FEM;SG
classement	rangschikking	classement	rangschikking	N;MASC;SG	N;MASC+FEM;SG
classement	ranglijst	classement	ranglijst	N;MASC;SG	N;MASC+FEM;SG
classement	indeling	classement	indeling	N;MASC;SG	N;MASC+FEM;SG
classement	classificatie	classement	classificatie	N;MASC;SG	N;MASC+FEM;SG
code	wetboek	code	wetboek	N;MASC;SG	N;NEUT;SG
code	code	code	code	N;MASC;SG	N;MASC+FEM;SG
double	dubbel	double	dubbel	ADJ;MASC;SG	ADJ
double	dubbele	double	dubbel	ADJ;MASC;SG	ADJ
double	dubbele	double	dubbel	ADJ;MASC;SG	ADJ
double	dubbele	double	dubbel	ADJ;MASC;SG	ADJ
double	duale	double	duaal	ADJ;MASC;SG	ADJ
entraîneur	trainer	entraîneur	trainer	N;MASC;SG	N;MASC+FEM;SG
entraîneur	opleider	entraîneur	opleider	N;MASC;SG	N;MASC+FEM;SG
entraîneur	trainer	entraîneur	trainer	N;MASC;SG	N;MASC+FEM;SG
entraîneur	coach	entraîneur	coach	N;MASC;SG	N;MASC+FEM;SG
entraîneur	koets	entraîneur	koets	N;MASC;SG	N;MASC+FEM;SG
web	web	web	webben	N;MASC;SG	N;NEUT;SG
arrondissement	arrondissement	arrondissement	arrondissement	N;MASC;SG	N;NEUT;SG
arrondissement	stadsdeel	arrondissement	stadsdeel	N;MASC;SG	N;NEUT;SG
arrondissement	borough	arrondissement	borough	N;MASC;SG	N;MASC+FEM;SG
directeur	directeur	directeur	directeur	N;MASC;SG	N;MASC+FEM;SG
directeur	director	directeur	director	N;MASC;SG	N;MASC+FEM;SG
directeur	regisseur	directeur	regisseur	N;MASC;SG	N;MASC+FEM;SG
directeur	manager	directeur	manager	N;MASC;SG	N;MASC+FEM;SG
directeur	bedrijfsleider	directeur	bedrijfsleider	N;MASC;SG	N;MASC+FEM;SG
joseph	jozef	joseph	jozef	N;MASC;SG	N;MASC+FEM;SG
joseph	joseph	joseph	joseph	N;MASC;SG	N;MASC+FEM;SG
semble	verschijnt	sembler	verschijnen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
ici	hier	ici	hier	ADV	ADV
vainqueur	winnares	vainqueur	winnare	N;MASC;SG	N;MASC+FEM;SG
vainqueur	winnaar	vainqueur	winnaar	N;MASC;SG	N;MASC+FEM;SG
réalisé	geregisseerd	réaliser	regisseren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
réalisé	gerichte	réaliser	richten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
réalisé	regisseerde	réaliser	regisseren	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
réalisé	gerealiseerd	réaliser	realiseren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
réalisé	besefte	réaliser	beseffen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
réalisé	realiseerde	réaliser	realiseren	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
réalisé	besefte	réaliser	beseffen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
