dari	從	dari	從	ADP	ADP
urutan	順序	urutan	順序	N;SG	N
urutan	序列	urutan	序列	N;SG	N
urutan	數列	urutan	數列	N;SG	N
urutan	順序	urutan	順序	N;SG	N
berhenti	停止	berhenti	停止	V;SG;ACT	V
hadiah	禮物	hadiah	禮物	N;SG	N
hadiah	禮品	hadiah	禮品	N;SG	N
hadiah	獎勵	hadiah	獎勵	N;SG	N
hadiah	獎賞	hadiah	獎賞	N;SG	N
hadiah	賞金	hadiah	賞金	N;SG	N
hadiah	賞	hadiah	賞	N;SG	N
hadiah	獎品	hadiah	獎品	N;SG	N
hadiah	禮物	hadiah	禮物	N;SG	N
hadiah	禮品	hadiah	禮品	N;SG	N
hadiah	天賦	hadiah	天賦	N;SG	N
tekanan	壓力	tekanan	壓力	N;SG	N
tekanan	氣壓	tekanan	氣壓	N;SG	N
siapa	誰	siapa	誰	PRO	PRO
prinsip	原則	prinsip	原則	N;SG	N
prinsip	原理	prinsip	原理	N;SG	N
prinsip	原則	prinsip	原則	N;SG	N
line	線	line	線	N	N
line	線路	line	線路	N	N
bulu	羽毛	bulu	羽毛	N;SG	N
bulu	羽	bulu	羽	N;SG	N
bulu	羽毛	bulu	羽毛	N;SG	N
bulu	皮草	bulu	皮草	N;SG	N
bulu	皮毛	bulu	皮毛	N;SG	N
terjemahan	片語	terjemahan	片語	N;SG	N
sisa	剩菜	sisa	剩菜	N;SG	N
sisa	剩餘	sisa	剩餘	N;SG	N
kamu	你	kamu	你	PRO;SG;2;INFM	PRO;2
angkasa	天空	angkasa	天空	N;SG	N
angkasa	太空	angkasa	太空	N;SG	N
angkasa	空間	angkasa	空間	N;SG	N
pemilik	業	penmilik	業	N;SG	N
pemilik	業	penmilik	業	N;SG	N
pelajaran	教訓	pelajaran	教訓	N;SG	N
pelajaran	課	pelajaran	課	N;SG	N
munisipalitas	市	munisipalitas	市	N	N
kalah	失	kalah	失	V;SG	V
kalah	輸	kalah	輸	V;SG	V
kalah	輸	kalah	輸	V;SG	V
kalah	遺失	kalah	遺失	V;SG	V
kalah	迷失	kalah	迷失	V;SG	V
kalah	輸	kalah	輸	V;SG	V
lintas	十字	lintas	十字	N;SG;ACT	N
lintas	十字	lintas	十字	N;SG;ACT	N
lintas	交叉	lintas	交叉	N;SG;ACT	N
bacaan	閱讀	bacaan	閱讀	N;SG	N
bacaan	讀書	bacaan	讀書	N;SG	N
angin	微風	angin	微風	N;SG	N
angin	風	angin	風	N;SG	N
poin	點數	poin	點數	N;SG	N
poin	角	poin	角	N;SG	N
poin	點	poin	點	N;SG	N
menguasai	掌握	menkuasai	掌握	V;SG;ACT	V
memuat	裝載	menmuat	裝載	V;SG;ACT	V
kuda	馬	kuda	馬	N;SG	N
kuda	馬匹	kuda	馬匹	N;SG	N
kuda	馬	kuda	馬	N;SG	N
kuda	馬匹	kuda	馬匹	N;SG	N
mencetak	列	mencetak	列	V;SG;ACT	V
armada	艦隊	armada	艦隊	N;SG	N
armada	船隊	armada	船隊	N;SG	N
armada	車隊	armada	車隊	N;SG	N
aksara	字元	aksara	字元	N;SG	N
aksara	角色	aksara	角色	N;SG	N
mempertahankan	維持	menpertahankan	維持	V;SG;ACT	V
mempertahankan	維持	menpertahankan	維持	V;SG;ACT	V
plat	板	plat	板	N	N
plat	板	plat	板	N	N
kartu	紙牌	kartu	紙牌	N;SG	N
kartu	卡片	kartu	卡片	N;SG	N
kartu	牌	kartu	牌	N;SG	N
kartu	名片	kartu	名片	N;SG	N
kartu	紙牌	kartu	紙牌	N;SG	N
kartu	卡片	kartu	卡片	N;SG	N
majelis	集會	majelis	集會	N;SG	N
majelis	安理	majelis	安理	N;SG	N
kualitas	素質	kualitas	素質	N;SG	N
kualitas	品質	kualitas	品質	N;SG	N
kualitas	優質	kualitas	優質	N;SG	N
kualitas	質量	kualitas	質量	N;SG	N
kualitas	素質	kualitas	素質	N;SG	N
kualitas	品質	kualitas	品質	N;SG	N
wasit	裁判	wasit	裁判	N;SG	N
suhu	氣溫	suhu	氣溫	N;SG	N
suhu	溫度	suhu	溫度	N;SG	N
suhu	體溫	suhu	體溫	N;SG	N
suhu	氣溫	suhu	氣溫	N;SG	N
suhu	溫度	suhu	溫度	N;SG	N
ulama	神職	ulama	神職	N;SG	N
ulama	學者	ulama	學者	N;SG	N
marga	姓	marga	姓	N;SG	N
marga	姓氏	marga	姓氏	N;SG	N
tuan	先生	tuan	先生	N;SG	N
harian	每日	harian	每日	N;SG	N
nektar	甘露	nektar	甘露	N;SG	N
nektar	花蜜	nektar	花蜜	N;SG	N
komponen	元件	komponen	元件	N;SG	N
komponen	元件	komponen	元件	N;SG	N
puisi	詩	puisi	詩	N	N
puisi	詩	puisi	詩	N	N
puisi	詩歌	puisi	詩歌	N	N
puisi	詩	puisi	詩	N	N
puisi	詩歌	puisi	詩歌	N	N
besi	鋼鐵	besi	鋼鐵	N;SG	N
simbol	符號	simbol	符號	N;SG	N
simbol	符號	simbol	符號	N;SG	N
diperlukan	需要	diperlukan	需要	V;SG;PASS	V
samping	側	samping	側	N;SG	N
kepercayaan	信任	kepercayaan	信任	N;SG	N
kepercayaan	信託	kepercayaan	信託	N;SG	N
kepercayaan	信仰	kepercayaan	信仰	N;SG	N
kepercayaan	信仰	kepercayaan	信仰	N;SG	N
berlaku	適用	berlaku	適用	V;SG;ACT	V
patung	雕像	patung	雕像	N;SG	N
patung	塑像	patung	塑像	N;SG	N
patung	雕塑	patung	雕塑	N;SG	N
patung	雕塑	patung	雕塑	N;SG	N
patung	雕像	patung	雕像	N;SG	N
patung	雕塑	patung	雕塑	N;SG	N
patung	塑像	patung	塑像	N;SG	N
perpustakaan	圖書	perpustakaan	圖書	N;SG	N
perpustakaan	圖書	perpustakaan	圖書	N;SG	N
prajurit	戰士	prajurit	戰士	N;SG	N
prajurit	兵	prajurit	兵	N;SG	N
prajurit	士兵	prajurit	士兵	N;SG	N
prajurit	軍人	prajurit	軍人	N;SG	N
prajurit	戰士	prajurit	戰士	N;SG	N
prajurit	勇士	prajurit	勇士	N;SG	N
prajurit	士兵	prajurit	士兵	N;SG	N
prajurit	勇士	prajurit	勇士	N;SG	N
campuran	組合	campuran	組合	N;SG	N
komunis	共產	komunis	共產	N;SG	N
karang	珊瑚	karang	珊瑚	N;SG	N
karang	礁	karang	礁	N;SG	N
karang	暗礁	karang	暗礁	N;SG	N
karang	珊瑚	karang	珊瑚	N;SG	N
ide	想法	ide	想法	N;SG	N
hakim	法官	hakim	法官	N;SG	N
hakim	法官	hakim	法官	N;SG	N
istrinya	妻子	istri	妻子	N;SG	N
logam	金屬	logam	金屬	N;SG	N
logam	金屬	logam	金屬	N;SG	N
logam	金屬	logam	金屬	N;SG	N
peringatan	警告	peringatan	警告	N;SG	N
peringatan	警示	peringatan	警示	N;SG	N
peringatan	警報	peringatan	警報	N;SG	N
peringatan	警示	peringatan	警示	N;SG	N
peringatan	警告	peringatan	警告	N;SG	N
perairan	水域	perairan	水域	N;SG	N
pendapat	意見	pendapat	意見	N;SG	N
pendapat	意見	pendapat	意見	N;SG	N
lukisan	畫	lukisan	畫	N;SG	N
lukisan	油畫	lukisan	油畫	N;SG	N
lukisan	繪畫	lukisan	繪畫	N;SG	N
lukisan	油畫	lukisan	油畫	N;SG	N
lukisan	繪畫	lukisan	繪畫	N;SG	N
semuanya	大家	semua	大家	PRO	PRO
kecelakaan	意外	kecelakaan	意外	N;SG	N
kecelakaan	事故	kecelakaan	事故	N;SG	N
kecelakaan	事故	kecelakaan	事故	N;SG	N
perjuangan	鬥爭	perjuangan	鬥爭	N;SG	N
perjuangan	奮鬥	perjuangan	奮鬥	N;SG	N
klasik	經典	klasik	經典	N;SG	N
klasik	古典	klasik	古典	N;SG	N
klasik	經典	klasik	經典	N;SG	N
klasik	古典	klasik	古典	N;SG	N
lirik	歌詞	lirik	歌詞	N;SG;ACT	N
saham	股票	saham	股票	N;SG	N
saham	庫存	saham	庫存	N;SG	N
saham	股份	saham	股份	N;SG	N
saham	股票	saham	股票	N;SG	N
saham	存貨	saham	存貨	N;SG	N
saham	庫存	saham	庫存	N;SG	N
dihasilkan	生成	dihasilkan	生成	V;SG;PASS	V
adik	妹妹	adik	妹妹	N;SG	N
adik	姐姐	adik	姐姐	N;SG	N
adik	姐妹	adik	姐妹	N;SG	N
adik	姊妹	adik	姊妹	N;SG	N
adik	姊姊	adik	姊姊	N;SG	N
pengalaman	經驗	pengalaman	經驗	N;SG	N
pengalaman	體驗	pengalaman	體驗	N;SG	N
pengalaman	體驗	pengalaman	體驗	N;SG	N
pengalaman	經驗	pengalaman	經驗	N;SG	N
bapak	父親	bapak	父親	N;SG	N
bapak	神父	bapak	神父	N;SG	N
bapak	父	bapak	父	N;SG	N
seringkali	時常	seringkali	時常	ADV	ADV
seringkali	常常	seringkali	常常	ADV	ADV
seringkali	經常	seringkali	經常	ADV	ADV
membaca	讀	menbaca	讀	V;SG;ACT	V
membaca	讀取	menbaca	讀取	V;SG;ACT	V
membaca	讀取	menbaca	讀取	V;SG;ACT	V
membaca	讀	menbaca	讀	V;SG;ACT	V
senyawa	大院	senyawa	大院	N;SG	N
tulang	骨	tulang	骨	N;SG	N
tulang	骨骼	tulang	骨骼	N;SG	N
tulang	骨頭	tulang	骨頭	N;SG	N
tulang	骨	tulang	骨	N;SG	N
tulang	骨骼	tulang	骨骼	N;SG	N
tulang	骨頭	tulang	骨頭	N;SG	N
pakaian	服裝	pakaian	服裝	N;SG	N
pakaian	衣物	pakaian	衣物	N;SG	N
pakaian	衣服	pakaian	衣服	N;SG	N
pakaian	裝備	pakaian	裝備	N;SG	N
pakaian	裝束	pakaian	裝束	N;SG	N
pakaian	服飾	pakaian	服飾	N;SG	N
pakaian	衣	pakaian	衣	N;SG	N
pakaian	服裝	pakaian	服裝	N;SG	N
pakaian	服飾	pakaian	服飾	N;SG	N
pakaian	服裝	pakaian	服裝	N;SG	N
pakaian	衣物	pakaian	衣物	N;SG	N
pakaian	衣服	pakaian	衣服	N;SG	N
blok	區塊	blok	區塊	N;SG	N
blok	積木	blok	積木	N;SG	N
blok	區塊	blok	區塊	N;SG	N
mengurangi	減少	menkurangi	減少	V;SG;ACT	V
mengurangi	減少	menkurangi	減少	V;SG;ACT	V
mengurangi	降低	menkurangi	降低	V;SG;ACT	V
meningkat	增加	mentingkat	增加	V;SG;ACT	V
meningkat	提高	mentingkat	提高	V;SG;ACT	V
meningkat	增加	mentingkat	增加	V;SG;ACT	V
meningkat	增加	mentingkat	增加	V;SG;ACT	V
perwira	官	perwira	官	N;SG	N
perwira	軍官	perwira	軍官	N;SG	N
makhluk	生物	makhluk	生物	N;SG	N
makhluk	生物	makhluk	生物	N;SG	N
sepuluh	十	sepuluh	十	NUM	NUM
sepuluh	十	sepuluh	十	NUM	NUM
pustaka	圖書	pustaka	圖書	N	N
pustaka	圖書	pustaka	圖書	N	N
lapisan	層層	lapisan	層層	N;SG	N
lapisan	層	lapisan	層	N;SG	N
lapisan	各層	lapisan	各層	N;SG	N
lapisan	層次	lapisan	層次	N;SG	N
lapisan	層	lapisan	層	N;SG	N
ringan	輕量	ringan	輕量	ADJ;SG	ADJ
kapten	機長	kapten	機長	N	N
kapten	隊長	kapten	隊長	N	N
diubah	修改	diubah	修改	V;SG;PASS	V
binatang	野獸	binatang	野獸	N;SG	N
binatang	獸	binatang	獸	N;SG	N
binatang	動物	binatang	動物	N;SG	N
binatang	動物	binatang	動物	N;SG	N
street	街頭	street	街頭	N	N
street	街道	street	街道	N	N
street	街	street	街	N	N
riwayat	歷史	riwayat	歷史	N	N
zona	區	zona	區	N;SG	N
zona	區域	zona	區域	N;SG	N
memegang	持有	menpegang	持有	V;SG;ACT	V
memegang	控股	menpegang	控股	V;SG;ACT	V
iklan	廣告	iklan	廣告	N;SG	N
iklan	廣告	iklan	廣告	N;SG	N
iklan	廣告	iklan	廣告	N;SG	N
iklan	廣告	iklan	廣告	N;SG	N
tempur	拳手	tempur	拳手	N;SG	N
tempur	鬥士	tempur	鬥士	N;SG	N
ular	蛇	ular	蛇	N;SG	N
ular	蛇	ular	蛇	N;SG	N
wafat	逝者	wafat	逝者	N	N
sektor	部門	sektor	部門	N;SG	N
pekerja	工人	pekerja	工人	N;SG	N
pekerja	工人	pekerja	工人	N;SG	N
individu	個人	individu	個人	N;SG	N
individu	個別	individu	個別	N;SG	N
individu	個	individu	個	N;SG	N
persatuan	團	persatuan	團	N;SG	N
matematika	數學	matematika	數學	N;SG	N
matematika	數學	matematika	數學	N;SG	N
matematika	數學	matematika	數學	N;SG	N
matematika	數學	matematika	數學	N;SG	N
sekutu	盟軍	sekutu	盟軍	N;SG	N
sekutu	盟國	sekutu	盟國	N;SG	N
sekutu	盟友	sekutu	盟友	N;SG	N
sekutu	盟軍	sekutu	盟軍	N;SG	N
sekutu	盟國	sekutu	盟國	N;SG	N
sekutu	同盟	sekutu	同盟	N;SG	N
sekutu	盟友	sekutu	盟友	N;SG	N
kontrak	合約	kontrak	合約	N;SG	N
kontrak	合同	kontrak	合同	N;SG	N
kontrak	合同	kontrak	合同	N;SG	N
kontrak	合約	kontrak	合約	N;SG	N
pelajar	學生	pelajar	學生	N;SG	N
pelajar	學生	pelajar	學生	N;SG	N
tamu	賓	tamu	賓	N;SG	N
tamu	來賓	tamu	來賓	N;SG	N
tamu	客人	tamu	客人	N;SG	N
tamu	賓	tamu	賓	N;SG	N
tamu	來賓	tamu	來賓	N;SG	N
tamu	客人	tamu	客人	N;SG	N
elektronik	電子	elektronik	電子	N;SG	N
elektronik	電子	elektronik	電子	N;SG	N
jarang	極少	jarang	極少	ADV	ADV
pembicaraan	會談	penbicaraan	會談	N;SG	N
pengusaha	商人	penusaha	商人	N;SG	N
pengusaha	商人	penusaha	商人	N;SG	N
balapan	種族	balapan	種族	N;SG	N
balapan	比賽	balapan	比賽	N;SG	N
balapan	賽	balapan	賽	N;SG	N
balapan	種族	balapan	種族	N;SG	N
balapan	競賽	balapan	競賽	N;SG	N
balapan	賽車	balapan	賽車	N;SG	N
ikatan	鍵	ikatan	鍵	N;SG	N
ikatan	債券	ikatan	債券	N;SG	N
dilahirkan	生	dilahirkan	生	V;SG;PASS	V
dilahirkan	誕生	dilahirkan	誕生	V;SG;PASS	V
dilahirkan	出生	dilahirkan	出生	V;SG;PASS	V
maju	預支	maju	預支	V;SG;ACT	V
kaya	豐富	kaya	豐富	ADJ;SG	ADJ
pelaksanaan	處	penlaksanaan	處	N;SG	N
membutuhkan	需要	menbutuhkan	需要	V;SG;ACT	V
dataran	平原	dataran	平原	N;SG	N
bilangan	數字	bilangan	數字	N;SG	N
bilangan	數	bilangan	數	N;SG	N
bilangan	號碼	bilangan	號碼	N;SG	N
bilangan	編號	bilangan	編號	N;SG	N
bilangan	數字	bilangan	數字	N;SG	N
menjalankan	奔	menjalankan	奔	V;SG;ACT	V
menjalankan	跑步	menjalankan	跑步	V;SG;ACT	V
menjalankan	運行	menjalankan	運行	V;SG;ACT	V
menjalankan	跑步	menjalankan	跑步	V;SG;ACT	V
menjalankan	運行	menjalankan	運行	V;SG;ACT	V
anime	動畫	anime	動畫	N	N
kedokteran	藥品	kedokteran	藥品	N;SG	N
kedokteran	藥物	kedokteran	藥物	N;SG	N
kedokteran	醫學	kedokteran	醫學	N;SG	N
kedokteran	藥	kedokteran	藥	N;SG	N
kedokteran	醫藥	kedokteran	醫藥	N;SG	N
kedokteran	醫療	kedokteran	醫療	N;SG	N
kedokteran	醫務	kedokteran	醫務	N;SG	N
kedokteran	醫學	kedokteran	醫學	N;SG	N
pola	圖案	pola	圖案	N;SG	N
pola	格局	pola	格局	N;SG	N
pola	模式	pola	模式	N;SG	N
pola	格局	pola	格局	N;SG	N
pola	模式	pola	模式	N;SG	N
perkebunan	產業	perkebunan	產業	N;SG	N
perkebunan	邨	perkebunan	邨	N;SG	N
perkebunan	農場	perkebunan	農場	N;SG	N
perkebunan	種	perkebunan	種	N;SG	N
perkebunan	種	perkebunan	種	N;SG	N
bek	後衛	bek	後衛	N;SG	N
aturan	規則	aturan	規則	N;SG	N
aturan	細則	aturan	細則	N;SG	N
aturan	細則	aturan	細則	N;SG	N
gempa	地震	gempa	地震	N;SG	N
menempati	佔據	mentempati	佔據	V;SG;ACT	V
menempati	佔用	mentempati	佔用	V;SG;ACT	V
menempati	佔領	mentempati	佔領	V;SG;ACT	V
peralatan	裝備	peralatan	裝備	N;SG	N
peralatan	工具	peralatan	工具	N;SG	N
peralatan	電器	peralatan	電器	N;SG	N
peralatan	家	peralatan	家	N;SG	N
peralatan	電器	peralatan	電器	N;SG	N
langkah	台階	langkah	台階	N;SG	N
langkah	步驟	langkah	步驟	N;SG	N
langkah	步	langkah	步	N;SG	N
langkah	步驟	langkah	步驟	N;SG	N
pembawa	航空	penbawa	航空	N;SG	N
pembawa	載體	penbawa	載體	N;SG	N
kesenian	藝術	kesenian	藝術	N;SG	N
kesenian	美術	kesenian	美術	N;SG	N
kesenian	藝術	kesenian	藝術	N;SG	N
kesenian	藝術	kesenian	藝術	N;SG	N
medali	獎章	medali	獎章	N;SG	N
medali	勳章	medali	勳章	N;SG	N
medali	獎牌	medali	獎牌	N;SG	N
medali	獎章	medali	獎章	N;SG	N
medali	獎章	medali	獎章	N;SG	N
medali	勳章	medali	勳章	N;SG	N
medali	獎牌	medali	獎牌	N;SG	N
pahlawan	英雄	pahlawan	英雄	N;SG	N
pahlawan	英雄	pahlawan	英雄	N;SG	N
syarat	條件	syarat	條件	N;SG	N
syarat	條件	syarat	條件	N;SG	N
syarat	狀況	syarat	狀況	N;SG	N
ayam	雞肉	ayam	雞肉	N;SG	N
ayam	山雞	ayam	山雞	N;SG	N
ayam	雞	ayam	雞	N;SG	N
dijual	賣	dijual	賣	V;SG;PASS	V
dijual	售出	dijual	售出	V;SG;PASS	V
dijual	銷售	dijual	銷售	V;SG;PASS	V
dijual	出售	dijual	出售	V;SG;PASS	V
dijual	買賣	dijual	買賣	V;SG;PASS	V
tersebar	分散	tersebar	分散	V;SG;PASS	V
pajak	稅務	pajak	稅務	N;SG	N
pajak	稅	pajak	稅	N;SG	N
pajak	稅	pajak	稅	N;SG	N
pajak	稅金	pajak	稅金	N;SG	N
pajak	稅務	pajak	稅務	N;SG	N
pajak	稅	pajak	稅	N;SG	N
pajak	稅	pajak	稅	N;SG	N
pajak	稅款	pajak	稅款	N;SG	N
memproduksi	製造	menproduksi	製造	V;SG;ACT	V
memproduksi	製造	menproduksi	製造	V;SG;ACT	V
memproduksi	生產	menproduksi	生產	V;SG;ACT	V
buruh	勞工	buruh	勞工	N;SG	N
buruh	勞力	buruh	勞力	N;SG	N
buruh	勞工	buruh	勞工	N;SG	N
kontes	盛會	kontes	盛會	N;SG	N
kontes	比賽	kontes	比賽	N;SG	N
kontes	競賽	kontes	競賽	N;SG	N
kabinet	櫃子	kabinet	櫃子	N;SG	N
kabinet	內閣	kabinet	內閣	N;SG	N
sekitarnya	周邊	sekitar	周邊	N	N
arsitektur	結構	arsitektur	結構	N;SG	N
arsitektur	架構	arsitektur	架構	N;SG	N
arsitektur	建築	arsitektur	建築	N;SG	N
sensus	人口	sensus	人口	N;SG	N
sensus	普查	sensus	普查	N;SG	N
sembilan	九	sembilan	九	NUM	NUM
lomba	比賽	lomba	比賽	N;SG	N
lomba	賽	lomba	賽	N;SG	N
lomba	種族	lomba	種族	N;SG	N
lomba	競賽	lomba	競賽	N;SG	N
lomba	競爭	lomba	競爭	N;SG	N
lomba	競賽	lomba	競賽	N;SG	N
panggung	舞台	panggung	舞台	N;SG	N
panggung	階段	panggung	階段	N;SG	N
praktik	實踐	praktik	實踐	N;SG	N
mengatur	安排	menatur	安排	V;SG;ACT	V
memerintah	執政	menperintah	執政	V;SG;ACT	V
memerintah	裁決	menperintah	裁決	V;SG;ACT	V
memerintah	裁定	menperintah	裁定	V;SG;ACT	V
tepi	邊緣	tepi	邊緣	N;SG	N
tepi	邊界	tepi	邊界	N;SG	N
tepi	邊框	tepi	邊框	N;SG	N
tepi	邊境	tepi	邊境	N;SG	N
tepi	邊緣	tepi	邊緣	N;SG	N
panglima	軍閥	panglima	軍閥	N;SG	N
panglima	司令	panglima	司令	N;SG	N
gigi	牙科	gigi	牙科	N;SG	N
gigi	牙醫	gigi	牙醫	N;SG	N
gigi	牙齒	gigi	牙齒	N;SG	N
gigi	牙	gigi	牙	N;SG	N
gigi	牙齒	gigi	牙齒	N;SG	N
gigi	牙	gigi	牙	N;SG	N
gigi	牙齒	gigi	牙齒	N;SG	N
contohnya	例子	contohnya	例子	N	N
contohnya	範例	contohnya	範例	N	N
kualifikasi	資歷	kualifikasi	資歷	N;SG	N
kualifikasi	資格	kualifikasi	資格	N;SG	N
singkat	簡短	singkat	簡短	ADJ;SG	ADJ
singkat	簡短	singkat	簡短	ADJ;SG	ADJ
kelima	第五	kelima	第五	NUM	NUM
kelima	第五	kelima	第五	NUM	NUM
kelapa	椰	kelapa	椰	N;SG	N
kelapa	椰子	kelapa	椰子	N;SG	N
kelapa	椰子	kelapa	椰子	N;SG	N
lantai	地板	lantai	地板	N;SG	N
lantai	地板	lantai	地板	N;SG	N
lantai	下限	lantai	下限	N;SG	N
lantai	地板	lantai	地板	N;SG	N
masakan	料理	masakan	料理	N;SG	N
masakan	美食	masakan	美食	N;SG	N
masakan	菜	masakan	菜	N;SG	N
masakan	烹飪	masakan	烹飪	N;SG	N
masakan	烹調	masakan	烹調	N;SG	N
telur	蛋	telur	蛋	N;SG	N
telur	雞蛋	telur	雞蛋	N;SG	N
telur	卵	telur	卵	N;SG	N
telur	蛋	telur	蛋	N;SG	N
telur	雞蛋	telur	雞蛋	N;SG	N
filsafat	哲學	filsafat	哲學	N	N
filsafat	理念	filsafat	理念	N	N
federal	聯邦	federal	聯邦	N;SG	N
biologi	生物	biologi	生物	N;SG	N
biologi	生物	biologi	生物	N;SG	N
biologi	生物	biologi	生物	N;SG	N
biologi	生物	biologi	生物	N;SG	N
pelatihan	培訓	penlatihan	培訓	N;SG	N
membeli	購買	menbeli	購買	V;SG;ACT	V
membeli	購買	menbeli	購買	V;SG;ACT	V
membeli	買	menbeli	買	V;SG;ACT	V
membeli	購買	menbeli	購買	V;SG;ACT	V
membeli	購買	menbeli	購買	V;SG;ACT	V
membeli	買	menbeli	買	V;SG;ACT	V
sudut	角落	sudut	角落	N;SG	N
sudut	轉角	sudut	轉角	N;SG	N
sudut	角	sudut	角	N;SG	N
sudut	角度	sudut	角度	N;SG	N
sudut	角	sudut	角	N;SG	N
kapasitas	容量	kapasitas	容量	N;SG	N
kapasitas	能力	kapasitas	能力	N;SG	N
rahasia	秘密	rahasia	秘密	N;SG	N
rahasia	機密	rahasia	機密	N;SG	N
kongres	議員	kongres	議員	N;SG	N
kongres	國會	kongres	國會	N;SG	N
kongres	國會	kongres	國會	N;SG	N
pariwisata	旅遊	pariwisata	旅遊	N;SG	N
pariwisata	海帶	pariwisata	海帶	N;SG	N
pariwisata	海藻	pariwisata	海藻	N;SG	N
ekor	尾巴	ekor	尾巴	N;SG	N
ekor	尾	ekor	尾	N;SG	N
ekor	尾	ekor	尾	N;SG	N
ekor	背面	ekor	背面	N;SG	N
ekor	反面	ekor	反面	N;SG	N
level	關卡	level	關卡	N	N
level	層次	level	層次	N	N
level	級別	level	級別	N	N
level	等級	level	等級	N	N
level	關卡	level	關卡	N	N
menghubungkan	連結	menhubungkan	連結	V;SG;ACT	V
gerbang	門	gerbang	門	N;SG	N
gerbang	大門	gerbang	大門	N;SG	N
gerbang	門戶	gerbang	門戶	N;SG	N
kertas	紙	kertas	紙	N;SG	N
kertas	紙張	kertas	紙張	N;SG	N
kertas	論文	kertas	論文	N;SG	N
kertas	論文	kertas	論文	N;SG	N
prasasti	碑	prasasti	碑	N	N
prasasti	石碑	prasasti	石碑	N	N
melindungi	保護	menlindungi	保護	V;SG;ACT	V
melindungi	保護	menlindungi	保護	V;SG;ACT	V
kebun	園	kebun	園	N;SG	N
kebun	園林	kebun	園林	N;SG	N
kebun	花園	kebun	花園	N;SG	N
kebun	園藝	kebun	園藝	N;SG	N
kebun	果園	kebun	果園	N;SG	N
kebun	果園	kebun	果園	N;SG	N
kebun	花園	kebun	花園	N;SG	N
luka	傷口	luka	傷口	N;SG	N
persen	百分	persen	百分	N;SG	N
anjing	犬	anjing	犬	N;SG	N
anjing	狗	anjing	狗	N;SG	N
anjing	犬	anjing	犬	N;SG	N
anjing	狗	anjing	狗	N;SG	N
kilometer	公里	kilometer	公里	N	N
kilometer	公里	kilometer	公里	N	N
kilometer	公里	kilometer	公里	N	N
ditunjuk	指定	ditunjuk	指定	V;SG;PASS	V
alami	天然	alami	天然	ADJ;SG	ADJ
lembah	河谷	lembah	河谷	N;SG	N
lembah	谷	lembah	谷	N;SG	N
lembah	山谷	lembah	山谷	N;SG	N
lembah	谷地	lembah	谷地	N;SG	N
lembah	山谷	lembah	山谷	N;SG	N
menghancurkan	壓碎	menhancurkan	壓碎	V;SG;ACT	V
menghancurkan	破壞	menhancurkan	破壞	V;SG;ACT	V
menghancurkan	毀滅	menhancurkan	毀滅	V;SG;ACT	V
menghancurkan	暗戀	menhancurkan	暗戀	V;SG;ACT	V
menghancurkan	消滅	menhancurkan	消滅	V;SG;ACT	V
menghancurkan	摧毀	menhancurkan	摧毀	V;SG;ACT	V
diganti	取代	diganti	取代	V;SG;PASS	V
dinding	壁	dinding	壁	N;SG	N
dinding	牆壁	dinding	牆壁	N;SG	N
dinding	圍牆	dinding	圍牆	N;SG	N
dinding	牆	dinding	牆	N;SG	N
dinding	牆壁	dinding	牆壁	N;SG	N
dinding	城牆	dinding	城牆	N;SG	N
dinding	牆	dinding	牆	N;SG	N
umur	年紀	umur	年紀	N;SG	N
umur	年齡	umur	年齡	N;SG	N
umur	年齡	umur	年齡	N;SG	N
daratan	陸地	daratan	陸地	N;SG	N
daratan	土地	daratan	土地	N;SG	N
pertanyaan	問題	pertanyaan	問題	N;SG	N
pertanyaan	查詢	pertanyaan	查詢	N;SG	N
pertanyaan	問題	pertanyaan	問題	N;SG	N
pertanyaan	查詢	pertanyaan	查詢	N;SG	N
pertanyaan	查詢	pertanyaan	查詢	N;SG	N
editor	編輯	editor	編輯	N	N
jin	精靈	jin	精靈	N;SG	N
prestasi	成績	prestasi	成績	N;SG	N
prestasi	成績	prestasi	成績	N;SG	N
mahkota	冠	mahkota	冠	N	N
mahkota	皇冠	mahkota	皇冠	N	N
penjaga	衛兵	penjaga	衛兵	N;SG	N
penjaga	守護	penjaga	守護	N;SG	N
penjaga	守護	penjaga	守護	N;SG	N
penjaga	衛兵	penjaga	衛兵	N;SG	N
penjaga	警衛	penjaga	警衛	N;SG	N
penjaga	守護	penjaga	守護	N;SG	N
balik	粿	balik	粿	N;SG;ACT	N
musisi	樂手	musisi	樂手	N	N
permintaan	需求	permintaan	需求	N;SG	N
neptunus	海王	neptunus	海王	N	N
koleksi	收藏	koleksi	收藏	N;SG	N
koleksi	收藏	koleksi	收藏	N;SG	N
keuntungan	福利	keuntungan	福利	N;SG	N
keuntungan	增益	keuntungan	增益	N;SG	N
keuntungan	優點	keuntungan	優點	N;SG	N
keuntungan	優勢	keuntungan	優勢	N;SG	N
keuntungan	盈利	keuntungan	盈利	N;SG	N
keuntungan	營利	keuntungan	營利	N;SG	N
keuntungan	優點	keuntungan	優點	N;SG	N
keuntungan	長處	keuntungan	長處	N;SG	N
keuntungan	優勢	keuntungan	優勢	N;SG	N
keuntungan	增益	keuntungan	增益	N;SG	N
potensi	潛力	potensi	潛力	N;SG	N
perayaan	慶典	penrayaan	慶典	N;SG	N
dialek	話	dialek	話	N	N
dialek	方言	dialek	方言	N	N
dialek	方言	dialek	方言	N	N
