daha	دیگر	daha	دیگر	ADV	ADV
teklifi	خواستگاری	teklif	None	N;ACC;SG;3	N;SG
teklifi	پیشکش	teklif	پیشکش	N;ACC;SG;3	N;SG
teklifi	پیشنهاد	teklif	پیشنهاد	N;ACC;SG;3	N;SG
teklifi	تقدیم	teklif	تقدیم	N;ACC;SG;3	N;SG
kapasitesi	ظرفیت	kapasite	ظرفیت	N;NOM;SG;3	N;SG
kapasitesi	گنجایش	kapasite	گنجایش	N;NOM;SG;3	N;SG
şehirleri	شهرها	şehir	شهر	N;NOM;PL;3	N;PL
alfabesi	الفبا	alfabe	الفبا	N;NOM;SG;3	N;SG
alfabesi	الفبای	alfabe	الفبای	N;NOM;SG;3	N;SG
mühendisi	مهندس	mühendis	مهندس	N;NOM;SG;3	N;SG
mühendisi	engineer	mühendis	engineer	N;NOM;SG;3	N;SG
konuları	موضوعات	konu	موضوع	N;ACC;PL;3	N;PL
konuları	موضوعاتی	konu	موضوع	N;ACC;PL;3	N;PL
orkestrası	ارکستر	orkestra	ارکستر	N;NOM;SG;3	N;SG
atlético	اتلتیکو	atlético	اتلتیکو	N;NOM;SG;3	N;SG
arkadaşlar	دوستان	arkadaş	دوست	N;NOM;PL;3	N;PL
rahat	راحت	rahat	راحت	ADJ	ADJ
anahtar	کلید	anahtar	None	N;NOM;SG;3	N;SG
anahtar	کلید	anahtar	None	N;NOM;SG;3	N;SG
anahtar	کلیدی	anahtar	کلیدی	N;NOM;SG;3	N;SG
bayanlar	بانوان	bayan	None	N;NOM;PL;3	N;PL
bayanlar	خانمها	bayan	خانم	N;NOM;PL;3	N;PL
vakit	time	vakit	time		
yollar	مسیرها	yol	مسیر	N;NOM;PL;3	N;PL
yollar	راههای	yol	راه	N;NOM;PL;3	N;PL
yollar	راهها	yol	راه	N;NOM;PL;3	N;PL
yollar	راههایی	yol	راه	N;NOM;PL;3	N;PL
yollar	راههای	yol	راه	N;NOM;PL;3	N;PL
yollar	روشهای	yol	روش	N;NOM;PL;3	N;PL
gemileri	کشتیها	gemi	کشتی	N;ACC;PL;3	N;PL
havacılık	هوانوردی	havacılık	هوانوردی	N;NOM;SG;3	N;SG
havacılık	هواپیمایی	havacılık	هواپیمایی	N;NOM;SG;3	N;SG
havacılık	هوافضا	havacılık	هوافضا	N;NOM;SG;3	N;SG
havacılık	هوانوردی	havacılık	هوانوردی	N;NOM;SG;3	N;SG
firma	استواری	firma	استواری	N;NOM;SG;3	N;SG
firma	شرکت	firma	شرکت	N;NOM;SG;3	N;SG
firma	company	firma	None	N;NOM;SG;3	N;SG
firma	کمپانی	firma	کمپانی	N;NOM;SG;3	N;SG
maliyeti	هزینه	maliyet	هزینه	N;NOM;SG;3	N;SG
sayfalar	صفحات	sayfa	None	N;NOM;PL;3	N;PL
yorumlar	نقدهای	yorum	نقد	N;NOM;PL;3	N;PL
yorumlar	نظرات	yorum	نظر	N;NOM;PL;3	N;PL
yorumlar	نظرها	yorum	None	N;NOM;PL;3	N;PL
yorumlar	توضیحات	yorum	توضیح	N;NOM;PL;3	N;PL
kayıtları	گزارشها	kayıt	گزارش	N;ACC;PL;3	N;PL
reis	ایرل	reis	ایرل		
komuta	فرمان	komut	فرمان	N;NOM;SG;3	N;SG
kuşlar	پرندگان	kuş	پرنده	N;NOM;PL;3	N;PL
sayfaya	صفحۀ	sayfa	صفحۀ	N;DAT;SG;3	N;SG
sayfaya	صفحه	sayfa	صفحه	N;DAT;SG;3	N;SG
notlar	یادداشتها	not	یادداشت	N;NOM;PL;3	N;PL
notlar	یادداشتهای	not	یادداشت	N;NOM;PL;3	N;PL
notlar	مراتب	not	مراتب	N;NOM;PL;3	N;PL
filme	فیلمبرداری	fil	فیلمبرداری	N;DAT;SG;3	N;SG
heyeti	هیئت	heyet	هیئت	N;NOM;SG;3	N;SG
heyeti	هیات	heyet	هیات	N;NOM;SG;3	N;SG
kişiliği	شخصیت	kişilik	شخصیت	N;NOM;SG;3	N;SG
kişiliği	شخصیتی	kişilik	شخصیت	N;NOM;SG;3	N;SG
gitmek	میرم	git	میرم	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;1;PRS
ham	ham	ham	ham		
ruslar	روسها	rus	روس	N;NOM;PL;3	N;PL
tapınağı	پرستشگاه	tapınak	پرستشگاه	N;NOM;SG;3	N;SG
tapınağı	عبادتگاه	tapınak	عبادتگاه	N;NOM;SG;3	N;SG
tapınağı	معبد	tapınak	None	N;NOM;SG;3	N;SG
tapınağı	تمپل	tapınak	تمپل	N;NOM;SG;3	N;SG
gezi	گردش	gez	گردش		
gezi	گردش	gez	گردش		
töreni	مراسمی	tören	مراسم	N;NOM;SG;3	N;SG
türler	گونههای	tür	گونه	N;NOM;PL;3	N;PL
türler	انواع	tür	نوع	N;NOM;PL;3	N;PL
başarılar	دستاوردهای	başarı	دستاورد	N;NOM;PL;3	N;PL
başarılar	موفقیتهای	başarı	موفقیت	N;NOM;PL;3	N;PL
politikaları	سیاستهای	politika	سیاست	N;NOM;PL;3	N;PL
şeytan	شر	şeytan	شر		
başlıklı	هود	başlıklı	هود		
tesisleri	امکانات	tesis	امکان	N;ACC;PL;3	N;PL
katliamı	کشتار	katlia	کشتار	N;ACC;SG;3	N;SG
corporation	کورپوریشن	corporation	کورپوریشن	N;NOM;SG;3	N;SG
araçlar	ابزارها	araç	ابزار	N;NOM;PL;3	N;PL
araçlar	ابزارهای	araç	ابزار	N;NOM;PL;3	N;PL
ani	انی	ani	انی		
otel	متل	otel	متل	N;NOM;SG;3	N;SG
otel	مسافرخانه	otel	مسافرخانه	N;NOM;SG;3	N;SG
otel	هتل	otel	هتل	N;NOM;SG;3	N;SG
tanımı	تعریف	tanım	تعریف	N;NOM;SG;3	N;SG
balina	وال	bal	وال		
matt	مَت	matt	مَت		
askerlik	ارتش	askerlik	ارتش	N;NOM;SG;3	N;SG
askerlik	نظامی	askerlik	نظام	N;NOM;SG;3	N;SG
askerlik	ارتشی	askerlik	ارتشی	N;NOM;SG;3	N;SG
sahipleri	صاحبان	sahip	صاحب	N;ACC;PL;3	N;PL
philip	فلیپ	phil	فلیپ	N;NOM;SG;3	N;SG
philip	فیلیپ	phil	None	N;NOM;SG;3	N;SG
dağlar	کوهها	dağ	کوه	N;NOM;PL;3	N;PL
örümcek	عنکبوتی	örü	عنکبوتی	N;NOM;SG;3	N;SG
örümcek	اسپایدر	örü	اسپایدر	N;NOM;SG;3	N;SG
örümcek	عنکبوت	örü	عنکبوت	N;NOM;SG;3	N;SG
örümcek	عنکبوتی	örü	عنکبوتی	N;NOM;SG;3	N;SG
davranış	رفتاری	davranış	رفتار	N;NOM;SG;3	N;SG
davranış	سیرت	davranış	سیرت	N;NOM;SG;3	N;SG
davranış	رفتار	davranış	رفتار	N;NOM;SG;3	N;SG
davranış	نگرش	davranış	نگرش	N;NOM;SG;3	N;SG
davranış	منش	davranış	منش	N;NOM;SG;3	N;SG
davranış	گرایش	davranış	گرایش	N;NOM;SG;3	N;SG
davranış	رفتاری	davranış	رفتار	N;NOM;SG;3	N;SG
davranış	رفتار	davranış	رفتار	N;NOM;SG;3	N;SG
davranış	رفتاری	davranış	رفتار	N;NOM;SG;3	N;SG
akımı	جریان	akım	جریان	N;NOM;SG;3	N;SG
akımı	جریانی	akım	جریان	N;NOM;SG;3	N;SG
kütüphane	کتابخانه	kütüphane	کتابخانه	N;NOM;SG;3	N;SG
romalı	روم	romalı	None		
hastalıkları	بیماریهای	hastalık	بیماری	N;NOM;PL;3	N;PL
hastalıkları	بیماریها	hastalık	بیماری	N;NOM;PL;3	N;PL
juventus	یوونتوس	juventus	یوونتوس	N;NOM;SG;3	N;SG
juventus	juventus	juventus	juventus	N;NOM;SG;3	N;SG
görevden	عزل	görev	عزل	N;AT+ABL;SG;3	N;SG
romalılar	رومیها	romalı	رومی	N;NOM;PL;3	N;PL
organizasyon	سازمان	organizasyon	سازمان	N;NOM;SG;3	N;SG
organizasyon	سازماندهی	organizasyon	سازماندهی	N;NOM;SG;3	N;SG
organizasyon	سازمانی	organizasyon	None	N;NOM;SG;3	N;SG
organizasyon	سازمان	organizasyon	سازمان	N;NOM;SG;3	N;SG
organizasyon	سازماندهی	organizasyon	سازماندهی	N;NOM;SG;3	N;SG
yükseklik	ارتفاع	yükseklik	ارتفاع	N;NOM;SG;3	N;SG
yükseklik	هایتس	yükseklik	هایتس	N;NOM;SG;3	N;SG
yükseklik	بلندی	yükseklik	بلندی	N;NOM;SG;3	N;SG
yükseklik	ارتفاعی	yükseklik	ارتفاعی	N;NOM;SG;3	N;SG
yükseklik	بلندی	yükseklik	بلندی	N;NOM;SG;3	N;SG
yükseklik	ارتفاع	yükseklik	ارتفاع	N;NOM;SG;3	N;SG
yükseklik	height	yükseklik	height	N;NOM;SG;3	N;SG
anıtı	یادبود	anıt	یادبود	N;ACC;SG;3	N;SG
anıtı	یادمان	anıt	یادم	N;ACC;SG;3	N;SG
okula	مدرسه	okul	مدرسه	N;DAT;SG;3	N;SG
okula	مکتب	okul	مکتب	N;DAT;SG;3	N;SG
etkinlik	فعالیت	etkinlik	فعالیت	N;NOM;SG;3	N;SG
etkinlik	رویداد	etkinlik	رویداد	N;NOM;SG;3	N;SG
etkinlik	واقعه	etkinlik	واقعه	N;NOM;SG;3	N;SG
etkinlik	رخداد	etkinlik	رخداد	N;NOM;SG;3	N;SG
merak	کنجکاوی	merak	کنجکاوی	N;NOM;SG;3	N;SG
merak	کنجکاوی	merak	کنجکاوی	N;NOM;SG;3	N;SG
merak	تعجب	merak	تعجب	N;NOM;SG;3	N;SG
bell	بل	bell	بل		
ferdinand	فردیناند	ferdinand	فردیناند	N;AT+ABL;SG;3	N;SG
sayfayı	صفحۀ	sayfa	صفحۀ	N;ACC;SG;3	N;SG
sayfayı	صفحه	sayfa	صفحه	N;ACC;SG;3	N;SG
devriye	گشت	devri	گشت#گرد	N;NOM;SG;3	N;SG
devriye	گشتی	devri	گشت#گش	N;NOM;SG;3	N;SG
devriye	پاترول	devri	پاترول	N;NOM;SG;3	N;SG
patlama	بلاست	patla	بلاست		
açısı	زاویۀ	açı	زاویۀ	N;NOM;SG;3	N;SG
açısı	زاویه	açı	زاویه	N;NOM;SG;3	N;SG
saldırıları	حملات	saldırı	None	N;ACC;PL;3	N;PL
sunucusu	مجری	sunucu	None	N;NOM;SG;3	N;SG
sunucusu	سرور	sunucu	سرور	N;NOM;SG;3	N;SG
sunucusu	کارگزار	sunucu	کارگزار	N;NOM;SG;3	N;SG
endüstriyel	صنعتی	endüstriyel	صنعتی	N;NOM;SG;3	N;SG
alışveriş	فروشگاه	alışveriş	فروشگاه	N;NOM;SG;3	N;SG
alışveriş	خرید	alışveriş	خرید	N;NOM;SG;3	N;SG
alışveriş	فروشی	alışveriş	فروشی	N;NOM;SG;3	N;SG
alışveriş	مغازه	alışveriş	مغازه	N;NOM;SG;3	N;SG
alışveriş	shop	alışveriş	shop	N;NOM;SG;3	N;SG
alışveriş	خریدار	alışveriş	خریدار	N;NOM;SG;3	N;SG
alışveriş	خرید	alışveriş	خرید	N;NOM;SG;3	N;SG
alışveriş	خریداری	alışveriş	خریداری	N;NOM;SG;3	N;SG
alışveriş	shopping	alışveriş	shopping	N;NOM;SG;3	N;SG
alışveriş	خرید	alışveriş	خرید	N;NOM;SG;3	N;SG
uygulamalar	کاربردها	uygulama	کاربرد	N;NOM;PL;3	N;PL
işlemleri	معاملات	işlem	معامله	N;ACC;PL;3	N;PL
sistemler	سیستمها	sistem	سیستم	N;NOM;PL;3	N;PL
güvenliği	سلامت	güvenlik	سلامت	N;NOM;SG;3	N;SG
güvenliği	امن	güvenlik	None	N;NOM;SG;3	N;SG
güvenliği	امنیت	güvenlik	امنیت	N;NOM;SG;3	N;SG
güvenliği	ایمنی	güvenlik	ایمنی	N;NOM;SG;3	N;SG
tapınak	پرستشگاه	tapınak	پرستشگاه	N;NOM;SG;3	N;SG
tapınak	عبادتگاه	tapınak	عبادتگاه	N;NOM;SG;3	N;SG
tapınak	معبد	tapınak	None	N;NOM;SG;3	N;SG
tapınak	تمپل	tapınak	تمپل	N;NOM;SG;3	N;SG
tapınak	مرقد	tapınak	مرقد	N;NOM;SG;3	N;SG
topraklar	اراضی	toprak	ارض	N;NOM;PL;3	N;PL
topraklar	سرزمینهای	toprak	سرزمین	N;NOM;PL;3	N;PL
romantik	رمانتیک	romantik	رمانتیک	N;NOM;SG;3	N;SG
romantik	رمانتیکی	romantik	رمانتیکی	N;NOM;SG;3	N;SG
romantik	رومانتیک	romantik	رومانتیک	N;NOM;SG;3	N;SG
romantik	رمانتیک	romantik	رمانتیک	N;NOM;SG;3	N;SG
bahçesi	باغچه	bahçe	باغچه	N;NOM;SG;3	N;SG
bahçesi	باغ	bahçe	باغ	N;NOM;SG;3	N;SG
bahçesi	گاردن	bahçe	گاردن	N;NOM;SG;3	N;SG
bahçesi	بهشت	bahçe	بهشت	N;NOM;SG;3	N;SG
merkezleri	مراکز	merkez	مرکز	N;ACC;PL;3	N;PL
merkezleri	مراکز	merkez	مرکز	N;ACC;PL;3	N;PL
bakanlar	وزرا	bakan	وزیر	N;NOM;PL;3	N;PL
bakanlar	وزیران	bakan	وزیر	N;NOM;PL;3	N;PL
bakanlar	وزرای	bakan	وزیر	N;NOM;PL;3	N;PL
otobüs	اتوبوس	otobüs	اتوبوس	N;NOM;SG;3	N;SG
otobüs	b	otobüs	b	N;NOM;SG;3	N;SG
yüce	والا	yüce	None		
yeteneği	توانایی	yetenek	توانایی	N;NOM;SG;3	N;SG
yeteneği	قابلیت	yetenek	قابلیت	N;NOM;SG;3	N;SG
kurallar	قواعد	kural	None	N;NOM;PL;3	N;PL
kurallar	قوانین	kural	قانون	N;NOM;PL;3	N;PL
kurallar	دستورالعملهای	kural	دستورالع	N;NOM;PL;3	N;PL
kurallar	دستورالعملها	kural	دستورالع	N;NOM;PL;3	N;PL
kurallar	رهنمودهای	kural	رهنمود	N;NOM;PL;3	N;PL
tekniği	تکنیک	teknik	تکنیک	N;ACC;SG;3	N;SG
soyundan	نواده	soyun	نواد#نوا	N;AT+ABL;SG;3	N;SG
haberleri	اخبار	haber	خبر	N;NOM;PL;3	N;PL
haberleri	اخباری	haber	اخباری	N;NOM;PL;3	N;PL
girişimi	تلاش	girişim	تلاش	N;NOM;SG;3	N;SG
girişimi	ابتکار	girişim	None	N;NOM;SG;3	N;SG
dostluk	دوستی	dostluk	دوستی	N;NOM;SG;3	N;SG
dostluk	رفاقت	dostluk	رفاقت	N;NOM;SG;3	N;SG
moon	قمر	moon	قمر	N;NOM;SG;3	N;SG
moon	ماه	moon	ماه	N;NOM;SG;3	N;SG
moon	moon	moon	moon	N;NOM;SG;3	N;SG
teori	نظریه	teori	نظریه	N;NOM;SG;3	N;SG
teori	تئوری	teori	تئوری	N;NOM;SG;3	N;SG
teori	فرضیه	teori	فرضیه	N;NOM;SG;3	N;SG
aynen	دقیقأ	aynen	دقیقأ		
aynen	ایضا	aynen	ایضا		
aynen	همون	aynen	همون		
direniş	مقاومت	direniş	مقاومت	N;NOM;SG;3	N;SG
direniş	مقاومتی	direniş	مقاومتی	N;NOM;SG;3	N;SG
filosu	ناوگان	filo	ناوه	N;NOM;SG;3	N;SG
fotoğrafları	عکسها	fotoğraf	عکس	N;NOM;PL;3	N;PL
sahnesi	صحنه	sahne	صحنه	N;NOM;SG;3	N;SG
sahnesi	سکانس	sahne	سکانس	N;NOM;SG;3	N;SG
bahçe	باغبانی	bahçe	باغبانی	N;NOM;SG;3	N;SG
bahçe	باغچه	bahçe	باغچه	N;NOM;SG;3	N;SG
bahçe	باغ	bahçe	باغ	N;NOM;SG;3	N;SG
bahçe	گاردن	bahçe	گاردن	N;NOM;SG;3	N;SG
bahçe	بهشت	bahçe	بهشت	N;NOM;SG;3	N;SG
çeşitleri	انواع	çeşit	نوع	N;ACC;PL;3	N;PL
başlangıcı	ابتدای	başlangıç	ابتدا	N;ACC;SG;3	N;SG
başlangıcı	آغاز	başlangıç	آغاز	N;ACC;SG;3	N;SG
sözler	کلمات	söz	None	N;NOM;PL;3	N;PL
sözler	شعرای	söz	شاعر	N;NOM;PL;3	N;PL
finansal	مالی	finansal	مالی	ADJ	ADJ
çocukluk	کودکی	çocukluk	None	N;NOM;SG;3	N;SG
çocukluk	بچگی	çocukluk	بچگی	N;NOM;SG;3	N;SG
yaylası	فلات	yayla	فلات	N;NOM;SG;3	N;SG
gözlem	پایش	gözlem	پایش		
yöntemleri	روشهای	yöntem	روش	N;NOM;PL;3	N;PL
salon	استراحتگاه	salon	استراحتگاه	N;NOM;SG;3	N;SG
salon	سالن	salon	سالن	N;NOM;SG;3	N;SG
salon	هال	salon	هال	N;NOM;SG;3	N;SG
salon	تالار	salon	تالار	N;NOM;SG;3	N;SG
ejderha	اژدهای	ejderha	اژد	N;NOM;SG;3	N;SG
ejderha	دراگون	ejderha	دراگون	N;NOM;SG;3	N;SG
ejderha	اژدها	ejderha	اژد	N;NOM;SG;3	N;SG
ülkelere	کشورها	ülke	کشور	N;DAT;PL;3	N;PL
telekom	تلکام	telekom	تلکام	N;NOM;SG;3	N;SG
telekom	تلکوم	telekom	تلکوم	N;NOM;SG;3	N;SG
denizlispor	denizlispor	denizlispor	denizlispor	N;NOM;SG;3	N;SG
bellek	خاطره	bellek	خاطره	N;NOM;SG;3	N;SG
bellek	حافظه	bellek	حافظه	N;NOM;SG;3	N;SG
bellek	حافظۀ	bellek	حافظۀ	N;NOM;SG;3	N;SG
torunu	نوه	torun	None	N;NOM;SG;3	N;SG
torunu	نوه	torun	None	N;NOM;SG;3	N;SG
olasılık	احتمال	olasılık	احتمال	N;NOM;SG;3	N;SG
olasılık	احتمال	olasılık	احتمال	N;NOM;SG;3	N;SG
olasılık	امکان	olasılık	امکان	N;NOM;SG;3	N;SG
bağlantıları	پیوندها	bağlantı	پیوند	N;NOM;PL;3	N;PL
bağlantıları	پیوندهای	bağlantı	پیوند	N;NOM;PL;3	N;PL
bağlantıları	اتصالات	bağlantı	اتصال	N;NOM;PL;3	N;PL
bağlantıları	ارتباطات	bağlantı	ارتباط	N;NOM;PL;3	N;PL
tehlike	خطری	tehlike	خطر	N;NOM;SG;3	N;SG
tehlike	خطر	tehlike	خطر	N;NOM;SG;3	N;SG
duke	دیوک	duke	دیوک		
dersler	درسهای	ders	درس	N;NOM;PL;3	N;PL
dersler	دروس	ders	None	N;NOM;PL;3	N;PL
dersler	کلاسهای	ders	کلاس	N;NOM;PL;3	N;PL
dersler	کلاسها	ders	کلاس	N;NOM;PL;3	N;PL
güneye	ساوت	güne	ساوت	N;DAT;SG;3	N;SG
güneye	جنوب	güne	جنوب	N;DAT;SG;3	N;SG
güneye	جنوبی	güne	جنوبی	N;DAT;SG;3	N;SG
şirketleri	شرکتها	şirket	شرکت	N;ACC;PL;3	N;PL
şirketleri	شرکتهای	şirket	شرکت	N;ACC;PL;3	N;PL
şirketleri	احزاب	şirket	حزب	N;ACC;PL;3	N;PL
satranç	چس	satranç	چس	N;NOM;SG;3	N;SG
satranç	شطرنج	satranç	None	N;NOM;SG;3	N;SG
düzensiz	نامنظم	düzensiz	نامنظم	ADJ	ADJ
tedavisi	معالجه	tedavi	معالجه	N;NOM;SG;3	N;SG
tedavisi	درمان	tedavi	درمان	N;NOM;SG;3	N;SG
maalesef	بدبختانه	maalesef	بدبختانه	ADV	ADV
maalesef	متأسفانه	maalesef	متأسفانه	ADV	ADV
maalesef	متاسفانه	maalesef	متاسفانه	ADV	ADV
kullanıcıları	کاربران	kullanıcı	کاربر	N;ACC;PL;3	N;PL
bateri	طبل	bateri	طبل	N;NOM;SG;3	N;SG
bateri	درام	bateri	درام	N;NOM;SG;3	N;SG
bateri	طبل	bateri	طبل	N;NOM;SG;3	N;SG
bateri	درامز	bateri	درامز	N;NOM;SG;3	N;SG
meryem	مدونا	meryem	مدونا	N;NOM;SG;3	N;SG
meryem	ماری	meryem	None	N;NOM;SG;3	N;SG
meryem	مریم	meryem	مریم	N;NOM;SG;3	N;SG
meryem	مری	meryem	None	N;NOM;SG;3	N;SG
savaşlar	جنگها	savaş	جنگ	N;NOM;PL;3	N;PL
savaşlar	نبردهای	savaş	نبرد	N;NOM;PL;3	N;PL
yiğit	ولیانت	yiğit	ولیانت		
matematikçi	ریاضیدان	matematikçi	ریاضید	N;NOM;SG;3	N;SG
tura	تور	tur	تور	N;DAT;SG;3	N;SG
tura	tour	tur	tour	N;DAT;SG;3	N;SG
tura	سر	tur	سر	N;DAT;SG;3	N;SG
adalar	جزایر	ada	جزایر	N;NOM;PL;3	N;PL
misafir	مهمان	misafir	مهمان	N;NOM;SG;3	N;SG
genişliği	عرض	genişlik	عرض	N;NOM;SG;3	N;SG
ağız	دهانت	ağız	دهانت		
hediye	هدیه	hedi	هدیه	N;NOM;SG;3	N;SG
hediye	کادو	hedi	کادو	N;NOM;SG;3	N;SG
hediye	هدیه	hedi	هدیه	N;NOM;SG;3	N;SG
hediye	بذل	hedi	بذل	N;NOM;SG;3	N;SG
hediye	هدیه	hedi	هدیه	N;NOM;SG;3	N;SG
hediye	کادو	hedi	کادو	N;NOM;SG;3	N;SG
koşulları	وضعیتهای	koşul	وضعیت	N;ACC;PL;3	N;PL
koşulları	شرایط	koşul	شرایط	N;ACC;PL;3	N;PL
koşulları	اصطلاحات	koşul	اصطلاح	N;ACC;PL;3	N;PL
koşulları	شرایط	koşul	شرایط	N;ACC;PL;3	N;PL
izleme	پایش	izle	پایش		
sembolü	نماد	sembolü	نماد	N;ACC;SG;3	N;SG
şiirler	شعرهای	şiir	None	N;NOM;PL;3	N;PL
age	age	age	age		
renkleri	رنگها	renk	رنگ	N;NOM;PL;3	N;PL
renkleri	رنگهای	renk	رنگ	N;NOM;PL;3	N;PL
renkleri	رنگها	renk	رنگ	N;NOM;PL;3	N;PL
mesajı	پیغام	mesaj	پیغام	N;ACC;SG;3	N;SG
mesajı	پیام	mesaj	پیام	N;ACC;SG;3	N;SG
frekans	فرکانسی	frekans	فرکانسی	N;NOM;SG;3	N;SG
frekans	فرکانس	frekans	فرکانس	N;NOM;SG;3	N;SG
frekans	بسامد	frekans	بسامد#سام	N;NOM;SG;3	N;SG
modelleri	مدلهای	model	مدل	N;NOM;PL;3	N;PL
ilçeleri	نواحی	ilçe	ناحیه	N;ACC;PL;3	N;PL
ilçeleri	مناطق	ilçe	منطقه	N;ACC;PL;3	N;PL
tüfek	تفنگ	tüfek	None	N;NOM;SG;3	N;SG
birlikler	واحدها	birlik	واحد	N;NOM;PL;3	N;PL
birlikler	سربازان	birlik	سرباز	N;NOM;PL;3	N;PL
sözlüğü	دیکشنری	sözlük	دیکشنری	N;NOM;SG;3	N;SG
airlines	ایرلاینز	airlines	None	N;NOM;SG;3	N;SG
airlines	هواپیمایی	airlines	هواپیمایی	N;NOM;SG;3	N;SG
sıcaklığı	دما	sıcaklık	دما	N;ACC;SG;3	N;SG
sıcaklığı	گرما	sıcaklık	None	N;ACC;SG;3	N;SG
sıcaklığı	گرمی	sıcaklık	گرمی	N;ACC;SG;3	N;SG
tag	برچسب	tag	برچسب		
oluşumu	تشکیل	oluş	تشکیل	N;ACC;SG;3	N;SG
boyun	نک	boyun	نک		
çıkışı	خروج	çıkış	خروج	N;ACC;SG;3	N;SG
point	نکته	point	نکته	N;NOM;SG;3	N;SG
point	نقطه	point	نقطه	N;NOM;SG;3	N;SG
point	پوینت	point	پوینت	N;NOM;SG;3	N;SG
yemekler	غذاها	yemek	غذا	N;NOM;PL;3	N;PL
yemekler	غذاهای	yemek	غذا	N;NOM;PL;3	N;PL
yemekler	ظرفها	yemek	ظرف	N;NOM;PL;3	N;PL
yemekler	ظروف	yemek	ظرف	N;NOM;PL;3	N;PL
yemekler	غذاهای	yemek	غذا	N;NOM;PL;3	N;PL
körfez	بای	körfez	با		
durumlar	وضعیتهای	durum	وضعیت	N;NOM;PL;3	N;PL
atlet	athlete	atlet	athlete	N;NOM;SG;3	N;SG
atlet	پهلوان	atlet	None	N;NOM;SG;3	N;SG
atlet	ورزشکار	atlet	ورزشکار	N;NOM;SG;3	N;SG
banka	بنک	banka	بنک	N;NOM;SG;3	N;SG
banka	بانک	banka	بانک	N;NOM;SG;3	N;SG
banka	بنکس	banka	بنکس	N;NOM;SG;3	N;SG
banka	بنک	banka	بنک	N;NOM;SG;3	N;SG
banka	بانک	banka	بانک	N;NOM;SG;3	N;SG
daima	always	daima	always		
şarap	شرابی	şarap	شراب	N;NOM;SG;3	N;SG
şarap	شراب	şarap	شراب	N;NOM;SG;3	N;SG
şarap	باده	şarap	باده	N;NOM;SG;3	N;SG
hedefi	goal	hedef	goal		
ender	اندر	ende	اندر		
ateşi	تب	ateşi	تب	N;NOM;SG;3	N;SG
berabere	گره	beraber	None	N;NOM;SG;3	N;SG
berabere	کروات	beraber	کروات	N;NOM;SG;3	N;SG
berabere	کراوات	beraber	کراوات	N;NOM;SG;3	N;SG
berabere	گره	beraber	None	N;NOM;SG;3	N;SG
mimarisi	architecture	mimari	architecture	N;NOM;SG;3	N;SG
mimarisi	معماری	mimari	معماری	N;NOM;SG;3	N;SG
kazananlar	برندگان	kazanan	برنده	N;NOM;PL;3	N;PL
partiler	احزاب	parti	حزب	N;NOM;PL;3	N;PL
semt	همسایه	semt	همسایه	N;NOM;SG;3	N;SG
semt	همسایگی	semt	همسایگی	N;NOM;SG;3	N;SG
semt	محله	semt	محله	N;NOM;SG;3	N;SG
semt	همسایگی	semt	همسایگی	N;NOM;SG;3	N;SG
semt	منطقه	semt	منطقه	N;NOM;SG;3	N;SG
semt	ناحیه	semt	ناحیه	N;NOM;SG;3	N;SG
semt	بخش	semt	بخش	N;NOM;SG;3	N;SG
dayanışma	همبستگی	dayanışma	همبستگی	N;NOM;SG;3	N;SG
dayanışma	اتحاد	dayanışma	اتحاد	N;NOM;SG;3	N;SG
kurumları	موسسات	kurum	موسسه	N;ACC;PL;3	N;PL
kurumları	نهادهای	kurum	نهاد	N;ACC;PL;3	N;PL
kurumları	مؤسسات	kurum	مؤسسه	N;ACC;PL;3	N;PL
kahve	قهوه	kahve	قهوه	N;NOM;SG;3	N;SG
batıya	وست	bat	None	N;DAT;SG;3	N;SG
batıya	باختر	bat	باخت#باز	N;DAT;SG;3	N;SG
batıya	غرب	bat	غرب	N;DAT;SG;3	N;SG
yönü	قبله	yön	قبله	N;ACC;SG;3	N;SG
yönü	جنبه	yön	جنبه	N;ACC;SG;3	N;SG
diyor	میگوید	de	گفت#گو	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;3;PRS
çevirisi	ترجمه	çevir	ترجمه	N;NOM;SG;3	N;SG
gel	بیا	gel	آمد#آ	V;PFV;IMP;SG;2;POS;PRS	V;IMP;SG;2
mutfağı	آشپزی	mutfak	آشپزی	N;ACC;SG;3	N;SG
kategorisi	مقوله	kategori	مقوله	N;NOM;SG;3	N;SG
kategorisi	دسته	kategori	دسته	N;NOM;SG;3	N;SG
seçimler	انتخابات	seçim	انتخابات	N;NOM;PL;3	N;PL
seçimler	انتخابهای	seçim	None	N;NOM;PL;3	N;PL
seçimler	انتخاباتی	seçim	انتخابات	N;NOM;PL;3	N;PL
seçimler	انتخابات	seçim	انتخابات	N;NOM;PL;3	N;PL
görevler	کارها	görev	کار	N;NOM;PL;3	N;PL
görevler	کارهای	görev	کار	N;NOM;PL;3	N;PL
silahlar	سلاح	silah	سلاح	N;NOM;PL;3	N;PL
silahlar	بازوها	silah	بازو	N;NOM;PL;3	N;PL
daimi	دائم	daim	دائم		
philippe	فیلیپه	philippe	فیلیپه	N;NOM;SG;3	N;SG
hapse	زندان	hapis	زندان	N;DAT;SG;3	N;SG
