категория	kategoria	категория	kategoria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
много	dużo	много	dużo	ADV	ADV
сельский	wiejski	сельский	wiejski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
вопрос	wydanie	вопрос	wydanie	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
вопрос	zagadnienie	вопрос	zagadnić	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вопрос	pytanie	вопрос	pytanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
новый	nowe	новый	nowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
новый	nowy	новый	nowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
образование	kształcenie	образование	kształcenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
образование	wykształcenie	образование	wykształcenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
образование	edukacja	образование	edukacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
тоже	też	тоже	też	PART	PART
тоже	zbyt	тоже	zbyt	PART	PART
момент	moment	момент	moment	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
момент	chwila	момент	chwila	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
фильмы	folie	фильм	fola	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
фильмы	filmy	фильм	film	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
фильмы	filmy	фильм	film	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
часто	często	часто	często	ADV	ADV
часто	często	часто	często	ADV	ADV
часто	często	часто	często	ADV	ADV
партии	partie	партия	partia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
настоящее	obecny	настоящий	obecny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
настоящее	obecna	настоящий	obecny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
настоящее	obecne	настоящий	obecny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
организации	organizacje	организация	organizacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
сейчас	teraz	сейчас	teraz	ADV	ADV
река	rzeka	река	rzeka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
участников	wystawców	участник	wystawca	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
альбом	album	альбый	album	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
альбом	płyta	альбый	płyta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
станции	stacje	станция	stacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
станции	stanowiska	станция	stanowisko	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
возможно	możliwy	возможный	możliwy	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
возможно	możliwa	возможный	możliwy	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
возможно	możliwe	возможный	możliwy	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
пояс	pasek	пояс	pask	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
пояс	pas	пояс	pas	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
команды	zespoły	команда	zespół	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
команды	ekipy	команда	ekipa	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
шаблон	wzorzec	шаблон	wzorzec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
шаблон	wzór	шаблон	wzór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
шаблон	wzorzec	шаблон	wzorzec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
шаблон	szablon	шаблон	szablon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ссылки	referencje	ссылка	referencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ссылки	linki	ссылка	linka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
жизнь	dożywocie	жизнь	dożywocie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
жизнь	życie	жизнь	życie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
участники	uczestnicy	участник	uczestnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
участники	posłowie	участник	poseł	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
участники	członkowie	участник	członek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
начал	rozpoczęto	начать	rozpocząć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
начал	zaczął	начать	zacząć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
команда	ekipa	команда	ekipa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	załoga	команда	załoga	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	oddział	команда	oddział	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
команда	dowództwo	команда	dowództwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	polecenie	команда	polecenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	polecenia	команда	polecenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	ekipa	команда	ekipa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	drużyna	команда	drużyna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	zespół	команда	zespół	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
краткое	krótkie	краткий	krótki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
краткое	krótki	краткий	krótki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
краткое	krótka	краткий	krótki	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
краткое	zwięzłe	краткий	zwięzły	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
позже	później	поздно	późno	ADV;CMPR	ADV;CMPR
другой	inne	другой	inny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
другой	inny	другой	inny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
другой	inny	другой	inny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
другой	kolejna	другой	kolejny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
источники	źródła	источник	źródło	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
данные	dane	данные	dana	N;INAN;NOM;PL	N;NOM;FEM;PL
война	wojna	война	wojna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
герой	bohater	герой	bohater	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
иванович	iwanowicz	иванович	iwanowicz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
текст	tekst	текст	tekst	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
первая	pierwszy	первый	pierwszy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
первая	pierwsze	первый	pierwszy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
первая	pierwsza	первый	pierwszy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
песни	utwory	песня	utwór	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
книги	książki	книга	książka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
полностью	całkowicie	полностью	całkowicie	ADV	ADV
полностью	totalnie	полностью	totalnie	ADV	ADV
полностью	całkowicie	полностью	całkowicie	ADV	ADV
звание	stopień	звание	stopień	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
решение	orzeczenie	решение	orzeczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
решение	decyzja	решение	decyzja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
решение	rozstrzygnięcie	решение	rozstrzygnąć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
решение	rozwiązanie	решение	rozwiązanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
решение	roztwór	решение	roztwór	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
чемпионат	mistrzostwo	чемпионат	mistrzostwo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
деятельность	działania	деятельность	działanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
деятельность	działalność	деятельность	działalność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
деятельность	aktywność	деятельность	aktywność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
деятельность	czynność	деятельность	czynność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
деятельность	działalność	деятельность	działalność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
плотность	gęstość	плотность	gęstość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
итог	rezultat	итог	rezultat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
итог	wynik	итог	wynik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ничего	nic	ничто	nic	PRO;GEN	PRO;GEN;NEUT;SG
названия	tytuły	название	tytuł	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
названия	imiona	название	imię	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
названия	nazwiska	название	nazwisko	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
король	król	король	król	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
края	krawędzie	край	krawądź	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
края	brzegi	край	brzeg	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
обычно	normalnie	обычно	normalnie	ADV	ADV
умер	zmarł	умереть	zemrzeć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
власти	władze	власть	władza	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
власти	organy	власть	organa	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
службы	usługi	служба	usługa	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
службы	usługi	служба	usługa	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
система	układ	система	układ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
университет	uczelnia	университет	uczelniać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
университет	uniwersytet	университет	uniwersytet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
слова	słowa	слово	słowo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
флаг	flaga	флаг	flaga	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
версии	wersje	версия	wersać	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
различных	różnych	различный	różny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
различных	różnych	различный	różny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
вновь	ponownie	вновь	ponownie	ADV	ADV
вновь	znowu	вновь	znowu	ADV	ADV
отец	tata	отец	tata	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
отец	ojciec	отец	ojciec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
обсуждение	dyskusja	обсуждение	dyskusja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обсуждение	omówienie	обсуждение	omówienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
войска	oddziały	войска	oddział	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
источник	źródło	источник	źródło	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вскоре	niedługo	вскоре	niedługo	ADV	ADV
вскоре	wkrótce	вскоре	wkrótce	ADV	ADV
члены	posłowie	член	poseł	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
члены	członkowie	член	członek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
должность	położenie	должность	położenie	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
должность	stanowisko	должность	stanowisko	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
должность	pozycja	должность	pozycja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
обсуждения	dyskusje	обсуждение	dyskusja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
обсуждения	dyskusje	обсуждение	dyskusja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
действия	akcje	действие	akcja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
действия	czyny	действие	czyn	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
дивизии	dywizje	дивизия	dywizja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
дивизии	podziały	дивизия	podział	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
участника	uczestnika	участник	uczestnik	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
участвовал	uczestniczyło	участвовать	uczestniczyć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
участвовал	uczestniczył	участвовать	uczestniczyć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
участвовал	uczestniczyła	участвовать	uczestniczyć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
ряд	rząd	ряд	rząd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ряд	wiersz	ряд	wiersz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
душу	duszę	душа	dusza	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
почему	dlaczego	почему	dlaczego	ADV	ADV
школа	szkoła	школа	szkoła	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
выше	wyższa	высокий	wysoki	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
выше	wyższy	высокий	wysoki	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
выше	wyższe	высокий	wysoki	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
выше	wyższy	высокий	wysoki	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
выше	wyższa	высокий	wysoki	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
чел	man	человек	mana		
земли	ziemie	земля	ziemia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
земли	grunty	земля	grunt	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
режиссёр	dyrektor	режиссёр	dyrektor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
режиссёр	reżyser	режиссёр	reżyser	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
режиссёр	filmowiec	режиссёр	filmowiec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
правила	regulacje	правило	regulacja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
полка	półka	полк	półka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
полка	pułk	полк	pułka	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
линии	linie	линия	linąć	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
места	lokalizacje	место	lokalizacja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
места	miejsca	место	miejsce	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
места	lokale	место	lokał	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
места	miejsca	место	miejsce	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
места	fotele	место	foteł	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
существует	istnieje	существовать	istnieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
категории	kategorie	категория	kategora	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ссылка	odniesienie	ссылка	odniesienie	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
компания	towarzystwo	компания	towarzystwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
компания	kompania	компания	kompania	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
компания	firma	компания	firma	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
компания	przedsiębiorstwo	компания	przedsiębiorstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
начало	rozpoczęcie	начало	rozpocząć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
начало	początek	начало	początek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
начало	początek	начало	początek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
начало	uruchamianie	начало	uruchamiać	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
начало	rozpoczęcie	начало	rozpocząć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
начало	początek	начало	początek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
положение	sytuacja	положение	sytuacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
положение	położenie	положение	położenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
положение	stanowisko	положение	stanowisko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
положение	pozycja	положение	pozycja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
дело	sprawa	дело	sprawa	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
дело	przypadek	дело	przypadek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
полк	pułk	полк	pułka	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
теперь	teraz	теперь	teraz	ADV	ADV
станция	posterunek	станция	posterunek	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
станция	stacja	станция	stacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
станция	dworzec	станция	dworzec	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
профессор	profesor	профессор	profesor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
особенно	szczególnie	особенно	szczególnie	ADV	ADV
особенно	szczególnie	особенно	szczególnie	ADV	ADV
американский	amerykańska	американский	amerykański	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
американский	amerykański	американский	amerykański	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
американский	amerykańskie	американский	amerykański	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
право	prawo	право	prawo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
великобритании	british	великобритание	british	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
чемпион	mistrz	чемпион	mistrz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
лучше	lepsza	хороший	dobry	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
лучше	lepsze	хороший	dobry	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
шаблоны	szablony	шаблон	szablony	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
шаблоны	wzory	шаблон	wzór	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
шаблоны	wzorce	шаблон	wzorca	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
оно	ono	оно	on	PRO;NOM;NEUT;SG;3	PRO;NOM;NEUT;SG;3
правило	zasada	правило	zasada	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
правило	reguła	правило	reguła	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
сезон	sezon	сезон	sezon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
люди	ludzie	человек	człowiek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
люди	osoby	человек	osoba	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
люди	ludzie	человек	człowiek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
управление	sterowanie	управление	sterować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
управление	kontrola	управление	kontrola	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
управление	zarządzanie	управление	zarządzać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
управление	zarządzanie	управление	zarządzać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
управление	kierownictwo	управление	kierownictwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
управление	zarząd	управление	zarząd	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
управление	zarządzania	управление	zarządzanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
управление	zarządzanie	управление	zarządzać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
длина	długość	длина	długość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
хорошо	dobrze	хорошо	dobrze	ADV	ADV
тип	rodzaj	тип	rodzaj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
кладбище	cmentarz	кладбище	cmentarz	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
кладбище	cmentarz	кладбище	cmentarz	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
средняя	środkowy	средний	środkowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
средняя	środkowa	средний	środkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
средняя	średni	средний	średnia	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
средняя	przeciętny	средний	przeciętny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
средняя	średni	средний	średnia	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
театр	teatr	театр	teatr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
театр	teatr	театр	teatr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
художник	malarz	художник	malarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
художник	artystka	художник	artystka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
художник	artysta	художник	artysta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
художник	wykonawca	художник	wykonawca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
российская	rosyjski	российский	rosyjski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
российская	rosyjska	российский	rosyjski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
российская	rosyjskie	российский	rosyjski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
возможность	okazja	возможность	okazja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
создания	tworzenia	создание	tworzyć	N;INAN;GEN;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
премия	składka	премия	składka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
премия	nagroda	премия	nagroda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
премия	wyróżnienie	премия	wyróżnienie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
премия	nagroda	премия	nagroda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
всегда	zawsze	всегда	zawsze	ADV	ADV
метров	metrów	метр	metr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
метров	metrach	метр	metr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
метров	metrów	метр	metr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
практически	praktycznie	практически	praktycznie	ADV	ADV
практически	praktycznie	практически	praktycznie	ADV	ADV
президент	przewodniczący	президент	przewodniczący	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
президент	prezes	президент	prezes	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
президент	prezydent	президент	prezydent	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
стоит	warto	стоить	warto	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
информация	informacja	информация	informacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
информация	informacja	информация	informacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
большая	duża	большой	duży	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
большая	duży	большой	duży	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
большая	duże	большой	duży	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
большая	duża	большой	duży	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
большая	duże	большой	duży	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
большая	wielka	большой	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
большая	duży	большой	duży	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
большая	wielki	большой	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
большинство	większość	большинство	większość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
большинство	większość	большинство	większość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
кино	kino	кино	kino	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
кино	folia	кино	folia	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
кино	kino	кино	kino	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
номер	numer	номер	numer	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
номер	liczba	номер	liczba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
внимание	skupienie	внимание	skupienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
внимание	koncentracja	внимание	koncentracja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
государства	stany	государство	stany	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
писатель	pisarz	писатель	pisarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
