ve	そして	ve	そして	CONJ	CONJ
uzakta	遠く	uzak	遠い	ADJ;ESS;SG;3	ADJ
uzakta	遠い	uzak	遠い	ADJ;ESS;SG;3	ADJ
koleksiyonu	コレクション	koleksiyonu	コレクション	N;ACC;SG;3	N
çiçeği	フラワー	çiçek	フラワー	N;NOM;SG;3	N
karşıt	反対	karşıt	反対		
düzenleyen	主催	düzenle	主催	V;PFV;IND;POS;PRS;V.PTCP	V
yurtdışında	海外	yurtdışı	海外	N;ESS;SG;3	N
yurtdışında	海外	yurtdışı	海外	N;ESS;SG;3	N
elden	オーバー	el	オーバー	N;AT+ABL;SG;3	N
denizcilik	海事	denizcilik	海事	N;NOM;SG;3	N
denizcilik	マリン	denizcilik	マリン	N;NOM;SG;3	N
balıkçılık	漁業	balıkçılık	漁業	N;NOM;SG;3	N
balıkçılık	漁業	balıkçılık	漁業	N;NOM;SG;3	N
balıkçılık	釣り	balıkçılık	釣り	N;NOM;SG;3	N
balıkçılık	魚釣り	balıkçılık	魚釣り	N;NOM;SG;3	N
taraftar	ファン	taraf	ファン	N;NOM;SG;3	N
taraftar	ファン	taraf	ファン	N;NOM;SG;3	N
kapatıldı	閉店	kapa	閉店	V;PFV;IND;SG;3;POS;PST;PASS	V
formu	フォーム	formu	フォーム		
blog	ブログ	blog	ブログ	N;NOM;SG;3	N
üniversiteler	大学	üniversite	大学	N;NOM;PL;3	N
üniversiteler	カレッジ	üniversite	カレッジ	N;NOM;PL;3	N
üniversiteler	大学	üniversite	大学	N;NOM;PL;3	N
kelebek	バタフライ	kelebek	バタフライ	N;NOM;SG;3	N
araştırmacılar	研究者	araştır	研究者	N;NOM;PL;3	N
yetenek	スキル	yetenek	スキル	N;NOM;SG;3	N
yetenek	タレント	yetenek	タレント	N;NOM;SG;3	N
yetenek	能力	yetenek	能力	N;NOM;SG;3	N
malzemeler	材料	malzeme	材料	N;NOM;PL;3	N
malzemeler	食材	malzeme	食材	N;NOM;PL;3	N
malzemeler	成分	malzeme	成分	N;NOM;PL;3	N
malzemeler	材料	malzeme	材料	N;NOM;PL;3	N
malzemeler	素材	malzeme	素材	N;NOM;PL;3	N
sesleri	サウンド	ses	サウンド	N;NOM;PL;3	N
ölçüm	メートル	ölçüm	メートル	N;NOM;SG;3	N
tutulan	開催	tut	開催	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
strateji	戦略	strateji	戦略	N;NOM;SG;3	N
kuruluşlar	団体	kuruluş	団体	N;NOM;PL;3	N
kuruluşlar	機関	kuruluş	機関	N;NOM;PL;3	N
yükleme	設置	yükle	設置	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yükleme	ダウンロード	yükle	ダウンロード	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
düzeltme	矯正	düzel	矯正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
düzeltme	補正	düzel	補正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
düzeltme	修正	düzel	修正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
düzeltme	補正	düzel	補正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
düzeltme	訂正	düzel	訂正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
yapıların	構造	yapı	構造	N;GEN;PL;3	N
görüntüler	画像	görüntü	画像	N;NOM;PL;3	N
görüntüler	イメージ	görüntü	イメージ	N;NOM;PL;3	N
işlemler	演算	işlem	演算	N;NOM;PL;3	N
işlemler	オペレーション	işlem	オペレーション	N;NOM;PL;3	N
işlemler	トランザクション	işlem	トランザクション	N;NOM;PL;3	N
arı	アリ	arı	アリ		
kurumlar	機関	kurum	機関	N;NOM;PL;3	N
öneri	おすすめ	öneri	おすすめ	N;NOM;SG;3	N
öneri	おすすめ	öneri	おすすめ	N;NOM;SG;3	N
rehberi	ディレクトリ	rehber	ディレクトリ	N;NOM;SG;3	N
rehberi	ガイド	rehber	ガイド	N;NOM;SG;3	N
hizmetler	サービス	hizmet	サービス	N;NOM;PL;3	N
başlıklar	トピック	başlık	トピック	N;NOM;PL;3	N
başlıklar	ヘッダー	başlık	ヘッダー	N;NOM;PL;3	N
başlıklar	役職	başlık	役職	N;NOM;PL;3	N
başlıklar	称号	başlık	称号	N;NOM;PL;3	N
başlıklar	タイトル	başlık	タイトル	N;NOM;PL;3	N
başlıklar	バナー	başlık	バナー	N;NOM;PL;3	N
başlıklar	横断幕	başlık	横断幕	N;NOM;PL;3	N
palace	宮殿	palace	宮殿	N;NOM;SG;3	N
kırdı	壊れ	kır	壊れる	V;PFV;IND;SG;3;POS;PST	V
denklemi	方程式	denklem	方程式	N;NOM;SG;3	N
ilkeleri	原理	ilke	原理	N;NOM;PL;3	N
ilkeleri	ポリシー	ilke	ポリシー	N;NOM;PL;3	N
ilkeleri	方針	ilke	方針	N;NOM;PL;3	N
denetimi	監査	denetim	監査	N;NOM;SG;3	N
anlaşmazlık	紛争	anlaşmazlık	紛争	N;NOM;SG;3	N
anlaşmazlık	コンフリクト	anlaşmazlık	コンフリクト	N;NOM;SG;3	N
domates	トマト	domates	トマト	N;NOM;SG;3	N
domates	トマト	domates	トマト	N;NOM;SG;3	N
okullar	学校	okul	学校	N;NOM;PL;3	N
okullar	流派	okul	流派	N;NOM;PL;3	N
kanalları	チャネル	kanal	チャネル	N;ACC;PL;3	N
kanalları	チャンネル	kanal	チャンネル	N;ACC;PL;3	N
hikaye	記事	hika	記事	N;NOM;SG;3	N
hikaye	ストーリー	hika	ストーリー	N;NOM;SG;3	N
hikaye	物語	hika	物語	N;NOM;SG;3	N
karışımı	ブレンド	karışım	ブレンド	N;NOM;SG;3	N
cenazesi	葬式	cenaze	葬式	N;NOM;SG;3	N
cenazesi	葬儀	cenaze	葬儀	N;NOM;SG;3	N
hücreler	セル	hücre	セル	N;NOM;PL;3	N
ormanları	森林	orman	森林	N;NOM;PL;3	N
gazeteciler	ジャーナリスト	gazeteci	ジャーナリスト	N;NOM;PL;3	N
gazeteciler	リポーター	gazeteci	リポーター	N;NOM;PL;3	N
şartlar	条件	şart	条件	N;NOM;PL;3	N
şartlar	要件	şart	要件	N;NOM;PL;3	N
şartlar	用語	şart	用語	N;NOM;PL;3	N
sevgiler	ラブ	sevgi	ラブ	N;NOM;PL;3	N
selamlar	あいさつ	selam	あいさつ	N;NOM;PL;3	N
depremi	地震	deprem	地震	N;NOM;SG;3	N
ayakkabı	履物	ayakkabı	履物	N;NOM;SG;3	N
öğrenmek	学習	öğren	学習	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
öğrenmek	学習	öğren	学習	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
öğrenmek	学ぶ	öğren	学ぶ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
garden	庭園	garden	庭園	N;NOM;SG;3	N
saldırdı	襲撃	sal	襲撃	V;PFV;IND;SG;3;POS;PST;CAUS	V
içerdiği	含む	içer	含む	V;PFV;IND;POS;PST;V.PTCP	V
durumları	近況	durum	近況	N;ACC;PL;3	N
etkinliği	実効	etkinlik	実効	N;ACC;SG;3	N
etkinliği	イベント	etkinlik	イベント	N;ACC;SG;3	N
etkinliği	行事	etkinlik	行事	N;ACC;SG;3	N
danışmanlık	コンサルティング	danışmanlık	コンサルティング	N;NOM;SG;3	N
danışmanlık	コンサルタント	danışmanlık	コンサルタント	N;NOM;SG;3	N
danışmanlık	カウンセリング	danışmanlık	カウンセリング	N;NOM;SG;3	N
sesler	サウンド	ses	サウンド	N;NOM;PL;3	N
davranışları	挙動	davranış	挙動	N;NOM;PL;3	N
vatandaşlık	帰化	vatandaşlık	帰化	N;NOM;SG;3	N
vatandaşlık	市民	vatandaşlık	市民	N;NOM;SG;3	N
veritabanı	データベース	verit	データベース	N;NOM;SG;3	N
veritabanı	データベース	verit	データベース	N;NOM;SG;3	N
yazarlık	筆記	yazarlık	筆記	N;NOM;SG;3	N
insanlık	人類	insanlık	人類	N;NOM;SG;3	N
insanlık	人類	insanlık	人類	N;NOM;SG;3	N
element	要素	element	要素	N;NOM;SG;3	N
element	元素	element	元素	N;NOM;SG;3	N
element	エレメント	element	エレメント	N;NOM;SG;3	N
element	要素	element	要素	N;NOM;SG;3	N
element	元素	element	元素	N;NOM;SG;3	N
element	エレメント	element	エレメント	N;NOM;SG;3	N
dedesi	おじいさん	dede	おじいさん	N;NOM;SG;3	N
dedesi	祖父	dede	祖父	N;NOM;SG;3	N
internette	オンライン	internet	オンライン	N;ESS;SG;3	N
planları	計画	plan	計画	N;ACC;PL;3	N
planları	プラン	plan	プラン	N;ACC;PL;3	N
malzemeleri	材料	malzeme	材料	N;ACC;PL;3	N
malzemeleri	食材	malzeme	食材	N;ACC;PL;3	N
malzemeleri	成分	malzeme	成分	N;ACC;PL;3	N
peynir	チーズ	peynir	チーズ	N;NOM;SG;3	N
peynir	チーズ	peynir	チーズ	N;NOM;SG;3	N
modeller	モデル	model	モデル	N;NOM;PL;3	N
geçiyor	合格	geç	合格	V;PROG;IND;SG;3;POS;INFM;PRS	V
şablonlar	テンプレート	şablon	テンプレート	N;NOM;PL;3	N
haklar	権利	hak	権利	N;NOM;PL;3	N
tasarımcısı	デザイナー	tasarımcı	デザイナー	N;NOM;SG;3	N
koordinat	座標	koordinat	座標	N;NOM;SG;3	N
koordinat	座標	koordinat	座標	N;NOM;SG;3	N
yak	やけど	yak	やけど		
silindi	削除	sil	削除	V;PFV;IND;SG;3;POS;PST;PASS	V
tanrıça	女神	tanrıç	女神	N;NOM;SG;3	N
hafıza	メモリ	hafız	メモリ	N;NOM;SG;3	N
hafıza	メモリー	hafız	メモリー	N;NOM;SG;3	N
amaçlar	目的	amaç	目的	N;NOM;PL;3	N
amaçlar	目的	amaç	目的	N;NOM;PL;3	N
amaçlar	ゴール	amaç	ゴール	N;NOM;PL;3	N
amaçlar	目標	amaç	目標	N;NOM;PL;3	N
tankı	戦車	tankı	戦車	N;NOM;SG;3	N
tankı	タンク	tankı	タンク	N;NOM;SG;3	N
station	ステーション	station	ステーション	N;NOM;SG;3	N
koşullar	条件	koş	条件	N;NOM;PL;3	N
koşullar	用語	koş	用語	N;NOM;PL;3	N
niye	なぜ	niye	なぜ	ADV	ADV
yarın	明日	yarın	明日	N;NOM;SG;3	N
tower	タワー	tower	タワー	N;NOM;SG;3	N
sohbet	スレッド	sohbet	スレッド	N;NOM;SG;3	N
sohbet	チャット	sohbet	チャット	N;NOM;SG;3	N
yöneticileri	マネージャー	yönetici	マネージャー	N;NOM;PL;3	N
yöneticileri	マネージャ	yönetici	マネージャ	N;NOM;PL;3	N
yöneticileri	管理	yönetici	管理	N;NOM;PL;3	N
yöneticileri	管理人	yönetici	管理人	N;NOM;PL;3	N
yöneticileri	管理	yönetici	管理	N;NOM;PL;3	N
yöneticileri	管理人	yönetici	管理人	N;NOM;PL;3	N
soğan	玉ねぎ	soğ	玉ねぎ	N;NOM;SG;3	N
soğan	タマネギ	soğ	タマネギ	N;NOM;SG;3	N
soğan	玉ねぎ	soğ	玉ねぎ	N;NOM;SG;3	N
dizayn	デザイン	dizayn	デザイン	N;NOM;SG;3	N
dizayn	意匠	dizayn	意匠	N;NOM;SG;3	N
tepkiler	リアクション	tepki	リアクション	N;NOM;PL;3	N
tepkiler	レスポンス	tepki	レスポンス	N;NOM;PL;3	N
düşünerek	考え	düşün	考える	V;PFV;IND;POS;PRS;V.CVB	V
önerilen	推奨	öner	推奨	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
bahsedilen	言及	bahset	言及	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
birey	個別	birey	個別		
adaylar	ノミネート	aday	ノミネート	N;NOM;PL;3	N
adaylar	候補	aday	候補	N;NOM;PL;3	N
adaylar	志願	aday	志願	N;NOM;PL;3	N
çevrimiçi	オンライン	çevrimiçi	オンライン	N;NOM;SG;3	N
üyelik	会員	üyelik	会員	N;NOM;SG;3	N
aniden	突然	aniden	突然	ADV	ADV
garanti	保証	garanti	保証	N;NOM;SG;3	N
garanti	保証	garanti	保証	N;NOM;SG;3	N
garanti	保証	garanti	保証	N;NOM;SG;3	N
garanti	保証	garanti	保証	N;NOM;SG;3	N
garanti	保証	garanti	保証	N;NOM;SG;3	N
parçacıklar	粒子	parçacık	粒子	N;NOM;PL;3	N
parçacıklar	パーティクル	parçacık	パーティクル	N;NOM;PL;3	N
çalışıyor	働く	çalış	働く	V;PROG;IND;SG;3;POS;INFM;PRS	V
faaliyetler	アクティビティ	faaliyet	アクティビティ	N;NOM;PL;3	N
gezegenler	惑星	gezegen	惑星	N;NOM;PL;3	N
yasaları	法律	yasa	法律	N;NOM;PL;3	N
rejimi	政権	rejim	政権	N;ACC;SG;3	N
tuhaf	変人	tuhaf	変人	N;NOM;SG;3	N
tuhaf	奇数	tuhaf	奇数	N;NOM;SG;3	N
basket	バスケット	basket	バスケット	N;NOM;SG;3	N
basket	かご	basket	かご	N;NOM;SG;3	N
basket	バスケット	basket	バスケット	N;NOM;SG;3	N
camp	キャンプ	camp	キャンプ	N;NOM;SG;3	N
kabilesi	部族	kabile	部族	N;NOM;SG;3	N
bireyler	個人	birey	個人	N;NOM;PL;3	N
mezarlık	墓地	mezarlık	墓地	N;NOM;SG;3	N
mezarlık	墓地	mezarlık	墓地	N;NOM;SG;3	N
mezarlık	墓所	mezarlık	墓所	N;NOM;SG;3	N
mezarlık	墓場	mezarlık	墓場	N;NOM;SG;3	N
sakinleri	住民	sakin	住民	N;ACC;PL;3	N
detayları	詳細	detay	詳細	N;NOM;PL;3	N
halı	カーペット	hal	カーペット	N;NOM;SG;3	N
halı	絨毯	hal	絨毯	N;NOM;SG;3	N
halı	ラグ	hal	ラグ	N;NOM;SG;3	N
halı	敷物	hal	敷物	N;NOM;SG;3	N
halı	カーペット	hal	カーペット	N;NOM;SG;3	N
halı	絨毯	hal	絨毯	N;NOM;SG;3	N
amaçları	目的	amaç	目的	N;ACC;PL;3	N
nişancı	シューティング	nişancı	シューティング	N;NOM;SG;3	N
nişancı	スナイパー	nişancı	スナイパー	N;NOM;SG;3	N
tamamlanmış	完備	tamamla	完備	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
kabaca	おおよそ	kaba	おおよそ		
kayıtlar	レコード	kayıt	レコード	N;NOM;PL;3	N
tropikal	熱帯	tropikal	熱帯	N;NOM;SG;3	N
parçacıkların	粒子	parçacık	粒子	N;GEN;PL;3	N
parçacıkların	パーティクル	parçacık	パーティクル	N;GEN;PL;3	N
gösteriler	デモ	göster	デモ	N;NOM;PL;3	N
nedenleri	理由	neden	理由	N;ACC;PL;3	N
dosyaları	ファイル	dosya	ファイル	N;NOM;PL;3	N
paketi	パッケージ	paket	パッケージ	N;NOM;SG;3	N
yatak	マットレス	yatak	マットレス	N;NOM;SG;3	N
yatak	ベッド	yatak	ベッド	N;NOM;SG;3	N
yatak	マットレス	yatak	マットレス	N;NOM;SG;3	N
yatak	ベッド	yatak	ベッド	N;NOM;SG;3	N
satılan	落札	sat	落札	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
akrabalık	関係	akrabalık	関係	N;NOM;SG;3	N
akrabalık	親族	akrabalık	親族	N;NOM;SG;3	N
tesisi	施設	tesi	施設	N;NOM;SG;3	N
temizlik	クリーン	temizlik	クリーン	N;NOM;SG;3	N
temizlik	クリーニング	temizlik	クリーニング	N;NOM;SG;3	N
temizlik	洗浄	temizlik	洗浄	N;NOM;SG;3	N
temizlik	クレンジング	temizlik	クレンジング	N;NOM;SG;3	N
kapanış	閉鎖	kapa	閉鎖	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
çiftliği	牧場	çiftlik	牧場	N;ACC;SG;3	N
zirvesi	サミット	zirve	サミット	N;NOM;SG;3	N
zirvesi	頂上	zirve	頂上	N;NOM;SG;3	N
mountain	マウンテン	mountain	マウンテン	N;NOM;SG;3	N
kanıtlar	証拠	kanıt	証拠	N;NOM;PL;3	N
tanıtımı	プロモーション	tanıtım	プロモーション	N;NOM;SG;3	N
çekirdeği	コア	çekir	コア	N;NOM;SG;3	N
çekirdeği	カーネル	çekir	カーネル	N;NOM;SG;3	N
müslümanların	イスラム	müslüman	イスラム	N;GEN;PL;3	N
müslümanların	ムスリム	müslüman	ムスリム	N;GEN;PL;3	N
belgeler	ドキュメント	belge	ドキュメント	N;NOM;PL;3	N
belgeler	ドキュメント	belge	ドキュメント	N;NOM;PL;3	N
belgeler	書類	belge	書類	N;NOM;PL;3	N
belgeler	文書	belge	文書	N;NOM;PL;3	N
belgeler	ドキュメント	belge	ドキュメント	N;NOM;PL;3	N
belgeler	ドキュメンテーション	belge	ドキュメンテーション	N;NOM;PL;3	N
geyik	シカ	geyik	シカ	N;NOM;SG;3	N
siteleri	サイト	site	サイト	N;ACC;PL;3	N
siteleri	ウェブ	site	ウェブ	N;ACC;PL;3	N
noktalar	ドット	nokta	ドット	N;NOM;PL;3	N
noktalar	ポイント	nokta	ポイント	N;NOM;PL;3	N
noktalar	斑点	nokta	斑点	N;NOM;PL;3	N
koltuk	座席	koltuk	座席	N;NOM;SG;3	N
koltuk	ソファ	koltuk	ソファ	N;NOM;SG;3	N
koltuk	ソファー	koltuk	ソファー	N;NOM;SG;3	N
koltuk	いす	koltuk	いす	N;NOM;SG;3	N
koltuk	チェア	koltuk	チェア	N;NOM;SG;3	N
koltuk	椅子	koltuk	椅子	N;NOM;SG;3	N
koltuk	ソファ	koltuk	ソファ	N;NOM;SG;3	N
birleşmesi	合併	birleş	合併	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kayak	カヤック	kayak	カヤック	N;NOM;SG;3	N
kayak	スキー	kayak	スキー	N;NOM;SG;3	N
kayak	スキー	kayak	スキー	N;NOM;SG;3	N
fikirleri	意見	fikir	意見	N;NOM;PL;3	N
fikirleri	アイデア	fikir	アイデア	N;NOM;PL;3	N
fikirleri	アイディア	fikir	アイディア	N;NOM;PL;3	N
politikalar	ポリシー	politika	ポリシー	N;NOM;PL;3	N
politikalar	方針	politika	方針	N;NOM;PL;3	N
dosyası	ファイル	dosya	ファイル	N;NOM;SG;3	N
cehennem	地獄	cehenne	地獄	N;NOM;SG;3	N
çarpışma	衝突	çarpış	衝突	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kompozisyon	随筆	kompozisyon	随筆	N;NOM;SG;3	N
kompozisyon	エッセイ	kompozisyon	エッセイ	N;NOM;SG;3	N
savundu	提唱	savun	提唱	V;PFV;IND;SG;3;POS;PST	V
izleri	トラック	iz	トラック	N;ACC;PL;3	N
denklem	方程式	denkle	方程式	N;NOM;SG;3	N
fiziği	体格	fizik	体格	N;NOM;SG;3	N
egemenlik	主権	egemenlik	主権	N;NOM;SG;3	N
markası	ブランド	marka	ブランド	N;NOM;SG;3	N
markası	銘柄	marka	銘柄	N;NOM;SG;3	N
fransızlar	フレンチ	fransız	フレンチ	N;NOM;PL;3	N
özlem	あこがれ	özlem	あこがれ		
url	url	url	url	N;NOM;SG;3	N
ahlak	バイス	ahlak	バイス	N;NOM;SG;3	N
ahlak	道徳	ahlak	道徳	N;NOM;SG;3	N
şiddetle	暴力	şiddet	暴力	N;INS;SG;3	N
logosu	ロゴ	logo	ロゴ	N;NOM;SG;3	N
işçiler	社員	işçi	社員	N;NOM;PL;3	N
görüşmeler	インタビュー	görüşme	インタビュー	N;NOM;PL;3	N
görüşmeler	ディスカッション	görüşme	ディスカッション	N;NOM;PL;3	N
görüşmeler	ミーティング	görüşme	ミーティング	N;NOM;PL;3	N
görüşmeler	会議	görüşme	会議	N;NOM;PL;3	N
kalıntılar	廃墟	kalıntı	廃墟	N;NOM;PL;3	N
kalıntılar	遺跡	kalıntı	遺跡	N;NOM;PL;3	N
pasaportu	パスポート	pasaport	パスポート	N;ACC;SG;3	N
pasaportu	旅券	pasaport	旅券	N;ACC;SG;3	N
şampiyonları	チャンピオン	şampiyon	チャンピオン	N;NOM;PL;3	N
zincir	チェーン	zincir	チェーン	N;NOM;SG;3	N
mekaniği	力学	mekanik	力学	N;NOM;SG;3	N
çerçeve	フレーム	çerçev	フレーム	N;NOM;SG;3	N
çerçeve	フレーム	çerçev	フレーム	N;NOM;SG;3	N
çerçeve	フレーミング	çerçev	フレーミング	N;NOM;SG;3	N
cadde	ストリート	cadde	ストリート	N;NOM;SG;3	N
cadde	通り	cadde	通り	N;NOM;SG;3	N
tanımlama	定義	tanımla	定義	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	定義	tanımla	定義	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	同定	tanımla	同定	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	識別	tanımla	識別	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	説明	tanımla	説明	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	解説	tanımla	解説	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çeşitlilik	バラエティ	çeşitlilik	バラエティ	N;NOM;SG;3	N
çeşitlilik	変種	çeşitlilik	変種	N;NOM;SG;3	N
çekilmesi	脱退	çek	脱退	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
çekilmesi	離脱	çek	離脱	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
çekilmesi	撤退	çek	撤退	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
honda	本	hon	本	N;NOM;SG;3	N
defteri	ノート	defteri	ノート	N;NOM;SG;3	N
defteri	ノート	defteri	ノート	N;NOM;SG;3	N
uzaklık	距離	uzaklık	距離	N;NOM;SG;3	N
hıristiyanlık	キリスト	hıristiyanlık	キリスト	N;NOM;SG;3	N
kararları	解像	karar	解像	N;ACC;PL;3	N
yöneticiler	マネージャー	yönetici	マネージャー	N;NOM;PL;3	N
yöneticiler	マネージャ	yönetici	マネージャ	N;NOM;PL;3	N
yöneticiler	取締役	yönetici	取締役	N;NOM;PL;3	N
yöneticiler	管理	yönetici	管理	N;NOM;PL;3	N
yöneticiler	管理人	yönetici	管理人	N;NOM;PL;3	N
yöneticiler	定規	yönetici	定規	N;NOM;PL;3	N
yöneticiler	管理	yönetici	管理	N;NOM;PL;3	N
yöneticiler	管理人	yönetici	管理人	N;NOM;PL;3	N
pazarı	市場	pazar	市場	N;ACC;SG;3	N
pazarı	マーケット	pazar	マーケット	N;ACC;SG;3	N
diferansiyel	差動	diferansiyel	差動	N;NOM;SG;3	N
diferansiyel	微分	diferansiyel	微分	N;NOM;SG;3	N
aydınlık	ライト	aydınlık	ライト	N;NOM;SG;3	N
aydınlık	ブライト	aydınlık	ブライト	N;NOM;SG;3	N
aydınlık	輝度	aydınlık	輝度	N;NOM;SG;3	N
aralıklarla	音程	aralık	音程	N;INS;PL;3	N
aralıklarla	間隔	aralık	間隔	N;INS;PL;3	N
diziler	アレイ	dizi	アレイ	N;NOM;PL;3	N
diziler	配列	dizi	配列	N;NOM;PL;3	N
asistanı	助手	asistan	助手	N;ACC;SG;3	N
asistanı	アシスタント	asistan	アシスタント	N;ACC;SG;3	N
sporcular	選手	sporcu	選手	N;NOM;PL;3	N
sporcular	アスリート	sporcu	アスリート	N;NOM;PL;3	N
arıcılık	養蜂	arıcılık	養蜂	N;NOM;SG;3	N
cihazlar	デバイス	cihaz	デバイス	N;NOM;PL;3	N
cihazlar	機器	cihaz	機器	N;NOM;PL;3	N
okumak	読み	oku	読む	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	読み込み	oku	読み込み	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	読み取り	oku	読み取る	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	読む	oku	読む	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	読書	oku	読書	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
uzmanlık	名物	uzmanlık	名物	N;NOM;SG;3	N
uzmanlık	専門	uzmanlık	専門	N;NOM;SG;3	N
uzmanlık	特製	uzmanlık	特製	N;NOM;SG;3	N
şimdiden	すでに	şimdiden	すでに	ADV	ADV
şimdiden	既に	şimdiden	既に	ADV	ADV
yüzük	リング	yüzük	リング	N;NOM;SG;3	N
yüzük	指輪	yüzük	指輪	N;NOM;SG;3	N
yüzük	リング	yüzük	リング	N;NOM;SG;3	N
yüzük	指輪	yüzük	指輪	N;NOM;SG;3	N
deneyimi	エクスペリエンス	deney	エクスペリエンス	N;ACC;SG;3	N
genişleme	引き伸ば	genişle	引き伸ば	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	伸張	genişle	伸張	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	膨張	genişle	膨張	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
bağlanmış	束縛	bağla	束縛	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bağlanmış	バウンド	bağla	バウンド	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
aramaya	検索	ara	検索	V;PFV;DAT;IND;POS;PRS;V.MSDR	V
protokolü	議定	protokolü	議定	N;ACC;SG;3	N
protokolü	プロトコル	protokolü	プロトコル	N;ACC;SG;3	N
buluşma	日付	buluş	日付	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
fikirler	意見	fikir	意見	N;NOM;PL;3	N
fikirler	アイデア	fikir	アイデア	N;NOM;PL;3	N
fikirler	アイディア	fikir	アイディア	N;NOM;PL;3	N
liderlik	リーダーシップ	liderlik	リーダーシップ	N;NOM;SG;3	N
minimum	最低	minim	最低	N;NOM;SG;3	N
minimum	最低	minim	最低	N;NOM;SG;3	N
minimum	最小	minim	最小	N;NOM;SG;3	N
minimum	最小	minim	最小	N;NOM;SG;3	N
parametre	パラメータ	parametre	パラメータ	N;NOM;SG;3	N
topluluklar	コミュニティ	topluluk	コミュニティ	N;NOM;PL;3	N
topluluklar	社会	topluluk	社会	N;NOM;PL;3	N
nötron	中性子	nötron	中性子	N;NOM;SG;3	N
hentbol	ハンド	hentbol	ハンド	N;NOM;SG;3	N
derinliği	深度	derinlik	深度	N;ACC;SG;3	N
derinliği	奥行き	derinlik	奥行き	N;ACC;SG;3	N
kulüpleri	クラブ	kulüp	クラブ	N;ACC;PL;3	N
çekimler	ショット	çekim	ショット	N;NOM;PL;3	N
monarşi	君主	monarşi	君主	N;NOM;SG;3	N
kaybeder	失う	kaybet	失う	V;IPFV;IND;SG;3;POS	V
videoları	動画	video	動画	N;ACC;PL;3	N
sipariş	オーダー	sipariş	オーダー	N;NOM;SG;3	N
sipariş	オーダー	sipariş	オーダー	N;NOM;SG;3	N
ağaçlar	樹木	ağaç	樹木	N;NOM;PL;3	N
değişti	変更	değiş	変更	V;PFV;IND;SG;3;POS;PST	V
anlamsız	無意味	anlamsız	無意味	ADJ	ADJ
bataklık	沼地	bataklık	沼地	N;NOM;SG;3	N
bataklık	流砂	bataklık	流砂	N;NOM;SG;3	N
bataklık	沼地	bataklık	沼地	N;NOM;SG;3	N
katılacak	出席	kat	出席	V;PFV;IND;SG;3;POS;FUT;PASS	V
göller	湖沼	göl	湖沼	N;NOM;PL;3	N
havzası	盆地	havza	盆地	N;NOM;SG;3	N
ilaçlar	医学	ilaç	医学	N;NOM;PL;3	N
ilaçlar	錠剤	ilaç	錠剤	N;NOM;PL;3	N
gps	gps	gps	gps	N;NOM;SG;3	N
piknik	ピクニック	piknik	ピクニック	N;NOM;SG;3	N
iğne	インジェクション	iğne	インジェクション	N;NOM;SG;3	N
iğne	注射	iğne	注射	N;NOM;SG;3	N
iğne	ニードル	iğne	ニードル	N;NOM;SG;3	N
iğne	ピン	iğne	ピン	N;NOM;SG;3	N
eşsiz	ユニーク	eşsiz	ユニーク	ADJ	ADJ
eşsiz	独特	eşsiz	独特	ADJ	ADJ
