vir	for	vir	for	ADP	ADP
dele	reservedele	deel	reservedel	N;PL	N;INDF;MASC+FEM;PL
dele	dele	deel	del	N;PL	N;INDF;MASC+FEM;PL
distrik	distriktet	distrik	distrikte	N;SG	N;DEF;NEUT;SG
distrik	district	distrik	district	N;SG	N;INDF;NEUT;SG
distrik	distrikt	distrik	distrikt	N;SG	N;INDF;NEUT;SG
gewen	vundet	wen	vinde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gewen	vandt	wen	vinde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gewen	vundet	wen	vinde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
god	gud	god	gud	N;SG	N;INDF;MASC+FEM;SG
pad	vejen	pad	vej	N;SG	N;DEF;MASC+FEM;SG
pad	vej	pad	vej	N;SG	N;INDF;MASC+FEM;SG
pad	landevej	pad	landevej	N;SG	N;INDF;MASC+FEM;SG
militêre	militære	militêr	militær	ADJ;NOM	ADJ;PL
militêre	militær	militêr	militær	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
militêre	militært	militêr	militært	ADJ;NOM	ADJ;INDF;NEUT;SG
inligting	oplysning	inligting	oplysning	N;SG	N;INDF;MASC+FEM;SG
inligting	information	inligting	information	N;SG	N;INDF;MASC+FEM;SG
inligting	underretning	inligting	underretning	N;SG	N;INDF;MASC+FEM;SG
ontdek	opdage	ontdek	opdage	V;PRS	V;NFIN;ACT
oorspronklike	originalt	oorspronklik	originalt	ADJ;NOM	ADJ;INDF;NEUT;SG
oorspronklike	oprindelige	oorspronklik	oprindelig	ADJ;NOM	ADJ;PL
oorspronklike	originale	oorspronklik	original	ADJ;NOM	ADJ;PL
oorspronklike	original	oorspronklik	original	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
katolieke	katolsk	katoliek	katolsk	ADJ;NOM	ADJ;INDF;SG
katolieke	katolske	katoliek	katolsk	ADJ;NOM	ADJ;PL
boek	bogen	boek	bog	N;SG	N;DEF;MASC+FEM;SG
boek	bog	boek	bog	N;SG	N;INDF;MASC+FEM;SG
artikels	artikler	artikel	artikel	N;PL	N;INDF;MASC+FEM;PL
artikels	genstande	artikel	genstand	N;PL	N;INDF;MASC+FEM;PL
artikels	artiklerne	artikel	artikel	N;PL	N;DEF;MASC+FEM;PL
artikels	strækninger	artikel	strækning	N;PL	N;INDF;MASC+FEM;PL
artikels	sektioner	artikel	sektion	N;PL	N;INDF;MASC+FEM;PL
opgerig	rejst	opgerig	rejse	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
opgerig	konstruerede	opgerig	konstruere	V;PST;V.PTCP	V;PL;PST;V.PTCP
opgerig	konstrueret	opgerig	konstruere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aanvanklik	oprindeligt	aanvanklik	oprindeligt	ADV	ADV
aanvanklik	oprindelig	aanvanklik	oprindelig	ADV	ADV
kalender	kalenderen	kalender	kalender	N;SG	N;DEF;MASC+FEM;SG
kalender	kalender	kalender	kalende	N;SG	N;INDF;MASC+FEM;SG
wet	jura	wet	jura	N;SG	N;INDF;MASC+FEM;SG
wet	lovgivning	wet	lovgivning	N;SG	N;INDF;MASC+FEM;SG
wet	lov	wet	lov	N;SG	N
wet	retsakt	wet	retsakt	N;SG	N;INDF;MASC+FEM;SG
wet	akt	wet	akt	N;SG	N;INDF;MASC+FEM;SG
wet	act	wet	act	N;SG	N;INDF;MASC+FEM;SG
val	drop	val	drop	V;PRS	V;IMP
val	slip	val	slip	V;PRS	V;IMP
val	smid	val	smid	V;PRS	V;IMP
val	falder	val	falde	V;PRS	V;IND;PRS;FIN;ACT
val	falde	val	falde	V;PRS	V;NFIN;ACT
gevind	fundne	vind	fundne	V;PST;V.PTCP	V;NFIN;ACT
gevind	fandt	vind	finde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gevind	fundet	vind	finde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
verkies	favoriserer	verkies	favorisere	V;PRS	V;IND;PRS;FIN;ACT
verkies	favorisere	verkies	favorisere	V;PRS	V;NFIN;ACT
omgewing	miljø	omgewing	miljø	N;SG	N;INDF;NEUT;SG
omgewing	areal	omgewing	areal	N;SG	N;INDF;NEUT;SG
omgewing	område	omgewing	område	N;SG	N;INDF;NEUT;SG
lid	medlem	lid	medlem	N;SG	N;INDF;NEUT;SG
grens	grænse	grens	grænse	N;SG	N;INDF;MASC+FEM;SG
grens	kant	grens	kant	N;SG	N;INDF;MASC+FEM;SG
grens	grænsen	grens	grænse	N;SG	N;DEF;MASC+FEM;SG
skeidsregter	dommer	skeidsregter	dommer	N;SG	N;INDF;MASC+FEM;SG
ouderdom	alder	ouderdom	alder	N;SG	N;INDF;MASC+FEM;SG
ouderdom	alderen	ouderdom	alder	N;SG	N;DEF;MASC+FEM;SG
diens	betjening	diens	betjening	N;SG	N;INDF;MASC+FEM;SG
diens	forkyndelse	diens	forkyndelse	N;SG	N;INDF;MASC+FEM;SG
diens	tjenesteydelse	diens	tjenesteydelse	N;SG	N;INDF;MASC+FEM;SG
diens	tjeneste	diens	tjen	N;SG	N;INDF;MASC+FEM;SG
diens	service	diens	service	N;SG	N;INDF;MASC+FEM;SG
noordelike	nordøstlige	noordelik	nordøstlig	ADJ;NOM	ADJ;PL
noordelike	nordlige	noordelik	nordlig	ADJ;NOM	ADJ;PL
noordelike	nordlig	noordelik	nordlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
vind	finde	vind	finde	V;PRS	V;NFIN;ACT
vind	find	vind	find	V;PRS	V;IMP
vind	finder	vind	finde	V;PRS	V;IND;PRS;FIN;ACT
woorde	ord	woord	ord	N;PL	N;INDF;NEUT;PL
verkiesing	valg	verkiesing	valg	N;SG	N;INDF;NEUT;SG
verbind	tilslut	verbind	tilslut	V;PRS	V;IMP
verbind	forbinde	verbind	forbinde	V;PRS	V;NFIN;ACT
unie	union	unie	union	N;SG	N;INDF;MASC+FEM;SG
unie	fagforening	unie	fagforening	N;SG	N;INDF;MASC+FEM;SG
unie	fagforeningen	unie	fagforening	N;SG	N;DEF;MASC+FEM;SG
unie	unionen	unie	union	N;SG	N;DEF;MASC+FEM;SG
griekse	græker	grieks	græker	N;SG	N;INDF;MASC+FEM;SG
werke	arbejdspladser	werk	arbejdsplads	N;PL	N;INDF;MASC+FEM;PL
werke	jobs	werk	job	N;PL	N;INDF;NEUT;PL
sterre	gnister	sterr	gnist	N;PL	N;INDF;MASC+FEM;PL
sterre	tremmer	sterr	tremme	N;PL	N;INDF;NEUT;PL
sterre	stænger	sterr	stang	N;PL	N;INDF;MASC+FEM;PL
sterre	bjælker	sterr	bjælke	N;PL	N;INDF;MASC+FEM;PL
sterre	barer	sterr	bar	N;PL	N;INDF;MASC+FEM;PL
sterre	stjernerne	sterr	stjerne	N;PL	N;DEF;MASC+FEM;PL
sterre	stjerner	sterr	stjerne	N;PL	N;INDF;MASC+FEM;PL
slag	slag	slag	slag	N;SG	N;INDF;NEUT;SG
slag	kamp	slag	kamp	N;SG	N;INDF;MASC+FEM;SG
slag	slaget	slag	slag	N;SG	N;DEF;NEUT;SG
deelstaat	stat	deelstaat	stat	N;SG	N;INDF;MASC+FEM;SG
deelstaat	delstat	deelstaat	delstat	N;SG	N;INDF;MASC+FEM;SG
deelstaat	tilstand	deelstaat	tilstand	N;SG	N;INDF;MASC+FEM;SG
oseaan	havet	oseaan	hav	N;SG	N;DEF;NEUT;SG
oseaan	hav	oseaan	hav	N;SG	N;INDF;NEUT;SG
help	hjælpe	help	hjælpe	V;PRS	V;NFIN;ACT
museum	museum	museum	museum	N;SG	N;INDF;NEUT;SG
museum	museet	museum	museum	N;SG	N;DEF;NEUT;SG
probeer	prøv	probeer	prøve	V;PRS	V;IMP
bome	træer	bome	træ	N;PL	N;INDF;NEUT;PL
bome	træerne	bome	træ	N;PL	N;DEF;NEUT;PL
gemeentes	sogne	gemeente	sogn	N;PL	N;INDF;MASC+FEM;PL
stelsel	systemet	stelsel	system	N;SG	N;DEF;NEUT;SG
stelsel	ordning	stelsel	ordning	N;SG	N;INDF;MASC+FEM;SG
stelsel	system	stelsel	system	N;SG	N;INDF;NEUT;SG
raad	rådgivning	raad	rådgivning	N;SG	N;INDF;MASC+FEM;SG
raad	råd	raad	råd	N;SG	N;INDF;NEUT;SG
raad	rådets	raad	råd	N;SG	N;GEN;DEF;NEUT;SG
raad	rådet	raad	råd	N;SG	N;DEF;NEUT;SG
dorpe	byer	dorpe	by	N;PL	N;INDF;MASC+FEM;PL
stede	byerne	stede	by	N;PL	N;DEF;MASC+FEM;PL
stede	storbyer	stede	storby	N;PL	N;INDF;MASC+FEM;PL
stede	byer	stede	by	N;PL	N;INDF;MASC+FEM;PL
klub	klub	klub	klub	N;SG	N;INDF;MASC+FEM;SG
klub	club	klub	club	N;SG	N;INDF;MASC+FEM;SG
klub	natklub	klub	natklub	N;SG	N;INDF;MASC+FEM;SG
klub	kølle	klub	kølle	N;SG	N;INDF;MASC+FEM;SG
klub	klubben	klub	klub	N;SG	N;DEF;MASC+FEM;SG
vader	far	vader	far	N;SG	N;INDF;MASC+FEM;SG
vader	fader	vader	fade	N;SG	N;INDF;MASC+FEM;SG
ster	stjerne	ster	stjer	N;SG	N;INDF;MASC+FEM;SG
ster	stjernen	ster	stjerne	N;SG	N;DEF;MASC+FEM;SG
skakel	ring	skakel	ring	V;PRS	V;IMP
skakel	ringe	skakel	ringe	V;PRS	V;NFIN;ACT
genus	slægt	genus	slægge	N;SG	N;INDF;MASC+FEM;SG
weke	ugerne	week	uge	N;PL	N;DEF;MASC+FEM;PL
weke	uger	week	uge	N;PL	N;INDF;MASC+FEM;PL
vergadering	møde	vergadering	møde	N;SG	N;INDF;NEUT;SG
vergadering	mødet	vergadering	møde	N;SG	N;DEF;NEUT;SG
orde	bestilling	orde	bestilling	N;SG	N;INDF;MASC+FEM;SG
orde	ordre	orde	ordre	N;SG	N;INDF;MASC+FEM;SG
orde	rækkefølge	orde	rækkefølg	N;SG	N;INDF;MASC+FEM;SG
loop	går	loop	gå	V;PRS	V;IND;PRS;FIN;ACT
loop	gående	loop	gå	V;PRS	V;PRS;V.PTCP
nooit	aldrig	nooit	aldrig	ADV	ADV
antieke	gammelt	antiek	gammel	ADJ;NOM	ADJ;INDF;NEUT;SG
antieke	ældgammel	antiek	ældgammel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
uitgawe	udgaven	uitgawe	udgave	N;SG	N;DEF;MASC+FEM;SG
uitgawe	udgave	uitgawe	udgave	N;SG	N;INDF;MASC+FEM;SG
verkry	erhverver	verkry	erhverve	V;PRS	V;IND;PRS;FIN;ACT
verkry	erhverve	verkry	erhverve	V;PRS	V;NFIN;ACT
verkry	anskaffe	verkry	anskaffe	V;PRS	V;NFIN;ACT
verkoop	sælge	verkoop	sælge	V;PRS	V;NFIN;ACT
verkoop	sælger	verkoop	sælge	V;PRS	V;IND;PRS;FIN;ACT
verkoop	sælges	verkoop	sælge	V;PRS	V;IND;PRS;FIN;PASS
verkoop	sælge	verkoop	sælge	V;PRS	V;NFIN;ACT
verkoop	sælger	verkoop	sælge	V;PRS	V;IND;PRS;FIN;ACT
voël	fuglen	voël	fugl	N;SG	N;DEF;MASC+FEM;SG
voël	fugl	voël	fugl	N;SG	N;INDF;MASC+FEM;SG
vierde	fjerde	vierde	fjerde	ADJ;NOM	ADJ
hoër	højere	hoog	høj	ADJ;NOM;CMPR	ADJ;CMPR
lei	føre	lei	føre	V;PRS	V;NFIN;ACT
groei	vækstrate	groei	vækstrate	N;SG	N;INDF;MASC+FEM;SG
groei	vækst	groei	vækst	N;SG	N;INDF;MASC+FEM;SG
groei	væksten	groei	vækst	N;SG	N;DEF;MASC+FEM;SG
groei	tilvækst	groei	tilvækst	N;SG	N;INDF;MASC+FEM;SG
gestel	sæt	stel	sætte	V;PST;V.PTCP	V;IMP
gestel	indstillet	stel	indstille	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gestel	sat	stel	sætte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
foto	foto	foto	foto	N;SG	N;INDF;NEUT;SG
foto	billede	foto	billede	N;SG	N;INDF;NEUT;SG
gevestig	fastslået	vestig	fastslå	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gevestig	etableret	vestig	etablere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gevestig	etablerede	vestig	etablere	V;PST;V.PTCP	V;PL;PST;V.PTCP
sewe	syv	sewe	syv	NUM	NUM
oorspronklik	oprindeligt	oorspronklik	oprindeligt	ADV	ADV
oorspronklik	oprindelig	oorspronklik	oprindelig	ADV	ADV
oorspronklik	oprindelig	oorspronklik	oprindelig	ADV	ADV
oorspronklik	oprindeligt	oorspronklik	oprindeligt	ADV	ADV
voorbeeld	prøven	voorbeeld	prøve	N;SG	N;DEF;MASC+FEM;SG
voorbeeld	stikprøve	voorbeeld	stikprøve	N;SG	N;INDF;MASC+FEM;SG
voorbeeld	instans	voorbeeld	instans	N;SG	N;INDF;MASC+FEM;SG
voorbeeld	eksempel	voorbeeld	eksempel	N;SG	N;INDF;NEUT;SG
voorsitter	stol	voorsitter	stol	N;SG	N;INDF;MASC+FEM;SG
voorsitter	stolen	voorsitter	stol	N;SG	N;DEF;MASC+FEM;SG
sterf	dør	sterf	dø	V;PRS	V;IND;PRS;FIN;ACT
sterf	dø	sterf	dø	V;PRS	V;NFIN;ACT
bevestig	bekræfter	bevestig	bekræfte	V;PRS	V;IND;PRS;FIN;ACT
bevestig	bekræft	bevestig	bekræft	V;PRS	V;IMP
bepaal	bestemmer	bepaal	bestemme	V;PRS	V;IND;PRS;FIN;ACT
bepaal	fastslår	bepaal	fastslå	V;PRS	V;IND;PRS;FIN;ACT
bepaal	afgør	bepaal	afgøre	V;PRS	V;IND;PRS;FIN;ACT
klas	klasse	klas	klasse	N;SG	N;INDF;MASC+FEM;SG
klas	klassen	klas	klasse	N;SG	N;DEF;MASC+FEM;SG
vertoon	afslører	vertoon	afsløre	V;PRS	V;IND;PRS;FIN;ACT
vertoon	afsløre	vertoon	afsløre	V;PRS	V;NFIN;ACT
vertoon	udstiller	vertoon	udstille	V;PRS	V;IND;PRS;FIN;ACT
vertoon	viser	vertoon	vise	V;PRS	V;IND;PRS;FIN;ACT
vertoon	vises	vertoon	vise	V;PRS	V;IND;PRS;FIN;PASS
altyd	altid	altyd	altid	ADV	ADV
lig	tænd	lig	tænd	V;PRS	V;IMP
lig	hæve	lig	hæve	V;PRS	V;NFIN;ACT
punt	prik	punt	prik	N;SG	N;INDF;MASC+FEM;SG
punt	punkt	punt	punkt	N;SG	N;INDF;NEUT;SG
punt	point	punt	point	N;SG	N;INDF;NEUT;SG
vroue	kvinderne	vrou	kvinde	N;PL	N;DEF;MASC+FEM;PL
vroue	kvinder	vrou	kvinde	N;PL	N;INDF;MASC+FEM;PL
week	ugen	week	uge	N;SG	N;DEF;MASC+FEM;SG
week	uge	week	uge	N;SG	N;INDF;MASC+FEM;SG
stadium	etape	stadium	etape	N;SG	N;INDF;MASC+FEM;SG
stadium	stadie	stadium	stadie	N;SG	N;INDF;NEUT;SG
stadium	scenen	stadium	scene	N;SG	N;DEF;MASC+FEM;SG
stadium	stage	stadium	stage	N;SG	N;INDF;MASC+FEM;SG
stadium	fase	stadium	fase	N;SG	N;INDF;MASC+FEM;SG
vervaardig	fremstiller	vervaardig	fremstille	V;PRS	V;IND;PRS;FIN;ACT
vervaardig	producere	vervaardig	producere	V;PRS	V;NFIN;ACT
geskep	oprettede	skep	oprette	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geskep	skabt	skep	skabe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geskep	oprettet	skep	oprette	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
plaasgevind	indtrådt	plaasvind	indtrådt	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
plaasgevind	indtruffet	plaasvind	indtruffe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
openbare	offentlige	openbaar	offentlig	ADJ;NOM	ADJ;PL
openbare	offentlig	openbaar	offentlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
dui	angive	dui	angive	V;PRS	V;NFIN;ACT
dui	anfør	dui	anfør	V;PRS	V;IMP
akteur	skuespilleren	akteur	skuespiller	N;SG	N;DEF;MASC+FEM;SG
akteur	skuespiller	akteur	skuespiller	N;SG	N;INDF;MASC+FEM;SG
akteur	aktør	akteur	aktør	N;SG	N;INDF;MASC+FEM;SG
sentrale	central	sentraal	central	N;SG	N;INDF;MASC+FEM;SG
natuurlike	naturlige	natuurlik	naturlig	ADJ;NOM	ADJ;PL
natuurlike	naturligt	natuurlik	naturlig	ADJ;NOM	ADJ;INDF;NEUT;SG
natuurlike	naturlig	natuurlik	naturlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
bied	tilbyde	bied	tilbyde	V;PRS	V;NFIN;ACT
amptelik	officielt	amptelik	officielt	ADV	ADV
loopbaan	karriere	loopbaan	karriere	N;SG	N;INDF;MASC+FEM;SG
loopbaan	karrieren	loopbaan	karriere	N;SG	N;DEF;MASC+FEM;SG
skep	opretter	skep	oprette	V;PRS	V;IND;PRS;FIN;ACT
skep	oprette	skep	oprette	V;PRS	V;NFIN;ACT
skep	opret	skep	opre	V;PRS	V;IMP
olimpiese	olympiske	olimpies	olympisk	ADJ;NOM	ADJ;PL
olimpiese	olympisk	olimpies	olympisk	ADJ;NOM	ADJ;INDF;SG
dogter	datter	dogter	datter	N;SG	N;INDF;MASC+FEM;SG
dogter	datteren	dogter	datter	N;SG	N;DEF;MASC+FEM;SG
dra	bære	dra	bære	V;PRS	V;NFIN;ACT
dra	bidrage	dra	bidrage	V;PRS	V;NFIN;ACT
verteenwoordig	repræsenterer	verteenwoordig	repræsentere	V;PRS	V;IND;PRS;FIN;ACT
verteenwoordig	repræsenterer	verteenwoordig	repræsentere	V;PRS	V;IND;PRS;FIN;ACT
verteenwoordig	repræsentere	verteenwoordig	repræsentere	V;PRS	V;NFIN;ACT
boeke	bøger	boeke	bog	N;PL	N;INDF;MASC+FEM;PL
geplaas	opslået	plaas	opslå	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geplaas	udstationerede	plaas	udstationere	V;PST;V.PTCP	V;PL;PST;V.PTCP
etniese	etnisk	etnies	etnisk	ADJ;NOM	ADJ;INDF;SG
etniese	etniske	etnies	etnisk	ADJ;NOM	ADJ;PL
kus	kyst	kus	kyst	N;SG	N;INDF;MASC+FEM;SG
gepubliseer	leve	publiseer	leve	V;PST;V.PTCP	V;NFIN;ACT
gepubliseer	offentliggjort	publiseer	offentliggjort	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gepubliseer	udkommet	publiseer	udkomme	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gepubliseer	udgivet	publiseer	udgive	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gepubliseer	offentliggøres	publiseer	offentliggøre	V;PST;V.PTCP	V;NFIN;PASS
bring	bring	bring	bring	V;PRS	V;IMP
bring	medbring	bring	medbring	V;PRS	V;IMP
erken	indrømme	erken	indrømme	V;PRS	V;NFIN;ACT
erken	anerkender	erken	anerkende	V;PRS	V;IND;PRS;FIN;ACT
erken	anerkende	erken	anerkende	V;PRS	V;NFIN;ACT
leier	leader	leier	leade	N;SG	N;INDF;MASC+FEM;SG
leier	leder	leier	leder	N;SG	N;INDF;MASC+FEM;SG
boom	træet	boom	træ	N;SG	N;DEF;NEUT;SG
boom	træ	boom	træ	N;SG	N;INDF;NEUT;SG
boom	boom	boom	boom	N;SG	N;INDF;NEUT;SG
boom	bom	boom	bom	N;SG	N;INDF;MASC+FEM;SG
rolprent	folie	rolprent	folie	N;SG	N;INDF;MASC+FEM;SG
westelike	vestlig	westelik	vestlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
westelike	vestligt	westelik	vestligt	ADJ;NOM	ADJ;INDF;NEUT;SG
westelike	vestlige	westelik	vestlig	ADJ;NOM	ADJ;PL
tradisionele	traditionelle	tradisioneel	traditionel	ADJ;NOM	ADJ;PL
tradisionele	traditionel	tradisioneel	traditionel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
beweging	bevægelse	beweging	bevægelse	N;SG	N;INDF;MASC+FEM;SG
beweging	bevægelighed	beweging	bevægelighed	N;SG	N;INDF;MASC+FEM;SG
beweging	flytning	beweging	flytning	N;SG	N;INDF;MASC+FEM;SG
beweging	bevægelse	beweging	bevægelse	N;SG	N;INDF;MASC+FEM;SG
gelê	lagt	lê	lægge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
japannese	japansk	japannees	japansk	ADJ;NOM	ADJ;INDF;SG
japannese	japanske	japannees	japansk	ADJ;NOM	ADJ;PL
punte	punkterne	punt	punkt	N;PL	N;DEF;NEUT;PL
punte	pointer	punt	pointer	N;PL	N;INDF;MASC+FEM;PL
punte	punkter	punt	punkt	N;PL	N;INDF;NEUT;PL
kulturele	kulturelle	kultureel	kulturel	ADJ;NOM	ADJ;PL
kulturele	kulturel	kultureel	kulturel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
liggaam	lig	liggaam	lig	N;SG	N;INDF;NEUT;SG
liggaam	kroppen	liggaam	krop	N;SG	N;DEF;MASC+FEM;SG
liggaam	krop	liggaam	krop	N;SG	N;INDF;MASC+FEM;SG
wen	vinder	wen	vinde	V;PRS	V;IND;PRS;FIN;ACT
wen	vinde	wen	vinde	V;PRS	V;NFIN;ACT
basis	base	basis	base	N;SG	N;INDF;MASC+FEM;SG
basis	basen	basis	base	N;SG	N;DEF;MASC+FEM;SG
verlaat	forlad	verlaat	forlad	V;PRS	V;IMP
verlaat	forlade	verlaat	forlade	V;PRS	V;NFIN;ACT
verlaat	afslut	verlaat	afslut	V;PRS	V;IMP
magte	styrkerne	mag	styrke	N;PL	N;DEF;MASC+FEM;PL
magte	styrker	mag	styrke	N;PL	N;INDF;MASC+FEM;PL
magte	kræfter	mag	kraft	N;PL	N;INDF;MASC+FEM;PL
goewerneur	guvernør	goewerneur	guvernør	N;SG	N;INDF;MASC+FEM;SG
goewerneur	guvernøren	goewerneur	guvernør	N;SG	N;DEF;MASC+FEM;SG
kultuur	kulturen	kultuur	kultur	N;SG	N;DEF;MASC+FEM;SG
kultuur	kultur	kultuur	kultur	N;SG	N;INDF;MASC+FEM;SG
kaart	landkort	kaart	landkort	N;SG	N;INDF;NEUT;SG
oorsprong	oprindelse	oorsprong	oprindelse	N;SG	N;INDF;MASC+FEM;SG
oorsprong	oprindelsessted	oorsprong	oprindelsessted	N;SG	N;INDF;MASC+FEM;SG
kennis	bekendtskab	kennis	bekendtskab	N;SG	N;INDF;NEUT;SG
kennis	kundskab	kennis	kundskab	N;SG	N;INDF;MASC+FEM;SG
kennis	viden	kennis	viden	N;SG	N;INDF;MASC+FEM;SG
kennis	kendskab	kennis	kendskab	N;SG	N;INDF;NEUT;SG
parlement	parlamentet	parlement	parlament	N;SG	N;DEF;NEUT;SG
parlement	parlament	parlement	parlament	N;SG	N;INDF;NEUT;SG
parlement	folketinget	parlement	folketing	N;SG	N;DEF;NEUT;SG
sosiale	socialt	sosiaal	socialt	ADJ;NOM	ADJ;INDF;NEUT;SG
geboue	bygningers	bou	bygning	N;PL	N;GEN;INDF;MASC+FEM;PL
geboue	bygninger	bou	bygning	N;PL	N;INDF;MASC+FEM;PL
geboue	bygningerne	bou	bygning	N;PL	N;DEF;MASC+FEM;PL
geboue	ejendomme	bou	ejendom	N;PL	N;INDF;MASC+FEM;PL
gebring	bragt	bring	bringe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gebring	bragte	bring	bringe	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gebring	medbragte	bring	medbringe	V;PST;V.PTCP	V;IND;PST;FIN;ACT
trek	trække	trek	trække	V;PRS	V;NFIN;ACT
stem	stem	stem	stem	V;PRS	V;IMP
vroeër	tidligere	vroeg	tidligere	ADV;CMPR	ADV;CMPR
energie	energi	energie	energi	N;SG	N;INDF;MASC+FEM;SG
boere	landmænd	boer	landmænd	N;PL	N;INDF;MASC+FEM;PL
boere	landbrugere	boer	landbruger	N;PL	N;INDF;MASC+FEM;PL
boere	landmændene	boer	landmand	N;PL	N;DEF;MASC+FEM;PL
boere	landbrugerne	boer	landbruger	N;PL	N;DEF;MASC+FEM;PL
prys	pris	prys	pris	N;SG	N;INDF;MASC+FEM;SG
prys	price	prys	price	N;SG	N;INDF;NEUT;SG
prys	prisen	prys	pris	N;SG	N;DEF;MASC+FEM;SG
prys	præmie	prys	præmie	N;SG	N;INDF;MASC+FEM;SG
ligging	lokalisering	ligging	lokalisering	N;SG	N;INDF;MASC+FEM;SG
ligging	beliggenhed	ligging	beliggenhed	N;SG	N;INDF;MASC+FEM;SG
ligging	sted	ligging	sted	N;SG	N;INDF;NEUT;SG
ligging	placering	ligging	placering	N;SG	N;INDF;MASC+FEM;SG
ligging	lokation	ligging	lokation	N;SG	N;INDF;MASC+FEM;SG
gestuur	afsendt	stuur	afsende	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gestuur	sendte	stuur	sende	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gestuur	sendt	stuur	sende	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
broer	broder	broer	brod	N;SG	N;INDF;MASC+FEM;SG
broer	brormand	broer	brormand	N;SG	N;INDF;MASC+FEM;SG
broer	brother	broer	brothe	N;SG	N;INDF;MASC+FEM;SG
broer	bror	broer	bror	N;SG	N;INDF;MASC+FEM;SG
studente	eleverne	student	elev	N;PL	N;DEF;MASC+FEM;PL
studente	elever	student	elev	N;PL	N;INDF;MASC+FEM;PL
studente	studenter	student	student	N;PL	N;INDF;NEUT;PL
gemeenskap	samfundet	gemeenskap	samfund	N;SG	N;DEF;NEUT;SG
gemeenskap	samfund	gemeenskap	samfund	N;SG	N;INDF;NEUT;SG
gemeenskap	fællesskabet	gemeenskap	fællesskab	N;SG	N;DEF;NEUT;SG
gemeenskap	fællesskab	gemeenskap	fællesskab	N;SG	N;INDF;NEUT;SG
berg	bjerget	berg	bjerge	N;SG	N;DEF;NEUT;SG
berg	bjerg	berg	bjerg	N;SG	N;INDF;NEUT;SG
oppervlak	overflade	oppervlak	overflad	N;SG	N;INDF;MASC+FEM;SG
oppervlak	overfladen	oppervlak	overflad	N;SG	N;DEF;MASC+FEM;SG
bronne	kilder	bron	kilde	N;PL	N;INDF;MASC+FEM;PL
beleid	politik	beleid	politik	N;SG	N;INDF;MASC+FEM;SG
album	album	album	album	N;SG	N;INDF;NEUT;SG
album	plade	album	plade	N;SG	N;INDF;MASC+FEM;SG
album	albummet	album	album	N;SG	N;DEF;NEUT;SG
beweeg	flyt	beweeg	flyt	V;PRS	V;IMP
beweeg	flytter	beweeg	flytte	V;PRS	V;IND;PRS;FIN;ACT
beweeg	flytte	beweeg	flytte	V;PRS	V;NFIN;ACT
vertrek	udrejse	vertrek	udrejse	N;SG	N;INDF;MASC+FEM;SG
vertrek	afgang	vertrek	afgang	N;SG	N;INDF;MASC+FEM;SG
vertrek	afrejse	vertrek	afrejse	N;SG	N;INDF;MASC+FEM;SG
iets	noget	iets	nogen	PRO	PRO;NEUT;SG
meerderheid	majoritet	meerderheid	majoritet	N;SG	N;INDF;MASC+FEM;SG
meerderheid	flertal	meerderheid	flertal	N;SG	N;INDF;NEUT;SG
meerderheid	flertallet	meerderheid	flertal	N;SG	N;DEF;NEUT;SG
verskaf	give	verskaf	give	V;PRS	V;NFIN;ACT
verskaf	medfølger	verskaf	medfølge	V;PRS	V;IND;PRS;FIN;ACT
