גם	egyben	גם	egyben	ADV	ADV
הקרב	harc	הקרב	harc	N;MASC;SG	N;NOM;SG
הקרב	csata	הקרב	csata	N;MASC;SG	N;NOM;SG
שירים	verseket	שיר	vers	N;MASC;PL	N;ACC;PL
שירים	dalok	שיר	dalok	N;MASC;PL	N;NOM;PL
שירים	dalokat	שיר	dalok	N;MASC;PL	N;ACC;PL
עת	ideje	עת	idő	N;FEM;SG	N;NOM;SG
עת	időpont	עת	időpont	N;FEM;SG	N;NOM;SG
עת	idő	עת	idő	N;FEM;SG	N;NOM;SG
תפקיד	szerepet	תפקיד	szerep	N;MASC;SG	N;ACC;SG
תפקיד	szerep	תפקיד	szerep	N;MASC;SG	N;NOM;SG
תפקיד	szerepe	תפקיד	szerep	N;MASC;SG	N;NOM;SG
למה	miért	למה	miért	ADV	ADV
שמות	nevek	שם	név	N;MASC;PL	N;NOM;PL
שמות	neveket	שם	nevék	N;MASC;PL	N;ACC;PL
הקמת	telephely	הקמה	telephely	N;PSSD;FEM;SG	N;NOM;SG
הקמת	létesítmény	הקמה	létesítmény	N;PSSD;FEM;SG	N;NOM;SG
הקמת	létrehozása	הקמה	létrehozás	N;PSSD;FEM;SG	N;NOM;SG
הקמת	letelepedés	הקמה	letelepedés	N;PSSD;FEM;SG	N;NOM;SG
שערים	kapuk	שער	kap	N;MASC;PL	N;NOM;PL
שערים	portálok	שער	portál	N;MASC;PL	N;NOM;PL
שערים	célkitűzések	שער	célkitűzés	N;MASC;PL	N;NOM;PL
שערים	célokat	שער	cél	N;MASC;PL	N;ACC;PL
שערים	célok	שער	cél	N;MASC;PL	N;NOM;PL
מערכות	rendszerek	מערכת	rendszer	N;FEM;PL	N;NOM;PL
שר	ének	שר	én	N;MASC;SG	N;NOM;SG
שר	éneklés	שר	éneklés	N;MASC;SG	N;NOM;SG
שר	miniszter	שר	miniszter	N;MASC;SG	N;NOM;SG
קו	vonal	קו	vonal	N;MASC;SG	N;NOM;SG
כסף	pénz	כסף	pénz	N;MASC;SG	N;NOM;SG
כסף	pénzt	כסף	pénz	N;MASC;SG	N;ACC;SG
תמונות	fotók	תמונה	fotó	N;FEM;PL	N;NOM;PL
תמונות	fényképek	תמונה	fénykép	N;FEM;PL	N;NOM;PL
תמונות	képek	תמונה	kép	N;FEM;PL	N;NOM;PL
תמונות	képeket	תמונה	kép	N;FEM;PL	N;ACC;PL
תמונות	képek	תמונה	kép	N;FEM;PL	N;NOM;PL
תמונות	fényképek	תמונה	fénykép	N;FEM;PL	N;NOM;PL
תמונות	képeket	תמונה	kép	N;FEM;PL	N;ACC;PL
תמונות	képek	תמונה	kép	N;FEM;PL	N;NOM;PL
נשיא	elnök	נשיא	elnök	N;MASC;SG	N;NOM;SG
מוזיקה	zene	הוזיק	zene	N;FEM;SG	N;NOM;SG
מצב	állapot	מצב	állap	N;MASC;SG	N;NOM;SG
מצב	státusz	מצב	státusz	N;MASC;SG	N;NOM;SG
מצב	mód	מצב	mód	N;MASC;SG	N;NOM;SG
מצב	üzemmód	מצב	üzemmód	N;MASC;SG	N;NOM;SG
מצב	szituáció	מצב	szituáció	N;MASC;SG	N;NOM;SG
מצב	helyzet	מצב	helyzet	N;MASC;SG	N;NOM;SG
מצב	állapota	מצב	állapot	N;MASC;SG	N;NOM;SG
מצב	feltétel	מצב	feltétel	N;MASC;SG	N;NOM;SG
מצב	állapot	מצב	állap	N;MASC;SG	N;NOM;SG
היסטוריה	történelme	היסטוריה	történelem	N;FEM;SG	N;NOM;SG
היסטוריה	történelem	היסטוריה	történel	N;FEM;SG	N;NOM;SG
שינוי	változás	שינוי	változás	N;MASC;SG	N;NOM;SG
שינוי	változtatás	שינוי	változtatás	N;MASC;SG	N;NOM;SG
כדורגל	foci	כדורגל	foci	N;MASC;SG	N;NOM;SG
כדורגל	futball	כדורגל	futball	N;MASC;SG	N;NOM;SG
כדורגל	foci	כדורגל	foci	N;MASC;SG	N;NOM;SG
כדורגל	football	כדורגל	football	N;MASC;SG	N;IN+ESS;SG
כדורגל	futball	כדורגל	futball	N;MASC;SG	N;NOM;SG
ביקורת	kritika	ביקורת	kritika	N;FEM;SG	N;NOM;SG
ביקורת	kritikát	ביקורת	kritika	N;FEM;SG	N;ACC;SG
ביקורת	kritika	ביקורת	kritika	N;FEM;SG	N;NOM;SG
ביקורת	kritikát	ביקורת	kritika	N;FEM;SG	N;ACC;SG
ביקורת	felülvizsgálat	ביקורת	felülvizsgálat	N;FEM;SG	N;NOM;SG
ביקורת	kritika	ביקורת	kritika	N;FEM;SG	N;NOM;SG
חודשים	hónapokig	חודש	hónap	N;MASC;PL	N;PL
חודשים	hónapok	חודש	hónap	N;MASC;PL	N;NOM;PL
שחקן	lejátszó	שחקן	lejátszó	N;MASC;SG	N;NOM;SG
שחקן	játékos	שחקן	játékos	N;MASC;SG	N;NOM;SG
שחקן	színésznek	שחקן	színészik	N;MASC;SG	N;GEN;SG
שחקן	színész	שחקן	színész	N;MASC;SG	N;NOM;SG
משפט	tárgyalás	משפט	tárgyalás	N;MASC;SG	N;NOM;SG
משפט	bíróság	משפט	bíróság	N;MASC;SG	N;NOM;SG
משפט	udvar	משפט	udvar	N;MASC;SG	N;NOM;SG
משפט	számvevőszék	משפט	számvevőszék	N;MASC;SG	N;NOM;SG
משפט	ítélet	משפט	ítélet	N;MASC;SG	N;NOM;SG
משפט	mondat	משפט	mondat	N;MASC;SG	N;NOM;SG
אמריקאי	amerikai	אמריקני	amerikai	ADJ;MASC;SG	ADJ;NOM;SG
סרטים	filmek	סרט	film	N;MASC;PL	N;NOM;PL
סרטים	filmeket	סרט	film	N;MASC;PL	N;ACC;PL
סרטים	filmek	סרט	film	N;MASC;PL	N;NOM;PL
סרטים	filmeket	סרט	film	N;MASC;PL	N;ACC;PL
משפחה	családi	משפחה	családi	N;FEM;SG	N;NOM;SG
משפחה	családtag	משפחה	családtag	N;FEM;SG	N;NOM;SG
משפחה	család	משפחה	család	N;FEM;SG	N;NOM;SG
מזרח	keletre	מזרח	keletr	N;MASC;SG	N;ON+ALL;SG
ערים	városok	עיר	város	N;FEM;PL	N;NOM;PL
ערים	városok	עיר	város	N;FEM;PL	N;NOM;PL
ערים	városokat	עיר	város	N;FEM;PL	N;ACC;PL
הצליח	sikerült	הצליח	sikerül	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מחוץ	kint	מחוץ	kint		
מחוץ	kívül	מחוץ	kívül		
תהליך	eljárás	תהליך	eljárás	N;MASC;SG	N;NOM;SG
תהליך	folyamat	תהליך	folyamat	N;MASC;SG	N;NOM;SG
חי	élő	חי	élő		
חי	live	חי	live		
חי	élő	חי	élő		
חי	élve	חי	élve		
שיר	vers	שיר	vers	N;MASC;SG	N;NOM;SG
שיר	verset	שיר	vers	N;MASC;SG	N;ACC;SG
שיר	dal	שיר	dal	N;MASC;SG	N;NOM;SG
שיר	dalt	שיר	dalt	N;MASC;SG	N;ACC;SG
טלוויזיה	tv	טלוויזיה	tv	N;FEM;SG	N;NOM;SG
טלוויזיה	televízió	טלוויזיה	televízió	N;FEM;SG	N;NOM;SG
החוק	jogszabály	החוק	jogszabály		
חזר	visszatért	חזר	visszatért	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
גבוהה	magas	גבוה	magas	ADJ;FEM;SG	ADJ;NOM;SG
גבוהה	magas	גבוה	magas	ADJ;FEM;SG	ADJ;NOM;SG
חברות	vállalatok	חברה	vállalat	N;FEM;PL	N;NOM;PL
חברות	társaságok	חברה	társaság	N;FEM;PL	N;NOM;PL
חברות	cégek	חברה	cég	N;FEM;PL	N;NOM;PL
חברות	vállalkozások	חברה	vállalkozás	N;FEM;PL	N;NOM;PL
חברות	barátnők	חברה	barát	N;FEM;PL	N;NOM;PL
סיים	elkészült	סיים	elkészült	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
סיים	befejezett	סיים	befejezett	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מבצע	operáció	מבצע	operáció	N;MASC;SG	N;NOM;SG
מבצע	művelet	מבצע	művelet	N;MASC;SG	N;NOM;SG
מבצע	működés	מבצע	működés	N;MASC;SG	N;NOM;SG
מבצע	üzemeltetés	מבצע	üzemeltetés	N;MASC;SG	N;NOM;SG
ברור	világos	ברור	világos	ADJ;MASC;SG	ADJ;NOM;SG
רשת	háló	רשת	háló	N;FEM;SG	N;NOM;SG
רשת	net	רשת	net	N;FEM;SG	N;NOM;SG
רשת	rács	רשת	rács	N;FEM;SG	N;NOM;SG
רשת	hálózat	רשת	hálózat	N;FEM;SG	N;NOM;SG
רשת	hálózati	רשת	hálózat	N;FEM;SG	N;NOM;SG
הערכים	értékek	הערך	érték	N;MASC;PL	N;NOM;PL
רקע	háttér	רקע	háttér	N;MASC;SG	N;NOM;SG
רקע	háttere	רקע	háttér	N;MASC;SG	N;NOM;SG
רקע	háttérben	רקע	háttér	N;MASC;SG	N;IN+ESS;SG
הגיעו	megérkeztek	הגיע	meg+érkezik	V;PL;3;PST;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
תיאטרון	színház	תיאטרון	színház	N;MASC;SG	N;NOM;SG
תיאטרון	színházi	תיאטרון	színházi	N;MASC;SG	N;NOM;SG
תיאטרון	színház	תיאטרון	színház	N;MASC;SG	N;NOM;SG
צורך	szükséglet	צורך	szükséglet	N;MASC;SG	N;NOM;SG
חדשה	új	חדש	új	ADJ;FEM;SG	ADJ;NOM;SG
אלבום	album	אלבום	album	N;MASC;SG	N;NOM;SG
גן	gén	גן	gén	N;MASC;SG	N;NOM;SG
גן	kert	גן	ker	N;MASC;SG	N;NOM;SG
גן	kertje	גן	kert	N;MASC;SG	N;NOM;SG
גן	kertben	גן	kert	N;MASC;SG	N;IN+ESS;SG
עשרה	tíz	עשרה	tíz	NUM;MASC;SG	NUM;NOM;SG
תמיד	mindig	תמיד	mindig	ADV	ADV
כלפי	felé	כלפי	felé	ADP	ADP
מחקר	vizsgálat	מחקר	vizsgálat	N;MASC;SG	N;NOM;SG
מחקר	tanulás	מחקר	tanulás	N;MASC;SG	N;NOM;SG
מחקר	tanulmány	מחקר	tanulmány	N;MASC;SG	N;NOM;SG
מחקר	kutatás	מחקר	kutatás	N;MASC;SG	N;NOM;SG
מחקר	kutatási	מחקר	kutatási	N;MASC;SG	N;NOM;SG
תרבות	tenyésztés	תרבות	tenyésztés	N;FEM;SG	N;NOM;SG
תרבות	kultúra	תרבות	kultúra	N;FEM;SG	N;NOM;SG
עונה	szezont	עונה	szezont	N;FEM;SG	N;ACC;SG
עונה	idény	עונה	idény	N;FEM;SG	N;NOM;SG
עונה	évszak	עונה	évszú	N;FEM;SG	N;NOM;SG
עונה	évad	עונה	évad	N;FEM;SG	N;NOM;SG
עונה	szezon	עונה	szez	N;FEM;SG	N;NOM;SG
ארבע	négy	ארבע	négy	NUM;FEM;SG	NUM;NOM;SG
חשיבות	jelentősége	חשיבות	jelentőség	N;FEM;SG	N;NOM;SG
סיום	befejezés	סיום	befejezés	N;MASC;SG	N;NOM;SG
סיום	befejezése	סיום	befejezés	N;MASC;SG	N;NOM;SG
סיום	befejezés	סיום	befejezés	N;MASC;SG	N;NOM;SG
סיום	vége	סיום	vég	N;MASC;SG	N;NOM;SG
סיום	vég	סיום	vég	N;MASC;SG	N;NOM;SG
ארבעה	négy	ארבעה	négy	NUM;MASC;SG	NUM;NOM;SG
הכוחות	hatáskörök	הכוחה	hatáskörök	N;FEM;PL	N;NOM;PL
הכוחות	erők	הכוחה	erő	N;FEM;PL	N;NOM;PL
שי	shi	שי	shi		
כדור	bál	כדור	bál	N;MASC;SG	N;NOM;SG
כדור	labdát	כדור	labda	N;MASC;SG	N;ACC;SG
כדור	golyó	כדור	golyó	N;MASC;SG	N;NOM;SG
כדור	labda	כדור	labda	N;MASC;SG	N;NOM;SG
כדור	golyót	כדור	golyó	N;MASC;SG	N;ACC;SG
כדור	golyó	כדור	golyó	N;MASC;SG	N;NOM;SG
כדור	lövedék	כדור	lövedék	N;MASC;SG	N;NOM;SG
כדור	töltény	כדור	töltény	N;MASC;SG	N;NOM;SG
עשר	tíz	עשר	tíz	NUM;FEM;SG	NUM;NOM;SG
עבד	bevált	עבד	bevált	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
עבד	dolgozott	עבד	dolgozik	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
עבד	működött	עבד	működik	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
שער	kapu	שער	kapu	N;MASC;SG	N;NOM;SG
שער	kaput	שער	kap	N;MASC;SG	N;ACC;SG
שער	gól	שער	gól	N;MASC;SG	N;NOM;SG
שער	cél	שער	cél	N;MASC;SG	N;NOM;SG
שער	kapu	שער	kapu	N;MASC;SG	N;NOM;SG
שער	átjáró	שער	átjáró	N;MASC;SG	N;NOM;SG
סביב	körbe	סביב	kör	ADV	ADV
גבוה	magas	גבוה	magas	ADJ;MASC;SG	ADJ;NOM;SG
גבוה	magas	גבוה	magas	ADJ;MASC;SG	ADJ;NOM;SG
גבוה	magasabb	גבוה	magas	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
גבוה	nagyobb	גבוה	nagy	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
פה	itt	פה	itt	ADV	ADV
בלי	nélkül	בלי	nélkül	ADP	ADP
סמל	jelkép	סמל	jelkép	N;MASC;SG	N;NOM;SG
סמל	szimbólum	סמל	szimbólum	N;MASC;SG	N;IN+ABL;SG
סמל	őrmester	סמל	őrmester	N;MASC;SG	N;NOM;SG
סמל	ikon	סמל	ikon	N;MASC;SG	N;NOM;SG
ראה	látta	ראה	lát	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
גביע	trófea	גביע	trófea	N;MASC;SG	N;NOM;SG
גביע	kupa	גביע	kupa	N;MASC;SG	N;NOM;SG
גביע	csésze	גביע	csésze	N;MASC;SG	N;NOM;SG
גביע	pohár	גביע	pohár	N;MASC;SG	N;NOM;SG
גביע	bögre	גביע	bögre	N;MASC;SG	N;NOM;SG
אורך	hossz	אורך	hossz		
דולר	dollár	דולר	dollár	N;MASC;SG	N;NOM;SG
הופיע	megjelent	הופיע	megjelent	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
חיילים	katonák	חייל	katona	N;MASC;PL	N;NOM;PL
חיילים	katonák	חייל	katona	N;MASC;PL	N;NOM;PL
חיילים	csapatok	חייל	csapat	N;MASC;PL	N;NOM;PL
דגל	zászló	דגל	zászló	N;MASC;SG	N;NOM;SG
מלחמה	háború	מלחמה	háború	N;FEM;SG	N;NOM;SG
צפון	északra	צפון	észak	N;MASC;SG	N;ON+ALL;SG
בעלות	tulajdonjog	בעלות	tulajdonjog	N;FEM;SG	N;NOM;SG
ללמוד	tanulni	למד	tanul	V;NFIN;ACT	V;NFIN;ACT
ללמוד	tanuljon	למד	tanul	V;NFIN;ACT	V;INDF;IMP;SG;3;PRS;FIN;ACT
ללמוד	tanul	למד	tanul	V;NFIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
פרק	fejezet	פרק	fejezet	N;MASC;SG	N;NOM;SG
פרק	epizód	פרק	epizód	N;MASC;SG	N;NOM;SG
פרק	rész	פרק	rész	N;MASC;SG	N;NOM;SG
המשיך	folytatta	המשיך	folytat	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
המשיך	folytatódott	המשיך	folytatódik	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
חברה	barátnőm	חברה	barát	N;FEM;SG	N;NOM;SG
חברה	barátnő	חברה	barátnő	N;FEM;SG	N;NOM;SG
חברה	barátnője	חברה	barát	N;FEM;SG	N;NOM;SG
חברה	társaság	חברה	társaság	N;FEM;SG	N;NOM;SG
חברה	vállalat	חברה	vállalat	N;FEM;SG	N;NOM;SG
חברה	cég	חברה	cég	N;FEM;SG	N;NOM;SG
חברה	század	חברה	század	N;FEM;SG	N;NOM;SG
חברה	barát	חברה	bara	N;FEM;SG	N;NOM;SG
חברה	barátom	חברה	barát	N;FEM;SG	N;NOM;SG
דירוג	besorolás	דירוג	besorolás	N;MASC;SG	N;NOM;SG
דירוג	minősítés	דירוג	minősítés	N;MASC;SG	N;NOM;SG
ביחד	együtt	ביחד	együtt		
שדה	mező	שדה	mező	N;MASC;SG	N;NOM;SG
מתחת	alatt	מתחת	alatt	ADP	ADP
מתחת	alatt	מתחת	alatt	ADP	ADP
מתחת	alá	מתחת	alá	ADP	ADP
הפכה	lett	הפך	lesz	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
הפכה	vált	הפך	válik	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
אליפות	bajnokság	אליפות	bajnokság	N;FEM;SG	N;NOM;SG
משחקים	játékok	משחק	játék	N;MASC;PL	N;NOM;PL
שניות	másodpercek	שנייה	másodperc	N;FEM;PL	N;NOM;PL
מדיניות	szabályzat	מדיניות	szabályzat	N;FEM;SG	N;NOM;SG
מדיניות	politika	מדיניות	politika	N;FEM;SG	N;NOM;SG
שירות	szerviz	שירות	szerviz	N;MASC;SG	N;NOM;SG
שירות	szolgálat	שירות	szolgálat	N;MASC;SG	N;NOM;SG
שירות	szolgáltatás	שירות	szolgáltatás	N;MASC;SG	N;NOM;SG
למנוע	megelőzni	מנע	meg+előz	V;NFIN;ACT	V;NFIN;ACT
ספורט	sportban	ספורט	sport	N;MASC;SG	N;IN+ESS;SG
שיא	lemez	שיא	lemez	N;MASC;SG	N;NOM;SG
מס	adózás	מס	adózás	N;MASC;SG	N;NOM;SG
צוות	személyzet	צוות	személyzet	N;FEM;SG	N;NOM;SG
צוות	legénység	צוות	legénység	N;FEM;SG	N;NOM;SG
צוות	személyzet	צוות	személyzet	N;FEM;SG	N;NOM;SG
צוות	csapat	צוות	csapat	N;FEM;SG	N;NOM;SG
נושא	téma	נושא	téma	N;MASC;SG	N;NOM;SG
נושא	téma	נושא	téma	N;MASC;SG	N;NOM;SG
נושא	alany	נושא	alany	N;MASC;SG	N;NOM;SG
נושא	figyelemmel	נושא	figyelem	N;MASC;SG	N;INS;SG
נושא	tárgy	נושא	tárgy	N;MASC;SG	N;NOM;SG
גיל	kor	גיל	kor	N;MASC;SG	N;NOM;SG
גיל	életkor	גיל	életkor	N;MASC;SG	N;NOM;SG
עורך	szerkesztője	עורך	szerkesztő	N;MASC;SG	N;NOM;SG
עורך	szerkesztő	עורך	szerkesztő	N;MASC;SG	N;NOM;SG
הרכבת	szerelvény	הרכבה	szerelvény	N;FEM;SG	N;NOM;SG
הרכבת	vonattal	הרכבה	vonat	N;FEM;SG	N;NOM;SG
הרכבת	vonaton	הרכבה	vonat	N;FEM;SG	N;ON+ESS;SG
הרכבת	vonat	הרכבה	vonat	N;FEM;SG	N;NOM;SG
הליגה	league	הליגה	leag		
לבן	fehér	לבן	fehér		
יו	hugh	יו	hugh		
מסע	utazás	מסע	utazás	N;MASC;SG	N;NOM;SG
מסע	utazási	מסע	utazási	N;MASC;SG	N;NOM;SG
מסע	utazás	מסע	utazás	N;MASC;SG	N;NOM;SG
בעיות	gondok	בעיה	gond	N;FEM;PL	N;NOM;PL
בעיות	problémák	בעיה	probléma	N;FEM;PL	N;NOM;PL
בעיות	problémákat	בעיה	probléma	N;FEM;PL	N;ACC;PL
בעיות	problémákkal	בעיה	probléma	N;FEM;PL	N;INS;PL
בעיות	problémák	בעיה	probléma	N;FEM;PL	N;NOM;PL
בעיות	kérdések	בעיה	kérdés	N;FEM;PL	N;NOM;PL
עברה	elköltözött	עבר	elköltözött	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
עברה	költözött	עבר	költözött	V;FEM;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
לידה	születés	לידה	születés	N;FEM;SG	N;NOM;SG
לידה	szülés	לידה	szülés	N;FEM;SG	N;NOM;SG
שעות	órákban	שעה	óra	N;FEM;PL	N;IN+ESS;PL
שעות	órák	שעה	óra	N;FEM;PL	N;NOM;PL
הצטרף	csatlakozott	הצטרף	csatlakozik	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
השאר	többi	השאר	többi		
השאר	pihenő	השאר	pihenő		
הקשר	összefüggés	הקשר	összefüggés	N;MASC;SG	N;NOM;SG
הקשר	összefüggésben	הקשר	összefüggés	N;MASC;SG	N;IN+ESS;SG
האוניברסיטה	egyetem	האוניברסיטה	egyetem	N;FEM;SG	N;NOM;SG
אמר	mondta	אמר	mond	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
הימים	napok	הימה	nap	N;MASC;PL	N;NOM;PL
הימים	napokban	הימה	nap	N;MASC;PL	N;IN+ESS;PL
הימים	napokat	הימה	nap	N;MASC;PL	N;ACC;PL
הימים	napokon	הימה	nap	N;MASC;PL	N;ON+ESS;PL
חדשות	hírek	חדשות	hír	N;FEM;PL	N;NOM;PL
סיפור	sztori	סיפור	sztori	N;MASC;SG	N;NOM;SG
סיפור	történet	סיפור	történet	N;MASC;SG	N;NOM;SG
סיפור	története	סיפור	történet	N;MASC;SG	N;NOM;SG
סיפור	mese	סיפור	mese	N;MASC;SG	N;NOM;SG
מיוחד	speciális	מיוחד	speciális	ADJ;MASC;SG	ADJ;NOM;SG
חינוך	oktatás	חינוך	oktatás	N;MASC;SG	N;NOM;SG
הצי	flotta	הצי	flotta	N;MASC;SG	N;NOM;SG
תרגום	fordítás	תרגום	fordítás	N;MASC;SG	N;NOM;SG
פרסם	közzétette	פרסם	közzétet	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
פרסם	kiküldött	פרסם	kiküldött	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
פרסם	közzétett	פרסם	közzétett	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
פרסם	hirdetni	פרסם	hirdet	V;MASC;SG;3;PST;ACT	V;NFIN;ACT
פרסם	közzétette	פרסם	közzétet	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
פרסם	publikált	פרסם	publikált	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
פרסם	közzétett	פרסם	közzétett	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
קרן	alapítvány	קרן	alapítvány	N;FEM;SG	N;NOM;SG
הסכם	megállapodás	הסכם	megállapodás	N;MASC;SG	N;NOM;SG
הסכם	szerződéssel	הסכם	szerződés	N;MASC;SG	N;INS;SG
חברים	barátokkal	חבר	barát	N;MASC;PL	N;INS;PL
חברים	barátok	חבר	barát	N;MASC;PL	N;NOM;PL
חברים	barátaim	חבר	barát	N;MASC;PL	N;NOM;PL
חברים	ismerősök	חבר	ismerős	N;MASC;PL	N;NOM;PL
מלא	full	מלא	full		
מלא	teljes	מלא	teljes		
גוף	test	גוף	test	N;MASC;SG	N;NOM;SG
גוף	testem	גוף	test	N;MASC;SG	N;NOM;SG
גוף	holttest	גוף	holttes	N;MASC;SG	N;NOM;SG
קול	cole	קול	cole		
מעמד	állapot	מעמד	állap	N;MASC;SG	N;NOM;SG
מעמד	státusz	מעמד	státusz	N;MASC;SG	N;NOM;SG
מעמד	óra	מעמד	óra	N;MASC;SG	N;NOM;SG
מעמד	osztály	מעמד	osztály	N;MASC;SG	N;NOM;SG
יהדות	judaizmus	יהדות	judaizmus	N;FEM;SG	N;NOM;SG
סופר	író	סופר	író	N;MASC;SG	N;NOM;SG
סופר	író	סופר	író	N;MASC;SG	N;NOM;SG
דוגמה	dogma	דוגמה	dogma	N;FEM;SG	N;NOM;SG
דוגמה	példa	דוגמה	példa	N;FEM;SG	N;NOM;SG
עץ	fát	עץ	fát	N;MASC;SG	N;ACC;SG
עץ	fája	עץ	fája	N;MASC;SG	N;NOM;SG
חזרה	vissza	None	vissza	ADV	ADV
הציבור	publikus	הציבור	publikus		
הרפובליקה	köztársaság	הרפובליקה	köztársaság	N;FEM;SG	N;NOM;SG
שחקנים	játékosok	שחקן	játékos	N;MASC;PL	N;NOM;PL
שחקנים	szereplők	שחקן	szereplő	N;MASC;PL	N;NOM;PL
שחקנים	szereplők	שחקן	szereplő	N;MASC;PL	N;NOM;PL
שחקנים	színészek	שחקן	színész	N;MASC;PL	N;NOM;PL
אירועים	események	אירוע	esemény	N;MASC;PL	N;NOM;PL
אירועים	rendezvények	אירוע	rendezvény	N;MASC;PL	N;NOM;PL
יחידות	egységek	יחידה	egység	N;FEM;PL	N;NOM;PL
אלף	ezer	אלף	ezer	NUM;MASC;SG	NUM;NOM;SG
מנהל	adminisztrátor	מנהל	adminisztrátor	N;MASC;SG	N;NOM;SG
מנהל	rendező	מנהל	rendező	N;MASC;SG	N;NOM;SG
מנהל	igazgató	מנהל	igazgató	N;MASC;SG	N;NOM;SG
מנהל	menedzser	מנהל	menedzser	N;MASC;SG	N;NOM;SG
מנהל	igazgató	מנהל	igazgató	N;MASC;SG	N;NOM;SG
מנהל	ügyvezető	מנהל	ügyvezető	N;MASC;SG	N;NOM;SG
מנהל	adminisztrátor	מנהל	adminisztrátor	N;MASC;SG	N;NOM;SG
מנהל	ügyvezető	מנהל	ügyvezető	N;MASC;SG	N;NOM;SG
מנהל	ügyintéző	מנהל	ügyintéző	N;MASC;SG	N;NOM;SG
מנהל	tisztviselő	מנהל	tisztviselő	N;MASC;SG	N;NOM;SG
מפה	térképet	מפה	térkép	N;FEM;SG	N;ACC;SG
בעיה	probléma	בעיה	probléma	N;FEM;SG	N;NOM;SG
דמויות	számadatok	דמות	számadat	N;FEM;PL	N;NOM;PL
דמויות	számok	דמות	szám	N;FEM;PL	N;NOM;PL
דמויות	figurák	דמות	figura	N;FEM;PL	N;NOM;PL
דמויות	karakterek	דמות	karakter	N;FEM;PL	N;NOM;PL
דמויות	szereplők	דמות	szereplő	N;FEM;PL	N;NOM;PL
דברים	dolgok	דבר	dolog	N;MASC;PL	N;NOM;PL
דברים	dolgokat	דבר	dolog	N;MASC;PL	N;ACC;PL
דברים	cuccok	דבר	cucc	N;MASC;PL	N;NOM;PL
להוסיף	hozzáadása	הוסיף	hozzáadás	V;NFIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
קטנה	kis	קטן	kis	ADJ;FEM;SG	ADJ;NOM;SG
קטנה	kis	קטן	kis	ADJ;FEM;SG	ADJ;NOM;SG
מוזיאון	múzeum	מוזיאון	múzeum	N;MASC;SG	N;NOM;SG
מוזיאון	múzeumi	מוזיאון	múzeumi	N;MASC;SG	N;NOM;SG
מוזיאון	múzeum	מוזיאון	múzeum	N;MASC;SG	N;NOM;SG
יחסי	kapcsolatok	יחסים	kapcsolat	N;PSSD;MASC;PL	N;NOM;PL
יכולת	képesség	יכולת	képesség	N;FEM;SG	N;NOM;SG
הגיעה	megérkezett	הגיע	meg+érkezik	V;FEM;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
רחוב	utca	רחוב	utca	N;MASC;SG	N;NOM;SG
גברים	hímek	גבר	hím	N;MASC;PL	N;NOM;PL
גברים	férfiak	גבר	férfi	N;MASC;PL	N;NOM;PL
גברים	emberek	גבר	ember	N;MASC;PL	N;NOM;PL
קבע	szett	קבע	szett	N;MASC;SG	N;NOM;SG
קבע	forgatás	קבע	forgatás	N;MASC;SG	N;NOM;SG
ההיסטוריה	történelme	ההיסטוריה	történelem	N;FEM;SG	N;NOM;SG
