年	ano	年	ano	N	N;MASC;SG
刪除	excluindo	刪除	excluir	V	V;V.MSDR
刪除	apagar	刪除	apagar	V	V;NFIN
刪除	apagando	刪除	apagar	V	V;V.MSDR
刪除	remova	刪除	removo	V	V;SBJV;SG;3;PRS;FIN
刪除	remover	刪除	remover	V	V;NFIN
刪除	eliminar	刪除	eliminar	V	V;NFIN
刪除	apagar	刪除	apagar	V	V;NFIN
刪除	excluir	刪除	excluir	V	V;NFIN
刪除	apaga	刪除	apagar	V	V;IND;SG;3;PRS;FIN
刪除	eliminar	刪除	eliminar	V	V;NFIN
群	grupo	群	grupo	N	N;MASC;SG
命名	nomear	命名	nomear	V	V;NFIN
服務	sirva	服務	servir	V	V;SBJV;SG;3;PRS;FIN
服務	servir	服務	servir	V	V;NFIN
服務	serve	服務	servir	V	V;IND;SG;3;PRS;FIN
服務	servi	服務	servir	V	V;FIN
服務	serve	服務	servir	V	V;IND;SG;3;PRS;FIN
機	maquinas	機	maquina	N	N;FEM;PL
機	máquina	機	máquina	N	N;FEM;SG
機	maquina	機	maquina	N	N;FEM;SG
任何	qualquer	任何	qualquer	DET	DET;FEM;SG
頁	páginas	頁	página	N	N;FEM;PL
條	tiras	條	tira	N	N;FEM;PL
兩	duas	兩	dois	NUM	NUM
兩	dois	兩	dois	NUM	NUM
著名	famosa	著名	famoso	ADJ	ADJ;FEM;SG
著名	famosas	著名	famoso	ADJ	ADJ;FEM;PL
著名	famoso	著名	famoso	ADJ	ADJ;MASC;SG
志	zhi	志	zhi	N	N;MASC;SG
志	chi	志	chi	N	N;MASC;SG
已經	já	已經	já	ADV	ADV
專輯	álbum	專輯	álbum	N	N;MASC;SG
專輯	album	專輯	album	N	N;MASC;SG
專輯	álbuns	專輯	álbum	N	N;MASC;PL
專輯	álbuns	專輯	álbum	N	N;MASC;PL
角色	carácter	角色	carácter	N	N;MASC;SG
角色	caractere	角色	caractere	N	N;MASC;SG
角色	personagem	角色	personagem	N	N;MASC;SG
角色	caracter	角色	caracter	N	N;MASC;SG
角色	caráter	角色	caráter	N	N;MASC;SG
角色	papel	角色	papel	N	N;MASC;SG
角色	caracteres	角色	caracter	N	N;MASC;PL
角色	carateres	角色	carater	N	N;MASC;PL
角色	personagens	角色	personagem	N	N;MASC;PL
角色	cargos	角色	cargo	N	N;MASC;PL
角色	papeis	角色	papel	N	N;MASC;PL
角色	funções	角色	função	N	N;FEM;PL
角色	papéis	角色	papel	N	N;MASC;PL
武	takeshi	武	takeshi	N	N;MASC;SG
成員	membro	成員	membro	N	N;MASC;SG
成員	sócios	成員	sócio	N	N;MASC;PL
成員	membros	成員	membro	N	N;MASC;PL
新聞	novidades	新聞	novidade	N	N;FEM;PL
新聞	noticias	新聞	noticia	N	N;FEM;PL
新聞	notícia	新聞	notícia	N	N;FEM;SG
新聞	notícias	新聞	notícia	N	N;FEM;PL
劇	drama	劇	drama	N	N;MASC;SG
劇	dramas	劇	drama	N	N;MASC;PL
女性	fêmeas	女性	fêmea	N	N;FEM;PL
女性	mulheres	女性	mulher	N	N;FEM;PL
女性	mulher	女性	mulher	N	N;FEM;SG
女性	fêmea	女性	fêmea	N	N;FEM;SG
女性	mulheres	女性	mulher	N	N;FEM;PL
高度	altitude	高度	altitude	N	N;FEM;SG
高度	altura	高度	altura	N	N;FEM;SG
說	dizer	說	dizer	V	V;NFIN
說	digam	說	dizer	V	V;SBJV;PL;3;PRS;FIN
說	diga	說	dizer	V	V;SBJV;SG;3;PRS;FIN
說	diz	說	dizer	V	V;IND;SG;3;PRS;FIN
男	macho	男	macho	N	N;MASC;SG
男	masculino	男	masculino	N	N;MASC;SG
合作	coopera	合作	cooperar	V	V;IND;SG;3;PRS;FIN
合作	cooperar	合作	cooperar	V	V;NFIN
門	portão	門	portão	N	N;MASC;SG
門	portal	門	portal	N	N;MASC;SG
門	gate	門	gate	N	N;MASC;SG
門	porta	門	porta	N	N;FEM;SG
門	portas	門	porta	N	N;FEM;PL
卷	rola	卷	rola	N	N;FEM;SG
卷	role	卷	role	N	N;MASC;SG
卷	roll	卷	roll	N	N;MASC;SG
卷	rolo	卷	rolo	N	N;MASC;SG
卷	rolos	卷	rolo	N	N;MASC;PL
卷	rola	卷	rola	N	N;FEM;SG
卷	rolls	卷	rolls	N	N;MASC;PL
位置	posição	位置	posição	N	N;FEM;SG
位置	localização	位置	localização	N	N;FEM;SG
活動	atividades	活動	atividade	N	N;FEM;PL
活動	actividades	活動	actividade	N	N;FEM;PL
活動	eventos	活動	evento	N	N;MASC;PL
活動	acontecimentos	活動	acontecimento	N	N;MASC;PL
活動	acontecimento	活動	acontecimento	N	N;MASC;SG
活動	evento	活動	evento	N	N;MASC;SG
活動	atividades	活動	atividade	N	N;FEM;PL
活動	atividade	活動	atividade	N	N;FEM;SG
活動	actividade	活動	actividade	N	N;FEM;SG
只	só	只	só	ADV	ADV
只	apenas	只	apenas	ADV	ADV
只	somente	只	somente	ADV	ADV
只	unicamente	只	unicamente	ADV	ADV
歷史	historia	歷史	historia	N	N;FEM;SG
歷史	história	歷史	história	N	N;FEM;SG
歌曲	músicas	歌曲	música	N	N;FEM;PL
歌曲	canções	歌曲	canção	N	N;FEM;PL
歌曲	songs	歌曲	song	N	N;MASC;SG
歌曲	canção	歌曲	canção	N	N;FEM;SG
歌曲	song	歌曲	song	N	N;MASC;SG
點	pontos	點	ponto	N	N;MASC;PL
點	ponto	點	ponto	N	N;MASC;SG
點	dot	點	dot	N	N;MASC;SG
點	ponto	點	ponto	N	N;MASC;SG
點	point	點	point	N	N;MASC;SG
植物	plantas	植物	planta	N	N;FEM;PL
植物	usinas	植物	usina	N	N;FEM;PL
植物	planta	植物	planta	N	N;FEM;SG
植物	plant	植物	plant	N	N;MASC;SG
植物	usina	植物	usina	N	N;FEM;SG
封	foca	封	focar	V	V;IND;SG;3;PRS;FIN
皮	couros	皮	couro	N	N;MASC;PL
皮	couro	皮	couro	N	N;MASC;SG
非常	muito	非常	muito	ADV	ADV
通常	geralmente	通常	geralmente	ADV	ADV
通常	normalmente	通常	normalmente	ADV	ADV
通常	habitualmente	通常	habitualmente	ADV	ADV
通常	usualmente	通常	usualmente	ADV	ADV
通常	normalmente	通常	normalmente	ADV	ADV
形成	formando	形成	formar	V	V;V.MSDR
比賽	game	比賽	game	N	N;MASC;SG
比賽	jogo	比賽	jogo	N	N;MASC;SG
比賽	raça	比賽	raça	N	N;FEM;SG
比賽	corrida	比賽	corrida	N	N;FEM;SG
比賽	race	比賽	race	N	N;MASC;SG
比賽	concurso	比賽	concurso	N	N;MASC;SG
比賽	competição	比賽	competição	N	N;FEM;SG
聯賽	league	聯賽	leagar	N	N;MASC;SG
聯賽	liga	聯賽	liga	N	N;FEM;SG
學校	escolas	學校	escola	N	N;FEM;PL
學校	escola	學校	escola	N	N;FEM;SG
完全	totalmente	完全	totalmente	ADV	ADV
完全	completamente	完全	completamente	ADV	ADV
完全	totalmente	完全	totalmente	ADV	ADV
完全	completamente	完全	completamente	ADV	ADV
信	cartas	信	carta	N	N;FEM;PL
信	letras	信	letra	N	N;FEM;PL
信	letra	信	letra	N	N;FEM;SG
信	carta	信	carta	N	N;FEM;SG
期間	periodo	期間	periodo	N	N;MASC;SG
期間	período	期間	período	N	N;MASC;SG
接受	aceitos	接受	aceito	V	V;MASC;PL;V.PTCP
接受	aceites	接受	aceite	V	V;MASC;PL;V.PTCP
接受	aceitado	接受	aceitar	V	V;MASC;SG;V.PTCP
接受	aceita	接受	aceitar	V	V;IND;SG;3;PRS;FIN
接受	aceito	接受	aceitar	V	V;MASC;SG;V.PTCP
接受	aceitamos	接受	aceitar	V	V;IND;PL;1;PRS;FIN
接受	aceito	接受	aceitar	V	V;MASC;SG;V.PTCP
接受	aceitar	接受	aceitar	V	V;NFIN
接受	aceita	接受	aceitar	V	V;IND;SG;3;PRS;FIN
書	livro	書	livro	N	N;MASC;SG
書	livros	書	livro	N	N;MASC;PL
書	livros	書	livro	N	N;MASC;PL
交通	transportes	交通	transporte	N	N;MASC;PL
交通	transporte	交通	transporte	N	N;MASC;SG
交通	trânsito	交通	trânsito	N	N;MASC;SG
交通	tráfego	交通	tráfego	N	N;MASC;SG
交通	transportes	交通	transporte	N	N;MASC;PL
交通	transporte	交通	transporte	N	N;MASC;SG
木	madeiras	木	madeira	N	N;FEM;PL
木	madeira	木	madeira	N	N;FEM;SG
討論	discuta	討論	discuta	V	V;SBJV;SG;3;PRS;FIN
討論	discutir	討論	discutir	V	V;NFIN
討論	discute	討論	discutir	V	V;IND;SG;3;PRS;FIN
故事	story	故事	story	N	N;MASC;SG
故事	história	故事	história	N	N;FEM;SG
故事	histórias	故事	história	N	N;FEM;PL
直接	diretamente	直接	diretamente	ADV	ADV
直接	directamente	直接	directamente	ADV	ADV
參與	participando	參與	participar	V	V;V.MSDR
參與	participar	參與	participar	V	V;NFIN
湖	lago	湖	lago	N	N;MASC;SG
保留	reservada	保留	reservar	V	V;FEM;SG;V.PTCP
保留	reservadas	保留	reservar	V	V;FEM;PL;V.PTCP
保留	reservados	保留	reservar	V	V;MASC;PL;V.PTCP
保留	reservado	保留	reservar	V	V;MASC;SG;V.PTCP
手	mão	手	mão	N	N;FEM;SG
手	hand	手	hand	N	N;MASC;SG
手	mãos	手	mão	N	N;FEM;PL
心	heart	心	heart	N	N;MASC;SG
心	coração	心	coração	N	N;MASC;SG
心	corações	心	coração	N	N;FEM;PL
心	copas	心	copa	N	N;FEM;PL
心	hearts	心	heart	N	N;MASC;SG
巴士	autocarro	巴士	autocarro	N	N;MASC;SG
巴士	ônibus	巴士	ônibus	N	N;MASC;SG
巴士	autocarros	巴士	autocarro	N	N;MASC;PL
巴士	autocarros	巴士	autocarro	N	N;MASC;PL
巴士	ônibus	巴士	ônibus	N	N;MASC;SG
播放	jogar	播放	jogar	V	V;NFIN
播放	joga	播放	jogar	V	V;IND;SG;3;PRS;FIN
播放	jogue	播放	joguar	V	V;SBJV;SG;3;PRS;FIN
播放	reproduzir	播放	reproduzir	V	V;NFIN
播放	joga	播放	jogar	V	V;IND;SG;3;PRS;FIN
播放	jogar	播放	jogar	V	V;NFIN
播放	tocando	播放	tocar	V	V;V.MSDR
播放	jogando	播放	jogar	V	V;V.MSDR
播放	brincando	播放	brincar	V	V;V.MSDR
音	tons	音	tom	N	N;MASC;PL
音	tone	音	tone	N	N;MASC;SG
增加	aumente	增加	aumente	V	V;SBJV;SG;3;PRS;FIN
增加	aumentem	增加	aumentar	V	V;SBJV;PL;3;PRS;FIN
增加	aumentar	增加	aumentar	V	V;NFIN
增加	aumenta	增加	aumentar	V	V;IND;SG;3;PRS;FIN
增加	aumentar	增加	aumentar	V	V;NFIN
增加	aumentando	增加	aumentar	V	V;V.MSDR
增加	aumenta	增加	aumentar	V	V;IND;SG;3;PRS;FIN
增加	aumentado	增加	aumentar	V	V;MASC;SG;V.PTCP
增加	aumentados	增加	aumentar	V	V;MASC;PL;V.PTCP
增加	aumentou	增加	aumentar	V	V;IND;SG;3;PST;FIN
增加	aumentada	增加	aumentar	V	V;FEM;SG;V.PTCP
角	canto	角	canto	N	N;MASC;SG
角	cantinho	角	cantinho	N	N;MASC;SG
角	cantos	角	canto	N	N;MASC;PL
角	recanto	角	recanto	N	N;MASC;SG
角	esquina	角	esquina	N	N;FEM;SG
角	angle	角	angle	N	N;MASC;SG
角	ângulo	角	ângulo	N	N;MASC;SG
角	angulares	角	angular	N	N;MASC;PL
角	cape	角	cape	N	N;MASC;SG
角	cabo	角	cabo	N	N;MASC;SG
角	capa	角	capa	N	N;FEM;SG
角	ponto	角	ponto	N	N;MASC;SG
角	point	角	point	N	N;MASC;SG
天文	observatórios	天文	observatório	N	N;MASC;PL
天文	observatório	天文	observatório	N	N;MASC;SG
這些	estes	這些	este	DET	DET;MASC;PL
這些	esses	這些	esse	DET	DET;MASC;PL
太	também	太	também	ADV	ADV
太	demais	太	demais	ADV	ADV
歌	músicas	歌	música	N	N;FEM;PL
歌	canções	歌	canção	N	N;FEM;PL
歌	songs	歌	song	N	N;MASC;SG
歌	canção	歌	canção	N	N;FEM;SG
歌	song	歌	song	N	N;MASC;SG
圖	diagrama	圖	diagrama	N	N;MASC;SG
圖	gráfico	圖	gráfico	N	N;MASC;SG
圖	grafo	圖	grafo	N	N;MASC;SG
圖	tabela	圖	tabela	N	N;FEM;SG
圖	gráfico	圖	gráfico	N	N;MASC;SG
圖	figura	圖	figura	N	N;FEM;SG
圖	figure	圖	figure	N	N;MASC;SG
投票	vote	投票	vote	V	V;SBJV;SG;3;PRS;FIN
投票	votem	投票	votar	V	V;SBJV;PL;3;PRS;FIN
投票	votar	投票	votar	V	V;NFIN
投票	votando	投票	votar	V	V;V.MSDR
投票	votar	投票	votar	V	V;NFIN
灣	angra	灣	angra	N	N;MASC;SG
灣	enseada	灣	enseada	N	N;FEM;SG
灣	enseada	灣	enseada	N	N;FEM;SG
灣	cove	灣	cover	N	N;MASC;SG
灣	baia	灣	baia	N	N;FEM;SG
灣	baía	灣	baía	N	N;FEM;SG
灣	bay	灣	bay	N	N;FEM;SG
民主	democracia	民主	democracia	N	N;FEM;SG
寺	temple	寺	temple	N	N;MASC;SG
寺	templo	寺	templo	N	N;MASC;SG
參加	comparecer	參加	comparecer	V	V;NFIN
參加	participando	參加	participar	V	V;V.MSDR
參加	participar	參加	participar	V	V;NFIN
戰	battle	戰	battle	N	N;MASC;SG
戰	batalha	戰	batalha	N	N;FEM;SG
戰	guerra	戰	guerra	N	N;FEM;SG
戰	war	戰	war	N	N;MASC;SG
戰	guerras	戰	guerra	N	N;FEM;PL
電視	televisão	電視	televisão	N	N;FEM;SG
七	sete	七	sete	NUM	NUM
口	boquinha	口	boquinha	N	N;FEM;SG
口	mouth	口	mouth	N	N;MASC;SG
口	boca	口	boca	N	N;FEM;SG
口	foz	口	foz	N	N;FEM;SG
口	bocas	口	boca	N	N;FEM;PL
委員	comissão	委員	comissão	N	N;FEM;SG
編輯	edit	編輯	edit	N	N;MASC;SG
編輯	edição	編輯	edição	N	N;FEM;SG
編輯	editor	編輯	editor	N	N;MASC;SG
編輯	editora	編輯	editora	N	N;FEM;SG
資料	data	資料	data	N	N;FEM;SG
資料	dados	資料	dado	N	N;MASC;PL
青	ching	青	ching	N	N;MASC;SG
青	tsing	青	tsing	N	N;MASC;SG
路線	rotas	路線	roto	N	N;FEM;PL
路線	itinerários	路線	itinerário	N	N;MASC;PL
路線	percursos	路線	percurso	N	N;MASC;PL
路線	rota	路線	rota	N	N;FEM;SG
路線	percurso	路線	percurso	N	N;MASC;SG
年度	ano	年度	ano	N	N;MASC;SG
附近	imediações	附近	imediação	N	N;FEM;PL
歌手	cantoras	歌手	cantora	N	N;FEM;PL
歌手	cantores	歌手	cantor	N	N;MASC;PL
歌手	cantora	歌手	cantora	N	N;FEM;SG
歌手	singer	歌手	singer	N	N;MASC;SG
歌手	cantor	歌手	cantor	N	N;MASC;SG
店	loja	店	loja	N	N;FEM;SG
店	loja	店	loja	N	N;FEM;SG
二十	vinte	二十	vinte	NUM	NUM
組織	organização	組織	organização	N	N;FEM;SG
組織	organização	組織	organização	N	N;FEM;SG
組織	tecidos	組織	tecido	N	N;MASC;PL
組織	tecido	組織	tecido	N	N;MASC;SG
組織	divisão	組織	divisão	N	N;FEM;SG
分類	classificações	分類	classificação	N	N;FEM;PL
分類	classificação	分類	classificação	N	N;FEM;SG
教授	professor	教授	professor	N	N;MASC;SG
教授	professora	教授	professora	N	N;FEM;SG
盃	xícara	盃	xícara	N	N;FEM;SG
盃	copa	盃	copa	N	N;FEM;SG
盃	taça	盃	taça	N	N;FEM;SG
盃	chávena	盃	cháveno	N	N;FEM;SG
盃	copo	盃	copo	N	N;MASC;SG
八	oito	八	oito	NUM	NUM
文字	texto	文字	texto	N	N;MASC;SG
民族	etnia	民族	etniar	N	N;FEM;SG
民族	nacionalidades	民族	nacionalidade	N	N;FEM;PL
主席	presidente	主席	presidente	N	N;MASC;SG
主席	presidente	主席	presidente	N	N;MASC;SG
文物	artefatos	文物	artefato	N	N;MASC;PL
文物	artefactos	文物	artefacto	N	N;MASC;PL
文物	antiguidades	文物	antiguidade	N	N;FEM;PL
文物	relíquias	文物	relíquia	N	N;FEM;PL
女子	mulher	女子	mulher	N	N;FEM;SG
選	palheta	選	palheta	N	N;FEM;SG
選	picareta	選	picareta	N	N;FEM;SG
選	pick	選	pick	N	N;MASC;SG
世紀	século	世紀	século	N	N;MASC;SG
世紀	century	世紀	century	N	N;MASC;SG
票	passagens	票	passagem	N	N;FEM;PL
票	ingressos	票	ingresso	N	N;MASC;PL
票	bilhetes	票	bilhete	N	N;MASC;PL
票	ingresso	票	ingresso	N	N;MASC;SG
票	bilhete	票	bilhete	N	N;MASC;SG
動畫	anime	動畫	anime	N	N;MASC;SG
動畫	animes	動畫	anime	N	N;MASC;PL
打	lute	打	lute	V	V;SBJV;SG;3;PRS;FIN
關係	relações	關係	relação	N	N;FEM;PL
關係	relacionamentos	關係	relacionamento	N	N;MASC;PL
關係	relação	關係	relação	N	N;FEM;SG
關係	relações	關係	relação	N	N;FEM;PL
關係	relacionamentos	關係	relacionamento	N	N;MASC;PL
關係	relacionamento	關係	relacionamento	N	N;MASC;SG
關係	relação	關係	relação	N	N;FEM;SG
能力	competências	能力	competência	N	N;FEM;PL
能力	capacidade	能力	capacidade	N	N;FEM;SG
能力	habilidade	能力	habilidade	N	N;FEM;SG
能力	capacidade	能力	capacidade	N	N;FEM;SG
能力	capacidades	能力	capacidade	N	N;FEM;PL
能力	capacidade	能力	capacidade	N	N;FEM;SG
網站	website	網站	websitir	N	N;MASC;SG
網站	site	網站	site	N	N;MASC;SG
網站	sítio	網站	sítio	N	N;MASC;SG
網站	site	網站	site	N	N;MASC;SG
網站	sites	網站	site	N	N;MASC;PL
網站	websites	網站	website	N	N;MASC;PL
模板	modelos	模板	modelo	N	N;MASC;PL
模板	modelo	模板	modelo	N	N;MASC;SG
頭	head	頭	head	N	N;MASC;SG
頭	cabeça	頭	cabeça	N	N;FEM;SG
頭	cabeças	頭	cabeça	N	N;FEM;PL
個人	personal	個人	personal	N	N;MASC;SG
個人	pessoal	個人	pessoal	N	N;MASC;SG
個人	indivíduo	個人	indivíduo	N	N;MASC;SG
擁有	possuir	擁有	possuir	V	V;NFIN
學生	alunos	學生	aluno	N	N;MASC;PL
學生	estudantes	學生	estudante	N	N;MASC;PL
學生	aluno	學生	aluno	N	N;MASC;SG
學生	aluna	學生	aluna	N	N;FEM;SG
學生	estudante	學生	estudante	N	N;MASC;SG
學生	student	學生	student	N	N;MASC;SG
鎮	vila	鎮	vila	N	N;FEM;SG
鎮	cidade	鎮	cidade	N	N;FEM;SG
南部	sulistas	南部	sulista	N	N;MASC;PL
南部	sul	南部	sul	N	N;MASC;SG
南部	southern	南部	southern	N	N;MASC;SG
南部	sul	南部	sul	N	N;MASC;SG
南部	south	南部	south	N	N;MASC;SG
語言	linguas	語言	lingua	N	N;FEM;PL
語言	idiomas	語言	idiomo	N	N;MASC;PL
語言	línguas	語言	língua	N	N;FEM;PL
語言	língua	語言	língua	N	N;FEM;SG
語言	idioma	語言	idioma	N	N;MASC;SG
語言	linguagem	語言	linguagem	N	N;FEM;SG
模式	modos	模式	modo	N	N;MASC;PL
模式	padrão	模式	padrão	N	N;MASC;SG
模式	padrões	模式	padrão	N	N;MASC;PL
模式	mode	模式	mode	N	N;MASC;SG
模式	modalidade	模式	modalidade	N	N;FEM;SG
模式	modo	模式	modo	N	N;MASC;SG
相關	relacionados	相關	relacionar	V	V;MASC;PL;V.PTCP
相關	relacionada	相關	relacionar	V	V;FEM;SG;V.PTCP
相關	relacionadas	相關	relacionar	V	V;FEM;PL;V.PTCP
相關	relacionado	相關	relacionar	V	V;MASC;SG;V.PTCP
決定	decide	決定	decidir	V	V;IND;SG;3;PRS;FIN
方向	direcções	方向	direcção	N	N;FEM;PL
方向	direções	方向	direção	N	N;FEM;PL
方向	indicações	方向	indicação	N	N;FEM;PL
方向	direção	方向	direção	N	N;FEM;SG
方向	direcção	方向	direcção	N	N;FEM;SG
方向	orientação	方向	orientação	N	N;FEM;SG
方法	metodologias	方法	metodologia	N	N;FEM;PL
方法	método	方法	método	N	N;MASC;SG
方法	métodos	方法	método	N	N;MASC;PL
影響	influencia	影響	influencia	V	V;IND;SG;3;PRS;FIN
影響	influenciar	影響	influenciar	V	V;NFIN
屬	pertencia	屬	pertencer	V	V;IND;SG;3;IPFV;FIN
屬	pertencesse	屬	pertencer	V	V;SBJV;SG;3;IPFV;FIN
屬	pertenceu	屬	pertencer	V	V;IND;SG;3;PST;FIN
屬	pertenciam	屬	pertencer	V	V;IND;PL;3;IPFV;FIN
死	morta	死	morto	N	N;FEM;SG
死	mortos	死	morto	N	N;MASC;PL
死	dead	死	dead	N	N;MASC;SG
見	veja	見	ver	V	V;SBJV;SG;3;PRS;FIN
見	vê	見	ver	V	V;IND;SG;3;PRS;FIN
見	ver	見	ver	V	V;NFIN
只	só	只	só	ADV	ADV
只	apenas	只	apenas	ADV	ADV
結束	terminar	結束	terminar	V	V;NFIN
提名	nomeados	提名	nomear	V	V;MASC;PL;V.PTCP
提名	indicado	提名	indicar	V	V;MASC;SG;V.PTCP
提名	nomeado	提名	nomear	V	V;MASC;SG;V.PTCP
提名	nomeada	提名	nomear	V	V;FEM;SG;V.PTCP
保護	proteger	保護	proteger	V	V;NFIN
保護	protegendo	保護	proteger	V	V;V.MSDR
保護	proteja	保護	protejar	V	V;SBJV;SG;3;PRS;FIN
保護	protejam	保護	protejar	V	V;SBJV;PL;3;PRS;FIN
保護	proteger	保護	proteger	V	V;NFIN
保護	protege	保護	proteger	V	V;IND;SG;3;PRS;FIN
保護	protegida	保護	protegido	V	V;FEM;SG;V.PTCP
保護	protegidas	保護	proteger	V	V;FEM;PL;V.PTCP
保護	protegidos	保護	proteger	V	V;MASC;PL;V.PTCP
保護	protegido	保護	proteger	V	V;MASC;SG;V.PTCP
加上	adicione	加上	adicionar	V	V;SBJV;SG;3;PRS;FIN
加上	adiciona	加上	adicionar	V	V;IND;SG;3;PRS;FIN
加上	adicionar	加上	adicionar	V	V;NFIN
獨立	indie	獨立	indiar	N	N;MASC;SG
獨立	independent	獨立	independent	N	N;MASC;SG
獨立	independentes	獨立	independente	N	N;MASC;PL
獨立	independência	獨立	independência	N	N;FEM;SG
獨立	independence	獨立	independence	N	N;MASC;SG
包含	contém	包含	conter	V	V;IND;SG;3;PRS;FIN
社會	society	社會	society	N	N;MASC;SG
社會	sociedade	社會	sociedade	N	N;FEM;SG
社會	sociedades	社會	sociedade	N	N;FEM;PL
兩	duas	兩	dois	NUM	NUM
兩	dois	兩	dois	NUM	NUM
公尺	contadores	公尺	contador	N	N;MASC;PL
公尺	metros	公尺	metro	N	N;MASC;PL
公尺	medidores	公尺	medidor	N	N;MASC;PL
公尺	medidor	公尺	medidor	N	N;MASC;SG
公尺	contador	公尺	contador	N	N;MASC;SG
公尺	métrica	公尺	métrico	N	N;FEM;SG
公尺	metros	公尺	metro	N	N;MASC;PL
還	igualmente	還	igualmente	ADV	ADV
還	também	還	também	ADV	ADV
鐵路	ferroviário	鐵路	ferroviário	N	N;MASC;SG
鐵路	carril	鐵路	carril	N	N;MASC;SG
鐵路	ferrovia	鐵路	ferrovia	N	N;FEM;SG
鐵路	ferroviária	鐵路	ferroviário	N	N;FEM;SG
鐵路	ferrovias	鐵路	ferrovia	N	N;FEM;PL
鐵路	ferrovia	鐵路	ferrovia	N	N;FEM;SG
鐵路	ferrovias	鐵路	ferrovia	N	N;FEM;PL
居民	residentes	居民	residente	N	N;MASC;PL
居民	moradores	居民	morador	N	N;MASC;PL
功能	função	功能	função	N	N;FEM;SG
功能	funções	功能	função	N	N;FEM;PL
功能	características	功能	característica	N	N;FEM;PL
功能	funcionalidades	功能	funcionalidade	N	N;FEM;PL
功能	funcionais	功能	funcional	N	N;MASC;PL
功能	característica	功能	característica	N	N;FEM;SG
功能	funcionalidade	功能	funcionalidade	N	N;FEM;SG
功能	funcionalidades	功能	funcionalidade	N	N;FEM;PL
功能	funcionalidade	功能	funcionalidade	N	N;FEM;SG
聯盟	union	聯盟	union	N	N;MASC;SG
聯盟	união	聯盟	união	N	N;FEM;SG
聯盟	league	聯盟	leagar	N	N;MASC;SG
聯盟	liga	聯盟	liga	N	N;FEM;SG
聯盟	aliança	聯盟	aliança	N	N;FEM;SG
聯盟	alliance	聯盟	alliance	N	N;MASC;SG
聯盟	alianças	聯盟	aliança	N	N;FEM;PL
聯盟	coligação	聯盟	coligação	N	N;FEM;SG
聯盟	coalizão	聯盟	coalizão	N	N;FEM;SG
利用	usar	利用	usar	V	V;NFIN
利用	use	利用	usar	V	V;SBJV;SG;3;PRS;FIN
利用	utilizar	利用	utilizar	V	V;NFIN
再次	novamente	再次	novamente	ADV	ADV
網	web	網	web	N	N;MASC;SG
網	teia	網	ter	N	N;FEM;SG
網	network	網	network	N	N;MASC;SG
網	rede	網	rede	N	N;FEM;SG
網	net	網	net	N	N;FEM;SG
網	líquidos	網	líquido	N	N;MASC;PL
網	rede	網	rede	N	N;FEM;SG
量	quantidades	量	quantidade	N	N;FEM;PL
量	quantidade	量	quantidade	N	N;FEM;SG
演員	gesso	演員	gesso	N	N;MASC;SG
演員	elenco	演員	elenco	N	N;MASC;SG
演員	actores	演員	actor	N	N;MASC;PL
演員	atores	演員	ator	N	N;MASC;PL
演員	atriz	演員	atriz	N	N;FEM;SG
演員	actriz	演員	actriz	N	N;FEM;SG
演員	ator	演員	ator	N	N;MASC;SG
演員	actor	演員	actor	N	N;MASC;SG
全球	globo	全球	globo	N	N;MASC;SG
全球	globe	全球	globe	N	N;MASC;SG
全部	todas	全部	todo	DET	DET;FEM;PL
北部	norte	北部	norte	N	N;MASC;SG
北部	north	北部	north	N	N;MASC;SG
北部	norte	北部	norte	N	N;MASC;SG
北部	northern	北部	northern	N	N;MASC;SG
運動	desporto	運動	desporto	N	N;MASC;SG
運動	esportes	運動	esporte	N	N;MASC;PL
運動	desportos	運動	desporto	N	N;MASC;PL
運動	moção	運動	moção	N	N;FEM;SG
運動	motion	運動	motion	N	N;MASC;SG
運動	movimento	運動	movimento	N	N;MASC;SG
運動	desporto	運動	desporto	N	N;MASC;SG
運動	esporte	運動	esporte	N	N;MASC;SG
運動	movimentação	運動	movimentação	N	N;FEM;SG
運動	movimentos	運動	movimento	N	N;MASC;PL
運動	movimento	運動	movimento	N	N;MASC;SG
草	capim	草	capim	N	N;MASC;SG
草	grama	草	grama	N	N;FEM;SG
草	erva	草	ervar	N	N;FEM;SG
草	relva	草	relva	N	N;FEM;SG
名字	nome	名字	nome	N	N;MASC;SG
戰爭	guerra	戰爭	guerra	N	N;FEM;SG
戰爭	war	戰爭	war	N	N;MASC;SG
戰爭	guerras	戰爭	guerra	N	N;FEM;PL
戰爭	wars	戰爭	war	N	N;MASC;SG
戰爭	guerras	戰爭	guerra	N	N;FEM;PL
溪	creek	溪	creek	N	N;MASC;SG
溪	riacho	溪	riacho	N	N;MASC;SG
紅	vermelhas	紅	vermelho	N	N;FEM;PL
紅	vermelha	紅	vermelho	N	N;FEM;SG
紅	vermelho	紅	vermelho	N	N;MASC;SG
紅	vermelhos	紅	vermelho	N	N;MASC;PL
紅	red	紅	red	N	N;MASC;SG
唱片	registro	唱片	registro	N	N;MASC;SG
唱片	recorde	唱片	recorde	N	N;MASC;SG
唱片	record	唱片	record	N	N;FEM;SG
安全	seguros	安全	seguro	N	N;MASC;PL
安全	cofre	安全	cofrer	N	N;MASC;SG
安全	seguro	安全	seguro	N	N;MASC;SG
安全	seguro	安全	seguro	N	N;MASC;SG
學院	academy	學院	academy	N	N;MASC;SG
