撤消	ανακαλέσει	撤消	ανακαλώ	V	V;PFV;IND;SG;3;FIN;ACT
後果	επιπτώσεις	後果	επίπτωση	N	N;NOM;FEM;PL
後果	συνέπειες	後果	συνέπεια	N	N;NOM;FEM;PL
薪資	μισθός	薪資	μισθός	N	N;NOM;MASC;SG
薪資	μισθό	薪資	μισθός	N	N;NOM;NEUT;SG
薪資	μισθοί	薪資	μισθός	N	N;NOM;MASC;PL
薪資	μισθούς	薪資	μισθός	N	N;NOM;MASC;PL
大	γενναιόδωρη	大	γενναιόδωρος	ADJ	ADJ;NOM;FEM;SG
大	γενναιόδωρος	大	γενναιόδωρος	ADJ	ADJ;NOM;MASC;SG
大	γενναιόδωρο	大	γενναιόδωρος	ADJ	ADJ;NOM;NEUT;SG
元老	γερουσία	元老	γερουσία	N	N;NOM;FEM;SG
天真	αφελές	天真	αφελός	ADJ	ADJ;NOM;NEUT;SG
天真	αφελής	天真	αφελής	ADJ	ADJ;NOM;MASC;SG
配方	τύπος	配方	τύπος	N	N;NOM;MASC;SG
配方	φόρμουλα	配方	φόρμουλος	N	N;NOM;MASC;SG
硬度	σκληρότητα	硬度	σκληρότητα	N	N;ACC;FEM;SG
考官	εξεταστή	考官	εξεταστής	N	N
合法	νομιμοποιηθεί	合法	νομιμοποιώ	V	V;PFV;NFIN;PASS
墜	μενταγιόν	墜	μενταγιόν	N	N;NOM;NEUT;SG
極少	σπανίως	極少	σπανίως	ADV	ADV
極少	σπάνια	極少	σπάνια	ADV	ADV
流體	υγρό	流體	υγρό	N	N;NOM;NEUT;SG
流體	υγρά	流體	υγρά	N	N;NOM;NEUT;PL
素質	ποιότητας	素質	ποιότητα	N	N;GEN;FEM;SG
素質	ποιότητα	素質	ποιότητα	N	N;ACC;FEM;SG
伯父	θείος	伯父	θείος	N	N;NOM;MASC;SG
突變	μεταλλαγμένο	突變	μεταλλαγμένος	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
突變	μεταλλαγμένος	突變	μεταλλαγμένος	V	V;PFV;NOM;MASC;SG;V.PTCP;PASS
突變	μεταλλαγμένο	突變	μεταλλαγμένος	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
突變	μεταλλάσσεται	突變	μεταλλάσσω	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
模具	μούχλα	模具	μούχλα	N	N;NOM;FEM;SG
模具	καλούπι	模具	καλώ	N	N;NOM;NEUT;SG
模具	καλούπια	模具	καλούπιο	N	N;NOM;NEUT;PL
模具	μήτρες	模具	μήτρα	N	N;NOM;FEM;PL
模具	μούχλα	模具	μούχλα	N	N;NOM;FEM;SG
模具	καλούπι	模具	καλώ	N	N;NOM;NEUT;SG
模具	καλούπια	模具	καλούπιο	N	N;NOM;NEUT;PL
椅子	καρέκλες	椅子	καρέκλος	N	N;NOM;FEM;PL
椅子	πολυθρόνα	椅子	πολυθρόνω	N	N;NOM;FEM;SG
椅子	καρέκλα	椅子	καρέκλος	N	N;NOM;FEM;SG
慾望	πόθος	慾望	πόθος	N	N;NOM;MASC;SG
慾望	επιθυμία	慾望	επιθυμία	N	N;ACC;FEM;SG
慾望	λαγνεία	慾望	λαγνεία	N	N;NOM;FEM;SG
慾望	πόθος	慾望	πόθος	N	N;NOM;MASC;SG
慾望	πόθο	慾望	πόθο	N	N;ACC;MASC;SG
慾望	επιθυμίες	慾望	επιθυμία	N	N;NOM;FEM;PL
插座	υποδοχή	插座	υποδοχή	N	N;NOM;FEM;SG
插座	υποδοχές	插座	υποδοχή	N	N;NOM;FEM;PL
聖徒	αγίων	聖徒	άγιος	N	N;GEN;NEUT;PL
愛好	χόμπι	愛好	χόμπι	N	N;NOM;NEUT;SG
愛好	χόμπυ	愛好	χόμπυ	N	N;NOM;NEUT;SG
愛好	χόμπι	愛好	χόμπι	N	N;NOM;NEUT;SG
愛好	χόμπυ	愛好	χόμπυ	N	N;NOM;NEUT;SG
肥胖	παχυσαρκία	肥胖	παχυσαρκία	N	N;NOM;FEM;SG
墜落	πέφτω	墜落	πέφτω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
墜落	πέφτοντας	墜落	πέφτω	V	V;IPFV;V.CVB;ACT
菊花	νταίζη	菊花	νταίζη	N	N;NOM;FEM;SG
募款	έρανος	募款	έρανος	N	N;NOM;MASC;SG
募款	έρανο	募款	έρανο	N	N;NOM;NEUT;SG
募款	έρανο	募款	έρανο	N	N;NOM;NEUT;SG
駭客	χάκερ	駭客	χάκερ	N	N;NOM;MASC;SG
駭客	χάκερ	駭客	χάκερ	N	N;NOM;MASC;SG
病房	πτέρυγα	病房	πτέρυγα	N	N;NOM;FEM;SG
病房	πτέρυγες	病房	πτέρυγας	N	N;NOM;FEM;PL
頭條	επικεφαλίδα	頭條	επικεφαλίδα	N	N;NOM;FEM;SG
寫信	γράψω	寫信	γράψω	V	V;PFV;IND;SG;1;FIN;ACT
寫信	γράψτε	寫信	γράψτε	V	V;PFV;IMP;PL;2;FIN;ACT
寫信	γράψε	寫信	γράφω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
彈珠	μπίλιες	彈珠	μπίλια	N	N;NOM;FEM;PL
彈珠	μάρμαρο	彈珠	μάρμαρο	N	N;NOM;NEUT;SG
乙烯	αιθυλενίου	乙烯	αιθυλένιος	N	N;NOM;NEUT;SG
乙烯	βινυλίου	乙烯	βινύλιο	N	N;GEN;NEUT;SG
鈉	νάτριο	鈉	νάτριος	N	N;NOM;NEUT;SG
鈉	νατρίου	鈉	νάτριος	N	N;GEN;NEUT;SG
硒	σεληνίου	硒	σελήνιος	N	N;GEN;NEUT;SG
傷心	θλιβερό	傷心	θλιβερός	N	N;NOM;NEUT;SG
衣物	ρούχα	衣物	ρούχα	N	N;NOM;NEUT;PL
衣物	ενδύματα	衣物	ένδυμα	N	N;NOM;NEUT;PL
衣物	ένδυση	衣物	ένδυση	N	N;NOM;FEM;SG
衣物	ρούχα	衣物	ρούχα	N	N;NOM;NEUT;PL
扶手	κιγκλίδωμα	扶手	κιγκλίδωμα	N	N;NOM;NEUT;SG
甘露	μάννα	甘露	μάννας	N	N;NOM;FEM;SG
甘露	νέκταρ	甘露	νέκταρ	N	N;NOM;NEUT;SG
今夜	απόψε	今夜	απόψε	N	N;ACC;FEM;SG
今夜	αποψε	今夜	απόψα	N	N;NOM;FEM;SG
敦促	προτρέποντας	敦促	προτρέπω	V	V;IPFV;V.CVB;ACT
敦促	προτρέπει	敦促	προτρέπω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
固態	συμπαγής	固態	συμπαγή	N	N;NOM;MASC;SG
固態	στερεό	固態	στερεό	N	N;NOM;NEUT;SG
固態	συμπαγές	固態	συμπαγή	N	N;NOM;NEUT;SG
染料	βαφής	染料	βαφής	N	N;GEN;FEM;SG
染料	βαφή	染料	βαφής	N	N;NOM;FEM;SG
染料	βαφές	染料	βαφής	N	N;NOM;FEM;PL
從來	ποτέ	從來	ποτέ	ADV	ADV
從來	ποτε	從來	ποτε	ADV	ADV
鴉片	όπιο	鴉片	όπιος	N	N;NOM;NEUT;SG
延誤	καθυστερημένη	延誤	καθυστερώ	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
延誤	καθυστερήσει	延誤	καθυστερώ	V	V;PFV;IND;SG;3;FIN;ACT
界	όρια	界	όριο	N	N;NOM;NEUT;PL
螺旋	έλικα	螺旋	λίκα	N	N;NOM;FEM;SG
螺旋	προπέλα	螺旋	προπέλα	N	N;NOM;FEM;SG
領事	πρόξενοι	領事	πρόξενος	N	N;NOM;MASC;PL
領事	πρόξενος	領事	πρόξενος	N	N;NOM;MASC;SG
圍城	πολιορκία	圍城	πολιορκία	N	N;NOM;FEM;SG
圍城	πολιορκίες	圍城	πολιορκία	N	N;NOM;FEM;PL
愛滋	βοηθήματα	愛滋	βοήθημα	N	N;NOM;NEUT;PL
托管	φιλοξενία	托管	φιλοξενία	N	N;NOM;FEM;SG
國度	βασίλειο	國度	βασίλειο	N	N;NOM;NEUT;SG
無窮	άπειρος	無窮	άπειρος	ADJ	ADJ;NOM;MASC;SG
無窮	άπειρες	無窮	άπειρα	ADJ	ADJ;NOM;FEM;PL
藻類	φύκια	藻類	φύκιο	N	N;NOM;NEUT;PL
巫師	μάγο	巫師	μάγος	N	N;ACC;MASC;SG
巫師	μάγος	巫師	μάγος	N	N;NOM;MASC;SG
巫師	μάγοι	巫師	μάγος	N	N;NOM;MASC;PL
玩偶	κούκλες	玩偶	κούκλα	N	N;NOM;FEM;PL
玩偶	κούκλα	玩偶	κούκλα	N	N;NOM;FEM;SG
寫入	γράψω	寫入	γράψω	V	V;PFV;IND;SG;1;FIN;ACT
寫入	γράψτε	寫入	γράψτε	V	V;PFV;IMP;PL;2;FIN;ACT
寫入	γράψε	寫入	γράφω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
有色	χρωματιστά	有色	χρωματιστώ	N	N;NOM;NEUT;PL
鈔	τραπεζογραμμάτια	鈔	τραπεζογραμμάτιο	N	N;NOM;NEUT;PL
鈔	τραπεζογραμματίων	鈔	τραπεζογραμμάτιος	N	N;GEN;NEUT;PL
鈔	χαρτονομίσματα	鈔	χαρτονόμισμα	N	N;NOM;NEUT;PL
貧困	φτώχειας	貧困	φτώχεια	N	N;GEN;FEM;SG
貧困	φτώχεια	貧困	φτώχεια	N	N;NOM;FEM;SG
貧困	φτώχια	貧困	φτώχιο	N	N;NOM;FEM;SG
黑社	τριάδα	黑社	τριάδα	N	N;NOM;FEM;SG
荒野	ερημιά	荒野	ερημιά	N	N;NOM;FEM;SG
粉末	σκόνη	粉末	σκόνη	N	N;NOM;FEM;SG
粉末	σκόνες	粉末	σκόνη	N	N;NOM;FEM;PL
義工	εθελοντής	義工	εθελοντής	N	N;NOM;MASC;SG
義工	εθελόντρια	義工	εθελόντρια	N	N;NOM;NEUT;SG
過境	διέλευση	過境	διέλευση	N	N;ACC;FEM;SG
矩形	ορθογώνιο	矩形	ορθογώνιο	N	N;GEN;FEM;PL
矩形	ορθογώνιο	矩形	ορθογώνιο	N	N;GEN;FEM;PL
貪	απληστία	貪	απληστία	N	N;NOM;FEM;SG
野蠻	βάρβαρος	野蠻	βάρβαρος	N	N;NOM;MASC;SG
野蠻	βάρβαρη	野蠻	βάρβαρο	N	N;NOM;FEM;SG
野蠻	βάρβαρο	野蠻	βάρβαρο	N	N;NOM;MASC;SG
野蠻	βαρβαρότητα	野蠻	βαρβαρότητα	N	N;ACC;FEM;SG
野蠻	αγριότητα	野蠻	αγριότητα	N	N;ACC;FEM;SG
野蠻	βάναυσο	野蠻	βάναυσος	N	N;ACC;MASC;SG
野蠻	βάναυση	野蠻	βάναυση	N	N;NOM;FEM;SG
野蠻	βάρβαρο	野蠻	βάρβαρο	N	N;NOM;MASC;SG
火腿	ζαμπόν	火腿	ζαμπόν	N	N;NOM;NEUT;SG
脆	κρισπ	脆	κρισπ	N	N
脆	τραγανό	脆	τραγανός	N	N;NOM;NEUT;SG
謬誤	πλάνη	謬誤	πλάνη	N	N;NOM;FEM;SG
暴徒	κακοποιός	暴徒	κακοποιός	N	N;NOM;MASC;SG
暴徒	μαφία	暴徒	μαφία	N	N;NOM;FEM;SG
暴徒	όχλος	暴徒	όχλος	N	N;NOM;MASC;SG
暴徒	όχλο	暴徒	όχλος	N	N;ACC;MASC;SG
暴徒	κακοποιοί	暴徒	κακοποιός	N	N;NOM;MASC;PL
壁畫	τοιχογραφίες	壁畫	τοιχογραφία	N	N;NOM;FEM;PL
壁畫	τοιχογραφία	壁畫	τοιχογραφία	N	N;NOM;FEM;SG
壁畫	τοιχογραφία	壁畫	τοιχογραφία	N	N;NOM;FEM;SG
士氣	ηθικό	士氣	ηθικός	N	N;NOM;NEUT;SG
傳言	φήμη	傳言	φήμη	N	N;ACC;FEM;SG
倚	γέρνει	倚	γέρω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
職能	συνάρτηση	職能	συνάρτηση	N	N;ACC;FEM;SG
職能	λειτουργία	職能	λειτουργία	N	N;ACC;FEM;SG
女	κορίτσια	女	κορίτσι	N	N;NOM;NEUT;PL
暴行	κτηνωδία	暴行	κτηνωδία	N	N;NOM;FEM;SG
暴行	θηριωδία	暴行	θηριωδία	N	N;ACC;FEM;SG
暴行	αγριότητες	暴行	αγριότητα	N	N;NOM;FEM;PL
援引	επικαλεστεί	援引	επικαλίζω	V	V;PFV;NFIN;PASS
蘑菇	μανιτάρια	蘑菇	μανιτάριο	N	N;NOM;NEUT;PL
蘑菇	μανιτάρι	蘑菇	μανιτάρι	N	N;NOM;NEUT;SG
蘑菇	μανιτάρια	蘑菇	μανιτάριο	N	N;NOM;NEUT;PL
牲畜	ζώα	牲畜	ζώο	N	N;NOM;NEUT;PL
氧氣	οξυγόνο	氧氣	οξυγόνο	N	N;NOM;NEUT;SG
獲釋	κυκλοφόρησε	獲釋	κυκλοφορώ	V	V;PFV;IND;SG;3;PST;FIN;ACT
獲釋	απελευθερώνεται	獲釋	απελευθερώνω	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
石墨	γραφίτη	石墨	γραφίτης	N	N;NOM;NEUT;SG
頰	μάγουλα	頰	μάγουλα	N	N;NOM;NEUT;PL
原告	ενάγων	原告	ενάγα	N	N;NOM;MASC;SG
弱點	αδυναμίες	弱點	αδυναμία	N	N;NOM;FEM;PL
弱點	αδυναμία	弱點	αδυναμία	N	N;ACC;FEM;SG
弱點	αδυναμίες	弱點	αδυναμία	N	N;NOM;FEM;PL
弱點	ευπάθεια	弱點	ευπάθεια	N	N;NOM;FEM;SG
午	γεύμα	午	γεύμα	N	N;NOM;NEUT;SG
增益	κέρδος	增益	κέρδος	N	N;NOM;NEUT;SG
增益	κέρδη	增益	κέρδος	N	N;NOM;NEUT;PL
匙	κουτάλι	匙	κουτάλι	N	N;NOM;NEUT;SG
夜行	νυχτερινό	夜行	νυχτερινός	N	N;NOM;NEUT;SG
可樂	κοκ	可樂	κοκ	N	N
蝸牛	σαλιγκάρια	蝸牛	σαλιγκάριο	N	N;NOM;NEUT;PL
蝸牛	σαλιγκάρι	蝸牛	σαλιγκάρι	N	N;NOM;NEUT;SG
奮鬥	αγώνας	奮鬥	αγώνας	N	N;NOM;MASC;SG
奮鬥	πάλη	奮鬥	πάλη	N	N;NOM;FEM;SG
軍閥	πολέμαρχοι	軍閥	πολέμαρχος	N	N;NOM;MASC;PL
軍閥	πολέμαρχος	軍閥	πολέμαρχος	N	N;NOM;MASC;SG
蜂蜜	μέλι	蜂蜜	μέλι	N	N;NOM;NEUT;SG
油畫	πίνακας	油畫	πίνακα	N	N;NOM;MASC;SG
油畫	πίνακα	油畫	πίνακα	N	N;ACC;MASC;SG
油畫	πίνακες	油畫	πίνακα	N	N;NOM;MASC;PL
瑕疵	ψεγάδι	瑕疵	ψεγάδι	N	N;NOM;NEUT;SG
瑕疵	ελάττωμα	瑕疵	ελάττωμα	N	N;NOM;NEUT;SG
瑕疵	ελαττώματα	瑕疵	έλαττωμα	N	N;NOM;NEUT;PL
瑕疵	ελαττώματα	瑕疵	έλαττωμα	N	N;NOM;NEUT;PL
瑕疵	ατέλειες	瑕疵	ατέλεια	N	N;NOM;FEM;PL
燈籠	φανάρια	燈籠	φανάριο	N	N;NOM;NEUT;PL
燈籠	φανοί	燈籠	φανός	N	N;NOM;MASC;PL
燈籠	φανάρι	燈籠	φανάρι	N	N;NOM;NEUT;SG
樂觀	αισιόδοξος	樂觀	αισιόδοξος	N	N;NOM;MASC;SG
樂觀	αισιοδοξία	樂觀	αισιοδοξία	N	N;NOM;FEM;SG
變體	παραλλαγές	變體	παραλλαγή	N	N;NOM;FEM;PL
親近	εγγύτητα	親近	εγγύτητα	N	N;ACC;FEM;SG
俯衝	βουτιά	俯衝	βουτί	N	N;NOM;FEM;SG
俯衝	κατάδυση	俯衝	κατάδυση	N	N;NOM;FEM;SG
烹飪	μαγείρεμα	烹飪	μαγείρεμα	N	N;NOM;NEUT;SG
檸檬	λεμονιού	檸檬	λεμονιός	N	N;NOM;NEUT;SG
檸檬	λεμόνι	檸檬	λεμόνι	N	N;NOM;NEUT;SG
前	πρωτοφανή	前	πρωτοφανός	N	N;ACC;FEM;SG
裝修	ανακαίνιση	裝修	ανακαίνιση	N	N;NOM;FEM;SG
旅途	ταξιδι	旅途	ταξιδι	N	N;NOM;FEM;SG
旅途	ταξίδι	旅途	ταξίδι	N	N;NOM;NEUT;SG
叛徒	προδότη	叛徒	προδότης	N	N;ACC;MASC;SG
叛徒	προδότης	叛徒	προδότης	N	N;NOM;MASC;SG
群組	όμιλος	群組	όμιλος	N	N;NOM;MASC;SG
群組	ομαδα	群組	ομαδα	N	N;NOM;FEM;SG
群組	ομάδα	群組	ομάδα	N	N;ACC;FEM;SG
群組	ομαδες	群組	ομαδα	N	N;NOM;FEM;PL
群組	ομάδες	群組	ομάδα	N	N;NOM;FEM;PL
天國	παράδεισος	天國	παράδεισος	N	N;NOM;MASC;SG
天國	παράδεισο	天國	παράδεισος	N	N;ACC;MASC;SG
手續	διατυπώσεις	手續	διατύπωση	N	N;NOM;FEM;PL
手續	τυπικότητα	手續	τυπικότητα	N	N;ACC;FEM;SG
警探	ντετέκτιβ	警探	ντετέκτιβ	N	N;NOM;MASC;SG
警探	ντεντέκτιβ	警探	ντεντέκτιβ	N	N;NOM;MASC;SG
曲	καμπυλότητα	曲	καμπυλότητα	N	N;ACC;FEM;SG
草稿	προσχέδιο	草稿	προσχέδιο	N	N;NOM;NEUT;SG
草稿	σχέδιο	草稿	σχέδιο	N	N;NOM;NEUT;SG
草稿	προσχέδια	草稿	προσχέδιο	N	N;NOM;NEUT;PL
量度	μέτρησης	量度	μέτρηση	N	N;GEN;FEM;SG
量度	μέτρηση	量度	μέτρηση	N	N;NOM;FEM;SG
量度	μέτρο	量度	μέτρο	N	N;NOM;NEUT;SG
獵戶	ωρίωνα	獵戶	ωρίωνας	N	N;NOM;NEUT;SG
寓言	παραβολή	寓言	παραβολή	N	N;NOM;FEM;SG
寓言	μύθο	寓言	μύθος	N	N;NOM;MASC;SG
竿	καλάμι	竿	καλάμι	N	N;NOM;NEUT;SG
竿	πόλο	竿	πόλος	N	N;NOM;MASC;SG
竿	κοντάρι	竿	κοντάρι	N	N;NOM;NEUT;SG
變異	διακυμάνσεις	變異	διακύμανση	N	N;NOM;FEM;PL
變異	παραλλαγές	變異	παραλλαγή	N	N;NOM;FEM;PL
變異	μετάλλαξη	變異	μετάλλαξη	N	N;NOM;FEM;SG
變異	παραλλαγή	變異	παραλλαγή	N	N;NOM;FEM;SG
變異	διακύμανση	變異	διακύμανση	N	N;NOM;FEM;SG
欄位	πεδίο	欄位	πεδίο	N	N;NOM;NEUT;SG
欄位	χωράφια	欄位	χωράφιο	N	N;NOM;NEUT;PL
欄位	πεδία	欄位	πεδίο	N	N;NOM;NEUT;PL
領事	προξενείο	領事	προξενείο	N	N;NOM;NEUT;SG
曆	ημερολόγιο	曆	ημερολόγιο	N	N;NOM;NEUT;SG
忽視	αγνοήστε	忽視	αγνόώ	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
忽視	αγνόησε	忽視	αγνοώ	V	V;PFV;IND;SG;3;PST;FIN;ACT
忽視	αγνοήσω	忽視	αγνοώ	V	V;PFV;IND;SG;1;FIN;ACT
忽視	αγνοώντας	忽視	αγνοώ	V	V;IPFV;V.CVB;ACT
特使	απεσταλμένος	特使	απεσταλμένος	N	N;NOM;MASC;SG
特使	απεσταλμένο	特使	απεσταλμένος	N	N;ACC;MASC;SG
誓言	όρκο	誓言	όρκο	N	N;ACC;MASC;SG
誓言	όρκος	誓言	όρκος	N	N;NOM;MASC;SG
誓言	όρκο	誓言	όρκο	N	N;ACC;MASC;SG
誓言	όρκος	誓言	όρκος	N	N;NOM;MASC;SG
誓言	όρκους	誓言	όρκος	N	N;ACC;MASC;PL
誓言	όρκοι	誓言	όρκος	N	N;NOM;MASC;PL
誓言	όρκους	誓言	όρκος	N	N;ACC;MASC;PL
誓言	όρκοι	誓言	όρκος	N	N;NOM;MASC;PL
顆	σωματίδια	顆	σωματίδιο	N	N;NOM;NEUT;PL
顆	σωματίδια	顆	σωματίδιο	N	N;NOM;NEUT;PL
顆	σωματίδιο	顆	σωματίδιο	N	N;NOM;NEUT;SG
效用	χρησιμότητα	效用	χρησιμότητα	N	N;ACC;FEM;SG
效用	χρησιμότητας	效用	χρησιμότητα	N	N;GEN;FEM;SG
清單	υπόμνημα	清單	υπόμνημα	N	N;NOM;NEUT;SG
清單	λίστα	清單	λίστα	N	N;NOM;FEM;SG
清單	κατάλογος	清單	κατάλογος	N	N;NOM;MASC;SG
奶油	βούτυρο	奶油	βούτυρο	N	N;NOM;NEUT;SG
奶油	κρεμώδες	奶油	κρεμώδης	N	N;NOM;NEUT;SG
奶油	κρέμα	奶油	κρέμα	N	N;NOM;FEM;SG
家庭	γκουβερνάντα	家庭	γκουβερνά	N	N;NOM;FEM;SG
審訊	ανάκριση	審訊	ανάκριση	N	N;ACC;FEM;SG
審訊	δίκη	審訊	δίκη	N	N;NOM;FEM;SG
審訊	δίκης	審訊	δίκη	N	N;GEN;FEM;SG
填補	γεμίσει	填補	γεμίζω	V	V;PFV;IND;3;NFIN;ACT
填補	συμπληρώστε	填補	συμπληρώνω	V	V;IPFV;IMP;PL;2;FIN;ACT
木偶	μαριονέτες	木偶	μαριονέτης	N	N;NOM;FEM;PL
木偶	μαριονέτα	木偶	μαριονέτα	N	N;NOM;FEM;SG
每	οποτεδήποτε	每	οποτεδήποτε	ADV	ADV
每	όποτε	每	όποτε	ADV	ADV
政令	διατάγματα	政令	διάταγμα	N	N;NOM;NEUT;PL
政令	διάταγμα	政令	διάταγμα	N	N;NOM;NEUT;SG
政令	διάταγμα	政令	διάταγμα	N	N;NOM;NEUT;SG
政令	διάταξη	政令	διάταξη	N	N;ACC;FEM;SG
政令	διάταγμα	政令	διάταγμα	N	N;NOM;NEUT;SG
甄選	επιλογή	甄選	επιλογή	N	N;NOM;FEM;SG
困惑	μπερδεμένοι	困惑	μπερδεμένος	V	V;PFV;NOM;MASC;PL;V.PTCP;PASS
困惑	μπερδεμένος	困惑	μπερδεμένος	V	V;PFV;NOM;MASC;SG;V.PTCP;PASS
困惑	μπερδεμένη	困惑	μπερδεμένος	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
營地	κατασκήνωση	營地	κατασκήνωση	N	N;NOM;FEM;SG
營地	κατασκήνωση	營地	κατασκήνωση	N	N;NOM;FEM;SG
營地	καταυλισμός	營地	καταυλισμός	N	N;NOM;MASC;SG
營地	στρατόπεδο	營地	στρατόπεδο	N	N;NOM;NEUT;SG
營地	στρατόπεδα	營地	στρατόπεδο	N	N;NOM;NEUT;PL
營地	κατασκηνώσεις	營地	κατασκήνωση	N	N;NOM;FEM;PL
大綱	περίγραμμα	大綱	περίγραμμα	N	N;NOM;NEUT;SG
中	ρελέ	中	ρελός	N	N;NOM;NEUT;SG
透鏡	φακός	透鏡	φακός	N	N;NOM;MASC;SG
透鏡	φακό	透鏡	φακός	N	N;ACC;MASC;SG
背包	σακίδιο	背包	σακίδιο	N	N;NOM;NEUT;SG
背包	σακίδια	背包	σακίδιο	N	N;NOM;NEUT;PL
樂天	λότε	樂天	λότε	N	N
素	σκίτσα	素	σκίτσα	N	N;NOM;NEUT;PL
素	σκίτσο	素	σκίτσο	N	N;NOM;NEUT;SG
素	σκετς	素	σκετός	N	N;NOM;NEUT;SG
舅舅	θείος	舅舅	θείος	N	N;NOM;MASC;SG
融化	έλιωσε	融化	λιώνω	V	V;PFV;IND;SG;3;PST;FIN;ACT
融化	λιώσει	融化	λιώνω	V	V;PFV;NFIN;ACT
嫉妒	ζηλεύει	嫉妒	ζηλώ	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
嫉妒	ζηλεύω	嫉妒	ζηλεύω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
邂逅	συμπλοκή	邂逅	συμπλοκή	N	N;NOM;FEM;SG
赤字	έλλειμμα	赤字	έλλειμμα	N	N;NOM;NEUT;SG
赤字	ελλείμματα	赤字	έλλειμμα	N	N;NOM;NEUT;PL
離心	φυγόκεντρο	離心	φυγόκεντρο	N	N;NOM;SG
現況	κατάσταση	現況	κατάσταση	N	N;ACC;FEM;SG
現況	καθεστώς	現況	καθεστώς	N	N;ACC;NEUT;SG
現況	κατασταση	現況	κατασταση	N	N;ACC;FEM;SG
鬍子	μουστάκια	鬍子	μουστάκι	N	N;NOM;NEUT;PL
鬍子	μουστάκι	鬍子	μουστάκι	N	N;NOM;NEUT;SG
鬍子	μουστάκια	鬍子	μουστάκι	N	N;NOM;NEUT;PL
鬍子	μουστάκι	鬍子	μουστάκι	N	N;NOM;NEUT;SG
鬍子	γενειάδα	鬍子	γενειάδα	N	N;NOM;FEM;SG
鬍子	μούσι	鬍子	μούσι	N	N;NOM;NEUT;SG
鬍子	γένια	鬍子	γένια	N	N;NOM;NEUT;PL
強	βιασμός	強	βιασμός	N	N;NOM;MASC;SG
強	βιασμό	強	βιασμός	N	N;ACC;MASC;SG
強	βιασμοί	強	βιασμός	N	N;NOM;MASC;PL
棕櫚	παλάμη	棕櫚	παλάμα	N	N;NOM;FEM;SG
棕櫚	παλάμες	棕櫚	παλάμα	N	N;NOM;FEM;PL
流星	μετεωρίτη	流星	μετεωρίτης	N	N;NOM;NEUT;SG
流星	μετεωρίτης	流星	μετεωρίτης	N	N;NOM;MASC;SG
秘書	γραμματεία	秘書	γραμματείο	N	N;NOM;FEM;SG
點心	σνακ	點心	σνακ	N	N;NOM;NEUT;SG
點心	σνακ	點心	σνακ	N	N;NOM;NEUT;SG
梯度	κλίση	梯度	κλίση	N	N;NOM;FEM;SG
梯度	διαβάθμιση	梯度	διαβάθμιση	N	N;ACC;FEM;SG
梯度	κλίσεις	梯度	κλίση	N	N;NOM;FEM;PL
和睦	αρμονία	和睦	αρμονία	N	N;NOM;FEM;SG
突顯	επισημάνω	突顯	επισημαίνω	V	V;PFV;IND;SG;1;FIN;ACT
突顯	επισημαίνοντας	突顯	επισημαίνω	V	V;IPFV;V.CVB;ACT
突顯	επισημαίνει	突顯	επισημαίνω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
浴室	μπάνιο	浴室	μπάνιο	N	N;NOM;NEUT;SG
浴室	τουαλέτα	浴室	τουαλέτα	N	N;NOM;FEM;SG
浴室	τουαλέτες	浴室	τουαλέτης	N	N;NOM;FEM;PL
浴室	μπάνια	浴室	μπάνια	N	N;NOM;NEUT;PL
僱員	εργαζόμενος	僱員	εργαζόμενος	N	N;NOM;MASC;SG
僱員	εργαζόμενοι	僱員	εργαζόμενος	N	N;NOM;MASC;PL
牛角	κέρατα	牛角	κέρατος	N	N;NOM;NEUT;PL
牛角	κέρας	牛角	κέρας	N	N;ACC;NEUT;SG
牛角	κόρνα	牛角	κόρνα	N	N;NOM;FEM;SG
牛角	κέρατο	牛角	κέρατος	N	N;NOM;NEUT;SG
抹	επίχρισμα	抹	επίχρισμα	N	N;NOM;NEUT;SG
鎂	μαγνήσιο	鎂	μαγνήσιο	N	N;NOM;NEUT;SG
敏捷	ευκίνητη	敏捷	ευκίνητος	ADJ	ADJ;NOM;FEM;SG
自豪	περηφάνεια	自豪	περηφάνεια	N	N;NOM;FEM;SG
自豪	καμάρι	自豪	καμάρι	N	N;NOM;NEUT;SG
自豪	περηφάνια	自豪	περηφάνια	N	N;NOM;FEM;SG
自豪	υπερηφάνεια	自豪	υπερηφάνεια	N	N;NOM;FEM;SG
天花	ταβάνι	天花	ταβάνι	N	N;NOM;NEUT;SG
天花	οροφής	天花	οροφή	N	N;GEN;FEM;SG
天花	οροφή	天花	οροφή	N	N;ACC;FEM;SG
