til	varten	til	varten	ADV	ADV
kampe	pelejä	kamp	peli	N;INDF;MASC+FEM;PL	N;PRT;PL
kampe	pelit	kamp	peli	N;INDF;MASC+FEM;PL	N;NOM;PL
kampe	pelien	kamp	peli	N;INDF;MASC+FEM;PL	N;GEN;PL
kampe	kisat	kamp	kisa	N;INDF;MASC+FEM;PL	N;NOM;PL
kampe	taistelut	kamp	taistelu	N;INDF;MASC+FEM;PL	N;NOM;PL
dermed	siten	dermed	siten	ADV	ADV
dermed	täten	dermed	täten	ADV	ADV
går	kävellä	gå	kävellä	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
går	kävellen	gå	kävellä	V;IND;PRS;FIN;ACT	V;INS;SG;NFIN;ACT
går	kävelee	gå	kävellä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
går	menee	gå	mennä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
går	kävelee	gå	kävellä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
fordi	koska	fordi	koska	CONJ	CONJ
syd	etelä	syd	etelä	N;INDF	N;NOM;SG
syd	etelään	syd	etelä	N;INDF	N;IN+ALL;SG
syd	syd	syd	syd	N;INDF	N;NOM;SG
skrevet	kirjoitettu	skrive	kirjoittaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
frederik	frederik	frederik	frederik	N;INDF;MASC+FEM;SG	N;NOM;SG
ned	alas	ned	alas	ADV	ADV
ned	alaspäin	ned	alaspäin	ADV	ADV
form	muotoa	form	muoto	N;INDF;MASC+FEM;SG	N;PRT;SG
form	muotoon	form	muoto	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
form	muodon	form	muoto	N;INDF;MASC+FEM;SG	N;GEN;SG
form	muoto	form	muoto	N;INDF;MASC+FEM;SG	N;NOM;SG
form	muoto	form	muoto	N;INDF;MASC+FEM;SG	N;NOM;SG
form	muodossa	form	muoto	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
form	lomake	form	lomake	N;INDF;MASC+FEM;SG	N;NOM;SG
gjorde	teki	gøre	tehdä	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
nogen	ketään	nogen	kukaan	PRO;MASC+FEM;SG	PRO;PRT;SG
nogen	joku	nogen	joku	PRO;MASC+FEM;SG	PRO;NOM;SG
nogen	jonkun	nogen	joku	PRO;MASC+FEM;SG	PRO;GEN;SG
nogen	joku	nogen	joku	PRO;MASC+FEM;SG	PRO;NOM;SG
nogen	jonkun	nogen	joku	PRO;MASC+FEM;SG	PRO;GEN;SG
arbejde	työn	arbejde	työ	N;INDF;NEUT;SG	N;GEN;SG
arbejde	työ	arbejde	työ	N;INDF;NEUT;SG	N;NOM;SG
arbejde	työtä	arbejde	työ	N;INDF;NEUT;SG	N;PRT;SG
arbejde	työskentely	arbejde	työskentely	N;INDF;NEUT;SG	N;NOM;SG
land	maa	land	maa	N;INDF;NEUT;SG	N;NOM;SG
land	valtio	land	valtio	N;INDF;NEUT;SG	N;NOM;SG
land	maata	land	maa	N;INDF;NEUT;SG	N;PRT;SG
land	maan	land	maa	N;INDF;NEUT;SG	N;GEN;SG
land	maa	land	maa	N;INDF;NEUT;SG	N;NOM;SG
land	maata	land	maa	N;INDF;NEUT;SG	N;PRT;SG
landet	maa	land	maa	N;DEF;NEUT;SG	N;NOM;SG
landet	valtio	land	valtio	N;DEF;NEUT;SG	N;NOM;SG
landet	maata	land	maa	N;DEF;NEUT;SG	N;PRT;SG
landet	maan	land	maa	N;DEF;NEUT;SG	N;GEN;SG
børn	lapsia	barn	lapsi	N;INDF;NEUT;PL	N;PRT;PL
børn	lapset	barn	lapsi	N;INDF;NEUT;PL	N;NOM;PL
børn	lasten	barn	lapsi	N;INDF;NEUT;PL	N;GEN;PL
børn	lapsia	barn	lapsi	N;INDF;NEUT;PL	N;PRT;PL
børn	lapset	barn	lapsi	N;INDF;NEUT;PL	N;NOM;PL
http	http	http	http	N;INDF;MASC+FEM;SG	N;NOM;SG
lidt	hieman	lidt	hieman	ADV	ADV
lidt	hiukan	lidt	hiukan	ADV	ADV
verden	maailmassa	verden	maailma	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
verden	maailma	verden	maailma	N;INDF;MASC+FEM;SG	N;NOM;SG
verden	maailmaa	verden	maailma	N;INDF;MASC+FEM;SG	N;PRT;SG
verden	maailman	verden	maailma	N;INDF;MASC+FEM;SG	N;GEN;SG
verden	maailmaan	verden	maailma	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
lang	pitkä	lang	pitkä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
plads	kotipaikka	plads	koti#paikka	N;INDF;MASC+FEM;SG	N;NOM;SG
plads	istuimen	plads	istua	N;INDF;MASC+FEM;SG	N;GEN;SG
plads	paikassa	plads	paikka	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
plads	paikka	plads	paikka	N;INDF;MASC+FEM;SG	N;NOM;SG
plads	tila	plads	tila	N;INDF;MASC+FEM;SG	N;NOM;SG
plads	avaruus	plads	avaruus	N;INDF;MASC+FEM;SG	N;NOM;SG
plads	tilaa	plads	tila	N;INDF;MASC+FEM;SG	N;PRT;SG
samtidig	samanaikaisesti	samtidig	samanaikaisesti	ADV	ADV
samtidig	samanaikaisesti	samtidig	samanaikaisesti	ADV	ADV
stort	iso	stor	iso	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
stort	suuri	stor	suuri	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
stort	iso	stor	iso	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
stort	suuri	stor	suuri	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
derefter	sitten	derefter	sitten	ADV	ADV
indeholder	sisältävien	indeholde	sisältää	V;IND;PRS;FIN;ACT	V;GEN;PL;V.PTCP;ACT
indeholder	sisältävät	indeholde	sisältää	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
indeholder	sisältää	indeholde	sisältää	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
indeholder	sisältävät	indeholde	sisältää	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
sprog	kieli	sprog	kieli	N;INDF;NEUT;SG	N;NOM;SG
set	nähty	se	nähdä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	havaittu	se	havaita	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	huomattu	se	huomata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	nähnyt	se	nähdä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
set	nähty	se	nähdä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	tarkasteltu	se	tarkastella	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	katsottu	se	katsoa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	tarkastellut	se	tarkastella	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
set	katsoi	se	katsoa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
set	katsonut	se	katsoa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
set	katsottu	se	katsoa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
set	katsellut	se	katsella	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
set	katseli	se	katsella	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
endnu	vielä	endnu	vielä	ADV	ADV
endnu	silti	endnu	silti	ADV	ADV
kendte	tiesi	kende	tietää	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
kendte	tiesivät	kende	tietää	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
gav	antanut	give	antaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
gav	antoi	give	antaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
kilder	lähteet	kilde	lähteä	N;INDF;MASC+FEM;PL	N;NOM;PL
mand	mies	mand	mies	N;INDF;MASC+FEM;SG	N;NOM;SG
mand	uros	mand	uros	N;INDF;MASC+FEM;SG	N;NOM;SG
mand	aviomiehen	mand	avio#mies	N;INDF;MASC+FEM;SG	N;GEN;SG
mand	aviomies	mand	avio#mies	N;INDF;MASC+FEM;SG	N;NOM;SG
mand	mies	mand	mies	N;INDF;MASC+FEM;SG	N;NOM;SG
mand	äijä	mand	äijä	N;INDF;MASC+FEM;SG	N;NOM;SG
vest	lännessä	vest	länsi	N;INDF	N;IN+ESS;SG
vest	länsi	vest	länteä	N;INDF	N;NOM;SG
vest	liivi	vest	liivi	N;INDF	N;NOM;SG
vest	liivit	vest	liivi	N;INDF	N;NOM;PL
vest	länsi	vest	länteä	N;INDF	N;NOM;SG
medlemmer	jäseniä	medlem	jäsen	N;INDF;NEUT;PL	N;PRT;PL
medlemmer	jäsenet	medlem	jäsen	N;INDF;NEUT;PL	N;NOM;PL
brug	käyttö	brug	käyttö	N;INDF;MASC+FEM;SG	N;NOM;SG
lande	maissa	land	maa	N;INDF;NEUT;PL	N;IN+ESS;PL
lande	maat	land	maa	N;INDF;NEUT;PL	N;NOM;PL
lande	valtiot	land	valtio	N;INDF;NEUT;PL	N;NOM;PL
lande	maiden	land	maa	N;INDF;NEUT;PL	N;GEN;PL
bygget	rakensi	bygge	rakentaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
bygget	rakennettu	bygge	rakentaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
skuespiller	näyttelijätär	skuespiller	näyttelijä#tärmi	N;INDF;MASC+FEM;SG	N;NOM;SG
skuespiller	näyttelijä	skuespiller	näyttelijä	N;INDF;MASC+FEM;SG	N;NOM;SG
skuespiller	näyttelijä	skuespiller	näyttelijä	N;INDF;MASC+FEM;SG	N;NOM;SG
liv	elämää	liv	elämä	N;INDF;NEUT;SG	N;PRT;SG
liv	elämän	liv	elämä	N;INDF;NEUT;SG	N;GEN;SG
liv	elämä	liv	elämä	N;INDF;NEUT;SG	N;NOM;SG
dele	osat	del	osa	N;INDF;MASC+FEM;PL	N;NOM;PL
dele	osia	del	osa	N;INDF;MASC+FEM;PL	N;PRT;PL
fem	viisi	fem	viisi	NUM	NUM;NOM;SG
personer	henkilöitä	person	henkilö	N;INDF;MASC+FEM;PL	N;PRT;PL
personer	henkilöt	person	henkilö	N;INDF;MASC+FEM;PL	N;NOM;PL
personer	henkilöiden	person	henkilö	N;INDF;MASC+FEM;PL	N;GEN;PL
personer	ihmiset	person	ihminen	N;INDF;MASC+FEM;PL	N;NOM;PL
personer	ihmisiä	person	ihminen	N;INDF;MASC+FEM;PL	N;PRT;PL
personer	henkilöt	person	henkilö	N;INDF;MASC+FEM;PL	N;NOM;PL
øst	itä	øst	itä	N;INDF	N;NOM;SG
øst	itään	øst	itä	N;INDF	N;IN+ALL;SG
øst	itä	øst	itä	N;INDF	N;NOM;SG
forfatter	kirjoittaja	forfatter	kirjoittaja	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	kirjailija	forfatter	kirjailija	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	käsikirjoittaja	forfatter	käsikirjoittaja	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	tekijä	forfatter	tekijä	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	kirjailija	forfatter	kirjailija	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	tekijän	forfatter	tekijä	N;INDF;MASC+FEM;SG	N;GEN;SG
forfatter	esittäjä	forfatter	esittäjä	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	kirjoittaja	forfatter	kirjoittaja	N;INDF;MASC+FEM;SG	N;NOM;SG
brugt	käytetty	bruge	käyttää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
brugt	käytettyä	bruge	käyttää	V;INDF;SG;PST;V.PTCP	V;PRT;SG;V.PTCP;PASS
brugt	vietti	bruge	viettää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
brugt	käytetty	bruge	käyttää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
brugt	vietetty	bruge	viettää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
wikipedia	wikipedia	wikipedia	wikipedia	N;INDF;MASC+FEM;SG	N;NOM;SG
album	albumi	album	albumi	N;INDF;NEUT;SG	N;NOM;SG
album	levyn	album	levy	N;INDF;NEUT;SG	N;GEN;SG
album	levy	album	levy	N;INDF;NEUT;SG	N;NOM;SG
album	albumin	album	albumi	N;INDF;NEUT;SG	N;GEN;SG
album	albumia	album	albumi	N;INDF;NEUT;SG	N;PRT;SG
næsten	lähes	næsten	lähes	ADV	ADV
næsten	melkein	næsten	melkein	ADV	ADV
næsten	lähes	næsten	lähes	ADV	ADV
næsten	melkein	næsten	melkein	ADV	ADV
areal	alue	areal	alue	N;INDF;NEUT;SG	N;NOM;SG
giver	antamassa	give	antaa	V;IND;PRS;FIN;ACT	V;IN+ESS;SG;NFIN;ACT
giver	antaa	give	antaa	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
giver	tarjoaa	give	tarjota	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
giver	antaa	give	antaa	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
nuværende	tämänhetkinen	nuværende	tämänhetkinen	ADJ	ADJ;NOM;SG
nuværende	tämänhetkiset	nuværende	tämänhetkinen	ADJ	ADJ;NOM;PL
nuværende	nykyiset	nuværende	nykyinen	ADJ	ADJ;NOM;PL
nuværende	nykyinen	nuværende	nykyinen	ADJ	ADJ;NOM;SG
nuværende	nykyinen	nuværende	nykyinen	ADJ	ADJ;NOM;SG
indbyggere	asukkaita	indbygger	asukas	N;INDF;MASC+FEM;PL	N;PRT;PL
indbyggere	asukkaat	indbygger	asukas	N;INDF;MASC+FEM;PL	N;NOM;PL
indbyggere	asukkaille	indbygger	asukas	N;INDF;MASC+FEM;PL	N;AT+ALL;PL
indbyggere	asukkaita	indbygger	asukas	N;INDF;MASC+FEM;PL	N;PRT;PL
indbyggere	asukkaat	indbygger	asukas	N;INDF;MASC+FEM;PL	N;NOM;PL
gør	tekee	gøre	tehdä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
mennesker	ihmiset	menneske	ihminen	N;INDF;NEUT;PL	N;NOM;PL
mennesker	ihmiset	menneske	ihminen	N;INDF;NEUT;PL	N;NOM;PL
mennesker	ihmisiä	menneske	ihminen	N;INDF;NEUT;PL	N;PRT;PL
mennesker	henkilöt	menneske	henkilö	N;INDF;NEUT;PL	N;NOM;PL
skrev	kirjoitti	skrive	kirjoittaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
skrev	kirjoitin	skrive	kirjoittaa	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
står	seisoo	stå	seisoa	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
står	seistä	stå	seistä	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
står	seisoo	stå	seisoa	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
imidlertid	kuitenkin	imidlertid	kuitenkin	ADV	ADV
deltog	osallistuivat	deltage	osallistua	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
deltog	osallistui	deltage	osallistua	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
deltog	osallistunut	deltage	osallistua	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
deltog	osallistuivat	deltage	osallistua	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
deltog	osallistuneet	deltage	osallistua	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;ACT
deltog	osallistui	deltage	osallistua	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
deltog	osallistunut	deltage	osallistua	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
datter	tytär	datter	tytär	N;INDF;MASC+FEM;SG	N;NOM;SG
område	kenttä	område	kenttä	N;INDF;NEUT;SG	N;NOM;SG
område	kenttää	område	kenttä	N;INDF;NEUT;SG	N;PRT;SG
område	kentän	område	kenttä	N;INDF;NEUT;SG	N;GEN;SG
område	vyöhyke	område	vyöhyke	N;INDF;NEUT;SG	N;NOM;SG
område	alue	område	alue	N;INDF;NEUT;SG	N;NOM;SG
område	alue	område	alue	N;INDF;NEUT;SG	N;NOM;SG
året	vuoden	år	vuosi	N;DEF;NEUT;SG	N;GEN;SG
året	vuosi	år	vuosi	N;DEF;NEUT;SG	N;NOM;SG
året	vuonna	år	vuosi	N;DEF;NEUT;SG	N;FRML;SG
længere	kauemmin	længe	kauemmin	ADV;CMPR	ADV
længere	pidempään	længe	pitkään	ADV;CMPR	ADV;CMPR
længere	pitempään	længe	pitkään	ADV;CMPR	ADV;CMPR
slaget	taistelu	slag	taistelu	N;DEF;NEUT;SG	N;NOM;SG
slaget	taisto	slag	taisto	N;DEF;NEUT;SG	N;NOM;SG
slaget	taistelun	slag	taistelu	N;DEF;NEUT;SG	N;GEN;SG
måde	tapa	måde	tapa	N;INDF;MASC+FEM;SG	N;NOM;SG
måde	keino	måde	keino	N;INDF;MASC+FEM;SG	N;NOM;SG
udgave	painos	udgave	painos	N;INDF;MASC+FEM;SG	N;NOM;SG
udgave	versio	udgave	versio	N;INDF;MASC+FEM;SG	N;NOM;SG
udgave	version	udgave	versio	N;INDF;MASC+FEM;SG	N;GEN;SG
udgave	versiota	udgave	versio	N;INDF;MASC+FEM;SG	N;PRT;SG
fransk	ranskalainen	fransk	ranskalainen	ADJ;INDF;SG	ADJ;NOM;SG
folk	ihmiset	folk	ihminen	N;INDF;NEUT;PL	N;NOM;PL
folk	ihmisiä	folk	ihminen	N;INDF;NEUT;PL	N;PRT;PL
folk	henkilöt	folk	henkilö	N;INDF;NEUT;PL	N;NOM;PL
far	faija	far	faija	N;INDF;MASC+FEM;SG	N;NOM;SG
far	isä	far	isä	N;INDF;MASC+FEM;SG	N;NOM;SG
far	isä	far	isä	N;INDF;MASC+FEM;SG	N;NOM;SG
far	isä	far	isä	N;INDF;MASC+FEM;SG	N;NOM;SG
ses	nähty	se	nähdä	V;NFIN;PASS	V;NOM;SG;V.PTCP;PASS
liste	lista	liste	lista	N;INDF;MASC+FEM;SG	N;NOM;SG
liste	luettelo	liste	luettelo	N;INDF;MASC+FEM;SG	N;NOM;SG
liste	listan	liste	lista	N;INDF;MASC+FEM;SG	N;GEN;SG
liste	listaa	liste	lista	N;INDF;MASC+FEM;SG	N;PRT;SG
liste	luetteloon	liste	luettelo	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
kamp	ottelu	kamp	ottelu	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	taistelu	kamp	taistelu	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	peliä	kamp	peli	N;INDF;MASC+FEM;SG	N;PRT;SG
kamp	pelin	kamp	peli	N;INDF;MASC+FEM;SG	N;GEN;SG
kamp	peli	kamp	peli	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	kamppailu	kamp	kamppailu	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	kamppailua	kamp	kamppailu	N;INDF;MASC+FEM;SG	N;PRT;SG
kamp	taistelu	kamp	taistelu	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	taisto	kamp	taisto	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	taistelun	kamp	taistelu	N;INDF;MASC+FEM;SG	N;GEN;SG
eksempel	esimerkki	eksempel	esi#merkki	N;INDF;NEUT;SG	N;NOM;SG
langt	kauas	langt	kauas	ADV	ADV
langt	kaukana	langt	kaukana	ADV	ADV
langt	pitkälle	langt	pitkälle	ADV	ADV
tiden	aika	tid	aika	N;DEF;MASC+FEM;SG	N;NOM;SG
tiden	ajan	tid	aika	N;DEF;MASC+FEM;SG	N;GEN;SG
tiden	aikaa	tid	aika	N;DEF;MASC+FEM;SG	N;PRT;SG
fil	tiedostoa	fil	tiedosto	N;INDF;MASC+FEM;SG	N;PRT;SG
fil	tiedosto	fil	tiedosto	N;INDF;MASC+FEM;SG	N;NOM;SG
fil	tiedoston	fil	tiedosto	N;INDF;MASC+FEM;SG	N;GEN;SG
fil	kansio	fil	kansio	N;INDF;MASC+FEM;SG	N;NOM;SG
musik	musiikkia	musik	musiikki	N;INDF;MASC+FEM;SG	N;PRT;SG
musik	musiikin	musik	musiikki	N;INDF;MASC+FEM;SG	N;GEN;SG
musik	musiikki	musik	musiikki	N;INDF;MASC+FEM;SG	N;NOM;SG
fandt	löytynyt	finde	löytyä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
fandt	löysi	finde	löytää	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
fandt	löyty	finde	löytyä	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
fandt	löytyi	finde	löytyä	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
krigen	sodan	krig	sota	N;DEF;MASC+FEM;SG	N;GEN;SG
krigen	sotaa	krig	sota	N;DEF;MASC+FEM;SG	N;PRT;SG
krigen	sota	krig	sota	N;DEF;MASC+FEM;SG	N;NOM;SG
solid	kiinteää	solid	kiinteä	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
solid	kiinteä	solid	kiinteä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
station	metroasema	station	metro#asema	N;INDF;MASC+FEM;SG	N;NOM;SG
station	rautatieasema	station	rauta#tie#asema	N;INDF;MASC+FEM;SG	N;NOM;SG
station	asema	station	asema	N;INDF;MASC+FEM;SG	N;NOM;SG
små	pienet	lille	pieni	ADJ;PL	ADJ;NOM;PL
små	pikku	lille	pikku	ADJ;PL	ADJ
universitet	korkeakoulu	universitet	korkea#koulu	N;INDF;NEUT;SG	N;NOM;SG
universitet	yliopisto	universitet	yli#opisto	N;INDF;NEUT;SG	N;NOM;SG
klubben	klubi	klub	klubi	N;DEF;MASC+FEM;SG	N;NOM;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;NOM;SG
klubben	kerho	klub	kerho	N;DEF;MASC+FEM;SG	N;NOM;SG
klubben	seura	klub	seura	N;DEF;MASC+FEM;SG	N;NOM;SG
egen	oman	egen	oma	ADJ;MASC+FEM;SG	ADJ;GEN;SG
egen	oma	egen	oma	ADJ;MASC+FEM;SG	ADJ;NOM;SG
dage	päivien	dag	päivä	N;INDF;MASC+FEM;PL	N;GEN;PL
dage	päiviä	dag	päivä	N;INDF;MASC+FEM;PL	N;PRT;PL
dage	päivät	dag	päivä	N;INDF;MASC+FEM;PL	N;NOM;PL
bind	tilavuus	bind	tilavuus	N;INDF;NEUT;SG	N;NOM;SG
bind	määrä	bind	määrä	N;INDF;NEUT;SG	N;NOM;SG
division	divisioona	division	divi#sioo	N;INDF;MASC+FEM;SG	N;NOM;SG
division	jakoon	division	jako	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
division	jaosto	division	jaosto	N;INDF;MASC+FEM;SG	N;NOM;SG
stod	seisoi	stå	seisoa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
stod	seissyt	stå	seistä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
kaldet	kutsuttu	kalde	kutsua	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
kaldet	soitti	kalde	soittaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
valgt	valittu	vælge	valita	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
valgt	valittu	vælge	valita	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
valgt	valittuna	vælge	valita	V;INDF;SG;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
valgt	valittiin	vælge	valita	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
amt	lääni	amt	lääni	N;INDF;NEUT;SG	N;NOM;SG
amt	piirikunnan	amt	piiri#kunta	N;INDF;NEUT;SG	N;GEN;SG
amt	piirikunta	amt	piiri#kunta	N;INDF;NEUT;SG	N;NOM;SG
serien	sarja	serie	sarja	N;DEF;MASC+FEM;SG	N;NOM;SG
data	tiedot	data	tieto	N;INDF;NEUT;PL	N;NOM;PL
data	tietoja	data	tieto	N;INDF;NEUT;PL	N;PRT;PL
konge	kuningas	konge	kuningas	N;INDF;MASC+FEM;SG	N;NOM;SG
konge	kunkku	konge	kunkku	N;INDF;MASC+FEM;SG	N;NOM;SG
finde	löytää	finde	löytää	V;NFIN;ACT	V;SG;NFIN;ACT
finde	löydä	finde	löydä	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
finde	etsi	finde	etsiä	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
finde	etsiä	finde	etsiä	V;NFIN;ACT	V;SG;NFIN;ACT
finde	löytää	finde	löytää	V;NFIN;ACT	V;SG;NFIN;ACT
periode	jakso	periode	jaksaa	N;INDF;MASC+FEM;SG	N;NOM;SG
periode	ajanjakso	periode	ajan#jakso	N;INDF;MASC+FEM;SG	N;NOM;SG
antal	lukumäärä	antal	luku#määrä	N;INDF;NEUT;SG	N;NOM;SG
antal	numero	antal	numero	N;INDF;NEUT;SG	N;NOM;SG
antal	luku	antal	luku	N;INDF;NEUT;SG	N;NOM;SG
taget	vietiin	tage	viedä	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
taget	viety	tage	viedä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
taget	otettu	tage	ottaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
instrueret	suunnattu	instruere	suunnata	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
instrueret	kohdistettu	instruere	kohdistaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
instrueret	kohdennettu	instruere	kohdentaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
international	kansainvälisen	international	kansain#välinen	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;SG
international	kansainvälinen	international	kansain#välinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
formand	puhemies	formand	puhe#mies	N;INDF;MASC+FEM;SG	N;NOM;SG
formand	presidentti	formand	presidentti	N;INDF;MASC+FEM;SG	N;NOM;SG
formand	puheenjohtaja	formand	puheen#johtaja	N;INDF;MASC+FEM;SG	N;NOM;SG
formand	puheenjohtajan	formand	puheen#johtaja	N;INDF;MASC+FEM;SG	N;GEN;SG
formand	puheenjohtaja	formand	puheen#johtaja	N;INDF;MASC+FEM;SG	N;NOM;SG
internationale	kansainväliset	international	kansain#välinen	ADJ;PL	ADJ;NOM;PL
stadion	stadion	stadion	stadion	N;INDF;NEUT;SG	N;NOM;SG
stadion	stadium	stadion	stadium	N;INDF;NEUT;SG	N;NOM;SG
position	asema	position	asema	N;INDF;MASC+FEM;SG	N;NOM;SG
position	kannan	position	kanta	N;INDF;MASC+FEM;SG	N;GEN;SG
position	asento	position	asento	N;INDF;MASC+FEM;SG	N;NOM;SG
