και	y	και	y	CONJ	CONJ
αγώνα	raza	αγώνας	raza	N;ACC;MASC;SG	N;FEM;SG
αγώνα	cerilla	αγώνας	cerilla	N;ACC;MASC;SG	N;FEM;SG
αγώνα	partido	αγώνας	partido	N;ACC;MASC;SG	N;MASC;SG
αγώνα	coincidencia	αγώνας	coincidencia	N;ACC;MASC;SG	N;FEM;SG
αγώνα	match	αγώνας	match	N;ACC;MASC;SG	N;MASC;SG
αγώνα	pelea	αγώνας	pelea	N;ACC;MASC;SG	N;FEM;SG
αγώνα	fight	αγώνας	fight	N;ACC;MASC;SG	N
αγώνα	lucha	αγώνας	lucha	N;ACC;MASC;SG	N;FEM;SG
γεγονός	acontecimiento	γεγονός	acontecimiento	N;NOM;NEUT;SG	N;MASC;SG
γεγονός	evento	γεγονός	evento	N;NOM;NEUT;SG	N;MASC;SG
σελίδα	pagina	σελίδα	pagina	N;NOM;FEM;SG	N;FEM;SG
σελίδα	página	σελίδα	página	N;NOM;FEM;SG	N;FEM;SG
σελίδα	page	σελίδα	pager	N;NOM;FEM;SG	N
θέμα	temática	θέμα	temática	N;NOM;NEUT;SG	N;FEM;SG
θέμα	tema	θέμα	tema	N;NOM;NEUT;SG	N;MASC;SG
θέμα	asignatura	θέμα	asignatura	N;NOM;NEUT;SG	N;FEM;SG
θέμα	asunto	θέμα	asunto	N;NOM;NEUT;SG	N;MASC;SG
θέμα	súbdito	θέμα	súbdito	N;NOM;NEUT;SG	N;MASC;SG
θέμα	tema	θέμα	tema	N;NOM;NEUT;SG	N;MASC;SG
ηλικία	edad	ηλικία	edad	N;NOM;FEM;SG	N;FEM;SG
ηλικία	age	ηλικία	age	N;NOM;FEM;SG	N
πρώτα	primero	πρώτα	primero	ADV	ADV
μέγεθος	size	μέγεθος	sizar	N;NOM;NEUT;SG	N
μέγεθος	talla	μέγεθος	talla	N;NOM;NEUT;SG	N;FEM;SG
μέγεθος	tamaño	μέγεθος	tamaño	N;NOM;NEUT;SG	N;MASC;SG
εδώ	aquí	εδώ	aquí	ADV	ADV
εδώ	acá	εδώ	acá	ADV	ADV
σημείο	punta	σημείο	punta	N;NOM;NEUT;SG	N;FEM;SG
σημείο	point	σημείο	point	N;NOM;NEUT;SG	N
σημείο	punto	σημείο	punto	N;NOM;NEUT;SG	N;MASC;SG
σχέση	parentesco	σχέση	parentesco	N;ACC;FEM;SG	N;MASC;SG
σχέση	relación	σχέση	relación	N;ACC;FEM;SG	N;FEM;SG
σχέση	relacion	σχέση	relacion	N;ACC;FEM;SG	N;FEM;SG
περίπτωση	case	περίπτωση	case	N;ACC;FEM;SG	N
περίπτωση	caso	περίπτωση	caso	N;ACC;FEM;SG	N;MASC;SG
περίπτωση	estuche	περίπτωση	estuche	N;ACC;FEM;SG	N;MASC;SG
νέο	nuevo	νέος	nuevo	ADJ;ACC;NEUT;SG	ADJ;MASC;SG
νέο	nueva	νέος	nuevo	ADJ;ACC;NEUT;SG	ADJ;FEM;SG
ήδη	ya	ήδη	ya	ADV	ADV
έτος	año	έτος	año	N;ACC;NEUT;SG	N;MASC;SG
σχεδόν	casi	σχεδόν	casi	ADV	ADV
σχεδόν	casi	σχεδόν	casi	ADV	ADV
ένωση	union	ένωση	union	N;NOM;FEM;SG	N;SG
ένωση	unión	ένωση	unión	N;NOM;FEM;SG	N;FEM;SG
ένωση	sindicato	ένωση	sindicato	N;NOM;FEM;SG	N;MASC;SG
ένωση	asociación	ένωση	asociación	N;NOM;FEM;SG	N;FEM;SG
ένωση	association	ένωση	association	N;NOM;FEM;SG	N;FEM;SG
περισσότερο	más	πολύ	más	ADV;CMPR	ADV
περισσότερο	mas	πολύ	mas	ADV;CMPR	ADV
βασιλιά	king	βασιλιάς	king	N;ACC;MASC;SG	N
βασιλιά	rey	βασιλιάς	rey	N;ACC;MASC;SG	N;MASC;SG
εκκλησία	iglesia	εκκλησία	iglesia	N;NOM;FEM;SG	N;FEM;SG
εκδόσεις	publicaciones	έκδοση	publicación	N;NOM;FEM;PL	N;FEM;PL
μουσείο	museo	μουσείο	museo	N;NOM;NEUT;SG	N;MASC;SG
πολιτικός	político	πολιτικός	político	ADJ;NOM;MASC;SG	ADJ;MASC;SG
πολιτικός	politico	πολιτικός	politico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
συμμετοχή	implicación	συμμετοχή	implicación	N;NOM;FEM;SG	N;FEM;SG
συμμετοχή	participación	συμμετοχή	participación	N;NOM;FEM;SG	N;FEM;SG
συμμετοχή	participación	συμμετοχή	participación	N;NOM;FEM;SG	N;FEM;SG
δυο	dos	δύο	dos	NUM;NOM;PL	NUM;PL
πέθανε	morir	πεθαίνω	morir	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
πέθανε	murió	πεθαίνω	morir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ανά	per	ανά	per	ADP	ADP
κόσμο	cosmo	κόσμος	cosmo	N;ACC;MASC;SG	N;MASC;SG
κόσμο	cosmos	κόσμος	cosmo	N;ACC;MASC;SG	N;MASC;SG
κόσμο	mundo	κόσμος	mundo	N;ACC;MASC;SG	N;MASC;SG
κόσμο	world	κόσμος	world	N;ACC;MASC;SG	N
άτομα	personas	άτομο	persona	N;NOM;NEUT;PL	N;FEM;PL
άτομα	individuos	άτομο	individuo	N;NOM;NEUT;PL	N;MASC;PL
άτομα	personas	άτομο	persona	N;NOM;NEUT;PL	N;FEM;PL
είδος	type	είδος	type	N;NOM;NEUT;SG	N
είδος	tipo	είδος	tipo	N;NOM;NEUT;SG	N;MASC;SG
είδος	especie	είδος	especie	N;NOM;NEUT;SG	N;FEM;SG
χώρες	paises	χώρα	pais	N;NOM;FEM;PL	N;MASC;PL
χώρες	países	χώρα	país	N;NOM;FEM;PL	N;MASC;PL
χώρο	space	χώρος	spacer	N;ACC;MASC;SG	N
χώρο	espacio	χώρος	espacio	N;ACC;MASC;SG	N;MASC;SG
σχολή	colegio	σχολή	colegio	N;NOM;FEM;SG	N;MASC;SG
σχολή	escuela	σχολή	escuela	N;NOM;FEM;SG	N;FEM;SG
εναντίον	contra	εναντίον	contra	ADP	ADP
τρία	tres	τρεις	tres	NUM;NOM;NEUT;PL	NUM;PL
χαρακτηριστικά	características	χαρακτηριστικός	característica	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	caracteristicas	χαρακτηριστικός	caracteristica	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	características	χαρακτηριστικός	característica	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	rasgos	χαρακτηριστικός	rasgo	N;NOM;NEUT;PL	N;MASC;PL
χαρακτηριστικά	caracteristicas	χαρακτηριστικός	caracteristica	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	funciones	χαρακτηριστικός	función	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	atributos	χαρακτηριστικός	atributo	N;NOM;NEUT;PL	N;MASC;PL
όρος	término	όρος	término	N;NOM;MASC;SG	N;MASC;SG
όρος	monte	όρος	monte	N;NOM;MASC;SG	N;MASC;SG
όρος	montura	όρος	montura	N;NOM;MASC;SG	N;FEM;SG
όρος	condicion	όρος	condicionr	N;NOM;MASC;SG	N;FEM;SG
όρος	estado	όρος	estado	N;NOM;MASC;SG	N;MASC;SG
όρος	condición	όρος	condición	N;NOM;MASC;SG	N;FEM;SG
ιδρύθηκε	fundó	ιδρύω	fundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
βασιλιάς	king	βασιλιάς	king	N;NOM;MASC;SG	N
βασιλιάς	rey	βασιλιάς	rey	N;NOM;MASC;SG	N;MASC;SG
παιδιά	boys	παιδί	boy	N;NOM;NEUT;PL	N
παιδιά	muchachos	παιδί	muchacho	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	chicos	παιδί	chico	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	ninos	παιδί	nino	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	niños	παιδί	niño	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	kids	παιδί	kids	N;NOM;NEUT;PL	N
παιδιά	muchachos	παιδί	muchacho	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	tíos	παιδί	tío	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	guys	παιδί	guys	N;NOM;NEUT;PL	N
παιδιά	chicos	παιδί	chico	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	ninos	παιδί	nino	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	niños	παιδί	niño	N;NOM;NEUT;PL	N;MASC;PL
βραβείο	premio	βραβείο	premio	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	laudo	βραβείο	laudo	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	adjudicación	βραβείο	adjudicación	N;NOM;NEUT;SG	N;FEM;SG
βραβείο	premio	βραβείο	premio	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	galardón	βραβείο	galardón	N;NOM;NEUT;SG	N;MASC;SG
άρχισε	comenzó	αρχίζω	comenzar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
άρχισε	comenzado	αρχίζω	comenzar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
φαίνεται	parece	φαίνομαι	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
φαίνεται	parece	φαίνομαι	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αρχαία	antiguo	αρχαίος	antiguo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αρχαία	antigua	αρχαίος	antiguo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
μήκος	eslora	μήκος	eslora	N;ACC;NEUT;SG	N;FEM;SG
μήκος	longitud	μήκος	longitud	N;ACC;NEUT;SG	N;FEM;SG
τι	qué	τι	qué	PRO;NOM;NEUT;SG;3	PRO;SG
συμμετείχε	participó	συμμετέχω	participar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
χρονιά	año	χρονιά	año	N;ACC;FEM;SG	N;MASC;SG
παραγωγή	produccion	παραγωγή	produccion	N;NOM;FEM;SG	N;FEM;SG
παραγωγή	producción	παραγωγή	producción	N;NOM;FEM;SG	N;FEM;SG
ηθοποιός	actriz	ηθοποιός	actriz	N;NOM;MASC;SG	N;FEM;SG
ηθοποιός	actor	ηθοποιός	actor	N;NOM;MASC;SG	N;MASC;SG
δυνάμεις	powers	δύναμη	power	N;NOM;FEM;PL	N
δυνάμεις	poderes	δύναμη	poder	N;NOM;FEM;PL	N;MASC;PL
δυνάμεις	atribuciones	δύναμη	atribución	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	potencias	δύναμη	potencia	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	fortalezas	δύναμη	fortaleza	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	fuerzas	δύναμη	fuerza	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	forces	δύναμη	force	N;NOM;FEM;PL	N;FEM
ελληνικό	griega	ελληνικός	griego	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
δεκαετία	decenio	δεκαετία	decenio	N;ACC;FEM;SG	N;MASC;SG
δεκαετία	década	δεκαετία	década	N;ACC;FEM;SG	N;FEM;SG
γνωστό	conocida	γνωστός	conocido	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
γνωστό	conocido	γνωστός	conocido	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
παγκόσμιο	mundial	παγκόσμιος	mundial	ADJ;NOM;NEUT;SG	ADJ;SG
παγκόσμιο	global	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ;SG
βιβλίο	libro	βιβλίο	libro	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	intervalo	διάστημα	intervalo	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	space	διάστημα	spacer	N;NOM;NEUT;SG	N
διάστημα	espacio	διάστημα	espacio	N;NOM;NEUT;SG	N;MASC;SG
οικογένεια	famila	οικογένεια	famila	N;NOM;FEM;SG	N;FEM;SG
οικογένεια	familia	οικογένεια	familia	N;NOM;FEM;SG	N;FEM;SG
μέτρα	medidas	μέτρο	medida	N;NOM;NEUT;PL	N;FEM;PL
σημαίνει	significa	σημαίνω	significar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πέντε	cinco	πέντε	cinco	NUM;NOM;MASC;PL	NUM;PL
παραπάνω	arriba	παραπάνω	arriba	ADV	ADV
υπουργός	ministro	υπουργός	ministro	N;NOM;MASC;SG	N;MASC;SG
υπουργός	pastor	υπουργός	pastor	N;NOM;MASC;SG	N;MASC;SG
υπουργός	ministra	υπουργός	ministra	N;NOM;MASC;SG	N;FEM;SG
σεζόν	temporada	σεζόν	temporada	N;ACC;FEM;SG	N;FEM;SG
πρότυπο	maqueta	πρότυπο	maqueta	N;NOM;NEUT;SG	N;FEM;SG
πρότυπο	modelo	πρότυπο	modelo	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	plantilla	πρότυπο	plantilla	N;NOM;NEUT;SG	N;FEM;SG
πρότυπο	norma	πρότυπο	norma	N;NOM;NEUT;SG	N;FEM;SG
αριθμός	número	αριθμός	número	N;NOM;MASC;SG	N;MASC;SG
αριθμός	numero	αριθμός	numero	N;NOM;MASC;SG	N;MASC;SG
θάνατο	fallecimiento	θάνατος	fallecimiento	N;ACC;MASC;SG	N;MASC;SG
θάνατο	death	θάνατος	death	N;ACC;MASC;SG	N
θάνατο	muerte	θάνατος	muerte	N;ACC;MASC;SG	N;FEM;SG
θάνατο	defunción	θάνατος	defunción	N;ACC;MASC;SG	N;FEM;SG
εταιρεία	compañia	εταιρεία	compañia	N;NOM;FEM;SG	N;FEM;SG
εταιρεία	empresa	εταιρεία	empresa	N;NOM;FEM;SG	N;FEM;SG
εταιρεία	compañía	εταιρεία	compañía	N;NOM;FEM;SG	N;FEM;SG
εταιρεία	companía	εταιρεία	companía	N;NOM;FEM;SG	N;FEM;SG
σώμα	cuerpo	σώμα	cuerpo	N;NOM;NEUT;SG	N;MASC;SG
σώμα	cadáver	σώμα	cadáver	N;NOM;NEUT;SG	N;MASC;SG
σώμα	body	σώμα	body	N;NOM;NEUT;SG	N
σώμα	corps	σώμα	corp	N;NOM;NEUT;SG	N
πρωτεύουσα	capital	πρωτεύουσα	capital	N;NOM;FEM;SG	N;FEM;SG
γνωστή	conocida	γνωστός	conocido	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
γνωστή	conocido	γνωστός	conocido	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
κατάσταση	status	κατάσταση	status	N;ACC;FEM;SG	N
κατάσταση	estatus	κατάσταση	estatus	N;ACC;FEM;SG	N;MASC
κατάσταση	estado	κατάσταση	estado	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	situación	κατάσταση	situación	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	situacion	κατάσταση	situacion	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	situación	κατάσταση	situación	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	condicion	κατάσταση	condicionr	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	estado	κατάσταση	estado	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	condición	κατάσταση	condición	N;ACC;FEM;SG	N;FEM;SG
νησί	isla	νησί	isla	N;NOM;NEUT;SG	N;FEM;SG
επίπεδο	nivel	επίπεδο	nivel	N;NOM;NEUT;SG	N;MASC;SG
επίπεδο	level	επίπεδο	level	N;NOM;NEUT;SG	N
επιτυχία	exito	επιτυχία	exito	N;NOM;FEM;SG	N;MASC;SG
επιτυχία	éxito	επιτυχία	éxito	N;NOM;FEM;SG	N;MASC;SG
άλλους	otras	άλλος	otro	PRO;NOM;MASC;PL;3	PRO;FEM;PL
άλλους	otros	άλλος	otro	PRO;NOM;MASC;PL;3	PRO;MASC;PL
δημιουργία	creación	δημιουργία	creación	N;ACC;FEM;SG	N;FEM;SG
αρχή	start	αρχή	start	N;NOM;FEM;SG	N
αρχή	inicio	αρχή	inicio	N;NOM;FEM;SG	N;MASC;SG
αρχή	comienzo	αρχή	comienzo	N;NOM;FEM;SG	N;MASC;SG
αρχή	comienzo	αρχή	comienzo	N;NOM;FEM;SG	N;MASC;SG
αρχή	principio	αρχή	principio	N;NOM;FEM;SG	N;MASC;SG
αρχή	autoridad	αρχή	autoridad	N;NOM;FEM;SG	N;FEM;SG
άδεια	licencia	άδεια	licencia	N;NOM;FEM;SG	N;FEM;SG
άδεια	permiso	άδεια	permiso	N;NOM;FEM;SG	N;MASC;SG
άδεια	autorización	άδεια	autorización	N;NOM;FEM;SG	N;FEM;SG
άδεια	licencia	άδεια	licencia	N;NOM;FEM;SG	N;FEM;SG
άδεια	permiso	άδεια	permiso	N;NOM;FEM;SG	N;MASC;SG
άδεια	vacío	άδεια	vacío	N;NOM;FEM;SG	N;MASC;SG
άδεια	vacio	άδεια	vacio	N;NOM;FEM;SG	N;MASC;SG
σου	demandar	σου	demandar	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN
ανάπτυξη	desarrollo	ανάπτυξη	desarrollo	N;ACC;FEM;SG	N;MASC;SG
ανάπτυξη	crecimiento	ανάπτυξη	crecimiento	N;ACC;FEM;SG	N;MASC;SG
φάση	etapa	φάση	etapa	N;ACC;FEM;SG	N;FEM;SG
φάση	fase	φάση	fase	N;ACC;FEM;SG	N;FEM;SG
συγγραφέας	escritora	συγγραφέα	escritora	N;NOM;MASC;SG	N;FEM;SG
συγγραφέας	escritor	συγγραφέα	escritor	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	writer	συγγραφέα	writer	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	autor	συγγραφέα	autor	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	autora	συγγραφέα	autora	N;NOM;MASC;SG	N;FEM;SG
άγιος	santa	άγιος	santo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
θάνατοι	muertes	θάνατος	muerte	N;NOM;MASC;PL	N;FEM;PL
θάνατοι	defunciones	θάνατος	defunción	N;NOM;MASC;PL	N;FEM;PL
θάνατοι	fallecimientos	θάνατος	fallecimiento	N;NOM;MASC;PL	N;MASC;PL
τραγούδι	canto	τραγούδι	canto	N;NOM;NEUT;SG	N;MASC;SG
τραγούδι	canto	τραγούδι	canto	N;NOM;NEUT;SG	N;MASC;SG
τραγούδι	cancion	τραγούδι	cancionar	N;NOM;NEUT;SG	N;FEM;SG
τραγούδι	canción	τραγούδι	canción	N;NOM;NEUT;SG	N;FEM;SG
κόρη	hija	κόρη	hija	N;NOM;FEM;SG	N;FEM;SG
πάλι	nuevamente	πάλι	nuevamente	ADV	ADV
επαρχία	provincia	επαρχία	provincia	N;NOM;FEM;SG	N;FEM;SG
άλλοι	otras	άλλος	otro	PRO;NOM;MASC;PL;3	PRO;FEM;PL
άλλοι	otros	άλλος	otro	PRO;NOM;MASC;PL;3	PRO;MASC;PL
κέρδισε	ganar	κερδίζω	ganar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
κέρδισε	ganó	κερδίζω	ganar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
βασίλειο	reino	βασίλειο	reino	N;NOM;NEUT;SG	N;MASC;SG
βασίλειο	kingdom	βασίλειο	kingdom	N;NOM;NEUT;SG	N;MASC;SG
σκοπό	proposito	σκοπός	proposito	N;ACC;MASC;SG	N;MASC;SG
σκοπό	finalidad	σκοπός	finalidad	N;ACC;MASC;SG	N;FEM;SG
σκοπό	propósito	σκοπός	propósito	N;ACC;MASC;SG	N;MASC;SG
συνολικά	globalmente	συνολικά	globalmente	ADV	ADV
γνωστός	conocida	γνωστός	conocido	ADJ;NOM;MASC;SG	ADJ;FEM;SG;V.PTCP
γνωστός	conocido	γνωστός	conocido	ADJ;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
γνωστός	conocido	γνωστός	conocido	ADJ;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
πληροφορίες	informaciones	πληροφορία	información	N;NOM;FEM;PL	N;FEM;PL
εθνικό	national	εθνικός	national	ADJ;NOM;NEUT;SG	ADJ;SG
εθνικό	nacional	εθνικός	nacional	ADJ;NOM;NEUT;SG	ADJ;SG
καριέρα	carrera	καριέρα	carrera	N;ACC;FEM;SG	N;FEM;SG
ποτέ	nunca	ποτέ	nunca	ADV	ADV
ποτέ	jamás	ποτέ	jamás	ADV	ADV
τέλη	honorarios	τέλος	honorario	N;ACC;NEUT;PL	N;MASC;PL
τέλη	tarifas	τέλος	tarifa	N;ACC;NEUT;PL	N;FEM;PL
τέλη	tasas	τέλος	tasa	N;ACC;NEUT;PL	N;FEM;PL
τέλη	honorarios	τέλος	honorario	N;ACC;NEUT;PL	N;MASC;PL
πλευρά	lateral	πλευρά	lateral	N;ACC;FEM;SG	N;SG
πλευρά	lado	πλευρά	lado	N;ACC;FEM;SG	N;MASC;SG
ανήκει	pertenece	ανήκω	pertenecer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πρόγραμμα	programa	πρόγραμμα	programa	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	programación	πρόγραμμα	programación	N;NOM;NEUT;SG	N;FEM;SG
πρόγραμμα	horario	πρόγραμμα	horario	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	calendario	πρόγραμμα	calendario	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	programa	πρόγραμμα	programa	N;NOM;NEUT;SG	N;MASC;SG
χιλιόμετρα	millas	χιλιόμετρο	milla	N;NOM;NEUT;PL	N;FEM;PL
χιλιόμετρα	kilómetros	χιλιόμετρο	kilómetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	kilómetros	χιλιόμετρο	kilómetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	kilómetros	χιλιόμετρο	kilómetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	kilometros	χιλιόμετρο	kilometro	N;NOM;NEUT;PL	N;MASC;PL
κάτοικοι	habitantes	κάτοικος	habitante	N;NOM;MASC;PL	N;PL
κάτοικοι	residentes	κάτοικος	residente	N;NOM;MASC;PL	N;PL
κάτοικοι	habitantes	κάτοικος	habitante	N;NOM;MASC;PL	N;PL
άρθρα	articulos	άρθρο	articulo	N;NOM;NEUT;PL	N;MASC;PL
άρθρα	artículos	άρθρο	artículo	N;NOM;NEUT;PL	N;MASC;PL
τύπου	prensa	τύπος	prensa	N;GEN;MASC;SG	N;FEM;SG
τύπου	type	τύπος	type	N;GEN;MASC;SG	N
τύπου	tipo	τύπος	tipo	N;GEN;MASC;SG	N;MASC;SG
δημοκρατία	republic	δημοκρατία	republic	N;NOM;FEM;SG	N
δημοκρατία	republica	δημοκρατία	republica	N;NOM;FEM;SG	N;FEM;SG
δημοκρατία	república	δημοκρατία	república	N;NOM;FEM;SG	N;FEM;SG
δημοκρατία	democracia	δημοκρατία	democracia	N;NOM;FEM;SG	N;FEM;SG
πόλεμος	guerra	πόλεμος	guerra	N;NOM;MASC;SG	N;FEM;SG
πόλεμος	war	πόλεμος	war	N;NOM;MASC;SG	N;SG
εφημερίδα	periódico	εφημερίδα	periódico	N;NOM;FEM;SG	N;MASC;SG
εφημερίδα	periodico	εφημερίδα	periodico	N;NOM;FEM;SG	N;MASC;SG
μικρό	pequeño	μικρός	pequeño	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μικρό	pequeña	μικρός	pequeño	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μικρό	pequeño	μικρός	pequeño	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μικρό	pequeña	μικρός	pequeño	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μικρό	poquito	μικρός	poquito	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τόπος	lugar	τόπος	lugar	N;NOM;MASC;SG	N;MASC;SG
τόπος	place	τόπος	place	N;NOM;MASC;SG	N
τόπος	lugar	τόπος	lugar	N;NOM;MASC;SG	N;MASC;SG
τόπος	ubicacion	τόπος	ubicacion	N;NOM;MASC;SG	N;FEM;SG
τόπος	ubicación	τόπος	ubicación	N;NOM;MASC;SG	N;FEM;SG
τόπος	emplazamiento	τόπος	emplazamiento	N;NOM;MASC;SG	N;MASC;SG
τόπος	localización	τόπος	localización	N;NOM;MASC;SG	N;FEM;SG
συγκεκριμένα	específicamente	συγκεκριμένα	específicamente	ADV	ADV
συγκεκριμένα	concretamente	συγκεκριμένα	concretamente	ADV	ADV
είδη	especies	είδος	especie	N;NOM;NEUT;PL	N;FEM;PL
πηγή	procedencia	πηγή	procedencia	N;NOM;FEM;SG	N;FEM;SG
πηγή	fuente	πηγή	fuente	N;NOM;FEM;SG	N;FEM;SG
πηγή	origen	πηγή	origen	N;NOM;FEM;SG	N;MASC;SG
πηγή	source	πηγή	source	N;NOM;FEM;SG	N
κάποιος	alguien	κάποιος	alguien	PRO;NOM;MASC;SG;3	PRO;SG
κάποιος	alguien	κάποιος	alguien	PRO;NOM;MASC;SG;3	PRO;SG
πρωταθλήματα	campeonatos	πρωτάθλημα	campeonato	N;NOM;NEUT;PL	N;MASC;PL
πατέρας	padre	πατέρα	padre	N;NOM;MASC;SG	N;MASC;SG
κατηγορίες	cargos	κατηγορία	cargo	N;NOM;FEM;PL	N;MASC;PL
κατηγορίες	cargas	κατηγορία	carga	N;NOM;FEM;PL	N;FEM;PL
κατηγορίες	cobros	κατηγορία	cobro	N;NOM;FEM;PL	N;MASC;PL
κατηγορίες	acusaciones	κατηγορία	acusación	N;NOM;FEM;PL	N;FEM;PL
κατηγορίες	categorias	κατηγορία	categorio	N;NOM;FEM;PL	N;FEM;PL
κατηγορίες	categorías	κατηγορία	categoría	N;NOM;FEM;PL	N;FEM;PL
αναφέρει	menciona	αναφέρω	mencionar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ποδόσφαιρο	soccer	ποδόσφαιρος	soccer	N;NOM;NEUT;SG	N;SG
ποδόσφαιρο	fútbol	ποδόσφαιρος	fútbol	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	futbol	ποδόσφαιρος	futbol	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	fútbol	ποδόσφαιρος	fútbol	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	futbol	ποδόσφαιρος	futbol	N;NOM;NEUT;SG	N;MASC;SG
θέσεις	posiciones	θέση	posición	N;NOM;FEM;PL	N;FEM;PL
θέσεις	posturas	θέση	postura	N;NOM;FEM;PL	N;FEM;PL
θέσεις	postes	θέση	poste	N;NOM;FEM;PL	N;MASC;PL
θέσεις	publicaciones	θέση	publicación	N;NOM;FEM;PL	N;FEM;PL
θέσεις	escaños	θέση	escaño	N;NOM;FEM;PL	N;MASC;PL
θέσεις	asientos	θέση	asiento	N;NOM;FEM;PL	N;MASC;PL
έκταση	alcance	έκταση	alcance	N;ACC;FEM;SG	N;MASC;SG
έκταση	ámbito	έκταση	ámbito	N;ACC;FEM;SG	N;MASC;SG
έκταση	superficie	έκταση	superficie	N;ACC;FEM;SG	N;FEM;SG
έκταση	zona	έκταση	zona	N;ACC;FEM;SG	N;FEM;SG
έκταση	area	έκταση	area	N;ACC;FEM;SG	N;FEM;SG
έκταση	área	έκταση	área	N;ACC;FEM;SG	N;FEM;SG
