van	din	van	din	ADP	ADP;ACC
dag	dag	dag	da	N;MASC+FEM;SG	N;INDF;MASC;SG
dag	zi	dag	zi	N;MASC+FEM;SG	N;INDF;FEM;SG
dag	ziua	dag	zi	N;MASC+FEM;SG	N;DEF;FEM;SG
artikelen	articolele	artikel	articol	N;PL	N;DEF;FEM;PL
artikelen	articole	artikel	articol	N;PL	N;INDF;FEM;PL
universiteit	facultate	universiteit	facultate	N;MASC+FEM;SG	N;INDF;FEM;SG
universiteit	university	universiteit	university	N;MASC+FEM;SG	N;INDF;MASC;SG
universiteit	universitate	universiteit	universitate	N;MASC+FEM;SG	N;INDF;FEM;SG
universiteit	universitatea	universiteit	universitate	N;MASC+FEM;SG	N;DEF;FEM;SG
universiteit	facultate	universiteit	facultate	N;MASC+FEM;SG	N;INDF;FEM;SG
universiteit	facultatea	universiteit	facultate	N;MASC+FEM;SG	N;DEF;FEM;SG
universiteit	colegiul	universiteit	colegiu	N;MASC+FEM;SG	N;DEF;MASC;SG
universiteit	colegiu	universiteit	colegiu	N;MASC+FEM;SG	N;INDF;MASC;SG
zelfs	chiar	zelfs	chiar	ADV	ADV
vader	tata	vader	tată	N;MASC+FEM;SG	N;DEF;MASC;SG
vader	tata	vader	tată	N;MASC+FEM;SG	N;DEF;MASC;SG
belgische	belgiană	belgisch	belgian	ADJ	ADJ;INDF;FEM;SG
belgische	belgieni	belgisch	belgian	ADJ	ADJ;INDF;MASC;PL
belgische	belgiene	belgisch	belgian	ADJ	ADJ;INDF;FEM;PL
indeling	detaliere	indeling	detaliere	N;MASC+FEM;SG	N;INDF;FEM;SG
indeling	layout	indeling	layout	N;MASC+FEM;SG	N;INDF;MASC;SG
indeling	aranjament	indeling	aranjament	N;MASC+FEM;SG	N;INDF;MASC;SG
indeling	clasificare	indeling	clasificare	N;MASC+FEM;SG	N;INDF;FEM;SG
indeling	clasificarea	indeling	clasificare	N;MASC+FEM;SG	N;DEF;FEM;SG
indeling	formatul	indeling	format	N;MASC+FEM;SG	N;DEF;MASC;SG
indeling	format	indeling	format	N;MASC+FEM;SG	N;INDF;MASC;SG
serie	serie	serie	serie	N;MASC+FEM;SG	N;INDF;FEM;SG
serie	seria	serie	serie	N;MASC+FEM;SG	N;DEF;FEM;SG
rol	rolul	rol	rol	N;MASC+FEM;SG	N;DEF;MASC;SG
rol	rol	rol	rol	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	pergament	rol	pergament	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	derulare	rol	derulare	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	defilare	rol	defilare	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	rola	rol	rola	N;MASC+FEM;SG	N;DEF;FEM;SG
rol	roll	rol	roll	N;MASC+FEM;SG	N;INDF;MASC;SG
figuur	figură	figuur	figură	N;MASC+FEM;SG	N;INDF;FEM;SG
figuur	figura	figuur	figură	N;MASC+FEM;SG	N;DEF;FEM;SG
oorlog	razboi	oorlog	razboi	N;MASC+FEM;SG	N;INDF;MASC;SG
oorlog	războiul	oorlog	război	N;MASC+FEM;SG	N;DEF;MASC;SG
oorlog	război	oorlog	război	N;MASC+FEM;SG	N;INDF;MASC;SG
geschiedenis	istoricul	geschiedenis	istoric	N;MASC+FEM;SG	N;DEF;MASC;SG
geschiedenis	istorie	geschiedenis	istorie	N;MASC+FEM;SG	N;INDF;FEM;SG
geschiedenis	istoria	geschiedenis	istorie	N;MASC+FEM;SG	N;DEF;FEM;SG
vervolgens	ulterior	vervolgens	ulterior	ADV	ADV
landen	țări	land	țară	N;PL	N;INDF;FEM;PL
landen	ţările	land	gară	N;PL	N;DEF;FEM;PL
landen	țările	land	țară	N;PL	N;DEF;FEM;PL
landen	ţări	land	gară	N;PL	N;INDF;FEM;PL
huis	house	huis	hou	N;NEUT;SG	N;INDF;MASC;SG
huis	casa	huis	casă	N;NEUT;SG	N;DEF;FEM;SG
huis	casă	huis	casă	N;NEUT;SG	N;INDF;FEM;SG
huis	casă	huis	casă	N;NEUT;SG	N;INDF;FEM;SG
laten	lasă	laten	lăsa	V;PL;PRS;FIN	V;IND;3;PRS;FIN
shift	tură	shift	tură	N;MASC+FEM;SG	N;INDF;FEM;SG
shift	tura	shift	tură	N;MASC+FEM;SG	N;DEF;FEM;SG
finale	finală	finale	finală	N;MASC+FEM;SG	N;INDF;FEM;SG
finale	final	finale	final	N;MASC+FEM;SG	N;INDF;MASC;SG
finale	finala	finale	finală	N;MASC+FEM;SG	N;DEF;FEM;SG
finale	finala	finale	finală	N;MASC+FEM;SG	N;DEF;FEM;SG
opgericht	stabiliți	oprichten	stabili	V;V.PTCP	V;IND;PL;2;IPFV;FIN
nationale	națională	nationaal	național	ADJ	ADJ;INDF;FEM;SG
nationale	national	nationaal	national	ADJ	ADJ;INDF;MASC;SG
nationale	naţional	nationaal	naţional	ADJ	ADJ;INDF;MASC;SG
nationale	național	nationaal	național	ADJ	ADJ;INDF;MASC;SG
amerikaans	american	amerikaans	american	ADJ	ADJ;INDF;MASC;SG
amerikaans	americană	amerikaans	american	ADJ	ADJ;INDF;FEM;SG
amerikaans	americancă	amerikaans	americanc	ADJ	ADJ;INDF;FEM;SG
europese	europene	Europees	european	ADJ	ADJ;INDF;FEM;PL
europese	europeană	Europees	european	ADJ	ADJ;INDF;FEM;SG
europese	europeni	Europees	european	ADJ	ADJ;INDF;MASC;PL
europese	european	Europees	european	ADJ	ADJ;INDF;MASC;SG
geheel	întreg	geheel	întreg	ADJ	ADJ;INDF;MASC;SG
boek	cartii	boek	carte	N;NEUT;SG	N;DEF;FEM;SG
boek	cartea	boek	carte	N;NEUT;SG	N;DEF;FEM;SG
boek	carte	boek	carte	N;NEUT;SG	N;INDF;FEM;SG
stadium	stadion	stadium	stadion	N;NEUT;SG	N;INDF;MASC;SG
stadium	stadionul	stadium	stadion	N;NEUT;SG	N;DEF;MASC;SG
stadium	etapa	stadium	etapă	N;NEUT;SG	N;DEF;FEM;SG
stadium	etapă	stadium	etapă	N;NEUT;SG	N;INDF;FEM;SG
stadium	stadiul	stadium	stadiu	N;NEUT;SG	N;DEF;MASC;SG
altijd	mereu	altijd	mereu	ADV	ADV
altijd	întotdeauna	altijd	întotdeauna	ADV	ADV
vrouw	femeie	vrouw	femeie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	femeie	vrouw	femeie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	femelă	vrouw	femelă	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	femela	vrouw	femelă	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	sotie	vrouw	sotie	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	soția	vrouw	soție	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	soţia	vrouw	soţia	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	soție	vrouw	soție	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	nevasta	vrouw	nevastă	N;MASC+FEM;SG	N;DEF;FEM;SG
vele	mulți	veel	mult	PRO	PRO;MASC;PL;3
vele	multe	veel	mult	PRO	PRO;FEM;PL;3
soms	uneori	soms	uneori	ADV	ADV
soms	câteodată	soms	câteodată	ADV	ADV
dood	moartă	dood	mort	ADJ	ADJ;INDF;FEM;SG
dood	mort	dood	mort	ADJ	ADJ;INDF;MASC;SG
vijf	cinci	vijf	cinci	NUM	NUM;PL
muziek	muzică	muziek	muzică	N;MASC+FEM;SG	N;INDF;FEM;SG
muziek	muzica	muziek	muzică	N;MASC+FEM;SG	N;DEF;FEM;SG
partij	party	partij	party	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	petrecere	partij	petrecere	N;MASC+FEM;SG	N;INDF;FEM;SG
partij	partid	partij	partid	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	lot	partij	lot	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	lotul	partij	lot	N;MASC+FEM;SG	N;DEF;MASC;SG
geval	caz	geval	caz	N;NEUT;SG	N;INDF;MASC;SG
geval	cazul	geval	caz	N;NEUT;SG	N;DEF;MASC;SG
voetballer	fotbalistul	voetballer	fotbalist	N;MASC+FEM;SG	N;DEF;MASC;SG
voetballer	fotbalist	voetballer	fotbalist	N;MASC+FEM;SG	N;INDF;MASC;SG
wereld	lumea	wereld	lume	N;MASC+FEM;SG	N;DEF;FEM;SG
wereld	lume	wereld	lume	N;MASC+FEM;SG	N;INDF;FEM;SG
einde	sfârșit	einde	sfârșit	N;NEUT;SG	N;INDF;MASC;SG
einde	final	einde	final	N;NEUT;SG	N;INDF;MASC;SG
geschreven	scrise	schrijven	scrie	V;V.PTCP	V;IND;SG;3;PST;FIN
informatie	informație	informatie	informație	N;MASC+FEM;SG	N;INDF;FEM;SG
lange	lung	lang	lung	ADJ	ADJ;INDF;MASC;SG
lange	lungă	lang	lung	ADJ	ADJ;INDF;FEM;SG
kinderen	copii	kind	copil	N;PL	N;INDF;MASC;PL
kinderen	copiii	kind	copil	N;PL	N;DEF;MASC;PL
kinderen	copii	kind	copil	N;PL	N;INDF;MASC;PL
kinderen	copiii	kind	copil	N;PL	N;DEF;MASC;PL
open	deschis	open	deschis	ADJ	ADJ;INDF;MASC;SG
bekende	cunoscut	bekend	cunoscut	ADJ	ADJ;INDF;MASC;SG
bekende	cunoscută	bekend	cunoscut	ADJ	ADJ;INDF;FEM;SG
bekende	cunoscute	bekend	cunoscut	ADJ	ADJ;INDF;FEM;PL
bekende	mărturisit	bekend	mărturisit	ADJ	ADJ;INDF;MASC;SG
bekende	marturisit	bekend	marturisit	ADJ	ADJ;INDF;MASC;SG
united	united	united	united	N;NEUT;SG	N;INDF;MASC;SG
eerder	anterior	eerder	anterior	ADV	ADV
geven	dând	geven	da	V;NFIN	V;V.MSDR
geven	dați	geven	da	V;NFIN	V;IND;PL;2;IPFV;FIN
geven	dă	geven	da	V;NFIN	V;IND;SG;3;PRS;FIN
museum	muzeul	museum	muzeu	N;NEUT;SG	N;DEF;MASC;SG
museum	museum	museum	museum	N;NEUT;SG	N;INDF;MASC;SG
museum	muzeu	museum	muzeu	N;NEUT;SG	N;INDF;MASC;SG
nemen	luând	nemen	lua	V;NFIN	V;V.MSDR
hoewel	deși	hoewel	deși	CONJ	CONJ;POS
hoewel	deși	hoewel	deși	CONJ	CONJ;POS
snel	rapidă	snel	rapid	ADJ	ADJ;INDF;FEM;SG
eind	sfârșit	eind	sfârșit	N;NEUT;SG	N;INDF;MASC;SG
eind	final	eind	final	N;NEUT;SG	N;INDF;MASC;SG
departement	departamentul	departement	departament	N;NEUT;SG	N;DEF;MASC;SG
departement	departament	departement	departament	N;NEUT;SG	N;INDF;MASC;SG
lichaam	body	lichaam	body	N;NEUT;SG	N;INDF;MASC;SG
lichaam	organism	lichaam	organism	N;NEUT;SG	N;INDF;MASC;SG
lichaam	corp	lichaam	corp	N;NEUT;SG	N;INDF;MASC;SG
lichaam	corpul	lichaam	corp	N;NEUT;SG	N;DEF;MASC;SG
lichaam	trup	lichaam	trup	N;NEUT;SG	N;INDF;MASC;SG
census	recensământului	census	recensământ	N;NEUT;SG	N;DEF;MASC;SG
census	recensământul	census	recensământ	N;NEUT;SG	N;DEF;MASC;SG
census	recensământ	census	recensământ	N;NEUT;SG	N;INDF;MASC;SG
iemand	oricine	iemand	oricine	PRO;3	PRO;SG;3
iemand	cineva	iemand	cineva	PRO;3	PRO;SG;3
iemand	cineva	iemand	cineva	PRO;3	PRO;SG;3
wedstrijd	joc	wedstrijd	joc	N;MASC+FEM;SG	N;INDF;MASC;SG
wedstrijd	jocul	wedstrijd	joc	N;MASC+FEM;SG	N;DEF;MASC;SG
wedstrijd	concurs	wedstrijd	concurs	N;MASC+FEM;SG	N;INDF;MASC;SG
valt	cade	vallen	cădea	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
britse	britanic	brits	britanic	ADJ	ADJ;INDF;MASC;SG
britse	britanică	brits	britanic	ADJ	ADJ;INDF;FEM;SG
britse	britanici	brits	britanic	ADJ	ADJ;INDF;MASC;PL
taxonomische	taxonomice	taxonomisch	taxonomic	ADJ	ADJ;INDF;FEM;PL
school	scoala	school	scoală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	școala	school	școală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	şcoala	school	pcoală	N;MASC+FEM;SG	N;DEF;FEM;SG
school	școală	school	școală	N;MASC+FEM;SG	N;INDF;FEM;SG
school	şcoală	school	şcoală	N;MASC+FEM;SG	N;INDF;FEM;SG
versie	versiunea	versie	versiune	N;MASC+FEM;SG	N;DEF;FEM;SG
versie	versiune	versie	versiune	N;MASC+FEM;SG	N;INDF;FEM;SG
eiland	insulă	eiland	insulă	N;NEUT;SG	N;INDF;FEM;SG
eiland	insula	eiland	insulă	N;NEUT;SG	N;DEF;FEM;SG
des	des	des	des	ADV	ADV
nooit	niciodată	nooit	niciodată	ADV	ADV
geeft	întoarce	geven	întoarce	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
diverse	diverse	divers	divers	ADJ	ADJ;INDF;FEM;PL
diverse	diverse	divers	divers	ADJ	ADJ;INDF;FEM;PL
dier	animalul	dier	animal	N;NEUT;SG	N;DEF;MASC;SG
dier	animal	dier	animal	N;NEUT;SG	N;INDF;MASC;SG
duits	german	duits	german	ADJ	ADJ;INDF;MASC;SG
lijn	linia	lijn	linie	N;MASC+FEM;SG	N;DEF;FEM;SG
lijn	linie	lijn	linie	N;MASC+FEM;SG	N;INDF;FEM;SG
slag	luptă	slag	luptă	N;MASC+FEM;SG	N;INDF;FEM;SG
slag	bătălia	slag	bătălie	N;MASC+FEM;SG	N;DEF;FEM;SG
slag	bătălie	slag	bătălie	N;MASC+FEM;SG	N;INDF;FEM;SG
arrondissement	arondismentul	arrondissement	arondisment	N;NEUT;SG	N;DEF;MASC;SG
anders	altfel	anders	altfel	ADV	ADV
park	park	park	park	N;NEUT;SG	N;INDF;MASC;SG
park	parc	park	parc	N;NEUT;SG	N;INDF;MASC;SG
park	parcul	park	parc	N;NEUT;SG	N;DEF;MASC;SG
vrij	liberă	vrij	liber	ADJ	ADJ;INDF;FEM;SG
vrij	liberi	vrij	liber	ADJ	ADJ;INDF;MASC;PL
vrij	gratuit	vrij	gratuit	ADJ	ADJ;INDF;MASC;SG
weinig	puține	weinig	puțin	PRO	PRO;FEM;PL;3
weinig	puțini	weinig	puțin	PRO	PRO;MASC;PL;3
belangrijke	importante	belangrijk	important	ADJ	ADJ;INDF;FEM;PL
belangrijke	importanta	belangrijk	important	ADJ	ADJ;DEF;FEM;SG
belangrijke	importantă	belangrijk	important	ADJ	ADJ;INDF;FEM;SG
leger	armata	leger	armată	N;NEUT;SG	N;DEF;FEM;SG
leger	armată	leger	armată	N;NEUT;SG	N;INDF;FEM;SG
leger	army	leger	army	N;NEUT;SG	N;INDF;MASC;SG
overleden	murit	overlijden	muri	V;V.PTCP	V;MASC;SG;V.PTCP
oost	est	oost	est	N;MASC+FEM;SG	N;INDF;MASC;SG
oost	estul	oost	est	N;MASC+FEM;SG	N;DEF;MASC;SG
spelers	jucători	speler	jucător	N;PL	N;INDF;MASC;PL
spelers	jucatori	speler	jucator	N;PL	N;INDF;MASC;PL
spelers	jucătorii	speler	jucător	N;PL	N;DEF;MASC;PL
single	single	single	single	N;MASC+FEM;SG	N;INDF;MASC;SG
leden	membrii	lid	membru	N;PL	N;DEF;MASC;PL
leden	membri	lid	membru	N;PL	N;INDF;MASC;PL
bureau	agenția	bureau	agenție	N;NEUT;SG	N;DEF;FEM;SG
bureau	agentie	bureau	agentie	N;NEUT;SG	N;INDF;FEM;SG
bureau	agenție	bureau	agenție	N;NEUT;SG	N;INDF;FEM;SG
bureau	agentia	bureau	agentie	N;NEUT;SG	N;DEF;FEM;SG
bureau	biroul	bureau	birou	N;NEUT;SG	N;DEF;MASC;SG
bureau	oficiu	bureau	oficiu	N;NEUT;SG	N;INDF;MASC;SG
bureau	biroul	bureau	birou	N;NEUT;SG	N;DEF;MASC;SG
bureau	oficiul	bureau	oficiu	N;NEUT;SG	N;DEF;MASC;SG
bureau	birou	bureau	birou	N;NEUT;SG	N;INDF;MASC;SG
wetenschappelijk	științifică	wetenschappelijk	științific	ADJ	ADJ;INDF;FEM;SG
wetenschappelijk	stiintific	wetenschappelijk	stiintific	ADJ	ADJ;INDF;MASC;SG
onderdeel	componenta	onderdeel	componenta	N;NEUT;SG	N;DEF;FEM;SG
onderdeel	componentă	onderdeel	componentă	N;NEUT;SG	N;INDF;FEM;SG
delen	distribuie	delen	distribui	V;NFIN	V;IND;3;PRS;FIN
bestaande	existând	bestaan	exista	V;V.PTCP	V;V.MSDR
bijna	aproape	bijna	aproape	ADV	ADV
omgeving	mediul	omgeving	mediu	N;MASC+FEM;SG	N;DEF;MASC;SG
bedrijf	companie	bedrijf	companie	N;NEUT;SG	N;INDF;FEM;SG
bedrijf	compania	bedrijf	companie	N;NEUT;SG	N;DEF;FEM;SG
bedrijf	business	bedrijf	business	N;NEUT;SG	N;INDF;MASC;SG
bedrijf	afacere	bedrijf	afacere	N;NEUT;SG	N;INDF;FEM;SG
bedrijf	afacerea	bedrijf	afacere	N;NEUT;SG	N;DEF;FEM;SG
vrouwen	femele	vrouw	femelă	N;PL	N;INDF;FEM;PL
vrouwen	femelele	vrouw	femelă	N;PL	N;DEF;FEM;PL
vrouwen	femeile	vrouw	femeie	N;PL	N;DEF;FEM;PL
vrouwen	femei	vrouw	femeie	N;PL	N;INDF;FEM;PL
vrouwen	femeilor	vrouw	femeie	N;PL	N;DEF;FEM;PL
oud	bătrân	oud	bătrân	ADJ	ADJ;INDF;MASC;SG
oud	vechi	oud	vechi	ADJ	ADJ;INDF;MASC;SG
oud	veche	oud	vechi	ADJ	ADJ;INDF;FEM;SG
oud	bătrâne	oud	bătrâne	ADJ	ADJ;INDF;FEM;PL
schip	nava	schip	navă	N;NEUT;SG	N;DEF;FEM;SG
schip	navă	schip	navă	N;NEUT;SG	N;INDF;FEM;SG
schip	vapor	schip	vapor	N;NEUT;SG	N;INDF;MASC;SG
schip	corabie	schip	corabie	N;NEUT;SG	N;INDF;FEM;SG
county	judetul	county	judet	N;MASC+FEM;SG	N;DEF;MASC;SG
county	comitatul	county	comitat	N;MASC+FEM;SG	N;DEF;MASC;SG
county	județul	county	județ	N;MASC+FEM;SG	N;DEF;MASC;SG
hoge	înaltă	hoog	înalt	ADJ	ADJ;INDF;FEM;SG
hoge	inalta	hoog	inalta	ADJ	ADJ;DEF;FEM;SG
onderzoek	anchetă	onderzoek	anchetă	N;NEUT;SG	N;INDF;FEM;SG
onderzoek	ancheta	onderzoek	anchetă	N;NEUT;SG	N;DEF;FEM;SG
onderzoek	cercetare	onderzoek	cercetare	N;NEUT;SG	N;INDF;FEM;SG
onderzoek	cercetarea	onderzoek	cercetare	N;NEUT;SG	N;DEF;FEM;SG
maria	mary	maria	mary	N;MASC+FEM;SG	N;INDF;MASC;SG
maria	maria	maria	maria	N;MASC+FEM;SG	N;DEF;FEM;SG
sterk	puternica	sterk	puternic	ADJ	ADJ;DEF;FEM;SG
sterk	puternic	sterk	puternic	ADJ	ADJ;INDF;MASC;SG
sterk	puternică	sterk	puternic	ADJ	ADJ;INDF;FEM;SG
sommige	unele	sommig	unul	PRO	PRO;FEM;PL;3
sommige	unii	sommig	unul	PRO	PRO;MASC;PL;3
functie	funcție	functie	funcție	N;MASC+FEM;SG	N;INDF;FEM;SG
functie	funcţie	functie	funcţie	N;MASC+FEM;SG	N;INDF;FEM;SG
functie	funcţia	functie	funchie	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	funcția	functie	funcție	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	caracteristica	functie	caracteristică	N;MASC+FEM;SG	N;DEF;FEM;SG
functie	caracteristică	functie	caracteristică	N;MASC+FEM;SG	N;INDF;FEM;SG
functie	trăsătură	functie	trăsătură	N;MASC+FEM;SG	N;INDF;FEM;SG
zee	marea	zee	mare	N;MASC+FEM;SG	N;DEF;FEM;SG
voormalige	fosta	voormalig	fost	ADJ	ADJ;DEF;FEM;SG
punten	puncte	punt	punct	N;PL	N;INDF;FEM;PL
laat	lasă	laten	lăsa	V;SG;PRS;FIN	V;IND;3;PRS;FIN
algemeen	generale	algemeen	general	ADJ	ADJ;INDF;FEM;PL
algemeen	general	algemeen	general	ADJ	ADJ;INDF;MASC;SG
dagen	zilele	dag	zi	N;PL	N;DEF;FEM;PL
dagen	zile	dag	zi	N;PL	N;INDF;FEM;PL
korte	scurta	kort	scurta	ADJ	ADJ;DEF;FEM;SG
korte	scurtă	kort	scurt	ADJ	ADJ;INDF;FEM;SG
korte	scurte	kort	scurt	ADJ	ADJ;INDF;FEM;PL
korte	scurtă	kort	scurt	ADJ	ADJ;INDF;FEM;SG
mannen	barbatii	mannen	barbat	N;PL	N;DEF;MASC;PL
mannen	bărbați	mannen	bărbat	N;PL	N;INDF;MASC;PL
taal	limba	taal	limbă	N;MASC+FEM;SG	N;DEF;FEM;SG
taal	limbă	taal	limbă	N;MASC+FEM;SG	N;INDF;FEM;SG
taal	limbaj	taal	limbaj	N;MASC+FEM;SG	N;INDF;MASC;SG
taal	limbajul	taal	limbaj	N;MASC+FEM;SG	N;DEF;MASC;SG
hele	întreg	heel	întreg	ADJ	ADJ;INDF;MASC;SG
generaal	generalul	generaal	general	N;MASC+FEM;SG	N;DEF;MASC;SG
leeftijd	varsta	leeftijd	varsta	N;MASC+FEM;SG	N;DEF;FEM;SG
leeftijd	vârstă	leeftijd	vârstă	N;MASC+FEM;SG	N;INDF;FEM;SG
leeftijd	vârsta	leeftijd	vârstă	N;MASC+FEM;SG	N;DEF;FEM;SG
moment	moment	moment	moment	N;NEUT;SG	N;INDF;MASC;SG
moment	momentul	moment	moment	N;NEUT;SG	N;DEF;MASC;SG
president	președintele	president	președinte	N;MASC+FEM;SG	N;DEF;MASC;SG
president	preşedinte	president	preşedinte	N;MASC+FEM;SG	N;INDF;MASC;SG
president	preşedintele	president	președinte	N;MASC+FEM;SG	N;DEF;MASC;SG
president	președinte	president	președinte	N;MASC+FEM;SG	N;INDF;MASC;SG
president	presedinte	president	presedinte	N;MASC+FEM;SG	N;INDF;MASC;SG
programma	program	programma	program	N;NEUT;SG	N;INDF;MASC;SG
programma	programul	programma	program	N;NEUT;SG	N;DEF;MASC;SG
programma	program	programma	program	N;NEUT;SG	N;INDF;MASC;SG
programma	programul	programma	program	N;NEUT;SG	N;DEF;MASC;SG
nodig	necesara	nodig	necesar	ADJ	ADJ;DEF;FEM;SG
nodig	necesare	nodig	necesar	ADJ	ADJ;INDF;FEM;PL
nodig	necesară	nodig	necesar	ADJ	ADJ;INDF;FEM;SG
wapen	armă	wapen	armă	N;NEUT;SG	N;INDF;FEM;SG
wapen	arma	wapen	armă	N;NEUT;SG	N;DEF;FEM;SG
wapen	pistol	wapen	pistol	N;NEUT;SG	N;INDF;MASC;SG
wapen	armă	wapen	armă	N;NEUT;SG	N;INDF;FEM;SG
wapen	arma	wapen	armă	N;NEUT;SG	N;DEF;FEM;SG
klein	mic	klein	mic	ADJ	ADJ;INDF;MASC;SG
klein	mică	klein	mic	ADJ	ADJ;INDF;FEM;SG
klein	mici	klein	mic	ADJ	ADJ;INDF;PL
klein	mic	klein	mic	ADJ	ADJ;INDF;MASC;SG
verhaal	poveste	verhaal	poveste	N;NEUT;SG	N;INDF;FEM;SG
verhaal	story	verhaal	story	N;NEUT;SG	N;INDF;MASC;SG
verhaal	povestea	verhaal	poveste	N;NEUT;SG	N;DEF;FEM;SG
zes	şase	zes	şase	NUM	NUM;PL
zes	șase	zes	șase	NUM	NUM;PL
noorden	nordul	noorden	nord	N;NEUT;SG	N;DEF;MASC;SG
noorden	nord	noorden	nord	N;NEUT;SG	N;INDF;MASC;SG
foto	fotografie	foto	fotografie	N;MASC+FEM;SG	N;INDF;FEM;SG
foto	fotografia	foto	fotografie	N;MASC+FEM;SG	N;DEF;FEM;SG
foto	poză	foto	poză	N;MASC+FEM;SG	N;INDF;FEM;SG
foto	poza	foto	poză	N;MASC+FEM;SG	N;DEF;FEM;SG
foto	poză	foto	poză	N;MASC+FEM;SG	N;INDF;FEM;SG
foto	imagine	foto	imagine	N;MASC+FEM;SG	N;INDF;FEM;SG
gewone	ordinar	gewoon	ordinar	ADJ	ADJ;INDF;MASC;SG
gewone	obișnuit	gewoon	obișnuit	ADJ	ADJ;INDF;MASC;SG
gewone	ordinare	gewoon	ordinare	ADJ	ADJ;INDF;FEM;PL
gewone	obișnuită	gewoon	obișnuit	ADJ	ADJ;INDF;FEM;SG
wedstrijden	concursuri	wedstrijd	concurs	N;PL	N;INDF;FEM;PL
wedstrijden	meciuri	wedstrijd	meci	N;PL	N;INDF;FEM;PL
wedstrijden	chibrituri	wedstrijd	chibritură	N;PL	N;INDF;FEM;PL
wedstrijden	concursuri	wedstrijd	concurs	N;PL	N;INDF;FEM;PL
politicus	politician	politicus	politician	N;MASC+FEM;SG	N;INDF;MASC;SG
burgemeester	primarul	burgemeester	primar	N;MASC+FEM;SG	N;DEF;MASC;SG
burgemeester	primar	burgemeester	primar	N;MASC+FEM;SG	N;INDF;MASC;SG
bronnen	sursele	bron	sursă	N;PL	N;DEF;FEM;PL
bronnen	surse	bron	sursă	N;PL	N;INDF;FEM;PL
bronnen	resursele	bron	resursă	N;PL	N;DEF;FEM;PL
bronnen	resurse	bron	resursă	N;PL	N;INDF;FEM;PL
bronnen	arcuri	bron	arc	N;PL	N;INDF;FEM;PL
bronnen	izvoare	bron	izvor	N;PL	N;INDF;FEM;PL
belgisch	belgiană	belgisch	belgian	ADJ	ADJ;INDF;FEM;SG
belgisch	belgieni	belgisch	belgian	ADJ	ADJ;INDF;MASC;PL
belgisch	belgiene	belgisch	belgian	ADJ	ADJ;INDF;FEM;PL
totaal	totală	totaal	total	ADJ	ADJ;INDF;FEM;SG
weet	știu	weten	ști	V;SG;PRS;FIN	V;IND;SG;1;PRS;FIN
weet	știe	weten	ști	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
gedeelte	parte	gedeelte	parte	N;NEUT;SG	N;INDF;FEM;SG
gedeelte	partea	gedeelte	parte	N;NEUT;SG	N;DEF;FEM;SG
minister	ministru	minister	ministru	N;MASC+FEM;SG	N;INDF;MASC;SG
minister	ministrul	minister	ministru	N;MASC+FEM;SG	N;DEF;MASC;SG
dochter	fica	dochter	fice	N;MASC+FEM;SG	N;DEF;FEM;SG
dochter	fiica	dochter	fiică	N;MASC+FEM;SG	N;DEF;FEM;SG
dochter	fiică	dochter	fiică	N;MASC+FEM;SG	N;INDF;FEM;SG
houden	ține	houden	ține	V;NFIN	V;IND;SG;3;PRS;FIN
houden	păstrați	houden	păstra	V;NFIN	V;IND;PL;2;IPFV;FIN
houden	păstrează	houden	păstra	V;NFIN	V;IND;3;PRS;FIN
kampioen	champ	kampioen	champ	N;MASC+FEM;SG	N;INDF;MASC;SG
kampioen	campion	kampioen	campion	N;MASC+FEM;SG	N;INDF;MASC;SG
kampioen	campioană	kampioen	campioană	N;MASC+FEM;SG	N;INDF;FEM;SG
kampioen	campioana	kampioen	campioană	N;MASC+FEM;SG	N;DEF;FEM;SG
kampioen	campionul	kampioen	campion	N;MASC+FEM;SG	N;DEF;MASC;SG
elk	fiecare	elk	fiecare	PRO	PRO;SG;3
elk	fiecare	elk	fiecare	PRO	PRO;SG;3
basis	baza	basis	bază	N;MASC+FEM;SG	N;DEF;FEM;SG
basis	bază	basis	bază	N;MASC+FEM;SG	N;INDF;FEM;SG
kop	titlu	kop	titlu	N;MASC+FEM;SG	N;INDF;MASC;SG
