novak	novak	novak	novak	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
velvyslanectví	ambassade	velvyslanectví	ambassade	N;NOM;NEUT;SG;POS	N;FEM;SG
ovlivnit	affecter	ovlivnit	affecter	V;PFV;POS;NFIN	V;NFIN
ovlivnit	affectent	ovlivnit	affecter	V;PFV;POS;NFIN	V;IND;PL;3;PRS;FIN
ovlivnit	influencer	ovlivnit	influencer	V;PFV;POS;NFIN	V;NFIN
svobodná	célibataire	svobodný	célibataire	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
svobodná	unique	svobodný	unique	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
kovy	métaux	kov	métal	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kovy	métaux	kov	métal	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
předsedal	présidé	předsedat	présider	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
předsedal	présidée	předsedat	présider	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
architektonické	architecturaux	architektonický	architectural	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
inteligentní	intelligente	inteligentní	intelligent	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
inteligentní	intelligent	inteligentní	intelligent	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;MASC;SG
tyčinky	baguettes	tyčinka	baguette	N;NOM;FEM;PL;POS	N;FEM;PL
tyčinky	bâtons	tyčinka	bâton	N;NOM;FEM;PL;POS	N;MASC;PL
tyčinky	bâtonnets	tyčinka	bâtonnet	N;NOM;FEM;PL;POS	N;MASC;PL
kyselin	acides	kyselina	acide	N;GEN;FEM;PL;POS	N;MASC;PL
přímá	directe	přímý	direct	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
přímá	direct	přímý	direct	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
zimy	hivers	zima	hiver	N;NOM;FEM;PL;POS	N;MASC;PL
obhájce	défenseur	obhájce	défenseur	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
dokonale	parfaitement	dokonale	parfaitement	ADV;POS	ADV
rozložení	répartition	rozložení	répartition	N;NOM;NEUT;SG;POS	N;FEM;SG
rozložení	distribution	rozložení	distribution	N;NOM;NEUT;SG;POS	N;FEM;SG
rozložení	disposition	rozložení	disposition	N;NOM;NEUT;SG;POS	N;FEM;SG
rozložení	agencement	rozložení	agencement	N;NOM;NEUT;SG;POS	N;MASC;SG
finance	finances	finance	finance	N;NOM;FEM;PL;POS	N;FEM;PL
finance	finances	finance	finance	N;NOM;FEM;PL;POS	N;FEM;PL
norma	norme	norma	norme	N;NOM;FEM;SG;POS	N;FEM;SG
norma	norme	norma	norme	N;NOM;FEM;SG;POS	N;FEM;SG
norma	standard	norma	standard	N;NOM;FEM;SG;POS	N;MASC;SG
příkazy	commandements	příkaz	commandement	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
příkazy	commandes	příkaz	commande	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
příkazy	ordonnances	příkaz	ordonnance	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
příkazy	commandes	příkaz	commande	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
příkazy	ordres	příkaz	ordre	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
opakované	répétitifs	opakovaný	répétitif	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
čluny	bateaux	člun	bateau	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
čluny	barges	člun	barge	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
zpíval	chanté	zpívat	chanter	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
osobám	personnes	osoba	personne	N;DAT;FEM;PL;POS	N;FEM;PL
pravdy	vérités	pravda	vérité	N;NOM;FEM;PL;POS	N;FEM;PL
soukromí	intimité	soukromí	intimité	N;NOM;NEUT;SG;POS	N;FEM;SG
soukromí	confidentialité	soukromí	confidentialité	N;NOM;NEUT;SG;POS	N;FEM;SG
podlaží	etage	podlaží	etage	N;NOM;NEUT;SG;POS	N;MASC;SG
podlaží	étage	podlaží	étage	N;NOM;NEUT;SG;POS	N;MASC;SG
podlaží	sol	podlaží	sol	N;NOM;NEUT;SG;POS	N;MASC;SG
podlaží	plancher	podlaží	plancher	N;NOM;NEUT;SG;POS	N;MASC;SG
luk	arc	louka	arc	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
jednotlivců	particuliers	jednotlivec	particulier	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
jednotlivců	individus	jednotlivec	individu	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
vzory	maquettes	vzor	maquette	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
vzory	modèles	vzor	modèle	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
vzory	dessins	vzor	dessin	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
vkládání	collage	vkládání	collage	N;NOM;NEUT;SG;POS	N;MASC;SG
volná	gratuit	volný	gratuit	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
volná	libre	volný	libre	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
řádek	ligne	řádek	ligne	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
řádek	line	řádek	line	N;INAN;NOM;MASC;SG;POS	N;SG
řádek	ligne	řádek	ligne	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
řádek	rang	řádek	rang	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pokorný	humble	pokorný	humble	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;MASC;SG
pokorný	modeste	pokorný	modeste	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;MASC;SG
zkratkou	raccourci	zkratka	raccourci	N;INS;FEM;SG;POS	N;MASC;SG
studuje	étudier	studovat	étudier	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
posun	maj	posun	maj	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
slabé	faibles	slabý	faible	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
tmavé	foncé	tmavý	foncé	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
tmavé	sombre	tmavý	sombre	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
spektra	spectres	spektrum	spectre	N;NOM;NEUT;PL;POS	N;MASC;PL
sedmý	septième	sedmý	septième	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
rajón	pelouse	rajón	pelouse	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rajón	gazon	rajón	gazon	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obdobné	analogues	obdobný	analogue	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
obdobné	similaires	obdobný	similaire	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
obdobné	semblables	obdobný	semblable	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
zvýšené	élevé	zvýšený	élevé	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
pokrok	progrès	pokrok	progrès	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pokrok	progression	pokrok	progression	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pokrok	avancement	pokrok	avancement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
plavby	croisières	plavba	croisière	N;NOM;FEM;PL;POS	N;FEM;PL
ověření	authentification	ověření	authentification	N;NOM;NEUT;SG;POS	N;FEM;SG
ověření	validation	ověření	validation	N;NOM;NEUT;SG;POS	N;FEM;SG
ověření	vérification	ověření	vérification	N;NOM;NEUT;SG;POS	N;FEM;SG
vzestup	ascension	vzestup	ascension	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
potřeb	besoins	potřeba	besoin	N;GEN;FEM;PL;POS	N;MASC;PL
náhodně	aléatoirement	náhodně	aléatoirement	ADV;POS	ADV
náhodně	accidentellement	náhodně	accidentellement	ADV;POS	ADV
odměnu	récompense	odměna	récompense	N;ACC;FEM;SG;POS	N;FEM;SG
oslavy	festivités	oslava	festivité	N;NOM;FEM;PL;POS	N;FEM;PL
oslavy	célébrations	oslava	célébration	N;NOM;FEM;PL;POS	N;FEM;PL
oslavy	célébrations	oslava	célébration	N;NOM;FEM;PL;POS	N;FEM;PL
zrychlení	accélération	zrychlení	accélération	N;NOM;NEUT;SG;POS	N;FEM;SG
útočiště	sanctuaire	útočiště	sanctuaire	N;NOM;NEUT;SG;POS	N;MASC;SG
útočiště	refuge	útočiště	refuge	N;NOM;NEUT;SG;POS	N;MASC;SG
čekat	attendre	čekat	attendre	V;IPFV;POS;NFIN	V;NFIN
čekat	attendant	čekat	attendre	V;IPFV;POS;NFIN	V;PRS;V.PTCP
organismy	organismes	organismus	organisme	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
obytné	résidentiels	obytný	résidentiel	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
váže	lie	vázat	lier	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
začleňování	inclusion	začleňování	inclusion	N;NOM;NEUT;SG;POS	N;FEM;SG
mor	peste	mor	peste	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
mor	fléau	mor	fléau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
mor	peste	mor	peste	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
saxofonista	saxophoniste	saxofonista	saxophoniste	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
jedině	uniquement	jedině	uniquement	ADV;POS	ADV
jedině	seulement	jedině	seulement	ADV;POS	ADV
přírodovědec	naturaliste	přírodovědec	naturaliste	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
obrat	redressement	obrat	redressement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obrat	retournement	obrat	retournement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
doklady	documents	doklad	document	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
doklady	papiers	doklad	papier	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
césar	césar	césar	césar	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
césar	césar	césar	césar	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
atlantis	atlantide	atlantis	atlantide	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
zásahy	interventions	zásah	intervention	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
plošiny	plateformes	plošin	plateforme	N;NOM;FEM;PL;POS	N;FEM;PL
viru	virus	vir	virus	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
sestavy	trousses	sestava	trousse	N;NOM;FEM;PL;POS	N;FEM;PL
sestavy	kits	sestava	kit	N;NOM;FEM;PL;POS	N;MASC;PL
sestavy	assemblages	sestava	assemblage	N;NOM;FEM;PL;POS	N;MASC;PL
sestavy	routines	sestava	routine	N;NOM;FEM;PL;POS	N;FEM;PL
mlýny	fraises	mlýn	fraise	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
mlýny	moulins	mlýn	moulin	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
mlýny	broyeurs	mlýn	broyeur	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
podvozku	châssis	podvozek	châssis	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
podvozku	bogie	podvozek	bogie	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
kantonů	cantons	kanton	canton	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
profilu	profil	profil	profil	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
kanadská	canadienne	kanadský	canadien	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
kanadská	canadien	kanadský	canadien	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
partner	partenaire	partner	partenaire	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
konkurenční	compétitif	konkurenční	compétitif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
konkurenční	concurrentiel	konkurenční	concurrentiel	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
konkurenční	concurrentielle	konkurenční	concurrentiel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
transformace	transformation	transformace	transformation	N;NOM;FEM;SG;POS	N;FEM;SG
inspiroval	inspiré	inspirovat	inspirer	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
inspiroval	inspirée	inspirovat	inspirer	V;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
odpověděl	répondu	odpovědět	répondre	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
odpověděl	répondit	odpovědět	répondre	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
odpověděl	répondu	odpovědět	répondre	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
odpověděl	répondu	odpovědět	répondre	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
zpravodaj	infolettre	zpravodaj	infolettre	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
zpravodaj	newsletter	zpravodaj	newsletter	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
zpravodaj	bulletin	zpravodaj	bulletin	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
zpravodaj	bulletin	zpravodaj	bulletin	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
zpravodaj	rapporteur	zpravodaj	rapporteur	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
sdělení	communication	sdělení	communication	N;NOM;NEUT;SG;POS	N;FEM;SG
piloti	pilotes	pilot	pilote	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
důlní	minière	důlní	minier	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
plavidel	navires	plavidlo	navire	N;GEN;NEUT;PL;POS	N;MASC;PL
plavidel	vaisseaux	plavidlo	vaisseau	N;GEN;NEUT;PL;POS	N;MASC;PL
koloniální	colonial	koloniální	colonial	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
koloniální	coloniale	koloniální	colonial	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
muhammad	mahomet	muhammad	mahomet	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
hop	houblon	hop	houblon	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
hop	hop	hop	hop	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
ovce	moutons	ovce	mouton	N;NOM;FEM;PL;POS	N;MASC;PL
ovce	brebis	ovce	brebis	N;NOM;FEM;PL;POS	N;FEM;PL
ovce	ovins	ovce	ovin	N;NOM;FEM;PL;POS	N;MASC;PL
superpohár	supercup	superpohár	supercup	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
konfederace	confédération	konfederace	confédération	N;NOM;FEM;SG;POS	N;FEM;SG
účetní	comptable	účetní	comptable	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
účetní	comptable	účetní	comptable	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
náboženský	religieux	náboženský	religieux	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
náboženský	religieuse	náboženský	religieux	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
hluboký	profond	hluboký	profond	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hluboký	profonde	hluboký	profond	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
synovec	neveu	synovec	neveu	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
pokusů	tentatives	pokus	tentative	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
nesmysl	absurdité	nesmysl	absurdité	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
marketing	marketing	marketing	marketing	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
marketing	commercialisation	marketing	commercialisation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
hymna	hymne	hymna	hymne	N;NOM;FEM;SG;POS	N;MASC;SG
potrubí	gazoduc	potrubí	gazoduc	N;NOM;NEUT;SG;POS	N;MASC;SG
potrubí	canalisation	potrubí	canalisation	N;NOM;NEUT;SG;POS	N;FEM;SG
potrubí	pipeline	potrubí	pipeline	N;NOM;NEUT;SG;POS	N;MASC;SG
potrubí	oléoduc	potrubí	oléoduc	N;NOM;NEUT;SG;POS	N;MASC;SG
potrubí	tuyauterie	potrubí	tuyauterie	N;NOM;NEUT;SG;POS	N;FEM;SG
potrubí	pipe	potrubí	pipe	N;NOM;NEUT;SG;POS	N;FEM;SG
potrubí	tuyau	potrubí	tuyau	N;NOM;NEUT;SG;POS	N;MASC;SG
potrubí	plomberie	potrubí	plomberie	N;NOM;NEUT;SG;POS	N;FEM;SG
potrubí	tuyauterie	potrubí	tuyauterie	N;NOM;NEUT;SG;POS	N;FEM;SG
potrubí	plombier	potrubí	plombier	N;NOM;NEUT;SG;POS	N;MASC;SG
postupuje	avancer	postupovat	avancer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
zatčení	arrestation	zatčení	arrestation	N;NOM;NEUT;SG;POS	N;FEM;SG
nutná	nécessaire	nutný	nécessaire	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
zpětně	rétroactivement	zpětně	rétroactivement	ADV;POS	ADV
opuštění	abandon	opuštění	abandon	N;NOM;NEUT;SG;POS	N;MASC;SG
odborníci	experts	odborník	expert	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
odborníci	spécialistes	odborník	spécialiste	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
portugalské	portugaise	portugalský	portugais	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
portugalské	portugais	portugalský	portugais	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
panorama	panorama	panorama	panorama	N;NOM;NEUT;SG;POS	N;MASC;SG
kancléř	chancelier	kancléř	chancelier	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kancléř	chancelière	kancléř	chancelier	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
mozek	cerveau	mozek	cerveau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
mozek	cervelle	mozek	cervelle	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
mozek	cerveau	mozek	cerveau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
mozek	cervelle	mozek	cervelle	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zločin	crime	zločin	crime	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
zločin	délit	zločin	délit	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
zločin	délinquance	zločin	délinquance	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zločin	criminalité	zločin	criminalité	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zločin	crime	zločin	crime	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
převod	virement	převod	virement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
převod	transfert	převod	transfert	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kanálů	chaînes	kanál	chaîne	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
kanálů	canaux	kanál	canal	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
ničení	anéantissement	ničení	anéantissement	N;NOM;NEUT;SG;POS	N;MASC;SG
ničení	destruction	ničení	destruction	N;NOM;NEUT;SG;POS	N;FEM;SG
zveřejnil	publiée	zveřejnit	publier	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
zveřejnil	affiché	zveřejnit	afficher	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
zveřejnil	posté	zveřejnit	posté	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
zveřejnil	publié	zveřejnit	publier	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
návštěvníky	visiteurs	návštěvník	visiteur	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
dosáhli	atteints	dosáhnout	atteindre	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
balet	ballet	balet	ballet	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
systematicky	systématiquement	systematicky	systématiquement	ADV;POS	ADV
systematicky	systématiquement	systematicky	systématiquement	ADV;POS	ADV
bomby	bombes	bomba	bombe	N;NOM;FEM;PL;POS	N;FEM;PL
předchůdci	prédécesseurs	předchůdce	prédécesseur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
hdp	pib	hdp	pib	N;INAN;MASC;POS	N;MASC;SG
normálně	normalement	normálně	normalement	ADV;POS	ADV
pozemek	terre	pozemek	terre	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pozemek	terrain	pozemek	terrain	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
uplatnit	postuler	uplatnit	postuler	V;POS;NFIN	V;NFIN
uplatnit	appliquer	uplatnit	appliquer	V;POS;NFIN	V;NFIN
uplatnit	appliquez	uplatnit	appliquer	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
uplatnit	racheter	uplatnit	racheter	V;POS;NFIN	V;NFIN
uplatnit	échanger	uplatnit	échanger	V;POS;NFIN	V;NFIN
zúčastnit	assister	zúčastnit	assister	V;PFV;POS;NFIN	V;NFIN
kazatel	prédicateur	kazatel	prédicateur	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kazatel	pasteur	kazatel	pasteur	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
připraven	prête	připravený	prêt	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;SG
připraven	pret	připravený	pret	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG
připraven	prêt	připravený	prêt	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG
ostré	pointu	ostrý	pointu	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
zeměpisné	géographique	zeměpisný	géographique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
zeměpisné	géographique	zeměpisný	géographique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
drak	dragon	drak	dragon	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
dosah	gamme	dosah	gamme	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
překvapivě	étonnamment	překvapivě	étonnamment	ADV;POS	ADV
chemický	chimique	chemický	chimique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
sud	canon	sud	canon	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
sud	tonneau	sud	tonneau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
sud	baril	sud	baril	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
sud	sud	sud	sud	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
astronomie	astronomie	astronomie	astronomie	N;NOM;FEM;SG;POS	N;FEM;SG
přirozený	naturel	přirozený	naturel	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
přirozený	naturelle	přirozený	naturel	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
citroën	citroën	citroën	citroën	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
uhlíku	carbone	uhlík	carbone	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
dělník	travailleur	dělník	travailleur	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
dělník	ouvrier	dělník	ouvrier	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
ryze	purement	ryzí	purement	ADV;POS	ADV
potkal	rencontrée	potkat	rencontrer	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
potkal	rencontré	potkat	rencontrer	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
ramena	épaules	rameno	épaule	N;NOM;NEUT;PL;POS	N;FEM;PL
zvuky	sons	zvuk	son	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
zvuky	bruits	zvuk	bruit	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
zvuky	bruits	zvuk	bruit	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
bibli	bible	bible	bible	N;ACC;FEM;SG;POS	N;FEM;SG
požadoval	exigé	požadovat	exiger	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
homosexuální	homosexuel	homosexuální	homosexuel	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
výpočetní	informatique	výpočetní	informatique	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
bankovní	bancaire	bankovní	bancaire	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
buňka	cellule	buňka	cellule	N;NOM;FEM;SG;POS	N;FEM;SG
gama	gamma	gama	gamma	N;NOM;MASC;SG;POS	N;MASC;SG
lokalit	localités	lokalita	localité	N;GEN;FEM;PL;POS	N;FEM;PL
proteinů	protéines	protein	protéine	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
duši	ame	duše	ame	N;ACC;FEM;SG;POS	N;FEM;SG
duši	soul	duše	soul	N;ACC;FEM;SG;POS	N;MASC;SG
duši	âme	duše	âme	N;ACC;FEM;SG;POS	N;FEM;SG
zveřejnění	divulgation	zveřejnění	divulgation	N;NOM;NEUT;SG;POS	N;FEM;SG
zveřejnění	publication	zveřejnění	publication	N;NOM;NEUT;SG;POS	N;FEM;SG
zveřejnění	édition	zveřejnění	édition	N;NOM;NEUT;SG;POS	N;FEM;SG
zveřejnění	publication	zveřejnění	publication	N;NOM;NEUT;SG;POS	N;FEM;SG
hitlera	hitler	hitler	hitler	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
držet	tenir	držet	tenir	V;POS;NFIN	V;NFIN
držet	tenez	držet	tener	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
porazit	battez	porazit	battre	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
porazit	battu	porazit	battre	V;PFV;POS;NFIN	V;MASC;SG;PST;V.PTCP
porazit	battre	porazit	battre	V;PFV;POS;NFIN	V;NFIN
porazit	vaincre	porazit	vaincre	V;PFV;POS;NFIN	V;NFIN
ukázky	démonstrations	ukázka	démonstration	N;NOM;FEM;PL;POS	N;FEM;PL
ukázky	manifestations	ukázka	manifestation	N;NOM;FEM;PL;POS	N;FEM;PL
ukázky	échantillons	ukázka	échantillon	N;NOM;FEM;PL;POS	N;MASC;PL
porucha	dysfonctionnement	porucha	dysfonctionnement	N;NOM;FEM;SG;POS	N;MASC;SG
porucha	désordre	porucha	désordre	N;NOM;FEM;SG;POS	N;MASC;SG
emma	emma	emma	emma	N;NOM;FEM;SG;POS	N;FEM;SG
léky	drogues	lék	drogue	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
léky	médicaments	lék	médicament	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
léky	médicaments	lék	médicament	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
ledové	glacial	ledový	glacial	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
krajinu	paysager	krajina	paysager	N;ACC;FEM;SG;POS	N;MASC;SG
krajinu	paysage	krajina	paysage	N;ACC;FEM;SG;POS	N;MASC;SG
pohřební	funéraire	pohřební	funéraire	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
drobná	petite	drobný	petit	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
