kegubernuran	gubernia	kegubernuran	guberní	N;SG	N;NOM;FEM;SG
fleksibel	flexibilné	fleksibel	flexibilný	ADJ;SG	ADJ;NOM;NEUT;SG
fleksibel	pružné	fleksibel	pružný	ADJ;SG	ADJ;NOM;NEUT;SG
fleksibel	flexibilný	fleksibel	flexibilný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
fleksibel	pružný	fleksibel	pružný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
bermigrasi	migrovať	bermigrasi	migrovať	V;SG;ACT	V;IPFV;POS;NFIN
mouse	myš	mouse	myš	N	N;NOM;FEM;SG
mouse	myška	mouse	myška	N	N;NOM;FEM;SG
mouse	myši	mouse	myš	N	N;VOC;FEM;SG
melanda	udrel	menlanda	udrieť	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mempekerjakan	zamestnávať	menpekerjakan	zamestnávať	V;SG;ACT	V;IPFV;POS;NFIN
mempekerjakan	zamestnať	menpekerjakan	zamestnať	V;SG;ACT	V;PFV;POS;NFIN
mempekerjakan	zamestnáva	menpekerjakan	zamestnávať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
memuaskan	uspokojiť	menpuaskan	uspokojiť	V;SG;ACT	V;PFV;POS;NFIN
memuaskan	vyhovuje	menpuaskan	vyhovovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
vihara	kláštore	vihara	kláštor	N	N;INAN;ESS;MASC;SG
vihara	kláštor	vihara	kláštor	N	N;INAN;NOM;MASC;SG
vihara	kláštora	vihara	kláštor	N	N;INAN;GEN;MASC;SG
awalan	predpona	awalan	predpona	N;SG	N;NOM;FEM;SG
awalan	štarte	awalan	štart	N;SG	N;INAN;ESS;MASC;SG
awalan	štart	awalan	štart	N;SG	N;INAN;NOM;MASC;SG
kera	opice	kera	opica	N	N;NOM;FEM;PL
kera	opica	kera	opica	N	N;NOM;FEM;SG
kera	opíc	kera	opica	N	N;GEN;FEM;PL
kera	opice	kera	opica	N	N;NOM;FEM;PL
kera	opica	kera	opica	N	N;NOM;FEM;SG
pencernaan	trávenie	pencernaan	trávenie	N;SG	N;NOM;NEUT;SG
permen	sladkosť	permen	sladkosť	N;SG	N;NOM;FEM;SG
permen	cukrík	permen	cukrík	N;SG	N;INAN;NOM;MASC;SG
permen	candy	permen	candy	N;SG	N;VOC;FEM;SG
pencerahan	zjavenie	pencerahan	zjavenie	N;SG	N;NOM;NEUT;SG
pencerahan	osvietenie	pencerahan	osvietenie	N;SG	N;NOM;NEUT;SG
pluto	pluto	pluto	pluto	N	N;NOM;NEUT;SG
kaidah	pravidlo	kaidah	pravidlo	N;SG	N;NOM;NEUT;SG
perkasa	mocná	perkasa	mocný	ADJ;SG	ADJ;NOM;FEM;SG
perkasa	mocný	perkasa	mocný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
perkasa	mocné	perkasa	mocný	ADJ;SG	ADJ;NOM;NEUT;SG
sanksi	sankcia	sanksi	sankcia	N;SG	N;NOM;FEM;SG
menjanjikan	sľubuje	menjanjikan	sľubovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
diabetes	cukrovka	diabetes	cukrovka	N;SG	N;NOM;FEM;SG
diabetes	cukrovku	diabetes	cukrovka	N;SG	N;ACC;FEM;SG
diabetes	diabetes	diabetes	diabetes	N;SG	N;INAN;NOM;MASC;SG
melukai	zraniť	menlukai	zraniť	V;SG;ACT	V;PFV;POS;NFIN
klorida	chlorid	klorida	chlorid	N	N;INAN;NOM;MASC;SG
kacamata	okuliare	kacamata	okuliare	N	N;INAN;NOM;MASC;PL
kacamata	okuliare	kacamata	okuliare	N	N;INAN;NOM;MASC;PL
kacamata	sklá	kacamata	sklo	N	N;NOM;NEUT;PL
kacamata	poháre	kacamata	pohár	N	N;INAN;NOM;MASC;PL
tukar	prepínač	tukar	prepínač	N;SG;ACT	N;INAN;NOM;MASC;SG
tukar	spínač	tukar	spínač	N;SG;ACT	N;INAN;NOM;MASC;SG
tukar	výmenu	tukar	výmena	N;SG;ACT	N;ACC;FEM;SG
tukar	výmena	tukar	výmena	N;SG;ACT	N;NOM;FEM;SG
tukar	burza	tukar	burza	N;SG;ACT	N;NOM;FEM;SG
persaudaraan	bratstvo	persaudaraan	bratstvo	N;SG	N;NOM;NEUT;SG
persaudaraan	bratstvo	persaudaraan	bratstvo	N;SG	N;NOM;NEUT;SG
derek	ťahanie	derek	ťahanie	N	N;NOM;NEUT;SG
derek	crane	derek	crana	N	N;ANIM;NOM;MASC;SG
glukosa	glukóza	glukosa	glukóz	N	N;NOM;FEM;SG
glukosa	glukózy	glukosa	glukóza	N	N;NOM;FEM;PL
glukosa	glukózu	glukosa	glukóza	N	N;NOM;FEM;SG
eksekusi	vykonávanie	eksekusi	vykonávanie	N;SG	N;NOM;NEUT;SG
eksekusi	poprava	eksekusi	poprava	N;SG	N;NOM;FEM;SG
eksekusi	vykonanie	eksekusi	vykonanie	N;SG	N;NOM;NEUT;SG
eksekusi	realizácia	eksekusi	realizácia	N;SG	N;NOM;FEM;SG
eksekusi	plnenie	eksekusi	plnenie	N;SG	N;NOM;NEUT;SG
iphone	iphone	iphone	iphon	N	N;INAN;NOM;MASC;SG
miliki	maj	miliki	mať	V;SG;ACT	V;IPFV;IMP;SG;2;POS;FIN
miliki	mať	miliki	mať	V;SG;ACT	V;IPFV;POS;NFIN
penafsiran	interpretácia	penafsiran	interpretácia	N;SG	N;NOM;FEM;SG
penafsiran	výklad	penafsiran	výklad	N;SG	N;INAN;NOM;MASC;SG
penafsiran	tlmočenie	penafsiran	tlmočenie	N;SG	N;NOM;NEUT;SG
detasemen	oddeľovanie	detasemen	oddeľovanie	N	N;NOM;NEUT;SG
matematikawan	matematik	matematikawan	matematik	N	N;ANIM;NOM;MASC;SG
matematikawan	matematici	matematikawan	matematica	N	N;ANIM;NOM;MASC;PL
