ve	та	ve	та	CONJ	CONJ
yöneticisi	адмін	yönetici	адмін	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöneticisi	адміністратор	yönetici	адміністратор	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yöneticisi	керівник	yönetici	керівник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yöneticisi	менеджер	yönetici	менеджер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
görünüm	вигляд	görün	вигляд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	відображення	görün	відображення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
görünüm	дисплей	görün	диспля	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	показ	görün	показ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	перегляд	görün	перегляд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	вигляд	görün	вигляд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	вид	görün	вид	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ahşap	деревина	ahşap	деревина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
emniyet	безпека	emniyet	безпека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
resimler	картинки	resim	картинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	картини	resim	картина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	фотографії	resim	фотографія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	світлини	resim	світлина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
katılmış	приєднався	kat	приєднатися	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
katılmış	долучився	kat	долучитися	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
katılmış	приєдналася	kat	приєднатися	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;IND;SG;PST;FIN
yayınlanmış	оприлюднено	yayınla	оприлюднити	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;IND;0;FIN
yayınlanmış	опубліковано	yayınla	опубліковано	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;IND;0;FIN
kimlik	ідентифікація	kimlik	ідентифікація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimlik	особа	kimlik	особа	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
kimlik	особистість	kimlik	особистість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimlik	профіль	kimlik	профіль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kimlik	ідентичність	kimlik	ідентичність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görevleri	ролі	görev	роль	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevleri	квести	görev	квести	N;NOM;PL;3	N;INAN;NOM;MASC;PL
eleştiriler	критики	eleştiri	критика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	цифри	say	цифра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	фігури	say	фігура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	фігурки	say	фігурка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	показники	say	показник	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sayılar	номери	say	номер	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sayılar	цифри	say	цифра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
deprem	землетрус	deprem	землетрус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kuvvetler	сили	kuvvet	сила	N;NOM;PL;3	N;INAN;NOM;FEM;PL
gönderilen	надіслано	gönder	надіслати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
gönderilen	надіслано	gönder	надіслати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
kurgusal	вигаданий	kurgusal	вигаданий	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
değerleri	цінності	değer	цінність	N;NOM;PL;3	N;INAN;NOM;FEM;PL
mektup	лист	mektup	лист	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mektup	літера	mektup	літера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kamera	камера	kamera	камера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kamera	фотоапарат	kamera	фотоапарат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ifadesi	вираз	ifade	вираз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ifadesi	показання	ifade	показання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
parlamentosu	парламент	parlamentosu	парламент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tahmini	оцінка	tahmin	оцінка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tahmini	передбачення	tahmin	передбачення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tahmini	оцінка	tahmin	оцінка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
analiz	аналітика	analiz	аналітика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
analiz	аналіз	analiz	аналіз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	екран	ekran	екран	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	спостереження	ekran	спостереження	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ekran	варан	ekran	варан	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
ekran	монітор	ekran	монітор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	відображення	ekran	відображення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ekran	дисплей	ekran	диспля	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	показ	ekran	показ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	уривок	parçacık	уривок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	фрагмент	parçacık	фрагмент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	віджет	parçacık	віджет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	частка	parçacık	частка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
parçacık	частинка	parçacık	частинка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
rakibi	суперник	rakip	суперник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sanatçılar	художники	sanatçı	художник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sanatçılar	виконавці	sanatçı	виконавець	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sanatçılar	митці	sanatçı	митка	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sözlük	словник	sözlük	словник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözlük	словник	sözlük	словник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	подорож	yolculuk	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	подорож	yolculuk	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	мандрівка	yolculuk	мандрівка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	подорож	yolculuk	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	проїзд	yolculuk	проїзд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	поїздка	yolculuk	поїздка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	подорож	yolculuk	подорож	N;NOM;SG;3	N;INAN;NOM;FEM;SG
havaalanı	аеропорт	havaalanı	аеропорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
psikolojik	душевний	psikolojik	душевний	ADJ	ADJ;NOM;MASC;SG
psikolojik	психологічний	psikolojik	психологічний	ADJ	ADJ;NOM;MASC;SG
psikolojik	психологічна	psikolojik	психологічний	ADJ	ADJ;NOM;FEM;SG
ilgisi	відповідність	ilgi	відповідність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sayısal	обчислювальна	sayısal	обчислювальний	ADJ	ADJ;NOM;FEM;SG
sayısal	чисельні	sayısal	чисельний	ADJ	ADJ;NOM;PL
sayısal	числове	sayısal	числовий	ADJ	ADJ;NOM;NEUT;SG
sayısal	числові	sayısal	числовий	ADJ	ADJ;NOM;PL
sayısal	числове	sayısal	числовий	ADJ	ADJ;NOM;NEUT;SG
sayısal	цифрову	sayısal	цифровий	ADJ	ADJ;ACC;FEM;SG
sayısal	цифрове	sayısal	цифровий	ADJ	ADJ;NOM;NEUT;SG
sayısal	цифрова	sayısal	цифровий	ADJ	ADJ;NOM;FEM;SG
sayısal	цифровий	sayısal	цифровий	ADJ	ADJ;NOM;MASC;SG
kapasitesi	потужність	kapasite	потужність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kapasitesi	спроможність	kapasite	спроможність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kalıntıları	залишки	kalıntı	залишки	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şehirleri	городи	şehir	город	N;NOM;PL;3	N;INAN;NOM;MASC;PL
alfabesi	абетка	alfabe	абетка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alfabesi	письмо	alfabe	письмо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
alfabesi	алфавіт	alfabe	алфавіт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sıralaması	рейтинг	sırala	рейтинг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sıralaması	рейтингу	sırala	рейтинг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mühendisi	інженер	mühendis	інженер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
orkestrası	оркестр	orkestra	оркестр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
atlético	атлетіко	atlético	атлетіко	N;NOM;SG;3	N;INAN;NOM;MASC;SG
arkadaşlar	друзі	arkadaş	друг	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
eliptik	еліптичні	eliptik	еліптичний	ADJ	ADJ;NOM;PL
rahat	затишна	rahat	затишний	ADJ	ADJ;NOM;FEM;SG
rahat	затишні	rahat	затишній	ADJ	ADJ;NOM;PL
rahat	комфортний	rahat	комфортний	ADJ	ADJ;NOM;MASC;SG
rahat	зручні	rahat	зручний	ADJ	ADJ;NOM;PL
rahat	зручне	rahat	зручний	ADJ	ADJ;NOM;NEUT;SG
rahat	зручний	rahat	зручний	ADJ	ADJ;NOM;MASC;SG
rahat	затишний	rahat	затишний	ADJ	ADJ;NOM;MASC;SG
değiştirildi	змінився	değiş	змінитися	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
değiştirildi	змінилася	değiş	змінитися	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;IND;SG;PST;FIN
anahtar	ключ	anahtar	ключ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
anahtar	клавіша	anahtar	клавіший	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bayanlar	дами	bayan	дами	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
bayanlar	дівчатка	bayan	дівчатко	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
yollar	шляхи	yol	шлях	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	контури	yol	контура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yollar	шляхи	yol	шлях	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	способи	yol	спосіб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	дороги	yol	дорога	N;NOM;PL;3	N;INAN;NOM;FEM;PL
havacılık	авіація	havacılık	авіація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
firma	фірма	firma	фірма	N;NOM;SG;3	N;INAN;NOM;FEM;SG
firma	компанія	firma	компанія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
maliyeti	вартість	maliyet	вартість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sayfalar	сторінки	sayfa	сторінка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yorumlar	огляди	yorum	огляд	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yorumlar	відгуки	yorum	відгук	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yorumlar	коментарі	yorum	коментар	N;NOM;PL;3	N;INAN;NOM;MASC;PL
komuta	команда	komut	команда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kuşlar	птахи	kuş	птах	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kuşlar	пташки	kuş	пташка	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
önlemek	запобігти	önle	запобігти	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
notlar	нотатки	not	нотатка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
notlar	примітки	not	примітка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
notlar	класи	not	клас	N;NOM;PL;3	N;INAN;NOM;MASC;PL
heyeti	спрямування	heyet	спрямування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
heyeti	делегація	heyet	делегація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kişiliği	особистість	kişilik	особистість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ruslar	росіяни	rus	росіянин	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
tapınağı	храм	tapınak	храм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
töreni	церемонія	tören	церемонія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
doğrusal	лінійна	doğrusal	лінійний	ADJ	ADJ;NOM;FEM;SG
doğrusal	лінійний	doğrusal	лінійний	ADJ	ADJ;NOM;MASC;SG
türler	види	tür	вид	N;NOM;PL;3	N;INAN;NOM;MASC;PL
türler	типи	tür	тип	N;NOM;PL;3	N;INAN;NOM;MASC;PL
politikaları	політики	politika	політика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
politikaları	правила	politika	правило	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
uyumlu	сумісний	uyumlu	сумісний	ADJ	ADJ;NOM;MASC;SG
uyumlu	сумісні	uyumlu	сумісний	ADJ	ADJ;NOM;PL
uyumlu	сумісна	uyumlu	сумісний	ADJ	ADJ;NOM;FEM;SG
corporation	корпорація	corporation	корпорація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
araçlar	автомобілі	araç	автомобіль	N;NOM;PL;3	N;INAN;NOM;MASC;PL
araçlar	інструменти	araç	інструмент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
araçlar	засоби	araç	засіб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
otel	мотель	otel	мотель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otel	готель	otel	готель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tanımı	визначення	tanım	визначення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dağlar	гори	dağ	гора	N;NOM;PL;3	N;INAN;NOM;FEM;PL
dağlar	пагорби	dağ	пагорб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örümcek	павук	örü	павук	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
davranış	поведінка	davranış	поведінка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
davranış	ставлення	davranış	ставлення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
davranış	поведінка	davranış	поведінка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
akımı	потік	akım	потік	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akımı	струмок	akım	струмок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kütüphane	бібліотека	kütüphane	бібліотека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
karakterleri	персонажі	karakter	персонаж	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
karakterleri	ієрогліфи	karakter	ієрогліф	N;NOM;PL;3	N;INAN;NOM;MASC;PL
karakterleri	літери	karakter	літера	N;NOM;PL;3	N;INAN;NOM;FEM;PL
karakterleri	символи	karakter	символ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sürüldü	вигнав	sür	вигнати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
juventus	ювентус	juventus	ювентус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hazırlanmış	підготувала	hazırla	підготувати	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN
hazırlanmış	підготовлено	hazırla	підготовити	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;IND;0;FIN
hazırlanmış	підготував	hazırla	підготувати	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
tutuklandı	затримала	tutukla	затримати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;IND;SG;PST;FIN
romalılar	римляни	romalı	римлянин	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
organizasyon	установа	organizasyon	установий	N;NOM;SG;3	N;INAN;NOM;FEM;SG
organizasyon	організація	organizasyon	організація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
organizasyon	організація	organizasyon	організація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
organizasyon	установа	organizasyon	установий	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yükseklik	висота	yükseklik	висота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yükseklik	висота	yükseklik	висота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yükseklik	висота	yükseklik	висота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
geçirmek	провести	geçir	провести	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
geçirmek	витратити	geçir	витратити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
etkinlik	активність	etkinlik	активність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkinlik	дія	etkinlik	дія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkinlik	діяльність	etkinlik	діяльність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkinlik	подія	etkinlik	подія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
merak	цікавість	merak	цікавість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sayfayı	сторінку	sayfa	сторінка	N;ACC;SG;3	N;INAN;ACC;FEM;SG
devriye	патрулювання	devri	патрулювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
devriye	патруль	devri	патруль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
devriye	патрулювання	devri	патрулювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ligue	ліга	ligue	ліг	N;NOM;SG;3	N;INAN;NOM;FEM;SG
açısı	кут	açı	кут	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sunucusu	сервер	sunucu	сервер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sunucusu	сервера	sunucu	сервер	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
alışveriş	крамниця	alışveriş	крамниця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alışveriş	магазин	alışveriş	магазин	N;NOM;SG;3	N;INAN;NOM;MASC;SG
alışveriş	покупка	alışveriş	покупка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alışveriş	придбання	alışveriş	придбання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
alışveriş	покупки	alışveriş	покупка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alışveriş	шопінг	alışveriş	шопінг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
alışveriş	покупки	alışveriş	покупка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uygulamalar	додатки	uygulama	додаток	N;NOM;PL;3	N;INAN;NOM;MASC;PL
uygulamalar	програми	uygulama	програма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
uygulamalar	додатки	uygulama	додаток	N;NOM;PL;3	N;INAN;NOM;MASC;PL
güvenliği	безпека	güvenlik	безпека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tapınak	храм	tapınak	храм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
romantik	романтика	romantik	романтик	N;NOM;SG;3	N;INAN;NOM;FEM;SG
romantik	романтик	romantik	романтик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bahçesi	садок	bahçe	садка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bahçesi	сад	bahçe	сад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bakanlar	міністри	bakan	міністр	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
otobüs	шина	otobüs	шина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
otobüs	автобус	otobüs	автобус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yeteneği	здатність	yetenek	здатність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yeteneği	можливість	yetenek	можливість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yatırım	інвестування	yatırım	інвестування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kurallar	правила	kural	правило	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
kurallar	вказівки	kural	вказівка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
duygusal	зворушений	duygusal	зворушений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
duygusal	емоційні	duygusal	емоційний	ADJ	ADJ;NOM;PL
duygusal	емоційний	duygusal	емоційний	ADJ	ADJ;NOM;MASC;SG
haberleri	новини	haber	новина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
girişimi	замах	girişim	зам	N;NOM;SG;3	N;INAN;NOM;MASC;SG
girişimi	ініціатива	girişim	ініціатива	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dostluk	дружба	dostluk	дружба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
moon	місяць	moon	місяць	N;NOM;SG;3	N;INAN;NOM;MASC;SG
moon	супутник	moon	супутник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
teori	теорія	teori	теорія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
direniş	опору	direniş	опорий	N;NOM;SG;3	N;INAN;NOM;MASC;SG
direniş	опір	direniş	опір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
filosu	флот	filo	флот	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fotoğrafları	фотографії	fotoğraf	фотографія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğrafları	світлини	fotoğraf	світлина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sahnesi	сцена	sahne	сцена	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bahçe	садівництво	bahçe	садівництво	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
bahçe	садок	bahçe	садка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bahçe	сад	bahçe	сад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tanımlanan	визначено	tanımla	визначити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
sözler	цитати	söz	цитати	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sözler	лапки	söz	лапка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sözler	обіцянки	söz	обіцянка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sözler	слова	söz	слово	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
finansal	фінансові	finansal	фінансовий	ADJ	ADJ;NOM;PL
finansal	фінансова	finansal	фінансовий	ADJ	ADJ;NOM;FEM;SG
filipinler	філіппіни	filip	філіппін	N;NOM;PL;3	N;INAN;NOM;MASC;PL
çocukluk	дитинство	çocukluk	дитинство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çocukluk	дитинства	çocukluk	дитинство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yaylası	плато	yayla	плато	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
değerlendirme	переглянути	değerlen	переглянути	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;NFIN
aileler	батьки	aile	батько	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
aileler	родини	aile	родина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yöntemleri	способи	yöntem	спосіб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yöntemleri	методи	yöntem	метод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
salon	лаунж	salon	лаунж	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
salon	закривання	salon	закривання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
salon	салон	salon	салон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
salon	зал	salon	зал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
salon	ратуша	salon	ратуша	N;NOM;SG;3	N;INAN;NOM;FEM;SG
salon	зала	salon	зала	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ejderha	дракон	ejderha	дракон	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bellek	спогад	bellek	спогад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
torunu	онука	torun	онука	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
torunu	внук	torun	внук	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
torunu	онук	torun	онук	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
başkanları	президентів	başkan	президент	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
olasılık	ймовірність	olasılık	ймовірність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
olasılık	можливість	olasılık	можливість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bağlantıları	лінки	bağlantı	лінка	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bağlantıları	посилання	bağlantı	посилання	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
tehlike	небезпека	tehlike	небезпека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dersler	уроки	ders	урок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersler	лекції	ders	лекція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
dersler	курси	ders	курс	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersler	класи	ders	клас	N;NOM;PL;3	N;INAN;NOM;MASC;PL
düzensiz	неправильні	düzensiz	неправильний	ADJ	ADJ;NOM;PL
düzensiz	неправильне	düzensiz	неправильний	ADJ	ADJ;NOM;NEUT;SG
tedavisi	лікування	tedavi	лікування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
maalesef	нажаль	maalesef	нажаль	ADV	ADV
kullanıcıları	користувачів	kullanıcı	користувач	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
bateri	барабан	bateri	барабан	N;NOM;SG;3	N;INAN;NOM;MASC;SG
eklenen	додано	ekle	додати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
meryem	марічка	meryem	марічка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
meryem	маріє	meryem	маріти	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
geliştirmek	покращити	geliş	покращити	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;NFIN
matematikçi	математик	matematikçi	математик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adalar	острови	ada	острів	N;NOM;PL;3	N;INAN;NOM;MASC;PL
misafir	гість	misafir	гість	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
genişliği	ширина	genişlik	ширина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
genişliği	товщина	genişlik	товщина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
turistik	туристичний	turistik	туристичний	ADJ	ADJ;NOM;MASC;SG
turistik	туристичні	turistik	туристичний	ADJ	ADJ;NOM;PL
