retratos	portrætter	retrato	portrætte	N;MASC;PL	N;INDF;MASC+FEM;PL
desafío	udfordringen	desafío	udfordring	N;MASC;SG	N;DEF;MASC+FEM;SG
desafío	defiance	desafío	defiance	N;MASC;SG	N;INDF;MASC+FEM;SG
respectivos	respektive	respectivo	respektive	ADJ;MASC;PL	ADJ;PL
determinados	visse	determinado	vis	ADJ;MASC;PL;V.PTCP	ADJ;PL
normandía	normandie	normandía	normandie	N;FEM;SG	N;INDF;MASC+FEM;SG
normandía	normandiet	normandía	normandium	N;FEM;SG	N;DEF;NEUT;SG
temporalmente	midlertidigt	temporalmente	midlertidigt	ADV	ADV
temporalmente	midlertidigt	temporalmente	midlertidigt	ADV	ADV
ánimo	stemning	ánimo	stemning	N;MASC;SG	N;INDF;MASC+FEM;SG
ánimo	humøret	ánimo	humør	N;MASC;SG	N;DEF;NEUT;SG
ánimo	humør	ánimo	humør	N;MASC;SG	N;INDF;NEUT;SG
divina	guddommelig	divino	guddommelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
acusaciones	gebyrer	acusación	gebyre	N;FEM;PL	N;INDF;MASC+FEM;PL
acusaciones	beskyldninger	acusación	beskyldning	N;FEM;PL	N;INDF;MASC+FEM;PL
acusaciones	påstande	acusación	påstande	N;FEM;PL	N;INDF;MASC+FEM;PL
acusaciones	anklager	acusación	anklage	N;FEM;PL	N;INDF;MASC+FEM;PL
acusaciones	beskyldninger	acusación	beskyldning	N;FEM;PL	N;INDF;MASC+FEM;PL
sudoeste	sydvest	sudoeste	sydvest	N;MASC;SG	N;INDF
oso	bjørn	oso	bjørn	N;MASC;SG	N;INDF;MASC+FEM;SG
oso	bamse	oso	bamse	N;MASC;SG	N;INDF;MASC+FEM;SG
nat	nat	nat	nat	N	N;INDF;MASC+FEM;SG
excentricidad	excentricitet	excentricidad	excentricitet	N;FEM;SG	N;INDF;MASC+FEM;SG
camp	lejren	camp	lejr	N;MASC;SG	N;DEF;MASC+FEM;SG
camp	lejr	camp	lejr	N;MASC;SG	N;INDF;MASC+FEM;SG
levante	levant	levantar	levant	N;SG	N;INDF;NEUT;SG
levante	levante	levantar	levante	N;SG	N;INDF;MASC+FEM;SG
reunir	samle	reunir	samle	V;NFIN	V;NFIN;ACT
reunir	saml	reunir	saml	V;NFIN	V;IMP
reunir	samle	reunir	samle	V;NFIN	V;NFIN;ACT
reunir	saml	reunir	saml	V;NFIN	V;IMP
reunir	genforenes	reunir	genfor	V;NFIN	V;IND;PRS;FIN;PASS
reunir	genforene	reunir	genfor	V;NFIN	V;NFIN;ACT
aproximación	tilnærmelse	aproximación	tilnærmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
aproximación	indflyvning	aproximación	indflyvning	N;FEM;SG	N;INDF;MASC+FEM;SG
aproximación	fremgangsmåde	aproximación	fremgangsmåde	N;FEM;SG	N;INDF;MASC+FEM;SG
aproximación	tilgang	aproximación	tilgang	N;FEM;SG	N;INDF;MASC+FEM;SG
aproximación	tilgangen	aproximación	tilgang	N;FEM;SG	N;DEF;MASC+FEM;SG
mirada	blik	mirada	blik	N;FEM;SG	N;INDF;NEUT;SG
mirada	kig	mirada	kig	N;FEM;SG	N;INDF;NEUT;SG
plumas	kuglepenne	pluma	kuglep	N;FEM;PL	N;INDF;MASC+FEM;PL
plumas	penne	pluma	penne	N;FEM;PL	N;INDF;MASC+FEM;PL
consideración	overvejelse	consideración	overvejelse	N;FEM;SG	N;INDF;MASC+FEM;SG
consideración	hensyntagen	consideración	hensyntagen	N;FEM;SG	N;INDF;MASC+FEM;SG
cerrar	luk	cerrar	luk	V;NFIN	V;IMP
cerrar	lukker	cerrar	lukke	V;NFIN	V;IND;PRS;FIN;ACT
cerrar	afsluttende	cerrar	afslutte	V;NFIN	V;PRS;V.PTCP
molino	vindmølle	molino	vindmølle	N;MASC;SG	N;INDF;MASC+FEM;SG
molino	mølle	molino	mølle	N;MASC;SG	N;INDF;MASC+FEM;SG
tronco	bagagerum	tronco	bagagerum	N;MASC;SG	N;INDF;NEUT;SG
tronco	kuffert	tronco	kuffer	N;MASC;SG	N;INDF;MASC+FEM;SG
tronco	bagagerummet	tronco	bagagerum	N;MASC;SG	N;DEF;NEUT;SG
cuarteto	kvartetten	cuarteto	kvartet	N;MASC;SG	N;DEF;MASC+FEM;SG
nativo	indfødt	nativo	indføde	ADJ;MASC;SG	ADJ;INDF;SG
nativo	hjemmehørende	nativo	hjemmehørende	ADJ;MASC;SG	ADJ
marquesa	kammerherreinde	marquesa	kammerherreinde	N;FEM;SG	N;INDF;MASC+FEM;SG
anatomía	anatomi	anatomía	anatomi	N;FEM;SG	N;INDF;MASC+FEM;SG
monstruo	monster	monstruo	monster	N;MASC;SG	N;INDF;NEUT;SG
escribiendo	skrive	escribir	skrive	V;V.MSDR	V;NFIN;ACT
escribiendo	skriver	escribir	skrive	V;V.MSDR	V;IND;PRS;FIN;ACT
escribiendo	skrive	escribir	skrive	V;V.MSDR	V;NFIN;ACT
escribiendo	skriver	escribir	skrive	V;V.MSDR	V;IND;PRS;FIN;ACT
dedos	tæerne	dedo	tå	N;MASC;PL	N;DEF;MASC+FEM;PL
dedos	tæer	dedo	tå	N;MASC;PL	N;INDF;MASC+FEM;PL
dedos	fingrene	dedo	finger	N;MASC;PL	N;DEF;MASC+FEM;PL
dedos	fingre	dedo	finger	N;MASC;PL	N;INDF;MASC+FEM;PL
pasaje	billetten	pasaje	billet	N;MASC;SG	N;DEF;MASC+FEM;SG
pasaje	billet	pasaje	billet	N;MASC;SG	N;INDF;MASC+FEM;SG
pasaje	passagen	pasaje	passage	N;MASC;SG	N;DEF;MASC+FEM;SG
pasaje	passage	pasaje	passage	N;MASC;SG	N;INDF;MASC+FEM;SG
mató	dræbt	matar	dræbe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
mató	myrdet	matar	myrde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
futbol	fodbold	futbol	fodbold	N;MASC;SG	N;INDF;MASC+FEM;SG
futbol	fodbold	futbol	fodbold	N;MASC;SG	N;INDF;MASC+FEM;SG
futbol	football	futbol	football	N;MASC;SG	N;INDF;MASC+FEM;SG
estonia	estlands	estonia	estlands	N;FEM;SG	N;GEN;INDF;MASC+FEM;SG
bacterias	bakterier	bacteria	bakterie	N;FEM;PL	N;INDF;MASC+FEM;PL
arácnidos	spindlere	arácnido	spindler	N;MASC;PL	N;INDF;MASC+FEM;PL
ilegal	ulovligt	ilegal	ulovlig	ADJ;SG	ADJ;INDF;NEUT;SG
ilegal	ulovlig	ilegal	ulovlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
apóstol	apostel	apóstol	apostel	N;MASC;SG	N;INDF;MASC+FEM;SG
intentando	forsøger	intentar	forsøge	V;V.MSDR	V;IND;PRS;FIN;ACT
intentando	prøver	intentar	prøve	V;V.MSDR	V;IND;PRS;FIN;ACT
intentando	forsøger	intentar	forsøge	V;V.MSDR	V;IND;PRS;FIN;ACT
escocés	skotte	escocés	skotte	N;MASC;SG	N;INDF;MASC+FEM;SG
escocés	skotte	escocés	skotte	N;MASC;SG	N;INDF;MASC+FEM;SG
escocés	whiskey	escocés	whiskey	N;MASC;SG	N;INDF;MASC+FEM;SG
escocés	scotch	escocés	scotch	N;MASC;SG	N;INDF;NEUT;SG
escocés	whisky	escocés	whisky	N;MASC;SG	N;INDF;MASC+FEM;SG
escocés	skotte	escocés	skotte	N;MASC;SG	N;INDF;MASC+FEM;SG
crecer	stigende	crecer	stige	V;NFIN	V;PRS;V.PTCP
crecer	vokser	crecer	vokse	V;NFIN	V;IND;PRS;FIN;ACT
crecer	voksende	crecer	vokse	V;NFIN	V;PRS;V.PTCP
crecer	gro	crecer	gro	V;NFIN	V;NFIN;ACT
crecer	vokser	crecer	vokse	V;NFIN	V;IND;PRS;FIN;ACT
crecer	vokse	crecer	vokse	V;NFIN	V;NFIN;ACT
sismo	jordskælv	sismo	jordskælv	N;MASC;SG	N;INDF;NEUT;SG
sismo	jordskælvet	sismo	jordskælv	N;MASC;SG	N;DEF;NEUT;SG
sismo	quake	sismo	quake	N;MASC;SG	N;INDF;MASC+FEM;SG
luchas	slåskampe	lucha	slåskampe	N;FEM;PL	N;INDF;MASC+FEM;PL
luchas	kampe	lucha	kamp	N;FEM;PL	N;INDF;MASC+FEM;PL
helena	helena	heleno	helena	N;FEM;SG	N;DEF;MASC+FEM;SG
helena	helena	heleno	helena	N;FEM;SG	N;DEF;MASC+FEM;SG
helena	helen	heleno	hel	N;FEM;SG	N;DEF;MASC+FEM;SG
trasera	bagerste	trasero	bag	ADJ;FEM;SG	ADJ;DEF;RL
trasera	bageste	trasero	bagest	ADJ;FEM;SG	ADJ;DEF;RL
apreciar	værdsætter	apreciar	værdsætte	V;NFIN	V;IND;PRS;FIN;ACT
discutir	drøfte	discutir	drøfte	V;NFIN	V;NFIN;ACT
discutir	diskutere	discutir	diskutere	V;NFIN	V;NFIN;ACT
recuperó	genvandt	recuperar	genvande	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
recuperó	genvundet	recuperar	genvund	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
gabriela	gabriella	gabriela	gabriella	N;FEM;SG	N;INDF;MASC+FEM;SG
radios	radioer	radio	radio	N;FEM;PL	N;INDF;MASC+FEM;PL
coordinador	koordinator	coordinador	koordinator	N;MASC;SG	N;INDF;MASC+FEM;SG
coordinador	koordinatoren	coordinador	koordinator	N;MASC;SG	N;DEF;MASC+FEM;SG
miércoles	onsdag	miércoles	onsdag	N	N;INDF;MASC+FEM;SG
miércoles	onsdagen	miércoles	onsdag	N	N;DEF;MASC+FEM;SG
poseer	besidder	poseer	besidde	V;NFIN	V;IND;PRS;FIN;ACT
poseer	besætte	poseer	besætte	V;NFIN	V;NFIN;ACT
poseer	besidde	poseer	besidde	V;NFIN	V;NFIN;ACT
poseer	eje	poseer	eje	V;NFIN	V;NFIN;ACT
terrorismo	terror	terrorismo	terror	N;MASC;SG	N;INDF;MASC+FEM;SG
terrorismo	rædsel	terrorismo	rædsel	N;MASC;SG	N;INDF;MASC+FEM;SG
terrorismo	terroren	terrorismo	terror	N;MASC;SG	N;DEF;MASC+FEM;SG
terrorismo	terror	terrorismo	terror	N;MASC;SG	N;INDF;MASC+FEM;SG
terrorismo	terrorisme	terrorismo	terrorisme	N;MASC;SG	N;INDF;MASC+FEM;SG
terrorismo	terrorist	terrorismo	terrorist	N;MASC;SG	N;INDF;MASC+FEM;SG
poderosa	mægtig	poderoso	mægtig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
poderosa	mægtigt	poderoso	mægtig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
poderosa	kraftfuld	poderoso	kraftfuld	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
poderosa	magtfuld	poderoso	magtfuld	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
capturar	fange	capturar	fange	V;NFIN	V;NFIN;ACT
adquiere	erhverver	adquirir	erhverve	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
adquiere	erhverve	adquirir	erhverve	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
adquiere	anskaffe	adquirir	anskaffe	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
niega	nægter	negar	nægte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
niega	benægter	negar	benægte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
defecto	default	defecto	default	N;MASC;SG	N;INDF;MASC+FEM;SG
defecto	misligholdelse	defecto	misligholdelse	N;MASC;SG	N;INDF;MASC+FEM;SG
defecto	standard	defecto	standard	N;MASC;SG	N;INDF;MASC+FEM;SG
defecto	brist	defecto	brist	N;MASC;SG	N;INDF;MASC+FEM;SG
sobrevivir	overleve	sobrevivir	overleve	V;NFIN	V;NFIN;ACT
sobrevivir	overlever	sobrevivir	overleve	V;NFIN	V;IND;PRS;FIN;ACT
sobrevivir	overlever	sobrevivir	overleve	V;NFIN	V;IND;PRS;FIN;ACT
sobrevivir	overleve	sobrevivir	overleve	V;NFIN	V;NFIN;ACT
ferrari	ferrari	ferrari	ferrari	N;MASC;SG	N;INDF;MASC+FEM;SG
experimento	eksperiment	experimento	eksperiment	N;MASC;SG	N;INDF;NEUT;SG
experimento	forsøg	experimento	forsøg	N;MASC;SG	N;INDF;NEUT;SG
experimento	eksperimentet	experimento	eksperiment	N;MASC;SG	N;DEF;NEUT;SG
románico	romansk	románico	romansk	ADJ;MASC;SG	ADJ;INDF;SG
adolescentes	teenagere	adolescente	teenager	N;PL	N;INDF;MASC+FEM;PL
adolescentes	teenagere	adolescente	teenager	N;PL	N;INDF;MASC+FEM;PL
habituales	sædvanlige	habitual	sædvanlig	ADJ;PL	ADJ;PL
brooklyn	brooklyn	brookly	brooklyn	N;MASC;SG	N;INDF;MASC+FEM;SG
comunica	kommunikerer	comunicar	kommunikere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
impedir	forhindre	impedir	forhindre	V;NFIN	V;NFIN;ACT
impedir	forebygge	impedir	forebygge	V;NFIN	V;NFIN;ACT
impedir	hindre	impedir	hindre	V;NFIN	V;NFIN;ACT
impedir	hæmme	impedir	hæmme	V;NFIN	V;NFIN;ACT
lienzo	kanvas	lienzo	kanvas	N;MASC;SG	N;INDF;NEUT;SG
lienzo	lærred	lienzo	lærre	N;MASC;SG	N;INDF;NEUT;SG
ascendió	ophøjet	ascender	ophøj	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
taekwondo	taekwondo	taekwondo	taekwondo	N;MASC;SG	N;INDF;MASC+FEM;SG
solidaridad	solidariteten	solidaridad	solidaritet	N;FEM;SG	N;DEF;MASC+FEM;SG
solidaridad	solidaritet	solidaridad	solidaritet	N;FEM;SG	N;INDF;MASC+FEM;SG
gard	gard	gard	gard	N;MASC;SG	N;INDF;MASC+FEM;SG
accesible	tilgængeligt	accesible	tilgængeligt	ADJ;SG	ADJ;INDF;NEUT;SG
accesible	tilgængelig	accesible	tilgængelig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
aporte	input	aporte	input	N;MASC;SG	N;INDF;NEUT;SG
aporte	bidrag	aporte	bidrag	N;MASC;SG	N;INDF;NEUT;SG
aproximada	omtrentlig	aproximado	omtrentlig	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC+FEM;SG
castigo	straf	castigo	straf	N;MASC;SG	N;INDF;MASC+FEM;SG
castigo	afstraffelse	castigo	afstraffelse	N;MASC;SG	N;INDF;MASC+FEM;SG
complejidad	kompleksitet	complejidad	kompleksitet	N;FEM;SG	N;INDF;MASC+FEM;SG
head	hovede	head	hove	N	N;INDF;NEUT;SG
head	hovedet	head	hoved	N	N;DEF;NEUT;SG
head	hoved	head	hoved	N	N;INDF;NEUT;SG
nordeste	nø	nordeste	nø	N;MASC;SG	N;INDF;MASC+FEM;SG
nordeste	nordøst	nordeste	nordøst	N;MASC;SG	N;INDF;SG
gallo	pik	gallo	på	N;MASC;SG	N;INDF;MASC+FEM;SG
gallo	gallo	gallo	gallo	N;MASC;SG	N;INDF;MASC+FEM;SG
gallo	hane	gallo	hane	N;MASC;SG	N;INDF;MASC+FEM;SG
nuestras	vores	nuestro	vores	DET;FEM;PL;1	DET;1
parlamentarias	parlamentariske	parlamentario	parlamentarisk	ADJ;FEM;PL	ADJ;PL
nbc	nbc	nbc	nbc	N;FEM;SG	N;INDF;MASC+FEM;SG
exportación	eksport	exportación	eksport	N;FEM;SG	N;INDF;MASC+FEM;SG
exportación	eksporten	exportación	eksport	N;FEM;SG	N;DEF;MASC+FEM;SG
exportación	udførsel	exportación	udførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
exportación	eksport	exportación	eksport	N;FEM;SG	N;INDF;MASC+FEM;SG
exportación	udførsel	exportación	udførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
exportación	eksport	exportación	eksport	N;FEM;SG	N;INDF;MASC+FEM;SG
exportación	udførsel	exportación	udførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
colectiva	kollektiv	colectivo	kollektiv	ADJ;FEM;SG	ADJ;INDF;SG
susana	susannah	susano	susannah	N;FEM;SG	N;INDF;MASC+FEM;SG
susana	susana	susano	susana	N;FEM;SG	N;INDF;MASC+FEM;SG
susana	suzanne	susano	suzanne	N;FEM;SG	N;INDF;MASC+FEM;SG
susana	susanna	susano	susanna	N;FEM;SG	N;INDF;MASC+FEM;SG
susana	susan	susano	susan	N;FEM;SG	N;INDF;MASC+FEM;SG
hambre	hungersnød	hambre	hungersnød	N;FEM;SG	N;INDF;MASC+FEM;SG
hambre	sult	hambre	sult	N;FEM;SG	N;INDF;MASC+FEM;SG
hambre	hungersnøden	hambre	hungersnød	N;FEM;SG	N;DEF;MASC+FEM;SG
hambre	sult	hambre	sult	N;FEM;SG	N;INDF;MASC+FEM;SG
hambre	hungersnød	hambre	hungersnød	N;FEM;SG	N;INDF;MASC+FEM;SG
residuos	rester	residuo	rest	N;MASC;PL	N;INDF;MASC+FEM;PL
residuos	restprodukter	residuo	restprodukt	N;MASC;PL	N;INDF;NEUT;PL
socialismo	socialisme	socialismo	socialisme	N;MASC;SG	N;INDF;MASC+FEM;SG
socialismo	socialismen	socialismo	socialisme	N;MASC;SG	N;DEF;MASC+FEM;SG
directorio	mappe	directorio	mappe	N;MASC;SG	N;INDF;MASC+FEM;SG
directorio	mappen	directorio	map	N;MASC;SG	N;DEF;MASC+FEM;SG
square	firkant	square	firkant	N;MASC;SG	N;INDF;MASC+FEM;SG
square	kvadrat	square	kvadrat	N;MASC;SG	N;INDF;NEUT;SG
square	torv	square	torv	N;MASC;SG	N;INDF;NEUT;SG
leones	løver	león	løve	N;MASC;PL	N;INDF;MASC+FEM;PL
leones	løverne	león	løver	N;MASC;PL	N;DEF;MASC+FEM;PL
amy	amy	amy	amy	N;FEM;SG	N;INDF;MASC+FEM;SG
prohibición	ban	prohibición	ban	N;FEM;SG	N;INDF;NEUT;SG
prohibición	forbud	prohibición	forbud	N;FEM;SG	N;INDF;NEUT;SG
prohibición	forbud	prohibición	forbud	N;FEM;SG	N;INDF;NEUT;SG
autovía	motorvej	autovía	motorvej	N;FEM;SG	N;INDF;MASC+FEM;SG
autovía	hovedvej	autovía	hovedvej	N;FEM;SG	N;INDF;MASC+FEM;SG
autovía	motorvejen	autovía	motorvej	N;FEM;SG	N;DEF;MASC+FEM;SG
autovía	highway	autovía	highway	N;FEM;SG	N;INDF;NEUT;SG
autovía	landevej	autovía	landevej	N;FEM;SG	N;INDF;MASC+FEM;SG
notablemente	bemærkelsesværdigt	notablemente	bemærkelsesværdigt	ADV	ADV
notablemente	mærkbart	notablemente	mærkbart	ADV	ADV
alusión	hentydning	alusión	hentydning	N;FEM;SG	N;INDF;MASC+FEM;SG
leonor	leonor	leonor	leonor	N;FEM;SG	N;INDF;MASC+FEM;SG
habitan	bebor	habitar	bebor	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
irregular	ujævnt	irregular	ujævn	ADJ;SG	ADJ;INDF;SG
irregular	ujævn	irregular	ujævn	ADJ;SG	ADJ;INDF;MASC+FEM;SG
irregular	uregelmæssig	irregular	uregelmæssig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
irregular	uregelmæssigt	irregular	uregelmæssigt	ADJ;SG	ADJ;INDF;NEUT;SG
consecutivos	fortløbende	consecutivo	fortløbende	ADJ;MASC;PL	ADJ
escudos	skjoldene	escudo	skjold	N;MASC;PL	N;DEF;MASC+FEM;PL
escudos	skjolde	escudo	skjolde	N;MASC;PL	N;INDF;MASC+FEM;PL
operar	operere	operar	operere	V;NFIN	V;NFIN;ACT
operar	opererer	operar	operere	V;NFIN	V;IND;PRS;FIN;ACT
films	film	film	film	N;MASC;PL	N;INDF;MASC+FEM;PL
terapia	terapi	terapia	terapi	N;FEM;SG	N;INDF;MASC+FEM;SG
famosas	berømte	famoso	berømt	ADJ;FEM;PL	ADJ;PL
fallo	svigt	fallo	svig	N;MASC;SG	N;INDF;NEUT;SG
fallo	fiasko	fallo	fiasko	N;MASC;SG	N;INDF;MASC+FEM;SG
barro	mudder	barro	mudder	N;MASC;SG	N;INDF;MASC+FEM;SG
barro	ler	barro	le	N;MASC;SG	N;INDF;MASC+FEM;SG
banca	bænken	banca	bænke	N;FEM;SG	N;DEF;MASC+FEM;SG
banca	bænk	banca	bænk	N;FEM;SG	N;INDF;MASC+FEM;SG
banca	banking	banca	banking	N;FEM;SG	N;INDF;MASC+FEM;SG
banca	bankvirksomhed	banca	bankvirksomhed	N;FEM;SG	N;INDF;MASC+FEM;SG
banca	bankvæsen	banca	bankvæsen	N;FEM;SG	N;INDF;NEUT;SG
banca	bankmand	banca	bankmand	N;FEM;SG	N;INDF;MASC+FEM;SG
banca	banken	banca	bank	N;FEM;SG	N;DEF;MASC+FEM;SG
banca	bank	banca	bank	N;FEM;SG	N;INDF;MASC+FEM;SG
únicas	enestående	único	enestående	ADJ;FEM;PL	ADJ
únicas	unikke	único	unik	ADJ;FEM;PL	ADJ;PL
luchadores	brydere	luchador	bryder	N;MASC;PL	N;INDF;MASC+FEM;PL
luchadores	boksere	luchador	bokser	N;MASC;PL	N;INDF;MASC+FEM;PL
luchadores	krigere	luchador	krig	N;MASC;PL	N;INDF;MASC+FEM;PL
luchadores	kæmpere	luchador	kæmper	N;MASC;PL	N;INDF;MASC+FEM;PL
stuttgart	stuttgart	stuttgart	stuttgart	N;MASC;SG	N;INDF;NEUT;SG
relata	relaterer	relatar	relater	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
riesgos	risici	riesgo	risiko	N;MASC;PL	N;INDF;MASC+FEM;PL
riesgos	farerne	riesgo	far	N;MASC;PL	N;DEF;MASC+FEM;PL
riesgos	risici	riesgo	risiko	N;MASC;PL	N;INDF;MASC+FEM;PL
riesgos	risici	riesgo	risiko	N;MASC;PL	N;INDF;MASC+FEM;PL
apellidos	efternavne	apellido	efternavn	N;MASC;PL	N;INDF;NEUT;PL
class	klasse	clas	klasse	N;FEM;SG	N;INDF;MASC+FEM;SG
class	klassen	clas	klasse	N;FEM;SG	N;DEF;MASC+FEM;SG
comisario	kommissær	comisario	kommissær	N;MASC;SG	N;INDF;MASC+FEM;SG
comisario	sherif	comisario	sherif	N;MASC;SG	N;INDF;MASC+FEM;SG
comisario	sheriffen	comisario	sheriffen	N;MASC;SG	N;DEF;MASC+FEM;SG
comisario	sheriff	comisario	sheriff	N;MASC;SG	N;INDF;MASC+FEM;SG
comisario	kontrollør	comisario	kontrollør	N;MASC;SG	N;INDF;MASC+FEM;SG
comisario	inspektør	comisario	inspektør	N;MASC;SG	N;INDF;MASC+FEM;SG
comisario	sherif	comisario	sherif	N;MASC;SG	N;INDF;MASC+FEM;SG
campana	klokke	campana	klokke	N;FEM;SG	N;INDF;MASC+FEM;SG
pib	bnp	pib	bnp	N;MASC;SG	N;INDF;MASC+FEM;SG
pib	bruttonationalprodukt	pib	bruttonationalprodukt	N;MASC;SG	N;INDF;MASC+FEM;SG
tía	moster	tía	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	tante	tía	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	faster	tía	faste	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	moster	tía	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	tante	tía	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	moster	tía	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	faster	tía	faste	N;FEM;SG	N;INDF;MASC+FEM;SG
tía	tante	tía	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
rivalidad	rivalisering	rivalidad	rivalisering	N;FEM;SG	N;INDF;MASC+FEM;SG
húmedo	fugtig	húmedo	fugtig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
húmedo	fugtigt	húmedo	fugtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
húmedo	fugtigt	húmedo	fugtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
húmedo	våd	húmedo	våd	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
húmedo	vådt	húmedo	våd	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
embajadores	ambassadørerne	embajador	ambassadør	N;MASC;PL	N;DEF;MASC+FEM;PL
embajadores	ambassadører	embajador	ambassadør	N;MASC;PL	N;INDF;MASC+FEM;PL
hospitales	sygehusene	hospital	sygehus	N;MASC;PL	N;DEF;NEUT;PL
hospitales	hospitaler	hospital	hospital	N;MASC;PL	N;INDF;NEUT;PL
hospitales	hospitalerne	hospital	hospital	N;MASC;PL	N;DEF;NEUT;PL
hospitales	sygehuse	hospital	sygehus	N;MASC;PL	N;INDF;NEUT;PL
astronomía	astronomi	astronomía	astronomi	N;FEM;SG	N;INDF;MASC+FEM;SG
leal	loyal	leal	loyal	ADJ;SG	ADJ;INDF;MASC+FEM;SG
terroristas	terrorister	terrorista	terrorist	N;PL	N;INDF;MASC+FEM;PL
terroristas	terroristerne	terrorista	terrorist	N;PL	N;DEF;MASC+FEM;PL
visuales	visuelle	visual	visuel	ADJ;PL	ADJ;PL
recopilación	samling	recopilación	samling	N;FEM;SG	N;INDF;MASC+FEM;SG
comisiones	bestillinger	comisión	bestilling	N;FEM;PL	N;INDF;MASC+FEM;PL
comisiones	kommissioner	comisión	kommission	N;FEM;PL	N;INDF;MASC+FEM;PL
comisiones	provisioner	comisión	provision	N;FEM;PL	N;INDF;MASC+FEM;PL
comisiones	udvalgene	comisión	udvalg	N;FEM;PL	N;DEF;NEUT;PL
detención	arrest	detención	arrest	N;FEM;SG	N;INDF;MASC+FEM;SG
detención	anholdelse	detención	anholdelse	N;FEM;SG	N;INDF;MASC+FEM;SG
detención	arrestation	detención	arrestation	N;FEM;SG	N;INDF;MASC+FEM;SG
detención	eftersidning	detención	eftersidning	N;FEM;SG	N;INDF;MASC+FEM;SG
detención	frihedsberøvelse	detención	frihedsberøvelse	N;FEM;SG	N;INDF;MASC+FEM;SG
detención	tilbageholdelse	detención	tilbageholdelse	N;FEM;SG	N;INDF;MASC+FEM;SG
algoritmo	algoritme	algoritmo	algoritme	N;MASC;SG	N;INDF;MASC+FEM;SG
inversiones	investeringer	inversión	investering	N;FEM;PL	N;INDF;MASC+FEM;PL
inversiones	investeringerne	inversión	investering	N;FEM;PL	N;DEF;MASC+FEM;PL
inversiones	investeringer	inversión	investering	N;FEM;PL	N;INDF;MASC+FEM;PL
inversiones	investeringerne	inversión	investering	N;FEM;PL	N;DEF;MASC+FEM;PL
criaturas	væsner	criatura	væsne	N;FEM;PL	N;INDF;MASC+FEM;PL
criaturas	væsener	criatura	væsen	N;FEM;PL	N;INDF;MASC+FEM;PL
criaturas	skabninger	criatura	skabning	N;FEM;PL	N;INDF;MASC+FEM;PL
mercancías	varer	mercancía	vare	N;FEM;PL	N;INDF;MASC+FEM;PL
mercancías	råvarer	mercancía	råvare	N;FEM;PL	N;INDF;MASC+FEM;PL
mercancías	handelsvarer	mercancía	handelsvar	N;FEM;PL	N;INDF;MASC+FEM;PL
construye	opbygger	construir	opbygge	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
construye	bygger	construir	bygge	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
construye	bygge	construir	bygge	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
jennifer	jennifer	jennifer	jennif	N;FEM;SG	N;INDF;MASC+FEM;SG
agregar	tilføjer	agregar	tilføje	V;NFIN	V;IND;PRS;FIN;ACT
