per	for	per	for	ADP	ADP
terra	terra	terra	terre	N;FEM;SG	N;INDF;MASC;SG
allora	deretter	allora	deretter	ADV	ADV
allora	så	allora	så	ADV	ADV
allora	da	allora	da	ADV	ADV
successo	vellykket	successo	vellykk	N;MASC;SG	N;DEF;NEUT;SG
successo	suksessen	successo	suksess	N;MASC;SG	N;DEF;MASC;SG
successo	suksess	successo	suksess	N;MASC;SG	N;INDF;MASC;SG
ordine	orden	ordine	orden	N;MASC;SG	N;INDF;MASC;SG
ordine	bestilling	ordine	bestilling	N;MASC;SG	N;INDF;FEM;SG
ordine	order	ordine	ord	N;MASC;SG	N;INDF
ordine	rekkefølge	ordine	rekkefølg	N;MASC;SG	N;INDF;MASC;SG
categoria	kategori	categoria	kategori	N;FEM;SG	N;INDF;MASC;SG
categoria	kategorien	categoria	kategori	N;FEM;SG	N;DEF;MASC;SG
produzione	produksjonen	produzione	produksjon	N;FEM;SG	N;DEF;MASC;SG
produzione	produksjon	produzione	produksjon	N;FEM;SG	N;INDF;MASC;SG
strada	gate	strada	gate	N;FEM;SG	N;INDF;FEM;SG
strada	gaten	strada	gat	N;FEM;SG	N;DEF;MASC;SG
strada	gata	strada	gate	N;FEM;SG	N;DEF;FEM;SG
strada	veien	strada	vie	N;FEM;SG	N;DEF;MASC;SG
strada	road	strada	road	N;FEM;SG	N;INDF;MASC;SG
strada	vei	strada	vei	N;FEM;SG	N
corpo	body	corpo	body	N;MASC;SG	N
corpo	legeme	corpo	legeme	N;MASC;SG	N;INDF;NEUT;SG
corpo	kropp	corpo	kropp	N;MASC;SG	N;INDF;MASC;SG
corpo	kroppen	corpo	kropp	N;MASC;SG	N;DEF;MASC;SG
scrittore	forfatter	scrittore	forfatter	N;MASC;SG	N;INDF;FEM;SG
scrittore	skribent	scrittore	skribent	N;MASC;SG	N;INDF;MASC;SG
file	arkiv	fila	arkiv	N;MASC	N;INDF;NEUT;SG
file	filer	fila	file	N;MASC	N;INDF;NEUT;PL
file	filene	fila	file	N;MASC	N;DEF;FEM;PL
file	mapper	fila	mappe	N;MASC	N;INDF;FEM;PL
file	fil	fila	fil	N;MASC	N;INDF;MASC;SG
ultima	siste	ultimo	sist	ADJ;FEM;SG	ADJ;DEF;SG
cura	botemiddel	cura	botemiddel	N;FEM;SG	N;INDF;MASC;SG
cura	kur	cura	kur	N;FEM;SG	N;INDF;MASC;SG
cura	helbred	cura	helbred	N;FEM;SG	N;INDF;MASC;SG
cura	pleie	cura	pleie	N;FEM;SG	N;INDF;FEM;SG
cura	omsorg	cura	omsorg	N;FEM;SG	N;INDF;FEM;SG
cura	stell	cura	stell	N;FEM;SG	N;INDF;MASC;SG
cura	care	cura	care	N;FEM;SG	N
francia	frankrike	francia	frankrike	N;FEM;SG	N;INDF;NEUT;SG
francia	france	francia	france	N;FEM;SG	N
lingua	lingua	lingua	lingu	N;FEM;SG	N;INDF;NEUT;SG
lingua	språk	lingua	språk	N;FEM;SG	N;INDF;NEUT;SG
zona	sone	zona	sone	N;FEM;SG	N;INDF;FEM;SG
zona	zone	zona	zone	N;FEM;SG	N;INDF
zona	areal	zona	areal	N;FEM;SG	N;INDF;NEUT;SG
zona	område	zona	område	N;FEM;SG	N;INDF;NEUT;SG
zona	området	zona	område	N;FEM;SG	N;DEF;NEUT;SG
zona	area	zona	area	N;FEM;SG	N;INDF;MASC;SG
livello	niva	livello	niv	N;MASC;SG	N;INDF;NEUT;SG
livello	nivå	livello	nivå	N;MASC;SG	N;INDF;NEUT;SG
livello	nivået	livello	nivå	N;MASC;SG	N;DEF;NEUT;SG
livello	level	livello	level	N;MASC;SG	N;INDF;MASC;SG
battaglia	kamp	battaglia	kamp	N;FEM;SG	N;INDF;MASC;SG
battaglia	slaget	battaglia	slag	N;FEM;SG	N;DEF;NEUT;SG
premio	premium	premio	premium	N;MASC;SG	N;INDF;MASC;SG
premio	premie	premio	premie	N;MASC;SG	N;INDF;MASC;SG
premio	utmerkelse	premio	utmerkelse	N;MASC;SG	N;INDF;MASC;SG
premio	award	premio	award	N;MASC;SG	N;INDF;MASC;SG
attrice	skuespillerinnen	attore	skuespillerinn	N;FEM;SG	N;DEF;MASC;SG
attrice	skuespillerinne	attore	skuespillerinne	N;FEM;SG	N;INDF;FEM;SG
attrice	skuespiller	attore	skuespille	N;FEM;SG	N;INDF;MASC;SG
ott	ott	ott	ott	N	N;INDF;MASC;SG
momento	moment	momento	moment	N;MASC;SG	N;INDF;NEUT;SG
momento	øyeblikket	momento	øyeblikk	N;MASC;SG	N;DEF;NEUT;SG
momento	øyeblikk	momento	øyeblikk	N;MASC;SG	N;INDF;MASC;SG
mag	mag	mag	mag	N	N;INDF;MASC;SG
studio	studie	studio	studium	N;MASC;SG	N;INDF;MASC;SG
studio	atelier	studio	atelium	N;MASC;SG	N;INDF;NEUT;SG
studio	studio	studio	studio	N;MASC;SG	N;INDF;NEUT;SG
oro	gull	oro	gull	N;MASC;SG	N;INDF;NEUT;SG
singolo	enslig	singolo	enslig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
paese	fedreland	paese	fedreland	N;MASC;SG	N;INDF;NEUT;SG
paese	landet	paese	land	N;MASC;SG	N;DEF;NEUT;SG
paese	land	paese	land	N;MASC;SG	N;INDF;NEUT;SG
paese	country	paese	country	N;MASC;SG	N;INDF
diverse	ulike	diverso	ulik	ADJ;FEM;PL	ADJ;PL
diverse	forskjellige	diverso	forskjellig	ADJ;FEM;PL	ADJ;PL
cantante	sanger	cantante	sanger	N;SG	N;INDF;MASC;SG
arte	art	arte	art	N;FEM;SG	N;INDF;MASC;SG
arte	kunst	arte	kunst	N;FEM;SG	N;INDF;FEM;SG
età	åge	età	åge	N;FEM	N;INDF;MASC;SG
età	age	età	age	N;FEM	N;INDF;MASC;SG
età	alder	età	alder	N;FEM	N;INDF;MASC;SG
età	alderen	età	alder	N;FEM	N;DEF;MASC;SG
storico	historisk	storico	historisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
storico	historisk	storico	historisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
vescovo	biskop	vescovo	biskop	N;MASC;SG	N;INDF;MASC;SG
vescovo	bishop	vescovo	bishop	N;MASC;SG	N;INDF;MASC;SG
squadre	lagene	squadra	lage	N;FEM;PL	N;DEF;FEM;PL
area	areal	area	areal	N;FEM;SG	N;INDF;NEUT;SG
area	område	area	område	N;FEM;SG	N;INDF;NEUT;SG
area	området	area	område	N;FEM;SG	N;DEF;NEUT;SG
area	area	area	area	N;FEM;SG	N;INDF;MASC;SG
paolo	paolo	paolo	paolo	N;MASC;SG	N;INDF;MASC;SG
paolo	paulus	paolo	paulus	N;MASC;SG	N;MASC
paolo	paul	paolo	paul	N;MASC;SG	N;MASC
attraverso	gjennom	attraverso	gjennom	ADP	ADP
attraverso	igjennom	attraverso	igjennom	ADP	ADP
possibile	mulig	possibile	mulig	ADJ;SG	ADJ;INDF;NEUT;SG
avere	har	avere	ha	V;NFIN	V;IND;PRS;FIN
avere	ha	avere	ha	V;NFIN	V;IMP;FIN
servizio	servise	servizio	servise	N;MASC;SG	N;INDF;NEUT;SG
servizio	tjeneste	servizio	tjeneste	N;MASC;SG	N;INDF;FEM;SG
servizio	service	servizio	service	N;MASC;SG	N;INDF;MASC;SG
regista	direktør	regista	direktør	N;SG	N;INDF;MASC;SG
regista	regissør	regista	regissør	N;SG	N;INDF;MASC;SG
regista	filmskaper	regista	filmskap	N;SG	N;INDF;MASC;SG
punti	prikker	punto	prikke	N;MASC;PL	N;INDF;FEM;PL
punti	punkter	punto	punkter	N;MASC;PL	N;INDF;FEM;PL
repubblica	republikken	repubblica	republikk	N;FEM;SG	N;DEF;MASC;SG
repubblica	republikk	repubblica	republikk	N;FEM;SG	N;INDF;MASC;SG
governo	regjering	governo	regjering	N;MASC;SG	N;INDF;FEM;SG
dato	gav	dare	gje	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
originale	originalt	originale	original	ADJ;SG	ADJ;INDF;NEUT;SG
originale	opprinnelig	originale	opprinnelig	ADJ;SG	ADJ;INDF;NEUT;SG
originale	original	originale	original	ADJ;SG	ADJ;INDF;SG
apr	apr	apr	apr	N;MASC	N
grandi	flotte	grande	flott	ADJ;PL	ADJ;PL
grandi	store	grande	stor	ADJ;PL	ADJ;PL
palazzo	palazzo	palazzo	palazzo	N;MASC;SG	N;INDF;MASC;SG
palazzo	palass	palazzo	palass	N;MASC;SG	N;INDF;NEUT;SG
palazzo	palasset	palazzo	palass	N;MASC;SG	N;DEF;NEUT;SG
palazzo	palace	palazzo	palace	N;MASC;SG	N;INDF;MASC;SG
università	universiteter	università	universitet	N;FEM	N;INDF;FEM;PL
università	university	università	university	N;FEM	N;INDF;NEUT;SG
università	universitet	università	universitet	N;FEM	N;INDF;NEUT;SG
università	universitetet	università	universitet	N;FEM	N;DEF;NEUT;SG
isola	øya	isola	øy	N;FEM;SG	N;DEF;FEM;SG
isola	island	isola	island	N;FEM;SG	N;INDF;NEUT;SG
isola	øy	isola	øy	N;FEM;SG	N;INDF;FEM;SG
capo	cape	capo	cape	N;MASC;SG	N;INDF;NEUT;SG
capo	kapp	capo	kapp	N;MASC;SG	N;INDF;NEUT;SG
capo	høvding	capo	høvding	N;MASC;SG	N;INDF;FEM;SG
capo	capo	capo	capo	N;MASC;SG	N;INDF;MASC;SG
capo	sjef	capo	sjef	N;MASC;SG	N;INDF;MASC;SG
capo	boss	capo	boss	N;MASC;SG	N;INDF;MASC;SG
musica	music	musica	music	N;FEM;SG	N;INDF;MASC;SG
musica	musikk	musica	musikk	N;FEM;SG	N;INDF;MASC;SG
divisione	divisjon	divisione	divisjon	N;FEM;SG	N;INDF;MASC;SG
luogo	spisested	luogo	spisested	N;MASC;SG	N;INDF;MASC;SG
luogo	place	luogo	place	N;MASC;SG	N
ago	nål	ago	nål	N	N;INDF;MASC;SG
dic	dec	dire	dec	N	N
napoli	napoli	napola	napoli	N;MASC;SG	N;INDF;MASC;SG
parigi	paris	parigo	paris	N;MASC;SG	N;INDF;NEUT;SG
sembra	virker	sembrare	virke	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
gioco	spill	gioco	spill	N;MASC;SG	N;INDF;NEUT;SG
gioco	kampstart	gioco	kampstart	N;MASC;SG	N;INDF;MASC;SG
gioco	game	gioco	game	N;MASC;SG	N
terzo	tredje	terzo	tredje	ADJ;MASC;SG	ADJ;DEF;SG
ufficiale	offisielt	ufficiale	offisiell	ADJ;SG	ADJ;INDF;NEUT;SG
ufficiale	offisiell	ufficiale	offisiell	ADJ;SG	ADJ;INDF;SG
luigi	louis	luigi	louis	N;MASC;SG	N;INDF;MASC;SG
luigi	louie	luigi	louie	N;MASC;SG	N;INDF;MASC;SG
luigi	luigi	luigi	luigi	N;MASC;SG	N;INDF;MASC;SG
vittoria	vinner	vittoria	vinne	N;FEM;SG	N;INDF;MASC;SG
vittoria	win	vittoria	win	N;FEM;SG	N
vittoria	vittoria	vittoria	vittorie	N;FEM;SG	N;DEF;FEM;SG
vittoria	seieren	vittoria	seier	N;FEM;SG	N;DEF;MASC;SG
vittoria	victory	vittoria	victory	N;FEM;SG	N
vittoria	victoria	vittoria	victorie	N;FEM;SG	N;INDF;MASC;SG
centrale	central	centrale	central	N;MASC;SG	N;INDF;MASC;SG
internazionale	internasjonalt	internazionale	internasjonal	ADJ;SG	ADJ;INDF;NEUT;SG
internazionale	internasjonal	internazionale	internasjonal	ADJ;SG	ADJ;INDF;SG
sei	seks	sei	seks	NUM	NUM;PL
popolazione	befolkningen	popolazione	befolkning	N;FEM;SG	N;DEF;MASC;SG
popolazione	befolkning	popolazione	befolkning	N;FEM;SG	N;INDF;FEM;SG
origine	opprinnelse	origine	opprinnelse	N;FEM;SG	N;INDF;MASC;SG
origine	opphav	origine	opphav	N;FEM;SG	N;INDF;NEUT;SG
prodotto	produkt	prodotto	produkt	N;MASC;SG	N;INDF;NEUT;SG
prodotto	produktet	prodotto	produkt	N;MASC;SG	N;DEF;NEUT;SG
presenza	nærvær	presenza	nærvær	N;FEM;SG	N;INDF;NEUT;SG
libro	bok	libro	bok	N;MASC;SG	N;INDF;FEM;SG
scuola	skolen	scuola	skole	N;FEM;SG	N;DEF;MASC;SG
scuola	skole	scuola	skole	N;FEM;SG	N;INDF;MASC;SG
scuola	skulen	scuola	skule	N;FEM;SG	N;DEF;MASC;SG
scuola	skule	scuola	skule	N;FEM;SG	N;INDF;MASC;SG
immagine	bildet	immagine	bilde	N;FEM;SG	N;DEF;NEUT;SG
immagine	bilde	immagine	bilde	N;FEM;SG	N;INDF;NEUT;SG
immagine	bildet	immagine	bilde	N;FEM;SG	N;DEF;NEUT;SG
immagine	bilde	immagine	bilde	N;FEM;SG	N;INDF;NEUT;SG
esercito	militæret	esercito	militær	N;MASC;SG	N;DEF;NEUT;SG
esercito	army	esercito	army	N;MASC;SG	N
esercito	hær	esercito	hær	N;MASC;SG	N;INDF;MASC;SG
esercito	hæren	esercito	hær	N;MASC;SG	N;DEF;MASC;SG
esercito	armé	esercito	armé	N;MASC;SG	N;INDF;MASC;SG
autore	forfatter	autore	forfatter	N;MASC;SG	N;INDF;FEM;SG
classifica	rangering	classifica	rangering	N;FEM;SG	N;INDF;FEM;SG
classifica	ranking	classifica	ranking	N;FEM;SG	N;INDF;FEM;SG
personaggio	persona	personaggio	person	N;MASC;SG	N;DEF;FEM;SG
personaggio	karakter	personaggio	karakter	N;MASC;SG	N;INDF;MASC;SG
personaggio	rollefigur	personaggio	rollefigur	N;MASC;SG	N;INDF;MASC;SG
importante	viktig	importante	viktig	ADJ;SG	ADJ;INDF;NEUT;SG
torneo	turnering	torneo	turnering	N;MASC;SG	N;INDF;FEM;SG
europa	europe	europa	europe	N;FEM;SG	N;INDF;MASC;SG
europa	europa	europa	europa	N;FEM;SG	N;DEF;NEUT;SG
firenze	florence	firenza	florence	N;FEM;PL	N
comunità	fellesskap	comunità	fellesskap	N;FEM	N;INDF;NEUT;SG
comunità	samfunnet	comunità	samfunn	N;FEM	N;DEF;NEUT;SG
comunità	samfunn	comunità	samfunn	N;FEM	N;INDF;NEUT;SG
comunità	fellesskapet	comunità	fellesskap	N;FEM	N;DEF;NEUT;SG
giovane	young	giovane	young	N;SG	N;INDF;NEUT;SG
madre	mor	madre	mor	N;FEM;SG	N;INDF;FEM;SG
madre	moder	madre	moder	N;FEM;SG	N;INDF;MASC;SG
madre	mother	madre	mothe	N;FEM;SG	N;INDF;NEUT;SG
stazione	stasjon	stazione	stasjon	N;FEM;SG	N;INDF;MASC;SG
stazione	holdeplass	stazione	holdeplass	N;FEM;SG	N;INDF;MASC;SG
vari	ymse	vario	ymis	ADJ;MASC;PL	ADJ;PL
vari	diverse	vario	diverse	ADJ;MASC;PL	ADJ;PL
vari	diverse	vario	diverse	ADJ;MASC;PL	ADJ;PL
pietro	pete	pietro	pete	N;MASC;SG	N;INDF;MASC;SG
pietro	pietro	pietro	pietro	N;MASC;SG	N;INDF;MASC;SG
pietro	peter	pietro	peter	N;MASC;SG	N;INDF;MASC;SG
studi	studier	studio	studie	N;MASC;PL	N;INDF;MASC;PL
fonte	kilde	fonte	kild	N;FEM;SG	N;INDF;MASC;SG
cinque	fem	cinque	fem	NUM	NUM;PL
basso	lavt	basso	levje	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
partito	parti	partito	parti	N;MASC;SG	N;INDF;NEUT;SG
partito	fest	partito	fest	N;MASC;SG	N;INDF;MASC;SG
partito	feste	partito	feste	N;MASC;SG	N;INDF;NEUT;SG
partito	party	partito	party	N;MASC;SG	N;INDF;NEUT;SG
unità	enheter	unità	enhet	N;FEM	N;INDF;FEM;PL
unità	unity	unità	unity	N;FEM	N;INDF;SG
unità	enhet	unità	enhet	N;FEM	N;INDF;NEUT;SG
unità	samhold	unità	samhold	N;FEM	N;INDF;NEUT;SG
unità	unit	unità	uni	N;FEM	N;INDF;MASC;SG
unità	enhet	unità	enhet	N;FEM	N;INDF;NEUT;SG
unità	automat	unità	automat	N;FEM	N;INDF;MASC;SG
fonti	kilder	fonte	kilder	N;FEM;PL	N;INDF;MASC;PL
marcatori	markører	marcatore	markør	N;MASC;PL	N;INDF;FEM;PL
politica	politikk	politica	politikk	N;FEM;SG	N;INDF;MASC;SG
metà	halvparten	metà	halvpart	N;FEM	N;DEF;MASC;SG
metà	half	metà	half	N;FEM	N
metri	meter	metro	meter	N;MASC;PL	N;INDF;MASC;PL
metri	meter	metro	meter	N;MASC;PL	N;INDF;MASC;PL
metri	meter	metro	meter	N;MASC;PL	N;INDF;MASC;PL
alto	høgt	alto	høg	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
top	øverst	top	øver	N	N;INDF;MASC;SG
top	top	top	top	N	N
top	toppen	top	topp	N	N;DEF;MASC;SG
top	overdel	top	overdel	N	N;INDF;NEUT;SG
top	topp	top	topp	N	N;INDF;MASC;SG
testo	tekst	testo	tekst	N;MASC;SG	N;INDF;FEM;SG
testo	teksten	testo	tekst	N;MASC;SG	N;DEF;MASC;SG
tour	omvisning	tour	omvisning	N;MASC	N;INDF;FEM;SG
tour	tour	tour	tour	N;MASC	N;INDF;SG
tour	turné	tour	turné	N;MASC	N;INDF;MASC;SG
tour	tours	tour	tours	N;MASC	N;INDF;MASC;SG
dati	dataene	dato	data	N;MASC;PL	N;DEF;FEM;PL
teatro	theater	teatro	theater	N;MASC;SG	N;INDF;NEUT;SG
teatro	teater	teatro	teater	N;MASC;SG	N;INDF;NEUT;SG
teatro	teater	teatro	teater	N;MASC;SG	N;INDF;NEUT;SG
teatro	theatre	teatro	theatre	N;MASC;SG	N;INDF;NEUT;SG
procedura	prosedyre	procedura	prosedyre	N;FEM;SG	N;INDF;MASC;SG
procedura	prosedyren	procedura	prosedyr	N;FEM;SG	N;DEF;MASC;SG
cardinale	cardinal	cardinale	cardinal	N;MASC;SG	N
cardinale	kardinal	cardinale	kardinal	N;MASC;SG	N;INDF;MASC;SG
unico	unik	unico	unik	ADJ;MASC;SG	ADJ;INDF;SG
unico	unikt	unico	unik	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
papa	papa	papa	papa	N;MASC;SG	N;DEF;FEM;SG
papa	pope	papa	pope	N;MASC;SG	N;INDF;MASC;SG
papa	pave	papa	pave	N;MASC;SG	N;INDF;MASC;SG
uomini	menn	uomo	mann	N;MASC;PL	N;INDF;MASC;PL
uomini	gubber	uomo	gubbe	N;MASC;PL	N;INDF;FEM;PL
ricerca	søk	ricerca	søk	N;FEM;SG	N;INDF;NEUT;SG
ricerca	forskning	ricerca	forsking	N;FEM;SG	N;INDF;FEM;SG
ricerca	research	ricerca	research	N;FEM;SG	N;INDF;MASC;SG
massimo	maksimalt	massimo	maksimal	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
massimo	maksimal	massimo	maksimal	ADJ;MASC;SG	ADJ;INDF;SG
stile	stil	stile	stil	N;MASC;SG	N;INDF;MASC;SG
donna	woman	donna	woman	N;FEM;SG	N;INDF;MASC;SG
donna	kvinne	donna	kvinne	N;FEM;SG	N;INDF;FEM;SG
donna	donna	donna	donne	N;FEM;SG	N;INDF;FEM;SG
donna	hunkjønn	donna	hunkjønn	N;FEM;SG	N;INDF;NEUT;SG
donna	hunn	donna	hunn	N;FEM;SG	N;INDF;MASC;SG
donna	kvinne	donna	kvinne	N;FEM;SG	N;INDF;FEM;SG
donna	female	donna	female	N;FEM;SG	N;INDF;MASC;SG
donna	kvinnelig	donna	kvinnelig	N;FEM;SG	N;INDF;MASC;SG
superficie	overflate	superficie	overflate	N;FEM;SG	N;INDF;FEM;SG
superficie	overflaten	superficie	overflate	N;FEM;SG	N;DEF;MASC;SG
alta	høgt	alto	høg	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
castello	castello	castello	castello	N;MASC;SG	N
castello	castle	castello	castle	N;MASC;SG	N
castello	slott	castello	slott	N;MASC;SG	N;INDF;NEUT;SG
distretto	distriktet	distretto	distrikt	N;MASC;SG	N;DEF;NEUT;SG
distretto	distrikt	distretto	distrikt	N;MASC;SG	N;INDF;NEUT;SG
nota	notat	nota	notat	N;FEM;SG	N;INDF;NEUT;SG
nota	merknad	nota	merknad	N;FEM;SG	N;INDF;MASC;SG
nota	notatet	nota	notat	N;FEM;SG	N;DEF;NEUT;SG
nota	note	nota	note	N;FEM;SG	N;INDF;MASC;SG
mesi	måneder	mese	måned	N;MASC;PL	N;INDF;MASC;PL
moglie	kona	moglie	kone	N;FEM;SG	N;DEF;FEM;SG
moglie	wife	moglie	wife	N;FEM;SG	N
moglie	kone	moglie	kone	N;FEM;SG	N;INDF;FEM;SG
moglie	hustru	moglie	hustru	N;FEM;SG	N;INDF;MASC;SG
ritorno	return	ritorno	return	N;MASC;SG	N;INDF;NEUT;SG
ritorno	returner	ritorno	returne	N;MASC;SG	N;INDF;MASC;SG
ritorno	back	ritorno	back	N;MASC;SG	N
costruzione	bygging	costruzione	bygging	N;FEM;SG	N;INDF;FEM;SG
costruzione	konstruksjon	costruzione	konstruksjon	N;FEM;SG	N;INDF;MASC;SG
subito	straks	subito	straks	ADV	ADV
totale	totalt	totale	total	ADJ;SG	ADJ;INDF;NEUT;SG
totale	total	totale	total	ADJ;SG	ADJ;INDF;SG
canzone	sang	canzone	sang	N;FEM;SG	N;INDF;MASC;SG
canzone	låt	canzone	låt	N;FEM;SG	N;INDF;MASC;SG
canzone	sangen	canzone	sang	N;FEM;SG	N;DEF;MASC;SG
canzone	song	canzone	song	N;FEM;SG	N;INDF;MASC;SG
vista	vista	vista	viste	N;FEM;SG	N;INDF;NEUT;SG
vista	visning	vista	visning	N;FEM;SG	N;INDF;FEM;SG
vista	utsikt	vista	utsikt	N;FEM;SG	N;INDF;MASC;SG
vista	vis	vista	vis	N;FEM;SG	N;INDF;NEUT;SG
detto	sa	dire	seie	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
note	merknader	nota	merknad	N;FEM;PL	N;INDF;MASC;PL
varie	ymse	vario	ymis	ADJ;FEM;PL	ADJ;PL
varie	diverse	vario	diverse	ADJ;FEM;PL	ADJ;PL
varie	diverse	vario	diverse	ADJ;FEM;PL	ADJ;PL
altezza	høyden	altezza	høyd	N;FEM;SG	N;DEF;MASC;SG
altezza	høyde	altezza	høyde	N;FEM;SG	N;INDF;MASC;SG
band	band	band	band	N;FEM	N;INDF;NEUT;SG
chitarra	guitar	chitarra	guit	N;FEM;SG	N;INDF;MASC;SG
chitarra	gitar	chitarra	gitar	N;FEM;SG	N;INDF;MASC;SG
robert	robert	robert	robert	N;MASC;SG	N;INDF;MASC;SG
est	øst	est	øs	N;MASC;SG	N;INDF;NEUT;SG
est	est	est	est	N;MASC;SG	N
fiume	river	fiume	rive	N;MASC;SG	N;INDF;FEM;SG
fiume	elv	fiume	elv	N;MASC;SG	N;INDF;FEM;SG
musicale	musikalsk	musicale	musikalsk	ADJ;SG	ADJ;INDF;NEUT;SG
figlia	dotter	figlia	dotter	N;FEM;SG	N;INDF;FEM;SG
figlia	datter	figlia	datter	N;FEM;SG	N;INDF;FEM;SG
figlia	daughter	figlia	daughter	N;FEM;SG	N;INDF;MASC;SG
figlia	dattera	figlia	datter	N;FEM;SG	N;DEF;FEM;SG
figlia	datteren	figlia	datter	N;FEM;SG	N;DEF;MASC;SG
realtà	virkeligheten	realtà	virkelighet	N;FEM;SG	N;DEF;MASC;SG
realtà	realitet	realtà	realitet	N;FEM;SG	N;INDF;MASC;SG
realtà	reality	realtà	reality	N;FEM;SG	N;INDF;MASC;SG
realtà	realiteten	realtà	realitet	N;FEM;SG	N;DEF;MASC;SG
realtà	virkelighet	realtà	virkelighet	N;FEM;SG	N;INDF;FEM;SG
monte	mount	monte	mount	N;MASC;SG	N;INDF;NEUT;SG
monte	monte	monte	monte	N;MASC;SG	N;INDF;MASC;SG
contea	county	contea	county	N;FEM;SG	N;INDF;SG
contea	fylke	contea	fylke	N;FEM;SG	N;INDF;NEUT;SG
contea	hobsyssel	contea	hobsyssel	N;FEM;SG	N;INDF;MASC;SG
contea	shire	contea	shire	N;FEM;SG	N
museo	museum	museo	museum	N;MASC;SG	N;INDF;NEUT;SG
forse	kanskje	forse	kanskje	ADV	ADV
forse	kanskje	forse	kanskje	ADV	ADV
protagonista	hovedpersonen	protagonista	hovedperson	N;SG	N;DEF;MASC;SG
legge	jus	legge	jus	N;FEM;SG	N;INDF;FEM;SG
legge	loven	legge	lov	N;FEM;SG	N;DEF;MASC;SG
legge	lov	legge	lov	N;FEM;SG	N;INDF;FEM;SG
mario	mario	mario	mario	N;MASC;SG	N;INDF;MASC;SG
mario	marius	mario	marius	N;MASC;SG	N;INDF;MASC;SG
stadio	stadio	stadio	stadio	N;MASC;SG	N;INDF;NEUT;SG
stadio	stadion	stadio	stadion	N;MASC;SG	N;INDF;NEUT;SG
stadio	stadium	stadio	stadium	N;MASC;SG	N;INDF;NEUT;SG
fase	fase	fase	fase	N;FEM;SG	N;INDF;MASC;SG
classe	klasse	classe	klasse	N;FEM;SG	N;INDF;FEM;SG
classe	klassen	classe	klasse	N;FEM;SG	N;DEF;MASC;SG
amore	elsk	amore	elsk	N;MASC;SG	N;INDF;MASC;SG
amore	love	amore	love	N;MASC;SG	N;INDF;FEM;SG
amore	kjærligheten	amore	kjærlighet	N;MASC;SG	N;DEF;MASC;SG
amore	kjærlighet	amore	kjærlighet	N;MASC;SG	N;INDF;FEM;SG
michael	mikael	michael	mikael	N;MASC;SG	N;INDF;MASC;SG
michael	michael	michael	michael	N;MASC;SG	N;INDF;MASC;SG
fratello	bro	fratello	bro	N;MASC;SG	N;INDF;MASC;SG
fratello	broder	fratello	broder	N;MASC;SG	N;INDF;MASC;SG
fratello	broren	fratello	bror	N;MASC;SG	N;DEF;MASC;SG
fratello	brother	fratello	brother	N;MASC;SG	N;INDF;MASC;SG
fratello	bror	fratello	bror	N;MASC;SG	N;INDF;MASC;SG
sviluppo	utvikling	sviluppo	utvikling	N;MASC;SG	N;INDF;FEM;SG
pittore	maler	pittore	male	N;MASC;SG	N;INDF;NEUT;SG
comuni	common	comune	common	N;MASC;PL	N
pubblico	offentleg	pubblico	offentleg	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
pubblico	offentlig	pubblico	offentlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
venezia	venice	venezia	venice	N;FEM;SG	N
venezia	venezia	venezia	venezie	N;FEM;SG	N;INDF;MASC;SG
media	medier	media	medium	N;FEM;SG	N;INDF;MASC;SG
media	gjennomsnittet	media	gjennomsnitt	N;FEM;SG	N;DEF;NEUT;SG
media	gjennomsnitt	media	gjennomsnitt	N;FEM;SG	N;INDF;NEUT;SG
media	gjennomsnittlig	media	gjennomsnittlig	N;FEM;SG	N;INDF;MASC;SG
media	medium	media	medium	N;FEM;SG	N;INDF;NEUT;SG
media	middels	media	middels	N;FEM;SG	N;INDF;MASC;SG
struttura	struktur	struttura	struktur	N;FEM;SG	N;INDF;MASC;SG
gray	gray	gray	gray	N;MASC	N;INDF;MASC;SG
paesi	landene	paese	land	N;MASC;PL	N;DEF;FEM;PL
personaggi	rollefigurer	personaggio	rollefigur	N;MASC;PL	N;INDF;FEM;PL
londra	london	londra	london	N;FEM;SG	N;INDF;MASC;SG
gara	kappløp	gara	kappløp	N;FEM;SG	N;INDF;NEUT;SG
gara	rase	gara	rase	N;FEM;SG	N;INDF;MASC;SG
gara	race	gara	race	N;FEM;SG	N
formazione	trening	formazione	trening	N;FEM;SG	N;INDF;FEM;SG
formazione	opplæring	formazione	opplæring	N;FEM;SG	N;INDF;FEM;SG
formazione	formasjon	formazione	formasjon	N;FEM;SG	N;INDF;MASC;SG
