van	od	van	od	ADP	ADP
nummer	piosenka	nummer	piosenka	N;MASC+FEM;SG	N;NOM;FEM;SG
nummer	utwór	nummer	utwór	N;MASC+FEM;SG	N;ACC;MASC;SG
lang	długa	lang	długi	ADJ	ADJ;NOM;FEM;SG
lang	długie	lang	długi	ADJ	ADJ;NOM;NEUT;SG
tekst	tekst	tekst	tekst	N;MASC+FEM;SG	N;NOM;MASC;SG
apr	kwiecień	apr	kwiecienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
vinden	znajdź	vinden	znaleźć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
vinden	znaleźć	vinden	znaleźć	V;NFIN	V;PFV;NFIN;ACT
pagina	stronę	pagina	strona	N;MASC+FEM;SG	N;ACC;FEM;SG
pagina	stronie	pagina	strona	N;MASC+FEM;SG	N;DAT;FEM;SG
pagina	strona	pagina	strona	N;MASC+FEM;SG	N;NOM;FEM;SG
noord	północ	noord	północ	N;NEUT;SG	N;NOM;FEM;SG
bron	źródło	bron	źródło	N;MASC+FEM;SG	N;NOM;NEUT;SG
district	okręg	district	okręg	N;NEUT;SG	N;NOM;MASC;SG
district	dzielnicy	district	dzielnica	N;NEUT;SG	N;GEN;FEM;SG
district	dystrykt	district	dystrykt	N;NEUT;SG	N;NOM;MASC;SG
district	dzielnica	district	dzielnica	N;NEUT;SG	N;NOM;FEM;SG
district	rejon	district	rejon	N;NEUT;SG	N;NOM;MASC;SG
daarna	wtedy	daarna	wtedy	ADV	ADV
band	pasmo	band	pasmo	N;MASC+FEM;SG	N;NOM;NEUT;SG
band	zespołu	band	zespół	N;MASC+FEM;SG	N;GEN;MASC;SG
band	zespół	band	zespół	N;MASC+FEM;SG	N;NOM;MASC;SG
west	zachodni	west	zachodni	N;MASC+FEM;SG	N;NOM;MASC;SG
west	zachód	west	zachód	N;MASC+FEM;SG	N;NOM;MASC;SG
soorten	gatunki	soort	gatunek	N;PL	N;NOM;MASC;PL
soorten	typy	soort	typ	N;PL	N;NOM;MASC;PL
soorten	rodzaje	soort	rodzawać	N;PL	N;NOM;MASC;PL
dec	grudzień	dec	grudzienie	N;MASC+FEM;SG	N;NOM;MASC;SG
naast	poza	naast	poza	ADP	ADP
vorm	kształt	vorm	kształt	N;MASC+FEM;SG	N;NOM;MASC;SG
vorm	kształtu	vorm	kształt	N;MASC+FEM;SG	N;GEN;MASC;SG
vorm	postać	vorm	postać	N;MASC+FEM;SG	N;NOM;FEM;SG
vorm	forma	vorm	forma	N;MASC+FEM;SG	N;NOM;FEM;SG
vorm	formularz	vorm	formularz	N;MASC+FEM;SG	N;ACC;MASC;SG
vorm	formularza	vorm	formularz	N;MASC+FEM;SG	N;GEN;MASC;SG
beschreven	opisano	beschrijven	opisać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
beschreven	opisał	beschrijven	opisać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
gebouwd	zbudowano	bouwen	zbudować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
huidige	bieżące	huidig	bieżący	ADJ	ADJ;NOM;NEUT;SG
huidige	aktualne	huidig	aktualny	ADJ	ADJ;NOM;NEUT;SG
huidige	bieżący	huidig	bieżący	ADJ	ADJ;NOM;MASC;SG
huidige	aktualny	huidig	aktualny	ADJ	ADJ;NOM;MASC;SG
actief	aktywne	actief	aktywny	ADJ	ADJ;NOM;NEUT;SG
actief	aktywna	actief	aktywny	ADJ	ADJ;NOM;FEM;SG
actief	aktywni	actief	aktywny	ADJ	ADJ;NOM;MASC;PL
actief	aktywny	actief	aktywny	ADJ	ADJ;NOM;MASC;SG
actief	czynne	actief	czynny	ADJ	ADJ;NOM;NEUT;SG
wanneer	kiedy	wanneer	kiedy	ADV	ADV
toont	wyświetla	tonen	wyświetlać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
toont	pokazuje	tonen	pokazywać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hoe	jak	hoe	jak	ADV	ADV
klasse	klasy	klasse	klasa	N;MASC+FEM;SG	N;GEN;FEM;SG
dag	dnia	dag	dzień	N;MASC+FEM;SG	N;GEN;MASC;SG
dag	dzień	dag	dzień	N;MASC+FEM;SG	N;NOM;MASC;SG
artikelen	wyroby	artikel	wyrób	N;PL	N;NOM;MASC;PL
artikelen	artykułów	artikel	artykuł	N;PL	N;GEN;MASC;PL
artikelen	artykuły	artikel	artykuł	N;PL	N;NOM;MASC;PL
universiteit	uniwersytetu	universiteit	uniwersytet	N;MASC+FEM;SG	N;GEN;MASC;SG
universiteit	uczelnia	universiteit	uczelniać	N;MASC+FEM;SG	N;NOM;FEM;SG
universiteit	uniwersytet	universiteit	uniwersytet	N;MASC+FEM;SG	N;NOM;MASC;SG
universiteit	uczelnia	universiteit	uczelniać	N;MASC+FEM;SG	N;NOM;FEM;SG
universiteit	college	universiteit	collega	N;MASC+FEM;SG	N;NOM;MASC;SG
universiteit	kolegium	universiteit	kolegium	N;MASC+FEM;SG	N;NOM;NEUT;SG
vader	tata	vader	tata	N;MASC+FEM;SG	N;NOM;MASC;SG
vader	ojciec	vader	ojciec	N;MASC+FEM;SG	N;NOM;MASC;SG
belgische	belgijski	belgisch	belgijski	ADJ	ADJ;NOM;MASC;SG
belgische	belgijskie	belgisch	belgijski	ADJ	ADJ;NOM;NEUT;SG
indeling	załamanie	indeling	załamanie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
indeling	rozbicie	indeling	rozbić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
indeling	układ	indeling	układ	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	rozmieszczenie	indeling	rozmieszczenie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
indeling	klasyfikacji	indeling	klasyfikacja	N;MASC+FEM;SG	N;GEN;FEM;SG
indeling	klasyfikacja	indeling	klasyfikacja	N;MASC+FEM;SG	N;NOM;FEM;SG
indeling	formatu	indeling	format	N;MASC+FEM;SG	N;GEN;MASC;SG
indeling	formacie	indeling	format	N;MASC+FEM;SG	N;DAT;MASC;SG
indeling	format	indeling	format	N;MASC+FEM;SG	N;NOM;MASC;SG
opnieuw	ponownie	opnieuw	ponownie	ADV	ADV
opnieuw	znowu	opnieuw	znowu	ADV	ADV
nov	listopada	nov	listopada	N;MASC+FEM;SG	N;GEN;MASC;SG
serie	szeregi	serie	szereg	N;MASC+FEM;SG	N;ACC;MASC;SG
serie	seria	serie	seria	N;MASC+FEM;SG	N;NOM;FEM;SG
rol	rola	rol	rola	N;MASC+FEM;SG	N;NOM;FEM;SG
rol	rolę	rol	rola	N;MASC+FEM;SG	N;ACC;FEM;SG
rol	roli	rol	rola	N;MASC+FEM;SG	N;GEN;FEM;SG
rol	zwój	rol	zwój	N;MASC+FEM;SG	N;NOM;MASC;SG
figuur	rysunek	figuur	rysunek	N;MASC+FEM;SG	N;NOM;MASC;SG
figuur	figura	figuur	figura	N;MASC+FEM;SG	N;NOM;FEM;SG
oorlog	wojnę	oorlog	wojna	N;MASC+FEM;SG	N;ACC;FEM;SG
oorlog	wojna	oorlog	wojna	N;MASC+FEM;SG	N;NOM;FEM;SG
oorlog	wojny	oorlog	wojna	N;MASC+FEM;SG	N;GEN;FEM;SG
oorlog	wojny	oorlog	wojna	N;MASC+FEM;SG	N;GEN;FEM;SG
geschiedenis	historia	geschiedenis	historia	N;MASC+FEM;SG	N;NOM;FEM;SG
geschiedenis	historii	geschiedenis	historia	N;MASC+FEM;SG	N;GEN;FEM;SG
geschiedenis	historię	geschiedenis	historia	N;MASC+FEM;SG	N;ACC;FEM;SG
landen	krajów	land	kraj	N;PL	N;GEN;MASC;PL
landen	kraje	land	kraj	N;PL	N;NOM;MASC;PL
huis	domu	huis	dom	N;NEUT;SG	N;GEN;MASC;SG
huis	dom	huis	dom	N;NEUT;SG	N;NOM;MASC;SG
huis	domu	huis	dom	N;NEUT;SG	N;GEN;MASC;SG
huis	dom	huis	dom	N;NEUT;SG	N;NOM;MASC;SG
stond	stał	staan	stać	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
shift	przesunięcie	shift	przesunąć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
finale	finał	finale	finał	N;MASC+FEM;SG	N;NOM;MASC;SG
finale	finał	finale	finał	N;MASC+FEM;SG	N;NOM;MASC;SG
opgericht	ustanowiono	oprichten	ustanowić	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
opgericht	ustalono	oprichten	ustalić	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
nationale	krajowa	nationaal	krajowy	ADJ	ADJ;NOM;FEM;SG
nationale	krajowe	nationaal	krajowy	ADJ	ADJ;NOM;NEUT;SG
nationale	national	nationaal	national	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nationale	narodowy	nationaal	narodowy	ADJ	ADJ;NOM;MASC;SG
nationale	krajowy	nationaal	krajowy	ADJ	ADJ;NOM;MASC;SG
nationale	krajowych	nationaal	krajowy	ADJ	ADJ;GEN;MASC;PL
amerikaans	amerykańska	amerikaans	amerykański	ADJ	ADJ;NOM;FEM;SG
amerikaans	amerykański	amerikaans	amerykański	ADJ	ADJ;NOM;MASC;SG
amerikaans	amerykańskie	amerikaans	amerykański	ADJ	ADJ;NOM;NEUT;SG
europese	europejska	Europees	europejski	ADJ	ADJ;NOM;FEM;SG
europese	europejski	Europees	europejski	ADJ	ADJ;NOM;MASC;SG
europese	europejskiej	Europees	europejski	ADJ	ADJ;GEN;FEM;SG
europese	europejskie	Europees	europejski	ADJ	ADJ;NOM;NEUT;SG
geheel	cały	geheel	cały	ADJ	ADJ;NOM;MASC;SG
geheel	cała	geheel	cały	ADJ	ADJ;NOM;FEM;SG
boek	książkę	boek	książka	N;NEUT;SG	N;ACC;FEM;SG
boek	książka	boek	książka	N;NEUT;SG	N;NOM;FEM;SG
stadium	stadion	stadium	stadion	N;NEUT;SG	N;NOM;MASC;SG
stadium	stadium	stadium	stadium	N;NEUT;SG	N;NOM;NEUT;SG
stadium	etap	stadium	etap	N;NEUT;SG	N;NOM;MASC;SG
stadium	scena	stadium	scena	N;NEUT;SG	N;NOM;FEM;SG
stadium	faza	stadium	faza	N;NEUT;SG	N;NOM;FEM;SG
stadium	etapie	stadium	etap	N;NEUT;SG	N;INS;MASC;SG
altijd	zawsze	altijd	zawsze	ADV	ADV
vrouw	kobieta	vrouw	kobieta	N;MASC+FEM;SG	N;NOM;FEM;SG
vrouw	samica	vrouw	samica	N;MASC+FEM;SG	N;NOM;FEM;SG
vrouw	kobieta	vrouw	kobieta	N;MASC+FEM;SG	N;NOM;FEM;SG
vrouw	suczka	vrouw	suczka	N;MASC+FEM;SG	N;NOM;FEM;SG
vrouw	żona	vrouw	żona	N;MASC+FEM;SG	N;NOM;FEM;SG
dood	martwy	dood	martwy	ADJ	ADJ;NOM;MASC;SG
meestal	najczęściej	meestal	często	ADV	ADV;RL
vijf	pięciu	vijf	pięć	NUM	NUM;ACC;MASC;PL
vijf	pięć	vijf	pięć	NUM	NUM;ACC;MASC;PL
muziek	muzyka	muziek	muzyka	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	przyjęcie	partij	przyjąć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
partij	partia	partij	partia	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	partii	partij	partia	N;MASC+FEM;SG	N;GEN;FEM;SG
partij	impreza	partij	impreza	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	partia	partij	partia	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	partii	partij	partia	N;MASC+FEM;SG	N;GEN;FEM;SG
geval	sprawa	geval	sprawa	N;NEUT;SG	N;NOM;FEM;SG
geval	przypadek	geval	przypadek	N;NEUT;SG	N;NOM;MASC;SG
voetballer	piłkarz	voetballer	piłkarz	N;MASC+FEM;SG	N;NOM;MASC;SG
wereld	świat	wereld	świat	N;MASC+FEM;SG	N;NOM;MASC;SG
wereld	świata	wereld	świat	N;MASC+FEM;SG	N;GEN;MASC;SG
wereld	świecie	wereld	świat	N;MASC+FEM;SG	N;DAT;MASC;SG
einde	koniec	einde	koniec	N;NEUT;SG	N;NOM;MASC;SG
einde	zakończenie	einde	zakończyć	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
geschreven	napisano	schrijven	napisać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
informatie	informacja	informatie	informacja	N;MASC+FEM;SG	N;NOM;FEM;SG
lange	długa	lang	długi	ADJ	ADJ;NOM;FEM;SG
lange	długie	lang	długi	ADJ	ADJ;NOM;NEUT;SG
kinderen	dzieci	kind	dziecko	N;PL	N;NOM;NEUT;PL
kinderen	dzieciaki	kind	dzieciak	N;PL	N;NOM;MASC;PL
kinderen	dzieci	kind	dziecko	N;PL	N;NOM;NEUT;PL
open	otwarte	open	otworzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
open	otwarty	open	otworzyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bekende	znane	bekend	znać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
eerder	wcześniej	eerder	wcześnie	ADV	ADV;CMPR
eerder	poprzednio	eerder	poprzednio	ADV	ADV
eerder	wcześniej	eerder	wcześnie	ADV	ADV;CMPR
geven	daje	geven	dawać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
geven	dawać	geven	dawać	V;NFIN	V;IPFV;NFIN;ACT
geven	dajesz	geven	dawać	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
geven	daj	geven	dać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
museum	muzeum	museum	muzeum	N;NEUT;SG	N;ACC;NEUT;SG
nemen	biorąc	nemen	brać	V;NFIN	V;IPFV;PRS;V.CVB;ACT
nemen	weź	nemen	wziąć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
nemen	brać	nemen	brać	V;NFIN	V;IPFV;NFIN;ACT
nemen	bierz	nemen	brać	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
snel	szybkie	snel	szybki	ADJ	ADJ;NOM;NEUT;SG
snel	szybki	snel	szybki	ADJ	ADJ;NOM;MASC;SG
snel	szybkie	snel	szybki	ADJ	ADJ;NOM;NEUT;SG
snel	szybki	snel	szybki	ADJ	ADJ;NOM;MASC;SG
snel	szybka	snel	szybki	ADJ	ADJ;NOM;FEM;SG
eind	koniec	eind	koniec	N;NEUT;SG	N;NOM;MASC;SG
departement	wydział	departement	wydział	N;NEUT;SG	N;NOM;MASC;SG
departement	departament	departement	departament	N;NEUT;SG	N;NOM;MASC;SG
departement	dział	departement	dziać	N;NEUT;SG	N;NOM;MASC;SG
lichaam	ciało	lichaam	ciało	N;NEUT;SG	N;NOM;NEUT;SG
lichaam	ciała	lichaam	ciało	N;NEUT;SG	N;GEN;NEUT;SG
gespeeld	grało	spelen	grać	V;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
gespeeld	grał	spelen	grać	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
gespeeld	zagrali	spelen	zagrać	V;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
bestaan	istnieją	bestaan	istnieć	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
wie	kto	wie	kto	PRO;3	PRO;NOM;MASC;SG
wie	kogo	wie	kto	PRO;3	PRO;ACC;MASC;SG
iemand	ktoś	iemand	ktoś	PRO;3	PRO;NOM;MASC;SG
iemand	ktoś	iemand	ktoś	PRO;3	PRO;NOM;MASC;SG
wedstrijd	mecz	wedstrijd	mecz	N;MASC+FEM;SG	N;NOM;MASC;SG
wedstrijd	konkursie	wedstrijd	konkurs	N;MASC+FEM;SG	N;INS;MASC;SG
wedstrijd	konkurs	wedstrijd	konkurs	N;MASC+FEM;SG	N;NOM;MASC;SG
wedstrijd	konkursu	wedstrijd	konkurs	N;MASC+FEM;SG	N;GEN;MASC;SG
valt	spada	vallen	spadać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
valt	opada	vallen	opadać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
britse	brytyjskie	brits	brytyjski	ADJ	ADJ;NOM;NEUT;SG
britse	brytyjska	brits	brytyjski	ADJ	ADJ;NOM;FEM;SG
britse	brytyjski	brits	brytyjski	ADJ	ADJ;NOM;MASC;SG
taxonomische	taksonomiczne	taxonomisch	taksonomiczny	ADJ	ADJ;NOM;NEUT;SG
school	szkoły	school	szkoła	N;MASC+FEM;SG	N;GEN;FEM;SG
school	szkoła	school	szkoła	N;MASC+FEM;SG	N;NOM;FEM;SG
willem	williamie	willem	williamia	N;MASC+FEM;SG	N;DAT;FEM;SG
willem	williama	willem	williem	N;MASC+FEM;SG	N;NOM;FEM;SG
willem	willem	willem	will	N;MASC+FEM;SG	N;NOM;MASC;SG
beter	lepsza	goed	dobry	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
beter	lepsze	goed	dobry	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
versie	wersja	versie	wersja	N;MASC+FEM;SG	N;NOM;FEM;SG
versie	wersji	versie	wersja	N;MASC+FEM;SG	N;GEN;FEM;SG
versie	wersję	versie	wersja	N;MASC+FEM;SG	N;ACC;FEM;SG
eiland	wyspa	eiland	wyspa	N;NEUT;SG	N;NOM;FEM;SG
nooit	nigdy	nooit	nigdy	ADV	ADV
geeft	zwraca	geven	zwracać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
geeft	powraca	geven	powracać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
geeft	oddaje	geven	oddawać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
geeft	nadaje	geven	nadawać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
geeft	daje	geven	dawać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
diverse	różnych	divers	różny	ADJ	ADJ;GEN;MASC;PL
diverse	różne	divers	różny	ADJ	ADJ;NOM;NEUT;SG
diverse	różne	divers	różny	ADJ	ADJ;NOM;NEUT;SG
dier	zwierzak	dier	zwierzak	N;NEUT;SG	N;NOM;MASC;SG
dier	zwierzę	dier	zwierzę	N;NEUT;SG	N;NOM;NEUT;SG
duits	niemiecka	duits	niemiecki	ADJ	ADJ;NOM;FEM;SG
duits	niemieckim	duits	niemiecki	ADJ	ADJ;INS;MASC;SG
duits	niemieckie	duits	niemiecki	ADJ	ADJ;NOM;NEUT;SG
duits	niemiecki	duits	niemiecki	ADJ	ADJ;NOM;MASC;SG
lijn	wiersz	lijn	wiersz	N;MASC+FEM;SG	N;NOM;MASC;SG
lijn	linia	lijn	linia	N;MASC+FEM;SG	N;NOM;FEM;SG
lijn	linii	lijn	linia	N;MASC+FEM;SG	N;GEN;FEM;SG
slag	walka	slag	walka	N;MASC+FEM;SG	N;NOM;FEM;SG
slag	udar	slag	udar	N;MASC+FEM;SG	N;NOM;MASC;SG
olympische	olimpijskich	Olympisch	olimpijski	ADJ	ADJ;GEN;MASC;PL
anders	inaczej	anders	inaczej	ADV	ADV
park	park	park	park	N;NEUT;SG	N;NOM;MASC;SG
vrij	wolne	vrij	wolny	ADJ	ADJ;NOM;NEUT;SG
vrij	wolny	vrij	wolny	ADJ	ADJ;NOM;MASC;SG
vrij	bezpłatne	vrij	bezpłatny	ADJ	ADJ;NOM;NEUT;SG
belangrijke	ważne	belangrijk	ważny	ADJ	ADJ;NOM;NEUT;SG
belangrijke	ważny	belangrijk	ważny	ADJ	ADJ;NOM;MASC;SG
belangrijke	ważna	belangrijk	ważny	ADJ	ADJ;NOM;FEM;SG
toegevoegd	dodano	toevoegen	dodać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
leger	wojska	leger	wojsko	N;NEUT;SG	N;NOM;NEUT;SG
leger	wojsko	leger	wojsko	N;NEUT;SG	N;NOM;NEUT;SG
leger	armia	leger	armia	N;NEUT;SG	N;NOM;FEM;SG
peter	piotruś	peter	piotruś	N;MASC+FEM;SG	N;NOM;MASC;SG
peter	piotrze	peter	piotr	N;MASC+FEM;SG	N;VOC;MASC;SG
overleden	zmarł	overlijden	zemrzeć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
overleden	zmarły	overlijden	zemrzeć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
overleden	zmarli	overlijden	zemrzeć	V;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
overleden	zmarła	overlijden	zemrzeć	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
oost	wschód	oost	wschód	N;MASC+FEM;SG	N;NOM;MASC;SG
spelers	zawodnicy	speler	zawodnik	N;PL	N;NOM;MASC;PL
spelers	graczy	speler	gracz	N;PL	N;ACC;MASC;PL
spelers	gracze	speler	gracz	N;PL	N;NOM;MASC;PL
single	singiel	single	singiel	N;MASC+FEM;SG	N;ACC;MASC;SG
leden	posłowie	lid	poseł	N;PL	N;NOM;MASC;PL
leden	członkowie	lid	członek	N;PL	N;NOM;MASC;PL
leden	członkom	lid	członek	N;PL	N;DAT;MASC;PL
leden	członków	lid	członek	N;PL	N;ACC;MASC;PL
leden	członkami	lid	członek	N;PL	N;INS;MASC;PL
bureau	agencji	bureau	agencja	N;NEUT;SG	N;GEN;FEM;SG
bureau	agencję	bureau	agencja	N;NEUT;SG	N;ACC;FEM;SG
bureau	agencja	bureau	agencja	N;NEUT;SG	N;NOM;FEM;SG
bureau	prezydium	bureau	prezydium	N;NEUT;SG	N;NOM;NEUT;SG
bureau	biura	bureau	biuro	N;NEUT;SG	N;NOM;NEUT;SG
bureau	urząd	bureau	urząd	N;NEUT;SG	N;NOM;MASC;SG
bureau	biurko	bureau	biurko	N;NEUT;SG	N;NOM;NEUT;SG
wetenschappelijk	naukowy	wetenschappelijk	naukowy	ADJ	ADJ;NOM;MASC;SG
wetenschappelijk	naukowe	wetenschappelijk	naukowy	ADJ	ADJ;NOM;NEUT;SG
ander	innych	ander	inny	ADJ	ADJ;GEN;MASC;PL
ander	inne	ander	inny	ADJ	ADJ;NOM;NEUT;SG
ander	inny	ander	inny	ADJ	ADJ;NOM;MASC;SG
onderdeel	element	onderdeel	element	N;NEUT;SG	N;NOM;MASC;SG
onderdeel	komponent	onderdeel	komponent	N;NEUT;SG	N;NOM;MASC;SG
onderdeel	składnik	onderdeel	składnik	N;NEUT;SG	N;NOM;MASC;SG
delen	udostępnić	delen	udostępnić	V;NFIN	V;PFV;NFIN;ACT
delen	udział	delen	udział	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
omgeving	środowiska	omgeving	środowisko	N;MASC+FEM;SG	N;NOM;NEUT;SG
omgeving	środowisko	omgeving	środowisko	N;MASC+FEM;SG	N;NOM;NEUT;SG
omgeving	otoczenie	omgeving	otoczyć	N;MASC+FEM;SG	N;NOM;NEUT;SG
omgeving	okolice	omgeving	okolica	N;MASC+FEM;SG	N;ACC;FEM;SG
omgeving	otoczenie	omgeving	otoczyć	N;MASC+FEM;SG	N;NOM;NEUT;SG
omgeving	otoczenia	omgeving	otoczenie	N;MASC+FEM;SG	N;GEN;NEUT;SG
omgeving	okolica	omgeving	okolica	N;MASC+FEM;SG	N;NOM;FEM;SG
bedrijf	towarzystwo	bedrijf	towarzystwo	N;NEUT;SG	N;NOM;NEUT;SG
bedrijf	kompania	bedrijf	kompania	N;NEUT;SG	N;NOM;FEM;SG
bedrijf	firma	bedrijf	firma	N;NEUT;SG	N;NOM;FEM;SG
bedrijf	przedsiębiorstwo	bedrijf	przedsiębiorstwo	N;NEUT;SG	N;NOM;NEUT;SG
bedrijf	biznes	bedrijf	biznes	N;NEUT;SG	N;NOM;MASC;SG
bedrijf	interes	bedrijf	interes	N;NEUT;SG	N;NOM;MASC;SG
vrouwen	kobietki	vrouw	kobietka	N;PL	N;NOM;FEM;PL
vrouwen	kobiety	vrouw	kobieta	N;PL	N;NOM;FEM;PL
oud	stary	oud	stary	ADJ	ADJ;NOM;MASC;SG
schip	statek	schip	statek	N;NEUT;SG	N;NOM;MASC;SG
schip	statkiem	schip	statek	N;NEUT;SG	N;INS;MASC;SG
schip	okręt	schip	okręt	N;NEUT;SG	N;NOM;MASC;SG
county	hrabstwo	county	hrabstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
county	okręg	county	okręg	N;MASC+FEM;SG	N;NOM;MASC;SG
county	hrabstwa	county	hrabstwo	N;MASC+FEM;SG	N;ACC;NEUT;SG
onderzoek	zapytanie	onderzoek	zapytać	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
onderzoek	dochodzenie	onderzoek	dochodzenie	N;NEUT;SG	N;NOM;NEUT;SG
onderzoek	dochodzenia	onderzoek	dochodzić	N;NEUT;SG	N;NOM;NEUT;SG
geplaatst	opublikowano	plaatsen	opublikować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
geplaatst	opublikował	plaatsen	opublikować	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
sterk	silna	sterk	silny	ADJ	ADJ;NOM;FEM;SG
sterk	silny	sterk	silny	ADJ	ADJ;NOM;MASC;SG
sterk	mocne	sterk	mocny	ADJ	ADJ;NOM;NEUT;SG
sterk	silne	sterk	silny	ADJ	ADJ;NOM;NEUT;SG
functie	funkcja	functie	funkcja	N;MASC+FEM;SG	N;NOM;FEM;SG
functie	funkcji	functie	funkcja	N;MASC+FEM;SG	N;GEN;FEM;SG
functie	funkcja	functie	funkcja	N;MASC+FEM;SG	N;NOM;FEM;SG
functie	cecha	functie	cechać	N;MASC+FEM;SG	N;NOM;FEM;SG
zee	morza	zee	morze	N;MASC+FEM;SG	N;GEN;NEUT;SG
zee	morze	zee	morze	N;MASC+FEM;SG	N;NOM;NEUT;SG
voormalige	poprzedni	voormalig	poprzedni	ADJ	ADJ;NOM;MASC;SG
voormalige	dawne	voormalig	dawny	ADJ	ADJ;NOM;NEUT;SG
punten	punkty	punt	punkt	N;PL	N;NOM;MASC;PL
punten	punktów	punt	punkt	N;PL	N;GEN;MASC;PL
rode	czerwony	rood	czerwony	ADJ	ADJ;NOM;MASC;SG
rode	czerwona	rood	czerwony	ADJ	ADJ;NOM;FEM;SG
rode	czerwone	rood	czerwony	ADJ	ADJ;NOM;NEUT;SG
schreef	napisała	schrijven	napisać	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
schreef	pisał	schrijven	pisać	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
schreef	napisał	schrijven	napisać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
schreef	napisał	schrijven	napisać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
laat	pozwól	laten	pozwolić	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
gaf	dał	geven	dać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
algemeen	ogólny	algemeen	ogólny	ADJ	ADJ;NOM;MASC;SG
algemeen	ogólna	algemeen	ogólny	ADJ	ADJ;NOM;FEM;SG
algemeen	ogólne	algemeen	ogólny	ADJ	ADJ;NOM;NEUT;SG
dagen	dni	dag	dzień	N;PL	N;ACC;MASC;PL
