категория	категорія	категория	категорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
род	рід	род	рід	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
филм	фільм	филм	фільм	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
филм	кіно	филм	кіно	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
филм	фільм	филм	фільм	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
филм	плівка	филм	плівка	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
шаблон	шаблон	шаблон	шаблон	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
почти	майже	почти	майже	ADV	ADV
страни	вечірок	страна	вечірка	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
страни	вечірки	страна	вечірка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
страни	партій	страна	партати	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
страни	боки	страна	бік	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
страни	сторони	страна	сторона	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
страни	сторін	страна	сторона	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
страни	країн	страна	країна	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
страни	країни	страна	країна	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
площ	область	площ	область	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
площ	ділянка	площ	ділянка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
площ	площа	площ	площа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
площ	місцевість	площ	місцевість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
острови	острови	островя-(се)	острів	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
код	код	код	код	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
френски	французька	френски	французький	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
френски	французькою	френски	французький	ADJ;INDF;MASC;SG	ADJ;INS;FEM;SG
френски	французький	френски	французький	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
генерал	генерал	генерал	генерал	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
държава	країна	държава	країна	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
държава	стан	държава	стан	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
държава	держава	държава	держава	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дата	дату	дата	дата	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
дата	дата	дата	дата	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дата	датою	дата	дата	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
двете	обоє	два	обоє	NUM;DEF;FEM;PL	NUM;NOM
двете	обидва	два	обидва	NUM;DEF;FEM;PL	NUM;NOM;MASC
двете	обох	два	обидва	NUM;DEF;FEM;PL	NUM;ACC
двете	обидві	два	обидва	NUM;DEF;FEM;PL	NUM;NOM;FEM
обикновено	зазвичай	обикновено	зазвичай	ADV	ADV
обикновено	зазвичай	обикновено	зазвичай	ADV	ADV
обикновено	зазвичай	обикновено	зазвичай	ADV	ADV
големи	великі	голям	великий	ADJ;INDF;PL	ADJ;NOM;PL
големи	великих	голям	великий	ADJ;INDF;PL	ADJ;ANIM;ACC;PL
големи	великі	голям	великий	ADJ;INDF;PL	ADJ;NOM;PL
деца	діти	дете	дитина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
деца	дітям	дете	дитина	N;INDF;NEUT;PL	N;ANIM;DAT;FEM;PL
деца	дітьми	дете	дитина	N;INDF;NEUT;PL	N;ANIM;INS;FEM;PL
деца	дітлахи	дете	дітлах	N;INDF;NEUT;PL	N;ANIM;INS;MASC;PL
деца	дітки	дете	дитка	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
деца	діти	дете	дитина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
деца	дітьми	дете	дитина	N;INDF;NEUT;PL	N;ANIM;INS;FEM;PL
деца	дітей	дете	дитина	N;INDF;NEUT;PL	N;ANIM;ACC;FEM;PL
остава	залишається	оставам	залишатися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
остава	залишається	оставам	залишатися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
сили	здібності	сила	здібність	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
сили	силами	сила	сила	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
сили	сил	сила	сила	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
сили	сили	сила	сила	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
сили	військах	сила	військо	N;INDF;FEM;PL	N;INAN;ESS;NEUT;PL
дължина	тривалість	дължина	тривалість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дължина	довжина	дължина	довжина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дължина	довгота	дължина	довгота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
албум	альбому	албум	альбий	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
албум	альбом	албум	альбом	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
гръцки	грецький	гръцки	грецький	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
гръцки	грецьке	гръцки	грецький	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
дни	днів	ден	день	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
дни	дні	ден	день	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
съюз	союз	съюз	союз	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
съюз	альянс	съюз	альянс	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
партия	вечірка	партия	вечірка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
партия	партії	партия	партія	N;INDF;FEM;SG	N;INAN;GEN;FEM;SG
партия	партія	партия	партія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
политик	політик	политик	політик	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
пише	записує	пиша	записувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
пише	пише	пиша	писати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
брат	брат	брат	брат	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
брат	брата	брат	брат	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
брат	братик	брат	братик	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
работа	завдання	работа	завдання	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
работа	робота	работа	робота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
работа	робота	работа	робота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
работа	роботу	работа	робота	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
голове	голи	гол	голий	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
остров	острів	остров	острів	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
остров	острів	остров	острів	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
председател	президент	председател	президент	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
председател	голова	председател	голова	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
председател	головою	председател	голова	N;INDF;MASC;SG	N;INAN;INS;FEM;SG
среща	дату	среща	дата	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
среща	дата	среща	дата	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
среща	датою	среща	дата	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
среща	знайомство	среща	знайомство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
среща	засідання	среща	засідання	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
среща	нарада	среща	нарада	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
среща	зустріч	среща	зустріч	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
среща	кондратюка	среща	кондратюка	N;INDF;FEM;SG	N;ANIM;GEN;MASC;SG
групи	гурти	група	гурти	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
групи	групи	група	група	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
групи	груп	група	група	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
групи	спільноти	група	спільнота	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
информация	інформація	информация	інформація	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
информация	інформація	информация	інформація	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
нови	нові	нов	новий	ADJ;INDF;PL	ADJ;NOM;PL
включва	входить	включвам-(се)	входити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
включва	включає	включвам-(се)	включати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
писател	письменник	писател	письменник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
писател	письменник	писател	письменник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
херцог	герцог	херцог	герцог	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
министър	міністр	министър	міністр	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
министър	міністру	министър	міністр	N;INDF;MASC;SG	N;ANIM;DAT;MASC;SG
цел	мета	цел	мета	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
цел	мета	цел	мета	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
цел	ціллю	цел	цілий	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
цел	ціль	цел	ціль	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
цел	мета	цел	мета	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
цел	призначення	цел	призначення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
цел	ціль	цел	ціль	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
участие	участь	участие	участь	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
участие	участь	участие	участь	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
участие	участь	участие	участь	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
войната	війна	война	війна	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
османската	турецький	османски	турецький	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
море	містам	море	місто	N;INDF;NEUT;SG	N;INAN;DAT;NEUT;SG
море	море	море	море	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
отбора	команда	отбор	команда	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
списък	перелік	списък	перелік	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
списък	список	списък	список	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
дава	дає	давам-(се)	давати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
историята	журнал	история	журнал	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
историята	історія	история	історія	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
брой	кількість	брой	кількість	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
брой	відлік	брой	відлік	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
брой	число	брой	число	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
брой	кількість	брой	кількість	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
брой	номер	брой	номер	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
брой	номера	брой	номера	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
култура	культура	култура	культура	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
всяка	кожен	всеки	кожний	DET;FEM;SG	DET;NOM;MASC;SG
всяка	кожну	всеки	кожний	DET;FEM;SG	DET;ACC;FEM;SG
всяка	кожного	всеки	кожний	DET;FEM;SG	DET;GEN;MASC;SG
всяка	кожен	всеки	кожний	DET;FEM;SG	DET;NOM;MASC;SG
всяка	кожна	всеки	кожний	DET;FEM;SG	DET;NOM;FEM;SG
същата	однаковий	същ	однаковий	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
известни	відомі	известен	відомий	ADJ;INDF;PL	ADJ;NOM;PL
известни	знамениті	известен	знаменитий	ADJ;INDF;PL	ADJ;NOM;PL
степен	класі	степен	клас	N;INDF;FEM;SG	N;INAN;DAT;MASC;SG
степен	градус	степен	градус	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
степен	ступінь	степен	ступінь	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
статия	стаття	статия	стаття	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
статия	статтю	статия	стаття	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
територията	територія	територия	територія	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
регион	ділянку	регион	ділянка	N;INDF;MASC;SG	N;INAN;ACC;FEM;SG
регион	регіон	регион	регіон	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
редактор	редактор	редактор	редактор	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
разположен	розташовано	разположа-(се)	розташовано	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
малки	малі	малък	малий	ADJ;INDF;PL	ADJ;NOM;PL
малки	маленькі	малък	маленький	ADJ;INDF;PL	ADJ;NOM;PL
малки	маленькі	малък	маленький	ADJ;INDF;PL	ADJ;NOM;PL
футболист	футболіст	футболист	футболіст	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
вероятно	ймовірно	вероятно	ймовірно	ADV	ADV
вероятно	орієнтовно	вероятно	орієнтовно	ADV	ADV
организация	організація	организация	організація	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
организация	установа	организация	установий	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
организация	установа	организация	установий	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
организация	організація	организация	організація	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
договор	договір	договор	договір	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
договор	контракт	договор	контракт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
договор	договір	договор	договір	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
договор	договору	договор	договір	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
север	північ	север	північ	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
изток	схід	изток	схід	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
четири	чотирьох	четири	чотири	NUM;INDF;PL	NUM;NOM
четири	чотири	четири	чотири	NUM;INDF;PL	NUM;NOM
особено	особливо	особено	особливо	ADV	ADV
особено	особливо	особено	особливо	ADV	ADV
разположено	розташовано	разположа-(се)	розташовано	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
човек	особа	човек	особа	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
човек	людина	човек	людина	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
човек	людина	човек	людина	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
човек	чоловік	човек	чоловік	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
човек	мужчина	човек	мужчина	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
състав	будова	състав	будова	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
състав	композиція	състав	композиція	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
общо	загалом	общо	загалом	ADV	ADV
треньор	тренажер	треньор	тренажер	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
треньор	тренер	треньор	тренер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
треньор	тренера	треньор	тренер	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
отбори	команди	отбор	команда	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
статии	статті	статия	стаття	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
статии	статтями	статия	стаття	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
статии	статей	статия	стаття	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
управление	управління	управление	управління	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
управление	менеджмент	управление	менеджмент	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
управление	керівництво	управление	керівництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
управление	керування	управление	керування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
управление	управління	управление	управління	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
литература	література	литература	література	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дейност	активність	дейност	активність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дейност	діяльності	дейност	діяльність	N;INDF;FEM;SG	N;INAN;GEN;FEM;SG
дейност	дія	дейност	дія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
дейност	діяльність	дейност	діяльність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
цар	король	цар	король	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
цар	цар	цар	цар	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
