dari	من	dari	مِن	ADP	ADP
perusahaan	شركة	perusahaan	شَرِكَة	N;SG	N;NOM;INDF;SG
perusahaan	الشركة	perusahaan	شَرِكَة	N;SG	N;NOM;DEF;SG
perusahaan	رفقة	perusahaan	رِفقَة	N;SG	N;NOM;INDF;SG
style	اسلوب	style	أُسلُوب	N	N;NOM;INDF;SG
style	النمط	style	نَمَط	N	N;NOM;DEF;SG
style	الاسلوب	style	أُسلُوب	N	N;NOM;DEF;SG
januari	يناير	januari	يَنَايِر	N;SG	N;GEN;INDF;SG
maret	المسيرة	maret	مَسِيرَة	N;SG	N;NOM;DEF;SG
maret	مارس	maret	مَارِس	N;SG	N;GEN;INDF;SG
maret	مسيرة	maret	مَسِيرَة	N;SG	N;NOM;INDF;SG
maret	اذار	maret	آذَار	N;SG	N;NOM;INDF;SG
musim	موسم	musim	مَوسِم	N;SG	N;NOM;INDF;SG
musim	الموسم	musim	مَوسِم	N;SG	N;NOM;DEF;SG
bola	المجال	bola	مَجَال	N;SG	N;NOM;DEF;SG
bola	كرة	bola	كُرَة	N;SG	N;NOM;INDF;SG
bola	الكرة	bola	كُرَة	N;SG	N;NOM;DEF;SG
pemerintah	الحكومة	penperintah	حُكُومَة	N;SG	N;NOM;DEF;SG
pemerintah	حكومة	penperintah	حُكُومَة	N;SG	N;NOM;INDF;SG
juni	حزيران	juni	حَزِيرَان	N;SG	N;NOM;INDF;SG
juni	يونيو	juni	يُونِيُو	N;SG	N;GEN;INDF;SG
muda	اصغر	muda	أَصغَر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
muda	شابة	muda	شَابّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
desember	ديسمبر	desember	دِيسَمبِر	N;SG	N;GEN;INDF;SG
desember	ديسمبر	desember	دِيسَمبِر	N;SG	N;GEN;INDF;SG
bidang	الميدان	bidang	مَيدَان	N;SG	N;NOM;DEF;SG
bidang	حقل	bidang	حقل	N;SG	N;NOM;INDF;SG
bidang	الحقل	bidang	حَقل	N;SG	N;NOM;DEF;SG
bidang	ميدان	bidang	مَيدَان	N;SG	N;NOM;INDF;SG
kepala	الراس	kepala	رَأس	N;SG	N;NOM;DEF;SG
kepala	رئيس	kepala	رَئِيس	N;SG	N;NOM;INDF;SG
kepala	الرئيس	kepala	رَئِيس	N;SG	N;NOM;DEF;SG
kepala	الزعيم	kepala	زَعِيم	N;SG	N;NOM;DEF;SG
pusat	الوسطى	pusat	أَوسَط	N;SG	N;NOM;DEF;SG
pusat	وسط	pusat	وَسط	N;SG	N;NOM;INDF;SG
pusat	المركز	pusat	مَركَز	N;SG	N;NOM;DEF;SG
pusat	المنتصف	pusat	مُنتَصَف	N;SG	N;NOM;DEF;SG
pusat	الوسط	pusat	وَسط	N;SG	N;NOM;DEF;SG
pusat	مركز	pusat	مَركَز	N;SG	N;NOM;INDF;SG
pusat	المركز	pusat	مَركَز	N;SG	N;NOM;DEF;SG
pusat	مركز	pusat	مَركَز	N;SG	N;NOM;INDF;SG
agustus	اغسطس	agustus	أَغُسطُس	N;SG	N;GEN;INDF;SG
agustus	اغسطس	agustus	أَغُسطُس	N;SG	N;GEN;INDF;SG
internasional	الدولية	internasional	دُوَلِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
internasional	الدولي	internasional	دُوَلِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
internasional	دولية	internasional	دُوَلِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
internasional	دولي	internasional	دُوَلِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
sumber	المصدر	sumber	مَصدَر	N;SG	N;NOM;DEF;SG
sumber	مصدر	sumber	مَصدَر	N;SG	N;NOM;INDF;SG
manusia	البشر	manusia	بَشَر	N;SG	N;NOM;DEF;SG
manusia	انسان	manusia	إِنسَان	N;SG	N;NOM;INDF;SG
manusia	الانسان	manusia	إِنسَان	N;SG	N;NOM;DEF;SG
manusia	رجل	manusia	رَجُل	N;SG	N;NOM;INDF;SG
manusia	الرجل	manusia	رَجُل	N;SG	N;NOM;DEF;SG
sejarah	التاريخ	sejarah	تَارِيخ	N;SG	N;NOM;DEF;SG
sejarah	تاريخ	sejarah	تَارِيخ	N;SG	N;NOM;INDF;SG
gereja	كنيسة	gereja	كَنِيسَة	N;SG	N;NOM;INDF;SG
gereja	الكنيسة	gereja	كَنِيسَة	N;SG	N;NOM;DEF;SG
dasar	اساسي	dasar	أَسَاسِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
dasar	اساسية	dasar	أَسَاسِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
dasar	الاساسية	dasar	أَسَاسِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
diri	النفس	diri	نَفس	N;SG	N;NOM;DEF;SG
diri	الذات	diri	ذَات	N;SG	N;NOM;DEF;SG
pemain	مشغل	penmain	مُشَغِّل	N;SG	N;NOM;INDF;SG
pemain	اللاعب	penmain	لَاعِب	N;SG	N;NOM;DEF;SG
pemain	لاعب	penmain	لَاعِب	N;SG	N;NOM;INDF;SG
program	البرنامج	program	بَرنَامَج	N;SG	N;NOM;DEF;SG
program	برنامج	program	بَرنَامَج	N;SG	N;NOM;INDF;SG
program	البرنامج	program	بَرنَامَج	N;SG	N;NOM;DEF;SG
program	برنامج	program	بَرنَامَج	N;SG	N;NOM;INDF;SG
pesawat	الطائرة	pesawat	طَائِرَة	N;SG	N;NOM;DEF;SG
pesawat	طائرة	pesawat	طَائِرَة	N;SG	N;NOM;INDF;SG
pesawat	الطائرة	pesawat	طَائِرَة	N;SG	N;NOM;DEF;SG
pesawat	طائرة	pesawat	طَائِرَة	N;SG	N;NOM;INDF;SG
pesawat	الطائرة	pesawat	طَائِرَة	N;SG	N;NOM;DEF;SG
pesawat	طائرة	pesawat	طَائِرَة	N;SG	N;NOM;INDF;SG
juli	يوليو	juli	يُولِيُو	N;SG	N;GEN;INDF;SG
juli	تموز	juli	تَمُّوز	N;SG	N;GEN;INDF;SG
stasiun	المحطة	stasiun	مَحَطَّة	N;SG	N;NOM;DEF;SG
stasiun	محطة	stasiun	مَحَطَّة	N;SG	N;NOM;INDF;SG
nebula	السدم	nebula	سَدَم	N	N;NOM;DEF;SG
lahir	تولد	lahir	تَوَلُّد	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
lahir	يولد	lahir	وَلَّد	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bumi	الارض	bumi	أَرض	N;SG	N;NOM;DEF;SG
bentuk	شكل	bentuk	شَكل	N;SG	N;NOM;INDF;SG
bentuk	الشكل	bentuk	شَكل	N;SG	N;NOM;DEF;SG
bentuk	شكل	bentuk	شَكل	N;SG	N;NOM;INDF;SG
bentuk	الشكل	bentuk	شَكل	N;SG	N;NOM;DEF;SG
bentuk	استمارة	bentuk	اِستِمَارَة	N;SG	N;NOM;INDF;SG
bentuk	النموذج	bentuk	نَمُوذَج	N;SG	N;NOM;DEF;SG
februari	فبراير	februari	فِبرَايِر	N;SG	N;GEN;INDF;SG
februari	شباط	februari	شُبَاط	N;SG	N;NOM;INDF;SG
proses	العملية	proses	عَمَلِيَّة	N;SG	N;NOM;DEF;SG
proses	عملية	proses	عَمَلِيَّة	N;SG	N;NOM;INDF;SG
akhir	نهاية	akhir	نِهَايَة	N;SG	N;NOM;INDF;SG
akhir	النهاية	akhir	نِهَايَة	N;SG	N;NOM;DEF;SG
hasil	العائد	hasil	عَائِد	N;SG	N;NOM;DEF;SG
hasil	مردود	hasil	مَردُود	N;SG	N;NOM;INDF;SG
hasil	نتيجة	hasil	نَتِيجَة	N;SG	N;ACC;INDF;SG
hasil	النتيجة	hasil	نَتِيجَة	N;SG	N;NOM;DEF;SG
dekat	قريب	dekat	قَرِيب	ADJ;SG	ADJ;NOM;INDF;MASC;SG
dekat	الوثيق	dekat	وَثِيق	ADJ;SG	ADJ;NOM;DEF;MASC;SG
dekat	مقرب	dekat	مقرب	ADJ;SG	ADJ;NOM;INDF;MASC;SG
versi	النسخة	versi	نُسخَة	N;SG	N;NOM;DEF;SG
versi	اصدار	versi	إِصدَار	N;SG	N;NOM;INDF;SG
versi	الاصدار	versi	إِصدَار	N;SG	N;NOM;DEF;SG
pemerintahan	الحكومة	penperintahan	حُكُومَة	N;SG	N;NOM;DEF;SG
pemerintahan	حكومة	penperintahan	حُكُومَة	N;SG	N;NOM;INDF;SG
pemerintahan	الحوكمة	penperintahan	حُوكمَة	N;SG	N;NOM;DEF;SG
pemerintahan	الحكم	penperintahan	حُكم	N;SG	N;NOM;DEF;SG
republik	جمهوري	republik	جمهوري	N	N;NOM;INDF;SG
republik	الجمهورية	republik	جُمهُورِيَّة	N	N;NOM;DEF;SG
republik	جمهورية	republik	جُمهُورِيَّة	N	N;NOM;INDF;SG
group	مجموعة	group	مَجمُوعَة	N	N;NOM;INDF;SG
group	المجموعة	group	مَجمُوعَة	N	N;NOM;DEF;SG
buku	الكتاب	buku	كِتَاب	N;SG	N;NOM;DEF;SG
buku	كتاب	buku	كِتَاب	N;SG	N;NOM;INDF;SG
suku	قبيلة	suku	قَبِيلَة	N;SG	N;NOM;INDF;SG
suku	القبيلة	suku	قَبِيلَة	N;SG	N;NOM;DEF;SG
partai	حفلة	partai	حَفلَة	N;SG	N;NOM;INDF;SG
partai	الطرف	partai	طَرَف	N;SG	N;NOM;DEF;SG
partai	حزب	partai	حِزب	N;SG	N;NOM;INDF;SG
partai	حفل	partai	حَفل	N;SG	N;NOM;INDF;SG
partai	الحزب	partai	حِزب	N;SG	N;NOM;DEF;SG
keluarga	عائلة	keluarga	عَائِلَة	N;SG	N;NOM;INDF;SG
keluarga	الاسرة	keluarga	أُسرَة	N;SG	N;NOM;DEF;SG
keluarga	اسرة	keluarga	أُسرَة	N;SG	N;NOM;INDF;SG
keluarga	العائلة	keluarga	عَائِلَة	N;SG	N;NOM;DEF;SG
ilmu	العلم	ilmu	عِلم	N;SG	N;NOM;DEF;SG
berubah	تغيرت	berrubah	تَغَيَّر	V;SG;ACT	V;PFV;FEM;SG;3;ACT
pengguna	مستخدم	penguna	مُستَخدَم	N;SG	N;NOM;INDF;SG
pengguna	المستخدم	penguna	مُستَخدَم	N;SG	N;NOM;DEF;SG
pengguna	مستعمل	penguna	مُستَعمَل	N;SG	N;NOM;INDF;SG
luas	مساحة	luas	مِسَاحَة	N;SG	N;NOM;INDF;SG
luas	المساحة	luas	مِسَاحَة	N;SG	N;NOM;DEF;SG
luas	منطقة	luas	مِنطَقَة	N;SG	N;NOM;INDF;SG
luas	المنطقة	luas	مِنطَقَة	N;SG	N;NOM;DEF;SG
acara	مناسبة	acara	مُنَاسَبَة	N;SG	N;NOM;INDF;SG
acara	الحدث	acara	حَدَث	N;SG	N;NOM;DEF;SG
acara	المناسبة	acara	مُنَاسَبَة	N;SG	N;NOM;DEF;SG
kapal	وعاء	kapal	وَعَاءَ	N;SG	N;NOM;INDF;SG
kapal	الوعاء	kapal	وَعَاء	N;SG	N;NOM;DEF;SG
kapal	سفينة	kapal	سَفِينَة	N;SG	N;NOM;INDF;SG
kapal	السفينة	kapal	سَفِينَة	N;SG	N;NOM;DEF;SG
kapal	السفينة	kapal	سَفِينَة	N;SG	N;NOM;DEF;SG
kapal	سفينة	kapal	سَفِينَة	N;SG	N;NOM;INDF;SG
kapal	المركب	kapal	مُرَكَّب	N;SG	N;NOM;DEF;SG
kapal	القارب	kapal	قَارِب	N;SG	N;NOM;DEF;SG
kapal	قارب	kapal	قَارِب	N;SG	N;NOM;INDF;SG
kapal	زورق	kapal	زورق	N;SG	N;NOM;INDF;SG
kapal	مركب	kapal	مركب	N;SG	N;NOM;INDF;SG
bermain	تلعب	bermain	لَعِب	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bermain	لعب	bermain	لَعِب	V;SG;ACT	V;PFV;MASC;SG;3;ACT
bermain	يلعب	bermain	لَعِب	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bermain	يلعب	bermain	لَعِب	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
kelompok	مجموعة	kelompok	مَجمُوعَة	N;SG	N;NOM;INDF;SG
kelompok	المجموعة	kelompok	مَجمُوعَة	N;SG	N;NOM;DEF;SG
agama	الدين	agama	دِين	N;SG	N;NOM;DEF;SG
agama	ديانة	agama	دِيَانَة	N;SG	N;NOM;INDF;SG
agama	الديانة	agama	دِيَانَة	N;SG	N;NOM;DEF;SG
memberikan	منح	menberikan	مَنَح	V;SG;ACT	V;PFV;MASC;SG;3;ACT
memberikan	اعطي	menberikan	أَعطَى	V;SG;ACT	V;PFV;MASC;SG;3;ACT
lama	قديمة	lama	قَدِيم	ADJ;SG	ADJ;NOM;INDF;FEM;SG
lama	قديم	lama	قَدِيم	ADJ;SG	ADJ;NOM;INDF;MASC;SG
lama	القديم	lama	قَدِيم	ADJ;SG	ADJ;NOM;DEF;MASC;SG
lama	طويلا	lama	طَوِيل	ADJ;SG	ADJ;ACC;INDF;MASC;SG
lama	طويلة	lama	طَوِيل	ADJ;SG	ADJ;NOM;INDF;FEM;SG
lama	طويل	lama	طَوِيل	ADJ;SG	ADJ;NOM;INDF;MASC;SG
batu	الحجارة	batu	حَجَّارَة	N;SG	N;NOM;DEF;SG
batu	حجارة	batu	حجارة	N;SG	N;NOM;INDF;SG
batu	حجر	batu	حَجَر	N;SG	N;NOM;INDF;SG
batu	الحجارة	batu	حَجَّارَة	N;SG	N;NOM;DEF;SG
batu	حجارة	batu	حجارة	N;SG	N;NOM;INDF;SG
batu	الحجر	batu	حَجر	N;SG	N;NOM;DEF;SG
batu	الصخرة	batu	صُخرَة	N;SG	N;NOM;DEF;SG
batu	صخرة	batu	صُخرَة	N;SG	N;NOM;INDF;SG
wikipedia	ويكيبيديا	wikipedia	ويكيبيديا	N	N;NOM;DEF;SG
jiwa	الروح	jiwa	رُوح	N;SG	N;NOM;DEF;SG
saja	فقط	saja	فَقَط	ADV	ADV
halaman	صفحة	halaman	صَفحَة	N;SG	N;NOM;INDF;SG
halaman	الصفحة	halaman	صَفحَة	N;SG	N;NOM;DEF;SG
hukum	القانون	hukum	قَانُون	N;SG;ACT	N;NOM;DEF;SG
hukum	قانون	hukum	قَانُون	N;SG;ACT	N;NOM;INDF;SG
orbit	مدار	orbit	مَدَار	N	N;NOM;INDF;SG
orbit	المدار	orbit	مَدَار	N	N;NOM;DEF;SG
orbit	مدارات	orbit	مَدَار	N	N;NOM;INDF;PL
pasukan	فرقة	pasukan	فِرقَة	N;SG	N;NOM;INDF;SG
pasukan	الفرقة	pasukan	فِرقَة	N;SG	N;NOM;DEF;SG
tokoh	شخصية	tokoh	شَخصِيَّة	N;SG	N;NOM;INDF;SG
tokoh	الشكل	tokoh	شَكل	N;SG	N;NOM;DEF;SG
bangsa	امة	bangsa	أُمَّة	N;SG	N;NOM;INDF;SG
bangsa	الامة	bangsa	أُمَّة	N;SG	N;NOM;DEF;SG
penghargaan	الجائزة	penhargaan	جَائِزَة	N;SG	N;NOM;DEF;SG
penghargaan	جائزة	penhargaan	جَائِزَة	N;SG	N;NOM;INDF;SG
penghargaan	التقدير	penhargaan	تَقدِير	N;SG	N;NOM;DEF;SG
klub	النادي	klub	نَادِي	N;SG	N;NOM;DEF;SG
klub	ناد	klub	نَادِي	N;SG	N;NOM;INDF;SG
terkenal	شهيرة	terkenal	شَهِيرَة	ADJ;SG;PASS	ADJ;NOM;INDF;FEM;SG
terkenal	مشهور	terkenal	مَشهُور	ADJ;SG;PASS	ADJ;NOM;INDF;MASC;SG
terkenal	شهير	terkenal	شَهِير	ADJ;SG;PASS	ADJ;NOM;INDF;MASC;SG
terkenal	مشهورة	terkenal	مَشهُور	ADJ;SG;PASS	ADJ;NOM;INDF;FEM;SG
ketua	رئيس	ketua	رَئِيس	N;SG	N;NOM;INDF;SG
ketua	الرئيس	ketua	رَئِيس	N;SG	N;NOM;DEF;SG
ketua	الزعيم	ketua	زَعِيم	N;SG	N;NOM;DEF;SG
ketua	الرئيس	ketua	رَئِيس	N;SG	N;NOM;DEF;SG
ketua	الكرسي	ketua	كُرسِيّ	N;SG	N;NOM;DEF;SG
gunung	الجبل	gunung	جَبَل	N;SG	N;NOM;DEF;SG
terbaik	الافضل	terbaik	أَفضَل	ADJ;RL;SG	ADJ;NOM;DEF;MASC;SG
terbaik	افضل	terbaik	أَفضَل	ADJ;RL;SG	ADJ;NOM;INDF;MASC;SG
bintang	نجمة	bintang	نَجمَة	N;SG	N;NOM;INDF;SG
bintang	النجم	bintang	نَجم	N;SG	N;NOM;DEF;SG
bintang	النجمة	bintang	نَجمَة	N;SG	N;NOM;DEF;SG
jalur	الصراط	jalur	صِرَاط	N;SG	N;NOM;DEF;SG
jalur	الدرب	jalur	دَرب	N;SG	N;NOM;DEF;SG
jalur	المسار	jalur	مَسَار	N;SG	N;NOM;DEF;SG
jalur	مسار	jalur	مَسَار	N;SG	N;NOM;INDF;SG
politik	السياسة	politik	سِيَاسَة	N;SG	N;NOM;DEF;SG
politik	سياسة	politik	سِيَاسَة	N;SG	N;NOM;INDF;SG
sesuatu	شيء	sesuatu	شَيء	N;SG	N;NOM;INDF;SG
sesuatu	شئ	sesuatu	شئ	N;SG	N;NOM;INDF;SG
ibu	الام	ibu	أُمّ	N;SG	N;NOM;DEF;SG
tingkat	المعدل	tingkat	مُعَدَّل	N;SG	N;NOM;DEF;SG
tingkat	معدل	tingkat	مُعَدَّل	N;SG	N;NOM;INDF;SG
tingkat	مستوى	tingkat	مُستَوَى	N;SG	N;NOM;INDF;SG
tingkat	المستوى	tingkat	مُستَوَى	N;SG	N;NOM;DEF;SG
kereta	قطار	kereta	قِطَار	N;SG	N;NOM;INDF;SG
kereta	القطار	kereta	قِطَار	N;SG	N;NOM;DEF;SG
ruang	غرفة	ruang	غُرفَة	N;SG	N;NOM;INDF;SG
ruang	الغرفة	ruang	غُرفَة	N;SG	N;NOM;DEF;SG
ruang	حجرة	ruang	حُجرَة	N;SG	N;NOM;INDF;SG
ruang	مساحة	ruang	مِسَاحَة	N;SG	N;NOM;INDF;SG
ruang	الفضاء	ruang	فَضَاء	N;SG	N;NOM;DEF;SG
ruang	فضاء	ruang	فَضَاء	N;SG	N;NOM;INDF;SG
ruang	حيز	ruang	حَيِّز	N;SG	N;NOM;INDF;SG
empat	اربع	empat	أَربَعَة	NUM	NUM;NOM;INDF;FEM
empat	اربعة	empat	أَربَعَة	NUM	NUM;NOM;INDF;MASC
ekonomi	اقتصاد	ekonomi	اِقتِصَاد	N;SG	N;NOM;INDF;SG
ekonomi	الاقتصاد	ekonomi	اِقتِصَاد	N;SG	N;NOM;DEF;SG
ekonomi	اقتصاد	ekonomi	اِقتِصَاد	N;SG	N;NOM;INDF;SG
ekonomi	الاقتصاد	ekonomi	اِقتِصَاد	N;SG	N;NOM;DEF;SG
organisasi	منظمة	organisasi	مُنَظَّمَة	N;SG	N;NOM;INDF;SG
organisasi	المنظمة	organisasi	مُنَظَّمَة	N;SG	N;NOM;DEF;SG
organisasi	التنظيم	organisasi	تَنظِيم	N;SG	N;NOM;DEF;SG
organisasi	منظمة	organisasi	مُنَظَّمَة	N;SG	N;NOM;INDF;SG
organisasi	المنظمة	organisasi	مُنَظَّمَة	N;SG	N;NOM;DEF;SG
organisasi	التنظيم	organisasi	تَنظِيم	N;SG	N;NOM;DEF;SG
bahan	مادة	bahan	مَادَّة	N;SG	N;NOM;INDF;SG
bahan	المادة	bahan	مَادَّة	N;SG	N;NOM;DEF;SG
api	النار	api	نَار	N;SG	N;NOM;DEF;SG
api	نار	api	نَار	N;SG	N;NOM;INDF;SG
api	حريق	api	حَرِيق	N;SG	N;NOM;INDF;SG
ilmiah	علمية	ilmiah	عِلمِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
ilmiah	علميا	ilmiah	عِلمِيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
video	بالفيديو	video	بالفيديو	N;SG	N;NOM;DEF;SG
video	الفيديو	video	الفيديو	N;SG	N;NOM;DEF;SG
video	فيديو	video	فِيدِيُو	N;SG	N;NOM;INDF;SG
terakhir	الاخيرة	terakhir	أَخِير	ADJ;RL;SG	ADJ;NOM;DEF;FEM;SG
terakhir	اخر	terakhir	آخَر	ADJ;RL;SG	ADJ;NOM;INDF;MASC;SG
terakhir	اخير	terakhir	أَخِير	ADJ;RL;SG	ADJ;NOM;INDF;MASC;SG
terakhir	الاخير	terakhir	أَخِير	ADJ;RL;SG	ADJ;NOM;DEF;MASC;SG
angkatan	قوة	angkatan	قُوَّة	N;SG	N;NOM;INDF;SG
angkatan	القوة	angkatan	قُوَّة	N;SG	N;NOM;DEF;SG
angkatan	الطبقة	angkatan	طَبَقَة	N;SG	N;NOM;DEF;SG
angkatan	الفصل	angkatan	فَصل	N;SG	N;NOM;DEF;SG
angkatan	صف	angkatan	صَفّ	N;SG	N;NOM;INDF;SG
angkatan	الصف	angkatan	صَفّ	N;SG	N;NOM;DEF;SG
angkatan	الفئة	angkatan	فِئَة	N;SG	N;NOM;DEF;SG
dibuat	صنعت	dibuat	صَنَع	V;SG;PASS	V;PFV;FEM;SG;3;PASS
bukan	لا	bukan	لَا	PART;NEG	PART
berkas	ملف	berkas	مِلَفّ	N;SG	N;NOM;INDF;SG
berkas	الملف	berkas	مِلَفّ	N;SG	N;NOM;DEF;SG
bekerja	يعمل	bekerja	عَمِل	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bekerja	يعمل	bekerja	عَمِل	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bekerja	يشتغل	bekerja	اِشتَغَل	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
bekerja	ينفع	bekerja	نَفَع	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
militer	عسكرية	militer	عَسكَرِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
militer	العسكري	militer	عَسكَرِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
militer	عسكري	militer	عَسكَرِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
putra	الابن	putra	اِبن	N;SG	N;NOM;DEF;SG
kaki	الساق	kaki	سَاق	N;SG	N;NOM;DEF;SG
kaki	القدم	kaki	قَدَم	N;SG	N;NOM;DEF;SG
kaki	القدم	kaki	قَدَم	N;SG	N;NOM;DEF;SG
kaki	القدم	kaki	قَدَم	N;SG	N;NOM;DEF;SG
kaki	الارجل	kaki	أَرجَل	N;SG	N;NOM;DEF;SG
grup	مجموعة	grup	مَجمُوعَة	N;SG	N;NOM;INDF;SG
grup	المجموعة	grup	مَجمُوعَة	N;SG	N;NOM;DEF;SG
label	تسمية	label	تَسمِيَة	N;SG	N;NOM;INDF;SG
label	التسمية	label	تَسمِيَة	N;SG	N;NOM;DEF;SG
kehidupan	الحياة	kehidupan	حَيَاة	N;SG	N;NOM;DEF;SG
kehidupan	الحياه	kehidupan	حِيَاه	N;SG	N;NOM;DEF;SG
kehidupan	حياة	kehidupan	حَيَاة	N;SG	N;NOM;INDF;SG
kelurahan	ضاحية	kelurahan	ضَاحِيَة	N;SG	N;NOM;INDF;SG
terbentuk	شكلت	terbentuk	شَكَّل	V;SG;PASS	V;PFV;FEM;SG;3;PASS
informasi	الاعلام	informasi	إِعلَام	N;SG	N;NOM;DEF;SG
makanan	طعام	makanan	طَعَام	N;SG	N;NOM;INDF;SG
makanan	غذاء	makanan	غِذَاء	N;SG	N;NOM;INDF;SG
makanan	الطعام	makanan	طَعَام	N;SG	N;NOM;DEF;SG
makanan	الغذاء	makanan	غِذَاء	N;SG	N;NOM;DEF;SG
web	الشبكة	web	شَبَكَة	N	N;NOM;DEF;SG
web	الويب	web	وَيب	N	N;NOM;DEF;SG
catatan	ملاحظة	catatan	مُلَاحِظَة	N;SG	N;NOM;INDF;SG
catatan	الملاحظة	catatan	مُلَاحَظَة	N;SG	N;NOM;DEF;SG
catatan	المحاضر	catatan	مُحَاضِر	N;SG	N;NOM;DEF;SG
cinta	العشق	cinta	عِشق	N;SG	N;NOM;DEF;SG
cinta	حب	cinta	حُبّ	N;SG	N;NOM;INDF;SG
cinta	الحب	cinta	حُبّ	N;SG	N;NOM;DEF;SG
biasa	المعتاد	biasa	مُعتَاد	ADJ;SG	ADJ;NOM;DEF;MASC;SG
biasa	منتظم	biasa	مُنتَظِم	ADJ;SG	ADJ;NOM;INDF;MASC;SG
biasa	منتظمة	biasa	مُنتَظِم	ADJ;SG	ADJ;NOM;INDF;FEM;SG
biasa	طبيعي	biasa	طَبِيعِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
biasa	عادي	biasa	عَادِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
surat	بريد	surat	بَرِيد	N;SG	N;NOM;INDF;SG
surat	البريد	surat	بَرِيد	N;SG	N;NOM;DEF;SG
surat	حرف	surat	حَرف	N;SG	N;NOM;INDF;SG
surat	رسالة	surat	رِسَالَة	N;SG	N;NOM;INDF;SG
wanita	امراة	wanita	إِمرَاة	N;SG	N;NOM;INDF;SG
wanita	المراة	wanita	مَرَاة	N;SG	N;NOM;DEF;SG
wanita	نساء	wanita	نِسَاء	N;SG	N;NOM;INDF;SG
wanita	المراة	wanita	مَرَاة	N;SG	N;NOM;DEF;SG
wanita	النساء	wanita	نِسَاء	N;SG	N;NOM;DEF;SG
tubuh	الجسد	tubuh	جَسَد	N;SG	N;NOM;DEF;SG
tubuh	جسم	tubuh	جَسم	N;SG	N;NOM;INDF;SG
tubuh	جثة	tubuh	جُثَّة	N;SG	N;NOM;INDF;SG
tubuh	الجسم	tubuh	جِسم	N;SG	N;NOM;DEF;SG
juta	مليون	juta	مِليُون	NUM	NUM;NOM;INDF;SG
juta	المليون	juta	مِليُون	NUM	NUM;NOM;DEF;SG
juta	مليونا	juta	مِليُون	NUM	NUM;ACC;INDF;SG
juta	الملايين	juta	مِليُون	NUM	NUM;NOM;DEF;PL
juta	ملايين	juta	مِليُون	NUM	NUM;NOM;INDF;PL
posisi	موقف	posisi	مَوقِف	N;SG	N;NOM;INDF;SG
posisi	المنصب	posisi	مَنصِب	N;SG	N;NOM;DEF;SG
posisi	الموضع	posisi	مُوَضَّع	N;SG	N;NOM;DEF;SG
posisi	الموقف	posisi	مَوقِف	N;SG	N;NOM;DEF;SG
media	الاعلام	media	إِعلَام	N;SG	N;NOM;DEF;SG
media	اعلام	media	إِعلَام	N;SG	N;NOM;INDF;SG
televisi	تلفاز	televisi	تَلفَاز	N;SG	N;NOM;INDF;SG
televisi	التلفاز	televisi	تَلَفُّز	N;SG	N;NOM;DEF;SG
televisi	تلفزيون	televisi	تِلفِزيُون	N;SG	N;NOM;INDF;SG
televisi	التلفزيون	televisi	تِلفِزيُون	N;SG	N;NOM;DEF;SG
nya	هو	nya	هُوَ	PRO	PRO;NOM;MASC;SG;3
nya	هي	nya	هُوَ	PRO	PRO;NOM;FEM;SG;3
lisensi	رخص	lisensi	رُخص	N;SG	N;NOM;INDF;SG
lisensi	الرخصة	lisensi	رُخصَة	N;SG	N;NOM;DEF;SG
lisensi	رخصة	lisensi	رُخصَة	N;SG	N;NOM;INDF;SG
lisensi	الترخيص	lisensi	تَرخِيص	N;SG	N;NOM;DEF;SG
lisensi	الرخصة	lisensi	رُخصَة	N;SG	N;NOM;DEF;SG
lisensi	ترخيص	lisensi	تَرخِيص	N;SG	N;NOM;INDF;SG
lisensi	رخصة	lisensi	رُخصَة	N;SG	N;NOM;INDF;SG
lisensi	الترخيص	lisensi	تَرخِيص	N;SG	N;NOM;DEF;SG
