von	從	von	從	ADP	ADP
zufluss	流入	zuflussen	流入	V;IND;SG;FIN	V
verlängert	延伸	verlängern	延伸	V;V.PTCP	V
verlängert	擴展	verlängern	擴展	V;V.PTCP	V
verlängert	延長	verlängern	延長	V;V.PTCP	V
bezeichnungen	人名	bezeichnungen	人名	N;NOM;FEM;PL	N
bezeichnungen	名稱	bezeichnungen	名稱	N;NOM;FEM;PL	N
bezeichnungen	姓名	bezeichnungen	姓名	N;NOM;FEM;PL	N
singles	單曲	singles	單曲	N;NOM;FEM;PL	N
singles	單打	singles	單打	N;NOM;FEM;PL	N
blut	血液	bluten	血液	N;NOM;NEUT;SG	N
blut	血	bluten	血	N;NOM;NEUT;SG	N
blut	血跡	bluten	血跡	N;NOM;NEUT;SG	N
blut	鮮血	bluten	鮮血	N;NOM;NEUT;SG	N
ersetzen	替換	ersetzen	替換	V;NFIN	V
ersetzen	更換	ersetzen	更換	V;NFIN	V
ersetzen	置換	ersetzen	置換	V;NFIN	V
ersetzen	替代	ersetzen	替代	V;NFIN	V
ersetzen	替代	ersetzen	替代	V;NFIN	V
ersetzen	替代	ersetzen	替代	V;NFIN	V
ersetzen	替代	ersetzen	替代	V;NFIN	V
ersetzen	取代	ersetzen	取代	V;NFIN	V
ersetzen	替換	ersetzen	替換	V;NFIN	V
ersetzen	更換	ersetzen	更換	V;NFIN	V
ersetzen	代替	ersetzen	代替	V;NFIN	V
erzählung	動態	erzählung	動態	N;FEM;SG	N
erzählung	故事	erzählung	故事	N;FEM;SG	N
auswirkungen	撞擊	auswirkingen	撞擊	V;NFIN	V
auswirkungen	影響	auswirkingen	影響	V;NFIN	V
auswirkungen	影響	auswirkingen	影響	V;NFIN	V
auswirkungen	衝擊	auswirkingen	衝擊	V;NFIN	V
auswirkungen	影響	auswirkingen	影響	V;NFIN	V
auswirkungen	影響	auswirkingen	影響	V;NFIN	V
fahrt	乘車	fahren	乘車	V;SG;FIN	V
maß	測量	messen	測量	V;IND;SG;3;PST;FIN	V
maß	衡量	messen	衡量	V;IND;SG;3;PST;FIN	V
fassade	外觀	fassade	外觀	N;NOM;FEM;SG	N
franken	法郎	franken	法郎	N;NOM;FEM;PL	N
franken	法郎	franken	法郎	N;NOM;FEM;PL	N
beschreiben	描述	beschreiben	描述	V;NFIN	V
entscheidungen	決定	entscheidung	決定	V;NFIN	V
besucht	出席	besuchen	出席	V;V.PTCP	V
zugelassen	核定	zulassen	核定	V;V.PTCP	V
zugelassen	核准	zulassen	核准	V;V.PTCP	V
zugelassen	批准	zulassen	批准	V;V.PTCP	V
institutionen	機構	institution	機構	N;NOM;PL	N
plänen	計劃	plänen	計劃	V;NFIN	V
geräte	裝備	geräten	裝備	N;NOM;NEUT;PL	N
geräte	電器	geräten	電器	N;NOM;NEUT;PL	N
geräte	儀器	geräten	儀器	N;NOM;NEUT;PL	N
geräte	器械	geräten	器械	N;NOM;NEUT;PL	N
geräte	裝置	geräten	裝置	N;NOM;NEUT;PL	N
klassen	類別	klassen	類別	N;NOM;PL	N
klassen	班級	klassen	班級	N;NOM;PL	N
klassen	階級	klassen	階級	N;NOM;PL	N
klassen	類	klassen	類	N;NOM;PL	N
klassen	類別	klassen	類別	N;NOM;PL	N
klassen	課堂	klassen	課堂	N;NOM;PL	N
klassen	班級	klassen	班級	N;NOM;PL	N
klassen	類別	klassen	類別	N;NOM;PL	N
siedlungen	定居	siedlung	定居	V;NFIN	V
urkunde	儀器	urkunde	儀器	N	N
urkunde	樂器	urkunde	樂器	N	N
urkunde	文書	urkunde	文書	N	N
urkunde	地契	urkunde	地契	N	N
urkunde	契約	urkunde	契約	N	N
urkunde	憑證	urkunde	憑證	N	N
urkunde	證書	urkunde	證書	N	N
uraufführung	首映	uraufführung	首映	N;NOM;FEM;SG	N
bestimmung	目	bestimmung	目	N;NOM;FEM;SG	N
bestimmung	決心	bestimmung	決心	N;NOM;FEM;SG	N
bestimmung	天命	bestimmung	天命	N;NOM;FEM;SG	N
bestimmung	命運	bestimmung	命運	N;NOM;FEM;SG	N
tier	野獸	Tier	野獸	N;NOM;NEUT;SG	N
tier	獸	Tier	獸	N;NOM;NEUT;SG	N
tier	動物	Tier	動物	N;NOM;NEUT;SG	N
albums	相簿	albums	相簿	N;NOM;SG	N
albums	專輯	albums	專輯	N;NOM;SG	N
gießen	澆	gießen	澆	V;NFIN	V
gießen	鑄造	gießen	鑄造	V;NFIN	V
aufklärung	偵查	aufklärung	偵查	N;NOM;FEM;SG	N
rücktritt	辭職	rücktreten	辭職	V;IND;SG;3;PST;FIN	V
rücktritt	取消	rücktreten	取消	V;IND;SG;3;PST;FIN	V
rücktritt	撤回	rücktreten	撤回	V;IND;SG;3;PST;FIN	V
wende	轉	wenden	轉		
worten	言	worten	言	V;NFIN	V
ansehen	見	ansehen	見	V;NFIN	V
ansehen	觀看	ansehen	觀看	V;NFIN	V
ansehen	檢視	ansehen	檢視	V;NFIN	V
ansehen	瀏覽	ansehen	瀏覽	V;NFIN	V
antworten	回答	antworten	回答	V;NFIN	V
antworten	回覆	antworten	回覆	V;NFIN	V
antworten	解答	antworten	解答	V;NFIN	V
antworten	回覆	antworten	回覆	V;NFIN	V
antworten	答復	antworten	答復	V;NFIN	V
hart	苛刻	hart	苛刻	ADJ	ADJ
hart	嚴酷	hart	嚴酷	ADJ	ADJ
zeichnungen	素	zeichnungen	素	N;NOM;FEM;PL	N
zeichnungen	圖畫	zeichnungen	圖畫	N;NOM;FEM;PL	N
zeichnungen	圖紙	zeichnungen	圖紙	N;NOM;FEM;PL	N
zeichnungen	繪圖	zeichnungen	繪圖	N;NOM;FEM;PL	N
gespräch	面試	gespräch	面試	N;NOM;NEUT;SG	N
gespräch	對話	gespräch	對話	N;NOM;NEUT;SG	N
kräfte	力氣	krafen	力氣	N	N
kräfte	強度	krafen	強度	N	N
kräfte	實力	krafen	實力	N	N
kräfte	力量	krafen	力量	N	N
kräfte	體力	krafen	體力	N	N
kräfte	權力	krafen	權力	N	N
beachten	觀察	beichen	觀察	V;NFIN	V
verdacht	涉嫌	verdachen|verdenken	涉嫌	V;V.PTCP	V
verdacht	疑似	verdachen|verdenken	疑似	V;V.PTCP	V
verdacht	疑犯	verdachen|verdenken	疑犯	V;V.PTCP	V
verdacht	疑犯	verdachen|verdenken	疑犯	V;V.PTCP	V
verdacht	懷疑	verdachen|verdenken	懷疑	V;V.PTCP	V
obersten	最高	ober	最高	ADJ	ADJ
einfacher	簡單	einfach	簡單	ADJ	ADJ
abstimmung	選票	abstimmung	選票	N;NOM;FEM;SG	N
abstimmung	選票	abstimmung	選票	N;NOM;FEM;SG	N
grundschule	初等	grundschule	初等	N;NOM;FEM;SG	N
grundschule	初級	grundschule	初級	N;NOM;FEM;SG	N
natürlichen	天然	natürlich	天然	ADJ	ADJ
räume	空格	räumen	空格	N;NOM;MASC;PL	N
räume	空間	räumen	空間	N;NOM;MASC;PL	N
räume	客房	räumen	客房	N;NOM;MASC;PL	N
räume	房間	räumen	房間	N;NOM;MASC;PL	N
kooperation	協作	kooperation	協作	N;SG	N
kooperation	協作	kooperation	協作	N;SG	N
natürliche	天然	natürlich	天然	ADJ;NOM;FEM;PL	ADJ
auseinandersetzungen	對抗	auseinandersetzen	對抗	V;NFIN	V
gezwungen	被	zwingen	被	V;V.PTCP	V;PASS
versorgung	用品	versorgung	用品	N;NOM;FEM;SG	N
komödie	喜劇	komödie	喜劇	N;NOM;SG	N
getan	完成	tun	完成	V;V.PTCP	V
aufstand	騷亂	aufstehen	騷亂	V;IND;SG;3;PST;FIN	V
aufstand	反抗	aufstehen	反抗	V;IND;SG;3;PST;FIN	V
aufstand	反叛	aufstehen	反叛	V;IND;SG;3;PST;FIN	V
verbot	禁止	verbieten	禁止	V;IND;SG;3;PST;FIN	V
verbot	禁止	verbieten	禁止	V;IND;SG;3;PST;FIN	V
verbot	禁止	verbieten	禁止	V;IND;SG;3;PST;FIN	V
werkstatt	車庫	Werkstatt	車庫	N;NOM;FEM;SG	N
boote	船隻	bioten	船隻	N;NOM;NEUT;PL	N
boote	艇	bioten	艇	N;NOM;NEUT;PL	N
boote	遊艇	bioten	遊艇	N;NOM;NEUT;PL	N
boote	船	bioten	船	N;NOM;NEUT;PL	N
boote	船隻	bioten	船隻	N;NOM;NEUT;PL	N
boote	艇	bioten	艇	N;NOM;NEUT;PL	N
jenseits	來	jenseits	來	ADV	ADV
flugzeuge	飛機	flugzeug	飛機	N;NOM;NEUT;PL	N
gefertigt	製造	fertigen	製造	V;V.PTCP	V
besseren	更好	gut	更好	ADJ	ADJ
niemals	從來	niemals	從來	ADV	ADV
liefert	返回	liefern	返回	V;IND;SG;3;PRS;FIN	V
retten	救助	retten	救助	V;NFIN	V
retten	搶救	retten	搶救	V;NFIN	V
retten	打撈	retten	打撈	V;NFIN	V
retten	節省	retten	節省	V;NFIN	V
retten	營救	retten	營救	V;NFIN	V
retten	救援	retten	救援	V;NFIN	V
retten	拯救	retten	拯救	V;NFIN	V
ausbruch	暴發	ausbruch	暴發	N	N
ausbruch	火山	ausbruch	火山	N	N
sorgen	確保	sorgen	確保	V;NFIN	V
sorgen	憂慮	sorgen	憂慮	V;NFIN	V
sorgen	擔憂	sorgen	擔憂	V;NFIN	V
fertigstellung	定稿	fertigstellung	定稿	N;NOM;FEM;SG	N
betriebe	農場	betreiben	農場	N;NOM;MASC;PL	N
betriebe	農莊	betreiben	農莊	N;NOM;MASC;PL	N
betriebe	工廠	betreiben	工廠	N;NOM;MASC;PL	N
verordnung	政令	verordnung	政令	N;NOM;SG	N
verordnung	條例	verordnung	條例	N;NOM;SG	N
verordnung	條例	verordnung	條例	N;NOM;SG	N
abgeleitet	推斷	ableiten	推斷	V;V.PTCP	V
zurückgezogen	退休	zurückziehen	退休	V;V.PTCP	V
zurückgezogen	退役	zurückziehen	退役	V;V.PTCP	V
zurückgezogen	撤回	zurückziehen	撤回	V;V.PTCP	V
gebirge	山	gebirge	山	N	N
gebirge	山脈	gebirge	山脈	N	N
gebirge	山區	gebirge	山區	N	N
gebirge	山	gebirge	山	N	N
gebirge	山區	gebirge	山區	N	N
gebirge	山地	gebirge	山地	N	N
einsätze	利害	einsätzen	利害	N;NOM;FEM;PL	N
gelbe	黃色	gelb	黃色	N;NOM;FEM;PL	N
ausgewählt	選取	auswählen	選取	V;V.PTCP	V
normale	普通	normal	普通	ADJ;NOM;FEM;PL	ADJ
belagerung	圍城	belagerung	圍城	N;NOM;FEM;SG	N
erfasst	捕捉	erfassen	捕捉	V;V.PTCP	V
erfasst	捕獲	erfassen	捕獲	V;V.PTCP	V
erfasst	被	erfassen	被	V;V.PTCP	V;PASS
benutzen	使用	benutzen	使用	V;NFIN	V
benutzen	利用	benutzen	利用	V;NFIN	V
benutzen	使用	benutzen	使用	V;NFIN	V
motoren	引擎	motor	引擎	N;NOM;PL	N
motoren	馬達	motor	馬達	N;NOM;PL	N
motoren	引擎	motor	引擎	N;NOM;PL	N
verschiebung	輪班	verschiebung	輪班	N;SG	N
verschiebung	位	verschiebung	位	N;SG	N
schwestern	姐妹	schwestern	姐妹	N;NOM;PL	N
schwestern	姊妹	schwestern	姊妹	N;NOM;PL	N
durchführung	處	durchführung	處	N;NOM;FEM;SG	N
schäden	損壞	Schaden	損壞	N;NOM;MASC;PL	N
schäden	損害	Schaden	損害	N;NOM;MASC;PL	N
schäden	損傷	Schaden	損傷	N;NOM;MASC;PL	N
schäden	損壞	Schaden	損壞	N;NOM;MASC;PL	N
schäden	損害	Schaden	損害	N;NOM;MASC;PL	N
romane	小說	roman	小說	N;NOM;FEM;PL	N
besonderheit	獨特	besonderheit	獨特	ADJ	ADJ
besonderheit	特異	besonderheit	特異	ADJ	ADJ
schade	可惜	schade	可惜	ADV	ADV
aufnehmen	吸收	aufnehmen	吸收	V;NFIN	V
aufnehmen	錄音	aufnehmen	錄音	V;NFIN	V
aufnehmen	記錄	aufnehmen	記錄	V;NFIN	V
aufnehmen	記錄	aufnehmen	記錄	V;NFIN	V
zimmer	臥室	zimmer	臥室	N	N
zimmer	臥房	zimmer	臥房	N	N
zimmer	臥室	zimmer	臥室	N	N
zimmer	客房	zimmer	客房	N	N
zimmer	房間	zimmer	房間	N	N
zimmer	房間	zimmer	房間	N	N
zimmer	房	zimmer	房	N	N
bewegen	移動	bewegen	移動	V;NFIN	V
bewegen	感動	bewegen	感動	V;NFIN	V
wahrnehmung	感知	wahrnehmung	感知	N;NOM;FEM;SG	N
wahrnehmung	知覺	wahrnehmung	知覺	N;NOM;FEM;SG	N
wahrnehmung	感知	wahrnehmung	感知	N;NOM;FEM;SG	N
dick	厚厚	dick	厚厚	ADJ	ADJ
wachsen	生長	wachsen	生長	V;NFIN	V
wachsen	成長	wachsen	成長	V;NFIN	V
wachsen	成長	wachsen	成長	V;NFIN	V
wachsen	生長	wachsen	生長	V;NFIN	V
eis	冰塊	eis	冰塊	N;NOM;NEUT;SG	N
eis	冰	eis	冰	N;NOM;NEUT;SG	N
griff	處理	greifen	處理	V;FIN	V
freundin	女友	Freundin	女友	N;NOM;FEM;SG	N
freundin	女	Freundin	女	N;NOM;FEM;SG	N
freundin	朋友	Freundin	朋友	N;NOM;FEM;SG	N
freundin	好友	Freundin	好友	N;NOM;FEM;SG	N
anwalt	律師	anwalt	律師	N;NOM;SG	N
ergänzen	補充	ergänzen	補充	V;NFIN	V
ergänzen	補充	ergänzen	補充	V;NFIN	V
ergänzen	互補	ergänzen	互補	V;NFIN	V
ergänzen	相輔	ergänzen	相輔	V;NFIN	V
geteilt	分割	teilen	分割	V;V.PTCP	V
geteilt	共用	teilen	共用	V;V.PTCP	V
geteilt	共享	teilen	共享	V;V.PTCP	V
geteilt	分享	teilen	分享	V;V.PTCP	V
prüfen	驗證	prüfen	驗證	V;NFIN	V
prüfen	檢查	prüfen	檢查	V;NFIN	V
unfall	意外	unfall	意外	N	N
unfall	事故	unfall	事故	N	N
unfall	傷員	unfall	傷員	N	N
unfall	傷亡	unfall	傷亡	N	N
unfall	事故	unfall	事故	N	N
sterben	滅亡	sterben	滅亡	V;NFIN	V
sterben	垂死	sterben	垂死	V;NFIN	V
zitiert	引用	zitieren	引用	V;V.PTCP	V
zitiert	引述	zitieren	引述	V;V.PTCP	V
einspruch	異議	einspruch	異議	N	N
ruine	廢墟	ruin	廢墟	N;NOM;SG	N
ruine	遺址	ruin	遺址	N;NOM;SG	N
ruine	遺跡	ruin	遺跡	N;NOM;SG	N
wesen	實質	wesen	實質	N;NOM;NEUT;SG	N
wesen	本質	wesen	本質	N;NOM;NEUT;SG	N
wesen	生物	wesen	生物	N;NOM;NEUT;SG	N
wesen	生物	wesen	生物	N;NOM;NEUT;SG	N
zeugen	目擊	zeugen	目擊	V;NFIN	V
zeugen	見證	zeugen	見證	V;NFIN	V
formulierung	措辭	formulierung	措辭	N;NOM;FEM;SG	N
formulierung	措詞	formulierung	措詞	N;NOM;FEM;SG	N
formulierung	措辭	formulierung	措辭	N;NOM;FEM;SG	N
formulierung	措詞	formulierung	措詞	N;NOM;FEM;SG	N
verwandten	相關	verwandt	相關	V;PL;FIN	V
hund	獵犬	hund	獵犬	N;NOM;MASC;SG	N
hund	獵狗	hund	獵狗	N;NOM;MASC;SG	N
hund	犬	hund	犬	N;NOM;MASC;SG	N
hund	狗	hund	狗	N;NOM;MASC;SG	N
hund	犬	hund	犬	N;NOM;MASC;SG	N
hund	犬	hund	犬	N;NOM;MASC;SG	N
hund	狗	hund	狗	N;NOM;MASC;SG	N
nachruf	訃告	nachruf	訃告	N;SG	N
nachruf	悼詞	nachruf	悼詞	N;SG	N
nachruf	墓誌	nachruf	墓誌	N;SG	N
ding	叮	ding	叮		
leichter	輕鬆	leicht	輕鬆	ADJ	ADJ
leichter	簡單	leicht	簡單	ADJ	ADJ
leichter	輕量	leicht	輕量	ADJ	ADJ
entdeckung	檢測	entdeckung	檢測	N;SG	N
verdient	賺取	verdienen	賺取	V;V.PTCP	V
beobachten	觀察	beobachten	觀察	V;NFIN	V
beobachten	觀看	beobachten	觀看	V;NFIN	V
beobachten	觀看	beobachten	觀看	V;NFIN	V
sammeln	收集	sammeln	收集	V;NFIN	V
sammeln	收集	sammeln	收集	V;NFIN	V
sammeln	聚集	sammeln	聚集	V;NFIN	V
dauerhaft	耐用	dauerhaft	耐用	ADJ	ADJ
angriffe	襲擊	angreifen	襲擊	N;NOM;PL	N
durchschnittliche	平均	durchschnittlich	平均	ADJ;NOM;FEM;PL	ADJ
gebäuden	建築	gebäuden	建築	V;NFIN	V
zufällig	隨機	zufällig	隨機	ADJ	ADJ
ausgewiesen	指定	ausweisen	指定	V;V.PTCP	V
aktionen	推廣	aktion	推廣	V;NFIN	V
aktionen	促銷	aktion	促銷	V;NFIN	V
aktionen	晉升	aktion	晉升	V;NFIN	V
wahr	真實	wahr	真實	ADJ	ADJ
abfluss	水渠	abfließen	水渠	N;SG	N
gliederung	結構	gliederung	結構	N;NOM;FEM;SG	N
gliederung	版面	gliederung	版面	N;NOM;FEM;SG	N
gliederung	佈局	gliederung	佈局	N;NOM;FEM;SG	N
gliederung	提綱	gliederung	提綱	N;NOM;FEM;SG	N
gliederung	概要	gliederung	概要	N;NOM;FEM;SG	N
gliederung	大綱	gliederung	大綱	N;NOM;FEM;SG	N
gliederung	輪廓	gliederung	輪廓	N;NOM;FEM;SG	N
sekretär	秘書	sekretär	秘書	N	N
beenden	退出	beenden	退出	V;NFIN	V
beenden	完成	beenden	完成	V;NFIN	V
beenden	結束	beenden	結束	V;NFIN	V
beenden	終止	beenden	終止	V;NFIN	V
beenden	退出	beenden	退出	V;NFIN	V
beenden	出境	beenden	出境	V;NFIN	V
wand	壁	wand	壁	N;NOM;FEM;SG	N
wand	牆壁	wand	牆壁	N;NOM;FEM;SG	N
wand	圍牆	wand	圍牆	N;NOM;FEM;SG	N
wand	牆	wand	牆	N;NOM;FEM;SG	N
wand	魔杖	wand	魔杖	N;NOM;FEM;SG	N
diözese	教區	diözese	教區	N;NOM;FEM;SG	N
glocken	鐘	glock	鐘	N;NOM;PL	N
glocken	鈴	glock	鈴	N;NOM;PL	N
glocken	鐘聲	glock	鐘聲	N;NOM;PL	N
journalisten	記者	journalist	記者	N	N
journalisten	記者	journalist	記者	N	N
durchbruch	突破	durchbruchen	突破	V;IND;SG;3;FIN	V
durchbruch	突破	durchbruchen	突破	V;IND;SG;3;FIN	V
hochzeit	婚禮	hochzeit	婚禮	N;NOM;FEM;SG	N
hochzeit	婚姻	hochzeit	婚姻	N;NOM;FEM;SG	N
hochzeit	婚禮	hochzeit	婚禮	N;NOM;FEM;SG	N
kapazität	能力	kapazität	能力	N;NOM;FEM;SG	N
kapazität	容量	kapazität	容量	N;NOM;FEM;SG	N
kapazität	能力	kapazität	能力	N;NOM;FEM;SG	N
erziehung	育兒	erziehung	育兒	N;NOM;FEM;SG	N
erziehung	教育	erziehung	教育	N;NOM;FEM;SG	N
erziehung	學歷	erziehung	學歷	N;NOM;FEM;SG	N
erziehung	教養	erziehung	教養	N;NOM;FEM;SG	N
erziehung	撫育	erziehung	撫育	N;NOM;FEM;SG	N
enge	狹窄	eng	狹窄	ADJ;NOM;FEM;SG	ADJ
verbände	社團	verbänden	社團	N;NOM;PL	N
verbände	繃帶	verbänden	繃帶	N;NOM;PL	N
gefangen	抓到	fangen	抓到	V;V.PTCP	V
gefangen	被	fangen	被	V;V.PTCP	V;PASS
statue	雕像	statu	雕像	N;NOM;SG	N
statue	雕塑	statu	雕塑	N;NOM;SG	N
statue	塑像	statu	塑像	N;NOM;SG	N
mythologie	神話	mythologie	神話	N;NOM;FEM;SG	N
gestalten	塑造	gestalten	塑造	V;NFIN	V
verzeichnis	列表	verzeichnis	列表		
therapie	治療	therapie	治療	N;SG	N
therapie	療	therapie	療	N;SG	N
therapie	療	therapie	療	N;SG	N
erwartet	預計	erwarten	預計	V;V.PTCP	V
erwartet	預計	erwarten	預計	V;V.PTCP	V
erzeugen	創建	erzeugen	創建	V;NFIN	V
erzeugen	產生	erzeugen	產生	V;NFIN	V
erzeugen	生成	erzeugen	生成	V;NFIN	V
erzeugen	生成	erzeugen	生成	V;NFIN	V
erzeugen	創建	erzeugen	創建	V;NFIN	V
meinungen	評語	meinungen	評語	V;NFIN	V
flüsse	流	flüssen	流	N;NOM;MASC;PL	N
flüsse	溪流	flüssen	溪流	N;NOM;MASC;PL	N
flüsse	河流	flüssen	河流	N;NOM;MASC;PL	N
million	百萬	Million	百萬	NUM	NUM
million	百萬	Million	百萬	NUM	NUM
verkaufen	賣	verkaufen	賣	V;NFIN	V
verkaufen	出售	verkaufen	出售	V;NFIN	V
verkaufen	銷售	verkaufen	銷售	V;NFIN	V
verkaufen	賣	verkaufen	賣	V;NFIN	V
kreise	圓	kreis	圓		
teilnehmen	參加	teilnehmen	參加	V;NFIN	V
teilnehmen	參與	teilnehmen	參與	V;NFIN	V
teilnehmen	參加	teilnehmen	參加	V;NFIN	V
zulassung	授權	zulassung	授權	N	N
sammlungen	收藏	sammlung	收藏	N;NOM;FEM;PL	N
sammlungen	收藏	sammlung	收藏	N;NOM;FEM;PL	N
steine	磚頭	stein	磚頭	N	N
steine	磚	stein	磚	N	N
steine	磚塊	stein	磚塊	N	N
steine	石	stein	石	N	N
steine	石頭	stein	石頭	N	N
steine	瓷磚	stein	瓷磚	N	N
steine	岩	stein	岩	N	N
steine	岩石	stein	岩石	N	N
schwach	虛弱	schwach	虛弱	ADJ	ADJ
schwach	軟弱	schwach	軟弱	ADJ	ADJ
schwach	薄弱	schwach	薄弱	ADJ	ADJ
gefällt	喜歡	gefallen	喜歡	V;IND;SG;3;PRS;FIN	V
vorstellen	引入	vorstellen	引入	V;NFIN	V
durchschnittlich	平均	durchschnittlich	平均	ADJ	ADJ
konkret	具體	konkret	具體	ADJ	ADJ
qualifizierte	熟練	qualifizieren	熟練	V;IND;SG;3;PST;FIN	V
qualifizierte	合格	qualifizieren	合格	V;IND;SG;3;PST;FIN	V
produktionen	製作	produktion	製作	V;NFIN	V
tausend	千	tausend	千	NUM	NUM
tausend	數千	tausend	數千	NUM	NUM
gattungen	屬	gattung	屬	N;NOM;FEM;PL	N
gattungen	流派	gattung	流派	N;NOM;FEM;PL	N
tür	門口	tür	門口	N	N
tür	門	tür	門	N	N
tür	門	tür	門	N	N
veranstaltet	主辦	veranstalten	主辦	V;V.PTCP	V
fliegen	飛行	fliegen	飛行	V;NFIN	V
übertragung	傳送	übertragung	傳送	V;IND;SG;3;PRS;FIN	V
übertragung	直播	übertragung	直播	V;IND;SG;3;PRS;FIN	V
übertragung	播放	übertragung	播放	V;IND;SG;3;PRS;FIN	V
übertragung	播出	übertragung	播出	V;IND;SG;3;PRS;FIN	V
übertragung	轉移	übertragung	轉移	V;IND;SG;3;PRS;FIN	V
übertragung	轉帳	übertragung	轉帳	V;IND;SG;3;PRS;FIN	V
übertragung	轉讓	übertragung	轉讓	V;IND;SG;3;PRS;FIN	V
übertragung	轉移	übertragung	轉移	V;IND;SG;3;PRS;FIN	V
betrachten	考慮	betrachten	考慮	V;NFIN	V
kauf	採購	kauf	採購	N;SG	N
these	命題	these	命題	N;NOM	N
these	論文	these	論文	N;NOM	N
prozesse	審判	prozeß	審判	N;PL	N
prozesse	訴訟	prozeß	訴訟	N;PL	N
kommune	公社	kommun	公社	N;NOM;FEM;SG	N
kommune	市	kommun	市	N;NOM;FEM;SG	N
gelöst	溶解	lösen	溶解	V;V.PTCP	V
geschätzt	估計	schätzen	估計	V;V.PTCP	V
geschätzt	預估	schätzen	預估	V;V.PTCP	V
beurteilen	判斷	beurteilen	判斷	V;NFIN	V
streifen	脫	streifen	脫	V;NFIN	V
streifen	脫衣	streifen	脫衣	V;NFIN	V
typen	類型	typen	類型	N;NOM;PL	N
begraben	喪葬	begraben	喪葬	V;V.PTCP	V
begraben	葬	begraben	葬	V;V.PTCP	V
begraben	埋葬	begraben	埋葬	V;V.PTCP	V
begraben	埋葬	begraben	埋葬	V;V.PTCP	V
begraben	埋葬	begraben	埋葬	V;V.PTCP	V
einstellen	設	einstellen	設	V;NFIN	V
einstellen	設定	einstellen	設定	V;NFIN	V
einstellen	設定	einstellen	設定	V;NFIN	V
nahrung	糧食	nahrung	糧食	N;NOM;FEM;SG	N
nahrung	食品	nahrung	食品	N;NOM;FEM;SG	N
nahrung	食物	nahrung	食物	N;NOM;FEM;SG	N
nahrung	營養	nahrung	營養	N;NOM;FEM;SG	N
nahrung	膳食	nahrung	膳食	N;NOM;FEM;SG	N
sichern	備用	sichern	備用	V;NFIN	V
sichern	支援	sichern	支援	V;NFIN	V
sichern	備份	sichern	備份	V;NFIN	V
hängen	絞刑	hängen	絞刑	V;NFIN	V
doktor	醫師	doktor	醫師	N;SG	N
doktor	醫生	doktor	醫生	N;SG	N
doktor	博士	doktor	博士	N;SG	N
rückzug	撤回	rückzug	撤回	V;SG	V
rückzug	收回	rückzug	收回	V;SG	V
rückzug	退	rückzug	退	V;SG	V
rückzug	撤退	rückzug	撤退	V;SG	V
wiederhergestellt	恢復	wiederherstellen	恢復	V;V.PTCP	V
bogen	鞠躬	biegen	鞠躬		
spielern	球員	spielern	球員	N;PL	N
spielern	玩家	spielern	玩家	N;PL	N
spielern	賭徒	spielern	賭徒	N;PL	N
gebraucht	需要	brauchen|gebrauchen	需要	V;V.PTCP	V
gebraucht	使用	brauchen|gebrauchen	使用	V;V.PTCP	V
bäume	樹	bäumen	樹	N;NOM;MASC;PL	N
bäume	樹木	bäumen	樹木	N;NOM;MASC;PL	N
bäume	樹	bäumen	樹	N;NOM;MASC;PL	N
bäume	樹木	bäumen	樹木	N;NOM;MASC;PL	N
liefern	提供	liefern	提供	V;NFIN	V
liefern	交付	liefern	交付	V;NFIN	V
brücken	橋	brücken	橋	N;NOM;FEM;PL	N
brücken	橋	brücken	橋	N;NOM;FEM;PL	N
brücken	艦橋	brücken	艦橋	N;NOM;FEM;PL	N
brücken	大橋	brücken	大橋	N;NOM;FEM;PL	N
echte	真實	echt	真實	ADJ;NOM;FEM;PL	ADJ
wählen	撥	wählen	撥	V;NFIN	V
wählen	選擇	wählen	選擇	V;NFIN	V
wählen	選取	wählen	選取	V;NFIN	V
wählen	選擇	wählen	選擇	V;NFIN	V
intensiv	激烈	intensiv	激烈	ADJ	ADJ
hände	手	hand	手	N;NOM;FEM;PL	N
graben	挖	graben	挖	V;NFIN	V
graben	挖掘	graben	挖掘	V;NFIN	V
graben	挖	graben	挖	V;NFIN	V
berühmten	著名	berühmt	著名	ADJ;PL	ADJ
bewegt	移動	bewegen	移動	V;IND;SG;3;PRS;FIN	V
bewegt	感動	bewegen	感動	V;IND;SG;3;PRS;FIN	V
bewegt	感動	bewegen	感動	V;IND;SG;3;PRS;FIN	V
erinnerungen	記憶	erinnerung	記憶	N;NOM;FEM;PL	N
erinnerungen	記憶	erinnerung	記憶	N;NOM;FEM;PL	N
erinnerungen	記憶	erinnerung	記憶	N;NOM;FEM;PL	N
erinnerungen	記憶	erinnerung	記憶	N;NOM;FEM;PL	N
erzielen	實現	erzielen	實現	V;NFIN	V
hochschulen	大學	hochschulen	大學	N;NOM;FEM;PL	N
hochschulen	學院	hochschulen	學院	N;NOM;FEM;PL	N
hochschulen	院校	hochschulen	院校	N;NOM;FEM;PL	N
hochschulen	機構	hochschulen	機構	N;NOM;FEM;PL	N
behaupten	斷言	behaupten	斷言	V;NFIN	V
behaupten	索賠	behaupten	索賠	V;NFIN	V
behaupten	認領	behaupten	認領	V;NFIN	V
behaupten	聲稱	behaupten	聲稱	V;NFIN	V
werft	船廠	werfen	船廠	N;NOM;FEM;SG	N
werft	院子	werfen	院子	N;NOM;FEM;SG	N
werft	碼	werfen	碼	N;NOM;FEM;SG	N
