اتھاہ	adanc	اتھاہ	adanc		
باریک	minut	باریک	minut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باریک	slăbănog	باریک	slab	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باڑ	potop	باڑ	potop		
باڑ	potop	باڑ	potop		
باڑھ	potop	باڑھ	potop		
باز	spate	باز	spate	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	harrier	باز	harrier	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	actor	باز	actor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	agent	باز	agent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	hawk	باز	hawk	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	spate	باز	spate	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	open	باز	open	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	harrier	باز	harrier	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	actor	باز	actor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	agent	باز	agent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باز	hawk	باز	hawk	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازار	comerț	بازار	comerț	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازار	business	بازار	business	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازار	mart	بازار	mart	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازار	preț	بازار	preț	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازار	market	بازار	market	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازاری	comună	بازاری	comun	ADJ	ADJ;INDF;FEM;SG
بازاری	comun	بازاری	comun	ADJ	ADJ;INDF;MASC;SG
بازاری	frecvente	بازاری	frecvent	ADJ	ADJ;INDF;FEM;PL
بازاری	scăzută	بازاری	scăzut	ADJ	ADJ;INDF;FEM;SG
بازاری	scăzut	بازاری	scăzut	ADJ	ADJ;INDF;MASC;SG
بازاری	zgârcit	بازاری	zgârci	ADJ	ADJ;INDF;MASC;SG
بازاری	ieftină	بازاری	ieftină	ADJ	ADJ;INDF;FEM;SG
بازاری	vulgar	بازاری	vulgar	ADJ	ADJ;INDF;MASC;SG
بازاری	vulgare	بازاری	vulgare	ADJ	ADJ;INDF;FEM;PL
بازاری	vulgară	بازاری	vulgar	ADJ	ADJ;INDF;FEM;SG
بازاری	ordinar	بازاری	ordinar	ADJ	ADJ;INDF;MASC;SG
بازاری	obișnuit	بازاری	obișnuit	ADJ	ADJ;INDF;MASC;SG
بازاری	ordinare	بازاری	ordinare	ADJ	ADJ;INDF;FEM;PL
بازاری	obișnuită	بازاری	obișnuit	ADJ	ADJ;INDF;FEM;SG
بازگشت	retur	بازگشت	retur	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	sport	بازی	sport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	hazard	بازی	hazard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	pericol	بازی	pericol	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	pariu	بازی	pariu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	trick	بازی	trick	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	truc	بازی	truc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	sport	بازی	sport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	hazard	بازی	hazard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	pericol	بازی	pericol	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	pariu	بازی	pariu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	joc	بازی	joc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	trick	بازی	trick	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بازی	truc	بازی	truc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
باغی	rebel	باغی	rebel	ADJ	ADJ;INDF;MASC;SG
باغی	rebelă	باغی	rebel	ADJ	ADJ;INDF;FEM;SG
باغیانہ	rebelă	باغیانہ	rebel	ADJ	ADJ;INDF;FEM;SG
باقیات	relicve	باقیات	relicvă	N;NOM;MASC;PL;3	N;INDF;FEM;PL
باقیات	reziduuri	باقیات	reziduu	N;NOM;MASC;PL;3	N;INDF;FEM;PL
بال	păr	بال	păr	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بال	stat	بال	stat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بال	power	بال	power	N;NOM;MASC;SG;3	N
بال	copil	بال	copil	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بال	pinion	بال	pinion	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِالالتزام	regulat	بِالالتزام	regulat	ADV	ADV
بالائی	superficială	بالائی	superficial	ADJ	ADJ;INDF;FEM;SG
بالائی	superficiale	بالائی	superficial	ADJ	ADJ;INDF;FEM;PL
بالائی	suplimentar	بالائی	suplimentar	ADJ	ADJ;INDF;MASC;SG
بالائی	suplimentare	بالائی	suplimentar	ADJ	ADJ;INDF;FEM;PL
بالائی	suplimentar	بالائی	suplimentar	ADJ	ADJ;INDF;MASC;SG
بالائی	extraordinara	بالائی	extraordinar	ADJ	ADJ;DEF;FEM;SG
بالائی	extraordinară	بالائی	extraordinar	ADJ	ADJ;INDF;FEM;SG
بالائی	extraordinare	بالائی	extraordinar	ADJ	ADJ;INDF;FEM;PL
بالائی	superficială	بالائی	superficial	ADJ	ADJ;INDF;FEM;SG
بالائی	superficiale	بالائی	superficial	ADJ	ADJ;INDF;FEM;PL
بالائی	suplimentar	بالائی	suplimentar	ADJ	ADJ;INDF;MASC;SG
بالائی	suplimentare	بالائی	suplimentar	ADJ	ADJ;INDF;FEM;PL
بالائی	suplimentar	بالائی	suplimentar	ADJ	ADJ;INDF;MASC;SG
بالائی	extraordinara	بالائی	extraordinar	ADJ	ADJ;DEF;FEM;SG
بالائی	extraordinară	بالائی	extraordinar	ADJ	ADJ;INDF;FEM;SG
بالائی	extraordinare	بالائی	extraordinar	ADJ	ADJ;INDF;FEM;PL
بالغ	adultă	بالغ	adult	ADJ	ADJ;INDF;FEM;SG
بالغ	matură	بالغ	matur	ADJ	ADJ;INDF;FEM;SG
بالغ	matur	بالغ	matur	ADJ	ADJ;INDF;MASC;SG
بالغ	maturi	بالغ	matur	ADJ	ADJ;INDF;MASC;PL
دربان	gardian	دربان	gardian	N;NOM;MASC;SG;3	N;INDF;MASC;SG
دربان	paznic	دربان	paznic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
دربان	gardian	دربان	gardian	N;NOM;MASC;SG;3	N;INDF;MASC;SG
دربان	paznic	دربان	paznic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بانٹ	share	بانٹ	share		
بانٹ	fortune	بانٹ	fortune		
بانٹنا	divide	بانٹ	divid	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بانچنا	citește	بانچ	citi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بانچنا	citeste	بانچ	citesc	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بانچنا	descrie	بانچ	descrie	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بانچنا	descifra	بانچ	descifra	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بانچنا	menționez	بانچ	menționa	V;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
بانچنا	studiază	بانچ	studia	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
باندھنا	leaga	باندھنا	lega	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
باندھنا	arestati	باندھنا	aresta	V;NFIN;ACT	V;IND;PL;2;IPFV;FIN
باندھنا	construieste	باندھنا	construi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
باندھنا	construi	باندھنا	construi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
باندھنا	construiesc	باندھنا	construi	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
باندھنا	impună	باندھنا	impune	V;NFIN;ACT	V;SBJV;3;PRS;FIN
باندھنا	impun	باندھنا	impune	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
باندھنا	impune	باندھنا	impune	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
باندھنا	compune	باندھنا	compune	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
باندھنا	compun	باندھنا	compune	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
باندھنا	aduna	باندھنا	aduna	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
باندھنا	verifică	باندھنا	verifica	V;NFIN;ACT	V;IND;SG;3;PST;FIN
باندھنا	verifica	باندھنا	verifica	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بانس	bambus	بانس	bambus	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بانکا	strâmb	بانکا	strâmb		
بانکا	destept	بانکا	destept		
بانکا	strâmb	بانکا	strâmb		
بانکا	destept	بانکا	destept		
باو	vant	باو	vant		
باہر	dincolo	باہر	dincolo	ADV;NOM;MASC;SG;3	ADV
باہر	afara	باہر	afara	ADV;NOM;MASC;SG;3	ADV
باہر	afară	باہر	afară	ADV;NOM;MASC;SG;3	ADV
باہر	departe	باہر	departe	ADV;NOM;MASC;SG;3	ADV
باہر	dincolo	باہر	dincolo	ADV;NOM;MASC;SG;3	ADV
باہر	afara	باہر	afara	ADV;NOM;MASC;SG;3	ADV
باہر	afară	باہر	afară	ADV;NOM;MASC;SG;3	ADV
باہر	afara	باہر	afara	ADV;NOM;MASC;SG;3	ADV
باہر	afară	باہر	afară	ADV;NOM;MASC;SG;3	ADV
باہر	departe	باہر	departe	ADV;NOM;MASC;SG;3	ADV
باہم	împreuna	باہم	împreuna		
باہم	impreuna	باہم	impreuna		
باہمی	comună	باہمی	comun	ADJ	ADJ;INDF;FEM;SG
باہمی	comun	باہمی	comun	ADJ	ADJ;INDF;MASC;SG
باہمی	frecvente	باہمی	frecvent	ADJ	ADJ;INDF;FEM;PL
باہمی	partajate	باہمی	partaja	ADJ	ADJ;INDF;FEM;PL
باہمی	distribuit	باہمی	distribui	ADJ	ADJ;INDF;MASC;SG
باہمی	distribuite	باہمی	distribuit	ADJ	ADJ;INDF;FEM;PL
باہمی	distribuită	باہمی	distribui	ADJ	ADJ;INDF;FEM;SG
باہمی	comună	باہمی	comun	ADJ	ADJ;INDF;FEM;SG
باہمی	comun	باہمی	comun	ADJ	ADJ;INDF;MASC;SG
باہمی	frecvente	باہمی	frecvent	ADJ	ADJ;INDF;FEM;PL
باہمی	reciprocă	باہمی	reciproc	ADJ	ADJ;INDF;FEM;SG
باہمی	reciproce	باہمی	reciproc	ADJ	ADJ;INDF;FEM;PL
باہمی	reciproce	باہمی	reciproc	ADJ	ADJ;INDF;FEM;PL
باہمی	partajate	باہمی	partaja	ADJ	ADJ;INDF;FEM;PL
باہمی	distribuit	باہمی	distribui	ADJ	ADJ;INDF;MASC;SG
باہمی	distribuite	باہمی	distribuit	ADJ	ADJ;INDF;FEM;PL
باہمی	distribuită	باہمی	distribui	ADJ	ADJ;INDF;FEM;SG
باہن	urmări	باہن	urmări		
ببر	leu	ببر	leu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
ببر	lion	ببر	lion	N;NOM;MASC;SG;3	N;INDF;MASC;SG
ببکارنا	striga	ببکار	striga	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
ببکارنا	strigă	ببکار	striga	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بِپتا	suferind	بڑپ	suferi	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بِت	inseamna	بِت	inseamna		
بتاس	vant	بتاس	vant		
بتانا	preda	بتا	preda	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	explică	بتا	explica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بتانا	explica	بتا	explica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	indică	بتا	indica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بتانا	arată	بتا	arăta	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	arata	بتا	arata	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	afișează	بتا	afișa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	descrie	بتا	descrie	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بتانا	demonstra	بتا	demonstra	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	demonstrează	بتا	demonstra	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	demonstreaza	بتا	demonstreaza	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	semnifica	بتا	semnifica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	preda	بتا	preda	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	dezvăluie	بتا	dezvălui	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	explică	بتا	explica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بتانا	explica	بتا	explica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	indică	بتا	indica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بتانا	arată	بتا	arăta	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	arata	بتا	arata	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	afișează	بتا	afișa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	descrie	بتا	descrie	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بتانا	demonstra	بتا	demonstra	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتانا	demonstrează	بتا	demonstra	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بتانا	demonstreaza	بتا	demonstreaza	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بتاؤں	vinete	بتاوا	venet	N;ACC;MASC;PL;3	N;INDF;FEM;PL
بتلانا	descrie	بتلانا	descrie	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِتھارنا	presară	بِتھار	presar	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بٹ	share	بٹ	share		
بٹ	rid	بٹ	rid		
بٹانا	cooperează	بٹا	coopera	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بٹانا	ajută	بٹا	ajuta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بٹورنا	primi	بٹور	primi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بٹورنا	primește	بٹور	primi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بٹورنا	obține	بٹور	obține	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بٹورنا	colectează	بٹور	colecta	V;NFIN;ACT	V;IND;3;PRS;FIN
بٹورنا	colecta	بٹور	colecta	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بٹورنا	aduna	بٹور	aduna	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بجالانا	efectuează	بجالانا	efectua	V;NFIN;ACT	V;IND;3;PRS;FIN
بجالانا	efectua	بجالانا	efectua	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بجالانا	execută	بجالانا	executa	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بِجار	strong	بِجار	strong		
بجر	fulger	بجر	fulger		
بجر	strong	بجر	strong		
بجر	lene	بجر	lene		
بجز	fara	بجز	fară		
بجز	fara	بجز	fară		
بجوڑنا	bate	بجوڑ	bate	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بجے	timp	بج	timp	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بچا	rămase	بچا	rămâne	V;ACT	V;IND;SG;3;PST;FIN
بِچار	parere	بِچار	parere		
بِچار	ghici	بِچار	ghic		
بِچارنا	estimează	بِچار	estima	V;NFIN;ACT	V;IND;3;PRS;FIN
بِچارنا	examinează	بِچار	examina	V;NFIN;ACT	V;IND;3;PRS;FIN
بِچارنا	decide	بِچار	decide	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِچارنا	gandeste	بِچار	gandeste	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِچارنا	gândiți	بِچار	gândi	V;NFIN;ACT	V;IND;PL;2;IPFV;FIN
بچانا	evită	بچا	evita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچانا	evita	بچا	evita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	apără	بچا	apăra	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچانا	apara	بچا	apara	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	salveaza	بچا	salvează	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	salvează	بچا	salva	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچانا	rezervă	بچا	rezerva	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچانا	rezervă	بچا	rezerva	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچانا	evită	بچا	evita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچانا	evita	بچا	evita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	apără	بچا	apăra	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچانا	apara	بچا	apara	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	salveaza	بچا	salvează	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	salvează	بچا	salva	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچانا	proteja	بچا	proteja	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	protejeaza	بچا	protejeaza	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچانا	protejează	بچا	proteja	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچانا	rezervă	بچا	rezerva	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچانا	rezervă	بچا	rezerva	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچت	profit	بچت	profit	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	reziduu	بچت	reziduu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	câștig	بچت	câștig	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	excedent	بچت	excedent	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	surplus	بچت	surplus	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	echilibru	بچت	echilibru	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	balans	بچت	balans	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچت	sold	بچت	sold	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بچنا	recuperează	بچ	recupera	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچنا	recupera	بچ	recupera	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچنا	trăiască	بچ	trăi	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بچنا	recuperează	بچ	recupera	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بچنا	recupera	بچ	recupera	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچنا	evită	بچ	evita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بچنا	evita	بچ	evita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بچنا	trăiască	بچ	trăi	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بچّہ	baby	بچّہ	baby		
بچّہ	bebe	بچّہ	bebe		
بچّہ	fiule	بچّہ	fiu		
بِچھڑا	plecat	بڑچھڑا	pleca	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
بِچھڑانا	separă	بِچھڑا	separa	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بِچھڑنا	mor	بنچھڑ	muri	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
بِچھڑنا	mori	بنچھڑ	muri	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
بِچھڑنا	expiră	بنچھڑ	expira	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بِچھلنا	separă	بِچھل	separa	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِچھلنا	alunecă	بِچھل	aluneca	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِچھنا	distruge	بنچھ	distruge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِچھوڑنا	separă	بِچھوڑنا	separa	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بِحار	mările	بِحار	mare	N	N;DEF;FEM;PL
بِحار	oceanele	بِحار	ocen	N	N;DEF;FEM;PL
بِحار	oceanelor	بِحار	ocen	N	N;DEF;FEM;PL
بِحار	oceane	بِحار	ocen	N	N;INDF;FEM;PL
بحال	stabilit	بحال	stabili	ADJ	ADJ;INDF;MASC;SG
بحال	stabilită	بحال	stabilit	ADJ	ADJ;INDF;FEM;SG
بحال	confirmate	بحال	confirmat	ADJ	ADJ;INDF;FEM;PL
بحال	confirmată	بحال	confirma	ADJ	ADJ;INDF;FEM;SG
بحال	confirmat	بحال	confirma	ADJ	ADJ;INDF;MASC;SG
بحال	repus	بحال	repune	ADJ	ADJ;INDF;MASC;SG
بحال	reinstalat	بحال	reinstala	ADJ	ADJ;INDF;MASC;SG
بحال	restaurat	بحال	restaurat	ADJ	ADJ;INDF;MASC;SG
بحال	restaurată	بحال	restaurat	ADJ	ADJ;INDF;FEM;SG
بحال	restabilit	بحال	restabili	ADJ	ADJ;INDF;MASC;SG
بحال	restabilită	بحال	restabilit	ADJ	ADJ;INDF;FEM;SG
بحال	vesel	بحال	vesel	ADJ	ADJ;INDF;MASC;SG
بحال	veselă	بحال	vesel	ADJ	ADJ;INDF;FEM;SG
بحال	voios	بحال	voios	ADJ	ADJ;INDF;MASC;SG
بحت	pure	بحت	pur		
بحث	litigiu	بحث	litigiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بحث	argument	بحث	argument	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بحث	litigiu	بحث	litigiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بحث	argument	بحث	argument	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بُحران	criză	بُحران	criză	N	N;INDF;FEM;SG
بُحران	criza	بُحران	criză	N	N;DEF;FEM;SG
بُحران	delir	بُحران	delir	N	N;INDF;MASC;SG
بحری	marin	بحری	marin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بحری	naval	بحری	naval	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بُحور	oceanele	بُحور	ocen	N	N;DEF;FEM;PL
بُحور	oceanelor	بُحور	ocen	N	N;DEF;FEM;PL
بُحور	oceane	بُحور	ocen	N	N;INDF;FEM;PL
بخرا	share	بخرا	share		
بخشش	cadou	بخشش	cadou	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بخشش	pont	بخشش	pont	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بخشش	sfat	بخشش	sfat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بخشش	cadou	بخشش	cadou	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بخشنا	iartă	بخشنا	iartă	V;SG;ACT	V;IND;3;PRS;FIN
بخشنا	conferă	بخشنا	conferi	V;SG;ACT	V;IND;3;PRS;FIN
بخیہ	inseamna	بخیہ	inseamna		
بد	purcel	بد	purcel	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بد	porc	بد	porc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بد	vicios	بد	vicios	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بد	bad	بد	bad	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بدتر	inferiori	بدتر	inferior	ADJ	ADJ;INDF;MASC;PL
بدتر	inferioară	بدتر	inferior	ADJ	ADJ;INDF;FEM;SG
بدتر	inferior	بدتر	inferior	ADJ	ADJ;INDF;MASC;SG
بدتمیز	cochet	بدتمیز	cochet	ADJ	ADJ;INDF;MASC;SG
بدتمیز	bădăran	بدتمیز	bădăran	ADJ	ADJ;INDF;MASC;SG
بدتمیز	obraznic	بدتمیز	obraznic	ADJ	ADJ;INDF;MASC;SG
بدتمیز	insolent	بدتمیز	insolent	ADJ	ADJ;INDF;MASC;SG
بدتمیز	nepoliticos	بدتمیز	nepoliticos	ADJ	ADJ;INDF;MASC;SG
بدتوفیق	incompetent	بدتوفیق	incompetent	ADJ	ADJ;INDF;MASC;SG
بدعقیدہ	eretic	بدعقیدہ	eretic	ADJ	ADJ;INDF;MASC;SG
بدعقیدہ	sceptic	بدعقیدہ	sceptic	ADJ	ADJ;INDF;MASC;SG
بدعقیدہ	sceptică	بدعقیدہ	sceptic	ADJ	ADJ;INDF;FEM;SG
بدعنوان	corupte	بدعنوان	corupt	ADJ	ADJ;INDF;FEM;PL
بدعنوان	coruptă	بدعنوان	corupt	ADJ	ADJ;INDF;FEM;SG
بدعنوان	corupt	بدعنوان	corupt	ADJ	ADJ;INDF;MASC;SG
بدلحاظ	indecent	بدلح	indecent	ADV	ADV
بدمذاق	literatură	بدمذاق	literatură	N	N;INDF;FEM;SG
بدمذاق	literatura	بدمذاق	literatură	N	N;DEF;FEM;SG
بدمذاق	muzică	بدمذاق	muzică	N	N;INDF;FEM;SG
بدمذاق	muzica	بدمذاق	muzică	N	N;DEF;FEM;SG
بدنام	defăimat	بدنام	defăimat	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بدنام	defăimat	بدنام	defăimat	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بدنام	notoriu	بدنام	notoriu	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بِد	nuts	بِد	nuts		
بِدا	adio	بِدا	adio		
بدَر	out	بدَر	out		
بِدکانا	sperie	بِدکانا	speria	V;ACT	V;IND;SG;3;PST;FIN
بِدکانا	înstrăina	بِدکانا	înstrăina	V;ACT	V;IND;SG;3;IPFV;FIN
بدل	schimba	بدل	schimba	V;ACT	V;IND;SG;3;IPFV;FIN
بدل	schimbă	بدل	schimba	V;ACT	V;IND;SG;3;PST;FIN
بدل	schimba	بدل	schimba	V;ACT	V;IND;SG;3;IPFV;FIN
بدل	schimbă	بدل	schimba	V;ACT	V;IND;SG;3;PST;FIN
بدلنا	modifică	بدل	modifica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	varia	بدل	varia	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بدلنا	variază	بدل	varia	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بدلنا	transferă	بدل	transfera	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	transformă	بدل	transforma	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	transforma	بدل	transforma	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
