and	ja	and	ja	CONJ	CONJ
main	pääasiallinen	main	pää#asiallinen	ADJ	ADJ;NOM;SG
language	kieli	language	kieli	N;SG	N;NOM;SG
french	ranskalainen	french	ranskalainen	ADJ	ADJ;NOM;SG
https	https	http	https	N;SG	N;NOM;SG
named	nimetty	name	nimetä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
note	huomautus	note	huomautus	N;SG	N;NOM;SG
career	uran	career	ura	N;SG	N;GEN;SG
career	ura	career	ura	N;SG	N;NOM;SG
original	alkuperäinen	original	alku#peräinen	ADJ	ADJ;NOM;SG
original	alkuperäiset	original	alku#peräinen	ADJ	ADJ;NOM;PL
age	iän	age	ikä	N;SG	N;GEN;SG
age	ikää	age	ikä	N;SG	N;PRT;SG
age	ikä	age	ikä	N;SG	N;NOM;SG
service	palvelun	service	palvelu	N;SG	N;GEN;SG
service	palvelu	service	palvelu	N;SG	N;NOM;SG
service	palvelua	service	palvelu	N;SG	N;PRT;SG
established	perustettu	establish	perustaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
said	sanoi	say	sanoa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
website	sivuston	website	sivusto	N;SG	N;GEN;SG
website	sivusto	website	sivusto	N;SG	N;NOM;SG
website	verkkosivusto	website	verkko#sivusto	N;SG	N;NOM;SG
population	väestö	population	väestö	N;SG	N;NOM;SG
population	väkiluku	population	väki#luku	N;SG	N;NOM;SG
population	väestön	population	väestö	N;SG	N;GEN;SG
air	ilma	air	ilma	N;SG	N;NOM;SG
air	ilmaa	air	ilma	N;SG	N;PRT;SG
german	saksalainen	german	saksalainen	ADJ	ADJ;NOM;SG
law	laki	law	laki	N;SG	N;NOM;SG
law	oikeustieteen	law	oikeus#tiede	N;SG	N;GEN;SG
law	lainsäädäntö	law	lain#säädäntö	N;SG	N;NOM;SG
law	lakia	law	laki	N;SG	N;PRT;SG
military	sotilaallinen	military	sotilaallinen	ADJ	ADJ;NOM;SG
great	hienoa	great	hieno	ADJ	ADJ;PRT;SG
clubs	seurat	club	seura	N;PL	N;NOM;PL
published	julkaistu	publish	julkaista	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
published	julkaistut	publish	julkaista	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
published	julkaissut	publish	julkaista	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
park	puisto	park	puisto	N;SG	N;NOM;SG
park	puistoon	park	puisto	N;SG	N;IN+ALL;SG
park	puiston	park	puisto	N;SG	N;GEN;SG
official	virkamies	official	virka#mies	N;SG	N;NOM;SG
case	case	case	case	N;SG	N;NOM;SG
case	tapauksessa	case	tapaus	N;SG	N;IN+ESS;SG
case	tapaus	case	tapaus	N;SG	N;NOM;SG
case	salkku	case	salkku	N;SG	N;NOM;SG
times	aikoja	time	aika	N;PL	N;PRT;PL
times	ajat	time	aika	N;PL	N;NOM;PL
although	vaikka	although	vaikka	CONJ	CONJ
although	vaikkakin	although	vaikka	CONJ	CONJ
small	pieni	small	pieni	ADJ	ADJ;NOM;SG
small	pienet	small	pieni	ADJ	ADJ;NOM;PL
different	erilaiset	different	erilainen	ADJ	ADJ;NOM;PL
different	erilainen	different	erilainen	ADJ	ADJ;NOM;SG
different	eri	different	eri	ADJ	ADJ
different	erilaista	different	erilainen	ADJ	ADJ;PRT;SG
get	hanki	get	hankkia	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
get	saada	get	saada	V;IMP;FIN	V;SG;NFIN;ACT
get	hae	get	hakea	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
village	kylän	village	kylä	N;SG	N;GEN;SG
village	kylä	village	kylä	N;SG	N;NOM;SG
village	kylässä	village	kylä	N;SG	N;IN+ESS;SG
closed	suljettu	close	sulkea	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
art	taide	art	taide	N;SG	N;NOM;SG
art	taidetta	art	taide	N;SG	N;PRT;SG
player	pelaajan	player	pelaaja	N;SG	N;GEN;SG
player	pelaaja	player	pelaaja	N;SG	N;NOM;SG
final	lopullinen	final	lopullinen	ADJ	ADJ;NOM;SG
community	yhteisön	community	yhteisö	N;SG	N;GEN;SG
community	yhteisö	community	yhteisö	N;SG	N;NOM;SG
again	uudestaan	again	uudestaan	ADV	ADV
again	uudelleen	again	uudelleen	ADV	ADV
again	taas	again	taas	ADV	ADV
again	jälleen	again	jälleen	ADV	ADV
began	alkanut	begin	alkaa	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
began	alkoi	begin	alkaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
began	aloitti	begin	aloittaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
army	armeija	army	armeija	N;SG	N;NOM;SG
army	armeijan	army	armeija	N;SG	N;GEN;SG
award	palkintoa	award	palkinto	N;SG	N;PRT;SG
award	palkinto	award	palkinto	N;SG	N;NOM;SG
without	ilman	without	ilman	ADV	ADV
death	kuolemaa	death	kuolema	N;SG	N;PRT;SG
death	kuoleman	death	kuolema	N;SG	N;GEN;SG
death	kuolema	death	kuolema	N;SG	N;NOM;SG
built	rakensi	build	rakentaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
built	rakennettu	build	rakentaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
men	miehiä	man	mies	N;PL	N;PRT;PL
men	miesten	man	mies	N;PL	N;GEN;PL
men	miehet	man	mies	N;PL	N;NOM;PL
large	suuret	large	suuri	ADJ	ADJ;NOM;PL
large	suuria	large	suuri	ADJ	ADJ;PRT;PL
large	iso	large	iso	ADJ	ADJ;NOM;SG
large	suuri	large	suuri	ADJ	ADJ;NOM;SG
site	sivuston	site	sivusto	N;SG	N;GEN;SG
site	sivusto	site	sivusto	N;SG	N;NOM;SG
using	käyttää	use	käyttää	V;V.MSDR	V;IND;SG;PRS;FIN;ACT
using	käyttäen	use	käyttää	V;V.MSDR	V;INS;SG;NFIN;ACT
using	käyttämällä	use	käyttää	V;V.MSDR	V;AT+ESS
;SG;NFIN;ACT
deletion	poistaminen	deletion	poistaminen	N;SG	N;NOM;SG
deletion	poisto	deletion	poisto	N;SG	N;NOM;SG
deletion	poistamista	deletion	poistaminen	N;SG	N;PRT;SG
white	valkoiset	white	valkoinen	ADJ	ADJ;NOM;PL
white	valkoinen	white	valkoinen	ADJ	ADJ;NOM;SG
white	valkoista	white	valkoinen	ADJ	ADJ;PRT;SG
five	viisi	five	viisi	NUM	NUM;NOM;SG
road	tie	road	tie	N;SG	N;NOM;SG
road	tien	road	tie	N;SG	N;GEN;SG
road	maantie	road	maantie	N;SG	N;NOM;SG
road	road	road	road	N;SG	N;NOM;SG
children	lasten	child	lapsi	N;PL	N;GEN;PL
children	lapsia	child	lapsi	N;PL	N;PRT;PL
children	lapset	child	lapsi	N;PL	N;NOM;PL
free	ilmainen	free	ilmainen	ADJ	ADJ;NOM;SG
free	vapaa	free	vapaa	ADJ	ADJ;NOM;SG
free	ilmaiseksi	free	ilmainen	ADJ	ADJ;TRANS;SG
took	otti	take	ottaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
took	vei	take	viedä	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
association	association	association	association	N;SG	N;GEN;SG
association	yhdistys	association	yhdistys	N;SG	N;NOM;SG
down	alas	down	alas	ADV	ADV
down	alaspäin	down	alaspäin	ADV	ADV
given	annettu	give	antaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
given	annetut	give	antaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
source	lähde	source	lähde	N;SG	N;NOM;SG
man	mies	man	mies	N;SG	N;NOM;SG
man	äijä	man	äijä	N;SG	N;NOM;SG
version	versio	version	versio	N;SG	N;NOM;SG
version	version	version	versio	N;SG	N;GEN;SG
version	versiota	version	versio	N;SG	N;PRT;SG
written	kirjoitettu	write	kirjoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
created	luotu	create	luoda	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
created	loi	create	luo	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
created	luodut	create	luoda	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
created	luonut	create	luoda	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
created	luotiin	create	luoda	V;PST;V.PTCP	V;IND;PST;FIN;PASS
media	media	media	media	N;SG	N;NOM;SG
media	mediaa	media	media	N;SG	N;PRT;SG
media	medialle	media	media	N;SG	N;AT+ALL;SG
black	mustat	black	musta	ADJ	ADJ;NOM;PL
black	mustaa	black	musta	ADJ	ADJ;PRT;SG
though	tosin	though	tosin	ADV	ADV
though	vaik	though	vaikka	ADV	ADV
report	kertomus	report	kertomus	N;SG	N;NOM;SG
report	mietinnön	report	mietintö	N;SG	N;GEN;SG
report	raportin	report	raportti	N;SG	N;GEN;SG
report	raportti	report	raportti	N;SG	N;NOM;SG
building	rakennuksessa	building	rakennus	N;SG	N;IN+ESS;SG
building	rakentaminen	building	rakentaminen	N;SG	N;NOM;SG
building	rakennus	building	rakennus	N;SG	N;NOM;SG
building	rakennuksen	building	rakennus	N;SG	N;GEN;SG
take	ota	take	ottaa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
division	divisioona	division	divi#sioo	N;SG	N;NOM;SG
division	jakoon	division	jako	N;SG	N;IN+ALL;SG
division	jaosto	division	jaosto	N;SG	N;NOM;SG
comment	kommentti	comment	kommentti	N;SG	N;NOM;SG
comment	kommenttia	comment	kommentti	N;SG	N;PRT;SG
comment	kommentin	comment	kommentti	N;SG	N;GEN;SG
king	kuningas	king	kuningas	N;SG	N;NOM;SG
king	kunkku	king	kunkku	N;SG	N;NOM;SG
edit	edit	edit	edit	N;SG	N;NOM;SG
edit	muokkaa	edit	muokka	N;SG	N;NOM;SG
stadium	stadion	stadium	stadion	N;SG	N;NOM;SG
stadium	stadium	stadium	stadium	N;SG	N;NOM;SG
died	kuolin	die	kuolla	V;IND;PST;FIN	V;IND;SG;1;PST;FIN;ACT
died	kuoli	die	kuolla	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
died	kuolivat	die	kuolla	V;IND;PST;FIN	V;IND;PL;3;PST;FIN;ACT
ship	laiva	ship	laiva	N;SG	N;NOM;SG
ship	alusta	ship	alku	N;SG	N;IN+ABL;SG
ship	aluksen	ship	alus	N;SG	N;GEN;SG
ship	alus	ship	alus	N;SG	N;NOM;SG
research	tutkimus	research	tutkimus	N;SG	N;NOM;SG
research	tutkimuksen	research	tutkimus	N;SG	N;GEN;SG
record	levy	record	levy	N;SG	N;NOM;SG
record	ennätys	record	ennätys	N;SG	N;NOM;SG
archive	arkistosta	archive	arkisto	N;SG	N;IN+ABL;SG
archive	arkistoon	archive	arkisto	N;SG	N;IN+ALL;SG
archive	arkisto	archive	arkisto	N;SG	N;NOM;SG
archive	arkiston	archive	arkisto	N;SG	N;GEN;SG
places	paikat	place	paikka	N;PL	N;NOM;PL
places	paikkoja	place	paikka	N;PL	N;PRT;PL
cup	kuppi	cup	kuppi	N;SG	N;NOM;SG
cup	kuppia	cup	kuppi	N;SG	N;PRT;SG
cup	muki	cup	muki	N;SG	N;NOM;SG
cup	cupin	cup	cup	N;SG	N;GEN;SG
cup	cup	cup	cup	N;SG	N;NOM;SG
records	levyt	record	levy	N;PL	N;NOM;PL
often	usein	often	usein	ADV	ADV
received	vastaanotettu	receive	vastaanottaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
received	saadut	receive	saada	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
received	saanut	receive	saada	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
received	saatu	receive	saada	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
side	puolella	side	puoli	N;SG	N;AT+ESS
;SG
side	side	side	side	N;SG	N;NOM;SG
power	teho	power	teho	N;SG	N;NOM;SG
power	power	power	power	N;SG	N;NOM;SG
power	voima	power	voima	N;SG	N;NOM;SG
power	valta	power	valta	N;SG	N;NOM;SG
power	valtaa	power	valta	N;SG	N;PRT;SG
education	koulutus	education	koulutus	N;SG	N;NOM;SG
know	tietää	know	tietää	V;IND;PRS;FIN	V;IND;SG;PRS;FIN;ACT
category	kategoria	category	kategori	N;SG	N;NOM;SG
category	luokan	category	luokka	N;SG	N;GEN;SG
category	luokka	category	luokka	N;SG	N;NOM;SG
water	vettä	water	vesi	N;SG	N;PRT;SG
water	vesi	water	vesi	N;SG	N;NOM;SG
political	poliittinen	political	poliittinen	ADJ	ADJ;NOM;SG
species	lajit	species	laji	N;PL	N;NOM;PL
species	lajien	species	laji	N;PL	N;GEN;PL
field	kenttä	field	kenttä	N;SG	N;NOM;SG
field	kenttää	field	kenttä	N;SG	N;PRT;SG
field	kentän	field	kenttä	N;SG	N;GEN;SG
near	läheltä	near	läheltä	ADV	ADV
near	lähellä	near	lähellä	ADV	ADV
near	lähelle	near	lähelle	ADV	ADV
video	videon	video	video	N;SG	N;GEN;SG
video	videossa	video	video	N;SG	N;IN+ESS;SG
video	videota	video	video	N;SG	N;PRT;SG
video	video	video	video	N;SG	N;NOM;SG
need	tarvitaan	need	tarvita	V;IND;PRS;FIN	V;IND;PRS;FIN;PASS
island	island	island	island	N;SG	N;NOM;SG
island	saarelle	island	saari	N;SG	N;AT+ALL;SG
island	saari	island	saari	N;SG	N;NOM;SG
form	muoto	form	muoto	N;SG	N;NOM;SG
form	muodossa	form	muoto	N;SG	N;IN+ESS;SG
form	lomake	form	lomake	N;SG	N;NOM;SG
find	löydä	find	löydä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
find	etsi	find	etsiä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
find	etsiä	find	etsiä	V;IMP;FIN	V;SG;NFIN;ACT
find	löytää	find	löytää	V;IMP;FIN	V;SG;NFIN;ACT
served	palveli	serve	palvella	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
served	palvellut	serve	palvella	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
project	projektia	project	projekti	N;SG	N;PRT;SG
project	projekti	project	projekti	N;SG	N;NOM;SG
project	projektin	project	projekti	N;SG	N;GEN;SG
project	hanke	project	hanke	N;SG	N;NOM;SG
project	hankkeen	project	hanke	N;SG	N;GEN;SG
radio	radion	radio	radio	N;SG	N;GEN;SG
radio	radio	radio	radio	N;SG	N;NOM;SG
works	toimii	work	toimia	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
works	työskentelee	work	työskennellä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
proposed	ehdotetut	propose	ehdottaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
proposed	ehdotettu	propose	ehdottaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
development	kehittäminen	development	kehittäminen	N;SG	N;NOM;SG
development	kehitystä	development	kehitys	N;SG	N;PRT;SG
development	kehitys	development	kehitys	N;SG	N;NOM;SG
example	esimerkki	example	esi#merkki	N;SG	N;NOM;SG
live	elä	live	elää	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
union	unioni	union	unioni	N;SG	N;NOM;SG
union	unionin	union	unioni	N;SG	N;GEN;SG
next	seuraavaksi	next	seuraavaksi	ADV	ADV
special	erityiset	special	erityinen	ADJ	ADJ;NOM;PL
special	erityinen	special	erityinen	ADJ	ADJ;NOM;SG
special	erityistä	special	erityinen	ADJ	ADJ;PRT;SG
special	erikoinen	special	erikoinen	ADJ	ADJ;NOM;SG
court	oikeus	court	oikeus	N;SG	N;NOM;SG
court	tuomioistuin	court	tuomio#istuin	N;SG	N;NOM;SG
region	alue	region	alue	N;SG	N;NOM;SG
region	alueen	region	alue	N;SG	N;GEN;SG
little	pieni	little	pieni	ADJ	ADJ;NOM;SG
little	pikku	little	pikku	ADJ	ADJ
short	lyhyet	short	lyhyt	ADJ	ADJ;NOM;PL
short	lyhyt	short	lyhyt	ADJ	ADJ;NOM;SG
province	maakunta	province	maa#kunta	N;SG	N;NOM;SG
western	läntinen	western	läntinen	ADJ	ADJ;NOM;SG
son	poika	son	poika	N;SG	N;NOM;SG
council	neuvosto	council	neuvosto	N;SG	N;NOM;SG
current	tämänhetkinen	current	tämänhetkinen	ADJ	ADJ;NOM;SG
current	tämänhetkiset	current	tämänhetkinen	ADJ	ADJ;NOM;PL
current	nykyiset	current	nykyinen	ADJ	ADJ;NOM;PL
current	nykyinen	current	nykyinen	ADJ	ADJ;NOM;SG
street	kadulle	street	katu	N;SG	N;AT+ALL;SG
street	street	street	street	N;SG	N;NOM;SG
street	katu	street	katu	N;SG	N;NOM;SG
full	täyden	full	täysi	ADJ	ADJ;GEN;SG
full	täydet	full	täysi	ADJ	ADJ;NOM;PL
full	täysi	full	täysi	ADJ	ADJ;NOM;SG
red	punaiset	red	punainen	ADJ	ADJ;NOM;PL
red	punainen	red	punainen	ADJ	ADJ;NOM;SG
red	punaista	red	punainen	ADJ	ADJ;PRT;SG
too	liian	too	liian	ADV	ADV
department	osasto	department	osasto	N;SG	N;NOM;SG
help	apua	help	apu	N;SG	N;PRT;SG
help	ohje	help	ohje	N;SG	N;NOM;SG
among	keskuudessa	among	keskuudessa	ADV	ADV
preserved	säilynyt	preserve	säilyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
preserved	säilytetty	preserve	säilyttää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
james	jamesia	jame	jamenen	N;PL	N;PRT;PL
force	voima	force	voima	N;SG	N;NOM;SG
position	asema	position	asema	N;SG	N;NOM;SG
position	kannan	position	kanta	N;SG	N;GEN;SG
position	asento	position	asento	N;SG	N;NOM;SG
position	kanta	position	kanta	N;SG	N;NOM;SG
position	sijainti	position	sijainti	N;SG	N;NOM;SG
head	pää	head	pää	N;SG	N;NOM;SG
head	päätä	head	pää	N;SG	N;PRT;SG
head	pään	head	pää	N;SG	N;GEN;SG
director	johtaja	director	johtaja	N;SG	N;NOM;SG
director	ohjaaja	director	ohjaaja	N;SG	N;NOM;SG
father	isä	father	isä	N;SG	N;NOM;SG
track	radan	track	rata	N;SG	N;GEN;SG
track	rataa	track	rata	N;SG	N;PRT;SG
track	raita	track	raita	N;SG	N;NOM;SG
track	rata	track	rata	N;SG	N;NOM;SG
http	http	http	http	N;SG	N;NOM;SG
level	tason	level	taso	N;SG	N;GEN;SG
level	tasolla	level	taso	N;SG	N;AT+ESS
;SG
level	taso	level	taso	N;SG	N;NOM;SG
late	myöhässä	late	myöhässä	ADV	ADV
late	myöhään	late	myöhään	ADV	ADV
summer	kesällä	summer	kesä	N;SG	N;AT+ESS
;SG
summer	kesää	summer	kesä	N;SG	N;PRT;SG
summer	kesä	summer	kesä	N;SG	N;NOM;SG
society	society	society	societty	N;SG	N;NOM;SG
society	yhteiskunta	society	yhteis#kunta	N;SG	N;NOM;SG
society	yhteiskunnan	society	yhteis#kunta	N;SG	N;GEN;SG
moved	siirretty	move	siirtää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
moved	siirrettiin	move	siirtää	V;PST;V.PTCP	V;IND;PST;FIN;PASS
moved	muutti	move	muuttaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
office	toimipaikka	office	toimi#paikka	N;SG	N;NOM;SG
office	toimisto	office	toimisto	N;SG	N;NOM;SG
office	virasto	office	virasto	N;SG	N;NOM;SG
period	jakso	period	jaksaa	N;SG	N;NOM;SG
period	ajanjakso	period	ajan#jakso	N;SG	N;NOM;SG
championship	mestaruuden	championship	mestaruus	N;SG	N;GEN;SG
championship	mestaruus	championship	mestaruus	N;SG	N;NOM;SG
story	tarinaa	story	tarina	N;SG	N;PRT;SG
story	tarina	story	tarina	N;SG	N;NOM;SG
story	tarinan	story	tarina	N;SG	N;GEN;SG
songs	kappaleet	song	kappale	N;PL	N;NOM;PL
songs	laulut	song	laulu	N;PL	N;NOM;PL
songs	kappaleita	song	kappale	N;PL	N;PRT;PL
songs	lauluja	song	laulu	N;PL	N;PRT;PL
file	tiedostoa	file	tiedosto	N;SG	N;PRT;SG
file	tiedosto	file	tiedosto	N;SG	N;NOM;SG
file	tiedoston	file	tiedosto	N;SG	N;GEN;SG
file	kansio	file	kansio	N;SG	N;NOM;SG
days	päivien	day	päivä	N;PL	N;GEN;PL
days	päiviä	day	päivä	N;PL	N;PRT;PL
days	päivät	day	päivä	N;PL	N;NOM;PL
land	maa	land	maa	N;SG	N;NOM;SG
land	maata	land	maa	N;SG	N;PRT;SG
business	yritys	business	yritys	N;SG	N;NOM;SG
business	liiketoiminta	business	liike#toimi	N;SG	N;NOM;SG
business	liike	business	liike	N;SG	N;NOM;SG
business	liiketoiminnan	business	liike#toiminta	N;SG	N;GEN;SG
business	business	business	business	N;SG	N;NOM;SG
reason	järki	reason	järki	N;SG	N;NOM;SG
reason	syy	reason	syy	N;SG	N;NOM;SG
reason	syyn	reason	syy	N;SG	N;GEN;SG
million	miljoona	million	miljoona	NUM	NUM;NOM;SG
million	miljoonaa	million	miljoona	NUM	NUM;PRT;SG
term	termiä	term	termi	N;SG	N;PRT;SG
term	termi	term	termi	N;SG	N;NOM;SG
six	kuusi	six	kuusi	NUM	NUM;NOM;SG
post	postitse	post	postita	N;SG	N;NOM;SG
post	post	post	post	N;SG	N;NOM;SG
post	julkaisu	post	julkaisu	N;SG	N;NOM;SG
post	julkaisun	post	julkaisu	N;SG	N;GEN;SG
why	miks	why	miksi	ADV	ADV
why	miksi	why	miksi	ADV	ADV
produced	tuotetut	produce	tuotettu	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
produced	tuotettu	produce	tuottaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
produced	tuottanut	produce	tuottaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
making	tekeminen	making	tekeminen	N;SG	N;NOM;SG
making	tekoa	making	teko	N;SG	N;PRT;SG
subject	aihe	subject	aihe	N;SG	N;NOM;SG
subject	kohde	subject	kohde	N;SG	N;NOM;SG
young	nuori	young	nuori	ADJ	ADJ;NOM;SG
science	tieteen	science	tiede	N;SG	N;GEN;SG
science	tiede	science	tiede	N;SG	N;NOM;SG
science	tiedettä	science	tiede	N;SG	N;PRT;SG
rock	kallio	rock	kallio	N;SG	N;NOM;SG
rock	kivi	rock	kivi	N;SG	N;NOM;SG
archived	arkistoidut	archive	arkistoida	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
railway	rautatie	railway	rauta#tie	N;SG	N;NOM;SG
become	ryhdy	become	ryhtyä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
led	johti	lead	johtaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
led	johtaneet	lead	johtaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
students	opiskelijat	student	opiskelija	N;PL	N;NOM;PL
students	opiskelijoille	student	opiskelija	N;PL	N;AT+ALL;PL
students	oppilaat	student	oppilas	N;PL	N;NOM;PL
students	oppilaita	student	oppilas	N;PL	N;PRT;PL
students	opiskelijoita	student	opiskelija	N;PL	N;PRT;PL
started	alkanut	start	alkaa	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
started	alkoi	start	alkaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
started	aloitti	start	aloittaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
started	aloitettu	start	aloittaa	V;IND;PST;FIN	V;NOM;SG;V.PTCP;PASS
news	uutinen	news	uutinen	N;SG	N;NOM;SG
described	kuvailtu	describe	kuvailla	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
described	kuvaillut	describe	kuvailla	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
described	kuvattu	describe	kuvata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
role	roolin	role	rooli	N;SG	N;GEN;SG
role	rooli	role	rooli	N;SG	N;NOM;SG
election	vaali	election	vaali	N;SG	N;NOM;SG
albums	albumit	album	albumi	N;PL	N;NOM;PL
present	nykyinen	present	nykyinen	ADJ	ADJ;NOM;SG
indian	intialainen	indian	intialainen	ADJ	ADJ;NOM;SG
books	kirjat	book	kirja	N;PL	N;NOM;PL
books	kirjoja	book	kirja	N;PL	N;PRT;PL
important	tärkeä	important	tärkeä	ADJ	ADJ;NOM;SG
important	tärkeää	important	tärkeä	ADJ	ADJ;PRT;SG
important	tärkeät	important	tärkeä	ADJ	ADJ;NOM;PL
important	tärkeitä	important	tärkeä	ADJ	ADJ;PRT;PL
love	rakastaa	love	rakastaa	V;IND;FIN	V;IND;SG;3;PRS;FIN;ACT
run	suorita	run	suorittaa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
run	juokse	run	juosta	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
canadian	kanadalainen	canadian	kanadalainen	ADJ	ADJ;NOM;SG
press	lehdistö	press	lehdistö	N;SG	N;NOM;SG
type	tyyppi	type	tyyppi	N;SG	N;NOM;SG
act	näytös	act	näytös	N;SG	N;NOM;SG
act	säädös	act	säädös	N;SG	N;NOM;SG
act	act	act	act	N;SG	N;NOM;SG
editor	toimittaja	editor	toimittaja	N;SG	N;NOM;SG
editor	päätoimittaja	editor	pää#toimittaja	N;SG	N;NOM;SG
editor	editorin	editor	editori	N;SG	N;GEN;SG
came	tuli	come	tulla	V;IND;PST;FIN	V;IND;SG;0;PST;FIN;ACT
schools	koulut	school	koulu	N;PL	N;NOM;PL
schools	kouluja	school	koulu	N;PL	N;PRT;PL
program	ohjelmaa	program	ohjelma	N;SG	N;PRT;SG
program	ohjelmalla	program	ohjelma	N;SG	N;AT+ESS
;SG
program	ohjelman	program	ohjelma	N;SG	N;GEN;SG
program	ohjelma	program	ohjelma	N;SG	N;NOM;SG
social	sosiaaliset	social	sosiaalinen	ADJ	ADJ;NOM;PL
social	sosiaalisen	social	sosiaalinen	ADJ	ADJ;GEN;SG
social	sosiaalinen	social	sosiaalinen	ADJ	ADJ;NOM;SG
social	yhteiskunnallinen	social	yhteis#kunnallinen	ADJ	ADJ;NOM;SG
production	tuotanto	production	tuotanto	N;SG	N;NOM;SG
male	mies	male	mies	N;SG	N;NOM;SG
male	uros	male	uros	N;SG	N;NOM;SG
awards	palkintoja	award	palkinta	N;PL	N;PRT;PL
awards	palkinnot	award	palkinto	N;PL	N;NOM;PL
points	pisteet	point	piste	N;PL	N;NOM;PL
points	pisteitä	point	piste	N;PL	N;PRT;PL
points	kohdat	point	kohta	N;PL	N;NOM;PL
similar	samanlaisia	similar	samanlainen	ADJ	ADJ;PRT;PL
similar	samankaltaiset	similar	samankaltainen	ADJ	ADJ;NOM;PL
similar	samankaltaista	similar	samankaltainen	ADJ	ADJ;PRT;SG
similar	samanlaiset	similar	samanlainen	ADJ	ADJ;NOM;PL
similar	samanlainen	similar	samanlainen	ADJ	ADJ;NOM;SG
similar	samankaltainen	similar	samankaltainen	ADJ	ADJ;NOM;SG
professional	ammattimainen	professional	ammattimainen	ADJ	ADJ;NOM;SG
professional	ammatillinen	professional	ammatillinen	ADJ	ADJ;NOM;SG
say	sano	say	sanoa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
background	taustan	background	tausta	N;SG	N;GEN;SG
background	tausta	background	tausta	N;SG	N;NOM;SG
background	taustaa	background	tausta	N;SG	N;PRT;SG
lead	lyijyä	lead	lyijyä	N;SG	N;PRT;SG
lead	lyijy	lead	lyijy	N;SG	N;NOM;SG
common	yleistä	common	yleinen	ADJ	ADJ;PRT;SG
common	yhteisen	common	yhteinen	ADJ	ADJ;GEN;SG
