sloučit	合併	sloučit	合併	V;PFV;POS;NFIN	V
převést	轉讓	převést	轉讓	V;POS;NFIN	V
převést	轉移	převést	轉移	V;POS;NFIN	V
převést	轉換	převést	轉換	V;POS;NFIN	V
nebezpečná	危險	bezpečný	危險	ADJ;NOM;FEM;SG;NEG	ADJ
kostra	骷髏	kostra	骷髏	N;NOM;FEM;SG;POS	N
kostra	骨架	kostra	骨架	N;NOM;FEM;SG;POS	N
kostra	骨骼	kostra	骨骼	N;NOM;FEM;SG;POS	N
doctor	醫師	doctor	醫師	N;INAN;NOM;MASC;SG;POS	N
doctor	醫生	doctor	醫生	N;INAN;NOM;MASC;SG;POS	N
doctor	博士	doctor	博士	N;INAN;NOM;MASC;SG;POS	N
popel	灰	popel	灰	N;INAN;NOM;MASC;SG;POS	N
popel	骨灰	popel	骨灰	N;INAN;NOM;MASC;SG;POS	N
popel	灰燼	popel	灰燼	N;INAN;NOM;MASC;SG;POS	N
popel	灰	popel	灰	N;INAN;NOM;MASC;SG;POS	N
popel	火山	popel	火山	N;INAN;NOM;MASC;SG;POS	N
popel	灰燼	popel	灰燼	N;INAN;NOM;MASC;SG;POS	N
disky	磁碟	disk	磁碟	N;INAN;NOM;MASC;PL;POS	N
moduly	單元	modul	單元	N;INAN;NOM;MASC;PL;POS	N
zasahovat	干預	zasahovat	干預	V;IPFV;POS;NFIN	V
zasahovat	干涉	zasahovat	干涉	V;IPFV;POS;NFIN	V
zasahovat	介入	zasahovat	介入	V;IPFV;POS;NFIN	V
shell	貝殼	shell	貝殼	N;INAN;NOM;MASC;SG;POS	N
shell	殼	shell	殼	N;INAN;NOM;MASC;SG;POS	N
historici	歷史	historik	歷史	N;ANIM;NOM;MASC;PL;POS	N
kompetence	能力	kompetence	能力	N;NOM;FEM;PL;POS	N
absolventi	校友	absolvent	校友	N;ANIM;NOM;MASC;PL;POS	N
vyvíjet	演化	vyvíjet	演化	V;IPFV;POS;NFIN	V
vyvíjet	進化	vyvíjet	進化	V;IPFV;POS;NFIN	V
sektor	部門	sektor	部門	N;INAN;NOM;MASC;SG;POS	N
cykly	週期	cyklus	週期	N;INAN;NOM;MASC;PL;POS	N
vápenec	石灰	vápenec	石灰	N;INAN;NOM;MASC;SG;POS	N
moudrosti	智慧	moudrost	智慧	N;NOM;FEM;SG;POS	N
nářadí	工具	nářadí	工具	N;NOM;NEUT;SG;POS	N
nářadí	工具	nářadí	工具	N;NOM;NEUT;SG;POS	N
lék	藥品	lék	藥品	N;INAN;NOM;MASC;SG;POS	N
lék	藥物	lék	藥物	N;INAN;NOM;MASC;SG;POS	N
lék	醫學	lék	醫學	N;INAN;NOM;MASC;SG;POS	N
lék	藥	lék	藥	N;INAN;NOM;MASC;SG;POS	N
lék	醫藥	lék	醫藥	N;INAN;NOM;MASC;SG;POS	N
lék	治癒	lék	治癒	N;INAN;NOM;MASC;SG;POS	N
výlet	郊遊	výlet	郊遊	N;INAN;NOM;MASC;SG;POS	N
výlet	旅行	výlet	旅行	N;INAN;NOM;MASC;SG;POS	N
výlet	行程	výlet	行程	N;INAN;NOM;MASC;SG;POS	N
výlet	遠足	výlet	遠足	N;INAN;NOM;MASC;SG;POS	N
začátky	開端	začátek	開端	N;INAN;NOM;MASC;PL;POS	N
ošetření	治療	ošetření	治療	N;NOM;NEUT;SG;POS	N
školení	培訓	školení	培訓	N;NOM;NEUT;SG;POS	N
kolmo	垂直	kolmo	垂直	N;DAT;FEM;SG;POS	N
skladiště	倉庫	skladiště	倉庫	N;NOM;NEUT;SG;POS	N
skladiště	倉儲	skladiště	倉儲	N;NOM;NEUT;SG;POS	N
večeři	晚飯	večeře	晚飯	N;ACC;FEM;SG;POS	N
večeři	晚餐	večeře	晚餐	N;ACC;FEM;SG;POS	N
jízdenky	票	jízdenka	票	N;NOM;FEM;PL;POS	N
jízdenky	門票	jízdenka	門票	N;NOM;FEM;PL;POS	N
jízdenky	車票	jízdenka	車票	N;NOM;FEM;PL;POS	N
jízdenky	票券	jízdenka	票券	N;NOM;FEM;PL;POS	N
ministryně	大臣	ministryně	大臣	N;NOM;FEM;SG;POS	N
ministryně	部長	ministryně	部長	N;NOM;FEM;SG;POS	N
dluh	債務	dluh	債務	N;INAN;NOM;MASC;SG;POS	N
rozpory	差異	rozpor	差異	N;INAN;NOM;MASC;PL;POS	N
rozpory	矛盾	rozpor	矛盾	N;INAN;NOM;MASC;PL;POS	N
fantazie	想象	fantazie	想象	N;NOM;FEM;SG;POS	N
fantazie	想像	fantazie	想像	N;NOM;FEM;SG;POS	N
fantazie	幻想	fantazie	幻想	N;NOM;FEM;SG;POS	N
fantazie	幻想	fantazie	幻想	N;NOM;FEM;SG;POS	N
odhalit	揭露	odhalit	揭露	V;PFV;POS;NFIN	V
odhalit	揭示	odhalit	揭示	V;PFV;POS;NFIN	V
odhalit	曝光	odhalit	曝光	V;PFV;POS;NFIN	V
odhalit	揭露	odhalit	揭露	V;PFV;POS;NFIN	V
fázích	階段	fáze	階段	N;ESS;FEM;PL;POS	N
přepravy	運輸	přeprava	運輸	N;NOM;FEM;SG;POS	N
přepravy	交通	přeprava	交通	N;NOM;FEM;SG;POS	N
rány	傷口	rána	傷口	N;NOM;FEM;PL;POS	N
pid	pid	pid	pid	N;NOM;MASC;SG;POS	N
masky	口罩	maska	口罩	N;NOM;FEM;PL;POS	N
masky	面具	maska	面具	N;NOM;FEM;PL;POS	N
masky	面罩	maska	面罩	N;NOM;FEM;PL;POS	N
masky	口罩	maska	口罩	N;NOM;FEM;PL;POS	N
masky	面具	maska	面具	N;NOM;FEM;PL;POS	N
masky	面罩	maska	面罩	N;NOM;FEM;PL;POS	N
sprint	衝刺	sprint	衝刺	N;INAN;NOM;MASC;SG;POS	N
mráz	霜	mráz	霜	N;ANIM;NOM;MASC;SG;POS	N
mráz	冰霜	mráz	冰霜	N;ANIM;NOM;MASC;SG;POS	N
pece	烤箱	pec	烤箱	N;NOM;FEM;PL;POS	N
pece	窯	pec	窯	N;NOM;FEM;PL;POS	N
pece	爐	pec	爐	N;NOM;FEM;PL;POS	N
pece	熔爐	pec	熔爐	N;NOM;FEM;PL;POS	N
lvi	獅子	lev	獅子	N;ANIM;NOM;MASC;PL;POS	N
ředitelka	主任	ředitelka	主任	N;NOM;FEM;SG;POS	N
ředitelka	司長	ředitelka	司長	N;NOM;FEM;SG;POS	N
ředitelka	校長	ředitelka	校長	N;NOM;FEM;SG;POS	N
simulace	模擬	simulace	模擬	N;NOM;FEM;SG;POS	N
simulace	模擬	simulace	模擬	N;NOM;FEM;SG;POS	N
korupce	腐敗	korupce	腐敗	N;NOM;FEM;SG;POS	N
vrtule	螺旋	vrtule	螺旋	N;NOM;FEM;SG;POS	N
vrtule	螺旋	vrtule	螺旋	N;NOM;FEM;SG;POS	N
pneumatiky	輪胎	pneumatika	輪胎	N;NOM;FEM;PL;POS	N
pneumatiky	輪胎	pneumatika	輪胎	N;NOM;FEM;PL;POS	N
popularita	人氣	popularita	人氣	N;NOM;FEM;SG;POS	N
plavba	航程	plavba	航程	N;NOM;FEM;SG;POS	N
plavba	航行	plavba	航行	N;NOM;FEM;SG;POS	N
plavba	帆船	plavba	帆船	N;NOM;FEM;SG;POS	N
plavba	航海	plavba	航海	N;NOM;FEM;SG;POS	N
plavba	巡航	plavba	巡航	N;NOM;FEM;SG;POS	N
plavba	郵輪	plavba	郵輪	N;NOM;FEM;SG;POS	N
tolerance	寬容	tolerance	寬容	N;NOM;FEM;SG;POS	N
zázrak	奇蹟	zázrak	奇蹟	N;INAN;NOM;MASC;SG;POS	N
zázrak	奇跡	zázrak	奇跡	N;INAN;NOM;MASC;SG;POS	N
prázdniny	假期	prázdniny	假期	N;NOM;FEM;PL;POS	N
prázdniny	假日	prázdniny	假日	N;NOM;FEM;PL;POS	N
prázdniny	節日	prázdniny	節日	N;NOM;FEM;PL;POS	N
prázdniny	假期	prázdniny	假期	N;NOM;FEM;PL;POS	N
prázdniny	假期	prázdniny	假期	N;NOM;FEM;PL;POS	N
prázdniny	假日	prázdniny	假日	N;NOM;FEM;PL;POS	N
prázdniny	節假	prázdniny	節假	N;NOM;FEM;PL;POS	N
prázdniny	節日	prázdniny	節日	N;NOM;FEM;PL;POS	N
vaření	烹飪	vaření	烹飪	N;NOM;NEUT;SG;POS	N
vaření	烹調	vaření	烹調	N;NOM;NEUT;SG;POS	N
přijíždí	抵達	přijíždět	抵達	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V
signálů	訊號	signál	訊號	N;INAN;GEN;MASC;PL;POS	N
