από	от	από	от	ADP	ADP
επίσημη	официален	επίσημος	официален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
επίσημη	официална	επίσημος	официален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κατοίκους	обитатели	κάτοικος	обитател	N;ACC;MASC;PL	N;INDF;MASC;PL
κατοίκους	жители	κάτοικος	жител	N;ACC;MASC;PL	N;INDF;MASC;PL
κατοίκους	обитатели	κάτοικος	обитател	N;ACC;MASC;PL	N;INDF;MASC;PL
κατοίκους	жители	κάτοικος	жител	N;ACC;MASC;PL	N;INDF;MASC;PL
πηγές	източници	πηγή	източник	N;NOM;FEM;PL	N;INDF;MASC;PL
βόρεια	северно	βόρεια	северно	ADV	ADV
πόλεις	градове	πόλη	град	N;NOM;FEM;PL	N;INDF;MASC;PL
πόλεις	градовете	πόλη	град	N;NOM;FEM;PL	N;DEF;MASC;PL
πόλεις	градчета	πόλη	градче	N;NOM;FEM;PL	N;INDF;NEUT;PL
πόλεις	градове	πόλη	град	N;NOM;FEM;PL	N;INDF;MASC;PL
πόλεις	градовете	πόλη	град	N;NOM;FEM;PL	N;DEF;MASC;PL
ιδιαίτερα	особено	ιδιαίτερα	особено	ADV	ADV
ιδιαίτερα	особено	ιδιαίτερα	особено	ADV	ADV
αγώνα	надпревара	αγώνας	надпревара	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	надбягване	αγώνας	надбягване	N;ACC;MASC;SG	N;INDF;NEUT;SG
αγώνα	състезание	αγώνας	състезание	N;ACC;MASC;SG	N;INDF;NEUT;SG
αγώνα	раса	αγώνας	раса	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	мач	αγώνας	мач	N;ACC;MASC;SG	N;INDF;MASC;SG
αγώνα	съвпадение	αγώνας	съвпадение	N;ACC;MASC;SG	N;INDF;NEUT;SG
αγώνα	борба	αγώνας	борба	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	битка	αγώνας	битка	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	бой	αγώνας	бой	N;ACC;MASC;SG	N;INDF;MASC;SG
γεγονός	събитието	γεγονός	събитие	N;NOM;NEUT;SG	N;DEF;NEUT;SG
γεγονός	събитие	γεγονός	събитие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
γεγονός	факт	γεγονός	факт	N;NOM;NEUT;SG	N;INDF;MASC;SG
σελίδα	страница	σελίδα	страница	N;NOM;FEM;SG	N;INDF;FEM;SG
σελίδα	страницата	σελίδα	страница	N;NOM;FEM;SG	N;DEF;FEM;SG
θέμα	тема	θέμα	тема	N;NOM;NEUT;SG	N;INDF;FEM;SG
θέμα	субект	θέμα	субект	N;NOM;NEUT;SG	N;INDF;MASC;SG
θέμα	обект	θέμα	обект	N;NOM;NEUT;SG	N;INDF;MASC;SG
ηλικία	възраст	ηλικία	възраст	N;NOM;FEM;SG	N;INDF;FEM;SG
χρησιμοποιείται	използвано	χρησιμοποιώ	използвам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
χρησιμοποιείται	използван	χρησιμοποιώ	използвам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
χρησιμοποιείται	използвана	χρησιμοποιώ	използвам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
πρώτα	първо	πρώτα	първо	ADV	ADV
μέγεθος	големина	μέγεθος	големина	N;NOM;NEUT;SG	N;INDF;FEM;SG
μέγεθος	размер	μέγεθος	размер	N;NOM;NEUT;SG	N;INDF;MASC;SG
θεωρείται	разглеждан	θεωρώ	разглеждам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
εδώ	тук	εδώ	там	ADV	ADV
νότια	южно	νότιος	южен	ADV	ADV
σημείο	точка	σημείο	точка	N;NOM;NEUT;SG	N;INDF;FEM;SG
σχέση	връзка	σχέση	връзка	N;ACC;FEM;SG	N;INDF;FEM;SG
περίπτωση	случай	περίπτωση	случай	N;ACC;FEM;SG	N;INDF;MASC;SG
περίπτωση	дело	περίπτωση	дело	N;ACC;FEM;SG	N;INDF;NEUT;SG
περίπτωση	кейс	περίπτωση	кейс	N;ACC;FEM;SG	N;INDF;MASC;SG
περίπτωση	случаят	περίπτωση	случай	N;ACC;FEM;SG	N;DEF;MASC;SG
περίπτωση	каса	περίπτωση	каса	N;ACC;FEM;SG	N;INDF;FEM;SG
νέο	нов	νέος	нов	ADJ;ACC;NEUT;SG	ADJ;INDF;MASC;SG
νέο	нова	νέος	нов	ADJ;ACC;NEUT;SG	ADJ;INDF;FEM;SG
ήδη	вече	ήδη	вече	ADV	ADV
έτος	година	έτος	година	N;ACC;NEUT;SG	N;INDF;FEM;SG
έτος	годината	έτος	година	N;ACC;NEUT;SG	N;DEF;FEM;SG
σχεδόν	почти	σχεδόν	почти	ADV	ADV
ένωση	профсъюз	ένωση	профсъюз	N;NOM;FEM;SG	N;INDF;MASC;SG
ένωση	съюз	ένωση	съюз	N;NOM;FEM;SG	N;INDF;MASC;SG
ένωση	съюза	ένωση	съюз	N;NOM;FEM;SG	N;DEF;MASC;SG
ένωση	юниън	ένωση	юниън	N;NOM;FEM;SG	N;INDF;MASC;SG
ένωση	сдружение	ένωση	сдружение	N;NOM;FEM;SG	N;INDF;NEUT;SG
ένωση	асоциация	ένωση	асоциация	N;NOM;FEM;SG	N;INDF;FEM;SG
ένωση	асоцииране	ένωση	асоцииране	N;NOM;FEM;SG	N;INDF;NEUT;SG
βασιλιά	крал	βασιλιάς	крал	N;ACC;MASC;SG	N;INDF;MASC;SG
βασιλιά	кинг	βασιλιάς	кинг	N;ACC;MASC;SG	N;INDF;MASC;SG
βασιλιά	кралят	βασιλιάς	крал	N;ACC;MASC;SG	N;DEF;MASC;SG
βασιλιά	цар	βασιλιάς	цар	N;ACC;MASC;SG	N;INDF;MASC;SG
βασιλιά	краля	βασιλιάς	крал	N;ACC;MASC;SG	N;DEF;MASC;SG
εκκλησία	църква	εκκλησία	църква	N;NOM;FEM;SG	N;INDF;FEM;SG
εκκλησία	църквата	εκκλησία	църква	N;NOM;FEM;SG	N;DEF;FEM;SG
εκδόσεις	публикации	έκδοση	публикация	N;NOM;FEM;PL	N;INDF;FEM;PL
μουσείο	музей	μουσείο	музей	N;NOM;NEUT;SG	N;INDF;MASC;SG
συμμετοχή	участие	συμμετοχή	участие	N;NOM;FEM;SG	N;INDF;NEUT;SG
συμμετοχή	участието	συμμετοχή	участие	N;NOM;FEM;SG	N;DEF;NEUT;SG
συμμετοχή	участие	συμμετοχή	участие	N;NOM;FEM;SG	N;INDF;NEUT;SG
δυο	двама	δύο	двама	NUM;NOM;PL	NUM;INDF;PL
δυο	две	δύο	два	NUM;NOM;PL	NUM;INDF;FEM;PL
πέθανε	умрял	πεθαίνω	умра	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
πέθανε	умряла	πεθαίνω	умра	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
κόσμο	козмо	κόσμος	козмо	N;ACC;MASC;SG	N;INDF;MASC;SG
κόσμο	свят	κόσμος	свят	N;ACC;MASC;SG	N;INDF;MASC;SG
κόσμο	света	κόσμος	свят	N;ACC;MASC;SG	N;DEF;MASC;SG
άτομα	лица	άτομο	лице	N;NOM;NEUT;PL	N;INDF;NEUT;PL
άτομα	индивиди	άτομο	индивид	N;NOM;NEUT;PL	N;INDF;MASC;PL
είδος	вид	είδος	вид	N;NOM;NEUT;SG	N;INDF;MASC;SG
είδος	тип	είδος	тип	N;NOM;NEUT;SG	N;INDF;MASC;SG
είδος	вид	είδος	вид	N;NOM;NEUT;SG	N;INDF;MASC;SG
αρκετά	достатъчно	αρκετά	достатъчно	ADV	ADV
χώρες	държави	χώρα	държава	N;NOM;FEM;PL	N;INDF;FEM;PL
χώρες	страни	χώρα	страна	N;NOM;FEM;PL	N;INDF;FEM;PL
χώρο	пространство	χώρος	пространство	N;ACC;MASC;SG	N;INDF;NEUT;SG
χώρο	космос	χώρος	космос	N;ACC;MASC;SG	N;INDF;MASC;SG
χώρο	космоса	χώρος	космос	N;ACC;MASC;SG	N;DEF;MASC;SG
σχολή	училището	σχολή	училище	N;NOM;FEM;SG	N;DEF;NEUT;SG
σχολή	школа	σχολή	школа	N;NOM;FEM;SG	N;INDF;FEM;SG
σχολή	училище	σχολή	училище	N;NOM;FEM;SG	N;INDF;NEUT;SG
εναντίον	срещу	εναντίον	срещу	ADP	ADP
εναντίον	против	εναντίον	против	ADP	ADP
τρία	три	τρεις	три	NUM;NOM;NEUT;PL	NUM;INDF;PL
τρία	трима	τρεις	трима	NUM;NOM;NEUT;PL	NUM;INDF;PL
χαρακτηριστικά	характеристики	χαρακτηριστικός	характеристика	N;NOM;NEUT;PL	N;INDF;FEM;PL
χαρακτηριστικά	черти	χαρακτηριστικός	черта	N;NOM;NEUT;PL	N;INDF;FEM;PL
χαρακτηριστικά	особености	χαρακτηριστικός	особеност	N;NOM;NEUT;PL	N;INDF;FEM;PL
χαρακτηριστικά	характеристики	χαρακτηριστικός	характеристика	N;NOM;NEUT;PL	N;INDF;FEM;PL
χαρακτηριστικά	атрибути	χαρακτηριστικός	атрибут	N;NOM;NEUT;PL	N;INDF;MASC;PL
όρος	срок	όρος	срок	N;NOM;MASC;SG	N;INDF;MASC;SG
όρος	термин	όρος	термин	N;NOM;MASC;SG	N;INDF;MASC;SG
όρος	мандат	όρος	мандат	N;NOM;MASC;SG	N;INDF;MASC;SG
όρος	връх	όρος	връх	N;NOM;MASC;SG	N;INDF;MASC;SG
όρος	хълм	όρος	хълм	N;NOM;MASC;SG	N;INDF;MASC;SG
όρος	планина	όρος	планина	N;NOM;MASC;SG	N;INDF;FEM;SG
όρος	монтиране	όρος	монтиране	N;NOM;MASC;SG	N;INDF;NEUT;SG
όρος	планината	όρος	планина	N;NOM;MASC;SG	N;DEF;FEM;SG
όρος	състояние	όρος	състояние	N;NOM;MASC;SG	N;INDF;NEUT;SG
όρος	състоянието	όρος	състояние	N;NOM;MASC;SG	N;DEF;NEUT;SG
όρος	условие	όρος	условие	N;NOM;MASC;SG	N;INDF;NEUT;SG
ιδρύθηκε	основана	ιδρύω	основа	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ιδρύθηκε	основано	ιδρύω	основа	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ιδρύθηκε	основан	ιδρύω	основа	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
βασιλιάς	крал	βασιλιάς	крал	N;NOM;MASC;SG	N;INDF;MASC;SG
βασιλιάς	кинг	βασιλιάς	кинг	N;NOM;MASC;SG	N;INDF;MASC;SG
βασιλιάς	кралят	βασιλιάς	крал	N;NOM;MASC;SG	N;DEF;MASC;SG
βασιλιάς	цар	βασιλιάς	цар	N;NOM;MASC;SG	N;INDF;MASC;SG
βασιλιάς	краля	βασιλιάς	крал	N;NOM;MASC;SG	N;DEF;MASC;SG
παιδιά	момчета	παιδί	момче	N;NOM;NEUT;PL	N;INDF;NEUT;PL
παιδιά	деца	παιδί	дете	N;NOM;NEUT;PL	N;INDF;NEUT;PL
παιδιά	момчета	παιδί	момче	N;NOM;NEUT;PL	N;INDF;NEUT;PL
παιδιά	децата	παιδί	дете	N;NOM;NEUT;PL	N;DEF;NEUT;PL
παιδιά	деца	παιδί	дете	N;NOM;NEUT;PL	N;INDF;NEUT;PL
βραβείο	награда	βραβείο	награда	N;NOM;NEUT;SG	N;INDF;FEM;SG
βραβείο	възлагане	βραβείο	възлагане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
βραβείο	награда	βραβείο	награда	N;NOM;NEUT;SG	N;INDF;FEM;SG
άρχισε	започна	αρχίζω	започна	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
αρχαία	древна	αρχαίος	древен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
μήκος	дължина	μήκος	дължина	N;ACC;NEUT;SG	N;INDF;FEM;SG
συμμετείχε	участвала	συμμετέχω	участвам	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
χρονιά	година	χρονιά	година	N;ACC;FEM;SG	N;INDF;FEM;SG
χρονιά	годината	χρονιά	година	N;ACC;FEM;SG	N;DEF;FEM;SG
παραγωγή	продукция	παραγωγή	продукция	N;NOM;FEM;SG	N;INDF;FEM;SG
παραγωγή	производство	παραγωγή	производство	N;NOM;FEM;SG	N;INDF;NEUT;SG
ηθοποιός	актриса	ηθοποιός	актриса	N;NOM;MASC;SG	N;INDF;FEM;SG
ηθοποιός	актрисата	ηθοποιός	актриса	N;NOM;MASC;SG	N;DEF;FEM;SG
ηθοποιός	актьор	ηθοποιός	актьор	N;NOM;MASC;SG	N;INDF;MASC;SG
ελληνικά	гръцко	ελληνικός	гръцко	ADV	ADV
δυνάμεις	сили	δύναμη	сила	N;NOM;FEM;PL	N;INDF;FEM;PL
δυνάμεις	правомощия	δύναμη	правомощие	N;NOM;FEM;PL	N;INDF;NEUT;PL
δυνάμεις	сили	δύναμη	сила	N;NOM;FEM;PL	N;INDF;FEM;PL
ελληνικό	гръцки	ελληνικός	гръцки	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ελληνικό	гръцка	ελληνικός	гръцки	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
δεκαετία	десетилетие	δεκαετία	десетилетие	N;ACC;FEM;SG	N;INDF;NEUT;SG
γνωστό	позната	γνωστός	познат	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
γνωστό	известна	γνωστός	известен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
γνωστό	известен	γνωστός	известен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
παγκόσμιο	глобална	παγκόσμιος	глобален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
παγκόσμιο	глобален	παγκόσμιος	глобален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
βιβλίο	тефтер	βιβλίο	тефтер	N;NOM;NEUT;SG	N;INDF;MASC;SG
βιβλίο	книга	βιβλίο	книга	N;NOM;NEUT;SG	N;INDF;FEM;SG
διάστημα	интервал	διάστημα	интервам	N;NOM;NEUT;SG	N;INDF;MASC;SG
διάστημα	пространство	διάστημα	пространство	N;NOM;NEUT;SG	N;INDF;NEUT;SG
διάστημα	космос	διάστημα	космос	N;NOM;NEUT;SG	N;INDF;MASC;SG
διάστημα	космоса	διάστημα	космос	N;NOM;NEUT;SG	N;DEF;MASC;SG
οικογένεια	семейство	οικογένεια	семейство	N;NOM;FEM;SG	N;INDF;NEUT;SG
οικογένεια	семейството	οικογένεια	семейство	N;NOM;FEM;SG	N;DEF;NEUT;SG
μέτρα	мерките	μέτρο	мярка	N;NOM;NEUT;PL	N;DEF;FEM;PL
μέτρα	мерки	μέτρο	мярка	N;NOM;NEUT;PL	N;INDF;FEM;PL
σημαίνει	означава	σημαίνω	означавам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
πέντε	пет	πέντε	пет	NUM;NOM;MASC;PL	NUM;INDF;PL
παραπάνω	отгоре	παραπάνω	отгоре	ADV	ADV
υπουργός	министър	υπουργός	министър	N;NOM;MASC;SG	N;INDF;MASC;SG
σεζόν	сезон	σεζόν	сезон	N;ACC;FEM;SG	N;INDF;MASC;SG
σεζόν	сезона	σεζόν	сезон	N;ACC;FEM;SG	N;DEF;MASC;SG
πρότυπο	образец	πρότυπο	образец	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρότυπο	модел	πρότυπο	модел	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρότυπο	шаблон	πρότυπο	шаблон	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρότυπο	стандарт	πρότυπο	стандарт	N;NOM;NEUT;SG	N;INDF;MASC;SG
αριθμός	брой	αριθμός	брой	N;NOM;MASC;SG	N;INDF;MASC;SG
αριθμός	число	αριθμός	число	N;NOM;MASC;SG	N;INDF;NEUT;SG
αριθμός	номер	αριθμός	номер	N;NOM;MASC;SG	N;INDF;MASC;SG
θάνατο	смърт	θάνατος	смърт	N;ACC;MASC;SG	N;INDF;FEM;SG
θάνατο	смъртта	θάνατος	смърт	N;ACC;MASC;SG	N;DEF;FEM;SG
εταιρεία	дружество	εταιρεία	дружество	N;NOM;FEM;SG	N;INDF;NEUT;SG
εταιρεία	компания	εταιρεία	компания	N;NOM;FEM;SG	N;INDF;FEM;SG
εταιρεία	рота	εταιρεία	рота	N;NOM;FEM;SG	N;INDF;FEM;SG
εταιρεία	фирма	εταιρεία	фирма	N;NOM;FEM;SG	N;INDF;FEM;SG
σώμα	тялото	σώμα	тяло	N;NOM;NEUT;SG	N;DEF;NEUT;SG
σώμα	тяло	σώμα	тяло	N;NOM;NEUT;SG	N;INDF;NEUT;SG
σώμα	корпус	σώμα	корпус	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρωτεύουσα	столица	πρωτεύουσα	столица	N;NOM;FEM;SG	N;INDF;FEM;SG
πρωτεύουσα	капитал	πρωτεύουσα	капитал	N;NOM;FEM;SG	N;INDF;MASC;SG
πρωτεύουσα	столицата	πρωτεύουσα	столица	N;NOM;FEM;SG	N;DEF;FEM;SG
παράλληλα	паралелно	παράλληλα	паралелно	ADV	ADV
παράλληλα	успоредно	παράλληλα	успореден	ADV	ADV
γνωστή	позната	γνωστός	познат	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
γνωστή	известна	γνωστός	известен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
γνωστή	известен	γνωστός	известен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
κατάσταση	статус	κατάσταση	статус	N;ACC;FEM;SG	N;INDF;MASC;SG
κατάσταση	състояние	κατάσταση	състояние	N;ACC;FEM;SG	N;INDF;NEUT;SG
κατάσταση	положение	κατάσταση	положение	N;ACC;FEM;SG	N;INDF;NEUT;SG
κατάσταση	статут	κατάσταση	статут	N;ACC;FEM;SG	N;INDF;MASC;SG
κατάσταση	положението	κατάσταση	положение	N;ACC;FEM;SG	N;DEF;NEUT;SG
κατάσταση	ситуация	κατάσταση	ситуация	N;ACC;FEM;SG	N;INDF;FEM;SG
κατάσταση	положение	κατάσταση	положение	N;ACC;FEM;SG	N;INDF;NEUT;SG
κατάσταση	състояние	κατάσταση	състояние	N;ACC;FEM;SG	N;INDF;NEUT;SG
κατάσταση	състоянието	κατάσταση	състояние	N;ACC;FEM;SG	N;DEF;NEUT;SG
κατάσταση	условие	κατάσταση	условие	N;ACC;FEM;SG	N;INDF;NEUT;SG
νησί	острова	νησί	острова	N;NOM;NEUT;SG	N;DEF;MASC;SG
νησί	island	νησί	islanа	N;NOM;NEUT;SG	N;INDF;MASC;SG
νησί	остров	νησί	остров	N;NOM;NEUT;SG	N;INDF;MASC;SG
νησί	островът	νησί	остров	N;NOM;NEUT;SG	N;DEF;MASC;SG
νησί	айлънд	νησί	айлънд	N;NOM;NEUT;SG	N;INDF;MASC;SG
επίπεδο	равнище	επίπεδο	равнище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
επίπεδο	ниво	επίπεδο	ниво	N;NOM;NEUT;SG	N;INDF;NEUT;SG
επιτυχία	успех	επιτυχία	успех	N;NOM;FEM;SG	N;INDF;MASC;SG
πίσω	назад	πίσω	назад	ADV	ADV
πίσω	обратно	πίσω	обратно	ADV	ADV
δημιουργία	създаване	δημιουργία	създаване	N;ACC;FEM;SG	N;INDF;NEUT;SG
δημιουργία	създаване	δημιουργία	създаване	N;ACC;FEM;SG	N;INDF;NEUT;SG
δημιουργία	създаването	δημιουργία	създаване	N;ACC;FEM;SG	N;DEF;NEUT;SG
αρχή	начало	αρχή	начало	N;NOM;FEM;SG	N;INDF;NEUT;SG
αρχή	старт	αρχή	старт	N;NOM;FEM;SG	N;INDF;MASC;SG
αρχή	стартиране	αρχή	стартиране	N;NOM;FEM;SG	N;INDF;NEUT;SG
αρχή	начало	αρχή	начало	N;NOM;FEM;SG	N;INDF;NEUT;SG
αρχή	принцип	αρχή	принцип	N;NOM;FEM;SG	N;INDF;MASC;SG
αρχή	авторитет	αρχή	авторитет	N;NOM;FEM;SG	N;INDF;MASC;SG
αρχή	орган	αρχή	орган	N;NOM;FEM;SG	N;INDF;MASC;SG
άδεια	лиценз	άδεια	лиценз	N;NOM;FEM;SG	N;INDF;MASC;SG
άδεια	книжка	άδεια	книжка	N;NOM;FEM;SG	N;INDF;FEM;SG
άδεια	книжката	άδεια	книжка	N;NOM;FEM;SG	N;DEF;FEM;SG
άδεια	позволение	άδεια	позволение	N;NOM;FEM;SG	N;INDF;NEUT;SG
άδεια	разрешение	άδεια	разрешение	N;NOM;FEM;SG	N;INDF;NEUT;SG
άδεια	лиценз	άδεια	лиценз	N;NOM;FEM;SG	N;INDF;MASC;SG
