dan	και	dan	και	CONJ	CONJ
tanduk	κέρας	tanduk	κέρας	N	N;ACC;NEUT;SG
tanduk	κόρνα	tanduk	κόρνα	N	N;NOM;FEM;SG
tanduk	κέρατο	tanduk	κέρατος	N	N;NOM;NEUT;SG
karya	αριστούργημα	karya	αριστούργημα	N;SG	N;NOM;NEUT;SG
tanah	γη	tanah	γη	N;SG	N;NOM;FEM;SG
tanah	στεριά	tanah	στεριά	N;SG	N;NOM;FEM;SG
tanah	χώμα	tanah	χώμα	N;SG	N;NOM;NEUT;SG
tanah	έδαφος	tanah	έδαφος	N;SG	N;NOM;NEUT;SG
tanah	έδαφος	tanah	έδαφος	N;SG	N;NOM;NEUT;SG
abad	αιώνα	abad	αιώνας	N;SG	N;ACC;MASC;SG
abad	αιώνας	abad	αιώνας	N;SG	N;NOM;MASC;SG
perusahaan	λόχος	perusahaan	λόχος	N;SG	N;NOM;MASC;SG
perusahaan	εταιρεία	perusahaan	εταιρεία	N;SG	N;NOM;FEM;SG
perusahaan	εταιρία	perusahaan	εταιρία	N;SG	N;NOM;FEM;SG
perusahaan	εργοδότης	perusahaan	εργοδότης	N;SG	N;NOM;MASC;SG
perusahaan	εργοδότη	perusahaan	εργοδότης	N;SG	N;ACC;MASC;SG
style	στυλ	style	στυλ	N	N;NOM;NEUT;SG
style	ύφος	style	ύφος	N	N;NOM;NEUT;SG
style	στιλ	style	στιλ	N	N;NOM;NEUT;SG
cukup	αρκετά	cukup	αρκετά	ADV	ADV
januari	ιανουάριο	januari	ιανουάριο	N;SG	N
januari	ιανουάριος	januari	ιανουάριος	N;SG	N;NOM;MASC;SG
maret	μαρτίου	maret	μάρτιος	N;SG	N;GEN;MASC;SG
maret	μάρτιος	maret	μάρτιος	N;SG	N;NOM;MASC;SG
maret	μάρτιο	maret	μάρτιο	N;SG	N
musim	εποχή	musim	εποχή	N;SG	N;ACC;FEM;SG
musim	σαιζόν	musim	σαιζός	N;SG	N;NOM;FEM;SG
musim	σεζόν	musim	σεζόν	N;SG	N;ACC;FEM;SG
bola	σφαίρα	bola	σφαίρα	N;SG	N;NOM;FEM;SG
bola	μπαλάκι	bola	μπαλάκι	N;SG	N;NOM;NEUT;SG
bola	μπάλα	bola	μπάλα	N;SG	N;NOM;FEM;SG
pemerintah	κυβερνηση	penperintah	κυβερνηση	N;SG	N;ACC;FEM;SG
pemerintah	κυβέρνηση	penperintah	κυβέρνηση	N;SG	N;NOM;FEM;SG
juni	ιουνίου	juni	ιούνιος	N;SG	N;GEN;MASC;SG
muda	νέος	muda	νέος	ADJ;SG	ADJ;NOM;MASC;SG
muda	νεανικό	muda	νεανικός	ADJ;SG	ADJ;NOM;NEUT;SG
muda	νεανική	muda	νεανικός	ADJ;SG	ADJ;NOM;FEM;SG
desember	δεκέμβριο	desember	δεκέμβριος	N;SG	N
desember	δεκέμβριος	desember	δεκέμβριος	N;SG	N;NOM;MASC;SG
desember	δεκεμβρίου	desember	δεκέμβριο	N;SG	N;GEN;MASC;SG
desember	απόφ	desember	απόφ	N;SG	N
bidang	πεδίο	bidang	πεδίο	N;SG	N;NOM;NEUT;SG
kepala	κεφαλής	kepala	κεφαλής	N;SG	N;GEN;FEM;SG
kepala	κεφαλή	kepala	κεφαλή	N;SG	N;ACC;FEM;SG
kepala	κεφάλι	kepala	κεφάλι	N;SG	N;NOM;NEUT;SG
kepala	αρχηγός	kepala	αρχηγός	N;SG	N;NOM;MASC;SG
kepala	αρχηγέ	kepala	αρχηγός	N;SG	N;VOC;MASC;SG
melakukan	κάνοντας	menlakukan	κάνω	V;SG;ACT	V;IPFV;V.CVB;ACT
pusat	κέντρο	pusat	κέντρο	N;SG	N;NOM;NEUT;SG
pusat	κεντρο	pusat	κεντρο	N;SG	N;NOM;NEUT;SG
pusat	κέντρο	pusat	κέντρο	N;SG	N;NOM;NEUT;SG
agustus	αύγουστος	agustus	αύγουστος	N;SG	N;NOM;MASC;SG
agustus	αύγουστο	agustus	αύγουστος	N;SG	N
agustus	αυγούστου	agustus	αυγούστος	N;SG	N;GEN;MASC;SG
internasional	διεθνής	internasional	διεθνής	ADJ;SG	ADJ;NOM;FEM;SG
internasional	διεθνές	internasional	διεθνής	ADJ;SG	ADJ;NOM;NEUT;SG
sumber	πηγή	sumber	πηγή	N;SG	N;NOM;FEM;SG
sumber	πηγη	sumber	πηγο	N;SG	N;NOM;FEM;SG
manusia	άνθρωπος	manusia	άνθρωπος	N;SG	N;NOM;MASC;SG
manusia	άνθρωπος	manusia	άνθρωπος	N;SG	N;NOM;MASC;SG
sejarah	ιστορία	sejarah	ιστορία	N;SG	N;NOM;FEM;SG
sejarah	ιστορια	sejarah	ιστορια	N;SG	N;NOM;FEM;SG
gereja	τσερτς	gereja	τσερτς	N;SG	N
gereja	εκκλησία	gereja	εκκλησία	N;SG	N;NOM;FEM;SG
gereja	εκκλησια	gereja	εκκλησιος	N;SG	N;NOM;FEM;SG
dasar	βασικός	dasar	βασικός	ADJ;SG	ADJ;NOM;MASC;SG
dasar	βασική	dasar	βασικός	ADJ;SG	ADJ;NOM;FEM;SG
dasar	βασικό	dasar	βασικός	ADJ;SG	ADJ;NOM;NEUT;SG
dasar	βασικού	dasar	βασικός	ADJ;SG	ADJ;GEN;NEUT;SG
diri	εαυτός	diri	εαυτός	N;SG	N;NOM;MASC;SG
pemain	παίκτης	penmain	παίκτης	N;SG	N;NOM;MASC;SG
pemain	παίκτη	penmain	παίκτης	N;SG	N;ACC;MASC;SG
pemain	παίχτης	penmain	παίχτης	N;SG	N;NOM;MASC;SG
pemain	παίχτη	penmain	παίχτης	N;SG	N;ACC;MASC;SG
program	πρόγραμμα	program	πρόγραμμα	N;SG	N;NOM;NEUT;SG
program	πρόγραμμα	program	πρόγραμμα	N;SG	N;NOM;NEUT;SG
program	προγραμμα	program	προγραμμα	N;SG	N;NOM;NEUT;SG
pesawat	αεροσκάφος	pesawat	αεροσκάφος	N;SG	N;NOM;NEUT;SG
pesawat	αεροπλάνο	pesawat	αεροπλάνο	N;SG	N;NOM;NEUT;SG
pesawat	αεροπλάνο	pesawat	αεροπλάνο	N;SG	N;NOM;NEUT;SG
juli	ιούλιο	juli	ιούλιος	N;SG	N;ACC;MASC;SG
juli	ιουλίου	juli	ιούλιος	N;SG	N;GEN;NEUT;SG
juli	ιουλιος	juli	ιουλιος	N;SG	N;NOM;MASC;SG
umumnya	γενικά	umumnya	γενικά	ADV	ADV
umumnya	γενικώς	umumnya	γενικώς	ADV	ADV
umumnya	κοινώς	umumnya	κοινώς	ADV	ADV
stasiun	σταθμός	stasiun	σταθμός	N;SG	N;NOM;MASC;SG
stasiun	σταθμό	stasiun	σταθμός	N;SG	N;ACC;MASC;SG
akhirnya	τελικά	akhirnya	τελικά	ADV	ADV
akhirnya	τελικά	akhirnya	τελικά	ADV	ADV
akhirnya	τέλος	akhirnya	τέλος	ADV	ADV
akhirnya	επιτέλους	akhirnya	επιτέλους	ADV	ADV
nebula	νεφέλωμα	nebula	νεφέλωμα	N	N;NOM;NEUT;SG
nebula	νεφελώματα	nebula	νέφεφωμα	N	N;NOM;NEUT;PL
sebagian	μερικό	sebagian	μερικό	N;SG	N;NOM;FEM;SG
bumi	γη	bumi	γη	N;SG	N;NOM;FEM;SG
bumi	γή	bumi	γή	N;SG	N;ACC;FEM;SG
dilakukan	έγινε	dilakukan	γίνομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dilakukan	εγινε	dilakukan	εγίνομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
bentuk	σχήμα	bentuk	σχήμα	N;SG	N;NOM;NEUT;SG
bentuk	μορφη	bentuk	μορφη	N;SG	N;NOM;FEM;SG
bentuk	μορφή	bentuk	μορφή	N;SG	N;NOM;FEM;SG
bentuk	έντυπο	bentuk	έντυπο	N;SG	N;NOM;NEUT;SG
bentuk	φόρμα	bentuk	φόρμα	N;SG	N;ACC;FEM;SG
sebelumnya	πριν	sebelumnya	πριν	ADV	ADV
sebelumnya	νωρίτερα	sebelumnya	νωρίς	ADV	ADV;CMPR
sebelumnya	προηγούμενα	sebelumnya	προηγούμενος	ADV	ADV
februari	φεβρουάριος	februari	φεβρουάριος	N;SG	N;NOM;MASC;SG
februari	φεβρουάριο	februari	φεβρουάριο	N;SG	N
februari	φεβρουαρίου	februari	φεβρουάριο	N;SG	N;GEN;MASC;SG
proses	διαδικασία	proses	διαδικασία	N;SG	N;NOM;FEM;SG
proses	διεργασία	proses	διεργασία	N;SG	N;NOM;FEM;SG
akhir	λήξη	akhir	λήξη	N;SG	N;ACC;FEM;SG
hasil	απόδοση	hasil	απόδοση	N;SG	N;ACC;FEM;SG
hasil	αποτέλεσμα	hasil	αποτέλεσμα	N;SG	N;ACC;NEUT;SG
hasil	αποτελεσμα	hasil	αποτελεσμα	N;SG	N;NOM;NEUT;SG
versi	έκδοση	versi	έκδοση	N;SG	N;ACC;FEM;SG
versi	εκδοχή	versi	εκδοχή	N;SG	N;ACC;FEM;SG
pemerintahan	κυβερνηση	penperintahan	κυβερνηση	N;SG	N;ACC;FEM;SG
pemerintahan	κυβέρνηση	penperintahan	κυβέρνηση	N;SG	N;NOM;FEM;SG
pemerintahan	διακυβέρνηση	penperintahan	διακυβέρνηση	N;SG	N;ACC;FEM;SG
republik	ρεπουμπλικάνος	republik	ρεπουμπλικάνος	N	N;NOM;MASC;SG
republik	δημοκρατια	republik	δημοκρατια	N	N;NOM;FEM;SG
republik	δημοκρατία	republik	δημοκρατία	N	N;NOM;FEM;SG
sering	συχνά	sering	συχνά	ADV	ADV
sering	συχνα	sering	συχνα	ADV	ADV
sering	συχνά	sering	συχνά	ADV	ADV
group	όμιλος	group	όμιλος	N	N;NOM;MASC;SG
group	ομαδα	group	ομαδα	N	N;NOM;FEM;SG
group	ομάδα	group	ομάδα	N	N;ACC;FEM;SG
buku	βιβλιο	buku	βιβλιός	N;SG	N;NOM;NEUT;SG
buku	βιβλίο	buku	βιβλίο	N;SG	N;NOM;NEUT;SG
suku	φυλή	suku	φυλή	N;SG	N;NOM;FEM;SG
berhasil	επιτυχημένη	berhasil	επιτυχημένος	V;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
berhasil	πετύχει	berhasil	πετυχαίνω	V;SG	V;PFV;NFIN;ACT
partai	πάρτυ	partai	πάρτυ	N;SG	N;NOM;NEUT;SG
partai	κόμμα	partai	κόμμα	N;SG	N;NOM;NEUT;SG
partai	πάρτι	partai	πάρτι	N;SG	N;NOM;NEUT;SG
keluarga	οικογενεια	keluarga	οικογενεια	N;SG	N;ACC;FEM;SG
keluarga	οικογένεια	keluarga	οικογένεια	N;SG	N;NOM;FEM;SG
ilmu	επιστήμη	ilmu	επιστήμα	N;SG	N;NOM;FEM;SG
berubah	αλλάζει	berrubah	αλλάζω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berubah	αλλάζω	berrubah	αλλάζω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
berubah	άλλαξα	berrubah	άλλαξα	V;SG;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
berubah	αλλάξει	berrubah	αλλάζω	V;SG;ACT	V;PFV;NFIN;ACT
berubah	άλλαξε	berrubah	αλλάζω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pengguna	χρήστη	penguna	χρήστης	N;SG	N;ACC;NEUT;SG
pengguna	χρήστης	penguna	χρήστης	N;SG	N;NOM;MASC;SG
luas	ευρύχωρο	luas	ευρύχωρος	N;SG	N;NOM;NEUT;SG
luas	ευρύ	luas	ευρύς	N;SG	N;NOM;NEUT;SG
luas	έκταση	luas	έκταση	N;SG	N;ACC;FEM;SG
luas	εμβαδόν	luas	εμβαδόν	N;SG	N;NOM;NEUT;SG
luas	περιοχή	luas	περιοχή	N;SG	N;NOM;FEM;SG
luas	περιοχη	luas	περιοχος	N;SG	N;NOM;FEM;SG
acara	εκδήλωση	acara	εκδήλωση	N;SG	N;ACC;FEM;SG
acara	αγώνισμα	acara	αγώνισμα	N;SG	N;NOM;NEUT;SG
acara	γεγονός	acara	γεγονός	N;SG	N;NOM;NEUT;SG
acara	συμβάν	acara	συμβάν	N;SG	N;NOM;NEUT;SG
asal	προέλευση	asal	προέλευση	N;SG	N;ACC;FEM;SG
asal	καταγωγή	asal	καταγωγή	N;SG	N;NOM;FEM;SG
asal	προέλευση	asal	προέλευση	N;SG	N;ACC;FEM;SG
asal	καταγωγή	asal	καταγωγή	N;SG	N;NOM;FEM;SG
kapal	σκάφος	kapal	σκάφος	N;SG	N;NOM;NEUT;SG
kapal	αγγείο	kapal	αγγείο	N;SG	N;NOM;NEUT;SG
kapal	πλοίο	kapal	πλοίο	N;SG	N;NOM;NEUT;SG
kapal	δοχείο	kapal	δοχείο	N;SG	N;NOM;NEUT;SG
kapal	σκάφος	kapal	σκάφος	N;SG	N;NOM;NEUT;SG
kapal	καράβι	kapal	καράβι	N;SG	N;NOM;NEUT;SG
kapal	πλοίο	kapal	πλοίο	N;SG	N;NOM;NEUT;SG
kapal	σκάφος	kapal	σκάφος	N;SG	N;NOM;NEUT;SG
kapal	βάρκα	kapal	βάρκα	N;SG	N;ACC;FEM;SG
kapal	πλοίο	kapal	πλοίο	N;SG	N;NOM;NEUT;SG
kapal	καράβι	kapal	καράβι	N;SG	N;NOM;NEUT;SG
bermain	παιζει	bermain	παίζω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
bermain	παίζει	bermain	παίζω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bermain	παίζοντας	bermain	παίζω	V;SG;ACT	V;IPFV;V.CVB;ACT
bermain	παίζω	bermain	παίζω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
bermain	παίζει	bermain	παίζω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kelompok	όμιλος	kelompok	όμιλος	N;SG	N;NOM;MASC;SG
kelompok	ομαδα	kelompok	ομαδα	N;SG	N;NOM;FEM;SG
kelompok	ομάδα	kelompok	ομάδα	N;SG	N;ACC;FEM;SG
agama	θρησκεία	agama	θρησκεία	N;SG	N;NOM;FEM;SG
memberikan	δίνοντας	menberikan	δίνω	V;SG;ACT	V;IPFV;V.CVB;ACT
memberikan	δώσε	menberikan	δίνω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
eropa	ευρωπη	eropa	ευρωπη	N;SG	N;NOM;FEM;SG
lama	παλιό	lama	παλιός	ADJ;SG	ADJ;NOM;NEUT;SG
lama	παλαιό	lama	παλιός	ADJ;SG	ADJ;NOM;NEUT;SG
lama	μακρύς	lama	μακρύς	ADJ;SG	ADJ;NOM;MASC;SG
batu	πέτρα	batu	πέτρο	N;SG	N;NOM;FEM;SG
batu	πέτρα	batu	πέτρο	N;SG	N;NOM;FEM;SG
batu	βράχος	batu	βράχος	N;SG	N;NOM;MASC;SG
jiwa	ψυχή	jiwa	ψυχή	N;SG	N;ACC;FEM;SG
jiwa	ψυχής	jiwa	ψυχή	N;SG	N;GEN;FEM;SG
saja	μόνον	saja	μόνο	ADV	ADV
saja	μόνο	saja	μόνο	ADV	ADV
saja	μονο	saja	μονο	ADV	ADV
halaman	σελίδα	halaman	σελίδα	N;SG	N;NOM;FEM;SG
halaman	σελιδα	halaman	σελιδα	N;SG	N;ACC;FEM;SG
hukum	νόμο	hukum	νόμος	N;SG;ACT	N;ACC;MASC;SG
hukum	δίκαιο	hukum	δίκαιο	N;SG;ACT	N;NOM;NEUT;SG
hukum	νόμος	hukum	νόμος	N;SG;ACT	N;NOM;MASC;SG
orbit	τροχιά	orbit	τροχιά	N	N;NOM;FEM;SG
orbit	τροχιές	orbit	τροχιά	N	N;NOM;FEM;PL
diterbitkan	εκδόθηκε	diterbitkan	εκδίδω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diterbitkan	εκδίδεται	diterbitkan	εκδίδω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diterbitkan	δημοσιεύθηκε	diterbitkan	δημοσιεύω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diterbitkan	δημοσιευθεί	diterbitkan	δημοσιεύω	V;SG;PASS	V;PFV;NFIN;PASS
diterbitkan	δημοσιεύτηκε	diterbitkan	δημοσιεύω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diterbitkan	δημοσιεύεται	diterbitkan	δημοσιεύω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diterbitkan	εκδίδεται	diterbitkan	εκδίδω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
pasukan	στράτευμα	pasukan	στράτευμα	N;SG	N;NOM;NEUT;SG
pasukan	απόσπασμα	pasukan	απόσπασμα	N;SG	N;NOM;NEUT;SG
pasukan	διμοιρία	pasukan	διμοιρία	N;SG	N;NOM;FEM;SG
pasukan	ομάδα	pasukan	ομάδα	N;SG	N;ACC;FEM;SG
pasukan	στράτευμα	pasukan	στράτευμα	N;SG	N;NOM;NEUT;SG
dirilis	απελευθερώνεται	dirilis	απελευθερώνω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tokoh	χαρακτήρας	tokoh	χαρακτήρας	N;SG	N;NOM;MASC;SG
tokoh	χαρακτήρα	tokoh	χαρακτήρας	N;SG	N;ACC;MASC;SG
tokoh	σχήμα	tokoh	σχήμα	N;SG	N;NOM;NEUT;SG
tanpa	χωρίς	tanpa	χωρίς	ADP	ADP
bangsa	έθνος	bangsa	έθνος	N;SG	N;NOM;NEUT;SG
tetap	σταθερά	tetap	σταθερά	ADV;SG	ADV
penghargaan	βραβείο	penhargaan	βραβείο	N;SG	N;NOM;NEUT;SG
klub	λέσχη	klub	λέσχω	N;SG	N;NOM;FEM;SG
terkenal	διάσημη	terkenal	διάσημος	ADJ;SG;PASS	ADJ;NOM;FEM;SG
terkenal	διαβόητος	terkenal	διάβοητος	ADJ;SG;PASS	ADJ;NOM;MASC;SG
ketua	γέροντα	ketua	γέρω	N;SG	N;VOC;MASC;SG
ketua	αρχηγός	ketua	αρχηγός	N;SG	N;NOM;MASC;SG
ketua	αρχηγέ	ketua	αρχηγός	N;SG	N;VOC;MASC;SG
ketua	πολυθρόνα	ketua	πολυθρόνω	N;SG	N;NOM;FEM;SG
ketua	καρέκλα	ketua	καρέκλος	N;SG	N;NOM;FEM;SG
gunung	βουνό	gunung	βουνό	N;SG	N;NOM;NEUT;SG
gunung	όρος	gunung	όρος	N;SG	N;NOM;MASC;SG
sedang	μεσαία	sedang	μεσαίος	ADV	ADV
bintang	αστέρας	bintang	αστέρα	N;SG	N;NOM;MASC;SG
bintang	αστέρι	bintang	αστέρι	N;SG	N;NOM;NEUT;SG
jalur	μονοπάτι	jalur	μονοπάτι	N;SG	N;NOM;NEUT;SG
jalur	διαδρομή	jalur	διαδρομή	N;SG	N;ACC;FEM;SG
apa	τι	apa	τι	PRO	PRO;NOM;NEUT;SG;3
politik	πολιτική	politik	πολιτική	N;SG	N;NOM;FEM;SG
ibu	μαμά	ibu	μαμά	N;SG	N;NOM;FEM;SG
ibu	μητέρα	ibu	μητέρα	N;SG	N;NOM;FEM;SG
ibu	μάνα	ibu	μάνας	N;SG	N;ACC;FEM;SG
tingkat	ρυθμός	tingkat	ρυθμός	N;SG	N;NOM;MASC;SG
tingkat	ποσοστό	tingkat	ποσοστό	N;SG	N;NOM;NEUT;SG
tingkat	συντελεστής	tingkat	συντελεστής	N;SG	N;NOM;MASC;SG
tingkat	επίπεδο	tingkat	επίπεδο	N;SG	N;NOM;NEUT;SG
tingkat	στάθμη	tingkat	στάθμη	N;SG	N;ACC;FEM;SG
kereta	άρμα	kereta	άρμα	N;SG	N;NOM;NEUT;SG
kereta	αμαξοστοιχίας	kereta	αμαξοστοιχία	N;SG	N;GEN;FEM;SG
kereta	τρένο	kereta	τρένο	N;SG	N;NOM;NEUT;SG
kereta	αμαξοστοιχία	kereta	αμαξοστοιχία	N;SG	N;ACC;FEM;SG
kereta	τραίνο	kereta	τραίνος	N;SG	N;NOM;NEUT;SG
ruang	δωμάτιο	ruang	δωμάτιο	N;SG	N;NOM;NEUT;SG
ruang	χώρος	ruang	χώρος	N;SG	N;NOM;MASC;SG
ruang	χώρο	ruang	χώρος	N;SG	N;ACC;MASC;SG
ruang	διαστημα	ruang	διαστημα	N;SG	N;NOM;NEUT;SG
ruang	διάστημα	ruang	διάστημα	N;SG	N;NOM;NEUT;SG
tinggal	μείνε	tinggal	μένω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
empat	τέσσερις	empat	τέσσερις	NUM	NUM;NOM;MASC;PL
empat	τέσσερα	empat	τέσσερις	NUM	NUM;NOM;NEUT;PL
ekonomi	οικονομία	ekonomi	οικονομία	N;SG	N;NOM;FEM;SG
ekonomi	οικονομία	ekonomi	οικονομία	N;SG	N;NOM;FEM;SG
organisasi	οργάνωση	organisasi	οργάνωση	N;SG	N;NOM;FEM;SG
organisasi	οργανισμός	organisasi	οργανισμός	N;SG	N;NOM;MASC;SG
organisasi	φορέας	organisasi	φορέας	N;SG	N;NOM;MASC;SG
organisasi	οργάνωση	organisasi	οργάνωση	N;SG	N;NOM;FEM;SG
organisasi	διοργάνωση	organisasi	διοργάνωση	N;SG	N;NOM;FEM;SG
organisasi	οργανισμός	organisasi	οργανισμός	N;SG	N;NOM;MASC;SG
bahan	υλικό	bahan	υλικό	N;SG	N;NOM;NEUT;SG
bahan	συστατικό	bahan	συστατικό	N;SG	N;NOM;NEUT;SG
api	φωτιά	api	φωτιό	N;SG	N;ACC;FEM;SG
api	πυρ	api	πυρ	N;SG	N;NOM;NEUT;SG
api	φωτια	api	φωτι	N;SG	N;NOM;FEM;SG
api	πυρκαγιά	api	πυρκαγιά	N;SG	N;NOM;FEM;SG
api	αρι	api	αρι	N;SG	N
ilmiah	επιστημονική	ilmiah	επιστημονικός	ADJ;SG	ADJ;NOM;FEM;SG
ilmiah	επιστημονικό	ilmiah	επιστημονικός	ADJ;SG	ADJ;NOM;NEUT;SG
video	βιντεο	video	βιντεο	N;SG	N
video	βίντεο	video	βίντεο	N;SG	N;NEUT;SG
video	βιντεο	video	βιντεο	N;SG	N
video	βίντεο	video	βίντεο	N;SG	N;NEUT;SG
terakhir	τελευταίο	terakhir	τελευταίος	ADJ;RL;SG	ADJ;NOM;NEUT;SG
terakhir	τελευταίος	terakhir	τελευταίος	ADJ;RL;SG	ADJ;NOM;MASC;SG
angkatan	δύναμη	angkatan	δύναμη	N;SG	N;ACC;FEM;SG
angkatan	τάξη	angkatan	τάξη	N;SG	N;NOM;FEM;SG
angkatan	κλάση	angkatan	κλάση	N;SG	N;NOM;FEM;SG
angkatan	μάθημα	angkatan	μάθημα	N;SG	N;NOM;NEUT;SG
dibuat	φτιαγμένο	dibuat	φτιαγμένος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
dibuat	φτιαγμένη	dibuat	φτιαγμένος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dibuat	δημιουργήθηκε	dibuat	δημιουργώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dibuat	δημιουργείται	dibuat	δημιουργώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
bukan	όχι	bukan	όχι	PART;NEG	PART
berkas	φάκελος	berkas	φάκελος	N;SG	N;NOM;MASC;SG
berkas	αρχείο	berkas	αρχείο	N;SG	N;NOM;NEUT;SG
bekerja	δουλεύοντας	bekerja	δουλεύω	V;SG;ACT	V;IPFV;V.CVB;ACT
bekerja	δουλεύει	bekerja	δουλεύω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
militer	στρατιωτικός	militer	στρατιωτικός	ADJ;SG	ADJ;NOM;MASC;SG
militer	στρατιωτική	militer	στρατιωτικός	ADJ;SG	ADJ;NOM;FEM;SG
putra	γιος	putra	γιος	N;SG	N;NOM;MASC;SG
putra	υιός	putra	υιός	N;SG	N;NOM;MASC;SG
langsung	ζωντανά	langsung	ζωντανός	ADV	ADV
langsung	απευθείας	langsung	απευθείας	ADV	ADV
langsung	άμεσα	langsung	άμεσα	ADV	ADV
langsung	απευθείας	langsung	απευθείας	ADV	ADV
kaki	πόδι	kaki	πόδι	N;SG	N;NOM;NEUT;SG
kaki	πόδι	kaki	πόδι	N;SG	N;NOM;NEUT;SG
grup	όμιλος	grup	όμιλος	N;SG	N;NOM;MASC;SG
grup	ομαδα	grup	ομαδα	N;SG	N;NOM;FEM;SG
grup	ομάδα	grup	ομάδα	N;SG	N;ACC;FEM;SG
rakyat	κόσμος	rakyat	κόσμος	N;SG	N;NOM;MASC;SG
label	ετικέτα	label	ετικέτα	N;SG	N;NOM;FEM;SG
kehidupan	ζωή	kehidupan	ζωή	N;SG	N;ACC;FEM;SG
kehidupan	ζωη	kehidupan	ζωη	N;SG	N;ACC;FEM;SG
website	ιστοσελίδα	website	ιστοσελίδα	N;SG	N;NOM;FEM;SG
website	ιστότοπος	website	ιστότοπος	N;SG	N;NOM;MASC;SG
kelurahan	προάστιο	kelurahan	προάστιο	N;SG	N;NOM;NEUT;SG
terbentuk	σχηματίζεται	terbentuk	σχηματίζω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
terbentuk	σχηματίστηκε	terbentuk	σχηματίζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
terbentuk	σχηματιστεί	terbentuk	σχηματίζω	V;SG;PASS	V;PFV;NFIN;PASS
ditemukan	ανακαλύφθηκε	ditemukan	ανακαλύπτω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditemukan	βρεθηκε	ditemukan	βρίσκω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditemukan	βρέθηκε	ditemukan	βρίσκω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
informasi	πληροφορία	informasi	πληροφορία	N;SG	N;ACC;FEM;SG
informasi	πληροφόρηση	informasi	πληροφόρηση	N;SG	N;ACC;FEM;SG
makanan	τροφή	makanan	τροφή	N;SG	N;NOM;FEM;SG
makanan	φαγητό	makanan	φαγητό	N;SG	N;NOM;NEUT;SG
catatan	νότα	catatan	νότος	N;SG	N;NOM;FEM;SG
catatan	σημείωμα	catatan	σημείωμα	N;SG	N;NOM;NEUT;SG
catatan	σημείωση	catatan	σημείωση	N;SG	N;NOM;FEM;SG
mencapai	φθάνοντας	mencapai	φθάνω	V;SG;ACT	V;IPFV;V.CVB;ACT
mencapai	φτάνοντας	mencapai	φτάνω	V;SG;ACT	V;IPFV;V.CVB;ACT
cinta	αγαπη	cinta	αγαπη	N;SG	N;NOM;FEM;SG
cinta	έρωτας	cinta	έρωτο	N;SG	N;NOM;MASC;SG
cinta	αγάπη	cinta	αγάπη	N;SG	N;NOM;FEM;SG
biasa	συνήθης	biasa	συνήθης	ADJ;SG	ADJ;NOM;FEM;SG
biasa	σύνηθες	biasa	σύνηθος	ADJ;SG	ADJ;NOM;NEUT;SG
biasa	τακτική	biasa	τακτικός	ADJ;SG	ADJ;NOM;FEM;SG
biasa	κανονική	biasa	κανονικός	ADJ;SG	ADJ;NOM;FEM;SG
biasa	κανονικός	biasa	κανονικός	ADJ;SG	ADJ;NOM;MASC;SG
biasa	κανονικό	biasa	κανονικός	ADJ;SG	ADJ;NOM;NEUT;SG
biasa	φυσιολογικός	biasa	φυσιολογικός	ADJ;SG	ADJ;NOM;MASC;SG
biasa	κανονικό	biasa	κανονικός	ADJ;SG	ADJ;NOM;NEUT;SG
