процедура	procedimento	процедура	procedimento	N;INAN;NOM;FEM;SG	N;MASC;SG
кама	kama	кам	kama	N;INAN;NOM;FEM;SG	N;MASC;SG
тэц	chp	тэц	chp	N;INAN;NOM;FEM;SG	N;MASC;SG
северное	setentrional	северный	setentrional	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ценностей	valores	ценность	valor	N;INAN;GEN;FEM;PL	N;MASC;PL
одежда	roupa	одежда	roupa	N;INAN;NOM;FEM;SG	N;FEM;SG
одежда	vestuário	одежда	vestuário	N;INAN;NOM;FEM;SG	N;MASC;SG
одежда	roupa	одежда	roupa	N;INAN;NOM;FEM;SG	N;FEM;SG
мкс	iss	мкс	iss	N;INAN;NOM;FEM;SG	N;FEM;SG
мкс	irc	мкс	irc	N;INAN;NOM;FEM;SG	N;MASC;SG
мкс	mic	мкс	mic	N;INAN;NOM;FEM;SG	N;MASC;SG
мкс	cie	мкс	cie	N;INAN;NOM;FEM;SG	N;MASC;SG
оппонентов	adversários	оппонент	adversário	N;ANIM;GEN;MASC;PL	N;MASC;PL
оппонентов	oponentes	оппонент	oponente	N;ANIM;GEN;MASC;PL	N;MASC;PL
оппонентов	opositores	оппонент	opositor	N;ANIM;GEN;MASC;PL	N;MASC;PL
вдова	viúva	вдова	viúva	N;ANIM;NOM;FEM;SG	N;FEM;SG
вдова	viúvo	вдова	viúvo	N;ANIM;NOM;FEM;SG	N;MASC;SG
вдова	viúva	вдова	viúva	N;ANIM;NOM;FEM;SG	N;FEM;SG
грибы	cogumelos	гриб	cogumelo	N;INAN;NOM;MASC;PL	N;MASC;PL
грибы	fungos	гриб	fungo	N;INAN;NOM;MASC;PL	N;MASC;PL
грибы	cogumelos	гриб	cogumelo	N;INAN;NOM;MASC;PL	N;MASC;PL
идеологии	ideologia	идеология	ideologia	N;INAN;NOM;FEM;SG	N;FEM;SG
разрешить	autorizar	разрешить	autorizar	V;PFV;NFIN;ACT	V;NFIN
разрешить	autorize	разрешить	autorizar	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
разрешить	autorizo	разрешить	autorizo	V;PFV;NFIN;ACT	V;IND;SG;1;PRS;FIN
разрешить	permitir	разрешить	permitir	V;PFV;NFIN;ACT	V;NFIN
разрешить	permita	разрешить	permitir	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
разрешить	permitir	разрешить	permitir	V;PFV;NFIN;ACT	V;NFIN
барбара	bárbara	барбар	bárbara	N;ANIM;NOM;FEM;SG	N;FEM;SG
барбара	barbara	барбар	barbara	N;ANIM;NOM;FEM;SG	N;FEM;SG
признали	reconhecidos	признать	reconhecer	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
признали	reconhecidas	признать	reconhecer	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;PL;V.PTCP
признали	reconhecidos	признать	reconhecer	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
признали	reconhecidas	признать	reconhecer	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;PL;V.PTCP
признали	reconhecidos	признать	reconhecer	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
псевдонимы	pseudónimos	псевдоним	pseudónimo	N;ANIM;NOM;MASC;PL	N;MASC;PL
псевдонимы	apelidos	псевдоним	apelido	N;ANIM;NOM;MASC;PL	N;MASC;PL
псевдонимы	alcunhas	псевдоним	alcunha	N;ANIM;NOM;MASC;PL	N;FEM;PL
законодательство	legislação	законодательство	legislação	N;INAN;NOM;NEUT;SG	N;FEM;SG
ксения	xenia	ксение	xenia	N;ANIM;NOM;FEM;SG	N;FEM;SG
ксения	ksenia	ксение	ksenia	N;ANIM;NOM;FEM;SG	N;FEM;SG
ганс	hans	ганс	haver	N;ANIM;NOM;MASC;SG	N;MASC;SG
сзади	atrás	сзади	atrás	ADV	ADV
иллинойс	illinois	иллинойс	illinol	N;INAN;NOM;FEM;SG	N;MASC;SG
тон	tonelada	тон	tonelada	N;INAN;NOM;MASC;SG	N;FEM;SG
тон	ton	тон	ton	N;INAN;NOM;MASC;SG	N;MASC;SG
тон	tone	тон	tone	N;INAN;NOM;MASC;SG	N;MASC;SG
планете	planet	планета	planet	N;INAN;DAT;FEM;SG	N;MASC;SG
планете	planeta	планета	planeta	N;INAN;DAT;FEM;SG	N;MASC;SG
леви	levi	лев	levir	N;ANIM;NOM;MASC;SG	N;MASC;SG
леви	levy	лев	levy	N;ANIM;NOM;MASC;SG	N;MASC;SG
леви	imposição	лев	imposição	N;ANIM;NOM;MASC;SG	N;FEM;SG
потомков	descendentes	потомок	descendente	N;ANIM;GEN;MASC;PL	N;MASC;PL
потомков	descendentes	потомок	descendente	N;ANIM;GEN;MASC;PL	N;MASC;PL
регистр	registro	регистр	registro	N;INAN;NOM;MASC;SG	N;MASC;SG
регистр	registo	регистр	registo	N;INAN;NOM;MASC;SG	N;MASC;SG
регистр	secretaria	регистр	secretaria	N;INAN;NOM;MASC;SG	N;FEM;SG
регистр	registro	регистр	registro	N;INAN;NOM;MASC;SG	N;MASC;SG
регистр	registo	регистр	registo	N;INAN;NOM;MASC;SG	N;MASC;SG
прототип	protótipo	прототип	protótipo	N;INAN;NOM;MASC;SG	N;MASC;SG
творческий	criativo	творческий	criativo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
творческий	criativa	творческий	criativo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
астрономы	astrônomos	астроном	astrônomo	N;ANIM;NOM;MASC;PL	N;MASC;PL
астрономы	astrónomos	астроном	astrónomo	N;ANIM;NOM;MASC;PL	N;MASC;PL
чистой	limpo	чистый	limpo	ADJ;INS;FEM;SG	ADJ;MASC;SG
чистой	limpa	чистый	limpa	ADJ;INS;FEM;SG	ADJ;FEM;SG
украинцы	ucranianos	украинец	ucraniano	N;ANIM;NOM;MASC;PL	N;MASC;PL
украинцы	ucranianos	украинец	ucraniano	N;ANIM;NOM;MASC;PL	N;MASC;PL
продолжая	continuar	продолжать	continuar	V;IPFV;PRS;V.CVB;ACT	V;NFIN
продолжая	continuando	продолжать	continuar	V;IPFV;PRS;V.CVB;ACT	V;V.MSDR
коды	códigos	код	código	N;INAN;NOM;MASC;PL	N;MASC;PL
капитал	capital	капитал	capital	N;INAN;NOM;MASC;SG	N;MASC;SG
монография	monografia	монография	monografia	N;INAN;NOM;FEM;SG	N;FEM;SG
вкус	gosto	вкус	gosto	N;INAN;NOM;MASC;SG	N;MASC;SG
вкус	sabor	вкус	sabor	N;INAN;NOM;MASC;SG	N;MASC;SG
вкус	sabor	вкус	sabor	N;INAN;NOM;MASC;SG	N;MASC;SG
ссылается	remete	ссылаться	remeter	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN
ссылается	invoca	ссылаться	invocar	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN
племя	tribo	племя	tribo	N;INAN;NOM;NEUT;SG	N;FEM;SG
дама	moça	дама	moça	N;ANIM;NOM;FEM;SG	N;FEM;SG
дама	senhora	дама	senhora	N;ANIM;NOM;FEM;SG	N;FEM;SG
дама	dama	дама	dama	N;ANIM;NOM;FEM;SG	N;FEM;SG
дама	dama	дама	dama	N;ANIM;NOM;FEM;SG	N;FEM;SG
дама	dame	дама	dame	N;ANIM;NOM;FEM;SG	N;MASC;SG
атлетика	atletismo	атлетика	atletismo	N;INAN;NOM;FEM;SG	N;MASC;SG
трудящихся	trabalhadores	трудящийся	trabalhador	N;ANIM;GEN;MASC;PL	N;MASC;PL
трудящихся	operários	трудящийся	operário	N;ANIM;GEN;MASC;PL	N;MASC;PL
трудящихся	trabalhadoras	трудящийся	trabalhador	N;ANIM;GEN;MASC;PL	N;FEM;PL
ставки	apostas	ставка	aposta	N;INAN;NOM;FEM;PL	N;FEM;PL
ставки	apostas	ставка	aposta	N;INAN;NOM;FEM;PL	N;FEM;PL
ставки	taxas	ставка	taxa	N;INAN;NOM;FEM;PL	N;FEM;PL
ставки	tarifas	ставка	tarifa	N;INAN;NOM;FEM;PL	N;FEM;PL
ставки	estacas	ставка	estaca	N;INAN;NOM;FEM;PL	N;FEM;PL
люблю	amo	любить	amo	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
подруга	namorada	подруга	namorada	N;ANIM;NOM;FEM;SG	N;FEM;SG
подруга	amigo	подруга	amigo	N;ANIM;NOM;FEM;SG	N;MASC;SG
подруга	amiga	подруга	amiga	N;ANIM;NOM;FEM;SG	N;FEM;SG
клиентов	clientes	клиент	cliente	N;ANIM;GEN;MASC;PL	N;MASC;PL
клиентов	clientes	клиент	cliente	N;ANIM;GEN;MASC;PL	N;MASC;PL
клиентов	clientes	клиент	cliente	N;ANIM;GEN;MASC;PL	N;MASC;PL
выпускник	licenciatura	выпускник	licenciatura	N;ANIM;NOM;MASC;SG	N;FEM;SG
выпускник	graduação	выпускник	graduação	N;ANIM;NOM;MASC;SG	N;FEM;SG
возникновение	emergência	возникновение	emergência	N;INAN;NOM;NEUT;SG	N;FEM;SG
возникновение	surgimento	возникновение	surgimento	N;INAN;NOM;NEUT;SG	N;MASC;SG
гвинея	guiné	гвинее	guiné	N;INAN;NOM;FEM;SG	N;FEM;SG
реформа	reforma	реформа	reforma	N;INAN;NOM;FEM;SG	N;FEM;SG
войти	entra	войти	entrar	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
войти	insira	войти	insirar	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
войти	entrar	войти	entrar	V;PFV;NFIN;ACT	V;NFIN
скрипки	violinos	скрипок	violino	N;INAN;NOM;FEM;PL	N;MASC;PL
дева	virgo	дева	virgo	N;ANIM;NOM;FEM;SG	N;MASC;SG
дева	virgem	дева	virgem	N;ANIM;NOM;FEM;SG	N;FEM;SG
дева	virgin	дева	virgin	N;ANIM;NOM;FEM;SG	N;MASC;SG
дева	virgem	дева	virgem	N;ANIM;NOM;FEM;SG	N;FEM;SG
дева	donzela	дева	donzela	N;ANIM;NOM;FEM;SG	N;FEM;SG
дева	maiden	дева	maiden	N;ANIM;NOM;FEM;SG	N;MASC;SG
травму	traumatismo	травма	traumatismo	N;INAN;ACC;FEM;SG	N;MASC;SG
травму	traumatologia	травма	traumatologia	N;INAN;ACC;FEM;SG	N;FEM;SG
травму	trauma	травма	trauma	N;INAN;ACC;FEM;SG	N;MASC;SG
висит	pendura	висеть	pendura	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
висит	enforcado	висеть	enforcar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
конвенции	convenções	конвенция	convenção	N;INAN;NOM;FEM;PL	N;FEM;PL
конвенции	convenções	конвенция	convenção	N;INAN;NOM;FEM;PL	N;FEM;PL
местоположения	localizações	местоположение	localização	N;INAN;NOM;NEUT;PL	N;FEM;PL
местоположения	localidades	местоположение	localidade	N;INAN;NOM;NEUT;PL	N;FEM;PL
местоположения	locais	местоположение	local	N;INAN;NOM;NEUT;PL	N;MASC;PL
обнаружить	descubra	обнаружить	descubrar	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
обнаружить	descobre	обнаружить	descobrir	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
обнаружить	descobrir	обнаружить	descobrir	V;PFV;NFIN;ACT	V;NFIN
обнаружить	descubram	обнаружить	descubrar	V;PFV;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
душа	chuveiro	душа	chuveiro	N;INAN;NOM;FEM;SG	N;MASC;SG
душа	alma	душа	alma	N;INAN;NOM;FEM;SG	N;FEM;SG
душа	soul	душа	soul	N;INAN;NOM;FEM;SG	N;MASC;SG
медведь	ursinho	медведь	ursinho	N;ANIM;NOM;MASC;SG	N;MASC;SG
медведь	bear	медведь	bear	N;ANIM;NOM;MASC;SG	N;MASC;SG
медведь	urso	медведь	urso	N;ANIM;NOM;MASC;SG	N;MASC;SG
чёрное	negro	черный	negro	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
эхо	eco	эхо	eco	N;INAN;NOM;NEUT;SG	N;MASC;SG
эхо	echo	эхо	echo	N;INAN;NOM;NEUT;SG	N;MASC;SG
кипра	chipre	кипр	chipre	N;INAN;NOM;MASC;SG	N;MASC;SG
быстрый	rápido	быстрый	rápido	ADJ;NOM;MASC;SG	ADJ;MASC;SG
быстрый	rápido	быстрый	rápido	ADJ;NOM;MASC;SG	ADJ;MASC;SG
кратеров	crateras	кратер	cratera	N;INAN;GEN;MASC;PL	N;FEM;PL
спектр	espectro	спектр	espectro	N;INAN;NOM;MASC;SG	N;MASC;SG
спектр	espectro	спектр	espectro	N;INAN;NOM;MASC;SG	N;MASC;SG
спектр	specter	спектр	specter	N;INAN;NOM;MASC;SG	N;MASC;SG
спектр	espectro	спектр	espectro	N;INAN;NOM;MASC;SG	N;MASC;SG
курт	curt	курт	curt	N;ANIM;NOM;MASC;SG	N;MASC;SG
ширину	largura	ширина	largura	N;INAN;ACC;FEM;SG	N;FEM;SG
представлений	envios	представление	envio	N;INAN;GEN;NEUT;PL	N;MASC;PL
продано	vendida	продать	vender	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
продано	vendido	продать	vender	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
продано	vendeu	продать	vender	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
мощный	poderosa	мощный	poderoso	ADJ;NOM;MASC;SG	ADJ;FEM;SG
мощный	poderoso	мощный	poderoso	ADJ;NOM;MASC;SG	ADJ;MASC;SG
кругах	círculos	круг	círculo	N;INAN;ESS;MASC;PL	N;MASC;PL
записать	gravar	записать	gravar	V;PFV;NFIN;ACT	V;NFIN
мол	mal	мол	mal	ADV	ADV
интерпретации	interpretações	интерпретация	interpretação	N;INAN;NOM;FEM;PL	N;FEM;PL
льда	ice	лед	ice	N;INAN;GEN;MASC;SG	N;MASC;SG
льда	gelo	лед	gelo	N;INAN;GEN;MASC;SG	N;MASC;SG
обоснования	justificações	обоснование	justificação	N;INAN;NOM;NEUT;PL	N;FEM;PL
институты	institutos	институт	instituto	N;INAN;NOM;MASC;PL	N;MASC;PL
институты	instituições	институт	instituição	N;INAN;NOM;MASC;PL	N;FEM;PL
командиров	comandantes	командир	comandante	N;ANIM;GEN;MASC;PL	N;MASC;PL
взяв	levando	брать	levar	V;PFV;PST;V.CVB;ACT	V;V.MSDR
взяв	tomando	брать	tomar	V;PFV;PST;V.CVB;ACT	V;V.MSDR
лейтенанты	tenentes	лейтенант	tenente	N;ANIM;NOM;MASC;PL	N;MASC;PL
вулкан	vulcão	вулкан	vulcão	N;INAN;NOM;MASC;SG	N;MASC;SG
вулкан	vulcano	вулкан	vulcano	N;INAN;NOM;MASC;SG	N;MASC;SG
дополнительная	adicional	дополнительный	adicional	ADJ;NOM;FEM;SG	ADJ;MASC;SG
десятилетий	décadas	десятилетие	década	N;INAN;GEN;NEUT;PL	N;FEM;PL
выросла	cresceu	вырасти	crescer	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
гостиницы	hotéis	гостиница	hotel	N;INAN;NOM;FEM;PL	N;MASC;PL
конкретный	específica	конкретный	específico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
конкретный	específico	конкретный	específico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
верить	acredita	верить	acreditar	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
верить	acreditar	верить	acreditar	V;IPFV;NFIN;ACT	V;NFIN
верить	creia	верить	crear	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
верить	acredite	верить	acreditar	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
купить	compre	купить	compre	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
купить	compro	купить	compro	V;PFV;NFIN;ACT	V;IND;SG;1;PRS;FIN
купить	comprar	купить	comprar	V;PFV;NFIN;ACT	V;NFIN
верность	fidelidade	верность	fidelidade	N;INAN;NOM;FEM;SG	N;FEM;SG
верность	fidelidade	верность	fidelidade	N;INAN;NOM;FEM;SG	N;FEM;SG
верность	lealdade	верность	lealdade	N;INAN;NOM;FEM;SG	N;FEM;SG
поднять	elevar	поднять	elevar	V;PFV;NFIN;ACT	V;NFIN
поднять	eleve	поднять	eleve	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
поднять	levantar	поднять	levantar	V;PFV;NFIN;ACT	V;NFIN
поднять	levante	поднять	levante	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
поднять	levantar	поднять	levantar	V;PFV;NFIN;ACT	V;NFIN
поднять	levantem	поднять	levantar	V;PFV;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
поднять	levante	поднять	levante	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
плата	taxa	плата	taxa	N;INAN;NOM;FEM;SG	N;FEM;SG
репутацию	reputação	репутация	reputação	N;INAN;ACC;FEM;SG	N;FEM;SG
коммуникации	comunicações	коммуникация	comunicação	N;INAN;NOM;FEM;PL	N;FEM;PL
костюм	figurino	костюм	figurino	N;INAN;NOM;MASC;SG	N;MASC;SG
костюм	fantasia	костюм	fantasia	N;INAN;NOM;MASC;SG	N;FEM;SG
костюм	naipe	костюм	naipe	N;INAN;NOM;MASC;SG	N;MASC;SG
костюм	traje	костюм	traje	N;INAN;NOM;MASC;SG	N;MASC;SG
костюм	fato	костюм	fato	N;INAN;NOM;MASC;SG	N;MASC;SG
костюм	terno	костюм	terno	N;INAN;NOM;MASC;SG	N;MASC;SG
избирательный	selectivo	избирательный	selectivo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
избирательный	selectiva	избирательный	selectivo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
маяк	farol	маяк	farol	N;INAN;NOM;MASC;SG	N;MASC;SG
маяк	beacon	маяк	beacon	N;INAN;NOM;MASC;SG	N;MASC;SG
маяк	farol	маяк	farol	N;INAN;NOM;MASC;SG	N;MASC;SG
маяк	sinalizador	маяк	sinalizador	N;INAN;NOM;MASC;SG	N;MASC;SG
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	N;FEM;SG
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	N;FEM;SG
норма	norm	норма	norm	N;INAN;NOM;FEM;SG	N;MASC;SG
воин	warrior	воин	warrior	N;ANIM;NOM;MASC;SG	N;MASC;SG
воин	guerreiro	воин	guerreiro	N;ANIM;NOM;MASC;SG	N;MASC;SG
воин	guerreira	воин	guerreira	N;ANIM;NOM;MASC;SG	N;FEM;SG
крус	cruz	крус	cruz	N;INAN;NOM;FEM;SG	N;FEM;SG
отбора	seleção	отбор	seleção	N;INAN;GEN;MASC;SG	N;FEM;SG
отбора	selecção	отбор	selecção	N;INAN;GEN;MASC;SG	N;FEM;SG
бойцы	combatentes	боец	combatente	N;ANIM;NOM;MASC;PL	N;MASC;PL
бойцы	combatentes	боец	combatente	N;ANIM;NOM;MASC;PL	N;MASC;PL
бойцы	lutadores	боец	lutador	N;ANIM;NOM;MASC;PL	N;MASC;PL
бойцы	caças	боец	caça	N;ANIM;NOM;MASC;PL	N;FEM;PL
лук	allium	лук	allium	N;INAN;NOM;MASC;SG	N;MASC;SG
лук	cebola	лук	cebola	N;INAN;NOM;MASC;SG	N;FEM;SG
лук	cebola	лук	cebola	N;INAN;NOM;MASC;SG	N;FEM;SG
лук	arco	лук	arco	N;INAN;NOM;MASC;SG	N;MASC;SG
лук	proa	лук	proa	N;INAN;NOM;MASC;SG	N;FEM;SG
лук	bow	лук	bow	N;INAN;NOM;MASC;SG	N;MASC;SG
ушел	ido	уйти	ir	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
ушел	sumido	уйти	sumido	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
бабушка	vovó	бабушка	vovó	N;ANIM;NOM;FEM;SG	N;FEM;SG
бабушка	avó	бабушка	avó	N;ANIM;NOM;FEM;SG	N;FEM;SG
бабушка	vovó	бабушка	vovó	N;ANIM;NOM;FEM;SG	N;FEM;SG
бабушка	avó	бабушка	avó	N;ANIM;NOM;FEM;SG	N;FEM;SG
бабушка	vó	бабушка	vó	N;ANIM;NOM;FEM;SG	N;FEM;SG
бабушка	vovó	бабушка	vovó	N;ANIM;NOM;FEM;SG	N;FEM;SG
бабушка	avó	бабушка	avó	N;ANIM;NOM;FEM;SG	N;FEM;SG
фишер	fisher	фишер	fisher	N;ANIM;NOM;MASC;SG	N;MASC;SG
фишер	fischer	фишер	fischer	N;ANIM;NOM;MASC;SG	N;MASC;SG
симфония	symphony	симфония	symphony	N;INAN;NOM;FEM;SG	N;MASC;SG
симфония	sinfonia	симфония	sinfonia	N;INAN;NOM;FEM;SG	N;FEM;SG
скажите	dizer	сказать	dizer	V;PFV;IMP;PL;2;FIN;ACT	V;NFIN
разрешено	autorizado	разрешить	autorizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
разрешено	autorizou	разрешить	autorizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
разрешено	autorizada	разрешить	autorizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
разрешено	permitido	разрешить	permitir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
разрешено	permitida	разрешить	permitir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
разрешено	permitido	разрешить	permitir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
разрешено	permitida	разрешить	permitir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
разрешено	autorizado	разрешить	autorizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
разрешено	autorizou	разрешить	autorizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
разрешено	autorizada	разрешить	autorizar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
марино	marino	марино	marino	N;INAN;NOM;MASC;SG	N;MASC;SG
вызвали	convocados	вызвать	convocar	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
яковлев	yakovlev	яковлев	yakovlev	N;ANIM;NOM;MASC;SG	N;MASC;SG
богдан	bogdan	богданин	bogdan	N;ANIM;NOM;MASC;SG	N;MASC;SG
проектирование	concepção	проектирование	concepção	N;INAN;NOM;NEUT;SG	N;FEM;SG
проектирование	desenho	проектирование	desenho	N;INAN;NOM;NEUT;SG	N;MASC;SG
проектирование	design	проектирование	design	N;INAN;NOM;NEUT;SG	N;MASC;SG
проектирование	desenho	проектирование	desenho	N;INAN;NOM;NEUT;SG	N;MASC;SG
проектирование	projecção	проектирование	projecção	N;INAN;NOM;NEUT;SG	N;FEM;SG
краснодар	krasnodar	краснодар	krasnodar	N;INAN;NOM;FEM;SG	N;MASC;SG
завершено	completou	завершить	completar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
завершено	concluída	завершить	concluído	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
завершено	concluído	завершить	concluir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершено	terminei	завершить	terminar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;1;PST;FIN
завершено	terminou	завершить	terminar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
завершено	acabado	завершить	acabar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершено	concluído	завершить	concluir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершено	terminado	завершить	terminar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершено	terminada	завершить	terminar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
франс	frans	франс	frans	N;INAN;NOM;MASC;SG	N;MASC;SG
франс	franca	франс	franca	N;INAN;NOM;MASC;SG	N;FEM;SG
франс	frança	франс	frança	N;INAN;NOM;MASC;SG	N;FEM;SG
