catégorie	類別	catégorie	類別	N;FEM;SG	N
fichier	檔案	fichier	檔案	N;MASC;SG	N
acteur	男	acteur	男	N;MASC;SG	N
acteur	演員	acteur	演員	N;MASC;SG	N
parcours	路線	parcours	路線	N;MASC;SG	N
parcours	旅途	parcours	旅途	N;MASC;SG	N
parcours	旅程	parcours	旅程	N;MASC;SG	N
recherche	搜尋	recherche	搜尋	N;FEM;SG	N
classement	名次	classement	名次	N;MASC;SG	N
classement	分類	classement	分類	N;MASC;SG	N
code	密碼	code	密碼	N;MASC;SG	N
code	編碼	code	編碼	N;MASC;SG	N
code	碼	code	碼	N;MASC;SG	N
entraîneur	教練	entraîneur	教練	N;MASC;SG	N
web	網	web	網	N;MASC;SG	N
web	網路	web	網路	N;MASC;SG	N
directeur	主任	directeur	主任	N;MASC;SG	N
directeur	司長	directeur	司長	N;MASC;SG	N
directeur	經理	directeur	經理	N;MASC;SG	N
directeur	經理	directeur	經理	N;MASC;SG	N
vainqueur	勝者	vainqueur	勝者	N;MASC;SG	N
vainqueur	贏家	vainqueur	贏家	N;MASC;SG	N
six	六	six	六	NUM	NUM
six	六	six	六	NUM	NUM
écrit	書寫	écrire	書寫	V;MASC;SG;PST;V.PTCP	V
écrit	撰寫	écrire	撰寫	V;MASC;SG;PST;V.PTCP	V
bois	木	bois	木	N;MASC;SG	N
bois	木材	bois	木材	N;MASC;SG	N
bois	木頭	bois	木頭	N;MASC;SG	N
bois	木材	bois	木材	N;MASC;SG	N
retour	懷舊	retour	懷舊	N;MASC;SG	N
numéro	數字	numéro	數字	N;MASC;SG	N
numéro	數	numéro	數	N;MASC;SG	N
numéro	號碼	numéro	號碼	N;MASC;SG	N
numéro	編號	numéro	編號	N;MASC;SG	N
sainte	神聖	saint	神聖	ADJ;FEM;SG	ADJ
comté	郡	comté	郡	N;MASC;SG	N
comté	縣	comté	縣	N;MASC;SG	N
gare	站	gare	站	N;FEM;SG	N
gare	車站	gare	車站	N;FEM;SG	N
terme	任期	terme	任期	N;MASC;SG	N
terme	術語	terme	術語	N;MASC;SG	N
terme	學期	terme	學期	N;MASC;SG	N
formation	培訓	formation	培訓	N;FEM;SG	N
arts	藝術	art	藝術	N;MASC;PL	N
révolution	革命	révolution	革命	N;FEM;SG	N
objet	天體	objet	天體	N;MASC;SG	N
objet	物件	objet	物件	N;MASC;SG	N
objet	主題	objet	主題	N;MASC;SG	N
question	問題	question	問題	N;FEM;SG	N
cinéma	電影	cinéma	電影	N;MASC;SG	N
cinéma	電影	cinéma	電影	N;MASC;SG	N
cinéma	電影	cinéma	電影	N;MASC;SG	N
cinéma	戲院	cinéma	戲院	N;MASC;SG	N
plan	地圖	plan	地圖	N;MASC;SG	N
plan	計畫	plan	計畫	N;MASC;SG	N
médaille	獎章	médaille	獎章	N;FEM;SG	N
médaille	勳章	médaille	勳章	N;FEM;SG	N
médaille	獎牌	médaille	獎牌	N;FEM;SG	N
œuvres	工程	œuvre	工程	N;FEM;PL	N
œuvres	作品	œuvre	作品	N;FEM;PL	N
zone	區	zone	區	N;FEM;SG	N
zone	區域	zone	區域	N;FEM;SG	N
zone	面積	zone	面積	N;FEM;SG	N
zone	地區	zone	地區	N;FEM;SG	N
zone	區域	zone	區域	N;FEM;SG	N
zone	區	zone	區	N;FEM;SG	N
écrivain	作家	écrivain	作家	N;MASC;SG	N
écrivain	作者	écrivain	作者	N;MASC;SG	N
écrivain	編劇	écrivain	編劇	N;MASC;SG	N
compagnie	公司	compagnie	公司	N;FEM;SG	N
championnats	錦標	championnat	錦標	N;MASC;PL	N
films	影片	film	影片	N;MASC;PL	N
films	電影	film	電影	N;MASC;PL	N
surtout	尤其	surtout	尤其	ADV	ADV
surtout	尤其	surtout	尤其	ADV	ADV
surtout	大多	surtout	大多	ADV	ADV
parfois	偶而	parfois	偶而	ADV	ADV
parfois	偶爾	parfois	偶爾	ADV	ADV
sources	來源	source	來源	N;FEM;PL	N
sources	來源	source	來源	N;FEM;PL	N
parc	樸	parc	樸	N;MASC;SG	N
parc	公園	parc	公園	N;MASC;SG	N
moyenne	介質	moyenne	介質	N;FEM;SG	N
moyenne	中型	moyenne	中型	N;FEM;SG	N
moyenne	中	moyenne	中	N;FEM;SG	N
moyenne	媒介	moyenne	媒介	N;FEM;SG	N
mouvement	動議	mouvement	動議	N;MASC;SG	N
mouvement	運動	mouvement	運動	N;MASC;SG	N
mouvement	運動	mouvement	運動	N;MASC;SG	N
succès	成功	succès	成功	N;MASC;SG	N
rivière	河	rivière	河	N;FEM;SG	N
rivière	江河	rivière	江河	N;FEM;SG	N
rivière	河流	rivière	河流	N;FEM;SG	N
jamais	從來	jamais	從來	ADV	ADV
vidéo	視訊	vidéo	視訊	N;MASC;SG	N
vidéo	影片	vidéo	影片	N;MASC;SG	N
député	議員	député	議員	N;MASC;SG	N
député	國會	député	國會	N;MASC;SG	N
moyen	平均	moyen	平均	ADJ;MASC;SG	ADJ
peintre	畫師	peintre	畫師	N;MASC;SG	N
peintre	畫家	peintre	畫家	N;MASC;SG	N
voix	選票	voix	選票	N;FEM;SG	N
voix	語音	voix	語音	N;FEM;SG	N
voix	嗓子	voix	嗓子	N;FEM;SG	N
voix	聲音	voix	聲音	N;FEM;SG	N
district	區	district	區	N;MASC;SG	N
district	地區	district	地區	N;MASC;SG	N
seulement	只	seulement	只	ADV	ADV
pont	橋	pont	橋	N;MASC;SG	N
pont	艦橋	pont	艦橋	N;MASC;SG	N
pont	大橋	pont	大橋	N;MASC;SG	N
pont	甲板	pont	甲板	N;MASC;SG	N
air	空中	air	空中	N;MASC;SG	N
air	航空	air	航空	N;MASC;SG	N
air	空氣	air	空氣	N;MASC;SG	N
sein	胸	sein	胸	N;MASC;SG	N
sein	胸部	sein	胸部	N;MASC;SG	N
sein	乳房	sein	乳房	N;MASC;SG	N
milieu	中間	milieu	中間	N;MASC;SG	N
milieu	介質	milieu	介質	N;MASC;SG	N
milieu	中型	milieu	中型	N;MASC;SG	N
milieu	中	milieu	中	N;MASC;SG	N
milieu	媒介	milieu	媒介	N;MASC;SG	N
festival	節慶	festival	節慶	N;MASC;SG	N
festival	節日	festival	節日	N;MASC;SG	N
blanc	白	blanc	白	N;MASC;SG	N
blanc	白色	blanc	白色	N;MASC;SG	N
blanc	空白	blanc	空白	N;MASC;SG	N
travaux	工作	travail	工作	N;MASC;PL	N
travaux	工程	travail	工程	N;MASC;PL	N
travaux	作品	travail	作品	N;MASC;PL	N
passe	通行	passer	通行	V;IND;SG;3;PRS;FIN	V
diffusion	廣播	diffusion	廣播	N;FEM;SG	N
diffusion	廣播	diffusion	廣播	N;FEM;SG	N
aide	援助	aide	援助	N;FEM;SG	N
action	動作	action	動作	N;FEM;SG	N
action	行動	action	行動	N;FEM;SG	N
réseau	網路	réseau	網路	N;MASC;SG	N
réseau	網路	réseau	網路	N;MASC;SG	N
réseau	網	réseau	網	N;MASC;SG	N
utilisé	使用	utiliser	使用	V;MASC;SG;PST;V.PTCP	V
victoire	勝利	victoire	勝利	N;FEM;SG	N
victoire	勝利	victoire	勝利	N;FEM;SG	N
femmes	女性	femme	女性	N;FEM;PL	N
femmes	女	femme	女	N;FEM;PL	N
femmes	女性	femme	女性	N;FEM;PL	N
femmes	婦女	femme	婦女	N;FEM;PL	N
femmes	女性	femme	女性	N;FEM;PL	N
minutes	分鐘	minute	分鐘	N;FEM;PL	N
durée	期限	durée	期限	N;FEM;SG	N
espèces	魚種	espèce	魚種	N;FEM;PL	N
espèces	物種	espèce	物種	N;FEM;PL	N
monuments	古蹟	monument	古蹟	N;MASC;PL	N
sens	含義	sens	含義	N;MASC;SG	N
sens	感官	sens	感官	N;MASC;SG	N
sens	感	sens	感	N;MASC;SG	N
municipalité	市	municipalité	市	N;FEM;SG	N
frère	弟弟	frère	弟弟	N;MASC;SG	N
frère	師兄	frère	師兄	N;MASC;SG	N
frère	哥哥	frère	哥哥	N;MASC;SG	N
frère	兄弟	frère	兄弟	N;MASC;SG	N
rencontre	會議	rencontre	會議	N;FEM;SG	N
rencontre	邂逅	rencontre	邂逅	N;FEM;SG	N
trop	太	trop	太	ADV	ADV
matchs	火柴	match	火柴	N;MASC;PL	N
publié	出版	publier	出版	V;MASC;SG;PST;V.PTCP	V
publié	發表	publier	發表	V;MASC;SG;PST;V.PTCP	V
publié	獲釋	publier	獲釋	V;MASC;SG;PST;V.PTCP	V
domaine	欄位	domaine	欄位	N;MASC;SG	N
domaine	網域	domaine	網域	N;MASC;SG	N
domaine	域	domaine	域	N;MASC;SG	N
domaine	面積	domaine	面積	N;MASC;SG	N
domaine	地區	domaine	地區	N;MASC;SG	N
domaine	區域	domaine	區域	N;MASC;SG	N
domaine	區	domaine	區	N;MASC;SG	N
eux	她們	soi	她	PRO;MASC;PL;3	PRO;PL;3
eux	他們	soi	他	PRO;MASC;PL;3	PRO;PL;3
eux	它們	soi	它	PRO;MASC;PL;3	PRO;PL;3
professeur	教授	professeur	教授	N;MASC;SG	N
professeur	老師	professeur	老師	N;MASC;SG	N
professeur	教師	professeur	教師	N;MASC;SG	N
quartier	鄰里	quartier	鄰里	N;MASC;SG	N
quartier	鄰里	quartier	鄰里	N;MASC;SG	N
honneur	名譽	honneur	名譽	N;MASC;SG	N
honneur	榮譽	honneur	榮譽	N;MASC;SG	N
honneur	名譽	honneur	名譽	N;MASC;SG	N
honneur	榮譽	honneur	榮譽	N;MASC;SG	N
cause	原因	cause	原因	N;FEM;SG	N
cause	起因	cause	起因	N;FEM;SG	N
nouvelles	新	nouveau	新	ADJ;FEM;PL	ADJ
comte	數	comte	數	N;MASC;SG	N
comte	伯爵	comte	伯爵	N;MASC;SG	N
comte	數數	comte	數數	N;MASC;SG	N
comte	計數	comte	計數	N;MASC;SG	N
hockey	曲棍	hockey	曲棍	N;MASC;SG	N
hockey	冰球	hockey	冰球	N;MASC;SG	N
journal	報紙	journal	報紙	N;MASC;SG	N
journal	報	journal	報	N;MASC;SG	N
journal	報章	journal	報章	N;MASC;SG	N
journal	日誌	journal	日誌	N;MASC;SG	N
journal	日刊	journal	日刊	N;MASC;SG	N
journal	日記	journal	日記	N;MASC;SG	N
journal	期刊	journal	期刊	N;MASC;SG	N
journal	日記	journal	日記	N;MASC;SG	N
différents	不同	différent	不同	ADJ;MASC;PL	ADJ
dix	十	dix	十	NUM	NUM
dix	十	dix	十	NUM	NUM
taille	腰	taille	腰	N;FEM;SG	N
taille	腰部	taille	腰部	N;FEM;SG	N
taille	身高	taille	身高	N;FEM;SG	N
taille	高度	taille	高度	N;FEM;SG	N
taille	大小	taille	大小	N;FEM;SG	N
taille	尺碼	taille	尺碼	N;FEM;SG	N
taille	尺寸	taille	尺寸	N;FEM;SG	N
taille	大小	taille	大小	N;FEM;SG	N
taille	體積	taille	體積	N;FEM;SG	N
taille	尺寸	taille	尺寸	N;FEM;SG	N
sport	體育	sport	體育	N;MASC;SG	N
sport	運動	sport	運動	N;MASC;SG	N
sport	體育	sport	體育	N;MASC;SG	N
sport	運動	sport	運動	N;MASC;SG	N
sujet	題目	sujet	題目	N;MASC;SG	N
sujet	話題	sujet	話題	N;MASC;SG	N
sujet	專題	sujet	專題	N;MASC;SG	N
sujet	主題	sujet	主題	N;MASC;SG	N
sujet	主題	sujet	主題	N;MASC;SG	N
croix	十字	croix	十字	N;FEM;SG	N
croix	十字	croix	十字	N;FEM;SG	N
croix	交叉	croix	交叉	N;FEM;SG	N
titres	證券	titre	證券	N;MASC;PL	N
titres	頭銜	titre	頭銜	N;MASC;PL	N
titres	職銜	titre	職銜	N;MASC;PL	N
titres	標題	titre	標題	N;MASC;PL	N
enfin	終於	enfin	終於	ADV	ADV
noir	黑	noir	黑	N;MASC;SG	N
noir	暗	noir	暗	N;MASC;SG	N
noir	黑暗	noir	黑暗	N;MASC;SG	N
noir	黑	noir	黑	N;MASC;SG	N
noir	黑色	noir	黑色	N;MASC;SG	N
noir	黑人	noir	黑人	N;MASC;SG	N
joue	播放	jouer	播放	V;IND;SG;3;PRS;FIN	V
moment	時刻	moment	時刻	N;MASC;SG	N
prince	王子	prince	王子	N;MASC;SG	N
prince	太子	prince	太子	N;MASC;SG	N
prince	親王	prince	親王	N;MASC;SG	N
activités	活動	activité	活動	N;FEM;PL	N
réalisateur	主任	réalisateur	主任	N;MASC;SG	N
réalisateur	司長	réalisateur	司長	N;MASC;SG	N
monument	碑	monument	碑	N;MASC;SG	N
sciences	科學	science	科學	N;FEM;PL	N
radio	電台	radio	電台	N;FEM;SG	N
radio	廣播	radio	廣播	N;FEM;SG	N
radio	廣播	radio	廣播	N;FEM;SG	N
classe	課室	classe	課室	N;FEM;SG	N
classe	教室	classe	教室	N;FEM;SG	N
classe	課堂	classe	課堂	N;FEM;SG	N
classe	階級	classe	階級	N;FEM;SG	N
classe	類	classe	類	N;FEM;SG	N
classe	類別	classe	類別	N;FEM;SG	N
classe	課堂	classe	課堂	N;FEM;SG	N
classe	班級	classe	班級	N;FEM;SG	N
classe	優雅	classe	優雅	N;FEM;SG	N
droite	右	droite	右	N;FEM;SG	N
lieux	場地	lieu	場地	N;MASC;PL	N
lieux	地點	lieu	地點	N;MASC;PL	N
lieux	地方	lieu	地方	N;MASC;PL	N
lieux	地點	lieu	地點	N;MASC;PL	N
née	生	naître	生	V;FEM;SG;PST;V.PTCP	V
née	誕生	naître	誕生	V;FEM;SG;PST;V.PTCP	V
née	出生	naître	出生	V;FEM;SG;PST;V.PTCP	V
espace	太空	espace	太空	N;MASC;SG	N
espace	空間	espace	空間	N;MASC;SG	N
villes	城市	ville	城市	N;FEM;PL	N
villes	市	ville	市	N;FEM;PL	N
villes	城	ville	城	N;FEM;PL	N
villes	城市	ville	城市	N;FEM;PL	N
fer	鋼鐵	fer	鋼鐵	N;MASC;SG	N
activité	動態	activité	動態	N;FEM;SG	N
activité	活動	activité	活動	N;FEM;SG	N
organisation	組織	organisation	組織	N;FEM;SG	N
organisation	組織	organisation	組織	N;FEM;SG	N
sélection	甄選	sélection	甄選	N;FEM;SG	N
cadre	框架	cadre	框架	N;MASC;SG	N
cadre	幀	cadre	幀	N;MASC;SG	N
cadre	框框	cadre	框框	N;MASC;SG	N
cadre	框架	cadre	框架	N;MASC;SG	N
cadre	框	cadre	框	N;MASC;SG	N
sept	七七	sept	七七	NUM	NUM
sept	七	sept	七	NUM	NUM
sept	七	sept	七	NUM	NUM
sept	九	sept	九	NUM	NUM
différentes	不同	différent	不同	ADJ;FEM;PL	ADJ
lac	湖泊	lac	湖泊	N;MASC;SG	N
lac	湖	lac	湖	N;MASC;SG	N
affaires	企業	affaire	企業	N;FEM;PL	N
affaires	業務	affaire	業務	N;FEM;PL	N
affaires	商業	affaire	商業	N;FEM;PL	N
affaires	商務	affaire	商務	N;FEM;PL	N
télévision	電視	télévision	電視	N;FEM;SG	N
télévision	電視	télévision	電視	N;FEM;SG	N
télévision	電視	télévision	電視	N;FEM;SG	N
duc	公爵	duc	公爵	N;MASC;SG	N
personnage	字元	personnage	字元	N;MASC;SG	N
personnage	人物	personnage	人物	N;MASC;SG	N
personnage	角色	personnage	角色	N;MASC;SG	N
personnage	性格	personnage	性格	N;MASC;SG	N
personnage	品格	personnage	品格	N;MASC;SG	N
évêque	主教	évêque	主教	N;MASC;SG	N
cour	院子	cour	院子	N;FEM;SG	N
cour	庭院	cour	庭院	N;FEM;SG	N
cour	法庭	cour	法庭	N;FEM;SG	N
cour	法院	cour	法院	N;FEM;SG	N
adresse	地址	adresse	地址	N;FEM;SG	N
adresse	住址	adresse	住址	N;FEM;SG	N
php	php	php	php	N;MASC;SG	N
résultats	成果	résultat	成果	N;MASC;PL	N
résultats	結果	résultat	結果	N;MASC;PL	N
problème	問題	problème	問題	N;MASC;SG	N
finalement	終於	finalement	終於	ADV	ADV
nature	自然	nature	自然	N;FEM;SG	N
nature	性質	nature	性質	N;FEM;SG	N
vol	班機	vol	班機	N;MASC;SG	N
vol	盜竊	vol	盜竊	N;MASC;SG	N
port	埠	port	埠	N;MASC;SG	N
port	港口	port	港口	N;MASC;SG	N
port	海港	port	海港	N;MASC;SG	N
port	港口	port	港口	N;MASC;SG	N
discussion	聊天	discussion	聊天	N;FEM;SG	N
épouse	妻子	épouse	妻子	N;FEM;SG	N
axe	斧頭	axe	斧頭	N;MASC;SG	N
axe	斧	axe	斧	N;MASC;SG	N
axe	斧子	axe	斧子	N;MASC;SG	N
axe	軸線	axe	軸線	N;MASC;SG	N
axe	軸	axe	軸	N;MASC;SG	N
axe	軸心	axe	軸心	N;MASC;SG	N
mesure	計量	mesure	計量	N;FEM;SG	N
mesure	量度	mesure	量度	N;FEM;SG	N
mesure	計量	mesure	計量	N;FEM;SG	N
mesure	度量	mesure	度量	N;FEM;SG	N
mesure	度量	mesure	度量	N;FEM;SG	N
mesure	計量	mesure	計量	N;FEM;SG	N
mesure	量度	mesure	量度	N;FEM;SG	N
important	重要	important	重要	ADJ;MASC;SG	ADJ
données	資料	donnée	資料	N;FEM;PL	N
force	力氣	force	力氣	N;FEM;SG	N
force	強度	force	強度	N;FEM;SG	N
force	實力	force	實力	N;FEM;SG	N
force	力量	force	力量	N;FEM;SG	N
force	體力	force	體力	N;FEM;SG	N
force	武力	force	武力	N;FEM;SG	N
couleur	色	couleur	色	N;FEM;SG	N
couleur	彩色	couleur	彩色	N;FEM;SG	N
couleur	顏色	couleur	顏色	N;FEM;SG	N
couleur	色彩	couleur	色彩	N;FEM;SG	N
couleur	彩色	couleur	彩色	N;FEM;SG	N
couleur	顏色	couleur	顏色	N;FEM;SG	N
couleur	色彩	couleur	色彩	N;FEM;SG	N
collection	收藏	collection	收藏	N;FEM;SG	N
actrice	女	acteur	女	N;FEM;SG	N
actrice	女	acteur	女	N;FEM;SG	N
actrice	演員	acteur	演員	N;FEM;SG	N
élu	當選	élire	當選	V;MASC;SG;PST;V.PTCP	V
régiment	團	régiment	團	N;MASC;SG	N
régiment	兵團	régiment	兵團	N;MASC;SG	N
station	站	station	站	N;FEM;SG	N
station	車站	station	車站	N;FEM;SG	N
bande	樂團	bande	樂團	N;FEM;SG	N
bande	樂隊	bande	樂隊	N;FEM;SG	N
bande	帶子	bande	帶子	N;FEM;SG	N
bande	膠帶	bande	膠帶	N;FEM;SG	N
bande	磁帶	bande	磁帶	N;FEM;SG	N
bande	幫派	bande	幫派	N;FEM;SG	N
capitale	資本	capitale	資本	N;FEM;SG	N
capitale	首都	capitale	首都	N;FEM;SG	N
côte	肋骨	côte	肋骨	N;FEM;SG	N
côte	海岸	côte	海岸	N;FEM;SG	N
côte	沿海	côte	沿海	N;FEM;SG	N
côte	沿岸	côte	沿岸	N;FEM;SG	N
côte	海岸	côte	海岸	N;FEM;SG	N
côte	海岸	côte	海岸	N;FEM;SG	N
étape	台階	étape	台階	N;FEM;SG	N
étape	步驟	étape	步驟	N;FEM;SG	N
étape	步	étape	步	N;FEM;SG	N
étape	舞台	étape	舞台	N;FEM;SG	N
étape	階段	étape	階段	N;FEM;SG	N
combat	戰	combat	戰	N;MASC;SG	N
combat	戰役	combat	戰役	N;MASC;SG	N
combat	戰鬥	combat	戰鬥	N;MASC;SG	N
combat	格鬥	combat	格鬥	N;MASC;SG	N
combat	打架	combat	打架	N;MASC;SG	N
combat	戰鬥	combat	戰鬥	N;MASC;SG	N
combat	打架	combat	打架	N;MASC;SG	N
combat	戰鬥	combat	戰鬥	N;MASC;SG	N
forces	強項	force	強項	N;FEM;PL	N
forces	長處	force	長處	N;FEM;PL	N
mètres	公尺	mètre	公尺	N;MASC;PL	N
mètres	米	mètre	米	N;MASC;PL	N
mètres	公尺	mètre	公尺	N;MASC;PL	N
académie	學院	académie	學院	N;FEM;SG	N
construit	建	construire	建	V;MASC;SG;PST;V.PTCP	V
tournoi	錦標	tournoi	錦標	N;MASC;SG	N
passage	通道	passage	通道	N;MASC;SG	N
entrée	入境	entrer	入境	V;FEM;SG;PST;V.PTCP	V
revue	日誌	revue	日誌	N;FEM;SG	N
revue	日刊	revue	日刊	N;FEM;SG	N
revue	日記	revue	日記	N;FEM;SG	N
revue	期刊	revue	期刊	N;FEM;SG	N
revue	雜誌	revue	雜誌	N;FEM;SG	N
revue	審查	revue	審查	N;FEM;SG	N
jeunes	年輕	jeune	年輕	ADJ;MASC;PL	ADJ
course	比賽	course	比賽	N;FEM;SG	N
course	賽	course	賽	N;FEM;SG	N
course	種族	course	種族	N;FEM;SG	N
course	競賽	course	競賽	N;FEM;SG	N
course	賽車	course	賽車	N;FEM;SG	N
ceinture	腰帶	ceinture	腰帶	N;FEM;SG	N
ceinture	皮帶	ceinture	皮帶	N;FEM;SG	N
meilleure	更好	meilleur	更好	ADJ;FEM;SG	ADJ
meilleure	最好	meilleur	最好	ADJ;FEM;SG	ADJ
heures	小時	heure	小時	N;FEM;PL	N
maître	主人	maître	主人	N;MASC;SG	N
maître	大師	maître	大師	N;MASC;SG	N
maître	師父	maître	師父	N;MASC;SG	N
maître	師傅	maître	師傅	N;MASC;SG	N
marque	品牌	marque	品牌	N;FEM;SG	N
marque	商標	marque	商標	N;FEM;SG	N
marque	標記	marque	標記	N;FEM;SG	N
single	單人	single	單人	N;MASC;SG	N
single	單身	single	單身	N;MASC;SG	N
intérieur	內	intérieur	內	N;MASC;SG	N
intérieur	裡面	intérieur	裡面	N;MASC;SG	N
intérieur	內心	intérieur	內心	N;MASC;SG	N
intérieur	內部	intérieur	內部	N;MASC;SG	N
intérieur	室內	intérieur	室內	N;MASC;SG	N
intérieur	內政	intérieur	內政	N;MASC;SG	N
intérieur	內部	intérieur	內部	N;MASC;SG	N
intérieur	內地	intérieur	內地	N;MASC;SG	N
toutefois	然而	toutefois	然而	ADV	ADV
qualité	素質	qualité	素質	N;FEM;SG	N
qualité	品質	qualité	品質	N;FEM;SG	N
qualité	優質	qualité	優質	N;FEM;SG	N
qualité	質量	qualité	質量	N;FEM;SG	N
langues	語言	langue	語言	N;FEM;PL	N
langues	語文	langue	語文	N;FEM;PL	N
langues	語言	langue	語言	N;FEM;PL	N
langues	語	langue	語	N;FEM;PL	N
langues	語文	langue	語文	N;FEM;PL	N
propre	乾淨	propre	乾淨	ADJ;MASC;SG	ADJ
lettres	信	lettre	信	N;FEM;PL	N
lettres	字母	lettre	字母	N;FEM;PL	N
lettres	信件	lettre	信件	N;FEM;PL	N
patrimoine	遺產	patrimoine	遺產	N;MASC;SG	N
joueurs	球員	joueur	球員	N;MASC;PL	N
joueurs	玩家	joueur	玩家	N;MASC;PL	N
joueurs	球員	joueur	球員	N;MASC;PL	N
joueurs	玩家	joueur	玩家	N;MASC;PL	N
généralement	通常	généralement	通常	ADV	ADV
généralement	一般	généralement	一般	ADV	ADV
rock	岩	rock	岩	N;MASC;SG	N
rock	岩石	rock	岩石	N;MASC;SG	N
rock	石頭	rock	石頭	N;MASC;SG	N
rock	搖滾	rock	搖滾	N;MASC;SG	N
nuit	夜晚	nuit	夜晚	N;FEM;SG	N
nuit	晚上	nuit	晚上	N;FEM;SG	N
nuit	夜	nuit	夜	N;FEM;SG	N
principalement	大多	principalement	大多	ADV	ADV
clubs	俱樂部	club	俱樂部	N;MASC;PL	N
vitesse	速度	vitesse	速度	N;FEM;SG	N
vitesse	速度	vitesse	速度	N;FEM;SG	N
vitesse	速	vitesse	速	N;FEM;SG	N
scénario	劇本	scénario	劇本	N;MASC;SG	N
scénario	編劇	scénario	編劇	N;MASC;SG	N
scénario	電影	scénario	電影	N;MASC;SG	N
scénario	情景	scénario	情景	N;MASC;SG	N
scénario	劇本	scénario	劇本	N;MASC;SG	N
chemin	路徑	chemin	路徑	N;MASC;SG	N
chemin	公路	chemin	公路	N;MASC;SG	N
chemin	道路	chemin	道路	N;MASC;SG	N
chemin	路	chemin	路	N;MASC;SG	N
statut	狀況	statut	狀況	N;MASC;SG	N
statut	狀態	statut	狀態	N;MASC;SG	N
statut	現況	statut	現況	N;MASC;SG	N
statut	章程	statut	章程	N;MASC;SG	N
statut	法規	statut	法規	N;MASC;SG	N
statut	規約	statut	規約	N;MASC;SG	N
groupes	樂隊	groupe	樂隊	N;MASC;PL	N
groupes	群組	groupe	群組	N;MASC;PL	N
groupes	團體	groupe	團體	N;MASC;PL	N
avis	意見	avis	意見	N;MASC;SG	N
éléments	元素	élément	元素	N;MASC;PL	N
éléments	要件	élément	要件	N;MASC;PL	N
salle	房間	salle	房間	N;FEM;SG	N
salle	房	salle	房	N;FEM;SG	N
carte	地圖	carte	地圖	N;FEM;SG	N
valeur	價值	valeur	價值	N;FEM;SG	N
valeur	數值	valeur	數值	N;FEM;SG	N
valeur	值	valeur	值	N;FEM;SG	N
utilisation	用法	utilisation	用法	N;FEM;SG	N
utilisation	用量	utilisation	用量	N;FEM;SG	N
palais	皇宮	palais	皇宮	N;MASC;SG	N
palais	宮殿	palais	宮殿	N;MASC;SG	N
palais	王宮	palais	王宮	N;MASC;SG	N
palais	宮廷	palais	宮廷	N;MASC;SG	N
palais	宮	palais	宮	N;MASC;SG	N
composé	復合	composer	復合	V;MASC;SG;PST;V.PTCP	V
composé	化合	composer	化合	V;MASC;SG;PST;V.PTCP	V
situation	情況	situation	情況	N;FEM;SG	N
droits	權利	droit	權利	N;MASC;PL	N
court	簡短	court	簡短	ADJ;MASC;SG	ADJ
vallée	河谷	vallée	河谷	N;FEM;SG	N
vallée	谷	vallée	谷	N;FEM;SG	N
vallée	山谷	vallée	山谷	N;FEM;SG	N
vallée	谷地	vallée	谷地	N;FEM;SG	N
anciens	古老	ancien	古老	ADJ;MASC;PL	ADJ
anciens	舊	ancien	舊	ADJ;MASC;PL	ADJ
rugby	橄欖	rugby	橄欖	N;MASC;SG	N
cité	引用	citer	引用	V;MASC;SG;PST;V.PTCP	V
cité	引述	citer	引述	V;MASC;SG;PST;V.PTCP	V
occasion	場合	occasion	場合	N;FEM;SG	N
nationalité	國籍	nationalité	國籍	N;FEM;SG	N
nationalité	公民	nationalité	公民	N;FEM;SG	N
chambre	房間	chambre	房間	N;FEM;SG	N
chambre	房	chambre	房	N;FEM;SG	N
chambre	臥室	chambre	臥室	N;FEM;SG	N
chambre	臥房	chambre	臥房	N;FEM;SG	N
nouveaux	新	nouveau	新	ADJ;MASC;PL	ADJ
glace	冰塊	glace	冰塊	N;FEM;SG	N
glace	冰	glace	冰	N;FEM;SG	N
mot	詞	mot	詞	N;MASC;SG	N
mot	單詞	mot	單詞	N;MASC;SG	N
mot	字	mot	字	N;MASC;SG	N
mot	單字	mot	單字	N;MASC;SG	N
main	手	main	手	N;FEM;SG	N
huit	八	huit	八	NUM	NUM
huit	八	huit	八	NUM	NUM
publication	郵政	publication	郵政	N;FEM;SG	N
dieu	神	dieu	神	N;MASC;SG	N
hôtel	飯店	hôtel	飯店	N;MASC;SG	N
hôtel	酒店	hôtel	酒店	N;MASC;SG	N
hôtel	賓館	hôtel	賓館	N;MASC;SG	N
hôtel	旅館	hôtel	旅館	N;MASC;SG	N
mission	任務	mission	任務	N;FEM;SG	N
accord	和弦	accord	和弦	N;MASC;SG	N
accord	弦	accord	弦	N;MASC;SG	N
accord	協定	accord	協定	N;MASC;SG	N
accord	協議	accord	協議	N;MASC;SG	N
campagne	鄉村	campagne	鄉村	N;FEM;SG	N
campagne	鄉下	campagne	鄉下	N;FEM;SG	N
campagne	鄉間	campagne	鄉間	N;FEM;SG	N
campagne	農村	campagne	農村	N;FEM;SG	N
programme	方案	programme	方案	N;MASC;SG	N
programme	程式	programme	程式	N;MASC;SG	N
programme	方案	programme	方案	N;MASC;SG	N
importante	重要	important	重要	ADJ;FEM;SG	ADJ
choix	甄選	choix	甄選	N;MASC;SG	N
coup	炸	coup	炸	N;MASC;SG	N
enfant	兒童	enfant	兒童	N;MASC;SG	N
