και	e	και	e	CONJ	CONJ
άτομα	xente	άτομο	xente	N;NOM;NEUT;PL	N
άτομα	persoas	άτομο	persoa	N;NOM;NEUT;PL	N
άτομα	pobo	άτομο	pobo	N;NOM;NEUT;PL	N
είδος	tipo	είδος	tipo	N;NOM;NEUT;SG	N
είδος	clase	είδος	clase	N;NOM;NEUT;SG	N
είδος	especie	είδος	especie	N;NOM;NEUT;SG	N
είδος	especies	είδος	especie	N;NOM;NEUT;SG	N
αρκετά	abondo	αρκετά	abondo	ADV	ADV
μεγαλύτερο	maior	μεγάλος	maior	ADJ;NOM;CMPR;NEUT;SG	ADJ
μεγαλύτερο	grandes	μεγάλος	grande	ADJ;NOM;CMPR;NEUT;SG	ADJ
μεγαλύτερο	grande	μεγάλος	grande	ADJ;NOM;CMPR;NEUT;SG	ADJ
μεγαλύτερο	grandes	μεγάλος	grande	ADJ;NOM;CMPR;NEUT;SG	ADJ
μεγαλύτερο	grande	μεγάλος	grande	ADJ;NOM;CMPR;NEUT;SG	ADJ
εκείνη	ela	εκείνος	el	PRO;ACC;FEM;SG;3	PRO
εκείνη	que	εκείνος	que	PRO;ACC;FEM;SG;3	PRO
χώρες	países	χώρα	país	N;NOM;FEM;PL	N
χώρες	paises	χώρα	país	N;NOM;FEM;PL	N
χώρο	espazo	χώρος	espazo	N;ACC;MASC;SG	N
χώρο	espacio	χώρος	espacio	N;ACC;MASC;SG	N
σχολή	instituto	σχολή	instituto	N;NOM;FEM;SG	N
σχολή	escola	σχολή	escola	N;NOM;FEM;SG	N
σχολή	colexio	σχολή	colexio	N;NOM;FEM;SG	N
εναντίον	en	εναντίον	en	ADP	ADP
εναντίον	contra	εναντίον	contra	ADP	ADP
τρία	3	τρεις	3	NUM;NOM;NEUT;PL	NUM
χαρακτηριστικά	características	χαρακτηριστικός	característica	N;NOM;NEUT;PL	N
χαρακτηριστικά	características	χαρακτηριστικός	característica	N;NOM;NEUT;PL	N
χαρακτηριστικά	atributos	χαρακτηριστικός	atributo	N;NOM;NEUT;PL	N
όρος	termo	όρος	termo	N;NOM;MASC;SG	N
όρος	prazo	όρος	prazo	N;NOM;MASC;SG	N
όρος	período	όρος	período	N;NOM;MASC;SG	N
όρος	condición	όρος	condición	N;NOM;MASC;SG	N
όρος	situación	όρος	situación	N;NOM;MASC;SG	N
όρος	doenza	όρος	doenza	N;NOM;MASC;SG	N
όρος	estado	όρος	estado	N;NOM;MASC;SG	N
ιδρύθηκε	fundou	ιδρύω	fundar	V;PFV;IND;SG;3;PST;FIN;PASS	V
βασιλιάς	xurxo	βασιλιάς	xurxo	N;NOM;MASC;SG	N
παιδιά	rapaces	παιδί	rapaz	N;NOM;NEUT;PL	N
παιδιά	nenos	παιδί	neno	N;NOM;NEUT;PL	N
παιδιά	mozos	παιδί	mozo	N;NOM;NEUT;PL	N
παιδιά	nenos	παιδί	neno	N;NOM;NEUT;PL	N
παιδιά	fillos	παιδί	fillo	N;NOM;NEUT;PL	N
παιδιά	rapaces	παιδί	rapaz	N;NOM;NEUT;PL	N
παιδιά	mozos	παιδί	mozo	N;NOM;NEUT;PL	N
παιδιά	tipos	παιδί	tipo	N;NOM;NEUT;PL	N
παιδιά	mozos	παιδί	mozo	N;NOM;NEUT;PL	N
παιδιά	rapaces	παιδί	rapaz	N;NOM;NEUT;PL	N
παιδιά	tíos	παιδί	tíos	N;NOM;NEUT;PL	N
παιδιά	homes	παιδί	home	N;NOM;NEUT;PL	N
παιδιά	nenos	παιδί	neno	N;NOM;NEUT;PL	N
παιδιά	fillos	παιδί	fillo	N;NOM;NEUT;PL	N
παιδιά	nenas	παιδί	neno	N;NOM;NEUT;PL	N
βραβείο	nobel	βραβείο	nobel	N;NOM;NEUT;SG	N
βραβείο	premio	βραβείο	premio	N;NOM;NEUT;SG	N
βραβείο	premio	βραβείο	premio	N;NOM;NEUT;SG	N
άρχισε	comecei	αρχίζω	comecer	V;PFV;IND;SG;3;PST;FIN;ACT	V
άρχισε	comezamos	αρχίζω	comezar	V;PFV;IND;SG;3;PST;FIN;ACT	V
άρχισε	empecei	αρχίζω	empecar	V;PFV;IND;SG;3;PST;FIN;ACT	V
άρχισε	comezou	αρχίζω	comezar	V;PFV;IND;SG;3;PST;FIN;ACT	V
φαίνεται	semella	φαίνομαι	semellar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
φαίνεται	parece	φαίνομαι	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
φαίνεται	parece	φαίνομαι	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
φαίνεται	semella	φαίνομαι	semellar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
αρχαία	antiga	αρχαίος	antigo	ADJ;NOM;FEM;SG	ADJ
αρχαία	antigas	αρχαίος	antigo	ADJ;NOM;FEM;SG	ADJ
μήκος	lonxitude	μήκος	lonxitude	N;ACC;NEUT;SG	N
κυκλοφόρησε	liberado	κυκλοφορώ	liberado	V;PFV;IND;SG;3;PST;FIN;ACT	V
κυκλοφόρησε	liberados	κυκλοφορώ	liberar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κυκλοφόρησε	editaron	κυκλοφορώ	editar	V;PFV;IND;SG;3;PST;FIN;ACT	V
τι	que	τι	que	PRO;NOM;NEUT;SG;3	PRO
χρονιά	ano	χρονιά	ano	N;ACC;FEM;SG	N
παραγωγή	produción	παραγωγή	produción	N;NOM;FEM;SG	N
παραγωγή	producción	παραγωγή	producción	N;NOM;FEM;SG	N
ηθοποιός	actriz	ηθοποιός	actriz	N;NOM;MASC;SG	N
ηθοποιός	actor	ηθοποιός	actor	N;NOM;MASC;SG	N
ούτε	nin	ούτε	nin	CONJ	CONJ
δυνάμεις	forzas	δύναμη	forza	N;NOM;FEM;PL	N
δεκαετία	década	δεκαετία	década	N;ACC;FEM;SG	N
παγκόσμιο	mundial	παγκόσμιος	mundial	ADJ;NOM;NEUT;SG	ADJ
παγκόσμιο	global	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ
παγκόσμιο	globais	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ
βιβλίο	libro	βιβλίο	libro	N;NOM;NEUT;SG	N
διάστημα	espazo	διάστημα	espazo	N;NOM;NEUT;SG	N
διάστημα	espacio	διάστημα	espacio	N;NOM;NEUT;SG	N
οικογένεια	familia	οικογένεια	familia	N;NOM;FEM;SG	N
μέτρα	medidas	μέτρο	medida	N;NOM;NEUT;PL	N
σημαίνει	significa	σημαίνω	significar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
σημαίνει	dicir	σημαίνω	dicir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
σημαίνει	quere	σημαίνω	querer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
πέντε	5	πέντε	5	NUM;NOM;MASC;PL	NUM
παραπάνω	riba	παραπάνω	riba	ADV	ADV
παραπάνω	enriba	παραπάνω	enriba	ADV	ADV
παραπάνω	arriba	παραπάνω	arriba	ADV	ADV
υπουργός	ministro	υπουργός	ministro	N;NOM;MASC;SG	N
υπουργός	ministra	υπουργός	ministrar	N;NOM;MASC;SG	N
υπουργός	pastor	υπουργός	pastor	N;NOM;MASC;SG	N
σεζόν	tempada	σεζόν	tempada	N;ACC;FEM;SG	N
πρότυπο	modelo	πρότυπο	modelo	N;NOM;NEUT;SG	N
αριθμός	número	αριθμός	número	N;NOM;MASC;SG	N
θάνατο	morte	θάνατος	morte	N;ACC;MASC;SG	N
εταιρεία	empresa	εταιρεία	empresa	N;NOM;FEM;SG	N
εταιρεία	compañía	εταιρεία	compañía	N;NOM;FEM;SG	N
σώμα	corpo	σώμα	corpo	N;NOM;NEUT;SG	N
σώμα	corpo	σώμα	corpo	N;NOM;NEUT;SG	N
σώμα	fuxitivos	σώμα	fuxitivo	N;NOM;NEUT;SG	N
πρωτεύουσα	capital	πρωτεύουσα	capital	N;NOM;FEM;SG	N
πρωτεύουσα	capitais	πρωτεύουσα	capital	N;NOM;FEM;SG	N
σύνολο	total	σύνολο	total	N;NOM;NEUT;SG	N
κατάσταση	posición	κατάσταση	posición	N;ACC;FEM;SG	N
κατάσταση	statu	κατάσταση	statu	N;ACC;FEM;SG	N
κατάσταση	status	κατάσταση	status	N;ACC;FEM;SG	N
κατάσταση	situación	κατάσταση	situación	N;ACC;FEM;SG	N
κατάσταση	condición	κατάσταση	condición	N;ACC;FEM;SG	N
κατάσταση	situación	κατάσταση	situación	N;ACC;FEM;SG	N
κατάσταση	doenza	κατάσταση	doenza	N;ACC;FEM;SG	N
κατάσταση	estado	κατάσταση	estado	N;ACC;FEM;SG	N
νησί	illa	νησί	illa	N;NOM;NEUT;SG	N
επίπεδο	nivel	επίπεδο	nivel	N;NOM;NEUT;SG	N
επιτυχία	éxito	επιτυχία	éxito	N;NOM;FEM;SG	N
πίσω	atrás	πίσω	atrás	ADV	ADV
δημιουργία	creación	δημιουργία	creación	N;ACC;FEM;SG	N
αρχή	comezo	αρχή	comezo	N;NOM;FEM;SG	N
αρχή	principio	αρχή	principio	N;NOM;FEM;SG	N
αρχή	principio	αρχή	principio	N;NOM;FEM;SG	N
αρχή	autoridade	αρχή	autoridade	N;NOM;FEM;SG	N
άδεια	licencia	άδεια	licencia	N;NOM;FEM;SG	N
άδεια	permiso	άδεια	permiso	N;NOM;FEM;SG	N
άδεια	permiso	άδεια	permiso	N;NOM;FEM;SG	N
άδεια	valeiro	άδεια	valeiro	N;NOM;FEM;SG	N
ανάπτυξη	desenvolvemento	ανάπτυξη	desenvolvemento	N;ACC;FEM;SG	N
ανάπτυξη	proxecto	ανάπτυξη	proxecto	N;ACC;FEM;SG	N
ανάπτυξη	crecemento	ανάπτυξη	crecemento	N;ACC;FEM;SG	N
φάση	fase	φάση	fase	N;ACC;FEM;SG	N
αυτόν	el	αυτός	el	PRO;ACC;MASC;SG;3	PRO
αυτόν	lle	αυτός	lle	PRO;ACC;MASC;SG;3	PRO
άγιος	santo	άγιος	santo	ADJ;NOM;MASC;SG	ADJ
άγιος	san	άγιος	ser	ADJ;NOM;MASC;SG	ADJ
θάνατοι	mortes	θάνατος	morte	N;NOM;MASC;PL	N
τραγούδι	canta	τραγούδι	canta	N;NOM;NEUT;SG	N
τραγούδι	canción	τραγούδι	canción	N;NOM;NEUT;SG	N
τραγούδι	cantiga	τραγούδι	cantiga	N;NOM;NEUT;SG	N
κόρη	filla	κόρη	fillo	N;NOM;FEM;SG	N
πάλι	máis	πάλι	máis	ADV	ADV
επαρχία	provincia	επαρχία	provincia	N;NOM;FEM;SG	N
κέρδισε	gañar	κερδίζω	gañar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κέρδισε	vai	κερδίζω	ir	V;PFV;IND;SG;3;PST;FIN;ACT	V
κέρδισε	vou	κερδίζω	var	V;PFV;IND;SG;3;PST;FIN;ACT	V
βασίλειο	reino	βασίλειο	reino	N;NOM;NEUT;SG	N
βασίλειο	ceos	βασίλειο	ceos	N;NOM;NEUT;SG	N
σκοπό	propósito	σκοπός	propósito	N;ACC;MASC;SG	N
σκοπό	fin	σκοπός	fin	N;ACC;MASC;SG	N
σκοπό	intención	σκοπός	intención	N;ACC;MASC;SG	N
σκοπό	obxectivo	σκοπός	obxectivo	N;ACC;MASC;SG	N
πληροφορίες	información	πληροφορία	información	N;NOM;FEM;PL	N
εθνικό	nacional	εθνικός	nacional	ADJ;NOM;NEUT;SG	ADJ
εθνικό	nacionais	εθνικός	nacional	ADJ;NOM;NEUT;SG	ADJ
εθνικό	national	εθνικός	national	ADJ;NOM;NEUT;SG	ADJ
καριέρα	carreira	καριέρα	carreira	N;ACC;FEM;SG	N
ποτέ	nunca	ποτέ	nunca	ADV	ADV
ποτέ	nunca	ποτέ	nunca	ADV	ADV
πλευρά	lado	πλευρά	lado	N;ACC;FEM;SG	N
ανήκει	pertence	ανήκω	pertencer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
πρόγραμμα	programa	πρόγραμμα	programa	N;NOM;NEUT;SG	N
χιλιόμετρα	quilómetros	χιλιόμετρο	quilómetros	N;NOM;NEUT;PL	N
χιλιόμετρα	millas	χιλιόμετρο	milla	N;NOM;NEUT;PL	N
χιλιόμετρα	kilómetros	χιλιόμετρο	kilómetro	N;NOM;NEUT;PL	N
κάτοικοι	habitantes	κάτοικος	habitante	N;NOM;MASC;PL	N
κάτοικοι	residentes	κάτοικος	residente	N;NOM;MASC;PL	N
άρθρα	artigos	άρθρο	artigo	N;NOM;NEUT;PL	N
τύπου	prensa	τύπος	prensa	N;GEN;MASC;SG	N
τύπου	tipo	τύπος	tipo	N;GEN;MASC;SG	N
τύπου	clase	τύπος	clase	N;GEN;MASC;SG	N
δημοκρατία	república	δημοκρατία	república	N;NOM;FEM;SG	N
δημοκρατία	democracia	δημοκρατία	democracia	N;NOM;FEM;SG	N
πόλεμος	guerra	πόλεμος	guerra	N;NOM;MASC;SG	N
εφημερίδα	xornais	εφημερίδα	xornal	N;NOM;FEM;SG	N
εφημερίδα	xornal	εφημερίδα	xornal	N;NOM;FEM;SG	N
μικρό	pequeno	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ
μικρό	pequenos	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ
μικρό	pequenas	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ
μικρό	pequena	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ
μικρό	pequeno	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ
μικρό	pequena	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ
τόπος	lugar	τόπος	lugar	N;NOM;MASC;SG	N
τόπος	casa	τόπος	casa	N;NOM;MASC;SG	N
τόπος	sitio	τόπος	sitio	N;NOM;MASC;SG	N
ονομάζεται	chamada	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ονομάζεται	chamado	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ονομάζεται	chámase	ονομάζω	chámase	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ονομάζεται	chamou	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
συγκεκριμένα	especificamente	συγκεκριμένα	especificamente	ADV	ADV
είδη	especie	είδος	especie	N;NOM;NEUT;PL	N
είδη	especies	είδος	especie	N;NOM;NEUT;PL	N
πηγή	fonte	πηγή	fonte	N;NOM;FEM;SG	N
πηγή	orixe	πηγή	orixe	N;NOM;FEM;SG	N
κάποιος	alguén	κάποιος	alguén	PRO;NOM;MASC;SG;3	PRO
κάποιος	alguén	κάποιος	alguén	PRO;NOM;MASC;SG;3	PRO
κάποιος	que	κάποιος	que	PRO;NOM;MASC;SG;3	PRO
πατέρας	pai	πατέρα	pai	N;NOM;MASC;SG	N
πατέρας	padre	πατέρα	padre	N;NOM;MASC;SG	N
κατηγορίες	cargos	κατηγορία	cargo	N;NOM;FEM;PL	N
ποδόσφαιρο	fútbol	ποδόσφαιρος	fútbol	N;NOM;NEUT;SG	N
θέσεις	posicións	θέση	posición	N;NOM;FEM;PL	N
θέσεις	asentos	θέση	asento	N;NOM;FEM;PL	N
έκταση	nivel	έκταση	nivel	N;ACC;FEM;SG	N
έκταση	área	έκταση	área	N;ACC;FEM;SG	N
έκταση	zona	έκταση	zona	N;ACC;FEM;SG	N
γενικά	normalmente	γενικά	normal	ADV	ADV
σημαντικό	importante	σημαντικός	importante	ADJ;NOM;NEUT;SG	ADJ
σημαντικό	importantes	σημαντικός	importante	ADJ;NOM;NEUT;SG	ADJ
νίκη	vitoria	νίκη	vitoria	N;ACC;FEM;SG	N
νίκη	victoria	νίκη	victoria	N;ACC;FEM;SG	N
μικρή	pequeno	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ
μικρή	pequenos	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ
μικρή	pequenas	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ
μικρή	pequena	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ
μικρή	pequeno	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ
μικρή	pequena	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ
έτη	anos	έτος	ano	N;NOM;NEUT;PL	N
πατέρα	pai	πατέρα	pai	N;ACC;MASC;SG	N
πατέρα	padre	πατέρα	padre	N;ACC;MASC;SG	N
αμερικανός	estadounidense	Αμερικανός	estadounidense	ADJ;NOM;MASC;SG	ADJ
αμερικανός	americana	Αμερικανός	americano	ADJ;NOM;MASC;SG	ADJ
αμερικανός	americano	Αμερικανός	americano	ADJ;NOM;MASC;SG	ADJ
τελικό	derradeira	τελικός	derradeiro	ADJ;NOM;NEUT;SG	ADJ
τελικό	último	τελικός	último	ADJ;NOM;NEUT;SG	ADJ
τελικό	definitivo	τελικός	definitivo	ADJ;NOM;NEUT;SG	ADJ
πάντα	sempre	πάντα	sempre	ADV	ADV
συγκρότημα	banda	συγκρότημα	banda	N;NOM;NEUT;SG	N
συγκρότημα	complexo	συγκρότημα	complexo	N;NOM;NEUT;SG	N
συγκρότημα	complexas	συγκρότημα	complexo	N;NOM;NEUT;SG	N
συγκρότημα	complexos	συγκρότημα	complexo	N;NOM;NEUT;SG	N
παραγωγής	produción	παραγωγή	produción	N;GEN;FEM;SG	N
παραγωγής	producción	παραγωγή	producción	N;GEN;FEM;SG	N
ίσως	quizáis	ίσως	quizáis	ADV	ADV
ίσως	quizais	ίσως	quizais	ADV	ADV
ίσως	cadra	ίσως	cadra	ADV	ADV
ίσως	talvez	ίσως	talvez	ADV	ADV
ίσως	cadra	ίσως	cadra	ADV	ADV
ίσως	quizais	ίσως	quizais	ADV	ADV
ίσως	talvez	ίσως	talvez	ADV	ADV
επόμενη	próxima	επόμενος	próximo	ADJ;ACC;FEM;SG	ADJ
επόμενη	seguinte	επόμενος	seguinte	ADJ;ACC;FEM;SG	ADJ
επόμενη	próximo	επόμενος	próximo	ADJ;ACC;FEM;SG	ADJ
στιγμή	momento	στιγμή	momento	N;ACC;FEM;SG	N
στιγμή	intre	στιγμή	intre	N;ACC;FEM;SG	N
μήνες	meses	μήνας	mes	N;NOM;MASC;PL	N
θεωρία	teoría	θεωρία	teoría	N;NOM;FEM;SG	N
ύψος	altura	ύψος	altura	N;NOM;NEUT;SG	N
τώρα	agora	τώρα	agora	ADV	ADV
θέατρο	teatro	θέατρο	teatro	N;NOM;NEUT;SG	N
θέατρο	recinto	θέατρο	recinto	N;NOM;NEUT;SG	N
θέατρο	teatro	θέατρο	teatro	N;NOM;NEUT;SG	N
σημαντική	importante	σημαντικός	importante	ADJ;NOM;FEM;SG	ADJ
σημαντική	importantes	σημαντικός	importante	ADJ;NOM;FEM;SG	ADJ
σημαντική	significativas	σημαντικός	significativo	ADJ;NOM;FEM;SG	ADJ
σημαντική	significativa	σημαντικός	significativo	ADJ;NOM;FEM;SG	ADJ
σημαντική	significativo	σημαντικός	significativo	ADJ;NOM;FEM;SG	ADJ
σημαντική	importante	σημαντικός	importante	ADJ;NOM;FEM;SG	ADJ
ημέρα	días	ημέρα	día	N;NOM;FEM;SG	N
ημέρα	día	ημέρα	día	N;NOM;FEM;SG	N
επέστρεψε	volveu	επιστρέφω	volver	V;PFV;IND;SG;3;PST;FIN;ACT	V
θέματα	temas	θέμα	tema	N;NOM;NEUT;PL	N
θέματα	problemas	θέμα	problema	N;NOM;NEUT;PL	N
θέματα	cuestións	θέμα	cuestión	N;NOM;NEUT;PL	N
θέματα	temas	θέμα	tema	N;NOM;NEUT;PL	N
θέματα	asuntos	θέμα	asunto	N;NOM;NEUT;PL	N
στάδιο	escenario	στάδιο	escenario	N;NOM;NEUT;SG	N
στάδιο	etapa	στάδιο	etapa	N;NOM;NEUT;SG	N
στάδιο	palco	στάδιο	palco	N;NOM;NEUT;SG	N
χωριά	aldeas	χωριό	aldea	N;NOM;NEUT;PL	N
χωριά	pobos	χωριό	pobo	N;NOM;NEUT;PL	N
επίθεση	ataque	επίθεση	ataque	N;ACC;FEM;SG	N
επίθεση	asalto	επίθεση	asalto	N;ACC;FEM;SG	N
τραγούδια	cancións	τραγούδιο	canción	N;NOM;NEUT;PL	N
τραγούδια	canción	τραγούδιο	canción	N;NOM;NEUT;PL	N
έδωσε	deume	δίνω	deume	V;PFV;IND;SG;3;PST;FIN;ACT	V
έδωσε	deu	δίνω	dar	V;PFV;IND;SG;3;PST;FIN;ACT	V
πληθυσμός	poboación	πληθυσμός	poboación	N;NOM;MASC;SG	N
λέξη	palabra	λέξη	palabra	N;ACC;FEM;SG	N
κατάφερε	puido	καταφέρνω	poder	V;PFV;IND;SG;3;PST;FIN;ACT	V
κατάφερε	conseguimos	καταφέρνω	conseguir	V;PFV;IND;SG;3;PST;FIN;ACT	V
προβλήματα	problemas	πρόβλημα	problema	N;NOM;NEUT;PL	N
προβλήματα	problema	πρόβλημα	problema	N;NOM;NEUT;PL	N
έχοντας	ter	έχω	ter	V;IPFV;V.CVB;ACT	V
έχοντας	tendo	έχω	ter	V;IPFV;V.CVB;ACT	V
δύναμη	fortaleza	δύναμη	fortalezar	N;ACC;FEM;SG	N
δύναμη	forzas	δύναμη	forza	N;ACC;FEM;SG	N
δύναμη	forza	δύναμη	forza	N;ACC;FEM;SG	N
δύναμη	forza	δύναμη	forza	N;ACC;FEM;SG	N
δύναμη	policía	δύναμη	policía	N;ACC;FEM;SG	N
δύναμη	exército	δύναμη	exército	N;ACC;FEM;SG	N
επανάσταση	revolución	επανάσταση	revolución	N;ACC;FEM;SG	N
τύπος	prensa	τύπος	prensa	N;NOM;MASC;SG	N
τύπος	fórmula	τύπος	fórmula	N;NOM;MASC;SG	N
τύπος	tipo	τύπος	tipo	N;NOM;MASC;SG	N
τύπος	clase	τύπος	clase	N;NOM;MASC;SG	N
εκατομμύρια	millóns	εκατομμύριο	millón	N;NOM;NEUT;PL	N
εκατομμύρια	millón	εκατομμύριο	millón	N;NOM;NEUT;PL	N
εκατομμύρια	millóns	εκατομμύριο	millón	N;NOM;NEUT;PL	N
εκατομμύρια	milleiros	εκατομμύριο	milleiro	N;NOM;NEUT;PL	N
τέσσερις	4	τέσσερις	4	NUM;NOM;MASC;PL	NUM
πορεία	suposto	πορεία	suposto	N;ACC;FEM;SG	N
μέση	media	μέσο	media	N;NOM;FEM;SG	N
μέση	medio	μέσο	medio	N;NOM;FEM;SG	N
μέση	oriente	μέσο	oriente	N;NOM;FEM;SG	N
μέση	media	μέσο	media	N;NOM;FEM;SG	N
μέση	medio	μέσο	medio	N;NOM;FEM;SG	N
μέση	mediocre	μέσο	mediocre	N;NOM;FEM;SG	N
πρόβλημα	problema	πρόβλημα	problema	N;NOM;NEUT;SG	N
πρόβλημα	problema	πρόβλημα	problema	N;NOM;NEUT;SG	N
πρόβλημα	problemas	πρόβλημα	problema	N;NOM;NEUT;SG	N
νερό	auga	νερό	auga	N;NOM;NEUT;SG	N
αγωνίστηκε	loitei	αγωνίζομαι	loitei	V;PFV;IND;SG;3;PST;FIN;PASS	V
αγωνίστηκε	loitou	αγωνίζομαι	loitar	V;PFV;IND;SG;3;PST;FIN;PASS	V
αγωνίστηκε	loitamos	αγωνίζομαι	loitar	V;PFV;IND;SG;3;PST;FIN;PASS	V
εντός	dentro	εντός	dentro	ADV	ADV
περιφέρεια	rexión	περιφέρεια	rexión	N;NOM;FEM;SG	N
περιφέρεια	distrito	περιφέρεια	distrito	N;NOM;FEM;SG	N
παρουσία	presenza	παρουσία	presenza	N;NOM;FEM;SG	N
μητέρα	nai	μητέρα	nai	N;NOM;FEM;SG	N
μητέρα	á	μητέρα	á	N;NOM;FEM;SG	N
μητέρα	mamá	μητέρα	mamá	N;NOM;FEM;SG	N
έξι	6	έξι	6	NUM;NOM;MASC;PL	NUM
δομή	estrutura	δομή	estrutura	N;NOM;FEM;SG	N
δομή	rede	δομή	rede	N;NOM;FEM;SG	N
έγραψε	escribín	γράφω	escribir	V;PFV;IND;SG;3;PST;FIN;ACT	V
έγραψε	escribiron	γράφω	escribir	V;PFV;IND;SG;3;PST;FIN;ACT	V
έγραψε	escribiu	γράφω	escribiu	V;PFV;IND;SG;3;PST;FIN;ACT	V
κατασκευή	construción	κατασκευή	construción	N;NOM;FEM;SG	N
κατασκευή	construcción	κατασκευή	construcción	N;NOM;FEM;SG	N
κατασκευή	construtora	κατασκευή	construtor	N;NOM;FEM;SG	N
περιπτώσεις	casos	περίπτωση	caso	N;NOM;FEM;PL	N
περιπτώσεις	caixas	περίπτωση	caixa	N;NOM;FEM;PL	N
ημέρες	días	ημέρα	día	N;NOM;FEM;PL	N
μερικές	algo	μερικοί	algo	PRO;NOM;FEM;PL;3	PRO
τιμή	prezos	τιμή	prezo	N;NOM;FEM;SG	N
τιμή	prezo	τιμή	prezo	N;NOM;FEM;SG	N
τιμή	precio	τιμή	precio	N;NOM;FEM;SG	N
τιμή	caché	τιμή	caché	N;NOM;FEM;SG	N
τιμή	valor	τιμή	valor	N;NOM;FEM;SG	N
τιμή	valor	τιμή	valor	N;NOM;FEM;SG	N
τιμή	revenda	τιμή	revenda	N;NOM;FEM;SG	N
διαδικασία	proceso	διαδικασία	proceso	N;NOM;FEM;SG	N
διαδικασία	procedemento	διαδικασία	procedemento	N;NOM;FEM;SG	N
κοινό	audiencia	κοινό	audiencia	N;NOM;NEUT;SG	N
κοινό	auditorio	κοινό	auditorio	N;NOM;NEUT;SG	N
συλλογή	colección	συλλογή	colección	N;NOM;FEM;SG	N
παρακάτω	debaixo	παράκατος	debaixo	ADV	ADV
παρακάτω	abaixo	παράκατος	abaixo	ADV	ADV
ναός	templo	ναός	templo	N;NOM;MASC;SG	N
βοήθεια	axuda	βοήθεια	axuda	N;ACC;FEM;SG	N
βοήθεια	evitalo	βοήθεια	evitalo	N;ACC;FEM;SG	N
απόσταση	distancia	απόσταση	distancia	N;ACC;FEM;SG	N
απόσταση	distancias	απόσταση	distancia	N;ACC;FEM;SG	N
απόσταση	rango	απόσταση	rango	N;ACC;FEM;SG	N
απόσταση	cadea	απόσταση	cadea	N;ACC;FEM;SG	N
απόσταση	abano	απόσταση	abano	N;ACC;FEM;SG	N
αμέσως	inmediatamente	αμέσως	inmediatamente	ADV	ADV
αμέσως	axiña	αμέσως	axiña	ADV	ADV
αναφορά	informe	αναφορά	informe	N;NOM;FEM;SG	N
δράση	acción	δράση	acción	N;NOM;FEM;SG	N
απλά	só	απλά	só	ADV	ADV
γιώργος	xurxo	γιώργος	xurxo	N;NOM;MASC;SG	N
γεγονότα	feitos	γεγονός	feito	N;NOM;NEUT;PL	N
γεγονότα	probas	γεγονός	proba	N;NOM;NEUT;PL	N
γεγονότα	eventos	γεγονός	evento	N;NOM;NEUT;PL	N
γεγονότα	sucesos	γεγονός	suceso	N;NOM;NEUT;PL	N
γεγονότα	feitos	γεγονός	feito	N;NOM;NEUT;PL	N
γεγονότα	adversos	γεγονός	adverso	N;NOM;NEUT;PL	N
γεγονότα	xuntanzas	γεγονός	xuntanza	N;NOM;NEUT;PL	N
