los	os	él	o	PRO;ACC;MASC;PL;3	PRO;ACC;MASC;PL;3
superficie	área	superficie	área	N;FEM;SG	N;FEM;SG
copa	copa	copa	copa	N;FEM;SG	N;FEM;SG
copa	xícara	copa	xícara	N;FEM;SG	N;FEM;SG
copa	copa	copa	copa	N;FEM;SG	N;FEM;SG
copa	taça	copa	taça	N;FEM;SG	N;FEM;SG
copa	chávena	copa	cháveno	N;FEM;SG	N;FEM;SG
copa	copo	copa	copo	N;FEM;SG	N;MASC;SG
muchos	muitos	mucho	muito	PRO;MASC;PL	PRO;MASC;PL
muchos	muitas	mucho	muito	PRO;MASC;PL	PRO;FEM;PL
línea	line	línea	line	N;FEM;SG	N;MASC;SG
línea	linha	línea	linha	N;FEM;SG	N;FEM;SG
francisco	francisco	francisco	francisco	N;MASC;SG	N;MASC;SG
francisco	francisco	francisco	francisco	N;MASC;SG	N;MASC;SG
francisco	francis	francisco	franci	N;MASC;SG	N;MASC;SG
siguiente	seguinte	siguiente	seguinte	ADJ;SG	ADJ;MASC;SG
siguiente	próxima	siguiente	próximo	ADJ;SG	ADJ;FEM;SG
área	area	área	area	N;FEM;SG	N;FEM;SG
área	área	área	área	N;FEM;SG	N;FEM;SG
censo	recenseamento	censo	recenseamento	N;MASC;SG	N;MASC;SG
censo	censo	censo	censo	N;MASC;SG	N;MASC;SG
liga	league	liga	leagar	N;FEM;SG	N;MASC;SG
liga	liga	liga	liga	N;FEM;SG	N;FEM;SG
liga	liga	liga	liga	N;FEM;SG	N;FEM;SG
estas	essas	este	esse	PRO;FEM;PL	PRO;FEM;PL
estas	estas	este	este	PRO;FEM;PL	PRO;FEM;PL
muerte	death	muerte	death	N;FEM;SG	N;MASC;SG
muerte	morte	muerte	morte	N;FEM;SG	N;FEM;SG
través	thru	través	thru	N	N;MASC;SG
política	política	política	política	N;FEM;SG	N;FEM;SG
política	politica	política	politica	N;FEM;SG	N;FEM;SG
política	política	política	política	N;FEM;SG	N;FEM;SG
menos	menos	menos	menos	ADV	ADV
menos	menos	menos	menos	ADV	ADV
largo	longa	largo	longo	ADJ;MASC;SG	ADJ;FEM;SG
hijo	son	hijo	son	N;MASC;SG	N;MASC;SG
hijo	filho	hijo	filho	N;MASC;SG	N;MASC;SG
algunas	alguns	alguno	algum	PRO;FEM;PL	PRO;MASC;PL
algunas	algumas	alguno	algum	PRO;FEM;PL	PRO;FEM;PL
carrera	carreira	carrera	carreira	N;FEM;SG	N;FEM;SG
carrera	raça	carrera	raça	N;FEM;SG	N;FEM;SG
carrera	corrida	carrera	corrida	N;FEM;SG	N;FEM;SG
carrera	race	carrera	race	N;FEM;SG	N;MASC;SG
carrera	carrera	carrera	carrera	N;FEM;SG	N;MASC;SG
pueblo	vila	pueblo	vila	N;MASC;SG	N;FEM;SG
pueblo	cidade	pueblo	cidade	N;MASC;SG	N;FEM;SG
pueblo	pueblo	pueblo	pueblo	N;MASC;SG	N;MASC;SG
pueblo	povo	pueblo	povo	N;MASC;SG	N;MASC;SG
pueblo	gente	pueblo	gente	N;MASC;SG	N;FEM;SG
pueblo	vila	pueblo	vila	N;MASC;SG	N;FEM;SG
pueblo	aldeia	pueblo	aldeia	N;MASC;SG	N;FEM;SG
departamento	departamento	departamento	departamento	N;MASC;SG	N;MASC;SG
localidades	locais	localidad	local	N;FEM;PL	N;MASC;PL
localidades	lugares	localidad	lugar	N;FEM;PL	N;MASC;PL
localidades	sítios	localidad	sítio	N;FEM;PL	N;MASC;PL
localidades	localizações	localidad	localização	N;FEM;PL	N;FEM;PL
localidades	localidades	localidad	localidade	N;FEM;PL	N;FEM;PL
localidades	locais	localidad	local	N;FEM;PL	N;MASC;PL
localidades	localidades	localidad	localidade	N;FEM;PL	N;FEM;PL
hizo	fê	hacer	fazer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
hizo	fez	hacer	fazer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
veces	vezes	vez	vez	N;FEM;PL	N;MASC;PL
veces	tempos	vez	tempo	N;FEM;PL	N;MASC;PL
veces	times	vez	time	N;FEM;PL	N;MASC;PL
reino	reino	reino	reino	N;MASC;SG	N;MASC;SG
reino	kingdom	reino	kingdom	N;MASC;SG	N;MASC;SG
ejemplo	amostra	ejemplo	amostra	N;MASC;SG	N;FEM;SG
ejemplo	exemplo	ejemplo	exemplo	N;MASC;SG	N;MASC;SG
género	género	género	género	N;MASC;SG	N;MASC;SG
género	gênero	género	gênero	N;MASC;SG	N;MASC;SG
género	género	género	género	N;MASC;SG	N;MASC;SG
género	gênero	género	gênero	N;MASC;SG	N;MASC;SG
género	sexo	género	sexo	N;MASC;SG	N;MASC;SG
género	género	género	género	N;MASC;SG	N;MASC;SG
género	gênero	género	gênero	N;MASC;SG	N;MASC;SG
padre	pai	padre	pai	N;MASC;SG	N;MASC;SG
padre	padre	padre	padre	N;MASC;SG	N;MASC;SG
isbn	isbn	isbn	isbn	N	N;MASC;SG
campo	field	campo	field	N;MASC;SG	N;MASC;SG
campo	campo	campo	campo	N;MASC;SG	N;MASC;SG
campo	acampamento	campo	acampamento	N;MASC;SG	N;MASC;SG
campo	camp	campo	camp	N;MASC;SG	N;MASC;SG
campo	campo	campo	campo	N;MASC;SG	N;MASC;SG
campo	campo	campo	campo	N;MASC;SG	N;MASC;SG
isla	ilha	isla	ilha	N;FEM;SG	N;FEM;SG
isla	isla	isla	isla	N;FEM;SG	N;FEM;SG
hacer	faça	hacer	fazer	V;NFIN	V;SBJV;SG;3;PRS;FIN
hacer	fazendo	hacer	fazer	V;NFIN	V;V.MSDR
ante	ante	ante	ante	ADP	ADP
conocido	conhecida	conocido	conhecido	ADJ;MASC;SG;V.PTCP	ADJ;FEM;SG
conocido	conhecido	conocido	conhecido	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
conocido	conhecido	conocido	conhecido	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
http	http	http	http	N	N;MASC;SG
países	países	país	país	N;MASC;PL	N;MASC;PL
frente	front	frente	front	N	N;MASC;SG
frente	fachada	frente	fachada	N	N;FEM;SG
frente	testa	frente	testa	N	N;FEM;SG
frente	fronte	frente	fronte	N	N;FEM;SG
frente	brow	frente	brow	N	N;MASC;SG
frente	sobrancelha	frente	sobrancelha	N	N;FEM;SG
antonio	anthony	antonio	anthony	N;MASC;SG	N;MASC;SG
antonio	antónio	antonio	antónio	N;MASC;SG	N;MASC;SG
antonio	antônio	antonio	antônio	N;MASC;SG	N;MASC;SG
antonio	tony	antonio	tony	N;MASC;SG	N;MASC;SG
antonio	antónio	antonio	antónio	N;MASC;SG	N;MASC;SG
antonio	antony	antonio	antony	N;MASC;SG	N;MASC;SG
antonio	antônio	antonio	antônio	N;MASC;SG	N;MASC;SG
antonio	antónio	antonio	antónio	N;MASC;SG	N;MASC;SG
antonio	antônio	antonio	antônio	N;MASC;SG	N;MASC;SG
antonio	antonio	antonio	antonio	N;MASC;SG	N;MASC;SG
director	director	director	director	N;MASC;SG	N;MASC;SG
director	directora	director	directora	N;MASC;SG	N;FEM;SG
director	diretora	director	diretora	N;MASC;SG	N;FEM;SG
director	diretor	director	diretor	N;MASC;SG	N;MASC;SG
director	realizador	director	realizador	N;MASC;SG	N;MASC;SG
días	dias	día	dia	N;MASC;PL	N;MASC;PL
versión	versão	versión	versão	N;FEM;SG	N;FEM;SG
varias	vários	varios	vários	PRO;FEM;PL	PRO;MASC;PL
varias	várias	varios	várias	PRO;FEM;PL	PRO;FEM;PL
varias	vários	varios	vários	PRO;FEM;PL	PRO;MASC;PL
varias	várias	varios	várias	PRO;FEM;PL	PRO;FEM;PL
actual	atual	actual	atual	ADJ;SG	ADJ;MASC;SG
actual	actual	actual	actual	ADJ;SG	ADJ;MASC;SG
momento	timing	momento	timing	N;MASC;SG	N;MASC;SG
momento	momento	momento	momento	N;MASC;SG	N;MASC;SG
lista	lista	lista	lista	N;FEM;SG	N;FEM;SG
densidad	densidade	densidad	densidade	N;FEM;SG	N;FEM;SG
campeonato	campeonato	campeonato	campeonato	N;MASC;SG	N;MASC;SG
campeonato	championship	campeonato	championship	N;MASC;SG	N;MASC;SG
tarde	tarde	tarde	tarde	ADV	ADV
tarde	tarde	tarde	tarde	ADV	ADV
tienen	ter	tener	ter	V;IND;PL;3;PRS;FIN	V;NFIN
ejército	militar	ejército	militar	N;MASC;SG	N;MASC;SG
ejército	exército	ejército	exército	N;MASC;SG	N;MASC;SG
ejército	tropa	ejército	tropa	N;MASC;SG	N;FEM;SG
ejército	army	ejército	army	N;MASC;SG	N;MASC;SG
porque	porque	porque	porque	CONJ	CONJ
estación	estação	estación	estação	N;FEM;SG	N;FEM;SG
observatorio	observatório	observatorio	observatório	N;MASC;SG	N;MASC;SG
actualmente	actualmente	actualmente	actualmente	ADV	ADV
actualmente	atualmente	actualmente	atualmente	ADV	ADV
desarrollo	desenvolvimento	desarrollo	desenvolvimento	N;MASC;SG	N;MASC;SG
desarrollo	evolução	desarrollo	evolução	N;MASC;SG	N;FEM;SG
escuela	escola	escuela	escola	N;FEM;SG	N;FEM;SG
programa	programa	programa	programa	N;MASC;SG	N;MASC;SG
programa	programa	programa	programa	N;MASC;SG	N;MASC;SG
información	informação	información	informação	N;FEM;SG	N;FEM;SG
importante	importante	importante	importante	ADJ;SG	ADJ;MASC;SG
último	último	último	último	ADJ;MASC;SG	ADJ;MASC;SG
último	última	último	último	ADJ;MASC;SG	ADJ;FEM;SG
canciones	músicas	canción	música	N;FEM;PL	N;FEM;PL
canciones	canções	canción	canção	N;FEM;PL	N;FEM;PL
uso	uso	uso	uso	N;MASC;SG	N;MASC;SG
uso	utilização	uso	utilização	N;MASC;SG	N;FEM;SG
uso	uso	uso	uso	N;MASC;SG	N;MASC;SG
uso	uso	uso	uso	N;MASC;SG	N;MASC;SG
uso	utilização	uso	utilização	N;MASC;SG	N;FEM;SG
juegos	games	juego	game	N;MASC;PL	N;MASC;PL
juegos	jogos	juego	jogo	N;MASC;PL	N;MASC;PL
localidad	localidade	localidad	localidade	N;FEM;SG	N;FEM;SG
base	base	base	base	N;SG	N;FEM;SG
punto	punto	punto	punto	N;MASC;SG	N;MASC;SG
punto	ponto	punto	ponto	N;MASC;SG	N;MASC;SG
punto	dot	punto	dot	N;MASC;SG	N;MASC;SG
punto	ponto	punto	ponto	N;MASC;SG	N;MASC;SG
punto	point	punto	point	N;MASC;SG	N;MASC;SG
posición	posição	posición	posição	N;FEM;SG	N;FEM;SG
alemania	alemanha	alemania	alemanha	N;FEM;SG	N;FEM;SG
alemania	wehrmacht	alemania	wehrmacht	N;FEM;SG	N;FEM;SG
ubicación	posicionamento	ubicación	posicionamento	N;FEM;SG	N;MASC;SG
ubicación	colocação	ubicación	colocação	N;FEM;SG	N;FEM;SG
ubicación	localização	ubicación	localização	N;FEM;SG	N;FEM;SG
partidos	partidas	partido	partida	N;MASC;PL	N;FEM;PL
partidos	correspondências	partido	correspondência	N;MASC;PL	N;FEM;PL
partidos	fósforos	partido	fósforo	N;MASC;PL	N;MASC;PL
grupos	grupos	grupo	grupo	N;MASC;PL	N;MASC;PL
miembros	adesões	miembro	adesão	N;MASC;PL	N;FEM;PL
miembros	sócios	miembro	sócio	N;MASC;PL	N;MASC;PL
miembros	membros	miembro	membro	N;MASC;PL	N;MASC;PL
pedro	pedro	pedro	pedro	N;MASC;SG	N;MASC;SG
pedro	pedro	pedro	pedro	N;MASC;SG	N;MASC;SG
pedro	peter	pedro	peter	N;MASC;SG	N;MASC;SG
capital	capital	capital	capital	N;FEM;SG	N;MASC;SG
primeros	primeiros	primero	primeiro	ADJ;MASC;PL	ADJ;MASC;PL
teatro	teatro	teatro	teatro	N;MASC;SG	N;MASC;SG
teatro	teatro	teatro	teatro	N;MASC;SG	N;MASC;SG
cualquier	qualquer	cualquiera	qualquer	DET;SG	DET;FEM;SG
datos	dados	dato	dado	N;MASC;PL	N;MASC;PL
manera	maneira	manera	maneira	N;FEM;SG	N;FEM;SG
manera	way	manera	way	N;FEM;SG	N;MASC;SG
laboratorio	laboratório	laboratorio	laboratório	N;MASC;SG	N;MASC;SG
laboratorio	laboratório	laboratorio	laboratório	N;MASC;SG	N;MASC;SG
laboratorio	lab	laboratorio	lab	N;MASC;SG	N;MASC;SG
socorro	alívio	socorro	alívio	N;MASC;SG	N;MASC;SG
socorro	relevo	socorro	relevo	N;MASC;SG	N;MASC;SG
libro	livro	libro	livro	N;MASC;SG	N;MASC;SG
estudios	estúdios	estudio	estúdio	N;MASC;PL	N;MASC;PL
estudios	estudos	estudio	estudo	N;MASC;PL	N;MASC;PL
diferentes	diferentes	diferente	diferente	ADJ;PL	ADJ;MASC;PL
barcelona	barcelona	barcelona	barcelona	N;FEM;SG	N;FEM;SG
nivel	nivel	nivel	nivel	N;MASC;SG	N;MASC;SG
nivel	nível	nivel	nível	N;MASC;SG	N;MASC;SG
nivel	level	nivel	level	N;MASC;SG	N;MASC;SG
mayoría	maioria	mayoría	maioria	N;FEM;SG	N;FEM;SG
unión	union	unión	union	N;FEM;SG	N;MASC;SG
unión	união	unión	união	N;FEM;SG	N;FEM;SG
unión	colagem	unión	colagem	N;FEM;SG	N;FEM;SG
unión	unión	unión	unión	N;FEM;SG	N;MASC;SG
edad	idade	edad	idade	N;FEM;SG	N;FEM;SG
artículos	artigos	artículo	artigo	N;MASC;PL	N;MASC;PL
artículos	itens	artículo	item	N;MASC;PL	N;MASC;PL
artículos	artigos	artículo	artigo	N;MASC;PL	N;MASC;PL
juego	gaming	juego	gaming	N;MASC;SG	N;MASC;SG
juego	game	juego	game	N;MASC;SG	N;MASC;SG
juego	jogo	juego	jogo	N;MASC;SG	N;MASC;SG
arte	arts	arte	art	N;SG	N;MASC;SG
arte	art	arte	art	N;SG	N;MASC;SG
arte	arte	arte	arte	N;SG	N;FEM;SG
especies	espécies	especie	espécie	N;FEM;PL	N;FEM;PL
europa	europa	europa	europa	N;FEM;SG	N;FEM;SG
europa	europa	europa	europa	N;FEM;SG	N;FEM;SG
estilo	style	estilo	style	N;MASC;SG	N;MASC;SG
estilo	estilo	estilo	estilo	N;MASC;SG	N;MASC;SG
cine	cinemas	cine	cinema	N;MASC;SG	N;MASC;SG
cine	cinema	cine	cinema	N;MASC;SG	N;MASC;SG
cine	filme	cine	filme	N;MASC;SG	N;MASC;SG
cine	cinema	cine	cinema	N;MASC;SG	N;MASC;SG
cine	cinemas	cine	cinema	N;MASC;SG	N;MASC;SG
cine	película	cine	película	N;MASC;SG	N;FEM;SG
cine	filme	cine	filme	N;MASC;SG	N;MASC;SG
proyecto	project	proyecto	project	N;MASC;SG	N;MASC;SG
proyecto	projeto	proyecto	projeto	N;MASC;SG	N;MASC;SG
proyecto	projecto	proyecto	projecto	N;MASC;SG	N;MASC;SG
center	centro	center	centro	N;MASC;SG	N;MASC;SG
center	center	center	center	N;MASC;SG	N;MASC;SG
selección	seleção	selección	seleção	N;FEM;SG	N;FEM;SG
selección	selecção	selección	selecção	N;FEM;SG	N;FEM;SG
costa	costa	costa	costa	N;FEM;SG	N;FEM;SG
costa	litoral	costa	litoral	N;FEM;SG	N;MASC;SG
costa	litoral	costa	litoral	N;FEM;SG	N;MASC;SG
costa	costa	costa	costa	N;FEM;SG	N;FEM;SG
equipos	equipamentos	equipo	equipamento	N;MASC;PL	N;MASC;PL
equipos	equipamentos	equipo	equipamento	N;MASC;PL	N;MASC;PL
equipos	equipas	equipo	equipa	N;MASC;PL	N;FEM;PL
equipos	equipes	equipo	equipe	N;MASC;PL	N;FEM;PL
equipos	times	equipo	time	N;MASC;PL	N;MASC;PL
origen	origem	origen	origem	N;MASC;SG	N;FEM;SG
origen	fonte	origen	fonte	N;MASC;SG	N;FEM;SG
origen	origem	origen	origem	N;MASC;SG	N;FEM;SG
código	codigo	código	codigo	N;MASC;SG	N;MASC;SG
código	código	código	código	N;MASC;SG	N;MASC;SG
museo	museu	museo	museu	N;MASC;SG	N;MASC;SG
puntos	pontos	punto	ponto	N;MASC;PL	N;MASC;PL
puntos	pontos	punto	ponto	N;MASC;PL	N;MASC;PL
puntos	pontos	punto	ponto	N;MASC;PL	N;MASC;PL
américa	america	américa	americar	N;FEM;SG	N;MASC;SG
américa	américa	américa	américo	N;FEM;SG	N;FEM;SG
producción	output	producción	output	N;FEM;SG	N;MASC;SG
producción	saída	producción	saída	N;FEM;SG	N;FEM;SG
producción	produção	producción	produção	N;FEM;SG	N;FEM;SG
tener	ter	tener	ter	V;NFIN	V;NFIN
tener	tendo	tener	ter	V;NFIN	V;V.MSDR
tener	tenha	tener	ter	V;NFIN	V;SBJV;SG;3;PRS;FIN
tener	ter	tener	ter	V;NFIN	V;NFIN
wikipedia	wikipédia	wikipedia	wikipédia	N;FEM;SG	N;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N;FEM;SG	N;FEM;SG
plantas	plantas	planta	planta	N;FEM;PL	N;FEM;PL
plantas	usinas	planta	usina	N;FEM;PL	N;FEM;PL
comenzó	iniciado	comenzar	iniciar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
comenzó	começou	comenzar	começar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
comenzó	iniciou	comenzar	iniciar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
comenzó	começou	comenzar	começar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
debe	deve	deber	dever	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
siempre	sempre	siempre	sempre	ADV	ADV
metros	contadores	metro	contador	N;MASC;PL	N;MASC;PL
metros	metros	metro	metro	N;MASC;PL	N;MASC;PL
metros	medidores	metro	medidor	N;MASC;PL	N;MASC;PL
metros	metros	metro	metro	N;MASC;PL	N;MASC;PL
oro	golden	oro	golden	N;MASC;SG	N;MASC;SG
oro	ouro	oro	ouro	N;MASC;SG	N;MASC;SG
oro	ouro	oro	ouro	N;MASC;SG	N;MASC;SG
oro	gold	oro	gold	N;MASC;SG	N;MASC;SG
posteriormente	posteriormente	posteriormente	posteriormente	ADV	ADV
posteriormente	subsequentemente	posteriormente	subsequentemente	ADV	ADV
posteriormente	depois	posteriormente	depois	ADV	ADV
casi	quase	casi	quase	ADV	ADV
casi	quase	casi	quase	ADV	ADV
construcción	construção	construcción	construção	N;FEM;SG	N;FEM;SG
construcción	edifício	construcción	edifício	N;FEM;SG	N;MASC;SG
construcción	prédio	construcción	prédio	N;FEM;SG	N;MASC;SG
construcción	construção	construcción	construção	N;FEM;SG	N;FEM;SG
francés	french	francés	french	N;MASC;SG	N;MASC;SG
francés	francês	francés	francês	N;MASC;SG	N;MASC;SG
cultura	cultura	cultura	cultura	N;FEM;SG	N;FEM;SG
santiago	james	santiago	jame	N;MASC;SG	N;MASC;SG
santiago	jaime	santiago	jaime	N;MASC;SG	N;MASC;SG
santiago	tiago	santiago	tiago	N;MASC;SG	N;MASC;SG
santiago	santiago	santiago	santiago	N;MASC;SG	N;MASC;SG
cerca	perto	cerca	perto	ADV	ADV
cerca	perto	cerca	perto	ADV	ADV
cerca	próximo	cerca	próximo	ADV	ADV
estudio	estudo	estudio	estudo	N;MASC;SG	N;MASC;SG
estudio	estudio	estudio	estudio	N;MASC;SG	N;MASC;SG
estudio	ateliê	estudio	ateliê	N;MASC;SG	N;MASC;SG
estudio	studio	estudio	studio	N;MASC;SG	N;MASC;SG
estudio	estúdio	estudio	estúdio	N;MASC;SG	N;MASC;SG
principales	principais	principal	principal	ADJ;PL	ADJ;MASC;PL
usuario	utilizador	usuario	utilizador	N;MASC;SG	N;MASC;SG
usuario	usuário	usuario	usuário	N;MASC;SG	N;MASC;SG
finalmente	enfim	finalmente	enfim	ADV	ADV
finalmente	finalmente	finalmente	finalmente	ADV	ADV
cinco	cinco	cinco	cinco	NUM;PL	NUM
cinco	cinco	cinco	cinco	NUM;PL	NUM
anterior	anterior	anterior	anterior	ADJ;SG	ADJ;MASC;SG
anterior	anterior	anterior	anterior	ADJ;SG	ADJ;MASC;SG
cargo	carga	cargo	carga	N;MASC;SG	N;FEM;SG
batalla	battle	batalla	battle	N;FEM;SG	N;MASC;SG
batalla	batalha	batalla	batalha	N;FEM;SG	N;FEM;SG
derecho	direito	derecho	direito	N;MASC;SG	N;MASC;SG
derecho	direita	derecho	direita	N;MASC;SG	N;FEM;SG
derecho	lei	derecho	lei	N;MASC;SG	N;FEM;SG
derecho	direito	derecho	direito	N;MASC;SG	N;MASC;SG
derecho	law	derecho	law	N;MASC;SG	N;MASC;SG
imagen	image	imagen	image	N;FEM;SG	N;MASC;SG
imagen	imagem	imagen	imagem	N;FEM;SG	N;FEM;SG
gracias	obg	gracias	obg	N	N;MASC;SG
kitt	kitt	kitt	kitt	N;MASC;SG	N;MASC;SG
puerto	porto	puerto	porto	N;MASC;SG	N;MASC;SG
puerto	harbour	puerto	harbour	N;MASC;SG	N;MASC;SG
torneo	torneio	torneo	torneio	N;MASC;SG	N;MASC;SG
mucho	muito	mucho	muito	ADV	ADV
social	social	social	social	ADJ;SG	ADJ;MASC;SG
millones	milhões	millón	milhão	N;MASC;PL	N;MASC;PL
millones	milhões	millón	milhão	N;MASC;PL	N;MASC;PL
millones	milhoes	millón	milho	N;MASC;PL	N;MASC;PL
comunidad	comunidade	comunidad	comunidade	N;FEM;SG	N;FEM;SG
fin	end	fin	end	N;MASC;SG	N;MASC;SG
fin	final	fin	final	N;MASC;SG	N;MASC;SG
fin	fim	fin	fim	N;MASC;SG	N;MASC;SG
fin	fin	fin	fin	N;MASC;SG	N;MASC;SG
fin	barbatana	fin	barbatana	N;MASC;SG	N;FEM;SG
acuerdo	acordo	acuerdo	acordo	N;MASC;SG	N;MASC;SG
acuerdo	concordância	acuerdo	concordância	N;MASC;SG	N;FEM;SG
acuerdo	acordo	acuerdo	acordo	N;MASC;SG	N;MASC;SG
acuerdo	arranjo	acuerdo	arranjo	N;MASC;SG	N;MASC;SG
acuerdo	convénio	acuerdo	convénio	N;MASC;SG	N;MASC;SG
lado	lateral	lado	lateral	N;MASC;SG	N;MASC;SG
lado	lado	lado	lado	N;MASC;SG	N;MASC;SG
lado	side	lado	side	N;MASC;SG	N;MASC;SG
colombia	colúmbia	colombia	colúmbia	N;FEM;SG	N;FEM;SG
colombia	columbia	colombia	columbia	N;FEM;SG	N;FEM;SG
colombia	colômbia	colombia	colômbia	N;FEM;SG	N;FEM;SG
colombia	colômbia	colombia	colômbia	N;FEM;SG	N;FEM;SG
colombia	colombia	colombia	colombia	N;FEM;SG	N;FEM;SG
servicio	serviço	servicio	serviço	N;MASC;SG	N;MASC;SG
rock	rochedo	rock	rochedo	N;MASC;SG	N;MASC;SG
rock	rocha	rock	rocha	N;MASC;SG	N;FEM;SG
rock	pedra	rock	pedra	N;MASC;SG	N;FEM;SG
rock	rock	rock	rock	N;MASC;SG	N;MASC;SG
películas	filmes	película	filme	N;FEM;PL	N;MASC;PL
películas	películas	película	película	N;FEM;PL	N;FEM;PL
películas	filmes	película	filme	N;FEM;PL	N;MASC;PL
ver	veja	ver	ver	V;NFIN	V;SBJV;SG;3;PRS;FIN
ver	vê	ver	ver	V;NFIN	V;IND;SG;3;PRS;FIN
ver	ver	ver	ver	V;NFIN	V;NFIN
ver	ver	ver	ver	V;NFIN	V;NFIN
ver	visualizar	ver	visualizar	V;NFIN	V;NFIN
fuera	fora	fuera	fora	ADV	ADV
fuera	fora	fuera	fora	ADV	ADV
pesar	arrependimentos	pesar	arrependimento	N	N;MASC;PL
pesar	remorso	pesar	remorso	N	N;MASC;SG
pesar	arrependimento	pesar	arrependimento	N	N;MASC;SG
popular	popular	popular	popular	ADJ;SG	ADJ;MASC;SG
muchas	muitos	mucho	muito	PRO;FEM;PL	PRO;MASC;PL
muchas	muitas	mucho	muito	PRO;FEM;PL	PRO;FEM;PL
hoy	hoje	hoy	hoje	ADV	ADV
cuerpo	body	cuerpo	body	N;MASC;SG	N;MASC;SG
cuerpo	corpo	cuerpo	corpo	N;MASC;SG	N;MASC;SG
sino	mas	sino	mas	CONJ	CONJ
disco	álbum	disco	álbum	N;MASC;SG	N;MASC;SG
disco	album	disco	album	N;MASC;SG	N;MASC;SG
disco	discoteca	disco	discotecar	N;MASC;SG	N;FEM;SG
disco	disco	disco	disco	N;MASC;SG	N;MASC;SG
disco	disc	disco	disc	N;MASC;SG	N;MASC;SG
disco	disco	disco	disco	N;MASC;SG	N;MASC;SG
disco	disquete	disco	disquete	N;MASC;SG	N;MASC;SG
disco	disco	disco	disco	N;MASC;SG	N;MASC;SG
finales	finais	final	final	N;MASC;PL	N;MASC;PL
finales	finais	final	final	N;MASC;PL	N;MASC;PL
finales	finais	final	final	N;MASC;PL	N;MASC;PL
sociedad	society	sociedad	society	N;FEM;SG	N;MASC;SG
sociedad	sociedade	sociedad	sociedade	N;FEM;SG	N;FEM;SG
sociedad	parceria	sociedad	parceria	N;FEM;SG	N;FEM;SG
tema	tópico	tema	tópico	N;MASC;SG	N;MASC;SG
tema	temática	tema	temático	N;MASC;SG	N;FEM;SG
tema	tema	tema	tema	N;MASC;SG	N;MASC;SG
tema	assunto	tema	assunto	N;MASC;SG	N;MASC;SG
tema	objecto	tema	objecto	N;MASC;SG	N;MASC;SG
dirección	direção	dirección	direção	N;FEM;SG	N;FEM;SG
dirección	direcção	dirección	direcção	N;FEM;SG	N;FEM;SG
dirección	direção	dirección	direção	N;FEM;SG	N;FEM;SG
dirección	direcção	dirección	direcção	N;FEM;SG	N;FEM;SG
dirección	gerência	dirección	gerência	N;FEM;SG	N;FEM;SG
dirección	gestão	dirección	gestão	N;FEM;SG	N;FEM;SG
dirección	gerenciamento	dirección	gerenciamento	N;FEM;SG	N;MASC;SG
dirección	morada	dirección	morada	N;FEM;SG	N;FEM;SG
dirección	endereço	dirección	endereço	N;FEM;SG	N;MASC;SG
hombres	homens	hombre	homem	N;MASC;PL	N;MASC;PL
última	último	último	último	ADJ;FEM;SG	ADJ;MASC;SG
última	última	último	último	ADJ;FEM;SG	ADJ;FEM;SG
original	original	original	original	ADJ;SG	ADJ;MASC;SG
estadio	arena	estadio	arena	N;MASC;SG	N;FEM;SG
estadio	estádio	estadio	estádio	N;MASC;SG	N;MASC;SG
estadio	estádio	estadio	estádio	N;MASC;SG	N;MASC;SG
estadio	stadium	estadio	stadium	N;MASC;SG	N;MASC;SG
ley	ley	ley	ley	N;FEM;SG	N;MASC;SG
ley	lei	ley	lei	N;FEM;SG	N;FEM;SG
ley	direito	ley	direito	N;FEM;SG	N;MASC;SG
ley	law	ley	law	N;FEM;SG	N;MASC;SG
ley	ato	ley	ato	N;FEM;SG	N;MASC;SG
ley	acto	ley	acto	N;FEM;SG	N;MASC;SG
ley	act	ley	act	N;FEM;SG	N;MASC;SG
oeste	west	oeste	west	N;MASC;SG	N;MASC;SG
oeste	ocidente	oeste	ocidente	N;MASC;SG	N;MASC;SG
oeste	oeste	oeste	oeste	N;MASC;SG	N;MASC;SG
oeste	ocidental	oeste	ocidental	N;MASC;SG	N;FEM;SG
oeste	western	oeste	western	N;MASC;SG	N;MASC;SG
oeste	oeste	oeste	oeste	N;MASC;SG	N;MASC;SG
mujeres	mujeres	mujer	mujer	N;FEM;PL	N;MASC;PL
mujeres	mulheres	mujer	mulher	N;FEM;PL	N;FEM;PL
obs	obs	obs	obs	N;SG	N;MASC;SG
cambio	mudança	cambio	mudança	N;MASC;SG	N;FEM;SG
cambio	troco	cambio	troco	N;MASC;SG	N;MASC;SG
cambio	troca	cambio	troca	N;MASC;SG	N;FEM;SG
cambio	câmbio	cambio	câmbio	N;MASC;SG	N;MASC;SG
cambio	intercâmbio	cambio	intercâmbio	N;MASC;SG	N;MASC;SG
