jako	като	jako	като	CONJ	CONJ
třetí	трета	třetí	трети	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
umění	изкуство	umění	изкуство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
umění	арт	umění	арт	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
umění	изкуството	umění	изкуство	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
umění	art	umění	art	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
umění	изкуство	umění	изкуство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
straně	страна	strana	страна	N;DAT;FEM;SG;POS	N;INDF;FEM;SG
možné	възможен	možný	възможен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
možné	възможна	možný	възможен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
verze	версия	verze	версия	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
střední	средна	střední	среден	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
střední	среден	střední	среден	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
vlády	правителства	vláda	правителство	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
vlády	правителствата	vláda	правителство	N;NOM;FEM;PL;POS	N;DEF;NEUT;PL
den	денят	den	ден	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
den	ден	den	ден	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
téměř	почти	téměř	почти	ADV	ADV
království	кралство	království	кралство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
království	царство	království	царство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zcela	напълно	zcela	напълно	ADV	ADV
zcela	напълно	zcela	напълно	ADV	ADV
celé	цялата	celý	цял	ADJ;NOM;NEUT;SG;POS	ADJ;DEF;FEM;SG
celé	цяла	celý	цял	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
celé	цял	celý	цял	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
celé	цялото	celý	цял	ADJ;NOM;NEUT;SG;POS	ADJ;DEF;NEUT;SG
kolo	колело	kolo	колело	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
kolo	колелото	kolo	колело	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
kolo	велосипед	kolo	велосипед	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
kolo	мотор	kolo	мотор	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
kolo	мотора	kolo	мотор	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
kolo	колело	kolo	колело	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
kolo	колелото	kolo	колело	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
kolo	велосипед	kolo	велосипед	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
kolo	колело	kolo	колело	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
kolo	кръгла	kolo	кръгъл	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
kolo	рунд	kolo	рунд	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
kolo	кръг	kolo	кръг	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
spisovatel	писателка	spisovatel	писателка	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
spisovatel	сценарист	spisovatel	сценарист	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
spisovatel	писател	spisovatel	писател	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
stanice	станция	stanice	станция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
stanice	station	stanice	station	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
stanice	гара	stanice	гара	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
zápasy	мачове	zápas	мач	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
zápasy	съвпадения	zápas	съвпадя	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
zápasy	боеве	zápas	боеве	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
zápasy	сбивания	zápas	сбиване	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
zápasy	битки	zápas	битка	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
stát	щат	stát	щат	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
stát	държава	stát	държава	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
stále	още	stále	още	ADV	ADV
čtyři	четири	čtyři	четири	NUM;NOM;PL	NUM;INDF;PL
čtyři	четирима	čtyři	четирима	NUM;NOM;PL	NUM;INDF;PL
společně	заедно	společně	заедно	ADV;POS	ADV
klubu	клуб	klub	клуб	N;INAN;DAT;MASC;SG;POS	N;INDF;MASC;SG
klubu	клубът	klub	клуб	N;INAN;DAT;MASC;SG;POS	N;DEF;MASC;SG
obsahuje	съдържа	obsahovat	съдържам-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
označení	маркировка	označení	маркировка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
označení	маркиране	označení	маркиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
označení	обозначение	označení	обозначение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
označení	означение	označení	означение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
označení	обозначаване	označení	обозначаване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
označení	определяне	označení	определяне	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
označení	тагове	označení	таг	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
označení	етикет	označení	етикет	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
označení	отбелязване	označení	отбелязване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
označení	таг	označení	таг	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
označení	етикет	označení	етикет	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
označení	етикетиране	označení	етикетиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
tým	отбор	tým	отбор	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
tým	отбора	tým	отбор	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
tým	екип	tým	екип	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
stadion	стадион	stadión	стадион	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
stadion	стадиона	stadión	стадион	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
soutěž	конкуренция	soutěž	конкуренция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
soutěž	конкурс	soutěž	конкурс	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
soutěž	състезание	soutěž	състезание	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
soutěž	конкурс	soutěž	конкурс	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
soutěž	състезание	soutěž	състезание	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
král	крал	král	крал	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
král	кинг	král	кинг	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
král	кралят	král	крал	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
král	цар	král	цар	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
král	краля	král	крал	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
obvykle	обикновенно	obvykle	обикновенно	ADV;POS	ADV
obvykle	обикновено	obvykle	обикновено	ADV;POS	ADV
obvykle	нормално	obvykle	нормално	ADV;POS	ADV
obvykle	обикновено	obvykle	обикновено	ADV;POS	ADV
horní	горна	horní	горен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
horní	горен	horní	горен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
rady	съвети	rada	съвет	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
režie	директорът	režie	директор	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
režie	режисьор	režie	режисьор	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
režie	директор	režie	директор	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
používá	използва	používat	използвам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
postupně	постепенно	postupně	постепенно	ADV;POS	ADV
následně	впоследствие	následně	впоследствие	ADV;POS	ADV
report	докладване	report	докладване	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
report	доклад	report	доклад	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
okolí	обстановка	okolí	обстановка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
okolí	обкръжение	okolí	обкръжение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
okolí	среда	okolí	среда	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
okolí	махала	okolí	махала	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
okolí	квартал	okolí	квартал	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
okolí	квартала	okolí	квартал	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
okolí	квартал	okolí	квартал	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
okolí	съседство	okolí	съседство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
válce	войната	válka	война	N;DAT;FEM;SG;POS	N;DEF;FEM;SG
válce	война	válka	война	N;DAT;FEM;SG;POS	N;INDF;FEM;SG
navíc	плюс	navíc	плюс	ADV	ADV
mezinárodní	международен	mezinárodní	международен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
mezinárodní	международна	mezinárodní	международен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
typu	вид	typ	вид	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
typu	тип	typ	тип	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
většinou	обикновенно	většinou	обикновенно	ADV	ADV
většinou	обикновено	většinou	обикновено	ADV	ADV
většinou	предимно	většinou	предимно	ADV	ADV
většinou	главно	většinou	главно	ADV	ADV
délka	дължина	délka	дължина	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
délka	дължина	délka	дължина	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
roli	роля	role	роля	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
typ	вид	typ	вид	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
typ	тип	typ	тип	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
každý	всяка	každý	всеки	DET;ANIM;NOM;MASC;SG;POS	DET;FEM;SG
každý	всяка	každý	всеки	DET;ANIM;NOM;MASC;SG;POS	DET;FEM;SG
branky	голове	branka	гол	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
branky	цели	branka	цел	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
syn	син	syn	син	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
množství	сума	množství	сума	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
množství	количество	množství	количество	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
množství	количество	množství	количество	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
rozhodčí	рефер	rozhodčí	рефер	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
rozhodčí	съдия	rozhodčí	съдия	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
rozhodčí	арбитър	rozhodčí	арбитър	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
rozhodčí	рефер	rozhodčí	рефер	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
historie	историята	historie	история	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
historie	история	historie	история	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
místní	локална	místní	локален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
místní	местна	místní	местен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
znovu	отново	znovu	отново	ADV	ADV
znovu	пак	znovu	пак	ADV	ADV
hry	игри	hra	игра	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
přímo	директно	přímo	директно	ADV;POS	ADV
přímo	пряко	přímo	пряко	ADV;POS	ADV
většina	мнозинство	většina	мнозинство	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
většina	мнозинството	většina	мнозинство	N;NOM;FEM;SG;POS	N;DEF;NEUT;SG
práva	привилегии	právo	привилегия	N;NOM;NEUT;PL;POS	N;INDF;FEM;PL
práva	права	právo	право	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
přírodní	натурални	přírodní	натурален	ADJ;NOM;MASC;PL;POS	ADJ;INDF;PL
přírodní	естествени	přírodní	естествен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;PL
krále	крал	král	крал	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;SG
krále	кинг	král	кинг	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;SG
krále	кралят	král	крал	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;SG
krále	цар	král	цар	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;SG
krále	краля	král	крал	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;SG
profil	профил	profil	профил	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
oblast	район	oblast	район	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
oblast	регион	oblast	регион	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
oblast	област	oblast	област	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
oblast	зона	oblast	зона	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
oblast	площ	oblast	площ	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
oblast	област	oblast	област	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
oblast	район	oblast	район	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
jednou	веднъж	jednou	веднъж	ADV	ADV
prostředí	среда	prostředí	среда	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
školy	училища	škola	училище	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
školy	школи	škola	школа	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
školy	училищата	škola	училище	N;NOM;FEM;PL;POS	N;DEF;NEUT;PL
kraj	район	kraj	район	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kraj	регион	kraj	регион	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kraj	област	kraj	област	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
kraj	графство	kraj	графство	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
kraj	графството	kraj	графство	N;INAN;NOM;MASC;SG;POS	N;DEF;NEUT;SG
říše	империята	říše	империя	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
říše	емпайър	říše	емпайър	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
říše	империя	říše	империя	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
říše	райх	říše	райх	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
západní	западна	západní	западна	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
západní	западна	západní	западна	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
rodu	род	rod	род	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
žilo	живял	žít	живея	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
kaple	капела	kaple	капел	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kaple	параклис	kaple	параклис	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
kaple	параклиса	kaple	параклис	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
skladatel	текстописец	skladatel	текстописец	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
skladatel	композитор	skladatel	композитор	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
velký	голям	velký	голям	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
velký	голяма	velký	голям	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
velký	голям	velký	голям	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
velký	голяма	velký	голям	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
systému	система	systém	система	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
systému	системата	systém	система	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
hrál	играл	hrát	играя	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
cena	цена	cena	цена	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
cena	разход	cena	разход	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
cena	цена	cena	цена	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
cena	награда	cena	награда	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
zemi	държава	země	държава	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
zemi	страна	země	страна	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
zemi	земята	země	земя	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
zemi	земя	země	земя	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
velká	голям	velký	голям	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
velká	голяма	velký	голям	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
velká	голям	velký	голям	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
velká	голяма	velký	голям	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
děti	деца	dítě	дете	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
děti	децата	dítě	дете	N;NOM;FEM;PL;POS	N;DEF;NEUT;PL
děti	деца	dítě	дете	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
děti	бебетата	dítě	бебета	N;NOM;FEM;PL;POS	N;DEF;NEUT;PL
děti	бебета	dítě	бебе	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
wikipedie	уикипедия	wikipedie	уикипедия	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
německý	германски	německý	германски	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
německý	немски	německý	немски	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
německý	немска	německý	немски	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
německý	германска	německý	германски	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
jedna	една	jeden	един	NUM;NOM;FEM;SG	NUM;INDF;FEM;SG
jedna	един	jeden	един	NUM;NOM;FEM;SG	NUM;INDF;MASC;SG
jedna	едно	jeden	един	NUM;NOM;FEM;SG	NUM;INDF;NEUT;SG
nová	нов	nový	нов	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
nová	нова	nový	нов	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
díla	произведения	dílo	произведение	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
funkce	функция	funkce	функция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
funkce	длъжност	funkce	длъжност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
funkce	функциониране	funkce	функциониране	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
kostela	църква	kostel	църква	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
kostela	църквата	kostel	църква	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
aktivní	активна	aktivní	активна	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
aktivní	активен	aktivní	активен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
přibližně	приблизително	přibližně	приблизително	ADV;POS	ADV
zatímco	докато	zatímco	докато	CONJ	CONJ
hlavně	основно	hlavně	основно	ADV;POS	ADV
hlavně	предимно	hlavně	предимно	ADV;POS	ADV
hlavně	главно	hlavně	главно	ADV;POS	ADV
hlavně	особено	hlavně	особено	ADV;POS	ADV
hlavně	предимно	hlavně	предимно	ADV;POS	ADV
hlavně	главно	hlavně	главно	ADV;POS	ADV
vždy	винаги	vždy	винаги	ADV	ADV
nyní	сега	nyní	сега	ADV	ADV
osobní	личен	osobní	личен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
osobní	лична	osobní	личен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
osobní	персонален	osobní	персонален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
viz	виж	viz	видя-(се)	V;PFV;IMP;SG;2;POS;FIN	V;PFV;IMP;SG;2;FIN
kariéra	кариера	kariéra	кариера	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kariéra	кариера	kariéra	кариера	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
ostatní	други	ostatní	друг	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;INDF;PL
ostatní	другите	ostatní	друг	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;DEF;PL
ostatní	други	ostatní	друг	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;INDF;PL
železniční	железопътен	železniční	железопътен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
železniční	железопътния	železniční	железопътен	ADJ;NOM;FEM;SG;POS	ADJ;DEF;MASC;SG
železniční	железопътен	železniční	железопътен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
kluby	клубове	klub	клуб	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
kluby	клубовете	klub	клуб	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;PL
kluby	стикове	klub	стик	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
východní	източна	východní	източен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
silnice	пътят	silnice	път	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
silnice	път	silnice	път	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
silnice	road	silnice	road	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
silnice	пътя	silnice	път	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
třídy	класи	třída	клася-(се)	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
třídy	класовете	třída	клас	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
třídy	класове	třída	клас	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
herec	актьор	herec	актьор	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
funkci	функция	funkce	функция	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
funkci	длъжност	funkce	длъжност	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
funkci	функциониране	funkce	функциониране	N;ACC;FEM;SG;POS	N;INDF;NEUT;SG
druhý	втора	druhý	втори	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;FEM;SG
druhý	втори	druhý	втори	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC;SG
finále	финал	finále	финал	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
finále	финал	finále	финал	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
rozdíl	разлика	rozdíl	разлика	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
rozdíl	разликата	rozdíl	разлика	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
rozdíl	разлика	rozdíl	разлика	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
náměstí	квадрат	náměstí	квадрат	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
náměstí	площад	náměstí	площад	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
divadlo	театър	divadlo	театър	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
divadlo	театър	divadlo	театър	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
řeky	гърци	řeka	грък	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
řeky	гърците	řeka	грък	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
řeky	реки	řeka	река	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
řeky	реките	řeka	река	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
zařízení	устройство	zařízení	устройство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zařízení	устройството	zařízení	устройство	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
