the	de	the	de	DET;DEF	DET;DEF
street	straat	street	straat	N;SG	N;MASC+FEM;SG
full	vol	full	vol	ADJ	ADJ
full	volledig	full	volledig	ADJ	ADJ
full	volledige	full	volledig	ADJ	ADJ
full	volle	full	vol	ADJ	ADJ
red	rode	red	rood	ADJ	ADJ
red	rood	red	rood	ADJ	ADJ
too	ook	too	ook	ADV	ADV
department	departement	department	departement	N;SG	N;NEUT;SG
department	afdeling	department	afdeling	N;SG	N;MASC+FEM;SG
help	hulp	help	hulp	N;SG	N;MASC+FEM;SG
help	help	help	help	N;SG	N;MASC+FEM;SG
preserved	bewaard	preserve	bewaren	V;PST;V.PTCP	V;V.PTCP
preserved	geconserveerd	preserve	conserveren	V;PST;V.PTCP	V;V.PTCP
james	james	jame	jame	N;PL	N;PL
open	open	open	open	ADJ	ADJ
force	kracht	force	kracht	N;SG	N;MASC+FEM;SG
position	positie	position	positie	N;SG	N;MASC+FEM;SG
head	hoofd	head	hoofd	N;SG	N;NEUT;SG
head	head	head	head	N;SG	N;MASC+FEM;SG
director	directeur	director	directeur	N;SG	N;MASC+FEM;SG
director	director	director	director	N;SG	N;MASC+FEM;SG
director	regisseur	director	regisseur	N;SG	N;MASC+FEM;SG
father	vader	father	vader	N;SG	N;MASC+FEM;SG
track	track	track	track	N;SG	N;MASC+FEM;SG
track	spoor	track	spoor	N;SG	N;NEUT;SG
http	http	http	ht	N;SG	N;MASC+FEM;SG
never	nooit	never	nooit	ADV	ADV
australian	australisch	australian	australisch	ADJ	ADJ
australian	australische	australian	australisch	ADJ	ADJ
level	niveau	level	niveau	N;SG	N;NEUT;SG
level	level	level	level	N;SG	N;NEUT;SG
summer	zomer	summer	zomer	N;SG	N;MASC+FEM;SG
society	samenleving	society	samenleving	N;SG	N;MASC+FEM;SG
society	genootschap	society	genootschap	N;SG	N;NEUT;SG
society	maatschappij	society	maatschappij	N;SG	N;MASC+FEM;SG
moved	bewoog	move	bewegen	V;PST;V.PTCP	V;SG;PST;FIN
moved	verplaatst	move	verplaatsen	V;PST;V.PTCP	V;V.PTCP
moved	bewogen	move	bewegen	V;PST;V.PTCP	V;V.PTCP
moved	verhuisd	move	verhuizen	V;PST;V.PTCP	V;V.PTCP
office	bureau	office	bureau	N;SG	N;NEUT;SG
office	kantoor	office	kantoor	N;SG	N;NEUT;SG
period	tijdvak	period	tijdvak	N;SG	N;NEUT;SG
period	periode	period	periode	N;SG	N;MASC+FEM;SG
championship	kampioenschap	championship	kampioenschap	N;SG	N;NEUT;SG
story	verhaal	story	verhaal	N;SG	N;NEUT;SG
story	story	story	story	N;SG	N;MASC+FEM;SG
songs	nummers	song	nummer	N;PL	N;PL
songs	liederen	song	lied	N;PL	N;PL
songs	songs	song	songs	N;PL	N;PL
songs	liedjes	song	lied	N;PL	N;PL
various	diverse	various	divers	ADJ	ADJ
various	verschillende	various	verschillend	ADJ	ADJ
file	dossier	file	dossier	N;SG	N;NEUT;SG
file	bestand	file	bestand	N;SG	N;NEUT;SG
days	dagen	day	dag	N;PL	N;PL
land	grond	land	grond	N;SG	N;MASC+FEM;SG
land	land	land	land	N;SG	N;NEUT;SG
business	bedrijf	business	bedrijf	N;SG	N;NEUT;SG
reason	reden	reason	reden	N;SG	N;MASC+FEM;SG
reason	rede	reason	rede	N;SG	N;MASC+FEM;SG
european	europese	european	Europees	ADJ	ADJ
european	europees	european	europees	ADJ	ADJ
term	term	term	term	N;SG	N;MASC+FEM;SG
six	zes	six	zes	NUM	NUM
post	bericht	post	bericht	N;SG	N;NEUT;SG
post	post	post	post	N;SG	N;MASC+FEM;SG
why	waarom	why	waarom	ADV	ADV
produced	produceerde	produce	produceren	V;PST;V.PTCP	V;SG;PST;FIN
produced	geproduceerd	produce	produceren	V;PST;V.PTCP	V;V.PTCP
produced	geproduceerde	produce	produceren	V;PST;V.PTCP	V;V.PTCP
subject	onderwerp	subject	onderwerp	N;SG	N;NEUT;SG
subject	proefpersoon	subject	proefpersoon	N;SG	N;MASC+FEM;SG
subject	subject	subject	subject	N;SG	N;NEUT;SG
young	jonge	young	jong	ADJ	ADJ
young	jong	young	jong	ADJ	ADJ
total	totaal	total	totaal	ADJ	ADJ
science	wetenschap	science	wetenschap	N;SG	N;MASC+FEM;SG
related	verwant	related	verwant	ADJ	ADJ
related	verwante	related	verwant	ADJ	ADJ
rock	rots	rock	rots	N;SG	N;MASC+FEM;SG
rock	steen	rock	steen	N;SG	N;MASC+FEM;SG
rock	rock	rock	rock	N;SG	N;MASC+FEM;SG
archived	gearchiveerd	archive	archiveren	V;PST;V.PTCP	V;V.PTCP
railway	spoorweg	railway	spoorweg	N;SG	N;MASC+FEM;SG
students	studenten	student	student	N;PL	N;PL
students	leerlingen	student	leerling	N;PL	N;PL
started	begonnen	start	beginnen	V;IND;PST;FIN	V;V.PTCP
started	gestart	start	starten	V;IND;PST;FIN	V;V.PTCP
started	begon	start	beginnen	V;IND;PST;FIN	V;SG;PST;FIN
started	opgestart	start	opstarten	V;IND;PST;FIN	V;V.PTCP
described	beschreven	describe	beschrijven	V;PST;V.PTCP	V;V.PTCP
described	beschreef	describe	beschrijven	V;PST;V.PTCP	V;SG;PST;FIN
described	omschreven	describe	omschrijven	V;PST;V.PTCP	V;V.PTCP
role	rol	role	rol	N;SG	N;MASC+FEM;SG
election	verkiezing	election	verkiezing	N;SG	N;MASC+FEM;SG
albums	albums	album	album	N;PL	N;PL
present	aanwezig	present	aanwezig	ADJ	ADJ
indian	indisch	indian	indisch	ADJ	ADJ
indian	indiaas	indian	indiaas	ADJ	ADJ
indian	indiase	indian	indiase	ADJ	ADJ
indian	indische	indian	indisch	ADJ	ADJ
books	boeken	book	boek	N;PL	N;PL
important	belangrijke	important	belangrijk	ADJ	ADJ
important	belangrijk	important	belangrijk	ADJ	ADJ
run	rennen	run	rennen	V;IMP;FIN	V;NFIN
run	uitvoeren	run	uitvoeren	V;IMP;FIN	V;NFIN
canadian	canadees	canadian	canadees	ADJ	ADJ
canadian	canadese	canadian	canadees	ADJ	ADJ
press	pers	press	pers	N;SG	N;MASC+FEM;SG
type	type	type	type	N;SG	N;NEUT;SG
type	soort	type	soort	N;SG	N;SG
act	act	act	act	N;SG	N;MASC+FEM;SG
editor	uitgever	editor	uitgever	N;SG	N;MASC+FEM;SG
editor	hoofdredacteur	editor	hoofdredacteur	N;SG	N;MASC+FEM;SG
editor	redacteur	editor	redacteur	N;SG	N;MASC+FEM;SG
editor	editor	editor	editor	N;SG	N;MASC+FEM;SG
editor	bewerker	editor	bewerker	N;SG	N;MASC+FEM;SG
came	kwam	come	komen	V;IND;PST;FIN	V;SG;PST;FIN
came	kwamen	come	komen	V;IND;PST;FIN	V;PL;PST;FIN
schools	scholen	school	school	N;PL	N;PL
program	programma	program	programma	N;SG	N;NEUT;SG
issue	afgifte	issue	afgifte	N;SG	N;MASC+FEM;SG
issue	uitgifte	issue	uitgifte	N;SG	N;MASC+FEM;SG
issue	kwestie	issue	kwestie	N;SG	N;MASC+FEM;SG
social	sociale	social	sociaal	ADJ	ADJ
social	sociaal	social	sociaal	ADJ	ADJ
production	produktie	production	produktie	N;SG	N;MASC+FEM;SG
production	productie	production	productie	N;SG	N;MASC+FEM;SG
male	male	male	maal	N;SG	N;MASC+FEM;SG
male	mannetje	male	mannetje	N;SG	N;NEUT;SG
awards	awards	award	awards	N;PL	N;PL
awards	onderscheidingen	award	onderscheiding	N;PL	N;PL
points	punten	point	punt	N;PL	N;PL
similar	vergelijkbaar	similar	vergelijkbaar	ADJ	ADJ
similar	vergelijkbare	similar	vergelijkbaar	ADJ	ADJ
similar	soortgelijk	similar	soortgelijk	ADJ	ADJ
similar	soortgelijke	similar	soortgelijk	ADJ	ADJ
similar	gelijkaardig	similar	gelijkaardig	ADJ	ADJ
professional	professioneel	professional	professioneel	ADJ	ADJ
professional	professionele	professional	professioneel	ADJ	ADJ
say	zeg	say	zeggen	V;IMP;FIN	V;SG;PRS;FIN
say	zeggen	say	zeggen	V;IMP;FIN	V;NFIN
background	achtergrondinformatie	background	achtergrondinformatie	N;SG	N;MASC+FEM;SG
background	achtergrond	background	achtergrond	N;SG	N;MASC+FEM;SG
lead	lood	lead	lood	N;SG	N;NEUT;SG
lead	lead	lead	lead	N;SG	N;MASC+FEM;SG
common	gemeenschappelijk	common	gemeenschappelijk	ADJ	ADJ
common	vaak	common	vaak	ADJ	ADJ
overlap	overlappen	overlap	overlappen	V;IMP;FIN	V;NFIN
data	data	data	data	N;SG	N;MASC+FEM;SG
color	kleur	color	kleur	N;SG	N;MASC+FEM;SG
better	beter	better	goed	ADJ;CMPR	ADJ;CMPR
person	persoon	person	persoon	N;SG	N;MASC+FEM;SG
services	diensten	service	dienst	N;PL	N;PL
museum	museum	museum	museum	N;SG	N;NEUT;SG
battle	battle	battle	battle	N;SG	N;MASC+FEM;SG
battle	slag	battle	slag	N;SG	N;MASC+FEM;SG
battle	strijd	battle	strijd	N;SG	N;MASC+FEM;SG
battle	gevecht	battle	gevecht	N;SG	N;NEUT;SG
battle	veldslag	battle	veldslag	N;SG	N;MASC+FEM;SG
already	al	already	al	ADV	ADV
already	reeds	already	reeds	ADV	ADV
hall	hal	hall	hal	N;SG	N;MASC+FEM;SG
hall	zaal	hall	zaal	N;SG	N;MASC+FEM;SG
hall	hall	hall	hall	N;SG	N;MASC+FEM;SG
buildings	gebouwen	building	gebouw	N;PL	N;PL
historic	historische	historic	historisch	ADJ	ADJ
historic	historisch	historic	historisch	ADJ	ADJ
date	datum	date	datum	N;SG	N;MASC+FEM;SG
deleted	verwijderde	delete	verwijderen	V;PST;V.PTCP	V;SG;PST;FIN
deleted	geschrapt	delete	schrappen	V;PST;V.PTCP	V;V.PTCP
deleted	verwijderd	delete	verwijderen	V;PST;V.PTCP	V;V.PTCP
deleted	gewist	delete	wissen	V;PST;V.PTCP	V;V.PTCP
considered	beschouwd	consider	beschouwen	V;PST;V.PTCP	V;V.PTCP
considered	overwogen	consider	overwegen	V;PST;V.PTCP	V;V.PTCP
change	wijziging	change	wijziging	N;SG	N;MASC+FEM;SG
change	verandering	change	verandering	N;SG	N;MASC+FEM;SG
location	lokatie	location	lokatie	N;SG	N;MASC+FEM;SG
location	locatie	location	locatie	N;SG	N;MASC+FEM;SG
location	ligging	location	ligging	N;SG	N;MASC+FEM;SG
must	moeten	must	moeten	V;FIN	V;PL;PRS;FIN
must	moet	must	moeten	V;FIN	V;SG;PRS;FIN
yes	ja	yes	ja	INTJ	INTJ
our	onze	we	ons	PRO;PL;1	PRO;1
our	ons	we	ons	PRO;PL;1	PRO;ACC;1
southern	zuidelijk	southern	zuidelijk	ADJ	ADJ
lost	verloren	lose	verliezen	V;PST;V.PTCP	V;V.PTCP
lost	verdwaald	lose	verdwalen	V;PST;V.PTCP	V;V.PTCP
something	iets	something	iets	PRO;SG	PRO;3
review	beoordeling	review	beoordeling	N;SG	N;MASC+FEM;SG
review	recensie	review	recensie	N;SG	N;MASC+FEM;SG
review	herziening	review	herziening	N;SG	N;MASC+FEM;SG
together	samen	together	samen	ADV	ADV
fact	feit	fact	feit	N;SG	N;NEUT;SG
japanese	japans	japanese	japans	ADJ	ADJ
japanese	japanse	japanese	japans	ADJ	ADJ
groups	groepen	group	groep	N;PL	N;PL
content	inhoud	content	inhoud	N;SG	N;MASC+FEM;SG
board	bestuur	board	bestuur	N;SG	N;NEUT;SG
board	bord	board	bord	N;SG	N;NEUT;SG
control	controle	control	controle	N;SG	N;MASC+FEM;SG
policy	beleid	policy	beleid	N;SG	N;NEUT;SG
modern	modern	modern	modern	ADJ	ADJ
modern	moderne	modern	modern	ADJ	ADJ
human	menselijk	human	menselijk	ADJ	ADJ
human	menselijke	human	menselijk	ADJ	ADJ
half	helft	half	helft	N;SG	N;MASC+FEM;SG
design	ontwerp	design	ontwerp	N;SG	N;NEUT;SG
design	design	design	design	N;SG	N;MASC+FEM;SG
design	vormgeving	design	vormgeving	N;SG	N;MASC+FEM;SG
event	gebeurtenis	event	gebeurtenis	N;SG	N;MASC+FEM;SG
event	evenement	event	evenement	N;SG	N;NEUT;SG
event	event	event	event	N;SG	N;NEUT;SG
events	gebeurtenissen	event	gebeurtenis	N;PL	N;PL
events	evenementen	event	evenement	N;PL	N;PL
available	beschikbare	available	beschikbaar	ADJ	ADJ
available	verkrijgbaar	available	verkrijgbaar	ADJ	ADJ
available	beschikbaar	available	beschikbaar	ADJ	ADJ
done	gedaan	do	doen	V;PST;V.PTCP	V;V.PTCP
real	echte	real	echt	ADJ	ADJ
real	echt	real	echt	ADJ	ADJ
real	reëel	real	reëel	ADJ	ADJ
start	start	start	starten	V;IMP;FIN	V;SG;PRS;FIN
start	starten	start	starten	V;IMP;FIN	V;NFIN
start	beginnen	start	beginnen	V;IMP;FIN	V;NFIN
personal	persoonlijke	personal	persoonlijk	ADJ	ADJ
personal	persoonlijk	personal	persoonlijk	ADJ	ADJ
action	aktie	action	aktie	N;SG	N;MASC+FEM;SG
action	actie	action	actie	N;SG	N;MASC+FEM;SG
space	ruimte	space	ruimte	N;SG	N;MASC+FEM;SG
space	spatie	space	spatie	N;SG	N;MASC+FEM;SG
areas	oppervlakten	area	oppervlakte	N;PL	N;PL
areas	gebieden	area	gebied	N;PL	N;PL
star	ster	star	ster	N;SG	N;MASC+FEM;SG
star	star	star	star	N;SG	N;MASC+FEM;SG
possible	mogelijke	possible	mogelijk	ADJ	ADJ
possible	mogelijk	possible	mogelijk	ADJ	ADJ
working	werkend	work	werkend	V;V.MSDR	V;V.PTCP
working	werken	work	werken	V;V.MSDR	V;NFIN
working	werkende	work	werken	V;V.MSDR	V;V.PTCP
taken	genomen	take	nemen	V;PST;V.PTCP	V;V.PTCP
taken	meegenomen	take	meenemen	V;PST;V.PTCP	V;V.PTCP
going	gaan	go	gaan	V;V.MSDR	V;PRS;NFIN
minister	minister	minister	minister	N;SG	N;MASC+FEM;SG
reported	gerapporteerde	report	rapporteren	V;PST;V.PTCP	V;V.PTCP
reported	gemeld	report	melden	V;PST;V.PTCP	V;V.PTCP
reported	gerapporteerd	report	rapporteren	V;PST;V.PTCP	V;V.PTCP
popular	populaire	popular	populair	ADJ	ADJ
popular	populair	popular	populair	ADJ	ADJ
founded	gegrond	found	gronden	V;PST;V.PTCP	V;V.PTCP
founded	opgericht	found	oprichten	V;PST;V.PTCP	V;V.PTCP
founded	gesticht	found	stichten	V;PST;V.PTCP	V;V.PTCP
author	auteur	author	auteur	N;SG	N;MASC+FEM;SG
author	schrijver	author	schrijver	N;SG	N;MASC+FEM;SG
away	weg	away	weg	ADV	ADV
independent	zelfstandig	independent	zelfstandig	ADJ	ADJ
independent	onafhankelijke	independent	onafhankelijk	ADJ	ADJ
independent	onafhankelijk	independent	onafhankelijk	ADJ	ADJ
process	proces	process	proces	N;SG	N;NEUT;SG
teams	ploegen	team	ploeg	N;PL	N;PL
teams	teams	team	team	N;PL	N;PL
character	personage	character	personage	N;SG	N;NEUT;SG
character	karakter	character	karakter	N;SG	N;NEUT;SG
low	laag	low	laag	ADJ	ADJ
low	lage	low	laag	ADJ	ADJ
pages	bladzijden	page	bladzijde	N;PL	N;PL
light	light	light	light	N;SG	N;MASC+FEM;SG
light	licht	light	licht	N;SG	N;NEUT;SG
big	groot	big	groot	ADJ	ADJ
big	grote	big	groot	ADJ	ADJ
seen	gezien	see	zien	V;PST;V.PTCP	V;V.PTCP
release	release	release	release	N;SG	N;MASC+FEM;SG
release	vrijlating	release	vrijlating	N;SG	N;MASC+FEM;SG
release	vrijgave	release	vrijgave	N;SG	N;MASC+FEM;SG
want	wilt	want	willen	V;IND;PRS;FIN	V;SG;PRS;FIN
want	wil	want	willen	V;IND;PRS;FIN	V;SG;PRS;FIN
want	willen	want	willen	V;IND;PRS;FIN	V;NFIN
episode	episode	episode	episode	N;SG	N;MASC+FEM;SG
episode	aflevering	episode	aflevering	N;SG	N;MASC+FEM;SG
wrote	schreven	write	schrijven	V;IND;PST;FIN	V;PL;PST;FIN
wrote	schreef	write	schrijven	V;IND;PST;FIN	V;SG;PST;FIN
companies	bedrijven	company	bedrijf	N;PL	N;PL
russian	russisch	russian	russisch	ADJ	ADJ
russian	russische	russian	russisch	ADJ	ADJ
thanks	thanks	thanks	thanks	N;SG	N;SG
put	zet	put	zetten	V;IMP;FIN	V;SG;PRS;FIN
race	race	race	race	N;SG	N;MASC+FEM;SG
race	ras	race	ras	N;SG	N;NEUT;SG
worked	werkte	work	werken	V;PST;V.PTCP	V;SG;PST;FIN
worked	gewerkt	work	werken	V;PST;V.PTCP	V;V.PTCP
route	route	route	route	N;SG	N;MASC+FEM;SG
recorded	geregistreerd	record	registreren	V;PST;V.PTCP	V;V.PTCP
recorded	opgenomen	record	opnemen	V;PST;V.PTCP	V;V.PTCP
recorded	genoteerd	record	noteren	V;PST;V.PTCP	V;V.PTCP
someone	iemand	someone	iemand	PRO;SG	PRO;3
civil	civiele	civil	civiel	ADJ	ADJ
civil	burgerlijke	civil	burgerlijk	ADJ	ADJ
civil	burgerlijk	civil	burgerlijk	ADJ	ADJ
civil	civiel	civil	civiel	ADJ	ADJ
charles	charles	charle	charles	N;PL	N;PL
listed	opgesomd	list	opsommen	V;PST;V.PTCP	V;V.PTCP
users	gebruikers	user	gebruiker	N;PL	N;PL
template	sjabloon	template	sjabloon	N;SG	N;NEUT;SG
template	template	template	templaat	N;SG	N;MASC+FEM;SG
eastern	oostelijk	eastern	oostelijk	ADJ	ADJ
eastern	oostelijke	eastern	oostelijk	ADJ	ADJ
body	lichaam	body	lichaam	N;SG	N;NEUT;SG
body	body	body	body	N;SG	N;MASC+FEM;SG
question	vraagje	question	vraag	N;SG	N;NEUT;SG
question	vraag	question	vraag	N;SG	N;MASC+FEM;SG
italian	italiaanse	italian	italiaans	ADJ	ADJ
italian	italiaans	italian	italiaans	ADJ	ADJ
featured	uitgelicht	feature	uitlichten	V;PST;V.PTCP	V;V.PTCP
featured	uitgelichte	feature	uitlichten	V;PST;V.PTCP	V;V.PTCP
featured	aanbevolen	feature	aanbevelen	V;PST;V.PTCP	V;V.PTCP
week	week	week	week	N;SG	N;MASC+FEM;SG
week	weekje	week	weekje	N;SG	N;NEUT;SG
editors	redacteuren	editor	redacteur	N;PL	N;PL
chief	chef	chief	chef	N;SG	N;MASC+FEM;SG
chief	chief	chief	chief	N;SG	N;MASC+FEM;SG
chief	opperhoofd	chief	opperhoofd	N;SG	N;NEUT;SG
close	dichtbij	close	dichtbij	ADJ	ADJ
match	match	match	match	N;SG	N;MASC+FEM;SG
roman	romeinse	roman	romeins	ADJ	ADJ
roman	romeins	roman	romein	ADJ	ADJ
come	kom	come	komen	V;IMP;FIN	V;SG;PRS;FIN
tour	rondreis	tour	rondreis	N;SG	N;MASC+FEM;SG
tour	tour	tour	tour	N;SG	N;MASC+FEM;SG
tour	rondleiding	tour	rondleiding	N;SG	N;MASC+FEM;SG
tour	tournee	tour	tournee	N;SG	N;MASC+FEM;SG
sea	zee	sea	zee	N;SG	N;MASC+FEM;SG
cross	kruis	cross	kruis	N;SG	N;NEUT;SG
cross	cross	cross	cross	N;SG	N;MASC+FEM;SG
playing	spelen	play	spelen	V;V.MSDR	V;NFIN
health	gezondheid	health	gezondheid	N;SG	N;MASC+FEM;SG
institute	instituut	institute	instituut	N;SG	N;NEUT;SG
caps	petten	cap	pet	N;PL	N;PL
caps	caps	cap	caps	N;PL	N;PL
caps	doppen	cap	doppen	N;PL	N;PL
forces	krachten	force	kracht	N;PL	N;PL
rights	rechten	rights	recht	N;PL	N;PL
evidence	bewijs	evidence	bewijs	N;SG	N;NEUT;SG
evidence	bewijsmateriaal	evidence	bewijsmateriaal	N;SG	N;NEUT;SG
aircraft	vliegtuig	aircraft	vliegtuig	N;SG	N;NEUT;SG
aircraft	luchtvaartuig	aircraft	luchtvaartuig	N;SG	N;NEUT;SG
arts	kunsten	art	kunst	N;PL	N;PL
range	bereik	range	bereik	N;SG	N;NEUT;SG
consensus	consensus	consensus	consensus	N;SG	N;MASC+FEM;SG
bar	bar	bar	bar	N;SG	N;MASC+FEM;SG
problem	probleem	problem	probleem	N;SG	N;NEUT;SG
look	kijk	look	kijken	V;IMP;FIN	V;SG;PRS;FIN
issues	kwesties	issue	kwestie	N;PL	N;PL
alumni	alumni	alumnus	alumni	N;PL	N;PL
average	gemiddelde	average	gemiddeld	ADJ	ADJ
average	gemiddeld	average	gemiddeld	ADJ	ADJ
network	netwerk	network	netwerk	N;SG	N;NEUT;SG
win	win	win	winnen	V;IMP;FIN	V;SG;PRS;FIN
win	winnen	win	winnen	V;IMP;FIN	V;NFIN
shows	shows	show	show	N;PL	N;PL
wife	vrouw	wife	vrouw	N;SG	N;MASC+FEM;SG
wife	echtgenote	wife	echtgenote	N;SG	N;MASC+FEM;SG
returned	teruggegeven	return	terugggvav	V;PST;V.PTCP	V;V.PTCP
returned	teruggekeerd	return	terugkeren	V;PST;V.PTCP	V;V.PTCP
returned	geretourneerd	return	retourneren	V;PST;V.PTCP	V;V.PTCP
returned	teruggestuurd	return	terugsturen	V;PST;V.PTCP	V;V.PTCP
night	avond	night	avond	N;SG	N;MASC+FEM;SG
night	nacht	night	nacht	N;SG	N;MASC+FEM;SG
night	avondje	night	avond	N;SG	N;NEUT;SG
magazine	tijdschrift	magazine	tijdschrift	N;SG	N;NEUT;SG
magazine	magazine	magazine	magazine	N;SG	N;NEUT;SG
centre	centrum	centre	centrum	N;SG	N;NEUT;SG
usually	meestal	usually	meestal	ADV	ADV
completed	voltooid	complete	voltooien	V;PST;V.PTCP	V;V.PTCP
completed	voltooide	complete	voltooien	V;PST;V.PTCP	V;SG;PST;FIN
completed	afgerond	complete	afronden	V;PST;V.PTCP	V;V.PTCP
completed	ingevuld	complete	invullen	V;PST;V.PTCP	V;V.PTCP
elected	verkozen	elect	verkiezen	V;PST;V.PTCP	V;V.PTCP
elected	gekozen	elect	kiezen	V;PST;V.PTCP	V;V.PTCP
stage	podium	stage	podium	N;SG	N;NEUT;SG
stage	fase	stage	fase	N;SG	N;MASC+FEM;SG
stage	toneel	stage	toneel	N;SG	N;NEUT;SG
stage	stadium	stage	stadium	N;SG	N;NEUT;SG
addition	toevoeging	addition	toevoeging	N;SG	N;MASC+FEM;SG
academy	academy	academy	academy	N;SG	N;MASC+FEM;SG
academy	academie	academy	academie	N;SG	N;MASC+FEM;SG
continued	voortgezet	continue	voortzetten	V;PST;V.PTCP	V;V.PTCP
stations	stations	station	station	N;PL	N;PL
mother	moeder	mother	moeder	N;SG	N;MASC+FEM;SG
mother	moedertje	mother	moeder	N;SG	N;NEUT;SG
appeared	verscheen	appear	verschijnen	V;IND;PST;FIN	V;SG;PST;FIN
appeared	verschenen	appear	verschijnen	V;IND;PST;FIN	V;V.PTCP
culture	cultuur	culture	cultuur	N;SG	N;MASC+FEM;SG
spanish	spaanse	spanish	Spaans	ADJ	ADJ
spanish	spaans	spanish	spaans	ADJ	ADJ
committee	commissie	committee	commissie	N;SG	N;MASC+FEM;SG
committee	comité	committee	comité	N;SG	N;NEUT;SG
things	dingen	thing	dingen	N;PL	N;PL
fire	brand	fire	brand	N;SG	N;MASC+FEM;SG
fire	vuur	fire	vuur	N;SG	N;NEUT;SG
changed	veranderde	change	veranderen	V;PST;V.PTCP	V;SG;PST;FIN
changed	gewijzigd	change	wijzigen	V;PST;V.PTCP	V;V.PTCP
changed	veranderd	change	veranderen	V;PST;V.PTCP	V;V.PTCP
gold	goud	gold	goud	N;SG	N;NEUT;SG
female	vrouw	female	vrouw	N;SG	N;MASC+FEM;SG
female	vrouwtje	female	vrouwtje	N;SG	N;NEUT;SG
directed	geregisseerd	direct	regisseren	V;PST;V.PTCP	V;V.PTCP
directed	gerichte	direct	richten	V;PST;V.PTCP	V;V.PTCP
directed	regisseerde	direct	regisseren	V;PST;V.PTCP	V;SG;PST;FIN
months	maanden	month	maanden	N;PL	N;PL
chinese	chinezen	chinese	chinees	N;PL	N;PL
previous	vorig	previous	vorig	ADJ	ADJ
previous	vorige	previous	vorig	ADJ	ADJ
developed	ontwikkelden	develop	ontwikkelen	V;PST;V.PTCP	V;PL;PST;FIN
developed	ontwikkelde	develop	ontwikkelen	V;PST;V.PTCP	V;SG;PST;FIN
developed	ontwikkeld	develop	ontwikkelen	V;PST;V.PTCP	V;V.PTCP
size	grootte	size	grootte	N;SG	N;MASC+FEM;SG
size	afmeting	size	afmeting	N;SG	N;MASC+FEM;SG
size	omvang	size	omvang	N;SG	N;MASC+FEM;SG
size	formaat	size	formaat	N;SG	N;NEUT;SG
size	maat	size	maat	N;SG	N;MASC+FEM;SG
mentioned	vermeld	mention	vermelden	V;PST;V.PTCP	V;V.PTCP
mentioned	genoemd	mention	noemen	V;PST;V.PTCP	V;V.PTCP
mentioned	vermeldde	mention	vermelden	V;PST;V.PTCP	V;SG;PST;FIN
add	toevoegen	add	toevoegen	V;IMP;FIN	V;NFIN
add	voeg	add	voegen	V;IMP;FIN	V;SG;PRS;FIN
festival	festival	festival	festival	N;SG	N;NEUT;SG
basketball	basketball	basketball	basketball	N;SG	N;MASC+FEM;SG
basketball	basketbal	basketball	basketbal	N;SG	N;NEUT;SG
performance	prestatie	performance	prestatie	N;SG	N;MASC+FEM;SG
standard	standaard	standard	standaard	ADJ	ADJ
means	betekend	mean	betekenen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
means	betekent	mean	betekenen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
give	geef	give	geven	V;IMP;FIN	V;SG;PRS;FIN
give	geven	give	geven	V;IMP;FIN	V;NFIN
training	training	training	training	N;SG	N;MASC+FEM;SG
training	opleiding	training	opleiding	N;SG	N;MASC+FEM;SG
artist	kunstenares	artist	kunstenares	N;SG	N;MASC+FEM;SG
artist	artiest	artist	artiest	N;SG	N;MASC+FEM;SG
artist	kunstenaar	artist	kunstenaar	N;SG	N;MASC+FEM;SG
artist	artist	artist	artist	N;SG	N;MASC+FEM;SG
word	woord	word	woord	N;SG	N;NEUT;SG
blue	blauw	blue	blauw	ADJ	ADJ
blue	blauwe	blue	blauw	ADJ	ADJ
primary	primaire	primary	primair	ADJ	ADJ
primary	primair	primary	primair	ADJ	ADJ
announced	aangekondigde	announce	aankondigen	V;PST;V.PTCP	V;V.PTCP
announced	aangekondigd	announce	aankondigen	V;PST;V.PTCP	V;V.PTCP
announced	kondigde	announce	kondigen	V;PST;V.PTCP	V;SG;PST;FIN
value	waarde	value	waarde	N;SG	N;MASC+FEM;SG
private	privé	private	privé	ADJ	ADJ
private	particulier	private	particulier	ADJ	ADJ
catholic	katholieke	catholic	katholiek	ADJ	ADJ
catholic	katholiek	catholic	katholiek	ADJ	ADJ
artists	kunstenaars	artist	kunstenaar	N;PL	N;PL
artists	artiesten	artist	artiest	N;PL	N;PL
includes	omvat	include	omvatten	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
view	weergave	view	weergave	N;SG	N;MASC+FEM;SG
view	uitzicht	view	uitzicht	N;SG	N;NEUT;SG
almost	bijna	almost	bijna	ADV	ADV
baseball	baseball	baseball	baseball	N;SG	N;MASC+FEM;SG
baseball	honkbal	baseball	honkbal	N;SG	N;NEUT;SG
seven	zeven	seven	zeven	NUM	NUM
appears	verschijnt	appear	verschijnen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
ever	ooit	ever	ooit	ADV	ADV
technology	technologie	technology	technologie	N;SG	N;MASC+FEM;SG
future	toekomst	future	toekomst	N;SG	N;MASC+FEM;SG
formed	gevormde	form	vormen	V;PST;V.PTCP	V;V.PTCP
formed	gevormd	form	vormen	V;PST;V.PTCP	V;V.PTCP
census	volkstelling	census	volkstelling	N;SG	N;MASC+FEM;SG
