võtmine	braní	võtmine	braní	N;NOM;SG	N;NOM;NEUT;SG;POS
vedel	tekutina	vedel	tekutina	N;NOM;SG	N;NOM;FEM;SG;POS
vedel	kapalina	vedel	kapalina	N;NOM;SG	N;NOM;FEM;SG;POS
partner	partner	partner	partner	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
partner	parťák	partner	parťák	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
partner	partnerka	partner	partnerka	N;NOM;SG	N;NOM;FEM;SG;POS
partner	společník	partner	společník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
lõhn	vůně	lõhn	vůně	N;NOM;SG	N;NOM;FEM;SG;POS
lõhn	zápach	lõhn	zápach	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lõhn	vůně	lõhn	vůně	N;NOM;SG	N;NOM;FEM;SG;POS
lõhn	zápach	lõhn	zápach	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lõhn	čich	lõhn	čich	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lõhn	pach	lõhn	pach	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lõhn	vůně	lõhn	vůně	N;NOM;SG	N;NOM;FEM;SG;POS
zeit	zeit	zeit	zeit	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
seadusandlik	legislativní	seadus_andlik	legislativní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
etnoloog	etnolog	etnoloog	etnolog	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
saarlased	ostrované	saarlane	ostrovaný	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
algebra	algebra	algebra	algebra	N;NOM;SG	N;NOM;FEM;SG;POS
vastastikune	vzájemné	vastastikune	vzájemný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
vastastikune	vzájemná	vastastikune	vzájemný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
vastastikune	vzájemný	vastastikune	vzájemný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
läbiviidud	provedené	läbi_viidud	provedený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
läbiviidud	provedena	läbi_viidud	provedený	ADJ;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
tag	tag	tag	tag	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tag	značka	tag	značka	N;NOM;SG	N;NOM;FEM;SG;POS
tag	označení	tag	označení	N;NOM;SG	N;NOM;NEUT;SG;POS
ostsid	koupili	ostma	koupit	V;IND;PL;3;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
nupp	knoflík	nupp	knoflík	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
nupp	tlačítko	nupp	tlačítko	N;NOM;SG	N;NOM;NEUT;SG;POS
kotzebue	kotzebue	kotzebue	kotzebue	N;NOM;SG	N;NOM;FEM;SG;POS
reich	říše	reich	říše	N;NOM;SG	N;NOM;FEM;SG;POS
sisend	vstup	sisend	vstup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
harvard	harvard	harvar	harvard	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
luige	labutí	luige	labuť	N;NOM;SG	N;NOM;FEM;SG;POS
luige	labuť	luige	labuť	N;NOM;SG	N;NOM;FEM;SG;POS
neljakordne	čtyřnásobný	nelja_kordne	čtyřnásobný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
areneda	vyvíjet	arenema	vyvíjet	V;NFIN	V;IPFV;POS;NFIN
areneda	vyvinout	arenema	vyvinout	V;NFIN	V;POS;NFIN
kübar	klobouček	kübar	klobouček	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kübar	čepice	kübar	čepice	N;NOM;SG	N;NOM;FEM;SG;POS
kübar	klobouk	kübar	klobouk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
peatub	zastaví	peatuma	zastavit	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
lõigu	segmentu	lõikuma	segment	N;GEN;SG	N;INAN;GEN;MASC;SG;POS
monarh	monarcha	monarh	monarcha	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
luna	luna	luna	luna	N;NOM;SG	N;NOM;FEM;SG;POS
ehitaja	stavitel	ehitaja	stavitel	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
publik	publikum	publik	publikum	N;NOM;SG	N;NOM;NEUT;SG;POS
publik	audience	publik	audience	N;NOM;SG	N;NOM;FEM;SG;POS
publik	dav	publik	dav	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
publik	zástup	publik	zástup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kaovad	zmizet	kaduma	zmizet	V;IND;PL;3;PRS;FIN;ACT	V;POS;NFIN
lahendamine	usnesení	lahendamine	usnesení	N;NOM;SG	N;NOM;NEUT;SG;POS
lahendamine	rozlišení	lahendamine	rozlišení	N;NOM;SG	N;NOM;NEUT;SG;POS
lahendamine	rezoluce	lahendamine	rezoluce	N;NOM;SG	N;NOM;FEM;SG;POS
ehitab	staví	ehitama	stavět	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ehitab	buduje	ehitama	budovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
acer	acer	acer	acer	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lööb	bije	lööma	bít	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
rubens	rubens	rubens	rubens	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
tugevdada	zesílit	tugevdama	zesílit	V;NFIN	V;PFV;POS;NFIN
tugevdada	posilovat	tugevdama	posilovat	V;NFIN	V;IPFV;POS;NFIN
tugevdada	posílit	tugevdama	posílit	V;NFIN	V;PFV;POS;NFIN
tugevdada	posílit	tugevdama	posílit	V;NFIN	V;PFV;POS;NFIN
algoritm	algoritmus	algoritm	algoritmus	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
populatsioon	obyvatelstvo	populatsioon	obyvatelstvo	N;NOM;SG	N;NOM;NEUT;SG;POS
populatsioon	populace	populatsioon	populace	N;NOM;SG	N;NOM;FEM;SG;POS
identne	shodné	identne	shodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
hero	hrdina	hero	hrdina	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
baikali	bajkal	baikali	bajkal	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kepler	kepler	kepler	kepler	N;NOM;SG	N;NOM;MASC;SG;POS
mõrv	vražda	mõrv	vražda	N;NOM;SG	N;NOM;FEM;SG;POS
mõrv	vražda	mõrv	vražda	N;NOM;SG	N;NOM;FEM;SG;POS
ahvenamaa	åland	ahvenamaa	åland	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
filtri	filtr	filter	filtr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
esivanemad	předky	esi_vanem	předek	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
esivanemad	předci	esi_vanem	předec	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
esivanemad	předkové	esi_vanem	předek	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
armas	krásné	armas	krásný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
veenis	přesvědčil	veenma	přesvědčit	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
pass	pas	pass	pas	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
château	zámek	château	zámek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
château	château	château	chotea	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pilved	mraky	pilv	mrak	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
lipnik	podporučík	lipnik	podporučík	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
lipnik	praporčík	lipnik	praporčík	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
franki	frank	frank	frank	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
osaleja	účastník	osaleja	účastník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
õlu	piva	õlu	pivo	N;NOM;SG	N;NOM;NEUT;SG;POS
õlu	pivo	õlu	pivo	N;NOM;SG	N;NOM;NEUT;SG;POS
õlu	pivko	õlu	pivko	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
paratamatu	nevyhnutelné	paratamatu	vyhnutelný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
paratamatu	nevyhnutelný	paratamatu	vyhnutelný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
paratamatu	nevyhnutelná	paratamatu	vyhnutelný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;NEG
reklaam	propagace	reklaam	propagace	N;NOM;SG	N;NOM;FEM;SG;POS
reklaam	publicita	reklaam	publicita	N;NOM;SG	N;NOM;FEM;SG;POS
reklaam	reklama	reklaam	reklama	N;NOM;SG	N;NOM;FEM;SG;POS
reklaam	inzerce	reklaam	inzerce	N;NOM;SG	N;NOM;FEM;SG;POS
kogemused	zkušenosti	kogemus	zkušenost	N;NOM;PL	N;NOM;FEM;PL;POS
kogemused	zážitky	kogemus	zážitek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kogemused	zkušenosti	kogemus	zkušenost	N;NOM;PL	N;NOM;FEM;PL;POS
ümar	zaokrouhlená	ümar	zaokrouhlený	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ümar	kulatá	ümar	kulatý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ümar	kulatý	ümar	kulatý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
kuulas	poslouchal	kuulama	poslouchat	V;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
kolmnurk	trojúhelník	kolm_nurk	trojúhelník	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
regulaarne	pravidelná	regulaarne	pravidelný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
regulaarne	pravidelný	regulaarne	pravidelný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
sümmeetria	symetrie	sümmeetria	symetrie	N;NOM;SG	N;NOM;FEM;SG;POS
paleontoloog	paleontolog	paleontoloog	paleontolog	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
aspektid	hlediska	aspekt	hledisko	N;NOM;PL	N;NOM;NEUT;PL;POS
aspektid	aspekty	aspekt	aspekt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
valgevenelased	bělorusové	valge_venelane	bělorusový	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
tsitaat	citát	tsitaat	citát	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tsitaat	citace	tsitaat	citace	N;NOM;SG	N;NOM;FEM;SG;POS
tsitaat	citát	tsitaat	citát	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tsitaat	citace	tsitaat	citace	N;NOM;SG	N;NOM;FEM;SG;POS
valdkonnad	plochy	valdkond	plocha	N;NOM;PL	N;NOM;FEM;PL;POS
valdkonnad	oblasti	valdkond	oblast	N;NOM;PL	N;NOM;FEM;PL;POS
pearl	perla	pearl	perla	N;NOM;SG	N;NOM;FEM;SG;POS
viasat	viasat	viasama	viasat	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
joonas	joonas	joonas	joonas	N;NOM;SG	N;NOM;MASC;SG;POS
joonas	jonah	joonas	jonah	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
silmapaistev	vynikající	silma_paistev	vynikající	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
liitumine	sloučení	liitumine	sloučení	N;NOM;SG	N;NOM;NEUT;SG;POS
liitumine	fúze	liitumine	fúze	N;NOM;SG	N;NOM;FEM;SG;POS
ohutu	neškodné	ohutu	neškodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
ohutu	neškodný	ohutu	škodný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
ohutu	neškodná	ohutu	škodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;NEG
ohutu	bezpečné	ohutu	bezpečný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
ohutu	bezpečná	ohutu	bezpečný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ohutu	bezpečný	ohutu	bezpečný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
viktoria	viktoria	viktoria	viktorium	N;NOM;SG	N;NOM;FEM;SG;POS
legendaarne	legendární	legendaarne	legendární	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
petra	petro	petar	petro	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
brad	brada	brad	brada	N;NOM;SG	N;NOM;FEM;SG;POS
kubrick	kubrick	kubrick	kubrick	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ühendused	spoje	ühendus	spoj	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kaksikud	dvojčata	kaksik	dvojče	N;NOM;PL	N;NOM;NEUT;PL;POS
tuuled	větry	tuul	vítr	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
selgitab	vysvětluje	selgitama	vysvětlovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
häiritud	narušený	häiri=tud	narušený	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
liiklus	provoz	liiklus	provoz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
liiklus	doprava	liiklus	doprava	N;NOM;SG	N;NOM;FEM;SG;POS
hoidja	strážce	hoidja	strážce	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
müüt	mýtus	müüt	mýtus	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
leben	leben	lebema	leben	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
rääkinud	mluvil	rääkima	mluvit	V;PST;V.PTCP;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
mõõdukas	mírná	mõõdukas	mírný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
mõõdukas	mírné	mõõdukas	mírný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
mõõdukas	mírný	mõõdukas	mírný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
kihid	vrstvy	kiht	vrstva	N;NOM;PL	N;NOM;FEM;PL;POS
seisnud	stál	seisma	stát	V;PST;V.PTCP;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
plii	olovo	plii	olovo	N;NOM;SG	N;NOM;NEUT;SG;POS
liivakivi	pískovec	liiva_kivi	pískovec	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
küsib	žádá	küsima	žádat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
laused	věty	lause	věta	N;NOM;PL	N;NOM;FEM;PL;POS
laused	fráze	lause	fráze	N;NOM;PL	N;NOM;FEM;PL;POS
laused	věty	lause	věta	N;NOM;PL	N;NOM;FEM;PL;POS
laused	rozsudky	lause	rozsudek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
sarnasus	podobnost	sarnasus	podobnost	N;NOM;SG	N;NOM;FEM;SG;POS
sarnasus	podoba	sarnasus	podoba	N;NOM;SG	N;NOM;FEM;SG;POS
sarnasus	podobnost	sarnasus	podobnost	N;NOM;SG	N;NOM;FEM;SG;POS
scsi	scsi	scsi	scse	N;NOM;SG	N;NEUT;POS
palavik	horečka	palavik	horečka	N;NOM;SG	N;NOM;FEM;SG;POS
ohver	oběť	ohver	oběť	N;NOM;SG	N;NOM;FEM;SG;POS
kiirabi	sanitka	kiir_abi	sanitka	N;NOM;SG	N;NOM;FEM;SG;POS
kiirabi	ambulance	kiir_abi	ambulance	N;NOM;SG	N;NOM;FEM;SG;POS
hääletus	hlasování	hääletus	hlasování	N;NOM;SG	N;NOM;NEUT;SG;POS
hääletus	hlasování	hääletus	hlasování	N;NOM;SG	N;NOM;NEUT;SG;POS
marcello	marcello	marcello	marcello	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
vastupidav	odolný	vastu_pidav	odolný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
vastupidav	trvalé	vastu_pidav	trvalý	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
säde	jiskra	säde	jiskra	N;NOM;SG	N;NOM;FEM;SG;POS
reuters	reuters	reuters	reutéra	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tantsud	tance	tantma	tanec	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
larissa	larisa	larissama	larisa	N;NOM;SG	N;NOM;FEM;SG;POS
isiksus	osobnost	isiksus	osobnost	N;NOM;SG	N;NOM;FEM;SG;POS
olendid	bytosti	olend	bytost	N;NOM;PL	N;NOM;FEM;PL;POS
olendid	tvorové	olend	tvorový	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
olendid	bytosti	olend	bytost	N;NOM;PL	N;NOM;FEM;PL;POS
kanalid	kanály	kanal	kanál	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kanalid	kanály	kanal	kanál	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
põletatud	spálený	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
põletatud	spálené	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
põletatud	spálená	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
põletatud	spálená	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
põletatud	spálené	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
põletatud	spálený	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
põletatud	spálená	põletama	spálený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
sain	dostal	saama	dostat	V;IND;SG;1;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
kontaktid	kontakty	kontakt	kontakt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
suremus	úmrtnost	suremus	úmrtnost	N;NOM;SG	N;NOM;FEM;SG;POS
suremus	úmrtnosti	suremus	úmrtnost	N;NOM;SG	N;NOM;FEM;SG;POS
juhend	průvodce	juhend	průvodce	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
juhend	příručka	juhend	příručka	N;NOM;SG	N;NOM;FEM;SG;POS
juhend	návod	juhend	návod	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pankur	bankéř	pankur	bankéř	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kana	kuře	kana	kuře	N;NOM;SG	N;NOM;NEUT;SG;POS
kana	slepice	kana	slepice	N;NOM;SG	N;NOM;FEM;SG;POS
täitmine	vymáhání	täitmine	vymáhání	N;NOM;SG	N;NOM;NEUT;SG;POS
täitmine	vynucování	täitmine	vynucování	N;NOM;SG	N;NOM;NEUT;SG;POS
täitmine	prosazování	täitmine	prosazování	N;NOM;SG	N;NOM;NEUT;SG;POS
täitmine	náplň	täitmine	náplň	N;NOM;SG	N;NOM;FEM;SG;POS
täitmine	plnění	täitmine	plnění	N;NOM;SG	N;NOM;NEUT;SG;POS
täitmine	poprava	täitmine	poprava	N;NOM;SG	N;NOM;FEM;SG;POS
täitmine	vykonání	täitmine	vykonání	N;NOM;SG	N;NOM;NEUT;SG;POS
täitmine	provedení	täitmine	provedení	N;NOM;SG	N;NOM;NEUT;SG;POS
keeld	zákaz	keeld	zákaz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
keeld	zákaz	keeld	zákaz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
komplekt	sada	komplekt	sada	N;NOM;SG	N;NOM;FEM;SG;POS
komplekt	kite	komplekt	kite	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
komplekt	souprava	komplekt	souprava	N;NOM;SG	N;NOM;FEM;SG;POS
komplekt	kit	komplekt	kit	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kolju	lebka	kolju	lebka	N;NOM;SG	N;NOM;FEM;SG;POS
arendaja	vývojář	arendaja	vývojář	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
mõneti	poměrně	mõneti	poměrně	ADV	ADV;POS
mõneti	poněkud	mõneti	poněkud	ADV	ADV
löök	rána	löök	ráno	N;NOM;SG	N;NOM;FEM;SG;POS
löök	strike	löök	strika	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
löök	stávka	löök	stávka	N;NOM;SG	N;NOM;FEM;SG;POS
löök	kop	löök	kop	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
löök	výkop	löök	výkop	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pzkpfw	panzer	pzkpfw	panzer	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
teadlikult	vědomě	teadlikult	vědomě	ADV	ADV;POS
teadlikult	vědomě	teadlikult	vědomě	ADV	ADV;POS
athena	athena	atuna	athen	N;NOM;SG	N;NOM;FEM;SG;POS
liikumised	pohyby	liikumine	pohyb	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
soovitav	žádoucí	soovitav	žádoucí	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
vietnam	vietnam	vietnam	vietnam	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
veronica	veronika	veronica	veronika	N;NOM;SG	N;NOM;FEM;SG;POS
veronica	veronica	veronica	veronica	N;NOM;SG	N;NOM;FEM;SG;POS
rahaühik	měna	raha_ühik	měna	N;NOM;SG	N;NOM;FEM;SG;POS
kukub	padá	kukkuma	padat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
kukub	spadne	kukkuma	spadnout	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
pealkirjad	názvy	peal_kiri	název	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
pealkirjad	tituly	peal_kiri	titul	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kõrvad	uši	kõrv	ucho	N;NOM;PL	N;NOM;FEM;PL;POS
kõrvad	uší	kõrv	ucho	N;NOM;PL	N;NOM;FEM;PL;POS
atlantis	atlantis	atlant	atlantis	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
fauna	fauna	fauna	fauna	N;NOM;SG	N;NOM;FEM;SG;POS
vabrik	továrna	vabrik	továrna	N;NOM;SG	N;NOM;FEM;SG;POS
kloostrid	kláštery	klooster	klášter	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
mehhanismid	mechanismy	mehhanism	mechanismus	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
kehti	aplikovat	kehtima	aplikovat	V;IMP;SG;2;PRS;FIN;ACT	V;POS;NFIN
kehti	uplatnit	kehtima	uplatnit	V;IMP;SG;2;PRS;FIN;ACT	V;POS;NFIN
ash	jasan	ash	jasan	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ash	popel	ash	popel	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
raport	zpráva	raport	zpráva	N;NOM;SG	N;NOM;FEM;SG;POS
raport	report	raport	report	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
raport	hlášení	raport	hlášení	N;NOM;SG	N;NOM;NEUT;SG;POS
raport	nahlášení	raport	nahlášení	N;NOM;SG	N;NOM;NEUT;SG;POS
nõudlus	poptávka	nõudlus	poptávka	N;NOM;SG	N;NOM;FEM;SG;POS
erapooletu	nestranný	era_pooletu	stranný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
erapooletu	nezaujatý	era_pooletu	zaujatý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
erapooletu	neutrální	era_pooletu	neutrální	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
duke	vévoda	duke	vévoda	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
juut	žid	juut	žid	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
juut	žid	juut	žid	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
lahendused	roztoky	lahendus	roztok	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
laulda	zpívej	laulma	zpívej	V;NFIN	V;IMP;SG;2;POS;FIN
laulda	zpívat	laulma	zpívat	V;NFIN	V;IPFV;POS;NFIN
planeerimine	plánování	planeerimine	plánování	N;NOM;SG	N;NOM;NEUT;SG;POS
ameeriklased	američani	ameeriklane	američan	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kohtuda	potkat	kohtuma	potkat	V;NFIN	V;PFV;POS;NFIN
mercia	mercie	mercia	mercie	N;NOM;SG	N;NOM;FEM;SG;POS
louvre	louvre	louver	louvra	N;NOM;SG	N;NOM;FEM;SG;POS
kuude	měsíců	kuu	měsíc	N;GEN;PL	N;INAN;GEN;MASC;PL;POS
kuude	měsících	kuu	měsíc	N;GEN;PL	N;INAN;GEN;MASC;PL;POS
ministrid	ministři	minister	ministr	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
racing	závodění	racing	závodění	N;NOM;SG	N;NOM;NEUT;SG;POS
solanum	solanum	solanum	solan	N;NOM;SG	N;NOM;NEUT;SG;POS
pöörab	rotuje	pöörama	rotovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
tudengid	studentky	tudeng	studentka	N;NOM;PL	N;NOM;FEM;PL;POS
tudengid	studenti	tudeng	student	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
tudengid	žáci	tudeng	žák	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
karvane	chlupatý	karvane	chlupatý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
karvane	chlupatá	karvane	chlupatý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
karvane	chlupatý	karvane	chlupatý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
ülevõtmine	provedení	üle_võtmine	provedení	N;NOM;SG	N;NOM;NEUT;SG;POS
ülevõtmine	převzetí	üle_võtmine	převzetí	N;NOM;SG	N;NOM;NEUT;SG;POS
kasvatus	výchova	kasvatus	výchova	N;NOM;SG	N;NOM;FEM;SG;POS
kasvatus	rodičovství	kasvatus	rodičovství	N;NOM;SG	N;NOM;NEUT;SG;POS
sõnastik	slovník	sõnastik	slovník	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
hädavajalik	zásadní	häda_vajalik	zásadní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
hädavajalik	nezbytné	häda_vajalik	zbytný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
hädavajalik	podstatné	häda_vajalik	podstatný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
martino	martino	martino	martino	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
keerukas	složité	keerukas	složitý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
keerukas	komplexní	keerukas	komplexní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
keerukas	složitá	keerukas	složitý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
