категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
индексы	indexy	индекс	index	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
индексы	indexy	индекс	index	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
группа	skupina	группа	skupina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
имя	názov	имя	názov	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
имя	meno	имя	meno	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
игры	zápasy	игра	zápas	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
игры	hry	игра	hra	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
цифровой	digitálny	цифровой	digitálny	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
цифровой	digitálna	цифровой	digitálny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
цифровой	digitálne	цифровой	digitálne	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
поэтому	preto	поэтому	preto	ADV	ADV
идентификатор	identifikátor	идентификатор	identifikátor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ширина	šírka	ширина	šírka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
просто	iba	просто	iba	PART	PART
просто	len	просто	len	PART	PART
просто	proste	просто	prost	PART	PART
регион	kraj	регион	kraj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
регион	oblasť	регион	oblasť	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
регион	región	регион	región	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
тогда	potom	тогда	potom	ADV	ADV
тогда	vtedy	тогда	vtedy	ADV	ADV
работал	fungovalo	работать	fungovať	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
работал	pracoval	работать	pracovať	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
работал	pracovala	работать	pracovať	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
церкви	kostol	церковь	kostol	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
церкви	cirkev	церковь	cirkev	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
клуб	klub	клуб	klub	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
наук	vied	наука	vedieť	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
ввп	hdp	ввп	hdp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
федерации	federácie	федерация	federácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
федерации	federácie	федерация	federácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
изображения	zobrazenia	изображение	zobrazenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
изображения	obrázky	изображение	obrázok	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
изображения	obrazy	изображение	obraz	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
советский	sovietsky	советский	sovietsky	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
степени	stupne	степень	stupeň	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
изображение	image	изображение	imag	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
изображение	obrázok	изображение	obrázok	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
изображение	obraz	изображение	obraz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
награды	pocty	награда	poct	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
награды	odmeny	награда	odmena	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
награды	ocenenia	награда	ocenenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
ранее	predtým	ранее	predtým	ADV	ADV
ранее	skôr	ранее	skôr	ADV	ADV
перед	pred	перед	pred	ADP	ADP;INS
москва	moskve	москва	moskva	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
москва	moskva	москва	moskvo	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
системы	systémy	система	systém	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
стала	stal	стать	stať	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
стороны	večierky	сторона	večierka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
стороны	strany	сторона	strana	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
совет	rada	совет	rád	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
академии	academy	академия	academ	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
академии	akadémie	академия	akadémia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
две	dve	два	dva	NUM;NOM;FEM	NUM;NOM;FEM;PL
две	dvaja	два	dva	NUM;NOM;FEM	NUM;ANIM;NOM;MASC;PL
две	dva	два	dva	NUM;NOM;FEM	NUM;INAN;NOM;MASC;PL
некоторые	niektorí	некоторый	niektorý	DET;NOM;PL	DET;ANIM;NOM;MASC;PL
менее	menej	менее	málo	ADV;CMPR	ADV;CMPR
роль	rola	роль	rol	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
роль	úloha	роль	úloha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
юго	juhozápad	южный	juhozápad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дом	dom	дом	dom	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дом	house	дом	hous	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дом	domček	дом	domček	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дом	dom	дом	dom	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
значимость	význam	значимость	význam	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
значимость	významnosť	значимость	významnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
значимость	dôležitosť	значимость	dôležitosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
значимость	významnosť	значимость	významnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
значимость	dôležitosť	значимость	dôležitosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
значимость	význam	значимость	význam	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
значимость	relevantnosť	значимость	relevantnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
высоты	výšky	высота	výška	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
русский	ruské	русский	ruský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
русский	ruská	русский	ruský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
русский	ruský	русский	ruský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
член	členka	член	členka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
член	poslanec	член	poslanec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
член	člen	член	člen	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
член	kokot	член	kokot	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
член	kohút	член	kohút	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
член	kokot	член	kokot	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
орден	poradie	орден	poradie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
орден	objednávka	орден	objednávka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
орден	poriadok	орден	poriadok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
сын	syn	сын	syn	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
сын	synček	сын	synček	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
общины	spoločenstvá	община	spoločenstvo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
общины	komunity	община	komunita	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
общины	obce	община	obec	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
общины	spoločenstva	община	spoločenstvo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
число	číslo	число	číslo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
число	počet	число	počet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
число	čislo	число	čislo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
эта	to	этот	to	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
эта	táto	этот	táto	DET;NOM;FEM;SG	DET;NOM;FEM;SG
эта	tento	этот	tento	DET;NOM;FEM;SG	DET;INAN;NOM;MASC;SG
эта	toto	этот	toto	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
нужно	potrebné	нужный	potrebný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
большой	veľké	большой	veľký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
большой	veľká	большой	veľký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
большой	veľký	большой	veľký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
большой	veľký	большой	veľký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
большой	veľké	большой	veľký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
большой	veľká	большой	veľký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
количество	číslo	количество	číslo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
количество	počet	количество	počet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
количество	čislo	количество	čislo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
количество	množstvo	количество	množstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
являются	sú	являться	byť	V;IPFV;IND;PL;3;PRS;FIN;MID	V;IPFV;IND;PL;3;POS;PRS;FIN
институт	inštitút	институт	inštitút	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
институт	ústav	институт	ústav	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
институт	institut	институт	institut	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
институт	inštitúcia	институт	inštitúcia	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
компании	spoločnosti	компания	spoločnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
компании	firmy	компания	firma	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
компании	spoločnosti	компания	spoločnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
церковь	kostol	церковь	kostol	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
церковь	cirkev	церковь	cirkev	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
советского	sovietskeho	советский	sovietsky	ADJ;GEN;MASC;SG	ADJ;GEN;MASC;SG
проект	projekt	проект	projekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
проект	návrh	проект	návrh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
проект	koncept	проект	koncept	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
сельский	vidiecke	сельский	vidiecky	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
вопрос	vydávanie	вопрос	vydávanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вопрос	vydanie	вопрос	vydanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
вопрос	otázka	вопрос	otázka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
новый	nová	новый	nový	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
новый	nový	новый	nový	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
новый	nové	новый	nový	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
образование	výchova	образование	výchova	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
образование	vzdelanie	образование	vzdelanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
образование	vzdelávanie	образование	vzdelávanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
образование	školstvo	образование	školstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
момент	okamih	момент	okamih	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
момент	moment	момент	moment	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
момент	chvíľka	момент	chvíľka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
момент	chvíľa	момент	chvíľa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
фильмы	filmy	фильм	film	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
фильмы	filmy	фильм	film	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
часто	často	часто	často	ADV	ADV
часто	častokrát	часто	častokrát	ADV	ADV
часто	často	часто	často	ADV	ADV
партии	večierky	партия	večierka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
партии	strany	партия	strana	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
глава	kapitola	глава	kapitola	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
настоящее	prítomná	настоящий	prítomný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
настоящее	prítomný	настоящий	prítomný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
европы	európa	европа	európa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
организации	organizácie	организация	organizácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
организации	organizácie	организация	organizácia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
сейчас	teraz	сейчас	teraz	ADV	ADV
империи	ríše	империя	ríša	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
империи	ríše	империя	ríša	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
река	rieka	река	rieka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
альбом	album	альбый	album	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
одна	samé	один	samý	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
одна	sama	один	sám	DET;NOM;FEM;SG	DET;NOM;FEM;SG
одна	sám	один	sám	DET;NOM;FEM;SG	DET;ANIM;NOM;MASC;SG
станции	stanovištia	станция	stanovište	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
станции	stanice	станция	stanica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
возможно	možná	возможный	možný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
возможно	možné	возможный	možný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
возможно	možný	возможный	možný	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
окончил	absolvoval	окончить	absolvovať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
пояс	opasok	пояс	opasok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
пояс	pás	пояс	pás	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
команды	príkazy	команда	príkaz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
команды	tímy	команда	tím	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
шаблон	vzor	шаблон	vzor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ссылки	odkazy	ссылка	odkaz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
ссылки	referencie	ссылка	referencia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ссылки	spojenia	ссылка	spojenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
ссылки	väzby	ссылка	väzba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ссылки	prepojenia	ссылка	prepojenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
ссылки	odkazy	ссылка	odkaz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
ссылки	linky	ссылка	linka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
многие	veľa	много	veľa	NUM	NUM;NOM;NEUT;SG
многие	mnoho	много	mnoho	NUM	NUM;NOM;NEUT;SG
жизнь	život	жизнь	život	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
серии	série	серия	séria	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
участники	účastníci	участник	účastník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
участники	poslanci	участник	poslanec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
участники	členovia	участник	člen	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
начал	začalo	начать	začať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
начал	začal	начать	začať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
начал	začala	начать	začať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
проекта	projektu	проект	projekt	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG
команда	parta	команда	part	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	partia	команда	partia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	posádka	команда	posádka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	štáb	команда	štáb	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
команда	oddiel	команда	oddlieť	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
команда	jednotka	команда	jednotka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	squad	команда	squad	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
команда	čata	команда	čata	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
команда	komando	команда	komando	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	družstvo	команда	družstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	veliteľstvo	команда	veliteľstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	príkaz	команда	príkaz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
команда	velenie	команда	velenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	mužstvo	команда	mužstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
команда	tím	команда	tím	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
краткое	krátky	краткий	krátky	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
краткое	stručná	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
краткое	stručné	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
краткое	krátke	краткий	krátky	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
краткое	stručný	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
краткое	stručné	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
краткое	stručná	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
краткое	stručný	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
другой	ďalšie	другой	ďalší	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
другой	ostatné	другой	ostatný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
другой	ďalšia	другой	ďalší	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
другой	ďalší	другой	ďalší	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
источники	zdroje	источник	zdroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
данные	dáta	данные	dát	N;INAN;NOM;PL	N;INAN;NOM;MASC;PL
данные	údaje	данные	údaj	N;INAN;NOM;PL	N;INAN;NOM;MASC;PL
война	vojna	война	vojna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
школы	školy	школа	škola	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
школы	školy	школа	škola	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
герой	hrdina	герой	hrdina	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
иванович	ivanovič	иванович	ivanovič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
текст	text	текст	text	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
первая	prvý	первый	prvý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
первая	prvy	первый	prva	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
первая	prvé	первый	prvý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
первая	prvá	первый	prvý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
песни	pesničky	песня	pesnička	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
песни	piesne	песня	piesne	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
песни	skladby	песня	skladba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
женщин	žien	женщина	žena	N;ANIM;GEN;FEM;PL	N;GEN;FEM;PL
книги	knihy	книга	kniha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
книги	knižky	книга	knižka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
полностью	úplne	полностью	úplne	ADV	ADV
полностью	kompletne	полностью	kompletne	ADV	ADV
полностью	úplne	полностью	úplne	ADV	ADV
полностью	totálne	полностью	totálne	ADV	ADV
честь	cest	честь	cesta	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
честь	česť	честь	česť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
честь	pocta	честь	pocta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
честь	cest	честь	cesta	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
честь	česť	честь	česť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
звание	hodnosť	звание	hodnosť	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
решение	rozhodnutie	решение	rozhodnutie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
решение	riesenie	решение	riesenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
решение	riešenie	решение	riešenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
решение	roztok	решение	roztok	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
деятельность	činnosť	деятельность	činnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
деятельность	činnosť	деятельность	činnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
деятельность	aktivita	деятельность	aktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
данных	dát	данные	dát	N;INAN;GEN;PL	N;GEN;FEM;PL
плотность	hustota	плотность	hustota	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
итог	výsledok	итог	výsledok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
россия	ruska	россия	ruska	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
россия	rusko	россия	rusko	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
села	sedel	сесть	sedieť	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
названия	názvy	название	názov	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
названия	tituly	название	titula	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
названия	názvy	название	názov	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
названия	mená	название	meno	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
занимает	zaberá	занимать	zabrať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
права	práva	право	právo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
король	kráľ	король	kráľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
король	král	король	král	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
края	hrany	край	hrana	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
края	hrany	край	hrana	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
обычно	zvyčajne	обычно	zvyčajne	ADV	ADV
обычно	obyčajne	обычно	obyčajne	ADV	ADV
обычно	zvyčajne	обычно	zvyčajne	ADV	ADV
обычно	typicky	обычно	typicky	ADV	ADV
обычно	bežne	обычно	bežne	ADV	ADV
обычно	normálne	обычно	normálne	ADV	ADV
обычно	normalne	обычно	normalne	ADV	ADV
умер	umrel	умереть	umrieť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
умер	zomrel	умереть	zomrieť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
умер	zomrela	умереть	zomrieť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
власти	autority	власть	autorita	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
власти	úrady	власть	úrad	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
власти	orgány	власть	orgán	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
службы	služby	служба	služba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
службы	služby	служба	služba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
система	systém	система	systém	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
система	sústava	система	sústava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
университет	univerzita	университет	univerzita	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
университет	univerzite	университет	univerzite	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
слова	slová	слово	slovo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
флаг	zástava	флаг	zástava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
флаг	príznak	флаг	príznak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
