par	za	par	za		
vasaras	poletja	vasara	poletje	N;NOM;FEM;PL	N;NOM;NEUT;PL
diena	dan	diena	dan	N;NOM;FEM;SG	N;NOM;MASC;SG
temperatūra	temperatura	temperatūra	temperatura	N;NOM;FEM;SG	N;NOM;FEM;SG
spēlēja	igral	spēlēt	igrati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
spēlēja	igrala	spēlēt	igrati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
spēlēja	igralo	spēlēt	igrati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;NEUT;SG;V.PTCP
aktieris	igralec	aktieris	igralec	N;NOM;MASC;SG	N;NOM;MASC;SG
ciema	vasi	ciems	vas	N;GEN;MASC;SG	N;GEN;FEM;SG
darbi	dela	darbs	delo	N;NOM;MASC;PL	N;NOM;NEUT;PL
darbi	zaposlitve	darbs	zaposlitev	N;NOM;MASC;PL	N;NOM;FEM;PL
kalnu	goro	kalns	gora	N;ACC;MASC;SG	N;ACC;FEM;SG
jūlijs	julij	jūlijs	julij	N;NOM;MASC;SG	N;NOM;MASC;SG
jūlijs	julij	jūlijs	julij	N;NOM;MASC;SG	N;NOM;MASC;SG
čempionāts	prvenstvo	čempionāts	prvenstvo	N;NOM;MASC;SG	N;NOM;NEUT;SG
datums	zmenek	datums	zmenek	N;NOM;MASC;SG	N;NOM;MASC;SG
datums	datum	datums	datum	N;NOM;MASC;SG	N;NOM;MASC;SG
izveidota	ustvaril	izveidot	ustvariti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
bgcolor	bgcolor	bgcolor	bgcolor	N	N;NOM;MASC;SG
strādāja	delovalo	strādāt	delovati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;NEUT;SG;V.PTCP
strādāja	delal	strādāt	delati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
ēka	zgradba	ēka	zgradba	N;NOM;FEM;SG	N;NOM;FEM;SG
ēka	stavba	ēka	stavba	N;NOM;FEM;SG	N;NOM;FEM;SG
sistēma	sistem	sistēma	sistem	N;NOM;FEM;SG	N;NOM;MASC;SG
vadītājs	upravnik	vadītājs	upravnik	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	upravitelj	vadītājs	upravitelj	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	upravljalnik	vadītājs	upravljalnik	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	menedžer	vadītājs	menedžer	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	voznik	vadītājs	voznik	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	strojevodja	vadītājs	strojevodje	N;NOM;MASC;SG	N;NOM;NEUT;SG
vadītājs	šofer	vadītājs	šofer	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	vodja	vadītājs	vodja	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	leader	vadītājs	leader	N;NOM;MASC;SG	N;NOM;MASC;SG
vadītājs	glava	vadītājs	glava	N;NOM;MASC;SG	N;NOM;FEM;SG
caur	skozi	caur	skozi	ADP	ADP;ACC
colspan	colspan	colspan	colspan	N;NOM;MASC;SG	N;NOM;MASC;SG
ietilpst	zajema	ietilpt	zajema	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
ietilpst	vključuje	ietilpt	vključevati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
ēkas	stavbe	ēka	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL
ēkas	poslopja	ēka	poslopje	N;NOM;FEM;PL	N;NOM;NEUT;PL
ēkas	zgradbe	ēka	zgradba	N;NOM;FEM;PL	N;NOM;FEM;PL
janvāris	januar	janvāris	januar	N;NOM;MASC;SG	N;NOM;MASC;SG
karjeru	kariero	karjera	kariera	N;ACC;FEM;SG	N;ACC;FEM;SG
grupu	skupino	grupa	skupina	N;ACC;FEM;SG	N;ACC;FEM;SG
darbojās	ravnala	darboties	ravnati	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
uzņēmums	četa	uzņēmums	ket	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	podjetje	uzņēmums	podjetje	N;NOM;MASC;SG	N;NOM;NEUT;SG
uzņēmums	družba	uzņēmums	družba	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	ustanova	uzņēmums	ustanova	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	ustanavljanje	uzņēmums	ustanavljanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
uzņēmums	ustanovitev	uzņēmums	ustanovitev	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	obrat	uzņēmums	obrat	N;NOM;MASC;SG	N;NOM;MASC;SG
uzņēmums	vzpostavitev	uzņēmums	vzpostavitev	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmums	enterprise	uzņēmums	enterpris	N;NOM;MASC;SG	N;NOM;MASC;SG
uzņēmums	podjetništvo	uzņēmums	podjetništvo	N;NOM;MASC;SG	N;NOM;NEUT;SG
tēvs	oče	tēvs	oče	N;NOM;MASC;SG	N;NOM;MASC;SG
vārdu	besedo	vārds	beseda	N;ACC;MASC;SG	N;ACC;FEM;SG
dēls	sinko	dēls	sinko	N;NOM;MASC;SG	N;NOM;MASC;SG
dēls	sine	dēls	sine	N;NOM;MASC;SG	N;NOM;MASC;SG
dēls	sin	dēls	sin	N;NOM;MASC;SG	N;NOM;MASC;SG
sudraba	silver	sudrabs	silver	N;NOM;FEM;SG	N;NOM;MASC;SG
vārds	ime	vārds	ime	N;NOM;MASC;SG	N;NOM;NEUT;SG
teritorija	ozemlje	teritorija	ozemlje	N;NOM;FEM;SG	N;NOM;NEUT;SG
teritorija	območje	teritorija	območje	N;NOM;FEM;SG	N;NOM;NEUT;SG
teritorija	površina	teritorija	površina	N;NOM;FEM;SG	N;NOM;FEM;SG
teritorija	področje	teritorija	področje	N;NOM;FEM;SG	N;NOM;NEUT;SG
futbolists	nogometaš	futbolists	nogometaš	N;NOM;MASC;SG	N;NOM;MASC;SG
sākas	prične	sākties	pričeti	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
netālu	blizu	netālu	blizu	ADV	ADV
svars	utež	svars	utež	N;NOM;MASC;SG	N;NOM;FEM;SG
svars	teža	svars	teža	N;NOM;MASC;SG	N;NOM;FEM;SG
režisors	direktor	režisors	direktor	N;NOM;MASC;SG	N;NOM;MASC;SG
režisors	direktorica	režisors	direktorica	N;NOM;MASC;SG	N;NOM;FEM;SG
režisors	režiser	režisors	režiser	N;NOM;MASC;SG	N;NOM;MASC;SG
radio	radia	radio	radio	N	N;GEN;MASC;SG
radio	radio	radio	radio	N	N;NOM;MASC;SG
administratīvais	administrativna	administratīvs	administrativen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
administratīvais	upravna	administratīvs	upraven	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
darbojas	obratuje	darboties	obratovati	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
visvairāk	najbolj	visvairāk	najbolj	ADV;RL	ADV;RL
dziesma	pesem	dziesma	pesem	N;NOM;FEM;SG	N;NOM;FEM;SG
galvenā	glavni	galvenā	glaven	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
galvenā	glavno	galvenā	glaven	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
galvenā	glavna	galvenā	glaven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
koka	lesa	koks	les	N;GEN;MASC;SG	N;GEN;MASC;SG
karjeras	kariere	karjera	kariera	N;NOM;FEM;PL	N;NOM;FEM;PL
karjeras	kariere	karjera	kariera	N;NOM;FEM;PL	N;NOM;FEM;PL
pavadonis	satelit	pavadonis	satelit	N;NOM;MASC;SG	N;NOM;MASC;SG
pavadonis	mesec	pavadonis	mesec	N;NOM;MASC;SG	N;NOM;MASC;SG
pavadonis	luna	pavadonis	luna	N;NOM;MASC;SG	N;NOM;FEM;SG
pavadonis	luni	pavadonis	luniti	N;NOM;MASC;SG	N;NOM;FEM;SG
bijusi	bil	būt	biti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
bijusi	bila	būt	biti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
jūnijs	junij	jūnijs	junij	N;NOM;MASC;SG	N;NOM;MASC;SG
www	www	www	www	N	N;NOM;MASC;SG
tiesnesis	sodnik	tiesnesis	sodnik	N;NOM;MASC;SG	N;NOM;MASC;SG
tiesnesis	sodnica	tiesnesis	sodnica	N;NOM;MASC;SG	N;NOM;FEM;SG
sala	island	sals	island	N;NOM;FEM;SG	N;NOM;MASC;SG
sala	otok	sals	otok	N;NOM;FEM;SG	N;NOM;MASC;SG
marts	marec	marts	marec	N;NOM;MASC;SG	N;NOM;MASC;SG
marts	pohod	marts	pohod	N;NOM;MASC;SG	N;NOM;MASC;SG
valdības	vlade	valdība	vlada	N;NOM;FEM;PL	N;NOM;FEM;PL
valdības	vlade	valdība	vlada	N;NOM;FEM;PL	N;NOM;FEM;PL
veids	type	veids	typ	N;NOM;MASC;SG	N;NOM;MASC;SG
veids	vrsta	veids	vrsta	N;NOM;MASC;SG	N;NOM;FEM;SG
veids	tip	veids	tip	N;NOM;MASC;SG	N;NOM;MASC;SG
saraksts	spisek	saraksts	spisek	N;NOM;MASC;SG	N;NOM;MASC;SG
saraksts	seznam	saraksts	seznam	N;NOM;MASC;SG	N;NOM;MASC;SG
starptautiskā	mednarodni	starptautiska	mednaroden	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
starptautiskā	mednarodna	starptautiska	mednaroden	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
starptautiskā	mednarodno	starptautiska	mednaroden	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
būs	bo	būt	biti	V;FH;IND;3;POS;FUT;FIN;ACT	V;IND;SG;3;POS;FUT;FIN
agrāk	predhodno	agrāk	predhodno	ADV	ADV
agrāk	prej	agrāk	prej	ADV	ADV;CMPR
agrāk	prej	agrāk	prej	ADV	ADV;CMPR
nedaudz	rahlo	nedaudz	rahlo	ADV	ADV
izmaiņas	spremembe	izmaiņa	sprememba	N;NOM;FEM;PL	N;NOM;FEM;PL
izmaiņas	spremembe	izmaiņa	sprememba	N;NOM;FEM;PL	N;NOM;FEM;PL
albuma	albuma	albums	album	N;GEN;MASC;SG	N;GEN;MASC;SG
atklāja	razkril	atklāt	razkriti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
atklāja	pokazala	atklāt	pokazati	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
atklāja	razkrili	atklāt	razkriti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
atklāja	razkrila	atklāt	razkriti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
sezonu	sezono	sezona	sezona	N;ACC;FEM;SG	N;ACC;FEM;SG
robežas	meje	robeža	meja	N;NOM;FEM;PL	N;NOM;FEM;PL
robežas	meje	robeža	meja	N;NOM;FEM;PL	N;NOM;FEM;PL
robežas	meje	robeža	meja	N;NOM;FEM;PL	N;NOM;FEM;PL
robežas	omejitve	robeža	omejitev	N;NOM;FEM;PL	N;NOM;FEM;PL
robežas	meje	robeža	meja	N;NOM;FEM;PL	N;NOM;FEM;PL
medaļas	medalje	medaļa	medalja	N;NOM;FEM;PL	N;NOM;FEM;PL
pēdējā	zadnji	pēdējā	zadnji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
pēdējā	poslednje	pēdējā	poslednji	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
pēdējā	zadnja	pēdējā	zadnji	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
periods	obdobje	periods	obdobje	N;NOM;MASC;SG	N;NOM;NEUT;SG
dalībnieks	udeleženec	dalībnieks	udeleženec	N;NOM;MASC;SG	N;NOM;MASC;SG
dalībnieks	udeleženec	dalībnieks	udeleženec	N;NOM;MASC;SG	N;NOM;MASC;SG
dalībnieks	udeleženka	dalībnieks	udeleženka	N;NOM;MASC;SG	N;NOM;FEM;SG
vēsture	zgodovina	vēsture	zgodovina	N;NOM;FEM;SG	N;NOM;FEM;SG
platība	območje	platība	območje	N;NOM;FEM;SG	N;NOM;NEUT;SG
platība	površina	platība	površina	N;NOM;FEM;SG	N;NOM;FEM;SG
platība	področje	platība	področje	N;NOM;FEM;SG	N;NOM;NEUT;SG
karaspēks	čet	karaspēks	čet	N;NOM;MASC;SG	N;NOM;MASC;SG
liels	velika	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
liels	velika	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
liels	veliki	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
liels	velik	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
aktrise	igralka	aktrise	igralka	N;NOM;FEM;SG	N;NOM;FEM;SG
joprojām	vseeno	joprojām	vseeno	ADV	ADV
februāris	februar	februāris	februar	N;NOM;MASC;SG	N;NOM;MASC;SG
kārta	krog	kārta	krog	N;NOM;FEM;SG	N;NOM;MASC;SG
pastāv	obstajajo	pastāvēt	obstajati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
pastāv	obstaja	pastāvēt	obstajati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
cilvēks	oseba	cilvēks	oseba	N;NOM;MASC;SG	N;NOM;FEM;SG
cilvēks	mož	cilvēks	mož	N;NOM;MASC;SG	N;NOM;MASC;SG
cilvēks	človek	cilvēks	človek	N;NOM;MASC;SG	N;NOM;MASC;SG
brālis	bratec	brālis	bratec	N;NOM;MASC;SG	N;NOM;MASC;SG
brālis	brat	brālis	brat	N;NOM;MASC;SG	N;NOM;MASC;SG
parks	parkiraj	parks	parkiraj	N;NOM;MASC;SG	N;NOM;MASC;SG
parks	park	parks	park	N;NOM;MASC;SG	N;NOM;MASC;SG
lapa	lista	lapa	list	N;NOM;FEM;SG	N;NOM;MASC;SG
lapa	list	lapa	list	N;NOM;FEM;SG	N;NOM;MASC;SG
lapa	stran	lapa	stran	N;NOM;FEM;SG	N;NOM;FEM;SG
darbība	delovanje	darbība	delovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
darbība	operacija	darbība	operacija	N;NOM;FEM;SG	N;NOM;FEM;SG
darbība	obratovanje	darbība	obratovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
darbība	dejavnost	darbība	dejavnost	N;NOM;FEM;SG	N;NOM;FEM;SG
darbība	aktivnost	darbība	aktivnost	N;NOM;FEM;SG	N;NOM;FEM;SG
uzbrucējs	napadalec	uzbrucējs	napadalec	N;NOM;MASC;SG	N;NOM;MASC;SG
uzbrucējs	striker	uzbrucējs	striker	N;NOM;MASC;SG	N;NOM;MASC;SG
karogs	označitev	karogs	označitev	N;NOM;MASC;SG	N;NOM;FEM;SG
karogs	zastava	karogs	zastava	N;NOM;MASC;SG	N;NOM;FEM;SG
zemi	zemljo	zeme	zemlja	N;ACC;FEM;SG	N;ACC;FEM;SG
zemi	zemljo	zeme	zemlja	N;ACC;FEM;SG	N;ACC;FEM;SG
māte	mater	māte	mati	N;NOM;FEM;SG	N;NOM;FEM;SG
māte	mati	māte	mati	N;NOM;FEM;SG	N;NOM;FEM;SG
kategorijas	kategorije	kategorija	kategorija	N;NOM;FEM;PL	N;NOM;FEM;PL
septembris	september	septembris	september	N;NOM;MASC;SG	N;NOM;MASC;SG
treneris	trener	treneris	trener	N;NOM;MASC;SG	N;NOM;MASC;SG
treneris	trenerka	treneris	trenerka	N;NOM;MASC;SG	N;NOM;FEM;SG
vadīja	vodil	vadīt	voditi	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
vadīja	povedel	vadīt	povedeti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
līnijas	črte	līnija	črta	N;NOM;FEM;PL	N;NOM;FEM;PL
līnijas	vrstice	līnija	vrstica	N;NOM;FEM;PL	N;NOM;FEM;PL
līnijas	proge	līnija	proga	N;NOM;FEM;PL	N;NOM;FEM;PL
paziņoja	napovedala	paziņot	napovedati	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
žanrs	zvrst	žanrs	zvrst	N;NOM;MASC;SG	N;NOM;FEM;SG
šobrīd	trenutno	šobrīd	trenutno	ADV	ADV
komandieris	poveljnik	komandieris	poveljnik	N;NOM;MASC;SG	N;NOM;MASC;SG
jauna	novo	jauns	nov	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
jauna	nov	jauns	nov	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
jauna	novi	jauns	nov	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
jauna	nova	jauns	nov	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
novembris	november	novembris	november	N;NOM;MASC;SG	N;NOM;MASC;SG
izveidots	ustvaril	izveidot	ustvariti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
jūlija	julija	jūlijs	julij	N;GEN;MASC;SG	N;GEN;MASC;SG
pulka	regiment	pulka	regiment	N;NOM;MASC;SG	N;NOM;MASC;SG
pulka	polk	pulka	polk	N;NOM;MASC;SG	N;NOM;MASC;SG
valdība	vlada	valdība	vlada	N;NOM;FEM;SG	N;NOM;FEM;SG
plaši	široko	plaši	široko	ADV	ADV
impērija	imperij	impērija	imperij	N;NOM;FEM;SG	N;NOM;MASC;SG
impērija	cesarstvo	impērija	cesarstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
decembris	december	decembris	december	N;NOM;MASC;SG	N;NOM;MASC;SG
aprīlis	apr	aprīlis	apr	N;NOM;MASC;SG	N;NOM;MASC;SG
aprīlis	april	aprīlis	april	N;NOM;MASC;SG	N;NOM;MASC;SG
pārstāv	zastopati	pārstāvēt	zastopati	V;IMP;SG;2;POS;FIN;ACT	V;IPFV;NFIN
pievienojās	pridružil	pievienoties	pridružiti	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
lapas	listi	lapa	list	N;NOM;FEM;PL	N;NOM;MASC;PL
lapas	strani	lapa	stran	N;NOM;FEM;PL	N;NOM;FEM;PL
īpašības	lastnosti	īpašība	lastnost	N;NOM;FEM;PL	N;NOM;FEM;PL
īpašības	značilnosti	īpašība	značilnost	N;NOM;FEM;PL	N;NOM;FEM;PL
īpašības	lastnosti	īpašība	lastnost	N;NOM;FEM;PL	N;NOM;FEM;PL
darbs	zaposlitev	darbs	zaposlitev	N;NOM;MASC;SG	N;NOM;FEM;SG
darbs	job	darbs	job	N;NOM;MASC;SG	N;NOM;MASC;SG
darbs	opravilo	darbs	opravilo	N;NOM;MASC;SG	N;NOM;NEUT;SG
darbs	delo	darbs	delo	N;NOM;MASC;SG	N;NOM;NEUT;SG
darbs	delo	darbs	delo	N;NOM;MASC;SG	N;NOM;NEUT;SG
oktobris	oktober	oktobris	oktober	N;NOM;MASC;SG	N;NOM;MASC;SG
grāmatas	knjige	grāmata	knjiga	N;NOM;FEM;PL	N;NOM;FEM;PL
muzejs	muzej	muzejs	muzej	N;NOM;MASC;SG	N;NOM;MASC;SG
vārdi	imena	vārds	ime	N;NOM;MASC;PL	N;NOM;NEUT;PL
vārdi	besede	vārds	beseda	N;NOM;MASC;PL	N;NOM;FEM;PL
miljoni	milijoni	miljons	milijon	N;NOM;MASC;PL	N;NOM;MASC;PL
miljoni	milijoni	miljons	milijon	N;NOM;MASC;PL	N;NOM;MASC;PL
titulu	zastavico	tituls	zastavica	N;ACC;MASC;SG	N;ACC;FEM;SG
dažādas	drugačni	dažāda	drugačen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
dažādas	razni	dažāda	razen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
grāmatu	knjigo	grāmata	knjiga	N;ACC;FEM;SG	N;ACC;FEM;SG
sezona	sezona	sezona	sezona	N;NOM;FEM;SG	N;NOM;FEM;SG
spēlētājs	igralec	spēlētājs	igralec	N;NOM;MASC;SG	N;NOM;MASC;SG
spēlētājs	predvajalnik	spēlētājs	predvajalnik	N;NOM;MASC;SG	N;NOM;MASC;SG
spēlētājs	igralca	spēlētājs	igralec	N;NOM;MASC;SG	N;NOM;MASC;SG
meža	gozda	mežs	gozd	N;GEN;MASC;SG	N;GEN;MASC;SG
spēle	tekma	spēle	tekma	N;NOM;FEM;SG	N;NOM;FEM;SG
spēle	igra	spēle	igra	N;NOM;FEM;SG	N;NOM;FEM;SG
atsauces	reference	atsauce	referenca	N;NOM;FEM;PL	N;NOM;FEM;PL
atsauces	sklicevanja	atsauce	sklicevanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
rezultāts	izid	rezultāts	izid	N;NOM;MASC;SG	N;NOM;MASC;SG
rezultāts	rezultat	rezultāts	rezultat	N;NOM;MASC;SG	N;NOM;MASC;SG
rezultāts	izid	rezultāts	izid	N;NOM;MASC;SG	N;NOM;MASC;SG
armija	armada	armija	armada	N;NOM;FEM;SG	N;NOM;FEM;SG
armija	vojska	armija	vojska	N;NOM;FEM;SG	N;NOM;FEM;SG
upe	reka	upe	reka	N;NOM;FEM;SG	N;NOM;FEM;SG
biedrības	združenji	biedrība	združenje	N;NOM;FEM;PL	N;NOM;NEUT;PL
biedrības	združenja	biedrība	združenje	N;NOM;FEM;PL	N;NOM;NEUT;PL
biedrības	družbe	biedrība	družba	N;NOM;FEM;PL	N;NOM;FEM;PL
biedrības	društva	biedrība	društvo	N;NOM;FEM;PL	N;NOM;NEUT;PL
pēteris	peter	pēteris	peter	N;NOM;MASC;SG	N;NOM;MASC;SG
pēteris	petra	pēteris	peter	N;NOM;MASC;SG	N;NOM;MASC;SG
viņiem	njimi	viņš	on	PRO;DAT;MASC;PL;3	PRO;DAT;MASC;PL;3
daļēji	delno	daļēji	delno	ADV	ADV
daļēji	delno	daļēji	delno	ADV	ADV
daļēji	deloma	daļēji	deloma	ADV	ADV
daļēji	delno	daļēji	delno	ADV	ADV
daļēji	deloma	daļēji	deloma	ADV	ADV
vienības	enote	vienība	enota	N;NOM;FEM;PL	N;NOM;FEM;PL
vienības	subjekti	vienība	subjekt	N;NOM;FEM;PL	N;NOM;MASC;PL
puses	polovice	puse	polovica	N;NOM;FEM;PL	N;NOM;FEM;PL
puses	pogodbenice	puse	pogodbenica	N;NOM;FEM;PL	N;NOM;FEM;PL
puses	zabave	puse	zabava	N;NOM;FEM;PL	N;NOM;FEM;PL
puses	stranke	puse	stranka	N;NOM;FEM;PL	N;NOM;FEM;PL
oficiāli	uradno	oficiāli	uradno	ADV	ADV
lielais	velika	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
lielais	veliki	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
lielais	velik	liels	velik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
gaismas	lučke	gaisma	lučka	N;NOM;FEM;PL	N;NOM;FEM;PL
gaismas	luči	gaisma	luč	N;NOM;FEM;PL	N;NOM;FEM;PL
sāk	prične	sākt	pričeti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
kauss	pokal	kauss	pokal	N;NOM;MASC;SG	N;NOM;MASC;SG
kauss	skodelica	kauss	skodelica	N;NOM;MASC;SG	N;NOM;FEM;SG
kauss	lonček	kauss	lonček	N;NOM;MASC;SG	N;NOM;MASC;SG
iepriekš	predhodno	iepriekš	predhodno	ADV	ADV
iepriekš	prej	iepriekš	prej	ADV	ADV;CMPR
lielbritānijas	britanci	lielbritānija	britanec	N;NOM;FEM;PL	N;NOM;MASC;PL
karjera	kariera	karjera	kariera	N;NOM;FEM;SG	N;NOM;FEM;SG
karjera	kariera	karjera	kariera	N;NOM;FEM;SG	N;NOM;FEM;SG
karjera	kamnolom	karjera	kamnol	N;NOM;FEM;SG	N;NOM;MASC;SG
nodrošina	zagotavlja	nodrošināt	zagotavljati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
nodrošina	zagotavlja	nodrošināt	zagotavljati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
piezīmes	pripombe	piezīme	pripomba	N;NOM;FEM;PL	N;NOM;FEM;PL
piezīmes	opombe	piezīme	opomba	N;NOM;FEM;PL	N;NOM;FEM;PL
piezīmes	opombe	piezīme	opomba	N;NOM;FEM;PL	N;NOM;FEM;PL
piezīmes	zapiski	piezīme	zapisk	N;NOM;FEM;PL	N;NOM;MASC;PL
piezīmes	opažanja	piezīme	opažanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
piezīmes	ugotovitve	piezīme	ugotovitev	N;NOM;FEM;PL	N;NOM;FEM;PL
piezīmes	pripombe	piezīme	pripomba	N;NOM;FEM;PL	N;NOM;FEM;PL
piezīmes	opazovanja	piezīme	opazovanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
piezīmes	komentarji	piezīme	komentar	N;NOM;FEM;PL	N;NOM;MASC;PL
piezīmes	opombe	piezīme	opomba	N;NOM;FEM;PL	N;NOM;FEM;PL
piezīmes	pripombe	piezīme	pripomba	N;NOM;FEM;PL	N;NOM;FEM;PL
formas	oblike	forma	oblika	N;NOM;FEM;PL	N;NOM;FEM;PL
formas	oblike	forma	oblika	N;NOM;FEM;PL	N;NOM;FEM;PL
formas	obrazci	forma	obrazec	N;NOM;FEM;PL	N;NOM;MASC;PL
palika	ostal	palikt	ostati	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
palika	ostala	palikt	ostati	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
goda	čast	gods	čast	N;NOM;MASC;SG	N;NOM;FEM;SG
sabiedrības	družbe	sabiedrība	družba	N;NOM;FEM;PL	N;NOM;FEM;PL
sabiedrības	korporacije	sabiedrība	korporacija	N;NOM;FEM;PL	N;NOM;FEM;PL
sabiedrības	družbe	sabiedrība	družba	N;NOM;FEM;PL	N;NOM;FEM;PL
sabiedrības	društva	sabiedrība	društvo	N;NOM;FEM;PL	N;NOM;NEUT;PL
uzvaras	zmage	uzvara	zmaga	N;NOM;FEM;PL	N;NOM;FEM;PL
uzvaras	zmage	uzvara	zmaga	N;NOM;FEM;PL	N;NOM;FEM;PL
dzejnieks	pesnik	dzejnieks	pesnik	N;NOM;MASC;SG	N;NOM;MASC;SG
dzejnieks	pesnica	dzejnieks	pesnica	N;NOM;MASC;SG	N;NOM;FEM;SG
vienmēr	vedno	vienmēr	vedno	ADV	ADV
vienmēr	zmeraj	vienmēr	zmeraj	ADV	ADV
virsmas	površine	virsma	površina	N;NOM;FEM;PL	N;NOM;FEM;PL
balva	pokal	balva	pokal	N;NOM;FEM;SG	N;NOM;MASC;SG
balva	trofeja	balva	trofe	N;NOM;FEM;SG	N;NOM;FEM;SG
