年	jaar	年	jaar	N	N;NEUT;SG
保留	gereserveerd	保留	reserveren	V	V;V.PTCP
希望	hopen	希望	hopen	V	V;NFIN
手	hand	手	hand	N	N;MASC+FEM;SG
手	handjes	手	hand	N	N;PL
手	handen	手	hand	N	N;PL
手	hands	手	hands	N	N;MASC+FEM;SG
心	hart	心	hart	N	N;NEUT;SG
心	hartje	心	hartje	N	N;NEUT;SG
心	harten	心	harten	N	N;PL
心	hartjes	心	hartje	N	N;PL
巴士	bus	巴士	bus	N	N;MASC+FEM;SG
巴士	bussen	巴士	bus	N	N;PL
播放	uitgezonden	播放	uitzenden	V	V;V.PTCP
播放	uitzenden	播放	uitzenden	V	V;NFIN
播放	speel	播放	spelen	V	V;SG;PRS;FIN
播放	spelen	播放	spelen	V	V;NFIN
播放	afspelen	播放	afspelen	V	V;NFIN
播放	afspelen	播放	afspelen	V	V;NFIN
播放	speelt	播放	spelen	V	V;SG;PRS;FIN
播放	spelen	播放	spelen	V	V;NFIN
音	medeklinker	音	medeklinker	N	N;MASC+FEM;SG
音	toon	音	toon	N	N;MASC+FEM;SG
音	toontje	音	toon	N	N;NEUT;SG
音	tone	音	tone	N	N;MASC+FEM;SG
增加	vergroten	增加	vergroten	V	V;NFIN
增加	verhoog	增加	verhoog	V	V;SG;PRS;FIN
增加	verhogen	增加	verhogen	V	V;NFIN
增加	toenemend	增加	toenemen	V	V;V.PTCP
增加	toenemende	增加	toenemen	V	V;V.PTCP
增加	verhoogt	增加	verhogen	V	V;SG;PRS;FIN
增加	toegenomen	增加	toenemen	V	V;V.PTCP
增加	verhoogd	增加	verhogen	V	V;V.PTCP
增加	verhoogde	增加	verhogen	V	V;SG;PST;FIN
角	corner	角	corner	N	N;MASC+FEM;SG
角	hoekje	角	hoek	N	N;NEUT;SG
角	hoek	角	hoek	N	N;MASC+FEM;SG
角	hoek	角	hoek	N	N;MASC+FEM;SG
角	cape	角	cape	N	N;MASC+FEM;SG
角	kaap	角	kaap	N	N;MASC+FEM;SG
角	punt	角	punt	N	N;NEUT;SG
角	point	角	point	N	N;MASC+FEM;SG
天文	observatorium	天文	observatorium	N	N;NEUT;SG
太	ook	太	ook	ADV	ADV
歌	nummers	歌	nummer	N	N;PL
歌	liederen	歌	lied	N	N;PL
歌	songs	歌	songs	N	N;PL
歌	liedjes	歌	lied	N	N;PL
歌	nummer	歌	nummer	N	N;MASC+FEM;SG
歌	song	歌	song	N	N;MASC+FEM;SG
歌	zang	歌	zang	N	N;MASC+FEM;SG
歌	lied	歌	lied	N	N;NEUT;SG
歌	liedje	歌	liedje	N	N;NEUT;SG
圖	diagram	圖	diagram	N	N;NEUT;SG
圖	grafiek	圖	grafiek	N	N;MASC+FEM;SG
圖	grafiek	圖	grafiek	N	N;MASC+FEM;SG
圖	figuur	圖	figuur	N	N;MASC+FEM;SG
灣	inlaat	灣	inlaten	N	N;MASC+FEM;SG
灣	baai	灣	baai	N	N;MASC+FEM;SG
灣	cove	灣	cove	N	N;MASC+FEM;SG
灣	baai	灣	baai	N	N;MASC+FEM;SG
灣	bay	灣	bay	N	N;MASC+FEM;SG
民主	democratie	民主	democratie	N	N;MASC+FEM;SG
寺	tempel	寺	tempel	N	N;MASC+FEM;SG
參加	bijwonen	參加	bijwonen	V	V;NFIN
參加	deelnemende	參加	deelnemen	V	V;V.PTCP
參加	bijwonen	參加	bijwonen	V	V;NFIN
戰	battle	戰	battle	N	N;MASC+FEM;SG
戰	slag	戰	slag	N	N;MASC+FEM;SG
戰	strijd	戰	strijd	N	N;MASC+FEM;SG
戰	gevecht	戰	gevecht	N	N;NEUT;SG
戰	veldslag	戰	veldslag	N	N;MASC+FEM;SG
戰	oorlog	戰	oorlog	N	N;MASC+FEM;SG
電視	televisie	電視	televisie	N	N;MASC+FEM;SG
然而	echter	然而	echter	ADV	ADV
然而	toch	然而	toch	ADV	ADV
七	zeven	七	zeven	NUM	NUM
口	mond	口	mond	N	N;MASC+FEM;SG
委員	commissie	委員	commissie	N	N;MASC+FEM;SG
編輯	edit	編輯	edit	N	N;MASC+FEM;SG
編輯	uitgever	編輯	uitgever	N	N;MASC+FEM;SG
編輯	hoofdredacteur	編輯	hoofdredacteur	N	N;MASC+FEM;SG
編輯	redacteur	編輯	redacteur	N	N;MASC+FEM;SG
編輯	editor	編輯	editor	N	N;MASC+FEM;SG
編輯	bewerker	編輯	bewerker	N	N;MASC+FEM;SG
資料	gegevens	資料	gegeven	N	N;PL
資料	data	資料	data	N	N;MASC+FEM;SG
青	ching	青	ching	N	N;MASC+FEM;SG
青	tsing	青	tsing	N	N;MASC+FEM;SG
播出	uitgezonden	播出	uitzenden	V	V;V.PTCP
播出	uitzenden	播出	uitzenden	V	V;NFIN
路線	routes	路線	route	N	N;PL
路線	route	路線	route	N	N;MASC+FEM;SG
年度	jaar	年度	jaar	N	N;NEUT;SG
歌手	zangers	歌手	zanger	N	N;PL
歌手	zanger	歌手	zanger	N	N;MASC+FEM;SG
歌手	singer	歌手	singer	N	N;MASC+FEM;SG
歌手	zangeres	歌手	zangeres	N	N;MASC+FEM;SG
店	winkel	店	winkel	N	N;MASC+FEM;SG
店	winkel	店	winkel	N	N;MASC+FEM;SG
二十	twintig	二十	twintig	NUM	NUM
組織	organisatie	組織	organisatie	N	N;MASC+FEM;SG
組織	organisatie	組織	organisatie	N	N;MASC+FEM;SG
組織	tissue	組織	tissue	N	N;MASC+FEM;SG
組織	weefsel	組織	weefsel	N	N;NEUT;SG
組織	divisie	組織	divisie	N	N;MASC+FEM;SG
組織	afdeling	組織	afdeling	N	N;MASC+FEM;SG
組織	deling	組織	deling	N	N;MASC+FEM;SG
組織	division	組織	division	N	N;MASC+FEM;SG
分類	classificaties	分類	classificatie	N	N;PL
分類	indeling	分類	indeling	N	N;MASC+FEM;SG
分類	classificatie	分類	classificatie	N	N;MASC+FEM;SG
教授	professor	教授	professor	N	N;MASC+FEM;SG
教授	hoogleraar	教授	hoogleraar	N	N;MASC+FEM;SG
盃	kopje	盃	kopje	N	N;NEUT;SG
盃	beker	盃	beker	N	N;MASC+FEM;SG
八	acht	八	acht	NUM	NUM
文字	tekst	文字	tekst	N	N;MASC+FEM;SG
民族	etniciteit	民族	etniciteit	N	N;MASC+FEM;SG
民族	nationaliteiten	民族	nationaliteit	N	N;PL
主席	president	主席	president	N	N;MASC+FEM;SG
主席	voorzitter	主席	voorzitter	N	N;MASC+FEM;SG
主席	voorzitter	主席	voorzitter	N	N;MASC+FEM;SG
文物	kunstvoorwerpen	文物	kunstvoorwerp	N	N;PL
文物	artefacten	文物	artefact	N	N;PL
文物	antiquiteiten	文物	antiquiteit	N	N;PL
文物	oudheden	文物	oudheid	N	N;PL
文物	relikwieën	文物	relikwieën	N	N;PL
女子	vrouw	女子	vrouw	N	N;MASC+FEM;SG
選	pick	選	pick	N	N;MASC+FEM;SG
世紀	eeuw	世紀	eeuw	N	N;MASC+FEM;SG
票	tickets	票	ticket	N	N;PL
票	kaartjes	票	kaar	N	N;PL
票	ticket	票	ticket	N	N;NEUT;SG
票	kaartje	票	kaart	N	N;NEUT;SG
動畫	anime	動畫	anim	N	N;MASC+FEM;SG
打	vechten	打	vechten	V	V;NFIN
打	vecht	打	vechten	V	V;SG;PRS;FIN
關係	relaties	關係	relatie	N	N;PL
關係	betrekkingen	關係	betrekking	N	N;PL
關係	relaties	關係	relatie	N	N;PL
關係	relatie	關係	relatie	N	N;MASC+FEM;SG
能力	competenties	能力	competentie	N	N;PL
能力	capaciteit	能力	capaciteit	N	N;MASC+FEM;SG
能力	vermogen	能力	vermogen	N	N;NEUT;SG
能力	capaciteiten	能力	capaciteit	N	N;PL
網站	website	網站	website	N	N;MASC+FEM;SG
網站	site	網站	site	N	N;MASC+FEM;SG
網站	websites	網站	website	N	N;PL
模板	sjablonen	模板	sjabloon	N	N;PL
模板	sjabloon	模板	sjabloon	N	N;NEUT;SG
模板	template	模板	templaat	N	N;MASC+FEM;SG
頭	hoofd	頭	hoofd	N	N;NEUT;SG
頭	head	頭	head	N	N;MASC+FEM;SG
個人	individu	個人	individu	N	N;NEUT;SG
擁有	bezit	擁有	bezitten	V	V;SG;PRS;FIN
學生	studenten	學生	student	N	N;PL
學生	leerlingen	學生	leerling	N	N;PL
學生	leerling	學生	leerling	N	N;MASC+FEM;SG
學生	student	學生	student	N	N;MASC+FEM;SG
鎮	stad	鎮	stad	N	N;MASC+FEM;SG
南部	zuiden	南部	zuiden	N	N;NEUT;SG
語言	talen	語言	taal	N	N;PL
語言	taal	語言	taal	N	N;MASC+FEM;SG
語言	taalgebruik	語言	taalgebruik	N	N;NEUT;SG
模式	modi	模式	modi	N	N;PL
模式	patroon	模式	patroon	N	N;NEUT;SG
模式	patronen	模式	patroon	N	N;PL
模式	modus	模式	modus	N	N;MASC+FEM;SG
模式	mode	模式	mode	N	N;MASC+FEM;SG
相關	gerelateerd	相關	relateren	V	V;V.PTCP
相關	gerelateerde	相關	relateren	V	V;V.PTCP
方向	richtingen	方向	richting	N	N;PL
方向	routebeschrijving	方向	routebeschrijving	N	N;MASC+FEM;SG
方向	richting	方向	richting	N	N;MASC+FEM;SG
方向	oriëntatie	方向	oriëntatie	N	N;MASC+FEM;SG
方向	oriëntering	方向	oriëntering	N	N;MASC+FEM;SG
方法	methode	方法	methode	N	N;MASC+FEM;SG
方法	methoden	方法	methode	N	N;PL
方法	methodes	方法	methode	N	N;PL
影響	beïnvloeden	影響	beïnvloeden	V	V;NFIN
屬	behoord	屬	behoren	V	V;V.PTCP
屬	behoorde	屬	behoren	V	V;SG;PST;FIN
死	dead	死	dead	N	N;MASC+FEM;SG
甚至	zelfs	甚至	zelfs	ADV	ADV
見	zien	見	zien	V	V;NFIN
見	zie	見	zien	V	V;SG;PRS;FIN
結束	beëindigen	結束	beëindigen	V	V;NFIN
提名	nomineren	提名	nomineren	V	V;NFIN
提名	voorgedragen	提名	voordragen	V	V;V.PTCP
提名	genomineerd	提名	nomineren	V	V;V.PTCP
保護	beschermen	保護	beschermen	V	V;NFIN
保護	beschermen	保護	beschermen	V	V;NFIN
保護	bescherm	保護	beschermen	V	V;SG;PRS;FIN
保護	beschermde	保護	beschermen	V	V;SG;PST;FIN
保護	beschermd	保護	beschermen	V	V;V.PTCP
加上	toevoegen	加上	toevoegen	V	V;NFIN
加上	voeg	加上	voegen	V	V;SG;PRS;FIN
獨立	indie	獨立	indie	N	N;MASC+FEM;SG
獨立	zelfstandigheid	獨立	zelfstandigheid	N	N;MASC+FEM;SG
獨立	onafhankelijkheid	獨立	onafhankelijkheid	N	N;MASC+FEM;SG
獨立	independence	獨立	independence	N	N;MASC+FEM;SG
包含	bevat	包含	bevatten	V	V;SG;PRS;FIN
社會	samenleving	社會	samenleving	N	N;MASC+FEM;SG
社會	genootschap	社會	genootschap	N	N;NEUT;SG
社會	maatschappij	社會	maatschappij	N	N;MASC+FEM;SG
社會	samenlevingen	社會	samenleving	N	N;PL
兩	twee	兩	twee	NUM	NUM
公尺	meters	公尺	meter	N	N;PL
公尺	meter	公尺	meter	N	N;MASC+FEM;SG
公尺	meter	公尺	meter	N	N;MASC+FEM;SG
公尺	meters	公尺	meter	N	N;PL
公尺	meter	公尺	meter	N	N;MASC+FEM;SG
還	ook	還	ook	ADV	ADV
鐵路	spoor	鐵路	spoor	N	N;NEUT;SG
鐵路	spoorwegen	鐵路	spoorwegen	N	N;PL
鐵路	spoorweg	鐵路	spoorweg	N	N;MASC+FEM;SG
鐵路	spoorwegen	鐵路	spoorwegen	N	N;PL
鐵路	spoorlijnen	鐵路	spoorlijn	N	N;PL
鐵路	spoorwegen	鐵路	spoorwegen	N	N;PL
鐵路	spoorweg	鐵路	spoorweg	N	N;MASC+FEM;SG
居民	inwoners	居民	inwoner	N	N;PL
居民	bewoners	居民	bewoner	N	N;PL
居民	ingezetenen	居民	inzitten	N	N;PL
功能	functie	功能	functie	N	N;MASC+FEM;SG
功能	functies	功能	functie	N	N;PL
功能	kenmerken	功能	kenmerk	N	N;PL
功能	kenmerk	功能	kenmerk	N	N;NEUT;SG
功能	functie	功能	functie	N	N;MASC+FEM;SG
功能	functionaliteit	功能	functionaliteit	N	N;MASC+FEM;SG
功能	functionaliteiten	功能	functionaliteit	N	N;PL
聯盟	union	聯盟	union	N	N;MASC+FEM;SG
聯盟	vakbond	聯盟	vakbond	N	N;MASC+FEM;SG
聯盟	unie	聯盟	unie	N	N;MASC+FEM;SG
聯盟	league	聯盟	league	N	N;MASC+FEM;SG
聯盟	liga	聯盟	liga	N	N;MASC+FEM;SG
聯盟	alliance	聯盟	alliance	N	N;MASC+FEM;SG
聯盟	bondgenootschap	聯盟	bondgenootschap	N	N;NEUT;SG
聯盟	alliantie	聯盟	alliantie	N	N;MASC+FEM;SG
聯盟	allianties	聯盟	alliantie	N	N;PL
聯盟	bondgenootschappen	聯盟	bondgenootschap	N	N;PL
聯盟	coalitie	聯盟	coalitie	N	N;MASC+FEM;SG
利用	gebruiken	利用	gebruiken	V	V;NFIN
再次	alweer	再次	alweer	ADV	ADV
再次	opnieuw	再次	opnieuw	ADV	ADV
再次	nogmaals	再次	nogmaals	ADV	ADV
網	web	網	webben	N	N;NEUT;SG
網	netwerk	網	netwerk	N	N;NEUT;SG
網	netto	網	netto	N	N;MASC+FEM;SG
量	hoeveelheid	量	hoeveelheid	N	N;MASC+FEM;SG
量	kwantiteit	量	kwantiteit	N	N;MASC+FEM;SG
演員	cast	演員	cast	N	N;MASC+FEM;SG
演員	gips	演員	gips	N	N;NEUT;SG
演員	acteurs	演員	acteur	N	N;PL
演員	actoren	演員	actor	N	N;PL
演員	actrice	演員	actrice	N	N;MASC+FEM;SG
演員	actor	演員	actor	N	N;MASC+FEM;SG
演員	acteur	演員	acteur	N	N;MASC+FEM;SG
全球	aardbol	全球	aardbol	N	N;MASC+FEM;SG
全球	globe	全球	globe	N	N;MASC+FEM;SG
全球	global	全球	global	N	N;MASC+FEM;SG
全部	alle	全部	al	DET	DET
北部	noorden	北部	noorden	N	N;NEUT;SG
北部	noord	北部	noord	N	N;NEUT;SG
運動	motion	運動	motion	N	N;MASC+FEM;SG
運動	beweging	運動	beweging	N	N;MASC+FEM;SG
運動	motie	運動	motie	N	N;MASC+FEM;SG
運動	sport	運動	sport	N	N;MASC+FEM;SG
運動	bewegingen	運動	beweging	N	N;PL
運動	verplaatsing	運動	verplaatsing	N	N;MASC+FEM;SG
運動	beweging	運動	beweging	N	N;MASC+FEM;SG
草	gras	草	gras	N	N;NEUT;SG
草	grass	草	grass	N	N;MASC+FEM;SG
直到	tot	直到	tot	ADP	ADP
名字	naam	名字	naam	N	N;MASC+FEM;SG
死亡	overlijden	死亡	overlijden	V	V;NFIN
戰爭	oorlog	戰爭	oorlog	N	N;MASC+FEM;SG
戰爭	oorlog	戰爭	oorlog	N	N;MASC+FEM;SG
戰爭	oorlogen	戰爭	oorlog	N	N;PL
溪	beek	溪	beek	N	N;MASC+FEM;SG
溪	kreek	溪	krijken	N	N;MASC+FEM;SG
唱片	record	唱片	record	N	N;NEUT;SG
安全	kluis	安全	kluis	N	N;MASC+FEM;SG
安全	safe	安全	safe	N	N;MASC+FEM;SG
學院	academy	學院	academy	N	N;MASC+FEM;SG
學院	academie	學院	academie	N	N;MASC+FEM;SG
學院	college	學院	college	N	N;NEUT;SG
學院	hogeschool	學院	hogeschool	N	N;MASC+FEM;SG
學院	universiteit	學院	universiteit	N	N;MASC+FEM;SG
學院	hogescholen	學院	hogeschool	N	N;PL
學院	colleges	學院	college	N	N;PL
勝	sheng	勝	shengen	N	N;MASC+FEM;SG
鄉	township	鄉	township	N	N;MASC+FEM;SG
原因	redenen	原因	reden	N	N;PL
原因	reden	原因	reden	N	N;MASC+FEM;SG
原因	rede	原因	rede	N	N;MASC+FEM;SG
原因	oorzaak	原因	oorzaak	N	N;MASC+FEM;SG
通過	via	通過	via	ADP	ADP
辛	sheen	辛	sheen	N	N;MASC+FEM;SG
辛	zonde	辛	zonde	N	N;MASC+FEM;SG
辛	zonden	辛	zonde	N	N;PL
辛	sin	辛	sin	N	N;MASC+FEM;SG
法律	wet	法律	wet	N	N;MASC+FEM;SG
法律	wetten	法律	wet	N	N;PL
革命	revolutie	革命	revolutie	N	N;MASC+FEM;SG
革命	omwentelingen	革命	omwenteling	N	N;PL
革命	revoluties	革命	revolutie	N	N;PL
時代	tijden	時代	tijd	N	N;PL
時代	times	時代	time	N	N;MASC+FEM;SG
男性	reuen	男性	reuen	N	N;PL
男性	mannetjes	男性	man	N	N;PL
男性	male	男性	maal	N	N;MASC+FEM;SG
男性	mannetje	男性	mannetje	N	N;NEUT;SG
男性	mannen	男性	mannen	N	N;PL
形式	vorm	形式	vorm	N	N;MASC+FEM;SG
形式	formulier	形式	formulier	N	N;NEUT;SG
形式	indeling	形式	indeling	N	N;MASC+FEM;SG
形式	opmaak	形式	opmaak	N	N;MASC+FEM;SG
形式	format	形式	format	N	N;NEUT;SG
形式	formaat	形式	formaat	N	N;NEUT;SG
單位	units	單位	unit	N	N;PL
單位	eenheden	單位	eenheid	N	N;PL
單位	eenheid	單位	eenheid	N	N;MASC+FEM;SG
單位	unit	單位	unit	N	N;MASC+FEM;SG
科技	technologie	科技	technologie	N	N;MASC+FEM;SG
科技	tech	科技	tech	N	N;MASC+FEM;SG
青年	jeugd	青年	jeugd	N	N;MASC+FEM;SG
流	streaming	流	streaming	N	N;MASC+FEM;SG
流	flow	流	flow	N	N;MASC+FEM;SG
流	beek	流	beek	N	N;MASC+FEM;SG
流	stroom	流	stroom	N	N;MASC+FEM;SG
流	stream	流	stream	N	N;MASC+FEM;SG
結果	uitkomst	結果	uitkomst	N	N;MASC+FEM;SG
結果	resultaat	結果	resultaat	N	N;NEUT;SG
結果	uitslagen	結果	uitslag	N	N;PL
結果	resultaat	結果	resultaat	N	N;NEUT;SG
結果	resultaten	結果	resultaat	N	N;PL
結果	resultaat	結果	resultaat	N	N;NEUT;SG
教	lesgeven	教	lesgeven	N	N;NEUT;SG
教	lesgeven	教	lesgeven	N	N;NEUT;SG
解放	bevrijd	解放	bevrijden	V	V;V.PTCP
解放	bevrijde	解放	bevrijden	V	V;SG;PST;FIN
體	lichaam	體	lichaam	N	N;NEUT;SG
體	body	體	body	N	N;MASC+FEM;SG
球隊	ploegen	球隊	ploeg	N	N;PL
球隊	teams	球隊	team	N	N;PL
球隊	team	球隊	team	N	N;NEUT;SG
戴	dai	戴	dai	N	N;MASC+FEM;SG
戴	wear	戴	wear	N	N;MASC+FEM;SG
戴	slijtage	戴	slijtage	N	N;MASC+FEM;SG
自然	natuur	自然	natuur	N	N;MASC+FEM;SG
新	nieuw	新	nieuw	ADJ	ADJ
新	nieuwe	新	nieuw	ADJ	ADJ
經濟	economie	經濟	economie	N	N;MASC+FEM;SG
經濟	economie	經濟	economie	N	N;MASC+FEM;SG
快速	fast	快速	fast	N	N;MASC+FEM;SG
學	learning	學	learning	N	N;MASC+FEM;SG
學	leer	學	leer	N	N;MASC+FEM;SG
職業	beroepen	職業	beroepen	N	N;PL
職業	carrière	職業	carrière	N	N;MASC+FEM;SG
職業	carriere	職業	carri	N	N;MASC+FEM;SG
職業	loopbaan	職業	loopbaan	N	N;MASC+FEM;SG
職業	beroepsgroep	職業	beroepsgroep	N	N;MASC+FEM;SG
職業	beroep	職業	beroep	N	N;NEUT;SG
職業	carrière	職業	carrière	N	N;MASC+FEM;SG
職業	carrières	職業	carrière	N	N;PL
職業	loopbaan	職業	loopbaan	N	N;MASC+FEM;SG
職業	bezigheid	職業	bezigheid	N	N;MASC+FEM;SG
職業	beroep	職業	beroep	N	N;NEUT;SG
職業	bezetting	職業	bezetting	N	N;MASC+FEM;SG
團	regiment	團	regiment	N	N;NEUT;SG
相同	identieke	相同	identiek	ADJ	ADJ
相同	identiek	相同	identiek	ADJ	ADJ
相同	hetzelfde	相同	hetzelfde	ADJ	ADJ
相同	zelfde	相同	zelfde	ADJ	ADJ
類	klasse	類	klasse	N	N;MASC+FEM;SG
類	class	類	class	N	N;MASC+FEM;SG
類	klas	類	klas	N	N;MASC+FEM;SG
兵	soldaat	兵	soldaat	N	N;MASC+FEM;SG
分鐘	minuten	分鐘	minuut	N	N;PL
分鐘	notulen	分鐘	notulen	N	N;PL
分鐘	minuut	分鐘	minuut	N	N;MASC+FEM;SG
分鐘	minuutje	分鐘	minuut	N	N;NEUT;SG
發	haren	發	haar	N	N;PL
發	haartjes	發	haar	N	N;PL
發	hair	發	hair	N	N;MASC+FEM;SG
政策	beleid	政策	beleid	N	N;NEUT;SG
政策	beleid	政策	beleid	N	N;NEUT;SG
銀	zilver	銀	zilver	N	N;NEUT;SG
銀	silver	銀	silver	N	N;MASC+FEM;SG
日期	datum	日期	datum	N	N;MASC+FEM;SG
日期	data	日期	data	N	N;MASC+FEM;SG
日期	dadels	日期	dadel	N	N;PL
日期	datums	日期	datum	N	N;MASC+FEM;SG
單曲	singles	單曲	singles	N	N;PL
單曲	vrijgezellen	單曲	vrijgezel	N	N;PL
普通	gewone	普通	gewoon	ADJ	ADJ
鰭	vinnen	鰭	vinnen	N	N;PL
鰭	vin	鰭	vin	N	N;MASC+FEM;SG
鰭	fin	鰭	fin	N	N;MASC+FEM;SG
男子	mannen	男子	mannen	N	N;PL
共和	republiek	共和	republiek	N	N;MASC+FEM;SG
理由	redenen	理由	reden	N	N;PL
理由	reden	理由	reden	N	N;MASC+FEM;SG
理由	rede	理由	rede	N	N;MASC+FEM;SG
交流	ruil	交流	ruil	N	N;MASC+FEM;SG
交流	uitwisseling	交流	uitwisseling	N	N;MASC+FEM;SG
交流	uitwisseling	交流	uitwisseling	N	N;MASC+FEM;SG
交流	uitwisselingen	交流	uitwisseling	N	N;PL
總統	president	總統	president	N	N;MASC+FEM;SG
總統	voorzitter	總統	voorzitter	N	N;MASC+FEM;SG
公分	centimeter	公分	centimeter	N	N;MASC+FEM;SG
標準	criteria	標準	criterium	N	N;PL
標準	normen	標準	norm	N	N;PL
標準	standaarden	標準	standaard	N	N;PL
標準	standaards	標準	standaard	N	N;PL
標準	criterium	標準	criterium	N	N;NEUT;SG
標準	norm	標準	norm	N	N;MASC+FEM;SG
排名	rangschikken	排名	rangschik	V	V;NFIN
排名	rangschikken	排名	rangschik	V	V;NFIN
排名	gerangschikt	排名	gerangschikt	V	V;V.PTCP
行動	aktie	行動	aktie	N	N;MASC+FEM;SG
行動	actie	行動	actie	N	N;MASC+FEM;SG
行動	bewerking	行動	bewerking	N	N;MASC+FEM;SG
行動	operatie	行動	operatie	N	N;MASC+FEM;SG
行動	exploitatie	行動	exploitatie	N	N;MASC+FEM;SG
行動	acties	行動	actie	N	N;PL
博士	arts	博士	arts	N	N;MASC+FEM;SG
博士	doktor	博士	doktor	N	N;MASC+FEM;SG
博士	dokter	博士	dokter	N	N;MASC+FEM;SG
博士	doctor	博士	doctor	N	N;MASC+FEM;SG
尾	staart	尾	staart	N	N;MASC+FEM;SG
尾	munt	尾	munt	N	N;MASC+FEM;SG
尾	staarten	尾	staarten	N	N;PL
熱帶	tropen	熱帶	troop	N	N;PL
議員	senator	議員	senator	N	N;MASC+FEM;SG
議員	raadslid	議員	raadslid	N	N;NEUT;SG
議員	congreslid	議員	congreslid	N	N;MASC+FEM;SG
漫畫	comics	漫畫	comics	N	N;MASC+FEM;SG
漫畫	strips	漫畫	strip	N	N;PL
漫畫	stripverhalen	漫畫	stripverhaal	N	N;PL
漫畫	stripboeken	漫畫	stripboek	N	N;PL
漫畫	stripverhaal	漫畫	stripverhaal	N	N;NEUT;SG
漫畫	tekenfilms	漫畫	tekenfilms	N	N;PL
漫畫	cartoons	漫畫	cartoon	N	N;PL
漫畫	comic	漫畫	comic	N	N;MASC+FEM;SG
漫畫	komiek	漫畫	komiek	N	N;MASC+FEM;SG
漫畫	manga	漫畫	manga	N	N;MASC+FEM;SG
漫畫	cartoon	漫畫	cartoon	N	N;MASC+FEM;SG
漫畫	tekenfilm	漫畫	tekenfilm	N	N;MASC+FEM;SG
坑	pits	坑	pits	N	N;MASC+FEM;SG
坑	put	坑	putten	N	N;MASC+FEM;SG
坑	pitstop	坑	pitstop	N	N;MASC+FEM;SG
坑	pit	坑	pit	N	N;MASC+FEM;SG
坑	kuil	坑	kuil	N	N;MASC+FEM;SG
生物	biologie	生物	biologie	N	N;MASC+FEM;SG
生物	wezens	生物	wezen	N	N;PL
生物	schepsels	生物	schepsel	N	N;PL
生物	organisme	生物	organisme	N	N;NEUT;SG
生物	organismen	生物	organisme	N	N;PL
生物	schepsel	生物	schepsel	N	N;NEUT;SG
城鎮	stad	城鎮	stad	N	N;MASC+FEM;SG
春	voorjaar	春	voorjaar	N	N;NEUT;SG
春	lente	春	lente	N	N;MASC+FEM;SG
海軍	zeemacht	海軍	zeemacht	N	N;MASC+FEM;SG
海軍	marine	海軍	marine	N	N;MASC+FEM;SG
公路	wegen	公路	weg	N	N;PL
公路	autowegen	公路	autoweg	N	N;PL
公路	snelwegen	公路	snelwig	N	N;PL
公路	snelweg	公路	snelweg	N	N;MASC+FEM;SG
公路	snelweg	公路	snelweg	N	N;MASC+FEM;SG
冠	kroon	冠	kroon	N	N;MASC+FEM;SG
作家	schrijver	作家	schrijver	N	N;MASC+FEM;SG
作家	schrijfster	作家	schrijfster	N	N;MASC+FEM;SG
作家	schrijvers	作家	schrijver	N	N;PL
牛	runderen	牛	rund	N	N;PL
牛	vee	牛	vee	N	N;NEUT;SG
牛	rundvee	牛	rundvee	N	N;NEUT;SG
牛	koe	牛	koe	N	N;MASC+FEM;SG
牛	stier	牛	stier	N	N;MASC+FEM;SG
牛	bull	牛	bull	N	N;MASC+FEM;SG
火	brand	火	brand	N	N;MASC+FEM;SG
火	vuur	火	vuur	N	N;NEUT;SG
值	waardes	值	waarde	N	N;PL
值	waarden	值	waard	N	N;PL
值	waarde	值	waarde	N	N;MASC+FEM;SG
十二	twaalf	十二	twaalf	NUM	NUM
西部	west	西部	west	N	N;MASC+FEM;SG
西部	westen	西部	westen	N	N;NEUT;SG
西部	western	西部	western	N	N;NEUT;SG
土	bodem	土	bodem	N	N;MASC+FEM;SG
土	grond	土	grond	N	N;MASC+FEM;SG
速度	snelheid	速度	snelheid	N	N;MASC+FEM;SG
速度	speed	速度	spijden	N	N;MASC+FEM;SG
速度	toerental	速度	toerental	N	N;NEUT;SG
合併	samenvoegen	合併	samenvoegen	V	V;NFIN
合併	samenvoegen	合併	samenvoegen	V	V;NFIN
合併	consolideren	合併	consolideren	V	V;NFIN
建築	gebouwen	建築	gebouw	N	N;PL
建築	bouw	建築	bouw	N	N;MASC+FEM;SG
建築	constructie	建築	constructie	N	N;MASC+FEM;SG
建築	bouwnijverheid	建築	bouwnijverheid	N	N;MASC+FEM;SG
建築	opbouw	建築	opbouw	N	N;MASC+FEM;SG
建築	architectuur	建築	architectuur	N	N;MASC+FEM;SG
道路	wegen	道路	weg	N	N;PL
發表	publiceren	發表	publiceren	V	V;NFIN
發表	publiceer	發表	publiceren	V	V;SG;PRS;FIN
發表	publiceren	發表	publiceren	V	V;NFIN
發表	gepubliceerd	發表	publiceren	V	V;V.PTCP
發表	verschenen	發表	verschijnen	V	V;V.PTCP
發表	gepubliceerde	發表	publiceren	V	V;V.PTCP
發表	uitgegeven	發表	uitgeven	V	V;V.PTCP
色	kleuren	色	kleur	N	N;PL
色	kleur	色	kleur	N	N;MASC+FEM;SG
樂	lok	樂	lok	N	N;MASC+FEM;SG
仍然	nog	仍然	nog	ADV	ADV
技術	technologieën	技術	technologieën	N	N;PL
技術	techniek	技術	techniek	N	N;MASC+FEM;SG
技術	technologie	技術	technologie	N	N;MASC+FEM;SG
技術	technieken	技術	techniek	N	N;PL
