年	рік	年	рік	N	N;INAN;NOM;MASC;SG
系統	системи	系統	система	N	N;INAN;NOM;FEM;PL
系統	систем	系統	система	N	N;INAN;GEN;FEM;PL
冠軍	чемпіон	冠軍	чемпіон	N	N;ANIM;NOM;MASC;SG
冠軍	чемпіони	冠軍	чемпіон	N	N;ANIM;NOM;MASC;PL
問題	задача	問題	задача	N	N;INAN;NOM;FEM;SG
問題	проблему	問題	проблема	N	N;INAN;ACC;FEM;SG
問題	проблема	問題	проблема	N	N;INAN;NOM;FEM;SG
問題	запитання	問題	запитання	N	N;INAN;NOM;NEUT;SG
問題	питання	問題	питання	N	N;INAN;NOM;NEUT;SG
問題	запитань	問題	запитання	N	N;INAN;GEN;NEUT;PL
問題	питань	問題	питання	N	N;INAN;GEN;NEUT;PL
問題	запитання	問題	запитання	N	N;INAN;NOM;NEUT;SG
問題	питання	問題	питання	N	N;INAN;NOM;NEUT;SG
海拔	висота	海拔	висота	N	N;INAN;NOM;FEM;SG
海拔	висота	海拔	висота	N	N;INAN;NOM;FEM;SG
方式	метод	方式	метод	N	N;INAN;NOM;MASC;SG
率	частота	率	частота	N	N;INAN;NOM;FEM;SG
率	швидкість	率	швидкість	N	N;INAN;NOM;FEM;SG
率	ставка	率	ставка	N	N;INAN;NOM;FEM;SG
名稱	назва	名稱	назва	N	N;INAN;NOM;FEM;SG
名稱	назви	名稱	назва	N	N;INAN;NOM;FEM;PL
名稱	імена	名稱	ім’я	N	N;INAN;NOM;NEUT;PL
愛	кохаю	愛	кохати	V	V;IPFV;IND;SG;1;PRS;FIN
得到	отримати	得到	отримати	V	V;PFV;NFIN
街道	вулиця	街道	вулиця	N	N;INAN;NOM;FEM;SG
街道	вулицям	街道	вулиця	N	N;INAN;DAT;FEM;PL
街道	вулиць	街道	вулиця	N	N;INAN;GEN;FEM;PL
街道	вуличками	街道	вуличка	N	N;INAN;INS;FEM;PL
街道	вулицями	街道	вулиця	N	N;INAN;INS;FEM;PL
街道	вулиці	街道	вулиця	N	N;INAN;NOM;FEM;PL
刪除	вилучено	刪除	вилучити	V	V;PFV;IND;0;FIN
刪除	прибрати	刪除	прибрати	V	V;PFV;NFIN
刪除	видалити	刪除	видалити	V	V;PFV;NFIN
刪除	вилучити	刪除	вилучити	V	V;PFV;NFIN
刪除	видалити	刪除	видалити	V	V;PFV;NFIN
刪除	вилучити	刪除	вилучити	V	V;PFV;NFIN
群	група	群	група	N	N;INAN;NOM;FEM;SG
群	групу	群	група	N	N;INAN;ACC;FEM;SG
群	спільнота	群	спільнота	N	N;INAN;NOM;FEM;SG
服務	служити	服務	служити	V	V;IPFV;NFIN
服務	подаємо	服務	подавати	V	V;IPFV;IND;PL;1;PRS;FIN
服務	подавати	服務	подавати	V	V;IPFV;NFIN
服務	подають	服務	подавати	V	V;IPFV;IND;PL;3;PRS;FIN
服務	служить	服務	служити	V	V;IPFV;IND;SG;3;PRS;FIN
服務	обслуговує	服務	обслуговувати	V	V;IPFV;IND;SG;3;PRS;FIN
機	машина	機	машина	N	N;INAN;NOM;FEM;SG
機	автомат	機	автомат	N	N;INAN;NOM;MASC;SG
任何	якісь	任何	якийсь	DET	DET;NOM;PL
頁	сторінки	頁	сторінка	N	N;INAN;NOM;FEM;PL
頁	сторінок	頁	сторінка	N	N;INAN;GEN;FEM;PL
條	смужки	條	смужка	N	N;INAN;NOM;FEM;PL
兩	два	兩	два	NUM	NUM;NOM;MASC
兩	дві	兩	два	NUM	NUM;NOM;FEM
兩	двоє	兩	двоє	NUM	NUM;NOM
兩	двох	兩	два	NUM	NUM;ACC
著名	відома	著名	відомий	ADJ	ADJ;NOM;FEM;SG
著名	знамениті	著名	знаменитий	ADJ	ADJ;NOM;PL
著名	відомий	著名	відомий	ADJ	ADJ;NOM;MASC;SG
著名	знаменитий	著名	знаменитий	ADJ	ADJ;NOM;MASC;SG
已經	уже	已經	уже	ADV	ADV
已經	вже	已經	вже	ADV	ADV
專輯	альбому	專輯	альбий	N	N;INAN;GEN;MASC;SG
專輯	альбом	專輯	альбом	N	N;INAN;NOM;MASC;SG
專輯	альбомів	專輯	альбом	N	N;INAN;GEN;MASC;PL
專輯	альбоми	專輯	альбий	N	N;INAN;NOM;MASC;PL
角色	характер	角色	характер	N	N;INAN;NOM;MASC;SG
角色	символів	角色	символ	N	N;INAN;GEN;MASC;PL
角色	персонаж	角色	персонаж	N	N;ANIM;NOM;MASC;SG
角色	символ	角色	символ	N	N;INAN;NOM;MASC;SG
角色	ролі	角色	роль	N	N;INAN;NOM;FEM;PL
角色	роль	角色	роль	N	N;INAN;NOM;FEM;SG
角色	символів	角色	символ	N	N;INAN;GEN;MASC;PL
角色	персонажі	角色	персонаж	N	N;ANIM;NOM;MASC;PL
角色	ієрогліфи	角色	ієрогліф	N	N;INAN;NOM;MASC;PL
角色	літери	角色	літера	N	N;INAN;NOM;FEM;PL
角色	символи	角色	символ	N	N;INAN;NOM;MASC;PL
角色	ролі	角色	роль	N	N;INAN;NOM;FEM;PL
武	кітано	武	кітати	N	N;INAN;NOM;MASC;SG
成員	член	成員	член	N	N;ANIM;NOM;MASC;SG
成員	учасник	成員	учасник	N	N;ANIM;NOM;MASC;SG
成員	учасника	成員	учасник	N	N;ANIM;ACC;MASC;SG
成員	члена	成員	член	N	N;ANIM;ACC;MASC;SG
成員	учасники	成員	учасник	N	N;ANIM;NOM;MASC;PL
成員	члени	成員	член	N	N;ANIM;NOM;MASC;PL
新聞	новини	新聞	новина	N	N;INAN;NOM;FEM;PL
新聞	новина	新聞	новина	N	N;INAN;NOM;FEM;SG
劇	драма	劇	драма	N	N;INAN;NOM;FEM;SG
劇	драми	劇	драма	N	N;INAN;NOM;FEM;PL
女性	самиць	女性	самиця	N	N;ANIM;ACC;FEM;PL
女性	самка	女性	самка	N	N;ANIM;NOM;FEM;SG
女性	жінка	女性	жінка	N	N;ANIM;NOM;FEM;SG
女性	жінок	女性	жінка	N	N;ANIM;ACC;FEM;PL
女性	жінки	女性	жінка	N	N;ANIM;NOM;FEM;PL
高度	висота	高度	висота	N	N;INAN;NOM;FEM;SG
高度	висота	高度	висота	N	N;INAN;NOM;FEM;SG
說	скажуть	說	сказати	V	V;PFV;IND;PL;3;FUT;FIN
說	кажу	說	казати	V	V;IPFV;IND;SG;1;PRS;FIN
說	сказати	說	сказати	V	V;PFV;NFIN
說	кажеш	說	казати	V	V;IPFV;IND;SG;2;PRS;FIN
男	самець	男	самець	N	N;ANIM;NOM;MASC;SG
合作	співпрацювати	合作	співпрацювати	V	V;IPFV;NFIN
門	брама	門	брама	N	N;INAN;NOM;FEM;SG
門	ворота	門	воротий	N	N;INAN;NOM;MASC;PL
門	вивіз	門	вивіз	N	N;INAN;NOM;MASC;SG
門	двері	門	двері	N	N;INAN;NOM
門	двері	門	двері	N	N;INAN;NOM
位置	розташування	位置	розташування	N	N;INAN;NOM;NEUT;SG
位置	позиція	位置	позиція	N	N;INAN;NOM;FEM;SG
位置	положення	位置	положення	N	N;INAN;NOM;NEUT;SG
位置	позиції	位置	позиція	N	N;INAN;NOM;FEM;PL
位置	розміщення	位置	розміщення	N	N;INAN;NOM;NEUT;SG
位置	місцезнаходження	位置	місцезнаходження	N	N;INAN;NOM;NEUT;SG
位置	локація	位置	локація	N	N;INAN;NOM;FEM;SG
位置	місце	位置	місце	N	N;INAN;NOM;NEUT;SG
位置	розташування	位置	розташування	N	N;INAN;NOM;NEUT;SG
活動	заняття	活動	заняття	N	N;INAN;NOM;NEUT;PL
活動	діяльності	活動	діяльність	N	N;INAN;GEN;FEM;SG
活動	діяльність	活動	діяльність	N	N;INAN;NOM;FEM;SG
活動	події	活動	подія	N	N;INAN;NOM;FEM;PL
活動	подію	活動	подія	N	N;INAN;ACC;FEM;SG
活動	події	活動	подія	N	N;INAN;NOM;FEM;PL
活動	подією	活動	подія	N	N;INAN;INS;FEM;SG
活動	подія	活動	подія	N	N;INAN;NOM;FEM;SG
活動	активність	活動	активність	N	N;INAN;NOM;FEM;SG
活動	дії	活動	дія	N	N;INAN;NOM;FEM;PL
活動	діяльності	活動	діяльність	N	N;INAN;GEN;FEM;SG
活動	дія	活動	дія	N	N;INAN;NOM;FEM;SG
活動	діяльність	活動	діяльність	N	N;INAN;NOM;FEM;SG
歷史	журнал	歷史	журнал	N	N;INAN;NOM;MASC;SG
歷史	історія	歷史	історія	N	N;INAN;NOM;FEM;SG
歷史	історії	歷史	історія	N	N;INAN;NOM;FEM;PL
歌曲	пісень	歌曲	пісня	N	N;INAN;GEN;FEM;PL
歌曲	пісні	歌曲	пісня	N	N;INAN;NOM;FEM;PL
歌曲	конкурс	歌曲	конкурс	N	N;INAN;NOM;MASC;SG
歌曲	пісня	歌曲	пісня	N	N;INAN;NOM;FEM;SG
點	крапок	點	крапка	N	N;INAN;GEN;FEM;PL
點	крапки	點	крапка	N	N;INAN;NOM;FEM;PL
點	крапка	點	крапка	N	N;INAN;NOM;FEM;SG
點	точка	點	точка	N	N;INAN;NOM;FEM;SG
點	точку	點	точка	N	N;INAN;ACC;FEM;SG
植物	рослини	植物	рослина	N	N;INAN;NOM;FEM;PL
植物	заводи	植物	завод	N	N;INAN;NOM;MASC;PL
植物	завод	植物	завод	N	N;INAN;NOM;MASC;SG
植物	рослини	植物	рослина	N	N;INAN;NOM;FEM;PL
植物	рослина	植物	рослина	N	N;INAN;NOM;FEM;SG
皮	шкіра	皮	шкіра	N	N;INAN;NOM;FEM;SG
非常	дуже	非常	дуже	ADV	ADV
通常	зазвичай	通常	зазвичай	ADV	ADV
通常	зазвичай	通常	зазвичай	ADV	ADV
比賽	гра	比賽	гра	N	N;INAN;NOM;FEM;SG
比賽	гри	比賽	гра	N	N;INAN;NOM;FEM;PL
比賽	гру	比賽	гра	N	N;INAN;ACC;FEM;SG
比賽	перегони	比賽	перегона	N	N;INAN;NOM;MASC;PL
比賽	забіг	比賽	забігти	N	N;INAN;NOM;MASC;SG
比賽	раса	比賽	рас	N	N;INAN;NOM;FEM;SG
比賽	конкурс	比賽	конкурс	N	N;INAN;NOM;MASC;SG
比賽	євробачення	比賽	євробачення	N	N;INAN;NOM;NEUT;SG
聯賽	ліга	聯賽	ліг	N	N;INAN;NOM;FEM;SG
學校	школах	學校	школа	N	N;INAN;ESS;FEM;PL
學校	шкіл	學校	школа	N	N;INAN;GEN;FEM;PL
學校	школа	學校	школа	N	N;INAN;NOM;FEM;SG
學校	училище	學校	училище	N	N;INAN;NOM;NEUT;SG
完全	цілком	完全	цілком	ADV	ADV
完全	повністю	完全	повністю	ADV	ADV
完全	повністю	完全	повністю	ADV	ADV
信	листи	信	лист	N	N;INAN;NOM;MASC;PL
信	літер	信	літер	N	N;INAN;GEN;FEM;PL
信	літери	信	літера	N	N;INAN;NOM;FEM;PL
信	лист	信	лист	N	N;INAN;NOM;MASC;SG
信	літера	信	літера	N	N;INAN;NOM;FEM;SG
信	листі	信	лист	N	N;INAN;DAT;MASC;SG
期間	строк	期間	строк	N	N;INAN;NOM;MASC;SG
期間	період	期間	період	N	N;INAN;NOM;MASC;SG
接受	прийнято	接受	прийнято	V	V;PFV;IND;0;FIN
接受	прийняли	接受	прийняти	V	V;PFV;IND;PL;PST;FIN
接受	прийняти	接受	прийняти	V	V;PFV;NFIN
接受	прийміть	接受	прийміти	V	V;PFV;IMP;PL;2;FIN
接受	приймаємо	接受	приймати	V	V;IPFV;IND;PL;1;PRS;FIN
接受	погодитися	接受	погодитися	V	V;PFV;NFIN
接受	приймаю	接受	приймати	V	V;IPFV;IND;SG;1;PRS;FIN
書	книжка	書	книжка	N	N;INAN;NOM;FEM;SG
書	книжечки	書	книжечка	N	N;INAN;NOM;FEM;PL
書	книга	書	книга	N	N;INAN;NOM;FEM;SG
書	книги	書	книга	N	N;INAN;NOM;FEM;PL
書	книжки	書	книжка	N	N;INAN;NOM;FEM;PL
書	книг	書	книга	N	N;INAN;GEN;FEM;PL
書	книги	書	книга	N	N;INAN;NOM;FEM;PL
交通	транспорт	交通	транспорт	N	N;INAN;NOM;MASC;SG
交通	транспортування	交通	транспортування	N	N;INAN;NOM;NEUT;SG
交通	перевезення	交通	перевезення	N	N;INAN;NOM;NEUT;SG
交通	навантаження	交通	навантаження	N	N;INAN;NOM;NEUT;SG
交通	пробки	交通	пробка	N	N;INAN;NOM;FEM;PL
交通	трафік	交通	трафік	N	N;INAN;NOM;MASC;SG
交通	рух	交通	рух	N	N;INAN;NOM;MASC;SG
交通	транспорт	交通	транспорт	N	N;INAN;NOM;MASC;SG
交通	пересилання	交通	пересилання	N	N;INAN;NOM;NEUT;SG
木	деревина	木	деревина	N	N;INAN;NOM;FEM;SG
討論	обговоримо	討論	обговорити	V	V;PFV;IND;PL;1;FUT;FIN
討論	обговорювати	討論	обговорювати	V	V;IPFV;NFIN
討論	обговорити	討論	обговорити	V	V;PFV;NFIN
故事	публікації	故事	публікація	N	N;INAN;NOM;FEM;PL
故事	історія	故事	історія	N	N;INAN;NOM;FEM;SG
故事	сюжет	故事	сюжет	N	N;INAN;NOM;MASC;SG
故事	розповідь	故事	розповідь	N	N;INAN;NOM;FEM;SG
故事	публікація	故事	публікація	N	N;INAN;NOM;FEM;SG
故事	історії	故事	історія	N	N;INAN;NOM;FEM;PL
故事	публікації	故事	публікація	N	N;INAN;NOM;FEM;PL
故事	розповіді	故事	розповідь	N	N;INAN;NOM;FEM;PL
直接	безпосередньо	直接	безпосередньо	ADV	ADV
湖	озеро	湖	озеро	N	N;INAN;NOM;NEUT;SG
湖	озера	湖	озеро	N	N;INAN;NOM;NEUT;PL
希望	надіюсь	希望	надіясь	V	V;IPFV;IND;SG;1;PRS;FIN
手	кисть	手	кисть	N	N;INAN;NOM;FEM;SG
手	правиця	手	правиця	N	N;INAN;NOM;FEM;SG
手	рука	手	рука	N	N;INAN;NOM;FEM;SG
手	руку	手	рука	N	N;INAN;ACC;FEM;SG
手	рук	手	рука	N	N;INAN;GEN;FEM;PL
手	руками	手	рука	N	N;INAN;INS;FEM;PL
手	руки	手	рука	N	N;INAN;NOM;FEM;PL
心	серце	心	серце	N	N;INAN;NOM;NEUT;SG
心	серця	心	серце	N	N;INAN;GEN;NEUT;SG
心	сердець	心	сердець	N	N;INAN;GEN;FEM;PL
巴士	шини	巴士	шина	N	N;INAN;NOM;FEM;PL
巴士	шина	巴士	шина	N	N;INAN;NOM;FEM;SG
巴士	автобус	巴士	автобус	N	N;INAN;NOM;MASC;SG
巴士	автобуси	巴士	автобус	N	N;INAN;NOM;MASC;PL
播放	відтворити	播放	відтворити	V	V;PFV;NFIN
播放	грати	播放	грати	V	V;IPFV;NFIN
播放	програти	播放	програти	V	V;PFV;NFIN
播放	грає	播放	грати	V	V;IPFV;IND;SG;3;PRS;FIN
播放	відтворює	播放	відтворювати	V	V;IPFV;IND;SG;3;PRS;FIN
播放	грає	播放	грати	V	V;IPFV;IND;SG;3;PRS;FIN
音	тонус	音	тонус	N	N;INAN;NOM;MASC;SG
音	тон	音	тон	N	N;INAN;NOM;MASC;SG
增加	збільшити	增加	збільшити	V	V;PFV;NFIN
增加	підвищити	增加	підвищити	V	V;PFV;NFIN
增加	зростати	增加	зростати	V	V;IPFV;NFIN
增加	підвищує	增加	підвищувати	V	V;IPFV;IND;SG;3;PRS;FIN
增加	збільшується	增加	збільшуватися	V	V;IPFV;IND;SG;3;PRS;FIN
增加	збільшує	增加	збільшувати	V	V;IPFV;IND;SG;3;PRS;FIN
增加	зростає	增加	зростати	V	V;IPFV;IND;SG;3;PRS;FIN
增加	зросли	增加	зрости	V	V;PFV;IND;PL;PST;FIN
增加	збільшили	增加	збільшити	V	V;PFV;IND;PL;PST;FIN
角	кутку	角	куток	N	N;INAN;DAT;MASC;SG
角	куточок	角	куточок	N	N;INAN;NOM;MASC;SG
角	куті	角	кут	N	N;INAN;DAT;MASC;SG
角	кут	角	кут	N	N;INAN;NOM;MASC;SG
角	кутова	角	кутовий	N	N;INAN;NOM;FEM;SG
角	мис	角	мис	N	N;INAN;NOM;MASC;SG
角	точка	角	точка	N	N;INAN;NOM;FEM;SG
角	точку	角	точка	N	N;INAN;ACC;FEM;SG
天文	обсерваторії	天文	обсерваторія	N	N;INAN;NOM;FEM;PL
天文	обсерваторія	天文	обсерваторія	N	N;INAN;NOM;FEM;SG
這些	ці	這些	цей	DET	DET;NOM;PL
太	теж	太	теж	ADV	ADV
太	надто	太	надто	ADV	ADV
太	занадто	太	занадто	ADV	ADV
歌	пісень	歌	пісня	N	N;INAN;GEN;FEM;PL
歌	пісні	歌	пісня	N	N;INAN;NOM;FEM;PL
歌	конкурс	歌	конкурс	N	N;INAN;NOM;MASC;SG
歌	пісня	歌	пісня	N	N;INAN;NOM;FEM;SG
圖	діаграма	圖	діаграма	N	N;INAN;NOM;FEM;SG
圖	граф	圖	граф	N	N;ANIM;NOM;MASC;SG
圖	графіка	圖	графіка	N	N;INAN;NOM;FEM;SG
圖	графік	圖	графік	N	N;INAN;NOM;MASC;SG
圖	діаграма	圖	діаграма	N	N;INAN;NOM;FEM;SG
圖	діаграми	圖	діаграма	N	N;INAN;NOM;FEM;PL
圖	фігура	圖	фігура	N	N;INAN;NOM;FEM;SG
投票	голосуйте	投票	голосувати	V	V;IPFV;IMP;PL;2;FIN
投票	проголосувати	投票	проголосувати	V	V;PFV;NFIN
投票	голосувати	投票	голосувати	V	V;IPFV;NFIN
灣	бухта	灣	бухта	N	N;INAN;NOM;FEM;SG
灣	губа	灣	губа	N	N;INAN;NOM;FEM;SG
灣	затока	灣	затока	N	N;INAN;NOM;FEM;SG
民主	демократія	民主	демократія	N	N;INAN;NOM;FEM;SG
寺	храму	寺	храм	N	N;INAN;GEN;MASC;SG
寺	храм	寺	храм	N	N;INAN;NOM;MASC;SG
控制	контролює	控制	контролювати	V	V;IPFV;IND;SG;3;PRS;FIN
戰	битва	戰	битво	N	N;INAN;NOM;FEM;SG
戰	бій	戰	бій	N	N;INAN;NOM;MASC;SG
戰	війна	戰	війна	N	N;INAN;NOM;FEM;SG
電視	телебачення	電視	телебачення	N	N;INAN;NOM;NEUT;SG
然而	ще	然而	ще	ADV	ADV
口	рот	口	рот	N	N;INAN;NOM;MASC;SG
口	рота	口	рот	N	N;INAN;NOM;MASC;SG
委員	комісія	委員	комісія	N	N;INAN;NOM;FEM;SG
編輯	правка	編輯	правка	N	N;INAN;NOM;FEM;SG
編輯	редагування	編輯	редагування	N	N;INAN;NOM;NEUT;SG
編輯	монтаж	編輯	монтаж	N	N;INAN;NOM;MASC;SG
編輯	редактор	編輯	редактор	N	N;ANIM;NOM;MASC;SG
資料	дані	資料	дані	N	N;INAN;PFV;NOM;PASS
路線	шляхи	路線	шлях	N	N;INAN;NOM;MASC;PL
路線	маршрутів	路線	маршрут	N	N;INAN;GEN;MASC;PL
路線	маршрути	路線	маршрути	N	N;INAN;NOM;MASC;PL
路線	маршрут	路線	маршрут	N	N;INAN;NOM;MASC;SG
年度	рік	年度	рік	N	N;INAN;NOM;MASC;SG
歌手	співаки	歌手	співак	N	N;ANIM;NOM;MASC;PL
歌手	співак	歌手	співак	N	N;ANIM;NOM;MASC;SG
歌手	співачка	歌手	співачка	N	N;ANIM;NOM;FEM;SG
歌手	співака	歌手	співак	N	N;ANIM;ACC;MASC;SG
店	крамниця	店	крамниця	N	N;INAN;NOM;FEM;SG
店	магазин	店	магазин	N	N;INAN;NOM;MASC;SG
店	магазин	店	магазин	N	N;INAN;NOM;MASC;SG
二十	двадцять	二十	двадцять	NUM	NUM;NOM
二十	двадцяти	二十	двадцять	NUM	NUM;GEN
組織	організація	組織	організація	N	N;INAN;NOM;FEM;SG
組織	установа	組織	установий	N	N;INAN;NOM;FEM;SG
組織	установа	組織	установий	N	N;INAN;NOM;FEM;SG
組織	організація	組織	організація	N	N;INAN;NOM;FEM;SG
組織	тканина	組織	тканина	N	N;INAN;NOM;FEM;SG
組織	ділення	組織	ділення	N	N;INAN;NOM;NEUT;SG
組織	дивізіон	組織	дивізіон	N	N;INAN;NOM;MASC;SG
組織	поділ	組織	поділ	N	N;INAN;NOM;MASC;SG
分類	класифікація	分類	класифікація	N	N;INAN;NOM;FEM;SG
