for	dla	for	dla	ADP	ADP
stort	duże	stor	duży	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
stort	wielka	stor	wielki	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
stort	duży	stor	duży	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
stort	wielki	stor	wielki	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
derefter	wtedy	derefter	wtedy	ADV	ADV
indeholder	zawiera	indeholde	zawierać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
indeholder	zawiera	indeholde	zawierać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
indeholder	zawierają	indeholde	zawierać	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
indeholder	zawierać	indeholde	zawierać	V;IND;PRS;FIN;ACT	V;IPFV;NFIN;ACT
sprog	język	sprog	język	N;INDF;NEUT;SG	N;NOM;MASC;SG
sprog	języku	sprog	język	N;INDF;NEUT;SG	N;ACC;MASC;SG
set	zauważył	se	zauważyć	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
set	zauważono	se	zauważyć	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
set	widział	se	widzieć	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
set	obejrzał	se	obejrzeć	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
set	obserwował	se	obserwować	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kendte	znany	kende	znany	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kendte	wiedział	kende	wiedzieć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
gav	dały	give	dać	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
gav	dał	give	dać	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
kilder	źródła	kilde	źródło	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
kilder	źródeł	kilde	źródło	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
mand	samiec	mand	samiec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	mężczyzna	mand	mężczyzna	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	mąż	mand	mąż	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	mężczyzna	mand	mężczyzna	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	człowiek	mand	człowiek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vest	zachodni	vest	zachodni	N;INDF	N;NOM;MASC;SG
vest	zachód	vest	zachód	N;INDF	N;NOM;MASC;SG
vest	kamizelkę	vest	kamizelka	N;INDF	N;ACC;FEM;SG
vest	kamizelki	vest	kamizelka	N;INDF	N;ACC;FEM;PL
vest	kamizelka	vest	kamizelka	N;INDF	N;NOM;FEM;SG
vest	zachodni	vest	zachodni	N;INDF	N;NOM;MASC;SG
medlemmer	posłowie	medlem	poseł	N;INDF;NEUT;PL	N;NOM;MASC;PL
medlemmer	członkowie	medlem	członek	N;INDF;NEUT;PL	N;NOM;MASC;PL
medlemmer	członkom	medlem	członek	N;INDF;NEUT;PL	N;DAT;MASC;PL
medlemmer	członków	medlem	członek	N;INDF;NEUT;PL	N;ACC;MASC;PL
medlemmer	członkami	medlem	członek	N;INDF;NEUT;PL	N;INS;MASC;PL
brug	wykorzystanie	brug	wykorzystać	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
lande	kraje	land	kraj	N;INDF;NEUT;PL	N;NOM;MASC;PL
lande	krajów	land	kraj	N;INDF;NEUT;PL	N;GEN;MASC;PL
lande	kraje	land	kraj	N;INDF;NEUT;PL	N;NOM;MASC;PL
bygget	zbudowano	bygge	zbudować	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
skuespiller	aktorka	skuespiller	aktorka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skuespiller	aktorki	skuespiller	aktorka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
skuespiller	aktorką	skuespiller	aktorka	N;INDF;MASC+FEM;SG	N;INS;FEM;SG
skuespiller	aktora	skuespiller	aktor	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
skuespiller	aktor	skuespiller	aktor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liv	życia	liv	życie	N;INDF;NEUT;SG	N;GEN;NEUT;SG
liv	dożywocie	liv	dożywocie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
liv	życie	liv	życie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
dele	części	del	część	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
fem	pięciu	fem	pięć	NUM	NUM;ACC;MASC;PL
fem	pięć	fem	pięć	NUM	NUM;ACC;MASC;PL
personer	osoby	person	osoba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
personer	ludzi	person	człowiek	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
personer	osoby	person	osoba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
personer	ludzie	person	człowiek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
øst	wschód	øst	wschód	N;INDF	N;NOM;MASC;SG
øst	wschód	øst	wschód	N;INDF	N;NOM;MASC;SG
forfatter	pisarz	forfatter	pisarz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forfatter	autorka	forfatter	autorka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
brugt	spędził	bruge	spędzić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
album	album	album	album	N;INDF;NEUT;SG	N;NOM;MASC;SG
album	płyta	album	płyta	N;INDF;NEUT;SG	N;NOM;FEM;SG
areal	teren	areal	teren	N;INDF;NEUT;SG	N;NOM;MASC;SG
areal	powierzchnia	areal	powierzchnia	N;INDF;NEUT;SG	N;NOM;FEM;SG
areal	obszarze	areal	obszarz	N;INDF;NEUT;SG	N;ACC;MASC;SG
areal	obszar	areal	obszar	N;INDF;NEUT;SG	N;NOM;MASC;SG
giver	daje	give	dawać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
giver	oddaje	give	oddawać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
giver	nadaje	give	nadawać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
giver	daje	give	dawać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
giver	zapewnia	give	zapewniać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
giver	dostarcza	give	dostarczać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
giver	dawać	give	dawać	V;IND;PRS;FIN;ACT	V;IPFV;NFIN;ACT
giver	dajesz	give	dawać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
nuværende	bieżące	nuværende	bieżący	ADJ	ADJ;NOM;NEUT;SG
nuværende	aktualne	nuværende	aktualny	ADJ	ADJ;NOM;NEUT;SG
nuværende	bieżący	nuværende	bieżący	ADJ	ADJ;NOM;MASC;SG
nuværende	aktualny	nuværende	aktualny	ADJ	ADJ;NOM;MASC;SG
nuværende	obecny	nuværende	obecny	ADJ	ADJ;NOM;MASC;SG
nuværende	obecna	nuværende	obecny	ADJ	ADJ;NOM;FEM;SG
nuværende	obecne	nuværende	obecny	ADJ	ADJ;NOM;NEUT;SG
indbyggere	mieszkańców	indbygger	mieszkaniec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
indbyggere	mieszkańcy	indbygger	mieszkaniec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indbyggere	rezydentów	indbygger	rezydent	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
indbyggere	mieszkańców	indbygger	mieszkaniec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
indbyggere	mieszkańcy	indbygger	mieszkaniec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
gør	robi	gøre	robić	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mennesker	ludzie	menneske	człowiek	N;INDF;NEUT;PL	N;NOM;MASC;PL
mennesker	ludzi	menneske	człowiek	N;INDF;NEUT;PL	N;ACC;MASC;PL
mennesker	osoby	menneske	osoba	N;INDF;NEUT;PL	N;NOM;FEM;PL
mennesker	ludzie	menneske	człowiek	N;INDF;NEUT;PL	N;NOM;MASC;PL
skrev	napisała	skrive	napisać	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
skrev	napisali	skrive	napisać	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
skrev	pisał	skrive	pisać	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
skrev	napisał	skrive	napisać	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
skrev	napisał	skrive	napisać	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
står	stoi	stå	stać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
står	stojąc	stå	stać	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB;ACT
står	stoi	stå	stać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
deltog	uczestniczył	deltage	uczestniczyć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
deltog	uczęszczał	deltage	uczęszczać	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
deltog	uczestniczyło	deltage	uczestniczyć	V;IND;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
deltog	uczestniczył	deltage	uczestniczyć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
deltog	udział	deltage	udział	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
deltog	uczestniczyły	deltage	uczestniczyć	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;PL;PST;FIN;ACT
deltog	uczestniczyła	deltage	uczestniczyć	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
datter	córka	datter	córka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
datter	córeczka	datter	córeczka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
område	dziedzina	område	dziedzina	N;INDF;NEUT;SG	N;NOM;FEM;SG
område	pole	område	pole	N;INDF;NEUT;SG	N;NOM;NEUT;SG
område	boisko	område	boisko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
område	terytorium	område	terytorium	N;INDF;NEUT;SG	N;ACC;NEUT;SG
område	strefie	område	strefa	N;INDF;NEUT;SG	N;DAT;FEM;SG
område	obszar	område	obszar	N;INDF;NEUT;SG	N;NOM;MASC;SG
område	strefa	område	strefa	N;INDF;NEUT;SG	N;NOM;FEM;SG
område	teren	område	teren	N;INDF;NEUT;SG	N;NOM;MASC;SG
område	powierzchnia	område	powierzchnia	N;INDF;NEUT;SG	N;NOM;FEM;SG
område	obszarze	område	obszarz	N;INDF;NEUT;SG	N;ACC;MASC;SG
område	obszar	område	obszar	N;INDF;NEUT;SG	N;NOM;MASC;SG
året	roku	år	rok	N;DEF;NEUT;SG	N;GEN;MASC;SG
året	rok	år	rok	N;DEF;NEUT;SG	N;NOM;MASC;SG
længere	dłużej	længe	długo	ADV;CMPR	ADV;CMPR
slaget	walka	slag	walka	N;DEF;NEUT;SG	N;NOM;FEM;SG
udgave	wydanie	udgave	wydanie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
udgave	edycja	udgave	edycja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udgave	wersja	udgave	wersja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udgave	wersji	udgave	wersja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
udgave	wersję	udgave	wersja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fransk	francuski	fransk	francuski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
fransk	francuska	fransk	francuski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
fransk	francuskie	fransk	francuski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
folk	ludzi	folk	człowiek	N;INDF;NEUT;PL	N;ACC;MASC;PL
folk	osoby	folk	osoba	N;INDF;NEUT;PL	N;NOM;FEM;PL
folk	ludzie	folk	człowiek	N;INDF;NEUT;PL	N;NOM;MASC;PL
far	tata	far	tata	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	tatuś	far	tatuś	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	ojciec	far	ojciec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liste	wykaz	liste	wykaz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liste	lista	liste	list	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
liste	spis	liste	spis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liste	listę	liste	lista	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kamp	zwalczanie	kamp	zwalczać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kamp	walce	kamp	walca	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
kamp	zwalczania	kamp	zwalczać	N;INDF;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
kamp	walki	kamp	walka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kamp	walka	kamp	walka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kamp	mecz	kamp	mecz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kamp	walka	kamp	walka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
eksempel	przykład	eksempel	przykład	N;INDF;NEUT;SG	N;NOM;MASC;SG
tiden	czasu	tid	czas	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
tiden	czas	tid	czas	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
fil	plik	fil	plik	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
fil	pliku	fil	plik	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
musik	muzyka	musik	muzyka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fandt	znaleziono	finde	znaleźć	V;IND;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
fandt	znalazł	finde	znaleźć	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
krigen	wojnę	krig	wojna	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
krigen	wojna	krig	wojna	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
krigen	wojny	krig	wojna	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
solid	solidne	solid	solidny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
solid	solidna	solid	solidny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
solid	solidny	solid	solidny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
station	posterunek	station	posterunek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
station	stacji	station	stacja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
station	stacja	station	stacja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
station	dworzec	station	dworzec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
universitet	uniwersytetu	universitet	uniwersytet	N;INDF;NEUT;SG	N;GEN;MASC;SG
universitet	uczelnia	universitet	uczelniać	N;INDF;NEUT;SG	N;NOM;FEM;SG
universitet	uniwersytet	universitet	uniwersytet	N;INDF;NEUT;SG	N;NOM;MASC;SG
klubben	klub	klub	klub	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
klubben	klubie	klub	klub	N;DEF;MASC+FEM;SG	N;DAT;MASC;SG
egen	własne	egen	własny	ADJ;MASC+FEM;SG	ADJ;NOM;NEUT;SG
egen	własny	egen	własny	ADJ;MASC+FEM;SG	ADJ;NOM;MASC;SG
egen	własna	egen	własny	ADJ;MASC+FEM;SG	ADJ;NOM;FEM;SG
dage	dni	dag	dzień	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
bind	objętości	bind	objętość	N;INDF;NEUT;SG	N;GEN;FEM;SG
bind	wielkość	bind	wielkość	N;INDF;NEUT;SG	N;ACC;FEM;SG
bind	objętość	bind	objętość	N;INDF;NEUT;SG	N;NOM;FEM;SG
bind	pojemność	bind	pojemność	N;INDF;NEUT;SG	N;ACC;FEM;SG
bind	objętości	bind	objętość	N;INDF;NEUT;SG	N;GEN;FEM;SG
division	wydział	division	wydział	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
division	dywizji	division	dywizja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
stod	stał	stå	stać	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kaldet	dzwonił	kalde	dzwonić	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ret	prawo	ret	prawo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
aldrig	nigdy	aldrig	nigdy	ADV	ADV
valgt	wybrano	vælge	wybrać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
valgt	wybrano	vælge	wybrać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
amt	hrabstwo	amt	hrabstwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
amt	okręg	amt	okręg	N;INDF;NEUT;SG	N;NOM;MASC;SG
amt	hrabstwa	amt	hrabstwo	N;INDF;NEUT;SG	N;ACC;NEUT;SG
serien	szeregi	serie	szereg	N;DEF;MASC+FEM;SG	N;ACC;MASC;SG
serien	seria	serie	seria	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
data	dane	data	dana	N;INDF;NEUT;PL	N;NOM;FEM;PL
min	mój	min	mój	DET;MASC+FEM;SG;1	DET;NOM;MASC;SG;1
konge	króla	konge	król	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
konge	król	konge	król	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
finde	znajdź	finde	znaleźć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
finde	znaleźć	finde	znaleźć	V;NFIN;ACT	V;PFV;NFIN;ACT
periode	okres	periode	okres	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hende	ją	hun	on	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
antal	numer	antal	numer	N;INDF;NEUT;SG	N;NOM;MASC;SG
antal	liczba	antal	liczba	N;INDF;NEUT;SG	N;NOM;FEM;SG
international	international	international	international	ADJ;INDF;MASC+FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
international	międzynarodowe	international	międzynarodowy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
international	międzynarodowy	international	międzynarodowy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
international	międzynarodowa	international	międzynarodowy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
formand	przewodniczący	formand	przewodniczący	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
formand	prezes	formand	prezes	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
formand	prezydent	formand	prezydent	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
formand	przewodniczący	formand	przewodniczący	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
formand	prezes	formand	prezes	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
formand	przewodniczącego	formand	przewodniczący	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
internationale	międzynarodowych	international	międzynarodowy	ADJ;PL	ADJ;GEN;MASC;PL
stadion	stadion	stadion	stadion	N;INDF;NEUT;SG	N;NOM;MASC;SG
stadion	stadium	stadion	stadium	N;INDF;NEUT;SG	N;NOM;NEUT;SG
position	położenie	position	położenie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
position	stanowisko	position	stanowisko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
position	pozycja	position	pozycja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tredje	trzecia	tredje	trzeci	ADJ	ADJ;NOM;FEM;SG
tredje	trzeci	tredje	trzeci	ADJ	ADJ;NOM;MASC;SG
områder	regiony	område	regić	N;INDF;NEUT;PL	N;NOM;MASC;PL
områder	rejony	område	rejon	N;INDF;NEUT;PL	N;NOM;MASC;PL
områder	regionów	område	region	N;INDF;NEUT;PL	N;GEN;MASC;PL
områder	tereny	område	teren	N;INDF;NEUT;PL	N;NOM;MASC;PL
områder	obszary	område	obszar	N;INDF;NEUT;PL	N;NOM;MASC;PL
områder	obszarach	område	obszary	N;INDF;NEUT;PL	N;GEN;MASC;PL
områder	powierzchnie	område	powierzchnie	N;INDF;NEUT;PL	N;NOM;FEM;PL
hjælp	pomocy	hjælp	pomoc	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
beliggende	zlokalizowany	beliggende	zlokalizować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
beliggende	zlokalizowane	beliggende	zlokalizować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
angreb	atak	angreb	atak	N;INDF;NEUT;SG	N;NOM;MASC;SG
angreb	atak	angreb	atak	N;INDF;NEUT;SG	N;NOM;MASC;SG
angreb	napaść	angreb	napaść	N;INDF;NEUT;SG	N;ACC;FEM;SG
angreb	napad	angreb	napad	N;INDF;NEUT;SG	N;NOM;MASC;SG
betyder	oznacza	betyde	oznaczać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
betydning	znaczenie	betydning	znaczenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
betydning	znaczenie	betydning	znaczenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
betydning	rozumieniu	betydning	rozumienie	N;INDF;MASC+FEM;SG	N;IPFV;DAT;NEUT;SG
betydning	znaczenie	betydning	znaczenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rolle	rola	rolle	rola	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rolle	rolę	rolle	rola	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
rolle	roli	rolle	rola	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
begyndelsen	początku	begyndelse	początek	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
begyndelsen	początek	begyndelse	początek	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
leder	menadżer	leder	menadżer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	kierownik	leder	kierownik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	menedżer	leder	menedżer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	zarządca	leder	zarządca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	dowódca	leder	dowódca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	lider	leder	lider	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	przywódca	leder	przywódca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tage	weź	tage	wziąć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
tage	brać	tage	brać	V;NFIN;ACT	V;IPFV;NFIN;ACT
tage	bierz	tage	brać	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
perioden	okres	periode	okres	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
rapport	raport	rapport	raport	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rapport	sprawozdanie	rapport	sprawozdać	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rapport	zgłoszenie	rapport	zgłosić	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
albummet	album	album	album	N;DEF;NEUT;SG	N;NOM;MASC;SG
albummet	płyta	album	płyta	N;DEF;NEUT;SG	N;NOM;FEM;SG
moderne	nowoczesne	moderne	nowoczesny	ADJ	ADJ;NOM;NEUT;SG
moderne	nowoczesny	moderne	nowoczesny	ADJ	ADJ;NOM;MASC;SG
moderne	nowoczesna	moderne	nowoczesny	ADJ	ADJ;NOM;FEM;SG
moderne	nowoczesny	moderne	nowoczesny	ADJ	ADJ;NOM;MASC;SG
karriere	kariera	karriere	kariera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
karriere	kariery	karriere	kariera	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
karriere	karierę	karriere	kariera	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
karriere	kariera	karriere	kariera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
karriere	kariery	karriere	kariera	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
højde	wysokości	højde	wysokość	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
højde	wysokość	højde	wysokość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
højde	wysokości	højde	wysokość	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
højde	wzrost	højde	wzrost	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
højde	wysokość	højde	wysokość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
viser	pokazuje	vise	pokazywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
viser	wyświetla	vise	wyświetlać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
viser	pokazuje	vise	pokazywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
direkte	bezpośrednio	direkte	bezpośrednio	ADV	ADV
give	zapewnić	give	zapewnić	V;NFIN;ACT	V;PFV;NFIN;ACT
give	zapewniać	give	zapewniać	V;NFIN;ACT	V;IPFV;NFIN;ACT
give	dawać	give	dawać	V;NFIN;ACT	V;IPFV;NFIN;ACT
give	dajesz	give	dawać	V;NFIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
give	daj	give	dać	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
præsident	przewodniczący	præsident	przewodniczący	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
præsident	prezes	præsident	prezes	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
præsident	prezydent	præsident	prezydent	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
førte	doprowadziło	føre	doprowadzić	V;IND;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
haft	mial	have	mial	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
haft	miał	have	mieć	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
haft	miała	have	mieć	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
