από	de	από	de	ADP	ADP
αγώνα	race	αγώνας	race	N;ACC;MASC;SG	N;MASC;SG
αγώνα	match	αγώνας	match	N;ACC;MASC;SG	N;MASC;SG
αγώνα	luta	αγώνας	luta	N;ACC;MASC;SG	N;FEM;SG
αγώνα	briga	αγώνας	briga	N;ACC;MASC;SG	N;FEM;SG
αγώνα	combate	αγώνας	combate	N;ACC;MASC;SG	N;MASC;SG
αγώνα	fight	αγώνας	fight	N;ACC;MASC;SG	N;MASC;SG
γεγονός	acontecimento	γεγονός	acontecimento	N;NOM;NEUT;SG	N;MASC;SG
γεγονός	evento	γεγονός	evento	N;NOM;NEUT;SG	N;MASC;SG
γεγονός	fato	γεγονός	fato	N;NOM;NEUT;SG	N;MASC;SG
γεγονός	facto	γεγονός	facto	N;NOM;NEUT;SG	N;MASC;SG
σελίδα	pagina	σελίδα	pagina	N;NOM;FEM;SG	N;FEM;SG
σελίδα	página	σελίδα	página	N;NOM;FEM;SG	N;FEM;SG
σελίδα	page	σελίδα	pagar	N;NOM;FEM;SG	N;MASC;SG
θέμα	temática	θέμα	temático	N;NOM;NEUT;SG	N;FEM;SG
θέμα	tema	θέμα	tema	N;NOM;NEUT;SG	N;MASC;SG
θέμα	assunto	θέμα	assunto	N;NOM;NEUT;SG	N;MASC;SG
θέμα	objecto	θέμα	objecto	N;NOM;NEUT;SG	N;MASC;SG
ηλικία	idade	ηλικία	idade	N;NOM;FEM;SG	N;FEM;SG
χρησιμοποιείται	utilizada	χρησιμοποιώ	utilizar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
χρησιμοποιείται	usada	χρησιμοποιώ	usar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
χρησιμοποιείται	usado	χρησιμοποιώ	usar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
χρησιμοποιείται	utilizado	χρησιμοποιώ	utilizar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
πρώτα	primeiramente	πρώτα	primeiramente	ADV	ADV
πρώτα	primeiro	πρώτα	primeiro	ADV	ADV
μέγεθος	size	μέγεθος	sizer	N;NOM;NEUT;SG	N;MASC;SG
μέγεθος	tamanho	μέγεθος	tamanho	N;NOM;NEUT;SG	N;MASC;SG
μέγεθος	dimensão	μέγεθος	dimensão	N;NOM;NEUT;SG	N;FEM;SG
θεωρείται	considerada	θεωρώ	considerar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
θεωρείται	considerado	θεωρώ	considerar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
εδώ	aqui	εδώ	aqui	ADV	ADV
σημείο	ponto	σημείο	ponto	N;NOM;NEUT;SG	N;MASC;SG
σημείο	point	σημείο	point	N;NOM;NEUT;SG	N;MASC;SG
σχέση	relacionamento	σχέση	relacionamento	N;ACC;FEM;SG	N;MASC;SG
σχέση	relação	σχέση	relação	N;ACC;FEM;SG	N;FEM;SG
περίπτωση	case	περίπτωση	case	N;ACC;FEM;SG	N;MASC;SG
περίπτωση	caso	περίπτωση	caso	N;ACC;FEM;SG	N;MASC;SG
νέο	novo	νέος	novo	ADJ;ACC;NEUT;SG	ADJ;MASC;SG
νέο	nova	νέος	novo	ADJ;ACC;NEUT;SG	ADJ;FEM;SG
ήδη	já	ήδη	já	ADV	ADV
έτος	ano	έτος	ano	N;ACC;NEUT;SG	N;MASC;SG
σχεδόν	quase	σχεδόν	quase	ADV	ADV
σχεδόν	quase	σχεδόν	quase	ADV	ADV
ένωση	union	ένωση	union	N;NOM;FEM;SG	N;MASC;SG
ένωση	união	ένωση	união	N;NOM;FEM;SG	N;FEM;SG
ένωση	associação	ένωση	associação	N;NOM;FEM;SG	N;FEM;SG
ένωση	association	ένωση	association	N;NOM;FEM;SG	N;MASC;SG
περισσότερο	mais	πολύ	mais	ADV;CMPR	ADV
βασιλιά	king	βασιλιάς	king	N;ACC;MASC;SG	N;MASC;SG
βασιλιά	rei	βασιλιάς	rei	N;ACC;MASC;SG	N;MASC;SG
εκκλησία	igreja	εκκλησία	igreja	N;NOM;FEM;SG	N;FEM;SG
εκδόσεις	publicações	έκδοση	publicação	N;NOM;FEM;PL	N;FEM;PL
μουσείο	museu	μουσείο	museu	N;NOM;NEUT;SG	N;MASC;SG
συμμετοχή	participação	συμμετοχή	participação	N;NOM;FEM;SG	N;FEM;SG
συμμετοχή	envolvimento	συμμετοχή	envolvimento	N;NOM;FEM;SG	N;MASC;SG
συμμετοχή	participação	συμμετοχή	participação	N;NOM;FEM;SG	N;FEM;SG
δυο	duas	δύο	dois	NUM;NOM;PL	NUM
δυο	dois	δύο	dois	NUM;NOM;PL	NUM
μεγαλύτερη	maior	μεγάλος	grande	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;SG
μεγαλύτερη	maior	μεγάλος	grande	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;SG
μεγαλύτερη	maior	μεγάλος	grande	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;SG
πέθανε	morrer	πεθαίνω	morrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
πέθανε	morreu	πεθαίνω	morrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
πέθανε	faleceu	πεθαίνω	falecer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κόσμο	cosmo	κόσμος	cosmo	N;ACC;MASC;SG	N;MASC;SG
κόσμο	world	κόσμος	world	N;ACC;MASC;SG	N;MASC;SG
κόσμο	mundo	κόσμος	mundo	N;ACC;MASC;SG	N;MASC;SG
άτομα	indivíduos	άτομο	indivíduo	N;NOM;NEUT;PL	N;MASC;PL
άτομα	pessoas	άτομο	pessoa	N;NOM;NEUT;PL	N;FEM;PL
είδος	type	είδος	type	N;NOM;NEUT;SG	N;MASC;SG
είδος	tipo	είδος	tipo	N;NOM;NEUT;SG	N;MASC;SG
είδος	espécie	είδος	espécie	N;NOM;NEUT;SG	N;FEM;SG
μεγαλύτερο	maior	μεγάλος	grande	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;SG
μεγαλύτερο	maior	μεγάλος	grande	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;SG
χώρες	países	χώρα	país	N;NOM;FEM;PL	N;MASC;PL
χώρο	espaço	χώρος	espaço	N;ACC;MASC;SG	N;MASC;SG
χώρο	space	χώρος	space	N;ACC;MASC;SG	N;MASC;SG
σχολή	escola	σχολή	escola	N;NOM;FEM;SG	N;FEM;SG
εναντίον	contra	εναντίον	contra	ADP	ADP
τρία	tres	τρεις	tres	NUM;NOM;NEUT;PL	NUM
τρία	três	τρεις	três	NUM;NOM;NEUT;PL	NUM
χαρακτηριστικά	características	χαρακτηριστικός	característica	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	características	χαρακτηριστικός	característica	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	funcionalidades	χαρακτηριστικός	funcionalidade	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	atributos	χαρακτηριστικός	atributo	N;NOM;NEUT;PL	N;MASC;PL
όρος	termo	όρος	termo	N;NOM;MASC;SG	N;MASC;SG
όρος	monte	όρος	monte	N;NOM;MASC;SG	N;MASC;SG
όρος	mount	όρος	mount	N;NOM;MASC;SG	N;MASC;SG
όρος	condição	όρος	condição	N;NOM;MASC;SG	N;FEM;SG
όρος	estado	όρος	estado	N;NOM;MASC;SG	N;MASC;SG
ιδρύθηκε	fundado	ιδρύω	fundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ιδρύθηκε	fundou	ιδρύω	fundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
ιδρύθηκε	fundada	ιδρύω	fundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
βασιλιάς	king	βασιλιάς	king	N;NOM;MASC;SG	N;MASC;SG
βασιλιάς	rei	βασιλιάς	rei	N;NOM;MASC;SG	N;MASC;SG
παιδιά	rapazes	παιδί	rapaz	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	meninos	παιδί	menino	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	garotos	παιδί	garoto	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	crianças	παιδί	criança	N;NOM;NEUT;PL	N;FEM;PL
παιδιά	filhos	παιδί	filho	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	miúdos	παιδί	miúdo	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	tipos	παιδί	tipo	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	crianças	παιδί	criança	N;NOM;NEUT;PL	N;FEM;PL
παιδιά	filhos	παιδί	filho	N;NOM;NEUT;PL	N;MASC;PL
βραβείο	prémio	βραβείο	prémio	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	premio	βραβείο	premio	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	prêmio	βραβείο	prêmio	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	prémio	βραβείο	prémio	N;NOM;NEUT;SG	N;MASC;SG
βραβείο	prêmio	βραβείο	prêmio	N;NOM;NEUT;SG	N;MASC;SG
άρχισε	iniciado	αρχίζω	iniciar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
άρχισε	começou	αρχίζω	começar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
άρχισε	iniciou	αρχίζω	iniciar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
φαίνεται	parece	φαίνομαι	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
φαίνεται	parece	φαίνομαι	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αρχαία	antigo	αρχαίος	antigo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μήκος	comprimento	μήκος	comprimento	N;ACC;NEUT;SG	N;MASC;SG
κυκλοφόρησε	lançado	κυκλοφορώ	lançar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
κυκλοφόρησε	libertado	κυκλοφορώ	libertar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
κυκλοφόρησε	liberado	κυκλοφορώ	liberar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
κυκλοφόρησε	liberada	κυκλοφορώ	liberar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
κυκλοφόρησε	divulgado	κυκλοφορώ	divulgar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
κυκλοφόρησε	solto	κυκλοφορώ	solto	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
συμμετείχε	participou	συμμετέχω	participar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
χρονιά	ano	χρονιά	ano	N;ACC;FEM;SG	N;MASC;SG
παραγωγή	produção	παραγωγή	produção	N;NOM;FEM;SG	N;FEM;SG
ηθοποιός	atriz	ηθοποιός	atriz	N;NOM;MASC;SG	N;FEM;SG
ηθοποιός	actriz	ηθοποιός	actriz	N;NOM;MASC;SG	N;FEM;SG
ηθοποιός	ator	ηθοποιός	ator	N;NOM;MASC;SG	N;MASC;SG
ηθοποιός	actor	ηθοποιός	actor	N;NOM;MASC;SG	N;MASC;SG
ούτε	nem	ούτε	nem	CONJ	CONJ
δυνάμεις	potências	δύναμη	potências	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	poderes	δύναμη	poder	N;NOM;FEM;PL	N;MASC;PL
δυνάμεις	competências	δύναμη	competência	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	dosagens	δύναμη	dosagem	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	forcas	δύναμη	forca	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	forças	δύναμη	força	N;NOM;FEM;PL	N;FEM;PL
δεκαετία	década	δεκαετία	década	N;ACC;FEM;SG	N;FEM;SG
γνωστό	conhecida	γνωστός	conhecido	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
γνωστό	conhecido	γνωστός	conhecido	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
παγκόσμιο	global	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
βιβλίο	livro	βιβλίο	livro	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	intervalo	διάστημα	intervalo	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	espaço	διάστημα	espaço	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	space	διάστημα	space	N;NOM;NEUT;SG	N;MASC;SG
οικογένεια	família	οικογένεια	família	N;NOM;FEM;SG	N;FEM;SG
οικογένεια	familia	οικογένεια	familia	N;NOM;FEM;SG	N;FEM;SG
μέτρα	medidas	μέτρο	medida	N;NOM;NEUT;PL	N;FEM;PL
σημαίνει	significa	σημαίνω	significar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πέντε	cinco	πέντε	cinco	NUM;NOM;MASC;PL	NUM
παραπάνω	acima	παραπάνω	acima	ADV	ADV
υπουργός	ministro	υπουργός	ministro	N;NOM;MASC;SG	N;MASC;SG
υπουργός	ministra	υπουργός	ministra	N;NOM;MASC;SG	N;FEM;SG
σεζόν	temporada	σεζόν	temporada	N;ACC;FEM;SG	N;FEM;SG
σεζόν	época	σεζόν	época	N;ACC;FEM;SG	N;FEM;SG
πρότυπο	model	πρότυπο	model	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	modelo	πρότυπο	modelo	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	modelo	πρότυπο	modelo	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	estandarte	πρότυπο	estandarte	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	norma	πρότυπο	norma	N;NOM;NEUT;SG	N;FEM;SG
πρότυπο	padrão	πρότυπο	padrão	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	standard	πρότυπο	standard	N;NOM;NEUT;SG	N;MASC;SG
αριθμός	número	αριθμός	número	N;NOM;MASC;SG	N;MASC;SG
αριθμός	numero	αριθμός	numero	N;NOM;MASC;SG	N;MASC;SG
θάνατο	death	θάνατος	death	N;ACC;MASC;SG	N;MASC;SG
θάνατο	morte	θάνατος	morte	N;ACC;MASC;SG	N;FEM;SG
εταιρεία	empresa	εταιρεία	empresa	N;NOM;FEM;SG	N;FEM;SG
εταιρεία	company	εταιρεία	company	N;NOM;FEM;SG	N;MASC;SG
εταιρεία	companhia	εταιρεία	companhia	N;NOM;FEM;SG	N;FEM;SG
σώμα	body	σώμα	body	N;NOM;NEUT;SG	N;MASC;SG
σώμα	corpo	σώμα	corpo	N;NOM;NEUT;SG	N;MASC;SG
σώμα	corps	σώμα	corps	N;NOM;NEUT;SG	N;MASC;SG
πρωτεύουσα	capital	πρωτεύουσα	capital	N;NOM;FEM;SG	N;MASC;SG
σύνολο	total	σύνολο	total	N;NOM;NEUT;SG	N;MASC;SG
γνωστή	conhecida	γνωστός	conhecido	ADJ;NOM;FEM;SG	ADJ;FEM;SG
γνωστή	conhecido	γνωστός	conhecido	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κατάσταση	status	κατάσταση	status	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	estatuto	κατάσταση	estatuto	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	estado	κατάσταση	estado	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	situação	κατάσταση	situação	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	condição	κατάσταση	condição	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	estado	κατάσταση	estado	N;ACC;FEM;SG	N;MASC;SG
νησί	ilha	νησί	ilha	N;NOM;NEUT;SG	N;FEM;SG
επίπεδο	nivel	επίπεδο	nivel	N;NOM;NEUT;SG	N;MASC;SG
επίπεδο	nível	επίπεδο	nível	N;NOM;NEUT;SG	N;MASC;SG
επίπεδο	level	επίπεδο	level	N;NOM;NEUT;SG	N;MASC;SG
επιτυχία	êxito	επιτυχία	êxito	N;NOM;FEM;SG	N;MASC;SG
επιτυχία	sucesso	επιτυχία	sucesso	N;NOM;FEM;SG	N;MASC;SG
άλλους	outros	άλλος	outro	PRO;NOM;MASC;PL;3	PRO;MASC;PL
άλλους	outras	άλλος	outro	PRO;NOM;MASC;PL;3	PRO;FEM;PL
δημιουργία	criação	δημιουργία	criação	N;ACC;FEM;SG	N;FEM;SG
αρχή	início	αρχή	início	N;NOM;FEM;SG	N;MASC;SG
αρχή	início	αρχή	início	N;NOM;FEM;SG	N;MASC;SG
αρχή	começo	αρχή	começo	N;NOM;FEM;SG	N;MASC;SG
αρχή	princípio	αρχή	princípio	N;NOM;FEM;SG	N;MASC;SG
αρχή	principio	αρχή	principio	N;NOM;FEM;SG	N;MASC;SG
αρχή	autoridade	αρχή	autoridade	N;NOM;FEM;SG	N;FEM;SG
άδεια	licença	άδεια	licença	N;NOM;FEM;SG	N;FEM;SG
άδεια	permissão	άδεια	permissão	N;NOM;FEM;SG	N;FEM;SG
άδεια	licença	άδεια	licença	N;NOM;FEM;SG	N;FEM;SG
ανάπτυξη	desenvolvimento	ανάπτυξη	desenvolvimento	N;ACC;FEM;SG	N;MASC;SG
ανάπτυξη	evolução	ανάπτυξη	evolução	N;ACC;FEM;SG	N;FEM;SG
ανάπτυξη	crescimento	ανάπτυξη	crescimento	N;ACC;FEM;SG	N;MASC;SG
φάση	fase	φάση	fase	N;ACC;FEM;SG	N;FEM;SG
συγγραφέας	escritora	συγγραφέα	escritor	N;NOM;MASC;SG	N;FEM;SG
συγγραφέας	escritor	συγγραφέα	escritor	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	autor	συγγραφέα	autor	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	autora	συγγραφέα	autora	N;NOM;MASC;SG	N;FEM;SG
θάνατοι	óbitos	θάνατος	óbito	N;NOM;MASC;PL	N;MASC;PL
θάνατοι	mortes	θάνατος	morte	N;NOM;MASC;PL	N;FEM;PL
γ΄	iii	γ΄	iii	N	N;MASC;SG
τραγούδι	canção	τραγούδι	canção	N;NOM;NEUT;SG	N;FEM;SG
τραγούδι	song	τραγούδι	song	N;NOM;NEUT;SG	N;MASC;SG
κόρη	filha	κόρη	filha	N;NOM;FEM;SG	N;FEM;SG
πάλι	novamente	πάλι	novamente	ADV	ADV
επαρχία	província	επαρχία	província	N;NOM;FEM;SG	N;FEM;SG
άλλοι	outros	άλλος	outro	PRO;NOM;MASC;PL;3	PRO;MASC;PL
άλλοι	outras	άλλος	outro	PRO;NOM;MASC;PL;3	PRO;FEM;PL
κέρδισε	ganhar	κερδίζω	ganhar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
κέρδισε	vencer	κερδίζω	vencer	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
κέρδισε	venceu	κερδίζω	vencer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κέρδισε	ganhou	κερδίζω	ganhar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κέρδισε	ganhado	κερδίζω	ganhar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
βασίλειο	reino	βασίλειο	reino	N;NOM;NEUT;SG	N;MASC;SG
βασίλειο	kingdom	βασίλειο	kingdom	N;NOM;NEUT;SG	N;MASC;SG
σκοπό	finalidade	σκοπός	finalidade	N;ACC;MASC;SG	N;FEM;SG
σκοπό	objetivo	σκοπός	objetivo	N;ACC;MASC;SG	N;MASC;SG
σκοπό	objectivo	σκοπός	objectivo	N;ACC;MASC;SG	N;MASC;SG
σκοπό	propósito	σκοπός	propósito	N;ACC;MASC;SG	N;MASC;SG
γνωστός	conhecida	γνωστός	conhecido	ADJ;NOM;MASC;SG	ADJ;FEM;SG
γνωστός	conhecido	γνωστός	conhecido	ADJ;NOM;MASC;SG	ADJ;MASC;SG
γνωστός	conhecido	γνωστός	conhecido	ADJ;NOM;MASC;SG	ADJ;MASC;SG
πληροφορίες	informações	πληροφορία	informação	N;NOM;FEM;PL	N;FEM;PL
εθνικό	nacional	εθνικός	nacional	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
καριέρα	carreira	καριέρα	carreira	N;ACC;FEM;SG	N;FEM;SG
ποτέ	nunca	ποτέ	nunca	ADV	ADV
ποτέ	nunca	ποτέ	nunca	ADV	ADV
τέλη	honorários	τέλος	honorários	N;ACC;NEUT;PL	N;MASC;PL
τέλη	taxas	τέλος	taxa	N;ACC;NEUT;PL	N;FEM;PL
τέλη	honorários	τέλος	honorários	N;ACC;NEUT;PL	N;MASC;PL
πλευρά	lateral	πλευρά	lateral	N;ACC;FEM;SG	N;MASC;SG
πλευρά	lado	πλευρά	lado	N;ACC;FEM;SG	N;MASC;SG
πλευρά	side	πλευρά	side	N;ACC;FEM;SG	N;MASC;SG
διάφορες	diversos	διάφορος	diverso	ADJ;NOM;FEM;PL	ADJ;MASC;PL
ανήκει	pertence	ανήκω	pertencer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πρόγραμμα	programa	πρόγραμμα	programa	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	horário	πρόγραμμα	horário	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	agendamento	πρόγραμμα	agendamento	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	programação	πρόγραμμα	programação	N;NOM;NEUT;SG	N;FEM;SG
πρόγραμμα	programa	πρόγραμμα	programa	N;NOM;NEUT;SG	N;MASC;SG
χιλιόμετρα	quilómetros	χιλιόμετρο	quilómetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	milhas	χιλιόμετρο	milha	N;NOM;NEUT;PL	N;FEM;PL
χιλιόμετρα	quilómetros	χιλιόμετρο	quilómetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	quilômetros	χιλιόμετρο	quilômetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	quilómetros	χιλιόμετρο	quilómetro	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	quilômetros	χιλιόμετρο	quilômetro	N;NOM;NEUT;PL	N;MASC;PL
κάτοικοι	habitantes	κάτοικος	habitante	N;NOM;MASC;PL	N;PL
κάτοικοι	residentes	κάτοικος	residente	N;NOM;MASC;PL	N;MASC;PL
κάτοικοι	moradores	κάτοικος	morador	N;NOM;MASC;PL	N;MASC;PL
άρθρα	artigos	άρθρο	artigo	N;NOM;NEUT;PL	N;MASC;PL
τύπου	imprensa	τύπος	imprensa	N;GEN;MASC;SG	N;FEM;SG
τύπου	type	τύπος	type	N;GEN;MASC;SG	N;MASC;SG
τύπου	tipo	τύπος	tipo	N;GEN;MASC;SG	N;MASC;SG
δημοκρατία	república	δημοκρατία	república	N;NOM;FEM;SG	N;FEM;SG
δημοκρατία	democracia	δημοκρατία	democracia	N;NOM;FEM;SG	N;FEM;SG
πόλεμος	guerra	πόλεμος	guerra	N;NOM;MASC;SG	N;FEM;SG
πόλεμος	war	πόλεμος	war	N;NOM;MASC;SG	N;MASC;SG
εφημερίδα	jornal	εφημερίδα	jornal	N;NOM;FEM;SG	N;MASC;SG
μικρό	pequeno	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μικρό	pequena	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μικρό	pequeno	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μικρό	pequena	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τόπος	lugar	τόπος	lugar	N;NOM;MASC;SG	N;MASC;SG
τόπος	place	τόπος	place	N;NOM;MASC;SG	N;MASC;SG
τόπος	local	τόπος	local	N;NOM;MASC;SG	N;MASC;SG
τόπος	sítio	τόπος	sítio	N;NOM;MASC;SG	N;MASC;SG
τόπος	localização	τόπος	localização	N;NOM;MASC;SG	N;FEM;SG
ονομάζεται	chamada	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
ονομάζεται	chamado	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
συγκεκριμένα	especificamente	συγκεκριμένα	especificamente	ADV	ADV
είδη	espécies	είδος	espécie	N;NOM;NEUT;PL	N;FEM;PL
πηγή	fonte	πηγή	fonte	N;NOM;FEM;SG	N;FEM;SG
πηγή	origem	πηγή	origem	N;NOM;FEM;SG	N;FEM;SG
κάποιος	alguém	κάποιος	alguém	PRO;NOM;MASC;SG;3	PRO;MASC;SG
κάποιος	alguém	κάποιος	alguém	PRO;NOM;MASC;SG;3	PRO;MASC;SG
πρωταθλήματα	campeonatos	πρωτάθλημα	campeonato	N;NOM;NEUT;PL	N;MASC;PL
πατέρας	pai	πατέρα	pai	N;NOM;MASC;SG	N;MASC;SG
πατέρας	padre	πατέρα	padre	N;NOM;MASC;SG	N;MASC;SG
κατηγορίες	encargos	κατηγορία	encargo	N;NOM;FEM;PL	N;MASC;PL
κατηγορίες	cobranças	κατηγορία	cobrança	N;NOM;FEM;PL	N;FEM;PL
κατηγορίες	acusações	κατηγορία	acusação	N;NOM;FEM;PL	N;FEM;PL
κατηγορίες	débitos	κατηγορία	débito	N;NOM;FEM;PL	N;MASC;PL
κατηγορίες	categorias	κατηγορία	categoria	N;NOM;FEM;PL	N;FEM;PL
ποδόσφαιρο	soccer	ποδόσφαιρος	soccer	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	futebol	ποδόσφαιρος	futebol	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	football	ποδόσφαιρος	football	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	futebol	ποδόσφαιρος	futebol	N;NOM;NEUT;SG	N;MASC;SG
θέσεις	posições	θέση	posição	N;NOM;FEM;PL	N;FEM;PL
θέσεις	postagens	θέση	postagem	N;NOM;FEM;PL	N;FEM;PL
θέσεις	posts	θέση	postar	N;NOM;FEM;PL	N;MASC;PL
θέσεις	publicações	θέση	publicação	N;NOM;FEM;PL	N;FEM;PL
θέσεις	assentos	θέση	assento	N;NOM;FEM;PL	N;MASC;PL
θέσεις	lugares	θέση	lugar	N;NOM;FEM;PL	N;MASC;PL
θέσεις	bancos	θέση	banco	N;NOM;FEM;PL	N;MASC;PL
έκταση	escopo	έκταση	escopo	N;ACC;FEM;SG	N;MASC;SG
έκταση	âmbito	έκταση	âmbito	N;ACC;FEM;SG	N;MASC;SG
έκταση	extensão	έκταση	extensão	N;ACC;FEM;SG	N;FEM;SG
έκταση	area	έκταση	area	N;ACC;FEM;SG	N;FEM;SG
έκταση	área	έκταση	área	N;ACC;FEM;SG	N;FEM;SG
γενικά	geralmente	γενικά	geralmente	ADV	ADV
σημαντικό	importante	σημαντικός	importante	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
νίκη	win	νίκη	win	N;ACC;FEM;SG	N;MASC;SG
νίκη	vitória	νίκη	vitória	N;ACC;FEM;SG	N;FEM;SG
νίκη	vitoria	νίκη	vitoria	N;ACC;FEM;SG	N;FEM;SG
νίκη	victory	νίκη	victory	N;ACC;FEM;SG	N;MASC;SG
