dan	et	dan	et	CONJ	CONJ
pengguna	usager	penguna	usager	N;SG	N;MASC;SG
luas	région	luas	région	N;SG	N;FEM;SG
luas	zone	luas	zone	N;SG	N;FEM;SG
luas	domaine	luas	domaine	N;SG	N;MASC;SG
acara	évènement	acara	évènement	N;SG	N;MASC;SG
acara	événement	acara	événement	N;SG	N;MASC;SG
acara	evénement	acara	evénement	N;SG	N;MASC;SG
asal	origine	asal	origine	N;SG	N;FEM;SG
asal	origine	asal	origine	N;SG	N;FEM;SG
kapal	récipient	kapal	récipient	N;SG	N;MASC;SG
kapal	navire	kapal	navire	N;SG	N;MASC;SG
kapal	vaisseau	kapal	vaisseau	N;SG	N;MASC;SG
kapal	navire	kapal	navire	N;SG	N;MASC;SG
kapal	vaisseau	kapal	vaisseau	N;SG	N;MASC;SG
kapal	bateau	kapal	bateau	N;SG	N;MASC;SG
kapal	canot	kapal	canot	N;SG	N;MASC;SG
bermain	jouer	bermain	jouer	V;SG;ACT	V;NFIN
bermain	joue	bermain	jouer	V;SG;ACT	V;IND;SG;3;PRS;FIN
bermain	jouer	bermain	jouer	V;SG;ACT	V;NFIN
bermain	jouant	bermain	jouer	V;SG;ACT	V;PRS;V.PTCP
kelompok	groupe	kelompok	groupe	N;SG	N;MASC;SG
kelompok	amas	kelompok	amas	N;SG	N;MASC;SG
agama	religion	agama	religion	N;SG	N;FEM;SG
anda	tu	anda	il	PRO;SG;2;FORM	PRO;SG;2
anda	toi	anda	soi	PRO;SG;2;FORM	PRO;SG;2
anda	you	anda	you	PRO;SG;2;FORM	PRO;SG;2
memberikan	donnant	menberikan	donner	V;SG;ACT	V;PRS;V.PTCP
memberikan	accordant	menberikan	accorder	V;SG;ACT	V;PRS;V.PTCP
memberikan	octroyer	menberikan	octroyer	V;SG;ACT	V;NFIN
memberikan	donner	menberikan	donner	V;SG;ACT	V;NFIN
memberikan	donne	menberikan	donner	V;SG;ACT	V;IND;SG;3;PRS;FIN
eropa	europe	eropa	europe	N;SG	N;FEM;SG
lama	ancienne	lama	ancien	ADJ;SG	ADJ;FEM;SG
lama	ancien	lama	ancien	ADJ;SG	ADJ;MASC;SG
lama	vieux	lama	vieux	ADJ;SG	ADJ;MASC;SG
lama	vieille	lama	vieux	ADJ;SG	ADJ;FEM;SG
lama	longue	lama	long	ADJ;SG	ADJ;FEM;SG
lama	long	lama	long	ADJ;SG	ADJ;MASC;SG
batu	pierre	batu	pierre	N;SG	N;FEM;SG
batu	rock	batu	rock	N;SG	N;MASC;SG
wikipedia	wikipedia	wikipedia	wikipedia	N	N;FEM;SG
jiwa	ame	jiwa	ame	N;SG	N;FEM;SG
jiwa	soul	jiwa	soul	N;SG	N;MASC;SG
jiwa	âme	jiwa	âme	N;SG	N;FEM;SG
saja	uniquement	saja	uniquement	ADV	ADV
saja	seulement	saja	seulement	ADV	ADV
halaman	page	halaman	page	N;SG	N;FEM;SG
hukum	loi	hukum	loi	N;SG;ACT	N;FEM;SG
hukum	droit	hukum	droit	N;SG;ACT	N;MASC;SG
orbit	orbital	orbit	orbital	N	N;MASC;SG
orbit	orbite	orbit	orbite	N	N;FEM;SG
orbit	orbites	orbit	orbite	N	N;FEM;PL
orbit	orbites	orbit	orbite	N	N;FEM;PL
diterbitkan	émis	diterbitkan	émettre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diterbitkan	émise	diterbitkan	émettre	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diterbitkan	délivré	diterbitkan	délivrer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diterbitkan	publiée	diterbitkan	publier	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diterbitkan	publié	diterbitkan	publier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
masuk	connecter	masuk	connecter	V;SG;ACT	V;NFIN
pasukan	escouade	pasukan	escouade	N;SG	N;FEM;SG
pasukan	équipe	pasukan	équipe	N;SG	N;FEM;SG
pasukan	escadron	pasukan	escadron	N;SG	N;MASC;SG
pasukan	brigade	pasukan	brigade	N;SG	N;FEM;SG
pasukan	troupe	pasukan	troupe	N;SG	N;FEM;SG
dirilis	publié	dirilis	publier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dirilis	relâché	dirilis	relâcher	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dirilis	libéré	dirilis	libérer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
tokoh	caractère	tokoh	caractère	N;SG	N;MASC;SG
tokoh	personnage	tokoh	personnage	N;SG	N;MASC;SG
tokoh	chiffre	tokoh	chiffre	N;SG	N;MASC;SG
tokoh	figure	tokoh	figure	N;SG	N;FEM;SG
tanpa	sans	tanpa	sans	ADP	ADP
bangsa	nation	bangsa	nation	N;SG	N;FEM;SG
penghargaan	récompense	penhargaan	récompense	N;SG	N;FEM;SG
penghargaan	appréciation	penhargaan	appréciation	N;SG	N;FEM;SG
klub	club	klub	club	N;SG	N;MASC;SG
terkenal	fameux	terkenal	fameux	ADJ;SG;PASS	ADJ;MASC;SG
terkenal	célèbre	terkenal	célèbre	ADJ;SG;PASS	ADJ;MASC;SG
terkenal	notoire	terkenal	notoire	ADJ;SG;PASS	ADJ;MASC;SG
ketua	chef	ketua	chef	N;SG	N;MASC;SG
ketua	président	ketua	président	N;SG	N;MASC;SG
ketua	chaise	ketua	chaise	N;SG	N;FEM;SG
ketua	président	ketua	président	N;SG	N;MASC;SG
ketua	présidence	ketua	présidence	N;SG	N;FEM;SG
ketua	fauteuil	ketua	fauteuil	N;SG	N;MASC;SG
gunung	montagne	gunung	montagne	N;SG	N;FEM;SG
gunung	mont	gunung	mont	N;SG	N;MASC;SG
gunung	monture	gunung	monture	N;SG	N;FEM;SG
gunung	montagne	gunung	montagne	N;SG	N;FEM;SG
terbaik	meilleure	terbaik	meilleur	ADJ;RL;SG	ADJ;FEM;SG
terbaik	meilleur	terbaik	meilleur	ADJ;RL;SG	ADJ;MASC;SG
berbeda	diffère	berbeda	différer	V;SG;ACT	V;IND;SG;3;PRS;FIN
bintang	étoile	bintang	étoile	N;SG	N;FEM;SG
bintang	vedette	bintang	vedette	N;SG	N;FEM;SG
bintang	star	bintang	star	N;SG	N;FEM;SG
jalur	sentier	jalur	sentier	N;SG	N;MASC;SG
jalur	chemin	jalur	chemin	N;SG	N;MASC;SG
jalur	sillon	jalur	sillon	N;SG	N;MASC;SG
apa	quoi	apa	quoi	PRO	PRO
sesuatu	quelquechose	sesuatu	quelquechose	N;SG	N;MASC;SG
ibu	mère	ibu	mère	N;SG	N;FEM;SG
ibu	maman	ibu	maman	N;SG	N;FEM;SG
ibu	mère	ibu	mère	N;SG	N;FEM;SG
ibu	mere	ibu	merer	N;SG	N;FEM;SG
ibu	maman	ibu	maman	N;SG	N;FEM;SG
tingkat	taux	tingkat	taux	N;SG	N;MASC;SG
tingkat	tarif	tingkat	tarif	N;SG	N;MASC;SG
tingkat	niveau	tingkat	niveau	N;SG	N;MASC;SG
kereta	char	kereta	char	N;SG	N;MASC;SG
kereta	chariot	kereta	chariot	N;SG	N;MASC;SG
kereta	train	kereta	train	N;SG	N;MASC;SG
ruang	salle	ruang	salle	N;SG	N;FEM;SG
ruang	chambre	ruang	chambre	N;SG	N;FEM;SG
ruang	espace	ruang	espace	N;SG	N;MASC;SG
tinggal	reste	tinggal	rester	V;SG;ACT	V;IND;SG;3;PRS;FIN
tinggal	rester	tinggal	rester	V;SG;ACT	V;NFIN
empat	quatre	empat	quatre	NUM	NUM
ekonomi	économie	ekonomi	économie	N;SG	N;FEM;SG
ekonomi	economie	ekonomi	économie	N;SG	N;FEM;SG
ekonomi	économie	ekonomi	économie	N;SG	N;FEM;SG
ekonomi	economie	ekonomi	économie	N;SG	N;FEM;SG
organisasi	organisation	organisasi	organisation	N;SG	N;FEM;SG
organisasi	organisation	organisasi	organisation	N;SG	N;FEM;SG
bahan	ingrédient	bahan	ingrédient	N;SG	N;MASC;SG
bahan	matériel	bahan	matériel	N;SG	N;MASC;SG
bahan	matériau	bahan	matériau	N;SG	N;MASC;SG
bahan	ingrédient	bahan	ingrédient	N;SG	N;MASC;SG
api	feu	api	feu	N;SG	N;MASC;SG
api	incendie	api	incendie	N;SG	N;MASC;SG
api	api	api	api	N;SG	N;FEM;SG
api	api	api	api	N;SG	N;FEM;SG
ilmiah	scientifique	ilmiah	scientifique	ADJ;SG	ADJ;MASC;SG
video	vidéo	video	vidéo	N;SG	N;MASC;SG
video	video	video	video	N;SG	N;FEM;SG
terakhir	dernier	terakhir	dernier	ADJ;RL;SG	ADJ;MASC;SG
terakhir	dernière	terakhir	dernier	ADJ;RL;SG	ADJ;FEM;SG
angkatan	force	angkatan	force	N;SG	N;FEM;SG
angkatan	classe	angkatan	classe	N;SG	N;FEM;SG
dibuat	fait	dibuat	faire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuat	faite	dibuat	faire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuat	fabriqué	dibuat	fabriquer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuat	créée	dibuat	créer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuat	créé	dibuat	créer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuat	crée	dibuat	créer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
berkas	dossier	berkas	dossier	N;SG	N;MASC;SG
berkas	fichier	berkas	fichier	N;SG	N;MASC;SG
bekerja	travailler	bekerja	travailler	V;SG;ACT	V;NFIN
bekerja	travaillant	bekerja	travailler	V;SG;ACT	V;PRS;V.PTCP
bekerja	travailler	bekerja	travailler	V;SG;ACT	V;NFIN
militer	militaire	militer	militaire	ADJ;SG	ADJ;MASC;SG
putra	fils	putra	fils	N;SG	N;MASC;SG
putra	fiston	putra	fiston	N;SG	N;MASC;SG
langsung	directement	langsung	directement	ADV	ADV
langsung	directement	langsung	directement	ADV	ADV
kaki	patte	kaki	patte	N;SG	N;FEM;SG
kaki	cuisse	kaki	cuisser	N;SG	N;FEM;SG
kaki	jambe	kaki	jambe	N;SG	N;FEM;SG
kaki	foot	kaki	foot	N;SG	N;MASC;SG
kaki	pied	kaki	pied	N;SG	N;MASC;SG
grup	groupe	grup	groupe	N;SG	N;MASC;SG
rakyat	folk	rakyat	folk	N;SG	N;MASC;SG
label	label	label	label	N;SG	N;MASC;SG
label	étiquette	label	étiquette	N;SG	N;FEM;SG
kehidupan	vie	kehidupan	vie	N;SG	N;FEM;SG
mendapatkan	obtenir	mendapatkan	obtenir	V;SG;ACT	V;NFIN
website	site	website	site	N;SG	N;MASC;SG
kelurahan	faubourg	kelurahan	faubourg	N;SG	N;MASC;SG
kelurahan	banlieue	kelurahan	banlieue	N;SG	N;FEM;SG
terbentuk	formé	terbentuk	former	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terbentuk	formée	terbentuk	former	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditemukan	découvert	ditemukan	découvrir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditemukan	trouvée	ditemukan	trouver	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditemukan	trouvé	ditemukan	trouver	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditemukan	retrouvé	ditemukan	retrouver	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kurang	moins	kurang	moins	ADV;SG	ADV
informasi	information	informasi	information	N;SG	N;FEM;SG
makanan	nourriture	makanan	nourriture	N;SG	N;FEM;SG
makanan	alimentation	makanan	alimentation	N;SG	N;FEM;SG
makanan	repas	makanan	repas	N;SG	N;MASC;SG
web	web	web	web	N	N;MASC;SG
web	enchaînement	web	enchaînement	N	N;MASC;SG
catatan	remarque	catatan	remarque	N;SG	N;FEM;SG
catatan	note	catatan	note	N;SG	N;FEM;SG
mencapai	atteignant	mencapai	atteindre	V;SG;ACT	V;PRS;V.PTCP
mencapai	atteindre	mencapai	atteindre	V;SG;ACT	V;NFIN
mencapai	atteint	mencapai	atteindre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
cinta	amour	cinta	amour	N;SG	N;MASC;SG
biasa	habituel	biasa	habituel	ADJ;SG	ADJ;MASC;SG
biasa	habituelle	biasa	habituel	ADJ;SG	ADJ;FEM;SG
biasa	ordinaire	biasa	ordinaire	ADJ;SG	ADJ;MASC;SG
biasa	régulière	biasa	régulier	ADJ;SG	ADJ;FEM;SG
biasa	régulier	biasa	régulier	ADJ;SG	ADJ;MASC;SG
biasa	normale	biasa	normal	ADJ;SG	ADJ;FEM;SG
biasa	normal	biasa	normal	ADJ;SG	ADJ;MASC;SG
mungkin	surement	mungkin	surement	ADV	ADV
mungkin	probablement	mungkin	probablement	ADV	ADV
mungkin	sûrement	mungkin	sûrement	ADV	ADV
meninggal	morte	mentinggal	mourir	V;SG;ACT	V;FEM;SG;PST;V.PTCP
meninggal	décédé	mentinggal	décéder	V;SG;ACT	V;MASC;SG;PST;V.PTCP
meninggal	mort	mentinggal	mourir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
meninggal	décédée	mentinggal	décéder	V;SG;ACT	V;FEM;SG;PST;V.PTCP
meninggal	décédé	mentinggal	décéder	V;SG;ACT	V;MASC;SG;PST;V.PTCP
surat	courrier	surat	courrier	N;SG	N;MASC;SG
surat	mail	surat	mail	N;SG	N;MASC;SG
surat	lettre	surat	lettre	N;SG	N;FEM;SG
wanita	femme	wanita	femme	N;SG	N;FEM;SG
wanita	femme	wanita	femme	N;SG	N;FEM;SG
tubuh	organisme	tubuh	organisme	N;SG	N;MASC;SG
tubuh	carrosserie	tubuh	carrosserie	N;SG	N;FEM;SG
tubuh	organe	tubuh	organe	N;SG	N;MASC;SG
tubuh	corps	tubuh	corps	N;SG	N;MASC;SG
posisi	position	posisi	position	N;SG	N;FEM;SG
posisi	positionnement	posisi	positionnement	N;SG	N;MASC;SG
media	média	media	média	N;SG	N;MASC;SG
televisi	téléviseur	televisi	téléviseur	N;SG	N;MASC;SG
televisi	télévision	televisi	télévision	N;SG	N;FEM;SG
televisi	télé	televisi	télé	N;SG	N;FEM;SG
nya	lui	nya	lui	PRO	PRO;SG;3
nya	her	nya	her	PRO	PRO;SG;3
lisensi	licence	lisensi	licence	N;SG	N;FEM;SG
lisensi	licence	lisensi	licence	N;SG	N;FEM;SG
nomor	nombre	nomor	nombre	N;SG	N;MASC;SG
nomor	numéro	nomor	numéro	N;SG	N;MASC;SG
muncul	apparu	muncul	apparaître	V;SG;ACT	V;MASC;SG;PST;V.PTCP
muncul	apparut	muncul	apparaître	V;SG;ACT	V;IND;SG;3;PST;FIN
muncul	paru	muncul	paraître	V;SG;ACT	V;MASC;SG;PST;V.PTCP
muncul	parut	muncul	paraître	V;SG;ACT	V;IND;SG;3;PST;FIN
muncul	semblait	muncul	sembler	V;SG;ACT	V;IND;SG;3;IPFV;FIN
muncul	apparaître	muncul	apparaître	V;SG;ACT	V;NFIN
muncul	semble	muncul	sembler	V;SG;ACT	V;IND;SG;3;PRS;FIN
muncul	paraît	muncul	paraître	V;SG;ACT	V;IND;SG;3;PRS;FIN
muncul	apparaît	muncul	apparaître	V;SG;ACT	V;IND;SG;3;PRS;FIN
muncul	apparait	muncul	appraître	V;SG;ACT	V;IND;SG;3;PRS;FIN
zaman	eer	zaman	eer	N;SG	N;MASC;SG
zaman	époque	zaman	époque	N;SG	N;FEM;SG
khusus	spécifique	khusus	spécifique	ADJ;SG	ADJ;MASC;SG
khusus	spécial	khusus	spécial	ADJ;SG	ADJ;MASC;SG
khusus	spéciale	khusus	spécial	ADJ;SG	ADJ;FEM;SG
juara	championne	juara	champion	N;SG	N;FEM;SG
juara	champion	juara	champion	N;SG	N;MASC;SG
berarti	signifie	berarti	signifier	V;SG;ACT	V;IND;SG;3;PRS;FIN
alam	nature	alam	nature	N;SG	N;FEM;SG
penting	urgent	penting	urgent	ADJ;SG	ADJ;MASC;SG
penting	urgente	penting	urgent	ADJ;SG	ADJ;FEM;SG
penting	importante	penting	important	ADJ;SG	ADJ;FEM;SG
penting	important	penting	important	ADJ;SG	ADJ;MASC;SG
penting	essentiel	penting	essentiel	ADJ;SG	ADJ;MASC;SG
penting	indispensable	penting	indispensable	ADJ;SG	ADJ;MASC;SG
penting	essentielle	penting	essentiel	ADJ;SG	ADJ;FEM;SG
gelar	diplôme	gelar	diplôme	N;SG;ACT	N;MASC;SG
gelar	degré	gelar	degré	N;SG;ACT	N;MASC;SG
gelar	titre	gelar	titre	N;SG;ACT	N;MASC;SG
didirikan	fondé	didirikan	fonder	V;SG;PASS	V;MASC;SG;PST;V.PTCP
didirikan	fondée	didirikan	fonder	V;SG;PASS	V;FEM;SG;PST;V.PTCP
didirikan	établie	didirikan	établir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
didirikan	établi	didirikan	établir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
didirikan	érigée	didirikan	ériger	V;SG;PASS	V;FEM;SG;PST;V.PTCP
didirikan	érigé	didirikan	ériger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
mata	oeil	mata	oeil	N;SG	N;MASC;SG
mata	œil	mata	œil	N;SG	N;MASC;SG
mesin	machine	mesin	machine	N;SG	N;FEM;SG
mesin	moteur	mesin	moteur	N;SG	N;MASC;SG
mesin	machinerie	mesin	machinerie	N;SG	N;FEM;SG
kitab	livre	kitab	livre	N;SG	N;MASC;SG
kitab	ecriture	kitab	ecriture	N;SG	N;FEM;SG
dianggap	perçu	dianggap	percevoir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dianggap	perçue	dianggap	percevoir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dianggap	considérée	dianggap	considérer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dianggap	considéré	dianggap	considérer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
distrik	district	distrik	district	N;SG	N;MASC;SG
jaringan	réseautage	jaringan	réseautage	N;SG	N;MASC;SG
jaringan	réseau	jaringan	réseau	N;SG	N;MASC;SG
jaringan	reseau	jaringan	reseau	N;SG	N;MASC;SG
jaringan	réseau	jaringan	réseau	N;SG	N;MASC;SG
hubungan	relation	hubungan	relation	N;SG	N;FEM;SG
hubungan	relation	hubungan	relation	N;SG	N;FEM;SG
perempuan	femme	perempuan	femme	N;SG	N;FEM;SG
perempuan	femme	perempuan	femme	N;SG	N;FEM;SG
perempuan	femme	perempuan	femme	N;SG	N;FEM;SG
episode	épisodes	episode	épisode	N	N;MASC;PL
episode	épisode	episode	épisode	N	N;MASC;SG
episode	episode	episode	episoder	N	N;MASC;SG
piala	trophée	piala	trophée	N;SG	N;MASC;SG
piala	trophy	piala	trophy	N;SG	N;MASC;SG
piala	gobelet	piala	gobelet	N;SG	N;MASC;SG
piala	tasse	piala	tasse	N;SG	N;FEM;SG
piala	coupe	piala	coupe	N;SG	N;FEM;SG
kegiatan	activité	kegiatan	activité	N;SG	N;FEM;SG
minor	mineur	minor	mineur	N	N;MASC;SG
istilah	terme	istilah	terme	N;SG	N;MASC;SG
budaya	culture	budaya	culture	N;SG	N;FEM;SG
stadion	stade	stadion	stade	N;SG	N;MASC;SG
merah	roux	merah	roux	ADJ;SG	ADJ;MASC;SG
merah	rouge	merah	rouge	ADJ;SG	ADJ;MASC;SG
permukaan	surface	permukaan	surface	N;SG	N;FEM;SG
terutama	particulièrement	terutama	particulièrement	ADV;RL;SG	ADV
terutama	spécialement	terutama	spécialement	ADV;RL;SG	ADV
terutama	principalement	terutama	principalement	ADV;RL;SG	ADV
terutama	essentiellement	terutama	essentiellement	ADV;RL;SG	ADV
terutama	principalement	terutama	principalement	ADV;RL;SG	ADV
terutama	particulièrement	terutama	particulièrement	ADV;RL;SG	ADV
terutama	surtout	terutama	surtout	ADV;RL;SG	ADV
terutama	spécialement	terutama	spécialement	ADV;RL;SG	ADV
lima	cinq	lima	cinq	NUM	NUM
pantai	plage	pantai	plage	N;SG	N;FEM;SG
pantai	plage	pantai	plage	N;SG	N;FEM;SG
teknologi	technologie	teknologi	technologie	N;SG	N;FEM;SG
menyatakan	déclarer	mennyatakan	déclarer	V;SG;ACT	V;NFIN
menyatakan	déclare	mennyatakan	déclarer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyatakan	déclare	mennyatakan	déclarer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyatakan	proclame	mennyatakan	proclamer	V;SG;ACT	V;IND;SG;3;PRS;FIN
cerita	récit	cerita	récit	N;SG	N;MASC;SG
penerbangan	vol	penterbangan	vol	N;SG	N;MASC;SG
penerbangan	aviation	penterbangan	aviation	N;SG	N;FEM;SG
dewan	planche	dewan	planche	N;SG	N;FEM;SG
dewan	conseil	dewan	conseil	N;SG	N;MASC;SG
liga	liga	liga	liga	N;SG	N;FEM;SG
liga	league	liga	league	N;SG	N;MASC;SG
liga	ligue	liga	ligue	N;SG	N;FEM;SG
tujuan	objectif	tujuan	objectif	N;SG	N;MASC;SG
tujuan	but	tujuan	but	N;SG	N;MASC;SG
tujuan	destination	tujuan	destination	N;SG	N;FEM;SG
tujuan	objet	tujuan	objet	N;SG	N;MASC;SG
tujuan	finalité	tujuan	finalité	N;SG	N;FEM;SG
tujuan	but	tujuan	but	N;SG	N;MASC;SG
tujuan	objectif	tujuan	objectif	N;SG	N;MASC;SG
tujuan	objectif	tujuan	objectif	N;SG	N;MASC;SG
penyanyi	chanteur	pennyanyi	chanteur	N;SG	N;MASC;SG
penyanyi	chanteuse	pennyanyi	chanteur	N;SG	N;FEM;SG
bangunan	batiment	bangunan	batiment	N;SG	N;MASC;SG
bangunan	immeuble	bangunan	immeuble	N;SG	N;MASC;SG
bangunan	bâtiment	bangunan	bâtiment	N;SG	N;MASC;SG
periode	période	periode	période	N;SG	N;FEM;SG
seni	art	seni	art	N;SG	N;MASC;SG
pertandingan	correspondance	pertandingan	correspondance	N;SG	N;FEM;SG
pertandingan	allumette	pertandingan	allumette	N;SG	N;FEM;SG
pertandingan	match	pertandingan	match	N;SG	N;MASC;SG
pangeran	prince	pangeran	prince	N;SG	N;MASC;SG
melawan	contre	menlawan	contre	ADP;SG;ACT	ADP
bergabung	joindre	bergabung	joindre	V;SG;ACT	V;NFIN
bergabung	adhérer	bergabung	adhérer	V;SG;ACT	V;NFIN
bergabung	rejoindre	bergabung	rejoindre	V;SG;ACT	V;NFIN
bergabung	rejoint	bergabung	rejoindre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
bergabung	rejoint	bergabung	rejoindre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
bergabung	rejoindre	bergabung	rejoindre	V;SG;ACT	V;NFIN
badan	organisme	badan	organisme	N;SG	N;MASC;SG
badan	carrosserie	badan	carrosserie	N;SG	N;FEM;SG
badan	organe	badan	organe	N;SG	N;MASC;SG
badan	corps	badan	corps	N;SG	N;MASC;SG
badan	agence	badan	agence	N;SG	N;FEM;SG
jenderal	général	jenderal	général	N;SG	N;MASC;SG
pembangunan	developpement	penbangunan	developpement	N;SG	N;MASC;SG
pembangunan	développement	penbangunan	développement	N;SG	N;MASC;SG
pembangunan	construction	penbangunan	construction	N;SG	N;FEM;SG
mengalami	expérimentée	menalami	expérimenté	V;SG;ACT	V;FEM;SG;PST;V.PTCP
putih	blanche	putih	blanc	ADJ;SG	ADJ;FEM;SG
menemukan	découverte	mentemukan	découvrir	V;SG;ACT	V;FEM;SG;PST;V.PTCP
menemukan	découvrir	mentemukan	découvrir	V;SG;ACT	V;NFIN
menemukan	découvert	mentemukan	découvrir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
menemukan	trouver	mentemukan	trouver	V;SG;ACT	V;NFIN
menemukan	trouvée	mentemukan	trouver	V;SG;ACT	V;FEM;SG;PST;V.PTCP
menemukan	trouvé	mentemukan	trouver	V;SG;ACT	V;MASC;SG;PST;V.PTCP
menemukan	retrouvé	mentemukan	retrouver	V;SG;ACT	V;MASC;SG;PST;V.PTCP
teknik	ingénierie	teknik	ingénierie	N;SG	N;FEM;SG
teknik	génie	teknik	génie	N;SG	N;MASC;SG
pecahan	fraction	pecahan	fraction	N;SG	N;FEM;SG
melihat	afficher	menlihat	afficher	V;SG;ACT	V;NFIN
melihat	vue	menlihat	voir	V;SG;ACT	V;FEM;SG;PST;V.PTCP
melihat	voir	menlihat	voir	V;SG;ACT	V;NFIN
melihat	visualiser	menlihat	visualiser	V;SG;ACT	V;NFIN
industri	industrie	industri	industrie	N;SG	N;FEM;SG
agung	grande	agung	grand	ADJ;SG	ADJ;FEM;SG
agung	génial	agung	génial	ADJ;SG	ADJ;MASC;SG
agung	grand	agung	grand	ADJ;SG	ADJ;MASC;SG
agung	suprême	agung	suprême	ADJ;SG	ADJ;MASC;SG
tentara	soldat	tentara	soldat	N;SG	N;MASC;SG
tentara	armée	tentara	armée	N;SG	N;FEM;SG
gambar	photo	gambar	photo	N;SG	N;FEM;SG
gambar	image	gambar	image	N;SG	N;FEM;SG
gambar	image	gambar	image	N;SG	N;FEM;SG
gambar	dessin	gambar	dessin	N;SG	N;MASC;SG
gambar	tirage	gambar	tirage	N;SG	N;MASC;SG
bank	banque	bank	banque	N;SG	N;FEM;SG
nilai	taux	nilai	taux	N;SG	N;MASC;SG
nilai	tarif	nilai	tarif	N;SG	N;MASC;SG
nilai	valeur	nilai	valeur	N;SG	N;FEM;SG
diberikan	accordé	diberikan	accorder	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diberikan	octroyé	diberikan	octroyer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diberikan	accordée	diberikan	accorder	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diberikan	donné	diberikan	donner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diberikan	décerné	diberikan	décerner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diberikan	attribué	diberikan	attribuer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diberikan	récompensé	diberikan	récompenser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
menerima	recevant	menterima	recevoir	V;SG;ACT	V;PRS;V.PTCP
menerima	recevoir	menterima	recevoir	V;SG;ACT	V;NFIN
menerima	reçois	menterima	recevoir	V;SG;ACT	V;IND;SG;1;PRS;FIN
menerima	recevoir	menterima	recevoir	V;SG;ACT	V;NFIN
menerima	accepte	menterima	accepter	V;SG;ACT	V;IND;SG;3;PRS;FIN
menerima	accepte	menterima	accepter	V;SG;ACT	V;IND;SG;3;PRS;FIN
menerima	accepter	menterima	accepter	V;SG;ACT	V;NFIN
band	groupe	band	groupe	N	N;MASC;SG
band	orchestre	band	orchestre	N	N;MASC;SG
band	bande	band	bande	N	N;FEM;SG
band	bandes	band	bande	N	N;FEM;PL
band	groupes	band	groupe	N	N;MASC;PL
guru	maitre	guru	maître	N;SG	N;MASC;SG
guru	master	guru	master	N;SG	N;MASC;SG
guru	maître	guru	maître	N;SG	N;MASC;SG
guru	professeur	guru	professeur	N;SG	N;MASC;SG
guru	enseignant	guru	enseignant	N;SG	N;MASC;SG
guru	institutrice	guru	instituteur	N;SG	N;FEM;SG
guru	enseignant	guru	enseignant	N;SG	N;MASC;SG
kawasan	région	kawasan	région	N;SG	N;FEM;SG
kawasan	zone	kawasan	zone	N;SG	N;FEM;SG
kawasan	domaine	kawasan	domaine	N;SG	N;MASC;SG
kawasan	région	kawasan	région	N;SG	N;FEM;SG
background	fond	background	fond	N	N;MASC;SG
background	contexte	background	contexte	N	N;MASC;SG
dimulai	commencé	dimulai	commencer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimulai	démarré	dimulai	démarrer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimulai	commencée	dimulai	commencer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
