und	och	und	och	CONJ	CONJ
arbeit	arbete	arbeit	arbete	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
arbeit	work	arbeit	work	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arbeit	arbetsmarknad	arbeit	arbetsmarknad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arbeit	arbetarpartiet	arbeit	arbetarparti	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
arbeit	arbetskraft	arbeit	arbetskraft	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arbeit	arbetarpartiet	arbeit	arbetarparti	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
arbeit	arbetskraft	arbeit	arbetskraft	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vielleicht	kanske	vielleicht	kanske	ADV	ADV
vielleicht	kanske	vielleicht	kanske	ADV	ADV
alles	allting	alle	allting	PRO;NOM;INDF;NEUT;SG	PRO;INDF;NEUT;SG
oft	frekvent	oft	frekvent	ADV	ADV
oft	ofta	oft	ofta	ADV	ADV
oft	ofta	oft	ofta	ADV	ADV
oft	frekvent	oft	frekvent	ADV	ADV
landkreis	county	landkreis	county	N	N;NOM;INDF;NEUT;SG
landkreis	länet	landkreis	län	N	N;NOM;DEF;NEUT;SG
landkreis	län	landkreis	län	N	N;NOM;INDF;NEUT;SG
landkreis	landkreis	landkreis	landkreis	N	N;NOM;INDF;MASC+FEM;SG
landkreis	distriktet	landkreis	distrikt	N	N;NOM;DEF;NEUT;SG
landkreis	valdistrikt	landkreis	valdistrikt	N	N;NOM;INDF;NEUT;PL
landkreis	distrikt	landkreis	distrikt	N	N;NOM;INDF;NEUT;SG
führte	leddes	führen	leda	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
führte	ledde	führen	leda	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
kategorie	kategori	kategorie	kategori	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kategorie	kategorin	kategorie	kategori	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
bedeutung	relevant	bedeutung	relevant	ADJ	ADJ;NOM;INDF;NEUT;SG
gilt	gäller	gelten	gälla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
relevant	relevant	relevant	relevant	ADJ	ADJ;NOM;INDF;NEUT;SG
relevant	relevanta	relevant	relevant	ADJ	ADJ;NOM;PL
relevant	relevant	relevant	relevant	ADJ	ADJ;NOM;INDF;NEUT;SG
welt	world	welt	world	N;NOM;FEM;SG	N;NOM;NEUT;SG
welt	värld	welt	värld	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
welt	världen	welt	värld	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
welt	globe	welt	globe	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
welt	globen	welt	glob	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
viel	mycket	viel	mycket	ADV	ADV
insbesondere	särskilt	insbesondere	särskilt	ADV	ADV
insbesondere	speciellt	insbesondere	speciell	ADV	ADV
insbesondere	särskilt	insbesondere	särskilt	ADV	ADV
haus	house	haus	house	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
haus	huset	haus	hus	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
haus	hus	haus	hus	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
haus	hus	haus	hus	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
haus	hem	haus	hem	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
haus	hemmet	haus	hem	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
haus	home	haus	home	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
fand	hittades	finden	hitta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
fand	hittas	finden	hitta	V;IND;SG;3;PST;FIN	V;NFIN;PASS
fand	hittade	finden	hitta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
meist	vanligtvis	meist	vanligtvis	ADV	ADV
meist	vanligen	meist	vanligen	ADV	ADV
meist	oftast	meist	ofta	ADV	ADV;RL
meist	mest	meist	mycket	ADV	ADV;RL
meist	oftast	meist	ofta	ADV	ADV;RL
meist	mest	meist	mycket	ADV	ADV;RL
findet	finner	finden	finna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
findet	hittar	finden	hitta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
lang	långa	lang	lång	ADJ	ADJ;NOM;PL
lang	lång	lang	lång	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
besonders	särskilt	besonders	särskilt	ADV	ADV
besonders	speciellt	besonders	speciell	ADV	ADV
besonders	särskilt	besonders	särskilt	ADV	ADV
besonders	speciellt	besonders	speciell	ADV	ADV
deutsch	tysk	deutsch	tysk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
deutsch	tyskt	deutsch	tysk	ADJ	ADJ;NOM;INDF;NEUT;SG
lange	långt	lange	långt	ADV	ADV
lange	länge	lange	länge	ADV	ADV
begriff	fras	begreifen	fra	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
begriff	term	begreifen	term	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
begriff	termen	begreifen	term	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
begriff	begreppet	begreifen	begrepp	N;MASC;SG	N;NOM;DEF;NEUT;SG
begriff	koncept	begreifen	koncept	N;MASC;SG	N;NOM;INDF;NEUT;SG
begriff	konceptet	begreifen	koncept	N;MASC;SG	N;NOM;DEF;NEUT;SG
gegründet	grundats	gründen	grunda	V;V.PTCP	V;V.CVB;PASS
gegründet	grundades	gründen	grunda	V;V.PTCP	V;IND;PST;FIN;PASS
gegründet	bildas	gründen	bilda	V;V.PTCP	V;IND;FIN;PASS
gegründet	bildade	gründen	bilda	V;V.PTCP	V;IND;PST;FIN;ACT
gegründet	bildats	gründen	bilda	V;V.PTCP	V;V.CVB;PASS
gegründet	bildades	gründen	bilda	V;V.PTCP	V;IND;PST;FIN;PASS
website	webbplatsen	websit	pebbplats	N;SG	N;NOM;DEF;MASC+FEM;SG
website	webbsida	websit	webbsida	N;SG	N;NOM;INDF;MASC+FEM;SG
website	hemsidan	websit	hemsida	N;SG	N;NOM;DEF;MASC+FEM;SG
website	hemsida	websit	hemsida	N;SG	N;NOM;INDF;MASC+FEM;SG
website	webbplats	websit	pebbplats	N;SG	N;NOM;INDF;MASC+FEM;SG
website	webbplatsen	websit	pebbplats	N;SG	N;NOM;DEF;MASC+FEM;SG
website	site	websit	site	N;SG	N;NOM;INDF;MASC+FEM;SG
website	webbplats	websit	pebbplats	N;SG	N;NOM;INDF;MASC+FEM;SG
folge	follow	folge	follo	N;NOM;FEM;SG	N
folge	avsnitt	folge	avsnitt	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
folge	episod	folge	episod	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
folge	ordningsföljd	folge	ordningsföljd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
folge	sekvens	folge	sekvens	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
folge	sekvensen	folge	sekvens	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
arbeitete	fungerade	arbeiten	fungera	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
arbeitete	arbetade	arbeiten	arbeta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
arbeitete	jobbat	arbeiten	jobba	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
arbeitete	jobbade	arbeiten	jobba	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
arbeitete	funkade	arbeiten	funka	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
arbeitete	arbetat	arbeiten	arbeta	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
arbeitete	samarbetade	arbeiten	samarbetad	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
erhalten	mottagen	erhalten	mottag	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erhalten	mottagna	erhalten	motta	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
erhalten	mottagande	erhalten	motta	ADJ;V.PTCP	ADJ;NOM;PRS;V.PTCP
erhalten	bevarade	erhalten	bevara	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
erhalten	konserverade	erhalten	konservera	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
erhalten	bevarat	erhalten	bevara	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erhalten	bevarad	erhalten	bevara	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erhalten	konserverad	erhalten	konserverad	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erhalten	få	erhalten	få	ADJ;V.PTCP	ADJ;NOM;INDF;PL
einwohner	invånare	einwohner	invånare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
einwohner	innevånare	einwohner	innevånare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
einwohner	invånare	einwohner	invånare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
innerhalb	inomhus	innerhalb	inomhus	ADV	ADV
innerhalb	inne	innerhalb	inne	ADV	ADV
führt	leder	führen	leda	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
studierte	studerade	studieren	studera	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
eigentlich	egentligen	eigentlich	egentligen	ADV	ADV
eigentlich	faktiskt	eigentlich	faktisk	ADV	ADV
alten	forntida	alt	forntida	ADJ;NOM;MASC;PL	ADJ;NOM
alten	gamla	alt	gammal	ADJ;NOM;MASC;PL	ADJ;NOM;PL
kinder	kinder	kinder	kinda	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
kinder	ungar	kinder	unge	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
kinder	barn	kinder	barn	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
kinder	barn	kinder	barn	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
gerade	rakt	gerade	rak	ADV	ADV
gerade	bara	gerade	bara	ADV	ADV
weg	borta	weg	borta	ADV	ADV
weg	iväg	weg	iväg	ADV	ADV
weg	bort	weg	bort	ADV	ADV
regie	regi	Regie	regi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
regie	regi	Regie	regi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sechs	sex	sechs	sex	NUM	NUM;NOM
verschiedenen	avvikande	verschieden	avvikande	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
verschiedenen	olika	verschieden	olik	ADJ;NOM;PL	ADJ;NOM;PL
verschiedenen	olika	verschieden	olik	ADJ;NOM;PL	ADJ;NOM;PL
museum	museum	museum	museum	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
museum	museet	museum	museet	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
musik	music	musik	music	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
musik	musikåret	musik	musikår	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
musik	musik	musik	musik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wenig	litet	wenig	litet	ADV	ADV
pro	per	pro	per	ADP	ADP
möglich	möjligt	möglich	möjlig	ADJ	ADJ;NOM;INDF;NEUT;SG
möglich	möjlig	möglich	möjlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
möglich	möjliga	möglich	möjlig	ADJ	ADJ;NOM;PL
thema	ämne	thema	ämne	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
thema	ämnet	thema	ämne	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
thema	tema	thema	tema	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
thema	emission	thema	emission	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
thema	föremål	thema	föremål	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
thema	ämne	thema	ämne	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
stehen	står	stehen	stå	V;NFIN	V;IND;PRS;FIN;ACT
stehen	stå	stehen	stå	V;NFIN	V;IMP;FIN;ACT
rolle	rulle	roll	rulle	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rolle	rollen	roll	roll	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
rolle	roll	roll	roll	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rolle	rulle	roll	rulle	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
damals	sedan	damals	sedan	ADV	ADV
damals	sen	damals	sen	ADV	ADV
damals	då	damals	då	ADV	ADV
werk	werk	werk	werk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
werk	arbete	werk	arbete	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
werk	work	werk	work	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
werk	fabriken	werk	fabrik	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
werk	fabrik	werk	fabrik	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
werk	factory	werk	factory	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gewünscht	önskas	wünschen	önska	V;V.PTCP	V;NFIN;PASS
gewünscht	sökes	wünschen	söka	V;V.PTCP	V;IND;PRS;FIN;PASS
gewünscht	önskade	wünschen	önska	V;V.PTCP	V;NOM;PL;PST;V.PTCP
gewünscht	begärde	wünschen	begära	V;V.PTCP	V;IND;PST;FIN;ACT
entwicklung	utvecklingen	entwicklung	utveckling	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
entwicklung	utveckling	entwicklung	utveckling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
entwicklung	evolutionen	entwicklung	evolution	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
entwicklung	evolution	entwicklung	evolution	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
entwicklung	utveckling	entwicklung	utveckling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
entwicklung	utvecklingen	entwicklung	utveckling	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
meine	mitt	mein	jag	PRO;NOM;FEM;SG	PRO;DEF;NEUT;SG
meine	min	mein	jag	PRO;NOM;FEM;SG	PRO;DEF;MASC+FEM;SG
bau	byggverksamhet	bau	byggverksamhet	N;SG	N;NOM;INDF;MASC+FEM;SG
bau	konstruktion	bau	konstruktion	N;SG	N;NOM;INDF;MASC+FEM;SG
vater	farsan	vater	farsan	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vater	pappa	vater	pappa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vater	husse	vater	husse	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vater	pappa	vater	pappa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vater	far	vater	far	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vater	fader	vater	far	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vater	fadern	vater	far	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vater	pappa	vater	pappa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sehen	see	sehen	see	V;NFIN	V;IMP;FIN;ACT
sehen	se	sehen	se	V;NFIN	V;IMP;FIN;ACT
bleibt	återstår	bleiben	återstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bleibt	kvarstår	bleiben	kvarstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bleibt	stannar	bleiben	stanna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
schule	skola	schule	skola	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
schule	skolan	schule	skola	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
schule	skolgång	schule	skolgång	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
jeder	någon	jed	någon	PRO;NOM;INDF;MASC;SG	PRO;INDF;MASC+FEM;SG
archivierung	arkivering	archivierung	arkivering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
archivierung	arkiv	archivierung	arkiv	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
archivierung	arkiv	archivierung	arkiv	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
dorf	byn	dorf	byn	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
dorf	by	dorf	by	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dorf	village	dorf	village	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
gesperrt	blockeras	sperren	blockera	V;V.PTCP	V;IND;PRS;FIN;PASS
stark	starka	stark	stark	ADJ	ADJ;NOM;PL
stark	stark	stark	stark	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
stark	stark	stark	stark	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
gewählt	markerade	wählen	markera	V;V.PTCP	V;NOM;PL;PST;V.PTCP
gewählt	röstat	wählen	rösta	V;V.PTCP	V;V.CVB;ACT
gewählt	röstade	wählen	rösta	V;V.PTCP	V;IND;PST;FIN;ACT
gewählt	röstades	wählen	rösta	V;V.PTCP	V;IND;PST;FIN;PASS
oben	överst	oben	överst	ADV	ADV;RL
oben	ovan	oben	ovan	ADV	ADV
oben	ovanför	oben	ovanför	ADV	ADV
spielen	spela	spielen	spela	V;NFIN	V;IMP;FIN;ACT
spielen	leker	spielen	leka	V;NFIN	V;IND;PRS;FIN;ACT
spielen	spelar	spielen	spela	V;NFIN	V;IND;PRS;FIN;ACT
spielen	spela	spielen	spela	V;NFIN	V;IMP;FIN;ACT
spielen	leka	spielen	leka	V;NFIN	V;IMP;FIN;ACT
weiß	vet	wissen	veta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
weiß	vet	wissen	veta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
amt	kontor	amt	kontor	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
amt	kontoret	amt	kontor	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
amt	office	amt	office	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
blieb	stannat	bleiben	stanna	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
blieb	stannade	bleiben	stanna	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
blieb	förblev	bleiben	förbleva	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
blieb	kvarstod	bleiben	kvarstod	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
blieb	återstod	bleiben	återstod	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sogar	även	sogar	även	ADV	ADV
sowohl	både	sowohl	både	CONJ	CONJ
seiten	page	seiten	page	V;NFIN	V;IMP;FIN;ACT
wer	vem	wer	vem	PRO;NOM;SG	PRO;INDF;MASC+FEM;SG
kleine	små	klein	liten	ADJ;NOM;FEM;PL	ADJ;NOM;PL
version	version	version	version	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
version	versionen	version	version	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
international	internationell	international	internationell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
international	internationella	international	internationell	ADJ	ADJ;NOM;PL
international	internationellt	international	internationell	ADJ	ADJ;NOM;INDF;NEUT;SG
international	internationellt	international	internationell	ADJ	ADJ;NOM;INDF;NEUT;SG
tage	dagarna	tagen	dag	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
tage	dagar	tagen	dag	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
somit	därav	somit	därav	ADV	ADV
somit	således	somit	således	ADV	ADV
somit	alltså	somit	alltså	ADV	ADV
somit	sålunda	somit	sålunda	ADV	ADV
somit	alltså	somit	alltså	ADV	ADV
somit	därför	somit	därför	ADV	ADV
werke	fabriker	werk	fabrik	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
werke	fabrikerna	werk	fabrik	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
offizielle	officiella	offiziell	officiell	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kommen	kommer	kommen	komma	V;NFIN	V;IND;PRS;FIN;ACT
kommen	kom	kommen	komma	V;NFIN	V;IMP;FIN;ACT
kommen	komma	kommen	komma	V;NFIN	V;IMP;FIN;ACT
kommen	kommer	kommen	komma	V;NFIN	V;IND;PRS;FIN;ACT
deutlich	klart	deutlich	klar	ADJ	ADJ;NOM;INDF;NEUT;SG
deutlich	tydlig	deutlich	tydlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
deutlich	klart	deutlich	klar	ADJ	ADJ;NOM;INDF;NEUT;SG
deutlich	tydligt	deutlich	tydlig	ADJ	ADJ;NOM;INDF;NEUT;SG
weniger	mindre	weniger	lite	ADV	ADV;CMPR
weniger	mindre	weniger	lite	ADV	ADV;CMPR
deshalb	därav	deshalb	därav	ADV	ADV
deshalb	alltså	deshalb	alltså	ADV	ADV
deshalb	därför	deshalb	därför	ADV	ADV
autor	författaren	autor	författare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
autor	upphovsman	autor	upphovsman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
müssen	måste	müssen	måste	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
wirklich	verkligen	wirklich	verkligen	ADV	ADV
wirklich	verkligen	wirklich	verkligen	ADV	ADV
genau	exakt	genau	exakt	ADV	ADV
genau	just	genau	just	ADV	ADV
genau	exakt	genau	exakt	ADV	ADV
genau	precis	genau	precis	ADV	ADV
genau	exakt	genau	exakt	ADV	ADV
spiel	gameplay	spielen	gameplay	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
spiel	spel	spielen	spel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
spiel	spelet	spielen	spel	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
spiel	game	spielen	game	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
spiel	match	spielen	match	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
spiel	vilt	spielen	vilja	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
spiel	games	spielen	games	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
spiel	spel	spielen	spel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
spiel	pjäs	spielen	pjäs	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
spiel	play	spielen	play	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
spiel	matchning	spielen	matchning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
spiel	match	spielen	match	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
teilweise	delvis	teilweise	delvis	ADV	ADV
teilweise	delvis	teilweise	delvis	ADV	ADV
teilweise	delvis	teilweise	delvis	ADV	ADV
serie	serie	serie	serie	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
serie	serien	serie	serien	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
serie	serie	serie	serie	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wechselte	bytte	wechseln	byta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
erreichte	nås	erreichen	nå	V;IND;SG;3;PST;FIN	V;IND;FIN;PASS
erreichte	nåtts	erreichen	nåta	V;IND;SG;3;PST;FIN	V;V.CVB;PASS
erreichte	uppnådde	erreichen	uppnå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
verschiedene	avvikande	verschieden	avvikande	ADJ;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
verschiedene	olika	verschieden	olik	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verschiedene	olika	verschieden	olik	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schweizer	schweiziska	schweizer	schweizisk	ADJ	ADJ;NOM;PL
schweizer	schweizisk	schweizer	schweizisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
natürlich	naturligt	natürlich	naturlig	ADJ	ADJ;NOM;INDF;NEUT;SG
jemand	någon	jemand	någon	PRO;NOM;INDF;SG	PRO;INDF;MASC+FEM;SG
jemand	någon	jemand	någon	PRO;NOM;INDF;SG	PRO;INDF;MASC+FEM;SG
jemand	nån	jemand	nån	PRO;NOM;INDF;SG	PRO;INDF;MASC+FEM;SG
jemand	någon	jemand	någon	PRO;NOM;INDF;SG	PRO;INDF;MASC+FEM;SG
jemand	nån	jemand	nån	PRO;NOM;INDF;SG	PRO;INDF;MASC+FEM;SG
arbeiten	arbeta	arbeiten	arbeta	V;NFIN	V;IMP;FIN;ACT
arbeiten	jobba	arbeiten	jobba	V;NFIN	V;IMP;FIN;ACT
arbeiten	jobbar	arbeiten	jobba	V;NFIN	V;IND;PRS;FIN;ACT
arbeiten	arbeta	arbeiten	arbeta	V;NFIN	V;IMP;FIN;ACT
arbeiten	fungerar	arbeiten	fungera	V;NFIN	V;IND;PRS;FIN;ACT
arbeiten	arbetar	arbeiten	arbeta	V;NFIN	V;IND;PRS;FIN;ACT
arbeiten	funkar	arbeiten	funka	V;NFIN	V;IND;PRS;FIN;ACT
arbeiten	arbetar	arbeiten	arbeta	V;NFIN	V;IND;PRS;FIN;ACT
arbeiten	fungerar	arbeiten	fungera	V;NFIN	V;IND;PRS;FIN;ACT
tag	taggen	tagen	tagg	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
tag	tagg	tagen	tagg	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tag	dag	tagen	dag	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tag	dagen	tagen	dag	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
tag	day	tagen	day	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
entstand	framkom	entstehen	framkom	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
entstand	framkommit	entstehen	framkomma	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
entstand	uppkom	entstehen	uppkomma	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
entstand	uppstod	entstehen	uppstå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lässt	låter	lassen	låta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
errichtet	byggde	errichten	bygga	V;V.PTCP	V;IND;PST;FIN;ACT
literatur	litterär	literatur	litterär	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
literatur	litterära	literatur	litterär	ADJ	ADJ;NOM;PL
einsatz	användning	einsatz	användning	N	N;NOM;INDF;MASC+FEM;SG
eigene	egna	eigen	egen	ADJ;NOM;FEM;PL	ADJ;NOM;PL
millionen	miljoner	million	miljon	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
millionen	miljoner	million	miljon	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
