年	سال	年	سال	N	N;SG
角	نقطه	角	نقطه	N	N;SG
角	پوینت	角	پوینت	N	N;SG
天文	رصد	天文	رصد	N	N;SG
天文	رصدخانه	天文	رصدخانه	N	N;SG
歌	نغمه	歌	نغمه	N	N;SG
歌	ترانه	歌	ترانه	N	N;SG
歌	اهنگ	歌	اهنگ	N	N;SG
歌	آهنگ	歌	آهنگ	N	N;SG
歌	آواز	歌	آواز	N	N;SG
圖	نمودار	圖	نمودار	N	N;SG
圖	گراف	圖	گراف	N	N;SG
圖	نمودار	圖	نمودار	N	N;SG
圖	چارت	圖	چارت	N	N;SG
圖	شکل	圖	شکل	N	N;SG
灣	کوو	灣	کوو	N	N;SG
灣	کاو	灣	کاو	N	N;SG
灣	خلیج	灣	None	N	N;SG
民主	دمکراسی	民主	دمکراسی	N	N;SG
民主	دموکراسی	民主	None	N	N;SG
寺	پرستشگاه	寺	پرستشگاه	N	N;SG
寺	عبادتگاه	寺	عبادتگاه	N	N;SG
寺	معبد	寺	None	N	N;SG
寺	تمپل	寺	تمپل	N	N;SG
戰	رزم	戰	رزم	N	N;SG
戰	کارزار	戰	کارزار	N	N;SG
戰	بتل	戰	بتل	N	N;SG
戰	نبرد	戰	None	N	N;SG
戰	جنگ	戰	جنگ	N	N;SG
戰	جنگی	戰	جنگی	N	N;SG
電視	تلویزیون	電視	تلویزیون	N	N;SG
口	دهان	口	دهان	N	N;SG
口	دهن	口	دهن	N	N;SG
委員	تصدی	委員	تصدی	N	N;SG
委員	کمیسیون	委員	کمیسیون	N	N;SG
編輯	ویرایش	編輯	ویرایش	N	N;SG
編輯	تدوین	編輯	تدوین	N	N;SG
編輯	ویرایش	編輯	ویرایش	N	N;SG
編輯	ویرایشگر	編輯	ویرایشگر	N	N;SG
青	چینگ	青	چینگ	N	N;SG
路線	مسیرهای	路線	مسیر	N	N;PL
路線	مسیرها	路線	مسیر	N	N;PL
路線	مسیر	路線	مسیر	N	N;SG
年度	سال	年度	سال	N	N;SG
附近	نزدیکی	附近	نزدیک	N	N;SG
附近	مجاور	附近	مجاور	N	N;SG
歌手	خوانندگان	歌手	خواننده	N	N;PL
歌手	خواننده	歌手	خواننده	N	N;SG
店	فروشگاه	店	فروشگاه	N	N;SG
店	خرید	店	خرید	N	N;SG
店	فروشی	店	فروشی	N	N;SG
店	مغازه	店	مغازه	N	N;SG
店	shop	店	shop	N	N;SG
店	فروشگاه	店	فروشگاه	N	N;SG
店	ذخیره	店	ذخیره	N	N;SG
二十	بیست	二十	بیست	NUM	NUM
組織	سازمان	組織	سازمان	N	N;SG
組織	سازماندهی	組織	سازماندهی	N	N;SG
組織	سازمان	組織	سازمان	N	N;SG
組織	سازماندهی	組織	سازماندهی	N	N;SG
組織	بافت	組織	بافت	N	N;SG
組織	بافتی	組織	بافت#باب	N	N;SG
組織	بافتهای	組織	بافت	N	N;PL
組織	تقسیم	組織	تقسیم	N	N;SG
組織	واحد	組織	واحد	N	N;SG
教授	پروفسور	教授	پروفسور	N	N;SG
教授	پرفسور	教授	پرفسور	N	N;SG
盃	فنجان	盃	None	N	N;SG
盃	جامی	盃	جام	N	N;SG
盃	کاپ	盃	کاپ	N	N;SG
盃	جام	盃	جام	N	N;SG
八	هشت	八	هشت	NUM	NUM
文字	متن	文字	متن	N	N;SG
民族	قومیت	民族	قومیت	N	N;SG
主席	جوبالند	主席	جوبالند	N	N;SG
文物	آثار	文物	اثر	N	N;PL
女子	زن	女子	زن	N	N;SG
女子	زنی	女子	زن	N	N;SG
選	برداشتن	選	برداشت	N	N;SG
世紀	قرن	世紀	قرن	N	N;SG
世紀	قرنه	世紀	قرنه	N	N;SG
世紀	سده	世紀	سده	N	N;SG
票	بلیط	票	بلیط	N	N;SG
票	بلیت	票	بلیت	N	N;SG
票	بلیط	票	بلیط	N	N;SG
票	بلیت	票	بلیت	N	N;SG
動畫	انیمه	動畫	انیمه	N	N;SG
關係	رابطه	關係	رابطه	N	N;SG
關係	روابط	關係	رابطه	N	N;PL
關係	نسبتی	關係	نسبت	N	N;SG
關係	ارتباط	關係	ارتباط	N	N;SG
關係	رابطه	關係	رابطه	N	N;SG
關係	روابط	關係	رابطه	N	N;PL
關係	رابطه	關係	رابطه	N	N;SG
能力	ظرفیت	能力	ظرفیت	N	N;SG
能力	گنجایش	能力	گنجایش	N	N;SG
能力	توانایی	能力	توانایی	N	N;SG
能力	قابلیت	能力	قابلیت	N	N;SG
能力	قابلیت	能力	قابلیت	N	N;SG
能力	گشایش	能力	گشایش	N	N;SG
能力	قابلیت	能力	قابلیت	N	N;SG
網站	سایت	網站	سایت	N	N;SG
網站	وبگاه	網站	وبگاه	N	N;SG
網站	وبسایت	網站	وبسایت	N	N;SG
網站	سایت	網站	سایت	N	N;SG
網站	وبسایتهای	網站	وبسایت	N	N;PL
頭	هد	頭	هد	N	N;SG
頭	سر	頭	سر	N	N;SG
個人	شخصی	個人	شخص	N	N;SG
個人	شخصی	個人	شخص	N	N;SG
個人	فرد	個人	فرد	N	N;SG
學生	دانشجویان	學生	دانشجو	N	N;PL
學生	محصل	學生	محصل	N	N;SG
學生	شاگرد	學生	شاگرد	N	N;SG
學生	دانشجو	學生	دانشجو	N	N;SG
鎮	قریه	鎮	قریه	N	N;SG
鎮	شهر	鎮	شهر	N	N;SG
鎮	شهرک	鎮	شهرک	N	N;SG
南部	جنوب	南部	جنوب	N	N;SG
南部	جنوبی	南部	جنوبی	N	N;SG
南部	ساوت	南部	ساوت	N	N;SG
南部	جنوب	南部	جنوب	N	N;SG
南部	جنوبی	南部	جنوبی	N	N;SG
語言	زبانهای	語言	زبان	N	N;PL
語言	زبانها	語言	زبان	N	N;PL
語言	زبان	語言	زبان	N	N;SG
語言	زبان	語言	زبان	N	N;SG
模式	حالتهای	模式	حالت	N	N;PL
模式	الگو	模式	الگو	N	N;SG
模式	الگوها	模式	الگو	N	N;PL
模式	حالت	模式	حالت	N	N;SG
方向	مسیرها	方向	مسیر	N	N;PL
方向	قبله	方向	قبله	N	N;SG
方法	متد	方法	متد	N	N;SG
方法	روش	方法	روش	N	N;SG
方法	روشهای	方法	روش	N	N;PL
死	مرده	死	مرده	N	N;SG
死	مردن	死	مردن	N	N;SG
死	مردگان	死	مرده	N	N;PL
甚至	حتی	甚至	حتی	ADV	ADV
只	فقط	只	فقط	ADV	ADV
食	خوردن	食	خوردن	N	N;SG
食	خوری	食	خوری	N	N;SG
獨立	استقلال	獨立	استقلال	N	N;SG
獨立	استقلالی	獨立	استقلالی	N	N;SG
社會	اجتماع	社會	None	N	N;SG
社會	جامعه	社會	جامعه	N	N;SG
社會	انجمن	社會	انجمن	N	N;SG
社會	جوامع	社會	جامعه	N	N;PL
社會	سوسیال	社會	سوسیال	N	N;SG
兩	دو	兩	دو	NUM	NUM
公尺	متری	公尺	متری	N	N;SG
公尺	متر	公尺	متر	N	N;SG
公尺	کنتور	公尺	کنتور	N	N;SG
公尺	متر	公尺	متر	N	N;SG
公尺	متر	公尺	متر	N	N;SG
鐵路	ریل	鐵路	ریل	N	N;SG
居民	ساکنین	居民	ساکنین	N	N;PL
居民	یاران	居民	یار	N	N;PL
功能	کارکرد	功能	None	N	N;SG
功能	تابع	功能	None	N	N;SG
功能	ویژگیها	功能	ویژگی	N	N;PL
功能	ویژگیهای	功能	ویژگی	N	N;PL
功能	تابعی	功能	تابعی	N	N;SG
功能	ویژگی	功能	ویژگی	N	N;SG
功能	کارآمدی	功能	کارآمدی	N	N;SG
聯盟	یونیون	聯盟	یونیون	N	N;SG
聯盟	اتحادیه	聯盟	اتحادیه	N	N;SG
聯盟	اتحاد	聯盟	اتحاد	N	N;SG
聯盟	لیگ	聯盟	لیگ	N	N;SG
聯盟	ائتلاف	聯盟	ائتلاف	N	N;SG
聯盟	وصلت	聯盟	وصلت	N	N;SG
聯盟	اتحاد	聯盟	اتحاد	N	N;SG
聯盟	الفت	聯盟	الفت	N	N;SG
聯盟	ائتلاف	聯盟	ائتلاف	N	N;SG
再次	دوباره	再次	دوباره	ADV	ADV
網	تار	網	تار	N	N;SG
網	وب	網	وب	N	N;SG
網	وبی	網	وبی	N	N;SG
網	شبکه	網	شبکه	N	N;SG
網	network	網	network	N	N;SG
網	تور	網	تور	N	N;SG
網	net	網	net	N	N;SG
量	کمیت	量	کمیت	N	N;SG
演員	گچ	演員	گچ	N	N;SG
演員	بازیگران	演員	بازیگر	N	N;PL
演員	بازیگر	演員	بازیگر	N	N;SG
演員	actress	演員	actress	N	N;SG
演員	هنرپیشه	演員	هنرپیشه	N	N;SG
演員	بازیگر	演員	بازیگر	N	N;SG
演員	actor	演員	actor	N	N;SG
全球	گلوب	全球	گلوب	N	N;SG
全球	سراسری	全球	سراسری	N	N;SG
全球	جهانی	全球	جهانی	N	N;SG
全球	گلوبال	全球	گلوبال	N	N;SG
北部	شمالی	北部	شمالی	N	N;SG
北部	نورث	北部	نورث	N	N;SG
北部	شمال	北部	شمال	N	N;SG
北部	شمالی	北部	شمالی	N	N;SG
北部	شمال	北部	شمال	N	N;SG
運動	اسپرت	運動	اسپرت	N	N;SG
運動	اسپورت	運動	اسپورت	N	N;SG
運動	ورزشی	運動	ورزشی	N	N;SG
運動	ورزش	運動	ورزش	N	N;SG
運動	sport	運動	sport	N	N;SG
運動	اسپورت	運動	اسپورت	N	N;SG
運動	ورزش	運動	ورزش	N	N;SG
運動	ورزشی	運動	ورزشی	N	N;SG
運動	ورزشکار	運動	ورزشکار	N	N;SG
運動	جنبش	運動	جنبش	N	N;SG
運動	تحرک	運動	تحرک	N	N;SG
運動	نهضت	運動	نهضت	N	N;SG
草	چمن	草	None	N	N;SG
草	چمنی	草	چمنی	N	N;SG
草	علف	草	None	N	N;SG
直到	تا	直到	تا	ADP	ADP
名字	نام	名字	نام	N	N;SG
戰爭	جنگ	戰爭	جنگ	N	N;SG
戰爭	جنگی	戰爭	جنگی	N	N;SG
戰爭	جنگها	戰爭	جنگ	N	N;PL
作曲	نگارش	作曲	نگارش	N	N;SG
作曲	سرودن	作曲	سرودن	N	N;SG
作曲	نگارش	作曲	نگارش	N	N;SG
作曲	تألیف	作曲	تألیف	N	N;SG
溪	کریک	溪	کریک	N	N;SG
溪	نهر	溪	نهر	N	N;SG
紅	رد	紅	رد	N	N;SG
紅	قرمز	紅	قرمز	N	N;SG
紅	سرخ	紅	سرخ	N	N;SG
唱片	ضبط	唱片	None	N	N;SG
安全	ایمن	安全	None	N	N;SG
安全	امان	安全	امان	N	N;SG
安全	امن	安全	None	N	N;SG
安全	ایمن	安全	None	N	N;SG
安全	امن	安全	None	N	N;SG
學院	آکادمی	學院	آکادمی	N	N;SG
學院	فرهنگستان	學院	فرهنگست	N	N;SG
學院	کالج	學院	None	N	N;SG
學院	دانشکده	學院	دانشکده	N	N;SG
學院	دانشگاه	學院	دانشگاه	N	N;SG
學院	دانشگاهی	學院	دانشگاهی	N	N;SG
勝	شنگ	勝	شنگ	N	N;SG
原因	دلایل	原因	دلیل	N	N;PL
原因	دلیلی	原因	دلیل	N	N;SG
原因	علت	原因	علت	N	N;SG
原因	دلیل	原因	دلیل	N	N;SG
原因	علت	原因	علت	N	N;SG
原因	دلیل	原因	دلیل	N	N;SG
原因	cause	原因	cause	N	N;SG
辛	گناه	辛	گناه	N	N;SG
辛	sin	辛	sin	N	N;SG
辛	گناهی	辛	گناه	N	N;SG
辛	ژین	辛	ژین	N	N;SG
法律	حقوق	法律	حق	N	N;PL
法律	قانون	法律	قانون	N	N;SG
法律	قوانین	法律	قانون	N	N;PL
革命	انقلابی	革命	انقلاب	N	N;SG
革命	انقلاب	革命	انقلاب	N	N;SG
時代	زمانهای	時代	زمان	N	N;PL
時代	دفعات	時代	دفعه	N	N;PL
時代	تایمز	時代	تایمز	N	N;SG
男性	ذکور	男性	None	N	N;SG
男性	مذکر	男性	None	N	N;SG
男性	نر	男性	نر	N	N;SG
男性	مردانی	男性	مردانی	N	N;PL
男性	مردها	男性	مرد	N	N;PL
男性	مردان	男性	مرد	N	N;PL
形式	فرم	形式	None	N	N;SG
形式	شکل	形式	شکل	N	N;SG
形式	قالب	形式	قالب	N	N;SG
形式	قالبی	形式	قالبی	N	N;SG
基本	پایه	基本	پایه	N	N;SG
基本	پکیج	基本	پکیج	N	N;SG
基本	بیسیک	基本	بیسیک	N	N;SG
單位	واحدها	單位	واحد	N	N;PL
單位	یگان	單位	یهان	N	N;SG
單位	یکای	單位	یکا	N	N;SG
單位	واحد	單位	واحد	N	N;SG
單位	یکا	單位	یکا	N	N;SG
科技	فناوری	科技	فناوری	N	N;SG
科技	تکنولوژی	科技	None	N	N;SG
科技	فناوری	科技	فناوری	N	N;SG
科技	متخصصین	科技	متخصصین	N	N;PL
科技	تکنولوژی	科技	None	N	N;SG
青年	جوانی	青年	جوانی	N	N;SG
青年	جوانان	青年	جوان	N	N;PL
流	جریان	流	جریان	N	N;SG
流	جریان	流	جریان	N	N;SG
流	نهرها	流	نهر	N	N;PL
流	جویبارها	流	جویبار	N	N;PL
流	رودها	流	رود	N	N;PL
流	جریان	流	جریان	N	N;SG
流	جریانی	流	جریان	N	N;SG
結果	عاقبت	結果	None	N	N;SG
結果	نتیجه	結果	نتیجه	N	N;SG
結果	نتایج	結果	نتیجه	N	N;PL
結果	نتیجه	結果	نتیجه	N	N;SG
結果	نتایجی	結果	None	N	N;PL
結果	نتیجه	結果	نتیجه	N	N;SG
結果	حاصل	結果	حاصل	N	N;SG
教	تدریس	教	تدریس	N	N;SG
教	آموزش	教	آموزش	N	N;SG
教	تدریس	教	تدریس	N	N;SG
體	بدن	體	بدن	N	N;SG
體	بدنی	體	بدنی	N	N;SG
體	بدنه	體	بدنه	N	N;SG
體	جسم	體	جسم	N	N;SG
體	b	體	b	N	N;SG
球隊	تیمهای	球隊	تیم	N	N;PL
球隊	تیم	球隊	تیم	N	N;SG
球隊	تیمی	球隊	تیم	N	N;SG
左	چپ	左	چپ	N	N;SG
戴	دای	戴	دا	N	N;SG
戴	پوشیدن	戴	پوشیدن	N	N;SG
自然	natural	自然	natural	N	N;SG
自然	سرشت	自然	None	N	N;SG
自然	طبیعت	自然	طبیعت	N	N;SG
新	نو	新	نو	ADJ	ADJ
新	جدید	新	جدید	ADJ	ADJ
經濟	اقتصاد	經濟	اقتصاد	N	N;SG
經濟	اقتصادی	經濟	اقتصادی	N	N;SG
經濟	اقتصاد	經濟	اقتصاد	N	N;SG
快速	روزه	快速	روزه	N	N;SG
學	یادگیری	學	یادگیری	N	N;SG
學	یادگیری	學	یادگیری	N	N;SG
職業	حرفه	職業	None	N	N;SG
職業	شغل	職業	شغل	N	N;SG
職業	حرفه	職業	None	N	N;SG
職業	شغلی	職業	شغلی	N	N;SG
職業	شغل	職業	شغل	N	N;SG
職業	اشغال	職業	اشغال	N	N;SG
團	هنگ	團	هنگ	N	N;SG
相同	همسان	相同	همسان	ADJ	ADJ
相同	منطبق	相同	None	ADJ	ADJ
類	رده	類	رده	N	N;SG
類	ردۀ	類	ردۀ	N	N;SG
類	کلاس	類	کلاس	N	N;SG
類	طبقاتی	類	None	N	N;PL
類	class	類	class	N	N;SG
類	کلاسی	類	کلاسی	N	N;SG
兵	سرباز	兵	سرباز	N	N;SG
兵	سربازی	兵	سربازی	N	N;SG
分鐘	دقیقه	分鐘	دقیقه	N	N;SG
分鐘	دقایقی	分鐘	None	N	N;PL
分鐘	دقیقه	分鐘	دقیقه	N	N;SG
發	موی	發	مو	N	N;SG
發	مو	發	مو	N	N;SG
發	موها	發	مو	N	N;PL
政策	سیاست	政策	سیاست	N	N;SG
政策	سیاستهای	政策	سیاست	N	N;PL
銀	نقره	銀	نقره	N	N;SG
銀	سیمین	銀	سیمین	N	N;SG
銀	سیلور	銀	سیلور	N	N;SG
日期	تاریخ	日期	تاریخ	N	N;SG
日期	تاریخهای	日期	تاریخ	N	N;PL
單曲	اختصاص	單曲	اختصاص	N	N;SG
單曲	تکآهنگ	單曲	تکآهنگ	N	N;SG
單曲	تکنفره	單曲	تکنفره	N	N;SG
單曲	مجرد	單曲	مجرد	N	N;SG
普通	معمولی	普通	معمولی	ADJ	ADJ
男子	مردانی	男子	مردانی	N	N;PL
男子	مردها	男子	مرد	N	N;PL
男子	مردان	男子	مرد	N	N;PL
共和	جمهوری	共和	جمهوری	N	N;SG
理由	دلایل	理由	دلیل	N	N;PL
理由	دلیلی	理由	دلیل	N	N;SG
理由	علت	理由	علت	N	N;SG
理由	دلیل	理由	دلیل	N	N;SG
交流	معاوضه	交流	معاوضه	N	N;SG
交流	تبادل	交流	تبادل	N	N;SG
交流	مبادله	交流	مبادله	N	N;SG
公分	سانتیمتر	公分	سانتیمتر	N	N;SG
標準	معیار	標準	معیار	N	N;SG
標準	معیارهای	標準	معیار	N	N;PL
標準	استانداردها	標準	استاندارد	N	N;PL
標準	استانداردهای	標準	استاندارد	N	N;PL
標準	فرقان	標準	فرقان	N	N;SG
標準	معیار	標準	معیار	N	N;SG
標準	ملاک	標準	None	N	N;SG
標準	استاندارد	標準	استاندارد	N	N;SG
行動	کنش	行動	None	N	N;SG
行動	اکشن	行動	اکشن	N	N;SG
行動	اقدام	行動	اقدام	N	N;SG
行動	عمل	行動	عمل	N	N;SG
行動	عملیات	行動	عملیات	N	N;PL
行動	عمل	行動	عمل	N	N;SG
行動	کنش	行動	None	N	N;SG
博士	دکتری	博士	دکتری	N	N;SG
博士	داکتر	博士	داکتر	N	N;SG
博士	دکتر	博士	دکتر	N	N;SG
尾	تیل	尾	تیل	N	N;SG
尾	دم	尾	دم	N	N;SG
尾	دمش	尾	دمش	N	N;SG
熱帶	گرمسیری	熱帶	گرمسیری	N	N;SG
議員	سناتور	議員	سناتور	N	N;SG
議員	کارگزار	議員	کارگزار	N	N;SG
漫畫	کمیک	漫畫	None	N	N;SG
漫畫	کارتون	漫畫	کارتون	N	N;SG
漫畫	کمدی	漫畫	None	N	N;SG
漫畫	کمیک	漫畫	None	N	N;SG
漫畫	مصور	漫畫	مصور	N	N;SG
漫畫	مانگا	漫畫	مانگا	N	N;SG
漫畫	کارتون	漫畫	کارتون	N	N;SG
生物	زیستی	生物	زیست	N	N;SG
生物	زیست	生物	زیست	N	N;SG
生物	بیولوژی	生物	بیولوژی	N	N;SG
生物	موجودات	生物	None	N	N;PL
生物	مخلوقات	生物	مخلوق	N	N;PL
生物	بندگان	生物	بنده	N	N;PL
生物	موجودی	生物	None	N	N;SG
生物	مخلوق	生物	مخلوق	N	N;SG
生物	جانوری	生物	None	N	N;SG
城鎮	قریه	城鎮	قریه	N	N;SG
城鎮	شهر	城鎮	شهر	N	N;SG
城鎮	شهرک	城鎮	شهرک	N	N;SG
城鎮	شهرها	城鎮	شهر	N	N;PL
春	بهار	春	بهار	N	N;SG
春	بهاری	春	بهاری	N	N;SG
春	اسپرینگ	春	اسپرینگ	N	N;SG
公路	بزرگراه	公路	بزرگراه	N	N;SG
公路	جاده	公路	جاده	N	N;SG
公路	اتوبان	公路	None	N	N;SG
公路	بزرگراه	公路	بزرگراه	N	N;SG
冠	کرون	冠	کرون	N	N;SG
冠	کراون	冠	کراون	N	N;SG
冠	تاج	冠	تاج	N	N;SG
作家	نویسنده	作家	نویسنده	N	N;SG
空	خالی	空	خالی	N	N;SG
空	تهی	空	تهی	N	N;SG
牛	چهارپایان	牛	چهارپای	N	N;PL
牛	گله	牛	گله	N	N;SG
牛	گاوه	牛	گاوه	N	N;SG
牛	گاوی	牛	گاوی	N	N;SG
牛	گاو	牛	گاو	N	N;SG
牛	بول	牛	بول	N	N;SG
火	آتشسوزی	火	آتشسوزی	N	N;SG
火	آتش	火	آتش	N	N;SG
火	آتیش	火	آتیش	N	N;SG
值	مقادیر	值	مقدار	N	N;PL
值	ارزشها	值	ارزش	N	N;PL
十二	دوازده	十二	دوازده	NUM	NUM
西部	وست	西部	None	N	N;SG
西部	باختر	西部	باخت#باز	N	N;SG
西部	غرب	西部	غرب	N	N;SG
西部	وسترن	西部	وسترن	N	N;SG
土	خاکه	土	خاکه	N	N;SG
土	خاکی	土	خاکی	N	N;SG
土	خاک	土	خاک	N	N;SG
土	خاک	土	خاک	N	N;SG
早期	پگاه	早期	None	N	N;SG
早期	اوایل	早期	اول	N	N;PL
速度	سرعت	速度	سرعت	N	N;SG
速度	سرعت	速度	سرعت	N	N;SG
建築	ساختن	建築	ساختن	N	N;SG
建築	ساختمانی	建築	ساختمان	N	N;SG
建築	ساختمان	建築	ساختمان	N	N;SG
建築	ساختمانهای	建築	ساختمان	N	N;PL
建築	ساختمانها	建築	ساختمان	N	N;PL
建築	ساخت	建築	ساخت	N	N;SG
建築	سازندگی	建築	سازندگی	N	N;SG
建築	ساختمان	建築	ساختمان	N	N;SG
建築	architecture	建築	architecture	N	N;SG
建築	معماری	建築	معماری	N	N;SG
道路	جاده	道路	جاده	N	N;SG
色	رنگ	色	رنگ	N	N;SG
色	رنگها	色	رنگ	N	N;PL
樂	lok	樂	lok	N	N;SG
轉	رویت	轉	رویت		
仍然	همچنان	仍然	همچنان	ADV	ADV
仍然	هنوزم	仍然	هنوزم	ADV	ADV
仍然	هنوز	仍然	هنوز	ADV	ADV
技術	فنی	技術	فنی	N	N;SG
技術	تکنیکی	技術	تکنیکی	N	N;SG
技術	فناوریهای	技術	فناوری	N	N;PL
技術	تکنیک	技術	تکنیک	N	N;SG
技術	فناوری	技術	فناوری	N	N;SG
技術	تکنولوژی	技術	None	N	N;SG
技術	تکنیکهای	技術	تکنیک	N	N;PL
主任	director	主任	director	N	N;SG
主任	کارگردان	主任	کارگردان	N	N;SG
機場	فرودگاه	機場	فرودگاه	N	N;SG
機場	فرودگاههای	機場	فرودگاه	N	N;PL
機場	فرودگاهها	機場	فرودگاه	N	N;PL
館	پاویون	館	پاویون	N	N;SG
千	هزار	千	هزار	NUM	NUM
程	چنگ	程	چنگ	N	N;SG
房	اتاق	房	None	N	N;SG
房	اتاقی	房	اتاقی	N	N;SG
房	اطاق	房	اطاق	N	N;SG
她	او	她	او	PRO;3	PRO;SG;3
費	اجرت	費	اجرت	N	N;SG
費	مزد	費	مزد	N	N;SG
費	دستمزد	費	دستمزد	N	N;SG
情況	وضعیت	情況	وضعیت	N	N;SG
情況	موقعیت	情況	موقعیت	N	N;SG
來源	مبدأ	來源	None	N	N;SG
來源	متن	來源	متن	N	N;SG
來源	منبع	來源	منبع	N	N;SG
來源	منابع	來源	منبع	N	N;PL
首都	پایتخت	首都	پایتخت	N	N;SG
首都	سرمایه	首都	سرمایه	N	N;SG
牌	کارتها	牌	کارت	N	N;PL
牌	ورق	牌	ورق	N	N;SG
牌	کارتهای	牌	کارت	N	N;PL
杯	فنجان	杯	None	N	N;SG
杯	جامی	杯	جام	N	N;SG
杯	کاپ	杯	کاپ	N	N;SG
杯	جام	杯	جام	N	N;SG
廣告	تبلیغات	廣告	تبلیغ	N	N;PL
廣告	تبلیغاتی	廣告	تبلیغ	N	N;SG
廣告	آگهی	廣告	آگه	N	N;SG
廣告	آگهی	廣告	آگه	N	N;SG
廣告	تبلیغ	廣告	تبلیغ	N	N;SG
皇帝	امپراتور	皇帝	امپراتور	N	N;SG
皇帝	امپراطور	皇帝	امپراطور	N	N;SG
域	دامنه	域	None	N	N;SG
團體	گروهها	團體	گروه	N	N;PL
計畫	تدبیر	計畫	تدبیر	N	N;SG
計畫	پلان	計畫	پلان	N	N;SG
計畫	نقشه	計畫	None	N	N;SG
列車	قطار	列車	قطار	N	N;SG
列車	قطارها	列車	قطار	N	N;PL
列車	متقاضیان	列車	متقاضی	N	N;PL
列車	قطاری	列車	قطاری	N	N;SG
列車	قطار	列車	قطار	N	N;SG
環	حلقه	環	حلقه	N	N;SG
