netto	جالی	netto	جالی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nirvana	نروان	nirvana	نروان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
premium	انعام	premium	انعام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
garland	امتیاز	garland	امتیاز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
solitaire	واحد	solitair	واحد	ADJ	ADJ
solitaire	مجرد	solitair	مجرد	ADJ	ADJ
solitaire	واحد	solitair	واحد	ADJ	ADJ
solitaire	مجرد	solitair	مجرد	ADJ	ADJ
diagonaal	وتر	diagonaal	وتر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bow	کمان	bow	کمان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plantaardig	نباتی	plantaardig	نباتی	ADJ	ADJ
voorkoming	تدارک	voorkoming	تدارک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tolk	ترجمان	tolk	ترجمان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grid	بجلی	grid	بجلی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
drooglegging	ممانعت	drooglegging	ممانعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pupil	شاگرد	pupil	شاگرد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
empirische	اختباری	empirisch	اختباری	ADJ	ADJ;NOM
shake	اطمینان	shake	اطمینان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
shake	جھٹکا	shake	جھٹکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
shake	اطمینان	shake	اطمینان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
shake	جھٹکا	shake	جھٹکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lach	مسکراہٹ	lach	مسکراہٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lach	خوشنودی	lach	خوشنودی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overspel	زناکاری	overspel	زناکاری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vitale	مہلک	vitaal	مہلک	ADJ	ADJ
char	چائے	char	چائے	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vagina	فرج	vagina	فرج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
factie	فلم	factie	فلم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
factie	فلم	factie	فلم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
overmaat	زیادتی	overmaat	زیادتی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrikken	ڈرنا	schrikken	ڈرنا	V;NFIN	V;MASC;SG;NFIN;ACT
schrikken	ڈرنا	schrikken	ڈرنا	V;NFIN	V;MASC;SG;NFIN;ACT
schrikken	ڈرانا	schrikken	ڈرانا	V;NFIN	V;MASC;SG;NFIN;ACT
inventarisatie	فرد	inventarisatie	فرد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
legitieme	درست	legitiem	درست	ADJ	ADJ
legitieme	قانونی	legitiem	قانونی	ADJ	ADJ
astma	دمہ	astma	دمہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scheef	ناہموار	scheef	ناہموار	ADJ	ADJ
scheef	ناہموار	scheef	ناہموار	ADJ	ADJ
scheef	ناہموار.	scheef	ناہموار.	ADJ	ADJ
scheef	غیرمتوازن	scheef	غیرمتوازن	ADJ	ADJ
inschatting	جانچ	inschatting	جانچ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanbesteding	فراہمی	aanbesteding	فراہمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanbesteding	حصول	aanbesteding	حصول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trommel	ڈھول	trommel	ڈھول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
taart	انڈا	taart	انڈا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brut	شراب	brut	شراب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vervorming	انحراف	vervorming	انحراف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
broos	کمزور	broos	کمزور	ADJ	ADJ
broos	کمزور	broos	کمزور	ADJ	ADJ
soepel	لچکدار	soepel	لچکدار	ADJ	ADJ
soepel	نرم	soepel	نرم	ADJ	ADJ
soepel	نرم	soepel	نرم	ADJ	ADJ
soepel	متوازن.	soepel	متوازن.	ADJ	ADJ
soepel	یکساں	soepel	یکساں	ADJ	ADJ
soepel	معتدل	soepel	معتدل	ADJ	ADJ
soepel	متوازن.	soepel	متوازن.	ADJ	ADJ
soepel	یکساں	soepel	یکساں	ADJ	ADJ
soepel	معتدل	soepel	معتدل	ADJ	ADJ
soepel	ہموار	soepel	ہموار	ADJ	ADJ
hinder	تکلیف	hinder	تکلیف	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vijandig	ناموافق.	vijandig	ناموافق.	ADJ	ADJ
pap	باپ	pap	باپ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verontwaardiging	برہمی	verontwaardiging	برہمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verontwaardiging	غصہ	verontwaardiging	غصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vereisen	چاہنا	vereisen	چاہ	V;NFIN	V;MASC;SG;NFIN;ACT
defect	عیب	defect	عیب	N;NEUT;SG	N;NOM;MASC;SG;3
defect	نقص	defect	نقص	N;NEUT;SG	N;NOM;MASC;SG;3
defect	عیب	defect	عیب	N;NEUT;SG	N;NOM;MASC;SG;3
defect	کوتاہی	defect	کوتاہی	N;NEUT;SG	N;NOM;MASC;SG;3
defect	نقص	defect	نقص	N;NEUT;SG	N;NOM;MASC;SG;3
bewijsmateriaal	گواہی	bewijsmateriaal	گواہی	N;NEUT;SG	N;NOM;FEM;SG;3
roeping	حرفہ	roeping	حرفہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
roeping	تجارت	roeping	تجارت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
roeping	مصروفیت	roeping	مصروفیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
roeping	پیشہ	roeping	پیشہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
roeping	مصروفیت	roeping	مصروفیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aangenaam	خوشگوار	aangenaam	خوشگوار	ADJ	ADJ
aangenaam	پُرلطف	aangenaam	پُرلطف	ADJ	ADJ
autoritaire	آمرانہ	autoritair	آمرانہ	ADJ	ADJ
autoritaire	ظالمانہ	autoritair	ظالمانہ	ADJ	ADJ
zeta	z	zeta	z	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vijandelijk	ناموافق.	vijandelijk	ناموافق.	ADJ	ADJ
consistentie	ہمواری	consistentie	مےں	N;MASC+FEM;SG	N;NOM;MASC;SG;3
consistentie	استوار	consistentie	استوار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schreeuwen	ّچلانا	schreeuwen	لچلا	V;NFIN	V;MASC;SG;NFIN;ACT
schreeuwen	چیخنا	schreeuwen	چیخنا	V;NFIN	V;MASC;SG;V.PTCP;ACT
schreeuwen	چیخ	schreeuwen	چیخ	V;NFIN	V;ACT
schreeuwen	پکار	schreeuwen	پکار	V;NFIN	V;SG;ACT
schreeuwen	چلّانا	schreeuwen	چلّانا	V;NFIN	V;MASC;SG;NFIN;ACT
schreeuwen	چیخنا	schreeuwen	چیخنا	V;NFIN	V;MASC;SG;V.PTCP;ACT
toewijding	عہد	toewijding	عہد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rebellie	سرکشی.	rebellie	سرکشی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rebellie	بغاوت	rebellie	بغاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rebellie	سرکشی.	rebellie	سرکشی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	نقطہ	connectie	نقطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	سرا	connectie	سرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	ساتھی	connectie	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	اتصال	connectie	اتصال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	موضوع	connectie	موضوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	معاملہ	connectie	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	نقطہ	connectie	نقطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	سرا	connectie	سرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	واسطہ	connectie	واسطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	ساتھی	connectie	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	اتصال	connectie	اتصال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	موضوع	connectie	موضوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	میل	connectie	میل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
connectie	معاملہ	connectie	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorspraak	درخواست.	voorspraak	درخواست.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorspraak	سفارش	voorspraak	سفارش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overmatig	نازیبا	overmatig	نازیبا	ADJ	ADJ
zaaien	بجائی	zaaien	بجائی	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
figuratieve	علامتی	figuratief	علامتی	ADJ	ADJ
figuratieve	نقاشی	figuratief	نقاشی	ADJ	ADJ
figuratieve	مثالی	figuratief	مثالی	ADJ	ADJ
primitief	اصلی	primitief	اصلی	ADJ	ADJ
primitief	ناپختہ.	primitief	ناپختہ.	ADJ	ADJ
mummie	ماں	mummie	ماں	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oproer	دند	oproer	دند	N;NEUT;SG	N;NOM;MASC;SG;3
oproer	بدامنی	oproer	بدامنی	N;NEUT;SG	N;NOM;MASC;SG;3
oproer	دند	oproer	دند	N;NEUT;SG	N;NOM;MASC;SG;3
oproer	بدامنی	oproer	بدامنی	N;NEUT;SG	N;NOM;MASC;SG;3
oproer	فساد	oproer	فساد	N;NEUT;SG	N;NOM;MASC;SG;3
oproer	دند	oproer	دند	N;NEUT;SG	N;NOM;MASC;SG;3
exit	برآمدگی	exit	برآمدگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
exit	اخراج	exit	اخراج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
statisch	جامد	statisch	جامد	ADJ	ADJ
respectievelijke	متعلقہ	respectievelijk	متعلقہ	ADJ	ADJ
respectievelijke	منسوب	respectievelijk	منسوب	ADJ	ADJ
passer	میدان	passer	میدان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
passer	دائرہ	passer	دائرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
notie	اندازہ	notie	اندازہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
notie	تصوّر	notie	تصوّر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
notie	رجحان	notie	رجحان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
porno	فحش	porno	فحش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onweer	طوفان	onweer	طوفان	N;NEUT;SG	N;NOM;MASC;SG;3
onweer	آندھی	onweer	آندھی	N;NEUT;SG	N;NOM;MASC;SG;3
rondje	حدود	rond	حد	N;NEUT;SG	N;NOM;MASC;SG;3
rondje	گول	rond	گول	N;NEUT;SG	N;NOM;MASC;SG;3
rondje	حدود	rond	حد	N;NEUT;SG	N;NOM;MASC;SG;3
majesteit	جلالت	majesteit	جلالت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spiegelbeeld	اشعاع	spiegelbeeld	اشعاع	N;NEUT;SG	N;NOM;MASC;SG;3
spiegelbeeld	پرتو	spiegelbeeld	پرتو	N;NEUT;SG	N;NOM;MASC;SG;3
legaat	وراثت	legaan	وراثت	N;NEUT;SG	N;NOM;MASC;SG;3
robuuste	پختہ	robuust	پختہ	ADJ	ADJ
robuuste	مرتکز	robuust	مرتکز	ADJ	ADJ
robuuste	مضبوط	robuust	مضبوط	ADJ	ADJ
overledenen	متوفّی	overlidden	متوفّی	ADJ	ADJ
hardlopen	چالو	hardlopen	چالو	V;NFIN	V;ACT
schatkist	ریاست	schatkist	ریاست	N;MASC+FEM;SG	N;NOM;FEM;SG;3
stompe	تذلیل	stompen	تذلیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stompe	تحقیر	stompen	تحقیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
leerkracht	استاد	leerkracht	استاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
handvat	قبضہ	handvat	قبضہ	N;NEUT;SG	N;NOM;MASC;SG;3
handvat	دستہ	handvat	دستہ	N;NEUT;SG	N;NOM;MASC;SG;3
noodlot	مقدر	noodlot	مقدر	N;NEUT;SG	N;NOM;MASC;SG;3
noodlot	تقدیر	noodlot	تقدیر	N;NEUT;SG	N;NOM;FEM;SG;3
noodlot	مقدر	noodlot	مقدر	N;NEUT;SG	N;NOM;MASC;SG;3
noodlot	تباہی	noodlot	تباہی	N;NEUT;SG	N;NOM;MASC;SG;3
noodlot	موت	noodlot	موت	N;NEUT;SG	N;NOM;FEM;SG;3
verwerpen	ردکرنا	verwerpen	ردکرنا	V;NFIN	V;NFIN;ACT
verwerpen	ماننے	verwerpen	مان	V;NFIN	V;ACC;NFIN
bestanddeel	رکن	bestanddeel	رکن	N;NEUT;SG	N;NOM;MASC;SG;3
bestanddeel	جزو	bestanddeel	جزو	N;NEUT;SG	N;NOM;MASC;SG;3
forensisch	عدالتی	forensisch	عدالتی	ADJ	ADJ;NOM
forensisch	قانونی	forensisch	قانونی	ADJ	ADJ
verbaal	زبانی	verbaal	زبانی	ADJ	ADJ
verbaal	فعلی	verbaal	فعلی	ADJ	ADJ
dubieus	مشتبہ	dubieus	مشتبہ	ADJ	ADJ
dubieus	مشکوک	dubieus	مشکوک	ADJ	ADJ
metafoor	استعارہ	metafoor	استعارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rauwe	اصلی	rauw	اصلی	ADJ	ADJ
rauwe	اصلی	rauw	اصلی	ADJ	ADJ
arbiter	حکم	arbiter	حکم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arbiter	حکم	arbiter	حکم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gewaad	جج	gewaad	جج	N;NEUT;SG	N;NOM;MASC;SG;3
gewaad	جج	gewaad	جج	N;NEUT;SG	N;NOM;MASC;SG;3
jubilee	سالگرہ	jubilee	سالگرہ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
jubilee	جشن	jubilee	جشن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jubilee	سالگرہ	jubilee	سالگرہ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
detecteren	بھانپنا	detecteren	بھانپنا	V;NFIN	V;SG;NFIN;ACT
messing	نقدی	messing	نقدی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
messing	پیتلی	messing	پیتلی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
messing	رقم	messing	رقم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
output	نتیجہ	outputten	نتیجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
output	طاقت	outputten	طاقت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
plain	معمولی	plain	معمولی	ADJ	ADJ
plain	صاف	plain	صاف	ADJ	ADJ
plain	واضح	plain	واضح	ADJ	ADJ
plain	گھریلو	plain	گھریلو	ADJ	ADJ
jaloezie	حسد	jaloezie	حسد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jaloezie	رقابت	jaloezie	رقابت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jaloezie	حسد	jaloezie	حسد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jaloezie	رقابت	jaloezie	رقابت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
legering	میل	legering	میل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
legering	میل	legering	میل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
loslaten	چھوڑنا	loslaten	چھوڑ	V;NFIN	V;NFIN
uniformiteit	یکسانیت	uniformiteit	یکسانیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
begrenzing	معذوری	begrenzing	معذوری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
superieure	بہتر	superieur	بہتر	ADJ	ADJ
ononderbroken	لگاتار.	ononderbreken	لگاتچ	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP;ACT
marxistische	مارکسی	marxistisch	مارکسی	ADJ	ADJ
betreuren	کڑھنا.	betreuren	کڑھنا.	V;NFIN	V;MASC;SG;NFIN;ACT
loyaal	وفاداری	loyaal	وفاداری	ADJ	ADJ
loyaal	وفادار	loyaal	وفادار	ADJ	ADJ
brandstapel	چتا	brandstapel	چتا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
diarree	اسہال	diarree	اسہال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schaarse	کمیاب	schaars	کمیاب	ADJ	ADJ
grapje	مذاق	grap	مذاق	N;NEUT;SG	N;NOM;MASC;SG;3
uitwisselen	چوٹ	uitwisselen	چوٹ	V;NFIN	V;ACT
marteling	تشدد	marteling	تشدد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
marteling	تعذیب	marteling	تعذیب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
medelijden	رحم	medelijden	رحم	N;NEUT;SG	N;NOM;MASC;SG;3
medelijden	دردمندی	medelijden	دردمندی	N;NEUT;SG	N;NOM;FEM;SG;3
doorzichtig	نمایاں	doorzichtig	نمایاں	ADJ	ADJ
doorzichtig	نمایاں	doorzichtig	نمایاں	ADJ	ADJ
magiër	دانشور	magiër	دانشور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inverse	الٹی	invers	الٹی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inverse	ترتیب	invers	ترتیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inverse	تشکیل	invers	تشکیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
luisteraar	سامع	luisteraar	سامع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bekendmaking	اعلان	bekendmaking	اعلان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijm	ملصق	lijm	ملصق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nep	نقلی	nep	نقلی	ADJ	ADJ
nep	جعلی	nep	جعلی	ADJ	ADJ
onmisbaar	لازمی	onmisbaar	لازمی	ADJ	ADJ
onmisbaar	بنیادی	onmisbaar	بنیادی	ADJ	ADJ
onmisbaar	لازمی	onmisbaar	لازمی	ADJ	ADJ
supplement	تعدیل	supplement	تعدیل	N;NEUT;SG	N;NOM;MASC;SG;3
supplement	تکمیل	supplement	تکمیل	N;NEUT;SG	N;NOM;MASC;SG;3
bekwaam	لائق	bekwaam	لائق	ADJ	ADJ
bekwaam	سازگار	bekwaam	سازگار	ADJ	ADJ
bekwaam	باصلاحیت.	bekwaam	باصلاحیت.	ADJ	ADJ
bekwaam	لائق	bekwaam	لائق	ADJ	ADJ
bekwaam	سازگار	bekwaam	سازگار	ADJ	ADJ
bekwaam	باصلاحیت.	bekwaam	باصلاحیت.	ADJ	ADJ
ironie	طنز	ironie	طنز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rommelig	خراب	rommelig	خراب	ADJ	ADJ
rommelig	پیچیدہ	rommelig	پیچیدہ	ADJ	ADJ
attribuut	امتیاز	attribuut	امتیاز	N;NEUT;SG	N;NOM;MASC;SG;3
attribuut	خصوصیت	attribuut	خصوصیت	N;NEUT;SG	N;NOM;MASC;SG;3
attribuut	صفت	attribuut	صفت	N;NEUT;SG	N;NOM;MASC;SG;3
representatieve	نمونہ	representatief	نمونہ	ADJ	ADJ
overwicht	فوقیت	overwicht	فوقیت	N;NEUT;SG	N;NOM;MASC;SG;3
voortplanten	پیداکرنا	voortplant	پیداکرنا	V;NFIN	V;MASC;SG;NFIN;ACT
voortplanten	پھیلنا	voortplant	پھیل	V;NFIN	V;SG;NFIN;ACT
voortplanten	پھیلانا	voortplant	پھیلانا	V;NFIN	V;MASC;SG;NFIN;ACT
voortplanten	پھیلانا	voortplant	پھیلانا	V;NFIN	V;MASC;SG;NFIN;ACT
irritant	آزاردہ	irritant	آزاردہ	ADJ	ADJ
array	لباس	array	لباس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
array	قطار	array	قطار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
metropolis	دارالحکومت	metropolis	دارالحکومت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prijsvraag	نزاع	prijsvraag	نزاع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vreedzaam	پُرسکون.	vreedzaam	پُرسکون.	ADJ	ADJ
uitlaat	اخراج	uitlaten	اخراج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
designer	فنی	designer	فنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
designer	مشین	designer	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toorn	غصہ	toorn	غصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toorn	قہر	toorn	قہر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rib	لوہے	rib	لوہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
folie	شکست	folie	شکست	N;MASC+FEM;SG	N;NOM;FEM;SG;3
folie	رقاقہ.	folie	رقاقہ.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sjiitische	شیعی	sjiitisch	شیعی	ADJ	ADJ
schoenmaker	شکر	schoenmaker	شکر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schoenmaker	شکر	schoenmaker	شکر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
priemgetal	عروج	priemgetal	عروج	N;NEUT;SG	N;NOM;MASC;SG;3
aardkorst	چھلکا	aardkorst	چھلکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aardkorst	قشرارض.	aardkorst	قشرارض.	N;MASC+FEM;SG	N;NOM
colt	کھلاڑی	colt	کھلاڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
colt	کھلاڑی	colt	کھلاڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
werker	کارکن	werker	کارکن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
führer	قائد	führer	قائد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
representatief	نمونہ	representatief	نمونہ	ADJ	ADJ
idealisme	تصوّریت	idealisme	تصوّریت	N;NEUT;SG	N;NOM;MASC;SG;3
idealisme	مثالیت	idealisme	مثالیت	N;NEUT;SG	N;NOM;MASC;SG;3
toepasbaar	موزوں	toepasbaar	موزوں	ADJ	ADJ
toepasbaar	مناسب	toepasbaar	مناسب	ADJ	ADJ
parry	طرح	parry	طرح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trog	مندی	trog	مندی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trog	اُتار	trog	اُتار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
saus	گستاخی	saus	گستاخی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
saus	اچار	saus	اچار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
irrigatie	آبیاری	irrigatie	آبیاری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ademen	رکنا	ademen	رکن	V;NFIN	V;SG;NFIN;ACT
nexus	حلقہ	nexus	حلقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nexus	رابطہ	nexus	رابطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vreselijke	ناگوار	vreselijk	ناگوار	ADJ	ADJ
truc	دھوکا	truc	دھوکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
truc	فریب	truc	فریب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
observeren	تاڑنا	observeren	تاڑنا	V;NFIN	V;SG;NFIN;ACT
plechtigheid	تقریب	plechtigheid	تقریب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
transparante	نمایاں	transparante	نمایاں	ADJ	ADJ
transparante	نمایاں	transparante	نمایاں	ADJ	ADJ
kwantiteit	ضخامت	kwantiteit	ضخامت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kwantiteit	کمیت	kwantiteit	کمیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kwantiteit	وسعت	kwantiteit	وسعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kwantiteit	بہتات	kwantiteit	بہتات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
educatief	تعلیمی	educatief	تعلیمی	ADJ	ADJ
educatief	تعلیماتی	educatief	تعلیماتی	ADJ	ADJ;NOM
zonsverduistering	گرہن	zonsverduistering	گرہن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spectaculair	غیرمعمولی	spectaculair	غیرمعمولی	ADJ	ADJ
authenticiteit	صداقت	authenticiteit	صداقت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
authenticiteit	تصدیق	authenticiteit	تصدیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sperma	نطفہ	sperma	نطفہ	N;NEUT;SG	N;NOM;MASC;SG;3
sperma	دھات	sperma	دھات	N;NEUT;SG	N;NOM;MASC;SG;3
intieme	ذاتی	intiem	ذاتی	ADJ	ADJ
intieme	لازمی	intiem	لازمی	ADJ	ADJ
intieme	فطری	intiem	فطری	ADJ	ADJ
intieme	ذاتی	intiem	ذاتی	ADJ	ADJ
intieme	لازمی	intiem	لازمی	ADJ	ADJ
intieme	مانوس	intiem	مانوس	ADJ	ADJ
intieme	فطری	intiem	فطری	ADJ	ADJ
boor	معمول	boor	معمول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
