egy	une	egy	un	DET;INDF	DET;INDF;FEM;SG
élt	vécu	él	vivre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
méter	mètre	méter	mètre	N;NOM;SG	N;MASC;SG
méter	compteur	méter	compteur	N;NOM;SG	N;MASC;SG
méter	mètre	méter	mètre	N;NOM;SG	N;MASC;SG
színész	comédien	színész	comédien	N;NOM;SG	N;MASC;SG
színész	acteur	színész	acteur	N;NOM;SG	N;MASC;SG
ház	maison	ház	maison	N;NOM;SG	N;FEM;SG
felesége	épouse	fel+eség	épouse	N;NOM;SG	N;FEM;SG
felesége	epouse	fel+eség	epouse	N;NOM;SG	N;FEM;SG
felesége	femme	fel+eség	femme	N;NOM;SG	N;FEM;SG
alakult	formé	alakul	former	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
alakult	formée	alakul	former	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
iskola	école	iskola	école	N;NOM;SG	N;FEM;SG
iskola	ecole	iskola	ecole	N;NOM;SG	N;FEM;SG
iskola	école	iskola	école	N;NOM;SG	N;FEM;SG
történelmi	historique	történelmi	historique	ADJ;NOM;SG	ADJ;MASC;SG
történelmi	historique	történelmi	historique	ADJ;NOM;SG	ADJ;MASC;SG
költő	poète	költő	poète	N;NOM;SG	N;MASC;SG
ideje	temps	idő	temps	N;NOM;SG	N;MASC;SG
ideje	heure	idő	heure	N;NOM;SG	N;FEM;SG
hét	semaine	hét	semaine	N;NOM;SG	N;FEM;SG
hét	seven	hét	seven	N;NOM;SG	N;MASC;SG
bajnok	championne	bajn	champion	N;NOM;SG	N;FEM;SG
bajnok	champ	bajn	champ	N;NOM;SG	N;MASC;SG
bajnok	champion	bajn	champion	N;NOM;SG	N;MASC;SG
bajnok	championne	bajn	champion	N;NOM;SG	N;FEM;SG
bajnok	champion	bajn	champion	N;NOM;SG	N;MASC;SG
állam	etat	állam	etat	N;NOM;SG	N;MASC;SG
állam	état	állam	état	N;NOM;SG	N;MASC;SG
emberek	hommes	ember	homme	N;NOM;PL	N;MASC;PL
emberek	gens	ember	gens	N;NOM;PL	N;MASC;PL
emberek	personnes	ember	personne	N;NOM;PL	N;FEM;PL
tartott	tenu	tart	tenir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tartott	gardé	tart	garder	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tett	fait	tesz	faire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tett	faite	tesz	faire	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
tett	fabriqué	tesz	fabriquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
dal	chant	dal	chant	N;NOM;SG	N;MASC;SG
dal	chanson	dal	chanson	N;NOM;SG	N;FEM;SG
szlovák	slovaque	szlovák	slovaque	ADJ;NOM;SG	ADJ;MASC;SG
szlovák	slovaque	szlovák	slovaque	ADJ;NOM;SG	ADJ;MASC;SG
részben	partiellement	részben	partiellement	ADV	ADV
részben	partiellement	részben	partiellement	ADV	ADV
ezeket	ces	ez	ce	PRO;ACC;PL;3	PRO;PL;3
államok	etats	állam	etat	N;NOM;PL	N;MASC;PL
államok	états	állam	état	N;NOM;PL	N;MASC;PL
miért	pourquoi	miért	pourquoi	ADV	ADV
birodalom	empire	birodalom	empire	N;NOM;SG	N;MASC;SG
birodalom	royaume	birodalom	royaume	N;NOM;SG	N;MASC;SG
tér	carré	tér	carré	N;NOM;SG	N;MASC;SG
tér	square	tér	square	N;NOM;SG	N;MASC;SG
tér	espace	tér	espace	N;NOM;SG	N;MASC;SG
kulturális	culturelle	kulturális	culturel	ADJ;NOM;SG	ADJ;FEM;SG
kulturális	culturel	kulturális	culturel	ADJ;NOM;SG	ADJ;MASC;SG
park	parc	park	parc	N;NOM;SG	N;MASC;SG
kör	cercle	kör	cercle	N;NOM;SG	N;MASC;SG
kör	ronde	kör	ronde	N;NOM;SG	N;FEM;SG
kör	rond	kör	rond	N;NOM;SG	N;MASC;SG
sablon	gabarit	sablon	gabarit	N;NOM;SG	N;MASC;SG
sablon	modèle	sablon	modèle	N;NOM;SG	N;MASC;SG
járás	district	járás	district	N;NOM;SG	N;MASC;SG
zenei	musicale	zenei	musical	ADJ;NOM;SG	ADJ;FEM;SG
zenei	musical	zenei	musical	ADJ;NOM;SG	ADJ;MASC;SG
minta	échantillon	minta	échantillon	N;NOM;SG	N;MASC;SG
minta	motif	minta	motif	N;NOM;SG	N;MASC;SG
minta	schéma	minta	schéma	N;NOM;SG	N;MASC;SG
minta	modele	minta	modele	N;NOM;SG	N;MASC;SG
minta	modèle	minta	modèle	N;NOM;SG	N;MASC;SG
minta	mannequin	minta	mannequin	N;NOM;SG	N;MASC;SG
minta	maquette	minta	maquette	N;NOM;SG	N;FEM;SG
játékok	jeux	játék	jeu	N;NOM;PL	N;MASC;PL
játékok	jouets	játék	jouet	N;NOM;PL	N;MASC;PL
központi	central	központi	central	ADJ;NOM;SG	ADJ;MASC;SG
központi	centrale	központi	central	ADJ;NOM;SG	ADJ;FEM;SG
horvát	croate	horvát	croate	ADJ;NOM;SG	ADJ;MASC;SG
kezdte	commencé	kezd	commencer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kezdte	démarré	kezd	démarrer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kezdte	commencée	kezd	commencer	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
források	sources	forrás	source	N;NOM;PL	N;FEM;PL
források	engagements	forrás	engagement	N;NOM;PL	N;MASC;PL
források	ressources	forrás	ressource	N;NOM;PL	N;FEM;PL
csapatok	troupes	csapat	troupe	N;NOM;PL	N;FEM;PL
csapatok	équipes	csapat	équipe	N;NOM;PL	N;FEM;PL
csapatok	equipes	csapat	equipe	N;NOM;PL	N;MASC;PL
kellene	devrait	kell	devoir	V;INDF;COND;SG;3;PRS;FIN;ACT	V;COND;SG;3;PRS;FIN
föld	earth	föld	earth	N;NOM;SG	N;MASC;SG
föld	terre	föld	terre	N;NOM;SG	N;FEM;SG
föld	terre	föld	terre	N;NOM;SG	N;FEM;SG
föld	terrain	föld	terrain	N;NOM;SG	N;MASC;SG
tartományban	province	tartomány	province	N;IN+ESS;SG	N;FEM;SG
lépett	entré	lép	entrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
poszt	poste	poszt	poste	N;NOM;SG	N;MASC;SG
poszt	publication	poszt	publication	N;NOM;SG	N;FEM;SG
tagjai	membres	tag	membre	N;NOM;PL	N;MASC;PL
tagjai	adhérents	tag	adhérent	N;NOM;PL	N;MASC;PL
kormány	gouvernement	kormány	gouvernement	N;NOM;SG	N;MASC;SG
hadsereg	armée	hadsereg	armée	N;NOM;SG	N;FEM;SG
hadsereg	armée	hadsereg	armée	N;NOM;SG	N;FEM;SG
királyság	royaume	királyság	royaume	N;NOM;SG	N;MASC;SG
szerepet	rôle	szerep	rôle	N;ACC;SG	N;MASC;SG
városi	urbain	városi	urbain	ADJ;NOM;SG	ADJ;MASC;SG
győzelem	victoire	győzelem	victoire	N;NOM;SG	N;FEM;SG
győzelem	victoire	győzelem	victoire	N;NOM;SG	N;FEM;SG
cím	titre	cím	titre	N;NOM;SG	N;MASC;SG
cím	allocution	cím	allocution	N;NOM;SG	N;FEM;SG
cím	adresse	cím	adresse	N;NOM;SG	N;FEM;SG
szükséges	nécessaire	szükséges	nécessaire	ADJ;NOM;SG	ADJ;MASC;SG
szükséges	nécessaire	szükséges	nécessaire	ADJ;NOM;SG	ADJ;MASC;SG
szükséges	obligatoire	szükséges	obligatoire	ADJ;NOM;SG	ADJ;MASC;SG
szükséges	nécessaire	szükséges	nécessaire	ADJ;NOM;SG	ADJ;MASC;SG
játékos	joueur	játékos	joueur	N;NOM;SG	N;MASC;SG
játékos	lecteur	játékos	lecteur	N;NOM;SG	N;MASC;SG
játékos	gamer	játékos	gamer	N;NOM;SG	N;MASC;SG
használt	utilisé	használt	utiliser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
használt	utilisée	használt	utiliser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
élet	vie	élet	vie	N;NOM;SG	N;FEM;SG
nyert	gagné	nyert	gagner	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
nyert	gagnée	nyert	gagner	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
egyébként	autrement	egyébként	autrement	ADV	ADV
törvény	loi	törvény	loi	N;NOM;SG	N;FEM;SG
törvény	droit	törvény	droit	N;NOM;SG	N;MASC;SG
hatalmas	immense	hatalmas	immense	ADJ;NOM;SG	ADJ;MASC;SG
hatalmas	énorme	hatalmas	énorme	ADJ;NOM;SG	ADJ;MASC;SG
hatalmas	enorme	hatalmas	enorme	ADJ;NOM;SG	ADJ;MASC;SG
hatalmas	massive	hatalmas	massif	ADJ;NOM;SG	ADJ;FEM;SG
akadémia	académie	akadémia	académie	N;NOM;SG	N;FEM;SG
akadémia	academy	akadémia	academy	N;NOM;SG	N;SG
állomások	gares	állomás	gare	N;NOM;PL	N;FEM;PL
állomások	stations	állomás	station	N;NOM;PL	N;FEM;PL
irodalom	littérature	irodalom	littérature	N;NOM;SG	N;FEM;SG
társaság	compagnie	társaság	compagnie	N;NOM;SG	N;FEM;SG
társaság	société	társaság	société	N;NOM;SG	N;FEM;SG
szöveg	texte	szöveg	texte	N;NOM;SG	N;MASC;SG
területe	territoire	terület	territoire	N;NOM;SG	N;MASC;SG
rész	partie	rész	partie	N;NOM;SG	N;FEM;SG
rész	épisode	rész	épisode	N;NOM;SG	N;MASC;SG
rész	episode	rész	episoder	N;NOM;SG	N;MASC;SG
ment	allé	megy	aller	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
lexikon	lexique	lesik	lexique	N;NOM;SG	N;MASC;SG
sugárzás	irradiation	sugárzás	irradiation	N;NOM;SG	N;FEM;SG
sugárzás	rayonnement	sugárzás	rayonnement	N;NOM;SG	N;MASC;SG
filmek	films	film	film	N;NOM;PL	N;MASC;PL
filmek	films	film	film	N;NOM;PL	N;MASC;PL
ezer	mille	ezer	mille	NUM;NOM;SG	NUM
mérkőzés	correspondance	mérkőzés	correspondance	N;NOM;SG	N;FEM;SG
mérkőzés	allumette	mérkőzés	allumette	N;NOM;SG	N;FEM;SG
mérkőzés	match	mérkőzés	match	N;NOM;SG	N;MASC;SG
képek	images	kép	image	N;NOM;PL	N;FEM;PL
képek	images	kép	image	N;NOM;PL	N;FEM;PL
képek	photos	kép	photo	N;NOM;PL	N;FEM;PL
képek	photos	kép	photo	N;NOM;PL	N;FEM;PL
képek	photos	kép	photo	N;NOM;PL	N;FEM;PL
képek	photographies	kép	photographie	N;NOM;PL	N;FEM;PL
kor	ère	kor	ère	N;NOM;SG	N;FEM;SG
kor	age	kor	age	N;NOM;SG	N;MASC;SG
kor	âge	kor	âge	N;NOM;SG	N;MASC;SG
egyszer	jadis	egyszer	jadis	ADV	ADV
épület	batiment	épület	batiment	N;NOM;SG	N;MASC;SG
épület	immeuble	épület	immeuble	N;NOM;SG	N;MASC;SG
épület	bâtiment	épület	bâtiment	N;NOM;SG	N;MASC;SG
hogyan	comment	hogyan	comment	ADV	ADV
politikus	politicien	politikus	politicien	N;NOM;SG	N;MASC;SG
tartomány	province	tartomány	province	N;NOM;SG	N;FEM;SG
tartomány	domaine	tartomány	domaine	N;NOM;SG	N;MASC;SG
tartomány	gamme	tartomány	gamme	N;NOM;SG	N;FEM;SG
vár	attendre	vár	attendre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vár	attendant	vár	attendre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
sziget	île	sziget	île	N;NOM;SG	N;FEM;SG
sziget	isle	sziget	isle	N;NOM;SG	N;FEM;SG
adatok	données	adat	donnée	N;NOM;PL	N;FEM;PL
honlap	site	honlap	site	N;NOM;SG	N;MASC;SG
jellemző	caractéristique	jellemző	caractéristique	ADJ;NOM;SG	ADJ;FEM;SG
jellemző	typique	jellemző	typique	ADJ;NOM;SG	ADJ;MASC;SG
természetes	naturel	természetes	naturel	ADJ;NOM;SG	ADJ;MASC;SG
természetes	naturelle	természetes	naturel	ADJ;NOM;SG	ADJ;FEM;SG
semmi	rien	semmi	rien	PRO;NOM;SG;3	PRO;SG
kiemelt	souligné	kiemelt	souligner	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
működött	fonctionné	működik	fonctionner	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
működött	travaillé	működik	travailler	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
díjat	récompense	díjat	récompense	N;ACC;SG	N;FEM;SG
meghalt	morte	meg+hal	mourir	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
meghalt	décédé	meg+hal	décéder	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
meghalt	mort	meg+hal	mourir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kezdve	démarrage	kezdv	démarrage	N;ON+ESS;SG	N;MASC;SG
egyben	également	egyben	également	ADV	ADV
egyben	aussi	egyben	aussi	ADV	ADV
egyben	egalement	egyben	egalement	ADV	ADV
anglia	angleterre	anglia	angleterre	N;NOM;SG	N;MASC;SG
jött	vint	jön	venir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
csata	bataille	csata	bataille	N;NOM;SG	N;FEM;SG
csata	combat	csata	combat	N;NOM;SG	N;MASC;SG
tanult	éduquée	tanult	éduquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
tanult	instruit	tanult	instruire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tanult	éduqué	tanult	éduquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tanult	étudié	tanult	étudier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tanult	étudiée	tanult	étudier	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
tanult	appris	tanult	apprendre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tanult	apprise	tanult	apprise	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
érdemes	digne	érdemes	digne	ADJ;NOM;SG	ADJ;MASC;SG
játék	gibier	játék	gibier	N;NOM;SG	N;MASC;SG
játék	match	játék	match	N;NOM;SG	N;MASC;SG
játék	jeu	játék	jeu	N;NOM;SG	N;MASC;SG
játék	toy	játék	toy	N;NOM;SG	N;MASC;SG
játék	jouet	játék	jouet	N;NOM;SG	N;MASC;SG
erzsébet	élisabeth	erzse	élisabeth	N;NOM;SG	N;FEM;SG
kereskedelmi	commercial	kereskedelmi	commercial	ADJ;NOM;SG	ADJ;MASC;SG
kereskedelmi	commerciale	kereskedelmi	commercial	ADJ;NOM;SG	ADJ;FEM;SG
jogi	juridique	jogi	juridique	ADJ;NOM;SG	ADJ;MASC;SG
jogi	légal	jogi	légal	ADJ;NOM;SG	ADJ;MASC;SG
jogi	légale	jogi	légal	ADJ;NOM;SG	ADJ;FEM;SG
könyv	livre	könyv	livre	N;NOM;SG	N;MASC;SG
intézet	institute	intézet	instituter	N;NOM;SG	N;MASC;SG
intézet	institut	intézet	institut	N;NOM;SG	N;MASC;SG
szakmai	professionnelle	szakmai	professionnel	ADJ;NOM;SG	ADJ;FEM;SG
szakmai	professionnel	szakmai	professionnel	ADJ;NOM;SG	ADJ;MASC;SG
london	londres	london	londre	N;NOM;SG	N;MASC;SG
fok	cape	fok	cape	N;NOM;SG	N;FEM;SG
fok	cap	fok	cap	N;NOM;SG	N;MASC;SG
fok	degré	fok	degré	N;NOM;SG	N;MASC;SG
fok	diplôme	fok	diplôme	N;NOM;SG	N;MASC;SG
fok	degré	fok	degré	N;NOM;SG	N;MASC;SG
perc	minute	perc	minute	N;NOM;SG	N;FEM;SG
egyház	église	egyház	église	N;NOM;SG	N;FEM;SG
egyház	eglise	egyház	eglise	N;NOM;SG	N;FEM;SG
barlang	caverne	barlang	caverne	N;NOM;SG	N;FEM;SG
barlang	grotte	barlang	grotte	N;NOM;SG	N;FEM;SG
barlang	cave	barlang	cave	N;NOM;SG	N;FEM;SG
üzenet	message	üzenet	message	N;NOM;SG	N;MASC;SG
tartalmazza	contient	tartalmaz	contenir	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tartalmazza	inclut	tartalmaz	inclure	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tartalmazza	comprend	tartalmaz	comprendre	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
osztály	classe	osztály	classe	N;NOM;SG	N;FEM;SG
tud	peut	tud	pouvoir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lakosság	population	lakosság	population	N;NOM;SG	N;FEM;SG
file	dossier	file	dossier	N;NOM;SG	N;MASC;SG
file	fichier	file	fichier	N;NOM;SG	N;MASC;SG
írók	scénaristes	író	scénariste	N;NOM;PL	N;MASC;PL
írók	auteurs	író	auteur	N;NOM;PL	N;MASC;PL
írók	écrivains	író	écrivain	N;NOM;PL	N;MASC;PL
írók	auteurs	író	auteur	N;NOM;PL	N;MASC;PL
társadalmi	sociale	társadalmi	social	ADJ;NOM;SG	ADJ;FEM;SG
társadalmi	social	társadalmi	social	ADJ;NOM;SG	ADJ;MASC;SG
aszteroida	astéroïde	aszteroida	astéroïde	N;NOM;SG	N;MASC;SG
egyszerű	simple	egyszerű	simple	ADJ;NOM;SG	ADJ;MASC;SG
ideiglenes	provisoire	ideiglenes	provisoire	ADJ;NOM;SG	ADJ;MASC;SG
ideiglenes	temporaire	ideiglenes	temporaire	ADJ;NOM;SG	ADJ;MASC;SG
ideiglenes	provisoire	ideiglenes	provisoire	ADJ;NOM;SG	ADJ;MASC;SG
kiadás	edition	kiadás	edition	N;NOM;SG	N;FEM;SG
kiadás	édition	kiadás	édition	N;NOM;SG	N;FEM;SG
kiadás	dépense	kiadás	dépense	N;NOM;SG	N;FEM;SG
kiadás	édition	kiadás	édition	N;NOM;SG	N;FEM;SG
kiadás	publication	kiadás	publication	N;NOM;SG	N;FEM;SG
rend	ordre	rend	ordre	N;NOM;SG	N;MASC;SG
rend	commande	rend	commande	N;NOM;SG	N;FEM;SG
szakma	métier	szakma	métier	N;NOM;SG	N;MASC;SG
szakma	profession	szakma	profession	N;NOM;SG	N;FEM;SG
verseny	course	verseny	course	N;NOM;SG	N;FEM;SG
verseny	race	verseny	race	N;NOM;SG	N;FEM;SG
verseny	compétition	verseny	compétition	N;NOM;SG	N;FEM;SG
verseny	concurrence	verseny	concurrence	N;NOM;SG	N;FEM;SG
verseny	concours	verseny	concours	N;NOM;SG	N;MASC;SG
verseny	concours	verseny	concours	N;NOM;SG	N;MASC;SG
eredmény	résultat	eredmény	résultat	N;NOM;SG	N;MASC;SG
kéne	devrait	kéne	devoir	V;INDF;COND;SG;3;PRS;FIN;ACT	V;COND;SG;3;PRS;FIN
test	organisme	test	organisme	N;NOM;SG	N;MASC;SG
test	carrosserie	test	carrosserie	N;NOM;SG	N;FEM;SG
test	organe	test	organe	N;NOM;SG	N;MASC;SG
test	corps	test	corps	N;NOM;SG	N;MASC;SG
ének	hymne	én	hymne	N;NOM;SG	N;MASC;SG
ének	chant	én	chant	N;NOM;SG	N;MASC;SG
ének	voix	én	voix	N;NOM;SG	N;FEM;SG
ének	chant	én	chant	N;NOM;SG	N;MASC;SG
keretében	cadre	keret	cadre	N;IN+ESS;SG	N;MASC;SG
kötött	conclu	köt	conclure	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kötött	conclue	köt	conclure	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
kötött	tricoter	köt	tricoter	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
változat	version	változat	version	N;NOM;SG	N;FEM;SG
változat	variante	változat	variante	N;NOM;SG	N;FEM;SG
gól	objectif	gól	objectif	N;NOM;SG	N;MASC;SG
gól	but	gól	but	N;NOM;SG	N;MASC;SG
kérdés	question	kérdés	question	N;NOM;SG	N;FEM;SG
polgári	civil	polgári	civil	ADJ;NOM;SG	ADJ;MASC;SG
polgári	civile	polgári	civil	ADJ;NOM;SG	ADJ;FEM;SG
polgári	civil	polgári	civil	ADJ;NOM;SG	ADJ;MASC;SG
polgári	civile	polgári	civil	ADJ;NOM;SG	ADJ;FEM;SG
polgári	citoyenne	polgári	citoyen	ADJ;NOM;SG	ADJ;FEM;SG
polgári	civique	polgári	civique	ADJ;NOM;SG	ADJ;MASC;SG
külföldi	étrangère	külföldi	étranger	ADJ;NOM;SG	ADJ;FEM;SG
díjak	charges	díj	charge	N;NOM;PL	N;FEM;PL
díjak	primes	díj	prime	N;NOM;PL	N;FEM;PL
díjak	distinctions	díj	distinction	N;NOM;PL	N;FEM;PL
díjak	trophées	díj	trophée	N;NOM;PL	N;MASC;PL
díjak	récompenses	díj	récompense	N;NOM;PL	N;FEM;PL
díjak	honoraires	díj	honoraire	N;NOM;PL	N;MASC;PL
uralkodó	règle	uralkodó	règle	N;NOM;SG	N;FEM;SG
uralkodó	dirigeant	uralkodó	dirigeant	N;NOM;SG	N;MASC;SG
uralkodó	souverain	uralkodó	souverain	N;NOM;SG	N;MASC;SG
uralkodó	empereur	uralkodó	empereur	N;NOM;SG	N;MASC;SG
uralkodó	monarque	uralkodó	monarque	N;NOM;SG	N;MASC;SG
zeneszerző	compositeur	zeneszerző	compositeur	N;NOM;SG	N;MASC;SG
zeneszerző	compositrice	zeneszerző	compositeur	N;NOM;SG	N;FEM;SG
évad	saison	évad	saison	N;NOM;SG	N;FEM;SG
program	programme	program	programme	N;NOM;SG	N;MASC;SG
program	programme	program	programme	N;NOM;SG	N;MASC;SG
teszi	rend	tesz	rendre	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lehetséges	potentielle	lehetséges	potentiel	ADJ;NOM;SG	ADJ;FEM;SG
lehetséges	possible	lehetséges	possible	ADJ;NOM;SG	ADJ;MASC;SG
szezon	saison	szez	saison	N;NOM;SG	N;FEM;SG
nők	femmes	nő	femme	N;NOM;PL	N;FEM;PL
bizottság	commission	bizottság	commission	N;NOM;SG	N;FEM;SG
bizottság	comité	bizottság	comité	N;NOM;SG	N;MASC;SG
zenekar	groupe	zenekar	groupe	N;NOM;SG	N;MASC;SG
zenekar	orchestre	zenekar	orchestre	N;NOM;SG	N;MASC;SG
zenekar	bande	zenekar	bande	N;NOM;SG	N;FEM;SG
zenekar	orchestre	zenekar	orchestre	N;NOM;SG	N;MASC;SG
létezik	existe	létezik	exister	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
létezik	exister	létezik	exister	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
létezik	existe	létezik	exister	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
színésznő	actrice	színésznő	acteur	N;NOM;SG	N;FEM;SG
tíz	dix	tíz	dix	NUM;NOM;SG	NUM
gitár	guitare	gitár	guitare	N;NOM;SG	N;FEM;SG
romániai	roumaine	romániai	roumain	ADJ;NOM;SG	ADJ;FEM;SG
romániai	roumain	romániai	roumain	ADJ;NOM;SG	ADJ;MASC;SG
jobban	mieux	jól	mieux	ADV	ADV
kötet	volume	kötet	volume	N;NOM;SG	N;MASC;SG
tartalmaz	contient	tartalmaz	contenir	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
munka	travail	munka	travail	N;NOM;SG	N;MASC;SG
elnök	présidente	elnök	président	N;NOM;SG	N;FEM;SG
elnök	président	elnök	président	N;NOM;SG	N;MASC;SG
elnök	président	elnök	président	N;NOM;SG	N;MASC;SG
egység	unité	egység	unité	N;NOM;SG	N;FEM;SG
egység	unité	egység	unité	N;NOM;SG	N;FEM;SG
egység	unite	egység	unite	N;NOM;SG	N;FEM;SG
történet	récit	történet	récit	N;NOM;SG	N;MASC;SG
visszatért	retourné	visszatért	retourner	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
visszatért	retournée	visszatért	retourner	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
alapított	fondé	alapított	fonder	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
alapított	fondée	alapított	fonder	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
isten	dieu	isten	dieu	N;NOM;SG	N;MASC;SG
cég	compagnie	cég	compagnie	N;NOM;SG	N;FEM;SG
cég	société	cég	société	N;NOM;SG	N;FEM;SG
újságíró	journaliste	újságíró	journaliste	N;NOM;SG	N;MASC;SG
újságíró	journaliste	újságíró	journaliste	N;NOM;SG	N;MASC;SG
írni	écrivez	ír	écrire	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
írni	ecrire	ír	ecrire	V;NFIN;ACT	V;NFIN
írni	écrire	ír	écrire	V;NFIN;ACT	V;NFIN
írni	rédiger	ír	rédiger	V;NFIN;ACT	V;NFIN
víz	eau	víz	eau	N;NOM;SG	N;FEM;SG
forradalom	revolution	forradalom	revolution	N;NOM;SG	N;FEM;SG
forradalom	révolution	forradalom	révolution	N;NOM;SG	N;FEM;SG
hamarosan	bientôt	hamarosan	bientôt	ADV	ADV
hamarosan	prochainement	hamarosan	prochainement	ADV	ADV
vasúti	rail	vasúti	rail	N;NOM;SG	N;MASC;SG
egyesület	association	egyesület	association	N;NOM;SG	N;FEM;SG
leginkább	principalement	inkább	principalement	ADV	ADV
leginkább	essentiellement	inkább	essentiellement	ADV	ADV
leginkább	surtout	inkább	surtout	ADV	ADV
vége	end	vég	end	N;NOM;SG	N;MASC;SG
vége	fin	vég	fin	N;NOM;SG	N;FEM;SG
kezdődött	commencé	kezdődik	commencer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kezdődött	démarré	kezdődik	démarrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kezdődött	commencée	kezdődik	commencer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
kezdődött	commencé	kezdődik	commencer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kiváló	remarquable	kiváló	remarquable	ADJ;NOM;SG	ADJ;MASC;SG
kiváló	excellente	kiváló	excellent	ADJ;NOM;SG	ADJ;FEM;SG
kiváló	excellent	kiváló	excellent	ADJ;NOM;SG	ADJ;MASC;SG
szigetek	îles	sziget	île	N;NOM;PL	N;FEM;PL
szigetek	iles	sziget	ile	N;NOM;PL	N;FEM;PL
püspök	évêque	püspök	évêque	N;NOM;SG	N;MASC;SG
körülbelül	approximativement	körülbelül	approximativement	ADV	ADV
körülbelül	environ	körülbelül	environ	ADV	ADV
