vili	villa	vila	villa	N;NOM;FEM;SG	N;FEM;SG
preiskave	investigaciones	preiskava	investigación	N;NOM;FEM;PL	N;FEM;PL
nameščeni	instaladas	nameščen	instalado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
nameščeni	instalados	nameščen	instalado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
dramo	drama	drama	drama	N;ACC;FEM;SG	N;MASC;SG
jürgen	jürgen	jürgen	jürgen	N;NOM;MASC;SG	N;SG
minute	actas	minuta	acta	N;NOM;FEM;PL	N;FEM;PL
minute	minutos	minuta	minuto	N;NOM;FEM;PL	N;MASC;PL
gerard	gérard	gerard	gérard	N;NOM;MASC;SG	N;SG
uničiti	destruyan	uničiti	destruir	V;PFV;NFIN	V;IMP;PL;3;FIN
uničiti	destruye	uničiti	destruir	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
uničiti	destruyen	uničiti	destruir	V;PFV;NFIN	V;IND;PL;3;PRS;FIN
uničiti	destruir	uničiti	destruir	V;PFV;NFIN	V;NFIN
identiteto	identidad	identiteta	identidad	N;ACC;FEM;SG	N;FEM;SG
mehansko	mecánicamente	mehanski	mecánicamente	ADV	ADV
izjavo	declaración	izjava	declaración	N;ACC;FEM;SG	N;FEM;SG
izjavo	afirmación	izjava	afirmación	N;ACC;FEM;SG	N;FEM;SG
izjavo	comunicado	izjava	comunicado	N;ACC;FEM;SG	N;MASC;SG
police	pólizas	polica	póliza	N;NOM;FEM;PL	N;FEM;PL
police	politicas	polica	politico	N;NOM;FEM;PL	N;FEM;PL
police	políticas	polica	política	N;NOM;FEM;PL	N;FEM;PL
police	estanterías	polica	estantería	N;NOM;FEM;PL	N;FEM;PL
police	estantes	polica	estante	N;NOM;FEM;PL	N;MASC;PL
smole	resinas	smola	resina	N;NOM;FEM;PL	N;FEM;PL
thierry	thierry	thierry	thierry	N;NOM;MASC;SG	N;MASC;SG
demokratične	democráticos	demokratičen	democrático	ADJ;NOM;FEM;PL	ADJ;MASC;PL
demokracije	democracias	demokracija	democracia	N;NOM;FEM;PL	N;FEM;PL
klobuk	gorro	klobuk	gorro	N;NOM;MASC;SG	N;MASC;SG
klobuk	sombrero	klobuk	sombrero	N;NOM;MASC;SG	N;MASC;SG
klobuk	hat	klobuk	haber	N;NOM;MASC;SG	N
klobuk	gorra	klobuk	gorra	N;NOM;MASC;SG	N;FEM;SG
photo	fotografía	phota	fotografía	N;NOM;MASC;SG	N;FEM;SG
photo	photo	phota	photo	N;NOM;MASC;SG	N
photo	foto	phota	foto	N;NOM;MASC;SG	N;FEM;SG
uspehi	exitos	uspeh	exito	N;NOM;MASC;PL	N;MASC;PL
uspehi	aciertos	uspeh	acierto	N;NOM;MASC;PL	N;MASC;PL
uspehi	éxitos	uspeh	éxito	N;NOM;MASC;PL	N;MASC;PL
izobraževalno	educativo	izobraževalen	educativo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
izobraževalno	educativa	izobraževalen	educativo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
greene	greene	green	greene	N;NOM;MASC;SG	N;SG
varuje	protege	varovati	proteger	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
japonci	japoneses	japonec	japonés	N;NOM;MASC;PL	N;MASC;PL
objavljeni	publicados	objavljen	publicado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
objavljeni	publicadas	objavljen	publicado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
nikdar	nunca	nikdar	nunca	ADV	ADV
nikdar	jamás	nikdar	jamás	ADV	ADV
elektroni	electrones	elektron	electrón	N;NOM;MASC;PL	N;MASC;PL
predala	rindió	predati	rendir	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
leona	leona	leon	leona	N;NOM;MASC;SG	N;FEM;SG
robertson	robertson	robertson	robertson	N;NOM;MASC;SG	N;MASC;SG
postavljeno	levantado	postavljen	levantado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
postavljeno	recaudado	postavljen	recaudar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
postavljeno	criado	postavljen	criado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
budistični	budista	budističen	budista	ADJ;NOM;MASC;SG	ADJ;SG
potniški	pasajera	potniški	pasajero	ADJ;NOM;MASC;SG	ADJ;FEM;SG
zavira	inhibe	zavirati	inhibir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
umetni	artificial	umeten	artificial	ADJ;NOM;DEF;MASC;SG	ADJ;SG
angeli	ángeles	angela	ángel	N;NOM;MASC;PL	N;MASC;PL
angeli	angeles	angela	angel	N;NOM;MASC;PL	N;MASC;PL
angeli	angelitos	angela	angelito	N;NOM;MASC;PL	N;MASC;PL
angeli	angels	angela	angels	N;NOM;MASC;PL	N;MASC;PL
članstvo	membresía	članstvo	membresía	N;NOM;NEUT;SG	N;FEM;SG
članstvo	pertenencia	članstvo	pertenencia	N;NOM;NEUT;SG	N;FEM;SG
članstvo	afiliación	članstvo	afiliación	N;NOM;NEUT;SG	N;FEM;SG
razmišljanje	pensamiento	razmišljanje	pensamiento	N;NOM;NEUT;SG	N;MASC;SG
razmišljanje	contemplación	razmišljanje	contemplación	N;NOM;NEUT;SG	N;FEM;SG
umetne	artificiales	umeten	artificial	ADJ;NOM;FEM;PL	ADJ;PL
prisilil	forzar	prisiliti	forzar	V;PFV;MASC;SG;V.PTCP	V;NFIN
misijonar	misionero	misijonar	misionero	N;NOM;MASC;SG	N;MASC;SG
sesalcev	mamíferos	sesalec	mamífero	N;GEN;MASC;PL	N;MASC;PL
širitev	ampliación	širitev	ampliación	N;NOM;FEM;SG	N;FEM;SG
širitev	ampliación	širitev	ampliación	N;NOM;FEM;SG	N;FEM;SG
širitev	expansión	širitev	expansión	N;NOM;FEM;SG	N;FEM;SG
legend	leyenda	legenda	leyenda	N;NOM;FEM;SG	N;FEM;SG
legend	legend	legenda	legend	N;NOM;FEM;SG	N
legend	leyenda	legenda	leyenda	N;NOM;FEM;SG	N;FEM;SG
dimenzije	dimensiones	dimenzija	dimensión	N;NOM;FEM;PL	N;FEM;PL
volji	humor	volja	humor	N;NOM;FEM;SG	N;MASC;SG
volji	ánimo	volja	ánimo	N;NOM;FEM;SG	N;MASC;SG
oblikovan	formulada	oblikovan	formulado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oblikovan	formulado	oblikovan	formulado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
porta	porta	porta	portar	N;NOM;MASC;SG	N;SG
ayrton	ayrton	ayrton	ayrton	N;NOM;MASC;SG	N;MASC;SG
zob	muela	zob	muela	N;NOM;MASC;SG	N;FEM;SG
zob	diente	zob	diente	N;NOM;MASC;SG	N;MASC;SG
cesarica	emperatriz	cesarica	emperatriz	N;NOM;FEM;SG	N;FEM;SG
domovina	patria	domovina	patria	N;NOM;FEM;SG	N;FEM;SG
domovina	patria	domovina	patria	N;NOM;FEM;SG	N;FEM;SG
domovina	patria	domovina	patria	N;NOM;FEM;SG	N;FEM;SG
petja	canto	petje	canto	N;GEN;NEUT;SG	N;MASC;SG
petja	canto	petje	canto	N;GEN;NEUT;SG	N;MASC;SG
opisan	descrito	opisan	descrito	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
opisan	descrita	opisan	descrito	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
vijak	tornillo	vijak	tornillo	N;NOM;MASC;SG	N;MASC;SG
žita	cereales	žita	cereal	N;NOM;FEM;PL	N;MASC;PL
žita	granos	žita	grano	N;NOM;FEM;PL	N;MASC;PL
žita	cereales	žita	cereal	N;NOM;FEM;PL	N;MASC;PL
podaljšana	ampliada	podaljšan	ampliado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
podaljšana	extendido	podaljšan	extendido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
podaljšana	extendida	podaljšan	extendido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
podaljšana	ampliado	podaljšan	ampliar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
podaljšana	prolongada	podaljšan	prolongado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
podaljšana	prolongado	podaljšan	prolongado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
podaljšana	alargada	podaljšan	alargado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
podaljšana	alargado	podaljšan	alargar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
prispel	llegado	prispeti	llegar	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
prispel	llegó	prispeti	llegar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
kde	kde	kda	kde	N;NOM;MASC;SG	N;MASC;SG
marta	marta	mart	marta	N;NOM;FEM;SG	N;FEM;SG
marta	marta	mart	marta	N;NOM;FEM;SG	N;FEM;SG
marta	martha	mart	martha	N;NOM;FEM;SG	N;FEM;SG
sadje	fruto	sadje	fruto	N;NOM;NEUT;SG	N;MASC;SG
sadje	fruta	sadje	fruta	N;NOM;NEUT;SG	N;FEM;SG
sadje	fruta	sadje	fruta	N;NOM;NEUT;SG	N;FEM;SG
jevgenij	yevgeny	jevgenje	yevgeny	N;NOM;MASC;SG	N;MASC;SG
presenetljivo	sorprendentemente	presenetljiv	sorprendentemente	ADV	ADV
trditve	afirmaciones	trditev	afirmación	N;NOM;FEM;PL	N;FEM;PL
trditve	siniestros	trditev	siniestro	N;NOM;FEM;PL	N;MASC;PL
trditve	reclamos	trditev	reclamo	N;NOM;FEM;PL	N;MASC;PL
trditve	reclamaciones	trditev	reclamación	N;NOM;FEM;PL	N;FEM;PL
trditve	alegaciones	trditev	alegación	N;NOM;FEM;PL	N;FEM;PL
trditve	denuncias	trditev	denuncia	N;NOM;FEM;PL	N;FEM;PL
trditve	acusaciones	trditev	acusación	N;NOM;FEM;PL	N;FEM;PL
trditve	alegatos	trditev	alegato	N;NOM;FEM;PL	N;MASC;PL
trditve	alegaciones	trditev	alegación	N;NOM;FEM;PL	N;FEM;PL
trditve	argumentos	trditev	argumento	N;NOM;FEM;PL	N;MASC;PL
trditve	discusiones	trditev	discusión	N;NOM;FEM;PL	N;FEM;PL
čop	coleta	čop	coleta	N;NOM;MASC;SG	N;FEM;SG
tujino	extranjero	tujina	extranjero	N;ACC;FEM;SG	N;MASC;SG
sara	sarah	sar	sarah	N;NOM;FEM;SG	N;FEM;SG
sara	sara	sar	sara	N;NOM;FEM;SG	N;FEM;SG
sara	sara	sar	sara	N;NOM;FEM;SG	N;FEM;SG
plodovi	frutas	plodov	fruta	N;NOM;MASC;PL	N;FEM;PL
plodovi	frutos	plodov	fruto	N;NOM;MASC;PL	N;MASC;PL
jarek	trinchera	jarek	trinchera	N;NOM;MASC;SG	N;FEM;SG
jarek	zanja	jarek	zanja	N;NOM;MASC;SG	N;FEM;SG
jarek	fosa	jarek	fosa	N;NOM;MASC;SG	N;FEM;SG
jarek	foso	jarek	foso	N;NOM;MASC;SG	N;MASC;SG
jarek	zanja	jarek	zanja	N;NOM;MASC;SG	N;FEM;SG
premera	diámetro	premer	diámetro	N;GEN;MASC;SG	N;MASC;SG
kampanje	campañas	kampanja	campaña	N;NOM;FEM;PL	N;FEM;PL
kampanje	campañas	kampanja	campaña	N;NOM;FEM;PL	N;FEM;PL
zasnovana	diseñada	zasnovan	diseñado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
zasnovana	diseñado	zasnovan	diseñado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
doseženo	alcanzada	dosežen	alcanzar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
doseženo	alcanzado	dosežen	alcanzado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
doseženo	cumplida	dosežen	cumplidar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
doseženo	logrado	dosežen	logrado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
doseženo	alcanzada	dosežen	alcanzar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
doseženo	logrado	dosežen	logrado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
doseženo	alcanzado	dosežen	alcanzado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
simbolizira	simboliza	simbolizirati	simbolizar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
simbolizira	simboliza	simbolizirati	simbolizar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
posamezna	individual	posamezen	individual	ADJ;NOM;FEM;SG	ADJ;SG
motive	motivos	motiv	motivo	N;ACC;MASC;PL	N;MASC;PL
rjavo	marrón	rjav	marrón	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
stosur	stosur	stosur	stosur	N;NOM;MASC;SG	N;FEM;SG
izjemen	excepcional	izjemen	excepcional	ADJ;NOM;INDF;MASC;SG	ADJ;SG
prehrani	nutrición	prehrana	nutrición	N;DAT;FEM;SG	N;FEM;SG
obremenitev	carga	obremenitev	carga	N;GEN;FEM;SG	N;FEM;SG
obremenitev	carga	obremenitev	carga	N;GEN;FEM;SG	N;FEM;SG
obremenitev	débito	obremenitev	débito	N;GEN;FEM;SG	N;FEM;SG
roll	rollo	roll	rollo	N;NOM;MASC;SG	N;MASC;SG
roll	roll	roll	roll	N;NOM;MASC;SG	N;MASC;SG
čelo	frente	čelo	frente	N;NOM;NEUT;SG	N
čelo	chelo	čelo	chelo	N;NOM;NEUT;SG	N;MASC;SG
čelo	violonchelo	čelo	violonchelo	N;NOM;NEUT;SG	N;MASC;SG
zavrne	rehúsa	zavrniti	rehúsa	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zavrne	rechaza	zavrniti	rechazar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zavrne	rechazar	zavrniti	rechazar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
zavrne	denegar	zavrniti	denegar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
zavrne	rechazar	zavrniti	rechazar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
tekmovanj	concursos	tekmovanje	concurso	N;GEN;NEUT;PL	N;MASC;PL
tekmovanj	competencias	tekmovanje	competencia	N;GEN;NEUT;PL	N;FEM;PL
tekmovanj	oposiciones	tekmovanje	oposición	N;GEN;NEUT;PL	N;FEM;PL
tekmovanj	competiciones	tekmovanje	competición	N;GEN;NEUT;PL	N;FEM;PL
pojave	fenómenos	pojava	fenómeno	N;ACC;MASC;PL	N;MASC;PL
gašper	enrique	gašper	enrique	N;NOM;MASC;SG	N;MASC;SG
lola	lola	lol	lola	N;NOM;MASC;SG	N;FEM;SG
sklical	convocó	sklicati	convocar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
blog	blog	blog	blog	N;NOM;MASC;SG	N;MASC;SG
blog	bitácora	blog	bitácora	N;NOM;MASC;SG	N;FEM;SG
ettore	ettore	ettor	ettorar	N;NOM;MASC;SG	N;MASC;SG
vrtovi	jardines	vrt	jardín	N;NOM;MASC;PL	N;MASC;PL
potrjuje	confirma	potrjevati	confirmar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
imunski	inmunitario	imunski	inmunitario	ADJ;NOM;MASC;SG	ADJ;MASC;SG
imunski	inmunológico	imunski	inmunológico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
stresa	estrés	stres	estrés	N;GEN;MASC;SG	N;MASC;SG
stresa	stress	stres	stres	N;GEN;MASC;SG	N
einstein	einstein	einstein	einstein	N;NOM;MASC;SG	N;MASC;SG
senator	senador	senator	senador	N;NOM;MASC;SG	N;MASC;SG
senator	senadora	senator	senadora	N;NOM;MASC;SG	N;FEM;SG
vincenzo	vincenzo	vincenza	vincenzo	N;NOM;MASC;SG	N;MASC;SG
podružnica	filial	podružnica	filial	N;NOM;FEM;SG	N;SG
podružnica	ramal	podružnica	ramal	N;NOM;FEM;SG	N;MASC;SG
podružnica	rama	podružnica	rama	N;NOM;FEM;SG	N;FEM;SG
podružnica	sucursal	podružnica	sucursal	N;NOM;FEM;SG	N;FEM;SG
izpostavljeni	expuestos	izpostavljen	expuesto	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
podvozje	bastidor	podvozje	bastidor	N;NOM;NEUT;SG	N;MASC;SG
podvozje	chasis	podvozje	chasis	N;NOM;NEUT;SG	N;MASC
kmečka	campesina	kmečki	campesino	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ilustracije	ilustraciones	ilustracija	ilustración	N;NOM;FEM;PL	N;FEM;PL
križišču	intersección	križišče	intersección	N;DAT;NEUT;SG	N;FEM;SG
križišču	cruce	križišče	cruce	N;DAT;NEUT;SG	N;MASC;SG
križišču	cruce	križišče	cruce	N;DAT;NEUT;SG	N;MASC;SG
prepovedal	prohibió	prepovedati	prohibir	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
alabama	alabama	alaba	alabama	N;NOM;FEM;SG	N;FEM;SG
odstranjevanje	eliminación	odstranjevanje	eliminación	N;NOM;NEUT;SG	N;FEM;SG
odstranjevanje	remoción	odstranjevanje	remoción	N;NOM;NEUT;SG	N;FEM;SG
odstranjevanje	eliminación	odstranjevanje	eliminación	N;NOM;NEUT;SG	N;FEM;SG
prefekt	prefecto	prefekt	prefecto	N;NOM;MASC;SG	N;MASC;SG
siegfried	siegfried	siegfried	siegfried	N;NOM;MASC;SG	N;MASC;SG
sodobnost	modernidad	sodobnost	modernidad	N;NOM;FEM;SG	N;FEM;SG
bomba	bomba	bomba	bomba	N;NOM;FEM;SG	N;FEM;SG
scene	escenas	scena	escena	N;NOM;FEM;PL	N;FEM;PL
navidezni	aparente	navidezen	aparente	ADJ;NOM;DEF;MASC;SG	ADJ;SG
navidezni	virtual	navidezen	virtual	ADJ;NOM;DEF;MASC;SG	ADJ;SG
skorje	costras	skorje	costra	N;NOM;NEUT;PL	N;FEM;PL
skorje	cortezas	skorje	corteza	N;NOM;NEUT;PL	N;FEM;PL
mera	tasa	mera	tasa	N;NOM;FEM;SG	N;FEM;SG
sulfat	sulfato	sulfat	sulfato	N;NOM;MASC;SG	N;MASC;SG
sulfat	sulfato	sulfat	sulfato	N;NOM;MASC;SG	N;MASC;SG
izdelane	fabricados	izdelan	fabricado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izdelane	manufacturados	izdelan	manufacturado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izmenjavo	canje	izmenjava	canje	N;ACC;FEM;SG	N;MASC;SG
izmenjavo	cambio	izmenjava	cambio	N;ACC;FEM;SG	N;MASC;SG
izmenjavo	intercambio	izmenjava	intercambio	N;ACC;FEM;SG	N;MASC;SG
deseti	décimo	deseti	décimo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
infrastrukture	infraestructuras	infrastruktura	infraestructura	N;NOM;FEM;PL	N;FEM;PL
dim	dim	dim	dim	N;NOM;MASC;SG	N
dim	humo	dim	humo	N;NOM;MASC;SG	N;MASC;SG
obred	ceremonia	obred	ceremonia	N;NOM;MASC;SG	N;FEM;SG
veronika	veronika	veronika	veronika	N;NOM;FEM;SG	N;FEM;SG
skale	rocks	skala	rocks	N;NOM;FEM;PL	N;MASC
skale	rocas	skala	roca	N;NOM;FEM;PL	N;FEM;PL
skale	piedras	skala	piedra	N;NOM;FEM;PL	N;FEM;PL
označeno	etiquetado	označen	etiquetado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
označeno	etiquetada	označen	etiquetado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
označeno	marcada	označen	marcado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
označeno	marcado	označen	marcado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ukinjena	abolida	ukinjen	abolida	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
ukinjena	abolido	ukinjen	abolido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ukinjena	suprimido	ukinjen	suprimir	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
razlage	interpretaciones	razlaga	interpretación	N;NOM;FEM;PL	N;FEM;PL
razlage	explicaciones	razlaga	explicación	N;NOM;FEM;PL	N;FEM;PL
odkrito	sinceramente	odkrito	sinceramente	ADV	ADV
odkrito	honestamente	odkrito	honestamente	ADV	ADV
realna	realista	realen	realista	ADJ;NOM;FEM;SG	ADJ;SG
mejah	fronteras	meja	frontera	N;ESS;FEM;PL	N;FEM;PL
mejah	bordes	meja	borde	N;ESS;FEM;PL	N;MASC;PL
puščavi	desierto	puščava	desierto	N;DAT;FEM;SG	N;MASC;SG
zajec	conejo	zajec	conejo	N;NOM;MASC;SG	N;MASC;SG
vezan	obligado	vezan	obligado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vezan	atado	vezan	atado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
pripadnost	afiliación	pripadnost	afiliación	N;NOM;FEM;SG	N;FEM;SG
pripadnost	filiación	pripadnost	filiación	N;NOM;FEM;SG	N;FEM;SG
pripadnost	pertenencia	pripadnost	pertenencia	N;NOM;FEM;SG	N;FEM;SG
twin	gemela	twin	gemela	N;NOM;MASC;SG	N;FEM;SG
twin	twin	twin	twin	N;NOM;MASC;SG	N
twin	gemelo	twin	gemelo	N;NOM;MASC;SG	N;MASC;SG
disciplina	disciplina	disciplina	disciplina	N;NOM;FEM;SG	N;FEM;SG
soproga	cónyuge	soprog	cónyuge	N;NOM;FEM;SG	N;SG
soproga	esposa	soprog	esposa	N;NOM;FEM;SG	N;FEM;SG
soproga	mujer	soprog	mujer	N;NOM;FEM;SG	N;FEM;SG
cona	zona	cona	zona	N;NOM;FEM;SG	N;FEM;SG
cona	zone	cona	zone	N;NOM;FEM;SG	N
zaupanje	confianza	zaupanje	confianza	N;NOM;NEUT;SG	N;FEM;SG
zaupanje	trust	zaupanje	trust	N;NOM;NEUT;SG	N
zaupanje	confianza	zaupanje	confianza	N;NOM;NEUT;SG	N;FEM;SG
zaupanje	fideicomiso	zaupanje	fideicomiso	N;NOM;NEUT;SG	N;MASC;SG
konstruktor	constructor	konstruktor	constructor	N;NOM;MASC;SG	N;MASC;SG
prejeti	recibir	prejeti	recibir	V;PFV;NFIN	V;NFIN
prejeti	reciba	prejeti	recibir	V;PFV;NFIN	V;SBJV;SG;3;PRS;FIN
prejeti	reciban	prejeti	recibir	V;PFV;NFIN	V;IMP;PL;3;FIN
prejeti	recibe	prejeti	recibir	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
izginila	desapareció	izginiti	desaparecer	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
izginila	desaparecer	izginiti	desaparecer	V;PFV;FEM;SG;V.PTCP	V;NFIN
izginila	desaparece	izginiti	desaparecer	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
izginila	desaparezca	izginiti	desaparecer	V;PFV;FEM;SG;V.PTCP	V;SBJV;SG;3;PRS;FIN
izginila	desapareció	izginiti	desaparecer	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
primerjavo	comparación	primerjava	comparación	N;ACC;FEM;SG	N;FEM;SG
diska	disco	disk	disco	N;NOM;MASC;SG	N;MASC;SG
vrhovi	picos	vrh	pico	N;NOM;MASC;PL	N;MASC;PL
testiranje	ensayo	testiranje	ensayo	N;NOM;NEUT;SG	N;MASC;SG
selena	selenio	selen	selenio	N;NOM;FEM;SG	N;MASC;SG
selena	selena	selen	selena	N;NOM;FEM;SG	N;FEM;SG
navdušen	impresionado	navdušen	impresionar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
navdušen	impresionada	navdušen	impresionado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
navdušen	emocionada	navdušen	emocionado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
navdušen	entusiasmado	navdušen	entusiasmado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
navdušen	emocionado	navdušen	emocionado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
navdušen	entusiasmada	navdušen	entusiasmado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
navdušen	encantado	navdušen	encantado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
navdušen	encantada	navdušen	encantado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
nakup	compra	nakup	compra	N;NOM;MASC;SG	N;FEM;SG
nakup	adquisición	nakup	adquisición	N;NOM;MASC;SG	N;FEM;SG
nakup	compra	nakup	compra	N;NOM;MASC;SG	N;FEM;SG
nakup	compra	nakup	compra	N;NOM;MASC;SG	N;FEM;SG
cepivo	vacuna	cepiv	vacuno	N;ACC;FEM;SG	N;FEM;SG
ozračje	atmosfera	ozračje	atmosfero	N;NOM;NEUT;SG	N;FEM;SG
ozračje	ambiente	ozračje	ambiente	N;NOM;NEUT;SG	N;MASC;SG
ozračje	atmósfera	ozračje	atmósfera	N;NOM;NEUT;SG	N;FEM;SG
gospodarstvu	holding	gospodarstvo	holding	N;DAT;NEUT;SG	N;MASC;SG
kocke	cubos	kocka	cubo	N;NOM;FEM;PL	N;MASC;PL
kocke	cubitos	kocka	cubito	N;NOM;FEM;PL	N;MASC;PL
ocenjuje	evalúa	ocenjevati	evaluar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ocenjuje	evalúa	ocenjevati	evaluar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
prvenec	debut	prvenec	debut	N;NOM;MASC;SG	N;MASC;SG
čebele	abejas	čebela	abeja	N;NOM;FEM;PL	N;FEM;PL
pruski	prusiano	pruski	prusiano	ADJ;NOM;MASC;SG	ADJ;MASC;SG
pruski	prusiana	pruski	prusiano	ADJ;NOM;MASC;SG	ADJ;FEM;SG
encimov	enzimas	encimov	enzima	N;GEN;MASC;PL	N;FEM;PL
sužnji	esclavas	sužnja	esclava	N;NOM;MASC;PL	N;FEM;PL
sužnji	esclavos	sužnja	esclavo	N;NOM;MASC;PL	N;MASC;PL
rgb	rgb	rgb	rgb	N;NOM;MASC;SG	N;MASC;SG
ravnotežje	balanza	ravnotežje	balanza	N;NOM;NEUT;SG	N;FEM;SG
ravnotežje	balance	ravnotežje	balance	N;NOM;NEUT;SG	N;MASC;SG
