nuits	nopți	nuit	noapte	N;FEM;PL	N;INDF;FEM;PL
précieux	valoroasă	précieux	valoros	ADJ;MASC;SG	ADJ;INDF;FEM;SG
précieux	valoros	précieux	valoros	ADJ;MASC;SG	ADJ;INDF;MASC;SG
indication	indicarea	indication	indicare	N;FEM;SG	N;DEF;FEM;SG
indication	indicație	indication	indicație	N;FEM;SG	N;INDF;FEM;SG
installent	instalează	installer	instala	V;IND;PL;3;PRS;FIN	V;IND;3;PRS;FIN
donjon	temnita	donjon	temnita	N;MASC;SG	N;DEF;FEM;SG
croissant	croissant	croissant	croissant	N;MASC;SG	N;INDF;MASC;SG
amant	iubitul	amant	iubit	N;MASC;SG	N;DEF;MASC;SG
amant	amant	amant	amant	N;MASC;SG	N;INDF;MASC;SG
caps	capace	caps	capace	N;MASC;PL	N;INDF;FEM;PL
légal	juridic	légal	juridic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
légal	legală	légal	legal	ADJ;MASC;SG	ADJ;INDF;FEM;SG
légal	legal	légal	legal	ADJ;MASC;SG	ADJ;INDF;MASC;SG
incapable	incapabil	incapable	incapabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
incapable	incapabil	incapable	incapabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
incapable	incapabilă	incapable	incapabil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
prévenir	avertizează	prévenir	avertiza	V;NFIN	V;IND;3;PRS;FIN
prévenir	previne	prévenir	preveni	V;NFIN	V;IND;SG;3;PRS;FIN
tibétain	tibetan	tibétain	tibetan	ADJ;MASC;SG	ADJ;INDF;MASC;SG
jungle	jungla	jungle	junglă	N;FEM;SG	N;DEF;FEM;SG
jungle	junglă	jungle	junglă	N;FEM;SG	N;INDF;FEM;SG
assomption	presupunere	assomption	presupunere	N;FEM;SG	N;INDF;FEM;SG
assomption	presupunerea	assomption	presupunere	N;FEM;SG	N;DEF;FEM;SG
condamnation	sentinta	condamnation	sentintă	N;FEM;SG	N;DEF;FEM;SG
condamnation	condamnare	condamnation	condamnare	N;FEM;SG	N;INDF;FEM;SG
condamnation	condamnarea	condamnation	condamnare	N;FEM;SG	N;DEF;FEM;SG
condamnation	condamnare	condamnation	condamnare	N;FEM;SG	N;INDF;FEM;SG
condamnation	convingere	condamnation	convingere	N;FEM;SG	N;INDF;FEM;SG
condamnation	condamnarea	condamnation	condamnare	N;FEM;SG	N;DEF;FEM;SG
condamnation	convingerea	condamnation	convingere	N;FEM;SG	N;DEF;FEM;SG
légitime	legitima	légitime	legitimă	ADJ;MASC;SG	ADJ;DEF;FEM;SG
légitime	legitim	légitime	legitim	ADJ;MASC;SG	ADJ;INDF;MASC;SG
légitime	legitimă	légitime	legitim	ADJ;MASC;SG	ADJ;INDF;FEM;SG
légitime	legitim	légitime	legitim	ADJ;MASC;SG	ADJ;INDF;MASC;SG
biodiversité	biodiversitate	biodiversité	biodiversitate	N;FEM;SG	N;INDF;FEM;SG
biodiversité	biodiversitatea	biodiversité	biodiversitate	N;FEM;SG	N;DEF;FEM;SG
lys	crin	lys	crin	N;MASC;SG	N;INDF;MASC;SG
cou	gât	cou	gât	N;MASC;SG	N;INDF;MASC;SG
cou	gâtul	cou	gât	N;MASC;SG	N;DEF;MASC;SG
accidents	accidente	accident	accident	N;MASC;PL	N;INDF;FEM;PL
accidents	accidentele	accident	accident	N;MASC;PL	N;DEF;FEM;PL
spectre	spectra	spectre	spectra	N;MASC;SG	N;DEF;FEM;SG
spectre	spectrul	spectre	spectru	N;MASC;SG	N;DEF;MASC;SG
spectre	spectru	spectre	spectru	N;MASC;SG	N;INDF;MASC;SG
spectre	spectru	spectre	spectru	N;MASC;SG	N;INDF;MASC;SG
spectre	spectrul	spectre	spectru	N;MASC;SG	N;DEF;MASC;SG
ajoutant	adăugând	ajouter	adăuga	V;PRS;V.PTCP	V;V.MSDR
transcription	transcriere	transcription	transcriere	N;FEM;SG	N;INDF;FEM;SG
transcription	transcrierea	transcription	transcriere	N;FEM;SG	N;DEF;FEM;SG
transcription	transcriere	transcription	transcriere	N;FEM;SG	N;INDF;FEM;SG
violoniste	violonist	violoniste	violonist	N;MASC;SG	N;INDF;MASC;SG
violoniste	fiddler	violoniste	fiddler	N;MASC;SG	N;INDF;MASC;SG
achille	ahile	achille	ahil	N;MASC;SG	N;DEF;MASC;SG
édit	edict	édit	edict	N;MASC;SG	N;INDF;MASC;SG
tag	eticheta	tag	etichetă	N;MASC;SG	N;DEF;FEM;SG
tag	etichetă	tag	etichetă	N;MASC;SG	N;INDF;FEM;SG
tag	marcaj	tag	marcaj	N;MASC;SG	N;INDF;MASC;SG
élémentaire	elementar	élémentaire	elementar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
élémentaire	elementar	élémentaire	elementar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
élémentaire	elementară	élémentaire	elementar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
recrutement	recrutarea	recrutement	recrutare	N;MASC;SG	N;DEF;FEM;SG
recrutement	recrutare	recrutement	recrutare	N;MASC;SG	N;INDF;FEM;SG
recrutement	recrutarea	recrutement	recrutare	N;MASC;SG	N;DEF;FEM;SG
recrutement	recrutare	recrutement	recrutare	N;MASC;SG	N;INDF;FEM;SG
procédures	procedurile	procédure	procedură	N;FEM;PL	N;DEF;FEM;PL
procédures	proceduri	procédure	procedură	N;FEM;PL	N;INDF;FEM;PL
terminal	terminal	terminal	terminal	N;MASC;SG	N;INDF;MASC;SG
terminal	terminalul	terminal	terminal	N;MASC;SG	N;DEF;MASC;SG
explorer	explorează	explorer	explora	V;NFIN	V;IND;3;PRS;FIN
explorer	explora	explorer	explora	V;NFIN	V;IND;SG;3;IPFV;FIN
partition	partiția	partition	partiție	N;FEM;SG	N;DEF;FEM;SG
partition	scorul	partition	scor	N;FEM;SG	N;DEF;MASC;SG
partition	punctaj	partition	punctaj	N;FEM;SG	N;INDF;MASC;SG
partition	scor	partition	scor	N;FEM;SG	N;INDF;MASC;SG
couples	cupluri	couple	cuplu	N;MASC;PL	N;INDF;FEM;PL
couples	cuplurile	couple	cuplu	N;MASC;PL	N;DEF;FEM;PL
couples	cuplurilor	couple	cuplu	N;MASC;PL	N;DEF;FEM;PL
considérant	considerând	considérer	considera	V;PRS;V.PTCP	V;V.MSDR
plastiques	plastice	plastique	plastic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
violation	încălcare	violation	încălcare	N;FEM;SG	N;INDF;FEM;SG
violation	încălcarea	violation	încălcare	N;FEM;SG	N;DEF;FEM;SG
violation	violare	violation	violare	N;FEM;SG	N;INDF;FEM;SG
violation	încălcare	violation	încălcare	N;FEM;SG	N;INDF;FEM;SG
violation	încălcare	violation	încălcare	N;FEM;SG	N;INDF;FEM;SG
conservateurs	conservatori	conservateur	conservator	N;MASC;PL	N;INDF;MASC;PL
conservateurs	conservatorii	conservateur	conservatoriu	N;MASC;PL	N;DEF;MASC;PL
conservateurs	curatori	conservateur	curator	N;MASC;PL	N;INDF;MASC;PL
conservateurs	conservatori	conservateur	conservator	N;MASC;PL	N;INDF;MASC;PL
rappel	amintire	rappel	amintire	N;MASC;SG	N;INDF;FEM;SG
rappel	reamintire	rappel	reamintire	N;MASC;SG	N;INDF;FEM;SG
rappel	memento	rappel	memento	N;MASC;SG	N;INDF;MASC;SG
incarne	întruchipează	incarner	întruchipa	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
plats	vase	plat	vas	N;MASC;PL	N;INDF;FEM;PL
miracle	miracol	miracle	miracol	N;MASC;SG	N;INDF;MASC;SG
miracle	miracolul	miracle	miracol	N;MASC;SG	N;DEF;MASC;SG
gène	genă	gène	genă	N;MASC;SG	N;INDF;FEM;SG
gène	gena	gène	genă	N;MASC;SG	N;DEF;FEM;SG
cfa	cfa	cfa	cfa	N;MASC;SG	N;INDF;MASC;SG
graphiques	grafice	graphique	grafic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
graphiques	grafice	graphique	grafic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
graphiques	grafice	graphique	grafic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
monétaire	monetară	monétaire	monetară	ADJ;MASC;SG	ADJ;INDF;FEM;SG
parallèles	paralele	parallèle	paralel	ADJ;MASC;PL	ADJ;INDF;FEM;PL
parallèles	paralele	parallèle	paralel	ADJ;MASC;PL	ADJ;INDF;FEM;PL
créature	creatură	créature	creatură	N;FEM;SG	N;INDF;FEM;SG
créature	creatura	créature	creatură	N;FEM;SG	N;DEF;FEM;SG
accusations	acuzatii	accusation	acuzat	N;FEM;PL	N;INDF;FEM;PL
accusations	acuzații	accusation	acuzație	N;FEM;PL	N;INDF;FEM;PL
apporté	adus	apporter	aduce	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
négatif	negativă	négatif	negativ	ADJ;MASC;SG	ADJ;INDF;FEM;SG
juger	judecă	juger	judecă	V;NFIN	V;IND;SG;3;PST;FIN
juger	judecând	juger	judeca	V;NFIN	V;V.MSDR
résidents	locuitori	résident	locuitor	N;MASC;PL	N;INDF;MASC;PL
résidents	locuitorii	résident	locuitor	N;MASC;PL	N;DEF;MASC;PL
résidents	rezidenți	résident	rezident	N;MASC;PL	N;INDF;MASC;PL
opérateurs	operatori	opérateur	operator	N;MASC;PL	N;INDF;MASC;PL
opérateurs	operatorii	opérateur	operator	N;MASC;PL	N;DEF;MASC;PL
opérateurs	operatorilor	opérateur	operator	N;MASC;PL	N;DEF;MASC;PL
toiles	pânze	toile	pânză	N;FEM;PL	N;INDF;FEM;PL
toiles	țesături	toile	țesătură	N;FEM;PL	N;INDF;FEM;PL
toiles	tablouri	toile	tablou	N;FEM;PL	N;INDF;FEM;PL
toiles	picturi	toile	pictură	N;FEM;PL	N;INDF;FEM;PL
thé	ceai	thé	ceai	N;MASC;SG	N;INDF;MASC;SG
thé	ceaiul	thé	ceai	N;MASC;SG	N;DEF;MASC;SG
connexion	conectare	connexion	conectare	N;FEM;SG	N;INDF;FEM;SG
connexion	autentificare	connexion	autentificare	N;FEM;SG	N;INDF;FEM;SG
connexion	conectare	connexion	conectare	N;FEM;SG	N;INDF;FEM;SG
connexion	conectarea	connexion	conectare	N;FEM;SG	N;DEF;FEM;SG
connexion	conexiunea	connexion	conexiune	N;FEM;SG	N;DEF;FEM;SG
connexion	conexiune	connexion	conexiune	N;FEM;SG	N;INDF;FEM;SG
connexion	conectare	connexion	conectare	N;FEM;SG	N;INDF;FEM;SG
briques	cărămizi	brique	cărămidă	N;FEM;PL	N;INDF;FEM;PL
opinions	opinii	opinion	opinie	N;FEM;PL	N;INDF;FEM;PL
opinions	avize	opinion	aviz	N;FEM;PL	N;INDF;FEM;PL
opinions	opiniile	opinion	opinie	N;FEM;PL	N;DEF;FEM;PL
opinions	păreri	opinion	părere	N;FEM;PL	N;INDF;FEM;PL
tranche	felie	tranche	felie	N;FEM;SG	N;INDF;FEM;SG
tranche	tranșă	tranche	tranș	N;FEM;SG	N;INDF;FEM;SG
tranche	tranșă	tranche	tranș	N;FEM;SG	N;INDF;FEM;SG
bonnet	boneta	bonnet	bonetă	N;MASC;SG	N;DEF;FEM;SG
cloud	nor	cloud	nor	N;MASC;SG	N;INDF;MASC;SG
boutique	shop	boutique	shop	N;FEM;SG	N;INDF;MASC;SG
boutique	magazin	boutique	magazin	N;FEM;SG	N;INDF;MASC;SG
boutique	boutique	boutique	boutiquu	N;FEM;SG	N;INDF;MASC;SG
boutique	magazin	boutique	magazin	N;FEM;SG	N;INDF;MASC;SG
boutique	magazinul	boutique	magazin	N;FEM;SG	N;DEF;MASC;SG
colloque	simpozion	colloque	simpozion	N;MASC;SG	N;INDF;MASC;SG
colloque	colocviu	colloque	colocviu	N;MASC;SG	N;INDF;MASC;SG
mare	iapă	mare	iapă	N;FEM;SG	N;INDF;FEM;SG
mare	iapa	mare	iapă	N;FEM;SG	N;DEF;FEM;SG
exigences	cerințe	exigence	cerință	N;FEM;PL	N;INDF;FEM;PL
exigences	cerințele	exigence	cerință	N;FEM;PL	N;DEF;FEM;PL
ténor	tenor	ténor	tenor	N;MASC;SG	N;INDF;MASC;SG
aveugle	oarba	aveugle	oarbă	ADJ;MASC;SG	ADJ;DEF;FEM;SG
aveugle	orb	aveugle	orb	ADJ;MASC;SG	ADJ;INDF;MASC;SG
aveugle	oarbă	aveugle	orb	ADJ;MASC;SG	ADJ;INDF;FEM;SG
ferry	feribotul	ferry	feribot	N;MASC;SG	N;DEF;MASC;SG
ferry	feribot	ferry	feribot	N;MASC;SG	N;INDF;MASC;SG
espionnage	spionaj	espionnage	spionaj	N;MASC;SG	N;INDF;MASC;SG
espionnage	spion	espionnage	spion	N;MASC;SG	N;INDF;MASC;SG
espionnage	spionul	espionnage	spion	N;MASC;SG	N;DEF;MASC;SG
espionnage	spionajul	espionnage	spionaj	N;MASC;SG	N;DEF;MASC;SG
espionnage	spionaj	espionnage	spionaj	N;MASC;SG	N;INDF;MASC;SG
vies	vieți	vie	viață	N;FEM;PL	N;INDF;FEM;PL
segment	segmentul	segment	segment	N;MASC;SG	N;DEF;MASC;SG
segment	segment	segment	segment	N;MASC;SG	N;INDF;MASC;SG
tabac	fumat	tabac	fumat	N;MASC;SG	N;INDF;MASC;SG
tabac	fumatul	tabac	fumat	N;MASC;SG	N;DEF;MASC;SG
tabac	tutun	tabac	tutun	N;MASC;SG	N;INDF;MASC;SG
tabac	tutunul	tabac	tutun	N;MASC;SG	N;DEF;MASC;SG
palace	palatul	palace	palat	N;MASC;SG	N;DEF;MASC;SG
palace	palat	palace	palat	N;MASC;SG	N;INDF;MASC;SG
palace	palace	palace	palac	N;MASC;SG	N;INDF;MASC;SG
libérale	liberală	libéral	liberal	ADJ;FEM;SG	ADJ;INDF;FEM;SG
étendre	extinde	étendre	extinde	V;NFIN	V;IND;SG;3;PRS;FIN
étendre	extinde	étendre	extinde	V;NFIN	V;IND;SG;3;PRS;FIN
tutelle	tutela	tutelle	tutelă	N;FEM;SG	N;DEF;FEM;SG
tutelle	tutela	tutelle	tutelă	N;FEM;SG	N;DEF;FEM;SG
monarque	monarh	monarque	monarh	N;MASC;SG	N;INDF;MASC;SG
réunions	reuniuni	réunion	reuniune	N;FEM;PL	N;INDF;FEM;PL
réunions	întruniri	réunion	întrunire	N;FEM;PL	N;INDF;FEM;PL
réunions	întâlniri	réunion	întâlnire	N;FEM;PL	N;INDF;FEM;PL
réunions	intalniri	réunion	intalnire	N;FEM;PL	N;INDF;FEM;PL
tissus	țesături	tissu	țesătură	N;MASC;PL	N;INDF;FEM;PL
suffisante	suficientă	suffisant	suficient	ADJ;FEM;SG	ADJ;INDF;FEM;SG
afficher	arată	afficher	arăta	V;NFIN	V;IND;3;PRS;FIN
afficher	arata	afficher	arata	V;NFIN	V;IND;SG;3;IPFV;FIN
afficher	afișează	afficher	afișa	V;NFIN	V;IND;3;PRS;FIN
afficher	afișează	afficher	afișa	V;NFIN	V;IND;3;PRS;FIN
afficher	vizualizează	afficher	vizualiza	V;NFIN	V;IND;3;PRS;FIN
dominante	dominant	dominant	dominant	ADJ;FEM;SG	ADJ;INDF;MASC;SG
dominante	dominantă	dominant	dominant	ADJ;FEM;SG	ADJ;INDF;FEM;SG
entités	entitățile	entité	entitate	N;FEM;PL	N;DEF;FEM;PL
entités	entități	entité	entitate	N;FEM;PL	N;INDF;FEM;PL
solde	echilibru	solde	echilibru	N;MASC;SG	N;INDF;MASC;SG
solde	balanta	solde	balantă	N;MASC;SG	N;DEF;FEM;SG
solde	balans	solde	balans	N;MASC;SG	N;INDF;MASC;SG
solde	sold	solde	sold	N;MASC;SG	N;INDF;MASC;SG
solde	soldul	solde	sold	N;MASC;SG	N;DEF;MASC;SG
récolte	recoltare	récolte	recoltare	N;FEM;SG	N;INDF;FEM;SG
récolte	recolta	récolte	recoltă	N;FEM;SG	N;DEF;FEM;SG
récolte	recoltă	récolte	recolta	N;FEM;SG	N;INDF;FEM;SG
récolte	decupare	récolte	decupare	N;FEM;SG	N;INDF;FEM;SG
récolte	recolta	récolte	recoltă	N;FEM;SG	N;DEF;FEM;SG
récolte	recoltă	récolte	recolta	N;FEM;SG	N;INDF;FEM;SG
récolte	recoltare	récolte	recoltare	N;FEM;SG	N;INDF;FEM;SG
récolte	recoltarea	récolte	recoltare	N;FEM;SG	N;DEF;FEM;SG
cape	cape	cape	cape	N;FEM;SG	N;INDF;MASC;SG
cape	pelerina	cape	pelerină	N;FEM;SG	N;DEF;FEM;SG
cape	pelerină	cape	pelerină	N;FEM;SG	N;INDF;FEM;SG
infos	informatii	info	informat	N;FEM;PL	N;INDF;FEM;PL
infos	informaţii	info	informah	N;FEM;PL	N;INDF;FEM;PL
infos	informatii	info	informat	N;FEM;PL	N;INDF;FEM;PL
infos	informații	info	informație	N;FEM;PL	N;INDF;FEM;PL
infos	informaţii	info	informah	N;FEM;PL	N;INDF;FEM;PL
artificielle	artificială	artificiel	artificial	ADJ;FEM;SG	ADJ;INDF;FEM;SG
artificielle	artificiala	artificiel	artificială	ADJ;FEM;SG	ADJ;DEF;FEM;SG
voyageur	pasager	voyageur	pasager	N;MASC;SG	N;INDF;MASC;SG
voyageur	pasagerul	voyageur	pasager	N;MASC;SG	N;DEF;MASC;SG
voyageur	călător	voyageur	călător	N;MASC;SG	N;INDF;MASC;SG
voyageur	călător	voyageur	călător	N;MASC;SG	N;INDF;MASC;SG
traitements	tratamentele	traitement	tratament	N;MASC;PL	N;DEF;FEM;PL
traitements	tratamente	traitement	tratament	N;MASC;PL	N;INDF;FEM;PL
serpents	serpi	serpent	serp	N;MASC;PL	N;INDF;MASC;PL
entourage	anturajul	entourage	anturaj	N;MASC;SG	N;DEF;MASC;SG
entourage	anturaj	entourage	anturaj	N;MASC;SG	N;INDF;MASC;SG
cuir	piele	cuir	piele	N;MASC;SG	N;INDF;FEM;SG
carnaval	carnavalul	carnaval	carnaval	N;MASC;SG	N;DEF;MASC;SG
carnaval	carnaval	carnaval	carnaval	N;MASC;SG	N;INDF;MASC;SG
location	închiriere	location	închiriere	N;FEM;SG	N;INDF;FEM;SG
cacher	ascunde	cacher	ascunde	V;NFIN	V;IND;SG;3;PRS;FIN
come	vino	come	vino	V	V;IND;SG;2;PRS;FIN
intrigue	intrigă	intrigue	intriga	N;FEM;SG	N;INDF;FEM;SG
intrigue	intriga	intrigue	intriga	N;FEM;SG	N;DEF;FEM;SG
probabilité	probabilitate	probabilité	probabilitate	N;FEM;SG	N;INDF;FEM;SG
probabilité	probabilitate	probabilité	probabilitate	N;FEM;SG	N;INDF;FEM;SG
probabilité	probabilitatea	probabilité	probabilitate	N;FEM;SG	N;DEF;FEM;SG
académique	academic	académique	academic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
académique	academică	académique	academic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
accusation	acuzare	accusation	acuzare	N;FEM;SG	N;INDF;FEM;SG
accusation	acuzare	accusation	acuzare	N;FEM;SG	N;INDF;FEM;SG
accusation	acuzarea	accusation	acuzare	N;FEM;SG	N;DEF;FEM;SG
châssis	șasiu	châssis	șasiu	N;MASC;SG	N;INDF;MASC;SG
responsabilités	responsabilități	responsabilité	responsabilitate	N;FEM;PL	N;INDF;FEM;PL
responsabilités	responsabilitățile	responsabilité	responsabilitate	N;FEM;PL	N;DEF;FEM;PL
lyrique	liric	lyrique	liric	ADJ;MASC;SG	ADJ;INDF;MASC;SG
lyrique	liric	lyrique	liric	ADJ;MASC;SG	ADJ;INDF;MASC;SG
gain	câștig	gain	câștig	N;MASC;SG	N;INDF;MASC;SG
laser	laserul	laser	laser	N;MASC;SG	N;DEF;MASC;SG
laser	laser	laser	laser	N;MASC;SG	N;INDF;MASC;SG
minimale	minimă	minimal	minim	ADJ;FEM;SG	ADJ;INDF;FEM;SG
minimale	minimă	minimal	minim	ADJ;FEM;SG	ADJ;INDF;FEM;SG
sérieusement	serios	sérieusement	serios	ADV	ADV
sauvetage	salvare	sauvetage	salvare	N;MASC;SG	N;INDF;FEM;SG
existé	existat	exister	exista	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
doigts	degetele	doigt	deget	N;MASC;PL	N;DEF;FEM;PL
doigts	degete	doigt	deget	N;MASC;PL	N;INDF;FEM;PL
convoi	convoi	convoi	convoi	N;MASC;SG	N;INDF;MASC;SG
convoi	convoiul	convoi	convoi	N;MASC;SG	N;DEF;MASC;SG
atterrissage	debarcarea	atterrissage	debarcare	N;MASC;SG	N;DEF;FEM;SG
atterrissage	aterizarea	atterrissage	aterizare	N;MASC;SG	N;DEF;FEM;SG
atterrissage	debarcare	atterrissage	debarcare	N;MASC;SG	N;INDF;FEM;SG
atterrissage	aterizare	atterrissage	aterizare	N;MASC;SG	N;INDF;FEM;SG
encre	cerneală	encre	cerneală	N;FEM;SG	N;INDF;FEM;SG
encre	cerneala	encre	cerneală	N;FEM;SG	N;DEF;FEM;SG
progressiste	progresivă	progressiste	progresiv	ADJ;MASC;SG	ADJ;INDF;FEM;SG
invitation	invitație	invitation	invitație	N;FEM;SG	N;INDF;FEM;SG
invitation	invitatie	invitation	invitatie	N;FEM;SG	N;INDF;FEM;SG
invitation	invitație	invitation	invitație	N;FEM;SG	N;INDF;FEM;SG
technologique	tehnologică	technologique	tehnologic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
souffre	suferă	souffre	suferi	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
cercles	cercurile	cercle	cerc	N;MASC;PL	N;DEF;FEM;PL
cercles	cercuri	cercle	cerc	N;MASC;PL	N;INDF;FEM;PL
arche	ark	arche	ark	N;FEM;SG	N;INDF;MASC;SG
arche	arca	arche	arca	N;FEM;SG	N;DEF;FEM;SG
arche	arcă	arche	arcă	N;FEM;SG	N;INDF;FEM;SG
arche	arch	arche	arch	N;FEM;SG	N;INDF;MASC;SG
collaborateurs	colegi	collaborateur	coleg	N;MASC;PL	N;INDF;MASC;PL
collaborateurs	colaboratori	collaborateur	colaborator	N;MASC;PL	N;INDF;MASC;PL
collaborateurs	angajații	collaborateur	angajație	N;MASC;PL	N;DEF;MASC;PL
collaborateurs	colaboratori	collaborateur	colaborator	N;MASC;PL	N;INDF;MASC;PL
collaborateurs	contribuabili	collaborateur	contribuabil	N;MASC;PL	N;INDF;MASC;PL
collaborateurs	colaboratorii	collaborateur	colaborator	N;MASC;PL	N;DEF;MASC;PL
restaurants	restaurante	restaurant	restaurant	N;MASC;PL	N;INDF;FEM;PL
restaurants	restaurantele	restaurant	restaurant	N;MASC;PL	N;DEF;FEM;PL
viaduc	viaduct	viaduc	viaduct	N;MASC;SG	N;INDF;MASC;SG
gravures	gravuri	gravure	grav	N;FEM;PL	N;INDF;FEM;PL
émergence	apariția	émergence	apariție	N;FEM;SG	N;DEF;FEM;SG
gratuit	liberă	gratuit	liber	ADJ;MASC;SG	ADJ;INDF;FEM;SG
gratuit	gratuit	gratuit	gratuit	ADJ;MASC;SG	ADJ;INDF;MASC;SG
préférence	preferință	préférence	preferință	N;FEM;SG	N;INDF;FEM;SG
escalade	alpinism	escalade	alpinism	N;FEM;SG	N;INDF;MASC;SG
allusion	aluzia	allusion	aluzie	N;FEM;SG	N;DEF;FEM;SG
allusion	indiciu	allusion	indiciu	N;FEM;SG	N;INDF;MASC;SG
allusion	aluzie	allusion	aluzie	N;FEM;SG	N;INDF;FEM;SG
mécanismes	mecanismele	mécanisme	mecanism	N;MASC;PL	N;DEF;FEM;PL
mécanismes	mecanisme	mécanisme	mecanism	N;MASC;PL	N;INDF;FEM;PL
mathilde	mathilde	mathilde	mathildă	N;FEM;SG	N;INDF;MASC;SG
mathilde	matilda	mathilde	matilda	N;FEM;SG	N;DEF;FEM;SG
bombardements	bombardamente	bombardement	bombardament	N;MASC;PL	N;INDF;FEM;PL
bombardements	bombardamente	bombardement	bombardament	N;MASC;PL	N;INDF;FEM;PL
ice	gheaţă	ice	gheaţă	N;MASC;SG	N;INDF;FEM;SG
ice	gheata	ice	gheată	N;MASC;SG	N;DEF;FEM;SG
ice	gheată	ice	gheată	N;MASC;SG	N;INDF;FEM;SG
ice	gheață	ice	gheață	N;MASC;SG	N;INDF;FEM;SG
suffisant	îngâmfat	suffisant	îngâmfa	ADJ;MASC;SG	ADJ;INDF;MASC;SG
suffisant	suficientă	suffisant	suficient	ADJ;MASC;SG	ADJ;INDF;FEM;SG
foncé	întunecat	foncé	întuneca	ADJ;MASC;SG	ADJ;INDF;MASC;SG
hôtes	gazdele	hôte	gazdă	N;MASC;PL	N;DEF;FEM;PL
hôtes	gazde	hôte	gazdă	N;MASC;PL	N;INDF;FEM;PL
hôtes	oaspeti	hôte	oaspeti	N;MASC;PL	N;INDF;MASC;PL
hôtes	musafiri	hôte	musafir	N;MASC;PL	N;INDF;MASC;PL
recul	recul	recul	rec	N;MASC;SG	N;INDF;MASC;SG
renommer	redenumi	renommer	redenume	V;NFIN	V;IND;SG;3;PRS;FIN
promenade	promenadă	promenade	promenadă	N;FEM;SG	N;INDF;FEM;SG
promenade	plimbare	promenade	plimbare	N;FEM;SG	N;INDF;FEM;SG
promenade	walk	promenade	walk	N;FEM;SG	N;INDF;MASC;SG
séparer	separă	séparer	separa	V;NFIN	V;IND;SG;3;PST;FIN
massive	masiv	massif	masiv	ADJ;FEM;SG	ADJ;INDF;MASC;SG
massive	masivă	massif	masiv	ADJ;FEM;SG	ADJ;INDF;FEM;SG
visites	vizitele	visite	vizită	N;FEM;PL	N;DEF;FEM;PL
visites	vizite	visite	vizită	N;FEM;PL	N;INDF;FEM;PL
visites	excursii	visite	excursie	N;FEM;PL	N;INDF;FEM;PL
visites	tururi	visite	tur	N;FEM;PL	N;INDF;FEM;PL
albanais	albaneză	albanais	albanez	ADJ;MASC;SG	ADJ;INDF;FEM;SG
albanais	albanez	albanais	albanez	ADJ;MASC;SG	ADJ;INDF;MASC;SG
pub	cârciumă	pub	cârciumă	N;FEM;SG	N;INDF;FEM;SG
pub	pub	pub	pub	N;FEM;SG	N;INDF;MASC;SG
prétexte	pretextul	prétexte	pretext	N;MASC;SG	N;DEF;MASC;SG
prétexte	pretext	prétexte	pretext	N;MASC;SG	N;INDF;MASC;SG
prétexte	pretext	prétexte	pretext	N;MASC;SG	N;INDF;MASC;SG
sacrifice	sacrificiu	sacrifice	sacrificiu	N;MASC;SG	N;INDF;MASC;SG
sacrifice	jertfa	sacrifice	jertfa	N;MASC;SG	N;DEF;FEM;SG
sacrifice	sacrificiul	sacrifice	sacrificiu	N;MASC;SG	N;DEF;MASC;SG
socialisme	socialismul	socialisme	socialism	N;MASC;SG	N;DEF;MASC;SG
impasse	impas	impasse	impas	N;FEM;SG	N;INDF;MASC;SG
impasse	impasul	impasse	impas	N;FEM;SG	N;DEF;MASC;SG
impasse	impas	impasse	impas	N;FEM;SG	N;INDF;MASC;SG
impasse	remiză	impasse	remiză	N;FEM;SG	N;INDF;FEM;SG
impasse	impas	impasse	impas	N;FEM;SG	N;INDF;MASC;SG
dialecte	dialectul	dialecte	dialect	N;MASC;SG	N;DEF;MASC;SG
dialecte	dialect	dialecte	dialect	N;MASC;SG	N;INDF;MASC;SG
juventus	juventus	juventu	juvent	N;FEM;SG	N;INDF;MASC;SG
genèse	geneza	genèse	geneză	N;FEM;SG	N;DEF;FEM;SG
genèse	genesis	genèse	genesis	N;FEM;SG	N;INDF;MASC;SG
recteur	rector	recteur	rector	N;MASC;SG	N;INDF;MASC;SG
sabre	sabre	sabre	sabră	N;MASC;SG	N;INDF;MASC;SG
sabre	spadă	sabre	spadă	N;MASC;SG	N;INDF;FEM;SG
sabre	sabia	sabre	sabia	N;MASC;SG	N;DEF;FEM;SG
