and	oraz	and	oraz	CONJ	CONJ
deletion	usuwanie	deletion	usuwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
white	biała	white	biały	ADJ	ADJ;NOM;FEM;SG
five	pięciu	five	pięć	NUM	NUM;ACC;MASC;PL
five	pięć	five	pięć	NUM	NUM;ACC;MASC;PL
central	centralnego	central	centralny	ADJ	ADJ;ACC;MASC;SG
central	centralny	central	centralny	ADJ	ADJ;NOM;MASC;SG
central	środkowa	central	środkowy	ADJ	ADJ;NOM;FEM;SG
central	centralne	central	centralny	ADJ	ADJ;NOM;NEUT;SG
central	centralna	central	centralny	ADJ	ADJ;NOM;FEM;SG
road	drodze	road	droga	N;SG	N;DAT;FEM;SG
road	droga	road	droga	N;SG	N;NOM;FEM;SG
children	dzieci	child	dziecko	N;PL	N;NOM;NEUT;PL
free	wolne	free	wolny	ADJ	ADJ;NOM;NEUT;SG
free	wolny	free	wolny	ADJ	ADJ;NOM;MASC;SG
free	bezpłatne	free	bezpłatny	ADJ	ADJ;NOM;NEUT;SG
took	zabrał	take	zabrać	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
took	wzięła	take	wziąć	V;IND;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
took	wziął	take	wziąć	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
include	obejmować	include	obejmować	V;IND;PRS;FIN	V;IPFV;NFIN;ACT
association	stowarzyszenia	association	stowarzyszenie	N;SG	N;NOM;NEUT;SG
association	stowarzyszenie	association	stowarzyszenie	N;SG	N;NOM;NEUT;SG
given	zważywszy	give	zważyć	V;PST;V.PTCP	V;PFV;PST;V.CVB;ACT
source	źródło	source	źródło	N;SG	N;NOM;NEUT;SG
man	mężczyzna	man	mężczyzna	N;SG	N;NOM;MASC;SG
man	człowiek	man	człowiek	N;SG	N;NOM;MASC;SG
version	wersja	version	wersja	N;SG	N;NOM;FEM;SG
version	wersji	version	wersja	N;SG	N;GEN;FEM;SG
version	wersję	version	wersja	N;SG	N;ACC;FEM;SG
written	napisano	write	napisać	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
created	utworzono	create	utworzyć	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
created	stworzył	create	stworzyć	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
media	nośnik	media	nośnik	N;SG	N;NOM;MASC;SG
black	czarna	black	czarny	ADJ	ADJ;NOM;FEM;SG
black	czarne	black	czarny	ADJ	ADJ;NOM;NEUT;SG
black	czarny	black	czarny	ADJ	ADJ;NOM;MASC;SG
report	raport	report	raport	N;SG	N;NOM;MASC;SG
report	sprawozdanie	report	sprawozdać	N;SG	N;NOM;NEUT;SG
report	zgłoszenie	report	zgłosić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
building	budowanie	building	budować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
building	budynek	building	budynek	N;SG	N;NOM;MASC;SG
take	weź	take	wziąć	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
take	brać	take	brać	V;IMP;FIN	V;IPFV;NFIN;ACT
take	bierz	take	brać	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN;ACT
division	wydział	division	wydział	N;SG	N;NOM;MASC;SG
division	dywizji	division	dywizja	N;SG	N;GEN;FEM;SG
comment	komentarz	comment	komentarz	N;SG	N;NOM;MASC;SG
having	mając	have	mieć	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
king	króla	king	król	N;SG	N;ACC;MASC;SG
king	król	king	król	N;SG	N;NOM;MASC;SG
edit	edycja	edit	edycja	N;SG	N;NOM;FEM;SG
stadium	stadion	stadium	stadion	N;SG	N;NOM;MASC;SG
stadium	stadium	stadium	stadium	N;SG	N;NOM;NEUT;SG
died	zmarł	die	zemrzeć	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
ship	statek	ship	statek	N;SG	N;NOM;MASC;SG
ship	statkiem	ship	statek	N;SG	N;INS;MASC;SG
ship	okręt	ship	okręt	N;SG	N;NOM;MASC;SG
record	rekord	record	rekord	N;SG	N;NOM;MASC;SG
record	zapis	record	zapis	N;SG	N;NOM;MASC;SG
record	płyta	record	płyta	N;SG	N;NOM;FEM;SG
archive	archiwum	archive	archiwum	N;SG	N;NOM;NEUT;SG
places	lokale	place	lokał	N;PL	N;NOM;MASC;PL
places	miejsca	place	miejsce	N;PL	N;NOM;NEUT;PL
places	miejsc	place	miejsce	N;PL	N;GEN;NEUT;PL
cup	puchar	cup	puchar	N;SG	N;ACC;MASC;SG
cup	kubek	cup	kubek	N;SG	N;NOM;MASC;SG
cup	kielich	cup	kielich	N;SG	N;NOM;MASC;SG
records	rekordy	record	rekorda	N;PL	N;NOM;MASC;PL
records	zapisy	record	zapis	N;PL	N;NOM;MASC;PL
often	często	often	często	ADV	ADV
few	nieliczni	few	nieliczny	ADJ	ADJ;NOM;MASC;PL
received	otrzymała	receive	otrzymać	V;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
received	otrzymano	receive	otrzymać	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
power	władza	power	władza	N;SG	N;NOM;FEM;SG
power	siła	power	siła	N;SG	N;NOM;FEM;SG
power	zasilanie	power	zasilać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
education	kształcenie	education	kształcenie	N;SG	N;NOM;NEUT;SG
education	edukacji	education	edukacja	N;SG	N;GEN;FEM;SG
education	wykształcenie	education	wykształcenie	N;SG	N;NOM;NEUT;SG
education	edukacja	education	edukacja	N;SG	N;NOM;FEM;SG
category	kategoria	category	kategoria	N;SG	N;NOM;FEM;SG
category	kategorii	category	kategoria	N;SG	N;GEN;FEM;SG
water	woda	water	woda	N;SG	N;NOM;FEM;SG
water	wody	water	woda	N;SG	N;GEN;FEM;SG
political	polityczny	political	polityczny	ADJ	ADJ;NOM;MASC;SG
political	politycznych	political	polityczny	ADJ	ADJ;GEN;MASC;PL
political	polityczne	political	polityczny	ADJ	ADJ;NOM;NEUT;SG
political	polityczna	political	polityczny	ADJ	ADJ;NOM;FEM;SG
species	gatunki	species	gatunek	N;PL	N;NOM;MASC;PL
field	dziedzina	field	dziedzina	N;SG	N;NOM;FEM;SG
field	pole	field	pole	N;SG	N;NOM;NEUT;SG
field	boisko	field	boisko	N;SG	N;NOM;NEUT;SG
video	film	video	film	N;SG	N;ACC;MASC;SG
need	potrzebuje	need	potrzebować	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
need	potrzeba	need	potrzeba	V;IND;PRS;FIN	V;IND;PRS;FIN
need	potrzebuję	need	potrzebować	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
island	wyspa	island	wyspa	N;SG	N;NOM;FEM;SG
form	postać	form	postać	N;SG	N;NOM;FEM;SG
form	forma	form	forma	N;SG	N;NOM;FEM;SG
form	formularz	form	formularz	N;SG	N;ACC;MASC;SG
form	formularza	form	formularz	N;SG	N;GEN;MASC;SG
find	znajdź	find	znaleźć	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
find	znaleźć	find	znaleźć	V;IMP;FIN	V;PFV;NFIN;ACT
served	służył	serve	służyć	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
project	projekt	project	projekt	N;SG	N;NOM;MASC;SG
radio	radia	radio	radio	N;SG	N;GEN;NEUT;SG
radio	radio	radio	radio	N;SG	N;NOM;NEUT;SG
works	działa	work	działać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
every	każda	every	każdy	DET	DET;NOM;FEM;SG
every	każdy	every	każdy	DET	DET;NOM;MASC;SG
development	rozwój	development	rozwój	N;SG	N;NOM;MASC;SG
development	rozwoju	development	rozwój	N;SG	N;GEN;MASC;SG
development	opracowywanie	development	opracowywać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
development	opracowanie	development	opracowanie	N;SG	N;NOM;NEUT;SG
example	przykład	example	przykład	N;SG	N;NOM;MASC;SG
live	żyj	live	żyć	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN;ACT
union	związek	union	związek	N;SG	N;NOM;MASC;SG
special	specjalna	special	specjalny	ADJ	ADJ;NOM;FEM;SG
special	specjalny	special	specjalny	ADJ	ADJ;NOM;MASC;SG
special	specjalne	special	specjalny	ADJ	ADJ;NOM;NEUT;SG
special	wyjątkowy	special	wyjątkowy	ADJ	ADJ;NOM;MASC;SG
special	szczególne	special	szczególny	ADJ	ADJ;NOM;NEUT;SG
court	dwór	court	dwór	N;SG	N;NOM;MASC;SG
court	sądu	court	sąd	N;SG	N;GEN;MASC;SG
court	sąd	court	sąd	N;SG	N;NOM;MASC;SG
court	trybunał	court	trybunał	N;SG	N;ACC;MASC;SG
region	region	region	region	N;SG	N;NOM;MASC;SG
region	regionie	region	region	N;SG	N;ACC;MASC;SG
region	regionu	region	regić	N;SG	N;GEN;MASC;SG
little	mały	little	mały	ADJ	ADJ;NOM;MASC;SG
short	krótki	short	krótki	ADJ	ADJ;NOM;MASC;SG
short	krótkie	short	krótki	ADJ	ADJ;NOM;NEUT;SG
short	krótka	short	krótki	ADJ	ADJ;NOM;FEM;SG
province	województwo	province	województwo	N;SG	N;NOM;NEUT;SG
province	prowincji	province	prowincja	N;SG	N;GEN;FEM;SG
province	prowincja	province	prowincja	N;SG	N;NOM;FEM;SG
western	zachodnie	western	zachodnie	ADJ	ADJ;NOM;NEUT;SG
son	synu	son	syn	N;SG	N;VOC;MASC;SG
son	syn	son	syn	N;SG	N;NOM;MASC;SG
council	rady	council	rada	N;SG	N;GEN;FEM;SG
council	rada	council	rada	N;SG	N;NOM;FEM;SG
council	radzie	council	rada	N;SG	N;DAT;FEM;SG
current	bieżące	current	bieżący	ADJ	ADJ;NOM;NEUT;SG
current	aktualne	current	aktualny	ADJ	ADJ;NOM;NEUT;SG
current	bieżący	current	bieżący	ADJ	ADJ;NOM;MASC;SG
current	aktualny	current	aktualny	ADJ	ADJ;NOM;MASC;SG
street	ulica	street	ulica	N;SG	N;NOM;FEM;SG
street	ulicy	street	ulica	N;SG	N;DAT;FEM;SG
full	pełna	full	pełny	ADJ	ADJ;NOM;FEM;SG
full	pełny	full	pełny	ADJ	ADJ;NOM;MASC;SG
red	czerwony	red	czerwony	ADJ	ADJ;NOM;MASC;SG
red	czerwona	red	czerwony	ADJ	ADJ;NOM;FEM;SG
red	czerwone	red	czerwony	ADJ	ADJ;NOM;NEUT;SG
department	wydział	department	wydział	N;SG	N;NOM;MASC;SG
department	departament	department	departament	N;SG	N;NOM;MASC;SG
department	dział	department	dziać	N;SG	N;NOM;MASC;SG
help	pomocy	help	pomoc	N;SG	N;GEN;FEM;SG
open	otwarte	open	otworzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
open	otwarty	open	otworzyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
force	siły	force	siła	N;SG	N;ACC;FEM;SG
force	siła	force	siła	N;SG	N;NOM;FEM;SG
position	położenie	position	położenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
position	stanowisko	position	stanowisko	N;SG	N;NOM;NEUT;SG
position	pozycja	position	pozycja	N;SG	N;NOM;FEM;SG
head	głowę	head	głowa	N;SG	N;ACC;FEM;SG
head	głowy	head	głowa	N;SG	N;ACC;FEM;SG
head	głowa	head	głowa	N;SG	N;NOM;FEM;SG
director	dyrektor	director	dyrektor	N;SG	N;NOM;MASC;SG
director	dyrektora	director	dyrektor	N;SG	N;ACC;MASC;SG
director	reżyser	director	reżyser	N;SG	N;NOM;MASC;SG
father	ojciec	father	ojciec	N;SG	N;NOM;MASC;SG
track	ścieżka	track	ścieżkać	N;SG	N;NOM;FEM;SG
track	utwór	track	utwór	N;SG	N;ACC;MASC;SG
track	tor	track	tor	N;SG	N;NOM;MASC;SG
track	toru	track	tor	N;SG	N;GEN;MASC;SG
never	nigdy	never	nigdy	ADV	ADV
australian	australijski	australian	australijski	ADJ	ADJ;NOM;MASC;SG
level	poziom	level	poziom	N;SG	N;NOM;MASC;SG
level	poziomie	level	poziom	N;SG	N;INS;MASC;SG
level	poziomu	level	poziom	N;SG	N;GEN;MASC;SG
late	późna	late	późny	ADV	ADV
late	późno	late	późno	ADV	ADV
society	społeczeństwo	society	społeczeństwo	N;SG	N;NOM;NEUT;SG
society	towarzystwo	society	towarzystwo	N;SG	N;NOM;NEUT;SG
society	społeczeństwa	society	społeczeństwo	N;SG	N;GEN;NEUT;SG
moved	przeniesiono	move	przenieść	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
office	biura	office	biuro	N;SG	N;NOM;NEUT;SG
office	urząd	office	urząd	N;SG	N;NOM;MASC;SG
period	okres	period	okres	N;SG	N;NOM;MASC;SG
championship	mistrzostwo	championship	mistrzostwo	N;SG	N;NOM;NEUT;SG
story	historia	story	historia	N;SG	N;NOM;FEM;SG
story	opowieść	story	opowieść	N;SG	N;NOM;FEM;SG
story	zdarzenie	story	zdarzenie	N;SG	N;NOM;NEUT;SG
story	opowiadanie	story	opowiadać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
songs	utwory	song	utwór	N;PL	N;NOM;MASC;PL
songs	piosenki	song	piosenka	N;PL	N;ACC;FEM;PL
various	różnych	various	różny	ADJ	ADJ;GEN;MASC;PL
various	różne	various	różny	ADJ	ADJ;NOM;NEUT;SG
file	plik	file	plik	N;SG	N;ACC;MASC;SG
file	pliku	file	plik	N;SG	N;GEN;MASC;SG
days	dni	day	dzień	N;PL	N;ACC;MASC;PL
land	kraina	land	kraina	N;SG	N;NOM;FEM;SG
land	ląd	land	ląd	N;SG	N;NOM;MASC;SG
land	ziemia	land	ziemia	N;SG	N;NOM;FEM;SG
business	biznes	business	biznes	N;SG	N;NOM;MASC;SG
business	interes	business	interes	N;SG	N;NOM;MASC;SG
reason	przyczyna	reason	przyczynać	N;SG	N;NOM;FEM;SG
reason	powód	reason	powód	N;SG	N;NOM;MASC;SG
european	europejska	european	europejski	ADJ	ADJ;NOM;FEM;SG
european	europejski	european	europejski	ADJ	ADJ;NOM;MASC;SG
european	europejskiej	european	europejski	ADJ	ADJ;GEN;FEM;SG
european	europejskie	european	europejski	ADJ	ADJ;NOM;NEUT;SG
term	termin	term	termin	N;SG	N;NOM;MASC;SG
term	kadencja	term	kadencja	N;SG	N;NOM;FEM;SG
term	określenie	term	określenie	N;SG	N;NOM;NEUT;SG
post	post	post	post	N;SG	N;NOM;MASC;SG
post	poczta	post	poczta	N;SG	N;NOM;FEM;SG
why	dlaczego	why	dlaczego	ADV	ADV
produced	wyprodukowano	produce	wyprodukować	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
making	robienie	making	robić	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
making	zrobienie	making	zrobienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
subject	temat	subject	temat	N;SG	N;ACC;MASC;SG
subject	przedmiot	subject	przedmiot	N;SG	N;NOM;MASC;SG
subject	obiekt	subject	obiekt	N;SG	N;NOM;MASC;SG
subject	podmiot	subject	podmiot	N;SG	N;NOM;MASC;SG
young	młoda	young	młody	ADJ	ADJ;NOM;FEM;SG
young	młody	young	młody	ADJ	ADJ;NOM;MASC;SG
young	młode	young	młody	ADJ	ADJ;NOM;NEUT;SG
total	całkowita	total	całkowity	ADJ	ADJ;NOM;FEM;SG
science	nauka	science	nauka	N;SG	N;NOM;FEM;SG
related	powiązany	related	powiązać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
related	powiązanych	related	powiązać	ADJ	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
related	powiązane	related	powiązać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rock	skała	rock	skała	N;SG	N;NOM;FEM;SG
rock	kamień	rock	kamień	N;SG	N;NOM;MASC;SG
railway	kolej	railway	kolej	N;SG	N;NOM;FEM;SG
led	doprowadziło	lead	doprowadzić	V;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
students	uczniowie	student	uczeń	N;PL	N;NOM;MASC;PL
students	studenci	student	student	N;PL	N;NOM;MASC;PL
students	studentów	student	student	N;PL	N;ACC;MASC;PL
started	rozpoczęto	start	rozpocząć	V;IND;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
started	zaczął	start	zacząć	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
described	opisano	describe	opisać	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
described	opisał	describe	opisać	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
role	rola	role	rola	N;SG	N;NOM;FEM;SG
role	rolę	role	rola	N;SG	N;ACC;FEM;SG
role	roli	role	rola	N;SG	N;GEN;FEM;SG
albums	albumy	album	albuma	N;PL	N;NOM;FEM;PL
albums	albumów	album	album	N;PL	N;GEN;MASC;PL
present	obecny	present	obecny	ADJ	ADJ;NOM;MASC;SG
present	obecna	present	obecny	ADJ	ADJ;NOM;FEM;SG
present	obecne	present	obecny	ADJ	ADJ;NOM;NEUT;SG
indian	indyjskie	indian	indyjski	ADJ	ADJ;NOM;NEUT;SG
indian	indyjska	indian	indyjski	ADJ	ADJ;NOM;FEM;SG
indian	indyjski	indian	indyjski	ADJ	ADJ;NOM;MASC;SG
books	książki	book	książka	N;PL	N;NOM;FEM;PL
books	książek	book	książka	N;PL	N;GEN;FEM;PL
important	ważne	important	ważny	ADJ	ADJ;NOM;NEUT;SG
important	ważny	important	ważny	ADJ	ADJ;NOM;MASC;SG
important	ważna	important	ważny	ADJ	ADJ;NOM;FEM;SG
northern	północne	northern	północny	ADJ	ADJ;NOM;NEUT;SG
northern	północnej	northern	północny	ADJ	ADJ;GEN;FEM;SG
love	kocham	love	kochać	V;IND;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
canadian	kanadyjski	canadian	kanadyjski	ADJ	ADJ;NOM;MASC;SG
press	prasa	press	prasa	N;SG	N;NOM;FEM;SG
press	prasie	press	prasa	N;SG	N;DAT;FEM;SG
type	rodzaj	type	rodzaj	N;SG	N;NOM;MASC;SG
act	akt	act	akt	N;SG	N;NOM;MASC;SG
editor	wydawca	editor	wydawca	N;SG	N;NOM;MASC;SG
editor	redaktor	editor	redaktor	N;SG	N;NOM;MASC;SG
editor	edytor	editor	edytor	N;SG	N;NOM;MASC;SG
came	przyszedł	come	przyjść	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
came	przyszło	come	przyjść	V;IND;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
program	programu	program	program	N;SG	N;GEN;MASC;SG
program	program	program	program	N;SG	N;NOM;MASC;SG
issue	wydanie	issue	wydanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
issue	zagadnienie	issue	zagadnić	N;SG	N;NOM;NEUT;SG
social	społeczna	social	społeczny	ADJ	ADJ;NOM;FEM;SG
social	towarzyskie	social	towarzyski	ADJ	ADJ;NOM;NEUT;SG
social	społeczne	social	społeczny	ADJ	ADJ;NOM;NEUT;SG
social	socjalna	social	socjalny	ADJ	ADJ;NOM;FEM;SG
social	społeczny	social	społeczny	ADJ	ADJ;NOM;MASC;SG
social	społecznego	social	społeczny	ADJ	ADJ;ACC;MASC;SG
production	produkcji	production	produkcja	N;SG	N;GEN;FEM;SG
production	produkcja	production	produkcja	N;SG	N;NOM;FEM;SG
male	samiec	male	samiec	N;SG	N;NOM;MASC;SG
male	mężczyzna	male	mężczyzna	N;SG	N;NOM;MASC;SG
awards	nagrody	award	nagroda	N;PL	N;NOM;FEM;PL
points	punkty	point	punkt	N;PL	N;NOM;MASC;PL
points	punktów	point	punkt	N;PL	N;GEN;MASC;PL
similar	podobna	similar	podobny	ADJ	ADJ;NOM;FEM;SG
similar	podobny	similar	podobny	ADJ	ADJ;NOM;MASC;SG
similar	podobne	similar	podobny	ADJ	ADJ;NOM;NEUT;SG
professional	zawodowe	professional	zawodowy	ADJ	ADJ;NOM;NEUT;SG
professional	zawodowych	professional	zawodowy	ADJ	ADJ;GEN;MASC;PL
professional	profesjonalne	professional	profesjonalny	ADJ	ADJ;NOM;NEUT;SG
professional	profesjonalna	professional	profesjonalny	ADJ	ADJ;NOM;FEM;SG
professional	profesjonalny	professional	profesjonalny	ADJ	ADJ;NOM;MASC;SG
say	powiedz	say	powiedzieć	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
background	kontekst	background	kontekst	N;SG	N;NOM;MASC;SG
lead	ołów	lead	ołowa	N;SG	N;NOM;MASC;SG
common	wspólnej	common	wspólny	ADJ	ADJ;GEN;FEM;SG
common	wspólny	common	wspólny	ADJ	ADJ;NOM;MASC;SG
common	wspólne	common	wspólny	ADJ	ADJ;NOM;NEUT;SG
color	kolor	color	kolor	N;SG	N;NOM;MASC;SG
color	barwa	color	barwa	N;SG	N;NOM;FEM;SG
color	koloru	color	kolor	N;SG	N;GEN;MASC;SG
better	lepsza	better	dobry	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
better	lepsze	better	dobry	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
person	osoba	person	osoba	N;SG	N;NOM;FEM;SG
services	usługi	service	usługa	N;PL	N;NOM;FEM;PL
museum	muzeum	museum	muzeum	N;SG	N;ACC;NEUT;SG
battle	walka	battle	walka	N;SG	N;NOM;FEM;SG
sports	sporty	sport	sporty	N;PL	N;NOM;MASC;PL
currently	obecnie	currently	obecnie	ADV	ADV
currently	aktualnie	currently	aktualnie	ADV	ADV
hall	sala	hall	sala	N;SG	N;NOM;FEM;SG
hall	holu	hall	hol	N;SG	N;GEN;MASC;SG
buildings	budynki	building	budynek	N;PL	N;NOM;MASC;PL
historic	zabytkowy	historic	zabytkowy	ADJ	ADJ;NOM;MASC;SG
historic	historyczne	historic	historyczny	ADJ	ADJ;NOM;NEUT;SG
historic	historycznej	historic	historyczny	ADJ	ADJ;GEN;FEM;SG
historic	historyczny	historic	historyczny	ADJ	ADJ;NOM;MASC;SG
historic	historyczna	historic	historyczny	ADJ	ADJ;NOM;FEM;SG
date	termin	date	termin	N;SG	N;NOM;MASC;SG
date	randka	date	randka	N;SG	N;NOM;FEM;SG
deleted	usunięto	delete	usunąć	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
change	zmiana	change	zmiana	N;SG	N;NOM;FEM;SG
location	lokalizacja	location	lokalizacja	N;SG	N;NOM;FEM;SG
location	położenie	location	położenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
southern	południowa	southern	południowy	ADJ	ADJ;NOM;FEM;SG
southern	południowej	southern	południowy	ADJ	ADJ;GEN;FEM;SG
southern	południowe	southern	południowy	ADJ	ADJ;NOM;NEUT;SG
lost	stracił	lose	stracić	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
something	coś	something	coś	PRO;SG	PRO;NOM;NEUT;SG
review	recenzja	review	recenzja	N;SG	N;NOM;FEM;SG
review	przeglądu	review	przegląd	N;SG	N;GEN;MASC;SG
review	rewizja	review	rewizja	N;SG	N;NOM;FEM;SG
together	razem	together	razem	ADV	ADV
together	wspólnie	together	wspólnie	ADV	ADV
less	mniejsza	less	mały	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
japanese	japońska	japanese	japoński	ADJ	ADJ;NOM;FEM;SG
japanese	japoński	japanese	japoński	ADJ	ADJ;NOM;MASC;SG
japanese	japońskie	japanese	japoński	ADJ	ADJ;NOM;NEUT;SG
japanese	japończycy	japanese	japończyk	ADJ	ADJ;NOM;MASC;PL
groups	grupach	group	grupa	N;PL	N;GEN;MASC;PL
content	zawartość	content	zawartość	N;SG	N;NOM;FEM;SG
content	treści	content	treść	N;SG	N;GEN;FEM;SG
involved	zaangażowane	involved	zaangażowany	ADJ	ADJ;NOM;NEUT;SG
involved	zaangażowana	involved	zaangażować	ADJ	ADJ;NOM;FEM;SG
involved	zaangażowany	involved	zaangażować	ADJ	ADJ;NOM;MASC;SG
board	pokładzie	board	pokład	N;SG	N;ACC;MASC;SG
board	zarząd	board	zarząd	N;SG	N;NOM;MASC;SG
board	wyżywienie	board	wyżywienie	N;SG	N;NOM;NEUT;SG
board	deska	board	deska	N;SG	N;NOM;FEM;SG
board	tablica	board	tablica	N;SG	N;NOM;FEM;SG
control	sterowanie	control	sterować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
control	kontrola	control	kontrola	N;SG	N;NOM;FEM;SG
policy	polityka	policy	polityka	N;SG	N;NOM;FEM;SG
policy	polityki	policy	polityka	N;SG	N;GEN;FEM;SG
modern	nowoczesne	modern	nowoczesny	ADJ	ADJ;NOM;NEUT;SG
modern	nowoczesny	modern	nowoczesny	ADJ	ADJ;NOM;MASC;SG
modern	nowoczesna	modern	nowoczesny	ADJ	ADJ;NOM;FEM;SG
human	ludzkie	human	ludzki	ADJ	ADJ;NOM;NEUT;SG
human	ludzka	human	ludzki	ADJ	ADJ;NOM;FEM;SG
human	ludzki	human	ludzki	ADJ	ADJ;NOM;MASC;SG
design	projekt	design	projekt	N;SG	N;NOM;MASC;SG
design	konstrukcja	design	konstrukcja	N;SG	N;NOM;FEM;SG
design	projektowanie	design	projektować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
event	wydarzenie	event	wydarzenie	N;SG	N;NOM;NEUT;SG
event	zdarzenie	event	zdarzenie	N;SG	N;NOM;NEUT;SG
events	wydarzenia	event	wydarzenie	N;PL	N;NOM;NEUT;PL
events	wydarzeń	event	wydarzenie	N;PL	N;GEN;NEUT;PL
available	dostępny	available	dostępny	ADJ	ADJ;NOM;MASC;SG
available	dostępna	available	dostępny	ADJ	ADJ;NOM;FEM;SG
available	dostępne	available	dostępny	ADJ	ADJ;NOM;NEUT;SG
real	prawdziwy	real	prawdziwy	ADJ	ADJ;NOM;MASC;SG
real	prawdziwe	real	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
start	zacznij	start	zacząć	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
personal	osobiste	personal	osobisty	ADJ	ADJ;NOM;NEUT;SG
personal	osobista	personal	osobisty	ADJ	ADJ;NOM;FEM;SG
personal	osobisty	personal	osobisty	ADJ	ADJ;NOM;MASC;SG
action	działania	action	działanie	N;SG	N;NOM;NEUT;SG
action	czynność	action	czynność	N;SG	N;NOM;FEM;SG
action	działanie	action	działać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
action	akcja	action	akcja	N;SG	N;NOM;FEM;SG
space	przestrzeni	space	przestrzeń	N;SG	N;GEN;FEM;SG
space	przestrzeń	space	przestrzeń	N;SG	N;NOM;FEM;SG
areas	tereny	area	teren	N;PL	N;NOM;MASC;PL
areas	obszary	area	obszar	N;PL	N;NOM;MASC;PL
areas	obszarach	area	obszary	N;PL	N;GEN;MASC;PL
areas	powierzchnie	area	powierzchnie	N;PL	N;NOM;FEM;PL
star	gwiazdka	star	gwiazdka	N;SG	N;NOM;FEM;SG
star	gwiazda	star	gwiazda	N;SG	N;NOM;FEM;SG
possible	możliwy	possible	możliwy	ADJ	ADJ;NOM;MASC;SG
possible	możliwa	possible	możliwy	ADJ	ADJ;NOM;FEM;SG
possible	możliwe	possible	możliwy	ADJ	ADJ;NOM;NEUT;SG
working	pracujemy	work	pracować	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
minister	minister	minister	minister	N;SG	N;NOM;MASC;SG
