من	từ	مِن	từ	ADP	ADP
المخاطر	liều	مَخَاطِر	liều	N;NOM;DEF;PL	N
المخاطر	ro	مَخَاطِر	ro	N;NOM;DEF;PL	N
الجنة	thiên	جَنَّة	thiên	N;NOM;DEF;SG	N
الذكاء	pet	ذَكَاء	pet	N;NOM;DEF;SG	N
سريعة	mau	سَرِيع	mau	ADJ;NOM;INDF;FEM;SG	ADJ
سريعة	nhanh	سَرِيع	nhanh	ADJ;NOM;INDF;FEM;SG	ADJ
سريعة	mau	سَرِيع	mau	ADJ;NOM;INDF;FEM;SG	ADJ
سريعة	nhanh	سَرِيع	nhanh	ADJ;NOM;INDF;FEM;SG	ADJ
المركب	tàu	مُرَكَّب	tàu	N;NOM;DEF;SG	N
المركب	thuyền	مُرَكَّب	thuyền	N;NOM;DEF;SG	N
المركب	boat	مُرَكَّب	boat	N;NOM;DEF;SG	N
دم	máu	دَم	máu	N;NOM;INDF;SG	N
دم	huyết	دَم	huyết	N;NOM;INDF;SG	N
طابع	tem	طَابِع	tem	N;NOM;INDF;SG	N
التسويق	marketing	تَسوِيق	marketing	N;NOM;DEF;SG	N
السمك	cá	سَمَك	cá	N;NOM;DEF;SG	N
مجرة	galaxy	مِجرَة	galaxy	N;NOM;INDF;SG	N
ذكرى	khắc	ذِكرَى	khắc	N;NOM;INDF;SG	N
ذكرى	ức	ذِكرَى	ức	N;NOM;INDF;SG	N
المحاكم	triều	مَحكَمَة	triều	N;NOM;DEF;PL	N
سنغافورة	singapore	سِنغَافُورَة	singapore	N;NOM;INDF;SG	N
سنغافورة	singapore	سِنغَافُورَة	singapore	N;NOM;INDF;SG	N
الدهون	béo	دَهن	béo	N;NOM;DEF;PL	N
الدهون	fat	دَهن	fat	N;NOM;DEF;PL	N
المسلم	muslim	مُسلِم	muslim	N;NOM;DEF;SG	N
طرد	gói	طَرد	gói	N;NOM;INDF;SG	N
سمع	nghe	سَمع	nghe	V;PFV;MASC;SG;3;ACT	V
الرموز	mã	رَمز	mã	N;NOM;DEF;PL	N
الرموز	codes	رَمز	codes	N;NOM;DEF;PL	N
الرموز	mã	رَمز	mã	N;NOM;DEF;PL	N
الموجة	sóng	مُوجَة	sóng	N;NOM;DEF;SG	N
الموجة	wave	مُوجَة	wave	N;NOM;DEF;SG	N
القوالب	mẫu	قَالِب	mẫu	N;NOM;DEF;PL	N
القوالب	khuôn	قَالِب	khuôn	N;NOM;DEF;PL	N
الكلي	macro	كُلِّيّ	macro	N;NOM;DEF;SG	N
كهربائي	điện	كَهرَبَائِيّ	điện	N;NOM;INDF;SG	N
كهربائي	điện	كَهرَبَائِيّ	điện	N;NOM;INDF;SG	N
تتوفر	rảnh	تَوَفَّر	rảnh	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
التوجه	hướng	تَوَجُّه	hướng	N;NOM;DEF;SG	N
العبرية	hebrew	عِبرِيَّة	hebrew	N;NOM;DEF;SG	N
السد	dam	سُدّ	dam	N;NOM;DEF;SG	N
شهور	tháng	شَهر	tháng	N;NOM;INDF;PL	N
العروض	khoe	عَرض	khoe	N;NOM;DEF;PL	N
لوحات	kẽm	لَوحَة	kẽm	N;NOM;INDF;PL	N
لوحات	tranh	لَوحَة	tranh	N;NOM;INDF;PL	N
عمود	khe	عمود	khe	N;NOM;INDF;SG	N
عمود	cột	عمود	cột	N;NOM;INDF;SG	N
الفيروسات	virut	فَيرُوس	virut	N;NOM;DEF;PL	N
يحب	thích	حَبّ	thích	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
مفتاح	khóa	مفتاح	khóa	N;NOM;INDF;SG	N
مفتاح	phím	مفتاح	phím	N;NOM;INDF;SG	N
الكحول	rượu	كُحُول	rượu	N;NOM;DEF;SG	N
الكحول	cồn	كُحُول	cồn	N;NOM;DEF;SG	N
الكندي	canadian	كَنَدِيّ	canadian	N;NOM;DEF;SG	N
الصندوق	hộp	صُندُوق	hộp	N;NOM;DEF;SG	N
الصندوق	box	صُندُوق	box	N;NOM;DEF;SG	N
الصندوق	quỹ	صُندُوق	quỹ	N;NOM;DEF;SG	N
الصندوق	cốp	صُندُوق	cốp	N;NOM;DEF;SG	N
الصندوق	rương	صُندُوق	rương	N;NOM;DEF;SG	N
حروف	thư	حَرف	thư	N;NOM;INDF;PL	N
حروف	chữ	حَرف	chữ	N;NOM;INDF;PL	N
بريد	thư	بَرِيد	thư	N;NOM;INDF;SG	N
الصهيونية	zionist	صَهيُونِيَّة	zionist	N;NOM;DEF;SG	N
تحتل	chiếm	اِحتَلّ	chiếm	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تنسيق	format	تَنسِيق	format	N;NOM;INDF;SG	N
شملت	gồm	شَمَل	gồm	V;PFV;FEM;SG;3;ACT	V
شملت	kèm	شَمَل	kèm	V;PFV;FEM;SG;3;ACT	V
شائعة	chung	شَائِعَة	chung	ADJ;NOM;INDF;FEM;SG	ADJ
الاعلام	cờ	إِعلَام	cờ	N;NOM;DEF;SG	N
اللوحة	canvas	لَوحَة	canvas	N;NOM;DEF;SG	N
اللوحة	tranh	لَوحَة	tranh	N;NOM;DEF;SG	N
اللوحة	sơn	لَوحَة	sơn	N;NOM;DEF;SG	N
سلاسل	xích	سَلَاسِل	xích	N;NOM;INDF;PL	N
الجزيئات	hạt	جَزِيمَة	hạt	N;NOM;DEF;PL	N
ضريح	miếu	ضَرِيح	miếu	N;NOM;INDF;SG	N
الحقل	trường	حَقل	trường	N;NOM;DEF;SG	N
المفهوم	concept	مَفهُوم	concept	N;NOM;DEF;SG	N
جزيئات	hạt	جَزِيمَة	hạt	N;NOM;INDF;PL	N
ضخم	huge	ضَخم	huge	ADJ;NOM;INDF;MASC;SG	ADJ
دام	đập	دَام	đập	V;PFV;MASC;SG;3;ACT	V
البيوت	nhà	بَيت	nhà	N;NOM;DEF;PL	N
البيوت	nhà	بَيت	nhà	N;NOM;DEF;PL	N
المشهد	cảnh	مَشهَد	cảnh	N;NOM;DEF;SG	N
عظيم	tuyệt	عظيم	tuyệt	ADJ;NOM;INDF;MASC;SG	ADJ
حدائق	vườn	حَدِيقَة	vườn	N;NOM;INDF;PL	N
الرحلات	trips	رِحلَة	trips	N;NOM;DEF;PL	N
السبعة	bảy	سَبعَة	bảy	NUM;NOM;DEF;MASC	NUM
مدافع	pháo	مُدَافِع	pháo	N;NOM;INDF;SG	N
مدافع	defender	مُدَافِع	defender	N;NOM;INDF;SG	N
مدافع	cọc	مُدَافِع	cọc	N;NOM;INDF;SG	N
الطابع	tem	طَابِع	tem	N;NOM;DEF;SG	N
رابط	link	رابط	link	N;NOM;INDF;SG	N
حمام	wc	حمام	wc	N;NOM;INDF;SG	N
حمام	hammam	حمام	hammam	N;NOM;INDF;SG	N
القصيدة	thơ	قَصِيد	thơ	N;NOM;DEF;SG	N
جولة	tour	جَولَة	tour	N;NOM;INDF;SG	N
بالاضافة	plus	بالاضافة	plus	N;NOM;DEF;SG	N
الملح	muối	مِلح	muối	N;NOM;DEF;SG	N
تغطية	che	تَغطِيَة	che	N;NOM;INDF;SG	N
الثلج	tuyết	ثَلج	tuyết	N;NOM;DEF;SG	N
الثلج	băng	ثَلج	băng	N;NOM;DEF;SG	N
الثلج	đá	ثَلج	đá	N;NOM;DEF;SG	N
سنين	năm	سَنَة	năm	N;NOM;INDF;PL	N
مزرعة	farm	مَزرَعَة	farm	N;NOM;INDF;SG	N
تنمو	trồng	نَمَا	trồng	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تنمو	mọc	نَمَا	mọc	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
سنه	năm	سنه	năm	N;NOM;INDF;SG	N
معلم	thầy	مُعَلِّم	thầy	N;NOM;INDF;SG	N
معلم	thầy	مُعَلِّم	thầy	N;NOM;INDF;SG	N
الفراغ	void	فَرَاغ	void	N;NOM;DEF;SG	N
بيوت	nhà	بَيت	nhà	N;NOM;INDF;PL	N
بيوت	nhà	بَيت	nhà	N;NOM;INDF;PL	N
القارئ	continental	قَارِئ	continental	N;NOM;DEF;SG	N
مشاهد	cảnh	مَشهَد	cảnh	N;NOM;INDF;PL	N
نزل	download	نَزَل	download	V;PFV;MASC;SG;3;ACT	V
لهجة	tần	لَهجَة	tần	N;NOM;INDF;SG	N
النخيل	palm	نَخل	palm	N;NOM;DEF;PL	N
النخيل	sên	نَخل	sên	N;NOM;DEF;PL	N
النخيل	cọ	نَخل	cọ	N;NOM;DEF;PL	N
النخيل	palms	نَخل	palms	N;NOM;DEF;PL	N
وكيل	proxy	وَكِيل	proxy	N;NOM;INDF;SG	N
الاحتفال	lễ	اِحتِفَال	lễ	N;NOM;DEF;SG	N
الخام	thô	خَام	thô	ADJ;NOM;DEF;MASC;SG	ADJ
مصلحة	vốn	مَصلَحَة	vốn	N;NOM;INDF;SG	N
مصلحة	lãi	مَصلَحَة	lãi	N;NOM;INDF;SG	N
الجينات	gien	جَينَة	gien	N;NOM;DEF;PL	N
انتصار	triumph	اِنتِصَار	triumph	N;NOM;INDF;SG	N
حظر	khối	حَظر	khối	N;NOM;INDF;SG	N
حصان	ngựa	حِصَان	ngựa	N;NOM;INDF;SG	N
مقطع	clip	مَقطَع	clip	N;NOM;INDF;SG	N
سقطت	rớt	سَقَط	rớt	V;PFV;FEM;SG;3;ACT	V
سقطت	rơi	سَقَط	rơi	V;PFV;FEM;SG;3;ACT	V
سقطت	té	سَقَط	té	V;PFV;FEM;SG;3;ACT	V
البروتينات	protein	برُوتِينَات	protein	N;NOM;DEF;PL	N
الشاطئ	biển	شَاطِئ	biển	N;NOM;DEF;SG	N
الشاطئ	beach	شَاطِئ	beach	N;NOM;DEF;SG	N
الصفر	zero	صِفر	zero	N;NOM;DEF;SG	N
المستويات	cấp	مُستَوَى	cấp	N;NOM;DEF;PL	N
الصديق	bạn	صَدِيق	bạn	N;NOM;DEF;SG	N
الصديق	hiền	صَدِيق	hiền	N;NOM;DEF;SG	N
الصديق	boyfriend	صَدِيق	boyfriend	N;NOM;DEF;SG	N
المنطق	luận	مَنطِق	luận	N;NOM;DEF;SG	N
المنطق	logic	مَنطِق	logic	N;NOM;DEF;SG	N
الفرات	euphrates	فُرَّة	euphrates	N;NOM;DEF;SG	N
الجنين	phôi	جُنَين	phôi	N;NOM;DEF;SG	N
الجنين	fetus	جُنَين	fetus	N;NOM;DEF;SG	N
مكعب	rubik	مُكَعَّب	rubik	N;NOM;INDF;SG	N
مقعد	ghế	مَقعَد	ghế	N;NOM;INDF;SG	N
الطائر	bird	طَائِر	bird	N;NOM;DEF;SG	N
الطائر	chim	طَائِر	chim	N;NOM;DEF;SG	N
علاوة	bonus	عِلَاوَة	bonus	N;ACC;INDF;SG	N
فصول	hạng	فَصل	hạng	N;NOM;INDF;PL	N
فصول	chương	فَصل	chương	N;NOM;INDF;PL	N
شمالا	bắc	شَمَال	bắc	N;ACC;INDF;SG	N
مستعمرة	khu	مُستَعمِر	khu	N;NOM;INDF;SG	N
الخبز	mì	خُبز	mì	N;NOM;DEF;SG	N
الشجرة	cây	شُجرَة	cây	N;NOM;DEF;SG	N
موعد	ngày	مَوعِد	ngày	N;NOM;INDF;SG	N
الفيروس	virut	فَيرُوس	virut	N;NOM;DEF;SG	N
العضو	organ	عُضو	organ	N;NOM;DEF;SG	N
المعرض	gallery	مَعرِض	gallery	N;NOM;DEF;SG	N
الجملة	câu	جُملَة	câu	N;NOM;DEF;SG	N
مضيق	vịnh	مَضِيق	vịnh	N;NOM;INDF;SG	N
البعد	chiều	بُعد	chiều	N;NOM;DEF;SG	N
الرقص	điệu	رَقص	điệu	N;NOM;DEF;SG	N
الرقص	múa	رَقص	múa	N;NOM;DEF;SG	N
السفير	sứ	سَفِير	sứ	N;NOM;DEF;SG	N
الشاي	trà	شَاي	trà	N;NOM;DEF;SG	N
الشاي	tea	شَاي	tea	N;NOM;DEF;SG	N
السيدات	quý	سَيِّدَة	quý	N;NOM;DEF;PL	N
مخيم	camp	مُخَيَّم	camp	N;NOM;INDF;SG	N
مخيم	trại	مُخَيَّم	trại	N;NOM;INDF;SG	N
البيع	lô	بَيع	lô	N;NOM;DEF;SG	N
البيع	lô	بَيع	lô	N;NOM;DEF;SG	N
توقع	vẽ	تَوَقَّع	vẽ	V;MASC;IMP;SG	V
موجات	sóng	مَوجَة	sóng	N;NOM;INDF;PL	N
العسل	thuế	عَسَل	thuế	N;NOM;DEF;SG	N
يدعو	mời	دَعَا	mời	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الدقيق	bột	دَقِيق	bột	N;NOM;DEF;SG	N
غرف	phòng	غُرفَة	phòng	N;NOM;INDF;PL	N
الحقائق	sự	حَقِيقَة	sự	N;NOM;DEF;PL	N
المطبخ	bếp	مُطبِخ	bếp	N;NOM;DEF;SG	N
جذور	root	جذور	root	N;NOM;INDF;PL	N
جذور	chủ	جذور	chủ	N;NOM;INDF;PL	N
جذور	rễ	جذور	rễ	N;NOM;INDF;PL	N
عبادة	cult	عبادة	cult	N;NOM;INDF;SG	N
عظام	xương	عَظم	xương	N;NOM;INDF;PL	N
فيلا	villa	فِيلَّا	villa	N;NOM;INDF;SG	N
الفطريات	nấm	فَطَرِيّ	nấm	N;NOM;DEF;PL	N
الفطريات	nấm	فَطَرِيّ	nấm	N;NOM;DEF;PL	N
التفاصيل	tiết	تَفصِيل	tiết	N;NOM;DEF;PL	N
الصحيفة	báo	صَحِيفَة	báo	N;NOM;DEF;SG	N
صلب	đặc	صُلب	đặc	N;NOM;INDF;SG	N
الدراما	drama	دِرَامَا	drama	N;NOM;DEF;PL	N
الدراما	kịch	دِرَامَا	kịch	N;NOM;DEF;PL	N
الجندي	lính	الجندي	lính	N;NOM;DEF;SG	N
العقيد	đại	عَقِيد	đại	N;NOM;DEF;SG	N
العقيد	tá	عَقِيد	tá	N;NOM;DEF;SG	N
دبابة	tank	دَبَّابَة	tank	N;NOM;INDF;SG	N
البندقية	shotgun	بُندُقِيّ	shotgun	N;NOM;DEF;SG	N
البندقية	venice	بُندُقِيّ	venice	N;NOM;DEF;SG	N
البندقية	venezia	بُندُقِيّ	venezia	N;NOM;DEF;SG	N
التطبيق	app	تَطبِيق	app	N;NOM;DEF;SG	N
بروتين	protein	برِوتِين	protein	N;NOM;INDF;DU	N
الشيطان	sa	شِيطَان	sa	N;NOM;DEF;SG	N
الشيطان	satan	شِيطَان	satan	N;NOM;DEF;SG	N
حقول	fields	حَقل	fields	N;NOM;INDF;PL	N
حقول	trường	حَقل	trường	N;NOM;INDF;PL	N
الزيت	nhớt	الزيت	nhớt	N;NOM;DEF;SG	N
الزيت	dầu	الزيت	dầu	N;NOM;DEF;SG	N
المشاهد	cảnh	مَشهَد	cảnh	N;NOM;DEF;PL	N
الاستيلاء	grip	اِستِيلَاء	grip	N;NOM;DEF;SG	N
البوابات	cổng	بَوَّابَة	cổng	N;NOM;DEF;PL	N
سكن	nhà	سَكَن	nhà	N;NOM;INDF;SG	N
الامبراطورية	imperial	الامبراطورية	imperial	N;NOM;DEF;SG	N
حكايات	truyện	حِكَايَة	truyện	N;NOM;INDF;PL	N
هواء	khí	هَوَاء	khí	N;NOM;INDF;SG	N
الصحفيين	khmer	صُحُفِيّ	khmer	N;NOM;DEF;PL	N
متخصص	chuyên	مُتَخَصِّص	chuyên	ADJ;NOM;INDF;MASC;SG	ADJ
متخصص	chuyên	مُتَخَصِّص	chuyên	ADJ;NOM;INDF;MASC;SG	ADJ
الارض	đất	أَرض	đất	N;NOM;DEF;SG	N
مذكرات	memoir	مُذَكِّرَة	memoir	N;NOM;INDF;PL	N
اللسان	lưỡi	لِسَان	lưỡi	N;NOM;DEF;SG	N
السور	rào	سُور	rào	N;NOM;DEF;SG	N
مبادرة	initiative	مُبَادَرَة	initiative	N;NOM;INDF;SG	N
القبة	dome	قِبَّة	dome	N;NOM;DEF;SG	N
القبة	vòm	قِبَّة	vòm	N;NOM;DEF;SG	N
ذرة	ngô	ذُرَّة	ngô	N;NOM;INDF;SG	N
ذرة	bắp	ذُرَّة	bắp	N;NOM;INDF;SG	N
ذرة	lúa	ذُرَّة	lúa	N;NOM;INDF;SG	N
ذرة	nguyên	ذُرَّة	nguyên	N;NOM;INDF;SG	N
السيف	gươm	سَيف	gươm	N;NOM;DEF;SG	N
ايام	ngày	يَوم	ngày	N;NOM;INDF;PL	N
اقل	ít	أَقَلّ	ít	ADJ;NOM;INDF;MASC;SG	ADJ
دواء	thuốc	دَوَاء	thuốc	N;NOM;INDF;SG	N
الخيل	ngựa	خَيل	ngựa	N;NOM;DEF;SG	N
الغابة	rừng	غَابَة	rừng	N;NOM;DEF;SG	N
الغابة	rừng	غَابَة	rừng	N;NOM;DEF;SG	N
الغابة	jungle	غَابَة	jungle	N;NOM;DEF;SG	N
اختار	chọn	اِختَار	chọn	V;PFV;MASC;SG;3;ACT	V
الطابق	tầng	طَابِق	tầng	N;NOM;DEF;SG	N
الطابق	sàn	طَابِق	sàn	N;NOM;DEF;SG	N
حزام	đai	حزام	đai	N;NOM;INDF;SG	N
سفير	sứ	سَفِير	sứ	N;NOM;INDF;SG	N
الكاميرا	camera	كَامِيرَا	camera	N;NOM;DEF;SG	N
الظلام	tối	ظَلَام	tối	N;NOM;DEF;SG	N
الرتبة	rank	رَتبَة	rank	N;NOM;DEF;SG	N
الامام	imam	إِمَام	imam	N;NOM;DEF;SG	N
الاختيار	chồn	اِختِيَار	chồn	N;NOM;DEF;SG	N
السلم	thang	سِلم	thang	N;NOM;DEF;SG	N
السلم	ladder	سِلم	ladder	N;NOM;DEF;SG	N
قوس	arc	قَوس	arc	N;NOM;INDF;SG	N
قوس	arch	قَوس	arch	N;NOM;INDF;SG	N
قوس	vòm	قَوس	vòm	N;NOM;INDF;SG	N
مبيعات	lô	مَبِيعَات	lô	N;NOM;INDF;PL	N
القهوة	coffee	قُهُوَّة	coffee	N;NOM;DEF;SG	N
القهوة	cafe	قُهُوَّة	cafe	N;NOM;DEF;SG	N
وحيدة	độc	وَحِيد	độc	ADJ;NOM;INDF;FEM;SG	ADJ
سكر	đường	سُكر	đường	N;NOM;INDF;SG	N
الدورات	phiên	دَورَة	phiên	N;NOM;DEF;PL	N
العشرة	mười	عَشَرَة	mười	NUM;NOM;DEF;MASC	NUM
فوائد	lợi	فَائِدَة	lợi	N;NOM;INDF;PL	N
الدوران	spin	دَوَرَان	spin	N;NOM;DEF;SG	N
فقدت	mất	فَقَد	mất	V;PFV;FEM;SG;3;ACT	V
فقدت	thua	فَقَد	thua	V;PFV;FEM;SG;3;ACT	V
منازل	nhà	مَنزِل	nhà	N;NOM;INDF;PL	N
منازل	nhà	مَنزِل	nhà	N;NOM;INDF;PL	N
المقبرة	mộ	مُقبِر	mộ	N;NOM;DEF;SG	N
المقبرة	tomb	مُقبِر	tomb	N;NOM;DEF;SG	N
حقيقي	đúng	حَقِيقِيّ	đúng	ADJ;NOM;INDF;MASC;SG	ADJ
نار	lửa	نَار	lửa	N;NOM;INDF;SG	N
نار	lứa	نَار	lứa	N;NOM;INDF;SG	N
كليب	clip	كليب	clip	N;NOM;INDF;SG	N
التصوف	mysticism	تَصَوُّف	mysticism	N;NOM;DEF;SG	N
الحمام	wc	حَمَام	wc	N;NOM;DEF;SG	N
حفر	dig	حَفر	dig	N;NOM;INDF;SG	N
حفر	đào	حَفر	đào	N;NOM;INDF;SG	N
خمسين	mươi	خَمسُون	mươi	NUM;NOM;INDF	NUM
الصاروخ	rocket	صَارُوخ	rocket	N;NOM;DEF;SG	N
المخ	não	مُخّ	não	N;NOM;DEF;SG	N
البحيرات	hồ	بُحَيرَة	hồ	N;NOM;DEF;PL	N
البحيرات	lakes	بُحَيرَة	lakes	N;NOM;DEF;PL	N
السويسري	swiss	سُوِيسرِيّ	swiss	N;NOM;DEF;SG	N
صالة	lang	صَالَة	lang	N;NOM;INDF;SG	N
صالة	sảnh	صَالَة	sảnh	N;NOM;INDF;SG	N
المبيعات	lô	مَبِيعَات	lô	N;NOM;DEF;PL	N
الاستخبارات	pet	اِستِخبَار	pet	N;NOM;DEF;PL	N
نفط	nhớt	نَفط	nhớt	N;NOM;INDF;SG	N
نفط	dầu	نَفط	dầu	N;NOM;INDF;SG	N
حلبة	mạch	حَلبَة	mạch	N;NOM;INDF;SG	N
الفتيات	gái	فَتَاة	gái	N;NOM;DEF;PL	N
الانقلاب	coup	اِنقِلَاب	coup	N;NOM;DEF;SG	N
مرت	tan	مَرّ	tan	V;PFV;FEM;SG;3;ACT	V
احتياجات	nhu	اِحتِيَاج	nhu	N;NOM;INDF;PL	N
غنية	giàu	غَنِيّ	giàu	ADJ;NOM;INDF;FEM;SG	ADJ
الثدي	vú	ثَدِيّ	vú	N;NOM;DEF;SG	N
الثدي	ngực	ثَدِيّ	ngực	N;NOM;DEF;SG	N
الثدي	vú	ثَدِيّ	vú	N;NOM;DEF;SG	N
الثدي	ngực	ثَدِيّ	ngực	N;NOM;DEF;SG	N
الثدي	breast	ثَدِيّ	breast	N;NOM;DEF;SG	N
الثدي	vú	ثَدِيّ	vú	N;NOM;DEF;SG	N
شرط	trạng	شَرط	trạng	N;NOM;INDF;SG	N
المبادرة	initiative	مُبَادَرَة	initiative	N;NOM;DEF;SG	N
مؤتمرات	conferences	مُؤتَمَر	conferences	N;NOM;INDF;PL	N
الرمال	bi	رَمل	bi	N;NOM;DEF;SG	N
الرمال	cát	رَمل	cát	N;NOM;DEF;SG	N
فيروسات	virut	فَيرُوس	virut	N;NOM;INDF;PL	N
الوراثة	inheritance	وَرَاثَة	inheritance	N;NOM;DEF;SG	N
الفاتح	conqueror	فَاتِح	conqueror	N;NOM;DEF;SG	N
الحليب	sữa	حَلِيب	sữa	N;NOM;DEF;SG	N
لفة	cuộn	لِفَة	cuộn	N;NOM;INDF;SG	N
الشريط	băng	شَرِيط	băng	N;NOM;DEF;SG	N
الشريط	ribbon	شَرِيط	ribbon	N;NOM;DEF;SG	N
ليل	đêm	لَيل	đêm	N;NOM;INDF;SG	N
الخفيفة	châm	خَفِيف	châm	N;NOM;DEF;SG	N
الخفيفة	đèn	خَفِيف	đèn	N;NOM;DEF;SG	N
مرتفع	cao	مُرتَفِع	cao	ADJ;NOM;INDF;MASC;SG	ADJ
الفضة	bạc	فِضَّة	bạc	N;NOM;DEF;SG	N
مصمم	designer	مُصمَم	designer	N;NOM;INDF;SG	N
قدرات	năng	قُدرَة	năng	N;NOM;INDF;PL	N
بقاء	survival	بَقَاء	survival	N;NOM;INDF;SG	N
المجلد	mục	مَجلَد	mục	N;NOM;DEF;SG	N
غناء	hót	غناء	hót	N;NOM;INDF;SG	N
الفقرة	đoạn	فَقرَة	đoạn	N;NOM;DEF;SG	N
المنصة	stage	مِنَصَّة	stage	N;NOM;DEF;SG	N
الفندق	hotel	فُندُق	hotel	N;NOM;DEF;SG	N
الدالة	hàm	دَالَة	hàm	N;NOM;DEF;SG	N
المدافع	pháo	مَدفَع	pháo	N;NOM;DEF;SG	N
المدافع	defender	مَدفَع	defender	N;NOM;DEF;SG	N
المدافع	cọc	مَدفَع	cọc	N;NOM;DEF;SG	N
قاموس	điển	قَامُوس	điển	N;NOM;INDF;SG	N
طبق	món	طَبَّق	món	N;NOM;INDF;SG	N
طبق	dĩa	طَبَّق	dĩa	N;NOM;INDF;SG	N
يدفع	trả	دَفَع	trả	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
البنات	gái	بِنت	gái	N;NOM;DEF;PL	N
القشرة	vỏ	قَشَرَة	vỏ	N;NOM;DEF;SG	N
منفذ	cảng	مَنفَذ	cảng	N;NOM;INDF;SG	N
منفذ	cổng	مَنفَذ	cổng	N;NOM;INDF;SG	N
منفذ	port	مَنفَذ	port	N;NOM;INDF;SG	N
مقاطع	clip	مَقطَعَة	clip	N;NOM;INDF;PL	N
سجلات	records	سِجِلّ	records	N;NOM;INDF;PL	N
مكاتب	bàn	مَكتَب	bàn	N;NOM;INDF;PL	N
المرجع	ref	مَرجِع	ref	N;NOM;DEF;SG	N
فتحة	slot	فَتحَة	slot	N;NOM;INDF;SG	N
فتحة	khe	فَتحَة	khe	N;NOM;INDF;SG	N
فتحة	hố	فَتحَة	hố	N;NOM;INDF;SG	N
النسب	lineage	نِسبَة	lineage	N;NOM;DEF;PL	N
الحصان	ngựa	حَصّ	ngựa	N;NOM;DEF;SG	N
التعليق	luận	تَعلِيق	luận	N;NOM;DEF;SG	N
التعليق	commentary	تَعلِيق	commentary	N;NOM;DEF;SG	N
الزوار	khách	زَوَار	khách	N;NOM;DEF;PL	N
درامي	kịch	درامي	kịch	N;NOM;INDF;SG	N
اللحم	thịt	لَحم	thịt	N;NOM;DEF;SG	N
السحر	thuật	سِحر	thuật	N;NOM;DEF;SG	N
السحر	magic	سِحر	magic	N;NOM;DEF;SG	N
صعبة	cứng	صَعب	cứng	ADJ;NOM;INDF;FEM;SG	ADJ
صعبة	khó	صَعب	khó	ADJ;NOM;INDF;FEM;SG	ADJ
صعبة	khổ	صَعب	khổ	ADJ;NOM;INDF;FEM;SG	ADJ
صعبة	đắng	صَعب	đắng	ADJ;NOM;INDF;FEM;SG	ADJ
صعبة	khó	صَعب	khó	ADJ;NOM;INDF;FEM;SG	ADJ
العيد	fiesta	عِيد	fiesta	N;NOM;DEF;SG	N
العيد	feast	عِيد	feast	N;NOM;DEF;SG	N
العيد	tiệc	عِيد	tiệc	N;NOM;DEF;SG	N
العيد	eid	عِيد	eid	N;NOM;DEF;SG	N
الفائدة	vốn	فَائِدَة	vốn	N;NOM;DEF;SG	N
الفائدة	lãi	فَائِدَة	lãi	N;NOM;DEF;SG	N
الاحتياجات	nhu	اِحتِيَاج	nhu	N;NOM;DEF;PL	N
اللجوء	resort	لُجُوء	resort	N;NOM;DEF;SG	N
ورق	giấy	وَرَق	giấy	N;NOM;INDF;SG	N
ورق	trát	وَرَق	trát	N;NOM;INDF;SG	N
العبارة	đò	عِبَارَة	đò	N;NOM;DEF;SG	N
العبارة	ferry	عِبَارَة	ferry	N;NOM;DEF;SG	N
العبارة	phà	عِبَارَة	phà	N;NOM;DEF;SG	N
الجذور	rễ	الجذور	rễ	N;NOM;DEF;SG	N
سائق	xế	سَائِق	xế	N;NOM;INDF;SG	N
نداء	cẩm	نِدَاء	cẩm	N;NOM;INDF;SG	N
المغاربة	moor	مَغرِبَة	moor	N;NOM;DEF;SG	N
الحرير	lụa	حَرِير	lụa	N;NOM;DEF;SG	N
عظيمة	tuyệt	عَظِيمَة	tuyệt	ADJ;NOM;INDF;FEM;SG	ADJ
انتشر	tràn	اِنتَشَر	tràn	V;PFV;MASC;SG;3;ACT	V
جلسة	phiên	جَلسَة	phiên	N;NOM;INDF;SG	N
صخور	đá	صُخُور	đá	N;NOM;INDF;PL	N
استاذ	thầy	استاذ	thầy	N;NOM;INDF;SG	N
القصائد	thơ	قَصِيدَة	thơ	N;NOM;DEF;PL	N
ثماني	tám	ثَمَانِيَة	tám	NUM;NOM;INDF;FEM	NUM
ثماني	eight	ثَمَانِيَة	eight	NUM;NOM;INDF;FEM	NUM
جلب	mang	جَلب	mang	V;PFV;MASC;SG;3;ACT	V
سقف	tèo	سَقف	tèo	N;NOM;INDF;SG	N
سقف	trần	سَقف	trần	N;NOM;INDF;SG	N
شهادات	chứng	شَهَادَة	chứng	N;NOM;INDF;PL	N
بركة	ao	بَرَكَة	ao	N;NOM;INDF;SG	N
الغنية	giàu	غَنِيّ	giàu	ADJ;NOM;DEF;FEM;SG	ADJ
عملاق	giant	عِملَاق	giant	N;NOM;INDF;SG	N
عملاق	toshiba	عِملَاق	toshiba	N;NOM;INDF;SG	N
يضاف	thêm	أَضَاف	thêm	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
النمر	tiger	نَمَر	tiger	N;NOM;DEF;SG	N
