ve	en	ve	en	CONJ	CONJ
al	nemen	al	nemen	V;PFV;IMP;SG;2;POS;PRS	V;NFIN
al	krijg	al	krijgen	V;PFV;IMP;SG;2;POS;PRS	V;SG;PRS;FIN
ses	geluid	ses	geluid	N;NOM;SG;3	N;NEUT;SG
ses	voice	ses	voic	N;NOM;SG;3	N;MASC+FEM;SG
ses	stem	ses	stem	N;NOM;SG;3	N;MASC+FEM;SG
ses	audio	ses	audio	N;NOM;SG;3	N;MASC+FEM;SG
ses	geluid	ses	geluid	N;NOM;SG;3	N;NEUT;SG
ses	lawaai	ses	lawaai	N;NOM;SG;3	N;NEUT;SG
ses	geluid	ses	geluid	N;NOM;SG;3	N;NEUT;SG
ses	geluidshinder	ses	geluidshinder	N;NOM;SG;3	N;MASC+FEM;SG
ses	ruis	ses	ruis	N;NOM;SG;3	N;MASC+FEM;SG
ses	volume	ses	volume	N;NOM;SG;3	N;NEUT;SG
milli	nationaal	milli	nationaal	ADJ	ADJ
milli	nationale	milli	nationaal	ADJ	ADJ
kitap	boek	kitap	boek	N;NOM;SG;3	N;NEUT;SG
ödülleri	beloningen	ödül	beloning	N;NOM;PL;3	N;PL
ödülleri	awards	ödül	awards	N;NOM;PL;3	N;PL
ödülleri	onderscheidingen	ödül	onderscheiding	N;NOM;PL;3	N;PL
kaldı	overgebleven	kal	overblijven	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
kaldı	resterend	kal	resteren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
kaldı	resterende	kal	resteren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
kaldı	verbleef	kal	verblijven	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
kaldı	verbleven	kal	verblijven	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
bakanı	minister	bakan	minister	N;NOM;SG;3	N;MASC+FEM;SG
geçti	doorgegeven	geç	doorgeven	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
geçti	geslaagd	geç	slagen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
krallık	koninkrijk	krallık	koninkrijk	N;NOM;SG;3	N;NEUT;SG
doğdu	geboren	doğ	geboren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
başkanlığı	voorzitterschap	başkanlık	voorzitterschap	N;NOM;SG;3	N;NEUT;SG
başkanlığı	presidentschap	başkanlık	presidentschap	N;NOM;SG;3	N;NEUT;SG
başkanlığı	voorzitterschap	başkanlık	voorzitterschap	N;NOM;SG;3	N;NEUT;SG
bakanlığı	ministerie	bakanlık	ministerie	N;NOM;SG;3	N;NEUT;SG
kurulmuştur	opgericht	kur	oprichten	V;PFV;NFH;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuştur	gevestigde	kur	vestigen	V;PFV;NFH;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuştur	gevestigd	kur	vestigen	V;PFV;NFH;SG;3;POS;PST;PASS	V;V.PTCP
durumu	status	durum	status	N;NOM;SG;3	N;MASC+FEM;SG
durumu	conditie	durum	conditie	N;NOM;SG;3	N;MASC+FEM;SG
durumu	aandoening	durum	aandoening	N;NOM;SG;3	N;MASC+FEM;SG
durumu	voorwaarde	durum	voorwaard	N;NOM;SG;3	N;MASC+FEM;SG
durumu	toestand	durum	toestand	N;NOM;SG;3	N;MASC+FEM;SG
kırmızı	rode	kırmızı	rood	ADJ	ADJ
kırmızı	rood	kırmızı	rood	ADJ	ADJ
atatürk	ataturk	atatürk	ataturk	N;NOM;SG;3	N;MASC+FEM;SG
atatürk	atatürk	atatürk	atatürk	N;NOM;SG;3	N;MASC+FEM;SG
araştırma	onderzoeken	araştır	onderzoeken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yardım	assistentie	yardım	assistentie	N;NOM;SG;3	N;MASC+FEM;SG
yardım	bijstand	yardım	bijstand	N;NOM;SG;3	N;MASC+FEM;SG
yardım	hulp	yardım	hulp	N;NOM;SG;3	N;MASC+FEM;SG
yardım	help	yardım	help	N;NOM;SG;3	N;MASC+FEM;SG
oranı	tarief	oran	tarief	N;NOM;SG;3	N;NEUT;SG
oranı	ratio	oran	ratio	N;NOM;SG;3	N;MASC+FEM;SG
oranı	verhouding	oran	verhouding	N;NOM;SG;3	N;MASC+FEM;SG
şarkıcı	zanger	şarkıcı	zanger	N;NOM;SG;3	N;MASC+FEM;SG
şarkıcı	singer	şarkıcı	singer	N;NOM;SG;3	N;MASC+FEM;SG
şarkıcı	zangeres	şarkıcı	zangeres	N;NOM;SG;3	N;MASC+FEM;SG
katıldı	bijgewoond	kat	bijwonen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
hafta	week	hafta	week	N;NOM;SG;3	N;MASC+FEM;SG
hafta	weekje	hafta	weekje	N;NOM;SG;3	N;NEUT;SG
hafta	weeks	hafta	weeks	N;NOM;SG;3	N;MASC+FEM;SG
ekonomik	economische	ekonomik	economisch	ADJ	ADJ
ekonomik	economisch	ekonomik	economisch	ADJ	ADJ
ekonomik	zuinig	ekonomik	zuinig	ADJ	ADJ
adam	guy	adam	guy	N;NOM;SG;3	N;MASC+FEM;SG
adam	kerel	adam	kerel	N;NOM;SG;3	N;MASC+FEM;SG
adam	adam	adam	adam	N;NOM;SG;3	N;MASC+FEM;SG
adam	man	adam	man	N;NOM;SG;3	N;MASC+FEM;SG
yayınları	publikaties	yayın	publikatie	N;ACC;PL;3	N;PL
yayınları	publicaties	yayın	publicatie	N;ACC;PL;3	N;PL
nehri	rivier	nehir	rivier	N;ACC;SG;3	N;MASC+FEM;SG
nehri	river	nehir	river	N;ACC;SG;3	N;MASC+FEM;SG
hizmet	dienstverlening	hizmet	dienstverlening	N;NOM;SG;3	N;MASC+FEM;SG
hizmet	dienst	hizmet	dienst	N;NOM;SG;3	N;MASC+FEM;SG
hizmet	service	hizmet	service	N;NOM;SG;3	N;MASC+FEM;SG
düzenlenen	gehouden	düzenle	houden	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
düzenlenen	vastgehouden	düzenle	vasthouden	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yolu	pad	yol	pad	N;ACC;SG;3	N;NEUT;SG
girdi	binnengegaan	gir	binnengaan	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
girdi	binnengekomen	gir	binnenkomen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
çalışma	studeer	çalış	studeer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PRS;FIN
çalışma	studeren	çalış	studeren	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çalışma	bestuderen	çalış	bestuderen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çalışma	werken	çalış	werken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yıllar	jaren	yıl	jaar	N;NOM;PL;3	N;PL
ilan	reclame	ilan	reclame	N;NOM;SG;3	N;MASC+FEM;SG
ilan	advertentie	ilan	advertentie	N;NOM;SG;3	N;MASC+FEM;SG
sonrasında	nasleep	sonra	nasleep	N;ESS;SG;3	N;MASC+FEM;SG
basketbol	basketball	basketbol	basketball	N;NOM;SG;3	N;MASC+FEM;SG
basketbol	basketbal	basketbol	basketbal	N;NOM;SG;3	N;NEUT;SG
kullanımı	gebruik	kullanım	gebruik	N;NOM;SG;3	N;NEUT;SG
kullanımı	gebruik	kullanım	gebruik	N;NOM;SG;3	N;NEUT;SG
vardı	had	var	hebben	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
vardı	gehad	var	hebben	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
belli	evident	belli	evident	ADJ	ADJ
öldü	gestorven	öl	sterven	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
öldü	overleden	öl	overlijden	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
öldü	stierf	öl	sterven	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
hızlı	sneller	hızlı	snel	ADJ	ADJ;CMPR
hızlı	snellere	hızlı	snel	ADJ	ADJ;CMPR
hızlı	vlugger	hızlı	vlug	ADJ	ADJ;CMPR
hızlı	snel	hızlı	snel	ADJ	ADJ
hızlı	snelle	hızlı	snel	ADJ	ADJ
hızlı	snelle	hızlı	snel	ADJ	ADJ
hızlı	snel	hızlı	snel	ADJ	ADJ
hızlı	snelle	hızlı	snel	ADJ	ADJ
hızlı	vlug	hızlı	vlug	ADJ	ADJ
oynadı	gespeelde	oyna	spelen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
oynadı	speelde	oyna	spelen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
oynadı	afgespeeld	oyna	afspelen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
oynadı	gespeeld	oyna	spelen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
kiralık	verhuur	kiralık	verhuur	N;NOM;SG;3	N;MASC+FEM;SG
kiralık	verhuur	kiralık	verhuur	N;NOM;SG;3	N;MASC+FEM;SG
zaten	al	zaten	al	ADV	ADV
zaten	reeds	zaten	reeds	ADV	ADV
madalya	medaille	madalya	medaille	N;NOM;SG;3	N;MASC+FEM;SG
azerbaycan	azerbeidzjan	azerbaycan	azerbeidzjan	N;NOM;SG;3	N;NEUT;SG
milletvekili	congreslid	milletvekili	congreslid	N;NOM;SG;3	N;MASC+FEM;SG
milletvekili	congreslid	milletvekili	congreslid	N;NOM;SG;3	N;MASC+FEM;SG
hakları	rechten	hak	recht	N;ACC;PL;3	N;PL
sayfası	bladzijde	sayfa	bladzijde	N;NOM;SG;3	N;MASC+FEM;SG
sayfası	pagina	sayfa	pagina	N;NOM;SG;3	N;MASC+FEM;SG
değişiklik	wijziging	değişiklik	wijziging	N;NOM;SG;3	N;MASC+FEM;SG
değişiklik	modificatie	değişiklik	modificatie	N;NOM;SG;3	N;MASC+FEM;SG
değişiklik	wijziging	değişiklik	wijziging	N;NOM;SG;3	N;MASC+FEM;SG
değişiklik	verandering	değişiklik	verandering	N;NOM;SG;3	N;MASC+FEM;SG
beşiktaş	beşiktaş	beşiktaş	beşiktaş	N;NOM;SG;3	N;MASC+FEM;SG
maddeler	substanties	madde	substantie	N;NOM;PL;3	N;PL
maddeler	stoffen	madde	stof	N;NOM;PL;3	N;PL
kulübü	club	kulüb	club	N;NOM;SG;3	N;MASC+FEM;SG
tanımlar	definities	tanım	definitie	N;NOM;PL;3	N;PL
fark	realisatie	fark	realisatie	N;NOM;SG;3	N;MASC+FEM;SG
fark	verschil	fark	verschil	N;NOM;SG;3	N;NEUT;SG
bölgede	regio	bölge	regio	N;ESS;SG;3	N;MASC+FEM;SG
kanada	canada	kana	canada	N;ESS;SG;3	N;NEUT;SG
ilçesi	district	ilçe	district	N;NOM;SG;3	N;NEUT;SG
yayınlanan	gepubliceerd	yayınla	publiceren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yayınlanan	verschenen	yayınla	verschijnen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yayınlanan	gepubliceerde	yayınla	publiceren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yayınlanan	uitgegeven	yayınla	uitgeven	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
yalnızca	alleen	yalnızca	alleen	ADV	ADV
yalnızca	slechts	yalnızca	slechts	ADV	ADV
güncelleme	updaten	güncelle	updaat	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
güncelleme	bijwerken	güncelle	bijwerken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
güncelleme	updaten	güncelle	updaat	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
güncelleme	bijwerken	güncelle	bijwerken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
tartışma	betwisten	tartış	betwisten	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
baş	hoofd	baş	hoofd	N;NOM;SG;3	N;NEUT;SG
baş	head	baş	head	N;NOM;SG;3	N;MASC+FEM;SG
düşünüyorum	nadenken	düşün	nadenken	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN
düşünüyorum	denken	düşün	denken	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN
düşünüyorum	denkend	düşün	denkend	V;PROG;IND;SG;1;POS;INFM;PRS	V;V.PTCP
yaşam	leven	yaşam	leven	N;NOM;SG;3	N;NEUT;SG
festivali	festival	festivali	festival	N;ACC;SG;3	N;NEUT;SG
festivali	fest	festivali	fest	N;ACC;SG;3	N;MASC+FEM;SG
isim	naamwoord	isim	naamwoord	N;NOM;SG;3	N;NEUT;SG
isim	naam	isim	naam	N;NOM;SG;3	N;MASC+FEM;SG
gece	nite	gece	nite	N;NOM;SG;3	N;MASC+FEM;SG
gece	avond	gece	avond	N;NOM;SG;3	N;MASC+FEM;SG
gece	nacht	gece	nacht	N;NOM;SG;3	N;MASC+FEM;SG
gece	avondje	gece	avond	N;NOM;SG;3	N;NEUT;SG
emin	zelfverzekerde	emin	zelfverzekerd	ADJ	ADJ
emin	zelfverzekerd	emin	zelfverzekerd	ADJ	ADJ
bilgiler	gegevens	bilgi	gegeven	N;NOM;PL;3	N;PL
site	website	sit	website	N;NOM;SG;3	N;MASC+FEM;SG
site	site	sit	site	N;NOM;SG;3	N;MASC+FEM;SG
site	bureaublad	sit	bureaublad	N;NOM;SG;3	N;NEUT;SG
site	desktop	sit	desktop	N;NOM;SG;3	N;MASC+FEM;SG
sınıf	klas	sınıf	klas	N;NOM;SG;3	N;MASC+FEM;SG
sınıf	klaslokaal	sınıf	klaslokaal	N;NOM;SG;3	N;NEUT;SG
sınıf	klasse	sınıf	klasse	N;NOM;SG;3	N;MASC+FEM;SG
sınıf	class	sınıf	class	N;NOM;SG;3	N;MASC+FEM;SG
sınıf	klas	sınıf	klas	N;NOM;SG;3	N;MASC+FEM;SG
dizisi	sequentie	dizi	sequentie	N;NOM;SG;3	N;MASC+FEM;SG
dizisi	volgorde	dizi	volgorde	N;NOM;SG;3	N;MASC+FEM;SG
dizisi	opeenvolging	dizi	opeenvolging	N;NOM;SG;3	N;MASC+FEM;SG
seçildi	uitverkorene	seç	uitverkoren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	uitgekozen	seç	uitkiezen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	gekozen	seç	kiezen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	uitverkoren	seç	uitverkoren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	verkozen	seç	verkiezen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	gekozen	seç	kiezen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	geselecteerde	seç	selecteren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	geselecteerd	seç	selecteren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	uitgekozen	seç	uitkiezen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçildi	gekozen	seç	kiezen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
yapılmış	gemaakt	yap	maken	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
oyunları	games	oyun	game	N;ACC;PL;3	N;PL
oyunları	spelletjes	oyun	spel	N;ACC;PL;3	N;PL
oyunları	spellen	oyun	spellen	N;ACC;PL;3	N;PL
yapmak	maken	yap	maken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yapıldı	gemaakt	yap	maken	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
yapıldı	gedaan	yap	doen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bilinir	gekend	bil	kennen	V;IPFV;IND;SG;3;POS;PASS	V;V.PTCP
bilinir	gekende	bil	kenen	V;IPFV;IND;SG;3;POS;PASS	V;V.PTCP
park	park	park	park	N;NOM;SG;3	N;NEUT;SG
park	parkeerplaats	park	parkeerplaats	N;NOM;SG;3	N;MASC+FEM;SG
park	parking	park	parking	N;NOM;SG;3	N;MASC+FEM;SG
park	parkeergelegenheid	park	parkeergelegenheid	N;NOM;SG;3	N;NEUT;SG
siyasetçi	politica	siyasetçi	politica	N;NOM;SG;3	N;MASC+FEM;SG
siyasetçi	politicus	siyasetçi	politicus	N;NOM;SG;3	N;MASC+FEM;SG
edebiyat	literatuur	edebiyat	literatuur	N;NOM;SG;3	N;MASC+FEM;SG
müzesi	museum	müze	museum	N;ACC;SG;3	N;NEUT;SG
annesi	moeder	anne	moeder	N;NOM;SG;3	N;MASC+FEM;SG
annesi	moedertje	anne	moeder	N;NOM;SG;3	N;NEUT;SG
verildi	gegeven	ver	geven	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
çalıştı	werkte	çalış	werken	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
çalıştı	gewerkt	çalış	werken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yönetimi	beheer	yönetim	beheer	N;NOM;SG;3	N;NEUT;SG
yönetimi	management	yönetim	management	N;NOM;SG;3	N;NEUT;SG
yönetimi	administratie	yönetim	administratie	N;NOM;SG;3	N;MASC+FEM;SG
yönetimi	toediening	yönetim	toediening	N;NOM;SG;3	N;MASC+FEM;SG
bulundu	gevonden	bulun	vinden	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
bazen	soms	bazen	soms	ADV	ADV
doğum	geboorte	doğum	geboorte	N;NOM;SG;3	N;MASC+FEM;SG
doğum	verjaardag	doğum	verjaardag	N;NOM;SG;3	N;MASC+FEM;SG
doğum	moederschap	doğum	moederschap	N;NOM;SG;3	N;NEUT;SG
doğum	verloskunde	doğum	verloskunde	N;NOM;SG;3	N;MASC+FEM;SG
güvenlik	veiligheid	güvenlik	veiligheid	N;NOM;SG;3	N;MASC+FEM;SG
güvenlik	beveiliging	güvenlik	beveiliging	N;NOM;SG;3	N;MASC+FEM;SG
güvenlik	veiligheid	güvenlik	veiligheid	N;NOM;SG;3	N;MASC+FEM;SG
başkenti	kapitaal	başkent	kapitaal	N;NOM;SG;3	N;NEUT;SG
başkenti	hoofdstad	başkent	hoofdstad	N;NOM;SG;3	N;MASC+FEM;SG
başkenti	hoofdletter	başkent	hoofdletter	N;NOM;SG;3	N;MASC+FEM;SG
hala	nog	hala	nog	ADV	ADV
camii	moskee	camii	moskee	N;NOM;SG;3	N;MASC+FEM;SG
derneği	vereniging	dernek	vereniging	N;NOM;SG;3	N;MASC+FEM;SG
derneği	associatie	dernek	associatie	N;NOM;SG;3	N;MASC+FEM;SG
kuruldu	gegrond	kur	gronden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	opgericht	kur	oprichten	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	gesticht	kur	stichten	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	opgericht	kur	oprichten	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	gevestigde	kur	vestigen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	gevestigd	kur	vestigen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	geïnstalleerde	kur	installeren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	geinstalleerd	kur	installeren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kuruldu	geïnstalleerd	kur	installeren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
taşıyan	dragend	taşı	dragen	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
enstitüsü	instituut	enstitü	instituut	N;NOM;SG;3	N;NEUT;SG
öğretim	instructie	öğretim	instructie	N;NOM;SG;3	N;MASC+FEM;SG
öğretim	faculteit	öğretim	faculteit	N;NOM;SG;3	N;MASC+FEM;SG
öğretim	lesgeven	öğretim	lesgeven	N;NOM;SG;3	N;NEUT;SG
dikkat	aandacht	dikkat	aandacht	N;NOM;SG;3	N;MASC+FEM;SG
dikkat	attentie	dikkat	attentie	N;NOM;SG;3	N;MASC+FEM;SG
kanalı	kanaal	kanalı	kanaal	N;ACC;SG;3	N;NEUT;SG
kanalı	kanaal	kanalı	kanaal	N;ACC;SG;3	N;NEUT;SG
kurulmuş	gegrond	kur	gronden	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuş	opgericht	kur	oprichten	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuş	gesticht	kur	stichten	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuş	opgericht	kur	oprichten	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuş	gevestigde	kur	vestigen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kurulmuş	gevestigd	kur	vestigen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
bilimsel	wetenschappelijk	bilimsel	wetenschappelijk	ADJ	ADJ
aşk	liefde	aşk	liefde	N;NOM;SG;3	N;MASC+FEM;SG
etkisi	impact	etki	impact	N;NOM;SG;3	N;MASC+FEM;SG
etkisi	inslag	etki	inslag	N;NOM;SG;3	N;MASC+FEM;SG
etkisi	effect	etki	effect	N;NOM;SG;3	N;NEUT;SG
etkisi	botsing	etki	botsing	N;NOM;SG;3	N;MASC+FEM;SG
etkisi	invloed	etki	invloed	N;NOM;SG;3	N;MASC+FEM;SG
etkisi	beïnvloeding	etki	beïnvloeding	N;NOM;SG;3	N;MASC+FEM;SG
etkisi	effect	etki	effect	N;NOM;SG;3	N;NEUT;SG
müdürlüğü	directoraat	müdürlük	directoraat	N;NOM;SG;3	N;NEUT;SG
yeşil	groen	yeşil	groen	ADJ	ADJ
yeşil	groene	yeşil	groen	ADJ	ADJ
ailesi	familie	aile	familie	N;NOM;SG;3	N;MASC+FEM;SG
ailesi	gezin	aile	gezin	N;NOM;SG;3	N;NEUT;SG
insanlar	mensjes	insan	mensje	N;NOM;PL;3	N;PL
insanlar	mensen	insan	mens	N;NOM;PL;3	N;PL
insanlar	mensen	insan	mens	N;NOM;PL;3	N;PL
insanlar	personen	insan	persoon	N;NOM;PL;3	N;PL
parçası	deel	parça	deel	N;NOM;SG;3	N;NEUT;SG
parçası	gedeelte	parça	gedeelte	N;NOM;SG;3	N;NEUT;SG
eğitimi	training	eğitim	training	N;ACC;SG;3	N;MASC+FEM;SG
eğitimi	opleiding	eğitim	opleiding	N;ACC;SG;3	N;MASC+FEM;SG
eğitimi	zelfstudie	eğitim	zelfstudie	N;ACC;SG;3	N;MASC+FEM;SG
eğitimi	tutorial	eğitim	tutorial	N;ACC;SG;3	N;MASC+FEM;SG
eğitimi	leerprogramma	eğitim	leerprogramma	N;ACC;SG;3	N;NEUT;SG
bilgisayar	computer	bilgisayar	computer	N;NOM;SG;3	N;MASC+FEM;SG
sınırları	grenzen	sınır	grens	N;NOM;PL;3	N;PL
sınırları	grenzen	sınır	grens	N;NOM;PL;3	N;PL
sınırları	limieten	sınır	limiet	N;NOM;PL;3	N;PL
sınırları	grenzen	sınır	grens	N;NOM;PL;3	N;PL
parlaklık	lichtkracht	parlaklık	lichtkracht	N;NOM;SG;3	N;MASC+FEM;SG
parlaklık	helderheid	parlaklık	helderheid	N;NOM;SG;3	N;MASC+FEM;SG
demokratik	democratische	demokratik	democratisch	ADJ	ADJ
demokratik	democratisch	demokratik	democratisch	ADJ	ADJ
sistem	systeem	sistem	systeem	N;NOM;SG;3	N;NEUT;SG
sistem	stelsel	sistem	stelsel	N;NOM;SG;3	N;NEUT;SG
şimdi	nu	şimdi	nu	ADV	ADV
amacı	doel	amaç	doel	N;NOM;SG;3	N;NEUT;SG
özellikleri	karakteristieken	özellik	karakteristiek	N;NOM;PL;3	N;PL
özellikleri	kenmerken	özellik	kenmerk	N;NOM;PL;3	N;PL
özellikleri	eigenschappen	özellik	eigenschap	N;NOM;PL;3	N;PL
özellikleri	attributen	özellik	attribuut	N;NOM;PL;3	N;PL
özellikleri	kenmerken	özellik	kenmerk	N;NOM;PL;3	N;PL
özellikleri	eigenschappen	özellik	eigenschap	N;NOM;PL;3	N;PL
özellikleri	functies	özellik	functie	N;NOM;PL;3	N;PL
özellikleri	kenmerken	özellik	kenmerk	N;NOM;PL;3	N;PL
özellikleri	eigendommen	özellik	eigendom	N;NOM;PL;3	N;PL
özellikleri	eigenschappen	özellik	eigenschap	N;NOM;PL;3	N;PL
sovyetler	sovjets	sovyet	sovjets	N;NOM;PL;3	N;PL
kişilik	afdruk	kişilik	afdruk	N;NOM;SG;3	N;MASC+FEM;SG
kişilik	persoonlijkheid	kişilik	persoonlijkheid	N;NOM;SG;3	N;MASC+FEM;SG
boş	leeg	boş	leeg	ADJ	ADJ
boş	lege	boş	leeg	ADJ	ADJ
boş	leeg	boş	leeg	ADJ	ADJ
kullanarak	gebruiken	kullan	gebruiken	V;PFV;IND;POS;PRS;V.CVB	V;NFIN
adası	eiland	ada	eiland	N;NOM;SG;3	N;NEUT;SG
adası	isle	ada	isle	N;NOM;SG;3	N;MASC+FEM;SG
kopyaları	kopieën	kopya	kopieën	N;ACC;PL;3	N;PL
kopyaları	afschriften	kopya	afschrift	N;ACC;PL;3	N;PL
kopyaları	exemplaren	kopya	exemplaar	N;ACC;PL;3	N;PL
kim	wie	kim	wie	PRO;NOM;SG;3	PRO;3
alınan	ontvangen	al	ontvangen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
alınan	genomen	al	nemen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
alınan	meegenomen	al	meenemen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
federasyonu	federatie	federasyon	federatie	N;NOM;SG;3	N;MASC+FEM;SG
uyum	naleving	uyum	naleving	N;NOM;SG;3	N;MASC+FEM;SG
uyum	compliance	uyum	compliance	N;NOM;SG;3	N;MASC+FEM;SG
uyum	harmonie	uyum	harmonie	N;NOM;SG;3	N;MASC+FEM;SG
uyum	harmony	uyum	harmony	N;NOM;SG;3	N;MASC+FEM;SG
öncesi	pre	önce	pre	N;NOM;SG;3	N;MASC+FEM;SG
programı	programma	program	programma	N;ACC;SG;3	N;NEUT;SG
programı	programma	program	programma	N;ACC;SG;3	N;NEUT;SG
programı	planning	program	planning	N;ACC;SG;3	N;MASC+FEM;SG
programı	tijdschema	program	tijdschema	N;ACC;SG;3	N;NEUT;SG
programı	schema	program	schema	N;ACC;SG;3	N;NEUT;SG
resimleri	plaatjes	resim	plaat	N;NOM;PL;3	N;PL
yapısı	structuur	yapı	structuur	N;NOM;SG;3	N;MASC+FEM;SG
iletişim	communicatie	iletiş	communicatie	N;NOM;SG;3	N;MASC+FEM;SG
iletişim	mededeling	iletiş	mededeling	N;NOM;SG;3	N;MASC+FEM;SG
iletişim	contact	iletiş	contact	N;NOM;SG;3	N;NEUT;SG
iletişim	contactpersoon	iletiş	contactpersoon	N;NOM;SG;3	N;MASC+FEM;SG
iletişim	communicatie	iletiş	communicatie	N;NOM;SG;3	N;MASC+FEM;SG
attı	gooide	at	gooien	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
öğrenci	kadet	öğrenci	kadet	N;NOM;SG;3	N;MASC+FEM;SG
öğrenci	cadet	öğrenci	cadet	N;NOM;SG;3	N;MASC+FEM;SG
öğrenci	leerling	öğrenci	leerling	N;NOM;SG;3	N;MASC+FEM;SG
öğrenci	student	öğrenci	student	N;NOM;SG;3	N;MASC+FEM;SG
