この	इस	この	यह	DET	DET;ACC;SG;3
物語	कहानी	物語	कहानी	N	N;NOM;FEM;SG;3
物語	स्टोरी	物語	स्टोरी	N	N;NOM;FEM;SG;3
物語	कहानी	物語	कहानी	N	N;NOM;FEM;SG;3
物語	कथा	物語	कथा	N	N;NOM;FEM;SG;3
企画	नियोजन	企画	नियोजन	N	N;NOM;MASC;SG;3
企業	उद्यम	企業	उद्यम	N	N;NOM;MASC;SG;3
企業	एंटरप्राइज	企業	एंटरप्राइज	N	N;NOM;MASC;SG;3
企業	एंटरप्राइज़	企業	एंटरप्राइज़	N	N;NOM;MASC;SG;3
航空	विमानों	航空	विमान	N	N;ACC;MASC;PL;3
航空	विमान	航空	विमान	N	N;NOM;MASC;SG;3
航空	विमानन	航空	विमानन	N	N;NOM;MASC;SG;3
航空	वायु	航空	वायु	N	N;NOM;FEM;SG;3
航空	एयर	航空	एयर	N	N;NOM;FEM;SG;3
スーパー	सुपर	スーパー	सुपर	N	N;NOM
帝国	साम्राज्य	帝国	साम्राज्य	N	N;NOM;MASC;SG;3
トン	टन	トン	टन	N	N;NOM;MASC;SG;3
トン	टन	トン	टन	N	N;NOM;MASC;SG;3
トン	टन	トン	टन	N	N;NOM;MASC;SG;3
勝利	जीता	勝利	जीत	V	V;PFV;MASC;SG;V.PTCP;ACT
勝利	जीतना	勝利	जीत	V	V;MASC;NFIN;ACT
デザイン	डिजाइन	デザイン	डिजाइन	N	N;NOM;MASC;SG;3
デザイン	डिजाइन	デザイン	डिजाइन	N	N;NOM;MASC;SG;3
デザイン	डिज़ाइन	デザイン	डिज़ाइन	N	N;NOM;MASC;SG;3
デザイン	डिजाइनिंग	デザイン	डिजाइनिंग	N	N;NOM;FEM;SG;3
本社	मुख्यालय	本社	मुख्यालय	N	N;NOM;MASC;SG;3
人間	मनुष्य	人間	मनुष्य	N	N;NOM;MASC;SG;3
人間	मानव	人間	मानव	N	N;NOM;MASC;SG;3
人間	इंसान	人間	इंसान	N	N;NOM;MASC;SG;3
交通	ट्रैफिक	交通	ट्रैफिक	N	N;NOM;MASC;SG;3
交通	traffic	交通	traffic	N	N;NOM;MASC;SG;3
交通	यातायात	交通	यातायात	N	N;NOM;MASC;SG;3
交通	परिवहन	交通	परिवहन	N	N;NOM;MASC;SG;3
交通	परिवहन	交通	परिवहन	N	N;NOM;MASC;SG;3
交通	ट्रांसपोर्ट	交通	ट्रांसपोर्ट	N	N;NOM;MASC;SG;3
交通	यातायात	交通	यातायात	N	N;NOM;MASC;SG;3
交通	हस्तांतरण	交通	हस्तांतरण	N	N;NOM;MASC;SG;3
組織	संगठन	組織	संगठन	N	N;NOM;MASC;SG;3
組織	संगठन	組織	संगठन	N	N;NOM;MASC;SG;3
構造	संरचना	構造	संरचना	N	N;NOM;FEM;SG;3
構造	अवसंरचना	構造	अवसंरचना	N	N;NOM;FEM;SG;3
構造	स्ट्रक्चर	構造	स्ट्रक्चर	N	N;NOM;MASC;SG;3
構造	ढांचा	構造	ढांचा	N	N;NOM;MASC;SG;3
ここ	यहां	ここ	यहाँ	PRO	PRO;NOM
ここ	यहाँ	ここ	यहाँ	PRO	PRO;NOM
サービス	सेवाएँ	サービス	सेवा	N	N;NOM;FEM;PL;3
サービス	सेवाएं	サービス	सेवा	N	N;NOM;FEM;PL;3
サービス	सेवा	サービス	सेवा	N	N;NOM;FEM;SG;3
統合	मिलाएं	統合	मिला	V	V;SBJV;PL;3;FIN;ACT
統合	मिलाएँ	統合	मिला	V	V;SBJV;PL;FIN;ACT
テーマ	प्रसंग	テーマ	प्रसंग	N	N;NOM;MASC;SG;3
テーマ	विषयवस्तु	テーマ	विषयवस्तु	N	N;NOM;FEM;SG;3
テーマ	प्रसंग	テーマ	प्रसंग	N	N;NOM;MASC;SG;3
面積	क्षेत्र	面積	क्षेत्र	N	N;NOM;MASC;SG;3
面積	क्षेत्रफल	面積	क्षेत्रफल	N	N;NOM;MASC;SG;3
エンジン	इंजन	エンジン	इंजन	N	N;NOM;MASC;SG;3
エンジン	इंजन	エンジン	इंजन	N	N;NOM;MASC;SG;3
主演	अभिनीत	主演	अभिनीत	N	N;NOM;MASC;SG;3
ビル	बिल	ビル	बिल	N	N;NOM;MASC;SG;3
ビル	विधेयक	ビル	विधेयक	N	N;NOM;MASC;SG;3
日本語	जापानी	日本語	जापानी	N	N;NOM;MASC;SG;3
ライブ	लाइव	ライブ	लाइव	N	N;NOM;MASC;SG;3
専門	विशेषज्ञता	専門	विशेषज्ञता	N	N;NOM;FEM;SG;3
機能	फंक्शन	機能	फंक्शन	N	N;NOM;MASC;SG;3
機能	फ़ंक्शन	機能	फ़ंक्शन	N	N;NOM;MASC;SG;3
機能	प्रकार्य	機能	प्रकार्य	N	N;NOM;MASC;SG;3
機能	फलन	機能	फलन	N	N;NOM;MASC;SG;3
機能	विशेषताएं	機能	विशेषता	N	N;NOM;FEM;PL;3
機能	विशेषताएँ	機能	विशेषता	N	N;NOM;FEM;PL;3
機能	सुविधाएँ	機能	सुविधा	N	N;NOM;FEM;PL;3
機能	सुविधा	機能	सुविधा	N	N;NOM;FEM;SG;3
機能	विशेषता	機能	विशेषता	N	N;NOM;FEM;SG;3
機能	कार्यक्षमता	機能	कार्यक्षमता	N	N;NOM;FEM;SG;3
身長	ऊंचाई	身長	ऊंचाई	N	N;NOM;FEM;SG;3
身長	ऊँचाई	身長	ऊँचाई	N	N;NOM;FEM;SG;3
所在	अवस्थिति	所在	अवस्थिति	N	N;NOM;FEM;SG;3
所在	स्थान	所在	स्थान	N	N;NOM;MASC;SG;3
所在	स्थितियाँ	所在	स्थिति	N	N;NOM;FEM;PL;3
所在	लोकेशन	所在	लोकेशन	N	N;NOM;MASC;SG;3
所在	अवस्थिति	所在	अवस्थिति	N	N;NOM;FEM;SG;3
所在	स्थान	所在	स्थान	N	N;NOM;MASC;SG;3
写真	फोटो	写真	फोटो	N	N;NOM;FEM;SG;3
写真	फ़ोटो	写真	फाोट	N	N;NOM;MASC;SG;3
写真	फोटोग्राफी	写真	फोटोग्राफी	N	N;NOM;FEM;SG;3
写真	फ़ोटोग्राफ़ी	写真	फामटोग्राफ़ी	N	N;NOM;FEM;SG;3
写真	छायाचित्र	写真	छायाचित्र	N	N;NOM;MASC;SG;3
写真	फोटोग्राफ	写真	फोटोग्राफ	N	N;NOM;MASC;SG;3
写真	तस्वीर	写真	तस्वीर	N	N;NOM;FEM;SG;3
写真	पिक्चर	写真	पिक्चर	N	N;NOM;MASC;SG;3
写真	चित्र	写真	चित्र	N	N;NOM;MASC;SG;3
高い	ऊँची	高い	ऊँचा	ADJ	ADJ;NOM;FEM;SG
高い	लंबा	高い	लंबा	ADJ	ADJ;MASC;SG
高い	लंबी	高い	लंबा	ADJ	ADJ;NOM;FEM;SG
高い	लम्बा	高い	लम्बा	ADJ	ADJ;NOM;MASC;SG
高い	महंगा	高い	महंगा	ADJ	ADJ;NOM;MASC;SG
高い	महंगी	高い	महंगा	ADJ	ADJ;FEM;SG
宇宙	ब्रह्माण्ड	宇宙	ब्रह्माण्ड	N	N;NOM;MASC;SG;3
宇宙	ब्रह्मांड	宇宙	ब्रह्मांड	N	N;NOM;MASC;SG;3
バー	बार	バー	बार	N	N;NOM;FEM;SG;3
バー	पट्टी	バー	पट्टी	N	N;NOM;FEM;SG;3
バー	बार	バー	बार	N	N;NOM;FEM;SG;3
公園	उद्यान	公園	उद्यान	N	N;NOM;MASC;SG;3
公園	पार्क	公園	पार्क	N	N;NOM;MASC;SG;3
公園	पार्क	公園	पार्क	N	N;NOM;MASC;SG;3
スポーツ	खेल	スポーツ	खेल	N	N;NOM;MASC;SG;3
スポーツ	क्रीड़ा	スポーツ	क्रीड़ा	N	N;NOM;MASC;SG;3
スポーツ	खेलकूद	スポーツ	खेलकूद	N	N;NOM;MASC;SG;3
スポーツ	स्पोर्ट्स	スポーツ	स्पोर्ट	N	N;NOM;MASC;PL;3
スポーツ	खेल	スポーツ	खेल	N	N;NOM;MASC;SG;3
脚本	स्क्रीनप्ले	脚本	स्क्रीनप्ला	N	N;NOM;MASC;SG;3
脚本	पटकथा	脚本	पटकथा	N	N;NOM;FEM;SG;3
脚本	लिपि	脚本	लिपि	N	N;NOM;FEM;SG;3
脚本	स्क्रिप्ट	脚本	स्क्रिप्ट	N	N;NOM;FEM;SG;3
目的	उद्देश्य	目的	उद्देश्य	N	N;NOM;MASC;SG;3
目的	उद्देश्य	目的	उद्देश्य	N	N;NOM;MASC;SG;3
目的	purpose	目的	purpose	N	N;NOM;MASC;SG;3
目的	उद्देश्य	目的	उद्देश्य	N	N;NOM;MASC;SG;3
カード	कार्ड	カード	कार्ड	N	N;NOM;MASC;SG;3
カード	ताश	カード	ताश	N	N;NOM;MASC;SG;3
カード	कार्ड	カード	कार्ड	N	N;NOM;MASC;SG;3
基本	मूल	基本	मूल	N	N;NOM;MASC;SG;3
基本	मूलभूत	基本	मूलभूत	N	N;NOM;MASC;SG;3
女優	अभिनेत्रियों	女優	अभिनेत्री	N	N;ACC;FEM;PL;3
女優	अदाकारा	女優	अदाकारा	N	N;NOM;FEM;SG;3
女優	अभिनेत्री	女優	अभिनेत्री	N	N;NOM;FEM;SG;3
不明	अज्ञात	不明	अज्ञात	ADJ	ADJ
タイトル	शीर्षक	タイトル	शीर्षक	N	N;NOM;MASC;SG;3
タイトル	शीर्षक	タイトル	शीर्षक	N	N;NOM;MASC;SG;3
政治	राजनीति	政治	राजनीति	N	N;NOM;FEM;SG;3
政治	पॉलिटिक्स	政治	पॉलिटिक्स	N	N;NOM;MASC;SG;3
電気	बिजली	電気	बिजली	N	N;NOM;FEM;SG;3
電気	विद्युत	電気	विद्युत	N	N;NOM;FEM;SG;3
電気	विद्युत	電気	विद्युत	N	N;NOM;FEM;SG;3
電気	इलेक्ट्रिक	電気	इलेक्ट्रिक	N	N;NOM
警察	पुलिस	警察	पुलिस	N	N;NOM;FEM;SG;3
作成	बनाएं	作成	बना	V	V;SBJV;PL;3;FIN;ACT
作成	बनाएँ	作成	बना	V	V;SBJV;PL;FIN;ACT
作成	बनाया	作成	बना	V	V;PFV;MASC;SG;V.PTCP;ACT
作成	बनाए	作成	बना	V	V;PFV;MASC;PL;V.PTCP;ACT
ガン	बंदूक	ガン	बंदूक	N	N;NOM;FEM;SG;3
予定	अनुसूचित	予定	अनुसूचित	N	N;NOM;MASC;SG;3
スター	तारे	スター	तारा	N	N;NOM;MASC;SG;3
スター	तारों	スター	तारा	N	N;ACC;MASC;PL;3
スター	स्टार	スター	स्टार	N	N;NOM;MASC;SG;3
自由	मुक्त	自由	मुक्त	ADJ	ADJ
陸軍	आर्मी	陸軍	आर्मी	N	N;NOM;FEM;SG;3
陸軍	फ़ौज	陸軍	फ़ौज	N	N;NOM;FEM;SG;3
陸軍	सेना	陸軍	सेना	N	N;NOM;FEM;SG;3
陸軍	फौज	陸軍	फौज	N	N;NOM;FEM;SG;3
表示	देखें	表示	देख	V	V;SBJV;PL;FIN;ACT
社長	प्रदेशाध्यक्ष	社長	प्रदेशाध्यक्ष	N	N;NOM;MASC;SG;3
社長	अध्यक्ष	社長	अध्यक्ष	N	N;NOM;MASC;SG;3
社長	राष्ट्रपतियों	社長	राष्ट्रपति	N	N;ACC;MASC;PL;3
団体	संगठन	団体	संगठन	N	N;NOM;MASC;SG;3
団体	संगठन	団体	संगठन	N	N;NOM;MASC;SG;3
通り	सड़क	通り	सड़क	N	N;NOM;FEM;SG;3
通り	गली	通り	गली	N	N;NOM;FEM;SG;3
通信	पत्राचार	通信	पत्राचार	N	N;NOM;MASC;SG;3
通信	संचार	通信	संचार	N	N;NOM;MASC;SG;3
通信	आयतों	通信	आयत	N	N;ACC;MASC;PL;3
通信	संचार	通信	संचार	N	N;NOM;MASC;SG;3
俳優	अभिनेता	俳優	अभिनेता	N	N;NOM;MASC;SG;3
俳優	अभिनेताओं	俳優	अभिनेता	N	N;ACC;MASC;PL;3
俳優	अदाकारा	俳優	अदाकारा	N	N;NOM;FEM;SG;3
俳優	अभिनेत्री	俳優	अभिनेत्री	N	N;NOM;FEM;SG;3
俳優	अभिनेता	俳優	अभिनेता	N	N;NOM;MASC;SG;3
俳優	एक्टर	俳優	एक्टर	N	N;NOM;MASC;SG;3
俳優	कर्ता	俳優	कर्ता	N	N;NOM;MASC;SG;3
少年	लड़का	少年	लड़का	N	N;NOM;MASC;SG;3
少年	लड़के	少年	लड़का	N	N;NOM;MASC;PL;3
病院	चिकित्सालय	病院	चिकित्सालय	N	N;NOM;MASC;SG;3
病院	अस्पताल	病院	अस्पताल	N	N;NOM;MASC;SG;3
病院	हॉस्पिटल	病院	हॉस्पिटल	N	N;NOM;MASC;SG;3
病院	अस्पतालों	病院	अस्पताल	N	N;ACC;MASC;PL;3
病院	अस्पताल	病院	अस्पताल	N	N;NOM;MASC;SG;3
個人	पर्सनल	個人	पर्सनल	N	N;NOM;MASC;SG;3
個人	व्यक्ति	個人	व्यक्ति	N	N;NOM;MASC;SG;3
区間	अंतराल	区間	अंतराल	N	N;NOM;MASC;SG;3
銀行	बैंकिंग	銀行	बैंकिंग	N	N;NOM;FEM;SG;3
銀行	बैंकर	銀行	बैं	N	N;NOM;MASC;SG;3
銀行	बैंक	銀行	बैंक	N	N;NOM;MASC;SG;3
銀行	बैंको	銀行	बैंको	N	N;NOM;MASC;SG;3
研究所	इंस्टीट्यूट	研究所	इंस्टीट्यूट	N	N;NOM;MASC;SG;3
研究所	संस्थान	研究所	संस्थान	N	N;NOM;MASC;PL;3
主に	मुख्यतः	主に	मुख्यतः	ADV	ADV
ニュース	खबर	ニュース	खबर	N	N;NOM;FEM;SG;3
ニュース	समाचार	ニュース	समाचार	N	N;NOM;MASC;SG;3
ニュース	न्यूज	ニュース	न्यूज	N	N;NOM;FEM;SG;3
文学	साहित्य	文学	साहित्य	N	N;NOM;MASC;SG;3
能力	क्षमता	能力	क्षमता	N	N;NOM;FEM;SG;3
学者	विद्वान	学者	विद्वान	N	N;NOM;MASC;SG;3
学者	विद्वानों	学者	विद्वान	N	N;ACC;MASC;PL;3
空港	एयरपोर्ट	空港	एयरपोर्ट	N	N;NOM;MASC;SG;3
空港	विमानक्षेत्र	空港	विमानक्षेत्र	N	N;NOM;MASC;SG;3
空港	एयरपोर्ट्स	空港	एयरपोर्ट	N	N;NOM;MASC;PL;3
空港	एयरपोर्ट	空港	एयरपोर्ट	N	N;NOM;MASC;SG;3
高速	तेज	高速	तेज	ADJ	ADJ
言語	भाषाएँ	言語	भाषा	N	N;NOM;FEM;PL;3
言語	भाषा	言語	भाषा	N	N;NOM;FEM;SG;3
言語	भाषाएं	言語	भाषा	N	N;NOM;FEM;PL;3
言語	भाषा	言語	भाषा	N	N;NOM;FEM;SG;3
リリース	रिलीज़	リリース	रिलीज़	N	N;NOM;MASC;SG;3
リリース	रिलीज	リリース	रिलीज	N	N;NOM;MASC;SG;3
リリース	रिलीज़	リリース	रिलीज़	N	N;NOM;MASC;SG;3
リリース	रिलीज	リリース	रिलीज	N	N;NOM;MASC;SG;3
現代	समकालीन	現代	समकालीन	N	N;NOM;MASC;SG;3
会議	सम्मेलन	会議	सम्मेलन	N	N;NOM;MASC;SG;3
会議	मुलाकातें	会議	मुलाकात	N	N;NOM;FEM;PL;3
会議	बैठकों	会議	बैठक	N	N;ACC;FEM;PL;3
会議	बैठक	会議	बैठक	N	N;NOM;FEM;SG;3
会議	मीटिंग	会議	मीटिंग	N	N;NOM;FEM;SG;3
会議	बैठक	会議	बैठक	N	N;NOM;FEM;SG;3
バンド	बैंड	バンド	बैंड	N	N;NOM;MASC;SG;3
追加	जोड़ें	追加	जोड़	V	V;SBJV;PL;FIN;ACT
移動	चलती	移動	चल	V	V;IPFV;FEM;SG;V.PTCP;ACT
国民	देश	国民	देश	N	N;NOM;MASC;SG;3
国民	राष्ट्र	国民	राष्ट्र	N	N;NOM;MASC;SG;3
ファン	प्रशंसकों	ファン	प्रशंसक	N	N;ACC;MASC;PL;3
ファン	प्रशंसक	ファン	प्रशंसक	N	N;NOM;MASC;PL;3
ファン	पंखा	ファン	पंखा	N	N;NOM;MASC;SG;3
ファン	प्रशंसक	ファン	प्रशंसक	N	N;NOM;MASC;PL;3
すべて	सब	すべて	सब	N	N;NOM;MASC;SG;3
環境	वातावरण	環境	वातावरण	N	N;NOM;MASC;SG;3
環境	परिवेश	環境	परिवेश	N	N;NOM;MASC;SG;3
環境	एनवायरनमेंट	環境	एनवायरनमेंट	N	N;NOM;MASC;SG;3
環境	पर्यावरण	環境	पर्यावरण	N	N;NOM;MASC;SG;3
大きな	बड़े	大きな	बडा	ADJ	ADJ;NOM;MASC;PL
大きな	बड़ा	大きな	बड़ा	ADJ	ADJ;NOM;MASC;SG
大きな	बड़ी	大きな	बडा	ADJ	ADJ;NOM;FEM;SG
競技	प्रतिस्पर्धा	競技	प्रतिस्पर्धा	N	N;NOM;FEM;SG;3
競技	प्रतियोगिता	競技	प्रतियोगिता	N	N;NOM;FEM;SG;3
会長	चेयरमैन	会長	चेयरमैन	N	N;NOM;MASC;SG;3
会長	अध्यक्ष	会長	अध्यक्ष	N	N;NOM;MASC;SG;3
形式	प्रपत्र	形式	प्रपत्र	N	N;NOM;MASC;SG;3
形式	फॉर्म	形式	फॉर्म	N	N;NOM;MASC;SG;3
形式	फार्म	形式	फार्म	N	N;NOM;MASC;SG;3
形式	रूप	形式	रूप	N	N;NOM;MASC;SG;3
工場	कारखानों	工場	कारखाना	N	N;ACC;MASC;PL;3
工場	फ़ैक्टरी	工場	फ़ैक्टरी	N	N;NOM;FEM;SG;3
工場	कारखाना	工場	कारखाना	N	N;NOM;MASC;SG;3
工場	फैक्ट्री	工場	फैक्ट्री	N	N;NOM;FEM;SG;3
工場	फैक्टरी	工場	फैक्टरी	N	N;NOM;FEM;SG;3
相手	प्रतिद्वंद्वी	相手	प्रतिद्वंद्वी	N	N;NOM;MASC;SG;3
労働	मज़दूर	労働	मजदूर	N	N;NOM;MASC;SG;3
労働	श्रम	労働	श्रम	N	N;NOM;MASC;SG;3
労働	श्रमिक	労働	श्रमिक	N	N;NOM;MASC;PL;3
労働	श्रमिक	労働	श्रमिक	N	N;NOM;MASC;PL;3
労働	श्रम	労働	श्रम	N	N;NOM;MASC;SG;3
労働	मजदूर	労働	मजदूर	N	N;NOM;MASC;PL;3
事務所	आफिस	事務所	आफिस	N	N;NOM;MASC;SG;3
事務所	ऑफिस	事務所	ऑफिस	N	N;NOM;MASC;SG;3
事務所	कार्यालय	事務所	कार्यालय	N	N;NOM;MASC;SG;3
事務所	ऑफ़िस	事務所	ऑफ़िस	N	N;NOM;FEM;SG;3
事務所	दफ्तर	事務所	दफ्तर	N	N;NOM;MASC;SG;3
データ	डाटा	データ	डाटा	N	N;NOM;MASC;SG;3
