con	med	con	med	ADP	ADP
banda	gänget	banda	gänge	N;FEM;SG	N;NOM;DEF;NEUT;SG
banda	gang	banda	gang	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cuatro	fyra	cuatro	fyra	NUM;PL	NUM;NOM
zona	zone	zona	zone	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zona	zonen	zona	zon	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zona	zon	zona	zon	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zona	area	zona	are	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zona	område	zona	område	N;FEM;SG	N;NOM;INDF;NEUT;SG
zona	området	zona	område	N;FEM;SG	N;NOM;DEF;NEUT;SG
zona	yta	zona	yta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
televisión	tv	televisión	tv	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
televisión	television	televisión	television	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
televisión	televisionen	televisión	television	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
principal	huvudsaklig	principal	huvudsaklig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
principal	viktigaste	principal	viktig	ADJ;SG	ADJ;NOM;DEF;RL
tuvo	hadde	tener	ha	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
tuvo	hade	tener	ha	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
tuvo	haft	tener	ha	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
rey	king	rey	king	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rey	kungen	rey	kung	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
rey	kung	rey	kung	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rey	konung	rey	konung	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rey	rey	rey	rey	N;MASC;SG	N;NOM;INDF;NEUT;SG
premio	pris	premio	pris	N;MASC;SG	N;NOM;INDF;NEUT;SG
premio	utmärkelse	premio	utmärkelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
premio	tilldelning	premio	tilldelning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
edición	edit	edición	edit	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
edición	utgåvan	edición	utgåva	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
edición	upplagan	edición	upplaga	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
edición	upplaga	edición	upplaga	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
edición	utgåva	edición	utgåva	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
edición	edition	edición	edition	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
edición	redigering	edición	redigering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tenía	haft	tener	ha	V;IND;SG;3;IPFV;FIN	V;V.CVB;ACT
premios	belöningar	premio	belöning	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
premios	utmärkelser	premio	utmärkelse	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
premios	priser	premio	pris	N;MASC;PL	N;NOM;INDF;NEUT;PL
sitio	webbplatsen	sitio	pebbplats	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
sitio	webbsida	sitio	webbsida	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sitio	hemsidan	sitio	hemsida	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
sitio	hemsida	sitio	hemsida	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sitio	webbplats	sitio	pebbplats	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sitio	belägring	sitio	belägring	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sitio	belägringen	sitio	belägring	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
sitio	webbplatsen	sitio	pebbplats	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
sitio	site	sitio	site	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sitio	webbplats	sitio	pebbplats	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
futbolistas	fotbollsspelare	futbolista	fotbollsspelare	N;PL	N;NOM;INDF;MASC+FEM;PL
bien	gott	bien	god	ADV	ADV
bien	bra	bien	bra	ADV	ADV
bien	väl	bien	väl	ADV	ADV
mar	sea	mar	se	N;SG	N;NOM;INDF;NEUT;SG
mar	sjö	mar	sjö	N;SG	N;NOM;INDF;MASC+FEM;SG
mar	hav	mar	hav	N;SG	N;NOM;INDF;NEUT;SG
mar	havet	mar	hav	N;SG	N;NOM;DEF;NEUT;SG
mar	oceanen	mar	ocean	N;SG	N;NOM;DEF;MASC+FEM;SG
mar	havet	mar	hav	N;SG	N;NOM;DEF;NEUT;SG
mar	hav	mar	hav	N;SG	N;NOM;INDF;NEUT;SG
mar	ocean	mar	ocean	N;SG	N;NOM;INDF;MASC+FEM;SG
poco	litet	poco	litet	ADV	ADV
orden	ordningsföljd	orden	ordningsföljd	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
orden	beställning	orden	beställning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
orden	ordning	orden	ordning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
estadounidense	amerikanskt	estadounidense	amerikansk	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
estadounidense	amerikansk	estadounidense	amerikansk	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
agua	vatten	agua	vatten	N;FEM;SG	N;NOM;INDF;NEUT;SG
tierra	jorden	tierra	jord	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
tierra	earth	tierra	earth	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tierra	jord	tierra	jord	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tierra	land	tierra	land	N;FEM;SG	N;NOM;INDF;NEUT;SG
tierra	jord	tierra	jord	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
título	avd	título	avd	N;MASC;SG	N
título	avdelning	título	avdelning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
título	titel	título	titel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
título	rubrik	título	rubrik	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ellos	dem	él	de	PRO;MASC;PL;3	PRO;ACC;DEF;PL
ellos	dom	él	de	PRO;MASC;PL;3	PRO;NOM;DEF;PL
ellos	de	él	de	PRO;MASC;PL;3	PRO;NOM;DEF;PL
ellos	dom	él	de	PRO;MASC;PL;3	PRO;NOM;DEF;PL
earth	jorden	earth	jord	N	N;NOM;DEF;MASC+FEM;SG
earth	earth	earth	earth	N	N;NOM;INDF;MASC+FEM;SG
earth	jord	earth	jord	N	N;NOM;INDF;MASC+FEM;SG
división	division	división	division	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
división	delning	división	delning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
canción	låten	canción	låt	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
canción	sång	canción	sång	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fecha	date	fecha	date	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fecha	dejt	fecha	de	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fecha	datum	fecha	datum	N;FEM;SG	N;NOM;INDF;NEUT;SG
fecha	träff	fecha	träff	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
república	republik	república	republik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
república	republiken	república	republik	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
trabajo	job	trabajo	job	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trabajo	jobb	trabajo	jobb	N;MASC;SG	N;NOM;INDF;NEUT;SG
trabajo	arbete	trabajo	arbete	N;MASC;SG	N;NOM;INDF;NEUT;SG
trabajo	work	trabajo	work	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
especie	art	especie	art	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
luis	louie	luis	louie	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
luis	ludwig	luis	ludwig	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
caso	case	caso	case	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
caso	fodral	caso	fodral	N;MASC;SG	N;NOM;INDF;NEUT;SG
caso	fallet	caso	fall	N;MASC;SG	N;NOM;DEF;NEUT;SG
caso	fall	caso	fall	N;MASC;SG	N;NOM;INDF;NEUT;SG
dentro	inomhus	dentro	inomhus	ADV	ADV
dentro	inne	dentro	inne	ADV	ADV
obras	pjäser	obra	pjäsa	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
color	färg	color	färg	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
color	färg	color	färg	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
distrito	distriktet	distrito	distrikt	N;MASC;SG	N;NOM;DEF;NEUT;SG
distrito	distrikt	distrito	distrikt	N;MASC;SG	N;NOM;INDF;NEUT;SG
superficie	yt	superficie	yt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
superficie	yta	superficie	yta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
superficie	area	superficie	are	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
superficie	område	superficie	område	N;FEM;SG	N;NOM;INDF;NEUT;SG
superficie	området	superficie	område	N;FEM;SG	N;NOM;DEF;NEUT;SG
superficie	yta	superficie	yta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
copa	kopp	copa	kopp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
copa	cup	copa	cup	N;FEM;SG	N;NOM;INDF;NEUT;SG
muchos	många	mucho	mången	PRO;MASC;PL	PRO;INDF;PL
línea	line	línea	line	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
línea	linje	línea	linje	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
línea	rad	línea	rad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
siguiente	nästa	siguiente	nästa	ADJ;SG	ADJ;NOM
área	area	área	are	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
área	område	área	område	N;FEM;SG	N;NOM;INDF;NEUT;SG
área	området	área	område	N;FEM;SG	N;NOM;DEF;NEUT;SG
área	yta	área	yta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grandes	stora	grande	stor	ADJ;PL	ADJ;NOM;PL
grandes	stora	grande	stor	ADJ;PL	ADJ;NOM;PL
censo	folkräkning	censo	folkräkning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
liga	ligan	liga	ligan	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
liga	league	liga	league	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
liga	förbundet	liga	förbund	N;FEM;SG	N;NOM;DEF;NEUT;SG
liga	liga	liga	lig	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
liga	liga	liga	lig	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estas	dessa	este	denna	PRO;FEM;PL	PRO;DEF;PL
muerte	död	muerte	död	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
muerte	döden	muerte	död	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
muerte	death	muerte	death	N;FEM;SG	N;NOM;INDF;NEUT;SG
través	thru	través	thru	N	N;NOM;INDF;NEUT;SG
política	policy	política	policy	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
política	politik	política	politik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
política	policyn	política	policyn	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
política	politik	política	politik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
menos	mindre	menos	lite	ADV	ADV;CMPR
largo	lång	largo	lång	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
buenos	duktiga	buen	duktig	ADJ;MASC;PL	ADJ;NOM;PL
hijo	sonen	hijo	son	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
hijo	son	hijo	son	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
hecho	tillverkad	hecho	tillverkad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
hecho	tillverkat	hecho	tillverkad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
hecho	avklarat	hecho	avklara	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
hecho	färdig	hecho	färdig	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
algunas	vissa	alguno	vissa	PRO;FEM;PL	PRO;INDF;PL
algunas	somliga	alguno	somlig	PRO;FEM;PL	PRO;INDF;PL
carrera	karriären	carrera	karriär	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
carrera	karriär	carrera	karriär	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
carrera	lopp	carrera	lopp	N;FEM;SG	N;NOM;INDF;NEUT;SG
carrera	race	carrera	race	N;FEM;SG	N;NOM;INDF;NEUT;SG
carrera	ras	carrera	ras	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
carrera	tävling	carrera	tävling	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
carrera	carrera	carrera	carrera	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pueblo	town	pueblo	town	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pueblo	stad	pueblo	stad	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pueblo	staden	pueblo	stad	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pueblo	pueblo	pueblo	pueblo	N;MASC;SG	N;NOM;INDF;NEUT;SG
pueblo	people	pueblo	people	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pueblo	byn	pueblo	byn	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pueblo	by	pueblo	by	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pueblo	village	pueblo	village	N;MASC;SG	N;NOM;INDF;NEUT;SG
departamento	department	departamento	department	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
departamento	avdelning	departamento	avdelning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
departamento	avdelningen	departamento	avdelning	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
departamento	departementet	departamento	departement	N;MASC;SG	N;NOM;DEF;NEUT;SG
departamento	lägenhet	departamento	lägenhet	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
localidades	platser	localidad	plats	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
localidades	ställen	localidad	ställe	N;FEM;PL	N;NOM;INDF;NEUT;PL
localidades	platser	localidad	plats	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
localidades	orter	localidad	ort	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
hizo	gjorde	hacer	göra	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
veces	gånger	vez	gång	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veces	tider	vez	tid	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veces	tiderna	vez	tid	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
reino	kungarike	reino	kungarike	N;MASC;SG	N;NOM;INDF;NEUT;SG
reino	rike	reino	rike	N;MASC;SG	N;NOM;INDF;NEUT;SG
reino	kungariket	reino	kungarik	N;MASC;SG	N;NOM;DEF;NEUT;SG
central	mellersta	central	mellersta	ADJ;SG	ADJ;NOM;DEF;RL
ejemplo	prov	ejemplo	prov	N;MASC;SG	N;NOM;INDF;NEUT;SG
ejemplo	stickprov	ejemplo	stickprov	N;MASC;SG	N;NOM;INDF;NEUT;SG
ejemplo	urval	ejemplo	urval	N;MASC;SG	N;NOM;INDF;NEUT;SG
ejemplo	exempel	ejemplo	exempel	N;MASC;SG	N;NOM;INDF;NEUT;SG
género	genre	género	genre	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
género	kön	género	kön	N;MASC;SG	N;NOM;INDF;NEUT;SG
género	släktet	género	släkte	N;MASC;SG	N;NOM;DEF;NEUT;SG
género	släkte	género	släkte	N;MASC;SG	N;NOM;INDF;NEUT;SG
padre	far	padre	far	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
padre	fader	padre	far	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
padre	fadern	padre	far	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
padre	pappa	padre	pappa	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
isbn	isbn	isbn	isbn	N	N
campo	landsbygd	campo	landsbygd	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
campo	landsbygden	campo	landsbygd	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
campo	field	campo	field	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
campo	fält	campo	fält	N;MASC;SG	N;NOM;INDF;NEUT;SG
campo	fältet	campo	fält	N;MASC;SG	N;NOM;DEF;NEUT;SG
campo	lägret	campo	lägr	N;MASC;SG	N;NOM;DEF;NEUT;SG
campo	camp	campo	camp	N;MASC;SG	N;NOM;INDF;NEUT;SG
campo	campo	campo	campo	N;MASC;SG	N;NOM;INDF;NEUT;SG
isla	ön	isla	ön	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
isla	isla	isla	isla	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hacer	gör	hacer	göra	V;NFIN	V;IMP;FIN;ACT
hacer	göra	hacer	göra	V;NFIN	V;IMP;FIN;ACT
misma	samma	mismo	samma	DET;FEM;SG	DET;INDF
conocido	känd	conocido	känd	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
conocido	känt	conocido	känd	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
conocido	bekant	conocido	bekant	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
http	http	http	http	N	N;NOM;INDF;NEUT;SG
países	länderna	país	land	N;MASC;PL	N;NOM;DEF;NEUT;PL
países	länder	país	land	N;MASC;PL	N;NOM;INDF;NEUT;PL
frente	front	frente	front	N	N;NOM;INDF;MASC+FEM;SG
frente	framsidan	frente	framsida	N	N;NOM;DEF;MASC+FEM;SG
frente	framsida	frente	framsida	N	N;NOM;INDF;MASC+FEM;SG
frente	pannan	frente	pannan	N	N;NOM;DEF;MASC+FEM;SG
frente	panna	frente	panna	N	N;NOM;INDF;MASC+FEM;SG
frente	panna	frente	panna	N	N;NOM;INDF;MASC+FEM;SG
director	regissör	director	regissöra	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
director	direktören	director	direktör	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
director	direktör	director	direktör	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
días	dagarna	día	dag	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
días	dagar	día	dag	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
española	spansk	español	spansk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
española	spanskt	español	spanskt	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
versión	version	versión	version	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
versión	versionen	versión	version	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
varias	flera	varios	flera	PRO;FEM;PL	PRO;INDF;PL
actual	aktuell	actual	aktuell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
actual	nuvarande	actual	nuvarande	ADJ;SG	ADJ;NOM;PRS;V.PTCP
actual	aktuellt	actual	aktuell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
momento	timing	momento	timing	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
momento	tidpunkt	momento	tidpunkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
momento	stund	momento	stund	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
momento	moment	momento	moment	N;MASC;SG	N;NOM;INDF;NEUT;SG
momento	ögonblick	momento	ögonblick	N;MASC;SG	N;NOM;INDF;NEUT;SG
momento	ögonblicket	momento	ögonblick	N;MASC;SG	N;NOM;DEF;NEUT;SG
lista	redo	lista	redo	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lista	förteckning	lista	förteckning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lista	list	lista	list	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lista	lista	lista	lista	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
densidad	densitet	densidad	densit	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
densidad	täthet	densidad	täthet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
campeonato	mästerskap	campeonato	mästerskap	N;MASC;SG	N;NOM;INDF;NEUT;SG
campeonato	championships	campeonato	championships	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
campeonato	mästerskap	campeonato	mästerskap	N;MASC;SG	N;NOM;INDF;NEUT;SG
campeonato	championship	campeonato	championship	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
campeonato	mästerskapet	campeonato	mästerskap	N;MASC;SG	N;NOM;DEF;NEUT;SG
tarde	sen	tarde	sen	ADV	ADV
tarde	sent	tarde	sen	ADV	ADV
tienen	har	tener	ha	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
ejército	militären	ejército	militär	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ejército	militär	ejército	militär	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ejército	arméns	ejército	arm	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
ejército	arme	ejército	arm	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ejército	armén	ejército	arm	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ejército	army	ejército	army	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ejército	armé	ejército	arm	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
porque	eftersom	porque	eftersom	CONJ	CONJ
estación	järnvägsstation	estación	järnvägsstation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estación	station	estación	station	N;FEM;SG	N;NOM;INDF;NEUT;SG
estación	stationen	estación	station	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
observatorio	observatoriet	observatorio	observatorium	N;MASC;SG	N;NOM;DEF;NEUT;SG
observatorio	observatorium	observatorio	observatorium	N;MASC;SG	N;NOM;INDF;NEUT;SG
desarrollo	utvecklingen	desarrollo	utveckling	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
desarrollo	utveckling	desarrollo	utveckling	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
escuela	skola	escuela	skola	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
escuela	skolan	escuela	skola	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
programa	program	programa	program	N;MASC;SG	N;NOM;INDF;NEUT;SG
programa	programmet	programa	program	N;MASC;SG	N;NOM;DEF;NEUT;SG
programa	program	programa	program	N;MASC;SG	N;NOM;INDF;NEUT;SG
programa	programmet	programa	program	N;MASC;SG	N;NOM;DEF;NEUT;SG
información	info	información	info	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
información	information	información	information	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
importante	viktig	importante	viktig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
importante	viktigt	importante	viktig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
último	senaste	último	sen	ADJ;MASC;SG	ADJ;NOM;DEF;RL
último	sista	último	sista	ADJ;MASC;SG	ADJ;NOM;DEF;RL
último	senaste	último	sen	ADJ;MASC;SG	ADJ;NOM;DEF;RL
canciones	låtar	canción	låta	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
canciones	sånger	canción	sång	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
uso	användning	uso	användning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
uso	användning	uso	användning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
juegos	lekar	juego	leka	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
juegos	matcher	juego	matcher	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
localidad	orten	localidad	ort	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
base	base	base	base	N;SG	N;NOM;INDF;MASC+FEM;SG
base	bas	base	ba	N;SG	N;NOM;INDF;MASC+FEM;SG
base	basen	base	bas	N;SG	N;NOM;DEF;MASC+FEM;SG
punto	punto	punto	punto	N;MASC;SG	N;NOM;INDF;NEUT;SG
punto	punkt	punto	punkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
punto	pricken	punto	prick	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
punto	prick	punto	prick	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
punto	punkt	punto	punkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
punto	poäng	punto	poäng	N;MASC;SG	N;NOM;INDF;NEUT;SG
punto	point	punto	point	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
posición	ställning	posición	ställning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
posición	position	posición	position	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
posición	ståndpunkt	posición	ståndpunkt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
posición	befattning	posición	befattning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ubicación	placering	ubicación	placering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ubicación	placeringen	ubicación	placering	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ubicación	platsen	ubicación	plats	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ubicación	läge	ubicación	läge	N;FEM;SG	N;NOM;INDF;NEUT;SG
ubicación	plats	ubicación	plats	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
partidos	matcher	partido	matcher	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
partidos	tändstickor	partido	tändsticka	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
grupos	grupper	grupo	grupp	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
grupos	grupperna	grupo	grupp	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
miembros	medlemmars	miembro	medlem	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
miembros	medlemmarna	miembro	medlem	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
miembros	medlemmar	miembro	medlem	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
miembros	ledamöter	miembro	ledamot	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
pedro	peter	pedro	peter	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
capital	huvudstad	capital	huvudstad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
capital	kapitalet	capital	kapital	N;FEM;SG	N;NOM;DEF;NEUT;SG
capital	capital	capital	capital	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
capital	huvudstaden	capital	huvudstad	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
capital	kapital	capital	kapital	N;FEM;SG	N;NOM;INDF;NEUT;SG
primeros	tidiga	primero	tidig	ADJ;MASC;PL	ADJ;NOM;PL
primeros	första	primero	en	ADJ;MASC;PL	ADJ;NOM
teatro	teater	teatro	teat	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
teatro	teatern	teatro	teat	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
