категория	kategorie	категория	kategorie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
системы	systémy	система	systém	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
стороны	strany	сторона	strana	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
стороны	večírky	сторона	večírka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
стороны	strany	сторона	strana	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
совет	rada	совет	rada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
две	dva	два	dva	NUM;NOM;FEM	NUM;NOM;MASC;PL
две	dvě	два	dva	NUM;NOM;FEM	NUM;NOM;PL
некоторые	nějaké	некоторый	nějaký	DET;NOM;PL	DET;NOM;NEUT;PL
некоторые	někteří	некоторый	některý	DET;NOM;PL	DET;ANIM;NOM;MASC;PL
некоторые	některé	некоторый	některý	DET;NOM;PL	DET;NOM;MASC;PL
менее	méně	менее	málo	ADV;CMPR	ADV;CMPR;POS
менее	míň	менее	málo	ADV;CMPR	ADV;POS
роль	role	роль	role	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
роль	úloha	роль	úloha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
юго	jihozápad	южный	jihozápad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
дом	domov	дом	domov	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
дом	sněmovna	дом	sněmovna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
дом	domeček	дом	domeček	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
дом	dům	дом	dům	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
значимость	význam	значимость	význam	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
значимость	význam	значимость	význam	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
высоты	výšky	высота	výška	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
русский	ruské	русский	ruský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
русский	ruská	русский	ruský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
русский	ruský	русский	ruský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
член	členka	член	členka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
член	poslanec	член	poslanec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
член	člen	член	člen	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
член	kokot	член	kokotit	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
член	kohout	член	kohout	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
член	kokot	член	kokotit	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
орден	pořádek	орден	pořádek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
орден	řád	орден	řád	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
орден	pořadí	орден	pořadí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
орден	objednávka	орден	objednávka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
сын	syn	сын	syn	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
общины	obce	община	obec	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
общины	komunity	община	komunita	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
общины	obce	община	obec	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
общины	komunity	община	komunita	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
число	číslo	число	číslo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
число	počet	число	počet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
эта	tento	этот	tento	DET;NOM;FEM;SG	DET;NOM;MASC;SG
эта	toto	этот	tento	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
эта	tohle	этот	tenhle	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
большой	velký	большой	velký	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
большой	velká	большой	velký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
большой	velký	большой	velký	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
большой	velká	большой	velký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
большой	big	большой	big	ADJ;NOM;MASC;SG	ADJ;POS
количество	číslo	количество	číslo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
количество	počet	количество	počet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
количество	množství	количество	množství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
институт	ústav	институт	ústav	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
институт	institut	институт	institut	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
компании	společnosti	компания	společnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
компании	společnosti	компания	společnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
компании	firmy	компания	firma	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
церковь	kostel	церковь	kostel	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
церковь	církev	церковь	církev	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
проект	projekt	проект	projekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
проект	návrh	проект	návrh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
проект	koncept	проект	koncept	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
сельский	rustikální	сельский	rustikální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
вопрос	vydání	вопрос	vydání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
вопрос	otázka	вопрос	otázka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
вопрос	dotaz	вопрос	dotaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
новый	nový	новый	nový	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
новый	nová	новый	nový	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
образование	vzdělávání	образование	vzdělávání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
образование	školství	образование	školství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
образование	vzdělání	образование	vzdělání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
момент	okamžik	момент	okamžik	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
момент	moment	момент	moment	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
момент	chvilka	момент	chvilka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
фильмы	filmy	фильм	film	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
фильмы	filmy	фильм	film	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
фильмы	kina	фильм	kino	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
часто	často	часто	často	ADV	ADV;POS
часто	mnohdy	часто	mnohdy	ADV	ADV
часто	často	часто	často	ADV	ADV;POS
почти	skoro	почти	skoro	ADV	ADV
почти	téměř	почти	téměř	ADV	ADV
почти	skoro	почти	skoro	ADV	ADV
почти	téměř	почти	téměř	ADV	ADV
партии	večírky	партия	večírka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
партии	strany	партия	strana	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
глава	kapitola	глава	kapitola	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
настоящее	přítomen	настоящий	přítomný	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;POS
сейчас	nyní	сейчас	nyní	ADV	ADV
сейчас	teď	сейчас	teď	ADV	ADV
империи	impéria	империя	impérium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL;POS
река	řeka	река	řeka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
участников	vystavovatelů	участник	vystavovatel	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
участников	účastníků	участник	účastník	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
альбом	album	альбый	album	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
одна	sama	один	sám	DET;NOM;FEM;SG	DET;NOM;FEM;SG
одна	sám	один	sám	DET;NOM;FEM;SG	DET;NOM;MASC;SG
людей	lidí	человек	člověk	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
возможно	možné	возможный	možný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
возможно	možný	возможный	možný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
сергей	sergeji	сергей	sergej	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
окончил	absolvoval	окончить	absolvovat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
пояс	pásek	пояс	pásek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
пояс	pás	пояс	pás	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
пояс	opasek	пояс	opasek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
команды	příkazy	команда	příkaz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
команды	týmy	команда	tým	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
такие	takové	такой	takový	DET;NOM;PL	DET;NOM;NEUT;PL
шаблон	vzor	шаблон	vzor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шаблон	vzorec	шаблон	vzorec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ссылки	odkazy	ссылка	odkaz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
ссылки	reference	ссылка	reference	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ссылки	odkazy	ссылка	odkaz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
жизнь	zivot	жизнь	zivot	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
жизнь	život	жизнь	život	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
серии	řady	серия	řada	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
участники	účastníci	участник	účastník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
участники	členové	участник	člen	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
участники	poslanci	участник	poslanec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
начал	začalo	начать	začít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
начал	začal	начать	začít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
культуры	kultury	культура	kultura	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
проекта	projektu	проект	projekt	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
команда	posádka	команда	posádka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
команда	štáb	команда	štáb	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
команда	oddíl	команда	oddíl	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
команда	družstvo	команда	družstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
команда	příkaz	команда	příkaz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
команда	velitelství	команда	velitelství	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
команда	velení	команда	velení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
команда	mužstvo	команда	mužstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
команда	tým	команда	tým	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
команда	team	команда	team	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
краткое	stručná	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
краткое	stručný	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
краткое	stručná	краткий	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
позже	později	поздно	pozdě	ADV;CMPR	ADV;CMPR;POS
другой	jiná	другой	jiný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
другой	jiné	другой	jiný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
другой	jiný	другой	jiný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
другой	další	другой	další	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
источники	zdroje	источник	zdroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
данные	data	данные	data	N;INAN;NOM;PL	N;NOM;NEUT;PL;POS
данные	údaje	данные	údaj	N;INAN;NOM;PL	N;INAN;NOM;MASC;PL;POS
война	válka	война	válka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
школы	školy	школа	škola	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
школы	školy	школа	škola	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
герой	hrdina	герой	hrdina	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
михаил	michaeli	михаил	michael	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
текст	text	текст	text	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
первая	první	первый	první	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
песни	písně	песня	píseň	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
песни	písničky	песня	písnička	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
песни	skladby	песня	skladba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
которое	což	который	což	PRO;NOM	PRO;NOM
книги	knihy	книга	kniha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
книги	knížky	книга	knížka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
полностью	plně	полностью	plně	ADV	ADV;POS
полностью	kompletně	полностью	kompletně	ADV	ADV;POS
полностью	zcela	полностью	zcela	ADV	ADV
полностью	naprosto	полностью	naprosto	ADV	ADV
полностью	úplně	полностью	úplně	ADV	ADV;POS
полностью	úplně	полностью	úplně	ADV	ADV;POS
полностью	naprosto	полностью	naprosto	ADV	ADV
полностью	zcela	полностью	zcela	ADV	ADV
честь	cti	честь	čest	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
честь	pocta	честь	pocta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
честь	čest	честь	čest	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
честь	cti	честь	čest	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
честь	pocta	честь	pocta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
честь	čest	честь	čest	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
звание	hodnost	звание	hodnost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
решение	rozhodnutí	решение	rozhodnutí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
решение	rozhodování	решение	rozhodování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
решение	roztok	решение	roztok	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
решение	řešení	решение	řešení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
чемпионат	mistrovství	чемпионат	mistrovství	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
чемпионат	mistrovství	чемпионат	mistrovství	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
чемпионат	šampionát	чемпионат	šampionát	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
деятельность	činnost	деятельность	činnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
деятельность	činnosti	деятельность	činnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
деятельность	činnost	деятельность	činnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
деятельность	aktivita	деятельность	aktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
данных	dat	данные	data	N;INAN;GEN;PL	N;GEN;NEUT;PL;POS
плотность	hustota	плотность	hustota	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
итог	výsledek	итог	výsledek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
названия	názvy	название	název	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
названия	tituly	название	titul	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
названия	názvy	название	název	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
названия	jména	название	jméno	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
занимает	zaujímá	занимать	zaujímat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
права	práva	право	právo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
король	král	король	král	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
края	okraje	край	okraj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
края	hrany	край	hrana	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
обычно	většinou	обычно	většinou	ADV	ADV
обычно	obvykle	обычно	obvykle	ADV	ADV;POS
обычно	typicky	обычно	typicky	ADV	ADV;POS
обычно	běžně	обычно	běžně	ADV	ADV;POS
обычно	normálně	обычно	normálně	ADV	ADV;POS
обычно	obvykle	обычно	obvykle	ADV	ADV;POS
умер	zemřel	умереть	zemřít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
власти	úřady	власть	úřad	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
власти	orgány	власть	orgán	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
службы	služby	служба	služba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
службы	služby	служба	služba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
система	systém	система	systém	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
система	system	система	system	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
университет	univerzita	университет	univerzita	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
слова	slova	слово	slovo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
флаг	vlajka	флаг	vlajka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
флаг	příznak	флаг	příznak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вновь	znovu	вновь	znovu	ADV	ADV
вновь	zase	вновь	zase	ADV	ADV
вновь	opět	вновь	opět	ADV	ADV
отец	táta	отец	táta	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
отец	otec	отец	otec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
отец	otec	отец	otec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
общества	společnosti	общество	společnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
общества	spolky	общество	spolek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
обсуждение	diskuse	обсуждение	diskuse	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
обсуждение	diskuze	обсуждение	diskuse	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
войска	jednotky	войска	jednotka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
войска	vojska	войска	vojsko	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
источник	zdroj	источник	zdroj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вскоре	brzo	вскоре	brzy	ADV	ADV;POS
вскоре	brzy	вскоре	brzy	ADV	ADV;POS
члены	členové	член	člen	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
члены	poslanci	член	poslanec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
должность	poloha	должность	poloha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
должность	postavení	должность	postavení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
должность	pozice	должность	pozice	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
должность	postoj	должность	postoj	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
действия	aktivity	действие	aktivita	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
музей	muzeum	музей	muzeum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
музей	museum	музей	museum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
музей	muzeu	музей	muzeum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ряд	řada	ряд	řada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ряд	řádek	ряд	řádek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
душу	duši	душа	duše	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
дома	doma	дома	doma	ADV	ADV
дома	domů	дома	domů	ADV	ADV
почему	proč	почему	proč	ADV	ADV
школа	škola	школа	škola	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
выше	vyšší	высокий	vysoký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
выше	vyšší	высокий	vysoký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
медаль	vyznamenání	медаль	vyznamenání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
земли	pozemky	земля	pozemek	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
режиссёр	režisér	режиссёр	režisér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
режиссёр	režie	режиссёр	režie	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
режиссёр	ředitel	режиссёр	ředitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
режиссёр	ředitelka	режиссёр	ředitelka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
режиссёр	filmař	режиссёр	filmař	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
правила	pravidla	правило	pravidlo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
правила	předpisy	правило	předpis	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
полка	police	полк	police	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
полка	regiment	полк	regiment	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
полка	pluk	полк	pluk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
линии	tratě	линия	trať	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
линии	řádky	линия	řádek	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
линии	linky	линия	linka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
линии	čáry	линия	čára	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
места	lokace	место	lokace	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
места	lokality	место	lokalita	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
места	místa	место	místo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
места	sedadel	место	sedadlo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
места	sedadla	место	sedadlo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
места	sedačky	место	sedačka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
существует	existuje	существовать	existovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ссылка	link	ссылка	link	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ссылка	odkaz	ссылка	odkaz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ссылка	souvislost	ссылка	souvislost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
ссылка	odkaz	ссылка	odkaz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
компания	firma	компания	firma	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
компания	společnost	компания	společnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
начало	start	начало	start	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
начало	začátek	начало	začátek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
начало	počátek	начало	počátek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
начало	začátek	начало	začátek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
положение	situace	положение	situace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
положение	poloha	положение	poloha	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
