من	від	مِن	від	ADP	ADP;GEN
كبير	велика	كَبِير	великий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
كبير	великий	كَبِير	великий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
منتخب	обрання	مُنتَخَب	обрання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الوقت	тайм	وَقت	тайм	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الوقت	час	وَقت	час	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
عملية	процес	عَمَلِيَّة	процес	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عملية	дія	عَمَلِيَّة	дія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
عملية	операція	عَمَلِيَّة	операція	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مايو	травня	مَايُو	травень	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
فبراير	лютого	فِبرَايِر	лютий	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
فبراير	лютого	فِبرَايِر	лютий	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
يونيو	червня	يُونِيُو	червень	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
يوليو	липня	يُولِيُو	липень	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
شمال	північ	شَمَال	північ	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مراجع	посилання	مَرجَع	посилання	N;NOM;INDF;PL	N;INAN;NOM;NEUT;PL
الاتحاد	союз	اِتِّحَاد	союз	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الاتحاد	федерація	اِتِّحَاد	федерація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الاتحاد	конфедерація	اِتِّحَاد	конфедерація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
سبتمبر	вересня	سِبتَمبِر	вересень	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
عبر	через	عَبرَ	через	ADP;ACC	ADP;ACC
عبر	через	عَبرَ	через	ADP;ACC	ADP;ACC
استخدام	користування	اِستِخدَام	користування	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
استخدام	використання	اِستِخدَام	використання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
استخدام	користування	اِستِخدَام	користування	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
استخدام	використання	اِستِخدَام	використання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
فريق	команда	فَرِيق	команда	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
يقدر	цінувати	قَدَّر	цінувати	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;IPFV;NFIN
ديسمبر	грудня	دِيسَمبِر	грудень	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
كبيرة	велике	كَبِير	великий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
كبيرة	велика	كَبِير	великий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
كبيرة	великий	كَبِير	великий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
الجيش	армія	جَيش	армія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الجيش	військо	جَيش	військо	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
نوفمبر	листопада	نُوفِمبِر	листопад	N;GEN;INDF;SG	N;INAN;GEN;MASC;SG
المديرية	директорія	مُدِيرِيّ	директорія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
لاعب	програвач	لَاعِب	програвач	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
لاعب	гравець	لَاعِب	гравець	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
الفترة	строк	فَترَة	строк	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الفترة	період	فَترَة	період	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
يجب	мусить	وَجَب	мусити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
يجب	має	وَجَب	мати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
دولة	стан	دَولَة	стан	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دولة	держава	دَولَة	держава	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الدولي	міжнародний	دُوَلِيّ	міжнародний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الدولي	міжнародна	دُوَلِيّ	міжнародний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الدولي	міжнародне	دُوَلِيّ	міжнародний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
بلدة	містечко	بَلدَة	містечко	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
بلدة	місто	بَلدَة	місто	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
درجة	градус	دَرَجَة	градус	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
درجة	ступінь	دَرَجَة	ступінь	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الحكومة	правління	حُكُومَة	правління	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الحكومة	уряд	حُكُومَة	уряд	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القوات	війська	قُوَّة	військо	N;NOM;DEF;PL	N;INAN;NOM;NEUT;PL
ملعب	естадіо	مَلعَب	естадіо	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ملعب	стадіон	مَلعَب	стадіон	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ملعب	стедіум	مَلعَب	стедія	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حالة	стан	حَالَة	стан	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حالة	статус	حَالَة	статус	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حالة	регістр	حَالَة	регістр	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حالة	справа	حَالَة	справа	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
حالة	випадок	حَالَة	випадок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حالة	умова	حَالَة	умова	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الفيلم	фільм	فِيلم	фільм	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الفيلم	кіно	فِيلم	кіно	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الفيلم	фільм	فِيلم	фільм	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الفيلم	плівка	فِيلم	плівка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الدول	стани	دَولَة	стан	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الدول	країни	دَولَة	країна	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
كلية	коледж	كُلِّيَّة	коледж	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
كلية	коледжі	كُلِّيَّة	коледжа	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
كلية	факультет	كُلِّيَّة	факультет	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الدرجة	градус	دَرَجَة	градус	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدرجة	ступінь	دَرَجَة	ступінь	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الخاصة	приватна	خَاصّ	приватний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الخاصة	особисте	خَاصّ	особистий	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الخاصة	приватний	خَاصّ	приватний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الرئيس	президент	رَئِيس	президент	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرئيس	шеф	رَئِيس	шеф	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرئيس	вождь	رَئِيس	вождь	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرئيس	голова	رَئِيس	голова	N;NOM;DEF;SG	N;ANIM;NOM;FEM;SG
الشمالية	північна	شَمَالِيّ	північний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الشمالية	північний	شَمَالِيّ	північний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الشمالية	північне	شَمَالِيّ	північний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
بداية	старт	بِدَايَة	старт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
بداية	початок	بِدَايَة	початок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
بداية	початок	بِدَايَة	початок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
شرق	схід	شَرق	схід	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قوالب	шаблони	قَالَب	шаблон	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
نهاية	кінець	نِهَايَة	кінець	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نهاية	закінчення	نِهَايَة	закінчення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
العزلة	ізоляція	عُزلَة	ізоляція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
العزلة	самотність	عُزلَة	самотність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
وسط	середина	وَسط	середина	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
دور	роль	دَور	роль	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
القرية	село	قَريَة	село	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
اليمنية	єменський	يَمَنِيّ	єменський	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السنة	рік	سَنَة	рік	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
حكم	арбітр	حُكم	арбітр	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
حكم	рефері	حُكم	рефер	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
شكل	форма	شَكل	форма	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
شكل	форма	شَكل	форма	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
نسبة	коефіцієнт	نِسبَة	коефіцієнт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نسبة	співвідношення	نِسبَة	співвідношення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
نسبة	пропорція	نِسبَة	пропорція	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
نسبة	співвідношення	نِسبَة	співвідношення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الكتاب	книжка	كِتَاب	книжка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الكتاب	книга	كِتَاب	книга	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الناس	люди	إِنسَان	людина	N;NOM;DEF;PL	N;ANIM;NOM;FEM;PL
حرب	війна	حَرب	війна	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الجهاز	пристрій	جِهَاز	пристрій	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
معظم	більшість	مُعظَم	більшість	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
دار	дар	دَار	дар	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ثلاثة	три	ثَلَاثَة	три	NUM;NOM;INDF;MASC	NUM;NOM
الحكم	арбітр	حُكم	арбітр	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الحكم	рефері	حُكم	рефер	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الحكم	суд	حُكم	суд	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحكم	управління	حُكم	управління	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الشرقية	східна	شَرقِيّ	східний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
صفحة	сторінка	صَفحَة	сторінка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
بلدية	муніципалітет	بَلَدِيَّة	муніципалітет	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
بلدية	край	بَلَدِيَّة	край	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
القسم	департамент	قِسم	департамент	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القسم	відділ	قِسم	відділ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القسم	розділ	قِسم	розділ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القسم	секція	قِسم	секція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
برنامج	програма	بَرنَامَج	програма	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
برنامج	програма	بَرنَامَج	програма	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
برنامج	застосунок	بَرنَامَج	застосунок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
وقت	тайм	وَقت	тайм	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
وقت	час	وَقت	час	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
النظام	система	نِظَام	система	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
النظام	ордер	نِظَام	ордер	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النظام	наказ	نِظَام	наказ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النظام	порядок	نِظَام	порядок	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجمهورية	республіка	جُمهُورِيَّة	республіка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
مدرسة	школа	مَدرَسَة	школа	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مدرسة	училище	مَدرَسَة	училище	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
عرض	шоу	عَرض	шоу	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
عرض	презентація	عَرض	презентація	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
عرض	відображення	عَرض	відображення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
عرض	дисплей	عَرض	диспля	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عرض	показ	عَرض	показ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عرض	перегляд	عَرض	перегляд	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عرض	вигляд	عَرض	вигляд	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عرض	вид	عَرض	вид	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الدولية	міжнародний	دُوَلِيّ	міжнародний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الدولية	міжнародна	دُوَلِيّ	міжнародний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الدولية	міжнародне	دُوَلِيّ	міжнародний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
المعلومات	інформації	مَعلُومَة	інформація	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
المعلومات	відомості	مَعلُومَة	відомість	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
المدرسة	школа	مَدرَسَة	школа	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المدرسة	училище	مَدرَسَة	училище	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
المقالة	стаття	مُقَال	стаття	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التاريخ	дата	تَارِيخ	дата	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التاريخ	журнал	تَارِيخ	журнал	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التاريخ	історія	تَارِيخ	історія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
مجال	домен	مَجَال	домний	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حركة	рух	حَرَكَة	рух	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حركة	рух	حَرَكَة	рух	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
المقاطعة	графство	مُقَاطَعَة	графство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
المقاطعة	повіт	مُقَاطَعَة	повіт	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المقاطعة	жупанія	مُقَاطَعَة	жупанія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المقاطعة	провінція	مُقَاطَعَة	провінція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المقاطعة	улус	مُقَاطَعَة	улус	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المقاطعة	округ	مُقَاطَعَة	округ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المقاطعة	район	مُقَاطَعَة	район	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المقاطعة	бойкот	مُقَاطَعَة	бойкот	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
مسلسل	серія	مُسَلسَل	серія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مسلسل	ряд	مُسَلسَل	ряд	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
التعليم	освіта	تَعلِيم	освіта	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
قالب	шаблон	قَالِب	шаблон	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
تقرير	скарга	تَقرِير	скарга	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
تقرير	звіт	تَقرِير	звіт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
المناطق	регіони	مِنطَقَة	регіон	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
المناطق	райони	مِنطَقَة	район	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
المناطق	ділянки	مِنطَقَة	ділянка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
دول	стани	دَولَة	стан	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
الحالي	поточний	حَالِيّ	поточний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الحالي	поточна	حَالِيّ	поточний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الحالي	присутня	حَالِيّ	присутня	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
عضو	член	عُضو	член	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
عضو	учасник	عُضو	учасник	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
لغة	мова	لُغَة	мова	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الشرق	схід	شَرق	схід	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
معركة	битва	مَعرَكَة	битво	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
معركة	бій	مَعرَكَة	бій	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الغربية	західний	غَربِيّ	західний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الغربية	західна	غَربِيّ	західний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الجزء	частина	جُزء	частина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الجزء	сегмент	جُزء	сегмент	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجزء	відрізок	جُزء	відрізок	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
بوابة	брама	بَوَّابَة	брама	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
بوابة	портал	بَوَّابَة	портал	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
بوابة	шлюз	بَوَّابَة	шлюз	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مقالة	стаття	مَقَالَة	стаття	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
قناة	канал	قَنَاة	канал	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قناة	канал	قَنَاة	канал	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
المصرية	єгипетський	مِصرِيّ	єгипетський	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
المصرية	єгипетська	مِصرِيّ	єгипетський	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
النوع	жанр	نَوع	жанр	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النوع	типу	نَوع	тип	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النوع	тип	نَوع	тип	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
علماء	науковці	عَالِم	науковець	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
مناطق	регіони	مِنطَقَة	регіон	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
مناطق	зони	مِنطَقَة	зона	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
مناطق	ділянки	مِنطَقَة	ділянка	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
شهر	місяць	شَهر	місяць	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سلسلة	серія	سِلسِلَة	серія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
سلسلة	ряд	سِلسِلَة	ряд	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سلسلة	рядок	سِلسِلَة	рядок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سلسلة	ланцюжок	سِلسِلَة	ланцюжок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سلسلة	ланцюг	سِلسِلَة	ланцюг	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
البلاد	країни	بَلَد	країна	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
البلاد	кантрі	بَلَد	кантрі	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
جديدة	нове	جَدِيد	новий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
جديدة	нова	جَدِيد	новий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
جديدة	новий	جَدِيد	новий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
فيديو	відеозапис	فِيدِيُو	відеозапис	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
العلوم	науки	عِلم	наука	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
جزيرة	острів	جَزِيرَة	острів	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
جمهورية	республіка	جُمهُورِيَّة	республіка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
عالم	світ	عَالَم	світ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عالم	світе	عَالَم	світи	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عالم	науковець	عَالَم	науковець	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
عالم	історик	عَالَم	історик	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
الدم	кров	دَم	кров	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
وزارة	міністерства	وِزَارَة	міністерство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
وزارة	міністерство	وِزَارَة	міністерство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الجزيرة	острів	جَزِيرَة	острів	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحديث	розмова	حَدِيث	розмова	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المجلس	рада	مَجلِس	рада	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحزب	вечірка	حِزب	вечірка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحزب	партія	حِزب	партія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
شركات	компанії	شَرِكَة	компанія	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
مستوى	рівень	مُستَوَى	рівень	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عبارة	фраза	عِبَارَة	фраза	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
عبارة	пором	عِبَارَة	пором	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ممثل	представник	مُمَثِّل	представник	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
ممثل	актор	مُمَثِّل	актор	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
المجتمع	суспільство	مُجتَمَع	суспільство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
المجتمع	товариства	مُجتَمَع	товариство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
المجتمع	товариство	مُجتَمَع	товариство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
